 , C000, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C014, C017, C021, C023, C024, C026, C028, C035, C036, C038, C108
106.2, 193.5785, 114.4766, 22.30016, 490.5145, 262.2204, 38.5769, 245.4105, 292.7815, 22.53501, 5.849, 324.0314, 15.55851, 70.5043, 611.4725, 214.1848, 113.2796, 123.2949, 333.8716, 114.1931, 25.45502, 422.2129, 116.2554, 1737.452
106.3, 183.8662, 109.2997, 21.25757, 466.9492, 249.4549, 35.88223, 233.8368, 309.0573, 21.41723, 5.548273, 301.9332, 152.4044, 67.46237, 763.0394, 205.1596, 108.0416, 211.5876, 312.3411, 108.8488, 24.31099, 402.7187, 109.8054, 1838.079
106.4, 174.6412, 104.3569, 67.24406, 520.508, 403.7829, 33.37579, 222.8089, 318.9005, 20.3549, 5.263008, 281.342, 140.5512, 64.55168, 825.4026, 196.5146, 103.0458, 201.6303, 292.199, 103.7547, 23.21837, 384.1246, 103.7132, 1759.614
106.5, 165.879, 99.63764, 64.10022, 506.9128, 384.1259, 35.70883, 212.3011, 304.0581, 19.34526, 4.992409, 471.2323, 217.2431, 61.76657, 769.9074, 188.234, 98.28094, 192.1416, 273.3558, 155.1451, 22.17486, 366.389, 97.95908, 1788.547
106.6, 157.5565, 95.13179, 61.10336, 482.5598, 365.4258, 33.2145, 252.2525, 289.9064, 18.3857, 4.735724, 439.0953, 395.0727, 59.10163, 718.1434, 180.3023, 93.73643, 183.0993, 255.7278, 147.8843, 21.17825, 349.4723, 92.52417, 1770.519
106.7, 149.6515, 90.8297, 58.24662, 459.3766, 347.636, 30.8944, 240.3561, 302.248, 17.47373, 4.492236, 452.2411, 407.1647, 56.55167, 669.8596, 172.7048, 89.40207, 174.4827, 239.2366, 190.0443, 20.22643, 333.3366, 87.3908, 1694.937
106.8, 142.1431, 86.72217, 55.52343, 437.3073, 333.0756, 28.73637, 229.0208, 288.1806, 16.60701, 4.261267, 421.3993, 375.4978, 54.11173, 624.8222, 165.4275, 85.26813, 166.2715, 223.8088, 181.1501, 19.31739, 317.946, 82.54224, 1708.354
106.9, 135.0115, 110.5721, 52.92756, 416.2982, 316.8607, 26.72908, 218.22, 353.1788, 15.78327, 4.042173, 392.6608, 346.2937, 51.77706, 647.8021, 158.4568, 199.7267, 158.4467, 209.3759, 209.7924, 18.4492, 303.2659, 77.96268, 1635.426
107, 128.2376, 105.5718, 50.45305, 454.8897, 319.6493, 70.58634, 207.9286, 348.0774, 15.00039, 3.834344, 365.8822, 366.5483, 49.54312, 604.2477, 151.7798, 190.4913, 150.9902, 195.8738, 232.5708, 17.62003, 289.2637, 73.6372, 1732.364
107.1, 121.8036, 100.7976, 48.09424, 590.1923, 327.9123, 65.65575, 198.1226, 331.877, 14.25634, 3.637201, 340.9298, 338.0403, 47.40557, 563.6217, 145.3842, 181.683, 143.8846, 183.2424, 252.4634, 16.82813, 275.908, 69.5517, 1658.411
107.2, 146.567, 96.23925, 45.8457, 561.8383, 311.9488, 61.06956, 188.779, 316.4305, 13.5492, 3.450194, 317.6791, 311.7495, 45.36024, 525.7271, 139.258, 173.282, 145.8974, 171.4256, 240.648, 16.07182, 263.1689, 65.69288, 1746.496
107.3, 139.2133, 91.88708, 43.70229, 534.8464, 296.7624, 56.80374, 179.8761, 301.703, 12.87714, 3.272802, 314.2567, 287.5034, 43.40315, 610.9673, 133.3901, 165.2695, 139.0314, 269.1195, 229.3856, 15.3495, 251.018, 62.04815, 1806.29
107.4, 132.2287, 87.73172, 41.65909, 509.1514, 282.3153, 52.83589, 171.393, 353.4474, 12.23841, 3.10453, 292.8251, 265.143, 41.53051, 569.8895, 127.7693, 157.6274, 132.4886, 251.7647, 258.9865, 14.65964, 239.4281, 58.60563, 1754.882
107.5, 125.5945, 83.76428, 39.71142, 484.6907, 354.2364, 49.1452, 163.31, 336.997, 11.63136, 2.94491, 272.8551, 244.5217, 39.73866, 531.5735, 122.3855, 150.3388, 126.2537, 235.529, 246.8659, 14.00079, 228.3734, 55.35411, 1725.027
107.6, 119.2931, 79.97626, 37.8548, 461.4052, 336.9914, 45.71231, 155.6082, 321.3123, 11.05443, 2.793497, 254.247, 225.5042, 38.02412, 557.1231, 117.2284, 143.3871, 120.3122, 220.3404, 235.3125, 13.37155, 217.829, 52.28299, 1651.387
107.7, 113.3079, 76.35954, 36.08499, 439.2384, 320.5859, 42.51922, 148.2696, 306.3576, 10.50611, 2.649869, 263.2007, 207.9657, 36.38356, 662.2686, 112.2887, 136.7569, 114.6503, 206.1312, 238.2094, 12.77059, 207.7715, 49.38226, 1666.111
107.8, 107.6229, 72.90637, 34.39792, 418.1366, 304.979, 39.54917, 141.2771, 292.0989, 9.984984, 2.513626, 319.7471, 191.7914, 34.81377, 617.7415, 107.5572, 159.0906, 109.2548, 192.8383, 227.0611, 12.19664, 198.1784, 46.64246, 1627.209
107.9, 102.2232, 121.7817, 32.78972, 398.0485, 290.132, 36.78658, 134.6144, 278.5038, 9.489711, 2.384387, 297.9411, 176.8749, 33.31172, 710.1068, 103.025, 165.6917, 104.1133, 316.2499, 216.4346, 11.64848, 189.0282, 44.05467, 1596.718
108, 141.64, 116.2745, 31.25671, 378.9254, 276.0077, 34.21697, 128.2659, 305.5558, 9.019004, 2.261794, 277.6222, 222.1199, 31.87448, 662.3633, 98.68375, 158.0301, 99.21367, 295.8557, 206.3054, 11.12496, 180.3005, 41.61046, 1528.555
108.1, 153.1063, 111.0163, 29.79538, 360.7211, 291.1056, 31.82685, 122.2168, 291.3344, 8.571645, 2.145503, 258.6889, 242.6575, 30.49924, 617.83, 94.52546, 150.7228, 94.54466, 276.7768, 196.6502, 10.62497, 171.9758, 39.30185, 1689.463
108.2, 145.4246, 105.9958, 28.40236, 343.3914, 276.934, 129.0818, 116.453, 277.7749, 8.146476, 2.035192, 241.0469, 369.0815, 29.18334, 817.7875, 90.54239, 143.7534, 272.5846, 258.9281, 187.4469, 10.14744, 164.0354, 37.12133, 1726.102
108.3, 138.1283, 101.2024, 27.07448, 326.8942, 347.4203, 120.0652, 110.961, 264.8465, 7.742396, 1.930552, 354.6237, 340.3765, 27.92421, 762.8043, 86.72716, 137.1063, 259.7567, 242.2305, 178.6743, 9.691385, 156.4616, 35.06179, 1652.416
108.4, 143.2278, 96.62583, 25.80867, 311.1896, 330.5071, 111.6784, 105.728, 252.5199, 7.358359, 1.831293, 330.4391, 313.904, 26.71941, 711.5178, 83.07269, 130.7665, 247.5325, 226.6097, 170.3123, 9.255823, 149.2376, 33.11651, 1609.024
108.5, 136.0418, 94.85884, 24.60205, 296.2394, 314.4173, 103.8775, 100.7418, 240.7669, 6.993371, 1.737137, 307.9039, 289.4903, 25.5666, 663.6796, 79.57222, 124.7199, 235.8836, 211.9962, 162.3417, 8.839836, 142.347, 31.27916, 1599.068
108.6, 129.2162, 112.4605, 23.45184, 282.0075, 327.2287, 96.62143, 95.99075, 229.561, 6.646488, 1.647821, 313.645, 266.9754, 24.46351, 651.0081, 76.21925, 152.7721, 248.698, 299.0178, 154.744, 8.442545, 135.7747, 29.54375, 1601.447
108.7, 161.2187, 107.3747, 22.3554, 268.4593, 387.7353, 89.87224, 91.46377, 218.8766, 6.31681, 1.563098, 292.2551, 318.2004, 23.40803, 795.5806, 73.00756, 145.7079, 236.9942, 321.9625, 147.502, 8.063109, 129.5058, 27.90462, 1533.083
108.8, 153.13, 102.519, 21.31022, 255.562, 368.8594, 83.59449, 87.15028, 208.6895, 6.003485, 1.482731, 272.3239, 293.4526, 22.39808, 742.0905, 69.93121, 198.6529, 225.8413, 301.2, 140.5988, 7.700727, 123.5263, 26.35644, 1467.637
108.9, 145.4471, 147.9812, 20.31391, 243.2843, 350.9026, 77.75526, 83.04021, 198.9765, 5.705701, 1.406497, 253.752, 270.6295, 21.43171, 692.1967, 66.98448, 189.4672, 257.8366, 281.7764, 142.4488, 7.354631, 117.8229, 24.89415, 1602.244
109, 138.1497, 141.2892, 19.36418, 279.3382, 333.8199, 72.3239, 79.12399, 189.7157, 5.422688, 1.334181, 236.4467, 249.5815, 20.50703, 645.6574, 64.16193, 180.7063, 267.8537, 263.6053, 159.5533, 7.02409, 112.3828, 23.51299, 1533.846
109.1, 131.2184, 134.8997, 18.45886, 265.9182, 317.5688, 67.27193, 75.39245, 180.8858, 5.153713, 1.265584, 220.3216, 230.1705, 19.62225, 602.2472, 61.4583, 411.8441, 255.2485, 246.6061, 152.0861, 6.708404, 107.194, 22.20845, 1565.303
109.2, 124.6348, 128.7992, 17.59586, 253.143, 302.1088, 62.57286, 71.83689, 172.4669, 4.89808, 1.200514, 205.2961, 212.2691, 18.77564, 561.7556, 58.8686, 392.8004, 243.2365, 400.5354, 144.9684, 6.406907, 102.2447, 20.9763, 1526.272
109.3, 118.3816, 122.9746, 16.7732, 240.9815, 287.4015, 58.20203, 68.44902, 164.4398, 4.655126, 1.13879, 240.5368, 275.6781, 17.96556, 686.3923, 56.38803, 374.6374, 231.7897, 374.7059, 148.7955, 6.118959, 97.52386, 19.8125, 1461.117
109.4, 112.4421, 117.4134, 15.98901, 229.4043, 273.4101, 54.1365, 65.22092, 173.7531, 4.424223, 1.080238, 246.1128, 254.2374, 17.19042, 640.2433, 54.01198, 357.3141, 220.8817, 350.5421, 141.8318, 5.843953, 93.02104, 18.71328, 1469.73
109.5, 106.8006, 112.1037, 15.24148, 218.3833, 260.0999, 50.35496, 62.14507, 165.6662, 4.204774, 1.024698, 308.8413, 460.1711, 16.44874, 597.1971, 51.73605, 444.6645, 210.4869, 327.9365, 135.194, 5.581307, 88.72612, 17.67504, 1496.434
109.6, 101.4422, 121.7417, 14.5289, 207.8917, 247.4377, 46.83757, 59.21426, 157.9556, 3.99621, 0.9720129, 288.2677, 424.3816, 15.73905, 637.6959, 49.55602, 424.1032, 200.5814, 306.7887, 128.8669, 5.330465, 84.6295, 16.69441, 1524.083
109.7, 96.35257, 180.7012, 13.84964, 197.9042, 235.3919, 43.56588, 56.42168, 150.6039, 3.797991, 0.9220368, 268.6085, 391.3756, 15.05998, 594.821, 47.46786, 404.4927, 191.142, 287.0047, 122.8359, 5.090896, 80.72203, 15.76818, 1651.671
109.8, 91.51833, 172.5295, 13.20213, 188.3965, 223.9325, 40.52272, 53.7608, 143.5944, 3.609603, 0.8746301, 250.29, 360.9367, 14.41021, 676.576, 45.46768, 385.789, 218.0842, 268.4965, 117.0871, 4.862094, 76.99497, 14.89334, 1581.162
109.9, 86.92664, 164.7273, 12.58489, 179.3455, 213.0309, 37.69213, 51.22541, 145.1149, 3.430561, 0.8296608, 233.2208, 332.8651, 13.78848, 631.087, 43.55179, 484.9041, 207.8212, 251.1818, 111.6074, 4.643576, 73.44, 14.06704, 1513.664
110, 82.56532, 157.2779, 11.99652, 170.7294, 202.6601, 73.54267, 48.80959, 138.3609, 3.260399, 0.7870037, 217.3156, 306.9767, 13.19357, 588.6565, 41.71663, 618.3662, 198.0411, 234.9837, 106.3842, 4.434879, 70.04917, 13.28658, 1449.047
110.1, 78.42282, 150.1654, 11.43565, 162.5273, 192.7942, 68.40557, 46.50769, 131.9212, 3.098677, 0.7465398, 202.4952, 283.1018, 12.62433, 633.1267, 39.95879, 797.522, 188.7212, 219.8302, 170.7249, 4.235561, 66.8149, 12.54942, 1449.018
110.2, 74.48816, 143.3746, 10.901, 154.7191, 296.95, 63.62731, 44.31436, 125.7812, 2.944977, 0.7081563, 204.6277, 261.0838, 12.07965, 590.559, 38.27502, 803.8719, 179.84, 280.0513, 162.7349, 4.045201, 63.72995, 11.85316, 1525.755
110.3, 70.75091, 136.8908, 10.39135, 147.2861, 282.4939, 59.18282, 42.22447, 244.8931, 2.798901, 0.6717464, 322.8416, 240.7782, 11.55847, 611.7453, 36.66221, 766.701, 171.3767, 298.3716, 185.0539, 3.863396, 60.78745, 11.19553, 1577.547
110.4, 67.20116, 132.7433, 9.905524, 140.2102, 268.7414, 55.04878, 40.23314, 260.5407, 2.66007, 0.6372085, 300.8245, 222.0518, 11.05977, 743.6664, 35.11736, 731.2488, 163.3117, 327.862, 176.3933, 3.689763, 57.9808, 10.57439, 1530.05
110.5, 66.01296, 126.7403, 9.442414, 133.4742, 255.6585, 51.20352, 38.33572, 292.0408, 2.528126, 0.6044463, 280.309, 204.7819, 10.5826, 752.2012, 33.6376, 775.9058, 155.6262, 374.0298, 168.1381, 3.523933, 55.30374, 9.987705, 1540.361
110.6, 81.48215, 121.0088, 9.000956, 127.0619, 333.9705, 77.96972, 36.52778, 278.4485, 2.402727, 0.5733686, 261.1925, 188.8551, 10.12601, 701.6276, 32.22019, 740.028, 148.3024, 432.7815, 266.5288, 3.365556, 52.75029, 9.433574, 1546.407
110.7, 106.5531, 115.5365, 8.580136, 120.9576, 317.712, 72.52338, 34.80511, 265.4888, 2.283547, 0.5438888, 301.562, 174.1671, 9.689116, 654.4543, 30.86251, 705.8092, 141.3233, 404.8726, 254.0552, 3.214296, 50.31473, 8.910186, 1534.989
110.8, 105.1367, 110.3117, 8.178992, 115.1465, 302.2451, 67.45749, 33.16368, 253.1322, 2.170279, 0.5159247, 280.9961, 160.6214, 56.02329, 680.3757, 29.56204, 673.1727, 134.6726, 378.7634, 242.1653, 3.069835, 305.4915, 8.415836, 1588.291
110.9, 159.6802, 132.5266, 7.796602, 109.6147, 287.5312, 64.40534, 31.59966, 250.3998, 2.062629, 0.4893984, 284.5194, 226.7444, 53.60614, 634.6313, 28.31637, 810.7365, 128.3349, 354.3379, 259.7461, 2.931867, 291.3865, 7.948914, 1627.904
111, 221.6584, 126.5335, 7.43209, 104.3486, 273.5335, 59.90651, 30.1094, 238.7455, 1.960319, 0.4642359, 265.1158, 220.4914, 51.29329, 681.1499, 27.12319, 773.2481, 122.2954, 364.2831, 247.5899, 2.800099, 277.9327, 7.507897, 1558.411
111.1, 224.5971, 125.9893, 7.08462, 163.1382, 260.2173, 55.72192, 28.68942, 227.6337, 1.863084, 0.4403671, 247.0355, 203.3429, 49.08022, 719.8047, 25.98029, 737.4932, 116.5402, 381.0176, 277.4333, 2.674253, 265.1002, 7.091349, 1535.271
111.2, 213.3286, 120.2918, 6.753395, 155.3008, 247.5493, 51.82964, 27.33641, 304.595, 1.770671, 0.4177256, 230.1882, 187.528, 47.41061, 671.4093, 24.88554, 703.3915, 111.0558, 356.4467, 264.4494, 2.554064, 302.475, 6.697911, 1469.732
111.3, 202.6254, 114.8519, 131.3201, 147.8398, 235.4981, 124.3967, 26.04721, 291.3688, 237.7127, 0.3962481, 337.5988, 184.533, 45.36507, 727.2235, 23.83693, 670.8668, 238.1084, 333.4604, 252.0731, 2.439276, 288.5093, 6.326302, 1406.99
111.4, 216.84, 109.658, 140.2706, 140.7373, 224.0335, 115.7073, 24.81881, 277.8078, 225.9217, 0.375875, 355.0622, 236.3113, 43.40778, 929.4316, 22.8325, 672.9945, 355.2781, 311.9564, 329.5796, 2.329647, 297.4782, 5.97531, 1385.117
111.5, 205.9606, 104.699, 205.2465, 199.7455, 213.1271, 107.625, 23.64833, 303.7449, 214.7156, 0.3565493, 330.8478, 217.9323, 41.53493, 986.3721, 21.8704, 641.8753, 347.6537, 291.8391, 492.5804, 2.224945, 283.7432, 5.643792, 1432.479
111.6, 195.6271, 99.9643, 210.7913, 190.1493, 202.7516, 100.1071, 22.53306, 406.2843, 204.0653, 0.3382173, 308.2847, 456.7273, 39.74289, 920.0543, 20.94883, 627.9727, 490.4657, 273.0191, 469.5275, 2.124948, 360.9548, 5.330667, 1425.355
111.7, 185.812, 95.44368, 288.038, 181.0142, 192.8812, 93.11447, 21.47039, 387.3748, 193.9433, 0.3208278, 287.2604, 421.2056, 38.02817, 1033.974, 20.0661, 598.9352, 467.3843, 255.4128, 447.5535, 2.029446, 344.289, 5.034914, 1364.508
111.8, 176.4893, 91.12749, 274.5715, 172.3179, 259.4291, 96.34592, 20.45783, 369.3453, 184.3234, 0.3043324, 267.6699, 388.4467, 36.38743, 964.4557, 19.22056, 571.2405, 445.3891, 238.9419, 431.3438, 1.938236, 353.3051, 4.75557, 1306.259
111.9, 167.6345, 87.00648, 261.7345, 164.0394, 246.7996, 89.61597, 19.49303, 352.155, 175.1806, 0.2886851, 249.4154, 433.0383, 34.81748, 998.4183, 18.41066, 544.8264, 424.429, 274.4348, 411.1567, 1.851125, 336.9925, 4.491724, 1250.496
112, 159.2238, 83.07185, 249.4977, 156.1586, 234.7848, 83.35612, 18.57372, 335.7648, 166.4913, 0.2738423, 232.4058, 399.3591, 33.31527, 931.2906, 17.63488, 519.6337, 404.4554, 256.7372, 391.9145, 1.76793, 395.6576, 4.242517, 1311.67
112.1, 151.2352, 160.9247, 237.833, 151.4874, 223.355, 92.95314, 17.69778, 320.1374, 158.2331, 0.2597627, 216.5562, 368.2992, 31.87787, 868.6761, 16.89179, 545.5324, 385.4216, 269.6853, 373.5728, 1.688473, 377.3895, 4.007137, 1255.676
112.2, 200.2226, 153.6472, 226.7137, 144.2096, 212.4816, 86.46018, 16.86314, 305.2373, 150.3844, 0.2464069, 201.7876, 374.9608, 30.50249, 887.9061, 16.18001, 520.3071, 367.2836, 252.294, 574.3757, 1.612588, 359.9649, 3.784815, 1202.073
112.3, 190.1769, 146.6989, 216.1142, 137.2815, 202.1375, 80.42077, 29.30371, 291.0308, 142.9251, 0.2337379, 188.0261, 345.7985, 29.18645, 899.6225, 15.49822, 496.2481, 349.9992, 311.5604, 547.4947, 1.540113, 343.3448, 3.574829, 1206.368
112.4, 203.3118, 140.0649, 206.0103, 215.2278, 192.297, 74.80322, 117.7336, 277.4854, 135.8358, 0.2217202, 175.2031, 318.9043, 27.92719, 839.1372, 14.84517, 473.3016, 336.7754, 291.4686, 521.8718, 1.470895, 327.492, 3.376492, 1282.532
112.5, 193.1111, 133.7308, 196.3788, 204.8878, 182.9355, 69.57807, 188.702, 264.5705, 129.0981, 0.2103205, 163.2547, 333.1348, 26.72226, 782.7186, 14.21963, 509.5325, 371.2268, 272.6725, 497.448, 1.404788, 312.3712, 3.18916, 1227.782
112.6, 243.1946, 127.6832, 187.1975, 211.8902, 174.0298, 64.71791, 246.4747, 252.2567, 122.6946, 0.1995068, 152.1211, 307.2254, 25.56932, 799.8666, 13.62045, 485.9717, 446.7697, 255.0886, 474.1673, 1.341653, 297.9486, 3.012221, 1303.426
112.7, 230.993, 121.909, 178.4456, 201.7106, 165.5577, 60.19724, 234.8508, 240.516, 116.6087, 0.1892491, 149.9005, 283.3312, 24.46612, 746.0883, 13.04652, 463.5005, 425.7447, 238.6386, 451.9761, 1.281354, 425.6798, 2.845099, 1247.784
112.8, 219.4035, 116.396, 175.1386, 226.7976, 157.498, 55.99234, 242.1145, 229.3218, 110.8247, 0.1795189, 139.6777, 271.9293, 23.41052, 753.9788, 12.49677, 442.0682, 405.709, 223.2494, 444.8851, 1.223766, 406.0256, 2.687249, 1321.338
112.9, 278.9743, 243.497, 261.8975, 259.3736, 149.8306, 227.6736, 230.6962, 218.6485, 105.3276, 0.1702889, 148.8517, 250.7802, 22.40047, 842.2974, 11.97019, 421.627, 477.9446, 208.8526, 424.0643, 1.168766, 387.2788, 2.538157, 1264.932
113, 264.9775, 249.2863, 324.8571, 305.7761, 162.0356, 211.7702, 219.8165, 208.472, 100.1032, 0.1615334, 138.7003, 360.4171, 94.01783, 785.6663, 11.4658, 402.131, 712.6126, 297.7668, 404.218, 11.6137, 369.3976, 2.397336, 1395.915
113.1, 251.683, 238.0129, 317.7676, 416.646, 258.6409, 196.9776, 209.4498, 198.7692, 95.13786, 0.1532282, 129.2412, 349.7795, 89.9614, 732.8428, 251.8105, 383.5365, 679.077, 420.8336, 385.3004, 39.87934, 352.3419, 2.264328, 1336.325
113.2, 239.0554, 227.2494, 334.1833, 457.3248, 246.0497, 183.2184, 203.0231, 189.518, 90.41885, 0.1453499, 287.8091, 322.5757, 132.6881, 866.7802, 241.1998, 365.8018, 647.1195, 409.8802, 367.2682, 38.08704, 336.0738, 100.4024, 1279.279
113.3, 303.9576, 216.9727, 354.8045, 435.354, 234.0714, 568.6056, 193.4484, 180.6973, 85.93391, 45.75658, 311.764, 910.8154, 126.9632, 973.1725, 231.0362, 348.8872, 616.666, 430.2112, 350.08, 36.37528, 320.5567, 94.83191, 1349.291
113.4, 487.2132, 249.8479, 338.2164, 436.4825, 222.6763, 528.8874, 231.1042, 172.2872, 250.6655, 43.404, 679.1554, 1132.404, 256.8876, 1519.865, 306.5432, 332.7547, 587.6456, 418.0502, 333.6961, 34.74046, 305.7562, 456.8443, 1613.341
113.5, 462.7686, 238.5492, 322.4039, 415.513, 211.8359, 590.7678, 220.2052, 164.2685, 238.232, 41.17238, 632.8385, 1581.886, 245.8041, 1417.678, 293.6263, 317.3681, 559.9909, 474.0382, 318.079, 33.17911, 406.5112, 754.9645, 1544.469
113.6, 439.5504, 227.7614, 307.3306, 395.551, 201.5233, 549.5015, 209.8202, 156.623, 226.4153, 39.0555, 589.6803, 2270.715, 235.1988, 1537.414, 281.2536, 302.6931, 533.6376, 443.4687, 303.1928, 31.68793, 387.742, 991.2549, 1478.538
113.7, 417.4971, 217.4615, 292.9621, 376.5479, 191.7127, 535.3771, 199.925, 149.3333, 215.1847, 37.04745, 616.9303, 2094.112, 225.051, 1535.396, 269.4023, 349.1017, 508.5246, 414.8705, 289.0033, 30.26377, 369.8394, 936.2587, 1415.42
113.8, 396.5502, 207.6274, 279.2653, 358.4579, 182.3797, 497.98, 190.4964, 142.383, 204.5111, 35.14265, 574.857, 2245.897, 215.3411, 1432.165, 258.0504, 390.3114, 484.5933, 388.1165, 275.4778, 28.90362, 352.7633, 884.3138, 1354.997
113.9, 376.6544, 198.238, 266.2089, 341.2368, 217.1344, 463.1951, 181.5125, 135.7561, 194.367, 33.33578, 535.653, 2082.462, 206.0502, 1335.874, 247.1768, 416.1411, 461.7883, 363.0879, 262.5854, 27.60459, 336.4757, 835.2509, 1297.154
114, 357.7567, 189.2732, 253.7629, 324.8432, 243.475, 430.8401, 172.9522, 129.4376, 184.7261, 31.62182, 499.1227, 1925.838, 197.16, 1246.058, 236.7614, 424.589, 440.0565, 339.6733, 250.2963, 26.36395, 399.5638, 788.91, 1399.001
114.1, 339.8072, 180.7138, 241.8988, 309.2371, 231.6221, 400.7451, 164.7957, 123.4133, 175.5633, 29.99598, 465.0836, 1776.057, 188.6535, 1162.281, 226.7848, 470.6727, 419.3474, 317.7686, 238.5824, 25.17907, 497.2301, 745.1401, 1339.279
114.2, 322.7582, 172.5415, 230.5894, 294.3807, 220.3462, 372.7522, 157.0238, 199.8625, 166.8551, 28.45373, 433.3659, 1637.926, 180.514, 1084.136, 217.2287, 448.9088, 399.6128, 297.2765, 227.4166, 24.04744, 474.2722, 703.7988, 1282.106
114.3, 306.5647, 164.7387, 219.8087, 280.2381, 209.6192, 346.7148, 149.6185, 201.6965, 158.5788, 26.99078, 403.8113, 1564.851, 172.7256, 1011.245, 370.7676, 437.6119, 380.807, 278.1059, 302.8226, 22.96667, 452.3744, 664.751, 1227.374
114.4, 291.1836, 157.2888, 209.5321, 266.7749, 199.4145, 322.4961, 157.3522, 192.309, 150.713, 25.60304, 376.2723, 1443.146, 165.2733, 1059.198, 355.1443, 446.6917, 362.8861, 260.1716, 288.6504, 21.93447, 431.4875, 627.8698, 1174.979
114.5, 276.5742, 150.1759, 199.7359, 253.9585, 189.7066, 356.6823, 149.9314, 183.3584, 143.2373, 24.28666, 350.6113, 1400.427, 158.1425, 987.9835, 340.1794, 426.0367, 345.8087, 243.3938, 361.9503, 20.94866, 411.5651, 593.0347, 1124.82
114.6, 262.6978, 143.3846, 190.3977, 241.7579, 180.4712, 331.7674, 142.8605, 287.1116, 136.1325, 23.03796, 326.7004, 1291.509, 151.3194, 942.8645, 325.8451, 406.3368, 426.6397, 227.6979, 345.0109, 20.00716, 392.5626, 560.1323, 1076.803
114.7, 249.5177, 136.9004, 181.4961, 230.1433, 171.6855, 332.0117, 173.6738, 285.5188, 129.3801, 21.85346, 304.4202, 1254.905, 144.7907, 879.4719, 312.1148, 387.5478, 406.562, 213.0143, 328.8643, 19.10798, 374.4374, 529.0554, 1175.013
114.8, 236.9988, 130.7094, 173.0107, 219.0868, 163.3275, 308.8201, 206.6281, 272.23, 122.9626, 20.72986, 283.6594, 1221.273, 138.5436, 865.6585, 298.9631, 410.4818, 515.7678, 199.2775, 313.4734, 18.2492, 357.149, 499.7026, 1198.623
114.9, 225.108, 124.7984, 164.922, 208.5614, 155.3763, 287.2484, 202.5015, 285.7153, 116.8634, 19.66403, 264.3145, 1126.289, 132.5661, 828.8645, 286.3655, 391.5012, 538.3473, 186.4266, 315.8509, 17.42902, 340.6589, 471.9785, 1147.455
115, 213.8138, 119.1547, 157.2114, 198.5417, 147.8123, 267.1835, 192.9514, 272.4173, 111.0668, 18.653, 246.2888, 1174.009, 126.8465, 931.9002, 274.2988, 373.3982, 608.2241, 246.8459, 301.069, 16.6457, 324.9302, 445.7924, 1098.471
115.1, 203.0862, 113.7663, 149.8614, 189.0034, 140.6164, 248.5202, 183.8517, 259.7383, 105.5577, 17.69395, 229.4924, 1082.701, 121.3737, 869.2448, 262.7405, 402.9651, 579.601, 260.1385, 286.9789, 15.89759, 309.9277, 421.0593, 1222.648
115.2, 192.8969, 108.6215, 142.8549, 179.9233, 133.7709, 231.1606, 175.1812, 247.6494, 100.3218, 16.78422, 213.8416, 998.4949, 116.137, 810.8019, 251.6693, 384.3321, 552.3249, 265.8015, 297.1531, 15.1831, 295.6179, 397.6983, 1241.257
115.3, 183.2188, 103.7093, 136.1761, 171.2795, 127.2586, 215.0136, 166.9195, 236.1231, 95.3457, 15.92126, 226.3122, 920.8376, 111.1262, 756.2883, 241.0646, 366.5606, 526.3324, 248.6606, 283.2462, 14.50072, 376.7053, 375.6335, 1242.153
115.4, 174.0263, 99.01936, 129.8095, 163.0509, 141.4264, 199.9945, 159.0475, 225.1333, 90.61639, 15.10266, 236.1069, 849.2202, 106.3316, 705.4399, 230.9067, 349.6108, 501.5631, 232.6251, 269.9902, 13.84901, 359.3122, 354.7928, 1284.722
115.5, 165.295, 168.9897, 123.7405, 203.4015, 134.5415, 186.0245, 151.5467, 214.655, 86.12165, 14.32616, 224.931, 783.1727, 101.7439, 658.0103, 221.1769, 333.4449, 477.9595, 346.7009, 257.3546, 13.22659, 342.7223, 335.1084, 1229.878
115.6, 157.0017, 161.3475, 117.9553, 241.9212, 127.9917, 173.0303, 144.3997, 204.6644, 81.84986, 13.58957, 209.5912, 722.262, 97.35413, 613.7696, 211.8571, 318.0264, 455.4666, 324.343, 245.3103, 12.63215, 451.7583, 316.5161, 1177.376
115.7, 149.1246, 154.051, 112.4406, 230.2989, 195.626, 160.9438, 137.5897, 195.1388, 77.78996, 12.89086, 250.0886, 666.0886, 93.15375, 572.5034, 202.9299, 303.3209, 434.0323, 363.1496, 233.8297, 12.06442, 430.9, 298.9554, 1127.115
115.8, 141.6427, 147.0845, 107.1837, 219.2349, 186.1025, 149.7016, 131.1009, 186.0565, 73.93144, 12.22808, 233.0331, 614.284, 89.1346, 534.0116, 194.379, 289.2953, 413.6067, 339.731, 222.8864, 11.5222, 411.0047, 282.3689, 1269.829
115.9, 134.5361, 267.1832, 102.1726, 208.7024, 177.0426, 139.2446, 124.9181, 177.397, 70.26431, 11.59937, 217.1408, 566.5085, 85.28886, 605.0836, 186.1883, 275.9184, 486.0871, 317.8226, 212.4552, 11.00436, 392.028, 266.7027, 1215.621
116, 127.7861, 255.1006, 97.39574, 198.6759, 168.4238, 129.5181, 119.0268, 169.1404, 66.77908, 11.00299, 202.3323, 609.1679, 81.60904, 564.4013, 178.3428, 263.1599, 463.2117, 456.5161, 228.9849, 10.50979, 373.9275, 251.9056, 1163.728
