 , C000, C002, C003, C004, C005, C006, C007, C008, C009, C010, C012, C013, C016, C017, C018, C019, C020, C024, C037, C040, C041, C051, C052, C062, C074, C084, C088, C109, C111, C124
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 3.393005, 0, 0, 0, 0, 22.36029, 3.920074, 0, 66.46887, 0, 0, 3.370148, 73.59045, 0, 60.11841, 39.36566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74.89746, 0, 83.49744
0.2, 3.166687, 68.31934, -7.629395e-06, 0, 106.4725, 21.22388, 76.88982, 4.944328, 168.7543, 3.051758e-05, 0, 57.71106, 70.21375, 0, 93.12744, 37.04111, 1.525879e-05, 75.6129, 41.28601, 27.02673, 123.7653, 6.103516e-05, 0.0001220703, -3.051758e-05, 3.051758e-05, -6.103516e-05, 95.83765, 106.0326, 0, 185.7084
0.3, 2.955444, 64.89105, -3.814697e-06, 1.525879e-05, 99.05328, 20.14517, 105.8583, 85.95934, 173.8765, 3.051758e-05, 92.96362, 54.90195, 183.8205, -3.051758e-05, 112.7872, 34.85379, 0, 71.16994, 39.21021, 116.5444, 118.0006, 341.5057, 32.96155, -3.051758e-05, 47.36102, -6.103516e-05, 90.48181, 212.1473, 0, 243.7144
0.4, 108.8364, 93.21991, 0, 0, 92.15094, 19.12134, 100.3718, 155.9182, 200.6762, 0, 88.06143, 52.22961, 175.3859, -3.051758e-05, 126.9361, 32.79565, 0, 66.98805, 81.12939, 125.6471, 112.5045, 324.2101, 31.47021, 32.99805, 45.09579, -0.0001220703, 85.42535, 203.0853, 0, 251.2142
0.5, 176.0549, 88.54211, 0, 1.525879e-05, 85.72961, 18.14951, 122.4828, 190.9695, 262.2978, 3.051758e-05, 83.41774, 49.68735, 167.3383, -3.051758e-05, 120.1315, 91.64978, 0, 63.0519, 77.05017, 118.6671, 107.2644, 416.4513, 88.97229, 31.46661, 79.74002, -0.0001220703, 80.65149, 309.9355, -0.0001220703, 320.3937
0.6, 164.312, 143.4588, -3.814697e-06, 0, 79.75568, 17.22708, 116.1347, 181.3002, 249.3173, 3.051758e-05, 79.01894, 47.26883, 159.66, -3.051758e-05, 113.6915, 86.23782, 1.525879e-05, 159.8713, 102.1147, 134.5812, 102.2683, 395.3601, 128.587, 164.843, 92.96054, -6.103516e-05, 311.5607, 367.7361, -0.0001220703, 361.4829
0.7, 153.3523, 136.2601, 0, 0, 74.198, 16.35153, 156.6911, 172.1205, 236.9791, 3.051758e-05, 74.85207, 44.96802, 152.334, -3.051758e-05, 229.7393, 138.8732, 260.8942, 150.4774, 135.8691, 205.1852, 97.50497, 375.337, 122.7694, 157.1926, 88.51434, -0.0001220703, 294.1493, 352.0282, -0.0001220703, 455.1112
0.8, 143.1237, 211.374, 3.814697e-06, 0, 73.3623, 133.9724, 167.0003, 220.5523, 225.2515, 3.051758e-05, 70.90494, 42.77924, 283.4734, 72.98959, 223.871, 130.6727, 307.7795, 280.6765, 232.2133, 193.7867, 92.96347, 373.1109, 177.7939, 149.8973, 84.28082, -9.155273e-05, 277.711, 336.9911, -0.0001220703, 436.2015
0.9, 271.2098, 253.7682, 3.814697e-06, 1.525879e-05, 84.54358, 127.1634, 158.3449, 238.7763, 214.1043, 3.051758e-05, 181.6278, 40.69696, 270.4661, 69.03671, 324.8718, 122.9564, 481.0422, 264.1841, 374.8409, 388.4607, 88.63348, 354.2147, 263.1057, 207.8712, 227.5358, -0.0001220703, 444.9765, 322.5966, -0.0001831055, 480.5956
1, 253.1201, 371.2687, 3.814697e-06, 0, 239.8131, 125.5297, 178.4169, 226.6864, 203.5088, 3.051758e-05, 172.0501, 38.71606, 258.0558, 197.7315, 403.2954, 199.9595, 452.6442, 248.6609, 392.2648, 443.952, 84.50519, 361.4996, 498.3845, 198.224, 216.6531, -0.0001220703, 562.2746, 357.5044, -0.0001220703, 555.1783
1.1, 236.2369, 352.6386, 7.629395e-06, 0, 223.1022, 143.7903, 169.1698, 309.806, 193.4377, 3.051758e-05, 388.8633, 36.83154, 319.2015, 187.0229, 381.6761, 188.1518, 425.9227, 339.9383, 397.3065, 419.2894, 80.56915, 343.1913, 704.2225, 189.0244, 206.2908, -0.0001220703, 530.8522, 388.4996, -0.0001220703, 653.5709
1.2, 220.4799, 383.8256, 7.629395e-06, 0, 352.7687, 136.4823, 160.402, 389.4763, 263.9254, 3.051758e-05, 368.3577, 35.03876, 381.8292, 176.8944, 361.2157, 231.2486, 501.1814, 319.9638, 377.3299, 395.9969, 76.81647, 325.8104, 785.4087, 236.4199, 196.4242, -0.0001220703, 501.1859, 496.7773, -0.0001220703, 724.0455
1.3, 205.7738, 364.5654, 7.629395e-06, 0, 328.1867, 129.5457, 152.0886, 369.756, 264.6479, 1.525879e-05, 348.9333, 33.33325, 435.9928, 167.3143, 341.8522, 217.5933, 471.5946, 301.163, 499.3657, 373.9983, 73.23856, 325.0952, 749.8746, 279.2245, 187.0295, -9.155273e-05, 473.1775, 481.1104, -6.103516e-05, 693.9615
1.4, 215.461, 420.9937, 3.814697e-06, -7.629395e-06, 369.4685, 122.9617, 144.2061, 351.0343, 359.487, 1.525879e-05, 330.5333, 31.71075, 415.9872, 158.2531, 323.5266, 204.7443, 443.7544, 283.4669, 474.2574, 594.6776, 69.82733, 425.2599, 715.9481, 389.0405, 179.861, -9.155273e-05, 446.7343, 501.9592, -0.0001220703, 776.6022
1.5, 201.0897, 399.8684, 3.814697e-06, -7.629395e-06, 414.0265, 116.7122, 136.7321, 518.8433, 341.6968, 1.525879e-05, 527.5944, 90.02866, 439.682, 149.6826, 306.1835, 192.6541, 417.5577, 266.8106, 450.4117, 561.6418, 66.57498, 403.7225, 683.5566, 515.8531, 171.2584, -9.155273e-05, 421.7688, 598.6385, -6.103516e-05, 857.4625
1.6, 187.6769, 379.8032, 3.814697e-06, -7.629395e-06, 454.5928, 110.7804, 129.6455, 492.5729, 368.7933, 1.525879e-05, 499.7732, 103.4061, 419.5072, 141.5763, 289.77, 181.2778, 392.9076, 251.133, 427.765, 566.8414, 163.3383, 383.2759, 817.9705, 601.9932, 163.0674, -9.155273e-05, 398.1986, 573.0675, -6.103516e-05, 821.8352
1.7, 175.1588, 360.7448, 3.814697e-06, -7.629395e-06, 529.0913, 105.1501, 150.7666, 467.6326, 350.5425, 3.051758e-05, 473.419, 202.4422, 400.2581, 133.909, 274.2364, 192.1355, 369.7126, 302.2823, 406.2568, 663.3885, 155.7305, 363.8648, 904.4907, 574.0549, 155.2681, -9.155273e-05, 375.9455, 563.5146, -6.103516e-05, 931.4988
1.8, 240.13, 402.1028, 3.814697e-06, -7.629395e-06, 492.2227, 99.80597, 142.9526, 571.5359, 333.1951, 3.051758e-05, 599.7573, 192.5884, 381.8923, 126.6569, 313.2973, 216.0578, 347.8869, 284.5205, 385.8302, 643.8326, 274.2179, 420.8661, 863.569, 547.4131, 147.8418, -9.155273e-05, 354.9361, 539.444, 409.1039, 973.9262
1.9, 224.1133, 631.0319, 15.3865, 0, 457.9231, 94.73341, 135.5436, 542.5975, 316.706, 3.051758e-05, 614.9853, 183.2142, 467.5434, 119.7975, 296.5025, 203.2994, 327.3497, 419.0052, 455.4901, 608.0662, 261.4456, 399.5512, 954.1859, 590.8274, 140.7707, -9.155273e-05, 335.1007, 694.3181, 390.2366, 1039.9
2, 209.1648, 764.464, 14.67131, -7.629395e-06, 426.0136, 89.91869, 128.5186, 515.1243, 394.2728, 3.051758e-05, 582.5557, 174.2962, 726.8796, 113.3097, 367.2715, 191.2945, 308.0249, 479.4827, 432.588, 659.7374, 381.5875, 394.2718, 1022.471, 563.4073, 134.0378, -7.629395e-05, 316.3739, 664.6601, 372.2394, 1261.52
2.1, 251.1367, 726.1035, 13.98937, -7.629395e-06, 396.3276, 85.34866, 167.5721, 549.2432, 533.671, 4.577637e-05, 551.8362, 165.8124, 693.5267, 107.1732, 416.4641, 241.6094, 289.8409, 519.7191, 410.8374, 623.0874, 765.6207, 374.3038, 1088.493, 657.6936, 260.9726, -7.629395e-05, 298.6935, 702.4577, 355.0721, 1286.633
2.2, 244.182, 793.0418, 13.33912, 0, 368.7103, 81.01088, 158.887, 521.4335, 637.4323, 3.051758e-05, 597.6976, 157.7415, 854.5536, 101.369, 452.6075, 303.1089, 272.7304, 505.2253, 679.6633, 588.4734, 1001.131, 377.0421, 1170.958, 627.1703, 367.1609, 275.1148, 600.9147, 708.0264, 338.6967, 1375.638
2.3, 227.895, 753.2473, 25.55863, 42.25665, 343.0174, 76.89358, 150.6522, 495.0319, 605.8873, 3.051758e-05, 566.1796, 150.0634, 890.2874, 237.4321, 561.3997, 285.2101, 256.63, 508.7055, 877.1181, 555.7823, 1094.78, 448.2422, 1151.369, 621.9925, 379.9226, 259.3535, 608.4216, 800.4874, 323.0764, 1383.536
2.4, 212.6943, 853.6797, 46.06622, 40.26179, 319.1149, 72.98554, 209.1655, 559.3776, 634.788, 3.051758e-05, 708.3369, 142.7591, 866.7144, 426.3951, 531.3049, 268.3684, 309.8477, 478.8144, 875.8549, 554.5405, 1061.822, 425.541, 1217.484, 664.3972, 471.8116, 244.4952, 643.4426, 776.005, 308.1765, 1491.168
2.5, 198.5075, 890.1379, 43.925, 38.36109, 296.878, 69.27611, 198.3248, 576.4758, 656.9289, 3.051758e-05, 670.9847, 304.4745, 967.8882, 409.7225, 502.8235, 252.5211, 476.6537, 644.9737, 900.9336, 603.8766, 1044.237, 597.8736, 1162.401, 633.5627, 513.5356, 230.4881, 607.4842, 917.3402, 293.9637, 1444.743
2.6, 185.267, 932.2844, 41.88329, 36.55013, 361.0187, 79.39797, 188.0459, 547.2874, 635.5542, 3.051758e-05, 635.6021, 289.6542, 1090.602, 590.6382, 475.8688, 237.6096, 448.5148, 638.4053, 855.6345, 570.3298, 995.5992, 650.619, 1303.141, 765.215, 488.9738, 335.7976, 573.5354, 878.1559, 280.4065, 1638.047
2.7, 172.9096, 1072.842, 39.9365, 88.16766, 436.3474, 75.36265, 192.2308, 519.5767, 710.1283, 1.525879e-05, 693.9536, 275.5553, 1040.559, 774.2946, 640.859, 223.5787, 422.0371, 600.8931, 838.0527, 538.6466, 949.2271, 617.6683, 1244.183, 817.8296, 465.5869, 316.5598, 800.5003, 840.6453, 267.4745, 1569.987
2.8, 161.3765, 1019.007, 38.08019, 84.00541, 435.4672, 71.53241, 182.2678, 493.2692, 772.7217, 1.525879e-05, 657.3599, 262.1427, 992.8134, 930.8675, 707.1744, 292.4188, 397.1225, 693.2788, 795.9153, 508.7235, 905.0148, 831.3315, 1238.983, 892.0196, 443.3185, 347.324, 787.4504, 852.5961, 255.1389, 1504.754
2.9, 150.6126, 1026.319, 36.31017, 193.8535, 427.6616, 67.89684, 292.636, 524.6735, 734.4815, 117.6857, 644.4557, 249.3829, 947.2582, 909.7717, 704.9124, 275.1513, 373.6787, 652.5423, 922.8699, 480.4627, 915.2791, 1262.178, 1182.928, 923.6501, 422.1151, 383.8302, 1070.117, 816.1772, 243.3722, 1517.708
3, 269.3977, 974.8185, 34.62242, 201.6372, 397.8608, 120.4237, 277.4691, 498.1079, 698.1337, 128.9636, 655.3363, 237.2442, 903.7932, 913.0349, 697.3039, 258.9035, 351.6189, 662.538, 876.4679, 453.7719, 872.648, 1563.229, 1384.85, 880.7838, 401.926, 426.6519, 1010.315, 896.9604, 232.1481, 1454.648
3.1, 305.4883, 939.1705, 33.01312, 192.1182, 370.1366, 114.3033, 263.0883, 472.8874, 731.476, 141.3951, 725.6655, 225.6964, 964.2273, 863.5878, 659.9238, 427.0846, 330.8614, 712.4661, 832.3989, 428.5638, 868.4382, 1484.058, 1322.196, 947.1279, 382.7024, 402.209, 1205.419, 947.1254, 221.4417, 1513.911
3.2, 303.9146, 916.8862, 31.47863, 183.0486, 344.3444, 108.4939, 249.4528, 479.1518, 695.2769, 134.6113, 687.3995, 214.7106, 938.252, 1064.408, 648.2916, 401.8651, 311.3293, 670.6021, 790.5459, 404.756, 899.5283, 1508.926, 1288.092, 903.1719, 364.3983, 379.1664, 1138.055, 906.6688, 211.2291, 1451.008
3.3, 283.6433, 870.8773, 30.01545, 174.4072, 390.4383, 102.9798, 236.524, 526.5478, 660.8693, 128.153, 903.693, 204.2596, 963.7413, 1044.316, 649.7077, 403.3087, 292.9502, 631.1981, 750.7971, 382.2709, 1025.877, 1493.92, 1407.718, 861.2559, 346.9696, 357.444, 1074.455, 965.7981, 201.4875, 1475.981
3.4, 264.7242, 897.4221, 28.62029, 183.8896, 380.8129, 97.746, 224.2654, 613.3403, 628.1644, 255.5642, 1222.73, 194.3173, 975.7498, 1025.349, 614.8791, 379.4931, 275.6561, 794.6453, 713.047, 361.0349, 1186.608, 1418.26, 1395.041, 821.2853, 330.3745, 336.966, 1014.41, 996.178, 192.1951, 1483.234
3.5, 267.1943, 888.9951, 27.28998, 175.2085, 354.2767, 140.3537, 212.642, 673.0219, 597.078, 243.3029, 1158.253, 184.8589, 1101.44, 969.8191, 696.2168, 357.0839, 259.383, 747.9525, 677.1949, 340.9785, 1131.339, 1346.432, 1331.925, 895.6996, 314.5731, 317.6613, 1064.465, 953.6261, 183.3313, 1516.751
3.6, 249.3724, 888.6759, 26.0215, 166.9372, 329.5896, 133.2204, 201.6211, 682.6022, 567.53, 231.6299, 1097.176, 175.8609, 1094.412, 917.2968, 676.6661, 374.8918, 244.0705, 704.0034, 643.1455, 432.2827, 1204.569, 1278.242, 1366.628, 854.1304, 299.5275, 511.3128, 1004.978, 936.4451, 174.8763, 1512.528
3.7, 232.7391, 868.2703, 24.81198, 159.0563, 306.6228, 189.0633, 191.1714, 648.0403, 539.4443, 220.517, 1039.319, 167.3009, 1044.195, 867.619, 640.3923, 352.7543, 229.662, 662.6368, 610.8081, 557.2347, 1168.368, 1323.076, 1341.918, 814.4905, 295.4687, 482.0197, 948.8159, 956.874, 166.8112, 1449.683
3.8, 318.3121, 848.4872, 23.65869, 151.5475, 285.2564, 179.4544, 181.2633, 741.1259, 512.7485, 209.9372, 984.5133, 159.1575, 1010.451, 820.6315, 630.579, 331.924, 216.1041, 623.7007, 685.9863, 602.0617, 1138.714, 1285.336, 1281.206, 896.7819, 298.208, 454.4048, 895.7921, 967.0026, 159.1181, 1433.94
3.9, 297.0806, 909.455, 22.55899, 144.3932, 265.3788, 170.3338, 171.8687, 778.7469, 487.3738, 199.8649, 932.5977, 151.4106, 964.0864, 778.5339, 596.7758, 312.3237, 203.3466, 587.0526, 651.4949, 733.494, 1340.582, 1318.527, 1223.241, 855.1625, 283.9451, 428.372, 845.7313, 1040.712, 151.7797, 1455.902
4, 327.0851, 937.0453, 21.51042, 174.0882, 246.8864, 161.6767, 162.961, 739.3169, 463.2548, 190.276, 883.4197, 144.0406, 919.8493, 736.371, 564.7846, 327.8792, 191.3422, 552.5579, 756.7659, 692.7467, 1824.854, 1272.805, 1167.898, 815.4747, 270.3644, 403.8306, 942.2148, 1015.888, 144.7799, 1488.618
4.1, 305.2684, 1064.769, 20.51059, 165.8698, 229.6826, 153.4596, 154.5149, 803.8684, 556.4323, 181.147, 914.7375, 137.0295, 877.642, 696.4915, 614.7565, 308.5178, 180.0465, 520.09, 799.0397, 654.263, 2056.578, 1208.344, 1115.059, 868.5359, 394.8241, 380.6951, 889.5598, 981.0139, 138.1028, 1612.426
4.2, 297.6447, 1011.339, 19.55722, 158.0394, 213.6776, 145.6602, 146.5067, 763.1664, 528.8958, 172.4561, 866.5012, 130.3596, 966.0898, 823.7793, 612.1867, 375.7429, 169.4176, 489.5299, 758.8639, 617.9171, 1960.788, 1616.898, 1250.052, 828.2274, 375.9402, 358.8851, 911.4136, 1019.979, 131.7337, 1560.866
4.3, 342.443, 960.5905, 61.29014, 209.1364, 198.7879, 138.2572, 138.9134, 724.5253, 543.1822, 164.1821, 820.8087, 124.0143, 988.4362, 779.1661, 614.9789, 396.9164, 159.4162, 460.7655, 720.7081, 583.5904, 2183.254, 1556.778, 1215.602, 789.7896, 357.9594, 338.3246, 1015.857, 976.4108, 125.6583, 1522.671
4.4, 353.6323, 912.3884, 58.44128, 199.2634, 184.9358, 154.851, 131.7138, 687.8406, 581.1032, 156.3051, 914.8194, 117.978, 949.2881, 753.9071, 582.012, 373.4783, 150.0052, 433.6913, 684.4708, 551.1705, 2081.565, 1633.688, 1384.936, 753.1357, 340.8387, 318.942, 959.0862, 977.3015, 119.8631, 1467.471
4.5, 331.0449, 866.6051, 55.72485, 189.8565, 172.0489, 146.9808, 124.8872, 653.0134, 552.3458, 148.806, 991.6611, 112.2354, 938.3275, 713.0779, 648.3621, 487.9946, 141.1497, 408.2079, 832.6008, 603.2172, 1984.611, 1550.95, 1443.344, 741.4797, 373.3209, 300.6698, 1037.111, 1221.518, 114.3351, 1585.128
4.6, 347.608, 823.1193, 53.13469, 180.8937, 222.1909, 139.5107, 118.4145, 619.9496, 635.3347, 141.6667, 972.798, 188.6742, 1050.446, 683.8341, 713.9402, 532.1426, 132.8171, 384.222, 812.6488, 569.707, 1924.608, 1552.438, 1410.435, 834.3931, 463.6941, 283.4445, 1214.677, 1214.307, 109.0621, 1519.267
4.7, 324.4225, 781.8154, 50.66491, 201.4345, 206.708, 132.4202, 112.2773, 588.5599, 628.6272, 134.8699, 921.5001, 209.1171, 1002.247, 760.7632, 745.0063, 500.7194, 124.9763, 361.6454, 788.0884, 668.2865, 1834.965, 1533.585, 1458.13, 893.905, 451.0903, 267.2059, 1146.795, 1249.881, 104.0323, 1568.733
4.8, 302.7834, 742.5842, 48.30993, 191.9251, 192.304, 187.6795, 106.4581, 558.7596, 660.5302, 128.3992, 872.9073, 213.4137, 964.4039, 762.0398, 705.0691, 471.1517, 117.5985, 340.3954, 837.9738, 631.1616, 1939.143, 1547.064, 1392.16, 948.9138, 500.824, 251.8977, 1082.707, 1337.776, 99.23445, 1773.897
4.9, 282.5876, 705.3217, 46.06441, 200.9041, 178.9036, 228.7333, 100.9405, 530.4681, 833.5197, 122.239, 826.877, 203.0258, 1103.724, 720.7702, 667.2727, 443.33, 110.6561, 320.394, 795.8405, 596.0991, 1848.824, 1576.221, 1501.009, 959.2389, 584.3911, 237.4665, 1116.863, 1280.632, 94.6579, 1700.192
5, 263.7389, 669.9289, 43.92327, 579.9483, 166.4371, 222.2722, 95.70895, 503.609, 792.2708, 356.8985, 955.099, 193.1436, 1053.079, 681.7357, 631.5024, 449.5405, 104.1236, 301.5679, 755.8255, 562.9843, 1911.733, 1496.393, 1433.099, 935.0632, 556.4404, 223.8621, 1147.653, 1408.173, 90.29239, 1666.797
5.1, 365.0593, 636.3121, 41.88166, 596.4528, 154.8392, 210.9754, 90.7485, 478.11, 772.2859, 407.6584, 904.7344, 308.8902, 1004.759, 644.8151, 597.6497, 481.7557, 97.97679, 283.848, 763.8469, 531.7092, 1868.724, 1743.632, 1515.075, 1062.372, 626.4629, 500.0868, 1083.517, 1448.26, 86.1282, 1697.342
5.2, 340.7097, 604.3823, 39.93494, 568.2952, 144.0495, 200.2528, 86.04514, 511.0301, 734.0673, 388.1001, 916.843, 293.855, 1144.393, 609.894, 565.6118, 530.277, 92.19281, 267.1693, 771.9402, 623.1981, 1781.684, 1897.419, 1446.529, 1013.067, 781.6755, 471.4369, 1022.966, 1601.15, 82.15608, 1808.56
5.3, 317.9842, 574.0546, 38.07871, 541.4669, 134.0117, 190.0751, 81.58555, 643.1951, 697.7401, 369.4801, 1048.371, 304.9995, 1091.883, 576.8641, 600.5883, 498.964, 86.75029, 251.4707, 733.127, 770.489, 1819.587, 1801.324, 1467.84, 1011.946, 892.4614, 444.4283, 965.7978, 1558.234, 78.36714, 1733.415
5.4, 296.7746, 545.2487, 36.30876, 515.9052, 124.6734, 180.4148, 77.35709, 610.6284, 663.2105, 420.4523, 993.0883, 290.1536, 1041.781, 593.7983, 568.3928, 493.4312, 81.62906, 236.6944, 696.2653, 727.6865, 1872.569, 2523.878, 1401.431, 964.9821, 849.7761, 418.967, 1041.001, 1624.418, 74.75294, 1661.392
5.5, 296.9326, 517.8884, 34.62107, 491.5501, 173.8155, 171.2454, 73.34779, 579.7107, 665.7247, 497.018, 940.7205, 276.0304, 993.9792, 585.0736, 537.9232, 554.4364, 76.81015, 222.7865, 661.257, 687.2618, 1785.35, 2687.968, 1437.252, 957.1004, 809.1324, 394.9644, 1156.146, 1555.03, 71.30543, 1592.362
5.6, 277.1271, 491.901, 33.01184, 468.3448, 161.7035, 241.4451, 69.54629, 572.4599, 710.1105, 526.5389, 891.1141, 262.5946, 1043.921, 553.3879, 509.0869, 521.6967, 72.27573, 209.6957, 655.2537, 649.0828, 1722.863, 2551.835, 1422.644, 1038.599, 770.4327, 372.3369, 1091.535, 1488.607, 68.0169, 1632.248
5.7, 357.8145, 467.2176, 31.4774, 446.235, 150.4355, 251.4424, 65.94181, 543.4747, 674.9689, 501.277, 844.1236, 249.8128, 996.0206, 523.4182, 481.7965, 533.1428, 68.00899, 197.3742, 694.1764, 730.2922, 1726.565, 2422.597, 1358.28, 990.3983, 733.5839, 351.0057, 1030.536, 1618.92, 64.88004, 1564.429
5.8, 333.9482, 443.7728, 30.01429, 425.169, 139.9527, 238.663, 62.52415, 592.2405, 641.5662, 477.2271, 799.611, 237.6532, 1043.811, 495.0716, 455.969, 501.6605, 63.99414, 185.7766, 719.4393, 738.5699, 1646.146, 2317.083, 1350.844, 1156.184, 698.4976, 330.8966, 972.9448, 1568.198, 61.88785, 1510.235
5.9, 311.6737, 421.5044, 28.61918, 405.0975, 130.2003, 226.5332, 59.28362, 562.2538, 609.8167, 518.4631, 972.0731, 266.9966, 1017.406, 523.7162, 550.296, 493.7474, 60.21629, 416.4553, 736.4718, 697.5406, 1569.474, 2776.636, 1563.611, 1175.874, 665.0894, 415.0448, 918.5724, 1501.212, 59.03365, 1714.165
6, 290.885, 400.3535, 27.28892, 418.6205, 121.1276, 215.0199, 110.1252, 645.3184, 595.2725, 493.5887, 943.4396, 254.0006, 970.7228, 563.3186, 680.2426, 464.5914, 56.66148, 391.9847, 699.442, 788.6701, 1496.372, 2720.905, 1492.869, 1121.302, 797.7683, 391.2669, 867.2386, 1437.087, 56.31109, 1664.472
6.1, 313.0606, 380.2639, 26.02049, 398.8581, 112.687, 204.0917, 104.4175, 654.7692, 732.8939, 469.9076, 893.6899, 241.6371, 1013.243, 602.9561, 661.2375, 455.0242, 53.31651, 489.2785, 664.2739, 801.3232, 1482.666, 2583.104, 1654.644, 1101.389, 759.6121, 461.4484, 818.7736, 1375.702, 53.71409, 1595.313
6.2, 309.0994, 361.1824, 24.81102, 380.0287, 104.8347, 193.7189, 141.8653, 621.6166, 696.6246, 473.9298, 966.227, 229.8754, 1059.185, 643.1584, 625.7908, 501.9924, 50.16901, 460.5289, 770.5969, 824.9496, 1413.608, 2640.623, 1639.169, 1148.832, 723.2808, 435.0121, 773.017, 1316.939, 51.23687, 1593.003
6.3, 288.4824, 343.0585, 23.65777, 362.0881, 97.52945, 183.8734, 134.5126, 590.1425, 662.1503, 451.1919, 915.2756, 218.6863, 1010.584, 608.327, 641.1221, 472.3495, 47.20733, 433.4686, 731.8512, 796.644, 1526.052, 2506.888, 1565.009, 1109.655, 688.6873, 563.5694, 729.8175, 1295.833, 48.87389, 1526.814
6.4, 269.2405, 325.8439, 22.55812, 344.9946, 108.7848, 174.5282, 182.5562, 596.6794, 629.3821, 551.2308, 867.0111, 208.0417, 1080.748, 715.7829, 616.08, 444.457, 44.42048, 407.9984, 695.0536, 886.5117, 1555.127, 2439.338, 1620.399, 1145.615, 655.7482, 531.2825, 689.0322, 1368.678, 46.61988, 1463.375
6.5, 251.2821, 309.4932, 21.50959, 328.7079, 105.3636, 165.658, 207.0489, 652.4532, 648.7855, 681.226, 821.2916, 197.9153, 1031.158, 677.0184, 688.1297, 454.5784, 41.79815, 384.0247, 660.1063, 916.5184, 1500.044, 2430.503, 1547.088, 1227.937, 624.3846, 585.2026, 650.5261, 1397.8, 44.46983, 1554.948
6.6, 234.5215, 293.963, 20.5098, 313.1902, 135.5148, 157.2386, 250.0768, 619.4178, 616.6786, 1004.448, 777.983, 244.3746, 983.8431, 640.3533, 651.2414, 427.7354, 39.33064, 361.4597, 626.9161, 1051.99, 1562.333, 2427.788, 1536.624, 1170.949, 594.5212, 551.6764, 614.1719, 1338.093, 42.41894, 1490.34
6.7, 218.8788, 279.212, 19.55647, 316.6901, 148.5525, 149.2471, 237.1157, 588.0551, 631.5873, 956.2573, 736.9581, 232.4797, 1033.83, 605.6738, 616.3305, 471.6738, 37.00878, 340.2206, 631.4192, 1019.543, 1563.1, 2469.108, 1467.103, 1200.232, 566.086, 520.0709, 780.401, 1308.936, 40.46263, 1474.893
6.8, 204.2795, 265.2012, 18.64746, 360.2641, 138.2009, 141.6617, 224.8263, 578.8205, 600.3316, 967.7471, 698.0966, 221.1638, 986.3926, 572.8724, 583.2911, 443.8213, 34.824, 320.2295, 599.6714, 1040.293, 1490.295, 2363.18, 1400.727, 1178.931, 590.911, 648.3414, 842.2414, 1438.662, 38.59654, 1413.612
6.9, 190.654, 251.8935, 17.7807, 343.2566, 128.5706, 134.4619, 213.1739, 605.983, 570.6226, 921.3172, 873.3784, 210.3987, 941.132, 541.8475, 552.0228, 542.7288, 32.76819, 301.4131, 633.8436, 1002.908, 1420.881, 2243.497, 1434.225, 1124.217, 562.6486, 611.198, 904.1591, 1413.267, 36.81652, 1354.877
7, 241.0698, 239.2536, 16.95423, 366.2631, 119.6114, 127.628, 202.1254, 575.3005, 542.3838, 1178.845, 827.3231, 200.1575, 897.9481, 512.5028, 522.4307, 510.6804, 30.83375, 283.7023, 601.9738, 966.0608, 1515.08, 2543.264, 1512.094, 1359.835, 535.7378, 726.139, 948.8687, 1435.392, 35.11859, 1332.336
7.1, 224.9904, 227.248, 16.16617, 348.9724, 111.2765, 121.1414, 191.6496, 546.1715, 601.9644, 1122.287, 783.6965, 190.4149, 856.7458, 484.7473, 544.6462, 480.5245, 29.01351, 267.0322, 571.7065, 912.3939, 1490.34, 2629.103, 1507.805, 1487.797, 510.1142, 782.0417, 895.8418, 1374.079, 33.49896, 1276.978
7.2, 223.1986, 215.8448, 15.41474, 332.498, 103.5224, 114.9845, 181.7167, 518.5174, 572.1745, 1068.443, 881.132, 181.1464, 981.3088, 458.4949, 515.4496, 554.3716, 27.30072, 251.3416, 578.727, 938.0538, 1532.819, 2664.217, 1439.588, 1418.748, 545.0831, 737.2386, 845.7783, 1427.293, 31.95404, 1400.861
7.3, 259.3517, 205.0138, 14.69824, 316.8013, 96.30868, 109.1405, 172.2986, 492.2635, 543.8589, 1017.182, 902.2908, 172.3291, 936.2814, 433.6643, 606.7132, 521.6357, 25.68904, 236.5729, 549.6285, 949.5613, 1550.141, 2586.964, 1374.457, 1402.084, 519.0125, 695.0023, 798.5125, 1366.326, 30.48035, 1361.035
7.4, 242.0529, 194.7262, 14.01505, 301.8457, 89.5976, 103.5936, 163.3686, 467.3389, 516.9446, 1191.812, 854.7109, 226.8807, 958.0988, 410.1785, 574.1893, 490.8329, 24.17251, 222.6721, 577.1227, 896.8109, 1477.94, 2455.947, 1446.365, 1412.097, 494.1888, 655.1857, 753.8882, 1307.963, 29.07464, 1425.033
