 , C01, C02, C05, C13, C15, C18, C21, C22, C23, C33, C42, C45, C46, C53, C75
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 0, 0, 0, 0, 134.4716, 0, 31.48901, 0, 128.7337, 222.0836, 103.9134
0.2, 109.2064, 97.40926, 0, 130.7098, 0, 136.2434, -3.814697e-06, 142.2255, 125.9395, 0, 29.35834, -6.103516e-05, 121.9795, 249.386, 99.28229
0.3, 103.0092, 92.58719, 0, 132.1421, 0, 225.7976, 0, 133.2006, 147.089, 0, 33.64633, -6.103516e-05, 115.5797, 264.7687, 210.6445
0.4, 97.16364, 88.00382, 0, 135.0846, 0, 215.5979, -3.814697e-06, 124.7482, 174.8506, 0, 31.36963, -0.0001220703, 109.5156, 394.0712, 201.2567
0.5, 109.8816, 83.64735, 3.814697e-06, 141.4415, 0, 205.8589, -3.814697e-06, 116.8323, 320.7933, 64.24536, 29.24701, -0.0001220703, 103.7697, 377.0365, 192.2871
0.6, 103.6461, 220.1324, 20.18394, 134.4664, 0, 196.5598, -7.629395e-06, 109.4187, 300.4393, 177.9439, 27.26801, -0.0001220703, 98.32526, 444.2969, 183.7173
0.7, 172.7028, 209.2351, 19.05802, 147.2019, 0, 213.6868, -7.629395e-06, 102.4755, 281.3767, 168.0635, 26.2265, -9.155273e-05, 93.1665, 544.7817, 175.5295
0.8, 162.9023, 198.8773, 54.30967, 139.9427, 0, 317.217, -3.814697e-06, 95.9729, 349.1981, 379.8547, 71.41898, -9.155273e-05, 88.27838, 521.2323, 167.7065
0.9, 153.6579, 189.0323, 51.2801, 133.0415, 0, 302.8877, 0, 89.88293, 395.2958, 358.7632, 66.5864, -9.155273e-05, 83.64673, 498.7008, 160.2322
1, 244.3615, 179.6746, 48.41953, 274.8559, 0, 314.5076, -3.814697e-06, 166.1772, 474.7283, 519.885, 62.08081, -6.103516e-05, 79.25809, 606.956, 153.091
1.1, 230.4945, 170.7801, 45.71854, 348.3187, 11.73807, 300.3007, -7.629395e-06, 155.6323, 502.3867, 491.0183, 57.8801, -6.103516e-05, 75.0997, 580.7189, 185.6683
1.2, 217.4145, 162.326, 43.16821, 331.1414, 11.03447, 309.0062, -3.814697e-06, 145.7566, 604.3085, 500.6714, 53.96362, -6.103516e-05, 71.15948, 628.5789, 207.987
1.3, 205.0767, 154.2903, 40.76015, 314.8113, 10.37305, 295.0478, -5.722046e-06, 215.8593, 565.9656, 472.8716, 50.31216, -3.051758e-05, 67.42603, 611.5536, 198.7175
1.4, 193.4391, 146.6525, 38.48641, 299.2864, 9.751278, 281.7199, -5.722046e-06, 202.1619, 530.0557, 594.9265, 102.8083, -3.051758e-05, 63.88843, 718.2464, 189.8611
1.5, 182.4619, 139.3927, 36.33952, 284.5272, 9.166775, 381.1966, -5.722046e-06, 189.3337, 496.4242, 561.8931, 95.85175, 321.6042, 60.53644, 703.8849, 181.3995
1.6, 172.1076, 132.4923, 34.31238, 270.4958, 18.80455, 363.9772, -5.722046e-06, 177.3194, 635.9231, 530.6938, 89.36589, 1392.524, 57.36032, 673.4578, 173.315
1.7, 218.6878, 203.7367, 32.39833, 257.1564, 17.67738, 347.5356, -5.722046e-06, 255.8458, 595.5744, 501.227, 130.8085, 2330.878, 54.3508, 732.8159, 165.5907
1.8, 206.2778, 220.5093, 30.59104, 244.4748, 16.61778, 331.8368, -5.722046e-06, 239.611, 557.7858, 473.3964, 121.9573, 2549.64, 51.49924, 786.1539, 249.2641
1.9, 194.572, 258.5137, 28.88458, 232.4186, 15.62169, 387.8052, -5.722046e-06, 224.4064, 657.0607, 447.111, 113.705, 2443.286, 48.79724, 833.6313, 356.7629
2, 183.5305, 245.7165, 27.2733, 220.9569, 14.6853, 370.2873, -5.722046e-06, 308.9689, 615.3707, 422.285, 106.0111, 2416.458, 46.23701, 805.6167, 340.8628
2.1, 320.9147, 233.5527, 25.75191, 210.0605, 13.80505, 353.5607, -5.722046e-06, 431.9319, 576.326, 398.8376, 98.8378, 2295.301, 43.81114, 860.4435, 339.3452
2.2, 302.7035, 221.9911, 24.31538, 199.7014, 12.97756, 380.9731, 54.00881, 404.5235, 539.7587, 510.2068, 92.14992, 2364.668, 41.51253, 865.2189, 514.7417
2.3, 394.7184, 211.0019, 22.95899, 189.8531, 12.19967, 460.4044, 237.7742, 378.8543, 505.5115, 587.8446, 85.91455, 2213.892, 39.33453, 827.8178, 516.1267
2.4, 372.3191, 200.5566, 21.67827, 180.4906, 11.4684, 451.0658, 520.9394, 354.814, 473.4373, 555.2045, 80.1011, 2227.46, 37.2708, 904.7051, 493.1241
2.5, 351.1908, 190.6284, 20.46898, 171.5898, 10.78097, 498.1008, 714.691, 332.2991, 443.3981, 524.3766, 74.68102, 2103.291, 35.31534, 865.5972, 471.1468
2.6, 331.2616, 219.5633, 19.32716, 163.1278, 10.13475, 475.6006, 697.2097, 311.2129, 415.2649, 495.2606, 69.62769, 2073.31, 33.46246, 960.3896, 579.5972
2.7, 312.4632, 208.6942, 18.24903, 155.0832, 9.527258, 454.1168, 661.0256, 291.4647, 388.9167, 467.7612, 160.6834, 2038.633, 31.7068, 966.1086, 618.0052
2.8, 327.2126, 198.3632, 40.26567, 147.4354, 8.956182, 433.6035, 652.6823, 272.9697, 364.2403, 441.7886, 149.8107, 1892.46, 30.04326, 976.6924, 613.882
2.9, 308.6441, 188.5436, 75.30861, 140.1646, 8.419338, 414.0168, 618.809, 255.6483, 341.1296, 588.9286, 139.6737, 1756.767, 28.46701, 1040.323, 586.5227
3, 346.4374, 179.2101, 96.84364, 133.2524, 7.914673, 453.6257, 586.6938, 239.4261, 319.4852, 556.2283, 130.2226, 1684.949, 26.97345, 995.3528, 560.3828
3.1, 449.6124, 196.5493, 91.44138, 351.5056, 7.440258, 433.1346, 556.2452, 224.2332, 299.2142, 555.6196, 121.411, 1638.772, 25.55824, 1028.672, 576.5322
3.2, 424.6642, 186.8195, 86.34049, 334.1712, 6.994279, 413.5691, 527.377, 257.1363, 702.5624, 624.8116, 113.1957, 1521.269, 24.2173, 986.2671, 550.8375
3.3, 400.5655, 188.4006, 81.52415, 317.6916, 7.824113, 768.3359, 508.1016, 274.9948, 657.9855, 590.119, 105.5363, 1513.833, 22.94671, 966.579, 526.288
3.4, 377.8343, 249.8715, 76.97647, 302.0247, 27.72559, 785.783, 481.7319, 313.4828, 616.2369, 557.3525, 98.39511, 1405.289, 21.74277, 924.7964, 548.1499
3.5, 356.3931, 237.5021, 72.68248, 469.2806, 26.06368, 782.3541, 456.7308, 441.9442, 577.1372, 526.4054, 91.73717, 1441.727, 20.60201, 978.6564, 526.7889
3.6, 336.1686, 225.745, 68.62801, 461.1421, 24.50139, 747.0136, 504.9787, 413.9005, 540.5184, 612.5443, 85.52973, 1435.308, 19.52109, 936.3517, 522.2042
3.7, 317.0917, 214.5699, 143.9895, 438.401, 23.03275, 713.2696, 478.7711, 387.6362, 506.2229, 578.5327, 79.74232, 1332.394, 18.49688, 1020.448, 498.9308
3.8, 349.9584, 203.948, 135.9573, 416.7814, 21.65214, 681.0498, 466.9283, 363.0386, 474.1036, 546.4096, 74.34653, 1236.86, 17.52641, 976.3364, 513.8591
3.9, 330.0991, 193.8519, 128.3732, 552.0615, 20.35428, 727.316, 478.6817, 340.0018, 444.0222, 516.0701, 69.31585, 1223.179, 16.60686, 961.8582, 558.3644
4, 326.1098, 184.2557, 121.2121, 524.8368, 19.13422, 694.4617, 459.3839, 318.4269, 415.8494, 487.4153, 64.62556, 1197.365, 15.73556, 955.5327, 533.4794
4.1, 363.1427, 175.1344, 114.4505, 498.9546, 17.98729, 663.0915, 435.5426, 298.2209, 389.4641, 460.3514, 60.25266, 1111.512, 14.90997, 914.2276, 653.2159
4.2, 342.5352, 166.4647, 108.0661, 474.3488, 16.90911, 690.6731, 412.9386, 279.2972, 364.753, 434.7904, 56.17563, 1031.815, 14.1277, 874.7079, 624.1037
4.3, 348.8615, 158.2242, 102.0378, 450.9564, 15.89556, 659.4741, 391.5078, 261.5743, 341.6097, 551.2593, 54.77602, 957.8322, 13.38647, 1013.345, 596.2888
4.4, 329.0645, 150.3916, 96.34583, 428.7176, 14.94276, 704.097, 371.1891, 347.0407, 319.9349, 520.6505, 51.06958, 889.1542, 12.68413, 969.5408, 569.7136
4.5, 310.3908, 142.9467, 90.97135, 407.5755, 14.04707, 672.2916, 351.925, 325.0191, 299.6353, 491.7414, 47.61394, 855.6498, 12.01864, 941.9493, 544.3228
4.6, 292.7768, 135.8704, 106.0131, 387.476, 13.20507, 686.679, 333.6606, 304.3949, 280.6237, 464.4374, 44.39212, 923.5145, 11.38806, 904.5355, 520.0636
4.7, 276.1624, 129.1444, 116.7776, 368.3678, 12.41355, 822.2809, 316.3441, 285.0793, 262.8184, 438.6494, 445.161, 1369.391, 10.79057, 947.202, 636.0161
4.8, 260.4908, 122.7514, 110.2634, 431.7009, 11.66946, 785.137, 299.9263, 266.9895, 246.1429, 414.2934, 945.3862, 1690.829, 10.22443, 906.257, 607.6704
4.9, 245.7085, 116.6748, 104.1125, 410.4117, 10.96998, 749.6708, 317.1761, 250.0476, 230.5253, 391.2896, 966.8401, 1709.844, 9.687996, 867.0819, 580.588
5, 231.7651, 110.899, 98.30479, 390.1723, 10.31243, 848.498, 300.7151, 234.1807, 215.8987, 369.5633, 901.4186, 1723.193, 9.179703, 979.7073, 664.6229
5.1, 218.613, 105.4091, 92.82104, 370.9311, 9.694287, 843.4534, 285.1084, 219.3207, 202.2001, 349.0432, 1174.144, 2081.67, 8.698078, 1064.742, 635.0022
5.2, 206.2072, 100.1911, 87.64318, 352.6387, 9.1132, 805.353, 295.0433, 205.4036, 189.3707, 485.3297, 1762.5, 2306.094, 8.241722, 1018.716, 776.4899
5.3, 313.4932, 95.23129, 82.75417, 335.2484, 8.566944, 805.3007, 279.731, 192.3696, 177.3553, 458.3817, 1793.672, 2158.553, 7.809307, 974.6797, 741.8835
5.4, 295.7032, 254.0371, 95.34068, 318.7158, 8.053431, 768.9238, 265.2134, 180.1628, 166.1023, 432.93, 1672.302, 2169.956, 269.9864, 1227.787, 751.9304
5.5, 306.6644, 253.466, 272.7873, 302.9984, 7.570698, 884.43, 251.4492, 168.7305, 155.5632, 492.1422, 1726.294, 2086.684, 255.8212, 1234.822, 718.4186
5.6, 368.7106, 240.9186, 257.5704, 288.0561, 7.116901, 1020.659, 511.6492, 158.0236, 145.6929, 464.816, 1673.497, 2183.256, 330.4717, 1181.444, 686.4003
5.7, 347.7871, 295.3198, 243.2023, 273.8506, 6.690305, 974.5543, 554.9116, 147.9961, 547.2931, 618.4761, 1560.26, 2077.099, 313.1331, 1130.373, 655.8091
5.8, 380.0085, 340.4484, 294.4247, 708.8121, 6.28928, 962.8757, 526.1125, 138.605, 566.8776, 584.1351, 1480.521, 1992.957, 296.7041, 1166.997, 685.1922
5.9, 358.4439, 323.5951, 364.7086, 673.8572, 5.912293, 936.5765, 498.808, 129.8098, 569.4904, 551.701, 1380.341, 1850.059, 281.1371, 1218.58, 745.4465
6, 338.1031, 450.0604, 1598.023, 640.6262, 5.557903, 946.3531, 472.9206, 287.5009, 608.4731, 521.0677, 1376.334, 1946.01, 266.3869, 1165.904, 712.2237
6.1, 318.9165, 437.4963, 2184.318, 711.9178, 5.224755, 939.0338, 448.3768, 376.2554, 569.866, 492.1353, 1334.622, 1838.71, 252.4105, 1265.548, 680.4816
6.2, 320.3839, 884.6274, 2245.747, 879.8776, 4.911577, 1074.028, 425.1067, 352.38, 533.7086, 464.8094, 1319.508, 1706.872, 239.1674, 1400.746, 650.1541
6.3, 302.2029, 1052.934, 2120.472, 836.4867, 4.617171, 1025.512, 403.0443, 330.0196, 536.3388, 439.0008, 1293.646, 1702.766, 563.791, 1757.209, 621.1782
6.4, 285.0535, 1054.094, 2179.884, 920.3669, 4.340412, 1094.488, 382.1269, 390.4836, 641.7133, 414.6252, 1206.111, 1580.675, 534.211, 2039.214, 593.4938
6.5, 268.8774, 1001.913, 2058.283, 874.9793, 4.080243, 1174.917, 362.2951, 683.5154, 652.2902, 391.6031, 1282.655, 1467.338, 506.1828, 1975.577, 567.0432
6.6, 253.6192, 1047.993, 2108.906, 981.6827, 3.835668, 1154.44, 343.4925, 715.0113, 658.6259, 369.8593, 1195.864, 1378.124, 479.6253, 1930.859, 541.7714
6.7, 239.2269, 1015.357, 1991.264, 933.2712, 3.605753, 1102.292, 325.6658, 669.64, 935.0498, 349.3228, 1114.945, 1341.989, 454.4611, 1882.159, 517.626
6.8, 230.9934, 1181.458, 1880.185, 887.2473, 3.38962, 1171.771, 308.7643, 627.1477, 875.7217, 329.9266, 1134.049, 1281.876, 430.6171, 1935.721, 494.5566
6.9, 371.1188, 1122.972, 1924.552, 843.4929, 3.186442, 1140.09, 292.7399, 587.3517, 820.158, 492.9901, 1172.535, 1362.391, 408.0242, 2085.787, 472.5154
7, 350.0587, 1067.381, 1817.194, 1094.417, 2.995443, 1473.7, 277.5471, 550.0811, 768.1197, 465.6168, 1093.195, 1264.705, 484.4479, 2370.537, 508.9243
7.1, 418.2031, 1199.301, 1715.825, 1040.447, 2.815892, 1690.319, 263.1428, 515.1755, 719.3832, 896.1819, 1032.251, 1174.024, 630.7913, 2695.977, 486.2428
7.2, 394.471, 1139.932, 1620.111, 989.1373, 2.647104, 1745.029, 249.4861, 538.3937, 673.739, 1687.974, 1020.612, 1089.844, 597.696, 2597.591, 464.5721
7.3, 372.0857, 1115.939, 1561.387, 1075.802, 2.488434, 1735.34, 236.5381, 547.5244, 630.9909, 1775.249, 1150.552, 1642.879, 632.9053, 2772.607, 566.3849
7.4, 350.9707, 1060.697, 1571.135, 1259.161, 2.339274, 2434.718, 224.2622, 586.8837, 590.9551, 1744.414, 1130.669, 1862.6, 804.3862, 2885.53, 541.1425
7.5, 340.0082, 1008.189, 1546.197, 1197.065, 2.199055, 2641.957, 212.6233, 791.6528, 553.4596, 1647.555, 1546.948, 1911.588, 1329.451, 3065.098, 517.025
7.6, 349.6718, 958.2802, 1658.37, 1261.75, 2.067241, 2830.217, 201.5885, 1384.952, 518.343, 1556.074, 1542.799, 1862.104, 1342.656, 3337.487, 493.9824
7.7, 329.8287, 910.8423, 1565.86, 1513.741, 1.943328, 2702.371, 191.1263, 1397.193, 485.4547, 1469.673, 1438.405, 1728.588, 1413.246, 3193.217, 471.9668
7.8, 332.3741, 935.2607, 1497.019, 1454.007, 1.826843, 2580.3, 181.2072, 1308.534, 454.653, 1388.069, 1341.075, 1641.714, 1425.92, 3557.157, 450.9323
7.9, 345.9306, 991.3309, 1521.416, 1382.303, 1.717339, 2730.983, 171.8028, 1287.271, 425.8057, 1310.997, 1250.33, 1690.677, 1394.02, 3591.745, 430.8353
8, 326.2998, 942.257, 1477.855, 1314.135, 1.6144, 2867.472, 162.8865, 1205.587, 398.7887, 1430.943, 1165.726, 1569.453, 1380.218, 3580.058, 411.634
8.1, 307.7831, 895.6123, 1395.416, 1249.329, 1.517631, 2737.943, 154.4329, 1129.086, 373.486, 1351.489, 1086.847, 1456.921, 1307.802, 3425.301, 393.2885
8.199999999999999, 290.317, 851.2767, 1317.575, 1187.719, 1.426662, 2729.288, 146.4181, 1086.092, 349.7886, 1276.448, 1134.438, 1398.42, 1275.416, 3410.02, 375.7605
8.300000000000001, 273.8422, 809.1358, 1387.136, 1252.1, 1.341146, 2700.139, 138.8192, 1073.785, 327.5948, 1205.573, 1057.676, 1298.151, 1317.373, 3338.058, 405.9239
8.4, 258.3023, 808.7827, 1309.757, 1190.353, 1.260756, 2578.168, 137.5288, 1110.478, 306.8092, 1327.334, 986.1082, 1205.071, 1329.69, 3317.377, 387.8328
8.5, 243.6442, 768.7454, 1363.503, 1131.651, 1.185185, 2496.991, 130.3913, 1050.5, 287.3425, 1253.634, 919.3828, 1169.598, 1314.895, 3250.831, 370.548
8.6, 229.818, 730.6901, 1287.442, 1075.844, 1.114144, 2384.197, 123.6242, 1104.378, 269.1109, 1184.026, 955.4986, 1085.736, 1321.595, 3190.985, 354.0336
8.699999999999999, 216.7763, 694.5187, 1215.625, 1188.874, 1.04736, 2411.021, 117.2083, 1265.386, 252.036, 1179.257, 953.8737, 1086.745, 1252.256, 3112.517, 338.2552
8.800000000000001, 239.3466, 660.1378, 1246.832, 1163.817, 0.9845803, 2418.765, 111.1253, 1200.956, 236.0446, 1113.779, 1219.572, 1156.045, 1186.554, 3082.64, 323.1799
8.9, 225.7643, 649.5092, 1350.612, 1278.609, 0.9255634, 2309.505, 105.3581, 1124.749, 221.0677, 1127.884, 1250.807, 1117.122, 1215.861, 3204.271, 308.7766
9, 212.9526, 673.5125, 1275.271, 1215.554, 0.870084, 2337.361, 99.89016, 1173.954, 207.0412, 1065.258, 1166.17, 1056.824, 1226.784, 3086.614, 383.7114
9.1, 200.8681, 660.5357, 1272.648, 1155.609, 0.8179301, 2262.554, 94.70602, 1227.012, 193.9046, 1006.11, 1169.567, 1009.458, 1196.782, 3156.726, 366.6103
9.199999999999999, 189.4693, 627.8372, 1265.899, 1098.621, 0.7689024, 2311.101, 89.79092, 1196.055, 181.6016, 1048.15, 1090.428, 937.0783, 1133.991, 3050.405, 350.2713
9.300000000000001, 178.7173, 662.6033, 1195.283, 1044.443, 0.7228134, 2206.704, 85.13091, 1120.158, 170.0791, 989.9512, 1301.702, 869.8883, 1074.495, 2918.544, 404.043
9.4, 168.5755, 640.0609, 1128.607, 992.9363, 0.6794871, 2189.479, 80.71275, 1049.078, 159.2877, 1041.453, 1854.249, 830.6776, 1165.944, 3111.105, 634.6989
9.5, 159.0092, 608.3759, 1065.649, 1138.366, 0.6387578, 2181.365, 76.52388, 982.5086, 149.1811, 1373.59, 1728.78, 771.1166, 1232.387, 3004.274, 606.4119
9.6, 165.2944, 578.2593, 1006.204, 1082.228, 0.6004699, 2190.708, 72.55241, 920.1631, 139.7157, 1297.321, 1611.802, 767.4352, 1209.758, 2968.991, 579.3856
9.699999999999999, 155.9143, 578.3339, 1001.99, 1028.858, 0.564477, 2194.475, 68.78705, 861.7737, 130.8508, 1225.287, 1508.981, 712.4089, 1146.287, 3014.114, 553.5637
9.800000000000001, 147.0665, 599.6071, 1034.437, 978.1199, 0.5306415, 2095.346, 65.2171, 807.0896, 122.5485, 1157.253, 1525.723, 687.2983, 1086.145, 3022.897, 528.8926
9.9, 138.7208, 569.9247, 976.7328, 929.8842, 0.4988342, 2071.075, 61.83243, 755.8754, 114.7729, 1092.997, 1453.007, 638.0179, 1029.159, 2945.019, 505.3211
10, 145.5526, 541.7117, 922.2476, 1027.624, 0.4689335, 2108.872, 58.62342, 707.9111, 107.4906, 1032.308, 1354.689, 592.2711, 1029.968, 2817.714, 482.8002
10.1, 137.2928, 595.3641, 892.2636, 976.947, 0.440825, 2125.485, 55.58096, 662.9903, 100.6705, 974.9888, 1376.391, 549.8043, 975.9295, 2865.524, 461.2829
10.2, 129.5018, 730.9967, 855.4974, 1140.628, 0.4144014, 2218.048, 52.69639, 690.2458, 94.283, 920.8524, 1489.56, 608.9565, 924.726, 2890.78, 440.7246
10.3, 125.8176, 856.4243, 930.8151, 1221.168, 0.3895617, 2253.784, 49.96152, 646.446, 88.30083, 869.722, 1388.768, 598.7495, 1051.332, 2986.058, 421.0826
10.4, 321.4586, 1521.964, 927.213, 1160.946, 0.3662109, 2422.644, 47.3686, 605.4255, 82.69823, 821.4306, 1344.705, 555.8182, 1097.492, 3125.339, 402.3159
10.5, 312.549, 1785.783, 1000.053, 1136.638, 0.3442597, 2431.071, 44.91024, 567.0079, 77.4511, 775.8206, 1259.003, 515.9652, 1312.369, 3308.814, 384.3856
10.6, 313.971, 2181.04, 1200.221, 1639.108, 0.3236244, 2387.186, 42.57947, 531.0283, 72.5369, 732.743, 1378.137, 478.9697, 1458.499, 3429.89, 367.2545
10.7, 296.1539, 2280.908, 1920.482, 1558.275, 0.3042259, 2382.007, 40.36966, 784.3424, 67.93449, 692.0574, 1284.885, 579.2889, 1846.579, 3399.381, 350.8868
10.8, 279.3478, 2512.102, 2722.051, 1675.399, 0.2859902, 2298.719, 38.27453, 918.9937, 63.62411, 653.6308, 1406.78, 562.9194, 1839.949, 3575.009, 335.2486
10.9, 385.4153, 3011.538, 2570.207, 1719.2, 0.2688476, 2372.602, 36.28814, 860.6785, 59.58723, 617.3378, 1311.59, 522.5572, 2126.962, 3675.949, 320.3074
11, 363.5438, 3387.899, 2633.332, 1800.05, 0.2527326, 2643.808, 34.40485, 806.0638, 55.80647, 583.0601, 1222.84, 485.089, 2066.731, 3822.248, 306.032
11.1, 383.7013, 3306.884, 2486.436, 1711.281, 0.2375835, 3045.891, 32.61929, 815.4277, 52.2656, 550.6855, 1239.255, 450.3073, 2062.739, 3670.62, 292.3929
11.2, 440.0769, 3375.01, 2347.735, 1732.284, 0.2233424, 3880.523, 30.9264, 763.6844, 48.9494, 520.1086, 1334.33, 418.0196, 2007.508, 3822.379, 279.3617
11.3, 441.2076, 3207.937, 2325.937, 1646.857, 0.209955, 3939.251, 29.32136, 715.2245, 45.84361, 491.2296, 1248.85, 426.2142, 1902.182, 3801.96, 266.9112
11.4, 416.17, 3103.208, 2268.746, 1565.643, 0.1973701, 3970.161, 27.79963, 669.8397, 42.93487, 463.954, 1214.318, 395.654, 1950.473, 4096.524, 255.0155
11.5, 398.7517, 2975.006, 2182.014, 1488.434, 0.1855395, 3992.652, 26.35687, 627.3348, 40.2107, 438.1929, 1132.151, 367.2849, 1848.139, 4091.342, 243.6501
11.6, 376.1234, 2932.15, 2196.763, 1674.465, 0.174418, 3981.594, 24.98899, 587.527, 37.65936, 413.8622, 1111.278, 340.95, 1828.994, 4422.394, 232.7912
11.7, 354.7792, 2906.451, 2123.199, 1663.137, 142.3048, 4251.943, 23.6921, 718.2552, 35.26991, 390.8824, 1036.083, 316.5034, 1733.033, 4480.933, 222.4162
11.8, 334.6463, 2787.742, 2004.76, 1581.12, 133.7749, 4059.875, 22.46251, 1038.512, 33.03207, 369.1786, 1008.555, 350.2453, 1713.807, 4622.559, 212.5037
11.9, 315.6559, 2791.253, 1957.133, 1826.003, 125.7563, 4091.65, 21.29674, 1061.067, 30.93621, 348.6799, 1347.983, 325.1322, 1685.097, 4539.785, 203.0329
12, 297.7431, 2653.077, 1878.153, 1735.954, 118.2183, 4119.646, 20.19147, 1020.727, 28.97334, 329.3195, 1909.172, 301.8197, 1785.336, 4659.021, 193.9842
12.1, 303.8059, 2649.667, 1972.829, 1650.346, 111.1321, 4213.577, 19.14357, 1030.098, 27.13501, 311.034, 1932.376, 280.1788, 1691.666, 4802.363, 185.3388
12.2, 286.5656, 2585.03, 1876.551, 1757.051, 112.0833, 4739.999, 18.15004, 1746.691, 25.41332, 293.7638, 1985.96, 260.0895, 1602.91, 4816.69, 177.0786
12.3, 270.3037, 2457.062, 1988.186, 1783.955, 162.2995, 4593.886, 17.20808, 2694.289, 23.80087, 277.4525, 1862.263, 302.4346, 1518.811, 4665.476, 169.1867
12.4, 262.7698, 2362.125, 1927.591, 1698.592, 152.5711, 4474.03, 16.31501, 2884.672, 22.29072, 262.0469, 1736.253, 280.7496, 1439.125, 4848.5, 161.6464
12.5, 247.8582, 2245.193, 2090.655, 1746.367, 161.4604, 4462.29, 15.46829, 2885.723, 20.8764, 247.4967, 2105.519, 357.7899, 1363.619, 4743.876, 154.4422
12.6, 233.7928, 2172.485, 2092.72, 1660.245, 151.7823, 4260.719, 14.66551, 2763.296, 19.55181, 233.7545, 2146.419, 602.5161, 1292.075, 4719.129, 147.5591
12.7, 241.8547, 2278.108, 1975.981, 1578.37, 142.6843, 4319.693, 13.90439, 2717.721, 18.31127, 220.7752, 2088.785, 663.1483, 1224.284, 4539.445, 140.9827
12.8, 248.099, 2542.217, 2001.424, 1610.03, 134.1316, 4261.147, 13.18277, 2545.267, 17.14943, 208.5166, 2068.325, 615.5995, 1199.867, 4683.124, 134.6995
12.9, 234.02, 2542.29, 2076.796, 1530.632, 126.0916, 4376.122, 12.49861, 2434.706, 16.06132, 196.9387, 1928.371, 571.46, 1259.846, 4641.105, 128.6962
13, 226.0244, 2416.438, 2045.341, 1455.149, 118.5335, 4729.578, 11.84995, 2493.091, 15.04224, 186.0037, 1879.51, 530.4855, 1208.402, 4488.155, 122.9605
13.1, 213.198, 2434.062, 2025.518, 1559.581, 344.9706, 4690.236, 11.23495, 2441.077, 14.08782, 175.6758, 1883.972, 492.4488, 1145.002, 4465.553, 117.4805
13.2, 219.8777, 2325.225, 1912.528, 1482.671, 1024.418, 4605.556, 10.65188, 2286.177, 13.19396, 165.9214, 1769.525, 457.1394, 1192.235, 4324.548, 112.2447
13.3, 207.4002, 2307.994, 1805.841, 1623.984, 1456.609, 4412.421, 10.09906, 2205.269, 12.35682, 156.7086, 1649.789, 424.3618, 1196.365, 4311.137, 107.2422
13.4, 195.6307, 2279.968, 1788.644, 1543.897, 1544.557, 4494.356, 9.574934, 2152.82, 11.57279, 148.0073, 1538.155, 393.9344, 1284.468, 4124.778, 102.4626
13.5, 184.5291, 2167.102, 1730.343, 1648.815, 1576.219, 4445.023, 9.07801, 2016.211, 10.83851, 139.7892, 1521.866, 365.6887, 1217.077, 4154.75, 97.89613
13.6, 174.0575, 2197.634, 1633.819, 1587.802, 1570.191, 4385.11, 8.606875, 1972.379, 10.15081, 132.0274, 1430.551, 339.4682, 1153.221, 4064.746, 93.53313
13.7, 164.1801, 2088.844, 1647.095, 1557.676, 1478.448, 4385.31, 8.160191, 1958.94, 9.506755, 124.6965, 1333.752, 315.1278, 1092.716, 4173.271, 89.36458
13.8, 154.8633, 1985.44, 1555.215, 1480.859, 1398.559, 4223.668, 7.736689, 1961.141, 8.90356, 117.7727, 1333.349, 292.5327, 1035.385, 4001.631, 85.38181
13.9, 146.0751, 2100.848, 1558.881, 1576.435, 1354.181, 4193.854, 7.335167, 1836.696, 8.338638, 111.2334, 1290.235, 902.1118, 1050.782, 4176.633, 81.57655
14, 137.7857, 2129.156, 1478.263, 1498.694, 1273.01, 4127.533, 6.954483, 1874.386, 7.809559, 105.0571, 1262.658, 1575.771, 995.6517, 4014.764, 77.94086
14.1, 129.9667, 2079.342, 1395.8, 1424.786, 1255.915, 4052.649, 6.593555, 1832.384, 7.314049, 99.22383, 1177.22, 1777.858, 943.4135, 4053.365, 74.46722
14.2, 122.5914, 2143.373, 1435.097, 1401.307, 1273.999, 4045.904, 6.25136, 1777.903, 6.84998, 93.71441, 1156.682, 1710.747, 914.5934, 4002.597, 71.1484
14.3, 115.6346, 2215.738, 1355.043, 1332.202, 1197.634, 3993.694, 5.926924, 1739.021, 6.415355, 88.51091, 1078.414, 1684.071, 866.608, 3904.395, 67.97749
14.4, 109.0726, 2106.052, 1313.064, 1424.703, 1178.824, 3813.292, 5.619326, 1666.958, 6.008307, 83.59633, 1005.443, 1563.32, 880.9462, 3923.549, 64.94788
14.5, 102.8829, 2032.822, 1516.647, 1354.444, 1108.164, 3812.721, 5.327692, 1606.3, 5.627085, 78.95463, 937.4094, 1488.128, 834.7261, 3753.944, 62.05331
14.6, 97.04457, 1932.19, 1432.043, 1303.593, 1097.281, 3640.493, 5.051192, 1554.36, 5.270052, 74.57066, 992.8728, 1453.025, 790.931, 3769.503, 59.28774
14.7, 91.53751, 1970.856, 1352.159, 1287.049, 1031.508, 3593.285, 4.789043, 1694.64, 4.935672, 70.43012, 930.2181, 1348.84, 851.7657, 3838.515, 56.64543
