 , C000, C001, C002, C003, C004, C005, C008, C009, C012, C013, C015, C018, C020, C021, C022, C023, C027, C031, C032, C066, C081
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
94, 341.7475, 229.6937, 456.6821, 0.05721015, 89.88815, 2.080645, 1580.539, 742.4215, 311.0567, 225.5639, 685.1907, 103.807, 72.79272, 90.99316, 202.0725, 1279.626, 43.65581, 1073.421, 491.2946, 3099.428, 1817.511
94.09999999999999, 325.6934, 217.7737, 430.8916, 0.05476119, 84.07282, 1.970672, 1506.91, 707.7043, 293.7433, 214.2191, 646.9901, 98.27807, 69.80072, 86.89928, 193.2046, 1222.383, 41.74038, 1019.979, 468.3244, 3013.786, 1760.898
94.2, 310.3935, 206.4722, 406.5577, 0.05241707, 78.63371, 1.866511, 1436.712, 779.476, 277.3936, 203.4448, 610.9193, 93.04361, 66.9317, 82.98958, 184.7259, 1167.7, 39.90898, 969.1976, 446.4281, 2908.356, 1757.219
94.3, 305.0997, 195.7572, 383.5979, 0.05017328, 73.54649, 1.767856, 1369.784, 743.0259, 261.9539, 193.2124, 659.4838, 88.08795, 108.893, 79.25578, 176.6193, 1167.449, 38.15794, 920.9447, 425.5556, 3053.592, 1676.738
94.40000000000001, 302.8262, 185.5983, 361.9348, 0.04802555, 68.78839, 1.674415, 1372.717, 708.2805, 247.3735, 183.4946, 622.7164, 83.39624, 104.4171, 75.68997, 168.8684, 1115.224, 36.48373, 875.0941, 405.6589, 3077.103, 1599.943
94.5, 288.6005, 175.9666, 341.4951, 0.04596975, 64.33811, 1.585914, 1326.267, 675.1597, 233.6047, 174.2656, 587.9988, 78.95441, 100.1253, 72.28459, 181.7232, 1112.862, 34.88298, 930.1685, 386.6925, 3140.565, 1647.444
94.59999999999999, 275.0431, 166.8347, 322.2097, 0.04400196, 60.17575, 1.50209, 1264.484, 685.7191, 220.6023, 165.5008, 555.2169, 74.74917, 96.00984, 69.03242, 173.7483, 1063.078, 33.35246, 883.8587, 469.7585, 3036.36, 1571.991
94.7, 262.1226, 158.1768, 304.0133, 0.04211839, 56.28267, 1.422696, 1234.861, 741.449, 208.3236, 157.1769, 655.6919, 70.7679, 113.7845, 65.92657, 166.1234, 1015.522, 31.8891, 839.8545, 475.566, 2907.182, 1721.85
94.8, 249.809, 149.9681, 286.8446, 0.04031546, 52.64145, 1.347499, 1221.586, 706.7773, 243.075, 149.2715, 680.1683, 66.99868, 109.1076, 62.96046, 158.8332, 1155.471, 30.48994, 881.5024, 454.693, 2953.561, 1765.405
94.90000000000001, 238.0739, 142.1855, 270.6455, 0.0385897, 49.2358, 1.276276, 1164.679, 695.4156, 229.5454, 141.7638, 642.2477, 63.43022, 181.3389, 60.1278, 151.8628, 1152.71, 29.15217, 837.6155, 449.2914, 3138.947, 1684.55
95, 283.1767, 156.9492, 310.3773, 0.03693782, 46.05048, 1.208818, 1170.699, 662.8965, 216.769, 134.6337, 647.8725, 60.05182, 173.8854, 57.42258, 145.1984, 1142.66, 27.87309, 795.9136, 428.285, 3005.404, 1607.397
95.09999999999999, 269.8741, 148.8043, 292.8492, 0.03535665, 43.07124, 1.144926, 1116.163, 631.898, 204.7036, 127.8622, 645.6883, 56.85335, 166.7382, 54.83907, 138.8264, 1129.476, 26.65014, 756.2879, 408.2607, 2877.542, 1533.778
95.2, 257.1964, 156.4732, 276.311, 0.03384316, 40.28474, 1.08441, 1064.167, 673.4128, 193.3098, 121.4313, 609.69, 53.82524, 159.8847, 52.3718, 132.7341, 1078.949, 25.48084, 878.0551, 419.1703, 2844.088, 1463.531
95.3, 245.1142, 148.353, 260.7067, 0.03239446, 37.67851, 1.027093, 1014.594, 660.7632, 182.5502, 115.3239, 690.2538, 50.95842, 153.313, 50.01553, 126.9091, 1030.683, 24.36285, 834.3398, 458.3228, 2723.089, 1651.362
95.40000000000001, 297.1417, 140.6541, 245.9837, 0.03100777, 35.24089, 0.972806, 1054.193, 629.8645, 205.2941, 109.5236, 687.8805, 48.24429, 147.0114, 47.76528, 121.3397, 984.5756, 23.29391, 792.801, 438.0404, 2839.238, 1605.97
95.5, 283.183, 137.9079, 232.0921, 0.02968044, 32.96098, 0.921388, 1005.084, 600.4106, 193.8674, 104.015, 696.6747, 45.67472, 163.274, 45.61626, 116.0148, 940.5311, 22.27187, 826.9609, 417.56, 2808.837, 1577.606
95.59999999999999, 295.1866, 139.7379, 218.9851, 0.02840993, 30.82856, 0.8726876, 1003.098, 572.3342, 183.0768, 98.78351, 657.8338, 43.242, 164.6362, 43.56394, 110.9235, 898.4568, 21.29467, 785.7894, 398.0372, 2913.893, 1694.866
95.7, 281.3198, 132.4862, 206.6182, 0.02719381, 28.8341, 0.8265614, 1016.517, 666.524, 172.8867, 93.81512, 621.1584, 40.93886, 157.8691, 41.60395, 106.0557, 858.2648, 20.36035, 746.6678, 451.5688, 2826.354, 1685.818
95.8, 268.1044, 137.6637, 194.9498, 0.02602974, 26.96867, 0.7828732, 1027.595, 635.356, 163.2639, 89.09663, 586.5277, 38.75839, 155.639, 39.73214, 101.4015, 819.8707, 19.46703, 736.5931, 430.4559, 2706.109, 1608.607
95.90000000000001, 255.5098, 130.5196, 183.9403, 0.0249155, 25.22393, 0.7414941, 979.7249, 684.3766, 280.5132, 84.61546, 553.8278, 36.69405, 194.9228, 37.94455, 96.95149, 783.1942, 18.61289, 842.9285, 410.3301, 2800.493, 1643.318
96, 243.5069, 184.6863, 182.33, 0.02384896, 23.59206, 0.7023022, 1032.775, 652.3737, 264.8999, 80.35967, 522.9509, 34.73966, 186.9109, 36.23738, 92.69681, 748.1583, 17.79624, 915.6787, 391.1453, 2776.616, 1568.054
96.09999999999999, 232.0678, 175.1019, 283.5553, 0.02282807, 22.06577, 0.6651817, 984.6638, 621.8673, 250.1556, 190.1557, 564.7274, 32.88937, 179.2283, 34.60702, 88.62885, 1021.846, 214.8298, 870.0903, 372.8575, 2709.253, 1516.255
96.2, 255.3656, 211.3845, 267.5419, 0.02185089, 20.63822, 0.6300232, 938.7939, 592.7875, 236.2319, 180.5917, 533.2428, 31.13763, 171.8615, 33.05001, 84.7394, 1077.407, 205.4039, 826.7716, 479.8279, 2593.991, 1484.928
96.3, 243.3695, 200.4146, 252.4329, 0.02091553, 19.30303, 0.5967231, 931.5224, 565.0674, 223.0833, 227.6348, 503.5135, 29.47918, 164.7975, 31.56305, 81.02065, 1056.422, 258.3008, 905.436, 457.3937, 2540.94, 1570.055
96.40000000000001, 231.9369, 190.014, 238.1771, 0.02002021, 64.31595, 0.5651831, 888.1281, 538.6437, 305.3992, 324.6082, 475.4418, 27.90907, 188.2821, 30.14299, 77.46508, 1039.665, 246.9677, 860.3576, 436.0085, 2580.923, 1498.146
96.5, 221.0413, 180.1532, 246.1802, 0.01916322, 60.15502, 0.5353101, 965.8448, 593.4686, 288.4007, 308.2818, 448.935, 26.42259, 180.5431, 28.78683, 74.06555, 1082.686, 264.9674, 817.5234, 415.6231, 2471.121, 1537.92
96.59999999999999, 210.6576, 170.8041, 265.5044, 0.01834291, 56.26328, 0.5070161, 1055.128, 565.7167, 272.3483, 456.1518, 522.2101, 25.01527, 364.5655, 113.5349, 70.81521, 1059.969, 253.3417, 776.8218, 396.1909, 2365.99, 1467.483
96.7, 213.144, 161.9401, 250.5104, 0.01755772, 52.62332, 0.4802176, 1005.976, 539.2626, 257.1894, 433.2094, 493.096, 23.68292, 349.5808, 305.0979, 67.70751, 1071.289, 242.2262, 738.1467, 377.6671, 2432.237, 1563.33
96.8, 230.5928, 153.5362, 253.7793, 0.01680614, 59.35069, 0.4548355, 959.1133, 514.0455, 375.2536, 411.4208, 465.605, 22.42153, 335.212, 291.3712, 64.73619, 1057.287, 231.5983, 701.397, 360.0095, 2468.144, 1491.729
96.90000000000001, 219.7604, 145.5683, 239.4475, 0.01608673, 55.51099, 0.430795, 914.4337, 490.0076, 354.367, 390.7281, 439.6467, 21.22732, 359.3616, 301.3694, 61.89527, 1116.579, 268.041, 710.2772, 343.1774, 2363.14, 1423.408
97, 209.4368, 138.014, 272.5081, 0.01539812, 51.91969, 0.4080252, 871.8354, 467.0938, 334.6429, 461.3702, 415.1356, 20.09671, 429.8292, 287.8105, 59.17902, 1083.589, 289.0684, 674.915, 327.1323, 2404.387, 1440.478
97.09999999999999, 199.5982, 130.8517, 329.8968, 0.01473898, 48.56074, 0.3864589, 831.2216, 445.2515, 316.0167, 721.9171, 391.991, 19.02633, 412.162, 475.6245, 56.58197, 1069.003, 337.8448, 641.3134, 311.8374, 2302.095, 1520.38
97.2, 190.2218, 124.0611, 575.3684, 0.01410806, 84.89844, 0.3660325, 792.4998, 559.1318, 543.52, 790.4877, 370.1368, 18.01295, 395.2209, 637.34, 54.09889, 1197.587, 1000.491, 743.6924, 297.2576, 2499.133, 1472.405
97.3, 181.2859, 117.6229, 569.3604, 0.01350414, 80.16191, 0.3466857, 755.5817, 577.8431, 513.2676, 750.7296, 349.501, 17.05355, 378.9762, 1061.318, 51.72478, 1278.29, 1097.635, 784.2687, 283.3594, 2392.81, 1404.969
97.40000000000001, 172.7697, 111.5188, 537.2067, 0.01292608, 74.97582, 0.3283615, 720.3835, 550.8219, 582.385, 712.9712, 330.0157, 16.14525, 363.3991, 1423.946, 49.45485, 1408.123, 1170.016, 745.2228, 270.1111, 2291.01, 1340.621
97.5, 164.6536, 105.7315, 506.8687, 171.7515, 70.12525, 0.3110058, 686.8249, 525.0643, 565.9263, 677.1118, 311.6167, 15.28533, 348.4624, 1377.843, 47.28455, 1345.131, 1129.743, 708.1208, 257.4822, 2396.148, 1340.822
97.59999999999999, 156.9188, 100.2445, 506.0033, 164.3994, 65.58849, 0.2945675, 654.8297, 500.5111, 566.204, 643.056, 294.2435, 14.47121, 334.1396, 1315.852, 45.20948, 1284.957, 1080.174, 672.866, 245.4437, 2294.207, 1381.545
97.7, 149.5473, 95.04227, 477.4275, 157.3621, 61.34523, 0.278998, 624.3249, 477.1061, 534.6891, 610.7131, 277.8389, 13.70045, 320.4054, 1256.651, 43.22548, 1227.475, 1153.075, 757.725, 233.9681, 2233.121, 1318.27
97.8, 142.5221, 90.11002, 450.4655, 150.626, 57.37649, 0.2642514, 595.2411, 454.7956, 537.0551, 579.9969, 262.3489, 12.97074, 307.2358, 1200.112, 41.32854, 1269.405, 1102.483, 720.0005, 223.029, 2311.006, 1257.893
97.90000000000001, 135.827, 85.43372, 425.0262, 144.1782, 53.66451, 0.2502843, 567.5123, 433.5284, 507.1626, 550.8256, 247.7225, 12.27989, 294.6075, 1211.687, 39.51486, 1212.618, 1054.11, 757.9161, 212.6014, 2298.792, 1279.171
98, 129.4463, 81.0001, 401.0234, 138.0065, 50.19267, 0.2370555, 541.0751, 413.2556, 515.1552, 523.1215, 233.9115, 11.62585, 282.4983, 1527.258, 37.78076, 1158.372, 1085.803, 720.1821, 202.6613, 2330.021, 1220.584
98.09999999999999, 123.3654, 76.79656, 378.3763, 132.099, 46.94545, 0.2245258, 515.8694, 393.9309, 486.4817, 592.2047, 220.8705, 11.00663, 270.8868, 1588.118, 36.12277, 1106.553, 1101.758, 684.3268, 193.186, 2274.171, 1186.481
98.2, 117.5701, 72.81117, 357.008, 126.4443, 43.9083, 0.2126584, 491.838, 375.5099, 459.4041, 562.4193, 208.5566, 10.4204, 259.7525, 1631.812, 34.53753, 1188.098, 1053.417, 806.7148, 184.1537, 2481.437, 1132.14
98.3, 112.0471, 69.03261, 336.8465, 121.0317, 41.06765, 0.2014183, 579.0102, 495.6734, 438.7407, 534.1321, 196.9292, 9.865395, 249.0759, 1630.932, 33.02187, 1134.949, 1007.198, 838.5958, 175.5437, 2585.348, 1162.513
98.40000000000001, 106.7835, 65.45013, 317.8236, 162.7068, 38.41077, 0.1907722, 996.7476, 585.7896, 414.3204, 507.2675, 185.95, 9.339947, 238.8382, 1706.23, 31.57271, 1429.409, 963.0061, 1029.403, 167.3362, 3039.214, 1162.488
98.5, 101.7672, 62.05357, 299.875, 155.7419, 35.92577, 0.1806889, 1361.719, 867.8964, 391.2594, 481.7542, 505.4657, 8.842485, 229.0212, 1671.957, 30.18716, 1564.349, 920.7534, 978.1531, 159.5125, 3304.332, 1182.595
98.59999999999999, 145.0984, 58.83327, 282.94, 334.0021, 79.39046, 0.1711385, 1537.055, 1045.674, 369.4819, 457.524, 477.2851, 8.37152, 219.6078, 1817.139, 28.8624, 1494.368, 880.3546, 968.9788, 152.0546, 3795.827, 1367.312
98.7, 138.2822, 78.50996, 295.7092, 319.7047, 74.25428, 0.1620929, 1745.055, 1081.89, 590.9245, 434.5126, 496.7769, 7.925639, 210.5813, 1735.384, 27.59579, 1556.22, 841.7283, 941.2334, 144.9453, 4067.473, 1339.034
98.8, 131.7862, 74.43565, 279.0095, 306.0193, 69.45039, 0.1535255, 1878.422, 1240.999, 558.0337, 412.6585, 469.0807, 7.503506, 201.9258, 1737.986, 26.38476, 1633.24, 804.7968, 1130.469, 138.1685, 4320.379, 1277.706
98.90000000000001, 125.5953, 70.57278, 263.2528, 292.9198, 262.6595, 0.1454108, 2113.535, 1213.463, 526.9736, 391.9036, 442.9286, 7.103856, 193.626, 1764.973, 25.22687, 1704.182, 951.2297, 1100.458, 131.7085, 4318.066, 1383.827
99, 217.8355, 66.91038, 248.386, 280.381, 245.6667, 0.1377251, 2270.377, 1431.431, 592.8939, 372.1925, 452.8627, 6.725492, 185.6674, 1685.565, 24.1198, 1627.946, 909.4938, 1045.67, 125.5505, 4330.477, 1513.143
99.09999999999999, 207.6024, 134.4615, 275.459, 268.3789, 447.1235, 0.1304456, 2619.727, 1861.013, 645.243, 353.4728, 478.258, 6.367281, 178.0359, 1958.952, 23.06131, 1739.792, 869.589, 993.6097, 119.6804, 4533.798, 1443.841
99.2, 197.8499, 150.6861, 259.9029, 256.8906, 451.5249, 0.1235508, 2578.793, 2153.624, 785.9462, 335.6947, 473.6255, 6.028149, 170.7181, 2127.424, 22.04927, 1718.078, 831.4351, 1220.961, 114.0848, 4511.481, 1417.133
99.3, 188.5557, 142.8662, 245.2252, 245.894, 491.9038, 0.1170205, 2682.517, 2345.442, 742.2004, 318.8107, 586.2796, 5.70708, 163.7011, 2136.26, 21.08165, 1641.221, 794.9551, 1160.173, 108.7508, 4319.545, 1352.228
99.40000000000001, 179.698, 135.4521, 231.3765, 235.3682, 507.2046, 0.1108353, 2799.771, 2734.365, 700.8896, 302.7759, 553.5934, 5.403111, 156.9725, 2169.851, 20.15649, 1603.821, 760.0758, 1102.412, 103.6662, 4440.91, 1325.756
99.5, 171.2564, 128.4227, 218.3099, 225.293, 614.5814, 0.1049771, 2835.741, 3042.878, 661.8781, 287.5476, 522.7296, 5.115332, 150.5205, 2072.227, 19.27193, 1532.075, 726.7269, 1047.527, 98.81937, 4251.977, 1295.57
99.59999999999999, 163.2114, 121.7582, 205.9812, 215.649, 712.2009, 0.09942848, 2896.647, 2932.595, 625.038, 273.0852, 554.7328, 4.842881, 144.3337, 2111.854, 18.42619, 1603.956, 694.8411, 995.3746, 94.19912, 4173.073, 1236.233
99.7, 199.4068, 115.4395, 194.3487, 206.4179, 666.1249, 0.09417316, 2761.709, 3018.929, 590.2484, 259.3503, 523.8054, 4.584941, 138.4011, 2016.839, 17.61756, 1532.204, 664.3544, 1081.675, 89.79488, 4299.302, 1179.613
99.8, 225.4006, 109.4487, 183.3731, 197.5819, 756.2419, 0.0891956, 2810.573, 2877.758, 608.9891, 246.3061, 494.6023, 4.340739, 132.7124, 1926.1, 16.84442, 1519.249, 635.2053, 1153.918, 85.59657, 4566.869, 1231.617
99.90000000000001, 214.8121, 181.3704, 173.0174, 189.1241, 707.3167, 0.08448114, 2679.644, 2881.803, 575.0928, 233.9179, 467.0273, 4.109544, 127.2576, 1869.411, 16.10521, 1451.286, 607.3351, 1113.808, 81.59454, 4507.004, 1175.208
100, 204.721, 171.9581, 163.2465, 181.0284, 661.5567, 0.08001585, 2647.799, 2755.26, 543.0832, 222.1529, 440.9897, 3.890663, 122.0269, 1785.305, 15.39844, 1386.364, 580.6878, 1058.355, 77.77962, 4315.259, 1121.384
100.1, 195.104, 292.1653, 154.0274, 173.2793, 673.4536, 0.07578658, 2524.453, 2652.661, 512.8552, 210.9796, 416.4037, 3.683439, 117.0112, 1825.257, 14.72268, 1324.345, 555.2097, 1018.783, 74.14307, 4131.671, 1070.024
100.2, 185.9387, 281.6193, 145.3289, 165.8618, 824.3568, 0.07178085, 2592.15, 2750.666, 484.3097, 200.3682, 393.1885, 3.487253, 112.2017, 1743.136, 14.07658, 1265.101, 530.8494, 968.0614, 70.67654, 4254.027, 1021.017
100.3, 177.204, 333.7536, 137.1217, 158.7619, 792.338, 0.06798685, 2568.515, 2622.038, 457.3531, 190.2905, 371.2675, 3.301516, 107.5899, 1664.711, 13.45884, 1390.093, 507.5579, 970.1175, 67.37209, 4073.044, 974.2542
100.4, 168.8796, 316.4333, 129.378, 151.9659, 896.1776, 0.06439338, 2491.757, 2737.711, 431.8968, 180.7198, 350.5687, 3.125672, 103.1676, 1642.263, 12.8682, 1327.908, 485.2884, 970.4805, 64.22215, 3960.574, 1126.603
100.5, 160.9462, 300.0118, 122.0715, 145.4608, 953.1112, 0.06098984, 2612.942, 2609.689, 407.8575, 171.6303, 331.0239, 2.959193, 98.92715, 1568.375, 12.30348, 1300.844, 463.996, 922.1637, 61.21947, 4152.392, 1075.004
100.6, 153.3856, 284.4426, 115.1777, 139.2341, 1348.651, 0.0577662, 2742.339, 2740.579, 385.1561, 162.9981, 358.1144, 2.801581, 94.86095, 1497.812, 11.76355, 1242.652, 443.6378, 876.2524, 58.35718, 4018.461, 1087.119
100.7, 146.1801, 269.6813, 108.6732, 220.011, 1664.98, 0.05471295, 2801.306, 2622.514, 378.6413, 154.8, 338.1489, 2.652364, 90.96188, 1512.34, 11.24731, 1283.676, 424.1728, 921.4679, 55.62872, 4326.028, 1037.329
100.8, 227.748, 255.6861, 102.5361, 210.5932, 1793.85, 0.05182108, 2848.41, 2550.503, 357.5661, 147.0142, 319.2965, 2.511095, 87.22308, 1556.152, 10.75373, 1226.251, 405.5619, 875.5913, 53.02782, 4262.469, 989.8193
100.9, 217.0492, 242.4172, 96.74551, 201.5785, 1677.797, 0.04908205, 2715.719, 2509.957, 337.664, 139.62, 301.4951, 2.37735, 83.63795, 1486.139, 10.2818, 1179.236, 387.7675, 855.8093, 50.54853, 4288.527, 944.4854
101, 206.8531, 229.8368, 91.28195, 192.9496, 1569.251, 0.0464878, 2607.228, 2412.171, 318.8696, 132.5978, 284.6862, 2.250728, 80.20019, 1419.276, 9.83059, 1144.64, 370.7539, 813.2015, 48.18516, 4442.371, 1189.135
101.1, 197.1358, 217.9093, 86.12694, 184.6902, 1467.728, 0.04403067, 2603.416, 2299.373, 360.2284, 125.9287, 268.8145, 2.130851, 76.90372, 1466.167, 9.399179, 1093.435, 354.4868, 772.7151, 45.93228, 4253.375, 1158.966
101.2, 187.8751, 206.6008, 81.26305, 219.5652, 1372.773, 0.04170341, 2640.324, 2211.311, 340.1781, 119.595, 295.3815, 2.017358, 73.74275, 1418.489, 8.986699, 1097.69, 338.9334, 779.7834, 43.78474, 4156.543, 1105.885
101.3, 179.0494, 195.8792, 76.67384, 210.1664, 1283.962, 0.03949916, 2517.326, 2107.906, 411.9851, 113.5799, 278.9134, 1.90991, 70.71171, 1354.67, 8.592321, 1048.585, 324.0624, 740.9608, 41.73761, 4249.416, 1110.304
101.4, 170.6383, 185.714, 122.9651, 201.1699, 1200.896, 0.03741142, 2400.059, 2058.414, 389.0541, 107.8673, 263.3635, 1.808185, 67.80525, 1573.751, 8.215251, 1001.677, 309.8439, 704.0709, 39.78618, 4279.954, 1165.187
101.5, 216.739, 176.0762, 168.2076, 192.5586, 1123.203, 0.03543403, 2288.253, 2151.229, 457.4182, 102.4421, 291.29, 1.711878, 65.01826, 1521.82, 7.854728, 956.8678, 296.2492, 669.0178, 37.926, 4097.868, 1135.167
101.6, 229.1236, 166.9387, 273.1972, 228.4884, 1050.537, 0.03356115, 2298.525, 2050.633, 431.9583, 97.28968, 318.572, 1.6207, 62.34581, 1453.351, 7.510026, 914.0627, 283.2511, 635.7097, 36.15279, 3923.529, 1293.347
101.7, 218.3602, 158.2753, 1435.929, 286.0537, 982.5728, 0.03178726, 2203.445, 1993.847, 407.9155, 92.39643, 361.4285, 1.534379, 350.7975, 1387.964, 7.180451, 965.1454, 270.8232, 652.5768, 34.46248, 4027.357, 1325.923
101.8, 307.1715, 209.1891, 2335.331, 349.8425, 919.005, 0.03010713, 2190.847, 1905.224, 385.211, 87.74929, 341.2782, 1.452655, 489.0851, 1429.822, 6.86534, 921.9701, 258.9406, 620.0873, 32.8512, 4019.701, 1379.012
101.9, 423.5195, 238.8421, 2232.985, 417.2943, 859.5498, 0.02851581, 2130.594, 1857.133, 363.7701, 83.33588, 322.2513, 1.375285, 631.7821, 1365.493, 6.564057, 917.4556, 247.5794, 589.2153, 31.31526, 3848.687, 1368.548
102, 403.6241, 329.3753, 2221.576, 399.4315, 803.9411, 0.0270086, 2031.342, 1770.289, 614.3187, 79.14445, 433.0418, 1.302035, 605.814, 1304.058, 6.275996, 876.4137, 236.7166, 559.8804, 29.85113, 3684.949, 1352.455
102.1, 411.0404, 312.2822, 2210.091, 382.3333, 751.93, 0.02558105, 1936.714, 1687.506, 708.0766, 75.16383, 417.7017, 1.232686, 580.9133, 1271.564, 6.000576, 917.3693, 226.3305, 532.0059, 28.45545, 3804.196, 1290.513
102.2, 391.7312, 296.0762, 2243.797, 365.967, 703.2838, 0.02422895, 1972.396, 1813.379, 668.6651, 71.38342, 394.4141, 1.167031, 557.036, 1214.355, 5.737243, 884.6671, 216.4001, 505.5192, 27.12503, 3999.406, 1271.08
102.3, 373.3291, 280.7112, 2191.845, 350.3013, 657.7847, 0.02294832, 2010.069, 1728.582, 631.4472, 67.79314, 451.1158, 1.104873, 538.1135, 1159.72, 5.485466, 1009.339, 206.9053, 480.3512, 25.85681, 3847.489, 1269.716
102.4, 679.1395, 266.1436, 2294.091, 335.3062, 615.2292, 0.02173538, 2028.722, 1747.293, 596.3009, 64.38345, 571.4543, 1.046026, 515.9954, 1107.542, 5.244738, 1008.687, 197.8272, 456.4362, 24.64789, 3683.802, 1379.591
102.5, 752.7095, 252.3319, 2488.958, 320.9529, 575.4268, 0.02058655, 1934.216, 1710.639, 563.1108, 61.14524, 553.5209, 0.9903124, 494.7865, 1057.713, 5.014575, 963.5636, 189.1474, 433.7119, 23.49549, 3541.245, 1342.74
102.6, 743.3013, 358.3789, 2348.398, 307.2141, 538.1995, 0.01949844, 1906.91, 1694.375, 531.7681, 58.0699, 522.6611, 0.9375667, 474.4493, 1068.183, 4.794512, 920.459, 180.8484, 412.1189, 22.39697, 3494.648, 1440.427
102.7, 708.3837, 516.5124, 2215.776, 294.0634, 503.3806, 0.01846784, 2055.494, 1615.142, 502.17, 55.14923, 493.5218, 0.8876303, 454.9481, 1090.62, 4.584106, 987.243, 172.9135, 391.601, 21.34981, 3522.224, 1456.36
102.8, 732.9316, 489.7078, 2090.643, 281.4756, 526.2352, 0.01749172, 2092.499, 1539.615, 474.2192, 52.37547, 466.0071, 0.8403536, 436.2484, 1041.552, 4.382935, 1010.931, 165.3268, 372.1046, 20.35161, 3574.757, 1440.49
102.9, 770.0127, 464.2942, 1972.577, 269.4267, 492.1903, 0.01656719, 2030.844, 1591.883, 447.8242, 49.74121, 455.6065, 0.7955949, 418.3173, 994.6914, 4.190591, 990.8181, 158.0729, 353.5788, 19.40008, 3422.673, 1438.568
103, 733.8403, 440.1994, 1861.179, 257.8935, 545.9877, 0.01569152, 1978.583, 1517.443, 422.8983, 47.23944, 500.1052, 0.7532202, 401.1232, 949.9391, 4.006688, 946.4943, 151.1373, 335.9754, 18.49303, 3474.738, 1499.375
103.1, 699.3671, 417.3551, 1756.072, 246.854, 510.6649, 0.01486214, 1982.215, 1516.042, 540.4554, 44.86351, 472.2234, 0.7131024, 384.6359, 907.2003, 3.830856, 904.1533, 144.5061, 319.2484, 17.6284, 3459.308, 1505.62
103.2, 666.5134, 395.6963, 1656.9, 236.2871, 477.6274, 0.0140766, 1962.087, 1445.149, 544.5591, 42.60707, 445.8961, 0.6751214, 368.8262, 897.4122, 3.66274, 863.7064, 138.1658, 303.3541, 16.80419, 3445.606, 1436.663
103.3, 635.203, 375.1614, 1563.329, 226.1726, 446.7272, 0.01333257, 1870.684, 1542.414, 514.249, 129.1211, 441.9753, 0.6391633, 353.6664, 857.0366, 3.502002, 912.233, 132.1036, 288.2512, 16.01852, 3384.193, 1595.687
103.4, 711.3036, 355.6923, 1475.043, 216.491, 417.8261, 0.01262787, 1850.221, 1558.648, 485.6259, 175.2636, 417.3343, 0.6051204, 339.1296, 818.4775, 3.348318, 896.2953, 126.3075, 273.9001, 15.26958, 3434.728, 1522.604
103.5, 677.8892, 337.2335, 1391.742, 207.2238, 390.7948, 0.01196042, 1857.762, 1485.762, 458.596, 200.7654, 500.9972, 0.5728906, 325.1904, 863.0235, 3.201379, 856.2, 120.7656, 407.6879, 14.55566, 3521.141, 1548.557
103.6, 646.0444, 319.7326, 1313.145, 198.3533, 367.7661, 0.01132825, 1865.867, 1466.94, 433.0706, 202.313, 520.9261, 0.5423775, 311.8241, 943.8111, 3.060887, 817.8983, 115.4669, 387.3906, 13.87512, 3380.546, 1567.566
103.7, 615.6956, 303.1399, 1313.159, 189.8625, 348.2729, 0.01072949, 1881.093, 1398.343, 408.9659, 202.8187, 491.8835, 0.5134896, 299.0072, 1241.967, 2.926561, 821.5085, 110.4007, 368.1038, 13.22639, 3254.55, 1495.771
103.8, 636.7751, 287.4084, 1239, 181.7352, 325.7413, 0.01016238, 2138.323, 1332.953, 386.2029, 302.4468, 464.4601, 0.4861403, 297.2856, 1383.585, 2.79813, 784.7587, 105.5568, 349.7772, 12.608, 3116.089, 1427.264
103.9, 606.8617, 272.4932, 1169.03, 173.9558, 304.6674, 0.009625244, 2038.711, 1337.1, 364.7068, 319.8167, 438.5656, 0.4602476, 285.0663, 1428.161, 2.675335, 772.9161, 100.9254, 366.3191, 12.01852, 3321.815, 1442.028
104, 607.3594, 258.352, 1116.462, 166.5094, 327.5395, 0.009116498, 2053.111, 1274.575, 362.6508, 303.7313, 414.1148, 0.4357341, 273.3492, 1546.235, 2.557929, 738.3401, 96.49723, 348.0814, 11.4566, 3229.805, 1375.983
104.1, 603.5098, 244.9447, 1053.411, 159.3817, 306.3493, 0.008634642, 2012.982, 1214.973, 342.4657, 288.455, 391.0271, 0.4125261, 262.1137, 1476.668, 2.445675, 781.4601, 92.26334, 330.7516, 10.92095, 3178.801, 1312.963
104.2, 607.6071, 232.2332, 993.9214, 280.6311, 286.53, 0.008178255, 1985.864, 1240.238, 323.4041, 273.9469, 369.2267, 0.3905543, 251.3401, 1410.231, 2.338348, 746.5019, 88.21521, 314.2847, 10.41034, 3080.46, 1252.829
104.3, 579.0638, 220.1814, 937.7913, 314.5206, 267.9929, 0.00774599, 2052.668, 1182.242, 305.4034, 260.1686, 348.6416, 0.3697527, 269.8557, 1472.724, 2.23573, 713.1075, 329.5067, 298.6376, 9.923614, 3154.264, 1195.449
104.4, 551.8615, 208.755, 884.8309, 320.5329, 295.2193, 0.007336573, 2149.452, 1209.893, 409.2554, 247.0832, 329.2042, 0.3500591, 268.1354, 1451.796, 2.137616, 751.9753, 960.695, 399.4642, 9.45964, 3387.093, 1205.247
