 , C000, C001, C002, C004, C005, C006, C008, C012, C013, C014, C015, C020, C024, C027, C037, C041, C045, C047, C055, C064, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 23.7386, 0, 0, 59.8335, 0, 17.15308, 0, 0, 0, 0, 0, 0, 14.80774, 34.48663, 0, 0, 32.95161, 53.15927, 0
0.2, 0, 0, 22.01353, 0, 1.525879e-05, 178.3864, 0, 16.30804, 6.103516e-05, 0, 0, 40.51028, 0, 0, 129.5546, 32.7225, 6.103516e-05, 1.525879e-05, 64.19602, 50.18036, 0
0.3, 0, 19.84967, 20.41383, 0, 44.23853, 237.3918, 0, 83.81024, 0, 0, 0, 47.50385, 0, 0, 121.6993, 31.04865, 38.84821, 0, 78.58282, 47.36835, 97.08069
0.4, 33.62456, 157.659, 18.93037, 0, 41.38231, 225.1768, -3.814697e-06, 108.3395, 0, 0, 0, 44.90645, 0, 0, 114.3203, 118.9207, 147.0014, 0, 74.53046, 44.7139, 121.2948
0.5, 47.58702, 187.42, 17.55472, 0, 38.71049, 236.0081, -3.814697e-06, 167.4083, 0, 5.960464e-08, 0, 42.45106, 0, 0, 203.7933, 179.354, 241.6368, 0, 198.0905, 42.20822, 138.8782
0.6, 83.8313, 178.5964, 16.27902, 67.56064, 36.2112, 364.5264, -3.814697e-06, 159.161, 207.9751, 0, 0, 131.0551, 0, 0, 314.9376, 235.347, 299.6735, 1.525879e-05, 264.6243, 39.84293, 131.1972
0.7, 78.8826, 215.3942, 15.09604, 121.8477, 50.8326, 409.7855, 0, 151.32, 456.5933, 0, 0, 175.1153, 0, 0, 295.842, 314.4522, 389.2886, 0, 376.0606, 130.593, 209.2341
0.8, 122.9534, 213.6287, 13.99902, 115.4036, 47.55065, 388.6997, 0, 143.8654, 563.6648, 0, 32.08183, 195.4799, 0, 0, 277.9043, 298.3669, 460.8617, 0, 356.6679, 123.2748, 223.8215
0.9, 115.6953, 284.0251, 12.98172, 109.3003, 44.4806, 368.6989, 3.814697e-06, 204.2382, 527.5901, -5.960464e-08, 30.09921, 184.7915, 0, 0, 318.1103, 283.1044, 544.104, 1.525879e-05, 338.2751, 116.3667, 270.819
1, 108.8656, 270.6535, 12.03835, 103.5198, 41.60876, 349.7272, 3.814697e-06, 194.1765, 493.8241, -5.960464e-08, 28.2391, 231.5518, 0, 0, 435.5896, 268.6227, 711.2058, 7.629395e-06, 320.8309, 109.8457, 255.8407
1.1, 102.4391, 309.0739, 11.16353, 109.5772, 38.92233, 331.7318, 3.814697e-06, 226.7549, 462.2192, -5.960464e-08, 37.54415, 321.7698, 0, 0, 409.1785, 297.3705, 674.5686, 1.525879e-05, 304.2863, 329.5718, 241.6908
1.2, 96.39191, 294.523, 10.35228, 412.0778, 36.40935, 314.6622, 3.814697e-06, 215.584, 432.637, -5.960464e-08, 72.6759, 347.5514, 29.34349, 0, 384.3689, 342.9045, 710.3531, 7.629395e-06, 288.5948, 311.1031, 228.3235
1.3, 90.70174, 352.5464, 9.599991, 390.2845, 77.92773, 478.6885, 3.814697e-06, 204.9634, 446.9341, -5.960464e-08, 68.18459, 328.5481, 27.85081, 0, 361.0635, 325.3637, 701.2861, 7.629395e-06, 273.7125, 293.6694, 215.6955
1.4, 85.34747, 387.775, 8.902367, 369.6436, 72.89642, 538.004, 105.0557, 194.866, 418.3302, -1.192093e-07, 113.5658, 310.5839, 26.43407, 0, 339.1712, 353.4833, 732.2693, 7.629395e-06, 259.5977, 277.2127, 203.766
1.5, 90.55881, 369.519, 8.255436, 350.0945, 68.18993, 510.3207, 265.1291, 185.2661, 432.1794, -1.192093e-07, 106.5475, 293.6019, 74.54881, 0, 318.6063, 335.4014, 694.547, 7.629395e-06, 246.2107, 261.6782, 192.4962
1.6, 85.21297, 352.1224, 7.655518, 331.5792, 63.78732, 484.0618, 243.2164, 223.1304, 478.368, -8.940697e-08, 99.96295, 277.5485, 70.75658, 0, 299.2883, 318.2444, 658.7679, 7.629395e-06, 233.5141, 247.0142, 181.8498
1.7, 80.18272, 335.5449, 7.099194, 314.0431, 59.66896, 459.1541, 223.1148, 212.1381, 447.7523, -8.940697e-08, 140.5908, 262.3728, 228.0768, 0, 281.1416, 301.9651, 666.0042, 7.629395e-06, 221.4722, 233.1719, 171.7921
1.8, 75.4494, 319.7478, 6.5833, 297.4345, 55.81649, 435.528, 204.6746, 212.5339, 419.0961, -8.940697e-08, 131.9024, 248.0269, 304.5337, 0, 264.0951, 347.6877, 688.9531, 7.629395e-06, 210.0513, 220.1053, 162.2908
1.9, 70.99551, 382.3552, 6.104897, 281.7042, 52.21276, 488.0822, 187.7585, 232.0574, 392.2738, -8.940697e-08, 123.7509, 234.4654, 289.0424, 0, 379.7025, 329.9023, 653.4622, 1.525879e-05, 199.2193, 207.771, 153.3149
2, 66.80452, 364.3543, 48.25404, 266.8058, 48.8417, 579.8313, 172.2404, 286.9002, 367.1681, -5.960464e-08, 116.1032, 221.6454, 274.3391, 0, 356.6801, 313.0266, 696.9305, 1.525879e-05, 188.946, 196.1279, 144.8354
2.1, 62.86094, 361.7251, 44.74745, 252.6954, 45.68828, 549.9957, 158.0049, 376.0197, 405.3818, -5.960464e-08, 195.3377, 209.5263, 260.3837, 0, 490.9352, 297.0142, 661.0286, 2.288818e-05, 179.2024, 185.1372, 136.825
2.2, 59.15016, 445.8273, 41.49569, 239.3312, 42.73846, 521.6953, 144.946, 357.4953, 379.4373, -5.960464e-08, 183.266, 198.0699, 247.1383, 0, 500.3843, 345.8032, 654.2728, 1.907349e-05, 169.9612, 174.7624, 129.2575
2.3, 55.65843, 479.5314, 207.0754, 226.6738, 39.9791, 604.0306, 132.9664, 339.8835, 412.4112, -8.940697e-08, 171.9403, 187.2399, 234.5666, 0, 470.0446, 328.1141, 674.0005, 1.907349e-05, 161.1966, 164.969, 122.1086
2.4, 52.37282, 456.9556, 192.0274, 214.6858, 37.39789, 733.4758, 121.9768, 323.1394, 386.0167, -5.960464e-08, 197.5542, 177.0021, 222.6344, 0, 573.318, 311.33, 639.2799, 1.525879e-05, 152.884, 155.7244, 115.3551
2.5, 49.28117, 435.4427, 248.0541, 203.3318, 34.98333, 753.553, 111.8956, 418.9859, 361.3115, -8.940697e-08, 185.3455, 167.324, 211.3092, 0, 538.556, 316.0901, 622.369, 1.525879e-05, 145.0001, 146.9979, 231.099
2.6, 46.37202, 414.9425, 288.7051, 192.5783, 128.5948, 714.7783, 102.6475, 398.3448, 338.1875, -5.960464e-08, 173.8913, 158.1752, 200.5601, 0, 505.9018, 326.7558, 689.5839, 1.525879e-05, 137.5227, 138.7604, 317.6094
2.7, 53.16184, 460.9364, 267.7251, 182.3935, 139.5659, 743.8467, 94.1638, 429.1427, 316.5434, -5.960464e-08, 239.9743, 149.5265, 190.3578, 0, 475.2275, 310.0411, 674.9693, 1.525879e-05, 130.4309, 130.9845, 300.0433
2.8, 100.0425, 439.236, 248.2697, 172.7473, 169.122, 910.2449, 86.38125, 473.0629, 296.2845, -5.960464e-08, 337.8599, 141.3508, 180.6745, 0, 446.4131, 304.2794, 640.1987, 1.144409e-05, 123.7048, 123.6443, 283.4487
2.9, 108.468, 418.5572, 230.2281, 163.6113, 160.6375, 973.6988, 79.24193, 449.7578, 277.3222, 65.33345, 407.2366, 335.6104, 171.4837, 0, 573.2487, 288.7145, 607.2193, 1.144409e-05, 117.3256, 116.7155, 267.7719
3, 102.065, 428.1696, 213.4976, 154.9585, 182.8558, 923.5964, 72.69266, 427.6008, 259.5735, 139.7233, 382.0697, 555.5828, 162.7605, 0, 659.0776, 357.1958, 701.4036, 1.144409e-05, 111.2753, 110.175, 252.9621
3.1, 96.0399, 408.0118, 197.9829, 146.7633, 177.0647, 876.0722, 66.68468, 572.7815, 242.9607, 131.7431, 358.4582, 674.4879, 154.481, 122.3111, 619.1158, 338.924, 665.2712, 306.8454, 260.1924, 104.0009, 238.9714
3.2, 101.9366, 388.803, 183.5956, 139.0015, 191.7999, 830.9933, 61.17326, 1128.579, 227.4111, 192.3523, 336.3058, 758.5825, 146.6227, 161.8492, 604.9851, 500.358, 651.8959, 289.3077, 246.7747, 98.1729, 225.7545
3.3, 95.91911, 490.3466, 170.2538, 131.6502, 179.4165, 788.2339, 56.11735, 1321.977, 212.8568, 181.3663, 315.5224, 717.105, 139.1642, 154.5486, 600.1143, 576.6094, 618.314, 365.3073, 234.049, 92.67145, 283.8845
3.4, 90.25685, 467.2615, 157.8816, 124.6876, 185.6951, 747.6748, 130.0128, 1306.941, 199.2338, 329.4472, 296.0234, 861.7565, 132.085, 245.3845, 563.7276, 644.8423, 671.2836, 344.4282, 285.6919, 87.47829, 311.1072
3.5, 84.92885, 445.2634, 146.4084, 118.0933, 173.7059, 709.2027, 155.7133, 1388.753, 186.4828, 874.0914, 277.7294, 1540.435, 125.366, 324.908, 591.1977, 732.8226, 818.5223, 903.6956, 564.6815, 380.1185, 293.9007
3.6, 79.91536, 424.3008, 135.769, 111.8478, 327.74, 672.7102, 194.7327, 1320.337, 174.5479, 1334.905, 260.5659, 1769.559, 118.9887, 636.0901, 603.3921, 695.3362, 837.9246, 1419.745, 635.1841, 414.1296, 277.6458
3.7, 75.19783, 404.3253, 125.9028, 105.9325, 306.5798, 638.0955, 178.6382, 1255.292, 163.3767, 1583.277, 361.7328, 1842.645, 112.9359, 663.018, 650.2892, 751.5147, 794.7596, 1547.056, 602.4288, 390.9225, 262.2899
3.8, 70.75878, 385.29, 116.7535, 100.3301, 286.7858, 605.2618, 203.4375, 1405.616, 152.9206, 1492.851, 354.8122, 1741.893, 107.191, 633.111, 610.8602, 713.0721, 753.8181, 1508.398, 571.3627, 508.217, 345.4128
3.9, 66.58178, 367.151, 108.2691, 95.02402, 268.2698, 574.1177, 215.117, 1355.404, 143.1336, 1595.779, 332.8851, 1704.788, 101.7383, 663.6836, 573.822, 676.596, 845.5547, 1658.566, 730.6742, 515.7631, 326.3089
4, 62.65134, 367.2113, 100.4013, 89.99853, 323.1188, 544.576, 207.0024, 1360.689, 133.973, 1504.639, 312.3131, 1765.901, 96.56293, 633.7466, 539.0295, 641.9858, 801.9966, 1563.771, 692.9947, 562.4638, 454.9112
4.1, 58.95293, 349.9234, 93.10519, 85.23882, 302.257, 516.5545, 189.8938, 1293.656, 125.3987, 1418.703, 293.0124, 1669.346, 91.65086, 605.16, 667.2484, 898.3984, 966.5948, 1573.483, 657.2583, 530.9443, 429.7513
4.2, 55.47285, 433.0944, 86.3393, 80.73083, 282.7421, 597.7178, 319.9395, 1229.925, 117.3732, 1337.676, 274.9045, 1648.635, 86.98867, 595.3767, 734.6237, 870.6833, 916.8014, 1483.55, 623.3647, 501.191, 523.5509
4.3, 52.1982, 412.7048, 80.06508, 76.46125, 264.4871, 641.6888, 309.7089, 1256.662, 109.8612, 1261.276, 257.9156, 1572.03, 82.56364, 590.0123, 718.8711, 983.8129, 869.5731, 1398.758, 591.2189, 473.1052, 494.5947
4.4, 69.88026, 481.6829, 74.2468, 72.41748, 247.4108, 608.6703, 317.0008, 1194.754, 102.8301, 1210.121, 241.9767, 1696.401, 78.3637, 563.3984, 941.647, 1041.497, 853.726, 1420.817, 621.0005, 446.5931, 467.24
4.5, 65.75511, 459.0057, 68.85133, 68.58757, 231.437, 619.3679, 290.801, 1225.39, 221.8764, 1152.291, 253.8912, 1607.29, 74.37741, 537.985, 1221.582, 988.2207, 809.7469, 1428.666, 588.9766, 421.5668, 537.5426
4.6, 61.87349, 553.3345, 63.84795, 64.96021, 244.8768, 701.4028, 266.7665, 1697.406, 207.6763, 1086.479, 238.2009, 1585.917, 70.5939, 609.4392, 1283.642, 1006.096, 835.5455, 1410.567, 609.1393, 397.9429, 507.8125
4.7, 58.22099, 604.0731, 59.20816, 61.52469, 229.0666, 665.3116, 244.7186, 2125.397, 194.3849, 1141.558, 223.4803, 1676.532, 67.00286, 752.8929, 1432.05, 1000.388, 815.2767, 1405.433, 612.4376, 375.6429, 562.045
4.8, 54.78411, 601.3195, 54.90555, 58.27086, 214.2772, 631.0776, 224.4928, 2128.494, 181.9442, 1076.359, 209.6694, 1602.232, 63.59449, 775.1064, 1483.641, 1011.427, 879.4512, 1325.106, 610.8917, 527.9076, 530.9597
4.9, 88.73708, 573.01, 50.9156, 55.18912, 200.4426, 598.6051, 266.7735, 2156.149, 170.2997, 1174.073, 196.7121, 1514.626, 60.3595, 772.3109, 1469.445, 993.6895, 896.5474, 1386.941, 579.3892, 768.1327, 604.1805
5, 83.49879, 546.0333, 47.2156, 52.27036, 187.5012, 567.8035, 313.3994, 2103.465, 159.4005, 1263.812, 184.5554, 1431.81, 57.28907, 765.3433, 1486.137, 972.3179, 850.3624, 1413.981, 597.3922, 890.8226, 587.176
5.1, 110.4042, 551.5326, 43.78447, 49.50596, 175.3954, 538.5867, 287.4972, 2031.155, 149.1988, 1191.631, 221.983, 1360.632, 54.37482, 730.8207, 1396.028, 922.5804, 868.0296, 1333.165, 614.506, 840.9025, 554.7009
5.2, 117.8452, 549.0221, 40.60268, 46.88776, 164.0712, 510.8734, 263.7359, 1944.137, 608.3184, 1153.615, 254.1147, 1472.673, 51.60883, 905.16, 1311.383, 875.3872, 872.6365, 1256.968, 645.6387, 793.7797, 524.0218
5.3, 110.8886, 523.1747, 37.65211, 44.40803, 153.4781, 484.586, 241.9384, 2134.033, 569.3858, 1185.372, 306.501, 1474.097, 48.98354, 864.3306, 1231.87, 840.786, 827.6833, 1185.126, 612.3444, 749.2977, 620.1542
5.4, 104.3427, 498.5443, 34.91596, 42.05944, 143.5689, 459.6513, 301.4469, 2028.901, 532.9449, 1159.222, 287.5595, 1393.497, 46.49179, 825.343, 1237.835, 888.1341, 785.0458, 1117.39, 580.7669, 707.3083, 585.8551
5.5, 98.18317, 475.0733, 32.37864, 39.83506, 134.2995, 435.9996, 276.5326, 1928.949, 498.8363, 1093.014, 269.7886, 1317.304, 44.1268, 788.114, 1247.978, 868.4962, 744.6047, 1053.525, 550.8179, 667.6719, 553.453
5.6, 92.38725, 452.7074, 30.0257, 37.72832, 162.2675, 413.565, 253.6775, 1833.921, 521.2661, 1055.437, 253.1159, 1411.667, 41.88211, 752.5643, 1299.794, 824.0696, 706.247, 1113.969, 594.7587, 679.364, 596.6247
5.7, 86.93349, 516.0754, 27.84376, 35.73301, 151.7909, 392.2847, 232.7113, 1845.233, 487.9049, 1062.638, 250.8769, 1334.48, 39.7516, 718.6182, 1305.885, 781.9155, 669.8652, 1152.43, 564.0881, 734.204, 563.627
5.8, 81.80166, 491.7791, 25.82037, 33.84321, 141.9906, 372.0994, 213.478, 1851.807, 456.6788, 1121.528, 235.3729, 1304.598, 110.4774, 686.2032, 1226.705, 834.8412, 635.3575, 1086.563, 641.4612, 693.0605, 559.592
5.9, 76.97278, 509.4862, 23.94402, 32.05336, 132.8232, 352.9528, 291.3098, 1788.313, 427.4513, 1115.932, 279.934, 1369.622, 104.8575, 655.2505, 1347.259, 792.1362, 695.2337, 1082.762, 608.3823, 766.2033, 655.0421
6, 72.42896, 515.6132, 22.20403, 30.35817, 124.2476, 334.7914, 267.2334, 1700.213, 400.0942, 1082.995, 262.6343, 1294.735, 99.52349, 625.6939, 1265.571, 766.503, 659.4192, 1072.113, 577.0092, 976.6917, 618.8134
6.1, 68.15336, 491.3386, 20.59047, 28.75263, 116.2257, 317.5645, 245.1468, 1679.373, 374.4881, 1056.22, 319.2144, 1223.942, 94.46082, 597.4705, 1233.86, 737.3597, 625.4497, 1010.837, 547.2538, 921.9595, 584.5885
6.2, 64.13016, 478.7803, 19.09418, 27.232, 108.7217, 301.224, 224.8857, 1596.64, 350.5207, 1025.875, 350.1522, 1270.039, 149.3623, 570.5203, 1275.241, 699.6412, 593.2301, 1060.496, 578.2222, 870.2944, 552.2564
6.3, 60.34445, 456.2399, 17.70662, 25.79179, 101.7021, 285.7243, 252.1231, 1517.982, 328.0873, 1153.214, 362.5309, 1200.597, 155.9221, 544.7856, 1197.919, 697.7724, 562.6703, 999.8835, 650.8802, 821.5246, 521.7125
6.4, 56.78222, 434.7606, 16.41989, 24.42776, 95.13585, 271.0222, 231.2854, 1502.413, 307.0896, 1087.349, 340.1268, 1134.951, 147.9905, 520.2119, 1253.596, 662.0789, 533.6848, 942.7351, 617.3156, 775.4877, 492.858
6.5, 53.43027, 414.2925, 15.22667, 23.13586, 88.9935, 257.0765, 295.3601, 1475.2, 287.4358, 1025.247, 319.1073, 1072.894, 140.4624, 496.7465, 1295.324, 652.1818, 506.1924, 888.853, 585.4818, 732.0306, 465.5993
6.6, 55.4823, 394.7881, 14.12015, 21.91228, 83.24773, 243.8485, 270.9489, 1451.802, 269.0398, 992.574, 299.3868, 1064.877, 144.7507, 474.3396, 1262.206, 618.8204, 607.5206, 838.0505, 555.2895, 691.0089, 439.8482
6.7, 52.20709, 376.2019, 13.09405, 20.75342, 77.87292, 231.3011, 248.5553, 1530.028, 251.8212, 1133.067, 280.8849, 1006.652, 137.3874, 452.9434, 1278.615, 587.1656, 576.2246, 790.1517, 638.8759, 652.2859, 415.5214
6.8, 49.12522, 358.4907, 12.14252, 19.65584, 72.84513, 219.3993, 228.0124, 1454.652, 235.7045, 1298.522, 263.5265, 951.6104, 130.3986, 432.5124, 1247.321, 557.1301, 546.5408, 744.9905, 629.6985, 615.7329, 392.54
6.9, 51.50908, 341.6134, 11.26013, 18.61631, 68.14196, 208.11, 209.1674, 1476.118, 220.6194, 1224.358, 247.2408, 899.5787, 123.7654, 413.0029, 1303.572, 528.6309, 518.3861, 702.4105, 597.2261, 581.2283, 370.8296
7, 48.46842, 384.6656, 10.44186, 17.63176, 63.74244, 197.4015, 191.8799, 1547.065, 247.5429, 1154.431, 231.9615, 850.3918, 117.4696, 394.3734, 1224.532, 582.6484, 491.6819, 718.4244, 721.2469, 548.6572, 350.32
7.1, 45.60725, 366.556, 9.68306, 16.69927, 202.6272, 187.2441, 176.0213, 1470.85, 271.5146, 1328.493, 217.6265, 909.846, 111.494, 376.5843, 1150.286, 679.5662, 466.3532, 722.8958, 684.0536, 517.9114, 330.9447
7.2, 42.91498, 349.299, 47.90564, 15.81611, 390.8733, 177.6093, 161.4733, 1520.195, 296.4766, 1260.116, 340.2237, 914.9423, 105.8224, 359.5976, 1080.541, 644.8041, 442.3294, 740.2043, 648.7782, 488.8885, 443.3951
7.3, 40.38164, 332.8543, 62.32242, 14.97965, 447.2695, 168.4703, 148.1277, 1472.722, 306.3519, 1188.146, 319.1982, 950.7078, 100.4393, 343.3771, 1015.024, 611.8201, 419.5431, 697.8979, 615.3219, 461.492, 418.8721
7.4, 54.59468, 317.1839, 57.79349, 14.18743, 630.8416, 159.8016, 135.8851, 1480.473, 304.3323, 1142.735, 416.1913, 898.7254, 95.33006, 327.8883, 953.4805, 580.5234, 397.9306, 658.0095, 583.5909, 435.6308, 395.7054
7.5, 51.37187, 426.6104, 98.39899, 13.4371, 738.1572, 381.3284, 124.6543, 1407.539, 336.7292, 1077.469, 390.4711, 849.5853, 90.48071, 313.0981, 895.6682, 626.2463, 377.4315, 620.4009, 683.9556, 411.2188, 538.166
7.6, 48.33931, 406.5261, 91.2484, 12.72646, 700.3684, 361.7069, 114.3517, 1451.957, 385.2923, 1066.666, 366.3403, 839.3975, 85.87804, 298.9751, 841.3613, 594.2116, 357.9884, 584.9419, 648.6852, 388.1747, 508.4014
7.7, 45.48576, 484.3901, 146.5163, 12.0534, 655.1498, 620.1107, 104.9007, 1380.427, 360.6334, 1159.87, 372.2587, 956.7327, 81.50951, 285.4892, 790.3471, 563.8156, 339.5469, 551.5095, 641.6915, 366.4221, 692.2158
7.8, 42.80066, 570.1291, 135.869, 11.41594, 612.8508, 588.2025, 96.23075, 1453.072, 337.5528, 1221.337, 349.2534, 904.4208, 77.3632, 272.6115, 883.2849, 683.6297, 322.0554, 519.988, 608.6006, 345.8884, 698.0419
7.9, 44.86049, 543.288, 125.9955, 10.81219, 573.2827, 698.1838, 88.27737, 1402.693, 315.9493, 1151.582, 386.069, 905.0858, 194.5049, 260.3147, 1066.73, 648.6596, 305.465, 490.268, 612.6941, 326.5054, 659.4351
8, 42.21231, 562.3346, 307.1726, 10.24037, 536.2693, 662.2583, 80.98134, 1449.121, 295.7285, 1085.811, 362.2103, 855.5978, 184.6106, 248.5726, 1139.117, 693.0349, 289.7292, 462.2467, 581.0986, 308.2086, 666.3793
8.1, 39.72044, 548.0555, 667.1046, 9.698792, 501.6456, 666.6289, 74.28831, 1402.373, 276.8018, 1023.796, 339.826, 808.8158, 175.2197, 237.3602, 1266.968, 657.5838, 274.804, 435.8269, 634.292, 290.9371, 629.5237
8.199999999999999, 37.37568, 522.2537, 634.6316, 9.185857, 469.2574, 791.7479, 68.14846, 1333.286, 259.0864, 1065.656, 408.6405, 795.0109, 166.3064, 226.6535, 1233.193, 623.9461, 260.6477, 410.9172, 601.5827, 274.6335, 660.6688
8.300000000000001, 35.16934, 497.6666, 588.5134, 8.700048, 438.9603, 751.0079, 62.51606, 1370.941, 242.5047, 1004.792, 383.3869, 888.0927, 157.8466, 216.4298, 1450.141, 592.0291, 247.2206, 387.4312, 570.5602, 259.2435, 624.1289
8.4, 33.09324, 474.237, 545.7465, 8.239933, 410.6192, 712.3643, 57.34917, 1303.402, 226.9844, 947.4048, 359.6939, 839.5339, 149.817, 206.6672, 1409.511, 561.7447, 234.4852, 470.2682, 541.1374, 825.6061, 615.1383
8.5, 31.13969, 513.6036, 506.0874, 7.804152, 384.108, 675.7091, 52.60931, 1384.049, 212.4573, 907.2224, 337.4652, 809.856, 142.196, 197.345, 1324.048, 533.0095, 222.4059, 639.4351, 513.2319, 807.5892, 581.1166
8.6, 68.90572, 489.4237, 469.3104, 7.391417, 370.3405, 640.9401, 48.26121, 1548.37, 198.86, 1150.993, 316.6101, 811.7773, 134.9626, 188.4433, 1406.421, 505.7442, 316.4495, 630.1715, 486.7655, 910.9489, 548.9766
8.699999999999999, 64.83811, 493.0547, 435.2059, 7.000511, 346.4298, 607.9601, 44.27247, 1472.09, 186.1329, 1170.933, 408.2734, 815.5829, 128.0972, 179.9431, 1321.145, 596.7327, 383.498, 594.154, 461.6639, 859.9009, 518.6141
8.800000000000001, 61.01061, 590.5875, 403.5798, 6.630278, 461.2129, 618.6572, 40.6134, 1491.434, 174.2203, 1104.057, 407.8989, 814.0102, 121.581, 171.8264, 1241.041, 566.2077, 363.7424, 560.1951, 437.8568, 811.7135, 489.9309
8.9, 57.40906, 562.7833, 374.252, 6.279625, 431.4352, 586.8238, 37.25674, 1417.96, 163.0702, 1041, 575.7184, 769.5021, 115.3963, 164.0758, 1211.43, 537.2442, 345.0045, 732.2562, 415.2773, 766.2264, 462.8341
9, 54.02011, 536.2881, 347.0553, 5.947517, 414.216, 575.4191, 34.17751, 1392.464, 152.6336, 1044.889, 540.1396, 746.2592, 109.5262, 156.6748, 1275.412, 509.7623, 327.2318, 690.404, 393.8622, 723.2884, 437.236
9.1, 50.83122, 511.0403, 321.8351, 5.632974, 413.6447, 545.8105, 31.35277, 1497.763, 142.865, 985.2119, 562.3564, 705.4556, 103.9547, 149.6076, 1198.08, 509.4661, 310.3747, 650.944, 373.5515, 682.7565, 413.0536
9.199999999999999, 47.83057, 487.9405, 298.4475, 5.335065, 386.9381, 664.0399, 28.76149, 1423.977, 133.7216, 928.9427, 527.6033, 715.2587, 98.66665, 142.8592, 1172.941, 526.1545, 294.386, 613.7392, 354.2881, 644.496, 437.6606
9.300000000000001, 58.54201, 638.7294, 276.7595, 5.052912, 361.9558, 645.384, 26.38439, 1353.826, 125.1634, 875.8875, 494.9979, 676.1501, 93.64757, 136.4152, 1101.822, 499.2398, 333.8557, 662.3384, 420.093, 608.3795, 413.4547
9.4, 55.08618, 608.6587, 256.6476, 86.91299, 338.5865, 650.3569, 24.20374, 1317.639, 117.1529, 825.8622, 464.4074, 671.6251, 88.8838, 130.2619, 1035.016, 608.9841, 419.8234, 624.4824, 440.6286, 574.287, 390.5876
9.5, 51.83435, 585.1933, 237.9972, 294.5227, 424.1211, 833.9401, 22.20333, 1301.793, 109.6551, 778.6942, 435.7075, 729.9926, 84.36237, 124.3861, 1027.291, 621.353, 398.1965, 588.7901, 417.9062, 542.1049, 368.9853
9.6, 77.4869, 632.9346, 220.7021, 278.9464, 427.3293, 791.0291, 20.36825, 1237.661, 102.6371, 750.9182, 437.5523, 690.0784, 115.6547, 118.7754, 1159.119, 622.2068, 413.076, 555.1378, 422.3224, 511.7262, 348.5776
9.699999999999999, 72.91272, 603.1368, 204.6638, 264.1939, 409.6782, 750.3262, 18.68483, 1296.033, 96.06831, 708.0304, 457.0655, 652.3466, 109.7715, 113.4177, 1143.685, 590.3787, 391.7967, 523.4088, 400.544, 483.0499, 361.7498
9.800000000000001, 68.60857, 599.3902, 189.791, 250.2216, 409.0209, 711.7177, 17.14055, 1232.185, 89.91991, 708.2145, 428.8192, 616.6778, 104.1875, 108.3018, 1119.328, 620.0174, 638.6526, 493.4933, 550.4439, 604.8818, 341.7424
9.9, 64.55849, 571.1716, 175.999, 236.9883, 382.6129, 675.0957, 15.7239, 1220.012, 84.165, 721.4729, 402.3186, 582.9594, 165.087, 103.4166, 1051.46, 588.3014, 605.7529, 465.2877, 522.0585, 689.0856, 322.8415
10, 60.7475, 544.2814, 163.2093, 224.4548, 357.9099, 640.3582, 32.71065, 1159.909, 78.77842, 721.1238, 377.4557, 551.0845, 242.196, 98.75174, 1126.167, 558.2077, 574.5479, 438.6941, 495.1369, 858.8749, 446.5313
10.1, 57.16148, 518.6572, 151.349, 212.5841, 334.8018, 607.4081, 30.00714, 1102.767, 73.73657, 679.9377, 378.6887, 674.2, 308.2751, 94.29732, 1178.395, 529.6534, 544.9506, 413.6205, 571.6451, 905.6447, 421.8348
10.2, 53.78715, 494.2394, 140.3506, 201.3413, 313.1856, 576.1536, 114.2036, 1292.623, 69.01741, 753.1989, 426.2718, 793.4026, 292.5934, 90.04382, 1106.945, 679.7328, 516.8778, 547.2054, 542.1664, 854.8939, 398.5042
10.3, 50.61201, 470.9712, 130.1514, 190.693, 462.9178, 546.5071, 373.2108, 1257.519, 64.60028, 710.1809, 464.7374, 839.1358, 277.7095, 85.98219, 1039.828, 644.9622, 490.2512, 515.9298, 514.2079, 806.9871, 376.464
10.4, 47.6243, 448.7983, 120.6934, 180.6079, 433.115, 518.3862, 400.2548, 1307.042, 60.46584, 669.6198, 455.5046, 862.8535, 263.5827, 82.10376, 1158.057, 635.5994, 464.9963, 486.4418, 636.0361, 761.7649, 355.6428
10.5, 44.81296, 428.9209, 111.9227, 171.0562, 405.1513, 491.7123, 367.1741, 1242.651, 56.59601, 638.2599, 427.3548, 856.9291, 250.1745, 78.40028, 1087.841, 603.0862, 441.0424, 458.6392, 603.2368, 719.0768, 335.9731
10.6, 42.16758, 408.7278, 103.7893, 162.0096, 378.9932, 466.4109, 336.8276, 1181.433, 52.97385, 652.3588, 400.9447, 810.0742, 237.4483, 74.86386, 1097.852, 572.2363, 418.3224, 432.4257, 572.129, 678.781, 317.3913
10.7, 39.67836, 408.0988, 96.24702, 153.4415, 354.5239, 442.4115, 308.9891, 1164.297, 49.58351, 615.1002, 407.1899, 836.3288, 225.3696, 71.48695, 1064.803, 602.8998, 396.7728, 407.7104, 542.6254, 640.7432, 299.8372
