 , C000, C002, C003, C004, C005, C010, C015, C017, C018, C019, C021, C022, C024, C027, C030, C060, C075
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
117.9, 207.8655, 827.7874, 0.8471283, 298.6028, 256.0761, 29.28826, 885.814, 1639.017, 2430.783, 3002.646, 486.8676, 2393.201, 1088.902, 621.6821, 662.6568, 103.1789, 0.4325362
118, 210.5486, 883.3829, 0.7863922, 283.0397, 240.2473, 27.64674, 837.4662, 1632.504, 2410.374, 3016.499, 458.9334, 2279.179, 1016.852, 587.4514, 627.6121, 97.46292, 0.4103677
118.1, 261.3921, 927.3706, 0.7300107, 268.2878, 225.3969, 26.09722, 791.7571, 1543.768, 2471.47, 2872.933, 432.602, 2299.122, 949.569, 555.1055, 594.4208, 92.06358, 0.3893354
118.2, 244.6618, 884.1969, 0.6776715, 254.3047, 211.4644, 24.63455, 748.5429, 1459.855, 2397.252, 2825.283, 436.7719, 2274.212, 886.738, 524.5406, 562.9847, 86.96335, 0.369381
118.3, 293.8719, 881.4833, 0.6290848, 241.0505, 198.3931, 23.25386, 707.6873, 1451.937, 2293.114, 2862.072, 478.0882, 2397.609, 913.3765, 495.6587, 533.2112, 82.14567, 0.3504494
118.4, 275.0628, 840.4459, 0.5839817, 228.487, 186.1298, 21.95055, 669.0616, 1474.553, 2340.93, 2874.186, 450.6578, 2324.437, 892.1686, 554.7684, 505.0123, 77.59489, 0.332488
118.5, 257.4575, 929.9445, 0.5421123, 216.5784, 174.6246, 20.72029, 760.8359, 1394.402, 2272.97, 2737.393, 458.6082, 2249.217, 941.3295, 543.48, 478.3047, 73.29621, 0.3154472
118.6, 240.979, 1037.006, 0.5032448, 258.6398, 163.8305, 19.55898, 819.6778, 1318.608, 2330.217, 2656.103, 432.2954, 2316.027, 879.0438, 782.9064, 453.0095, 69.23568, 0.2992798
118.7, 225.5553, 988.7278, 0.4671639, 304.7022, 191.2292, 18.46276, 774.9396, 1340.636, 2262.271, 2622.114, 407.4924, 2311.462, 820.8793, 760.6172, 507.4509, 65.40009, 0.283941
118.8, 211.1187, 942.6976, 0.4336699, 288.8212, 211.6905, 17.42798, 732.6433, 1267.765, 2276.07, 2717.256, 384.1124, 2227.272, 766.5634, 848.2275, 514.2474, 61.777, 0.2693883
118.9, 283.6542, 898.8104, 0.4025773, 310.5076, 292.4403, 16.45119, 692.6555, 1198.855, 2224.924, 2668.363, 362.0739, 2189.771, 715.8416, 921.4655, 559.3471, 58.35462, 0.2555816
119, 265.499, 856.9662, 0.3737139, 403.7188, 274.3637, 15.52915, 654.8503, 1133.69, 2235.109, 2575.36, 341.2998, 2145.879, 668.4758, 940.3682, 529.766, 55.12183, 0.2424824
119.1, 248.5058, 817.0702, 0.34692, 382.6771, 351.2144, 14.65879, 695.0168, 1072.068, 2218.16, 2452.79, 385.7139, 2087.438, 624.2442, 1132.449, 501.7493, 52.06814, 0.2300546
119.2, 232.6003, 870.2871, 0.3220471, 362.7321, 329.5048, 13.83721, 779.2869, 1098.423, 2136.108, 2437.9, 363.5835, 2046.564, 582.9393, 1070.095, 475.2142, 49.18362, 0.2182638
119.3, 217.7128, 829.7709, 0.2989574, 457.9363, 309.1371, 13.06168, 736.7533, 1038.717, 2145.114, 2619.537, 342.7228, 2036.826, 544.3674, 1011.174, 450.0825, 46.4589, 0.2070772
119.4, 256.1922, 829.7974, 0.2775232, 434.0688, 290.0284, 12.32961, 696.5412, 1033.496, 2114.828, 2568.193, 323.059, 2038.388, 508.3478, 1159.079, 556.5916, 43.88513, 0.196464
119.5, 309.7007, 791.1662, 0.2576258, 411.4453, 402.7869, 11.63857, 658.5239, 1232.897, 2158.017, 2538.571, 618.0624, 2108.397, 474.7115, 1152.564, 656.1201, 41.45394, 0.1863948
119.6, 299.9221, 872.8295, 0.2391549, 390.0009, 419.9056, 10.98627, 713.5641, 1379.34, 2285.298, 2514.541, 609.6725, 2211.033, 592.5032, 1089.103, 621.4211, 359.8542, 0.1768416
119.7, 377.0928, 832.1949, 0.2220084, 369.6743, 428.2198, 10.37052, 703.1787, 1595.01, 2312.8, 2512.765, 853.3715, 2308.487, 615.5623, 1275.96, 797.1839, 339.9186, 0.167778
119.8, 415.6428, 793.4521, 0.2060912, 350.407, 499.1404, 9.789283, 865.7986, 1636.729, 2284.073, 2688.068, 993.0922, 2238.895, 615.0918, 1249.176, 755.0247, 699.6882, 0.159179
119.9, 389.0397, 756.5129, 0.1913152, 332.1439, 483.4431, 9.240623, 891.0246, 1810.659, 2294.931, 2560.133, 936.1133, 2150.608, 574.3925, 1180.395, 868.4925, 660.9262, 0.1510207
120, 502.0744, 721.2935, 0.1775985, 314.8327, 638.9609, 8.722714, 1023.987, 1938.572, 2238.767, 2590.061, 997.5811, 2219.865, 536.3861, 1327.244, 822.5622, 624.3116, 0.1432805
120.1, 494.7317, 687.7137, 0.1648653, 298.4237, 599.4647, 8.233832, 968.098, 1859.796, 2242.118, 2778.629, 1058.408, 2244.05, 500.8946, 1320.503, 779.0609, 589.7254, 0.1359371
120.2, 556.7352, 655.6972, 0.1530451, 282.87, 661.8141, 7.772351, 915.2591, 1917.361, 2239.189, 2646.384, 1165.947, 2153.829, 566.2327, 1387.913, 737.8602, 557.0552, 0.12897
120.3, 529.3895, 625.1712, 0.1420723, 268.1269, 620.9053, 7.336735, 865.3041, 2105.528, 2141.917, 2756.358, 1099.051, 2277.672, 564.0988, 1311.493, 947.4316, 526.1949, 0.12236
120.4, 495.5061, 596.0663, 0.1318862, 254.1523, 708.8032, 6.925533, 818.0757, 2359.298, 2077.704, 2625.173, 1194.755, 2199.529, 560.3834, 1239.28, 1203.861, 497.0443, 0.1160887
120.5, 522.5092, 568.3165, 0.1224304, 240.9059, 681.4971, 6.537378, 773.425, 2451.52, 2031.083, 2500.232, 1331.271, 2163.259, 824.9832, 1171.043, 1140.195, 469.5086, 0.1101389
120.6, 489.0662, 541.8585, 0.1136526, 228.35, 639.3716, 6.170978, 731.2114, 2523.567, 2080.655, 2702.239, 1254.889, 2060.192, 770.3958, 1233.092, 1079.895, 443.4983, 0.104494
120.7, 457.7637, 516.6323, 0.1055041, 216.4485, 599.8501, 5.825113, 691.3018, 2386.396, 1990.27, 2573.629, 1182.89, 2225.079, 719.4203, 1165.197, 1022.785, 418.929, 0.09913845
120.8, 428.4648, 492.5805, 0.09793985, 205.1673, 562.7715, 5.498633, 653.5704, 2411.198, 2005.431, 2451.141, 1115.021, 2210.785, 671.8178, 1101.039, 968.6948, 395.7207, 0.09405737
120.9, 401.041, 469.6484, 0.09091791, 194.474, 527.9849, 5.190452, 617.8984, 2298.893, 2177.933, 2334.482, 1051.046, 2204.794, 627.3651, 1040.415, 917.4652, 373.7982, 0.08923671
121, 400.8469, 447.784, 0.08439942, 184.3381, 495.3486, 4.899543, 584.1734, 2259.772, 2240.04, 2223.375, 990.7423, 2248.41, 585.8536, 1048.129, 868.9449, 353.0902, 0.08466312
121.1, 375.1909, 426.9374, 0.07834828, 174.7305, 464.7296, 4.624938, 741.1598, 2136.941, 2188.753, 2244.506, 933.8982, 2141.286, 547.0889, 990.4174, 822.9907, 333.5294, 0.08032393
121.2, 351.1769, 407.0613, 0.07273099, 165.6236, 436.0032, 4.365725, 700.7072, 2020.786, 2142.086, 2137.682, 880.3156, 2075.425, 510.8892, 935.8836, 779.4667, 315.0522, 0.07620714
121.3, 328.7, 388.1106, 0.06751643, 156.9914, 409.0525, 4.121039, 662.4625, 1910.944, 2049.033, 2035.942, 829.8073, 2017.196, 477.0847, 884.3525, 738.2446, 297.5986, 0.07230134
121.4, 307.6617, 370.0421, 0.06267574, 148.8091, 383.7677, 3.890067, 626.3052, 1954.609, 2140.364, 1939.044, 782.1968, 1921.089, 445.5171, 835.6589, 699.2024, 281.112, 0.06859573
121.5, 287.9699, 352.8148, 0.05818212, 141.0532, 360.0459, 3.672041, 592.1213, 1922.051, 2094.083, 1846.758, 737.3181, 1934.263, 416.0381, 789.6463, 662.225, 265.5387, 0.06508004
121.6, 269.5385, 336.3895, 0.05401066, 133.7015, 369.1685, 3.466234, 559.8033, 1817.576, 2003.115, 2117.559, 695.0143, 2048.837, 388.5098, 844.3923, 627.2031, 250.8281, 0.06174453
121.7, 252.2868, 556.1245, 0.05013829, 126.7331, 375.3756, 3.271962, 529.2491, 1718.781, 2068.375, 2199.754, 655.1376, 2145.959, 362.8029, 971.1065, 594.0334, 236.9325, 0.05857998
121.8, 336.1568, 530.2341, 0.04654355, 120.1278, 352.1725, 3.088579, 500.3626, 1690.246, 1978.523, 2276.144, 617.549, 2190.375, 338.797, 917.636, 562.6179, 223.8067, 0.05557762
121.9, 369.296, 543.2062, 0.04320655, 113.8668, 330.4037, 2.915473, 473.0528, 1782.77, 1941.576, 2223.148, 582.1169, 2179.006, 316.3795, 867.1097, 532.8638, 211.408, 0.05272913
122, 345.6593, 556.9578, 0.04010879, 107.9321, 327.0381, 2.75207, 447.2335, 1914.921, 1969.197, 2444.555, 548.7178, 2251.908, 295.4453, 819.3655, 504.6832, 199.6963, 0.05002664
122.1, 323.5356, 589.546, 0.03723313, 102.3067, 306.8229, 2.597825, 422.8234, 1907.855, 1883.654, 2513.768, 517.235, 2157.357, 275.8964, 839.1872, 477.993, 188.6333, 0.04746266
122.2, 302.8278, 562.0997, 0.03456365, 96.97451, 287.8572, 2.452224, 399.7456, 2053.879, 1840.521, 2598.424, 564.2622, 2161.427, 257.6409, 792.9803, 706.0959, 178.1832, 0.04503008
122.3, 283.4454, 722.6832, 0.03208555, 91.92023, 270.0639, 2.314785, 377.9275, 2017.879, 1851.556, 2474.756, 531.8875, 2170.567, 240.5933, 749.3177, 668.7539, 168.3121, 0.04272218
122.4, 265.3036, 689.0387, 0.02978513, 87.12939, 300.1163, 2.185048, 357.3001, 1908.195, 1771.123, 2474.885, 501.3703, 2144.452, 224.6738, 708.0593, 633.3868, 158.9877, 0.04053257
122.5, 248.3229, 743.4258, 0.02764964, 82.58823, 281.5652, 2.062583, 337.7986, 1881.228, 1694.184, 2357.096, 472.6041, 2148.328, 209.8076, 669.0725, 599.8901, 150.18, 0.03845518
122.6, 232.4291, 774.1471, 0.02566726, 78.28377, 273.1082, 1.946981, 480.9769, 1778.973, 1753.471, 2647.597, 445.4883, 2066.461, 195.925, 809.5403, 568.1648, 141.8602, 0.03648426
122.7, 217.5526, 738.1067, 0.02382701, 74.20365, 256.2265, 1.837859, 454.7251, 1682.275, 1752.847, 2521.589, 419.9283, 2089.848, 182.9611, 849.0675, 538.1173, 134.0013, 0.03461435
122.8, 231.2535, 703.7441, 0.0221187, 70.33619, 240.3884, 1.734852, 550.5035, 1702.524, 1726.971, 2401.577, 395.8348, 2101.153, 170.8549, 802.3167, 509.6589, 126.5778, 0.03284029
122.9, 216.4523, 670.9813, 0.02053287, 66.6703, 225.5292, 1.637619, 520.4569, 1668.868, 1651.95, 2287.277, 421.6335, 2033.838, 159.5498, 758.14, 482.7055, 119.5655, 0.03115714
123, 265.5712, 639.7438, 0.01906073, 63.19547, 211.5886, 1.545836, 556.8167, 1578.156, 1580.188, 2359.522, 431.9826, 1958.07, 148.9928, 751.8999, 457.1776, 112.9417, 0.02956027
123.1, 248.5734, 609.9605, 0.01769414, 59.90174, 198.5096, 1.459196, 577.2252, 1492.374, 1534.663, 2372.88, 407.1975, 1938.558, 139.1342, 710.4993, 432.9997, 106.6848, 0.02804523
123.2, 262.9713, 581.5638, 0.01642554, 56.77969, 186.2391, 1.377413, 545.7201, 1509.125, 1569.015, 2505.163, 383.8344, 1894.201, 129.928, 671.3782, 410.1005, 100.7746, 0.02660785
123.3, 246.14, 554.4891, 0.01524788, 53.82035, 174.7271, 1.300213, 560.6225, 1427.096, 1550.852, 2385.933, 475.3121, 1892.495, 121.3309, 744.9959, 388.4123, 95.19179, 0.02524413
123.4, 230.3859, 528.6749, 0.01415467, 51.01525, 163.9267, 1.22734, 530.0236, 1462.044, 1527.868, 2272.378, 467.2005, 1837.345, 113.3027, 730.9102, 367.8711, 89.91827, 0.02395031
123.5, 277.519, 504.0624, 0.01313983, 48.35636, 181.0045, 1.158551, 550.5089, 1382.574, 1583.883, 2398.322, 440.3947, 1860.493, 105.8057, 690.6653, 348.4162, 84.93689, 0.0227228
123.6, 259.7565, 480.5958, 0.01219775, 45.83605, 208.3629, 1.093618, 520.462, 1307.423, 1570.094, 2321.773, 671.5117, 1815.223, 98.80478, 759.1887, 329.9901, 80.23148, 0.02155821
123.7, 243.1309, 458.2217, 106.5189, 43.44709, 195.4834, 1.032324, 583.0975, 1357.324, 1555.832, 2211.272, 802.2327, 1949.655, 92.26707, 800.9504, 312.5386, 75.78674, 0.0204533
123.8, 303.1806, 436.8892, 260.717, 41.18264, 183.3999, 0.9744653, 551.2719, 1356.679, 1488.245, 2106.029, 901.7118, 1856.765, 240.5799, 756.849, 296.0099, 71.58823, 0.01940502
123.9, 361.3559, 416.5498, 242.0245, 39.03622, 172.0634, 0.9198495, 521.1834, 1282.936, 1513.23, 2139.295, 964.7391, 1768.301, 309.942, 715.1758, 280.3554, 67.62232, 0.01841046
124, 338.2274, 397.1574, 224.6722, 37.00167, 254.7425, 0.8682947, 585.2932, 1345.047, 1574.042, 2207.183, 1031.413, 1684.052, 367.9722, 719.7847, 265.5288, 63.87612, 0.01746688
124.1, 316.5793, 378.6677, 208.564, 35.07315, 238.9961, 0.8196294, 553.3478, 1271.936, 1505.664, 2102.135, 1064.276, 1752.815, 438.9941, 693.1062, 251.4863, 60.33745, 0.01657166
124.2, 296.3168, 361.0388, 193.6107, 33.24516, 228.1875, 0.7736917, 523.1461, 1251.802, 1688.763, 2002.087, 1003.213, 1692.233, 569.8694, 654.9428, 238.1864, 316.125, 302.7207
124.3, 277.3511, 344.2307, 179.7295, 31.51243, 490.9005, 0.7303286, 555.9023, 1315.867, 1705.742, 1906.8, 945.6533, 1611.608, 532.1624, 627.7341, 225.5899, 298.612, 376.7532
124.4, 259.5994, 328.205, 203.3808, 29.87001, 460.5565, 0.6893959, 794.6024, 1302.854, 1678.056, 2005.932, 891.3962, 1713.651, 565.3113, 774.6099, 213.6595, 282.0692, 357.4437
124.5, 242.9838, 312.9254, 198.2585, 28.3132, 454.8137, 0.6507574, 751.2328, 1382.688, 1759.151, 1959.647, 1046.408, 1632.006, 527.9059, 731.9588, 202.3601, 266.4429, 339.1239
124.6, 352.9595, 298.3572, 184.0441, 26.83753, 426.7002, 0.6142844, 710.2305, 1307.531, 1688.279, 1982.303, 1048.824, 1554.25, 637.6098, 799.3411, 191.6583, 251.6822, 457.3779
124.7, 330.3685, 284.4672, 279.5032, 25.43876, 467.8696, 0.5798556, 671.466, 1236.459, 1710.446, 1887.958, 988.6476, 1480.199, 715.6026, 755.3283, 181.5224, 237.7393, 884.6765
124.8, 347.8954, 271.2238, 309.2453, 24.11291, 524.3068, 0.5473565, 634.8173, 1292.631, 1744.927, 1971.365, 931.9237, 1518.172, 806.1812, 713.7389, 171.9226, 224.5688, 839.3347
124.9, 325.6285, 258.597, 287.0735, 22.85615, 509.5719, 0.5166788, 600.1688, 1298.005, 1737.19, 1877.541, 947.9816, 1445.84, 752.8379, 674.4395, 338.5331, 263.0817, 796.3168
125, 304.7868, 246.558, 266.4914, 21.6649, 671.4275, 0.4877205, 705.5671, 1458.198, 1697.002, 1788.182, 1071, 1376.954, 703.0242, 637.3039, 428.2924, 420.6779, 755.5037
125.1, 285.279, 235.0795, 247.3849, 20.53573, 636.4487, 0.4603853, 667.0571, 1425.347, 1623.283, 1703.076, 1009.551, 1311.35, 656.5065, 602.2131, 451.1857, 573.35, 716.7823
125.2, 346.1309, 224.1354, 229.6483, 19.46542, 725.874, 0.4345821, 737.9789, 1559.421, 1747.767, 1898.457, 971.8533, 1362.013, 613.0669, 569.0544, 427.3247, 541.587, 865.7581
125.3, 323.9769, 316.4338, 314.7637, 18.45089, 681.0056, 0.4102251, 697.6999, 1547.946, 1742.643, 1808.102, 916.093, 1458.23, 572.5015, 537.7214, 463.3483, 511.5837, 821.3859
125.4, 303.2409, 301.7022, 292.1962, 17.48923, 717.0511, 0.3872332, 927.1776, 1463.806, 1710.784, 1722.048, 863.5319, 1388.754, 534.6203, 508.1137, 499.6687, 483.2425, 779.288
125.5, 283.8321, 287.6565, 271.2468, 16.5777, 672.728, 0.36553, 876.5721, 1436.936, 1653.933, 1754.376, 855.8471, 1404.17, 499.2456, 480.1363, 473.2437, 456.4714, 739.3476
125.6, 265.6655, 274.2646, 251.7994, 15.71368, 631.1446, 0.3450431, 828.7287, 1358.83, 1756.625, 1670.878, 841.8751, 1395.201, 466.2116, 453.6993, 448.2161, 431.1833, 701.4543
125.7, 248.6617, 261.4963, 528.1403, 14.89469, 628.6078, 0.3257045, 783.4966, 1421.883, 1680.316, 1710.785, 839.2411, 1328.728, 435.3633, 428.718, 424.5121, 407.2962, 665.5031
125.8, 232.7462, 249.3223, 581.2072, 14.11838, 589.7516, 0.3074498, 740.7332, 1344.595, 1725.949, 1629.363, 1022.669, 1265.422, 687.2672, 405.1122, 402.0618, 384.7325, 631.3945
125.9, 217.8494, 237.7151, 539.5367, 13.38254, 568.2763, 0.2902181, 700.3039, 1295.454, 1672.609, 1710.716, 993.2313, 1406.577, 676.7554, 382.8062, 433.2703, 363.4187, 816.392
126, 203.906, 226.6483, 647.7828, 12.68505, 544.0651, 0.2739523, 803.0496, 1324.4, 1599.95, 1629.297, 1224.606, 1379.954, 756.8205, 361.7283, 517.0446, 343.2857, 823.0125
126.1, 310.4418, 216.0967, 601.3391, 12.02391, 510.4348, 116.8324, 759.219, 1252.411, 1687.914, 1694.89, 1154.344, 1412.75, 706.7433, 341.811, 521.9001, 324.268, 803.7681
126.2, 290.5721, 329.3054, 698.1448, 11.39722, 478.8832, 110.2843, 717.7807, 1184.336, 1614.589, 1699.106, 1341.19, 1345.44, 721.7131, 322.9904, 553.8829, 306.3039, 926.2501
126.3, 271.9742, 313.9746, 718.6763, 10.80321, 449.282, 104.1032, 678.6041, 1119.96, 1617.094, 1618.239, 1562.267, 1281.338, 764.3584, 305.2061, 568.4052, 289.335, 878.7775
126.4, 372.6274, 299.3575, 714.6382, 10.24015, 421.5105, 98.26854, 641.5658, 1204.288, 1668.891, 1662.165, 1472.632, 1270.238, 798.9183, 288.4011, 570.2729, 273.3062, 833.7381
126.5, 348.7776, 285.4209, 663.4012, 9.706434, 395.4557, 92.76089, 606.549, 1138.828, 1596.393, 1583.057, 1388.139, 1228.003, 746.0556, 272.5213, 540.114, 258.1653, 849.9918
126.6, 326.4542, 272.1331, 637.61, 9.200539, 371.0113, 87.56192, 666.8604, 1076.927, 1547.023, 1612.482, 1308.494, 1169.496, 696.6907, 257.5159, 511.55, 243.8632, 806.4277
126.7, 305.5596, 259.464, 591.8957, 8.72101, 348.078, 82.65434, 661.9658, 1018.389, 1479.82, 1633.769, 1233.419, 1297.025, 821.4517, 243.3367, 484.4966, 230.3534, 765.0964
126.8, 286.0024, 247.3846, 549.4589, 8.266475, 326.5622, 78.02182, 749.8983, 963.0341, 1415.535, 1660.206, 1162.651, 1235.229, 767.098, 311.0915, 556.5378, 382.9451, 725.8834
126.9, 337.6671, 235.8677, 510.0646, 7.835629, 306.3764, 169.065, 840.7496, 910.6877, 1478.659, 1581.191, 1254.307, 1176.378, 843.2905, 293.9624, 527.1052, 434.8666, 812.2745
127, 316.0548, 224.8868, 473.4948, 7.427239, 287.4383, 159.5894, 823.333, 861.1866, 1440.691, 1505.936, 1194.165, 1231.278, 787.4918, 277.7764, 499.2292, 410.7754, 770.6435
127.1, 366.1193, 214.4172, 439.5469, 7.040134, 269.6709, 150.6449, 778.3954, 814.3762, 1442.606, 1480.293, 1367.074, 1245.656, 735.3851, 304.8068, 472.8274, 514.3325, 887.6354
127.2, 535.9532, 204.435, 408.0329, 6.673205, 338.3699, 253.6001, 820.3939, 770.1102, 1441.258, 1409.841, 1288.638, 1255.776, 686.7262, 288.0237, 447.8219, 485.839, 842.142
127.3, 508.9189, 194.9176, 378.7784, 6.3254, 322.0458, 405.9319, 807.2651, 728.2502, 1407.054, 1498.971, 1214.702, 1195.945, 641.287, 272.1647, 424.1388, 458.924, 798.9802
127.4, 705.1925, 185.8432, 502.1077, 5.995723, 302.1392, 383.1806, 849.6253, 688.6656, 1414.339, 1427.63, 1364.894, 1192.33, 598.8544, 257.179, 401.7082, 433.5001, 758.0306
127.5, 730.3942, 177.1913, 483.9055, 5.683228, 319.4678, 557.0956, 803.2526, 651.2327, 1400.833, 1414.376, 1456.275, 1135.522, 559.2294, 267.8143, 462.9149, 409.4847, 803.7915
127.6, 683.6456, 168.9421, 610.9795, 5.387021, 299.7206, 816.5147, 833.8436, 615.8345, 1387.392, 1438.329, 1667.241, 1209.707, 522.2264, 253.0681, 438.4336, 493.1279, 825.5007
127.7, 774.5891, 161.077, 616.3636, 5.106251, 285.6913, 1008.986, 788.3323, 582.3604, 1446.684, 1466.125, 1675.931, 1152.071, 487.6718, 248.2964, 490.7561, 465.8091, 783.1919
127.8, 798.5453, 153.5781, 572.1725, 4.840116, 268.0318, 1012.198, 745.3051, 550.7057, 1383.839, 1445.515, 1727.522, 1215.252, 455.4035, 234.6248, 464.8024, 440.0038, 743.0515
127.9, 747.4348, 146.4283, 660.9233, 4.587851, 393.7328, 971.0458, 704.6262, 520.7717, 1440.563, 1376.717, 1872.957, 1178.219, 425.2704, 259.1482, 440.2213, 707.7625, 704.9683
128, 869.9206, 139.6113, 720.6971, 4.348733, 369.395, 916.6216, 666.1676, 685.3668, 1377.984, 1447.151, 1775.48, 1177.314, 514.7748, 256.221, 416.9402, 668.5532, 744.0433
128.1, 830.835, 133.1117, 669.0256, 4.122079, 346.5615, 865.2478, 629.808, 737.1998, 1412.326, 1378.275, 1673.612, 1210.158, 534.366, 248.711, 394.8902, 631.5161, 705.9094
128.2, 898.6799, 126.9147, 621.0588, 3.907238, 402.409, 879.579, 701.4979, 756.3586, 1397.837, 1312.678, 1841.323, 1233.784, 499.0081, 434.8599, 374.0064, 596.5308, 725.2593
128.3, 924.9179, 121.0062, 689.4277, 3.703594, 442.9872, 830.2813, 663.21, 789.7319, 1408.717, 1250.203, 1762.46, 1258.035, 515.7709, 410.9159, 354.2271, 563.4836, 807.8973
128.4, 934.6428, 115.3727, 639.9982, 3.510564, 440.6707, 783.7466, 627.0119, 746.8055, 1347.522, 1327.29, 1771.59, 1224, 673.089, 388.2903, 553.4069, 532.2672, 800.7615
128.5, 895.6874, 110.0016, 731.1005, 3.327595, 520.7101, 739.8199, 764.8206, 706.2123, 1311.298, 1264.119, 1669.945, 1218.572, 685.7277, 453.531, 524.1399, 502.7802, 759.7206
128.6, 838.3593, 104.8804, 691.3653, 3.154162, 488.5235, 698.3553, 723.0765, 796.5755, 1304.272, 1266.423, 1668.567, 1160.514, 640.3545, 428.5589, 496.4207, 474.9267, 720.7831
128.7, 784.7004, 99.99773, 641.7969, 2.989768, 458.3263, 758.236, 683.6109, 753.277, 1270.623, 1320.153, 1612.358, 1171.74, 678.3382, 439.4344, 470.1674, 448.6163, 849.6942
128.8, 734.476, 95.34233, 656.9992, 2.833942, 429.9958, 715.7391, 646.2993, 712.3321, 1215.426, 1257.322, 1519.849, 1115.913, 633.454, 415.2386, 568.5627, 572.73, 878.6517
128.9, 687.4661, 90.90367, 812.2964, 2.686239, 403.4164, 675.6241, 611.0242, 673.6127, 1162.627, 1197.482, 1432.647, 1101.948, 673.5767, 392.3749, 563.3893, 647.7567, 936.4725
129, 643.4651, 86.67165, 754.0577, 2.546233, 378.48, 790.3133, 676.2824, 636.998, 1256.081, 1217.957, 1350.449, 1083.138, 723.1682, 384.0063, 533.5944, 611.8716, 955.8054
129.1, 602.2804, 82.63666, 878.792, 2.413524, 355.085, 816.3542, 639.3708, 602.3735, 1285.338, 1159.99, 1426.211, 1031.532, 773.1366, 362.8624, 625.8632, 727.4475, 961.0748
129.2, 563.7317, 78.78951, 1258.067, 2.287732, 333.1361, 770.6, 604.4738, 569.631, 1238.711, 1104.782, 1540.265, 982.3857, 721.9798, 342.8827, 592.7643, 687.1477, 911.8174
129.3, 527.6503, 75.12147, 1271.687, 2.168496, 312.544, 727.4102, 621.7997, 538.6683, 1184.901, 1172.951, 1799.784, 935.5807, 771.5481, 324.0031, 561.416, 649.0804, 865.0846
129.4, 672.233, 71.62419, 1277.048, 2.055475, 293.2247, 686.6411, 626.435, 509.3886, 1133.428, 1117.126, 1696.521, 891.0056, 720.4964, 327.7292, 531.7254, 613.1221, 820.7469
129.5, 694.5845, 68.28973, 1279.96, 1.948345, 275.0995, 648.157, 685.5229, 481.7004, 1108.696, 1161.158, 1879.249, 940.7983, 672.8227, 330.2614, 503.605, 579.1558, 778.6817
129.6, 836.688, 65.1105, 1276.163, 1.846798, 258.0948, 611.8298, 745.0153, 455.5172, 1192.404, 1105.894, 2051.027, 895.9747, 628.3034, 405.7122, 476.9718, 547.0712, 824.7104
129.7, 783.1361, 62.07928, 1342.072, 1.750543, 242.1412, 577.5386, 704.3523, 430.7572, 1224.625, 1053.261, 1986.42, 853.2867, 586.7299, 383.3731, 451.7471, 516.764, 782.4421
129.8, 760.9706, 59.18918, 1245.85, 1.659306, 227.1737, 545.1693, 665.9086, 407.3431, 1265.289, 1050.767, 2023.338, 869.308, 547.9072, 362.2641, 427.8564, 488.1358, 742.3401
129.9, 771.2547, 56.43363, 1156.527, 1.572823, 213.1314, 514.6143, 870.3269, 385.2017, 1210.324, 1142.685, 1961.907, 921.4304, 511.6534, 342.3173, 405.2292, 461.0936, 906.3842
130, 721.8909, 53.80636, 1147.902, 1.490848, 199.9571, 485.7717, 822.8243, 364.2637, 1262.627, 1088.301, 2065.062, 914.5068, 716.2629, 434.9348, 383.7986, 435.5495, 918.3616
130.1, 675.6865, 51.30141, 1065.601, 1.413146, 187.5972, 458.5457, 777.9145, 467.5469, 1254.425, 1036.505, 1946.579, 928.1433, 845.6203, 410.9867, 458.1356, 411.4205, 871.2934
130.2, 686.4612, 48.91307, 1027.467, 1.339493, 176.0012, 432.8456, 735.4558, 608.1144, 1325.986, 1036.232, 1961.014, 883.9226, 789.6674, 388.3572, 623.431, 388.6283, 826.6376
130.3, 670.988, 46.63593, 953.8011, 1.269679, 165.122, 500.847, 695.3145, 609.6352, 1268.385, 986.9142, 2046.224, 888.7258, 767.1167, 451.5244, 590.4608, 367.0987, 1017.541
130.4, 628.0417, 44.46479, 885.417, 1.203504, 154.9153, 472.776, 657.3641, 576.498, 1213.285, 1196.421, 1928.821, 846.3831, 888.1678, 426.6628, 559.2343, 346.7618, 965.3893
130.5, 587.8441, 42.39473, 872.5353, 1.140778, 145.3396, 446.2784, 621.4851, 589.9999, 1230.555, 1139.479, 1818.154, 806.0578, 829.3996, 403.1702, 529.6591, 327.5515, 953.6946
130.6, 557.6454, 40.42105, 809.9776, 1.081321, 136.3557, 480.9592, 587.5643, 557.93, 1177.099, 1085.247, 1713.837, 833.4501, 774.52, 403.532, 501.648, 547.5866, 934.4141
130.7, 535.644, 38.53925, 751.9051, 1.024963, 127.9271, 454.0029, 555.495, 675.6528, 1125.965, 1142.678, 1763.982, 793.741, 723.2716, 482.5889, 475.1183, 517.2509, 1065.301
130.8, 501.3604, 36.74505, 697.9962, 0.9715425, 120.0195, 428.5574, 525.176, 638.9272, 1216.969, 1088.293, 1662.773, 755.9238, 858.1337, 533.4722, 449.9916, 655.4749, 1069.499
130.9, 551.8968, 35.03439, 647.9523, 0.9209061, 112.6008, 404.5381, 496.5118, 707.9314, 1164.103, 1036.498, 1672.288, 744.511, 801.3528, 504.0984, 426.1937, 619.1622, 1014.684
