 , C000, C002, C003, C005, C006, C009, C010, C011, C012, C014, C015, C020, C022, C023, C026, C027, C028, C030, C031, C032, C040, C043, C044, C045, C058, C061, C083, C095, C099, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 0, 0, 0, 134.2018, 0, 105.7955, 0, 0, 39.43744, 0, 0, 79.63489, 0, 0, 0, 0, 0, 27.75027, 203.7841, 104.5397, 62.34979, 122.4206, 71.0293, 126.5692, 73.9187, 138.7389
0.2, 7.629395e-06, 0, 0, 0, 0, 0, 0, 127.3239, 72.66263, 165.9535, 87.50208, 0, 144.9467, -7.629395e-06, 0, 75.61353, 0, 0, 0, 82.42595, 87.72229, 80.46948, 349.1689, 114.555, 301.1586, 116.5912, 221.629, 161.6586, 175.7097, 130.526
0.3, 7.688187, 0, 0, 0, 3.051758e-05, 122.8948, 0, 136.2134, 68.78375, 156.5499, 83.20792, 1.525879e-05, 138.7805, 130.3664, 0, 89.30127, 0, 0, 0, 77.27391, 156.7661, 76.65643, 364.2477, 106.8005, 633.4806, 133.8375, 211.0573, 152.4689, 248.9122, 122.7994
0.4, 7.183678, 0, 0, 17.85162, 3.051758e-05, 116.5587, -3.051758e-05, 142.3831, 155.4797, 153.4568, 96.77048, 1.525879e-05, 240.5283, 123.11, 0, 84.79175, 0, 0, 0, 145.8086, 223.8505, 172.2994, 371.0238, 99.57105, 729.4661, 155.7749, 289.6029, 233.5469, 236.4491, 115.5301
0.5, 6.71228, 0, 0, 16.82423, 3.051758e-05, 110.5493, -3.051758e-05, 135.0859, 147.1799, 251.2648, 92.0215, 1.525879e-05, 230.2958, 116.2576, 0, 80.50995, 0, 0, -3.051758e-05, 261.4572, 212.7174, 164.1349, 347.7332, 186.0175, 677.2311, 196.1593, 327.0829, 220.2706, 314.8145, 108.6911
0.6, 6.271812, 0, 0, 15.85599, 0, 104.8496, -3.051758e-05, 128.1626, 259.4433, 371.5511, 87.50557, 1.525879e-05, 350.3415, 239.0095, 0, 108.5497, 0, 0, -3.051758e-05, 245.1147, 271.5498, 156.3574, 467.8294, 173.4256, 681.2339, 212.8369, 379.5827, 207.749, 299.0517, 102.257
0.7, 5.86026, 0, 0, 14.94347, 0, 99.44385, -3.051758e-05, 121.5943, 299.446, 350.4972, 83.21126, 3.051758e-05, 335.4373, 225.706, 0, 135.2803, 0, 0, -3.051758e-05, 229.7937, 308.0008, 148.9484, 557.1329, 161.6862, 800.9822, 202.7022, 361.4766, 195.9392, 488.3704, 96.20377
0.8, 5.475708, 0, 9.536743e-07, 14.08345, 0, 94.31683, -3.051758e-05, 182.5823, 283.4611, 433.4617, 79.12766, 3.051758e-05, 321.1672, 248.3631, 0, 166.4909, 0, 0, 0, 215.4304, 292.6826, 141.8905, 618.605, 150.7414, 972.7998, 315.365, 364.6221, 253.4747, 688.3188, 90.50885
0.9, 5.116386, 0, 0, 13.27295, 0, 245.4592, -3.051758e-05, 173.2248, 402.6507, 447.7225, 75.24448, 1.525879e-05, 307.5042, 234.539, 0, 216.2274, 0, 0, -3.051758e-05, 201.9649, 358.438, 135.167, 631.0582, 140.5374, 1375.628, 300.3482, 347.2297, 439.2567, 915.8055, 85.15106
1, 4.780647, 0, 0, 12.50908, 1.525879e-05, 232.804, 0, 247.9673, 381.1565, 458.1221, 71.55188, 1.525879e-05, 396.8846, 221.4843, 0, 458.312, 0, 0, -3.051758e-05, 189.341, 340.6113, 128.7621, 773.1858, 131.0242, 1348.101, 286.0465, 351.5681, 414.2865, 869.9512, 80.11041
1.1, 70.66939, 17.81078, 0, 11.78916, 0, 220.8012, 1.525879e-05, 235.2589, 360.8097, 523.4865, 68.04047, 1.525879e-05, 380.0005, 209.1563, 0, 445.8318, 0, 0, 115.553, 177.5061, 352.3749, 122.6607, 900.0869, 122.155, 1251.568, 386.816, 371.8251, 390.7358, 948.4885, 75.36819
1.2, 66.03204, 62.96291, 0, 11.11068, 0, 209.4173, 1.525879e-05, 223.2017, 445.881, 534.8214, 64.7014, 0, 363.8346, 197.5145, 0, 464.6937, 0, 0, 110.1763, 166.411, 428.1483, 116.8484, 961.8393, 113.8861, 1204.879, 368.397, 483.1617, 368.5238, 900.9977, 397.5721
1.3, 61.69899, 116.9134, 4.768372e-07, 10.47125, 1.525879e-05, 198.6203, 3.051758e-05, 211.7625, 422.079, 504.5159, 61.5262, 0, 418.3929, 343.1879, 0, 514.5035, 0, 0, 105.0498, 156.0095, 489.6969, 111.3115, 901.4609, 106.177, 1291.363, 350.855, 634.2537, 347.5746, 1080.987, 520.0107
1.4, 67.99473, 109.8352, 4.768372e-07, 9.868622, 1.525879e-05, 188.38, 3.051758e-05, 200.9095, 612.9742, 475.9275, 58.50682, 0, 406.4325, 339.1107, 0, 488.5224, 0, 0, 100.1619, 146.258, 486.543, 106.037, 844.8726, 98.98972, 1591.366, 334.1483, 677.6605, 327.8162, 1148.918, 628.4464
1.5, 63.53289, 103.1856, 4.768372e-07, 46.04892, 1.525879e-05, 224.814, 3.051758e-05, 190.6128, 580.2526, 448.9591, 55.6356, 0, 405.1874, 320.2354, 0, 541.9821, 0, 0, 95.5014, 264.2729, 462.3451, 101.0124, 791.8366, 129.7868, 1830.079, 411.1165, 732.4648, 309.181, 1091.391, 649.6774
1.6, 59.36384, 96.93856, 4.768372e-07, 60.02802, 0, 213.2232, 3.051758e-05, 180.8438, 549.2777, 605.7684, 102.4652, 0, 387.9501, 302.4108, 0, 517.0842, 0, 0, 91.05777, 344.732, 439.3506, 96.22595, 742.1299, 121.0013, 1765.126, 444.1633, 730.6383, 291.6052, 1076.475, 611.2188
1.7, 55.46837, 91.06973, 4.768372e-07, 61.41711, 1.525879e-05, 202.2299, 3.051758e-05, 171.5754, 519.9563, 571.4427, 251.404, 0, 371.446, 285.5783, 0, 517.1527, 0, 0, 86.82089, 323.1844, 426.1162, 252.0186, 695.5435, 112.8106, 1670.798, 423.0135, 695.7869, 275.0284, 1022.576, 633.1199
1.8, 51.82852, 85.55621, 9.536743e-07, 158.9221, 0, 191.8035, 1.525879e-05, 162.7821, 492.2001, 545.1847, 239.0664, 0, 355.644, 269.6827, 0, 547.0383, 0, 0, 82.78114, 302.9836, 404.9236, 240.0767, 725.1111, 105.1742, 1551.157, 402.8708, 662.598, 259.394, 1085.662, 738.5372
1.9, 48.42752, 111.6412, 9.536743e-07, 149.776, 0, 181.9147, 3.051758e-05, 165.0417, 465.9257, 646.7164, 227.3343, 0, 340.5143, 254.672, 0, 519.4142, 0, 0, 78.92937, 284.0455, 454.045, 228.7007, 799.6175, 98.05482, 1440.083, 417.4433, 706.5603, 244.6484, 1068.077, 694.8185
2, 158.2484, 104.8822, 9.536743e-07, 141.1563, 1.525879e-05, 354.0327, 3.051758e-05, 156.5832, 441.0537, 610.0704, 216.1779, 0, 326.0282, 261.7702, 0, 584.9131, 0, 0, 75.25681, 329.5398, 431.4633, 254.2447, 749.4224, 91.41734, 1443.952, 397.5658, 672.8574, 230.741, 1014.598, 798.0268
2.1, 175.5196, 98.53248, 9.536743e-07, 133.0326, 0, 335.7797, 3.051758e-05, 148.5582, 417.5095, 575.5009, 205.569, -7.629395e-06, 312.1584, 275.7332, 0, 560.3055, 0, 0, 71.75511, 308.9418, 410.0047, 242.1973, 754.554, 113.6988, 1469.92, 413.1947, 721.1992, 217.6242, 1051.585, 771.6503
2.2, 225.5365, 164.4216, 7.152557e-07, 148.1103, 0, 400.6979, 3.051758e-05, 140.9445, 395.2221, 573.4774, 295.1273, -7.629395e-06, 298.8787, 271.0041, 0, 615.1671, 0, 0, 68.41637, 438.4903, 422.3465, 257.5514, 826.6341, 106.0024, 1364.663, 437.445, 686.798, 205.2531, 1111.77, 1011.566
2.3, 247.3191, 154.4673, 7.152557e-07, 139.5864, 0, 380.039, 3.051758e-05, 169.9854, 374.1245, 540.9813, 280.644, -7.629395e-06, 514.2244, 255.9197, 0, 635.1577, 0, 0, 146.8872, 411.0823, 406.3742, 245.3473, 774.743, 98.82691, 1346.913, 416.6151, 706.0457, 193.5852, 1094.504, 1057.823
2.4, 231.0899, 145.1156, 7.152557e-07, 131.5531, 7.629395e-06, 360.4453, 166.1903, 161.2736, 354.153, 510.3267, 266.8714, 0, 508.2399, 288.5807, 0, 603.0838, 143.2366, 0, 140.0525, 385.3875, 386.1634, 383.576, 726.1094, 92.13716, 1250.465, 396.7771, 806.292, 182.5805, 1039.703, 1090.919
2.5, 215.9257, 136.33, 7.152557e-07, 211.3713, 7.629395e-06, 494.1582, 217.9063, 153.0082, 335.2477, 578.3651, 263.221, -3.814697e-06, 486.6185, 272.5181, 90.25215, 572.6295, 219.6802, 0, 133.5359, 424.8673, 396.7979, 365.4002, 680.5286, 135.0528, 1188.002, 414.4932, 843.074, 172.2015, 1087.241, 1026.34
2.6, 201.7566, 128.0763, 7.152557e-07, 199.2067, 7.629395e-06, 468.6807, 204.9575, 145.1665, 317.3516, 555.9229, 316.2462, -7.629395e-06, 465.9169, 257.3495, 224.5583, 543.7131, 204.8993, 71.68304, 232.7513, 398.3108, 384.306, 348.0856, 637.8091, 125.9108, 1218.168, 458.291, 884.6558, 162.4124, 1032.803, 965.5847
2.7, 188.5172, 120.3224, 7.152557e-07, 187.7421, 0, 444.5168, 352.6127, 137.7266, 300.4109, 524.4216, 322.9116, -3.814697e-06, 446.096, 243.0251, 540.4819, 516.2568, 247.4316, 67.04577, 221.9214, 373.4143, 365.1928, 431.0841, 597.7714, 117.3877, 1130.939, 436.4684, 842.4577, 153.1799, 1100.548, 960.4959
2.8, 199.2507, 113.0378, 7.152557e-07, 176.9374, 0, 421.5987, 331.6592, 130.668, 284.3744, 494.7054, 380.0371, -3.814697e-06, 427.1183, 229.4981, 514.6284, 617.7612, 241.5946, 62.70849, 447.6591, 350.0739, 347.0301, 485.0352, 560.2469, 299.8524, 1142.783, 447.2934, 802.2726, 144.4721, 1045.444, 1152.959
2.9, 186.1758, 136, 7.152557e-07, 166.7545, -7.629395e-06, 461.71, 311.9508, 180.6362, 269.194, 466.673, 361.3869, -3.814697e-06, 408.9479, 216.724, 490.0116, 586.5657, 225.3393, 58.6518, 449.9164, 328.1924, 329.7707, 503.8795, 525.078, 279.5549, 1060.952, 513.8049, 884.3026, 636.9118, 993.0985, 1225.534
3, 173.9588, 144.6067, 7.152557e-07, 157.1576, -7.629395e-06, 522.0078, 293.4136, 171.3785, 254.8239, 494.9163, 343.6519, -3.814697e-06, 499.5881, 229.4204, 466.5722, 632.5071, 210.1776, 54.85754, 584.9883, 307.6786, 321.6565, 616.8635, 492.1168, 260.6314, 984.9801, 538.8552, 888.8638, 600.7056, 943.3741, 1152.987
3.1, 162.5436, 202.0616, 9.536743e-07, 148.113, -7.629395e-06, 495.0945, 275.9779, 162.5953, 241.221, 539.6858, 371.7097, -3.814697e-06, 478.3347, 246.6657, 444.2541, 655.2794, 196.0361, 51.30873, 557.769, 288.447, 305.6591, 587.6334, 461.2247, 488.4271, 914.4485, 513.1964, 900.4491, 566.5577, 896.1394, 1120.13
3.2, 151.8774, 619.6296, 7.152557e-07, 139.589, 0, 469.5687, 259.5783, 154.2622, 228.3442, 509.1046, 353.4681, -3.814697e-06, 563.2413, 232.936, 423.0036, 858.7543, 182.8461, 47.9895, 531.8162, 270.4175, 329.6064, 559.7883, 432.2718, 958.9337, 848.9675, 488.7595, 1004.47, 534.3508, 851.2697, 1270.366
3.3, 141.9112, 706.1096, 7.152557e-07, 131.5555, -7.629395e-06, 445.359, 244.1532, 146.3562, 216.1548, 485.9606, 424.9235, -7.629395e-06, 689.1332, 258.4873, 402.7695, 815.3893, 170.5436, 44.885, 507.0709, 354.3056, 313.2136, 533.2626, 405.1364, 987.1506, 788.1754, 554.0336, 1035.805, 503.9749, 808.6466, 1765.69
3.4, 132.5989, 694.1738, 7.152557e-07, 123.9844, -7.629395e-06, 446.712, 229.6448, 138.8553, 204.6161, 463.528, 404.0705, -7.629395e-06, 659.8162, 262.3547, 383.5034, 848.3837, 159.0688, 41.98133, 483.4771, 332.1596, 297.6361, 507.9939, 379.7043, 935.5405, 731.7365, 578.7842, 1011.898, 475.3257, 768.1577, 1860.045
3.5, 123.8977, 652.1473, 5.960464e-07, 116.8489, -3.814697e-06, 423.6807, 215.9985, 131.7389, 193.6933, 437.2622, 384.2408, -7.629395e-06, 680.0655, 247.7518, 365.1588, 805.5424, 148.3661, 39.2655, 509.0908, 311.3978, 282.8333, 483.9226, 355.8688, 902.8792, 778.7916, 551.2241, 1108.494, 448.3052, 729.696, 1987.415
3.6, 122.1419, 612.6652, 5.960464e-07, 110.1242, -7.629395e-06, 439.4125, 203.1631, 146.287, 183.3536, 511.8192, 365.3842, -7.629395e-06, 704.7195, 251.47, 347.6917, 829.7139, 138.3835, 36.72536, 501.9937, 291.9338, 268.7668, 535.8904, 718.502, 841.7618, 723.0245, 524.9764, 1109.799, 422.8206, 693.1602, 1869.767
3.7, 114.1269, 601.1874, 5.960464e-07, 103.7864, -7.629395e-06, 464.8518, 191.0904, 138.7897, 173.5659, 524.2012, 347.4531, -7.629395e-06, 674.7395, 277.5335, 331.0602, 787.8153, 129.0726, 34.34955, 585.3643, 273.6864, 255.3998, 510.4972, 673.3987, 784.7817, 861.1632, 499.9785, 1056.862, 398.7848, 658.4537, 1899.286
3.8, 117.3937, 666.6561, 5.960464e-07, 216.5431, -7.629395e-06, 476.7295, 179.7351, 152.199, 164.3006, 494.4974, 330.4019, -5.722046e-06, 653.934, 262.0858, 315.2242, 748.0325, 120.3881, 32.12743, 558.1274, 256.5795, 242.6976, 643.8752, 661.9762, 731.6586, 1492.34, 476.1709, 1006.45, 376.1152, 625.4849, 1786.856
3.9, 124.2003, 626.2955, 4.768372e-07, 247.9035, -7.629395e-06, 452.1506, 169.0546, 144.3987, 155.53, 474.7164, 341.7016, -5.722046e-06, 626.1145, 247.4978, 300.1457, 710.2587, 112.288, 30.04907, 532.1579, 240.5419, 230.6272, 613.3652, 680.2374, 682.1315, 1746.891, 453.497, 958.4423, 354.7344, 594.1669, 1681.08
4, 116.0502, 588.3785, 3.576279e-07, 233.6364, -3.814697e-06, 428.839, 159.0088, 136.9982, 147.2275, 447.8167, 324.9326, -3.814697e-06, 685.5383, 233.7218, 285.7884, 674.3923, 104.7329, 28.10516, 582.0822, 225.5068, 219.157, 584.3008, 637.5363, 635.9569, 1715.54, 431.9027, 912.7246, 334.569, 564.4169, 1581.566
4.1, 108.4349, 671.8442, 3.576279e-07, 220.1904, -3.814697e-06, 406.7292, 149.5599, 129.9769, 139.3683, 422.4412, 308.9866, -3.814697e-06, 656.3743, 220.7127, 272.118, 640.3372, 97.68608, 26.287, 554.998, 303.18, 208.2574, 556.6136, 685.4334, 592.908, 1592.695, 411.3367, 979.6485, 315.55, 536.1566, 1487.943
4.2, 101.3194, 631.1696, 3.576279e-07, 207.5182, -3.814697e-06, 385.7593, 140.6725, 123.3155, 131.9285, 574.0254, 293.8232, -5.722046e-06, 628.451, 208.4276, 259.1014, 755.0954, 91.11342, 24.58646, 529.1741, 284.2296, 197.8998, 530.2385, 660.5663, 552.7731, 1661.064, 391.7501, 952.5074, 297.6121, 509.3112, 1399.862
4.3, 94.67078, 699.9303, 2.980232e-07, 195.5754, 0, 365.8706, 132.3133, 116.9955, 124.886, 541.4984, 279.4038, -3.814697e-06, 674.1693, 265.0476, 246.7075, 716.9648, 84.98299, 22.99593, 504.5518, 266.4637, 188.0574, 505.1131, 693.1158, 515.3551, 1625.136, 434.6995, 921.8604, 280.6939, 790.9662, 1589.201
4.4, 88.45845, 716.3147, 2.384186e-07, 184.3198, 0, 347.0073, 232.6021, 110.9994, 118.2193, 510.8144, 265.6921, -5.722046e-06, 645.489, 250.2948, 234.9064, 680.7599, 79.26503, 21.50829, 481.0752, 385.063, 178.7044, 481.1782, 649.6063, 693.0754, 1508.765, 524.4308, 1069.758, 264.7375, 751.3625, 1845.132
4.5, 82.65377, 709.4638, 2.384186e-07, 173.712, 0, 329.1165, 218.7801, 172.5666, 308.1433, 481.8692, 354.0334, -5.722046e-06, 634.4022, 286.7087, 223.6699, 721.8286, 73.9318, 20.11689, 527.1952, 413.7652, 169.8167, 458.3776, 682.1434, 682.7139, 1400.727, 560.9927, 1256.956, 249.6881, 713.7418, 2023.391
4.6, 77.23, 666.5116, 2.384186e-07, 163.7147, 0, 312.1482, 591.867, 163.7224, 291.6941, 536.5027, 362.7289, -5.722046e-06, 607.4136, 270.7502, 212.9708, 745.7756, 68.95741, 18.8155, 502.6649, 387.9027, 161.3709, 436.6573, 639.3226, 715.0598, 1508.057, 534.2797, 1197, 235.4942, 678.0048, 1903.614
4.7, 72.16214, 716.5763, 2.384186e-07, 154.2928, 0, 296.0547, 618.4136, 217.7122, 276.123, 506.1019, 435.7885, -4.768372e-06, 648.8758, 255.68, 202.7835, 708.1158, 64.31772, 17.5983, 540.9134, 363.6567, 153.3452, 415.9662, 632.3513, 746.4291, 1400.069, 508.8388, 1139.903, 222.1072, 644.0571, 1790.927
4.8, 67.42683, 673.1935, 2.384186e-07, 145.4131, 3.814697e-06, 280.7909, 693.4692, 263.7758, 261.3831, 477.4238, 414.4023, -3.814697e-06, 658.9001, 241.4486, 193.0835, 672.3577, 59.9902, 16.45985, 515.7448, 340.9262, 145.7187, 396.2556, 861.2603, 695.9022, 1299.814, 543.6168, 1150.626, 209.4812, 611.8092, 1822.631
4.9, 63.00226, 632.4372, 2.384186e-07, 137.0444, 3.814697e-06, 266.3141, 652.2609, 265.4606, 247.43, 503.8885, 394.0656, -3.814697e-06, 669.824, 228.0093, 183.8475, 640.5073, 55.95385, 15.39504, 491.7473, 319.6165, 138.4714, 377.479, 807.1956, 667.5895, 1206.738, 517.7312, 1095.741, 197.5729, 581.1759, 1714.738
5, 58.86803, 594.1483, 2.384186e-07, 129.1574, 137.0298, 296.9876, 613.5012, 282.9966, 234.2217, 475.3358, 374.7268, -3.814697e-06, 701.0398, 229.0982, 175.0533, 608.1631, 52.18908, 14.39911, 468.8665, 299.6387, 131.5846, 359.5922, 756.5247, 622.3994, 1120.327, 493.0783, 1043.475, 186.3416, 552.0764, 1613.232
5.1, 55.00508, 606.8536, 60.96577, 121.7243, 222.8358, 281.6757, 577.0447, 268.4929, 221.7186, 479.2891, 356.3372, -3.814697e-06, 671.2163, 216.3464, 166.6798, 642.9568, 48.67761, 13.46762, 447.0503, 355.431, 125.0403, 342.5529, 709.0347, 580.2682, 1040.104, 469.5993, 993.701, 175.7488, 524.434, 1517.734
5.2, 107.1514, 570.1136, 57.03304, 114.7189, 212.0193, 267.1533, 542.7547, 254.7324, 267.697, 452.1303, 338.85, 77.32793, 642.6616, 204.3043, 158.7068, 649.9734, 45.40241, 12.59638, 426.2492, 333.2147, 118.8215, 326.321, 664.5258, 540.989, 965.625, 447.2383, 946.3016, 165.7581, 498.1755, 1427.89
5.3, 100.1201, 553.6979, 53.354, 108.1167, 201.7278, 253.3796, 510.5023, 241.6773, 253.4068, 451.9061, 322.221, 72.68259, 625.5671, 192.9326, 151.1152, 631.02, 42.34758, 11.7815, 406.4159, 515.5875, 179.3894, 310.8582, 622.8109, 621.9272, 964.3993, 425.942, 1086.392, 156.3353, 473.2319, 1343.364
5.4, 93.55016, 1070.213, 56.36332, 101.8945, 310.1609, 240.316, 480.1664, 261.6168, 239.8795, 426.2989, 306.4081, 90.01875, 681.7495, 187.7864, 143.8867, 599.155, 39.49829, 11.01934, 387.5055, 483.3605, 170.4675, 296.1282, 583.7145, 579.8279, 974.6137, 482.867, 1034.571, 147.4482, 449.5372, 1263.842
5.5, 87.41137, 2733.844, 52.72748, 96.03037, 396.6049, 227.9259, 451.6332, 248.2088, 227.0743, 402.1428, 335.5631, 111.1361, 690.306, 177.334, 137.004, 620.7619, 36.8407, 10.30649, 440.1799, 585.5104, 161.9894, 282.0961, 547.0725, 751.921, 904.8244, 459.8742, 985.2218, 139.0663, 427.0289, 1189.027
5.6, 81.6754, 3731.334, 49.32618, 90.50373, 377.3536, 216.1747, 424.7955, 260.8185, 360.5173, 379.3554, 319.0954, 199.6805, 660.9391, 167.4634, 130.4505, 589.4149, 34.36193, 9.639745, 419.6985, 548.9129, 216.8064, 268.7289, 512.7306, 701.0223, 840.0325, 500.7788, 938.2268, 131.1609, 405.6476, 1118.641
5.7, 76.31583, 3775.849, 46.14428, 85.29515, 359.0367, 205.0293, 399.5527, 247.4514, 428.9285, 357.8593, 303.4359, 187.6851, 632.8217, 212.3043, 124.2105, 559.6509, 32.04994, 9.016137, 509.2659, 514.6028, 206.0237, 255.9952, 480.5445, 653.569, 779.8802, 476.9331, 893.4734, 123.7048, 581.5433, 1052.421
5.8, 77.04822, 3591.802, 43.16764, 80.38633, 341.6089, 194.4585, 375.8098, 234.7694, 406.0316, 386.0649, 288.5448, 260.3023, 605.9003, 200.4872, 118.269, 534.4316, 29.89351, 8.432872, 485.5699, 482.4374, 195.7772, 243.8648, 450.3788, 609.3279, 724.0352, 454.2229, 940.6187, 116.6727, 552.4255, 1164.604
5.9, 71.99229, 3634.954, 40.38302, 75.76003, 528.5954, 227.9828, 353.4779, 222.7373, 412.2752, 368.6577, 274.3845, 244.6651, 606.9678, 189.3279, 112.6117, 614.9204, 27.88217, 7.887338, 462.9765, 452.2825, 186.0403, 232.3093, 422.1067, 568.0815, 803.1551, 457.8253, 895.7512, 110.0402, 524.7656, 1095.664
6, 67.26813, 3414.887, 50.91409, 71.39996, 502.9372, 222.0888, 332.473, 299.8401, 390.2672, 347.7678, 260.9191, 229.9673, 581.1464, 255.3583, 107.225, 583.8685, 26.00616, 7.377096, 441.4344, 424.0124, 267.9077, 221.3013, 395.6094, 529.6273, 803.2213, 436.0249, 926.0749, 103.7848, 498.4906, 1030.804
6.1, 62.85397, 3208.144, 89.76572, 67.29082, 611.2881, 230.4917, 312.7162, 284.4732, 369.4341, 328.0616, 248.1145, 216.1525, 606.897, 285.736, 102.096, 619.7062, 24.25637, 6.899862, 420.8945, 397.5094, 254.5835, 210.8149, 370.7755, 493.7759, 807.7883, 449.6818, 945.5374, 312.3198, 543.4786, 1161.064
6.2, 58.72947, 3164.744, 174.2116, 63.41817, 581.6159, 249.6908, 731.2839, 330.7043, 413.1312, 315.7214, 235.9384, 203.1675, 581.0786, 345.5045, 97.21231, 588.4125, 22.62432, 6.453501, 401.3104, 372.6629, 241.9219, 200.8254, 347.5004, 460.3515, 921.9034, 428.2692, 900.4354, 294.5655, 603.5885, 1213.654
6.3, 136.0063, 3117.048, 374.9559, 59.76839, 553.3841, 236.8174, 1120.27, 313.7556, 391.0775, 428.9819, 375.7328, 190.9626, 609.7869, 326.2733, 92.56223, 576.0224, 21.10207, 6.036016, 382.6376, 349.3695, 229.89, 191.3093, 325.6865, 429.1896, 872.616, 437.2873, 917.7935, 348.9133, 640.7473, 1285.897
6.4, 127.0815, 2928.336, 350.7686, 56.32866, 526.5226, 262.6593, 1128.268, 297.6754, 370.2011, 413.9346, 357.2938, 179.4909, 583.8455, 353.9044, 88.13459, 618.405, 19.68225, 5.645538, 364.8336, 327.532, 218.4566, 182.2441, 305.2419, 400.1371, 1000.696, 416.4649, 911.9346, 329.0788, 623.7688, 1294.683
6.5, 118.7424, 2882.447, 328.1414, 53.08689, 500.9651, 249.1173, 1237.066, 282.4194, 350.4392, 390.4791, 437.7935, 168.7083, 559.0076, 381.4945, 83.91874, 606.1853, 18.35796, 5.280321, 347.858, 307.0595, 207.5917, 398.4382, 286.0806, 373.0511, 929.0389, 396.634, 868.4354, 491.0161, 752.0986, 1551.309
6.6, 110.9505, 2707.938, 306.974, 50.03169, 476.648, 323.85, 1163.555, 267.9452, 381.1375, 368.3527, 416.3088, 158.5735, 685.8603, 360.2602, 79.90455, 575.5744, 17.12277, 4.93873, 424.9334, 434.5334, 240.1293, 562.4003, 268.1222, 347.7987, 862.5131, 377.7474, 874.5602, 786.4562, 714.441, 1619.74
6.7, 116.6383, 2565.374, 287.1719, 114.1798, 453.5114, 315.0166, 1175.87, 254.2129, 390.8064, 347.48, 395.8785, 149.0475, 656.6826, 340.2077, 76.08237, 546.5093, 15.97069, 4.619237, 405.1613, 407.3727, 228.1866, 535.7509, 251.2911, 324.2557, 800.751, 409.6159, 889.6345, 741.749, 762.7774, 1759.662
6.8, 108.9844, 2558.74, 268.6473, 113.5183, 431.4978, 338.033, 1234.159, 241.1843, 369.9445, 381.4097, 376.4509, 140.0937, 660.6755, 321.2715, 72.44303, 518.9119, 14.89613, 4.320413, 386.3093, 381.9097, 216.8379, 624.7662, 235.5166, 302.3063, 743.4116, 390.1112, 847.199, 699.5832, 792.8764, 1913.678
6.9, 101.8328, 2428.049, 384.5172, 106.9852, 410.5527, 320.6049, 1375.792, 228.8235, 492.1327, 420.6856, 357.9766, 131.6778, 632.5692, 307.7231, 68.97778, 584.3537, 13.89387, 4.04092, 368.3344, 382.762, 206.0536, 710.4253, 220.7323, 281.8427, 690.178, 371.5352, 806.7876, 659.8143, 1049.56, 2164.337
7, 95.15054, 2330.425, 359.7131, 100.8281, 390.6244, 304.0754, 1398.074, 217.0961, 465.8618, 396.8476, 420.2914, 123.7675, 678.854, 388.4444, 65.67828, 554.8452, 12.95904, 3.779507, 422.4362, 409.0905, 195.8056, 739.2075, 206.876, 468.1693, 640.7563, 353.8437, 768.3039, 622.3063, 997.0085, 2240.655
7.1, 168.2404, 2189.337, 336.509, 95.02532, 371.6633, 288.3981, 1371.307, 205.9698, 440.9933, 475.3962, 399.6657, 116.3324, 649.9744, 366.8232, 62.53661, 540.0142, 12.08711, 3.535006, 402.7804, 410.8848, 186.0673, 704.1801, 193.8896, 704.7828, 594.8737, 336.9947, 919.046, 586.9304, 947.0883, 2108.016
7.2, 157.2004, 2129.854, 314.8018, 117.4298, 353.6226, 273.5291, 1289.819, 195.4138, 498.024, 448.458, 380.0522, 109.344, 622.3233, 346.4055, 236.309, 742.0635, 11.27385, 3.306322, 384.0391, 385.2023, 176.8134, 670.8124, 181.7184, 727.6923, 552.2765, 320.9479, 875.2075, 553.5654, 899.6676, 1983.229
7.3, 172.5312, 2000.909, 294.4948, 110.6716, 418.6464, 259.4266, 1213.173, 185.3987, 471.4386, 423.0462, 361.4012, 102.7753, 595.8486, 327.1242, 225.0054, 1098.825, 10.5153, 3.092432, 366.1699, 361.1251, 168.0196, 639.0259, 170.3112, 833.1958, 512.7296, 371.2539, 833.4602, 522.0972, 854.6213, 2120.719
7.4, 163.6439, 1879.77, 275.4977, 104.3023, 398.3251, 246.0513, 1141.082, 175.8969, 521.8677, 436.0016, 343.6655, 96.6013, 570.5001, 308.9162, 214.2424, 1373.648, 9.807796, 2.892378, 400.3633, 369.6523, 159.6633, 608.7455, 159.6201, 776.7955, 476.0145, 353.5758, 863.5819, 492.4178, 811.8304, 1995.181
7.5, 152.9055, 1779.67, 257.7262, 132.7552, 378.9903, 302.3282, 1073.275, 166.8821, 494.0095, 411.2956, 370.8702, 90.79816, 546.23, 291.7216, 203.9943, 1330.424, 9.147893, 2.705266, 411.1591, 442.1884, 185.3319, 579.9001, 149.6001, 724.213, 441.9285, 336.7396, 822.3891, 559.9981, 771.1821, 1877.073
