 , C00, C01, C03, C05, C07, C08, C09, C11, C12, C13, C18, C19, C21, C24, C25, C26, C33, C35, C36, C38, C54, C58, C63
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 114.4119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85.81726, 0, 0, 0, 48.72521, 0, 86.67609, 0, 0
0.2, 0, 52.66947, 0, 106.0467, 0.0001220703, 83.53507, 35.72437, 11.42532, 0, 0, 82.67197, 0, 0, 0, 81.70679, 85.81653, 58.79334, 0, 73.66248, 0, 102.3189, 0, 0
0.3, 0, 50.34697, 38.59055, 98.29317, 127.4175, 77.67431, 33.32777, 106.7418, 0, 1.525879e-05, 147.3633, 0, 79.23232, 0, 88.21118, 417.0361, 53.96345, 3.051758e-05, 69.41512, 0, 151.7584, 0, 0
0.4, 0, 48.12688, 102.825, 91.10651, 121.0563, 72.22473, 31.09198, 99.84482, 0, 0, 170.9407, 0, 158.2653, 0, 222.6816, 426.9537, 386.0193, 206.0994, 65.41267, 0, 182.8898, 0, 0
0.5, 0, 46.00468, 107.2939, 84.4453, 191.8607, 67.15749, 29.00616, 93.39345, 0, 0, 162.1339, 0, 151.3112, 0, 447.0286, 447.394, 354.3077, 541.5355, 61.64101, 0, 173.505, 0, 0
0.6, 0, 43.97607, 99.85709, 78.27112, 262.1594, 62.44577, 41.90959, 87.35895, 9.536743e-07, 6.325127, 153.7809, 47.85937, 144.6626, 0, 768.5533, 604.4006, 325.2012, 655.0925, 58.08682, 0, 176.0106, 0, 0
0.7, 0, 42.0369, 94.39445, 72.54838, 438.1608, 58.06462, 39.09805, 145.1242, 0, 20.18991, 145.8582, 83.60347, 138.3062, 0, 1068.55, 1300.868, 298.4859, 624.3881, 54.73756, 0, 255.9126, 0, 0
0.8, 0, 40.18325, 87.85175, 67.24404, 419.5908, 53.99084, 45.80312, 154.1222, 0, 19.28142, 138.3437, 77.60194, 132.2291, 0, 1177.505, 1591.152, 273.9652, 595.1229, 51.58142, 0, 267.9516, 0, 0
0.9, 0, 38.41134, 81.76253, 140.2183, 399.8396, 50.20288, 79.48218, 144.1637, 0, 18.41381, 131.2163, 72.03124, 126.419, 0, 1121.104, 1766.472, 262.8342, 605.4098, 48.60725, 0, 254.202, 0, 0
1, 0, 36.71757, 76.09538, 129.9663, 379.8778, 46.68068, 103.2881, 134.8488, 9.536743e-07, 17.58524, 124.4561, 66.86044, 120.8642, 0, 1203.098, 1656.71, 241.2423, 577.0341, 45.80458, 0, 241.158, 0, 0
1.1, 0, 35.09847, 70.82103, 124.5204, 415.5701, 43.4056, 96.35898, 126.1357, 9.536743e-07, 16.79395, 118.0442, 62.06082, 115.5535, 0, 1245.029, 1723.817, 221.4241, 549.9883, 43.16351, 0, 228.7832, 0, 0
1.2, 0, 33.55078, 65.91226, 115.4162, 394.823, 40.36029, 89.89468, 117.9855, 4.768372e-07, 16.03827, 111.9626, 57.60574, 110.4761, 0, 1298.611, 1708.074, 203.2341, 524.2102, 83.89102, 0, 217.0435, 0, 0
1.3, 0, 32.07132, 61.34372, 106.9776, 421.0563, 37.52864, 83.86407, 110.362, 0, 15.31659, 106.1944, 53.47048, 105.6218, 0, 1236.409, 1601.941, 186.5383, 499.6403, 79.0539, 0, 205.9062, 0, 0
1.4, 0, 30.65711, 57.09183, 99.15598, 400.0353, 34.89566, 78.23801, 103.2311, -4.768372e-07, 14.62739, 100.7233, 49.63206, 100.9809, 0, 1299.883, 1552.881, 171.2142, 588.3221, 74.49569, 0, 195.3404, 0, 0
1.5, 0, 29.30526, 53.13466, 91.90623, 516.2807, 32.4474, 193.4328, 96.56095, 0, 13.96919, 95.53412, 46.06919, 96.5438, 0, 1237.62, 1558.424, 157.1489, 560.7473, 75.7096, 0, 185.3168, 0, 0
1.6, 0, 28.01302, 49.45177, 85.18655, 490.5057, 30.17092, 233.1194, 90.32178, 0, 13.34061, 90.61226, 42.76209, 92.3017, 0, 1178.339, 1461.59, 144.2391, 534.4648, 71.34422, 0, 194.0464, 0, 216.0867
1.7, 0, 26.77776, 46.02415, 83.35205, 466.0175, 28.05414, 217.4805, 84.48573, 0, 12.74032, 85.94398, 39.69239, 88.246, 0, 1180.817, 1370.772, 132.3898, 522.7523, 123.1273, 0, 184.0891, 0, 205.3585
1.8, 0, 25.59698, 42.83412, 77.2578, 442.7518, 26.08588, 202.8907, 79.02679, 0, 12.16704, 81.51619, 36.84304, 84.36851, 0, 1124.257, 1326.838, 121.5139, 498.2507, 133.1616, 0, 174.6428, 0, 195.163
1.9, 0, 24.46826, 66.32056, 71.60914, 486.2242, 24.25572, 194.8332, 73.92056, 0, 11.61955, 77.31652, 198.9086, 80.66139, 0, 1098.884, 1244.394, 111.5315, 474.8975, 125.4835, 0, 165.6812, 0, 185.4736
2, 0, 23.38931, 61.72372, 66.37347, 461.9497, 22.55395, 221.0885, 69.14426, -4.768372e-07, 11.0967, 73.33322, 184.6299, 77.11716, 0, 1046.248, 1284.213, 102.3692, 551.0348, 118.2482, 0, 165.7721, 0, 176.2653
2.1, 0, 22.35794, 57.4455, 61.52061, 474.8819, 20.97158, 206.2567, 64.67659, -4.768372e-07, 10.59738, 98.11246, 171.3761, 73.72867, 0, 1159.883, 1204.417, 93.95952, 563.5484, 111.4301, 0, 157.2657, 0, 167.5141
2.2, 0, 21.37205, 53.46382, 57.02256, 453.433, 19.50023, 228.6232, 77.04807, -4.768372e-07, 10.12053, 93.05776, 159.0738, 70.48906, 0, 1252.226, 1461.687, 112.5466, 537.1346, 117.4648, 0, 149.1958, 0, 159.1974
2.3, 0, 33.28511, 66.97263, 100.6113, 547.1055, 18.13211, 213.2859, 104.7514, 0, 9.665134, 88.26348, 147.6546, 67.3918, 0, 1192.246, 1370.864, 103.3008, 570.1515, 110.6918, 0, 141.5401, 0, 151.2936
2.4, 0, 31.81738, 62.3306, 93.2551, 519.7916, 16.85997, 217.1609, 97.98303, 0, 9.230228, 106.0878, 137.0551, 64.43063, 0, 1148.626, 1317.252, 94.81464, 553.3527, 104.3094, 0, 134.2771, 0, 143.7823
2.5, 0, 30.41436, 58.01031, 86.43681, 500.9202, 15.67709, 202.5925, 91.65198, 4.768372e-07, 8.814892, 104.571, 193.5646, 61.59958, 0, 1196.842, 1235.403, 87.0256, 527.4169, 167.9811, 0, 127.3869, 0, 136.6438
2.6, 0, 29.07321, 53.98947, 80.11703, 475.912, 14.57719, 189.0015, 85.72998, 4.768372e-07, 8.418247, 99.18353, 179.6694, 58.89292, 0, 1172.311, 1158.64, 79.87642, 502.6966, 158.2954, 0, 179.858, 0, 129.8598
2.7, 0, 27.79121, 144.9535, 74.25931, 452.1523, 13.55447, 222.4208, 80.19064, 2.384186e-07, 8.039452, 145.238, 166.7717, 56.30519, 0, 1189.839, 1231.697, 73.31455, 479.1351, 149.1681, 0, 170.6288, 0, 123.4126
2.8, 0, 26.56573, 134.9064, 68.82988, 528.0505, 12.6035, 375.3958, 233.3421, 2.384186e-07, 7.677696, 137.7554, 154.7999, 61.76003, 0, 1184.637, 1155.164, 67.29174, 478.6609, 140.5672, 0, 246.1888, 0, 117.2854
2.9, 0, 25.39429, 125.5557, 141.464, 501.6879, 11.71924, 350.2122, 218.265, 2.384186e-07, 7.332218, 130.6583, 143.6875, 59.04632, 0, 1200.7, 1145.413, 61.76371, 599.5582, 132.4621, 0, 233.556, 0, 111.4625
3, 0, 24.27451, 116.8532, 131.121, 476.6414, 10.89703, 326.7181, 204.162, 2.384186e-07, 7.002289, 123.9269, 133.3728, 56.45185, 0, 1185.121, 1074.242, 56.6898, 608.3828, 185.0962, 0, 427.0235, 0, 105.9286
3.1, 0, 23.20411, 108.7538, 121.5341, 551.4476, 10.1325, 304.8, 190.9704, 2.384186e-07, 6.687202, 117.5422, 123.7986, 53.97138, 0, 1128.355, 1178.783, 52.03272, 775.2061, 174.4237, 0, 533.3439, 0, 100.6695
3.2, 0, 22.18091, 101.2158, 112.6482, 523.9169, 9.421612, 284.3524, 178.631, 2.384186e-07, 6.386295, 111.4865, 114.9116, 51.5999, 0, 1139.072, 1105.538, 47.75822, 831.9413, 164.3665, 0, 621.6586, 0, 95.67152
3.3, 0, 21.20282, 94.2003, 104.412, 535.4062, 8.760598, 266.6751, 167.089, 0, 6.09893, 105.7428, 106.6626, 49.33262, 0, 1157.833, 1297.109, 43.83487, 792.9479, 154.8892, 0, 589.759, 0, 90.92166
3.4, 0, 20.26787, 96.60472, 96.77795, 508.6764, 8.145961, 299.0788, 156.2927, 0, 5.824493, 100.295, 110.6772, 47.16497, 0, 1116.703, 1216.512, 40.23382, 755.7821, 242.0153, 0, 559.4962, 0, 86.40762
3.5, 0, 19.37414, 89.90881, 89.70207, 483.281, 7.574446, 279.015, 146.194, -2.384186e-07, 5.562405, 95.12788, 102.7322, 45.09256, 0, 1285.941, 1140.923, 36.9286, 720.3583, 228.0608, 0, 530.7864, 0, 82.11768
3.6, 0, 18.51982, 83.67702, 83.14355, 509.0593, 7.043028, 271.8365, 136.7478, 0, 5.312111, 90.22694, 95.35751, 52.01725, 0, 1224.345, 1070.03, 33.89491, 791.3091, 214.9109, 0, 503.5498, 0, 78.04073
3.7, 0, 17.70317, 77.87717, 77.06455, 483.6448, 6.548894, 253.6003, 127.912, 0, 5.073078, 85.57851, 88.51221, 49.73164, 0, 1165.7, 1003.543, 52.19988, 754.2202, 202.5193, 0, 525.7664, 0, 74.1662
3.8, 0, 16.92254, 130.8312, 71.43002, 491.0593, 6.089428, 236.5874, 263.5147, 0, 4.844801, 81.16955, 82.1583, 47.54645, 0, 1315.008, 1166.684, 47.91165, 718.8696, 190.8421, 0, 498.7874, 0, 70.48402
3.9, 0, 16.17633, 122.1429, 139.2148, 585.3685, 5.662198, 261.3775, 246.488, 0, 4.626797, 76.98775, 76.26051, 45.45728, 0, 1252.021, 1094.191, 43.97569, 685.176, 203.2868, 0, 588.1446, 0, 66.98466
4, 0, 15.46302, 113.6769, 129.0362, 562.1522, 5.264942, 243.8429, 265.0801, 0, 4.418604, 73.02138, 70.7861, 43.4599, 0, 1192.05, 1026.202, 40.36308, 653.0615, 191.5654, 0, 557.9647, 0, 63.65903
4.1, 0, 14.78116, 134.4936, 119.6018, 627.6635, 4.895557, 227.4846, 247.9522, 0, 12.0134, 69.25937, 65.70467, 41.55029, 0, 1160.484, 1045.713, 87.68748, 641.1896, 180.5198, 0, 529.3335, 0, 60.49851
4.2, 0, 26.82538, 125.1716, 110.8571, 596.3277, 4.552088, 342.7216, 239.4813, 0, 17.18488, 65.69116, 60.98802, 39.72459, 0, 1141.644, 980.7366, 80.48393, 611.1368, 170.1111, 0, 502.1714, 0, 57.4949
4.3, 0, 25.64249, 116.4956, 102.7519, 647.6199, 4.232717, 319.73, 224.0075, 0, 80.7766, 62.3068, 56.60996, 37.9791, 0, 1220.176, 1120.159, 73.87215, 698.2101, 160.3026, 0, 476.4031, 0, 54.64042
4.4, 0, 24.51176, 108.421, 95.23922, 657.1252, 3.935752, 298.2808, 209.5335, 0, 77.14187, 59.09679, 52.54618, 36.31032, 0, 1161.73, 1092.223, 79.25944, 684.7595, 151.0596, 0, 523.6707, 0, 51.92765
4.5, 0, 23.4309, 100.9061, 88.27586, 774.2606, 3.659623, 278.2705, 195.9947, 0, 73.67069, 56.74348, 76.81194, 34.71486, 0, 1225.236, 1024.357, 87.37462, 773.5034, 142.3496, 0, 496.7992, 0, 49.34956
4.6, 0, 22.39769, 93.91207, 81.8216, 735.606, 3.402866, 259.6026, 183.3307, 0, 70.35571, 53.8201, 71.29794, 33.1895, 0, 1166.549, 990.5784, 80.19677, 737.249, 134.1418, 0, 471.3066, 0, 46.89948
4.7, 0, 42.68297, 87.4028, 75.83926, 698.8813, 3.164123, 242.187, 171.485, 20.22277, 67.18989, 51.04732, 66.17978, 31.73117, 0, 1110.672, 929.0276, 73.60858, 702.6938, 126.4072, 0, 447.1222, 0, 44.57103
4.8, 0, 40.80083, 81.3447, 70.29431, 674.7832, 2.942131, 225.9398, 160.4047, 33.30659, 64.16652, 48.41739, 61.42902, 30.33691, 0, 1057.472, 871.3015, 67.56161, 669.7584, 119.1186, 0, 424.1787, 0, 42.35818
4.9, 0, 39.00169, 75.7065, 65.15477, 641.095, 7.692394, 210.7825, 150.0403, 31.61716, 79.54287, 73.2083, 57.0193, 29.00392, 0, 1186.733, 927.024, 62.01141, 638.3665, 112.2503, 0, 402.4125, 0, 40.2552
5, 0, 37.28187, 70.45911, 60.39101, 609.0887, 23.10018, 196.6421, 140.3457, 30.01342, 75.96365, 69.43665, 52.92614, 27.7295, 0, 1129.889, 869.4224, 56.91716, 608.446, 105.778, 0, 555.9396, 0, 38.25662
5.1, 0, 40.6727, 65.57541, 55.97555, 578.6803, 21.47949, 293.4341, 131.2774, 28.49103, 115.0306, 65.85932, 49.1268, 26.51108, 0, 1209.043, 860.5605, 52.24139, 579.928, 99.67887, 0, 527.4123, 0, 36.35727
5.2, 0, 38.8792, 61.03022, 51.88293, 616.2217, 19.9725, 410.9213, 122.795, 27.04586, 109.8545, 62.46629, 45.6002, 25.34619, 0, 1151.131, 807.0886, 47.94975, 552.7466, 93.93143, 0, 500.3488, 0, 34.55222
5.3, 0, 37.16479, 56.80007, 48.08953, 585.4572, 18.57125, 383.3545, 114.8608, 25.67399, 104.9113, 59.24807, 42.32676, 24.23249, 0, 1169.104, 1023.654, 136.0114, 526.8391, 88.51539, 0, 474.6741, 0, 32.83678
5.4, 0, 35.52599, 52.86312, 44.57349, 556.2286, 17.2683, 357.6369, 107.4392, 24.37171, 100.1906, 56.19564, 39.28831, 23.16773, 0, 1120.638, 1010.578, 124.838, 502.146, 83.41163, 0, 450.3168, 0, 31.20652
5.5, 0, 33.95944, 49.19905, 41.31452, 528.4592, 16.05677, 393.9849, 100.4971, 23.13549, 95.6823, 53.30047, 36.46798, 22.14975, 0, 1066.96, 947.7849, 114.5825, 551.0657, 78.60216, 0, 485.6533, 0, 29.65719
5.6, 0, 32.46197, 45.78895, 38.29383, 502.0761, 14.93023, 367.5543, 94.00361, 21.96197, 91.37685, 147.8476, 33.8501, 36.6545, 0, 1234.744, 888.8932, 112.6954, 525.2371, 74.06998, 0, 460.7326, 0, 28.18478
5.7, 0, 31.03053, 42.61521, 35.494, 584.4916, 13.88274, 342.8967, 87.92967, 20.84798, 109.8867, 140.2306, 31.42015, 35.04391, 0, 1175.601, 872.4792, 103.4374, 515.5411, 69.79914, 0, 437.0907, 0, 26.78547
5.8, 0, 29.66221, 39.66145, 32.89887, 693.2072, 12.90874, 319.8933, 102.5388, 19.79049, 104.9421, 133.006, 29.16463, 33.5041, 0, 1223.464, 818.2668, 150.9194, 491.3776, 65.77456, 0, 443.694, 0, 25.45564
5.9, 0, 28.35423, 36.91241, 30.49349, 658.5991, 12.00307, 298.4331, 95.91338, 18.78665, 100.2199, 126.1536, 27.07103, 32.03194, 0, 1164.861, 841.9113, 138.5213, 564.9775, 61.98202, 0, 420.9264, 0, 24.19182
6, 0, 27.10393, 34.35393, 28.26397, 625.7189, 22.32434, 322.3095, 89.71604, 17.83372, 175.4562, 119.6543, 25.12772, 30.62447, 0, 1117.42, 932.0982, 127.1418, 663.9113, 58.40817, 0, 402.9797, 0, 22.99076
6.1, 0, 25.90876, 31.97277, 26.19746, 605.8706, 97.25653, 300.6872, 83.91914, 16.92913, 167.5611, 133.4219, 23.32391, 29.27885, 0, 1223.032, 874.1813, 189.9334, 733.2988, 55.04038, 0, 382.3013, 0, 21.84932
6.2, 0, 24.76629, 29.75666, 24.28205, 575.6229, 90.43308, 280.5155, 89.09547, 16.07042, 193.3311, 126.5481, 21.64959, 27.99235, 0, 1164.45, 985.4114, 174.3303, 785.6461, 51.86678, 0, 362.684, 0, 20.76455
6.3, 0, 23.67421, 27.69416, 109.7819, 546.8853, 84.08836, 344.8041, 361.3771, 15.25527, 209.9017, 223.8187, 20.09546, 26.76237, 0, 1303.19, 924.1818, 259.487, 748.8226, 48.87616, 0, 344.0734, 0, 19.73364
6.4, 0, 22.63027, 44.01807, 101.7553, 519.5823, 78.18877, 321.6728, 338.0271, 14.48147, 200.4567, 212.2877, 18.65289, 53.29102, 0, 1240.769, 866.7567, 294.7884, 789.3236, 46.05798, 0, 326.4177, 0, 18.75391
6.5, 0, 21.63237, 56.75921, 94.3155, 493.6424, 78.08299, 300.0932, 316.1859, 13.74691, 191.4367, 201.3508, 17.31388, 50.94943, 0, 1297.889, 891.3055, 270.5714, 752.3278, 73.75063, 0, 309.668, 0, 17.82283
6.6, 0, 20.67847, 52.8251, 87.41967, 543.9586, 72.60474, 279.9613, 295.7559, 13.04962, 182.8226, 190.9773, 16.071, 135.8248, 0, 1235.722, 835.9233, 249.6662, 897.1831, 69.4982, 0, 293.7778, 0, 16.93797
6.7, 0, 19.76664, 49.16366, 81.02802, 553.7716, 67.51084, 261.18, 276.6459, 12.3877, 174.596, 181.1382, 14.91733, 129.8567, 0, 1381.315, 783.9822, 229.1561, 927.7502, 65.49096, 0, 351.0518, 0, 16.09704
6.8, 0, 18.89501, 45.75601, 75.1037, 526.1249, 62.77433, 243.6586, 258.7708, 11.75935, 166.7397, 171.8061, 13.84648, 124.1508, 0, 1336.625, 735.2687, 210.3308, 884.2662, 61.71478, 0, 333.038, 0, 15.29786
6.9, 0, 18.06182, 42.58455, 69.61253, 525.7361, 58.37012, 299.3265, 287.9999, 11.16287, 159.2368, 277.2733, 12.8525, 118.6957, 0, 1272.602, 689.5819, 353.5702, 842.8204, 58.15633, 0, 315.9486, 0, 14.53835
7, 0, 17.26537, 39.63292, 64.52284, 499.489, 54.27491, 279.2461, 269.3911, 10.59665, 152.0716, 262.9884, 11.92988, 113.4803, 0, 1211.646, 646.7339, 324.5243, 803.3171, 54.80306, 0, 299.7361, 0, 13.81656
7.1, 0, 16.50404, 36.88586, 59.80529, 493.7624, 50.46702, 260.5128, 264.8466, 10.05915, 145.2288, 249.4394, 11.07348, 108.494, 0, 1252.131, 606.5485, 297.8645, 765.6653, 51.64314, 0, 284.3555, 0, 13.1306
7.2, 0, 15.77628, 34.32922, 55.43265, 469.1116, 46.92629, 243.0361, 247.7339, 9.548909, 138.6939, 236.5884, 10.27857, 103.7268, 0, 1192.155, 725.6248, 273.3948, 729.7783, 48.66542, 0, 269.7642, 0, 12.4787
7.3, 0, 15.08061, 31.94978, 51.37972, 445.6915, 43.63397, 226.7319, 368.4802, 9.064553, 132.453, 224.3995, 9.540712, 99.16909, 0, 1135.052, 697.9586, 250.9354, 725.2516, 45.85939, 0, 306.1497, 0, 11.85916
7.4, 0, 14.41562, 29.73526, 47.62312, 444.8784, 40.57264, 211.5215, 344.6713, 8.604766, 126.493, 212.8386, 8.855826, 94.81164, 0, 1115.21, 654.5902, 230.321, 691.2587, 43.21516, 0, 290.44, 0, 11.27038
7.5, 0, 13.77995, 27.67424, 44.14117, 447.0321, 37.72609, 197.3315, 351.201, 8.168301, 120.8011, 201.8733, 8.220105, 90.64565, 0, 1061.792, 613.9166, 211.4, 658.8593, 40.72339, 0, 275.5364, 0, 10.71083
7.6, 0, 13.17231, 85.41882, 40.91381, 477.7532, 35.07926, 304.3532, 328.5085, 7.753974, 115.3654, 191.4729, 7.63002, 86.66272, 0, 1209.501, 575.7701, 271.092, 725.7975, 38.3753, 0, 261.3976, 0, 10.17906
7.7, 0, 12.59147, 79.49823, 37.92242, 453.9017, 32.61812, 283.9355, 307.2823, 7.360664, 110.1743, 181.6083, 7.082294, 82.8548, 0, 1162.704, 539.994, 248.8217, 691.7791, 83.25942, 0, 247.9844, 0, 9.673697
7.8, 0, 12.03624, 73.98802, 35.14974, 431.2409, 30.32966, 264.8876, 326.0393, 6.987304, 105.2167, 172.252, 6.573887, 79.2142, 0, 1107.012, 598.114, 228.381, 659.3552, 144.9192, 0, 235.2594, 0, 9.193421
7.9, 0, 11.50549, 68.85973, 32.57978, 409.7114, 28.20175, 247.1175, 417.099, 6.632883, 100.4823, 163.3777, 6.101976, 75.73356, 0, 1095.977, 560.9495, 209.6194, 822.102, 136.5632, 0, 306.8175, 0, 8.73699
8, 0, 10.99815, 64.0869, 30.19773, 389.2568, 26.22313, 236.3214, 425.7565, 6.296438, 95.96082, 154.9606, 5.663942, 72.40586, 0, 1094.118, 526.0943, 192.3991, 783.5698, 128.6891, 0, 291.0736, 0, 8.303219
8.1, 0, 10.51318, 59.64488, 27.98984, 369.8234, 24.38334, 220.4677, 398.2467, 72.27936, 91.64284, 146.9771, 5.257353, 69.22438, 0, 1041.71, 563.2703, 176.5935, 874.6771, 121.2689, 0, 276.1375, 0, 7.890984
8.199999999999999, 0, 10.04959, 55.51075, 25.94337, 351.3601, 22.67262, 205.6775, 372.5144, 68.61308, 87.51916, 139.4049, 4.879951, 66.18269, 0, 1062.515, 528.2708, 162.0863, 841.5769, 114.2766, 0, 261.9679, 0, 7.499215
8.300000000000001, 0, 9.606444, 51.66317, 24.04654, 333.8187, 21.08192, 191.8796, 348.4448, 65.13277, 83.58102, 132.2229, 4.52964, 91.07922, 0, 1011.621, 521.7144, 148.7708, 802.1319, 107.6874, 0, 248.5253, 0, 7.126897
8.4, 0, 9.18284, 48.08227, 22.28839, 387.5839, 19.60283, 179.0072, 389.8823, 61.829, 79.8201, 131.8726, 4.204477, 87.07723, 0, 1135.635, 503.1577, 136.5493, 764.5357, 101.4782, 0, 235.7726, 0, 6.773063
8.5, 0, 8.777915, 44.74957, 20.65878, 368.234, 18.22751, 201.3202, 364.6905, 58.69281, 76.22841, 125.0786, 3.902656, 83.25109, 0, 1100.792, 616.9819, 136.1361, 728.7017, 95.62704, 0, 223.6742, 0, 6.436797
8.6, 0, 8.390846, 41.64787, 19.14832, 370.3674, 16.94868, 197.937, 341.1264, 55.71569, 72.79833, 118.6346, 3.622502, 79.59307, 0, 1048.066, 578.645, 124.9525, 694.5471, 90.11322, 0, 212.1967, 0, 6.117225
8.699999999999999, 0, 8.020845, 38.76116, 17.7483, 401.1758, 15.75957, 193.3353, 319.0849, 52.88959, 69.52261, 112.5226, 3.362458, 76.09579, 0, 997.8644, 542.6902, 167.3569, 720.7433, 84.91733, 0, 201.3081, 0, 5.813519
8.800000000000001, 0, 7.667159, 36.07453, 16.45064, 398.5677, 14.65389, 259.2593, 360.3147, 50.20683, 66.39427, 106.7255, 3.121082, 87.56959, 0, 950.0677, 623.3734, 185.9054, 686.9619, 80.02103, 0, 190.9782, 0, 5.524892
8.9, 0, 7.32907, 33.57412, 15.24786, 378.6695, 13.62578, 299.0444, 337.0334, 64.71156, 63.4067, 101.2271, 2.897033, 83.72182, 0, 998.0785, 584.6394, 215.2511, 719.2821, 75.40706, 0, 181.1784, 0, 5.250594
9, 0, 7.005889, 31.24702, 123.3031, 359.7646, 12.66981, 278.9829, 315.2563, 61.42915, 60.55357, 96.01192, 2.689068, 80.04311, 0, 950.2716, 548.3122, 197.5681, 685.5692, 71.05912, 0, 171.8815, 0, 4.989914
9.1, 0, 6.696958, 141.9492, 114.2879, 364.6915, 11.7809, 260.2672, 294.8864, 58.31324, 57.82882, 91.06544, 2.496031, 76.52605, 0, 1014.607, 588.121, 181.3379, 653.4363, 66.96188, 0, 163.0616, 0, 4.742177
9.199999999999999, 0, 6.40165, 132.1103, 105.9318, 346.4845, 10.95436, 242.8071, 275.8326, 55.35537, 55.22668, 165.5857, 2.316852, 73.16353, 0, 1016.832, 551.5774, 306.7268, 696.0677, 63.10089, 0, 154.6943, 0, 4.506739
9.300000000000001, 0, 6.119364, 122.9534, 98.18661, 329.1865, 10.18581, 226.5182, 258.01, 74.13043, 52.74162, 157.0549, 2.150535, 69.94875, 0, 968.1267, 517.3045, 287.4683, 663.4428, 59.46252, 0, 146.7564, 0, 4.28299
9.4, 0, 5.849526, 114.4312, 91.00774, 312.752, 9.471183, 224.0634, 241.339, 70.37027, 50.36839, 148.9635, 1.996158, 66.87524, 0, 1080.426, 560.6193, 263.8527, 632.347, 79.86861, 0, 139.2258, 0, 4.07035
9.5, 0, 5.591587, 106.4997, 84.35376, 297.1381, 8.806691, 209.032, 225.7452, 66.80083, 48.10195, 141.289, 1.852862, 63.93677, 0, 1213.135, 590.2473, 242.1771, 713.416, 75.26341, 0, 132.0816, 0, 3.868267
9.6, 0, 5.345021, 117.8699, 78.18627, 398.7965, 8.18882, 195.009, 268.0299, 63.41245, 45.93749, 134.0098, 1.719854, 61.12741, 0, 1155.027, 553.5716, 222.2822, 874.5374, 98.25108, 0, 125.304, 0, 3.676217
9.699999999999999, 0, 5.109328, 163.3354, 72.46972, 378.8868, 7.614298, 181.9268, 250.7114, 60.19594, 43.87043, 127.1057, 1.596393, 58.4415, 0, 1116.446, 519.1748, 316.7797, 863.155, 92.58595, 0, 118.8742, 0, 3.493701
9.800000000000001, 0, 4.884028, 152.0142, 67.17113, 359.9712, 7.080084, 185.6767, 234.512, 57.14258, 41.89637, 120.5573, 1.481795, 55.8736, 0, 1062.969, 486.9153, 290.7562, 822.6986, 87.24749, 0, 112.7743, 0, 3.320247
9.9, 0, 4.668663, 141.4778, 62.25994, 341.9998, 6.58335, 206.5959, 219.3593, 54.2441, 40.01115, 114.3463, 1.375423, 53.41854, 0, 1012.054, 500.4815, 266.8705, 784.1384, 201.2951, 0, 106.9874, 0, 3.155405
10, 0, 4.462794, 131.6716, 57.70784, 324.9257, 6.121467, 192.7363, 205.1856, 51.49264, 38.21075, 108.4552, 1.276688, 51.07135, 0, 1106.297, 469.3835, 244.947, 747.3856, 189.6885, 0, 101.4975, 0, 2.998746
10.1, 0, 4.266004, 122.5451, 116.2403, 308.7039, 5.691989, 179.8065, 244.9151, 48.88074, 36.49137, 116.9309, 1.18504, 48.8273, 0, 1053.306, 440.2178, 224.8245, 749.6383, 178.7512, 0, 96.28929, 0, 2.849866
10.2, 0, 4.077891, 114.0512, 127.8106, 349.9991, 5.292643, 195.6204, 274.7684, 59.21978, 34.84936, 110.9067, 1.099971, 46.68185, 0, 1002.854, 429.0755, 206.3551, 714.5025, 168.4445, 0, 91.34834, 0, 2.708377
10.3, 0, 3.898073, 106.146, 118.4658, 332.5255, 4.921315, 182.4971, 266.8921, 56.21594, 33.28123, 105.1929, 1.021009, 44.63067, 0, 954.8181, 506.4924, 189.403, 681.0135, 197.616, 0, 86.66091, 0, 2.573912
10.4, 0, 3.726184, 98.78882, 109.8042, 315.9244, 4.576039, 170.2542, 249.6472, 53.36446, 31.78366, 99.77339, 0.9477151, 42.66962, 0, 951.88, 475.0209, 173.8435, 786.3231, 186.2215, 0, 82.21401, 0, 2.446124
10.5, 0, 3.561875, 136.5971, 101.7759, 300.152, 4.254987, 166.0448, 233.5165, 50.65762, 30.35348, 94.63313, 0.8796828, 40.79473, 0, 906.2859, 445.5049, 235.9769, 814.0026, 175.4841, 0, 77.99531, 0, 2.324679
10.6, 0, 3.404811, 127.1292, 94.33462, 285.1671, 3.95646, 154.9056, 218.4281, 48.08808, 28.98765, 89.75768, 0.8165342, 71.70174, 0, 862.8759, 417.823, 216.5914, 926.2137, 165.3657, 0, 73.99308, 0, 2.209265
10.7, 0, 3.254673, 154.1488, 87.43739, 333.2603, 3.678878, 216.1108, 204.3146, 45.64888, 27.68329, 85.13342, 0.7579188, 95.41832, 0, 876.454, 391.8611, 198.7983, 1053.897, 155.8308, 0, 70.19621, 0, 2.09958
