 , C00, C01, C02, C03, C05, C07, C10, C11, C12, C15, C18, C22, C25, C47
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 78.59914, 0, 1.182266, 40.73763, 0, 19.92044, 92.43472, 0, 0, 0, 0, 39.46783, 0
0.2, 0, 74.22246, 0, 1.112282, 38.57159, 7.629395e-06, 68.24803, 87.03693, 0, 69.96948, 0, 0, 37.24011, 0
0.3, 0, 70.08948, 3.814697e-06, 131.8893, 36.52074, 107.2124, 191.4476, 81.95435, 0, 65.47815, 0, 0, 35.13812, 0
0.4, 0, 66.18666, 0, 124.0824, 36.61018, 100.8194, 251.1809, 77.16856, 0, 61.27513, 0, 0, 382.3004, 0
0.5, 0, 125.8002, 3.814697e-06, 116.7377, 34.6636, 94.80759, 271.804, 199.7915, 0, 57.34189, 0, 0, 707.5427, 0
0.6, 0, 118.7952, 0, 133.6721, 32.82053, 89.15427, 260.0176, 188.1245, 0, 53.66112, 0, 0, 796.6042, 0
0.7, 0, 117.4778, 0, 125.7597, 31.07545, 83.83807, 264.7149, 177.1388, 0, 50.21663, 0, 0, 751.6401, 0
0.8, 0, 110.9363, 0, 118.3157, 29.42316, 78.83887, 253.236, 346.546, 0, 46.99324, 0, 0, 709.2141, 0
0.9, 0, 104.7589, -3.814697e-06, 134.6085, 27.85873, 74.13776, 242.2548, 326.3092, 0, 273.9902, 0, 0, 669.1827, 0
1, 0, 113.9027, -3.814697e-06, 126.6407, 26.37747, 69.71697, 231.7498, 307.2542, 0, 256.4029, 0, 0, 696.0463, 0
1.1, 0, 107.5602, -3.814697e-06, 119.1445, 24.97498, 65.55981, 221.7003, 289.3118, 0, 239.9445, 0, 0, 723.5073, 0
1.2, 0, 101.5708, -3.814697e-06, 112.0921, 23.64705, 61.65053, 212.0866, 272.4172, 0, 224.5425, 0, 0, 761.978, 0
1.3, 0, 95.91502, -3.814697e-06, 105.457, 22.38972, 57.97435, 202.8898, 256.5092, 0, 210.1292, 0, 0, 718.9684, 0
1.4, 0, 90.57413, -3.814697e-06, 99.21479, 21.19926, 54.51738, 194.0918, 241.5302, 0, 196.6411, 0, 0, 1073.328, 0
1.5, 0, 88.12231, 27.62991, 93.34203, 20.07209, 51.26655, 185.6753, 227.4258, 0, 184.0187, 0, 0, 1138.407, 0
1.6, 0, 83.21535, 26.28373, 87.81689, 19.00486, 48.20957, 177.6238, 214.1451, 0, 172.2066, 0, 0, 1077.298, 0
1.7, 0, 78.58164, 25.00315, 82.61879, 17.99436, 45.33487, 169.9214, 201.64, 0, 161.1527, 1057.875, 0, 1016.49, 0
1.8, 0, 74.20594, 23.78495, 77.72838, 17.03759, 42.63158, 162.553, 189.8651, 0, 150.8083, 2090.013, 0, 1132.371, 0
1.9, 0, 70.0739, 22.62611, 73.12744, 16.1317, 40.0895, 155.5042, 178.7777, 0, 141.128, 2493.967, 0, 1068.455, 0
2, 0, 66.17194, 21.52373, 68.79885, 15.27397, 37.699, 148.761, 168.3379, 0, 132.069, 2439.481, 0, 1170.063, 0
2.1, 0, 62.48725, 20.47505, 64.72648, 14.46185, 35.45103, 142.3102, 158.5077, 0, 123.5915, 2537.722, 0, 1142.554, 0
2.2, 0, 59.00775, 19.47747, 60.89516, 13.69291, 33.33711, 136.1391, 149.2515, 0, 115.6582, 2418.418, 0, 1110.552, 0
2.3, 0, 55.72199, 18.5285, 107.3408, 12.96486, 31.34924, 130.2357, 140.5358, 0, 108.2342, 2251.886, 0, 1047.867, 0
2.4, 0, 52.61919, 17.62576, 100.9871, 12.27551, 29.47991, 124.5882, 132.3291, 0, 101.2866, 2274.6, 0, 1082.898, 0
2.5, 0, 49.68917, 16.767, 95.00939, 11.62282, 27.72204, 119.1856, 124.6017, 0, 94.78508, 2123.962, 0, 1030.327, 0
2.6, 68.60539, 46.92231, 15.95008, 89.38556, 30.73905, 26.069, 114.0173, 117.3255, 0, 88.70085, 1977.706, 294.9683, 972.1707, 0
2.7, 65.14414, 44.30951, 15.17297, 84.09461, 29.10464, 24.51452, 109.0731, 110.4742, 0, 83.00717, 1986.805, 1228.274, 1010.081, 0
2.8, 61.85752, 41.8422, 14.43372, 79.11685, 27.55714, 23.05274, 104.3434, 104.0229, 0, 77.67896, 1918.365, 1444.646, 1031.056, 0
2.9, 58.73671, 39.51228, 13.73048, 191.4897, 51.4819, 21.67812, 99.81866, 97.94846, 0, 72.69277, 1825.625, 1347.804, 972.8586, 134.799
3, 55.77335, 37.31209, 13.06151, 180.1549, 48.74459, 20.38547, 95.49018, 92.22868, 0, 68.02664, 1805.331, 1257.454, 917.9459, 267.3434
3.1, 52.9595, 35.23442, 12.42513, 169.4911, 46.15282, 19.1699, 91.3494, 86.84293, 0, 63.66003, 1701.026, 1484.935, 866.1327, 251.2323
3.2, 50.28761, 33.27245, 11.81976, 159.4585, 43.69886, 18.02682, 87.38817, 81.77167, 0, 59.5737, 1583.894, 1547.172, 855.6376, 236.0921
3.3, 47.75051, 31.41973, 11.24388, 150.0198, 41.37537, 16.95189, 83.59872, 76.99655, 0, 55.74968, 1474.827, 1494.566, 807.3414, 221.8643
3.4, 45.34143, 29.67016, 10.69606, 141.1397, 39.17544, 15.94106, 79.97359, 72.50028, 0, 52.17112, 1459.153, 1394.378, 761.7713, 208.4939
3.5, 43.05388, 28.01802, 10.17493, 132.7853, 37.09246, 14.99051, 76.50566, 68.26658, 0, 48.82227, 1526.881, 1300.905, 740.9808, 195.9293
3.6, 40.88174, 26.45788, 9.679189, 124.9254, 35.12025, 14.09664, 99.44505, 64.28011, 0, 45.68839, 1465.069, 1213.699, 810.3345, 184.1218
3.7, 38.81919, 24.98462, 9.207602, 117.5308, 33.25289, 13.25606, 95.13277, 60.52642, 0, 42.75565, 1423.982, 1132.339, 764.5954, 173.0259
3.8, 36.86071, 23.59338, 8.758992, 110.5739, 31.48482, 39.24611, 91.00749, 56.99193, 0, 40.01118, 1325.926, 1191.3, 721.438, 162.5987
3.9, 35.00103, 22.27962, 8.332239, 104.0287, 29.81077, 36.9059, 105.0967, 53.66384, 0, 37.44287, 1234.623, 1111.441, 680.7167, 152.7999
4, 33.23517, 21.03901, 7.926277, 97.87103, 28.22572, 34.70522, 100.5393, 50.5301, 0, 35.03942, 1155.624, 1091.633, 727.6956, 143.5916
4.1, 31.5584, 19.86749, 7.540096, 92.07781, 53.37232, 32.63578, 96.17958, 47.57935, 0, 32.79025, 1152.469, 1018.455, 686.621, 134.9382
4.2, 29.96623, 20.70821, 7.172729, 86.6275, 50.5345, 30.68973, 92.00891, 44.80092, 0, 30.68545, 1073.11, 950.1829, 667.3188, 126.8063
4.3, 28.45439, 19.55511, 6.823262, 81.49981, 47.84756, 28.85972, 88.01909, 42.18474, 0, 28.71576, 999.2155, 886.4873, 684.9607, 119.1645
4.4, 27.01882, 18.46621, 6.490821, 76.67564, 45.30349, 27.13884, 84.20228, 39.72134, 0, 26.87251, 934.105, 987.7399, 736.5786, 111.9832
4.5, 25.65568, 17.43795, 13.41156, 72.13702, 42.89469, 25.52057, 80.55097, 37.40178, 0, 25.14757, 1062.512, 921.5267, 695.0027, 105.2347
4.6, 24.36131, 16.46694, 12.75813, 67.86706, 40.61397, 23.99879, 77.05801, 35.21767, 0, 23.53335, 989.3478, 878.4618, 683.5125, 98.89283
4.7, 23.13224, 15.55, 12.13653, 63.84984, 41.86108, 22.56776, 73.71651, 33.16111, 0, 22.02275, 921.2214, 828.0364, 665.9013, 92.93317
4.8, 21.96518, 14.68413, 11.54522, 60.07042, 39.63531, 21.22206, 70.51991, 31.22465, 0, 20.60912, 857.8777, 863.8594, 667.4136, 87.33266
4.9, 20.85701, 13.86646, 10.98271, 56.51471, 37.52789, 19.95661, 67.46191, 29.40126, 0, 19.28622, 856.6997, 805.9505, 672.7449, 82.06966
5, 19.80474, 13.09433, 10.44762, 53.16946, 35.53252, 18.76661, 64.53654, 27.68435, 0, 18.04824, 797.7075, 751.9235, 634.772, 77.12383
5.1, 18.80556, 12.36519, 9.938591, 50.02224, 33.64324, 17.64757, 61.73801, 168.1781, 0, 16.88973, 742.7774, 701.5182, 674.8504, 72.47606
5.2, 17.85679, 11.67665, 34.83201, 47.0613, 31.85442, 16.59526, 59.06084, 158.3572, 0, 15.80558, 733.231, 654.4919, 636.7587, 68.10838
5.3, 16.95588, 17.71378, 33.13494, 44.27562, 30.16071, 15.6057, 56.49976, 458.4438, 0, 14.79103, 1245.431, 610.618, 625.0962, 64.00391
5.4, 16.10043, 16.72741, 31.52055, 41.65484, 28.55706, 14.67514, 54.04974, 1025.78, 0, 13.84159, 2386.863, 569.6852, 589.8128, 60.14679
5.5, 15.28814, 54.75781, 29.98481, 39.18919, 27.03867, 13.80008, 51.70595, 965.8785, 0, 12.95311, 2590.431, 531.4963, 793.8307, 56.52211
5.6, 14.51683, 51.7087, 28.5239, 36.86949, 25.60102, 12.97719, 49.4638, 1038.649, 0, 12.12165, 2629.858, 673.2203, 1012.763, 53.11587
5.7, 13.78443, 89.31831, 27.13417, 34.6871, 24.2398, 12.20337, 47.31888, 1069.337, 0, 11.34356, 2478.801, 628.0909, 955.598, 49.91491
5.8, 13.08899, 93.74921, 25.81215, 32.63388, 22.95097, 11.47569, 45.26697, 1028.036, 0, 10.61543, 2382.594, 585.9868, 962.5838, 46.90684
5.9, 12.42863, 88.52893, 24.55453, 30.7022, 21.73066, 10.7914, 43.30404, 968.0035, 0, 9.934025, 2275.644, 546.7051, 977.8624, 44.08006
6, 11.80158, 83.59933, 23.3582, 28.88486, 20.57523, 10.14792, 41.42623, 911.4763, 0, 9.296362, 2166.12, 510.0567, 964.0081, 41.42362
6.1, 11.20617, 78.94422, 22.22015, 27.1751, 19.48124, 9.542806, 39.62984, 858.2499, 0, 8.699631, 2077.367, 475.8651, 909.595, 38.92728
6.2, 10.6408, 74.54833, 21.13754, 25.56654, 56.91892, 8.973776, 37.91136, 808.1317, 0, 8.141205, 2029.174, 443.9654, 858.2531, 36.58137
6.3, 10.10396, 70.39722, 20.10769, 24.0532, 71.70199, 8.438675, 36.26739, 856.7863, 0, 7.618623, 1889.445, 414.2041, 809.8093, 34.37684
6.4, 9.594198, 66.47726, 19.12801, 46.78321, 67.88957, 7.935484, 34.69471, 806.7536, 0, 222.3866, 1928.193, 386.4379, 764.0998, 32.30516
6.5, 9.110156, 62.77557, 18.19606, 44.01399, 64.27986, 7.462297, 33.19023, 906.9608, 0, 1272.33, 1825.941, 360.533, 720.9704, 30.35833
6.6, 8.650535, 113.0846, 17.30952, 41.4087, 60.86208, 7.017325, 31.75099, 1142.81, 0, 1360.975, 1731.973, 336.3647, 680.2755, 28.52882
6.7, 8.214102, 106.7877, 16.46617, 38.95762, 57.62603, 6.598887, 30.37415, 1076.075, 0, 1446.078, 1650.398, 313.8164, 683.1174, 26.80956
6.8, 7.799687, 100.8414, 15.66391, 36.65162, 54.56203, 6.503063, 29.05703, 1013.237, 0, 1353.255, 1712.218, 292.7797, 644.559, 25.19392
6.9, 7.406181, 95.22618, 14.90074, 34.48212, 51.66095, 6.115291, 27.79701, 954.068, 0, 1266.39, 1683.488, 273.1532, 608.1771, 23.67564
7, 7.032527, 89.92365, 14.17475, 37.20646, 48.91412, 15.56356, 26.59164, 969.7334, 0, 1185.101, 1567.563, 254.8423, 573.8487, 22.24885
7.1, 6.677725, 84.9164, 13.48413, 35.00412, 46.31334, 14.63551, 25.43853, 913.1052, 0, 1109.029, 1506.403, 237.759, 541.458, 20.90805
7.2, 6.340824, 89.316, 12.82716, 32.93214, 43.85084, 18.19318, 24.33543, 859.7837, 0, 1037.841, 1436.185, 221.8208, 510.8956, 19.64805
7.3, 6.020919, 84.34258, 21.01674, 30.98281, 41.51928, 17.10834, 23.28016, 809.576, 0, 971.2223, 1418.688, 206.951, 629.8123, 18.46399
7.4, 5.717155, 79.6461, 25.41808, 29.14886, 39.31168, 27.64466, 22.27065, 762.3002, 0, 1046.101, 1320.998, 193.078, 594.2628, 17.35127
7.5, 5.428715, 75.21112, 27.62689, 46.21595, 37.22147, 25.99623, 21.30492, 717.7851, 0, 1190.908, 1246.793, 180.135, 560.7198, 16.30562
7.6, 5.154828, 102.7326, 26.28086, 43.48032, 35.24239, 24.44609, 20.38107, 675.8695, 0, 1163.106, 1240.154, 168.0597, 529.0701, 15.32298
7.7, 4.894759, 97.01205, 57.7149, 40.90661, 33.36854, 22.98839, 19.49727, 636.4016, 0, 1125.086, 1154.757, 156.7938, 568.3145, 14.39956
7.8, 4.64781, 91.61008, 54.90294, 59.99047, 31.59433, 21.61761, 18.6518, 599.2385, 0, 1079.787, 1075.241, 341.7461, 536.2361, 13.53179
7.9, 4.413321, 86.50891, 52.22797, 141.8903, 29.91444, 20.32857, 17.843, 564.2455, 0, 1032.964, 1092.798, 559.3698, 505.9684, 12.71631
8, 4.190662, 81.6918, 49.68334, 133.4915, 42.96233, 19.11639, 17.06926, 531.296, 0, 1043.014, 1017.548, 521.8724, 477.4092, 11.94998
8.1, 47.54439, 77.14291, 47.26268, 125.5898, 40.67801, 17.97649, 16.32908, 500.2705, 0, 988.2675, 967.5881, 486.8886, 450.462, 11.22983
8.199999999999999, 45.1457, 72.84732, 44.95997, 118.1558, 38.51515, 16.90457, 15.621, 471.0569, 0, 960.3853, 900.9601, 454.25, 425.0358, 10.55307
8.300000000000001, 42.86803, 68.79092, 42.76944, 111.1619, 36.46729, 15.89656, 14.94361, 612.9641, 0, 898.7384, 838.9202, 497.548, 401.0448, 9.917106
8.4, 105.9682, 64.9604, 40.68564, 109.8122, 34.52831, 14.94866, 14.29561, 577.1696, 0, 878.3925, 781.1522, 630.1281, 378.4079, 318.2512
8.5, 100.622, 61.34318, 38.70337, 103.3121, 32.69243, 14.05728, 13.6757, 543.4654, 0, 822.0087, 727.3622, 587.8875, 387.9028, 299.0722
8.6, 113.8825, 57.92738, 36.81768, 97.19682, 30.95416, 13.21906, 13.08268, 511.7293, 0, 769.2442, 677.2761, 566.4764, 449.1297, 281.049
8.699999999999999, 108.1369, 54.70177, 35.02386, 91.44351, 29.30832, 12.43082, 12.51537, 481.8465, 0, 855.3408, 630.639, 599.5423, 423.7787, 264.1119
8.800000000000001, 102.6813, 51.65579, 33.31744, 86.03075, 27.74999, 11.68957, 11.97266, 453.7087, 0, 800.4367, 587.2133, 559.3519, 419.9113, 248.1955
8.9, 97.50083, 48.77942, 31.69416, 89.47021, 26.27451, 10.99253, 11.45348, 427.2141, 0, 749.0568, 546.7778, 521.8557, 396.2095, 233.2383
9, 129.9394, 46.06321, 30.14997, 84.17425, 24.87749, 10.33706, 10.95682, 402.2666, 0, 700.9751, 509.1268, 486.8731, 373.8456, 219.1824
9.1, 123.3837, 43.49825, 28.68101, 98.82909, 23.55474, 9.720666, 10.48169, 378.7759, 0, 655.9797, 533.1545, 454.2355, 352.744, 205.9737
9.199999999999999, 117.1588, 41.07611, 27.28362, 92.97916, 22.30233, 9.141029, 10.02717, 356.657, 0, 613.8726, 496.4416, 423.7858, 332.8334, 193.5609
9.300000000000001, 256.7538, 38.78885, 25.95432, 87.4755, 21.11651, 8.595957, 9.592359, 335.8298, 0, 574.4682, 498.7577, 395.3773, 314.0468, 181.8962
9.4, 243.8001, 36.62896, 24.68978, 82.29762, 103.9295, 8.083385, 9.176401, 316.2188, 0, 537.5933, 628.4981, 368.8731, 296.3205, 243.8687
9.5, 231.5, 34.58932, 42.52437, 77.42622, 98.40353, 7.601379, 8.778481, 297.7529, 0, 740.929, 585.2198, 344.1457, 279.5948, 266.4908
9.6, 219.8205, 32.66327, 72.79938, 72.84317, 93.17139, 7.148115, 8.397816, 280.3654, 0, 693.369, 544.9216, 907.9872, 293.6973, 250.431
9.699999999999999, 208.7302, 30.84447, 157.7634, 68.53141, 88.21744, 6.721878, 8.033657, 367.7036, 0, 754.2332, 507.3984, 901.0382, 277.1197, 412.7219
9.800000000000001, 198.1994, 29.12694, 150.0769, 64.47487, 83.52689, 6.321057, 7.68529, 346.2313, 0, 745.9724, 640.8507, 896.8502, 261.4777, 387.8497
9.9, 188.2, 27.50505, 305.2978, 78.31797, 79.08574, 5.944137, 7.352029, 469.7197, 0, 698.0886, 596.7218, 951.1146, 246.7187, 364.4764
10, 178.705, 25.97347, 290.4231, 73.68214, 74.88072, 5.589693, 7.03322, 442.2901, 0, 653.2785, 555.6316, 944.444, 232.7927, 453.446
10.1, 267.1322, 24.52718, 276.2732, 172.3507, 70.89929, 5.256383, 6.728235, 416.4622, 0, 611.3447, 517.3708, 936.4629, 219.6528, 426.1197
10.2, 253.655, 23.16142, 262.8127, 162.1488, 145.8779, 4.942949, 6.436476, 392.1426, 0, 718.3675, 481.7448, 873.687, 232.7962, 400.4401
10.3, 240.8577, 21.87171, 250.0081, 152.5509, 172.1399, 4.648205, 6.157368, 433.065, 0, 672.2557, 515.3821, 815.1193, 219.6561, 435.3547
10.4, 228.706, 20.65381, 237.8273, 182.0691, 162.9872, 41.15362, 5.890363, 407.7758, 0, 747.0881, 532.8058, 760.4777, 207.2576, 409.1185
10.5, 217.1674, 19.50374, 278.3372, 171.292, 154.3211, 38.69966, 5.634936, 383.9635, 0, 699.1327, 496.1169, 842.0526, 195.5591, 384.4635
10.6, 206.211, 36.93668, 264.7762, 171.9244, 146.1158, 51.4389, 5.390586, 361.5416, 8.682914, 654.2556, 461.9544, 785.6055, 184.5208, 361.2943
10.7, 195.8073, 77.25516, 251.8758, 161.7477, 138.3468, 48.37164, 5.156832, 399.3361, 8.062905, 612.259, 430.1443, 732.9424, 222.1719, 339.5213
10.8, 185.9286, 72.95332, 255.2377, 152.1735, 130.9908, 45.48727, 4.933213, 376.0165, 7.487169, 572.9583, 400.5246, 683.8095, 209.6314, 319.0604
10.9, 176.5482, 68.89103, 242.802, 278.7245, 124.026, 42.77489, 4.719292, 418.214, 6.952543, 611.8923, 372.9445, 729.7296, 197.7989, 648.6454
11, 167.641, 65.05494, 230.9723, 262.2261, 162.8459, 43.72309, 4.514647, 393.7921, 6.456093, 572.6151, 367.5688, 680.8121, 186.6342, 665.2086
11.1, 159.1833, 61.43246, 232.4847, 246.7043, 181.6009, 41.11591, 4.318876, 402.304, 5.995092, 596.7457, 366.4243, 635.1738, 176.0997, 897.0461
11.2, 151.1522, 58.01168, 232.3043, 232.1013, 171.9451, 38.6642, 4.131595, 491.7007, 5.567009, 743.2043, 516.5428, 592.5948, 166.1598, 842.9867
11.3, 143.5264, 54.78139, 220.986, 218.3627, 163.4426, 36.35868, 3.952435, 462.9874, 5.169493, 695.4982, 480.9738, 552.8702, 156.7809, 792.1851
11.4, 154.7744, 51.73097, 253.4732, 205.4373, 154.7523, 34.19064, 3.781044, 532.3709, 4.800363, 739.3693, 447.854, 515.8085, 147.9315, 777.9113
11.5, 146.9658, 48.85041, 241.1236, 193.2769, 146.524, 32.15188, 3.617085, 663.1747, 4.45759, 691.9094, 417.0148, 569.4803, 139.5815, 731.0314
11.6, 139.5511, 46.13025, 229.3756, 209.7258, 138.7333, 30.23469, 3.460235, 741.8727, 4.139293, 647.496, 388.2993, 531.3051, 131.7029, 734.6861
11.7, 132.5105, 43.56155, 218.2001, 197.3116, 131.3568, 28.43181, 3.310188, 698.5505, 3.843724, 605.9334, 361.561, 572.0611, 124.269, 690.4111
11.8, 125.8252, 49.52553, 207.569, 185.6322, 124.3725, 26.73645, 3.166646, 714.108, 3.569261, 567.0386, 336.664, 571.5042, 117.2546, 785.98
11.9, 119.4771, 46.76778, 197.4559, 174.6442, 117.7596, 25.14217, 3.02933, 672.407, 3.314396, 530.6406, 313.4813, 721.8108, 154.8598, 952.0082
12, 200.1045, 90.77162, 187.8355, 164.3066, 111.4983, 23.64296, 2.897968, 633.1413, 3.077729, 496.5789, 291.8951, 714.1576, 146.1188, 894.6366
12.1, 218.0623, 85.71714, 178.6838, 154.5809, 105.5699, 22.23315, 2.772302, 596.1686, 2.857962, 464.7036, 271.7952, 666.284, 137.8711, 840.7224
12.2, 207.0607, 80.94411, 169.9781, 145.4309, 99.9567, 20.9074, 2.652085, 561.3549, 2.653888, 434.8745, 253.0794, 683.7927, 130.089, 1003.229
12.3, 196.6142, 76.43685, 161.6964, 136.8225, 94.64197, 19.66071, 2.537082, 528.5742, 2.464386, 406.96, 235.6524, 637.9546, 122.7462, 1116.381
12.4, 269.7963, 72.18058, 153.8183, 128.7236, 89.60982, 18.48836, 2.427065, 497.7077, 2.288415, 380.8373, 219.4254, 595.1893, 115.8178, 1252.282
12.5, 256.1846, 68.16132, 146.324, 121.1042, 84.84524, 17.38591, 2.321819, 468.6437, 2.125009, 356.3915, 204.3158, 600.6319, 109.2805, 1176.815
12.6, 243.2597, 64.36585, 139.1949, 113.9357, 80.33399, 16.3492, 2.221137, 441.2769, 1.973271, 483.7879, 190.2466, 560.3685, 103.1122, 1244.738
12.7, 230.9869, 60.78173, 132.4131, 113.0282, 76.06261, 15.37431, 2.124821, 415.5082, 1.832369, 721.1592, 177.1463, 582.4154, 97.29208, 1169.726
12.8, 219.3332, 57.3972, 125.9617, 106.3378, 82.90965, 14.45755, 2.032681, 469.4662, 1.701527, 674.8682, 164.948, 571.8753, 91.80045, 1099.234
12.9, 208.2675, 54.20112, 119.8246, 100.0434, 78.50132, 13.59546, 1.944537, 544.4529, 1.580029, 631.5486, 153.5897, 533.5396, 106.0017, 1166.506
13, 197.7601, 51.18301, 113.9866, 94.1216, 74.32738, 19.56336, 1.860215, 512.6592, 1.467206, 638.1937, 143.0135, 577.0057, 100.0185, 1142.422
13.1, 187.7828, 48.33296, 108.4329, 88.55032, 70.37537, 18.39681, 1.77955, 510.3755, 1.362439, 597.2282, 133.1656, 538.326, 94.37296, 1073.576
13.2, 178.3088, 45.64161, 103.1499, 83.30881, 66.63349, 17.29982, 1.702383, 571.267, 1.265154, 558.8923, 123.9959, 534.4911, 89.0461, 1008.878
13.3, 169.3129, 43.10013, 98.12427, 78.37756, 63.09056, 16.26825, 1.628561, 537.9075, 1.174814, 523.0172, 115.4575, 498.6614, 84.01993, 948.079
13.4, 160.7708, 40.70016, 93.34349, 73.7382, 130.0733, 15.29818, 1.557941, 506.4959, 1.090926, 489.4448, 107.5071, 1440.985, 79.27744, 1084.655
13.5, 368.3208, 38.43384, 88.79564, 69.37345, 123.5118, 14.38596, 1.490384, 595.6234, 1.013028, 624.4235, 100.1042, 1883.693, 111.1639, 1019.29
13.6, 349.7384, 36.2937, 84.46937, 65.26707, 116.9446, 13.52814, 1.425755, 560.8415, 0.9406921, 644.5338, 93.21104, 2075.92, 104.8893, 1110.572
13.7, 332.0936, 34.27274, 80.35387, 61.40376, 139.2203, 12.72147, 1.36393, 528.0908, 0.8735214, 685.0969, 86.79253, 2238.797, 98.96886, 1180.003
13.8, 315.3389, 32.36432, 76.4389, 57.76912, 142.331, 11.96289, 1.304785, 497.2525, 0.8111471, 641.1207, 80.81601, 2137.839, 93.38259, 1108.891
13.9, 299.4296, 30.56216, 72.71467, 54.34962, 173.5337, 11.24956, 1.248205, 584.9114, 0.7532266, 599.9673, 75.25103, 2206.628, 88.11164, 1042.065
14, 284.3229, 28.86035, 69.17189, 51.13254, 164.3069, 10.57875, 1.194079, 592.1614, 0.699442, 609.0432, 70.06925, 2058.706, 83.13821, 979.2665
14.1, 269.9784, 27.25331, 65.80173, 48.10588, 155.5706, 9.94795, 1.142299, 557.5817, 0.649498, 636.4359, 65.24429, 2079.555, 78.44549, 968.233
14.2, 256.3575, 25.73575, 62.59576, 45.25837, 151.7413, 9.354762, 1.092765, 525.0212, 0.6031202, 729.9448, 60.75158, 1940.152, 174.0752, 1183.343
14.3, 292.9107, 24.30269, 59.54599, 42.57942, 143.6732, 8.796945, 1.045379, 494.3622, 0.5600541, 683.0898, 56.56823, 1810.093, 164.2496, 1112.03
14.4, 278.1329, 22.94943, 56.64481, 40.05904, 161.1984, 8.272389, 1.000048, 465.4936, 0.5200631, 639.2425, 52.67295, 1840.098, 154.9786, 1045.015
14.5, 264.1007, 21.67153, 53.88498, 37.68785, 152.6274, 22.10656, 0.9566823, 438.3108, 0.4829277, 598.2097, 49.0459, 1716.746, 146.2309, 1336.147
14.6, 250.7764, 20.46478, 51.25961, 35.45702, 144.5122, 20.78836, 0.9151973, 412.7153, 0.4484439, 559.8107, 45.66861, 1782.305, 137.9769, 1270.292
14.7, 312.9505, 19.32523, 48.76216, 33.35823, 136.8284, 19.54877, 0.8755112, 388.6144, 0.4164225, 523.8766, 42.52387, 1846.259, 130.1888, 1193.739
14.8, 297.1616, 18.24914, 79.78684, 31.38368, 171.2839, 18.38309, 0.837546, 365.921, 0.3866876, 490.2491, 39.59568, 1722.495, 122.8404, 1159.715
14.9, 282.1693, 17.23296, 75.89949, 29.526, 162.1767, 17.28692, 0.8012271, 344.5528, 0.359076, 458.7802, 36.86913, 1713.548, 115.9067, 1142.805
15, 267.9334, 16.27337, 72.20154, 27.77828, 153.5537, 16.25611, 0.7664832, 324.4324, 0.3334359, 429.3311, 34.33033, 1598.681, 109.3644, 1118.482
15.1, 254.4158, 15.36721, 68.68375, 26.13402, 145.3892, 15.28677, 0.7332458, 396.0043, 0.3096267, 401.7725, 31.96634, 1638.575, 103.1913, 1134.943
15.2, 241.5801, 14.51151, 65.33737, 24.58708, 148.4875, 14.37523, 0.7014498, 372.8793, 0.2875176, 375.9828, 29.76515, 1573.578, 97.36671, 1066.547
15.3, 312.2381, 13.70346, 62.15403, 23.13172, 140.5924, 13.51805, 0.6710325, 351.1048, 0.2669873, 351.8486, 27.71552, 1500.197, 91.87088, 1113.845
15.4, 296.4852, 12.9404, 59.12578, 21.76249, 133.1171, 12.71198, 0.6419342, 330.6017, 0.2479229, 329.2635, 25.80704, 1441.502, 86.68525, 1130.701
15.5, 281.527, 12.21984, 56.24507, 20.47432, 126.0392, 11.95397, 0.6140978, 385.0668, 0.2302198, 308.1281, 24.02997, 1440.265, 81.79233, 1074.281
15.6, 267.3235, 11.53939, 53.50471, 19.26239, 119.3377, 11.24117, 0.5874684, 419.6203, 0.2137808, 288.3495, 22.37527, 1378.086, 77.17558, 1055.613
15.7, 253.8367, 10.89684, 65.75563, 18.12221, 156.9759, 10.57086, 0.5619937, 395.1163, 0.1985157, 269.8404, 20.83451, 1368.027, 72.81943, 1148.477
15.8, 241.0302, 10.29006, 187.7174, 17.04951, 148.6294, 9.94053, 0.5376238, 372.0432, 0.1843405, 252.5194, 19.39985, 1276.322, 94.91721, 1079.265
15.9, 228.8698, 9.717077, 178.5715, 16.04031, 177.6633, 9.347784, 0.5143105, 350.3174, 0.1711776, 236.3103, 18.06397, 1238.146, 89.55963, 1163.985
16, 217.323, 9.175997, 169.8712, 15.09084, 168.2169, 97.33555, 0.4920082, 329.8604, 0.1589546, 329.1502, 16.82009, 1192.427, 84.50447, 1206.025
16.1, 206.3587, 8.665045, 161.5948, 14.19758, 159.2727, 91.53149, 0.4706731, 765.2236, 0.1476043, 308.0221, 15.66186, 1166.397, 79.73464, 1208.472
16.2, 195.9476, 8.182545, 153.7217, 13.35719, 150.8041, 86.07354, 0.4502631, 1107.541, 0.1370645, 393.0272, 14.58339, 1222.977, 75.23404, 1289.556
16.3, 186.0617, 7.726912, 146.2321, 12.56655, 142.7858, 80.94104, 0.4307381, 1042.865, 97.96996, 407.2084, 13.57918, 1209.029, 70.98747, 1372.173
16.4, 176.6746, 7.29665, 145.7821, 11.8227, 135.1939, 76.11459, 0.4120598, 981.9666, 433.5287, 441.2615, 12.64412, 1127.981, 66.98061, 1289.48
