 , C00, C01, C03, C05, C06, C10, C17, C23, C27, C51
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
24.5, 0.4945926, 11.14218, 229.9231, 737.7541, 958.3123, 21.54223, 0.4985086, 1741.433, 723.0143, 1945.8
24.6, 0.4663708, 10.55698, 227.1824, 698.252, 950.7223, 20.41846, 0.4681135, 1687.573, 687.2032, 2101.813
24.7, 0.4397593, 10.00251, 216.7618, 657.5731, 894.9465, 19.35331, 0.4395716, 1597.22, 676.353, 2109.795
24.8, 0.4146663, 9.477163, 206.8193, 825.6964, 909.315, 18.34373, 0.41277, 1588.314, 687.4598, 1989.879
24.9, 0.3910051, 8.97941, 220.8522, 777.5928, 855.9684, 17.38681, 0.3876026, 1586.947, 653.4097, 2043.325
25, 0.3686941, 8.507799, 210.722, 732.2917, 805.7515, 16.47981, 0.3639696, 1531.748, 666.7959, 2029.572
25.1, 0.3476561, 8.060958, 259.0719, 689.6297, 801.762, 15.62013, 0.3417776, 1535.32, 706.0324, 1948.948
25.2, 0.3278185, 7.637585, 247.1886, 649.4531, 841.059, 14.80529, 0.3209387, 1558.544, 671.0624, 2056.719
25.3, 0.309113, 7.236449, 235.8504, 613.322, 791.7167, 14.03296, 0.3013704, 1475.099, 637.8245, 1939.82
25.4, 0.2914748, 6.856381, 225.0323, 577.5909, 745.2693, 13.30092, 0.2829953, 1396.122, 736.0579, 2000.059
25.5, 0.2748429, 6.496274, 327.8407, 718.4009, 844.3334, 12.60706, 0.2657404, 1349.547, 802.6953, 1983.125
25.6, 0.2591602, 6.155081, 312.8031, 676.5482, 794.7991, 11.94941, 0.2495377, 1351.603, 834.5521, 2028.533
25.7, 0.2443723, 5.831808, 298.4553, 645.6602, 802.2055, 11.32605, 0.2343229, 1411.07, 793.2164, 2135.855
25.8, 0.2304283, 5.525514, 292.7854, 662.9812, 1404.158, 10.73522, 0.2200357, 1335.521, 753.9282, 2014.458
25.9, 0.2172798, 5.235307, 279.3557, 638.9615, 1321.781, 10.17521, 0.2066197, 1264.017, 716.5859, 2101.223
26, 0.2048817, 4.960341, 266.5421, 601.7368, 1282.312, 9.64441, 0.1940216, 1340.546, 697.9901, 2121.138
26.1, 0.193191, 4.699817, 254.3162, 566.6807, 1264.385, 9.141301, 0.1821917, 1328.957, 663.4185, 2035.655
26.2, 0.1821674, 4.452977, 242.6511, 601.7266, 1346.733, 8.664437, 0.1710831, 1257.804, 630.5591, 1919.953
26.3, 0.1717727, 4.2191, 231.521, 591.1068, 1450.205, 8.212449, 0.1606518, 1227.765, 615.7205, 1986.501
26.4, 0.1619713, 3.997507, 220.9015, 556.6699, 1365.94, 7.784039, 0.1508565, 1162.03, 594.0508, 1873.592
26.5, 0.152729, 3.787553, 211.1513, 537.0726, 1285.805, 7.377978, 0.1416585, 1099.815, 564.6273, 1767.102
26.6, 0.1440142, 3.588626, 201.466, 561.9325, 1210.371, 6.9931, 0.1330213, 1040.931, 598.329, 1963.239
26.7, 0.1357966, 3.400146, 192.2251, 529.1953, 1275.151, 6.628299, 0.1249107, 985.1989, 568.6935, 1851.653
26.8, 0.128048, 3.221566, 183.408, 593.0457, 1200.342, 6.282528, 0.1172946, 1145.752, 540.5259, 1816.733
26.9, 0.1207415, 3.052365, 174.9953, 624.8184, 1131.589, 5.954794, 0.1101429, 1084.408, 584.9702, 1713.474
27, 0.1138519, 2.892051, 166.9686, 598.7325, 1070.597, 5.644157, 0.1034273, 1129.459, 730.5496, 1707.417
27.1, 0.1073554, 2.740156, 159.31, 620.121, 1007.788, 5.349725, 0.0971211, 1068.988, 892.6888, 1687.333
27.2, 0.1012296, 2.59624, 152.0026, 583.9938, 948.6646, 5.070652, 0.09119942, 1042.184, 885.5198, 1686.659
27.3, 0.09545337, 2.459882, 210.7815, 598.3267, 1056.426, 4.806137, 0.08563881, 1167.494, 841.6597, 1642.435
27.4, 0.09000672, 2.330685, 220.1997, 563.4692, 994.4493, 4.555421, 0.08041722, 1448.391, 799.972, 1549.083
27.5, 0.08487087, 2.208275, 210.0994, 530.6426, 936.1082, 4.317783, 0.07551402, 1576.136, 794.4165, 1600.803
27.6, 0.08002807, 2.092293, 200.4624, 499.7283, 881.1897, 4.092543, 0.07090977, 1491.749, 755.0688, 1509.817
27.7, 0.0754616, 1.982403, 255.1846, 470.6151, 829.4932, 3.879052, 0.06658625, 1489.794, 717.67, 1424.003
27.8, 0.0711557, 1.878285, 243.4797, 525.74, 905.015, 3.676697, 0.06252635, 1410.03, 682.1235, 1343.066
27.9, 0.0670955, 1.779635, 232.3116, 500.0901, 909.4065, 3.484899, 0.05871399, 1360.741, 648.3377, 1266.729
28, 0.06326699, 1.686166, 221.6558, 470.9558, 856.0546, 3.303107, 0.05513408, 1287.887, 616.2253, 1194.731
28.1, 0.05965692, 1.597606, 211.4888, 443.5188, 805.8326, 3.130797, 0.05177243, 1333.147, 620.8099, 1126.825
28.2, 0.05625285, 1.513698, 201.7881, 417.6802, 758.5571, 2.967476, 0.04861576, 1261.77, 590.061, 1145.935
28.3, 0.05304302, 1.434196, 192.5324, 393.3469, 714.055, 2.812675, 0.04565156, 1278.789, 613.329, 1137.594
28.4, 0.05001634, 1.35887, 183.7012, 428.8181, 739.1141, 2.66595, 0.04286809, 1210.322, 582.9506, 1202.128
28.5, 0.04716237, 1.287501, 175.2751, 417.8405, 695.7527, 2.526878, 0.04025433, 1169.129, 554.0769, 1133.802
28.6, 0.04447125, 1.219879, 167.2354, 393.4979, 654.9351, 2.395061, 0.03779994, 1143.453, 526.6333, 1069.359
28.7, 0.04193369, 1.15581, 159.5646, 383.7924, 616.5122, 2.270121, 0.0354952, 1121.955, 500.549, 1008.579
28.8, 0.03954092, 1.095105, 152.2456, 361.4334, 638.6166, 2.151698, 0.03333098, 1085.461, 475.7566, 951.2538
28.9, 0.03728468, 1.037589, 171.1238, 340.3769, 601.1511, 2.039453, 0.03129872, 1076.514, 452.1922, 897.1866
29, 0.03515719, 0.9830931, 214.9608, 320.5472, 565.8835, 1.933063, 0.02939037, 1076.045, 429.795, 846.1926
29.1, 0.03315109, 0.9314597, 205.1009, 301.8727, 532.6849, 1.832223, 646.4447, 1018.433, 408.5071, 889.7152
29.2, 0.03125947, 0.8825382, 195.6932, 284.2861, 587.5992, 1.736644, 609.7802, 963.9058, 424.7918, 839.1458
29.3, 0.02947577, 0.8361861, 186.717, 267.7242, 553.1267, 1.64605, 614.1544, 912.2981, 403.7517, 908.3723
29.4, 0.02779386, 0.7922685, 178.1526, 252.127, 520.6766, 1.560182, 581.0181, 1084.505, 383.7538, 856.7425
29.5, 0.02620792, 0.7506574, 169.981, 237.4386, 490.1302, 1.478794, 631.6091, 1145.908, 364.7463, 808.0472
29.6, 0.02471248, 0.7112319, 162.1842, 223.6058, 461.3758, 1.401652, 593.0986, 1907.719, 346.6803, 762.1196
29.7, 0.02330237, 0.673877, 154.745, 210.579, 434.3084, 1.328533, 559.0811, 2230.376, 329.5091, 718.8025
29.8, 0.02197271, 0.6384841, 147.6471, 198.311, 408.8289, 1.259229, 524.9928, 2183.397, 313.1884, 677.9474
29.9, 0.02071893, 0.60495, 140.8747, 186.7578, 384.8442, 1.19354, 492.9829, 2136.304, 384.8055, 825.4791
30, 0.01953669, 0.5731773, 134.413, 175.8776, 362.2667, 1.131278, 462.9247, 2141.655, 365.746, 778.5607
30.1, 0.01842192, 0.5430732, 128.2477, 196.6038, 341.0136, 1.072264, 435.6566, 2181.871, 347.6305, 864.7952
30.2, 0.01737075, 0.5145502, 122.3651, 196.1374, 321.0075, 1.016329, 409.0938, 2284.46, 330.4122, 815.6422
30.3, 250.0728, 0.4875253, 116.7524, 225.1905, 302.175, 0.963311, 445.4999, 2162.149, 314.0468, 769.2829
30.4, 445.9992, 0.4619199, 111.3972, 212.0713, 284.4474, 0.9130591, 418.3368, 2219.16, 456.841, 725.5586
30.5, 548.8438, 0.4376592, 106.2875, 205.4555, 488.0195, 0.8654286, 392.83, 2140.434, 551.1642, 965.6017
30.6, 517.5264, 0.4146728, 101.4123, 193.486, 459.3889, 0.8202828, 368.8783, 2098.64, 523.8649, 1171.794
30.7, 487.9959, 0.3928936, 96.76064, 182.2139, 432.4381, 0.777492, 346.387, 2057.784, 497.9177, 1105.192
30.8, 460.1505, 0.3722583, 92.32236, 171.5984, 448.1363, 0.7369335, 325.2671, 1974.813, 473.2556, 1042.375
30.9, 433.894, 0.3527068, 88.08768, 161.6014, 421.8456, 0.6984907, 305.4349, 1869.081, 449.8151, 1231.679
31, 409.1356, 0.3341821, 84.04722, 152.1868, 397.0973, 0.6620533, 286.8119, 1928.58, 427.5356, 1161.673
31.1, 385.79, 0.3166305, 80.1921, 143.3207, 413.8641, 0.6275167, 269.3243, 1972.762, 528.437, 1095.646
31.2, 363.7765, 0.3000006, 76.5138, 134.9711, 389.584, 0.5947818, 252.9031, 1883.124, 502.2633, 1033.372
31.3, 343.0191, 0.2842441, 73.00422, 182.5602, 397.8875, 0.5637544, 237.483, 1824.257, 477.386, 1031.475
31.4, 323.4462, 0.2693153, 69.65562, 201.1916, 442.069, 0.5343457, 223.0032, 1893.723, 453.741, 1065.233
31.5, 304.9901, 0.2551705, 66.46062, 194.6825, 416.1343, 0.5064711, 209.4062, 1792.333, 431.267, 1177.268
31.6, 287.5871, 0.2417686, 63.41216, 183.3407, 391.721, 0.4800506, 196.6383, 1696.371, 437.5453, 1157.716
31.7, 271.1772, 0.2290706, 60.50354, 217.2709, 368.74, 0.4550083, 184.6488, 1624.635, 431.9205, 1130.825
31.8, 255.7036, 0.2170395, 57.72832, 204.6131, 418.6483, 0.4312724, 173.3904, 1695.638, 410.5273, 1066.552
31.9, 241.1129, 0.2056403, 55.08041, 192.6927, 394.0876, 0.4087747, 162.8185, 1636.86, 390.1938, 1050.827
32, 227.3549, 0.1948397, 52.55395, 181.4668, 399.4912, 0.3874506, 152.8911, 1614.804, 390.3154, 1102.14
32.1, 214.3818, 0.1846065, 50.14338, 170.8949, 376.0544, 0.3672389, 143.569, 1528.347, 370.9829, 1039.497
32.2, 202.149, 0.1749107, 47.84337, 160.9388, 353.9925, 0.3480816, 134.8153, 1457.466, 352.608, 980.4141
32.3, 190.6143, 0.1657242, 45.64886, 151.5628, 351.6788, 0.3299236, 126.5953, 1525.986, 335.1432, 924.6896
32.4, 179.7377, 0.1570201, 43.55502, 142.733, 339.9592, 0.3127128, 118.8765, 1524.789, 356.6613, 1027.834
32.5, 169.4817, 0.1487732, 41.55721, 134.4177, 320.0149, 0.2963999, 111.6284, 1509.216, 338.9958, 969.4144
32.6, 159.8109, 0.1409594, 39.65104, 126.5868, 301.2407, 0.2809379, 104.8222, 1428.413, 322.2052, 914.3151
32.7, 150.692, 0.1335561, 37.8323, 119.212, 283.5678, 0.2662826, 98.43093, 1351.935, 306.2463, 862.3475
32.8, 142.0934, 0.1265415, 36.09698, 112.267, 266.9318, 0.2523917, 92.42939, 1394.666, 291.0778, 813.3336
32.9, 133.9854, 0.1198954, 34.44127, 105.7265, 367.3643, 0.2392255, 86.79378, 1319.995, 276.6606, 767.1056
33, 126.3401, 0.1135983, 32.86149, 99.56707, 345.8123, 0.2267461, 81.50178, 1289.981, 262.9576, 723.5051
33.1, 119.1311, 0.107632, 31.35418, 93.76647, 325.5246, 0.2149176, 76.53244, 1220.915, 249.9332, 970.5549
33.2, 112.3333, 0.101979, 29.91601, 88.30381, 306.4271, 0.2037063, 71.8661, 1245.901, 237.5539, 1294.525
33.3, 105.9235, 0.09662293, 28.54381, 83.15939, 288.45, 0.1930798, 67.48427, 1275.085, 225.7878, 1852.573
33.4, 99.87943, 0.09154817, 27.23454, 78.31468, 271.5276, 0.1830076, 63.36961, 1219.576, 214.6044, 1828.248
33.5, 94.18024, 0.08673993, 25.98533, 73.75221, 255.5979, 0.1734608, 59.50583, 1218.794, 382.557, 1724.335
33.6, 88.80624, 0.08218423, 24.79342, 69.45554, 240.6028, 0.1644121, 55.87764, 1201.145, 363.6088, 1805.13
33.7, 83.73888, 0.07786781, 23.65618, 65.40919, 226.4875, 0.1558354, 52.47066, 1136.835, 358.8428, 1702.53
33.8, 78.96068, 0.07377809, 22.57111, 61.59857, 213.2002, 0.1477061, 49.27142, 1239.502, 341.0692, 1605.762
33.9, 74.45512, 0.06990317, 21.5358, 78.49784, 200.6924, 0.1400009, 46.26723, 1173.139, 324.1759, 1689.752
34, 70.20666, 0.06623176, 20.54799, 73.9247, 188.9184, 0.1326976, 43.44622, 1110.329, 342.6405, 2120.136
34.1, 66.20061, 0.06275317, 19.60548, 69.61798, 177.8352, 0.1257754, 40.79722, 1050.882, 325.6694, 2283.065
34.2, 62.42315, 0.05945729, 18.7062, 65.56216, 167.4022, 0.1192142, 38.30973, 1058.948, 309.5389, 2331.51
34.3, 58.86124, 0.05633452, 17.84818, 61.74263, 157.5812, 0.1129953, 35.9739, 1144.879, 465.919, 2244.783
34.4, 55.50257, 0.05337575, 17.02951, 58.14562, 148.3365, 0.1071008, 33.7805, 1100.73, 442.8419, 2295.135
34.5, 52.33555, 0.05057238, 16.24839, 54.75816, 145.1454, 0.1015138, 31.72083, 1041.797, 420.9077, 2915.027
34.6, 49.34924, 0.04791626, 15.5031, 51.56805, 136.6302, 0.09621821, 29.78675, 986.0187, 400.0601, 2964.116
34.7, 46.53334, 0.04539963, 14.79199, 48.56379, 187.4263, 0.0911989, 27.97058, 933.2271, 380.245, 2795.643
34.8, 43.87811, 0.04301518, 14.1135, 45.73455, 183.5744, 0.08644143, 63.09094, 983.881, 361.4113, 2740.792
34.9, 41.37439, 0.04075597, 13.46614, 43.07014, 172.8047, 0.08193213, 1009.962, 990.8176, 343.5105, 2709.495
35, 39.01353, 0.03861541, 12.84847, 40.56095, 162.6668, 0.07765807, 1874.978, 947.2969, 326.4963, 2555.493
35.1, 36.78739, 0.03658728, 12.25912, 38.19794, 153.1237, 0.07360697, 1928.818, 941.2631, 310.3248, 2410.245
35.2, 34.68827, 0.03466566, 11.69682, 35.9726, 219.0529, 0.0697672, 2072.057, 890.8677, 294.9543, 2406.079
35.3, 32.70893, 0.03284498, 11.1603, 33.8769, 206.2018, 49.52098, 2074.615, 1563.671, 280.3452, 2269.323
35.4, 30.84254, 0.03111991, 10.64839, 31.9033, 194.1046, 560.9904, 1948.122, 1874.9, 266.4596, 2486.578
35.5, 29.08264, 0.02948545, 10.15997, 30.04467, 182.7171, 826.3576, 1887.154, 1941.824, 253.2617, 2392.683
35.6, 27.42316, 0.02793684, 9.693943, 28.29432, 171.9977, 783.2499, 1812.971, 1837.858, 240.7176, 2256.688
35.7, 25.85837, 0.02646956, 9.249296, 26.64595, 161.9071, 744.4416, 1776.791, 1739.459, 228.7948, 2128.423
35.8, 24.38288, 0.02507934, 8.825045, 25.0936, 152.4086, 827.0073, 1668.456, 1744.998, 217.4625, 2007.448
35.9, 22.99157, 0.02376214, 8.420253, 23.63169, 143.4673, 783.8657, 1566.727, 1651.57, 206.6915, 2016.255
36, 21.67965, 0.02251412, 8.034027, 22.25496, 135.0505, 772.1328, 1471.2, 1659.791, 196.454, 2057.436
36.1, 20.44259, 43.67301, 7.665518, 20.95842, 127.1275, 799.2029, 1518.804, 1686.359, 186.7236, 2037.016
36.2, 19.27612, 41.37924, 7.313912, 19.73742, 119.6694, 757.5118, 1444.639, 1692.296, 177.4751, 1983.523
36.3, 18.17621, 51.00595, 6.978433, 18.58756, 112.6487, 740.5446, 1365.107, 1613.72, 168.6847, 1928.34
36.4, 17.13906, 72.95591, 6.658342, 17.50468, 106.04, 701.9135, 1359.513, 1721.669, 160.3297, 1929.979
36.5, 16.1611, 69.12417, 6.352933, 16.48489, 99.81898, 665.2975, 1306.674, 1629.491, 152.3885, 1862.162
36.6, 15.23893, 65.49368, 6.061533, 15.52451, 93.96293, 630.5917, 1351.224, 1542.248, 144.8406, 1871.681
36.7, 14.36939, 62.05386, 5.7835, 14.62008, 141.7637, 597.6964, 1281.622, 1459.675, 137.6666, 1765.299
36.8, 13.54946, 62.56142, 5.518219, 13.76834, 154.2569, 566.517, 1306.975, 1381.524, 130.8479, 1664.964
36.9, 12.77632, 59.27561, 5.265106, 12.96622, 145.2072, 536.9642, 1227.286, 1307.557, 124.367, 1655.048
37, 12.04729, 56.16237, 5.023602, 12.21084, 171.6935, 508.953, 1192.905, 1237.55, 118.2071, 1688.713
37.1, 11.35986, 53.21265, 4.793177, 11.49945, 161.6208, 482.403, 1120.171, 1185.96, 112.3522, 1592.731
37.2, 10.71166, 50.41785, 4.573321, 10.82952, 152.139, 473.5417, 1051.871, 1402.974, 106.7874, 1502.203
37.3, 10.10044, 47.76984, 4.363549, 10.19861, 143.2135, 466.0091, 1035.22, 1327.858, 101.4982, 1644.1
37.4, 9.524104, 45.2609, 4.1634, 9.604457, 134.8116, 441.6993, 1019.927, 1326.756, 221.8225, 1594.872
37.5, 8.980651, 47.03269, 3.972431, 9.044919, 126.9027, 418.6577, 975.9294, 1347.936, 210.8355, 1504.223
37.6, 8.468208, 44.56247, 3.790221, 8.517979, 119.4577, 396.8181, 1055.559, 1312.058, 200.3928, 1492.403
37.7, 7.985006, 42.22199, 3.616369, 8.021737, 157.7323, 376.1177, 991.1991, 1304.896, 190.4673, 1487.003
37.8, 48.01018, 40.00444, 3.450491, 7.554405, 148.4786, 356.4972, 930.7636, 1391.654, 336.9724, 1553.947
37.9, 427.532, 37.90335, 3.292222, 7.114299, 139.7679, 437.7955, 874.013, 1317.145, 554.3118, 1465.624
38, 986.4023, 121.7667, 3.141213, 6.699833, 131.5681, 414.9575, 972.5524, 1246.624, 581.4116, 1382.321
38.1, 930.1174, 163.0875, 2.99713, 6.309513, 123.8495, 393.3109, 913.2538, 1279.133, 552.6141, 1303.753
38.2, 877.0442, 154.5219, 2.859655, 107.7579, 116.5836, 387.2547, 857.5709, 1210.648, 568.1443, 1284.08
38.3, 872.9276, 146.4062, 2.728487, 101.4801, 144.7762, 430.1242, 874.7113, 1238.374, 540.0039, 1556.704
38.4, 823.1177, 138.7168, 2.603335, 95.56808, 136.2827, 411.2456, 1046.092, 1172.072, 643.557, 1592.297
38.5, 901.8798, 131.4312, 2.483924, 90.00047, 128.2874, 389.7926, 1635.645, 1109.319, 611.6814, 1501.795
38.6, 850.4178, 138.1352, 5.373013, 173.6103, 120.7612, 369.4588, 2044.695, 1177.48, 581.3846, 1558.411
38.7, 801.8923, 130.8801, 5.126561, 163.4961, 113.6765, 350.6452, 2095.239, 1230.714, 681.9097, 1524.003
38.8, 756.1357, 124.0061, 4.891413, 250.143, 162.8364, 332.3535, 1986.9, 1164.821, 648.1345, 1508.018
38.9, 722.2858, 117.4932, 7.337173, 235.5701, 153.2833, 315.016, 1865.755, 1102.456, 616.0322, 1422.306
39, 741.1811, 111.3223, 7.000628, 221.8462, 144.2906, 298.5829, 1906.848, 1043.43, 585.5199, 1341.465
39.1, 698.8887, 105.4755, 6.679519, 208.9219, 135.8256, 283.0071, 1948.12, 1036.118, 556.5189, 1265.219
39.2, 686.7602, 99.93577, 35.97731, 196.7505, 163.1325, 268.2438, 2132.292, 1032.363, 528.9543, 1334.273
39.3, 647.5731, 94.687, 34.32709, 185.2881, 153.5621, 254.2506, 2035.901, 977.0905, 502.7551, 1334.262
39.4, 610.6221, 109.8996, 32.75255, 174.4936, 144.5531, 240.9874, 1911.768, 924.7768, 477.8535, 1367.261
39.5, 602.614, 104.1275, 83.55725, 164.3279, 202.778, 228.4161, 1795.204, 940.0364, 454.1852, 1289.549
39.6, 665.7164, 138.993, 79.72459, 299.4637, 559.3354, 216.5006, 1850.595, 955.5275, 431.6893, 1216.254
39.7, 677.9712, 154.218, 116.5731, 793.9338, 726.026, 205.2066, 1796.763, 1075.447, 410.3076, 1147.125
39.8, 645.2061, 146.1182, 111.226, 1228.701, 683.4324, 233.8138, 1705.249, 1488.44, 389.9849, 1565.125
39.9, 608.3901, 138.4439, 106.1243, 1212.312, 670.4477, 336.3641, 1683.367, 2067.782, 370.6688, 2616.605
40, 573.6749, 247.9862, 112.7494, 1203.371, 631.1147, 443.2476, 1699.585, 3104.828, 352.3095, 2977.514
40.1, 540.9406, 234.9616, 107.5777, 1562.787, 594.0892, 420.1252, 1634.181, 3721.126, 334.8595, 2922.258
40.2, 510.0741, 222.6211, 112.1793, 2227.118, 559.236, 419.1801, 1628.611, 3849.621, 318.2738, 2930.901
40.3, 480.9689, 210.9287, 107.0338, 2441.045, 552.7812, 397.3132, 1529.311, 3817.002, 302.5096, 2764.315
40.4, 453.5244, 199.8505, 102.1243, 2298.834, 603.6, 376.587, 1436.066, 3778.532, 287.5262, 2722.968
40.5, 427.646, 189.354, 97.43999, 2218.352, 568.1887, 356.942, 1406.513, 3995.449, 273.2849, 2752.978
40.6, 403.2442, 179.4089, 92.97056, 2242.435, 534.8549, 376.6298, 1392.375, 4288.838, 259.749, 2620.33
40.7, 380.2347, 169.9861, 88.70613, 2297.7, 558.0027, 356.9826, 1307.479, 4116.73, 246.8836, 2683.836
40.8, 358.5382, 161.0582, 84.63731, 2163.84, 525.2665, 908.7057, 1233.612, 3896.32, 234.6553, 2803.282
40.9, 338.0798, 152.5992, 80.75511, 2047.665, 494.4509, 1724.295, 1214.533, 3863.263, 223.0328, 2643.95
41, 318.7887, 144.5845, 77.05099, 2244.963, 465.443, 2927.042, 1212.346, 3871.523, 211.9859, 2493.674
41.1, 300.5983, 136.9907, 73.51677, 2114.175, 438.137, 3246.692, 1138.427, 3664.241, 201.4862, 2351.939
41.2, 283.446, 129.7958, 70.14466, 2124.009, 412.4329, 3816.447, 1069.015, 3468.057, 191.5065, 2218.26
41.3, 267.2723, 122.9787, 66.92723, 2012.51, 388.2368, 4108.434, 1003.835, 3578.043, 182.0211, 2092.179
41.4, 252.0215, 116.5197, 63.85737, 1970.507, 365.4602, 4095.494, 942.6287, 3386.474, 173.0056, 1973.264
41.5, 237.641, 110.4, 60.92832, 1924.165, 344.0198, 4071.42, 885.1547, 3264.258, 164.4365, 1944.575
41.6, 224.081, 104.6016, 58.13363, 1894.899, 323.8373, 3894.164, 831.1849, 3425.689, 156.2919, 1952.059
41.7, 211.2948, 99.10779, 55.46712, 1878.202, 350.0233, 3837.931, 780.5059, 3290.408, 148.5508, 1957.725
41.8, 212.543, 93.90251, 52.92292, 1768.781, 329.4885, 3730.741, 732.9168, 3114.239, 141.193, 2026.505
41.9, 212.0136, 88.97063, 50.49543, 1703.343, 310.1585, 3583.552, 748.1536, 2988.035, 134.1996, 1911.323
42, 199.9159, 84.29777, 48.17927, 1604.109, 291.9625, 3496.573, 702.537, 3334.71, 127.5527, 1802.688
42.1, 188.5086, 79.87034, 45.96936, 1510.656, 274.834, 3385.062, 659.7019, 3457.184, 121.235, 1968.778
42.2, 177.7521, 75.67544, 43.86081, 1422.648, 258.7104, 3446.577, 619.4785, 3298.859, 115.2302, 1856.878
42.3, 167.6095, 71.70086, 41.84897, 1339.767, 243.5327, 3296.267, 581.7076, 3348.142, 109.5228, 1751.337
42.4, 158.0455, 67.93504, 39.92942, 1418.985, 229.2454, 3124.314, 613.3142, 3276.503, 104.0981, 1651.795
42.5, 149.0273, 64.367, 38.09792, 1336.318, 215.7963, 2998.229, 646.2607, 3191.495, 98.94206, 1738.242
42.6, 140.5237, 60.98635, 36.35042, 1258.466, 203.1362, 3054.09, 606.8568, 3203.27, 94.04143, 1685.622
42.7, 132.5053, 57.78327, 34.68307, 1340.923, 281.4243, 3071.501, 572.166, 3034.796, 89.38352, 1589.815
42.8, 124.9445, 54.74841, 33.09222, 1262.803, 264.914, 3097.952, 561.3374, 2974.773, 84.95633, 1595.729
42.9, 117.815, 51.87295, 31.57432, 1228.342, 249.3724, 3029.829, 527.1115, 2927.088, 80.74841, 1505.031
43, 111.0924, 49.14851, 30.12605, 1186.342, 236.9175, 2948.847, 499.8005, 2836.287, 76.74892, 1419.488
43.1, 104.7534, 46.56717, 28.74422, 1239.468, 223.0184, 2804.119, 469.3266, 2887.543, 72.94752, 1525.977
43.2, 98.77609, 44.1214, 27.42576, 1167.259, 209.9346, 2657.839, 440.7108, 2798.33, 152.8165, 1649.391
43.3, 93.13985, 41.80408, 26.16778, 1255.671, 197.6184, 2868.654, 422.0526, 2753.979, 145.2475, 1555.643
43.4, 87.82522, 39.60848, 99.09511, 1192.608, 186.0248, 2774.154, 458.1611, 2745.408, 211.3214, 1548.403
43.5, 82.81384, 37.52819, 644.2672, 1232.046, 175.1113, 2640.306, 519.7667, 2718.902, 317.7762, 1460.396
43.6, 78.08842, 35.55716, 725.9349, 1160.27, 164.8381, 2587.44, 512.5965, 3257.289, 401.7078, 1430.859
43.7, 73.63263, 33.68965, 692.6373, 1092.674, 155.1676, 2452.464, 543.7339, 3294.013, 381.8111, 1349.532
43.8, 69.43109, 31.92022, 660.867, 1029.017, 146.0644, 2548.763, 510.5813, 3117.651, 362.8999, 1378.525
43.9, 65.4693, 30.24373, 630.554, 969.0684, 150.591, 2603.847, 479.4501, 3125.288, 344.9253, 1440.162
44, 61.73357, 28.65529, 601.6313, 979.2526, 704.8581, 2499.595, 458.3134, 2957.959, 327.8411, 1358.307
44.1, 58.21101, 27.15027, 574.0354, 986.5043, 1378.004, 2369.201, 483.1507, 2931.901, 311.603, 1281.104
44.2, 54.88944, 25.7243, 547.7052, 979.9059, 1591.792, 2278.298, 453.692, 2871.115, 325.1286, 1208.289
44.3, 51.75741, 24.37323, 522.5828, 922.8184, 1568.112, 2278.659, 426.0294, 2887.773, 410.539, 1139.612
44.4, 48.80409, 23.09311, 498.6126, 1017.546, 1493.71, 2188.152, 400.0535, 2887.76, 575.6401, 1243.329
44.5, 46.01929, 21.88023, 475.742, 958.2661, 1464.976, 2206.594, 375.6614, 2733.148, 589.4787, 1172.661
44.6, 43.39339, 20.73105, 453.9204, 902.4392, 1421.179, 2147.089, 352.7566, 2677.178, 681.7523, 1161.082
44.7, 40.91734, 19.64223, 433.0997, 1012.296, 1337.803, 2112.359, 331.2483, 2758.22, 683.6655, 1095.089
44.8, 38.58256, 18.61059, 419.8041, 953.3211, 1350.419, 2132.17, 311.0514, 2647.849, 780.7947, 1032.846
44.9, 36.38101, 17.63314, 400.5483, 940.124, 1330.211, 2173.473, 292.0859, 2525.072, 742.1217, 1067.725
45, 34.30508, 16.70702, 382.1757, 931.1005, 1370.008, 2074.934, 274.2768, 2424.828, 705.3642, 1007.038
45.1, 32.34761, 15.82955, 364.6458, 876.8563, 1392.019, 2021.974, 257.5536, 2425.335, 670.4273, 949.8
45.2, 30.50183, 14.99816, 382.713, 916.273, 1406.902, 2011.573, 241.85, 2374.273, 654.1301, 1076.646
45.3, 90.4492, 14.21043, 365.1585, 862.8926, 1328.162, 1979.443, 227.1039, 2336.19, 670.7703, 1015.452
45.4, 85.28809, 13.46408, 348.4092, 812.6221, 1262.618, 1891.696, 213.2569, 2303.215, 637.5469, 957.7361
45.5, 80.42149, 12.75693, 332.4282, 768.2206, 1369.345, 1950.067, 200.2542, 2179.901, 605.969, 903.3005
45.6, 75.83257, 12.08692, 317.1801, 865.3514, 1289.01, 1914.182, 188.0443, 2101.066, 575.9551, 851.959
45.7, 71.50551, 11.4521, 302.6315, 814.9376, 1249.869, 1849.385, 176.5788, 2072.252, 646.4506, 870.6527
45.8, 67.42535, 10.85062, 288.7502, 767.4608, 1206.507, 1902.801, 165.8124, 2066.604, 614.4317, 821.1668
45.9, 63.578, 10.28073, 275.5057, 811.416, 1160.023, 1906.247, 155.7025, 1982.708, 615.4895, 912.0632
46, 59.95019, 9.740773, 262.8686, 764.1444, 1091.968, 1806.806, 146.209, 1987.998, 605.8596, 957.078
