 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
97.3, 0.7691545, 364.3922, 280.2916, 418.9844, 51.97481, 251.703, 684.5863, 89.73741, 59.08636, 455.2704, 6.550988, 1.194189, 1121.679, 28.72182, 244.6574, 0.5062707, 499.6347, 618.019, 1515.615, 0.9229214, 1224.905, 402.3281, 1852.03, 38.85754, 2923.782, 1084.186
97.40000000000001, 0.7356377, 346.4261, 265.3059, 585.3502, 49.57407, 238.779, 648.1328, 85.02953, 125.9682, 432.9105, 6.235603, 1.140874, 1077.816, 27.25122, 232.6811, 0.4787465, 475.2422, 625.3945, 1443.735, 0.8797096, 1141.81, 380.1061, 1982.079, 36.92191, 2799.889, 1082.74
97.5, 0.7035815, 329.3459, 251.1214, 558.9834, 47.28421, 226.5186, 613.6204, 80.56863, 118.9481, 458.7858, 5.935402, 1.089938, 1139.635, 25.85591, 221.2911, 0.4527187, 475.4814, 588.0514, 1436.535, 0.8385211, 1064.351, 557.3425, 2089.929, 35.0827, 2681.246, 1034.982
97.59999999999999, 0.6729221, 313.1078, 237.6953, 533.8043, 45.10013, 214.8878, 653.1723, 76.34176, 112.3192, 437.1078, 5.649654, 1.041277, 1082.224, 24.53205, 210.4586, 0.428106, 452.268, 552.938, 1376.141, 0.799261, 1018.89, 610.1261, 2270.26, 33.3351, 2567.63, 989.3304
97.7, 0.6435988, 297.6703, 224.987, 509.7593, 43.01693, 203.8541, 618.3915, 72.33665, 145.0638, 415.64, 5.377663, 0.9947884, 1027.706, 23.27597, 279.1794, 70.05707, 430.188, 519.9214, 1478.727, 0.7618391, 949.7706, 716.2734, 2236.622, 31.67456, 2546.302, 1148.205
97.8, 0.6155533, 282.9939, 212.9582, 486.7974, 41.02995, 225.2151, 585.4628, 68.54166, 136.9794, 395.2264, 5.118766, 0.9503752, 975.9333, 22.0842, 265.5132, 66.24831, 409.1859, 488.8762, 1408.597, 0.7261693, 885.3398, 676.7111, 2188.043, 30.09674, 2438.405, 1097.559
97.90000000000001, 0.5887299, 269.0412, 201.5725, 464.8698, 39.13476, 213.6512, 554.2875, 64.94576, 129.3457, 375.8155, 4.872333, 0.9079449, 926.7692, 20.95345, 252.516, 62.64661, 389.2091, 459.6848, 1453.96, 0.6921696, 825.2799, 639.334, 2253.338, 28.59751, 2384.414, 1109.677
98, 0.5630753, 255.7763, 190.7955, 443.93, 37.3271, 202.681, 524.7723, 61.53852, 122.1373, 374.7119, 4.637764, 0.8674088, 880.0817, 19.8806, 240.1551, 59.24073, 370.2077, 432.2364, 1385.004, 0.6597618, 845.409, 682.4302, 2164.852, 27.17297, 2459.658, 1060.731
98.09999999999999, 0.5385387, 243.1655, 180.5947, 423.9334, 35.60294, 192.2742, 502.3368, 58.31002, 115.3307, 356.3085, 4.414488, 0.8286825, 835.7462, 18.86268, 228.3992, 56.02002, 352.1339, 406.4269, 1319.319, 0.6288713, 788.0579, 700.8739, 2262.348, 25.81939, 2355.432, 1296.161
98.2, 0.5150713, 231.1764, 170.9392, 404.8375, 33.95842, 182.4016, 479.2279, 55.25091, 108.9034, 338.8089, 4.201961, 0.7916853, 793.6441, 17.89688, 217.2187, 52.97441, 334.9424, 382.1586, 1256.749, 0.5994272, 734.5975, 662.1622, 2163.94, 24.53323, 2360.671, 1344.372
98.3, 0.4926265, 219.7785, 161.8, 551.4039, 32.38987, 173.036, 453.7095, 52.35228, 102.8342, 418.2929, 3.999666, 0.7563398, 766.5745, 16.98053, 206.5856, 84.49442, 318.5903, 427.3983, 1298.638, 0.5713616, 684.7637, 625.5886, 2069.812, 23.31114, 2260.64, 1285.073
98.40000000000001, 0.4711597, 208.9425, 246.9672, 527.3565, 30.89376, 164.1512, 429.55, 49.60573, 97.10336, 397.7491, 3.80711, 0.7225723, 742.2892, 16.1111, 196.473, 79.90076, 303.0365, 479.4129, 1251.523, 0.5446101, 638.3105, 591.0352, 1979.779, 22.14993, 2347.12, 1275.524
98.5, 0.4506284, 462.457, 319.1913, 503.602, 29.46676, 155.7227, 406.6769, 47.00327, 91.69184, 440.0313, 3.623824, 0.6903124, 829.8533, 15.28619, 186.8554, 75.55683, 288.242, 463.2695, 1215.173, 0.5191111, 735.3254, 558.3902, 1913.715, 21.04657, 2343.732, 1219.262
98.59999999999999, 0.4309917, 439.6559, 302.1259, 480.9174, 28.10567, 194.9016, 552.871, 44.53733, 86.58191, 519.2718, 3.449362, 0.6594929, 788.0481, 14.50351, 242.6667, 71.44907, 300.4571, 435.607, 1212.558, 0.494806, 814.9628, 527.5483, 1830.472, 19.99816, 2376.063, 1332.094
98.7, 0.4122108, 417.9791, 285.9728, 459.2547, 26.80746, 295.6813, 593.1426, 42.20078, 81.75675, 493.7685, 3.283299, 0.6300492, 748.3489, 13.76091, 230.7878, 67.56463, 285.7885, 422.843, 1173.949, 0.4716389, 759.6772, 694.8306, 1897.218, 19.00198, 2275.379, 1273.337
98.8, 0.3942482, 397.371, 270.6834, 551.2424, 25.56921, 280.4992, 561.5584, 39.9868, 77.2005, 469.5178, 3.125232, 0.6019201, 725.1604, 13.05632, 219.4905, 71.946, 271.8362, 493.4879, 1213.501, 0.4495564, 708.142, 656.4526, 1880.86, 18.05543, 2280.085, 1217.172
98.90000000000001, 0.3770684, 377.779, 256.2114, 526.4119, 24.38815, 266.0967, 531.656, 37.88897, 72.89816, 446.4582, 2.974773, 0.5750468, 736.0818, 19.85213, 208.7461, 68.03455, 258.5649, 484.1309, 1194.137, 0.4285079, 660.1029, 620.1945, 1799.046, 17.15602, 2339.295, 1163.484
99, 0.3606372, 434.5527, 242.5132, 502.7, 23.26165, 252.4336, 503.3459, 35.90121, 68.83559, 450.8487, 2.831559, 0.5493733, 742.2615, 18.83567, 198.5277, 64.33575, 245.9416, 546.9504, 1137.504, 0.4084449, 639.4695, 585.9389, 1720.791, 16.30142, 2284.904, 1112.164
99.09999999999999, 0.3449221, 413.1274, 229.5473, 480.0561, 22.18718, 239.4721, 595.5867, 34.01772, 64.99943, 433.4606, 2.695239, 0.524846, 704.869, 17.87126, 188.8096, 60.83804, 233.9345, 514.2913, 1272.841, 0.3893212, 596.0891, 553.5754, 1645.939, 15.48939, 2381.716, 1228.004
99.2, 0.3298917, 392.7585, 217.2746, 458.4322, 21.16234, 237.2824, 563.8723, 32.23306, 61.37705, 432.2131, 2.565482, 0.5014138, 687.0045, 16.95622, 179.5671, 57.53048, 341.0382, 623.4633, 1212.475, 0.371093, 555.6514, 522.9995, 1574.344, 14.7178, 2391.638, 1173.838
99.3, 0.3155163, 373.3939, 205.6581, 437.7823, 20.18484, 225.0988, 533.8467, 50.19606, 57.95654, 410.9856, 2.441972, 0.4790277, 652.3956, 30.66423, 170.7771, 54.40275, 430.0184, 586.2355, 1261.243, 0.3537182, 517.957, 494.1124, 1642.714, 13.98466, 2358.649, 1147.502
99.40000000000001, 0.3017673, 462.6751, 194.6627, 418.0626, 19.25249, 213.5409, 505.42, 47.56263, 199.0122, 390.8007, 2.324408, 0.4576411, 619.5301, 74.97057, 162.4173, 51.44506, 409.0246, 551.2306, 1238.51, 0.3371569, 482.8197, 466.8208, 1571.258, 13.28803, 2517.636, 1148.785
99.5, 0.2886175, 439.8633, 184.2551, 399.2311, 18.36321, 288.0382, 478.5069, 45.06736, 189.7258, 413.8462, 2.212504, 0.4372093, 742.4581, 83.34879, 154.4668, 48.64817, 389.0557, 518.3159, 1241.956, 0.321371, 450.0661, 441.0367, 1670.303, 12.62611, 2410.953, 1246.197
99.59999999999999, 0.2760407, 418.1763, 174.404, 381.248, 17.515, 351.5837, 453.0269, 42.70299, 179.1525, 393.5207, 2.105987, 0.4176897, 778.1982, 79.0812, 146.9054, 46.00334, 370.0617, 487.3665, 1357.641, 0.3063242, 419.5344, 416.6766, 1597.647, 11.99716, 2423.636, 1191.229
99.7, 0.2640119, 397.5584, 165.0796, 364.0748, 16.70597, 333.5312, 486.4222, 40.46267, 169.1684, 381.8642, 2.004598, 0.3990415, 782.8959, 75.03211, 139.7142, 163.3277, 351.9951, 458.2652, 1316.216, 0.2919819, 391.0739, 393.6621, 1718.986, 11.39954, 2506.804, 1138.685
99.8, 0.2525073, 377.9572, 156.2537, 347.6752, 15.93431, 316.4057, 532.9032, 38.33987, 159.7407, 363.1095, 1.908091, 0.381226, 868.0177, 71.19035, 132.875, 197.5667, 334.8104, 430.9016, 1340.174, 0.2783111, 364.5441, 371.9188, 1719.494, 10.83168, 2400.58, 1269.292
99.90000000000001, 0.241504, 359.3223, 147.8996, 352.9046, 15.1983, 300.1595, 540.0529, 36.32845, 150.8385, 348.4428, 1.81623, 0.3642058, 824.2899, 67.54528, 126.3706, 186.8257, 318.4647, 405.1719, 1276.615, 0.2652804, 339.8141, 351.3764, 1770.289, 10.29212, 2343.103, 1373.076
100, 0.2309802, 341.6063, 139.9922, 337.0082, 14.49628, 284.7474, 511.2957, 79.35866, 142.4323, 331.3296, 1.728791, 0.3479455, 782.765, 64.08685, 174.257, 176.6687, 302.917, 408.666, 1288.91, 0.2528598, 316.7617, 331.9686, 1693.284, 9.779432, 2406.413, 1312.511
100.1, 0.220915, 324.7637, 132.5076, 321.8278, 106.268, 270.1267, 484.0697, 75.19527, 157.8591, 378.3492, 1.645562, 0.3324112, 894.2733, 60.8055, 165.7269, 288.238, 288.1284, 396.1763, 1227.782, 0.2410207, 295.2731, 313.6328, 1688.694, 9.292284, 2325.404, 1463.621
100.2, 0.2112883, 347.2812, 125.4231, 307.3312, 101.3594, 256.2568, 504.0246, 71.25031, 149.0617, 359.7671, 1.566339, 0.3175704, 849.2229, 87.69884, 157.6143, 272.5675, 274.0617, 372.5201, 1259.476, 0.229736, 275.2423, 296.3098, 1858.54, 8.829402, 2332.052, 1471.847
100.3, 0.2020812, 330.1588, 118.7175, 293.4876, 96.67756, 243.099, 477.1858, 67.51231, 184.4159, 375.1466, 1.490931, 0.3033921, 806.442, 83.20852, 149.8989, 257.749, 426.8258, 350.2764, 1395.142, 0.2189796, 256.5703, 279.9435, 2014.484, 8.389578, 2233.233, 1501.955
100.4, 0.1932753, 392.7327, 112.3703, 324.1482, 155.386, 292.2058, 521.14, 63.97041, 332.9186, 356.7219, 1.419153, 0.2898469, 765.8162, 78.9481, 142.5612, 280.8133, 419.8391, 329.3609, 1605.063, 0.2087269, 239.1651, 264.4812, 1937.334, 7.971663, 2433.039, 1455.065
100.5, 0.1848531, 373.3693, 106.3624, 309.5471, 148.2086, 277.2022, 493.3898, 60.61434, 314.3653, 339.202, 43.53436, 0.2769065, 727.2369, 74.90583, 167.9274, 265.5464, 478.4044, 365.7133, 1579.891, 0.1989541, 222.9405, 513.1831, 1904.867, 7.574566, 2458.652, 1671.608
100.6, 0.1767979, 500.0092, 100.6758, 400.2942, 141.3628, 262.9689, 467.1173, 57.43433, 296.8459, 461.2361, 41.43848, 0.2645437, 760.2061, 88.65981, 159.7071, 251.1096, 455.0483, 343.8761, 1595.257, 0.189639, 207.8166, 484.8382, 1866.896, 7.19725, 2403.772, 1637.185
100.7, 0.1690938, 475.3567, 95.29323, 382.2631, 153.249, 249.4664, 442.2438, 54.42116, 307.4671, 439.3567, 39.44351, 0.2527329, 721.9095, 84.12028, 151.8893, 237.4576, 598.2244, 365.6235, 1694.442, 0.18076, 193.7187, 458.0589, 1959.996, 6.838729, 2456.887, 1676.027
100.8, 0.1617253, 451.9197, 90.19842, 365.0442, 146.1703, 236.6573, 418.6948, 51.56606, 290.3321, 417.7784, 37.54458, 0.2414494, 685.5422, 79.81318, 144.4541, 241.7385, 569.0187, 343.7917, 1740.911, 0.1722967, 180.5772, 557.8361, 1874.739, 6.498068, 2352.778, 1630.575
100.9, 0.154678, 429.6382, 85.376, 348.601, 315.8209, 224.5059, 396.3997, 48.86076, 274.1521, 405.1239, 35.73707, 0.2306697, 651.0069, 75.72662, 166.9039, 319.4288, 541.2388, 334.4651, 1820.555, 0.1642296, 168.3271, 527.0248, 1972.984, 6.174376, 2322.34, 1703.132
101, 0.1479377, 408.4553, 80.81141, 332.8984, 420.8892, 212.9783, 375.2919, 46.29738, 279.391, 385.2268, 34.01658, 0.2203713, 618.2114, 71.84929, 173.0862, 504.2435, 514.8151, 314.4937, 1734.213, 0.1565403, 156.9081, 691.0869, 1914.955, 5.866808, 2399.825, 1672.464
101.1, 0.1414911, 388.3167, 76.49086, 317.9031, 435.5253, 202.0427, 443.1136, 43.86848, 271.3512, 366.307, 32.37892, 0.2105326, 587.068, 68.17049, 164.6134, 476.8295, 489.6815, 400.3329, 1744.192, 0.149211, 146.2637, 652.9157, 1913.598, 5.574562, 2471.772, 1709.791
101.2, 0.1353255, 369.1711, 72.40131, 303.5833, 415.4081, 191.6686, 529.4776, 41.56701, 256.2289, 348.3164, 94.90358, 0.2011332, 557.4935, 77.59182, 156.5554, 463.1765, 465.7748, 468.8642, 1661.472, 0.1422248, 136.3415, 825.2228, 1885.696, 5.296873, 2367.033, 1634.375
101.3, 0.1294286, 350.9695, 68.5304, 289.9086, 396.2202, 181.8271, 501.2835, 39.38628, 261.6815, 331.2093, 139.9344, 0.1921534, 588.8751, 73.61899, 148.8918, 447.0285, 459.0085, 440.8677, 1714.438, 0.1355657, 127.0923, 779.6428, 1803.671, 5.033017, 2417.722, 1687.036
101.4, 0.1237886, 333.6652, 64.86646, 276.8498, 377.9186, 172.491, 474.5907, 37.31997, 247.0982, 358.3463, 177.1725, 0.1835745, 559.2096, 69.84957, 203.2761, 422.7251, 436.5994, 414.5429, 1633.129, 0.1292185, 118.4706, 736.5804, 2049.012, 4.782304, 2372.678, 1635.051
101.5, 0.1183943, 317.2141, 61.3984, 264.3792, 360.4623, 163.6343, 449.3192, 35.36205, 233.3275, 340.7466, 168.6428, 0.1753787, 534.1621, 66.27316, 249.0958, 462.9026, 420.6218, 389.79, 1629.872, 0.1231684, 110.4337, 727.1357, 1959.884, 4.544081, 2358.336, 1679.739
101.6, 0.1132352, 301.5742, 58.11576, 252.4703, 343.8123, 155.2323, 434.4, 33.50685, 220.3243, 324.0114, 160.5239, 0.1675488, 507.2528, 62.87986, 236.9022, 490.6656, 770.5231, 366.5151, 1872.478, 0.1174016, 102.9421, 792.598, 1976.146, 4.317724, 2354.022, 1698.001
101.7, 0.1083008, 286.7053, 55.00862, 241.0979, 365.1381, 173.295, 453.2606, 31.74898, 208.0458, 308.098, 197.7139, 0.1600684, 536.6016, 59.66031, 225.3056, 506.2608, 732.9056, 344.63, 1783.674, 0.1119047, 95.95869, 780.3295, 2081.931, 4.102643, 2306.699, 1895.709
101.8, 0.1035815, 363.0833, 52.06761, 230.2378, 348.2721, 164.397, 561.7569, 30.08334, 238.8561, 292.9662, 188.1954, 112.9945, 509.5695, 56.6056, 214.2766, 478.7372, 697.1246, 324.0517, 1816.864, 0.1066653, 89.44903, 737.2291, 2137.228, 3.898275, 2208.955, 1812.092
101.9, 0.09906781, 345.1818, 49.28384, 219.8668, 332.1852, 155.9558, 531.8439, 28.50508, 272.9885, 278.5776, 179.1351, 107.9497, 483.8991, 76.075, 203.7875, 479.4152, 693.5915, 304.7022, 1939.307, 0.1016712, 83.38096, 724.4019, 2060.258, 3.704088, 2353.437, 1776.61
102, 0.09475081, 328.1629, 46.6489, 209.963, 513.0703, 178.2605, 503.5238, 27.00962, 257.7751, 348.0478, 170.511, 103.1302, 459.5219, 72.17983, 193.8118, 453.351, 669.0165, 286.508, 1847.334, 0.09691084, 77.72454, 684.3906, 1970.64, 3.519575, 2460.657, 1698.246
102.1, 0.09062194, 311.9831, 69.48489, 200.5053, 489.3713, 169.1075, 476.7117, 25.59261, 243.4094, 330.9539, 162.3021, 98.52587, 436.3727, 68.48411, 184.3245, 428.7039, 636.3546, 269.4002, 1759.722, 0.09237342, 72.45184, 1020.369, 1884.92, 3.344252, 2356.388, 1675.333
102.2, 0.08667299, 325.1948, 65.76991, 219.4945, 466.767, 160.4244, 451.3273, 24.24995, 229.8443, 373.837, 224.4486, 102.9774, 414.3898, 64.97761, 175.3015, 405.3968, 605.2873, 253.314, 1801.915, 0.08804844, 67.53683, 964.0106, 2088.969, 3.177663, 2256.538, 1601.437
102.3, 0.08289612, 309.1614, 62.25355, 209.6075, 445.2067, 152.1872, 427.2946, 22.97773, 217.0353, 363.5437, 213.6429, 98.37987, 430.3122, 61.65065, 166.7203, 397.5272, 575.7367, 238.1882, 1727.938, 0.08392595, 62.95525, 910.7649, 1998.102, 3.019372, 2160.919, 1530.8
102.4, 0.07928383, 334.3716, 58.92519, 200.1658, 424.6424, 144.373, 404.5416, 21.77225, 264.9835, 345.6888, 203.3575, 93.98761, 408.6345, 58.49403, 175.2027, 375.915, 547.6288, 223.9657, 1645.989, 0.07999649, 58.68448, 860.4601, 1958.273, 2.868967, 2214.385, 1533.173
102.5, 0.07582895, 421.9531, 55.77478, 191.1494, 405.0279, 136.96, 383.0002, 20.63001, 329.4171, 328.7108, 193.5673, 89.79145, 388.0489, 55.49904, 166.6263, 355.4778, 601.5941, 210.5924, 1749.388, 0.076251, 54.70343, 812.9339, 1873.091, 2.726053, 2120.553, 1465.547
102.6, 0.07252461, 401.149, 52.7928, 182.5392, 386.3194, 129.9276, 362.6058, 46.4625, 311.0589, 312.5666, 184.2484, 85.78263, 368.5003, 52.6574, 158.4697, 421.083, 572.2238, 198.0177, 1666.422, 0.07268088, 50.99244, 847.3193, 1827.587, 2.590259, 2139.268, 1483.903
102.7, 0.06936427, 473.4325, 49.97026, 174.3168, 368.4751, 123.2563, 396.3217, 44.02494, 356.6107, 416.716, 175.3781, 81.95279, 349.9365, 49.96126, 150.7124, 468.98, 544.2874, 186.1938, 1587.39, 0.06927792, 47.5332, 974.0186, 1920.298, 210.2712, 2090.996, 1617.181
102.8, 0.06634165, 450.0903, 47.29862, 166.4648, 351.455, 116.9276, 375.218, 41.71526, 336.737, 413.4473, 166.9348, 97.0051, 332.3079, 47.40316, 143.3348, 443.4832, 517.7149, 175.0759, 1516.8, 0.06603428, 44.30863, 920.2201, 1836.768, 199.7968, 2205.391, 1609.56
102.9, 0.06345073, 427.899, 44.76982, 158.9664, 340.3488, 110.9238, 355.238, 39.52676, 317.9709, 393.1414, 158.8981, 92.67422, 315.5674, 86.12357, 136.3184, 419.3726, 492.4397, 164.6219, 1556.963, 0.06294251, 41.30281, 869.3931, 1756.872, 189.8442, 2270.931, 1576.201
103, 0.06068579, 406.8018, 42.37622, 213.2318, 384.643, 105.2283, 336.322, 37.45307, 398.4973, 422.6446, 283.3308, 88.5367, 299.6702, 81.71391, 129.6455, 396.5727, 468.3984, 154.7921, 1483.123, 0.0599955, 221.6984, 821.3734, 1794.996, 180.3874, 2174.702, 1506.677
103.1, 0.05804134, 386.7448, 40.11059, 203.6269, 388.6838, 99.82522, 318.4132, 35.48817, 376.2892, 415.0711, 269.6904, 84.58389, 284.5738, 77.53002, 123.2991, 375.0125, 445.5309, 145.5493, 1412.784, 0.05718647, 458.7755, 861.4636, 1716.917, 171.4017, 2272.475, 1440.219
103.2, 0.05551213, 532.953, 37.96609, 267.141, 370.7303, 94.69958, 301.458, 33.62636, 515.4112, 394.6855, 321.6349, 80.80757, 270.2379, 73.56036, 160.3751, 497.3404, 423.7797, 136.8583, 1345.781, 0.05450897, 502.3382, 813.882, 1673.056, 162.8635, 2176.181, 1376.693
103.3, 0.05309312, 506.6762, 35.93625, 255.1078, 353.6061, 89.83711, 285.4057, 31.86222, 486.6877, 375.3011, 306.1504, 77.19984, 256.6243, 86.2219, 245.9612, 470.3018, 403.0905, 128.6863, 1442.866, 0.05195682, 562.1201, 990.6918, 1600.281, 154.7507, 2206.945, 1423.139
103.4, 0.05077953, 671.9111, 34.01493, 243.6166, 337.2728, 85.22432, 270.2082, 30.19064, 459.5648, 356.8688, 291.4114, 73.75319, 243.6964, 81.8072, 240.4534, 463.5011, 383.4113, 121.0023, 1433.825, 0.04952417, 523.9868, 935.9724, 1620.112, 147.0421, 2313.284, 1360.366
103.5, 0.04856676, 638.7831, 32.19634, 232.643, 321.694, 127.9631, 255.8199, 28.60675, 433.9536, 339.3417, 277.382, 70.46041, 231.4198, 77.61854, 228.6829, 518.7328, 364.6929, 113.7771, 1432.15, 0.04720541, 488.4405, 884.2753, 1549.64, 139.7174, 2245.136, 1300.362
103.6, 0.04645041, 607.2885, 30.47497, 222.1637, 306.8348, 121.3927, 242.1978, 27.10596, 409.7696, 322.6755, 264.028, 67.31464, 333.3089, 73.64434, 217.4886, 496.8755, 346.8883, 106.9833, 1364.229, 0.04499523, 455.3055, 835.4337, 1482.233, 132.7575, 2419.987, 1243.005
103.7, 0.04442628, 577.3467, 28.84564, 212.1564, 292.6619, 115.1596, 229.301, 25.6839, 386.9334, 306.8278, 251.3168, 64.30932, 316.518, 88.30722, 206.8422, 517.2821, 329.953, 259.8647, 1485.307, 0.04288852, 424.4184, 789.2897, 1417.759, 126.1444, 2462.823, 1188.178
103.8, 0.04249035, 548.8811, 27.30342, 202.5999, 279.1437, 109.2466, 246.8107, 24.33645, 365.3698, 294.2594, 239.2177, 61.43817, 300.5729, 83.78574, 196.7171, 520.2315, 313.8445, 368.5913, 1414.864, 0.04088045, 395.6266, 745.6944, 1377.868, 119.8607, 2412.207, 1135.769
103.9, 0.04063879, 521.819, 25.84365, 193.4739, 266.2499, 103.6372, 464.1081, 23.05968, 345.008, 279.8073, 227.701, 58.69521, 285.431, 79.49577, 225.2489, 491.9483, 298.5223, 346.5822, 1347.763, 0.0389664, 368.788, 704.5071, 1400.236, 113.89, 2373.508, 1085.672
104, 0.03886791, 496.0911, 24.46194, 184.759, 253.9516, 98.31583, 469.7686, 21.84991, 325.7809, 266.065, 216.7388, 74.74686, 271.052, 75.42546, 214.2227, 465.2028, 283.9483, 325.8873, 1535.838, 0.03714197, 343.77, 665.5947, 1339.328, 108.2167, 2550.578, 1037.784
104.1, 0.03717419, 471.6318, 23.15409, 176.4366, 242.2215, 93.26769, 444.754, 27.01745, 307.6253, 252.9976, 206.3044, 108.0725, 287.1671, 107.8108, 203.7362, 439.9113, 270.0857, 306.4282, 1528.498, 0.03540296, 320.4492, 628.8315, 1403.311, 102.8261, 2483.127, 992.0089
104.2, 0.03555429, 448.3784, 21.91616, 168.4891, 231.0331, 88.47875, 421.0713, 25.60004, 290.4816, 240.572, 196.3722, 240.0239, 279.4088, 102.2907, 193.7631, 415.9949, 256.8999, 288.1309, 1456.008, 0.03374537, 298.7105, 594.0989, 1342.269, 97.70395, 2431.005, 948.2527
104.3, 0.03400497, 575.6119, 20.74442, 160.8996, 220.3616, 83.93571, 398.6497, 24.25698, 274.2932, 228.7567, 186.9183, 229.3078, 265.3331, 99.95512, 184.2781, 393.3787, 244.3579, 270.9262, 1500.729, 0.03216539, 278.4465, 756.5488, 1283.883, 92.83697, 2550.09, 906.4266
104.4, 0.03252316, 547.2318, 19.63533, 153.6519, 210.183, 79.62593, 377.422, 22.98439, 259.007, 304.0685, 177.9195, 219.0702, 251.9666, 95.01582, 175.2575, 425.0147, 232.4282, 254.7489, 1429.556, 0.03065939, 259.5572, 714.762, 1265.519, 88.21243, 2550.292, 866.4453
104.5, 0.03110593, 520.251, 18.58554, 146.7307, 200.4745, 75.53745, 382.659, 21.77856, 244.5727, 289.1346, 169.3539, 209.2896, 239.2733, 283.688, 166.6784, 401.9082, 221.0808, 239.5375, 1361.758, 0.02922389, 241.9493, 675.2831, 1210.471, 83.81825, 2619.11, 828.2276
104.6, 0.02975045, 494.6005, 17.59187, 140.1213, 202.188, 71.65888, 501.5851, 20.636, 305.1898, 295.5642, 161.2007, 199.9457, 227.2196, 316.8988, 158.5193, 380.0578, 210.2875, 225.2344, 1297.175, 0.02785561, 225.5359, 693.3301, 1171.771, 79.64297, 2534.773, 791.6956
104.7, 0.02845404, 470.2147, 16.65133, 133.8096, 192.8488, 67.97947, 533.8019, 19.55337, 288.1818, 298.1606, 153.44, 191.0189, 222.5779, 300.673, 150.7596, 359.3954, 200.0211, 211.7853, 1291.751, 0.0265514, 210.2359, 655.035, 1133.981, 75.67567, 2598.251, 756.775
104.8, 0.02721413, 447.0312, 15.76107, 127.7822, 259.4054, 64.48898, 505.3776, 18.52754, 272.1216, 294.8059, 146.0529, 201.7927, 211.3652, 406.7437, 143.3797, 339.8563, 190.2559, 199.1393, 1230.489, 0.02530824, 195.9739, 618.8551, 1223.945, 71.90599, 2590.883, 805.6331
104.9, 0.02602824, 424.9907, 28.03993, 122.0263, 263.4058, 61.17772, 478.4667, 66.51907, 322.6472, 285.0767, 139.0215, 192.7834, 200.7173, 385.9178, 136.3611, 321.3795, 180.9675, 187.2485, 1172.132, 0.02412329, 182.6794, 584.6735, 1170.706, 68.3241, 2481.097, 969.8464
105, 0.02489403, 404.0369, 26.54079, 116.5297, 251.2389, 58.03648, 452.9889, 63.02929, 332.5635, 271.0755, 132.3286, 184.1765, 190.6059, 366.1581, 129.686, 303.9072, 172.1325, 176.0676, 1116.542, 0.02299383, 170.2867, 869.3721, 1380.363, 64.92063, 2375.962, 969.6662
105.1, 0.02380925, 384.1162, 75.07329, 111.2807, 239.634, 55.05653, 428.8677, 59.72259, 314.0299, 257.7621, 125.9579, 180.0322, 181.0038, 347.4102, 123.3377, 287.3849, 163.7289, 165.5544, 1063.589, 0.02191724, 158.7348, 821.3536, 1332.823, 61.6867, 2275.283, 1000.207
105.2, 2.874101, 365.1777, 71.05952, 106.2681, 228.5652, 52.22958, 406.0309, 66.65882, 353.4829, 245.1024, 119.8939, 171.9945, 223.3009, 329.6223, 117.3002, 271.7607, 194.6012, 155.6689, 1054.614, 0.02089106, 147.9665, 775.9873, 1359.898, 144.2622, 2178.869, 1205.97
105.3, 2.748859, 347.1729, 103.5256, 101.4813, 218.0077, 49.54779, 386.6819, 63.16171, 333.7835, 252.8791, 217.6374, 164.3157, 212.0517, 312.7451, 111.5582, 256.9861, 185.1006, 146.3737, 1004.597, 0.01991293, 137.9287, 733.1268, 1349.983, 171.8683, 2086.542, 1152.777
105.4, 2.629074, 330.0559, 97.99065, 96.91012, 207.9378, 47.0037, 366.0916, 59.84806, 315.182, 247.0906, 207.1597, 253.0264, 236.6287, 296.732, 106.0973, 243.0146, 176.0639, 137.6335, 956.9532, 0.01898059, 128.5718, 692.6336, 1392.52, 163.3069, 2083.43, 1126.972
105.5, 2.514509, 313.7827, 92.75163, 92.54485, 198.333, 44.59024, 346.5976, 56.70825, 297.6171, 234.9551, 197.1864, 256.5792, 224.7082, 281.5388, 100.9037, 229.8027, 167.4683, 129.4153, 911.5687, 0.01809191, 119.8497, 837.871, 1468.314, 155.172, 1995.146, 1192.704
105.6, 2.404937, 298.312, 87.79269, 88.37621, 189.1719, 42.3007, 344.3214, 53.73317, 301.9645, 223.4156, 187.6932, 297.9578, 299.8893, 267.1236, 95.96432, 217.3092, 159.2924, 121.6877, 868.3366, 0.01724483, 111.7194, 791.5924, 1565.18, 147.4423, 2029.009, 1227.448
105.7, 2.300139, 283.6039, 83.09889, 84.39534, 199.721, 40.12873, 374.369, 50.91417, 285.1362, 212.4429, 178.6571, 284.6552, 284.7819, 253.4464, 91.26675, 205.4948, 151.5156, 114.4216, 827.1548, 0.01643742, 104.1405, 1025.567, 1587.739, 140.0977, 1978.627, 1173.307
