 , C09, C12, C15, C19, C21, C24, C25, C29, C34, C37, C39, C45, C57, C63, C72, C92
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
239.7, 335.2238, 385.9092, 2983.103, 535.2986, 191.7654, 620.8699, 315.0862, 649.3878, 1596.961, 358.9019, 2988.503, 1819.539, 1454.09, 478.6957, 352.7451, 389.4623
239.8, 317.2652, 364.9405, 3033.103, 501.9778, 179.5526, 591.0634, 462.6604, 700.4036, 1492.599, 533.5647, 3071.454, 2218.075, 1375.407, 563.149, 332.873, 369.7153
239.9, 300.2688, 345.1111, 2889.191, 470.731, 168.1177, 886.3959, 610.4026, 667.8602, 1618.37, 684.4842, 3107.211, 2275.5, 1723.851, 581.2405, 314.1204, 350.9695
240, 284.1828, 326.3592, 2881.917, 499.9502, 157.411, 876.7447, 812.2203, 629.4451, 1827.111, 754.7277, 3226.561, 2266.212, 1951.28, 551.6841, 296.4242, 333.1742
240.1, 268.9586, 308.6262, 2830.021, 468.8297, 147.3861, 877.1199, 880.2563, 608.4323, 1874.727, 709.5206, 3115.044, 2157.216, 1899.76, 556.7845, 279.725, 316.2812
240.2, 254.5501, 291.8567, 2694.429, 439.6463, 137.9997, 835.0113, 906.798, 573.4355, 1850.254, 667.0212, 3111.107, 2066.948, 1796.961, 528.4716, 263.9665, 300.2447
240.3, 343.8473, 357.1914, 2694.025, 412.2795, 129.2111, 818.5126, 851.851, 540.4517, 1729.341, 627.0676, 3026.658, 1937.199, 1778.347, 539.5264, 249.0958, 541.067
240.4, 325.4268, 337.7831, 2742.552, 386.6162, 120.9822, 882.0034, 800.2334, 509.3652, 1684.498, 722.0914, 2887.397, 1887.281, 1761.647, 547.4403, 235.0628, 513.6331
240.5, 307.9931, 319.4293, 2611.15, 574.1101, 113.2773, 839.6604, 751.7436, 480.0667, 1797.257, 758.3549, 2935.707, 1768.811, 1666.322, 519.6026, 221.8204, 487.5902
240.6, 291.4934, 302.0728, 2506.634, 538.3733, 106.0632, 799.3502, 706.192, 452.4535, 1758.467, 850.5405, 2818.911, 1854.868, 1671.574, 493.1805, 209.324, 618.4672
240.7, 275.8776, 285.6595, 2531.737, 504.861, 151.775, 777.5607, 663.4006, 426.4286, 1726.84, 880.6166, 2689.208, 1908.06, 1604.96, 468.1019, 904.368, 587.1089
240.8, 261.0984, 270.1379, 2559.137, 581.313, 142.1091, 740.2318, 623.2021, 401.9006, 1688.21, 827.8689, 2658.719, 2032.524, 1518.114, 444.2986, 1115.732, 557.3405
240.9, 247.1109, 338.7634, 2538.371, 545.1278, 133.0587, 726.6223, 597.035, 378.7834, 1706.711, 805.4693, 2536.388, 2050.814, 1435.967, 453.1112, 1189.77, 529.0815
241, 406.144, 322.6992, 2492.815, 511.1951, 124.5848, 825.5578, 560.8579, 356.996, 1740.921, 849.7557, 2736.172, 1922.078, 1390.079, 512.6328, 1230.363, 502.2554
241.1, 384.3861, 305.1651, 2377.503, 591.855, 116.6505, 785.9246, 526.873, 357.4512, 1685.355, 798.8566, 2666.521, 1860.358, 1314.86, 693.3608, 1161.05, 583.4667
241.2, 363.7939, 427.9231, 2384.764, 555.0136, 143.428, 748.1941, 588.2789, 383.0859, 1603.09, 751.0062, 2745.585, 1833.626, 1334.781, 706.7592, 1095.642, 553.8831
241.3, 344.3048, 404.6715, 2339.071, 520.4655, 134.2937, 712.275, 552.6324, 361.051, 1606.473, 755.1946, 2723.8, 1718.523, 1402.252, 691.9623, 1078.523, 525.7994
241.4, 422.988, 382.6833, 2307.865, 488.068, 177.6934, 678.0802, 519.1459, 340.2835, 1527.438, 709.9595, 2612.365, 1610.646, 1326.374, 720.7645, 1100.821, 499.1396
241.5, 400.3278, 455.8527, 2197.291, 457.6871, 166.3768, 645.5271, 487.6884, 320.7105, 1427.621, 667.434, 2492.166, 1738.674, 1254.602, 684.1132, 1125.601, 656.2837
241.6, 414.5191, 431.0836, 2249.035, 670.7847, 155.781, 638.064, 458.1372, 302.2634, 1406.977, 903.4579, 2540.675, 1629.532, 1232.613, 649.3256, 1365.016, 659.5659
241.7, 392.3126, 407.6602, 2208.966, 629.0302, 145.8599, 662.5071, 430.3766, 284.8774, 1315.031, 849.342, 2569.215, 1727.254, 1329.799, 616.3069, 1288.117, 626.1238
241.8, 389.6387, 385.5097, 2103.13, 589.8748, 246.3763, 630.7016, 404.2981, 268.4914, 1378.663, 798.4676, 2451.002, 1909.745, 1257.842, 584.9673, 1375.816, 637.6532
241.9, 524.6779, 364.5627, 2002.365, 860.5652, 230.6856, 757.3702, 439.3333, 253.0479, 1288.568, 750.6405, 2378.268, 1932.739, 1189.779, 555.2214, 1298.308, 605.3221
242, 545.9987, 344.7538, 2083.492, 879.6767, 215.9942, 721.0106, 412.7121, 238.4927, 1343.719, 705.6782, 2441.581, 1811.414, 1125.398, 577.025, 1225.167, 619.6678
242.1, 516.7486, 326.0213, 1983.667, 824.9192, 262.8992, 686.3964, 417.0458, 224.7747, 1255.907, 663.409, 2329.24, 1766.079, 1064.501, 565.6358, 1156.147, 742.8642
242.2, 489.0655, 308.3066, 2159.787, 836.8701, 246.1562, 668.4752, 391.7751, 211.8457, 1209.78, 623.6717, 2327.059, 1786.426, 1006.9, 571.0647, 1091.015, 705.1985
242.3, 462.8654, 291.5545, 2056.307, 873.8973, 230.4796, 636.3832, 368.0357, 226.9259, 1130.721, 586.3146, 2219.988, 1743.879, 952.4152, 542.0257, 1260.981, 669.4427
242.4, 438.0688, 275.7126, 1957.785, 838.0098, 215.8013, 658.8402, 345.7347, 240.3654, 1070.448, 551.1952, 2276.824, 1723.45, 900.8788, 514.4633, 1239.028, 635.4998
242.5, 414.6007, 260.7316, 1909.974, 785.846, 223.0435, 627.2108, 324.7851, 558.3207, 1132.813, 518.1794, 2302.347, 1615.264, 852.131, 517.8455, 1626.948, 603.2778
242.6, 392.3899, 246.5645, 1818.463, 736.9293, 265.53, 597.0997, 305.1049, 1058.316, 1080.139, 487.1411, 2196.413, 1513.868, 806.0211, 491.5127, 1866.807, 655.3616
242.7, 396.1527, 233.1672, 1803.238, 691.0574, 248.6195, 568.4343, 286.6172, 1034.24, 1009.552, 457.9621, 2276.995, 1418.838, 762.4062, 466.519, 1864.189, 664.8556
242.8, 374.9301, 220.4978, 1716.841, 675.9909, 277.7818, 541.145, 269.2497, 974.7514, 1045.45, 430.5308, 2207.247, 1416.917, 721.1514, 520.8223, 1843.581, 631.1452
242.9, 354.8445, 208.5169, 1634.583, 633.9123, 260.091, 515.1658, 252.9347, 952.4941, 977.1296, 404.7426, 2105.688, 1375.528, 682.129, 494.3381, 1878.663, 599.144
243, 335.8348, 197.1869, 1556.267, 594.453, 243.5269, 539.9268, 237.6082, 958.8024, 913.2744, 380.499, 2059.864, 1438.248, 724.5857, 469.2007, 1772.828, 568.7654
243.1, 375.0609, 186.4726, 1704.456, 557.45, 302.9432, 514.006, 294.2639, 937.7483, 942.6791, 357.7077, 2175.305, 1409.003, 718.8453, 445.3416, 1672.954, 607.4444
243.2, 354.9682, 176.3405, 1622.792, 615.4364, 283.65, 489.3297, 276.4331, 923.9899, 881.0752, 336.2815, 2105.193, 1409.623, 750.7538, 597.9506, 1578.707, 613.7747
243.3, 335.9519, 166.7588, 1645.372, 691.5579, 265.5855, 485.0201, 260.7473, 917.4777, 845.7244, 316.1387, 2053.082, 1321.137, 710.1296, 654.0025, 1641.374, 656.2152
243.4, 473.343, 157.6978, 1566.539, 648.5103, 248.6715, 483.948, 266.335, 864.7048, 790.4564, 297.2024, 2047.534, 1297.881, 671.7036, 620.7461, 1548.906, 622.9429
243.5, 549.025, 149.1292, 1491.483, 649.2397, 232.8346, 460.7147, 250.1966, 814.9673, 753.887, 279.4004, 1953.324, 1216.409, 832.2109, 626.2018, 1490.292, 591.3577
243.6, 519.6128, 141.0261, 1498.56, 608.8263, 218.0064, 438.5968, 235.036, 813.0954, 832.9686, 262.6647, 2023.97, 1359.133, 787.1789, 625.5915, 1485.977, 561.3739
243.7, 570.8699, 133.3633, 1426.761, 570.9285, 204.1225, 623.7111, 244.4985, 766.3265, 778.5343, 246.9315, 2047.579, 1437.216, 744.5836, 593.7798, 1463.85, 532.9104
243.8, 553.0353, 126.1169, 1433.547, 535.3898, 191.1227, 694.7155, 229.6833, 788.2537, 766.4036, 232.1406, 1953.367, 1346.997, 704.2932, 647.7411, 1402.883, 505.8901
243.9, 523.4083, 119.2643, 1549.533, 506.4171, 178.9509, 661.3637, 262.0384, 757.7946, 716.3193, 218.2357, 1924.666, 1456.053, 844.9137, 614.803, 1382.171, 568.8823
244, 495.3683, 112.7839, 1483.108, 474.894, 167.5543, 761.1287, 246.1603, 733.2248, 669.5079, 205.1637, 1836.109, 1364.652, 799.1943, 583.5399, 1359.346, 559.5992
244.1, 468.8306, 106.6557, 1412.05, 445.3331, 156.8835, 738.5956, 231.2444, 691.05, 699.9131, 192.8747, 1881.767, 1278.988, 755.9489, 553.8665, 1406.85, 665.6805
244.2, 443.7145, 100.8605, 1344.395, 502.0039, 146.8922, 735.1106, 217.2322, 651.3011, 688.1732, 181.3217, 1975.289, 1198.702, 715.0435, 599.5801, 1427.331, 631.9283
244.3, 419.9439, 96.03078, 1462.142, 548.89, 137.5372, 699.8196, 204.0691, 663.328, 643.2012, 170.4608, 1884.403, 1123.456, 676.3516, 569.0911, 1397.707, 599.8875
244.4, 571.9718, 105.2275, 1394.372, 526.6478, 180.1293, 843.9273, 191.7036, 817.9803, 678.4326, 160.2504, 1797.699, 1149.766, 639.7533, 540.1524, 1455.214, 754.1312
244.5, 541.3303, 99.50989, 1363.268, 624.3773, 430.3773, 996.5694, 180.0874, 770.9305, 634.0972, 150.6517, 1877.511, 1133.565, 764.2399, 512.6853, 1373.233, 753.4591
244.6, 512.3303, 150.9421, 1559.862, 911.6273, 554.3293, 948.7263, 169.1751, 865.5667, 592.6591, 141.6278, 1990.668, 1287.188, 722.8859, 555.305, 1295.871, 1291.798
244.7, 484.8838, 142.7405, 1485.126, 875.0214, 718.2817, 1088.226, 158.924, 858.4625, 553.9289, 133.1445, 1899.075, 1519.423, 683.7696, 1114.642, 1222.868, 1385.976
244.8, 487.686, 134.9846, 1413.97, 1105.214, 713.5955, 1177.797, 149.2941, 820.2251, 517.7297, 125.1694, 1866.077, 1556.377, 646.77, 1449.504, 1240.664, 1315.702
244.9, 515.5766, 127.6501, 1655.628, 1036.418, 668.1495, 1194.964, 140.2477, 773.0461, 483.8962, 117.6719, 1780.216, 1516.456, 611.7724, 1521.027, 1247.598, 1248.992
245, 487.9562, 273.306, 1576.303, 971.9034, 625.5979, 1137.596, 131.7494, 728.5809, 452.2737, 110.6235, 1815.043, 1519.439, 811.6666, 1443.681, 1260.639, 1185.664
245.1, 461.8156, 267.3105, 1500.779, 911.4051, 585.7562, 1279.028, 123.7661, 686.6732, 422.7177, 103.9973, 1831.35, 1424.059, 767.7463, 1569.91, 1233.604, 1125.547
245.2, 543.6085, 265.3198, 1428.874, 854.6726, 811.7582, 1217.625, 169.8409, 647.1761, 395.0931, 97.76801, 1845.671, 1334.666, 726.2025, 1503.803, 1218.495, 1356.543
245.3, 514.4864, 250.9034, 1507.263, 970.1913, 760.0607, 1199.296, 159.5495, 609.9508, 369.2739, 91.91183, 1808.213, 1445.221, 686.9067, 1573.188, 1149.851, 1319.17
245.4, 486.9244, 321.8878, 1435.047, 909.7996, 750.154, 1383.548, 149.8817, 574.8667, 345.1419, 86.40644, 1841.919, 1391.866, 649.7373, 1596.416, 1085.073, 1358.032
245.5, 460.8391, 304.3978, 1375.542, 873.4216, 702.3798, 1491.183, 178.0664, 541.8006, 322.5869, 81.23081, 1800.767, 1304.494, 614.5792, 1515.238, 1023.945, 1289.175
245.6, 436.1511, 381.3284, 1349.268, 832.2081, 666.3983, 1419.595, 167.2765, 510.6365, 301.5059, 76.3652, 1807.687, 1351.743, 581.3235, 1570.671, 1197.811, 1223.81
245.7, 412.7857, 360.6086, 1302.943, 795.3159, 623.9581, 1351.443, 157.1405, 604.4354, 281.8026, 71.79102, 1742.131, 1350.907, 549.8673, 1490.801, 1154.404, 1161.759
245.8, 390.6721, 345.8952, 1240.516, 814.9263, 584.2208, 1286.563, 174.0326, 588.8297, 263.3868, 67.49084, 1842.914, 1266.106, 520.1133, 1414.993, 1829.94, 1102.854
245.9, 369.7431, 327.1007, 1194.351, 764.1993, 547.0142, 1224.798, 163.4872, 554.9604, 314.2222, 63.44823, 1796.011, 1186.628, 491.9693, 1343.04, 2233.34, 1046.935
246, 349.9353, 309.3274, 1157.823, 716.63, 512.1772, 1165.998, 153.5807, 573.1687, 327.2658, 59.64777, 1766.402, 1112.14, 465.3482, 1517.031, 2150.859, 1099.655
246.1, 331.1886, 311.5812, 1207.256, 672.0217, 543.7955, 1110.021, 182.503, 540.2003, 305.8791, 56.07495, 1685.128, 1042.327, 599.6072, 1660.729, 2109.515, 1043.899
246.2, 332.8927, 294.6512, 1149.414, 630.1902, 611.2814, 1056.732, 171.4443, 509.1282, 285.89, 52.71614, 1695.217, 976.8969, 567.1617, 1610.357, 2115.811, 990.97
246.3, 346.1408, 278.641, 1094.343, 603.3399, 572.3514, 1006, 161.0557, 479.8434, 282.8465, 49.55852, 1754.667, 915.5739, 678.1166, 1528.469, 2025.789, 1024.836
246.4, 417.8683, 263.5008, 1041.911, 565.7836, 535.9007, 957.7045, 151.2966, 452.243, 483.3807, 46.59003, 1673.933, 858.1004, 726.7175, 1450.745, 2132.406, 972.8734
246.5, 395.4824, 249.1833, 991.9908, 530.5651, 501.7714, 911.7272, 142.1289, 426.2302, 650.4772, 43.79935, 1673.279, 804.2347, 687.3939, 1506.213, 2012.276, 1001.336
246.6, 519.2335, 235.6437, 944.4625, 497.5389, 469.8157, 867.9572, 142.359, 401.7137, 626.483, 41.17583, 1603.963, 753.7502, 650.1981, 1441.852, 1939.252, 950.5651
246.7, 491.4173, 222.8398, 899.2112, 466.5685, 439.8951, 826.2885, 133.7328, 378.6073, 585.5425, 38.70946, 1623.943, 839.287, 697.3571, 1377.343, 1830.003, 902.3683
246.8, 465.0912, 210.7316, 967.778, 437.5258, 411.88, 826.5886, 125.6293, 356.83, 679.7667, 36.39082, 1549.223, 786.6022, 659.6222, 1307.304, 1981.789, 856.6153
246.9, 496.4146, 208.1334, 943.0007, 414.5871, 521.4303, 833.7565, 125.5138, 336.3053, 739.5891, 514.4054, 1477.941, 737.2247, 623.9292, 1317.247, 1870.144, 813.1821
247, 469.8208, 196.8243, 897.8196, 512.6412, 530.6108, 793.7297, 168.2776, 316.9612, 691.2571, 577.8828, 1501.843, 690.9467, 590.1676, 1384.381, 1854.713, 999.3739
247.1, 471.5203, 186.1297, 854.8032, 494.5079, 596.4673, 755.6245, 158.0809, 298.7297, 646.0836, 611.8143, 1458.673, 647.5737, 635.0098, 1374.405, 1750.227, 948.7023
247.2, 591.6042, 176.0161, 813.8477, 463.7261, 558.4808, 719.3486, 171.0723, 281.5469, 603.8621, 575.1674, 1488.939, 674.3536, 942.1562, 1304.516, 1651.626, 900.6
247.3, 559.9109, 179.5222, 774.8546, 434.8604, 522.9135, 684.8142, 169.2961, 265.3524, 564.3998, 592.994, 1420.431, 632.0223, 1055.731, 1332.061, 1707.431, 854.9366
247.4, 529.9155, 169.7677, 737.7296, 407.7916, 489.6113, 691.8782, 159.0377, 250.0895, 782.5026, 557.4744, 1455.039, 650.3792, 998.6036, 1264.325, 1923.586, 811.5885
247.5, 501.527, 171.8968, 702.3834, 382.4077, 458.43, 658.6627, 173.2252, 235.7044, 731.3661, 567.8994, 1490.06, 609.5527, 972.1218, 1200.033, 2110.882, 873.8523
247.6, 525.0322, 168.6338, 668.7308, 528.1336, 483.6371, 715.0768, 162.7287, 222.1468, 829.3452, 615.5751, 1546.829, 571.2891, 919.519, 1162.769, 2275.943, 885.8642
247.7, 496.9053, 159.4709, 636.6905, 495.2587, 516.3361, 680.7476, 177.8925, 209.369, 775.1476, 630.4299, 1475.657, 535.4275, 1011.802, 1182.404, 2244.666, 840.948
247.8, 512.8008, 167.227, 606.1853, 507.0717, 536.9556, 648.0663, 188.9521, 197.3262, 724.4919, 592.668, 1484.946, 631.4026, 986.6141, 1143.862, 2167.833, 951.7668
247.9, 485.3291, 158.3517, 577.1417, 475.5079, 502.7592, 616.9541, 177.5026, 185.9761, 677.1465, 557.168, 1416.622, 685.5443, 933.2272, 1118.771, 2146.961, 903.5092
248, 459.3292, 149.7475, 623.8941, 445.9088, 470.7405, 587.3355, 166.7469, 175.2788, 632.8951, 523.7944, 1351.441, 642.5105, 882.7291, 1105.98, 2146.694, 857.6982
248.1, 434.7221, 231.9845, 594.002, 418.1522, 440.761, 559.1389, 156.643, 165.1969, 591.5355, 631.9657, 1447.376, 694.7085, 876.967, 1155.136, 2056.731, 814.2101
248.2, 632.0521, 245.6038, 612.6829, 392.1234, 412.6908, 532.2958, 147.1513, 155.6948, 552.8788, 594.1118, 1483.103, 717.0403, 960.0477, 1186.234, 1992.553, 772.927
248.3, 603.7689, 232.2587, 583.3279, 436.5832, 386.4082, 543.5958, 138.2347, 146.7393, 516.7482, 650.1088, 1450.626, 1039.318, 908.0983, 1235.197, 2118.646, 733.7371
248.4, 571.4239, 219.6387, 555.3795, 515.8375, 361.7995, 517.499, 129.8584, 138.299, 482.9788, 611.1682, 1401.224, 1602.46, 858.9599, 1210.42, 1999.291, 696.5342
248.5, 722.5078, 207.7044, 528.77, 483.7281, 406.31, 492.655, 121.9897, 130.3441, 451.4162, 825.1078, 1417.696, 1648.772, 812.4805, 1225.682, 1886.66, 763.2394
248.6, 727.5896, 196.4186, 610.1507, 453.6173, 380.4338, 469.0038, 114.5978, 122.8467, 421.9163, 775.6851, 1352.465, 1597.853, 768.5161, 1163.355, 1780.374, 724.5407
248.7, 777.8284, 185.746, 580.9171, 425.3809, 365.8952, 446.4879, 107.6538, 115.7806, 394.3441, 729.2226, 1290.236, 1577.82, 726.9307, 1104.198, 1936.299, 687.8041
248.8, 827.3022, 217.9989, 601.5784, 398.9021, 342.5929, 454.3382, 101.1306, 225.3389, 368.5738, 685.5432, 1390.845, 1565.191, 687.5956, 1048.049, 1827.216, 798.5552
248.9, 782.9822, 206.9116, 572.7555, 430.4139, 320.7746, 432.5264, 95.00261, 283.0481, 344.4875, 644.48, 1326.85, 1466.939, 650.3889, 1575.134, 1824.826, 758.0658
249, 794.6531, 195.6689, 545.3135, 403.6219, 300.3458, 411.7617, 89.24597, 266.7673, 321.9753, 605.8766, 1318.41, 1374.854, 615.1955, 1868.123, 1722.023, 719.6294
249.1, 752.0822, 185.0371, 627.6869, 396.1389, 281.218, 391.994, 83.83815, 269.7055, 300.9343, 569.5854, 1257.748, 1341.914, 581.9065, 1808.061, 1679.707, 683.1418
249.2, 711.7918, 174.9829, 597.6131, 371.4803, 263.3084, 373.1752, 78.75801, 254.1922, 281.2683, 535.468, 1273.847, 1341.75, 643.7076, 1716.12, 1611.681, 772.3717
249.3, 673.6599, 165.4751, 568.9802, 348.3567, 246.5394, 355.2599, 73.9857, 239.5712, 262.8875, 503.3942, 1215.236, 1311.507, 608.8758, 1648.807, 1569.525, 753.1504
249.4, 913.2015, 172.1364, 586.4862, 326.6725, 281.8152, 338.2047, 69.50257, 225.7912, 245.7078, 473.2416, 1226.424, 1315.356, 610.4219, 1804.187, 1509.403, 740.7686
249.5, 864.2797, 162.7832, 649.071, 306.338, 263.8675, 321.9682, 65.29109, 212.8037, 229.6509, 444.8951, 1219.79, 1232.787, 637.0164, 1712.443, 1466.377, 961.9989
249.6, 817.9787, 153.9382, 631.2719, 287.2693, 264.5693, 306.5113, 61.33481, 200.5634, 214.6432, 418.2465, 1291.943, 1155.401, 602.5466, 1642.135, 1559.938, 913.2224
249.7, 774.1581, 145.5739, 601.0263, 269.3875, 247.72, 291.7963, 57.61825, 189.0271, 200.6163, 393.1941, 1232.499, 1196.824, 569.9421, 1588.479, 1505.406, 866.919
249.8, 732.6851, 137.664, 617.2687, 252.6189, 231.9437, 277.7878, 54.1269, 178.1543, 187.5061, 369.6423, 1251.262, 1121.695, 539.1017, 1591.503, 1527.681, 822.9634
249.9, 693.4339, 130.1839, 587.694, 289.2043, 267.8724, 303.5276, 50.8471, 167.9069, 175.2526, 347.5013, 1193.689, 1051.283, 509.9302, 1524.535, 1522.635, 850.8441
250, 656.2854, 123.1102, 576.9542, 271.2021, 250.8127, 288.9559, 47.76604, 262.9799, 163.7999, 326.6864, 1173.964, 1063.917, 542.8143, 1466.519, 1436.856, 807.7035
250.1, 714.5145, 116.4209, 549.311, 254.3205, 234.8395, 275.0838, 44.87168, 724.2339, 153.0956, 307.1183, 1210.993, 997.131, 672.1562, 1570.624, 1355.91, 854.986
250.2, 706.9018, 119.484, 522.9924, 238.4898, 219.8835, 301.9479, 42.1527, 682.5763, 143.0908, 288.7224, 1283.557, 1030.873, 635.7849, 1614.816, 1403.992, 811.6354
250.3, 669.0318, 112.9918, 554.4808, 223.6444, 205.8801, 287.4521, 39.59848, 817.3163, 133.7399, 271.4283, 1224.498, 1055.07, 601.3818, 1869.827, 1356.04, 770.4828
250.4, 639.6567, 176.7824, 527.9145, 209.7232, 245.9256, 273.6522, 37.19902, 776.3701, 125, 255.1701, 1168.157, 1007.406, 568.8402, 1904.314, 1279.646, 874.1406
250.5, 610.9025, 167.1768, 502.621, 196.6685, 352.9917, 298.1221, 34.94497, 731.7136, 116.8313, 239.8858, 1175.356, 1006.728, 538.0595, 1908.859, 1306.958, 968.2989
250.6, 578.1754, 189.7938, 561.7655, 255.169, 330.5111, 302.4699, 32.82749, 707.098, 109.1964, 225.517, 1125.531, 998.5409, 508.9444, 2108.72, 1341.434, 1175.996
250.7, 547.2015, 424.1081, 534.8501, 239.2854, 361.0586, 297.2918, 30.83832, 856.5508, 102.0604, 212.0088, 1073.744, 935.8593, 481.4048, 2166.345, 1265.864, 1306.92
250.8, 731.8087, 574.7007, 592.8495, 224.3905, 388.9441, 302.7789, 28.96969, 807.2823, 95.39077, 199.3098, 1070.033, 925.6041, 557.9138, 2201.15, 1194.551, 1240.655
250.9, 692.6044, 543.4739, 564.4448, 210.4229, 364.1739, 288.2431, 27.21428, 760.8478, 89.157, 187.3714, 1020.799, 867.5009, 566.0324, 2089.22, 1127.255, 1177.75
251, 655.5003, 513.9437, 633.1566, 354.1021, 347.5805, 304.3718, 25.56524, 717.0842, 83.3306, 176.1481, 1057.488, 813.0451, 581.0754, 2153.406, 1193.398, 1118.034
251.1, 620.384, 497.3584, 602.8207, 332.0602, 332.4942, 289.7596, 24.01613, 763.5188, 77.88496, 165.5971, 1008.831, 794.3939, 549.6327, 2125.804, 1126.167, 1061.346
251.2, 587.1489, 470.334, 573.9382, 354.4096, 341.095, 275.8489, 22.56088, 719.6016, 72.7952, 155.6781, 993.0039, 923.4332, 519.8914, 2017.706, 1142.077, 1007.532
251.3, 758.7956, 444.7779, 546.4396, 332.3486, 319.3721, 262.606, 21.19382, 678.2104, 68.03804, 146.3532, 1036.756, 865.4664, 491.7594, 1915.104, 1234.694, 1172.265
251.4, 718.1456, 424.1894, 520.2585, 311.6608, 299.0326, 249.9989, 19.90959, 662.4727, 63.59177, 137.5868, 1025.338, 811.1382, 575.049, 1880.058, 1204.922, 1112.827
251.5, 679.6732, 525.993, 495.3318, 312.3885, 300.4978, 237.997, 18.70317, 624.3676, 59.43605, 129.3456, 1021.986, 760.2205, 543.9323, 1938.343, 1311.453, 1150.832
251.6, 724.5778, 515.1069, 471.5995, 292.9431, 344.5201, 226.5713, 17.56986, 588.4542, 55.55192, 121.5979, 974.9634, 712.499, 514.4995, 2041.953, 1515.59, 1092.481
251.7, 694.5996, 512.7319, 449.0041, 299.7358, 325.2369, 215.6941, 16.50523, 554.6066, 51.92161, 114.3144, 930.1039, 667.7731, 486.6592, 2092.475, 1430.208, 1037.089
251.8, 657.3887, 490.9155, 427.4914, 281.078, 370.2154, 205.3391, 15.5051, 522.7059, 48.52855, 107.4671, 897.816, 625.8549, 617.2995, 2093.503, 1349.637, 1032.033
251.9, 701.3604, 485.9472, 407.0094, 263.5817, 379.3916, 195.4812, 14.56557, 492.6401, 45.35721, 101.03, 995.3629, 586.5679, 790.3676, 2006.507, 1273.604, 1102.489
252, 663.7873, 459.5428, 394.9824, 247.1745, 355.2298, 186.0966, 13.68298, 464.3036, 42.39313, 94.97842, 949.5648, 549.7472, 873.4221, 1904.475, 1201.855, 1046.589
252.1, 750.4601, 450.8743, 376.0579, 231.7885, 396.9091, 233.0009, 12.85387, 437.5971, 186.2675, 89.28934, 905.874, 515.2378, 1097.214, 1807.631, 1134.147, 993.5236
252.2, 710.2567, 435.1392, 358.0402, 269.0313, 371.6316, 221.815, 12.07499, 412.4267, 315.7051, 83.94104, 864.1934, 482.8947, 1246.096, 1876.961, 1207.79, 943.1487
252.3, 760.064, 411.4955, 340.8857, 252.2849, 375.2977, 211.1662, 11.34331, 388.7041, 295.0739, 78.91309, 975.6426, 452.5818, 1332.967, 1877.601, 1139.749, 895.3279
252.4, 719.346, 389.1365, 324.5532, 236.5808, 351.3966, 201.0285, 10.65597, 366.346, 275.7908, 74.1863, 930.7519, 424.1718, 1260.839, 1782.123, 1172.51, 849.9319
252.5, 713.6368, 367.9924, 371.9806, 221.8543, 329.0176, 191.3776, 10.01028, 345.274, 257.7679, 69.74265, 919.8377, 397.5451, 1192.613, 1691.501, 1106.455, 806.8375
252.6, 675.4061, 347.9972, 354.1582, 208.0445, 308.0638, 182.19, 9.403708, 325.414, 240.9229, 65.56516, 966.4788, 702.0399, 1200.675, 1605.487, 1044.123, 911.2823
252.7, 639.2234, 329.0885, 337.1898, 195.0943, 362.471, 173.4434, 8.833895, 306.6963, 225.1786, 61.63789, 1008.55, 657.9706, 1171.333, 1576.241, 1049.668, 961.7004
252.8, 604.9791, 311.2072, 329.4465, 182.9502, 339.3867, 165.1168, 8.298609, 289.0553, 210.4632, 57.94587, 962.1448, 616.6677, 1107.951, 1550.235, 1017.711, 973.0128
252.9, 572.5693, 294.2974, 354.7456, 171.562, 317.7726, 186.786, 7.795758, 272.4289, 196.7095, 54.47499, 1022.295, 577.9575, 1047.998, 1661.589, 960.3777, 923.6779
253, 541.8958, 278.3065, 337.749, 160.8828, 297.535, 217.037, 7.323378, 256.7589, 183.8545, 51.21201, 975.2576, 541.6772, 1042.883, 1577.096, 1003.74, 949.8239
253.1, 529.1424, 263.1845, 321.5667, 200.5527, 278.5862, 206.6176, 6.879621, 285.0634, 171.8397, 48.14449, 930.3846, 507.6743, 986.451, 1531.907, 993.1471, 981.0715
253.2, 500.7953, 300.4454, 337.4398, 230.4995, 260.8442, 196.6983, 6.462753, 268.6666, 160.61, 45.2607, 887.5762, 475.806, 933.0729, 1637.304, 976.1362, 931.328
253.3, 575.1816, 315.5577, 321.2723, 231.9902, 256.6479, 187.2553, 6.071145, 253.213, 150.1142, 42.54964, 846.7375, 445.9381, 1115, 1592.021, 949.43, 1134.736
253.4, 544.3682, 298.4116, 305.8795, 271.668, 323.7991, 178.2656, 5.703267, 311.4613, 140.3042, 40.00098, 816.121, 417.9451, 1054.666, 1647.763, 895.9432, 1077.201
253.5, 558.52, 282.1971, 315.7352, 254.7574, 303.1777, 188.7642, 5.35768, 293.5462, 131.1354, 37.60498, 778.5701, 391.7094, 997.5969, 1563.973, 908.6845, 1235.461
253.6, 528.5991, 266.8637, 339.0889, 278.8877, 283.8696, 179.702, 5.033033, 388.8763, 122.5657, 35.35249, 841.6349, 367.1205, 943.6157, 1484.444, 857.4932, 1324.49
