 , C09, C12, C15, C19, C21, C24, C25, C29, C34, C37, C39, C45, C57, C63, C72, C92
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
118.4, 447.3663, 1720.713, 3673.371, 334.59, 883.4511, 509.5696, 671.4778, 1482.492, 152.2114, 1012.334, 1122.479, 2425.203, 1098.731, 748.3436, 779.9658, 765.22
118.5, 485.161, 1628.282, 3614.718, 313.7627, 989.8673, 485.1063, 630.7899, 1907.995, 142.2644, 971.3841, 1070.832, 2398.968, 1121.673, 710.2898, 782.7961, 726.4208
118.6, 459.17, 1625.338, 3485.604, 450.8101, 926.8268, 461.8174, 592.5675, 1995.174, 132.9675, 944.9186, 1035.318, 2527.843, 1060.978, 787.0491, 738.6968, 689.5889
118.7, 434.5715, 1537.024, 3461.239, 422.7484, 1028.273, 439.6465, 566.1601, 1918.412, 124.2781, 939.2942, 1029.181, 2369.162, 1003.567, 747.0272, 697.0819, 706.3796
118.8, 490.5551, 1604.252, 3563.832, 404.9015, 962.7869, 418.5401, 531.8539, 1808.066, 116.1565, 883.0317, 981.827, 2269.29, 949.2623, 738.4673, 837.8933, 744.0736
118.9, 464.2752, 1680.637, 3411.433, 489.2454, 901.471, 398.4469, 604.3636, 1766.551, 108.5657, 830.1393, 936.6517, 2255.717, 897.8965, 700.9158, 958.4783, 751.1992
119, 439.4031, 1690.465, 3247.984, 582.4761, 1311.458, 379.3184, 567.7425, 1664.939, 101.4709, 1040.268, 1056.804, 2139.426, 959.2617, 665.2738, 1298.34, 713.111
119.1, 415.8635, 1611.098, 3195.315, 546.2186, 1327.426, 361.1082, 542.0361, 1619.672, 94.83984, 1155.576, 1032.406, 2241.797, 907.3548, 631.4442, 1225.197, 676.9539
119.2, 445.3925, 1610.513, 3047.188, 663.7001, 1297.646, 343.7722, 540.4152, 1526.509, 88.64207, 1086.359, 984.9037, 2191.635, 858.2567, 612.0737, 1156.175, 642.6301
119.3, 421.532, 1587.05, 3083.891, 622.3865, 1215.004, 327.2684, 507.6689, 1650.394, 82.84933, 1021.288, 1016.894, 2054.059, 811.8152, 770.4635, 1255.057, 748.2683
119.4, 398.9498, 1520.146, 2961.191, 594.4957, 1137.626, 311.557, 503.5997, 1555.464, 77.43513, 1065.586, 1037.872, 2031.868, 767.8868, 1011.107, 1241.595, 710.3287
119.5, 377.5774, 1551.628, 2890.06, 557.4899, 1249.047, 296.5998, 473.0843, 1476.552, 72.37476, 1150.724, 1023.17, 1978.448, 726.3355, 959.6912, 1171.649, 674.3127
119.6, 357.3499, 1467.319, 2957.918, 522.7877, 1169.5, 282.3607, 529.3237, 1408.32, 67.64509, 1128.453, 976.0927, 1968.719, 822.462, 910.8903, 1105.644, 640.1228
119.7, 338.2061, 1524.434, 2816.198, 519.5936, 1095.02, 268.8052, 497.2496, 1370.733, 63.22449, 1126.495, 974.8577, 1957.964, 777.9575, 1076.724, 1043.357, 607.6664
119.8, 320.0878, 1561.319, 2768.859, 487.2503, 1040.121, 255.9005, 467.119, 1291.889, 59.09278, 1101.935, 962.6478, 1835.056, 735.8612, 1425.495, 984.5786, 688.2064
119.9, 302.9401, 1480.29, 2817.444, 456.9203, 978.9278, 243.6152, 438.8141, 1251.608, 55.23108, 1035.931, 918.3549, 1773.402, 696.0428, 1488.249, 1063.843, 653.3121
120, 286.7111, 1399.857, 2684.437, 532.6525, 1024.39, 231.9198, 412.2244, 1308.087, 51.62174, 995.8755, 876.1001, 1734.909, 658.379, 1794.079, 1050.085, 620.187
120.1, 521.2502, 1454.487, 2699.684, 499.4964, 1031.134, 220.7859, 389.7064, 1284.149, 48.24827, 997.9998, 937.3518, 1703.154, 622.7533, 1702.849, 990.9282, 738.4901
120.2, 593.1169, 1452.273, 2570.337, 585.5279, 965.4651, 210.1864, 423.1652, 1296.128, 45.09526, 938.221, 1070.253, 1630.28, 589.0553, 1616.258, 1013.085, 920.179
120.3, 561.3427, 1382.537, 2620.335, 685.1514, 1001.106, 200.0958, 397.5237, 1373.065, 42.14829, 882.0229, 1021.009, 1584.152, 557.1807, 1623.156, 1039.971, 873.5229
120.4, 573.9252, 1307.416, 2665.619, 642.5026, 1018.226, 190.4897, 373.4359, 1294.087, 39.39391, 948.5392, 974.0312, 1570.271, 527.0309, 1561.711, 981.384, 829.2324
120.5, 543.179, 1356.572, 2538.989, 602.5086, 1006.895, 181.3447, 350.8077, 1219.651, 36.81952, 891.7231, 929.2147, 1471.7, 498.5126, 1482.297, 1017.323, 787.1876
120.6, 514.08, 1282.861, 2471.804, 565.0041, 942.7703, 172.6387, 329.5507, 1149.498, 34.41337, 838.3101, 945.3221, 1474.255, 471.5374, 1504.527, 960.0112, 747.2746
120.7, 486.5398, 1256.985, 2353.375, 529.8341, 1122.669, 164.3507, 309.5817, 1137.237, 32.16446, 788.0965, 935.0909, 1381.711, 446.0219, 1493.872, 905.9284, 919.6393
120.8, 460.475, 1266.841, 2253.726, 496.8534, 1142.333, 156.4606, 290.8228, 1071.824, 30.06252, 740.8906, 892.066, 1415.368, 421.8871, 1417.907, 854.8923, 1091.817
120.9, 435.8065, 1198.006, 2420.844, 465.9256, 1069.582, 148.9493, 273.2005, 1125.399, 28.09794, 696.5123, 851.0208, 1356.454, 399.0583, 1628.941, 936.1732, 1036.458
121, 412.4596, 1395.802, 2388.068, 492.134, 1001.465, 141.7986, 256.646, 1060.667, 26.26175, 654.7922, 811.8641, 1352.709, 377.4647, 1546.108, 883.4333, 983.9064
121.1, 390.3634, 1358.167, 2273.65, 461.5, 937.6858, 134.9911, 241.0947, 999.6579, 24.54555, 844.0919, 774.509, 1293.948, 507.1283, 1565.155, 833.6645, 934.0192
121.2, 369.451, 1288.735, 2397.219, 432.7729, 877.9685, 128.5105, 226.4856, 942.158, 22.9415, 793.5319, 738.8727, 1316.404, 479.6869, 1563.297, 899.3088, 886.6613
121.3, 412.7002, 1218.71, 2282.363, 489.4679, 1222.153, 122.341, 212.7618, 887.9655, 21.44228, 746.0005, 704.8762, 1260.91, 453.7304, 1483.802, 848.6456, 841.7047
121.4, 390.5911, 1277.944, 2173.01, 477.9912, 1376.14, 459.9582, 199.8696, 836.8901, 20.04103, 701.3161, 752.7675, 1273.264, 429.1785, 1529.559, 800.8367, 982.6725
121.5, 426.9612, 1584.163, 2187.667, 448.2375, 1457.591, 512.9279, 187.7586, 788.7526, 18.73135, 659.3082, 718.1316, 1287.8, 405.9551, 1451.78, 755.721, 932.8478
121.6, 404.0881, 1629.525, 2082.851, 551.2166, 1364.763, 488.3033, 176.3815, 774.5175, 17.50726, 619.8166, 685.0893, 1261.333, 383.9883, 1377.956, 713.147, 1083.721
121.7, 390.2609, 1590.928, 2211.691, 516.9049, 1277.847, 581.5176, 165.6937, 793.6486, 16.36316, 582.6904, 726.2952, 1239.388, 363.2102, 1437.913, 672.9714, 1028.773
121.8, 369.3539, 1547.768, 2155.457, 484.729, 1196.466, 553.6002, 155.6536, 811.5035, 15.29383, 547.7881, 692.8773, 1190.117, 343.5564, 1364.795, 635.0591, 976.6105
121.9, 448.3148, 1463.669, 2087.346, 540.8965, 1120.268, 527.0231, 146.5792, 764.8262, 14.29438, 514.9763, 696.1492, 1281.01, 324.9662, 1450.568, 723.4236, 1048.655
122, 424.2978, 1406.45, 2159.422, 548.2604, 1292.547, 501.7219, 137.6973, 720.8337, 13.36025, 572.9833, 664.1184, 1200.597, 307.3818, 1482.317, 682.6691, 1196.693
122.1, 586.1789, 1330.029, 2055.96, 696.9875, 1324.102, 527.3269, 129.3536, 721.4561, 12.48716, 538.6624, 781.0942, 1125.232, 529.1874, 2052.354, 644.2105, 1136.017
122.2, 790.8046, 1257.761, 1957.455, 805.3752, 1320.656, 502.0111, 121.5155, 727.4513, 11.67113, 597.9596, 784.7403, 1054.597, 500.5524, 2451.32, 607.9185, 1299.78
122.3, 764.7686, 1301.589, 1912.354, 755.2429, 1236.549, 477.9107, 114.1523, 743.5508, 10.90842, 622.6061, 748.6332, 1178.406, 473.4669, 2453.562, 573.671, 1233.877
122.4, 745.8801, 1230.866, 1886.621, 708.231, 1157.798, 454.9673, 107.2353, 711.4489, 10.19556, 585.3129, 714.1876, 1188.357, 447.847, 2408.637, 647.2394, 1199.041
122.5, 705.922, 1202.693, 1901.111, 909.3901, 1198.963, 440.7416, 100.7374, 670.5266, 9.52928, 550.2534, 681.3268, 1113.76, 423.6134, 2439.863, 684.247, 1290.352
122.6, 668.1045, 1306.824, 1883.832, 852.7831, 1192.212, 442.3952, 94.63328, 631.9582, 8.906543, 573.8146, 649.978, 1158.121, 400.6911, 2315.795, 645.6995, 1378.799
122.7, 632.313, 1253.947, 1793.574, 799.6996, 1116.285, 421.1568, 88.89902, 595.6082, 8.324502, 733.8282, 620.0715, 1115.617, 379.0092, 2655.374, 609.3236, 1308.89
122.8, 646.7335, 1285.998, 1707.64, 856.9173, 1045.193, 499.6255, 83.51222, 591.8369, 7.780497, 689.8729, 591.5411, 1045.587, 358.5005, 2737.198, 574.997, 1297.504
122.9, 612.0868, 1237.489, 1782.182, 803.5765, 1023.618, 475.6396, 78.45184, 557.7947, 7.272043, 648.5505, 564.3235, 1121.897, 339.1016, 2782.275, 542.6042, 1367.268
123, 706.3021, 1170.249, 1696.794, 753.5561, 958.428, 452.8052, 73.69808, 525.7106, 6.796816, 609.7032, 586.1382, 1051.472, 320.7524, 2807.307, 723.2955, 1297.943
123.1, 668.4642, 1235.805, 1663.349, 706.6493, 946.4571, 431.067, 69.23238, 584.5992, 6.352646, 573.1828, 696.7869, 1082.774, 525.6602, 2675.359, 682.5482, 1401.605
123.2, 632.6534, 1205.195, 1640.59, 662.6623, 886.1812, 410.3724, 65.03727, 550.9733, 5.937501, 538.8499, 664.7267, 1621.307, 497.216, 2550.594, 825.0417, 1330.539
123.3, 598.7611, 1167.516, 1561.986, 628.1359, 829.744, 418.6407, 61.09636, 523.016, 5.549487, 506.5735, 634.1417, 1858.447, 470.311, 2420.895, 1362.925, 1351.25
123.4, 586.3503, 1104.078, 1487.148, 589.0361, 910.5299, 398.5427, 57.39426, 492.9323, 5.186829, 476.2305, 604.9639, 1741.786, 444.8619, 2297.791, 1345.953, 1459.319
123.5, 569.8357, 1044.087, 1415.895, 664.209, 852.5421, 379.4095, 53.91648, 549.2435, 4.84787, 447.705, 577.1287, 1769.226, 420.7898, 2243.469, 1326.531, 1595.351
123.6, 606.9265, 1096.957, 1412.874, 622.8638, 798.2472, 361.1949, 50.64943, 517.6512, 4.531063, 420.8881, 550.5742, 1658.166, 398.0204, 2217.466, 1351.607, 1514.461
123.7, 574.4124, 1037.353, 1439.461, 584.0922, 747.4102, 343.8547, 64.71521, 487.8762, 4.234959, 395.6775, 525.2415, 1616.409, 376.4829, 2282.046, 1275.463, 1437.673
123.8, 722.9316, 990.8909, 1370.493, 547.7341, 802.1022, 327.347, 60.79382, 459.8138, 3.958205, 371.9769, 501.0743, 1514.942, 356.111, 2273.191, 1269.564, 1612.965
123.9, 684.2029, 937.05, 1304.83, 592.9798, 751.0197, 348.6662, 57.11005, 433.3655, 3.699537, 349.696, 562.3904, 1500.134, 336.8413, 2193.801, 1239.596, 1531.182
124, 778.9233, 986.0753, 1297.611, 662.0947, 703.1904, 331.9275, 53.64949, 408.4385, 3.457773, 328.7497, 536.514, 1405.966, 318.6144, 2168.02, 1266.358, 1453.546
124.1, 737.195, 960.2661, 1318.964, 739.2909, 730.7723, 315.9924, 50.39862, 384.9453, 3.231808, 309.058, 511.8282, 1317.709, 301.3738, 2057.775, 1195.017, 1379.847
124.2, 697.7021, 908.0891, 1255.769, 693.272, 783.3135, 345.8385, 47.34474, 437.4759, 3.02061, 290.5459, 611.1094, 1383.094, 285.066, 2066.557, 1349.824, 1444.26
124.3, 838.2242, 870.6312, 1195.603, 650.1177, 741.424, 329.2355, 44.47591, 432.9285, 2.823214, 473.3582, 582.9913, 1296.272, 269.6407, 2139.05, 1273.781, 1371.031
124.4, 824.6986, 841.5338, 1138.319, 609.6497, 784.3792, 313.4297, 41.78091, 408.0266, 150.4643, 540.6473, 556.1671, 1284.52, 255.0501, 2121.002, 1202.022, 1301.516
124.5, 780.5181, 795.8083, 1083.78, 680.2341, 755.8539, 298.3826, 56.77079, 395.9026, 331.5449, 564.6686, 530.577, 1203.886, 241.249, 2013.148, 1134.305, 1359.294
124.6, 738.7043, 752.5674, 1245.142, 695.7107, 707.7167, 284.0579, 53.33078, 442.8732, 309.8785, 530.8457, 506.1644, 1128.314, 228.1947, 2104.058, 1309.233, 1290.373
124.7, 699.1307, 711.676, 1185.484, 652.4046, 662.6452, 270.4209, 50.09923, 417.3993, 758.7911, 698.9426, 482.875, 1158.489, 215.8468, 2018.05, 1767.992, 1224.947
124.8, 673.453, 673.0064, 1128.685, 859.3293, 830.2134, 257.4386, 110.2769, 444.5456, 934.0363, 842.4753, 460.6573, 1132.901, 204.1671, 1994.548, 1668.391, 1162.838
124.9, 637.3749, 651.4374, 1173.969, 805.8384, 777.3406, 245.0796, 103.5947, 418.9755, 915.5753, 792.0122, 439.4618, 1061.785, 193.1193, 1893.124, 1614.994, 1103.878
125, 874.4539, 616.041, 1117.722, 755.6772, 727.835, 256.1653, 97.31745, 417.5587, 891.1115, 744.5718, 419.2415, 1091.19, 182.6694, 1796.857, 1524.012, 1523.838
125.1, 827.6079, 582.5678, 1192.453, 972.5729, 771.6548, 409.0742, 91.42054, 557.0447, 832.8776, 699.973, 399.9516, 1022.693, 172.7849, 1868.58, 1608.192, 1561.597
125.2, 1024.551, 550.9135, 1322.461, 912.0329, 934.3323, 389.4355, 123.7883, 655.7263, 778.4492, 718.515, 381.5492, 1032.233, 163.4353, 1932.593, 1708.486, 1738.943
125.3, 969.664, 520.9791, 1259.099, 855.2614, 1000.871, 370.7396, 116.2874, 618.0092, 727.5776, 675.477, 363.9936, 1298.17, 154.5916, 2037.793, 1631.205, 1967.027
125.4, 917.7174, 567.7531, 1198.773, 802.0237, 937.1299, 352.9412, 109.241, 582.4616, 680.0306, 635.0168, 347.2457, 1216.679, 146.2264, 2101.538, 1609.478, 1867.292
125.5, 868.5536, 673.5115, 1141.337, 756.57, 883.7132, 335.9973, 102.6216, 548.9587, 663.783, 596.9802, 331.2685, 1140.304, 138.3139, 1994.674, 1609.757, 1982.963
125.6, 822.0237, 773.2244, 1086.653, 896.2714, 994.1422, 319.8668, 96.40329, 517.3828, 620.4049, 735.0657, 316.0263, 1170.759, 130.8296, 2076.8, 1612.269, 1882.42
125.7, 777.9865, 731.2106, 1034.59, 1011.976, 930.8294, 304.5107, 90.56178, 487.6232, 841.5528, 936.067, 301.4855, 1120.659, 123.7502, 2270.063, 2535.326, 1786.975
125.8, 736.3083, 694.5723, 1100.313, 962.7668, 871.5488, 289.8918, 85.07423, 459.5753, 856.793, 879.9979, 535.5136, 1244.51, 117.0539, 2281.079, 2871.697, 1696.37
125.9, 696.863, 976.3622, 1066.36, 902.8372, 816.0435, 275.9747, 79.91919, 433.1407, 850.6205, 827.2872, 527.5449, 1166.388, 110.72, 2289.961, 3037.137, 1610.358
126, 659.5309, 923.3107, 1015.268, 968.5471, 827.8327, 262.7258, 75.07652, 408.2267, 838.494, 777.7339, 503.2718, 1093.17, 104.7288, 2195.099, 2866.038, 1619.524
126.1, 624.1987, 873.1418, 999.6432, 908.2577, 783.038, 250.1129, 70.52729, 384.7456, 783.6985, 835.9788, 480.1155, 1024.548, 284.715, 2286.188, 2889.542, 1565.836
126.2, 590.7593, 825.6989, 951.7482, 1150.629, 733.1696, 238.1055, 66.25372, 362.6152, 732.484, 785.9048, 458.0247, 960.2343, 601.6075, 2219.779, 2726.758, 1486.443
126.3, 559.1113, 780.8337, 906.1479, 1089.236, 686.4771, 226.6746, 62.23911, 341.7578, 684.6163, 738.8302, 436.9503, 899.9573, 569.0538, 2242.951, 2573.145, 1478.322
126.4, 529.1587, 753.9952, 899.2389, 1021.434, 850.7679, 215.7924, 58.46776, 322.1, 639.8768, 694.5753, 416.8456, 843.4641, 538.2615, 2206.64, 2572.281, 1403.366
126.5, 500.8107, 713.0262, 884.2593, 957.8528, 796.5861, 205.4327, 54.92493, 303.573, 770.6638, 652.9712, 397.666, 790.5171, 509.1355, 2174.8, 2616.524, 1544.008
126.6, 473.9814, 734.7673, 899.3312, 898.2291, 827.5812, 195.5704, 51.59678, 286.1116, 720.301, 613.8591, 379.3688, 740.8938, 481.5855, 2064.21, 2469.12, 1465.721
126.7, 448.5894, 864.7143, 905.7643, 965.2464, 774.876, 186.1815, 48.47029, 269.6546, 673.2295, 577.0898, 361.9135, 774.7114, 455.5263, 2081.544, 2366.434, 1452.615
126.8, 424.5576, 817.7292, 862.3672, 905.1624, 725.5273, 177.2433, 45.53326, 254.1442, 629.2341, 542.5229, 345.2613, 776.9989, 430.8772, 2060.968, 2422.286, 1378.963
126.9, 428.2753, 773.2972, 870.717, 870.7578, 679.3215, 168.7343, 42.77419, 239.5259, 588.1137, 510.0266, 415.2886, 728.2242, 407.5619, 1976.846, 2309.004, 1309.045
127, 405.3318, 739.9261, 838.7535, 816.5555, 686.2537, 160.6337, 40.18231, 225.7485, 549.6806, 559.4966, 396.1805, 775.2919, 385.5081, 1995.056, 2296.711, 1490.619
127.1, 383.6175, 829.5785, 798.567, 978.3847, 792.3188, 152.922, 37.74748, 212.7636, 513.7591, 525.9835, 473.7107, 726.6243, 364.6478, 2011.63, 2290.021, 1415.04
127.2, 363.0664, 784.5026, 760.306, 968.9261, 835.3624, 145.5806, 35.46019, 200.5255, 480.185, 644.3284, 451.9146, 822.4627, 344.9162, 2169.371, 2278.661, 1343.293
127.3, 420.3826, 741.876, 723.8781, 908.6132, 795.0033, 138.5916, 33.31149, 239.2073, 514.9307, 605.734, 431.1213, 807.7913, 326.2523, 2059.057, 2150.291, 1358.944
127.4, 483.87, 713.922, 689.1956, 852.0544, 885.8691, 131.9381, 31.293, 225.4482, 481.2801, 569.4514, 411.2848, 785.1391, 308.5984, 1954.352, 2122.576, 1413.079
127.5, 457.9482, 709.0742, 656.1747, 799.0164, 829.4518, 125.6041, 29.39681, 212.4805, 449.8285, 535.342, 392.361, 788.2964, 291.8997, 1891.239, 2045.503, 1442.933
127.6, 442.6963, 699.1971, 713.6516, 749.2798, 776.6275, 119.5741, 27.61553, 200.2588, 420.4323, 503.2757, 374.3079, 738.8126, 276.1047, 1866.092, 2033.407, 1369.771
127.7, 466.6837, 661.2056, 679.459, 859.8319, 727.1674, 113.8336, 25.94217, 188.74, 392.9571, 473.1302, 357.0855, 782.2143, 261.1643, 1834.019, 2089.912, 1300.319
127.8, 530.3659, 671.716, 654.9994, 952.1442, 680.8571, 108.3687, 24.37022, 177.8837, 367.2774, 444.7904, 340.6555, 733.1122, 247.0324, 1740.758, 2025.5, 1234.389
127.9, 501.9533, 675.5124, 643.6768, 892.8758, 637.4962, 103.1662, 22.89352, 200.8821, 343.2759, 418.148, 324.9814, 687.0923, 233.6651, 1772.431, 1988.971, 1171.802
128, 475.0627, 638.8078, 670.4774, 892.2216, 670.0139, 98.21338, 21.50629, 189.3275, 320.8429, 476.2222, 310.0286, 643.9614, 221.0212, 1778.889, 1987.357, 1385.638
128.1, 449.6128, 684.3698, 638.3534, 836.6832, 649.7543, 93.49837, 20.20313, 232.6071, 534.3047, 532.4896, 295.7637, 603.5378, 209.0614, 1688.432, 1896.256, 1315.382
128.2, 425.5262, 689.6349, 676.7229, 923.6943, 710.3372, 89.00973, 18.97893, 219.2277, 757.8217, 500.5942, 282.1552, 565.6518, 197.7489, 1624.008, 1979.152, 1438.274
128.3, 444.6875, 697.7401, 658.6756, 866.1968, 665.0988, 84.73656, 17.82891, 232.6629, 708.2982, 470.6093, 269.1728, 530.144, 187.0484, 1684.332, 1867.656, 1365.349
128.4, 420.8648, 659.8278, 627.1171, 840.5796, 653.4986, 80.66855, 16.74858, 303.2925, 662.011, 442.4204, 256.7878, 657.9609, 176.927, 1598.683, 1762.44, 1296.121
128.5, 398.3183, 659.6109, 654.2202, 788.2558, 664.3976, 76.79583, 15.7337, 285.8473, 618.7487, 415.9201, 362.8434, 640.386, 167.3532, 1715.09, 1726.798, 1510.701
128.6, 376.9797, 723.0866, 682.9574, 774.6658, 725.5256, 73.10903, 14.78033, 320.9387, 578.3136, 391.007, 346.1485, 622.766, 158.2975, 1627.877, 1652.606, 1497.132
128.7, 356.7842, 692.2319, 749.8387, 846.1039, 679.3199, 69.59923, 13.88472, 302.4785, 540.5209, 367.5863, 377.7258, 608.9206, 149.7318, 1545.098, 1733.937, 1557.029
128.8, 392.6767, 687.2384, 713.9123, 802.2927, 651.8944, 66.25792, 13.04338, 285.08, 505.198, 345.5684, 360.3461, 570.6967, 141.6297, 1509.965, 1732.909, 1478.082
128.9, 387.9276, 737.8675, 704.9905, 752.3521, 763.3972, 63.07702, 12.25302, 268.6823, 472.1834, 484.1071, 354.7286, 831.3467, 133.9659, 1433.182, 1708.812, 1476.808
129, 486.3404, 822.3013, 671.2129, 778.587, 714.7796, 60.04884, 11.51056, 253.2279, 441.3263, 514.0922, 338.407, 975.9096, 126.7168, 1401.581, 1760.445, 1401.929
129.1, 460.2863, 777.6208, 639.0536, 849.9433, 669.2582, 57.16602, 10.81308, 301.0097, 412.4857, 483.2988, 322.8364, 1249.487, 119.86, 1396.438, 1705.54, 1330.847
129.2, 435.628, 735.3681, 623.553, 887.3172, 626.636, 54.42161, 37.75785, 395.0398, 385.5298, 454.3499, 307.9823, 1171.052, 113.3742, 1476.061, 1728.887, 1479.797
129.3, 412.2906, 695.4112, 593.6773, 832.0841, 586.7281, 51.80895, 35.46992, 372.3173, 360.3355, 427.1349, 293.8116, 1097.542, 107.2394, 1486.594, 1631.489, 1438.833
129.4, 390.2035, 657.6254, 565.233, 907.1992, 567.0861, 49.32172, 33.32064, 350.9017, 336.7877, 576.0737, 280.2928, 1028.646, 101.4365, 1411, 1627.232, 1408.526
129.5, 481.1525, 621.8928, 538.1515, 1183.778, 717.3965, 46.95389, 31.30159, 330.718, 314.7787, 541.5677, 267.3962, 1041.155, 95.94767, 1505.182, 1535.561, 1337.11
129.6, 455.3763, 588.3392, 512.3675, 1110.091, 805.8653, 44.69974, 29.40489, 311.6953, 294.2079, 509.1285, 318.3416, 996.718, 90.75581, 1851.876, 1716.459, 1593.898
129.7, 430.981, 556.3712, 547.6261, 1040.991, 893.4014, 42.5538, 27.62311, 293.7667, 274.9815, 478.6324, 303.6943, 960.3122, 85.8449, 2133.369, 2015.59, 1513.082
129.8, 447.614, 526.1403, 521.3882, 976.1922, 836.5043, 117.9439, 25.9493, 276.8694, 257.0115, 449.963, 289.7209, 1104.797, 81.19972, 2177.663, 2082.792, 1436.364
129.9, 423.6345, 507.1699, 499.0091, 915.4269, 783.2308, 319.4001, 24.37691, 260.9439, 240.2159, 423.0109, 379.3556, 1671.076, 475.4004, 2066.928, 1965.456, 1363.536
130, 430.2509, 557.1824, 475.1005, 858.444, 733.3501, 304.0664, 22.89981, 245.9346, 224.5178, 397.6731, 402.5104, 1603.519, 746.8973, 2059.862, 1854.731, 1294.4
130.1, 407.2016, 590.3981, 452.3374, 805.0082, 745.4066, 289.4689, 21.5122, 231.7885, 209.8456, 373.853, 422.6003, 1715.046, 842.0615, 2044.041, 1844.297, 1228.77
130.2, 385.3871, 558.3183, 430.665, 754.8987, 697.9347, 275.5721, 20.20868, 218.4561, 196.1322, 351.4597, 403.1558, 1607.387, 796.4965, 1979.226, 1740.397, 1166.467
130.3, 413.9696, 527.9816, 410.0309, 707.9083, 653.4861, 262.3425, 146.9044, 205.8906, 183.315, 330.4078, 488.546, 1506.486, 753.397, 1878.581, 1774.537, 1107.323
130.4, 421.9979, 499.2932, 404.9404, 796.0956, 611.8683, 249.748, 650.8154, 194.0479, 171.3354, 310.6168, 466.0673, 1411.919, 712.6297, 1894.14, 1744.373, 1051.178
130.5, 465.8988, 485.0153, 507.2908, 1088.782, 572.901, 237.7582, 661.5256, 182.8864, 160.1387, 292.0113, 454.5038, 1495.178, 759.1367, 1881.417, 1646.102, 997.8801
130.6, 587.3928, 522.8926, 482.9854, 1021.008, 536.4153, 226.3439, 772.2563, 172.3668, 149.6737, 274.5202, 433.5915, 1401.321, 718.0588, 1785.746, 1590.286, 947.2843
130.7, 629.1102, 494.8454, 459.8445, 1079.718, 502.2533, 215.4776, 737.4401, 162.4523, 139.8925, 258.0768, 502.2753, 1313.355, 739.3545, 1708.672, 1552.617, 899.2538
130.8, 620.5046, 494.7593, 479.5055, 1012.508, 470.2669, 205.133, 692.7552, 153.1082, 130.7506, 242.6184, 686.1704, 1425.352, 768.2654, 1635.525, 1465.149, 853.6587
130.9, 587.2631, 467.8762, 474.767, 949.4824, 440.3175, 195.2851, 741.312, 144.3014, 122.206, 228.0859, 925.2905, 1335.878, 726.6935, 1676.124, 1433.807, 810.3754
131, 555.8024, 442.4537, 452.0199, 890.3797, 412.2755, 185.9099, 733.8669, 136.0013, 114.2199, 214.4239, 965.4691, 1360.137, 687.3712, 1590.892, 1353.032, 769.2867
131.1, 544.6398, 418.4126, 487.2979, 865.7706, 386.0194, 176.9847, 689.3986, 128.1785, 106.7556, 511.8689, 921.0464, 1343.198, 650.1766, 1730.923, 1569.859, 730.2813
131.2, 515.4625, 451.1599, 480.352, 811.8787, 361.4355, 168.4881, 647.6248, 120.8058, 99.77918, 706.3279, 878.6678, 1258.881, 614.9948, 1642.904, 1719.683, 693.2537
131.3, 487.8483, 477.8453, 457.3373, 776.85, 338.4171, 160.3994, 608.3822, 113.8571, 93.25863, 664.0198, 912.6353, 1249.213, 704.6144, 1624.644, 1622.804, 658.1034
131.4, 461.7134, 455.6157, 547.0242, 728.4932, 316.8648, 152.6989, 571.5176, 107.3081, 87.16419, 624.246, 870.6436, 1291.433, 666.4868, 1638.851, 1734.05, 624.7354
131.5, 523.8542, 430.8594, 520.8151, 683.1465, 296.685, 230.7325, 536.8867, 166.9121, 81.46803, 671.6713, 833.9544, 1210.365, 810.5159, 1566.222, 1636.361, 593.0593
131.6, 546.005, 407.4482, 659.8227, 640.6225, 277.7903, 219.6556, 504.3543, 157.3114, 331.4712, 1289.878, 921.0966, 1163.693, 766.6578, 1521.568, 1544.176, 562.9892
131.7, 516.7546, 385.3092, 628.2092, 600.7455, 260.099, 246.0348, 477.9497, 148.2629, 309.8096, 1441.525, 878.7156, 1217.295, 725.1729, 1551.061, 1577.448, 534.4438
131.8, 489.0711, 364.373, 624.6177, 563.3507, 243.5344, 300.1798, 865.2713, 139.7349, 289.5636, 1654.381, 928.5285, 1584.616, 889.336, 1488.054, 1488.582, 507.3457
131.9, 523.9796, 344.5745, 594.6909, 528.2836, 228.0247, 400.8465, 1547.725, 131.6974, 484.5542, 1555.286, 1308.835, 2417.825, 1061.119, 1412.386, 1404.721, 481.6216
132, 570.4031, 325.8517, 566.198, 495.3994, 213.5028, 536.3779, 1713.415, 124.1222, 452.8887, 1623.943, 1505.518, 2567.107, 1484.444, 1340.565, 1325.586, 457.2018
132.1, 539.8456, 308.1463, 569.4877, 464.5622, 199.9057, 510.6276, 1728.22, 116.9827, 423.2925, 1526.671, 1682.939, 2461.792, 1485.977, 1272.396, 1250.908, 687.7632
132.2, 510.9252, 291.4029, 542.2023, 435.6444, 187.1745, 486.1135, 1623.499, 110.254, 573.1087, 1526.898, 1679.927, 2562.712, 1513.983, 1245.001, 1180.437, 652.8914
132.3, 733.2659, 275.5692, 516.8752, 408.5268, 272.7952, 552.6505, 1525.124, 103.9122, 535.6561, 1540.754, 1602.631, 2401.842, 1499.485, 1350.279, 1267.578, 619.7876
