 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C010, C011, C012, C015, C016, C017, C018, C019, C021, C023, C024, C025, C032, C033, C034, C038, C039, C040, C042, C045, C047, C049, C056, C068, C083, C086
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 145.6876, 0, 50.40469, 0, 0, 6.92334, 113.2863, 0, 0, 0, 0, 0, 0, 0, 0, 137.9717, 0, 0, 0, 0, 134.0466, 0, 232.7186, 0, 0, 0, 0, 144.4574, 0, 180.3286, 128.8773, 0, 129.495
0.2, 39.5871, 0, 138.2475, 0, 47.59518, 0, 0, 6.529419, 107.9519, 0, 60.72668, 0, 241.5217, 0, 0, 0, 0, 128.4682, 0, 0, 0, 66.94835, 126.8254, 81.9176, 220.0926, 0, 0, 0, 19.13937, 294.7985, 126.2982, 172.2427, 122.6293, 0, 439.5356
0.3, 36.69603, 0, 131.1874, 0, 44.94226, 0, 7.629395e-06, 6.157837, 102.8687, 0, 108.384, 3.051758e-05, 227.334, 0, 0, 0, 0, 119.6193, 0, -1.525879e-05, 0, 62.3204, 119.9932, 77.12988, 208.1517, 0, 0, 0, 65.24951, 505.2086, 119.2562, 216.1084, 116.6843, 174.5193, 410.5202
0.4, 34.01611, 0, 124.4879, -7.629395e-06, 42.43723, 0, 0, 5.807495, 98.02472, 0, 102.1185, 0, 213.9798, 0, 0, 0, 0, 111.3799, 3.051758e-05, -1.525879e-05, 0, 58.01239, 207.9026, 136.4366, 196.8587, 0, 0, -1.907349e-06, 275.5474, 470.9591, 112.6068, 305.2944, 111.0274, 165.139, 383.4201
0.5, 31.53189, 0, 118.1305, -7.629395e-06, 40.07181, 0, 7.629395e-06, 5.476929, 93.40887, 0, 96.21513, 3.051758e-05, 201.41, 0, -3.051758e-05, 0, -7.629395e-06, 103.7081, 3.051758e-05, 0, 0, 54.00217, 196.7028, 248.5142, 186.1783, 0, 0, 19.90151, 579.0902, 489.3247, 106.3281, 452.0956, 105.6448, 156.2628, 358.1091
0.6, 29.2291, 0, 112.0977, -1.525879e-05, 37.83826, 24.45595, 3.814697e-06, 95.42157, 641.9232, 0, 90.65308, 3.051758e-05, 189.5786, 0, 0, 6.103516e-05, 0, 152.83, 3.051758e-05, 0, 0, 50.26917, 186.1064, 371.6609, 176.0774, 0, 0, 41.98729, 611.6032, 477.2178, 100.3995, 453.1072, 200.843, 147.8638, 334.4689
0.7, 27.09449, 0, 106.373, -1.525879e-05, 35.72916, 23.30965, 3.814697e-06, 121.5662, 1865.676, 0, 85.41255, 0, 178.4422, 0, 0, 0, -7.629395e-06, 378.3405, 6.103516e-05, 0, 0, 46.7942, 176.0808, 362.896, 189.9666, 0, 0, 124.3358, 577.2424, 653.9473, 94.80164, 432.7897, 191.1061, 139.9162, 312.3893
0.8, 25.11576, 0, 100.9407, -1.525879e-05, 33.73764, 22.21709, 0, 145.1254, 3233.19, 0, 80.47496, 0, 167.96, 0, 0, 6.103516e-05, -7.629395e-06, 435.3961, 6.103516e-05, -7.629395e-06, 0, 43.55945, 166.5952, 366.5699, 225.3261, -1.525879e-05, 0, 117.7807, 578.1178, 908.1685, 89.51575, 413.3831, 363.1399, 132.3958, 291.7673
0.9, 23.28155, 0, 95.78582, -1.525879e-05, 31.85715, 55.48674, 0, 170.0436, 3595.982, 0, 75.82281, 0, 158.0936, 39.04952, 0, 6.103516e-05, -7.629395e-06, 553.4821, 6.103516e-05, -7.629395e-06, 0, 40.54832, 157.6207, 345.1454, 213.1013, -1.525879e-05, 0, 240.5793, 628.0154, 846.6013, 181.3301, 594.9967, 407.9818, 125.2796, 272.5065
1, 21.58129, 0, 90.89417, -7.629395e-06, 30.08142, 286.3047, 0, 160.3654, 3830.731, 0, 71.43959, 134.9641, 148.8067, 36.61332, 56.74283, 6.103516e-05, -3.814697e-06, 515.3582, 6.103516e-05, -7.629395e-06, 0, 37.74533, 149.1296, 337.8206, 201.5397, 0, 0, 227.8956, 592.7326, 789.2079, 559.3344, 607.5447, 388.2028, 118.5458, 254.5173
1.1, 20.00519, 0, 86.25234, -1.525879e-05, 28.40471, 272.8851, 0, 231.921, 3821.591, 0, 67.30975, 175.5964, 140.0654, 76.95448, 78.31985, 6.103516e-05, 0, 479.8604, 6.103516e-05, -7.629395e-06, 0, 35.13612, 141.0959, 318.0764, 397.716, 0, 0, 260.6535, 633.1188, 735.7054, 573.3491, 760.1052, 417.4125, 112.1741, 237.7156
1.2, 18.5442, 0, 81.84756, -1.525879e-05, 26.82147, 260.0945, 0, 218.721, 3855.676, 0, 63.41867, 166.6192, 131.8375, 72.1535, 74.25381, 6.103516e-05, -3.814697e-06, 499.3695, 14.93413, -1.525879e-05, 0, 32.70726, 260.7408, 299.4861, 376.1383, 1.525879e-05, 0, 246.9115, 816.861, 685.83, 665.627, 956.6256, 397.1762, 106.1447, 222.023
1.3, 17.18991, 0, 77.66772, -1.525879e-05, 25.32646, 247.9035, 0, 206.2723, 3701.919, 0, 71.94847, 210.8034, 124.093, 67.65202, 70.39886, 0, -3.814697e-06, 464.973, 14.0623, -1.525879e-05, 0, 30.4463, 246.6946, 360.2759, 355.7313, 1.525879e-05, 0, 233.894, 828.2392, 639.3356, 865.9555, 959.1635, 491.9285, 233.7974, 207.3664
1.4, 15.93453, 0, 73.70136, -1.525879e-05, 23.91479, 236.2838, 0, 194.5322, 3638.723, 0, 67.78922, 260.2319, 309.1598, 63.43139, 66.74405, 6.103516e-05, -3.814697e-06, 530.9103, 23.17426, -1.525879e-05, 0, 28.34164, 357.0131, 401.1774, 336.4315, 7.629395e-06, 0, 221.5628, 781.7075, 595.9933, 923.963, 1144.393, 468.0797, 221.231, 193.6774
1.5, 14.77082, 0, 69.93754, 70.32202, 22.58179, 248.9951, 0, 183.4602, 3701.881, 0, 131.4802, 246.9277, 290.9989, 59.47407, 224.6268, 0, -7.629395e-06, 494.3412, 21.8214, -1.525879e-05, 0, 26.38247, 368.0602, 411.8475, 318.1787, 7.629395e-06, 0, 209.8817, 911.5483, 555.5894, 916.853, 1252, 473.2347, 209.3399, 180.8919
1.6, 13.6921, 0, 66.36593, 93.49077, 21.3231, 283.6907, 0, 173.0184, 3759.954, 0, 123.8795, 252.3944, 273.9048, 55.76363, 212.9652, 0, -3.814697e-06, 460.291, 20.54753, -7.629395e-06, 0, 24.55873, 413.5098, 387.7768, 300.9162, 7.629395e-06, 0, 198.8164, 860.3362, 517.9245, 911.0325, 1217.549, 450.2922, 316.5937, 168.9505
1.7, 12.69216, 0, 62.97672, 154.7551, 20.13458, 270.3936, 0, 163.171, 3731.78, 0, 116.7182, 239.4909, 257.8148, 52.28469, 201.9089, 0, -3.814697e-06, 506.2155, 19.34801, 28.57092, 0, 22.86106, 391.2339, 397.8682, 284.5903, 7.629395e-06, 0, 338.192, 812.0013, 482.813, 1023.551, 1239.151, 428.462, 299.577, 157.7975
1.8, 11.76524, 0, 59.76059, 254.3871, 19.0123, 478.9378, 3.814697e-06, 153.884, 3748.379, 0, 109.9709, 227.247, 352.7864, 143.3562, 191.4267, 6.103516e-05, 79.55715, 471.3473, 138.9563, 70.67947, 0, 21.28074, 568.4841, 450.4048, 342.0643, 7.629395e-06, 0, 320.3621, 924.514, 450.0817, 1005.133, 1210.091, 616.3068, 283.4749, 147.3806
1.9, 10.90602, 0, 56.70871, 379.0099, 17.95258, 741.3414, 1.907349e-06, 145.1255, 3571.875, 0, 254.985, 438.549, 332.0627, 250.9816, 181.4886, 6.103516e-05, 345.869, 438.8809, 379.216, 220.9677, 0, 19.80967, 537.8597, 486.8657, 323.506, 146.2827, 198.5085, 904.3331, 957.6946, 419.5695, 949.0902, 1304.334, 691.6976, 268.2383, 137.6515
2, 10.10955, 30.74707, 53.81268, 355.5746, 16.9519, 908.2553, 0, 146.404, 3403.681, 38.24489, 629.9332, 416.1283, 312.5564, 316.3616, 317.8623, 6.103516e-05, 326.2582, 408.6508, 804.8953, 222.1552, 0, 18.44029, 508.8851, 458.4105, 305.9544, 136.6743, 228.6367, 1121.682, 993.0867, 391.1257, 896.1719, 1318.686, 762.9471, 253.8206, 128.5645
2.1, 9.371246, 28.6284, 292.7556, 720.9225, 16.00702, 1368.147, 1.907349e-06, 138.0713, 3438.696, 35.42799, 1097.358, 428.8666, 294.196, 443.0719, 301.3602, 6.103516e-05, 654.9227, 380.5029, 1190.479, 251.9462, 0, 17.16557, 481.4713, 605.3358, 551.2318, 411.3899, 773.9822, 1164.094, 937.2936, 364.6103, 846.2041, 1679.318, 1094.777, 240.1779, 120.0775
2.2, 8.68686, 26.65571, 597.3073, 708.2432, 15.11481, 1857.424, 1.907349e-06, 130.2128, 3426.61, 158.094, 1507.447, 450.0653, 276.914, 415.4298, 285.7148, 6.103516e-05, 1200.216, 354.2938, 1828.759, 239.5982, 0, 15.97896, 455.5342, 569.9564, 574.9852, 534.3361, 1161.39, 1323.425, 884.6351, 339.8923, 799.0224, 1718.813, 1370.161, 227.2685, 112.1507
2.3, 8.052455, 171.3609, 765.0455, 745.3178, 14.27232, 2007.516, 1.907349e-06, 133.2472, 3768.07, 146.4497, 1616.162, 427.0559, 260.6473, 389.5122, 270.8818, 3.051758e-05, 1177.717, 475.4215, 2093.383, 248.4671, 0, 14.87439, 430.9945, 536.6449, 547.3646, 499.239, 1181.449, 1509.301, 933.1969, 316.8501, 754.4714, 1705.558, 1336.151, 215.053, 104.7472
2.4, 7.46438, 159.553, 913.9917, 796.991, 13.47679, 2149.547, 3.814697e-06, 125.6633, 3875.401, 135.6631, 1535.818, 432.9739, 245.3361, 365.2115, 256.8187, 3.051758e-05, 1238.593, 442.6744, 2220.844, 236.2896, 0, 13.84616, 407.7767, 547.1478, 664.7183, 466.4472, 1358.84, 1488.637, 880.7685, 295.3699, 712.4044, 1748.761, 1353.52, 203.494, 97.83243
2.5, 6.919253, 148.5588, 867.3154, 747.7107, 12.72561, 2307.111, 1.907349e-06, 166.7142, 3713.994, 125.6709, 1604.021, 410.8383, 230.9244, 342.4269, 243.4858, 3.051758e-05, 1266.332, 412.183, 2470.591, 224.709, 0, 12.88902, 385.8096, 556.093, 628.6547, 435.8093, 1395.205, 1410.154, 831.2856, 275.346, 916.5552, 1949.921, 1477.665, 192.5564, 91.37411
2.6, 6.413937, 138.3221, 823.0229, 701.4775, 12.0163, 2198.973, 3.814697e-06, 157.2255, 3628.302, 116.4147, 1581.203, 389.8344, 217.3592, 321.0638, 302.7287, 3.051758e-05, 1194.531, 383.7918, 2554.567, 213.696, 0, 11.99804, 365.0259, 610.9379, 594.5476, 407.1838, 1611.967, 1345.984, 868.1055, 256.6796, 901.4871, 1900.461, 1640.353, 182.2066, 85.34216
2.7, 5.945524, 128.7908, 854.4086, 658.103, 11.34652, 2221.637, 3.814697e-06, 148.2769, 3669.299, 121.013, 1489.796, 385.5659, 204.5909, 301.0335, 287.0123, 3.051758e-05, 1126.801, 410.7693, 2407.526, 203.2226, 0, 11.16865, 345.3618, 575.2312, 562.2911, 380.4385, 1527.659, 1275.022, 1285.771, 239.2786, 1285.923, 2089.302, 1679.007, 172.4131, 79.70839
2.8, 5.511319, 119.9163, 810.7751, 617.4105, 10.71407, 2117.506, 3.814697e-06, 139.8376, 3639.118, 112.0999, 1658.034, 560.7068, 192.5726, 282.2528, 363.799, 3.051758e-05, 1062.911, 470.1678, 2383.17, 193.2626, 0, 10.39659, 326.757, 541.6113, 531.7845, 355.45, 1447.761, 1207.801, 1404.651, 223.0572, 1214.224, 2243.455, 1597.609, 163.146, 74.44652
2.9, 5.108825, 111.6533, 769.3701, 593.8375, 10.11688, 2018.255, 3.814697e-06, 131.8786, 3492.625, 163.8017, 1739.034, 616.4836, 181.2604, 264.6438, 344.9121, 3.051758e-05, 1002.643, 570.8596, 2244.046, 183.7908, 0, 9.677906, 309.1545, 599.4233, 502.9331, 332.1028, 1385.598, 1144.124, 1325.736, 207.9355, 1223.013, 2258.905, 1520.156, 154.377, 69.53203
3, 4.735725, 103.9596, 730.0795, 557.1187, 9.552971, 1923.656, 3.814697e-06, 124.3726, 3460.126, 151.737, 1647.358, 644.3066, 170.6126, 248.1333, 359.1763, 3.051758e-05, 945.7933, 586.9709, 2256.566, 174.7831, 0, 9.008902, 292.5003, 656.7286, 475.647, 310.2891, 1465.317, 1083.804, 1375.615, 193.839, 1643.792, 2396.282, 1446.459, 146.0793, 64.94195
3.1, 4.389873, 96.79612, 692.7954, 522.6704, 9.0205, 1916.507, 3.814697e-06, 117.2939, 3368.749, 171.1959, 1699.417, 846.4102, 160.5903, 232.6529, 417.0616, 3.051758e-05, 892.1666, 574.8922, 2150.25, 166.2169, 0, 8.386145, 276.7432, 1124.379, 449.8412, 289.9082, 1388.68, 1026.665, 1381.131, 180.6981, 1975.24, 2654.554, 1376.335, 138.2276, 60.65487
3.2, 4.069278, 90.12624, 657.4153, 490.3521, 8.517708, 1826.677, 4.768372e-06, 110.618, 3267.079, 289.5517, 1601.176, 803.1378, 151.1568, 218.1383, 507.6664, 3.051758e-05, 841.5805, 535.2936, 2193.801, 158.0706, 0, 7.806433, 261.835, 1439.869, 425.4355, 270.866, 1424.162, 972.5375, 1517.493, 168.4481, 2087.646, 2893.864, 1309.61, 130.798, 56.65081
3.3, 3.772097, 83.91595, 623.842, 460.0321, 8.042938, 1741.058, 3.814697e-06, 104.3221, 3201.651, 268.225, 1508.614, 934.4418, 142.2774, 204.5292, 481.3105, 3.051758e-05, 793.8626, 638.1854, 2214.175, 150.3235, 0, 7.266798, 247.7298, 1355.714, 402.354, 253.0746, 1349.677, 921.264, 1521.413, 157.0286, 2497.272, 3092.443, 1471.005, 123.7677, 52.91106
3.4, 3.496619, 78.13359, 591.9834, 431.5869, 7.594627, 1659.451, 3.814697e-06, 98.38452, 3262.24, 248.4691, 1421.404, 901.194, 133.9196, 191.7692, 511.0091, 3.051758e-05, 748.8504, 594.2271, 2152.659, 142.9561, 0, 6.764467, 234.3845, 1276.479, 380.5247, 236.4518, 1325.214, 1056.055, 1435.937, 146.3832, 2358.032, 3196.572, 1399.69, 117.1152, 49.41821
3.5, 3.241259, 72.74967, 561.7516, 404.9006, 7.171307, 1789.009, 3.814697e-06, 92.7849, 3226.434, 230.1682, 1465.018, 855.1209, 126.0528, 179.8052, 484.4797, 3.051758e-05, 706.3903, 553.2968, 2310.806, 135.9498, 0, 6.296862, 221.7581, 1201.874, 359.8797, 220.9208, 1255.904, 1000.378, 1616.468, 136.4594, 2226.555, 3235.964, 1331.833, 110.8204, 46.15591
3.6, 3.004548, 67.73674, 533.0638, 379.8644, 6.771584, 1798.279, 3.814697e-06, 87.50397, 3158.48, 213.2154, 1380.328, 912.7109, 118.6481, 168.5876, 459.3276, 1.525879e-05, 666.3378, 561.871, 2175.907, 129.2868, 0, 5.86158, 209.812, 1196.829, 340.3548, 206.4099, 1190.219, 947.637, 2335.429, 127.2085, 2102.41, 3406.283, 1267.266, 104.8638, 43.10897
3.7, 2.785125, 63.06924, 685.613, 356.3762, 6.394142, 1774.969, 2.861023e-06, 82.52361, 3009.753, 197.5111, 1320.929, 866.049, 111.6784, 158.0699, 435.4813, 3.051758e-05, 628.5562, 653.6839, 2128.374, 122.9504, 0, 5.456387, 198.5093, 1155.518, 321.8892, 192.8522, 1127.97, 919.524, 2488.779, 118.5847, 2020.544, 3428.295, 1359.313, 205.899, 40.26318
3.8, 2.581726, 58.72335, 703.5508, 334.3404, 6.037735, 1813.399, 2.861023e-06, 77.82671, 3031.442, 182.9636, 1244.568, 835.741, 105.1181, 148.2083, 462.3905, 3.051758e-05, 592.9169, 705.4527, 2004.124, 116.9246, 0, 5.079203, 187.8156, 1105.424, 304.4254, 180.185, 1068.976, 952.3214, 2348.956, 110.5455, 1931.242, 3431.841, 1321.249, 194.832, 37.60524
3.9, 2.393181, 54.67693, 729.3887, 355.2979, 5.701199, 1763.316, 2.861023e-06, 73.39713, 3090.314, 169.4875, 1172.621, 894.7079, 98.94312, 138.962, 499.4754, 1.525879e-05, 559.2983, 656.8611, 1958.739, 111.1941, 0, 4.728092, 177.6979, 1040.817, 287.9091, 168.3498, 1071.443, 902.1137, 2216.988, 103.0513, 2020.49, 3430.339, 1451.298, 237.1198, 35.12277
4, 2.218406, 50.90933, 692.1399, 333.3288, 5.383415, 1702.023, 107.8703, 69.21968, 3197.462, 157.004, 1104.834, 863.5696, 93.13092, 130.2925, 473.5448, 0, 527.5859, 665.2859, 2130.414, 105.7444, 0, 4.401255, 168.1252, 1089.681, 272.2889, 157.292, 1074.036, 868.9715, 2092.435, 96.06522, 2035.174, 3437.451, 1389.315, 224.3748, 32.80418
4.1, 2.056395, 47.40134, 960.4497, 312.718, 5.083351, 1622.246, 111.2271, 65.27999, 3094.849, 145.44, 1040.965, 932.7789, 87.66013, 122.1639, 448.9604, 0, 511.4724, 727.5986, 2006.045, 100.5618, 0, 4.097009, 159.0683, 1220.765, 257.5161, 146.9605, 1017.863, 823.1581, 1974.879, 89.5527, 2396.121, 3460.599, 1362.451, 308.0138, 30.63865
4.2, 1.906215, 44.13508, 911.401, 293.3817, 4.800007, 1568.164, 241.6049, 61.56453, 2979.779, 134.7277, 1136.65, 937.2625, 82.51073, 114.5424, 425.6522, 0, 680.7383, 752.2354, 1955.279, 95.63327, 0, 3.813796, 150.4992, 1202.933, 243.5448, 137.3076, 964.6281, 804.2906, 2116.827, 83.48168, 2370.342, 3367.904, 1296.399, 291.4582, 28.61607
4.3, 1.767004, 41.09389, 864.8571, 275.2411, 4.532459, 1591.048, 229.307, 58.06054, 3102.421, 124.8045, 1163.664, 1016.939, 77.66381, 107.3964, 403.5542, 0, 642.1403, 700.4214, 2048.225, 90.94625, 0, 3.55016, 142.3918, 1132.626, 230.3315, 128.2888, 975.6874, 761.8873, 2085.496, 77.82223, 2315.416, 3281.563, 1355.21, 275.7925, 26.72701
4.4, 1.637958, 38.26225, 820.6901, 258.2221, 4.279823, 1635.323, 217.635, 54.75597, 3049.279, 115.6121, 1096.394, 1117.789, 237.8598, 100.6962, 382.6033, 1.525879e-05, 605.7307, 736.5107, 1928.654, 86.48895, 0, 3.304749, 134.7211, 1125.474, 217.8351, 119.8623, 979.6246, 721.7196, 1968.329, 72.54644, 2299.565, 3309.843, 1289.51, 327.4552, 24.96266
4.5, 1.518337, 35.62573, 838.4261, 242.2554, 4.041271, 1569.497, 206.5571, 51.6395, 3050.883, 107.0967, 1033.013, 1060.643, 223.8872, 94.41402, 362.7402, 1.525879e-05, 571.3856, 795.385, 1842.711, 82.25009, 0, 3.076302, 127.4636, 1133.709, 206.0167, 111.9893, 928.3894, 736.7751, 2153.461, 67.62832, 2180.713, 3307.218, 1226.994, 309.8547, 23.31477
4.6, 1.407453, 33.17088, 845.5129, 227.276, 3.816013, 1495.932, 196.0431, 48.70039, 3037.831, 99.20861, 973.296, 1006.418, 210.7354, 88.52378, 343.9083, 1.525879e-05, 538.9879, 740.5989, 1735.137, 78.21899, 0, 2.863646, 120.5971, 1094.751, 194.8395, 104.6335, 925.185, 697.9312, 2344.681, 63.04361, 2074.806, 3307.979, 1167.509, 293.2002, 21.77567
4.7, 1.304666, 30.88519, 892.2413, 213.2229, 3.603313, 1425.816, 186.0643, 45.92857, 2911.997, 91.90147, 929.9395, 954.9653, 227.9717, 83.00101, 326.054, 1.525879e-05, 508.4272, 689.5864, 1675.934, 74.38544, 0, 2.66569, 114.1005, 1059.192, 184.2686, 97.76076, 876.797, 661.1354, 2257.257, 58.76972, 2234.85, 3159.648, 1271.891, 277.4409, 20.33817
4.8, 1.209385, 28.757, 846.6758, 200.0387, 3.402466, 1358.985, 176.5934, 43.31451, 3059.248, 85.13254, 876.181, 906.1431, 246.121, 77.8228, 309.1266, 1.525879e-05, 511.3434, 642.0876, 1578.097, 70.73979, 0, 2.48142, 107.9539, 1052.933, 174.2713, 91.33948, 870.3507, 626.2794, 2130.44, 54.78556, 2162.201, 3055.076, 1348.97, 262.5286, 18.99557
4.9, 1.121063, 26.77545, 803.4373, 187.6697, 3.212814, 1411.12, 167.6046, 40.84923, 3001.487, 78.86216, 825.5302, 859.817, 231.6632, 72.96764, 293.0781, 7.629395e-06, 482.3501, 597.8606, 1542.872, 67.27281, 0, 2.309886, 102.1383, 991.3936, 164.8164, 85.33998, 888.5544, 671.2421, 2121.426, 51.0715, 2041.643, 3016.624, 1283.572, 248.4178, 17.7416
5, 1.039192, 24.93045, 830.9232, 176.0655, 3.033735, 1365.865, 159.0733, 38.52425, 2937.688, 73.05362, 777.8074, 815.8593, 218.0546, 68.41537, 277.8627, 1.525879e-05, 540.4631, 556.6799, 1466.93, 63.97575, 0, 2.150211, 96.63611, 976.3621, 155.8745, 79.73455, 842.0823, 817.6805, 2219.751, 47.60922, 1955.77, 2971.264, 1221.344, 359.9502, 16.57041
5.1, 0.963299, 23.21258, 788.4892, 165.1788, 2.864637, 1301.845, 150.9763, 36.33161, 2925.541, 67.6729, 866.5333, 774.1489, 205.2455, 64.14712, 455.4753, 1.525879e-05, 512.8865, 561.8472, 1381.294, 60.84027, 0, 2.001574, 91.4303, 1011.632, 147.4177, 74.49731, 798.0406, 774.5712, 2399.304, 44.38166, 1938.508, 2995.279, 1212.073, 340.6031, 15.47653
5.2, 0.8929488, 21.61308, 787.2194, 154.9653, 2.704966, 1240.825, 143.2914, 34.26377, 3044.606, 62.6885, 869.5793, 734.5709, 257.3268, 60.14515, 564.1203, 1.525879e-05, 483.8057, 593.3109, 1300.657, 57.85847, 0, 1.863211, 86.50491, 1080.812, 139.4197, 69.60405, 836.4728, 733.7347, 2264.508, 41.37291, 1926.174, 2957.046, 1241.858, 452.6743, 14.45486
5.3, 0.8277363, 20.1238, 797.6174, 145.3833, 2.554193, 1247.44, 135.9977, 83.99838, 3174.956, 58.07122, 819.3101, 697.0163, 242.2107, 56.39285, 534.8336, 2.288818e-05, 483.3277, 552.4436, 1368.13, 55.0228, 0, 1.734414, 81.84486, 1147.66, 131.8556, 65.03221, 792.7245, 738.6682, 2137.284, 38.56812, 1818.776, 2925.385, 1220.754, 600.5156, 13.50064
5.4, 0.7672864, 18.73714, 756.8842, 136.3938, 2.411825, 1263.679, 129.0753, 79.21754, 3025.453, 53.79403, 940.7488, 661.3817, 350.3698, 52.87464, 507.0673, 426.2659, 455.9229, 570.211, 1451.002, 52.32612, 0, 1.614519, 77.43586, 1087.231, 124.7019, 60.76067, 770.5415, 699.7246, 2017.208, 35.95349, 1717.367, 2895.686, 1178.982, 568.2382, 12.60941
5.5, 0.7112511, 17.44603, 718.2313, 127.9602, 2.277391, 1483.737, 122.5052, 74.70882, 3036.423, 49.83187, 886.3654, 627.5688, 329.7881, 49.57593, 480.7425, 522.3491, 430.072, 530.9349, 1411.44, 49.7616, 0, 1.502912, 73.26437, 1052.7, 117.9363, 56.7697, 730.2415, 662.8342, 1903.878, 33.5161, 1621.612, 2974.773, 1136.729, 537.6957, 11.77701
5.6, 0.6593081, 16.24388, 681.5522, 120.048, 2.150452, 1414.192, 116.2695, 70.4567, 2983.595, 46.16154, 835.1259, 595.4847, 310.4154, 46.48302, 455.7844, 557.8281, 475.2888, 494.364, 1343.109, 47.32277, 0, 1.39902, 69.31759, 991.1746, 111.5378, 53.04086, 692.0493, 627.8886, 1796.916, 31.24395, 1531.196, 2841.382, 1144.464, 508.7949, 10.99957
5.7, 0.6111585, 15.12457, 646.7464, 112.6251, 2.030588, 1347.906, 110.3513, 66.44659, 2973.803, 42.76154, 786.8484, 565.0408, 292.1807, 43.58306, 432.122, 530.775, 448.3398, 617.5983, 1332.393, 45.00346, 0, 1.30231, 65.58344, 957.925, 105.4864, 49.55695, 655.8545, 594.7855, 1817.547, 29.12584, 1535.733, 2836.295, 1251.934, 481.4475, 10.27344
5.8, 0.5665253, 14.08239, 613.718, 105.6611, 1.917406, 1284.728, 104.7343, 62.66474, 3019.759, 39.61197, 741.3618, 536.1534, 275.0172, 40.86403, 409.688, 611.2178, 422.9188, 575.0581, 1368.843, 42.79783, 0, 1.212286, 62.05043, 1059.65, 99.76337, 46.30188, 736.0506, 623.3416, 1874.848, 27.15132, 1450.106, 2849.992, 1191.24, 455.57, 9.595251
5.9, 0.5251517, 13.11202, 582.3763, 99.1278, 1.810532, 1224.51, 99.40317, 59.09812, 2959.642, 36.69438, 841.8871, 508.7427, 258.8619, 38.31463, 388.4188, 581.5755, 398.9392, 535.4481, 1288.933, 40.70029, 0, 1.128484, 58.70775, 997.7178, 94.3508, 43.2606, 697.5545, 629.2092, 1769.516, 25.31066, 1507.485, 2735.948, 1144.873, 502.6666, 8.96183
6, 0.4867996, 12.20852, 552.6352, 92.99843, 1.709614, 1167.116, 94.34343, 55.7345, 2931.882, 33.99168, 793.2188, 482.7335, 296.4413, 35.92428, 368.2537, 553.3708, 376.3192, 498.5664, 1213.688, 38.70555, 0, 1.050475, 55.54515, 974.5436, 89.2319, 119.088, 661.0718, 649.1177, 1767.576, 23.59478, 1477.176, 2784.266, 1089.37, 511.8254, 8.370223
6.1, 0.4512484, 11.36727, 591.2413, 87.24805, 1.614321, 1112.411, 89.54124, 52.56233, 2901.494, 31.48805, 747.3639, 458.054, 374.9805, 33.68306, 349.1355, 526.5339, 354.9818, 464.2251, 1142.835, 36.80858, 0, 0.9778588, 52.55291, 944.3992, 84.39071, 111.2659, 626.4971, 614.8953, 1668.271, 21.99522, 1432.907, 2659.418, 1088.043, 484.3151, 7.817673
6.2, 0.4182935, 10.58399, 561.0475, 81.85324, 1.52434, 1060.27, 200.6635, 49.57069, 2890.876, 29.16882, 736.1284, 434.6362, 352.9531, 31.58166, 331.0099, 500.9985, 334.8543, 432.2493, 1133.739, 35.00458, 0, 0.9102626, 49.72187, 889.203, 79.81218, 103.9576, 593.7308, 601.382, 1574.545, 20.50411, 1353.012, 2622.622, 1035.295, 458.2835, 7.301598
6.3, 0.3877454, 9.854685, 532.3956, 76.79201, 1.439374, 1010.574, 190.4495, 46.74934, 2814.085, 27.02041, 787.9047, 412.4157, 332.2196, 29.61136, 313.8253, 476.7016, 346.3337, 402.476, 1067.554, 33.28899, 0, 0.8473389, 47.04333, 837.2328, 75.48205, 97.12926, 562.6782, 569.6763, 1806.565, 19.11408, 1277.573, 2563.862, 985.1036, 433.651, 6.819592
6.4, 0.3594281, 9.175632, 505.2069, 72.04373, 1.359144, 1010.715, 180.7554, 44.08856, 2838.523, 25.03024, 742.3571, 391.3311, 416.0822, 27.76398, 297.5328, 453.5829, 326.6965, 374.7534, 1174.166, 31.65749, 0, 0.788765, 44.50909, 935.6703, 71.38685, 90.74947, 533.2496, 539.6422, 2294.592, 17.81828, 1206.339, 2546.119, 1022.21, 463.5782, 6.369403
6.5, 0.3331789, 8.543371, 523.0513, 67.58904, 1.283387, 1048.891, 171.5547, 41.57923, 2851.309, 164.8352, 699.4424, 371.3245, 391.6403, 26.03186, 282.0862, 431.5855, 308.1727, 348.9404, 1105.62, 30.10595, 0, 0.7342401, 42.11138, 880.9843, 67.51382, 84.78873, 505.3602, 511.1915, 2308.336, 16.61034, 1139.078, 2528.049, 995.1356, 438.6611, 5.948934
