 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C021, C022, C023, C026, C028, C029, C033, C036, C040, C046, C050, C051, C052, C054, C057, C058, C060, C061, C066, C067, C068, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 76.10815, 96.93787, 47.83582, 0, 0, 0, 0, 94.00909, 0, 0, 0, 0, 40.18567, 0, 0, 23.44269, 0, 81.70361, 0, 0, 0, 66.47534, 0, 0, 56.30829, 169.2395, 36.05396, 0, 0, 77.35638, 0, 0, 0, 0, 185.8944, 40.11945, 0, 111.84, 20.03599
0.2, 0, 145.6287, 164.9213, 92.46161, 89.40826, 0, 0, 0, 29.69342, 89.37469, 78.7406, 16.25043, 0, 0, 51.46167, 0, 17.17972, 22.38043, 0, 78.10419, 103.9095, 31.23334, 0, 63.36407, 0, 0, 153.0727, 211.1985, 53.84808, 0, 0, 149.058, 0, 33.71121, 0, 0, 177.1713, 105.4261, 0, 111.0569, 91.54795
0.3, 0, 139.4849, 196.0958, 88.19208, 85.29269, 0, 0, 0, 44.04293, 177.9274, 144.808, 92.48422, 24.81206, 3.051758e-05, 120.5381, 73.2251, 16.29132, 21.36627, 0, 74.66333, 98.53375, 29.53918, 57.70929, 171.0167, 0, 0, 143.7878, 199.7491, 51.59583, 0, 141.7289, 142.2945, 0, 69.44397, 0, 46.22644, 205.4677, 174.7485, 83.784, 184.0544, 86.51381
0.4, 0, 133.6002, 217.0674, 84.11969, 100.7126, 8.019215, -3.051758e-05, 6.103516e-05, 41.39883, 181.4454, 138.1688, 88.57074, 35.96831, 3.051758e-05, 114.9219, 69.9444, 15.44888, 20.39807, 0, 78.75317, 139.2503, 27.93695, 199.9745, 250.0171, -3.051758e-05, 0, 135.0662, 188.9203, 49.43781, 0, 135.9935, 135.8379, 0, 122.8888, 13.18651, 77.06018, 195.826, 210.4706, 80.05722, 213.4196, 81.75648
0.5, 0, 176.0115, 205.281, 80.23535, 126.6294, 7.659554, 25.81482, 6.103516e-05, 38.91346, 187.2578, 172.8485, 84.82285, 34.22497, 99.80518, 168.8755, 160.0201, 14.65002, 127.9988, 0, 75.28369, 418.7534, 38.56982, 190.616, 238.3154, -3.051758e-05, 60.47268, 154.9016, 219.5739, 196.5212, 0, 130.4903, 129.6743, 0, 176.8574, 12.5501, 201.5253, 202.1846, 255.4739, 76.49622, 199.5286, 77.26075
0.6, 0, 225.5491, 236.4752, 168.2569, 133.2422, 7.316021, 24.50949, 70.46265, 36.5773, 238.1696, 164.9236, 81.23355, 32.56612, 95.28464, 225.329, 152.8508, 13.89246, 122.1988, 0, 71.96704, 473.2472, 90.46948, 210.7579, 271.3892, -6.103516e-05, 56.93857, 145.5058, 207.6705, 188.3017, 0, 125.2098, 225.3487, -1.525879e-05, 166.6827, 11.94441, 289.4377, 192.697, 376.7244, 73.09361, 205.8169, 73.01225
0.7, 0, 216.0335, 332.3482, 160.4874, 127.1089, 11.3926, 69.97763, 216.1459, 39.98278, 287.7671, 173.3512, 77.79611, 30.98768, 90.96887, 439.8062, 211.2308, 13.17406, 150.0262, 0, 68.79651, 651.973, 85.56232, 217.3548, 258.6872, 75.3551, 65.47918, 136.6799, 248.8559, 180.4258, 0, 154.2748, 215.1235, 0, 157.0933, 11.36795, 309.2489, 183.6546, 356.5265, 69.84236, 198.5717, 68.99738
0.8, 0, 269.8515, 328.3069, 269.369, 121.258, 10.88165, 66.43912, 249.8253, 37.58242, 362.5076, 171.8308, 74.50412, 78.42142, 86.84857, 467.4171, 231.5706, 12.4928, 215.9796, 3.051758e-05, 76.50574, 618.2434, 170.7567, 207.1829, 355.1802, 107.868, 113.0541, 178.3246, 279.4875, 172.8795, 0, 148.0317, 205.3622, -1.525879e-05, 148.0556, 10.81932, 360.5413, 251.0142, 337.4115, 66.73572, 258.3851, 65.20326
0.9, 0, 314.2805, 470.3115, 256.9305, 362.7917, 10.3936, 305.0909, 263.044, 127.9118, 362.079, 262.4138, 71.35147, 98.58277, 98.26917, 600.3015, 256.9348, 11.84679, 252.795, 0, 186.2427, 622.0472, 270.0472, 197.487, 364.1259, 122.336, 106.4471, 335.3066, 419.6902, 165.6487, 0, 214.6111, 298.0166, -1.525879e-05, 278.5498, 59.62978, 482.5341, 379.852, 319.3214, 63.76726, 241.5673, 61.6178
1, 0, 430.9933, 1413.835, 301.1745, 346.092, 257.6363, 484.323, 313.1613, 226.4807, 344.2294, 250.3824, 68.33218, 93.80458, 93.81821, 847.3859, 352.1357, 88.37865, 278.5222, 3.051758e-05, 178.0378, 724.517, 387.0726, 290.8244, 489.5671, 114.8413, 100.2262, 1015.676, 476.6061, 158.7204, 0, 205.9264, 284.494, -1.525879e-05, 262.5247, 56.75196, 481.4544, 384.7194, 302.201, 60.93084, 225.8442, 144.3658
1.1, 0, 412.8103, 2870.779, 287.2673, 574.3738, 246.0813, 607.9067, 299.4371, 212.884, 327.2598, 238.9026, 65.44067, 89.25799, 228.4742, 892.6246, 336.359, 83.80847, 289.9555, 0, 403.1401, 799.4635, 366.0775, 277.2143, 466.6536, 107.8058, 165.7025, 1327.973, 450.7683, 152.0819, 0, 197.5931, 271.585, -1.525879e-05, 247.4215, 54.01302, 541.7432, 477.4552, 285.9987, 58.2206, 211.1444, 136.4273
1.2, 0, 395.3944, 4271.115, 274.0023, 547.9348, 304.8134, 753.8474, 286.3144, 200.1036, 396.5879, 227.9492, 62.67154, 84.93176, 218.1257, 863.3433, 321.2893, 79.47462, 276.8167, 0, 385.3797, 758.1035, 346.2211, 303.2675, 449.1862, 101.2014, 166.0573, 1326.42, 522.8973, 145.721, 0, 189.597, 259.2617, -1.525879e-05, 233.1872, 72.43172, 561.9155, 455.0504, 270.665, 55.63091, 197.4015, 128.9252
1.3, 0, 461.4736, 5350.425, 261.3499, 522.7128, 373.0872, 715.7284, 306.9644, 201.1686, 533.6063, 217.498, 60.01958, 80.81522, 208.246, 823.1172, 306.8947, 75.3649, 264.2732, 0, 499.8864, 718.8833, 327.4418, 299.9075, 518.3469, 217.2145, 156.3526, 1245.964, 494.5501, 139.6262, 0, 181.9246, 247.4977, -1.525879e-05, 219.7717, 68.93606, 546.1996, 543.095, 256.1534, 53.1564, 184.553, 187.2043
1.4, 0, 614.6778, 5914.485, 249.2816, 575.1592, 356.3542, 759.1178, 300.0961, 189.0915, 537.7589, 207.5259, 74.97412, 76.89821, 198.8138, 794.1859, 293.1451, 71.46767, 252.2981, -3.051758e-05, 477.8639, 681.6921, 439.5988, 285.8722, 494.0864, 203.9073, 147.2151, 1290.45, 467.7396, 133.7863, 0, 208.3961, 236.2674, -1.525879e-05, 207.1281, 99.52312, 523.3565, 517.61, 242.4199, 50.79195, 172.5408, 297.2824
1.5, 0, 588.7454, 5962.212, 237.7707, 624.8361, 417.2864, 720.7323, 412.5815, 185.5537, 658.2108, 361.9656, 117.5255, 73.17104, 189.8089, 987.2494, 280.0114, 67.77199, 240.8655, -3.051758e-05, 456.8116, 961.5656, 415.7547, 272.4938, 470.9615, 254.9902, 335.9578, 1212.176, 537.5186, 128.1906, 219.0202, 199.9629, 225.5468, -1.525879e-05, 282.6221, 130.1557, 501.4689, 684.304, 360.8325, 172.1254, 161.3105, 280.9351
1.6, 0, 587.5369, 5951.252, 226.7913, 737.5084, 469.6241, 684.2878, 394.5003, 410.2388, 761.9492, 616.0311, 112.5524, 69.62453, 181.2117, 989.7586, 267.4661, 249.889, 229.9511, -3.051758e-05, 436.6868, 977.9777, 472.7448, 259.7415, 517.9319, 239.3688, 396.5608, 1801.444, 558.1533, 122.829, 285.4442, 191.871, 355.9339, -7.629395e-06, 521.3702, 131.086, 512.129, 806.5367, 424.011, 266.9981, 150.8111, 265.4867
1.7, 0, 562.7495, 5703.523, 216.3189, 703.5602, 473.9749, 783.103, 377.2115, 385.6102, 763.1046, 706.6997, 107.7897, 66.24992, 173.004, 994.0659, 255.4829, 275.5724, 219.5312, -3.051758e-05, 417.4485, 1113.628, 463.751, 307.4192, 496.5073, 272.3928, 418.822, 3165.197, 558.8082, 117.6917, 271.8696, 190.1183, 339.7833, -1.525879e-05, 670.0296, 124.7596, 490.7109, 936.1779, 424.4039, 293.06, 140.9951, 250.8878
1.8, 0, 714.2058, 5529.962, 206.33, 671.1746, 452.7171, 754.5081, 360.6804, 489.3634, 731.2978, 674.2983, 103.2285, 200.0352, 165.168, 1051.262, 316.9968, 334.2439, 209.5836, -3.051758e-05, 410.1162, 1285.397, 647.9902, 293.0324, 484.0391, 255.7053, 485.5977, 3786.916, 555.5051, 112.7692, 258.9405, 189.882, 334.5887, -1.525879e-05, 742.3112, 118.7385, 470.1886, 1052.979, 645.04, 280.0244, 131.818, 237.0917
1.9, 0, 785.3851, 5434.882, 196.8025, 640.2798, 432.4127, 1060.128, 344.8737, 581.9594, 793.7364, 643.3825, 155.8861, 193.5297, 157.687, 1002.28, 302.7946, 316.9597, 200.0866, -3.051758e-05, 392.0486, 1737.02, 654.6261, 279.3189, 461.3844, 240.0401, 457.2186, 3779.567, 615.1128, 108.0526, 317.3269, 182.198, 331.5921, -1.525879e-05, 743.5244, 113.008, 458.4798, 1225.031, 610.4564, 267.5687, 123.2382, 370.0051
2, 0, 752.2509, 5334.248, 187.7148, 610.8071, 413.0189, 1120.925, 329.7598, 613.3348, 754.6072, 613.8842, 149.2897, 248.1228, 190.9343, 955.5807, 317.4207, 300.5693, 191.02, 0, 374.7769, 1647.156, 619.1187, 386.0703, 439.7899, 398.0684, 430.4981, 3833.792, 620.0996, 103.5332, 358.8938, 174.825, 316.546, -1.525879e-05, 813.5502, 107.5541, 492.9846, 1167.546, 577.7271, 255.6671, 115.2169, 349.6588
2.1, 0, 864.6404, 5209.5, 179.0468, 710.6083, 394.495, 1064.245, 315.3082, 576.5134, 717.4069, 585.7383, 142.9725, 236.0966, 182.2862, 911.0571, 303.1994, 285.0265, 182.3642, -3.051758e-05, 537.1958, 1753.159, 641.6586, 368.0028, 419.2063, 373.6816, 405.3392, 3691.98, 586.4828, 99.20293, 487.9458, 167.7503, 302.1826, -1.525879e-05, 766.7461, 183.4551, 511.7988, 1112.758, 546.7525, 244.2948, 107.7176, 400.4996
2.2, 0, 828.1625, 5131.573, 170.7791, 693.4609, 376.8018, 1130.537, 301.4899, 541.9026, 682.0405, 558.8829, 136.9226, 224.6533, 174.0298, 934.822, 294.8022, 270.2874, 174.1007, -1.525879e-05, 569.1703, 1662.46, 772.0027, 350.7808, 399.586, 350.7888, 381.6506, 3611.662, 554.6884, 95.05373, 464.741, 160.9619, 356.9316, -1.525879e-05, 722.6347, 216.1137, 652.2993, 1150.687, 517.4386, 334.0635, 100.7065, 378.4764
2.3, 0, 793.2236, 5016.504, 227.8253, 661.5402, 359.9022, 1073.37, 288.2773, 509.3696, 648.4176, 533.2587, 223.1335, 213.7646, 166.1473, 891.2655, 281.5943, 256.3105, 166.2116, -3.051758e-05, 614.9004, 1576.453, 730.1287, 334.3648, 409.4962, 393.126, 359.3463, 3545.048, 524.6177, 91.07808, 442.6397, 154.4482, 340.7357, -1.525879e-05, 681.061, 205.6837, 625.019, 1167.786, 489.6964, 332.5528, 94.1517, 357.6643
2.4, 0, 791.3578, 4972.598, 299.9427, 631.0888, 343.7606, 1019.094, 275.6436, 478.7897, 663.0289, 508.8094, 213.6915, 203.4037, 158.6219, 849.7385, 268.9781, 243.0563, 158.68, -1.525879e-05, 587.811, 1494.896, 739.1344, 318.717, 453.6707, 369.0421, 338.3456, 3346.104, 496.1772, 87.26871, 421.5894, 148.1982, 325.2748, -1.525879e-05, 653.4611, 195.757, 598.8798, 1192.91, 463.4415, 396.4323, 88.02355, 337.9967
2.5, 0, 757.9716, 4941.744, 286.0924, 602.0392, 328.3428, 967.563, 263.5636, 450.0457, 702.1234, 485.4811, 204.6491, 193.545, 151.4374, 906.7758, 256.9272, 230.4876, 151.4897, -1.525879e-05, 561.915, 1417.558, 757.9257, 303.8015, 432.4374, 346.4335, 318.5722, 3375.97, 469.2785, 83.61867, 401.5403, 142.201, 310.5154, -1.144409e-05, 772.3494, 186.3095, 659.8938, 1213.345, 438.5943, 378.7987, 82.29428, 319.4105
2.6, 0, 725.9938, 4884.982, 353.7419, 574.3267, 382.6811, 993.6511, 307.3508, 518.4849, 667.5105, 463.2224, 195.9893, 184.1641, 144.5782, 938.0328, 353.3671, 218.5688, 144.6252, 0, 537.1599, 1600.008, 1331.798, 289.584, 412.1978, 382.7529, 299.9544, 3364.763, 675.5601, 80.12131, 382.4446, 139.5914, 343.8835, -1.144409e-05, 739.9868, 177.3179, 918.6434, 1328.648, 415.0793, 361.9495, 76.93791, 301.8464
2.7, 0, 724.3097, 4810.456, 337.4074, 605.9971, 365.5179, 943.4062, 293.8813, 595.9106, 634.6039, 441.9842, 187.696, 175.2379, 138.0298, 979.2424, 419.4683, 207.2663, 138.0717, 0, 513.4952, 1517.232, 2180.237, 276.032, 392.9055, 386.6632, 282.4246, 3426.988, 803.8843, 76.7702, 364.257, 133.9425, 328.2797, -7.629395e-06, 747.9644, 168.7603, 880.2242, 1449.886, 392.825, 345.8497, 71.93018, 285.2481
2.8, 0, 693.7521, 4737.366, 321.8271, 591.2832, 365.1951, 895.702, 281.0021, 560.1353, 603.3195, 421.7198, 205.1662, 166.7443, 150.4416, 933.6161, 400.6749, 196.5482, 131.8152, 0, 490.8732, 1463.354, 2507.347, 263.114, 374.5162, 362.9751, 265.9193, 3330.486, 760.3041, 73.55927, 346.9343, 166.5302, 313.3839, -7.629395e-06, 704.9334, 189.3239, 857.1815, 1381.849, 371.7639, 330.466, 67.24838, 623.3602
2.9, 0, 664.4838, 4772.313, 306.9662, 642.8662, 372.1689, 850.41, 268.6873, 637.3834, 673.7197, 402.3844, 196.4846, 158.6624, 224.8641, 904.1887, 382.7237, 186.3845, 125.8422, -1.525879e-05, 469.2478, 1484.338, 2460.842, 250.8007, 356.9875, 340.7383, 250.3786, 3299.586, 719.0865, 70.48262, 330.4355, 178.4072, 299.164, -3.814697e-06, 664.3781, 180.1868, 832.4955, 1493.043, 351.8319, 362.9757, 62.87132, 589.0822
3, 0, 673.116, 4513.187, 292.7917, 613.2744, 485.7797, 882.9886, 256.9122, 599.1183, 662.9321, 383.9355, 188.2272, 150.9723, 214.6792, 862.0596, 385.0403, 176.7463, 120.1399, -1.525879e-05, 448.5751, 1580.422, 2643.112, 239.0636, 340.2792, 363.4105, 235.7461, 3099.445, 680.1035, 67.53465, 314.7212, 178.4942, 285.5894, -3.814697e-06, 626.1561, 171.4907, 797.6791, 1464.821, 332.9686, 450.8379, 58.77916, 556.689
3.1, 0, 780.4238, 4386.284, 279.2716, 826.6661, 479.3812, 838.3394, 245.6531, 716.0399, 630.2512, 366.3326, 180.2623, 143.6548, 204.9556, 821.8933, 367.7895, 167.6065, 114.6959, -1.525879e-05, 534.4615, 1498.659, 2514.81, 227.8758, 324.3529, 458.1675, 221.9687, 3167.946, 825.4918, 64.70999, 299.7543, 171.271, 402.1905, -3.814697e-06, 590.1329, 203.0699, 764.3188, 1396.083, 315.1166, 430.7843, 54.95334, 526.0771
3.2, 0, 747.4989, 4365.927, 266.3759, 788.6139, 457.8809, 922.6301, 234.8874, 673.0526, 735.246, 349.5366, 172.6344, 136.692, 195.6724, 783.5985, 351.3116, 158.9393, 109.4987, 0, 639.1218, 1421.127, 2501.145, 217.2115, 309.1721, 451.353, 208.9966, 3027.597, 1008.679, 62.00348, 285.4991, 164.3401, 383.941, 0, 556.1821, 269.9379, 732.3538, 1330.572, 298.2217, 462.7159, 51.37653, 497.1486
3.3, 0, 715.963, 4273.265, 254.0756, 752.3132, 437.3449, 875.9764, 392.6534, 632.6461, 743.6132, 333.5108, 165.3293, 130.0667, 186.8097, 747.088, 353.8563, 150.7204, 104.5369, -1.525879e-05, 610.9653, 1347.605, 2575.919, 207.0463, 294.7018, 423.7019, 196.7825, 2886.152, 953.9965, 59.41017, 271.9219, 250.4585, 366.5196, 0, 524.1847, 256.9102, 701.7256, 1441.176, 282.2327, 442.1339, 48.03253, 469.8108
3.4, 0, 685.7576, 4276.357, 242.3432, 717.6835, 417.7299, 831.6818, 510.8466, 594.6653, 748.5308, 318.2197, 212.6502, 123.7626, 178.3484, 837.0518, 397.5615, 142.9264, 99.79996, -1.525879e-05, 638.6124, 1277.887, 2570.775, 197.3569, 280.9087, 397.7447, 185.2822, 2958.887, 965.2476, 56.92532, 258.9904, 240.3231, 461.6351, 0, 494.028, 244.5114, 829.2555, 1373.548, 267.1009, 422.4675, 44.90619, 443.9763
3.5, 0, 656.8265, 4243.216, 239.5942, 684.6478, 398.9947, 789.6271, 488.4589, 558.9647, 711.6301, 303.6298, 203.6518, 117.7639, 170.2704, 807.0465, 379.7497, 135.5355, 95.27769, -1.525879e-05, 610.4784, 1211.776, 2508.495, 188.1208, 267.7612, 373.3778, 174.4541, 2843.582, 912.9196, 54.54439, 246.6738, 230.5979, 506.6313, 0, 555.4927, 232.7108, 825.3521, 1309.093, 252.7804, 403.6758, 41.98333, 419.5624
3.6, 0, 816.702, 4012.818, 228.5306, 653.1328, 400.2685, 749.6989, 500.6973, 525.4074, 676.5485, 289.7087, 195.0342, 112.0561, 162.5582, 769.4435, 486.1194, 128.5268, 90.96033, -1.525879e-05, 583.5837, 1209.53, 2511.81, 179.3171, 255.2291, 350.5036, 164.2587, 2827.757, 863.4285, 52.26306, 234.9429, 221.2662, 483.6428, 0, 523.5349, 221.4798, 790.8345, 1287.599, 239.2277, 475.771, 39.25072, 396.4911
3.7, 0, 807.1366, 4017.985, 217.9779, 659.207, 382.3164, 711.7896, 478.7545, 493.8647, 643.1964, 276.4259, 186.7813, 106.6249, 155.1954, 779.9684, 464.34, 121.8805, 86.83862, -1.525879e-05, 557.874, 1146.956, 2377.361, 170.9253, 243.2834, 329.0308, 154.6592, 2656.235, 816.6204, 50.07715, 223.7699, 212.3122, 461.6974, 1.907349e-06, 493.4156, 210.7909, 830.1365, 1227.177, 226.4016, 454.6083, 36.69597, 374.6883
3.8, 0, 823.8952, 3887.194, 207.9124, 656.7388, 365.1694, 675.7972, 457.7732, 464.2156, 611.4883, 263.7521, 227.1938, 101.4569, 148.166, 743.6271, 443.5363, 115.5779, 82.90366, -1.525879e-05, 533.2969, 1087.618, 2298.459, 225.9644, 231.8969, 308.8734, 145.6207, 2545.894, 819.0901, 47.98267, 213.1283, 203.7205, 465.8571, 1.907349e-06, 502.0775, 200.6178, 853.0769, 1200.136, 214.2632, 434.387, 75.44736, 354.0845
3.9, 0, 789.1363, 3942.787, 198.3118, 691.817, 348.7915, 641.6249, 437.7115, 436.3466, 581.3435, 251.6594, 217.58, 96.53938, 141.455, 708.979, 423.6647, 109.6012, 79.14701, -1.525879e-05, 509.8025, 1031.351, 2387.074, 215.3896, 221.0434, 289.951, 137.1104, 2669.464, 778.7767, 45.97578, 202.9927, 195.4765, 444.7187, 0, 582.6951, 190.9357, 817.3998, 1171.514, 202.7756, 535.4821, 70.53664, 334.6137
4, 0, 755.8438, 3951.06, 189.1544, 659.972, 333.1482, 609.1805, 596.7323, 410.1506, 552.6847, 240.121, 223.3152, 91.86024, 135.048, 675.9453, 404.6834, 103.9336, 75.56059, -1.525879e-05, 487.3431, 977.9943, 2353.492, 205.3097, 210.6978, 272.1878, 129.0975, 2521.876, 796.4743, 44.05283, 256.8563, 187.5661, 424.5395, 0, 549.1722, 181.7208, 836.4442, 1116.54, 191.9038, 511.6635, 111.0776, 316.2136
4.1, 0, 723.9559, 3896.175, 180.42, 629.5928, 318.2065, 578.3767, 617.7036, 385.5273, 718.9261, 229.1118, 213.8656, 87.40789, 128.9312, 644.4507, 409.8165, 228.015, 72.13667, -1.525879e-05, 465.8732, 927.3981, 2231.178, 195.7015, 200.8364, 348.7406, 121.5528, 2464.174, 753.296, 42.21031, 315.9671, 179.9758, 405.2759, 1.907349e-06, 612.4316, 172.9507, 801.4628, 1131.174, 181.615, 488.9043, 103.8478, 298.8253
4.2, 0, 693.4133, 3723.377, 172.0888, 600.6121, 303.9349, 549.1306, 590.6329, 386.5311, 683.4849, 218.6073, 210.9304, 83.17134, 123.0914, 651.9807, 391.4556, 333.1573, 68.86792, -7.629395e-06, 445.3492, 879.4194, 2364.281, 290.0759, 191.4365, 327.3758, 114.4491, 2362.098, 712.4583, 40.44485, 300.9409, 227.8457, 386.8864, 1.907349e-06, 577.1981, 164.6038, 796.3052, 1078.094, 171.8778, 507.1235, 97.08854, 282.3931
4.3, 0, 669.207, 3805.596, 164.1424, 572.9653, 290.3033, 521.3632, 564.7487, 363.3258, 649.7908, 208.5844, 202.0048, 79.14013, 117.5162, 700.9767, 373.9174, 485.0716, 65.74728, 0, 425.7293, 833.923, 2369.345, 276.5008, 208.8096, 307.3198, 107.7605, 2303.604, 673.8346, 38.75323, 286.6293, 218.6254, 440.5508, 3.814697e-06, 543.9915, 156.6597, 763.0024, 1076.804, 162.6626, 484.5663, 90.76923, 266.8645
4.4, 0, 640.9742, 3760.577, 198.0506, 608.6644, 277.2832, 495, 628.4863, 341.5136, 617.7577, 199.021, 193.4569, 75.3043, 112.1934, 668.3159, 357.1649, 459.9879, 62.76804, 0, 406.9739, 790.7803, 2240.83, 263.5609, 231.7634, 288.4926, 101.4628, 2163.875, 701.925, 37.13238, 272.9984, 209.9562, 441.1658, 3.814697e-06, 512.6953, 149.0991, 731.0924, 1219.981, 153.9416, 463.0124, 84.86124, 252.1899
4.5, 0, 663.8515, 3732.821, 188.9053, 624.9603, 264.847, 469.9699, 600.9432, 338.29, 587.3038, 189.8961, 185.2707, 71.6544, 107.1118, 638.3094, 341.1629, 436.2013, 59.92381, 0, 389.0446, 749.8696, 2171.17, 251.2267, 220.9161, 270.8187, 95.53321, 2197.322, 663.8724, 35.5793, 260.0156, 201.4599, 451.9297, 3.814697e-06, 483.1996, 141.9034, 761.9193, 1162.733, 145.688, 442.4172, 79.33779, 424.8275
4.6, 0, 635.8445, 3672.704, 274.9232, 596.1927, 252.9686, 446.2054, 574.6071, 431.442, 558.3511, 181.1896, 210.0938, 68.1814, 102.2603, 654.382, 325.8779, 413.6448, 57.20845, -7.629395e-06, 410.2275, 711.0753, 2109.176, 239.4696, 210.5764, 254.2276, 89.95011, 2098.567, 627.8826, 34.09119, 247.6503, 193.3073, 431.4233, 3.814697e-06, 559.5419, 135.0549, 730.0545, 1108.171, 137.877, 422.7381, 74.17385, 401.4666
4.7, 0, 609.0192, 3636.099, 262.2282, 622.8008, 241.6229, 423.6426, 549.4252, 405.5404, 530.8259, 345.2123, 201.2036, 64.87672, 97.62857, 711.4624, 311.2777, 392.2547, 54.61614, -7.629395e-06, 392.155, 674.2881, 2167.845, 228.2628, 240.2571, 238.6529, 84.6933, 2065.263, 667.0164, 32.66531, 235.873, 220.3096, 411.8474, 1.907349e-06, 592.8656, 128.5369, 699.5225, 1056.169, 130.4848, 403.9344, 69.34602, 423.1765
4.8, 0, 585.2105, 3592.843, 250.1194, 656.6287, 230.7861, 402.2207, 525.3468, 454.2512, 504.6575, 329.3848, 192.6896, 61.73223, 93.20662, 678.313, 297.3317, 371.9707, 52.1413, -7.629395e-06, 374.8786, 639.4041, 2058.015, 217.5804, 246.8556, 322.7188, 79.7437, 2175.744, 630.8561, 31.29907, 224.6557, 211.8399, 393.1597, 0, 612.4843, 122.3335, 749.0476, 1006.608, 123.489, 484.7169, 64.83243, 399.9064
4.9, 0, 571.566, 3490.467, 238.5698, 714.2528, 220.4353, 381.882, 502.3236, 426.9803, 479.7791, 381.7987, 184.5358, 58.74014, 88.98496, 646.7081, 284.0104, 352.7356, 49.7786, -7.629395e-06, 358.3633, 606.3248, 1974.237, 207.398, 235.3018, 314.8176, 75.08336, 2123.531, 596.6562, 29.98999, 213.972, 298.0277, 375.32, 0, 577.2476, 116.4295, 757.5526, 1154.097, 116.8681, 463.1563, 60.61261, 483.1143
5, 0, 547.4525, 3463.842, 254.1522, 739.556, 210.5488, 362.5718, 480.3095, 401.3466, 456.1272, 364.2937, 176.7272, 55.89308, 84.95451, 673.207, 291.6097, 334.4951, 47.52296, 0, 342.5757, 574.9568, 2125.801, 197.6921, 350.9036, 295.531, 70.69538, 1994.725, 564.3103, 28.73565, 203.7963, 285.9674, 358.2898, 0, 544.0382, 110.8104, 769.2648, 1112.762, 110.6023, 442.5548, 56.66746, 456.5483
5.1, 0, 546.9645, 3420.842, 242.4164, 843.4547, 201.1057, 344.238, 459.2601, 377.2519, 433.6412, 623.6729, 169.2489, 53.18401, 81.10661, 736.3514, 278.5448, 317.1979, 45.36953, 0, 337.2361, 545.2116, 2182.254, 188.4404, 392.9553, 277.4259, 66.56384, 1873.732, 533.718, 27.53378, 194.1045, 274.3951, 342.0323, 9.536743e-07, 907.0115, 105.4625, 810.7966, 1060.545, 104.6724, 422.8696, 52.97908, 431.4431
5.2, 0, 547.3585, 3333.349, 231.2224, 825.707, 192.086, 342.118, 439.1332, 354.6037, 412.2638, 595.0781, 162.0871, 50.60625, 77.433, 708.6495, 286.2518, 300.7952, 43.31368, 0, 322.3792, 517.0054, 2283.846, 179.6216, 374.5636, 260.4301, 62.67376, 1782.315, 504.7841, 26.38217, 308.6656, 288.9667, 326.5125, 9.536743e-07, 903.398, 100.3727, 776.8878, 1096.302, 99.06046, 404.06, 49.53078, 407.7184
5.3, 0, 524.2662, 3329.493, 220.5454, 787.6989, 183.471, 425.6858, 419.8884, 401.9888, 391.9402, 567.7946, 175.0259, 48.15342, 73.92578, 761.988, 285.1727, 285.2407, 41.35099, 0, 368.3929, 490.2583, 2159.969, 171.2156, 357.0328, 244.4754, 59.01101, 1863.47, 477.4188, 25.27872, 293.9867, 303.5342, 311.6969, 9.536743e-07, 1010.721, 95.52861, 746.8526, 1176.23, 93.74938, 386.0871, 46.30692, 385.2983
5.4, 0, 539.883, 3266.552, 210.3614, 751.4404, 175.2423, 417.0052, 401.4869, 377.8555, 372.6186, 587.656, 200.5703, 45.81948, 70.57741, 784.7574, 272.3962, 270.4905, 39.47724, 0, 352.1633, 464.895, 2227.402, 163.203, 340.3224, 276.22, 55.56232, 1805.086, 451.537, 24.22144, 280.0058, 291.2511, 297.5536, 9.536743e-07, 952.5731, 90.91824, 848.1945, 1121.035, 88.72305, 368.9136, 43.29289, 364.1111
5.5, 0, 517.1061, 3273.371, 200.6476, 716.8508, 167.3826, 395.919, 468.4449, 355.1711, 354.2494, 560.7127, 281.853, 43.59867, 67.38071, 748.1929, 268.0678, 256.5031, 37.68839, 0, 336.6488, 522.4737, 2232.695, 155.5653, 324.3941, 309.6993, 52.31518, 1766.733, 427.0583, 23.20837, 266.6898, 279.4649, 335.263, 0, 976.837, 86.53039, 812.7216, 1068.43, 83.9662, 409.4895, 40.47504, 344.0889
