 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C015, C016, C017, C018, C019, C023, C024, C026, C027, C028, C030, C032, C034, C035, C036, C037, C039, C040, C043, C045, C048, C049, C052, C055, C059, C061, C062, C063, C065, C071, C073, C074, C077, C079, C080, C082, C083, C084, C088, C089, C093, C095, C096, C099, C100, C102, C103, C106, C108, C109, C111, C112, C114, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 27.11545, 44.63373, 75.4364, 0, 47.25739, 22.99036, 56.20758, 0, 79.64685, 64.77911, 67.95023, 0, 0, 21.33548, 0, 0, 50.86142, 0, 125.968, 0, 2.672302, 0, 0, 0, 31.22266, 0, 24.07056, 122.4788, 0, 0, 42.48645, 0, 23.06073, 26.63721, 0, 105.9744, 0, 0, 68.02789, 40.07275, 0, 116.4756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.49702, 48.15771, 70.23236, 0, 30.00244, 95.10193, 80.1488, 35.65594, 78.29032, 205.761
0.2, 0, 0, 101.5456, 42.65607, 127.6606, 0, 44.75702, 108.6415, 53.84601, -7.629395e-06, 92.03894, 67.20459, 64.93478, 0, 0, 20.24788, 0, -3.051758e-05, 48.53027, 1.525879e-05, 233.0552, 0, 8.283997, -7.629395e-06, 0, 6.103516e-05, 29.67206, 3.051758e-05, 46.76294, 154.4402, 0, 0, 97.69189, 0, 70.10077, 97.32141, 0, 100.6038, 82.8461, 0, 65.04382, 89.83813, 112.5502, 143.5657, -6.103516e-05, 0, 0, 84.37573, 87.78247, 68.22321, 0, 0, 3.051758e-05, 118.6659, 207.2507, 67.3132, 0, 28.73511, 124.8623, 116.3439, 83.49625, 112.5898, 281.3857
0.3, 38.34875, 0, 97.18237, 76.63559, 121.6002, 0, 42.38892, 103.8679, 67.3642, -7.629395e-06, 170.9258, 64.33237, 62.05319, 112.6493, 0, 45.55186, 0, -3.051758e-05, 115.9117, 3.051758e-05, 315.7239, 0, 7.943115, 74.69029, 0, 6.103516e-05, 79.14615, 3.051758e-05, 83.98706, 169.8676, 6.103516e-05, 42.34607, 209.2774, 3.051758e-05, 66.61835, 106.0282, 0, 123.1501, 78.7027, 84.23486, 62.19067, 151.6368, 107.1091, 178.0115, 29.85913, 127.8219, 0, 80.70874, 84.09204, 61.87274, 0, 85.68573, 3.051758e-05, 113.5952, 197.9023, 104.8498, 0, 27.52124, 165.0189, 153.48, 79.75183, 106.9316, 449.4968
0.4, 36.67529, 0, 93.00659, 73.23999, 159.6025, 0, 40.14606, 193.7399, 107.0687, -7.629395e-06, 188.4086, 140.5379, 106.3929, 106.8631, -3.814697e-06, 43.22978, 0, -3.051758e-05, 110.599, 3.051758e-05, 319.4166, 0, 63.48767, 70.9719, 60.25601, 6.103516e-05, 75.21555, 3.051758e-05, 79.8266, 240.9054, 14.95825, 92.00208, 329.8693, 3.051758e-05, 89.74579, 155.9043, 0, 116.909, 104.4879, 80.5112, 59.46271, 144.793, 101.9309, 250.9706, 28.54504, 122.3112, 0, 77.20111, 144.7446, 56.1134, 0, 139.8894, 6.103516e-05, 108.7411, 188.9756, 143.9815, 0, 26.3587, 158.134, 197.7316, 143.3132, 244.0014, 579.1699
0.5, 74.37909, 45.43341, 89.01028, 69.99481, 152.0258, 0, 53.59558, 208.8046, 102.5702, -7.629395e-06, 259.1255, 134.5315, 101.6715, 101.374, -3.814697e-06, 41.02609, 0, -3.051758e-05, 105.5299, 3.051758e-05, 362.5939, 0, 60.87524, 83.85226, 113.1376, 6.103516e-05, 71.48013, 3.051758e-05, 75.87225, 250.979, 31.30731, 87.92926, 356.8604, 0, 126.2268, 149.5476, 0, 183.8898, 99.26215, 76.95215, 112.5215, 138.2579, 205.415, 334.9441, 27.28876, 117.038, 0, 73.84601, 232.3156, 190.6219, -6.103516e-05, 133.3425, 6.103516e-05, 126.7617, 180.4516, 172.7639, 0, 25.2453, 206.9987, 189.1638, 136.8863, 231.7393, 553.998
0.6, 77.75793, 43.43359, 85.18567, 66.89346, 178.7451, -3.814697e-06, 91.82086, 257.3351, 98.26074, -7.629395e-06, 274.7308, 128.7818, 168.3502, 171.9734, 0, 38.93472, 0, -6.103516e-05, 100.6931, 3.051758e-05, 413.8615, 0, 58.37036, 79.67774, 108.1824, 6.103516e-05, 67.93025, 3.051758e-05, 159.4969, 289.8336, 97.49628, 211.8384, 457.3674, 3.051758e-05, 119.9562, 230.2802, 0, 237.7233, 166.6278, 73.55042, 134.0746, 229.9855, 215.7379, 374.075, 26.08777, 111.9922, 0, 70.63666, 299.7479, 262.0042, 0, 196.2903, 6.103516e-05, 121.345, 317.8196, 199.1612, 6.103516e-05, 24.17889, 259.3236, 218.9006, 130.7477, 364.0249, 630.3789
0.7, 102.0829, 41.52179, 81.52541, 63.92953, 230.5589, -3.814697e-06, 86.96265, 278.2877, 94.13226, -7.629395e-06, 383.2035, 123.2778, 188.9289, 163.1399, 0, 36.94996, 0, -6.103516e-05, 96.07805, 3.051758e-05, 499.871, -1.525879e-05, 94.80298, 89.25097, 103.4442, 6.103516e-05, 64.55667, 6.103516e-05, 193.0703, 330.5021, 142.8897, 261.4615, 593.0522, 3.051758e-05, 145.4807, 234.8293, 0, 267.8785, 222.0136, 70.29909, 185.3029, 262.4414, 353.2562, 396.0917, 54.07971, 107.1639, -4.768372e-07, 67.56677, 300.6205, 266.9833, 0, 326.9843, 6.103516e-05, 165.0866, 383.2471, 266.3504, 6.103516e-05, 23.15747, 288.9745, 280.8517, 124.8842, 378.1245, 739.1033
0.8, 146.6401, 88.18341, 107.5469, 134.864, 257.7584, -3.814697e-06, 82.36148, 353.8666, 90.17731, -7.629395e-06, 409.8152, 266.3466, 192.8989, 223.0461, 0, 35.06639, 0, 83.61188, 91.67448, 3.051758e-05, 615.9868, -1.525879e-05, 134.4885, 84.80768, 146.1418, 6.103516e-05, 61.35062, 6.103516e-05, 231.4324, 314.8862, 148.9072, 249.887, 633.0726, 0, 138.2537, 251.8217, 0, 254.3027, 210.91, 67.19145, 224.1009, 305.9214, 336.1783, 445.0018, 108.1428, 102.5438, 166.908, 64.63031, 376.3905, 365.0674, -6.103516e-05, 311.6813, 6.103516e-05, 158.0322, 365.9603, 255.2797, 6.103516e-05, 22.17926, 295.3506, 315.9242, 182.0726, 405.894, 859.9053
0.9, 196.7591, 114.4537, 102.9258, 128.8884, 270.9386, -3.814697e-06, 78.00378, 338.3179, 86.38849, -7.629395e-06, 436.6575, 268.6547, 184.3386, 211.5893, -1.907349e-06, 33.27882, 0, 89.91248, 87.47276, 3.051758e-05, 629.9355, -1.525879e-05, 128.9546, 240.9127, 213.2698, 6.103516e-05, 58.30376, 6.103516e-05, 270.1802, 380.9246, 169.9495, 238.8248, 751.5966, 3.051758e-05, 213.7138, 302.7386, 1.525879e-05, 336.1478, 365.667, 64.22121, 214.2707, 341.2995, 466.8205, 532.3802, 103.3834, 98.12292, 160.0122, 114.6603, 373.9765, 331.0856, 0, 323.044, 6.103516e-05, 203.1512, 541.2439, 244.6692, 0, 21.24237, 442.175, 323.5248, 173.9075, 385.4961, 997.552
1, 188.173, 148.862, 115.7532, 268.4055, 258.0764, -3.814697e-06, 99.77441, 388.4506, 82.75891, -7.629395e-06, 440.6118, 293.0654, 208.5138, 230.3312, 30.62524, 31.58238, 0, 147.8646, 83.46361, 3.051758e-05, 645.9997, -7.629395e-06, 123.6484, 228.9191, 203.929, 3.051758e-05, 55.40825, 9.155273e-05, 256.7961, 362.9263, 161.9237, 228.2523, 778.5388, 3.051758e-05, 243.9231, 354.9202, 1.525879e-05, 400.2271, 347.3788, 61.38226, 204.8717, 352.3505, 444.2524, 540.4873, 98.8335, 93.89258, 153.4013, 210.6899, 444.1955, 300.2669, -6.103516e-05, 400.3038, 6.103516e-05, 274.7799, 516.8303, 234.4997, 3.051758e-05, 20.345, 423.7264, 392.0082, 227.3839, 464.2868, 954.1968
1.1, 206.597, 142.3096, 110.7795, 256.5129, 291.8408, -3.814697e-06, 94.49533, 371.3824, 79.28174, -7.629395e-06, 462.0914, 383.6859, 199.2607, 218.5002, 29.3499, 29.97242, 0, 140.4547, 79.6382, 1.525879e-05, 664.1805, -1.525879e-05, 118.5605, 217.5225, 194.9973, 3.051758e-05, 52.65652, 6.103516e-05, 244.0752, 417.8627, 154.2769, 218.1478, 910.827, 6.103516e-05, 231.8058, 340.4489, 1.525879e-05, 411.3829, 364.8723, 58.66882, 290.7313, 336.4478, 468.3936, 568.4592, 162.8638, 89.84467, 147.0635, 201.5333, 425.5217, 272.317, -6.103516e-05, 445.9119, 3.051758e-05, 263.0381, 578.2471, 318.0755, 3.051758e-05, 19.48557, 438.0076, 437.2999, 217.1868, 440.9543, 1098.618
1.2, 197.5815, 174.6457, 106.0195, 245.1472, 324.1339, -3.814697e-06, 89.49561, 424.4606, 75.95074, -1.525879e-05, 498.4182, 382.9634, 242.9498, 266.3748, 58.03517, 28.44453, 0, 208.2287, 75.98813, 1.525879e-05, 774.0173, -1.525879e-05, 113.682, 206.6933, 186.4568, 3.051758e-05, 50.04146, 6.103516e-05, 251.7641, 509.1813, 203.509, 292.3454, 892.1593, 6.103516e-05, 220.2904, 339.9834, 0, 427.7988, 376.6862, 56.07535, 277.9784, 347.4583, 519.6445, 644.6337, 155.6962, 85.97119, 140.9876, 192.7746, 464.3103, 351.1922, -6.103516e-05, 425.043, 139.3817, 251.7981, 679.0211, 304.8549, 3.051758e-05, 18.66245, 419.7329, 418.3516, 207.447, 525.8303, 1181.058
1.3, 288.218, 166.9584, 101.4641, 234.2852, 308.7465, -7.629395e-06, 84.76041, 431.5062, 72.75964, -1.525879e-05, 507.678, 394.3715, 285.088, 313.7877, 55.61839, 26.99453, 0, 239.8595, 72.50533, 0, 772.152, -1.525879e-05, 109.0043, 196.4033, 213.3171, 3.051758e-05, 47.55626, 3.051758e-05, 266.6144, 524.0635, 280.6902, 279.4036, 969.4259, 6.103516e-05, 209.347, 398.4015, 1.525879e-05, 436.3799, 357.8468, 53.5965, 265.7849, 399.563, 545.7792, 702.9077, 201.2038, 82.26477, 135.1627, 184.3965, 557.7108, 318.5019, -6.103516e-05, 444.6007, 133.1168, 281.73, 648.3928, 292.1838, 3.051758e-05, 17.87408, 460.4202, 400.2243, 198.144, 564.1244, 1198.223
1.4, 285.785, 257.8899, 123.0928, 223.9043, 335.3872, -7.629395e-06, 80.27576, 481.0569, 109.8896, -1.144409e-05, 521.4849, 377.5167, 303.4287, 297.6699, 53.30224, 25.61844, 0, 238.6879, 69.18217, 1.525879e-05, 808.0048, -7.629395e-06, 147.147, 186.6255, 302.9006, 3.051758e-05, 45.19449, 3.051758e-05, 318.4707, 553.881, 267.4346, 429.5706, 1041.807, 6.103516e-05, 198.9473, 382.1573, 0, 491.0093, 339.9497, 51.22725, 340.8658, 426.6141, 561.4976, 672.7624, 192.3488, 78.7182, 129.5784, 176.3826, 594.2828, 288.8546, -6.103516e-05, 423.7932, 127.1335, 269.6912, 643.16, 280.0394, 3.051758e-05, 17.11908, 495.9002, 382.8826, 189.2582, 564.9658, 1247.453
1.5, 284.3406, 246.5386, 126.5853, 213.9835, 319.4655, -7.629395e-06, 103.1439, 516.8877, 124.4856, -7.629395e-06, 593.4772, 437.9433, 309.0464, 344.4094, 51.08255, 24.3125, 0, 275.7889, 66.01134, 1.525879e-05, 806.3948, -1.525879e-05, 169.856, 177.3345, 289.6341, 3.051758e-05, 42.95001, 3.051758e-05, 381.717, 555.1502, 265.3723, 597.4495, 1060.352, 6.103516e-05, 189.0642, 380.9162, 0, 466.1254, 368.2496, 48.96271, 325.9138, 483.1747, 567.2085, 796.7368, 183.8835, 186.4918, 124.2249, 168.7169, 622.4362, 261.967, -9.155273e-05, 403.9594, 121.4192, 310.2398, 638.2266, 299.3844, 0, 16.39587, 526.4925, 481.9329, 180.7709, 620.7965, 1265.503
1.6, 298.9801, 235.687, 140.3643, 204.5023, 331.1341, -7.629395e-06, 97.68655, 494.1761, 123.6461, -1.144409e-05, 596.5402, 474.9333, 318.5793, 326.7188, 48.9553, 84.82566, 0, 277.1126, 62.98582, 7.629395e-06, 864.1002, -1.525879e-05, 162.8669, 168.506, 276.9487, 3.051758e-05, 40.817, 3.051758e-05, 362.8078, 650.3582, 260.8575, 571.0011, 1120.881, 7.629395e-05, 179.672, 390.8553, -1.525879e-05, 442.5025, 391.9803, 46.79826, 329.8174, 500.3271, 539.7872, 762.5676, 175.7908, 178.4517, 119.0925, 258.5722, 596.2693, 408.3937, -9.155273e-05, 487.6855, 115.9617, 315.6498, 635.0114, 309.0304, 0, 26.94217, 550.6412, 486.9084, 234.6737, 623.8428, 1413.37
1.7, 285.9331, 225.313, 134.3331, 195.4411, 376.8663, 61.46838, 203.8433, 513.9921, 123.8606, -1.144409e-05, 619.7173, 472.4844, 327.3046, 342.0346, 64.97305, 94.78867, 68.66833, 302.7264, 60.09898, 7.629395e-06, 873.0872, -1.525879e-05, 204.2932, 160.1171, 264.8188, 0, 38.78992, 3.051758e-05, 344.8353, 702.8163, 286.5234, 545.7236, 1195.441, 6.103516e-05, 264.0844, 405.436, 0, 420.0769, 390.2789, 44.72951, 315.35, 542.3192, 526.7118, 729.8636, 168.0542, 203.0676, 114.1722, 262.2505, 662.8998, 370.3789, -9.155273e-05, 501.7181, 110.7495, 375.6159, 743.0287, 361.655, 0, 25.80408, 574.3604, 513.5293, 282.9296, 640.101, 1427.12
1.8, 289.636, 215.3957, 140.1674, 186.7814, 447.6656, 112.2138, 414.0406, 532.0067, 140.216, -7.629395e-06, 669.7515, 502.9174, 312.7798, 335.7773, 62.26735, 89.95667, 90.94527, 287.5559, 57.34444, 7.629395e-06, 954.9982, -1.525879e-05, 226.892, 152.1458, 351.0807, 0, 130.708, 3.051758e-05, 442.1158, 806.5097, 318.7908, 521.565, 1193.604, 7.629395e-05, 271.0373, 446.3416, 0, 516.4392, 431.1701, 42.75221, 449.6769, 594.7858, 590.4359, 763.6437, 262.5278, 194.3128, 109.4552, 397.1771, 724.396, 335.9027, -9.155273e-05, 558.3026, 266.8938, 403.456, 709.5133, 346.623, 0, 48.53375, 615.8607, 528.6591, 383.0341, 607.9332, 1532.327
1.9, 335.1358, 261.9078, 134.1447, 178.5055, 470.8743, 106.8182, 398.0154, 620.2863, 145.1359, -7.629395e-06, 692.4566, 481.4233, 378.5483, 420.9692, 59.67432, 139.1778, 86.9768, 328.178, 54.71615, 7.629395e-06, 913.1111, -7.629395e-06, 217.5558, 144.5714, 371.4361, 0, 162.647, 3.051758e-05, 503.2705, 768.4031, 333.9863, 498.4759, 1240.135, 7.629395e-05, 408.9432, 489.0051, 0, 785.448, 516.8445, 40.8623, 472.5393, 733.0654, 583.2415, 850.5068, 298.2058, 185.9355, 104.933, 379.9157, 819.155, 361.3443, -6.103516e-05, 556.6024, 254.8975, 413.4261, 677.5097, 371.1931, 0, 76.74945, 649.3574, 505.7523, 365.8569, 668.2328, 1465.729
2, 320.5111, 250.3797, 133.0238, 170.5962, 475.7971, 101.6821, 434.8495, 593.0313, 139.038, -3.814697e-06, 722.572, 519.5012, 383.1006, 433.626, 66.15097, 171.1073, 141.5897, 311.732, 52.20832, 7.629395e-06, 929.0405, -7.629395e-06, 237.1413, 137.374, 387.3734, 0, 154.5695, 4.577637e-05, 562.0649, 785.6962, 318.2139, 476.4089, 1251.075, 6.103516e-05, 388.6281, 479.384, 0, 1100.545, 586.0354, 39.05597, 496.4329, 737.3727, 610.2324, 832.2144, 303.8507, 177.9193, 100.5977, 414.0806, 821.5867, 446.291, -6.103516e-05, 530.5532, 243.4405, 395.7598, 646.9496, 355.7648, 3.051758e-05, 130.7956, 672.8151, 595.1877, 349.45, 727.7017, 1643.662
2.1, 306.5246, 239.3589, 191.0942, 163.0373, 453.2098, 96.79288, 411.8417, 566.974, 189.1828, -3.814697e-06, 745.16, 497.2984, 366.0998, 483.7097, 91.88673, 162.3849, 135.4113, 347.8547, 49.81544, 0, 970.1787, -7.629395e-06, 227.3834, 130.5349, 534.4441, 3.051758e-05, 186.4221, 4.577637e-05, 544.7888, 748.5728, 337.3387, 455.3188, 1194.731, 6.103516e-05, 369.3223, 490.9354, -7.629395e-06, 1263.19, 556.7258, 151.4096, 488.6102, 737.1974, 661.6003, 811.4931, 349.5592, 246.0201, 96.44149, 396.0846, 937.8892, 404.7486, -6.103516e-05, 583.02, 232.4984, 378.8483, 617.768, 436.6269, 3.051758e-05, 125.2705, 644.7438, 569.3982, 333.7789, 691.1315, 1641.289
2.2, 346.9096, 228.8233, 182.8833, 155.8134, 431.6947, 141.2738, 399.866, 542.0615, 181.2343, 0, 785.7319, 519.1536, 349.8534, 496.0414, 92.48486, 154.1071, 213.1538, 330.4227, 47.53224, 0, 927.6259, -7.629395e-06, 218.0271, 124.0363, 511.0365, 3.051758e-05, 231.0654, 3.051758e-05, 564.7498, 713.2036, 321.408, 435.1624, 1140.925, 6.103516e-05, 457.6675, 538.7708, -7.629395e-06, 1238.35, 528.8822, 144.7164, 467.1774, 753.5432, 629.6158, 934.8027, 395.5879, 285.7152, 92.457, 378.8707, 925.8439, 367.0731, -9.155273e-05, 555.7344, 222.0482, 417.8769, 589.9027, 536.2977, 3.051758e-05, 139.1434, 708.7826, 571.9368, 318.8105, 804.4693, 1569.955
2.3, 331.7711, 218.7514, 175.0251, 148.9096, 555.1939, 148.804, 428.9839, 636.8691, 193.995, -3.814697e-06, 857.0347, 609.7964, 354.9157, 470.5621, 129.9181, 146.2512, 303.1185, 313.8642, 45.35368, 0, 1099.87, -7.629395e-06, 209.0558, 117.8613, 488.6541, 3.051758e-05, 219.5901, 3.051758e-05, 638.9432, 778.1145, 306.2296, 415.8983, 1218.402, 7.629395e-05, 434.9319, 529.9462, -7.629395e-06, 1239.959, 560.3796, 179.3558, 505.7278, 773.0204, 599.1775, 894.7121, 378.178, 273.3972, 88.63713, 402.2943, 886.9219, 332.9046, -9.155273e-05, 529.7257, 212.0676, 400.0204, 563.2943, 557.6916, 3.051758e-05, 133.2656, 729.9711, 588.9121, 345.524, 794.8832, 1739.642
2.4, 353.9069, 209.1229, 167.5046, 142.3117, 602.1155, 141.649, 406.2864, 608.8855, 201.3036, 0, 821.3579, 651.8078, 346.7347, 517.7427, 124.5078, 138.7958, 380.1152, 298.1356, 43.27499, 0, 1201.733, 0, 237.1515, 111.9937, 467.252, 3.051758e-05, 208.6847, 3.051758e-05, 727.0162, 741.3494, 291.768, 397.4869, 1188.106, 7.629395e-05, 432.592, 527.4099, 0, 1177.119, 594.0631, 179.607, 483.5441, 828.4576, 656.1147, 949.205, 361.5343, 298.4907, 84.97508, 384.8105, 947.7596, 391.0899, -9.155273e-05, 536.9769, 202.5357, 388.1847, 537.8861, 728.552, 1.525879e-05, 127.6361, 814.1457, 592.3246, 388.0501, 876.1891, 1749.944
2.5, 338.463, 266.6922, 211.0997, 136.0061, 715.2787, 183.8237, 384.7899, 582.1316, 192.8459, 3.814697e-06, 837.4774, 748.6818, 340.2548, 491.1487, 119.3229, 156.0801, 489.15, 403.6899, 41.29155, 0, 1374.824, 0, 227.3932, 106.4182, 446.7872, 3.051758e-05, 198.3209, 3.051758e-05, 691.0018, 820.4843, 277.9893, 379.8906, 1341.374, 7.629395e-05, 430.9915, 579.1915, 0, 1260.347, 634.8682, 215.0148, 462.3335, 853.0212, 624.3953, 908.4969, 345.6232, 285.622, 81.46432, 368.0865, 907.9162, 417.329, -9.155273e-05, 565.0119, 193.4322, 371.597, 513.6239, 857.829, 3.051758e-05, 122.2444, 838.0617, 627.3232, 382.9584, 832.1567, 1900.84
2.6, 358.3355, 282.0443, 202.0291, 129.9798, 735.6041, 191.7227, 440.8098, 654.7012, 184.7435, 3.814697e-06, 835.4681, 779.4686, 325.1553, 513.8677, 114.3539, 148.1237, 545.6149, 420.1845, 92.19572, 0, 1562.062, 0, 275.0305, 101.1202, 427.2188, 1.525879e-05, 188.4717, 3.051758e-05, 686.1698, 836.6832, 326.6251, 363.0733, 1364.3, 7.629395e-05, 453.6828, 622.5136, -7.629395e-06, 1234.523, 672.7048, 205.5099, 442.0534, 956.7129, 646.5814, 869.5345, 330.4122, 287.7713, 78.09862, 392.2224, 910.8425, 456.6232, -9.155273e-05, 538.5691, 184.7379, 370.1694, 599.1975, 860.7813, 3.051758e-05, 117.0805, 875.3391, 679.3715, 469.0659, 823.5245, 1951.662
2.7, 370.5403, 284.7801, 193.3483, 124.2207, 700.6831, 220.7874, 417.4865, 675.326, 176.9815, 3.814697e-06, 862.8591, 766.2728, 378.0066, 525.1893, 109.5918, 140.5729, 628.1608, 423.9976, 111.9835, 7.629395e-06, 1636.036, 0, 286.0925, 96.08603, 408.5074, 1.525879e-05, 179.1117, 3.051758e-05, 766.2208, 797.1508, 331.7458, 347.0004, 1421.525, 7.629395e-05, 447.1759, 664.6482, -7.629395e-06, 1187.89, 693.3317, 196.4252, 422.6628, 1133.482, 707.4175, 910.9249, 352.244, 338.2632, 74.87197, 375.1764, 926.6625, 454.8946, -9.155273e-05, 568.4135, 176.4344, 363.661, 572.1698, 869.5412, 3.051758e-05, 112.1347, 896.9214, 725.4183, 448.0306, 963.6962, 1926.884
2.8, 354.3705, 285.0398, 185.0405, 118.7167, 724.1575, 214.6485, 395.3973, 645.6527, 191.8347, 0, 880.3142, 733.5234, 367.216, 498.2128, 175.0291, 133.407, 600.7505, 402.7498, 106.8509, 7.629395e-06, 1779.057, 0, 315.8582, 91.30246, 390.6156, 3.051758e-05, 170.2166, 3.051758e-05, 728.2643, 788.0494, 368.5466, 331.6392, 1438.557, 7.629395e-05, 456.0189, 653.9396, 0, 1255.32, 702.8306, 220.8859, 404.1227, 1124.119, 673.218, 871.8583, 336.7417, 323.6798, 71.77863, 358.8712, 887.7061, 412.5513, -9.155273e-05, 563.9948, 168.5041, 453.7522, 667.3525, 833.3994, 4.577637e-05, 107.3979, 913.3155, 790.8959, 491.6522, 975.6272, 2020.216
2.9, 400.6739, 289.5325, 177.0897, 113.4565, 781.1224, 288.0711, 455.386, 649.5352, 193.6669, 0, 927.8527, 702.1735, 356.787, 489.0641, 167.7402, 126.6063, 584.1671, 382.5668, 101.9536, 0, 1844.206, 0, 302.8613, 86.75704, 373.5074, 3.051758e-05, 161.7632, 3.051758e-05, 692.1881, 824.3965, 359.2825, 316.9579, 1422.382, 6.866455e-05, 433.3652, 655.4103, -7.629395e-06, 1191.701, 713.6104, 211.1215, 431.9277, 1109.225, 682.5089, 834.4673, 321.9217, 378.6588, 68.81309, 343.2745, 850.3873, 488.7224, -6.103516e-05, 601.2622, 160.9302, 535.1932, 689.1034, 893.9297, 3.051758e-05, 102.8611, 943.905, 756.6262, 574.799, 984.4042, 1990.442
3, 426.2163, 276.7885, 169.4805, 108.4294, 799.6952, 354.2182, 449.4774, 699.8082, 215.6085, 0, 907.1013, 702.7952, 371.4367, 474.0625, 160.755, 120.1524, 671.0086, 425.4008, 97.28074, 0, 1822.82, 3.814697e-06, 386.9487, 82.43791, 357.1485, 3.051758e-05, 153.7296, 3.814697e-05, 747.4306, 785.4447, 412.202, 302.9265, 1426.386, 6.103516e-05, 446.5572, 634.3286, 0, 1131.307, 677.9203, 201.7887, 412.9813, 1161.723, 680.8049, 798.6799, 343.8474, 362.3339, 65.97007, 376.91, 908.3737, 443.2303, -7.629395e-05, 583.1833, 258.1208, 536.2686, 658.0204, 856.7741, 3.051758e-05, 117.7988, 946.4985, 739.1177, 596.6047, 934.9336, 2062.665
3.1, 447.612, 313.546, 162.1982, 103.6251, 761.7316, 337.1863, 425.6956, 686.9207, 206.5498, 0, 902.5848, 746.6584, 354.9536, 478.1345, 154.0606, 114.0274, 747.042, 404.0826, 92.82204, 0, 1918.091, 3.814697e-06, 403.4374, 78.33381, 341.506, 3.051758e-05, 146.095, 3.051758e-05, 710.405, 854.5278, 445.5425, 289.5163, 1476.687, 6.103516e-05, 456.7058, 677.0254, 0, 1176.824, 644.0154, 192.8685, 426.2785, 1213.122, 749.0049, 885.9055, 328.7147, 346.7127, 63.24451, 481.7413, 883.2061, 519.2897, -7.629395e-05, 593.7889, 246.5189, 563.1811, 689.7266, 821.1629, 3.051758e-05, 112.8227, 928.0737, 788.8829, 626.4561, 970.9896, 2181.871
3.2, 440.2955, 326.2355, 198.8503, 99.03365, 747.4896, 320.9734, 430.203, 711.9189, 213.2188, 0, 875.1847, 742.4457, 400.3437, 495.0012, 147.645, 108.2147, 739.1806, 399.1224, 125.8693, 3.814697e-06, 1875.646, 0, 386.8369, 74.43402, 326.5487, 3.051758e-05, 138.8395, 2.288818e-05, 675.2135, 814.1523, 483.389, 276.6998, 1484.262, 6.103516e-05, 469.968, 712.6016, 0, 1184.372, 640.0082, 184.3426, 475.4518, 1158.37, 712.7948, 948.7771, 314.2479, 389.4159, 60.63156, 474.6478, 950.0444, 536.6994, -7.629395e-05, 565.9993, 286.1533, 539.1155, 723.3956, 787.0318, 1.525879e-05, 108.0568, 935.3459, 829.2438, 673.3441, 1022.858, 2169.873
3.3, 487.0819, 311.8759, 190.3061, 94.64563, 712.0043, 324.9609, 407.441, 680.6377, 232.7808, -1.907349e-06, 951.1002, 710.7145, 382.5777, 469.5753, 141.4965, 102.6983, 706.9259, 379.1212, 120.1003, 0, 1860.77, 3.814697e-06, 377.2058, 70.72839, 312.2465, 3.051758e-05, 131.9444, 1.525879e-05, 641.7653, 775.6844, 497.7861, 264.4506, 1417.417, 152.4211, 446.6214, 683.5465, 0, 1124.349, 636.3727, 176.1936, 483.8581, 1155.666, 787.0918, 908.0873, 300.4178, 372.6272, 58.12656, 491.0732, 910.105, 486.7414, -7.629395e-05, 617.9123, 273.2914, 542.462, 769.5427, 754.3195, 1.525879e-05, 124.8766, 975.1552, 793.3125, 643.1478, 1114.672, 2143.542
3.4, 484.0328, 314.8253, 201.6884, 90.45204, 744.9781, 392.1211, 451.5544, 650.731, 247.8233, -1.907349e-06, 961.4966, 736.4923, 365.6001, 462.031, 135.6041, 156.787, 729.7823, 487.6387, 114.5957, 0, 1924.404, 3.814697e-06, 386.1929, 67.20723, 298.5707, 3.051758e-05, 125.3917, 1.525879e-05, 720.7006, 803.3213, 529.1373, 252.7437, 1445.993, 144.8769, 444.7339, 690.1318, 0, 1174.426, 617.6989, 168.4048, 493.6603, 1181.042, 749.0404, 869.1424, 376.6534, 356.5623, 55.72506, 521.2039, 898.8923, 516.3635, -7.629395e-05, 614.2993, 261.0076, 613.2509, 734.8314, 818.1594, 1.525879e-05, 126.5507, 1012.607, 782.9126, 690.0367, 1058.655, 2192.452
