 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C015, C016, C017, C018, C019, C023, C024, C026, C027, C028, C030, C032, C034, C035, C036, C037, C039, C040, C043, C045, C048, C049, C052, C055, C059, C061, C062, C063, C065, C071, C073, C074, C077, C079, C080, C082, C083, C084, C088, C089, C093, C095, C096, C099, C100, C102, C103, C106, C108, C109, C111, C112, C114, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
93.09999999999999, 187.1219, 819.1879, 393.9951, 785.3566, 2008.046, 133.3226, 203.5239, 731.4419, 298.7643, 81.60065, 863.9932, 1127.924, 628.9554, 12.64468, 36.55254, 1624.286, 396.0294, 457.7152, 444.6304, 197.6148, 1075.786, 245.5358, 910.9842, 227.2987, 475.4657, 45.17429, 308.7039, 470.0207, 585.3311, 548.1857, 778.7134, 2185.058, 1700.949, 19.42868, 802.127, 1113.672, 401.2976, 981.9893, 269.4821, 569.6656, 920.0944, 2393.313, 1416.599, 1118.216, 0.2061793, 1047.864, 334.6345, 7.624939e-05, 982.8175, 640.7986, 651.7049, 1268.154, 277.9123, 954.7605, 546.3312, 1543.037, 678.3392, 1121.27, 2150.287, 2041.859, 997.2681, 1249.125, 2296.87
93.2, 178.9562, 783.1306, 381.2847, 762.2236, 1912.718, 126.912, 192.7555, 735.2593, 286.2118, 77.8652, 901.7483, 1143.839, 601.0444, 11.99519, 35.03036, 1650.3, 450.8315, 434.7777, 424.2516, 211.5475, 1114.163, 261.3156, 873.4991, 215.9828, 454.6412, 43.15082, 293.3729, 449.03, 663.7441, 522.2845, 741.9388, 2088.328, 1662.726, 18.46703, 785.4388, 1092.151, 445.877, 932.223, 256.0045, 544.4831, 879.7346, 2303.455, 1372.781, 1070.259, 0.1971054, 1092.944, 320.8091, 7.293557e-05, 941.5003, 581.1507, 623.4404, 1208.804, 265.4208, 913.9621, 521.6882, 1636.289, 647.2596, 1251.419, 2199.593, 2214.814, 952.5454, 1186.351, 2249.081
93.3, 171.1469, 748.6603, 441.8467, 753.4528, 1821.917, 211.0151, 249.3124, 740.6964, 274.1867, 74.30075, 887.2343, 1118.201, 617.4061, 11.37905, 33.57158, 1616.342, 452.106, 412.9897, 426.3182, 222.3923, 1065.295, 417.6879, 879.2565, 205.2303, 434.7288, 41.21799, 278.8032, 428.9767, 630.864, 497.6072, 706.901, 1995.88, 1652.06, 17.55298, 995.8239, 1210.96, 424.0446, 884.9787, 243.2008, 520.4138, 841.1453, 2418.548, 1361.541, 1024.36, 0.1884307, 1045.825, 307.5548, 6.976577e-05, 969.9075, 527.0551, 596.4017, 1195.385, 253.4907, 896.9229, 498.1567, 1568.277, 617.6041, 1209.107, 2125.079, 2133.704, 997.939, 1204.809, 2193.224
93.40000000000001, 163.6783, 715.7072, 440.9745, 720.0685, 1735.425, 200.8688, 236.1213, 708.1507, 262.6668, 70.89947, 850.3003, 1081.323, 593.8088, 10.79456, 32.17354, 1533.946, 462.3286, 420.3152, 454.4268, 244.4989, 1055.717, 398.9044, 843.0769, 195.013, 415.6885, 39.37173, 264.9571, 409.819, 599.6127, 474.0958, 704.152, 1907.525, 1696.804, 16.68417, 1263.127, 1237.084, 521.8209, 840.1287, 231.0376, 497.4085, 804.2486, 2521.132, 1295.718, 980.4283, 0.1801379, 1042.838, 294.8481, 6.673373e-05, 1078.233, 477.9948, 570.5356, 1139.44, 472.0546, 909.9271, 475.6866, 1668.734, 702.5743, 1158.031, 2218.353, 2139.636, 992.6768, 1144.262, 2097.902
93.5, 156.5357, 684.2047, 422.0266, 773.0939, 1749.512, 223.3147, 223.6281, 677.0351, 251.6309, 67.65388, 854.9922, 1035.109, 571.9944, 10.2401, 30.83372, 1641.987, 578.2289, 415.2362, 433.5989, 233.9268, 1215.989, 380.9655, 808.386, 185.3045, 397.4822, 37.60818, 251.7987, 391.5168, 569.9095, 451.6953, 755.8886, 1823.081, 1730.72, 15.85836, 1553.513, 1369.659, 496.2699, 797.5517, 219.4826, 475.4202, 768.9704, 2569.95, 1233.078, 938.381, 0.17221, 1085.855, 282.6665, 6.383347e-05, 1032.905, 801.2242, 545.7914, 1086.114, 514.5206, 960.2191, 454.2301, 1777.409, 810.3864, 1173.22, 2335.228, 2109.289, 948.16, 1086.758, 2006.724
93.59999999999999, 149.7048, 718.3816, 403.893, 738.8394, 1714.757, 212.5771, 296.8338, 647.2867, 241.0586, 64.55688, 845.9825, 1000.016, 568.1648, 9.714114, 29.5497, 1597.534, 552.9974, 394.4275, 413.7257, 223.8118, 1408.825, 363.8334, 879.068, 176.0792, 380.0732, 35.92361, 239.2937, 374.032, 624.7438, 430.3532, 720.192, 1742.375, 1762.423, 15.07343, 1612.393, 1346.558, 471.9699, 757.1324, 208.5056, 454.4039, 735.2397, 2453.959, 1193.776, 898.1371, 0.164631, 1058.531, 270.9881, 6.105925e-05, 989.482, 992.2493, 522.1204, 1035.283, 491.3942, 971.1108, 663.6685, 1703.532, 873.9478, 1123.661, 2375.74, 2124.903, 924.4989, 1032.144, 1919.508
93.7, 143.1719, 813.3969, 433.4911, 706.1026, 1788.726, 202.3557, 356.0961, 721.6954, 230.9306, 61.60164, 810.7657, 1124.139, 658.2849, 9.215147, 28.31915, 1516.097, 528.8669, 433.112, 394.7633, 214.1341, 1347.033, 347.4717, 921.5236, 167.3133, 363.4267, 34.31451, 227.4097, 357.3281, 641.7552, 621.0743, 721.5568, 1665.242, 1852.99, 14.32735, 1796.742, 1390.612, 448.8599, 718.7616, 256.2172, 434.3167, 702.9885, 2451.59, 1210.743, 859.619, 0.1573856, 1132.759, 402.3323, 5.84056e-05, 947.8846, 899.8871, 654.7489, 1165.766, 469.3072, 992.7508, 633.7327, 1632.726, 881.2655, 1076.194, 2276.619, 2135.266, 931.5011, 1070.634, 2201.422
93.8, 136.9241, 815.2977, 414.8648, 717.5016, 1810.857, 192.6258, 337.2551, 761.0143, 221.2281, 58.78169, 813.4793, 1202.299, 739.1234, 8.741809, 27.13984, 1438.812, 505.7894, 451.2134, 376.67, 207.3238, 1403.322, 331.8459, 1006.856, 158.9837, 347.5093, 32.77747, 216.116, 341.3701, 609.9645, 721.4897, 687.4815, 1591.524, 1838.544, 13.6182, 1795.135, 1376.464, 426.8814, 818.0786, 423.7242, 415.1174, 825.8619, 2368.917, 1291.075, 822.7529, 0.1504591, 1143.977, 385.7099, 5.586727e-05, 908.036, 960.6983, 686.9772, 1111.207, 448.2129, 1002.772, 688.5841, 1564.863, 893.0378, 1030.733, 2181.633, 2064.145, 1056.262, 1099.33, 2237.841
93.90000000000001, 130.949, 779.4115, 397.0388, 685.7103, 1817.62, 486.2304, 319.4109, 901.2219, 211.9332, 56.09083, 835.7747, 1239.897, 789.9194, 8.292784, 26.00965, 1447.758, 552.9584, 428.6018, 359.4059, 266.1937, 1521.017, 316.9227, 1021.561, 151.0688, 332.2891, 31.30929, 205.3831, 326.1248, 579.7485, 687.4001, 740.7827, 1521.069, 1889.458, 12.94415, 1705.958, 1423.289, 436.3216, 830.434, 402.5323, 396.7668, 887.5341, 2262, 1396.833, 787.4678, 0.1438373, 1113.557, 369.7743, 5.343927e-05, 869.8626, 871.2729, 657.1829, 1219.307, 604.126, 959.9219, 657.5245, 1499.821, 909.8678, 1176.497, 2121.657, 2089.4, 1008.894, 1261.184, 2595.258
94, 125.2346, 745.1049, 413.8161, 655.3276, 1790.578, 462.851, 302.511, 929.8942, 203.0289, 53.52315, 867.5677, 1186.906, 754.8653, 7.866823, 24.92652, 1452.947, 528.8297, 407.1233, 342.9332, 254.6835, 1454.303, 302.6706, 979.5258, 143.548, 317.7355, 29.90687, 195.1832, 311.5603, 551.0294, 654.9212, 791.4336, 1453.733, 1831.732, 12.30346, 1722.36, 1376.015, 456.7847, 843.874, 382.4004, 379.2275, 923.9313, 2408.735, 1329.304, 753.6959, 0.137507, 1123.236, 354.497, 5.111678e-05, 833.294, 790.1716, 789.0334, 1179.407, 576.972, 918.9029, 627.866, 1561.969, 909.2325, 1268.285, 2151.467, 2076.759, 1100.953, 1387.069, 2770.852
94.09999999999999, 119.7696, 712.3083, 396.0352, 626.2911, 1883.993, 440.5957, 286.5051, 889.0354, 194.4987, 51.07301, 858.3884, 1235.893, 735.2601, 7.462742, 23.88849, 1424.557, 522.4233, 386.7211, 327.2155, 305.8197, 1582.766, 289.0594, 1008.297, 136.4016, 303.8193, 28.56727, 185.4899, 297.6463, 523.733, 623.9769, 797.6973, 1389.378, 1875.69, 11.69449, 1636.798, 1342.309, 434.4182, 801.1072, 363.2753, 362.4634, 990.6565, 2317.383, 1392.625, 721.3724, 0.1314553, 1155.762, 339.851, 4.889524e-05, 798.2628, 876.1191, 830.8874, 1172.209, 606.5649, 930.7108, 599.5452, 1497.047, 867.5742, 1240.562, 2210.046, 2057.979, 1051.58, 1317.363, 2782.022
94.2, 114.5431, 738.978, 379.0184, 598.5412, 1808.177, 419.4105, 271.3462, 932.2321, 186.3268, 48.73503, 840.8738, 1211.9, 784.6127, 7.079417, 22.89369, 1351.938, 499.627, 446.8579, 400.2959, 292.596, 1513.345, 276.0603, 966.8078, 129.6109, 290.5126, 27.28767, 176.278, 284.3537, 497.7887, 672.3708, 760.0263, 1327.872, 1853.493, 11.11565, 1638.492, 1345.801, 413.1468, 789.7045, 345.1067, 346.4405, 947.2015, 2323.328, 1429.002, 690.4352, 0.12567, 1133.384, 325.81, 4.677024e-05, 764.7042, 871.1078, 794.8517, 1162.822, 579.3013, 945.1519, 658.0878, 1434.823, 827.8245, 1235.959, 2117.838, 1990.592, 1004.422, 1324.694, 2687.233
94.3, 109.5446, 706.4511, 378.7199, 599.6932, 1722.338, 399.244, 256.9893, 937.5161, 178.4983, 46.50408, 839.6113, 1160.105, 749.794, 6.715782, 21.94032, 1306.004, 477.8254, 441.2942, 407.314, 279.9441, 1446.968, 263.6458, 931.4304, 123.1584, 277.7887, 26.06539, 167.5236, 271.6547, 569.6695, 640.6021, 724.1343, 1269.089, 1787.445, 10.56547, 1660.532, 1331.663, 447.5063, 822.3321, 327.8468, 331.1258, 905.6528, 2404.359, 1359.918, 660.8248, 0.1201392, 1084.521, 312.3491, 4.473759e-05, 732.5564, 790.0219, 802.1931, 1145.901, 553.2631, 954.5923, 628.4039, 1528.442, 789.896, 1183.748, 2107.467, 1964.124, 1014.695, 1258.122, 2570.441
94.40000000000001, 104.7643, 675.356, 362.4471, 596.5383, 1695.64, 380.0471, 243.392, 896.3223, 170.9988, 44.37525, 834.9951, 1136.83, 716.5205, 6.370824, 21.02665, 1346.871, 499.2259, 435.8013, 388.6454, 306.3665, 1448.842, 251.7896, 951.7667, 117.027, 265.622, 24.89785, 159.2039, 259.5228, 541.4496, 642.2224, 689.9373, 1212.907, 1837.41, 10.04251, 1578.042, 1277.367, 482.9592, 839.876, 311.4501, 316.4882, 1008.266, 2358.763, 1294.174, 632.4843, 0.1148519, 1066.088, 299.4444, 4.279328e-05, 701.7601, 828.0476, 767.4019, 1131.923, 528.3952, 913.801, 600.0588, 1561.164, 753.7053, 1178.601, 2118.871, 2035.036, 1056.629, 1359.081, 2713.69
94.5, 100.1926, 724.6468, 360.2912, 655.4453, 1713.055, 421.188, 230.5141, 924.6431, 163.8143, 42.34388, 915.7415, 1118.856, 752.3424, 6.043586, 20.15103, 1292.752, 512.9586, 427.3703, 370.8325, 361.871, 1493.068, 240.4665, 912.6035, 111.2009, 253.9883, 23.78262, 151.2975, 247.9328, 514.6277, 635.603, 781.5002, 1159.214, 1903.099, 9.545447, 1578.603, 1239.375, 500.8766, 869.2762, 295.8735, 302.4976, 976.2557, 2343.71, 1231.608, 605.3592, 0.1097972, 1217.646, 287.0728, 4.093348e-05, 672.2584, 850.2776, 899.6268, 1176.664, 593.2012, 874.7529, 572.9923, 1556.002, 771.7468, 1242.178, 2045.402, 2035.338, 1009.244, 1356.339, 2889.237
94.59999999999999, 95.82033, 692.7507, 350.1325, 626.4036, 1695.592, 400.936, 268.5843, 884.015, 156.9317, 40.40549, 877.6208, 1237.233, 727.361, 5.733156, 19.31187, 1410.846, 564.2151, 405.9535, 353.8361, 356.0081, 1528.671, 229.6527, 884.4374, 105.6649, 242.8641, 22.71733, 143.7836, 236.8603, 489.1345, 650.1099, 744.5941, 1107.896, 1817.39, 9.072983, 1536.228, 1213.886, 502.4193, 857.0032, 281.0759, 289.1254, 976.8333, 2410.997, 1172.067, 579.3974, 0.1049651, 1165.151, 275.2124, 3.91545e-05, 643.997, 797.8676, 970.0637, 1151.472, 566.5383, 837.3733, 547.1467, 1632.907, 791.4852, 1310.11, 2115.71, 2078.716, 963.9847, 1344.016, 2958.532
94.7, 91.6389, 749.8989, 436.5179, 598.6486, 1684.438, 414.4409, 254.3736, 910.3433, 150.3382, 38.55584, 886.602, 1187.628, 717.6641, 5.438671, 18.50766, 1388.262, 539.5951, 385.61, 357.0147, 375.6779, 1509.712, 219.3251, 887.8639, 100.4044, 232.2271, 21.69977, 136.643, 226.2823, 464.9041, 684.0821, 753.5869, 1058.851, 1792.712, 8.623903, 1487.028, 1230.161, 477.8182, 813.571, 267.0183, 276.3444, 1055.647, 2367.533, 1192.12, 554.549, 0.1003455, 1114.918, 263.8419, 3.745283e-05, 616.9237, 840.6451, 927.9919, 1145.373, 612.0019, 855.1465, 522.4669, 1565.036, 778.4962, 1356.082, 2085.974, 2024.632, 920.7547, 1340.482, 3122.806
94.8, 87.63994, 716.8913, 422.2998, 608.0333, 1697.084, 432.2392, 269.2583, 916.7513, 144.0218, 36.79086, 865.1522, 1136.87, 685.8165, 5.159313, 17.73693, 1369.386, 516.0494, 418.386, 340.6515, 402.4174, 1443.495, 209.462, 914.3145, 95.4059, 222.056, 20.72778, 129.8569, 216.1767, 441.8741, 651.7599, 717.999, 1011.977, 1711.975, 8.197051, 1469.774, 1250.786, 454.4218, 840.7828, 253.6639, 264.1284, 1018.901, 2384.917, 1228.309, 530.7663, 0.09592931, 1175.038, 252.9413, 3.582512e-05, 590.9885, 899.2328, 887.7448, 1091.769, 600.3327, 818.6048, 498.9002, 1614.369, 742.8278, 1298.798, 2030.359, 2016.492, 917.6165, 1347.961, 3033.484
94.90000000000001, 83.81548, 737.911, 415.1573, 659.1492, 1668.768, 440.6365, 272.4848, 922.297, 137.9707, 35.10668, 898.3136, 1206.665, 745.937, 4.894304, 16.99831, 1334.101, 493.5312, 432.9696, 353.2247, 388.2078, 1502.781, 200.0424, 924.9346, 90.6562, 212.3304, 19.79933, 123.4079, 206.5225, 419.9849, 620.965, 684.0917, 967.178, 1715.692, 7.791327, 1454.01, 1265.26, 467.1198, 868.7066, 240.9773, 252.4524, 1032.276, 2414.909, 1168.927, 508.0035, 0.09170745, 1175.962, 242.491, 3.426816e-05, 566.1437, 894.934, 887.3597, 1116.847, 616.4894, 795.0563, 476.3966, 1547.269, 747.8979, 1344.753, 2013.08, 1959.811, 965.6964, 1381.291, 3077.617
95, 80.15792, 737.35, 397.3188, 629.9434, 1589.547, 443.6688, 258.0676, 946.3923, 132.1739, 33.49959, 864.0076, 1155.094, 775.1465, 4.642907, 16.29044, 1305.706, 471.9956, 411.2722, 337.0352, 371.4216, 1491.475, 191.0465, 889.039, 86.14295, 203.0307, 251.7726, 117.2792, 197.2994, 399.18, 591.6251, 777.3034, 924.3621, 1692.87, 7.405685, 1381.78, 1215.326, 444.2473, 824.6813, 228.9253, 241.2926, 986.9959, 2361.517, 1245.966, 486.217, 0.0876714, 1144.14, 232.4725, 3.277885e-05, 542.3433, 889.0236, 868.0945, 1108.988, 623.774, 799.8773, 573.2827, 1482.958, 739.9191, 1287.948, 2010.223, 1909.384, 922.3896, 1424.287, 3032.652
95.09999999999999, 76.65997, 704.8948, 389.2622, 602.0317, 1514.087, 466.9195, 244.4133, 945.9263, 126.6206, 31.96607, 832.6827, 1195.739, 740.748, 4.404423, 15.61205, 1255.821, 451.3997, 405.2564, 380.8254, 355.3613, 1450.361, 182.4551, 907.2333, 81.85439, 194.1384, 240.4951, 111.4548, 188.4881, 379.4057, 623.4944, 740.5955, 883.4417, 1698.983, 7.039131, 1361.928, 1167.243, 422.4946, 852.8158, 217.476, 230.6261, 943.7015, 2345.845, 1318.655, 465.3648, 0.08381297, 1180.854, 222.8679, 3.135428e-05, 519.5434, 834.8166, 875.452, 1110.331, 634.7336, 851.7294, 547.424, 1471.823, 794.9976, 1319.879, 2010.637, 1872.593, 970.7838, 1449.994, 3074.373
95.2, 73.31467, 706.9165, 372.5363, 575.3566, 1498.39, 449.9548, 231.4814, 971.0829, 121.3007, 30.50276, 850.9608, 1187.94, 707.8759, 4.178189, 14.96191, 1216.131, 431.7025, 384.9478, 376.7406, 381.2671, 1449.244, 174.25, 947.0303, 77.77934, 185.6355, 229.7227, 105.9196, 180.0704, 360.611, 642.9173, 747.6854, 844.3327, 1704.936, 6.69072, 1383.338, 1140.429, 401.8071, 867.3782, 206.5993, 220.4311, 902.3063, 2329.959, 1254.906, 445.4069, 0.08012436, 1164.935, 213.66, 2.999161e-05, 497.7021, 901.2116, 909.8077, 1088.497, 683.3116, 830.1426, 522.7316, 1454.349, 758.5732, 1264.123, 2005.898, 1831.676, 959.303, 1377.125, 3112.29
95.3, 70.11534, 729.7524, 356.5291, 655.3002, 1437.302, 528.528, 219.2337, 928.4143, 116.2043, 29.10643, 887.6358, 1196.009, 750.0966, 3.963576, 14.33884, 1154.137, 412.8649, 382.2047, 407.6703, 397.6871, 1426.261, 166.414, 914.565, 73.90716, 177.505, 291.5611, 100.6594, 172.0286, 342.7473, 763.0558, 712.3762, 806.9551, 1628.153, 6.359553, 1347.066, 1168.822, 382.1325, 823.4202, 196.2666, 210.6868, 915.5912, 2246.873, 1297.77, 426.3049, 0.07659808, 1145.398, 204.8327, 2.868817e-05, 476.7789, 937.9481, 870.3492, 1037.555, 652.5984, 869.0231, 499.1531, 1473.55, 743.9951, 1259.355, 1978.342, 1824.529, 940.9653, 1384.039, 3107.657
95.40000000000001, 67.05563, 697.6317, 341.2098, 626.2649, 1437.431, 503.1148, 207.6341, 887.6205, 111.322, 27.77402, 850.6851, 1205.655, 716.8097, 3.759986, 13.74172, 1142.38, 394.8492, 386.4939, 395.8277, 380.4911, 1393.208, 158.9303, 924.6404, 70.22775, 169.7306, 278.5013, 95.66038, 164.346, 325.7686, 727.0023, 722.0952, 771.2321, 1669.79, 6.044779, 1321.558, 1127.014, 363.4214, 781.6899, 186.4507, 201.3732, 907.4985, 2253.389, 1320.054, 408.0221, 0.07322699, 1182.604, 196.37, 2.744137e-05, 456.7354, 914.4738, 832.6021, 1088.856, 623.2656, 853.4438, 476.6381, 1448.467, 709.9073, 1206.156, 1908.473, 1758.573, 959.1271, 1460.607, 3132.135
95.5, 64.12945, 722.0896, 326.5486, 631.5201, 1413.24, 490.8339, 196.6482, 939.444, 106.6448, 26.5026, 830.3705, 1214.534, 769.7906, 3.566854, 13.16947, 1084.145, 465.9087, 385.6533, 377.6856, 364.0386, 1426.63, 151.7831, 929.6848, 66.73152, 162.2967, 266.0266, 90.90964, 157.0064, 309.6309, 692.6522, 767.2418, 737.0906, 1633.14, 5.745584, 1313.94, 1081.419, 398.6212, 828.9026, 177.1257, 192.4713, 895.8414, 2217.444, 1298.439, 390.5234, 0.07000426, 1131.619, 188.257, 2.624876e-05, 437.5344, 989.0916, 845.5146, 1103.64, 595.2513, 834.7966, 455.1386, 1388.263, 712.8492, 1250.542, 1898.849, 1826.057, 953.5203, 1387.205, 3083.05
95.59999999999999, 61.33095, 751.9471, 356.2091, 710.8277, 1430.389, 477.5755, 265.0848, 1009.59, 102.1641, 25.28938, 862.9429, 1217.478, 745.2426, 3.383641, 12.62105, 1091.196, 445.5784, 366.3271, 377.8915, 348.2975, 1410.503, 144.9574, 891.4302, 63.40935, 155.1884, 294.2284, 86.39483, 149.9947, 294.2926, 726.6229, 731.009, 822.9724, 1609.507, 5.461199, 1329.922, 1148.112, 379.1027, 808.9979, 168.267, 183.963, 894.1334, 2202.778, 1293.3, 373.7752, 0.06692336, 1082.832, 180.4791, 2.510799e-05, 523.7867, 917.3293, 956.1063, 1214.962, 616.0886, 828.807, 434.609, 1411.01, 717.699, 1218.455, 1879.071, 1761.33, 910.7595, 1448.826, 3117.757
95.7, 58.65458, 718.8494, 345.3045, 679.3321, 1372.017, 454.6122, 251.0592, 965.2295, 97.8717, 24.13171, 828.2918, 1211.83, 728.7766, 3.20984, 12.09547, 1040.409, 426.1352, 408.9955, 360.5715, 333.2371, 1451.463, 138.4386, 922.2479, 60.25256, 148.3915, 281.0491, 82.10424, 143.296, 279.7142, 692.2907, 791.0486, 799.5103, 1665.617, 5.190889, 1295.789, 1108.543, 373.9037, 821.3615, 159.8515, 175.8308, 854.9125, 2225.097, 1291.901, 357.7452, 0.06397806, 1114.974, 173.0226, 2.401679e-05, 501.7669, 916.7999, 914.6399, 1297.888, 665.5404, 825.6444, 487.4556, 1393.3, 684.8162, 1192.735, 1855.673, 1754.311, 1017.627, 1496.287, 3153.413
95.8, 56.095, 687.2086, 381.0371, 669.6601, 1339.606, 533.971, 237.7757, 937.4896, 93.75964, 23.02702, 843.7102, 1181.917, 711.35, 3.044966, 11.59177, 987.3723, 407.5404, 388.4995, 400.403, 318.8279, 1387.801, 132.213, 891.7857, 57.25294, 141.8922, 268.4602, 78.02673, 136.8965, 265.8579, 701.2643, 791.8798, 825.3668, 1689.436, 4.933959, 1231.418, 1063.344, 403.3297, 779.7356, 151.8568, 168.0581, 864.4106, 2198.299, 1332.847, 342.4028, 0.06116238, 1142.489, 165.8742, 2.297301e-05, 480.6729, 875.1927, 874.9719, 1375.036, 691.9203, 852.761, 465.4683, 1377.72, 686.4794, 1219.353, 1799.515, 1747.04, 971.9918, 1514.135, 3128.719
95.90000000000001, 53.64711, 656.9604, 377.183, 669.1074, 1276.011, 554.9704, 225.195, 934.8053, 89.82035, 21.97291, 863.6822, 1156.438, 748.8445, 2.888561, 11.10905, 974.9202, 389.7571, 369.0306, 382.0512, 305.0418, 1405.322, 126.2674, 855.0906, 54.40265, 135.6776, 256.4352, 74.15173, 130.7829, 252.6881, 701.4902, 867.1396, 788.8288, 1678.534, 4.689746, 1234.92, 1021.816, 383.5806, 827.2128, 144.2619, 160.629, 918.9669, 2167.079, 1367.75, 327.7183, 0.05847061, 1093.234, 159.0211, 2.19746e-05, 549.2957, 793.7266, 837.0242, 1524.811, 684.4899, 824.9604, 508.4543, 1348.334, 681.8063, 1167.845, 1800.157, 1671.341, 928.4026, 1495.351, 3026.738
96, 163.938, 628.0436, 360.9762, 639.4603, 1254.315, 528.2857, 213.2799, 893.7307, 86.04656, 20.96705, 827.7287, 1170.222, 790.5911, 2.740189, 10.64643, 925.2222, 372.7497, 350.5374, 391.1557, 291.8517, 1343.684, 120.5891, 885.809, 51.69425, 129.7352, 282.6625, 70.46916, 124.9422, 240.1706, 692.3732, 911.8723, 785.0134, 1687.08, 4.457621, 1299.222, 1000.155, 384.5609, 785.2904, 137.0469, 153.5282, 878.6566, 2146.609, 1330.483, 545.6962, 0.05589732, 1046.101, 152.4511, 2.101958e-05, 526.2036, 803.7697, 800.7224, 1605.973, 693.8594, 859.0591, 611.9381, 1292.292, 650.5679, 1144.097, 1775.244, 1759.536, 886.7683, 1539.271, 3016.129
96.09999999999999, 156.784, 631.5065, 357.1115, 631.3698, 1249.963, 502.8841, 201.9953, 936.0793, 82.43133, 20.00724, 869.5636, 1172.841, 755.5071, 2.599439, 10.20308, 878.0576, 356.4845, 332.9709, 409.4517, 279.2321, 1343.74, 115.1662, 884.4913, 49.1207, 124.053, 350.1403, 66.96948, 119.3624, 228.2732, 659.6594, 868.8094, 750.2618, 1635.422, 4.236985, 1234.681, 1072.42, 434.3145, 745.4926, 130.1927, 146.7414, 840.1145, 2144.076, 1345.904, 605.026, 0.05343727, 1120.475, 146.1526, 2.010606e-05, 558.4359, 852.6196, 765.995, 1607.593, 678.0355, 841.9593, 613.2916, 1295.05, 677.5215, 1095.767, 1768.471, 1683.295, 947.4103, 1491.978, 2907.341
96.2, 294.3652, 627.0113, 357.0568, 686.1363, 1202.908, 478.7039, 245.1014, 912.3461, 78.96799, 19.09136, 885.8395, 1122.715, 729.2525, 2.465918, 9.778185, 917.8017, 340.929, 335.7945, 421.209, 267.1581, 1317.978, 109.9871, 908.1853, 46.67526, 118.6197, 334.4567, 133.0795, 114.0318, 403.5561, 675.5643, 827.7802, 785.1232, 1561.769, 4.02727, 1239.707, 1063.197, 413.0482, 707.7116, 123.6814, 140.2546, 803.2631, 2197.902, 1280.837, 579.0785, 0.05108549, 1113.633, 140.1143, 1.923225e-05, 569.1847, 807.3221, 732.7737, 1600.398, 689.8693, 908.1093, 690.0554, 1335.098, 646.4794, 1122.814, 1859.707, 1655.96, 904.9236, 1499.84, 2819.293
96.3, 281.5196, 680.1668, 341.7148, 708.2198, 1275.756, 455.6863, 248.1186, 887.6437, 75.65016, 18.21741, 848.9636, 1115.09, 739.2988, 2.339256, 9.370988, 871.0154, 326.0523, 355.3999, 401.9036, 255.6061, 1310.672, 105.041, 915.8646, 44.35157, 113.4244, 319.4755, 126.4705, 108.9392, 383.5651, 675.7917, 788.6885, 750.3668, 1564.393, 3.827935, 1178.122, 1059.897, 441.524, 691.6252, 117.4957, 134.0545, 780.6093, 2162.206, 1218.916, 554.2438, 0.04883721, 1156.385, 134.3254, 1.839641e-05, 545.2565, 939.8341, 700.9932, 1604.979, 710.0396, 869.3043, 699.7575, 1327.647, 616.8596, 1085.613, 1831.39, 1651.495, 973.5801, 1511.512, 2840.88
96.40000000000001, 269.2346, 664.6954, 327.0319, 676.8398, 1391.03, 497.6608, 266.719, 869.756, 72.47173, 17.38347, 813.6227, 1107.047, 716.1904, 2.2191, 8.980748, 826.6141, 390.6644, 417.1133, 383.4831, 244.5537, 1430.104, 100.3172, 899.3471, 42.14357, 108.4566, 305.1654, 170.3623, 104.0741, 407.3398, 834.0685, 796.2848, 717.1489, 1505.073, 3.638466, 1211.245, 1096.865, 419.9048, 756.5996, 111.6193, 128.1286, 761.4553, 2154.948, 1237.936, 530.4741, 0.04668788, 1157.098, 128.7758, 1.759689e-05, 522.3342, 942.3939, 789.6552, 1555.389, 678.1249, 832.1576, 728.9495, 1366.268, 629.5874, 1057.325, 1787.007, 1641.622, 971.4901, 1531.851, 2896.909
96.5, 257.4857, 664.1285, 322.6563, 646.8501, 1363.014, 484.9666, 252.6069, 917.7266, 69.42684, 16.58771, 828.2046, 1144.41, 821.8282, 2.105115, 8.606759, 784.4762, 373.6174, 408.0743, 421.7549, 233.9792, 1438.182, 95.80595, 939.0882, 40.04548, 103.7065, 291.4963, 161.9017, 99.42623, 387.1613, 962.7076, 805.7621, 685.4015, 1532.829, 3.458375, 1151.074, 1052.142, 399.3441, 718.2558, 106.0369, 122.4645, 744.8497, 2212.744, 1241.999, 507.7239, 0.04463314, 1107.212, 123.4554, 1.683213e-05, 500.3755, 963.5573, 755.4078, 1543.912, 705.0895, 854.7924, 696.0692, 1408.779, 650.1862, 1103.631, 1858.995, 1640.21, 927.9234, 1454.869, 2853.885
