 , C03, C06, C08, C09, C11, C12, C14, C18
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
215.4346935575221, 255.9657, 733.2111, 486.4004, 605.9795, 136.1011, 959.3327, 100.9197, 329.4904
215.5346168847751, 244.445, 721.0164, 476.465, 581.5862, 130.0935, 949.2116, 96.53985, 343.5457
215.6345402120282, 233.4428, 695.1873, 471.6382, 586.2755, 146.601, 928.3616, 92.35007, 337.4501
215.7344635392812, 229.8869, 699.0572, 475.2012, 584.0981, 140.1299, 916.0629, 88.34212, 346.3594
215.8343868665342, 219.54, 691.806, 474.2851, 577.9032, 133.9445, 906.279, 84.50811, 332.2563
215.9343101937872, 209.6588, 689.7117, 456.8549, 585.1705, 128.0321, 924.1415, 80.8405, 318.7274
216.0342335210403, 219.3465, 693.5735, 455.0424, 561.6149, 122.3807, 898.0613, 95.9973, 338.1463
216.1341568482933, 209.474, 677.9741, 460.4307, 565.9955, 116.9788, 885.503, 91.83106, 329.7604
216.2340801755463, 200.0458, 670.7885, 457.3466, 561.4929, 120.856, 871.7474, 106.6363, 341.1539
216.3340035027994, 191.042, 677.0474, 446.0363, 566.2053, 115.5213, 860.0835, 102.0083, 351.8369
216.4339268300524, 182.4434, 666.1782, 456.9412, 559.1681, 116.4733, 852.0739, 97.58121, 337.5107
216.5338501573054, 174.2319, 659.8734, 438.3704, 568.0769, 111.3321, 856.9818, 93.34624, 323.7679
216.6337734845584, 166.3899, 648.7136, 436.7058, 565.5995, 120.455, 847.6776, 102.776, 321.8451
216.7336968118115, 158.9009, 633.6924, 420.3479, 567.8456, 133.5698, 834.6627, 98.31559, 347.2227
216.8336201390645, 151.749, 633.7202, 416.8832, 572.4938, 127.674, 821.1377, 94.04874, 333.0844
216.9335434663175, 144.9189, 615.6071, 430.8585, 566.3185, 122.0384, 811.5066, 92.65965, 335.1345
217.0334667935705, 138.3963, 629.9918, 427.0067, 553.3102, 116.6516, 822.8082, 88.63826, 324.8423
217.1333901208235, 132.1673, 615.4259, 409.6525, 559.7161, 111.5025, 807.5734, 114.8734, 313.4163
217.2333134480766, 131.8826, 612.0562, 419.4104, 540.8085, 106.5807, 782.0516, 109.8879, 336.6955
217.3332367753296, 125.9468, 587.251, 402.3649, 551.9805, 101.8762, 764.4498, 114.4018, 327.5302
217.4331601025826, 120.2781, 605.2368, 402.4963, 531.9899, 102.3274, 784.7866, 109.4368, 314.1938
217.5330834298356, 114.8645, 602.2512, 403.5066, 541.5424, 97.81062, 759.0431, 106.892, 307.5076
217.6330067570887, 109.6946, 590.1748, 392.7975, 569.9254, 93.4932, 750.1646, 102.2529, 306.5627
217.7329300843417, 104.7574, 578.1429, 394.0389, 561.1064, 95.14916, 764.0955, 97.81516, 328.52
217.8328534115947, 100.0424, 592.2444, 396.2565, 539.719, 90.94923, 750.864, 97.43412, 315.1432
217.9327767388478, 95.53957, 568.2421, 386.7687, 536.8547, 86.93468, 742.9988, 93.20553, 311.1954
218.0327000661008, 91.23946, 576.4587, 376.5681, 536.414, 83.09734, 717.0665, 89.16045, 298.524
218.1326233933538, 87.13288, 560.9302, 381.6332, 536.8947, 79.42937, 719.2466, 85.29093, 286.3687
218.2325467206068, 83.21114, 564.9271, 368.4889, 538.0909, 81.29227, 710.1798, 81.58935, 293.5954
218.3324700478599, 79.4659, 546.1422, 373.4749, 520.6431, 77.70399, 703.9987, 78.04841, 317.5787
218.4323933751129, 75.88924, 541.6259, 385.3751, 540.751, 74.27409, 698.1924, 74.66115, 315.7673
218.5323167023659, 72.47356, 546.1794, 370.3968, 520.4086, 70.9956, 703.903, 80.29397, 302.9099
218.6322400296189, 69.21162, 542.272, 363.7294, 508.8643, 67.86182, 683.5491, 76.80925, 293.2732
218.732163356872, 66.84045, 531.4278, 362.6, 507.0577, 64.86636, 668.4166, 78.08101, 284.2864
218.832086684125, 63.83204, 509.8903, 360.6705, 513.9255, 62.00313, 675.6752, 101.2699, 290.8033
218.932010011378, 60.95904, 518.4459, 357.1641, 505.3545, 59.26628, 663.1855, 96.87483, 283.3654
219.031933338631, 58.21535, 527.1434, 361.6224, 514.9196, 56.65023, 673.3298, 93.35079, 291.6015
219.131856665884, 55.59515, 510.8703, 361.2807, 515.6923, 54.14966, 652.3569, 89.29942, 279.728
219.2317799931371, 53.09288, 512.3094, 346.5977, 496.9959, 51.75947, 645.8137, 85.42387, 288.6072
219.3317033203901, 50.70323, 508.1548, 340.9958, 488.8434, 49.47478, 658.9467, 81.71651, 305.0577
219.4316266476431, 48.42114, 495.0232, 345.4005, 503.635, 47.29094, 632.072, 78.17006, 292.81
219.5315499748962, 46.24177, 481.6757, 331.3629, 506.7255, 45.20349, 613.5877, 74.77752, 296.0509
219.6314733021492, 44.16048, 474.3874, 331.7908, 489.0207, 46.80781, 629.627, 81.90475, 288.3915
219.7313966294022, 42.17287, 492.3632, 321.2217, 495.3205, 44.74169, 607.4166, 90.27719, 278.8575
219.8313199566552, 40.27472, 482.1987, 327.0712, 502.4392, 42.76677, 605.5676, 86.35921, 270.4549
219.9312432839083, 38.46201, 489.953, 335.9622, 490.4281, 40.87902, 598.6994, 82.61126, 259.4425
220.0311666111613, 36.73088, 492.1794, 330.0941, 499.9164, 59.80425, 619.7937, 79.02597, 268.1227
220.1310899384143, 57.88438, 516.459, 350.4643, 498.9061, 57.16446, 616.7946, 82.2933, 280.5028
220.2310132656673, 65.29099, 524.6788, 336.2209, 509.7618, 68.731, 643.8398, 94.35564, 282.0239
220.3309365929204, 79.25838, 536.805, 342.5825, 504.6984, 81.18777, 656.399, 90.26066, 299.2162
220.4308599201734, 94.0452, 539.8045, 357.4553, 504.9734, 77.6041, 666.1426, 86.34339, 287.0326
220.5307832474264, 119.2656, 537.1258, 360.9067, 517.535, 74.17861, 674.984, 82.59613, 280.8685
220.6307065746794, 113.8976, 548.9222, 362.1532, 522.0353, 84.92606, 706.9918, 81.75888, 269.432
220.7306299019324, 133.0285, 561.5005, 364.7676, 503.4597, 81.17738, 713.696, 98.96525, 277.8486
220.8305532291855, 164.7989, 568.7034, 369.4526, 518.7623, 77.59417, 709.2343, 106.3171, 289.0843
220.9304765564385, 157.3815, 558.9271, 368.957, 523.5391, 85.19521, 753.0846, 105.5615, 277.3133
221.0303998836915, 188.8556, 582.9494, 354.7868, 502.4644, 81.43465, 766.4333, 100.9802, 274.8715
221.1303232109446, 180.9553, 602.6414, 381.6606, 503.1104, 77.84009, 753.6672, 96.59766, 284.8899
221.2302465381976, 190.7224, 586.8195, 373.1217, 518.2579, 79.84885, 786.6697, 92.40537, 290.497
221.3301698654506, 193.6916, 615.5403, 384.2024, 527.5542, 76.32428, 798.2779, 89.51658, 278.6685
221.4300931927036, 201.6617, 598.6561, 374.7007, 524.9841, 72.95528, 790.2162, 85.6316, 291.5548
221.5300165199567, 230.4323, 602.5988, 384.3189, 548.0344, 76.9109, 789.0818, 81.91523, 289.1592
221.6299398472097, 220.0608, 632.7274, 383.5533, 531.2064, 77.36887, 795.2385, 78.36015, 293.112
221.7298631744627, 242.8959, 636.0078, 385.4817, 540.1553, 73.95377, 824.0989, 83.89822, 294.9342
221.8297865017157, 239.6191, 621.3572, 393.4524, 531.1628, 91.95601, 832.0187, 80.25707, 327.3524
221.9297098289688, 228.8341, 642.7155, 392.9802, 509.7813, 126.4109, 831.1406, 76.77396, 323.6279
222.0296331562218, 252.9626, 634.4003, 389.8593, 523.8505, 120.8311, 856.8203, 73.442, 310.4503
222.1295564834748, 282.7161, 624.6025, 389.7925, 505.3729, 115.4975, 855.4786, 123.7388, 321.962
222.2294798107278, 269.9914, 634.6115, 395.0751, 537.5898, 110.3994, 845.9747, 118.3686, 308.8522
222.3294031379808, 262.1304, 647.8445, 409.9713, 553.946, 105.5263, 842.6516, 113.2315, 317.0035
222.4293264652339, 275.7027, 681.3373, 412.9957, 531.6474, 100.8683, 862.6975, 108.3173, 304.0957
222.5292497924869, 267.2338, 653.7243, 404.5281, 539.1441, 96.41594, 862.813, 103.6164, 297.6017
222.6291731197399, 296.5776, 680.2838, 409.8569, 537.8988, 92.16009, 888.004, 109.9338, 307.1463
222.729096446993, 283.229, 658.0479, 413.9564, 540.3839, 95.50723, 871.9295, 105.1627, 294.6398
222.829019774246, 303.1161, 680.0798, 406.3734, 541.1048, 91.2915, 879.0197, 100.5987, 292.7357
222.928943101499, 289.4733, 689.7866, 416.0615, 534.8338, 87.26184, 895.0701, 96.2328, 299.937
223.028866428752, 276.4444, 679.7592, 433.9233, 538.0451, 83.41006, 879.9636, 92.05634, 292.9513
223.1287897560051, 296.487, 689.8582, 423.7327, 539.9498, 79.72829, 894.3035, 106.2608, 301.9023
223.2287130832581, 283.1425, 677.3957, 438.4748, 564.4278, 76.20905, 886.6907, 101.6491, 296.2721
223.3286364105111, 318.8862, 693.5539, 427.5062, 552.9207, 72.84514, 894.8003, 97.23763, 307.8092
223.4285597377641, 304.5335, 665.4459, 434.8303, 533.7748, 107.327, 925.5865, 93.01756, 307.6037
223.5284830650172, 317.0435, 709.3453, 434.5648, 549.4025, 102.5895, 922.7725, 88.98064, 295.0786
223.6284063922702, 302.7737, 690.0708, 428.64, 555.7284, 98.06115, 911.3864, 106.0139, 321.2558
223.7283297195232, 289.1463, 680.7559, 444.062, 582.405, 102.2817, 929.8019, 101.413, 308.1748
223.8282530467762, 328.5501, 706.3992, 432.1871, 558.9607, 97.76692, 908.6347, 100.4664, 295.6265
223.9281763740292, 313.7625, 694.1113, 441.7656, 545.8967, 95.25296, 940.1808, 96.10617, 290.0119
224.0280997012823, 314.0085, 710.7571, 437.6635, 553.4908, 91.04845, 924.815, 129.2874, 288.3256
224.1280230285353, 315.1031, 691.3291, 443.138, 539.9615, 87.02952, 963.0925, 128.9364, 291.5002
224.2279463557883, 300.9207, 689.3987, 425.1281, 572.58, 99.91933, 946.6006, 123.3406, 313.8452
224.3278696830414, 307.3803, 710.4387, 426.0263, 551.671, 124.5228, 927.5173, 117.9877, 302.574
224.4277930102944, 314.134, 685.6324, 425.374, 567.3646, 120.9304, 930.9877, 121.7555, 310.8418
224.5277163375474, 300.8901, 714.2378, 429.6224, 578.8321, 115.5925, 945.8403, 116.4714, 309.9563
224.6276396648004, 287.3474, 706.338, 451.7464, 556.7038, 110.4902, 953.6789, 120.7578, 297.7297
224.7275629920535, 311.6714, 699.4282, 461.7309, 580.2185, 105.6131, 963.3886, 118.216, 299.9227
224.8274863193065, 310.573, 727.6316, 452.1018, 575.8733, 100.9513, 978.3749, 122.0458, 287.7104
224.9274096465595, 299.4349, 745.6871, 464.9919, 552.692, 96.49523, 994.981, 124.5991, 275.9953
225.0273329738125, 329.1886, 723.6666, 454.5798, 555.7747, 103.8163, 968.5738, 119.1916, 317.0598
225.1272563010656, 314.3722, 706.9384, 449.9794, 564.2227, 99.23378, 963.0192, 114.0187, 304.4092
225.2271796283186, 300.2227, 696.1018, 455.4154, 578.5191, 94.85355, 955.0584, 109.0704, 292.387
225.3271029555716, 286.71, 685.1312, 448.3943, 576.1464, 90.66666, 948.5349, 104.3368, 283.838
225.4270262828246, 273.8055, 684.9538, 438.6708, 570.8643, 103.7347, 939.3383, 109.0494, 298.3969
225.5269496100777, 276.3669, 673.2764, 429.1623, 568.8792, 99.15582, 922.8843, 104.3167, 287.4557
225.6268729373307, 263.9279, 685.6558, 435.2181, 552.2698, 94.77903, 914.6075, 99.78943, 287.4048
225.7267962645837, 252.0488, 670.7843, 427.7264, 552.4687, 101.209, 913.9669, 95.45862, 281.2627
225.8267195918367, 252.8055, 650.028, 433.7883, 557.7477, 121.6003, 916.5609, 91.31576, 269.8102
225.9266429190898, 241.427, 650.135, 433.1395, 569.7258, 116.2328, 912.7597, 95.95558, 281.8668
226.0265662463428, 230.5607, 647.463, 423.9444, 557.0825, 121.2143, 890.3955, 91.79115, 283.9527
226.1264895735958, 220.1834, 641.1876, 420.5683, 545.1266, 121.1516, 894.4935, 87.80746, 283.4601
226.2264129008488, 210.2732, 642.6221, 425.6832, 555.3524, 119.009, 881.7261, 83.99667, 271.9181
226.3263362281019, 200.8091, 629.6013, 410.1232, 541.2274, 126.1285, 884.276, 80.35125, 273.4776
226.4262595553549, 191.7709, 631.5019, 407.0174, 530.9911, 120.5611, 875.9197, 91.11264, 271.2944
226.5261828826079, 183.1395, 613.9399, 400.9828, 528.7826, 122.6884, 858.1597, 91.57099, 279.0245
226.6261062098609, 196.7469, 603.6596, 398.7584, 536.5391, 117.2729, 865.5179, 91.61472, 293.5339
226.726029537114, 187.8915, 587.7283, 393.9085, 517.4916, 112.0964, 841.0269, 87.63869, 281.5817
226.825952864367, 179.4348, 587.7962, 381.3231, 519.5974, 125.7411, 844.7866, 85.56828, 272.7424
226.92587619162, 176.5086, 596.3336, 386.516, 532.7255, 120.1909, 840.4247, 93.50791, 280.5952
227.025799518873, 168.5642, 591.7619, 374.9091, 548.4124, 118.348, 823.2202, 89.44971, 269.1699
227.1257228461261, 160.9773, 574.5088, 382.6152, 534.4267, 120.7833, 806.7988, 85.56764, 258.2097
227.2256461733791, 153.7319, 573.0621, 367.0651, 539.4484, 115.4519, 814.2016, 81.85405, 265.6335
227.3255695006321, 162.2677, 556.3537, 382.1793, 537.3271, 131.5988, 809.5472, 78.30162, 254.8174
227.4254928278851, 154.9643, 558.4084, 376.1468, 543.4407, 125.79, 782.9547, 95.84613, 269.4927
227.5254161551382, 147.9895, 562.3871, 362.7265, 550.5299, 123.9821, 796.0745, 91.68645, 258.5195
227.6253394823912, 141.3287, 539.5949, 366.7407, 541.3069, 118.5094, 790.1352, 98.21023, 260.3943
227.7252628096442, 134.9677, 554.0107, 352.276, 520.5417, 113.2784, 795.7961, 94.41372, 263.7623
227.8251861368972, 133.7331, 551.5253, 362.0758, 510.0346, 117.1517, 782.6847, 90.31621, 253.9734
227.9251094641503, 127.7139, 539.9056, 357.549, 523.5603, 111.9806, 771.4537, 86.39653, 265.8287
228.0250327914033, 121.9657, 553.4941, 358.3326, 531.8886, 110.6221, 778.6217, 82.64697, 262.1446
228.1249561186563, 122.1599, 531.0623, 375.5403, 510.4778, 119.6376, 763.7096, 81.07513, 260.7583
228.2248794459093, 116.6616, 536.3931, 360.2777, 512.8255, 125.7721, 753.5542, 80.39989, 280.8375
228.3248027731624, 111.4108, 515.1695, 361.9253, 521.3505, 122.2359, 775.4441, 78.9298, 269.4023
228.4247261004154, 106.3963, 531.5149, 347.5966, 502.6456, 116.8404, 764.8661, 87.41624, 258.4327
228.5246494276684, 101.6076, 523.8026, 339.8689, 488.0197, 111.683, 755.3048, 83.62242, 273.2125
228.6245727549214, 97.03434, 520.4736, 343.2895, 513.3136, 106.7532, 734.7794, 79.99325, 266.4025
228.7244960821745, 98.27895, 511.7044, 348.8989, 501.5852, 108.3824, 751.3956, 76.52158, 258.6865
228.8244194094275, 93.85554, 515.8369, 350.6636, 500.2729, 103.5984, 735.2871, 73.20058, 272.34
228.9243427366805, 89.63122, 513.4535, 336.4121, 480.1348, 99.02551, 729.8953, 78.04302, 266.7528
229.0242660639335, 85.59702, 511.5866, 330.4794, 492.5651, 94.65446, 724.3077, 99.06484, 274.4382
229.1241893911866, 105.1143, 492.9109, 331.2213, 490.5256, 106.1761, 729.0901, 94.76548, 267.7695
229.2241127184396, 100.3832, 494.396, 346.8491, 470.7798, 109.3864, 728.5291, 90.6527, 263.2277
229.3240360456926, 95.86507, 494.2314, 347.1543, 474.4368, 104.5581, 712.8726, 86.71842, 252.5095
229.4239593729456, 91.5503, 475.0857, 336.7035, 482.7895, 99.94281, 731.9755, 82.95489, 242.2277
229.5238827001987, 87.42973, 482.9254, 323.0194, 474.6065, 95.53128, 714.373, 79.35468, 252.4415
229.6238060274517, 83.49463, 481.2842, 333.1132, 472.3537, 91.31448, 716.5081, 75.91073, 244.0204
229.7237293547047, 86.76118, 471.0587, 319.5749, 472.7474, 87.28381, 720.7991, 77.30222, 261.2747
229.8236526819577, 85.74467, 477.0762, 347.2929, 453.7173, 86.75218, 731.1954, 83.95658, 262.5368
229.9235760092108, 81.88541, 461.4944, 333.1784, 472.7588, 93.44321, 728.478, 80.3129, 251.8468
230.0234993364638, 83.88229, 506.2567, 333.331, 462.2758, 99.46053, 736.2558, 77.1052, 260.198
230.1234226637168, 97.45647, 492.7198, 349.233, 481.9243, 95.07029, 736.6096, 89.83823, 266.9746
230.2233459909698, 98.96119, 500.4184, 352.2505, 481.2876, 97.98753, 755.2975, 85.9393, 267.3307
230.3232693182229, 129.7914, 504.0461, 364.8602, 480.5685, 93.66231, 788.2642, 99.50941, 280.8025
230.4231926454759, 136.5129, 541.574, 376.7986, 498.8238, 110.2009, 806.3375, 95.19075, 269.3687
230.5231159727289, 142.9834, 528.618, 361.4849, 478.744, 105.3366, 814.594, 91.05952, 295.3734
230.6230392999819, 173.5433, 544.7665, 386.2909, 503.0387, 100.9368, 819.7908, 87.10757, 283.3463
230.722962627235, 179.3334, 549.6414, 385.8719, 499.4807, 96.48142, 835.0826, 83.32715, 285.3992
230.822885954488, 186.6093, 575.7227, 397.0163, 479.3745, 130.9263, 836.2756, 94.74603, 283.717
230.922809281741, 193.6663, 583.7439, 401.1263, 487.9436, 125.1471, 855.8218, 96.86448, 276.9722
231.022732608994, 211.6343, 577.0804, 406.7354, 477.6466, 119.6231, 877.8936, 101.1357, 308.8719
231.1226559362471, 228.8495, 607.7484, 408.4488, 501.6055, 114.3428, 882.1111, 96.74648, 296.2952
231.2225792635001, 232.5225, 605.1695, 431.6985, 498.6261, 113.5733, 917.6392, 92.54772, 304.0709
231.3225025907531, 236.7627, 625.6652, 442.2388, 501.0879, 108.5601, 922.8166, 88.5312, 334.9397
231.4224259180061, 268.2848, 665.4842, 436.1119, 480.917, 114.237, 926.3411, 96.03682, 331.3781
231.5223492452592, 256.2096, 678.2786, 443.7144, 484.2982, 109.1945, 937.8812, 91.86887, 331.0484
231.6222725725122, 265.5675, 682.3011, 456.0651, 515.0533, 104.3746, 946.4417, 87.88181, 342.0073
231.7221958997652, 296.7598, 684.6024, 456.8992, 517.0264, 121.5945, 966.0128, 84.76517, 349.2924
231.8221192270182, 283.403, 688.35, 463.8513, 496.2139, 116.2273, 974.296, 81.0864, 349.4804
231.9220425542713, 270.6474, 708.9938, 464.0025, 525.6337, 111.097, 971.1318, 77.56729, 357.4198
232.0219658815243, 275.2798, 706.0147, 470.8492, 504.4747, 130.8209, 1012.906, 80.69497, 365.9301
232.1218892087773, 288.0501, 720.0581, 478.8735, 492.1466, 125.0464, 1005.503, 93.6491, 353.343
232.2218125360303, 275.0854, 764.1342, 491.1098, 480.6958, 141.1014, 1007.523, 89.58478, 372.5581
232.3217358632834, 262.7041, 756.2444, 483.2197, 497.6496, 165.6958, 1026.834, 85.69684, 357.3882
232.4216591905364, 271.6003, 746.5027, 497.7425, 503.0051, 158.3819, 1043.272, 85.26215, 342.8359
232.5215825177894, 280.7661, 749.0786, 523.7495, 494.2625, 158.9927, 1035.543, 102.5703, 383.8574
232.6215058450424, 268.1292, 748.9932, 511.7435, 491.5402, 165.4874, 1061.904, 101.9286, 368.2274
232.7214291722955, 291.3385, 746.0793, 531.0001, 496.2276, 158.1827, 1043.475, 97.50493, 384.143
232.8213524995485, 278.2257, 776.7312, 525.4861, 502.3914, 155.4359, 1059.798, 93.27326, 382.4842
232.9212758268015, 291.1945, 764.869, 538.4595, 503.1428, 148.5749, 1059.133, 99.0981, 387.9313
233.0211991540545, 293.0873, 774.9828, 562.2212, 513.3978, 153.9763, 1064.79, 94.79729, 372.1354
233.1211224813076, 279.8958, 774.5169, 539.7635, 504.4273, 147.1797, 1054.681, 94.01608, 376.6668
233.2210458085606, 294.5203, 781.2851, 565.1997, 518.2491, 140.6831, 1062.695, 89.93583, 361.3296
233.3209691358136, 281.2643, 786.9003, 560.439, 518.7538, 154.6973, 1070.284, 86.03266, 364.076
233.4208924630667, 270.8996, 775.1446, 567.5464, 525.1637, 147.8689, 1085.945, 90.23699, 379.2828
233.5208157903197, 275.2119, 782.4819, 555.3612, 529.0372, 141.3419, 1082.75, 86.32075, 377.1109
233.6207391175727, 273.8108, 778.7927, 567.3286, 516.5916, 140.5246, 1085.251, 82.57447, 377.9956
233.7206624448257, 276.438, 788.7191, 578.0345, 523.1171, 134.3218, 1090.965, 92.98715, 368.0228
233.8205857720787, 297.9821, 795.3572, 586.7042, 526.2739, 131.5317, 1096.987, 88.95155, 370.9605
233.9205090993318, 284.5703, 804.2823, 601.8181, 534.2507, 135.0046, 1097.79, 85.0911, 374.1629
234.0204324265848, 278.65, 810.2344, 587.765, 535.9168, 129.0454, 1092.99, 89.85561, 388.6723
234.1203557538378, 276.4606, 800.3103, 570.9712, 528.3752, 141.9586, 1097.259, 85.95592, 383.6234
234.2202790810908, 264.0175, 796.756, 581.5697, 544.9414, 162.0875, 1113.803, 82.22548, 376.7771
234.3202024083439, 266.4188, 806.0721, 593.6022, 547.7308, 154.9329, 1108.692, 78.65694, 376.2927
234.4201257355969, 268.0657, 803.4264, 582.8996, 559.2684, 158.0957, 1125.839, 75.24326, 360.9707
234.5200490628499, 274.0513, 799.8478, 591.8466, 557.6643, 160.7822, 1124.636, 85.85609, 372.9938
234.6199723901029, 261.7166, 803.3022, 599.5609, 544.7596, 153.6852, 1117.659, 98.43616, 362.5428
234.719895717356, 280.6358, 807.7102, 607.9529, 538.2274, 146.9014, 1121.912, 96.32396, 361.0505
234.819819044609, 288.4574, 821.5156, 593.2469, 564.0016, 140.4171, 1126.56, 92.14355, 388.2946
234.919742371862, 275.4742, 809.3667, 610.4397, 551.4658, 146.5803, 1100.957, 88.49656, 384.2224
235.0196656991151, 271.6071, 793.7639, 618.2949, 551.3708, 140.1102, 1111.151, 88.10674, 378.7487
235.1195890263681, 259.3824, 794.5647, 613.4189, 544.3068, 133.9256, 1099.216, 84.28295, 380.3862
235.2195123536211, 262.4378, 785.942, 605.6781, 543.7118, 128.8718, 1071.542, 80.62511, 376.1798
235.3194356808741, 269.1284, 762.8265, 593.9291, 539.9225, 123.1833, 1077.65, 102.6586, 379.586
235.4193590081271, 257.0153, 758.4617, 595.966, 530.943, 117.7459, 1063.818, 98.20328, 372.9077
235.5192823353802, 245.4474, 769.0825, 596.3654, 525.5048, 112.5486, 1059.476, 93.9413, 358.5036
235.6192056626332, 247.1306, 749.7665, 585.3016, 535.6601, 107.5806, 1036.596, 90.97717, 363.1883
235.7191289898862, 236.0076, 743.8442, 583.1143, 535.0706, 102.8319, 1015.22, 87.0288, 362.4857
235.8190523171392, 225.3851, 716.8227, 583.0437, 550.174, 98.29288, 1016.649, 98.22418, 363.6569
235.9189756443923, 215.2408, 738.3768, 570.5854, 543.9799, 95.6734, 1000.436, 93.9613, 386.7488
236.0188989716453, 205.5531, 723.5129, 568.4713, 540.6418, 91.45033, 978.4796, 89.88343, 376.3942
236.1188222988983, 196.3014, 723.6845, 562.42, 529.5978, 87.41366, 976.9626, 85.98254, 378.6178
236.2187456261513, 187.4661, 716.4927, 543.4098, 521.2642, 119.9592, 958.767, 95.55244, 397.0406
236.3186689534044, 191.2095, 695.0751, 555.3735, 514.3456, 124.6701, 950.0361, 91.40551, 380.8737
236.4185922806574, 182.6034, 687.4919, 569.4871, 543.9206, 120.74, 949.9227, 110.6657, 382.6413
236.5185156079104, 185.6581, 701.011, 546.3422, 540.5275, 115.4104, 934.4563, 105.8628, 372.3618
236.6184389351635, 177.3019, 698.8583, 549.8806, 534.7425, 110.3162, 918.7039, 101.2684, 361.6362
236.7183622624165, 169.3217, 689.9952, 534.0791, 518.8314, 105.4468, 919.0508, 96.87343, 368.2392
236.8182855896695, 161.7008, 682.3098, 531.5806, 522.375, 100.7923, 902.2119, 100.5256, 359.1082
236.9182089169225, 154.4228, 667.6078, 518.1593, 522.0447, 96.34326, 906.8045, 96.16286, 357.9013
237.0181322441755, 147.4724, 664.9987, 539.8295, 525.2728, 92.09062, 890.8719, 91.98944, 343.3282
237.1180555714286, 140.8349, 655.4324, 517.89, 528.9139, 96.4085, 898.1381, 121.6585, 353.6246
237.2179788986816, 139.8276, 628.8693, 509.6766, 531.2831, 92.15298, 869.3513, 116.3786, 348.8969
237.3179022259346, 133.5341, 631.17, 515.4818, 524.2587, 88.0853, 868.1377, 111.3278, 357.1252
237.4178255531876, 127.5239, 625.0718, 496.3158, 520.9079, 116.0053, 860.6241, 106.4963, 342.5837
237.5177488804407, 121.7842, 633.9709, 524.5378, 508.0697, 110.8848, 849.6934, 101.8744, 350.8921
237.6176722076937, 116.3029, 626.4935, 503.2198, 533.5786, 105.9903, 846.9019, 97.45309, 336.6044
237.7175955349467, 111.0682, 614.7431, 491.3975, 512.0998, 101.3118, 842.0905, 93.22367, 327.4925
237.8175188621997, 106.0692, 600.2075, 490.0778, 509.675, 96.83984, 820.3765, 94.83896, 346.5706
237.9174421894528, 101.2951, 616.3613, 484.5138, 489.1584, 92.56528, 816.3605, 90.72299, 354.1535
238.0173655167058, 96.73595, 605.3533, 490.7832, 516.5406, 88.4794, 810.8124, 105.2438, 339.733
238.1172888439588, 92.38199, 588.8798, 478.4217, 505.8964, 84.57388, 816.0215, 134.3827, 325.8997
238.2172121712119, 88.22399, 589.7271, 491.6696, 496.6792, 80.84074, 805.4677, 128.5505, 341.0142
238.3171354984649, 84.25314, 576.819, 471.6874, 515.9158, 77.27239, 784.1989, 122.9715, 327.1287
238.4170588257179, 80.46101, 600.0082, 478.5565, 508.0267, 73.86155, 784.3397, 117.6346, 322.4771
238.5169821529709, 76.83955, 575.6913, 465.229, 487.5764, 72.35654, 776.3215, 116.0358, 327.1271
238.6169054802239, 73.3811, 553.4394, 454.7042, 489.7746, 69.16268, 777.7787, 110.9999, 341.1787
238.716828807477, 70.0783, 558.9691, 456.1444, 507.9206, 74.08017, 767.0706, 106.1825, 327.2865
238.81675213473, 89.57207, 557.0609, 457.9836, 487.4746, 70.81023, 765.7264, 101.5743, 342.9995
238.916675461983, 100.3024, 568.1627, 444.656, 476.9159, 89.7953, 752.3729, 97.166, 332.873
239.016598789236, 95.78791, 554.4262, 443.1286, 494.3244, 85.83169, 749.0511, 92.94904, 345.929
239.1165221164891, 94.45713, 544.6353, 440.9785, 485.6826, 82.04303, 746.1171, 88.9151, 332.4402
239.2164454437421, 90.20573, 557.0605, 440.5532, 491.5278, 78.42161, 725.781, 116.0482, 318.9038
239.3163687709951, 86.14568, 553.3011, 449.2715, 490.8571, 74.96004, 731.2126, 111.0118, 305.9186
239.4162920982481, 82.26836, 530.8771, 437.5884, 481.8645, 71.65126, 733.7286, 106.1939, 311.3714
239.5162154255012, 78.56557, 516.9407, 429.0177, 473.3187, 100.6911, 703.8041, 109.0404, 333.5719
239.6161387527542, 75.02943, 517.6772, 411.5817, 479.4507, 96.24654, 747.8633, 104.3081, 319.9895
239.7160620800072, 71.65244, 536.1266, 433.2653, 485.7464, 91.99817, 721.3941, 99.78118, 306.9601
239.8159854072603, 68.42745, 514.3987, 423.9826, 479.3108, 87.93732, 691.9726, 117.8408, 309.4595
239.9159087345133, 65.34762, 503.5804, 420.682, 474.6109, 84.05573, 689.8097, 112.7266, 296.8589
240.0158320617663, 62.4064, 493.9877, 409.9095, 479.1421, 80.34546, 684.0588, 107.8343, 301.0536
240.1157553890193, 59.59757, 505.2042, 402.0478, 462.4027, 76.79897, 668.5814, 124.0347, 290.7683
240.2156787162724, 56.91515, 490.96, 408.5331, 443.7891, 86.2672, 652.4684, 118.6516, 330.7595
240.3156020435254, 54.35347, 471.0626, 412.6114, 465.9513, 82.45933, 669.3861, 113.5022, 317.2915
240.4155253707784, 51.90709, 451.9716, 395.8422, 490.2728, 78.81953, 651.4979, 108.5763, 320.9338
