 , C03, C06, C08, C09, C11, C12, C14, C18
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
60.85330629709229, 2.293842, 32.69508, 78.34977, 17.35608, 2.151197, 175.1142, 3.631719e-06, 78.81571
60.95322962434531, 2.190599, 31.37003, 75.16551, 24.66232, 2.056242, 167.9723, 3.474104e-06, 81.67876
61.05315295159834, 2.092003, 30.09868, 82.49836, 43.91079, 1.965479, 163.8205, 3.32333e-06, 78.35295
61.15307627885137, 1.997844, 28.87885, 79.1455, 42.1432, 1.878722, 167.5525, 3.179099e-06, 82.23855
61.25299960610439, 1.907924, 27.70846, 75.9289, 40.44675, 1.795794, 164.7061, 3.041127e-06, 92.48637
61.35292293335741, 1.82205, 26.58551, 82.81654, 38.8186, 1.716527, 163.3673, 2.909144e-06, 88.72048
61.45284626061044, 1.740042, 25.50806, 79.45074, 37.25599, 1.640758, 156.7045, 2.782889e-06, 87.57858
61.55276958786347, 1.661725, 24.47428, 76.22174, 35.75628, 1.568334, 150.3134, 2.662113e-06, 89.61223
61.65269291511649, 1.586933, 27.59635, 73.12397, 34.31693, 1.499107, 144.183, 2.546578e-06, 85.96337
61.75261624236951, 1.515507, 26.47794, 70.1521, 32.93553, 1.432936, 152.9844, 2.436058e-06, 82.46309
61.85253956962254, 1.447296, 25.40485, 67.30101, 31.60974, 1.369685, 148.3134, 2.330334e-06, 79.10534
61.95246289687557, 1.382155, 24.37525, 73.11331, 32.02976, 1.309227, 146.552, 2.229199e-06, 75.88431
62.05238622412859, 1.319946, 23.38738, 71.54444, 30.74043, 1.251437, 140.575, 2.132453e-06, 72.79443
62.15230955138161, 1.260537, 22.43955, 68.63676, 39.75594, 1.196198, 134.8418, 2.039905e-06, 69.83037
62.25223287863464, 1.203801, 21.53013, 70.65755, 38.1556, 1.143397, 129.3423, 1.951374e-06, 81.00372
62.35215620588767, 1.14962, 20.65757, 67.78592, 38.04639, 1.092927, 136.2309, 1.866686e-06, 77.70538
62.45207953314069, 1.097877, 19.82036, 65.031, 36.51486, 1.044684, 138.339, 1.785672e-06, 74.54136
62.55200286039371, 1.048463, 19.01709, 67.53334, 35.04498, 0.9985715, 132.697, 1.708175e-06, 86.55988
62.65192618764674, 1.001273, 18.24637, 64.78868, 37.50554, 0.9544941, 127.285, 1.634041e-06, 87.13847
62.75184951489977, 0.9562066, 17.50689, 62.15557, 35.99578, 0.9123622, 122.0938, 1.563124e-06, 85.12772
62.85177284215279, 0.9131689, 16.79738, 59.62947, 34.54679, 0.8720901, 121.215, 1.495286e-06, 81.66147
62.95169616940581, 0.8720683, 16.11662, 61.51256, 33.15614, 0.8335956, 135.9852, 1.430391e-06, 78.33636
63.05161949665884, 0.8328176, 15.46346, 59.01259, 31.82146, 0.7968003, 130.4391, 1.368313e-06, 75.14664
63.15154282391187, 0.7953334, 14.83676, 56.61423, 30.54052, 0.7616291, 139.8419, 1.308929e-06, 72.0868
63.25146615116489, 0.7595364, 18.13858, 55.98808, 29.31113, 0.7280104, 140.0885, 1.252122e-06, 69.15155
63.35138947841791, 0.7253506, 17.40347, 53.71264, 29.06488, 0.6958756, 134.3751, 1.19778e-06, 66.33582
63.45131280567094, 0.6927035, 16.69814, 51.52967, 27.89489, 0.6651593, 133.059, 1.145797e-06, 70.60136
63.55123613292397, 0.6615257, 16.02141, 49.97013, 28.70025, 0.6357989, 127.6323, 1.09607e-06, 69.8644
63.65115946017699, 0.6317512, 15.3721, 56.91325, 28.89351, 0.6077344, 133.2509, 1.048501e-06, 67.01964
63.75108278743001, 0.6033169, 14.74911, 54.60021, 33.31107, 0.5809087, 131.3746, 1.002997e-06, 69.81458
63.85100611468304, 0.5761623, 14.15136, 52.38118, 31.97015, 0.555267, 126.0166, 9.594671e-07, 69.45554
63.95092944193607, 0.55023, 13.57784, 50.25232, 30.68322, 0.5307572, 123.7135, 9.178267e-07, 66.62743
64.05085276918909, 0.5254648, 13.02756, 61.70765, 29.44809, 0.5073293, 118.6679, 8.779934e-07, 63.91448
64.15077609644212, 0.5018142, 12.49959, 59.19976, 28.26268, 0.4849356, 129.4101, 8.39889e-07, 61.312
64.25069942369514, 0.4792282, 11.99301, 59.92141, 27.12499, 0.4635302, 128.0355, 8.034382e-07, 72.245
64.35062275094816, 0.4576587, 11.50696, 57.48611, 26.03309, 0.4430698, 127.5724, 7.685694e-07, 69.30331
64.45054607820119, 0.4370601, 11.04061, 55.14978, 24.98515, 0.4235125, 126.8341, 7.352138e-07, 66.4814
64.55046940545422, 0.4173885, 10.59316, 53.87587, 23.97939, 0.4048184, 126.9348, 7.033059e-07, 67.12762
64.65039273270725, 0.3986024, 10.16385, 51.68627, 35.95141, 0.3869495, 121.7579, 6.727827e-07, 87.10076
64.75031605996027, 0.3806618, 9.75193, 56.91515, 37.0064, 0.3698693, 116.7921, 6.435843e-07, 83.55417
64.85023938721329, 0.3635286, 13.1089, 54.60203, 35.51674, 0.3535431, 112.0288, 6.156531e-07, 80.15199
64.95016271446632, 0.3471667, 12.57763, 57.06148, 34.08704, 0.3379375, 107.4598, 5.88934e-07, 76.88834
65.05008604171934, 0.3315411, 12.06789, 54.74242, 32.71489, 0.3230208, 111.3655, 5.633746e-07, 73.75758
65.15000936897236, 8.147284, 11.57881, 52.5176, 31.39798, 0.3087625, 112.6376, 5.389244e-07, 70.7543
65.24993269622539, 22.37477, 11.10955, 55.15102, 30.13408, 0.2951336, 118.851, 5.155353e-07, 77.61096
65.34985602347842, 21.36771, 10.6593, 52.9096, 30.08854, 0.2821062, 139.777, 4.931613e-07, 74.45078
65.44977935073145, 20.40597, 10.22731, 57.54821, 28.87735, 0.2696539, 135.9812, 4.717584e-07, 71.41927
65.54970267798447, 19.48752, 9.81282, 55.20936, 27.71492, 0.2577513, 130.4353, 4.512843e-07, 68.5112
65.64962600523749, 21.63901, 9.415131, 58.00993, 27.32859, 0.246374, 152.826, 4.316988e-07, 81.08131
65.74954933249052, 30.55715, 9.033558, 60.05775, 26.2285, 0.2354989, 149.6129, 4.129633e-07, 77.77982
65.84947265974354, 29.18181, 8.66745, 57.61691, 25.17269, 0.2251039, 143.511, 3.950408e-07, 86.27452
65.94939598699656, 27.86837, 8.316179, 55.27527, 24.15938, 0.2151677, 150.0184, 3.778963e-07, 82.76157
66.04931931424959, 26.61405, 7.979145, 53.0288, 23.18686, 0.20567, 143.9, 3.614958e-07, 79.39167
66.14924264150262, 25.41618, 7.655769, 50.87363, 27.89701, 0.1965917, 146.9023, 3.45807e-07, 76.15898
66.24916596875565, 24.27223, 7.3455, 49.52938, 27.03794, 0.187914, 140.911, 3.307992e-07, 73.05792
66.34908929600867, 23.17977, 7.047804, 50.30947, 26.92048, 0.1796194, 148.3075, 3.164427e-07, 70.08313
66.44901262326169, 22.13647, 6.762174, 49.65105, 26.22069, 0.1716909, 151.7671, 3.027092e-07, 67.22947
66.54893595051472, 21.14014, 6.488119, 47.63316, 25.1652, 0.1641124, 145.5774, 2.895718e-07, 64.492
66.64885927776774, 20.18864, 6.225172, 45.69727, 24.15219, 0.1568684, 148.7311, 2.770045e-07, 61.866
66.74878260502076, 19.27998, 5.97288, 43.84007, 23.17996, 0.1499441, 143.562, 2.649826e-07, 60.7715
66.84870593227379, 18.41221, 5.730814, 42.05834, 22.24687, 0.1433255, 146.8737, 2.534825e-07, 58.29699
66.94862925952683, 17.5835, 5.498558, 40.34902, 21.35134, 0.136999, 140.8835, 2.424815e-07, 70.84035
67.04855258677985, 16.79209, 5.275715, 40.25848, 23.82835, 0.1309518, 136.7961, 2.319579e-07, 67.95586
67.14847591403287, 16.0363, 5.061903, 38.62231, 22.86916, 0.1251715, 132.6302, 2.218911e-07, 65.18881
67.2483992412859, 15.31452, 4.856756, 37.05264, 21.94858, 0.1196464, 129.3148, 2.122611e-07, 62.53444
67.34832256853892, 14.62523, 4.659924, 35.54676, 21.06506, 0.1143652, 124.0408, 2.030491e-07, 80.67612
67.44824589579194, 13.96697, 4.471068, 34.10209, 20.2171, 0.109317, 126.6669, 1.942368e-07, 80.35202
67.54816922304497, 13.33833, 4.289866, 40.34755, 19.40328, 0.1044917, 127.9025, 1.858071e-07, 77.08022
67.64809255029799, 12.73799, 4.116009, 38.70776, 25.19912, 0.09987939, 122.6861, 1.777431e-07, 75.57092
67.74801587755103, 12.16467, 3.949197, 37.13462, 24.67287, 0.09547067, 117.6824, 1.700292e-07, 75.17246
67.84793920480405, 11.61715, 3.789145, 35.62541, 23.67969, 0.09125654, 112.8828, 1.6265e-07, 73.38067
67.94786253205707, 11.09428, 3.635581, 34.17754, 22.72648, 0.08722843, 113.5042, 1.55591e-07, 70.39274
68.0477858593101, 10.59494, 3.488239, 37.36724, 23.26011, 0.08337812, 113.7949, 1.488385e-07, 67.52647
68.14770918656312, 10.11807, 3.346869, 35.84858, 22.88778, 0.07969777, 109.1539, 1.42379e-07, 64.77691
68.24763251381614, 9.662672, 3.211229, 45.86512, 21.96645, 0.07617986, 115.6848, 1.361998e-07, 62.13931
68.34755584106917, 9.227767, 3.081085, 44.00109, 21.0822, 0.07281724, 110.9667, 1.302888e-07, 61.77011
68.44747916832219, 8.812436, 2.956217, 42.21282, 20.23355, 0.06960306, 114.1126, 1.246343e-07, 59.25494
68.54740249557523, 8.415799, 2.836408, 40.49722, 19.41907, 0.06653074, 109.4586, 1.192252e-07, 62.13544
68.64732582282825, 8.037014, 2.721456, 38.85135, 18.63737, 0.06359404, 119.0453, 1.140509e-07, 59.6054
68.74724915008127, 7.675278, 2.611161, 41.16653, 17.88714, 0.06078697, 114.1901, 1.091012e-07, 74.11253
68.8471724773343, 7.329823, 2.505337, 39.49346, 19.53818, 0.0581038, 114.8174, 1.043662e-07, 71.0948
68.94709580458732, 6.999917, 2.403802, 37.88839, 18.75169, 0.05553907, 110.1347, 9.983678e-08, 68.19994
69.04701913184034, 6.684859, 2.306382, 39.75591, 17.99685, 0.05308754, 105.6429, 9.550391e-08, 74.62007
69.14694245909337, 6.383982, 2.21291, 38.62629, 21.6135, 0.05074423, 101.3344, 9.135909e-08, 71.58167
69.24686578634639, 6.096646, 2.123226, 37.05646, 20.74347, 0.04850436, 97.20152, 8.739415e-08, 68.66699
69.34678911359943, 5.822244, 2.037177, 35.55043, 19.90846, 0.04636335, 93.23724, 8.360129e-08, 65.87099
69.44671244085245, 5.560192, 1.954615, 39.82101, 19.10706, 0.04431685, 89.43462, 7.997303e-08, 65.83253
69.54663576810547, 5.309934, 1.875399, 38.20263, 18.83286, 0.04236068, 100.5022, 7.650224e-08, 63.15195
69.6465590953585, 5.07094, 1.799394, 36.65001, 18.07475, 0.04049085, 96.40328, 7.318208e-08, 60.58051
69.74648242261152, 4.842704, 1.726469, 35.1605, 17.34717, 0.03870357, 97.21313, 7.000601e-08, 69.99525
69.84640574986454, 4.62474, 1.656499, 33.73152, 16.64887, 0.03699517, 97.77249, 6.696779e-08, 67.79499
69.94632907711757, 4.416586, 1.589365, 32.36062, 15.97868, 0.03536219, 93.78491, 6.406142e-08, 65.0345
70.04625240437059, 4.217801, 1.524952, 31.04543, 15.33547, 0.03380128, 89.95997, 6.128118e-08, 82.36441
70.14617573162363, 4.027963, 1.463149, 29.7837, 18.04272, 0.03230928, 103.295, 5.862161e-08, 79.01067
70.24609905887665, 3.846669, 1.403852, 33.40686, 17.31642, 0.03088313, 102.044, 5.607746e-08, 75.7935
70.34602238612968, 3.673535, 1.346957, 32.04915, 16.61936, 0.02951993, 97.8822, 5.364373e-08, 72.70731
70.4459457133827, 3.508194, 1.292368, 30.74662, 15.95036, 0.02821691, 93.89015, 5.131562e-08, 69.7468
70.54586904063572, 3.350294, 1.239991, 29.49703, 17.32286, 0.0269714, 90.06091, 4.908855e-08, 75.76788
70.64579236788875, 3.199502, 1.189738, 34.25852, 21.69158, 0.02578087, 93.91592, 4.695813e-08, 72.68275
70.74571569514177, 4.21417, 1.14152, 33.68895, 20.81841, 0.02464288, 101.9677, 4.492017e-08, 71.69528
70.84563902239479, 4.952765, 1.095257, 32.31978, 19.98038, 0.02355514, 111.779, 4.297065e-08, 68.77598
70.94556234964783, 17.94481, 1.050869, 38.97509, 22.13163, 0.0225154, 129.1899, 4.110575e-08, 65.97554
71.04548567690085, 17.13714, 1.00828, 37.39109, 21.24074, 0.02152156, 127.6749, 3.932178e-08, 64.23682
71.14540900415388, 16.36582, 3.290565, 43.12658, 20.38571, 0.02057158, 142.5627, 3.761523e-08, 61.62121
71.2453323314069, 15.62921, 3.157206, 41.37385, 19.5651, 0.01966354, 136.7484, 3.598275e-08, 76.47382
71.34525565865992, 14.92576, 3.029252, 39.69235, 18.77752, 0.01879559, 141.5832, 3.442112e-08, 73.35993
71.44517898591295, 14.25397, 2.906484, 38.07919, 18.02165, 0.01796594, 135.8088, 3.292726e-08, 70.37284
71.54510231316597, 13.68122, 2.788691, 36.5316, 17.2962, 0.01717291, 138.048, 3.149823e-08, 67.50738
71.64502564041899, 19.00952, 2.675672, 35.0469, 16.59995, 0.01641489, 150.2439, 3.013122e-08, 64.7586
71.74494896767203, 30.02379, 3.388756, 39.52011, 15.93174, 0.01569033, 144.1163, 2.882354e-08, 62.12174
71.84487229492505, 28.67245, 11.84435, 37.91395, 15.29042, 0.01499775, 138.2386, 2.757261e-08, 63.06525
71.94479562217808, 27.38194, 11.36433, 36.37307, 14.67491, 0.01433574, 154.0892, 2.637598e-08, 60.49734
72.0447189494311, 27.3217, 10.90376, 34.89481, 14.08418, 0.01370295, 147.8048, 2.523127e-08, 63.1128
72.14464227668412, 26.09199, 10.46186, 33.47663, 16.93639, 0.0130981, 157.9818, 2.413625e-08, 60.54296
72.24456560393715, 26.31727, 10.03787, 34.53362, 16.25463, 0.01251994, 152.4641, 2.308875e-08, 69.85216
72.34448893119017, 25.13276, 12.64052, 37.85242, 15.60031, 0.01196731, 152.4908, 2.20867e-08, 67.0079
72.44441225844319, 24.00157, 12.12823, 47.04847, 14.97233, 0.01143906, 150.2879, 2.112815e-08, 64.27945
72.54433558569623, 22.92129, 11.63671, 56.48384, 14.36963, 0.01093414, 158.624, 2.02112e-08, 69.43468
72.64425891294925, 36.33398, 14.22694, 54.18825, 13.79119, 0.0104515, 168.4133, 1.933404e-08, 66.60742
72.74418224020228, 34.69863, 25.13251, 51.98596, 13.23604, 0.009990163, 161.5447, 1.849495e-08, 84.03289
72.8441055674553, 40.31775, 24.11395, 49.87317, 12.70323, 0.009549192, 171.2316, 1.769228e-08, 80.61121
72.94402889470832, 38.52152, 23.13667, 51.57478, 12.19187, 0.009127686, 176.1819, 1.692445e-08, 77.32887
73.04395222196135, 45.45252, 22.19899, 49.4787, 11.7011, 0.008724785, 185.8724, 1.618993e-08, 89.6232
73.14387554921437, 43.40676, 21.59428, 47.46781, 11.23008, 0.008339669, 178.2918, 1.54873e-08, 85.9739
73.24379887646739, 57.79498, 20.71911, 47.83211, 10.77802, 0.007971551, 171.0203, 1.481516e-08, 86.33192
73.34372220372043, 55.1937, 19.87942, 45.88814, 13.12631, 0.007619683, 171.6742, 1.417219e-08, 82.81664
73.44364553097346, 52.7095, 19.07375, 49.96822, 12.59792, 0.007283346, 174.777, 1.355712e-08, 81.58634
73.54356885822648, 50.33711, 18.30074, 47.93744, 12.0908, 0.006961855, 167.6489, 1.296875e-08, 110.7169
73.6434921854795, 74.36967, 17.55906, 56.28401, 11.60409, 0.006654555, 174.7554, 1.240591e-08, 111.8152
73.74341551273253, 71.02238, 16.84743, 53.99654, 11.42996, 0.00636082, 181.9542, 1.18675e-08, 107.2623
73.84333883998555, 67.82574, 16.16465, 56.87159, 10.96985, 0.00608005, 174.5333, 1.135246e-08, 102.8947
73.94326216723857, 64.77299, 15.50953, 54.56025, 10.52827, 0.005811674, 184.0025, 1.085976e-08, 106.6259
74.0431854944916, 61.85764, 14.88097, 52.34283, 17.36737, 0.005555143, 197.6187, 1.038846e-08, 102.2843
74.14310882174463, 60.04074, 18.93548, 61.13799, 16.66826, 0.005309936, 191.9381, 9.937603e-09, 111.3239
74.24303214899766, 57.33838, 18.16807, 58.65325, 15.99729, 0.005075553, 190.1299, 9.506316e-09, 123.2259
74.34295547625068, 54.75765, 17.43176, 56.26949, 18.95677, 0.004851515, 182.3756, 9.093746e-09, 118.2084
74.4428788035037, 52.29307, 18.49361, 53.98261, 18.19368, 0.004637367, 192.4254, 8.699082e-09, 113.3951
74.54280213075673, 49.93942, 19.93446, 59.10501, 23.7423, 0.004432671, 184.5775, 8.321546e-09, 108.7779
74.64272545800975, 48.7159, 19.12657, 56.70289, 22.78658, 0.004237011, 179.7246, 7.960395e-09, 104.3486
74.74264878526277, 46.52325, 18.35141, 54.3984, 21.86932, 0.004049987, 175.405, 7.614918e-09, 112.9378
74.8425721125158, 44.4293, 20.19445, 52.18756, 20.98899, 0.003871218, 186.6325, 7.284434e-09, 108.3392
74.94249543976883, 42.42959, 19.37601, 50.06658, 20.14409, 0.00370034, 179.0209, 6.968293e-09, 108.287
75.04241876702186, 40.51989, 18.59075, 61.46177, 19.33321, 0.003537006, 178.6714, 6.665873e-09, 103.8777
75.14234209427488, 38.69614, 17.83731, 58.96386, 18.55496, 0.00338088, 171.3844, 6.376577e-09, 99.648
75.2422654215279, 36.95447, 17.11441, 56.56748, 26.18235, 0.003231646, 164.3946, 6.099837e-09, 104.9343
75.34218874878093, 35.29119, 16.4208, 54.26849, 26.34816, 0.003089, 165.2846, 5.835107e-09, 100.6616
75.44211207603395, 33.70278, 15.75531, 52.06294, 25.28753, 0.00295265, 176.0337, 5.581866e-09, 101.518
75.54203540328697, 32.18586, 15.11678, 53.58884, 24.2696, 0.002822318, 168.8543, 5.339615e-09, 113.8974
75.64195873054, 30.73721, 14.50414, 51.4109, 23.29265, 0.00269774, 161.9677, 5.107879e-09, 109.2597
75.74188205779303, 29.35377, 13.91632, 49.32148, 22.35502, 0.00257866, 155.362, 4.886199e-09, 104.8108
75.84180538504606, 28.03259, 13.35233, 47.31698, 21.45514, 0.002464837, 149.0257, 4.67414e-09, 100.5431
75.94172871229908, 26.77088, 12.81119, 45.39395, 20.59148, 0.002356037, 161.6222, 4.471285e-09, 98.76211
76.0416520395521, 28.20635, 12.29198, 43.54907, 19.76258, 0.002252041, 155.0305, 4.277233e-09, 101.965
76.14157536680513, 29.83728, 11.79382, 54.55006, 18.96705, 0.002152635, 148.7077, 4.091604e-09, 110.1272
76.24149869405815, 28.49434, 11.31584, 52.33307, 18.20355, 0.002057616, 167.9262, 3.91403e-09, 105.643
76.34142202131117, 41.46557, 16.38469, 55.78902, 17.47078, 0.001966792, 182.9514, 3.744163e-09, 113.4023
76.4413453485642, 52.37591, 15.72065, 53.52167, 23.87024, 0.001879977, 175.4899, 3.581668e-09, 108.7848
76.54126867581724, 50.01853, 15.08353, 51.34646, 22.90936, 0.001796994, 176.7396, 3.426226e-09, 116.3642
76.64119200307026, 47.76726, 37.60294, 56.24223, 21.98716, 0.001717673, 185.3914, 3.277529e-09, 111.6261
76.74111533032328, 45.61731, 36.07899, 53.95646, 21.10209, 0.001641854, 209.2827, 3.135286e-09, 107.0809
76.84103865757631, 44.57141, 34.61679, 51.76358, 20.25264, 0.001569382, 200.7473, 2.999216e-09, 122.5087
76.94096198482933, 58.34754, 33.21386, 49.65983, 19.43738, 0.001500109, 216.8804, 2.869051e-09, 117.5204
77.04088531208235, 56.12611, 35.71888, 66.04807, 18.65495, 0.001433893, 208.0351, 2.744536e-09, 112.7352
77.14080863933538, 53.59994, 34.27128, 63.36378, 17.90401, 0.0013706, 202.8838, 2.625424e-09, 111.2099
77.2407319665884, 51.18747, 39.10526, 60.78857, 17.18329, 0.001310101, 221.9566, 2.511482e-09, 106.6817
77.34065529384144, 48.88359, 37.52042, 66.05857, 16.49159, 0.001252273, 212.9042, 2.402485e-09, 113.1117
77.44057862109446, 46.6834, 35.99981, 63.37385, 15.82774, 0.001196997, 224.841, 2.298219e-09, 129.9145
77.54050194834748, 44.58223, 34.54082, 63.77094, 15.1906, 0.001144161, 245.0018, 2.198477e-09, 124.6246
77.64042527560051, 42.57564, 33.14097, 61.17919, 14.57912, 0.001093657, 235.0096, 2.103064e-09, 130.3624
77.74034860285353, 40.65936, 31.79785, 58.69277, 13.99224, 0.001045382, 240.4617, 2.011792e-09, 135.9011
77.84027193010655, 44.18121, 31.87973, 63.74174, 19.74129, 0.0009992386, 242.7174, 1.924481e-09, 130.3674
77.94019525735958, 53.00505, 30.58772, 75.08331, 18.94662, 0.0009551317, 235.826, 1.84096e-09, 135.0823
78.0401185846126, 50.61936, 29.34807, 72.03181, 18.18394, 0.0009129717, 249.8058, 1.761063e-09, 129.5819
78.14004191186564, 50.30343, 28.15867, 69.10432, 17.45196, 0.0008726727, 239.6177, 1.684634e-09, 124.3056
78.23996523911866, 48.03933, 27.01746, 66.29581, 16.74945, 0.0008341525, 234.2408, 1.611522e-09, 129.5537
78.33988856637168, 48.727, 38.91686, 63.60145, 22.06695, 0.0007973326, 236.7458, 1.541582e-09, 124.2785
78.43981189362471, 47.44114, 37.33966, 61.01659, 21.17867, 0.0007621379, 227.0903, 1.474678e-09, 129.1308
78.53973522087773, 50.38775, 35.82637, 60.06255, 20.32613, 0.0007284967, 243.1763, 1.410678e-09, 123.8728
78.63965854813075, 48.11986, 39.69837, 61.57139, 19.50792, 0.0006963405, 248.6842, 1.349455e-09, 118.8289
78.73958187538378, 45.95404, 38.08949, 63.82485, 18.72264, 0.0006656036, 238.5418, 1.29089e-09, 126.67
78.8395052026368, 43.88571, 36.54581, 61.23091, 17.96898, 0.0006362235, 238.7892, 1.234866e-09, 121.5122
78.93942852988984, 57.17786, 35.0647, 58.74239, 17.24565, 0.0006081403, 229.0504, 1.181273e-09, 135.8101
79.03935185714286, 58.19558, 33.64361, 56.35501, 22.67244, 0.0005812967, 236.8415, 1.130006e-09, 131.9118
79.13927518439588, 55.57627, 32.28012, 59.19781, 34.57635, 0.0005556379, 227.1821, 1.080965e-09, 126.5406
79.23919851164891, 53.07485, 30.97188, 56.79192, 33.35295, 2.163595, 220.793, 1.034051e-09, 133.941
79.33912183890193, 50.68601, 29.71667, 62.16459, 32.01036, 2.068093, 215.5607, 9.89174e-10, 137.9299
79.43904516615495, 48.4047, 28.51232, 59.63813, 38.39114, 1.976806, 206.7692, 9.462443e-10, 132.3136
79.53896849340798, 46.22606, 27.35679, 57.21434, 36.84574, 1.889549, 211.8469, 9.051778e-10, 137.4694
79.638891820661, 44.31498, 26.24809, 61.45439, 35.36254, 1.806143, 215.297, 8.658935e-10, 131.8719
79.73881514791404, 42.32042, 25.18431, 58.95679, 33.93905, 1.726419, 218.884, 8.283141e-10, 126.5023
79.83873847516706, 40.41563, 35.05795, 56.56069, 34.7664, 1.650214, 210.8694, 7.923657e-10, 121.3514
79.93866180242009, 38.59657, 33.63713, 54.26198, 33.36691, 1.577373, 208.3347, 7.579775e-10, 116.4101
80.03858512967311, 36.85939, 32.2739, 56.2029, 52.33974, 1.507747, 199.8379, 7.250816e-10, 127.382
80.13850845692613, 35.20039, 30.96592, 56.10125, 50.23285, 1.441194, 197.9072, 6.936134e-10, 127.1864
80.23843178417916, 33.61606, 29.71094, 53.82121, 50.41618, 1.377579, 189.8357, 6.63511e-10, 122.0076
80.33835511143218, 32.10304, 31.80979, 51.63383, 48.38671, 1.316772, 203.4159, 6.347149e-10, 117.0397
80.4382784386852, 30.65812, 30.52062, 52.39895, 47.16122, 8.548812, 195.1197, 6.071686e-10, 112.274
80.53820176593824, 29.27824, 29.28369, 51.50937, 53.0962, 8.171463, 187.1619, 5.808178e-10, 112.8018
80.63812509319126, 27.96046, 28.0969, 49.41595, 50.95885, 7.810771, 179.5286, 5.556106e-10, 128.0201
80.73804842044429, 26.70199, 26.9582, 47.40761, 48.90754, 13.01852, 185.1948, 5.314973e-10, 122.8073
80.83797174769731, 25.50017, 25.86565, 54.9271, 55.96271, 12.44387, 177.6418, 5.084306e-10, 124.3231
80.93789507495033, 24.35244, 24.81738, 59.55824, 54.97319, 11.8946, 170.3968, 4.86365e-10, 141.4639
81.03781840220336, 23.25636, 23.81159, 57.1377, 65.49904, 11.36956, 163.4473, 4.65257e-10, 135.7037
81.13774172945638, 22.20962, 22.84656, 54.81553, 62.86243, 10.8677, 186.8108, 4.450651e-10, 130.1781
81.2376650567094, 21.21, 21.92064, 52.58775, 62.03935, 10.388, 181.6268, 4.257495e-10, 124.8775
81.33758838396244, 21.18252, 21.03225, 50.4505, 60.56863, 9.929465, 174.2193, 4.072721e-10, 124.5484
81.43751171121546, 20.22912, 20.17986, 51.2241, 58.13049, 9.491174, 167.1139, 3.895967e-10, 119.477
81.53743503846849, 19.31863, 20.93451, 49.14228, 55.79049, 9.072228, 160.2983, 3.726884e-10, 118.5412
81.63735836572151, 18.44913, 20.08608, 47.14506, 53.54469, 8.671776, 158.5629, 3.565139e-10, 117.1129
81.73728169297453, 17.61875, 22.95647, 52.66973, 51.38929, 8.289, 152.096, 3.410414e-10, 123.1511
81.83720502022756, 16.82575, 22.0261, 50.52916, 57.52881, 7.923119, 145.8929, 3.262403e-10, 118.1366
81.93712834748058, 16.06845, 21.13344, 48.47557, 56.65163, 7.573388, 145.9105, 3.120817e-10, 113.3263
82.0370516747336, 15.34523, 20.27695, 48.87507, 54.37116, 7.239095, 158.4547, 2.985375e-10, 108.7118
82.13697500198664, 14.65456, 27.90207, 46.88871, 64.72782, 6.919558, 181.2035, 2.855811e-10, 104.2853
82.23689832923966, 13.99497, 26.77126, 60.50748, 62.12225, 8.272893, 181.8726, 2.73187e-10, 106.1007
82.33682165649269, 18.58523, 33.46319, 63.27716, 59.62157, 7.907723, 174.4551, 2.613308e-10, 111.7316
82.43674498374571, 17.74873, 32.27217, 60.70548, 65.27748, 7.558672, 202.7685, 2.499892e-10, 107.1821
82.53666831099873, 16.94988, 30.96425, 58.23832, 62.64979, 11.23963, 197.1997, 2.391398e-10, 106.6979
82.63659163825176, 16.18699, 35.17669, 63.64523, 60.12787, 10.74351, 199.3606, 2.287612e-10, 102.3534
82.73651496550478, 32.28929, 33.75107, 67.11756, 59.58324, 10.26929, 213.2811, 2.188331e-10, 119.7961
82.8364382927578, 40.37909, 32.38322, 64.3898, 57.18476, 9.815993, 211.0746, 2.093359e-10, 125.0531
82.93636162001084, 38.56167, 31.07081, 69.79066, 54.88284, 9.38271, 230.1169, 2.002508e-10, 119.9611
83.03628494726387, 36.82606, 39.08059, 66.95426, 54.04005, 12.98292, 229.0448, 1.9156e-10, 115.0765
83.13620827451689, 35.16856, 37.49675, 65.7691, 51.86471, 12.40985, 231.4674, 1.832464e-10, 119.8962
83.23613160176991, 33.58567, 35.97709, 63.09614, 50.41142, 11.86207, 235.2771, 1.752936e-10, 120.1629
83.33605492902294, 32.07402, 34.51903, 61.6699, 48.38215, 11.33847, 239.0971, 1.676859e-10, 115.2701
83.43597825627596, 30.6304, 33.12006, 59.16354, 46.43456, 10.83799, 238.6404, 1.604085e-10, 123.9396
83.53590158352898, 29.25177, 31.77778, 56.75904, 48.26361, 10.35959, 238.5947, 1.534468e-10, 118.893
83.63582491078201, 27.93518, 30.4899, 58.33506, 46.56743, 9.902315, 248.6266, 1.467873e-10, 116.0732
83.73574823803504, 26.67785, 29.25422, 64.34187, 44.69289, 9.465221, 238.4866, 1.404168e-10, 111.3469
83.83567156528807, 25.47712, 29.83773, 61.72692, 42.89381, 9.047421, 235.6561, 1.343228e-10, 144.3908
83.93559489254109, 24.33042, 31.03389, 61.86228, 41.16716, 8.648064, 226.0451, 1.284932e-10, 138.5115
84.03551821979411, 25.07107, 29.77616, 59.3481, 39.51, 8.266334, 223.5839, 1.229167e-10, 132.8715
