 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C029, C030, C033, C040, C047, C074, C081, C083, C093, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 80.43591, 9.459, 125.5318, 85.87433, 0, 323.2637, 68.30237, 37.48343, 344.2065, 0, 83.75882, 101.8672, 8.514465, 60.61069, 36.40991, 0, 153.2017, 0, 0, 0, 0, 0, 142.5161, 0, 0, 0, 0, 0, 0, 104.416, 88.92578, 31.28162, 26.74365, 0, 144.7891, 177.6902, 0, 82.88354
0.2, 109.3052, 145.3464, 120.1818, 82.07794, 184.0454, 396.0801, 64.88257, 120.4405, 363.6142, 187.6211, 79.1954, 97.0166, 7.993214, 57.61285, 220.75, 10.68579, 146.1062, 109.6859, 90.69884, 59.09045, 94.30646, 0, 133.748, -6.103516e-05, 0, 0, 0, 0, 0, 121.8947, 85.2876, 103.0709, 96.05811, 0, 223.5156, 398.2231, 287.8043, 186.9426
0.3, 104.3643, 136.3045, 115.0599, 274.5869, 388.533, 572.9048, 267.0686, 114.8504, 428.0145, 177.9913, 74.8806, 92.39697, 7.503872, 54.76331, 341.0581, 267.1915, 325.0959, 224.2547, 86.09618, 104.7317, 155.2266, 68.66705, 156.8425, 17.75476, 6.103516e-05, 0, 0, 0, 0, 116.4834, 81.79834, 98.77844, 316.2081, 0, 361.436, 379.1888, 602.4885, 268.5387
0.4, 99.64667, 127.8251, 110.1562, 262.4476, 500.6968, 710.0405, 253.6972, 109.5197, 401.266, 358.1185, 70.80089, 238.3345, 7.044491, 113.5377, 361.8353, 303.6249, 474.0388, 214.856, 81.72707, 318.927, 197.0122, 64.4845, 187.9905, 16.70578, 3.051758e-05, 0, 0, 0, 31.53027, 186.7639, 270.1022, 94.66479, 300.9353, 0, 344.114, 461.2988, 702.4193, 353.2037
0.5, 95.14236, 119.8733, 128.6171, 370.2933, 561.8364, 865.4092, 240.9954, 104.4365, 376.1891, 370.0203, 66.94345, 343.0579, 6.613228, 232.1525, 555.4407, 288.4852, 595.3635, 205.8511, 77.57968, 300.3838, 298.3023, 60.55673, 195.5911, 181.7362, 3.051758e-05, 0, 0, 0, 81.22266, 361.4067, 350.2917, 90.72247, 532.8413, 0, 593.5815, 702.4495, 716.3054, 379.6638
0.6, 223.0794, 112.4161, 123.1357, 353.9229, 606.3857, 1143.91, 228.9293, 159.6764, 352.6794, 349.4613, 63.29617, 326.7227, 6.20837, 220.6702, 677.2981, 326.2218, 567.7893, 197.2236, 73.64276, 407.0028, 276.8772, 56.86826, 298.8358, 170.9991, 6.103516e-05, 0, 0, 0, 216.7129, 345.3628, 335.9602, 167.4922, 588.2389, 0, 573.3748, 680.6611, 701.7751, 476.6764
0.7, 212.9956, 150.2851, 117.8878, 350.0179, 804.1584, 1270.36, 392.5261, 156.6821, 330.6388, 413.1791, 59.84761, 333.9839, 5.828297, 209.7557, 642.6886, 534.3022, 578.7456, 188.9578, 69.90564, 383.3389, 256.9909, 53.40439, 280.4503, 160.8964, 6.103516e-05, 0, 0, 0, 266.2429, 330.0312, 322.2151, 265.5781, 559.8268, 0, 685.1226, 921.1622, 769.542, 672.3724
0.8, 203.3676, 146.5964, 112.8636, 334.5439, 932.356, 1426.878, 433.229, 149.4099, 309.9758, 464.788, 56.58693, 375.8663, 5.471493, 199.3811, 853.2253, 507.6604, 842.0281, 181.0383, 66.35814, 361.0507, 238.5329, 94.39581, 301.5046, 229.3799, 3.051758e-05, 0, 0, 0, 255.3303, 452.6166, 399.3115, 254.518, 733.4456, 0, 773.6177, 935.8624, 794.7968, 645.012
0.9, 209.8995, 137.4768, 108.0535, 319.754, 970.824, 1643.89, 411.5384, 142.4752, 441.2071, 438.9634, 53.50391, 396.1395, 5.13653, 189.5197, 846.6443, 482.3472, 803.3927, 173.4508, 62.99068, 340.0585, 221.4006, 88.64615, 466.3312, 374.3542, 126.7465, 0, 1.525879e-05, 0, 336.1066, 473.5287, 471.0978, 243.9186, 758.6017, 0, 821.6592, 891.1299, 772.4362, 807.5341
1, 213.1823, 128.9245, 103.4485, 359.6977, 1040.791, 1619.423, 390.9337, 148.6911, 413.6341, 414.5737, 50.58886, 478.6407, 4.822073, 180.1459, 803.3813, 635.0806, 1050.318, 166.1813, 59.7941, 320.2867, 205.4988, 83.2467, 496.3011, 352.2371, 121.3059, 0, 1.525879e-05, 0, 626.6299, 548.4735, 451.8239, 233.7605, 721.9608, 0, 879.5422, 1164.366, 876.0385, 774.6736
1.1, 252.8944, 176.5244, 99.03964, 461.1913, 1199.357, 1731.709, 371.3607, 141.7897, 491.3143, 415.0397, 47.83263, 605.2263, 4.526869, 171.2358, 968.9114, 613.3884, 1133.488, 159.2164, 56.75975, 339.7711, 190.7392, 147.78, 465.7668, 426.115, 116.0989, 0, 2.288818e-05, 0, 600.9459, 652.3552, 540.0323, 431.1931, 687.0898, 0, 945.8796, 1108.712, 853.2241, 815.7491
1.2, 241.4628, 165.543, 94.81873, 440.8024, 1161.961, 1879.117, 352.7676, 135.2087, 460.6099, 391.9792, 45.22657, 611.0434, 4.249735, 315.1877, 1039.956, 582.8033, 1080.991, 152.5434, 53.87938, 525.5793, 177.0397, 179.0512, 437.1111, 400.9399, 220.1267, 0, 2.288818e-05, 0, 576.3145, 623.3953, 642.3248, 530.987, 653.9032, 0, 1027.885, 1168.336, 858.3204, 954.3921
1.3, 230.548, 185.1441, 90.77769, 535.9151, 1211.306, 1867.952, 513.8862, 128.9332, 431.8243, 370.2002, 42.7625, 641.2431, 3.989569, 299.5983, 986.8147, 734.3496, 1030.925, 225.5034, 51.14519, 495.021, 164.3241, 168.1452, 458.6982, 377.2522, 210.6779, 0, 1.525879e-05, 0, 552.6927, 814.0117, 616.0454, 508.8738, 622.3195, 0, 1036.05, 1143.18, 837.5267, 915.5555
1.4, 220.1266, 173.6265, 86.90889, 634.4298, 1274.533, 1877.211, 488.1572, 122.9489, 404.8377, 541.1235, 40.43267, 610.7094, 3.745329, 284.78, 951.8987, 725.6838, 986.8462, 216.0522, 48.54973, 522.4169, 152.5217, 157.9034, 465.352, 354.964, 201.6347, -7.629395e-06, 1.525879e-05, 0, 560.8682, 777.8754, 590.8413, 487.6817, 718.5505, 0, 1072.37, 1154.737, 906.5491, 952.3068
1.5, 229.7701, 162.8253, 83.20497, 606.3822, 1274.394, 2055.824, 463.7164, 117.2424, 449.1038, 523.041, 38.22978, 648.612, 3.516042, 270.6947, 948.8927, 689.4993, 1034.922, 206.9972, 46.08599, 492.0425, 141.5671, 148.2855, 453.2158, 333.9926, 192.9796, -7.629395e-06, 1.525879e-05, 0, 548.0127, 880.202, 669.9192, 483.2206, 683.8444, 0, 1020.976, 1099.543, 1027.281, 913.5549
1.6, 289.5714, 152.6961, 79.6589, 708.9706, 1301.835, 2135.285, 509.4796, 111.8007, 494.9619, 560.623, 36.14691, 761.9611, 3.300792, 257.306, 900.4048, 719.0092, 1134.508, 340.4635, 43.74728, 518.3099, 131.3993, 139.2534, 463.5579, 314.2601, 184.696, -7.629395e-06, 1.525879e-05, 0, 609.7701, 916.6387, 642.5109, 554.5377, 818.7563, 0, 1045.198, 1232.878, 986.8714, 1020.32
1.7, 276.482, 261.9563, 76.26396, 707.5952, 1359.897, 2083.737, 594.0843, 106.6116, 516.8317, 529.4737, 34.17752, 725.6793, 3.098719, 435.5746, 934.8792, 834.8179, 1081.964, 350.7801, 41.52724, 488.1742, 121.9617, 153.7409, 475.173, 295.6935, 176.7681, -7.629395e-06, 1.525879e-05, 0, 584.777, 907.8215, 664.7034, 579.7305, 947.2034, 0, 1146.794, 1244.632, 1056.775, 978.8007
1.8, 301.2524, 245.6602, 73.01371, 676.313, 1410.552, 2255.586, 653.0132, 101.6634, 484.5326, 632.3438, 32.31543, 691.1249, 2.909018, 414.0309, 959.1256, 793.1917, 1143.145, 397.5403, 39.41987, 580.52, 157.7242, 144.3765, 489.9735, 278.2238, 169.1804, -3.814697e-06, 7.629395e-06, 0, 560.8083, 942.7354, 637.5086, 577.3252, 901.4532, 0, 1160.054, 1214.736, 1052.588, 1010.9
1.9, 287.6349, 230.3779, 69.90198, 749.9751, 1481.442, 2162.896, 620.3185, 96.94481, 454.252, 602.3476, 30.55479, 739.1212, 2.730928, 393.5527, 961.2353, 964.1953, 1240.88, 380.879, 37.41943, 624.8156, 204.8401, 135.5825, 459.8285, 425.7546, 161.9185, -3.814697e-06, 7.629395e-06, 0, 537.8221, 1015.299, 795.5969, 629.8772, 876.4395, 0, 1104.458, 1156.674, 1097.687, 1066.844
2, 290.7414, 277.9059, 101.7347, 716.8193, 1490.957, 2434.97, 589.2607, 92.44524, 425.8638, 734.0455, 28.89008, 743.5193, 2.563743, 374.0874, 912.1166, 920.0006, 1243.277, 364.9159, 35.52052, 588.4873, 214.7759, 127.3241, 431.5382, 400.6008, 154.9682, -7.629395e-06, 7.629395e-06, 0, 639.0966, 970.227, 763.0468, 695.54, 940.4135, 0, 1051.526, 1156.574, 1046.881, 1097.146
2.1, 277.599, 260.6176, 165.5354, 731.858, 1514.663, 2391.132, 559.7579, 88.15452, 399.2496, 693.2606, 27.31606, 708.1155, 2.406792, 389.0319, 1008.509, 954.7419, 1186.502, 349.6218, 33.71797, 554.2714, 302.9684, 119.5688, 404.9883, 376.9331, 148.3163, 33.41599, 7.629395e-06, 0, 638.0706, 1036.169, 731.8284, 697.8302, 894.9911, 0, 1128.803, 1101.292, 1108.918, 1166.884
2.2, 265.0507, 244.4048, 158.4805, 717.1569, 1443.084, 2280.312, 558.6981, 84.06293, 413.1584, 758.3807, 25.8278, 674.3975, 2.25945, 393.1002, 956.9752, 1052.332, 1143.201, 384.5909, 32.0069, 685.7896, 281.2081, 112.2858, 550.9629, 428.457, 300.5599, 83.96761, 0, 0, 624.694, 990.1705, 841.1458, 668.7688, 851.7628, 0, 1074.704, 1179.918, 1064.639, 1227.364
2.3, 253.0697, 229.2007, 151.7263, 884.8494, 1507.609, 2420.76, 553.958, 80.16125, 387.3383, 840.5603, 24.42063, 896.054, 6.726452, 373.6573, 908.0743, 1229.111, 1220.004, 368.4722, 30.38265, 676.8027, 261.0108, 105.4465, 517.0656, 403.1436, 680.2554, 383.52, 0, 0, 631.0912, 982.457, 806.7322, 733.7632, 916.1196, 0, 1184.911, 1458.795, 1294.011, 1177.42
2.4, 280.9608, 214.9423, 145.26, 845.7308, 1674.303, 2375.774, 546.4203, 76.44067, 393.6615, 808.1685, 23.09012, 1069.319, 6.314662, 474.7753, 958.2695, 1167.824, 1163.5, 353.0291, 28.84084, 719.2416, 242.2641, 99.02371, 485.2538, 379.3257, 651.0558, 359.6956, 0, 0, 653.285, 1167.142, 773.7264, 819.2609, 962.1078, 0, 1187.843, 1448.051, 1332.776, 1228.082
2.5, 357.6848, 201.5709, 139.0693, 883.4202, 1674.467, 2575.779, 519.0624, 72.89277, 369.0598, 899.6588, 35.93154, 1033.942, 5.928082, 451.2927, 1059.006, 1109.593, 1144.045, 338.2332, 27.37725, 895.0102, 261.2284, 138.8483, 455.3992, 356.9149, 623.1095, 337.3512, 0, 0, 626.5085, 1150.641, 846.207, 785.1425, 961.8465, 0, 1323.01, 1618.55, 1271.088, 1178.108
2.6, 341.5164, 300.0634, 133.1423, 844.3649, 1844.569, 2682.899, 508.5318, 69.50954, 616.8724, 995.0485, 33.97388, 1062.828, 5.565167, 428.9715, 1298.56, 1180.795, 1388.985, 324.0575, 245.153, 893.9513, 266.0572, 130.391, 640.021, 529.1393, 596.3629, 316.3949, 0, 0, 759.8639, 1226.65, 832.3268, 752.4449, 1227.257, 0, 1543.682, 1541.186, 1331.969, 1196.597
2.7, 326.0789, 289.6589, 127.468, 807.0361, 2045.621, 2702.354, 762.3186, 66.28334, 578.3213, 939.7616, 138.6721, 1408.072, 5.22447, 407.7544, 1558.482, 1393.874, 1324.655, 310.4759, 232.7122, 1072.39, 246.9481, 122.4489, 770.7643, 497.8775, 570.7643, 365.9017, 0, 0, 797.8473, 1172.195, 957.7908, 721.1091, 1199.813, 0, 1818.748, 1799.733, 1287.729, 1147.904
2.8, 337.5021, 412.9824, 162.5034, 771.3577, 2351.265, 2666.912, 828.4886, 63.20688, 699.6765, 1217.572, 131.1168, 1901.901, 4.904631, 387.5867, 1791.909, 1570.559, 1293.164, 297.4634, 220.9029, 1081.15, 229.2114, 114.9905, 886.0899, 468.4626, 546.2645, 343.1718, 0, 0, 852.4068, 1382.718, 918.6049, 691.0782, 1141.861, 0, 2266.142, 1879.53, 1330.277, 1146.71
2.9, 322.246, 387.2911, 155.5778, 737.2565, 2982.587, 2600.912, 787.0084, 60.27321, 664.2966, 1360.005, 123.9732, 2077.701, 4.604372, 368.4164, 2866.363, 1834.393, 1233.271, 284.9964, 209.6927, 2012.028, 212.7486, 125.4644, 1316.774, 440.7856, 522.8165, 333.2903, 0, 0, 955.9341, 1697.027, 881.0221, 662.298, 1418.268, 0, 2630.152, 1789.692, 1314.565, 1100.047
3, 307.6796, 363.1981, 148.9473, 704.663, 3480.27, 2480.37, 747.6049, 57.4757, 698.1968, 1591.399, 117.2188, 1995.708, 4.322494, 350.1944, 3434.635, 1742.925, 1216.868, 273.0518, 199.0515, 2039.064, 197.4683, 117.8223, 1370.3, 457.0242, 500.3748, 312.5862, 0, 0, 997.139, 2300.707, 844.9771, 634.7164, 1379.902, 0, 2524.572, 1704.148, 1269.948, 1055.284
3.1, 293.7715, 340.6039, 145.6949, 673.5104, 3611.083, 2365.415, 710.1742, 54.80804, 654.5634, 1502.978, 110.8324, 2055.347, 4.057873, 332.8736, 3622.274, 1904.396, 1196.154, 261.6079, 188.9503, 2028.319, 183.2854, 115.9072, 1285.994, 457.3879, 478.8965, 414.3276, 0, 0, 956.2687, 2486.48, 810.4067, 608.2834, 1313.253, 0, 2612.365, 1622.692, 1239.229, 1070.014
3.2, 301.6195, 372.7113, 179.3525, 643.735, 3553.579, 2305.764, 674.6176, 89.81241, 613.6568, 1488.266, 104.7939, 1957.478, 3.809452, 316.4095, 3437.178, 1969.928, 1168.703, 250.6436, 179.3617, 1970.378, 170.1212, 187.3805, 1369.125, 430.3652, 458.3401, 473.8343, 0, 0, 942.5021, 2376.098, 885.2725, 582.9512, 1295.506, 0, 2487.166, 1576.891, 1351.371, 1104.875
3.3, 287.9854, 349.5253, 171.7087, 615.276, 3487.897, 2412.921, 709.6113, 163.3227, 575.3066, 1405.575, 99.0844, 1927.468, 3.576239, 412.3615, 3390.391, 1963.694, 1204.169, 240.1389, 170.2596, 1885.684, 157.9025, 282.3889, 1284.891, 564.045, 438.6661, 447.3052, 0, 0, 1038.238, 2449.018, 849.0535, 558.674, 1232.933, 0, 2751.574, 1518.432, 1288.823, 1059.915
3.4, 383.3885, 327.7817, 164.3908, 605.9683, 3522.881, 2426.63, 674.0829, 155.7422, 589.674, 1327.479, 93.68599, 2037.567, 18.67839, 433.6394, 3466.892, 1935.148, 1163.054, 230.0743, 161.6195, 1922.82, 146.5614, 265.1885, 1205.84, 530.7209, 419.8367, 419.5184, -3.814697e-06, 0, 995.6829, 2429.345, 814.3164, 603.6786, 1313.421, 0, 2619.703, 1445.854, 1270.627, 1016.784
3.5, 366.0583, 307.3907, 157.3847, 579.1789, 3356.4, 2398.328, 640.3333, 148.5136, 591.0872, 1253.721, 88.5817, 2023.978, 17.53491, 412.1915, 3289.736, 1915.041, 1196.61, 220.4317, 153.4178, 1937.617, 136.0349, 249.0359, 1131.652, 499.3657, 401.8154, 397.6024, -3.814697e-06, 0, 1013.912, 2321.5, 781.0004, 578.5383, 1249.982, 0, 2641.012, 1453.984, 1211.816, 1235.826
3.6, 349.5114, 288.2682, 150.6772, 673.3757, 3502.859, 2550.76, 608.2734, 200.7101, 583.3495, 1467.898, 83.75551, 1980.187, 16.46143, 435.5446, 3177.003, 1819.552, 1159.844, 211.1931, 145.6324, 1824.96, 316.1308, 355.3771, 1062.029, 469.8629, 384.5677, 372.9032, -3.814697e-06, 0, 1012.522, 2382.146, 749.0475, 586.866, 1189.608, 0, 2514.44, 1529.239, 1283.412, 1185.537
3.7, 369.2757, 270.3353, 144.2556, 643.6063, 3408.009, 2565.808, 577.8188, 191.3944, 546.8934, 1386.339, 105.1624, 1948.263, 15.45367, 466.1909, 3141.812, 1750.673, 1106.127, 202.3418, 138.242, 1817.763, 348.7614, 333.731, 1182.311, 442.1032, 368.0603, 355.5321, -3.814697e-06, 0, 978.4993, 2318.859, 718.4019, 562.4257, 1269.038, 0, 2543.191, 1456.144, 1299.672, 1257.728
3.8, 352.5833, 253.518, 138.1076, 663.6854, 3324.148, 2616.142, 623.6122, 182.5111, 632.368, 1325.376, 181.0492, 1913.456, 14.50761, 443.1329, 3110.791, 1681.24, 1174.07, 193.8614, 131.2267, 1876.176, 323.7121, 313.4034, 1181.002, 533.5491, 352.2615, 333.4464, -5.722046e-06, 0, 953.3384, 2361.472, 689.01, 563.4357, 1390.784, 0, 2603.312, 1386.543, 1300.761, 1206.548
3.9, 387.0428, 237.7469, 149.8512, 634.3444, 3379.503, 2572.24, 592.3896, 174.0401, 592.8485, 1289.188, 171.1852, 1937.576, 13.61946, 421.2154, 3059.681, 1605.298, 1119.693, 185.7364, 124.5673, 1920.434, 300.4619, 294.3139, 1270.285, 502.0268, 337.1409, 312.7326, -5.722046e-06, 0, 914.2633, 2363.435, 660.8207, 539.9713, 1323.609, 0, 2502.328, 1320.268, 1240.555, 1203.876
4, 369.5473, 222.9568, 143.4648, 641.3931, 3308.163, 2505.033, 603.0178, 185.1137, 555.7988, 1240.578, 161.8585, 1873.691, 12.78568, 503.7536, 3253.652, 1811.834, 1067.835, 177.952, 118.2459, 1849.03, 278.8817, 360.357, 1192.132, 472.3668, 322.6693, 293.3055, -5.722046e-06, 0, 876.7898, 2320.539, 718.6179, 626.1004, 1259.678, 0, 2382.403, 1317.511, 1282.746, 1221.153
4.1, 352.8427, 209.0869, 137.3506, 613.0376, 3326.174, 2592.292, 572.8262, 252.8214, 521.0645, 1242.801, 153.04, 1806.175, 12.00295, 490.3866, 3231.582, 1721.491, 1018.378, 170.4938, 112.2453, 1741.523, 258.8515, 338.4076, 1209.868, 493.765, 308.8189, 275.0853, -5.722046e-06, 0, 840.8522, 2464.959, 689.2173, 600.0262, 1300.851, 0, 2496.514, 1377.618, 1223.374, 1275.285
4.2, 336.8932, 196.0798, 131.4969, 585.9357, 3204.604, 2544.456, 544.1463, 331.1901, 583.7485, 1182.821, 144.7019, 1794.295, 14.67646, 466.1318, 3214.966, 1699.271, 1226.204, 163.3482, 106.5492, 1663.753, 350.0175, 317.7951, 1153.794, 464.593, 295.563, 257.9969, -5.722046e-06, 0, 806.3877, 2355.533, 661.0195, 583.2872, 1286.427, 0, 2447.085, 1422.749, 1258.997, 1464.228
4.3, 321.6646, 183.8819, 125.8927, 560.0319, 3163.56, 2586.263, 516.9023, 315.8183, 565.4957, 1117.101, 136.8181, 1708.857, 13.77797, 500.6682, 3236.976, 1705.915, 1169.413, 156.5021, 101.1422, 1567.019, 324.878, 298.4382, 1306.135, 437.1447, 282.8761, 241.9701, -3.814697e-06, 0, 830.8949, 2384.222, 697.1993, 558.996, 1305.769, 0, 2557.386, 1354.744, 1269.601, 1419.512
4.4, 353.0788, 172.4427, 148.8481, 535.2733, 3138.017, 2787.479, 491.0223, 301.16, 530.1554, 1055.033, 175.8406, 1725.334, 12.93449, 475.9049, 3071.568, 1646.558, 1209.375, 149.9429, 96.00957, 1545.42, 301.5441, 280.2603, 1225.777, 457.9183, 270.7338, 226.9388, -3.814697e-06, 0, 910.6372, 2419.857, 668.6749, 535.7164, 1336.738, 0, 2434.823, 1289.99, 1210.838, 1513.259
4.5, 337.1186, 161.7152, 142.5044, 600.0762, 3081.882, 2668.4, 466.4381, 287.182, 547.6381, 1018.811, 166.2603, 1766.991, 12.14265, 452.3664, 2932.632, 1693.943, 1153.363, 143.6586, 91.13739, 1633.779, 279.8862, 263.1895, 1150.362, 468.8466, 259.1127, 212.8413, -3.814697e-06, 0, 873.3124, 2312.433, 641.3176, 513.4063, 1272.173, 0, 2350.676, 1228.33, 1154.794, 1451.68
4.6, 321.8799, 151.6551, 136.4311, 573.5473, 3113.161, 2691.791, 517.5432, 279.7447, 533.1254, 1027.241, 157.202, 1723.426, 11.39928, 429.9921, 2967.056, 1609.478, 1206.704, 137.6377, 86.51246, 1550.349, 415.6676, 247.1586, 1184.351, 513.0936, 247.9904, 199.6195, -1.907349e-06, 0, 861.8836, 2209.777, 650.1461, 566.5358, 1258.865, 0, 2464.116, 1430.85, 1162.06, 1421.65
4.7, 467.4685, 142.2207, 130.6166, 548.1912, 3202.988, 2612.842, 491.6311, 411.609, 499.808, 973.6024, 148.6371, 1788.959, 10.70142, 501.9615, 3108.144, 1590.317, 1270.487, 131.8692, 82.12222, 1497.598, 464.9514, 232.1041, 1501.803, 482.7798, 237.3456, 236.9677, -3.814697e-06, 0, 887.6536, 2292.215, 623.5468, 548.502, 1198.061, 0, 2381.936, 1509.796, 1108.274, 1609.057
4.8, 446.3375, 133.3733, 125.0499, 559.065, 3129.993, 2555.547, 551.8256, 392.5047, 512.4514, 1014.191, 140.5389, 1744.942, 10.04629, 477.1343, 3160.382, 1757.722, 1281.841, 126.3424, 77.95479, 1410.525, 520.4793, 217.9666, 1409.406, 592.7574, 227.1577, 222.2472, -1.907349e-06, 0, 988.5324, 2327.17, 809.9087, 525.6594, 1328.507, 0, 2440.622, 1561.025, 1141.741, 1543.58
4.9, 442.5941, 125.0763, 147.9468, 534.3491, 3053.675, 2700.788, 594.3047, 374.287, 644.8906, 1032.768, 132.882, 1814.701, 9.431259, 564.8229, 3178.138, 1670.077, 1333.758, 121.0472, 73.99883, 1411.466, 483.0967, 204.6903, 1358.042, 557.7371, 217.407, 208.4411, -1.907349e-06, 0, 1046.947, 2323.26, 850.1669, 552.2716, 1264.34, 0, 2455.812, 1602.914, 1088.896, 1620.448
5, 422.5875, 117.2954, 141.6416, 510.726, 2983.097, 2850.506, 564.5494, 426.8258, 689.5887, 1006.068, 125.6422, 1728.292, 8.853882, 536.8865, 3371.998, 1601.633, 1455.692, 115.974, 70.24363, 1329.4, 448.399, 192.2225, 1360.318, 615.8508, 208.075, 195.4927, -1.907349e-06, 0, 1204.907, 2336.883, 979.0397, 712.2102, 1289.165, 0, 2415.014, 1526.297, 1046.197, 1670.714
5.1, 403.4854, 109.9986, 135.605, 610.8353, 3077.984, 2894.665, 536.2839, 427.0085, 646.4933, 985.6467, 118.7968, 1737.07, 8.311852, 556.4618, 3301.51, 1521.772, 1519.59, 348.3539, 66.67899, 1272.59, 628.7161, 180.5142, 1430.699, 600.7892, 199.1435, 183.3486, -1.907349e-06, 0, 1321.708, 2297.985, 999.3055, 864.3844, 1493.839, 0, 2352.903, 1843.007, 997.7737, 1849.736
5.2, 426.9187, 103.1557, 129.8257, 693.8206, 3094.555, 2908.922, 568.424, 407.1894, 606.0911, 930.8823, 131.2208, 1791.463, 7.803004, 528.9389, 3302.222, 1654.037, 1663.291, 359.0701, 63.29525, 1328.799, 634.6335, 169.5191, 1378.235, 565.2943, 190.5953, 171.959, -1.907349e-06, 0, 1321.194, 2369.87, 1210.299, 1025.454, 1421.686, 0, 2354.08, 1812.669, 974.1221, 1817.795
5.3, 407.6208, 96.73845, 124.2928, 807.3613, 3113.207, 2876.483, 583.1216, 388.2902, 631.3625, 938.5217, 124.0715, 1706.159, 7.325307, 574.2234, 3423.887, 1715.021, 1612.363, 344.021, 60.08321, 1339.674, 711.4327, 159.1936, 1293.441, 583.0157, 182.4141, 202.2146, -1.907349e-06, 0, 1277.414, 2264.665, 1302.612, 1079.5, 1373.008, 0, 2395.364, 1826.646, 1069.722, 1856.754
5.4, 428.6743, 90.72044, 118.9956, 800.9738, 2991.497, 3012.543, 628.6219, 370.2682, 591.9058, 1003.688, 117.3117, 1783.017, 6.876856, 573.6341, 3320.245, 1713.552, 1537.687, 439.8033, 57.03418, 1339.931, 660.3351, 243.6557, 1355.314, 548.5708, 174.5841, 189.6529, -2.861023e-06, 0, 1383.191, 2295.813, 1249.318, 1034.544, 1482.236, 0, 2354.412, 1918.228, 1162.322, 1871.969
5.5, 409.297, 85.0768, 113.9242, 890.5593, 3065.493, 3032.986, 637.2767, 353.0826, 625.94, 1011.153, 110.9202, 1713.443, 6.455858, 665.257, 3237.992, 1628.11, 1667.051, 429.1302, 54.13988, 1426.538, 612.9076, 291.2763, 1419.798, 570.1312, 167.0902, 323.7542, -2.861023e-06, 0, 1326.498, 2290.351, 1359.783, 1112.571, 1637.069, 0, 2506.983, 1881.601, 1108.524, 1837.222
5.6, 390.7956, 79.78426, 109.0689, 891.1617, 2989.883, 3037.09, 605.3699, 336.6947, 586.8223, 1112.589, 104.877, 1650.664, 6.060633, 741.8049, 3218.685, 1571.471, 1666.706, 411.1449, 51.39246, 1343.596, 701.7368, 273.5346, 1332.447, 536.4476, 159.9179, 310.3568, -2.861023e-06, 0, 1300.427, 2241.6, 1392.859, 1138.614, 1596.102, 0, 2417.112, 2058.046, 1370.819, 1762.461
5.7, 373.1305, 74.82095, 104.4206, 952.495, 2917.473, 3056.549, 575.0606, 321.0674, 550.149, 1103.229, 99.16296, 1739.136, 5.689604, 721.8171, 3135.893, 1533.534, 1643.796, 511.8879, 48.78446, 1382.729, 651.3357, 256.8736, 1296.648, 504.7541, 153.0535, 305.5668, 95.3024, 0, 1369.412, 2242.538, 1372.189, 1091.195, 1607.427, 0, 2316.736, 2024.318, 1392.41, 1853.265
5.8, 356.2639, 70.1664, 99.97034, 1000.707, 3022.719, 3070.319, 567.8555, 306.1655, 515.7678, 1045.868, 93.76026, 1656.325, 5.34129, 701.8564, 3109.545, 1701.529, 1567.664, 528.6533, 46.3088, 1302.334, 909.4542, 241.2274, 1216.873, 474.9329, 146.4838, 286.5849, 90.45321, 0, 1316.514, 2256.555, 1400.394, 1045.752, 1529.788, 0, 2326.12, 1927.559, 1338.461, 1777.851
5.9, 340.1597, 65.80142, 95.70975, 1198.176, 3005.856, 3014.109, 539.4244, 291.9552, 522.9896, 987.7573, 88.65192, 1646.086, 5.014298, 741.2026, 3006.483, 1696.81, 1495.058, 603.43, 43.95878, 1358.05, 936.3615, 226.5342, 1142.006, 446.8737, 140.196, 283.8581, 99.36423, 0, 1407.83, 2156.38, 1343.1, 1134.781, 1618.245, 0, 2268.548, 1902.938, 1318.566, 1745.585
6, 324.7835, 61.70798, 91.63075, 1145.206, 2979.865, 2882.467, 560.7976, 278.4044, 490.3056, 1085.82, 83.82191, 1567.705, 4.707325, 704.5424, 2978.853, 1775.06, 1521.681, 578.1395, 41.72801, 1428.236, 894.7116, 212.7359, 1196.367, 420.4722, 134.1782, 266.2247, 94.30836, 0, 1389.315, 2184.066, 1348.886, 1108.132, 1540.083, 0, 2335.295, 1811.981, 1294.991, 1768.101
