 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C029, C030, C033, C040, C047, C074, C081, C083, C093, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
371, 1358.516, 320.8986, 833.8666, 1083.708, 33.69736, 0.3915924, 1362.914, 27.7865, 1091.309, 184.1351, 0.0797829, 0.5104693, 18.70979, 176.4788, 0.0003663216, 358.9505, 88.51395, 1.874663, 1018.996, 0.1831793, 245.853, 132.4197, 1383.511, 913.4906, 1621.866, 42.94613, 882.4822, 11.63045, 464.2882, 231.2772, 3.257661, 55.03772, 43.79636, 1354.919, 0.0001950582, 480.6975, 0.0007280484, 0.0002124774
371.1, 1400.041, 300.9358, 798.3285, 1106.897, 32.10492, 0.3734437, 1437.214, 26.49682, 1044.358, 173.9041, 0.07543609, 0.4861626, 17.56438, 167.7501, 0.0003476028, 341.0523, 84.41445, 1.796094, 1104.61, 0.1725289, 228.195, 124.354, 1427.492, 986.0362, 1722.022, 40.2783, 837.5796, 11.15896, 445.2581, 221.0101, 3.124381, 52.74565, 41.68098, 1377.913, 0.00018571, 626.5521, 0.0006943507, 0.0002038311
371.2, 1399.402, 282.2148, 764.305, 1148.203, 30.58774, 0.3561361, 1419.097, 25.267, 1061.725, 164.2417, 0.07132611, 0.4630132, 16.4891, 159.4531, 0.0003298405, 324.0465, 80.50482, 1.720817, 1048.555, 0.1624977, 211.8052, 116.7796, 1463.453, 1020.834, 1648.105, 37.7762, 882.2667, 10.70658, 427.0081, 237.0184, 2.996553, 50.54904, 39.66777, 1360.582, 0.0001768098, 596.604, 0.0006622128, 0.0001955367
371.3, 1423.677, 264.6585, 826.9182, 1216.901, 29.14226, 0.3396306, 1362.958, 24.09427, 1123.797, 155.1161, 0.06744006, 0.4409662, 15.47964, 151.5665, 0.0003129858, 307.8887, 76.77626, 1.648696, 1048.005, 0.1530497, 196.5926, 109.6665, 1576.037, 1098.497, 1701.773, 35.42953, 858.1221, 10.27253, 477.7648, 226.4965, 2.873956, 48.44391, 37.75181, 1370.378, 0.0001683361, 568.0873, 0.0006315623, 0.0001875798
371.4, 1387.022, 248.1944, 791.6762, 1403.258, 27.76508, 0.3238901, 1294.718, 22.97596, 1095.586, 146.4975, 0.06376572, 0.4199689, 14.53199, 144.0699, 0.0002969924, 323.0402, 73.22039, 1.579597, 994.8218, 0.1441511, 182.4727, 102.9867, 1479.073, 1057.325, 1628.725, 33.22863, 872.8103, 9.856089, 458.1823, 216.4417, 2.756374, 46.42645, 35.92838, 1299.195, 0.0001602685, 540.9337, 0.0006023305, 0.0001799467
371.5, 1362.861, 232.7544, 857.6409, 1341.221, 26.45299, 0.308879, 1522.704, 21.90956, 1205.797, 138.3578, 0.06029158, 0.3999715, 13.64235, 136.9441, 0.0002818163, 306.9326, 69.82921, 1.513394, 1071.026, 0.1357698, 169.3669, 96.71378, 1543.022, 994.8575, 1558.813, 31.16446, 894.0938, 9.456526, 439.4025, 206.8332, 2.643603, 44.493, 34.19303, 1387.046, 0.0001525876, 515.078, 0.0005744517, 0.0001726243
371.6, 1301.255, 218.275, 821.0896, 1508.317, 25.2029, 0.2945637, 1476.054, 20.89266, 1255.521, 130.6704, 0.05700672, 0.3809262, 12.80717, 130.1708, 0.0002674156, 434.3145, 66.59509, 1.449966, 1104.904, 0.1278759, 157.2023, 90.82292, 1448.09, 1167.219, 1646.821, 66.68069, 893.2038, 17.81278, 421.3925, 197.6513, 2.535446, 42.64007, 32.5415, 1314.998, 0.0001452747, 490.4581, 0.0005478633, 0.0001655997
371.7, 1242.435, 257.8888, 786.096, 1441.635, 24.01188, 0.2809119, 1441.935, 19.92295, 1244.969, 123.4101, 0.05390082, 0.3627878, 12.02312, 243.2477, 0.0002537509, 412.6584, 63.51075, 1.389196, 1309.263, 0.1204409, 145.9115, 85.29089, 1383, 1116.874, 1620.705, 62.53847, 883.0824, 17.81766, 404.1206, 263.4688, 2.431714, 40.86431, 30.96973, 1426.344, 0.0001383124, 467.015, 0.0005225054, 0.0001588611
371.8, 1448.424, 247.4912, 761.6895, 1377.901, 22.87715, 0.2678927, 1402.299, 18.99825, 1355.52, 116.5532, 0.05096415, 0.3455132, 11.28707, 231.2166, 0.0002407843, 392.0821, 60.56927, 1.330973, 1689.798, 0.1134382, 135.4316, 80.0958, 1384.98, 1115.066, 1551.137, 58.65356, 1000.134, 17.09533, 387.5566, 251.7727, 2.332226, 39.1625, 29.47388, 1352.254, 0.0001316837, 444.6925, 0.0004983213, 0.0001523966
371.9, 1425.075, 232.095, 735.5883, 1401.975, 21.79605, 0.255477, 1332.09, 18.11647, 1361.609, 110.0773, 0.04818747, 0.329061, 10.59608, 267.6883, 0.0002284804, 372.5319, 57.76402, 1.275191, 1792.71, 0.1068426, 219.9709, 75.21716, 1352.349, 1239.825, 1578.704, 55.00998, 969.7654, 16.40229, 371.6716, 240.5958, 2.236808, 37.53157, 28.05029, 1357.718, 0.0001253727, 423.437, 0.0004752566, 0.0001461952
372, 1544.999, 217.6566, 716.7969, 1339.995, 20.76603, 0.2436366, 1433.491, 17.27561, 1276.516, 103.9612, 0.04556208, 0.3133923, 9.947395, 254.4483, 0.0002168052, 353.9564, 55.0887, 1.221746, 1701.736, 0.1006306, 204.1718, 70.63567, 1269.147, 1166.576, 1689.368, 51.59274, 1026.533, 15.73735, 356.4376, 229.9151, 2.145294, 35.96855, 26.69545, 1634.736, 0.0001193642, 403.1974, 0.0004532594, 0.0001402462
372.1, 1475.161, 223.8171, 789.8675, 1280.755, 19.78469, 0.2323451, 1361.72, 16.47379, 1301.985, 98.18488, 0.04307972, 0.2984697, 9.338421, 403.7361, 0.0002057266, 336.3072, 52.53728, 1.170541, 1696.226, 0.0947797, 227.1942, 66.33324, 1573.313, 1097.654, 1616.853, 48.38779, 1185.579, 15.09936, 341.8281, 244.4651, 2.057524, 34.47063, 25.40605, 1630.267, 0.0001136436, 383.9252, 0.0004322803, 0.0001345392
372.2, 1462.236, 209.8936, 756.2046, 1224.134, 18.84973, 0.2215768, 1320.57, 15.70918, 1362.571, 92.72953, 0.04073261, 0.2842576, 8.766727, 383.7672, 0.000195214, 319.538, 50.10403, 1.121482, 1610.148, 0.089269, 210.8763, 62.29287, 1811.798, 1032.804, 1547.45, 45.38192, 1125.254, 14.48724, 327.8173, 254.3843, 1.973345, 33.03509, 24.17893, 1581.504, 0.0001081972, 365.5742, 0.0004122722, 0.0001290645
372.3, 1459.843, 272.2286, 723.9763, 1241.718, 17.95894, 0.2113076, 1366.504, 14.98005, 1277.418, 87.57729, 0.03851338, 0.2707222, 8.230033, 364.7859, 0.0001852387, 303.605, 47.78348, 1.07448, 1658.892, 0.08407871, 217.5924, 58.4986, 1841.263, 971.7853, 1709.455, 42.56278, 1067.999, 13.89993, 314.3809, 243.0915, 1.89261, 31.65933, 23.01108, 1499.354, 0.0001030118, 348.1004, 0.0003931902, 0.0001238125
372.4, 1456.38, 255.2935, 693.1216, 1312.88, 17.11026, 0.2015143, 1298.087, 14.28477, 1323.652, 82.71133, 0.03641506, 0.2578314, 7.726194, 346.7434, 0.0001757731, 288.4665, 45.5704, 1.029447, 1574.709, 0.07919019, 294.2615, 54.93544, 1727.982, 973.5338, 1636.077, 59.60558, 1060.324, 13.33643, 301.4951, 232.3, 1.815178, 30.34087, 21.89964, 1598.468, 9.807492e-05, 331.4618, 0.0003749915, 0.0001187743
372.5, 1390.547, 239.4119, 691.1619, 1349.472, 16.30168, 0.1921749, 1233.095, 13.62176, 1240.931, 78.11572, 0.03443106, 0.2455544, 7.253201, 329.5933, 0.0001667912, 274.0828, 43.45982, 0.9863016, 1622.755, 0.0745859, 273.1266, 51.58931, 1719.55, 916.0169, 1565.849, 55.90286, 1006.373, 23.59957, 289.1375, 273.3282, 1.740914, 29.07731, 20.84188, 1515.437, 9.337463e-05, 315.6184, 0.000357635, 0.000113941
372.6, 1327.691, 224.5183, 661.7056, 1289.813, 15.53131, 0.1832684, 1171.357, 12.98953, 1316.32, 73.77546, 0.03255516, 0.2338619, 6.809163, 313.2914, 0.0001582683, 260.4163, 41.44699, 0.9449645, 1540.406, 0.07024931, 253.5097, 48.447, 1658.125, 892.2147, 1498.636, 52.43016, 1083.643, 22.64285, 277.2865, 261.1944, 1.669688, 27.86637, 19.83521, 1436.719, 8.889961e-05, 300.5324, 0.0003410819, 0.0001093045
372.7, 1267.675, 210.5513, 633.5048, 1232.791, 14.79735, 0.1747746, 1231.134, 12.38663, 1869.572, 69.67635, 0.03078146, 0.2227263, 6.39231, 297.7959, 0.0001501809, 247.4312, 39.52739, 0.9053599, 1517.933, 0.06616487, 451.6707, 45.49608, 1556.111, 1002.36, 1650.702, 49.17318, 1028.505, 21.72492, 265.9211, 249.5992, 1.601376, 26.70587, 18.87716, 1417.539, 8.463906e-05, 286.1674, 0.000325295, 0.0001048566
372.8, 1260.507, 216.3161, 667.7998, 1337.255, 14.09807, 0.1666745, 1187.992, 11.81172, 1845.428, 65.805, 0.02910439, 0.2121208, 6.000976, 283.0668, 0.0001425067, 235.0936, 37.69669, 0.8674152, 1440.903, 0.0623179, 431.0659, 42.72491, 1460.374, 943.1404, 1638.21, 156.822, 1155.782, 28.08456, 255.0217, 259.1201, 1.53586, 25.59369, 17.96539, 1362.702, 8.05827e-05, 272.4891, 0.0003102387, 0.0001005897
372.9, 1203.528, 202.8593, 667.5029, 1278.136, 13.43184, 0.1589498, 1238.834, 11.2635, 1837.201, 62.14875, 0.0275187, 0.2020204, 5.633599, 269.0662, 0.0001352247, 223.3712, 35.95078, 0.8310608, 1424.519, 0.0586946, 400.1053, 40.12252, 1516.004, 895.2116, 1619.843, 147.0802, 1096.974, 26.94603, 244.5689, 247.617, 1.473023, 24.52784, 17.09765, 1335.24, 7.672074e-05, 259.4646, 0.0002958794, 9.649649e-05
373, 1246.171, 190.2396, 758.6985, 1330.337, 12.79709, 0.1515831, 1332.076, 10.74072, 1722.386, 58.69564, 0.0260194, 0.1924009, 5.288713, 255.758, 0.0001283148, 212.2333, 34.28572, 0.79623, 1380.54, 0.05528197, 469.9976, 37.67865, 1490.917, 887.2702, 1550.312, 137.9435, 1041.157, 25.85364, 234.5446, 253.647, 1.412758, 23.50636, 16.27183, 1368.585, 7.304386e-05, 247.0626, 0.0002821846, 9.25698e-05
373.1, 1208.456, 178.405, 726.364, 1271.523, 12.19234, 0.1445579, 1265.382, 10.2422, 1676.052, 55.43439, 0.02460179, 0.1832394, 4.96494, 243.1081, 184.7923, 201.6508, 32.69779, 0.762859, 1355.012, 0.05206775, 436.2407, 35.38364, 1399.19, 942.6691, 1614.593, 129.3744, 988.1808, 35.59092, 224.9312, 257.2134, 1.354958, 22.52743, 15.48589, 1361.68, 6.95432e-05, 235.2534, 0.0002691237, 8.880291e-05
373.2, 1260.9, 167.3065, 823.5695, 1215.31, 11.61616, 0.1378582, 1202.028, 9.766819, 1626.785, 52.35435, 0.02326141, 0.1745142, 4.660989, 231.0839, 175.3495, 279.4425, 31.1834, 0.7308867, 1483.658, 0.04904042, 404.9084, 33.22842, 1337.236, 886.9758, 1590.711, 121.3376, 964.1027, 34.14808, 215.7118, 250.5885, 1.299523, 21.58927, 14.73792, 1290.949, 6.621032e-05, 224.0087, 0.0002566674, 8.51893e-05
373.3, 1203.903, 156.8986, 961.3979, 1344.799, 11.06722, 0.131469, 1241.761, 9.313504, 1747.722, 49.44544, 0.02199406, 0.1662044, 4.375645, 219.6543, 326.6528, 265.5088, 29.73915, 0.7002544, 1468.193, 0.0461891, 375.8264, 31.20447, 1388.113, 834.5728, 1653.2, 113.8001, 915.0471, 32.76373, 206.8702, 239.4642, 1.246356, 20.69018, 14.02607, 1258.715, 6.303717e-05, 213.3015, 0.0002447875, 8.172273e-05
373.4, 1168.956, 316.3255, 1196.93, 1378.101, 10.54421, 0.1253759, 1179.59, 8.881229, 1764.957, 46.69816, 0.02079576, 0.1582904, 4.10777, 295.1099, 309.9611, 252.2698, 28.36179, 0.6709059, 1438.513, 0.04350357, 348.8333, 29.3038, 1352.789, 785.2659, 1604.837, 106.7308, 979.9672, 31.43549, 198.3911, 235.2538, 1.195364, 19.82853, 13.34861, 1193.332, 6.001608e-05, 203.106, 0.0002334575, 7.839723e-05
373.5, 1179.387, 296.6472, 1623.747, 1357.167, 10.04593, 0.1195653, 1120.531, 8.469018, 1671.992, 44.10352, 0.01966275, 0.1507531, 3.856295, 280.5136, 317.6666, 395.11, 27.04822, 0.6427875, 1365.513, 0.04097417, 396.9861, 27.5189, 1399.303, 824.5715, 1652.625, 122.5094, 930.1044, 30.16111, 190.2595, 224.8102, 1.146458, 19.00276, 12.70387, 1298.904, 5.713979e-05, 193.3979, 0.000222652, 7.520705e-05
373.6, 1126.075, 278.193, 1926.512, 1350.508, 9.571186, 0.1140239, 1156.396, 8.075939, 1660.308, 41.65304, 0.01859146, 0.1435748, 3.620214, 266.6393, 330.5365, 375.4088, 25.79549, 0.6158475, 1341.318, 0.03859185, 368.4732, 25.84272, 1427.313, 900.4453, 1728.939, 300.6712, 882.7786, 28.93839, 182.4612, 265.7128, 1.099553, 18.21139, 12.09027, 1231.434, 5.440134e-05, 184.1538, 0.0002123465, 7.214669e-05
373.7, 1075.174, 260.8869, 2128.965, 1387.527, 9.11888, 0.1087393, 1371.705, 7.701104, 1556.548, 39.33871, 0.01757854, 0.1367383, 3.398587, 253.4512, 543.9707, 356.6899, 24.60078, 0.5900366, 1379.349, 0.03634803, 342.0081, 24.26863, 1495.566, 857.0986, 1654.725, 281.9934, 837.861, 27.76523, 174.9826, 253.9171, 1.054567, 17.45297, 447.9485, 1198.477, 5.179413e-05, 175.3515, 0.0002025181, 6.921086e-05
373.8, 1163.804, 244.6574, 2122.449, 1523.885, 8.687949, 0.1036997, 1303.027, 7.343667, 1633.203, 43.34921, 0.01662081, 0.1302273, 77.49592, 240.9154, 844.1201, 338.9044, 23.4614, 0.5653074, 1497.821, 0.03423468, 317.4439, 22.79043, 1616.141, 806.4608, 1583.697, 264.4759, 795.2288, 26.63964, 167.8104, 242.645, 1.011422, 16.72613, 426.3124, 1209.214, 4.931188e-05, 166.97, 0.0001931446, 6.63945e-05
373.9, 1111.197, 229.4375, 2169.122, 1499.949, 8.277383, 0.09889364, 1237.788, 7.00282, 1531.137, 40.94065, 0.01571526, 0.1240263, 72.75166, 318.4536, 800.986, 322.0057, 22.37479, 0.5416147, 1516.753, 0.0322442, 294.644, 21.40226, 1883.017, 768.7733, 1515.717, 279.7849, 754.7658, 25.55968, 160.9323, 231.8733, 0.9700419, 16.02957, 405.7214, 1146.403, 4.694859e-05, 158.9891, 0.0001842049, 6.369274e-05
374, 1060.967, 215.1644, 2106.937, 1433.637, 7.886219, 0.09431031, 1175.815, 6.677792, 1435.449, 99.92171, 0.01485905, 0.1181206, 68.29784, 302.7027, 779.2523, 305.9496, 21.33851, 0.518915, 1453.988, 0.03036945, 372.1563, 20.09864, 2068.122, 950.4334, 1450.656, 262.4046, 821.7477, 24.5235, 154.336, 252.2096, 0.9303548, 15.36201, 386.1249, 1188.118, 4.469855e-05, 151.3897, 0.000175679, 6.110092e-05
374.1, 1206.764, 201.7792, 2017.142, 1492.652, 7.513539, 0.08993941, 1116.945, 6.36785, 1472.792, 94.36987, 0.01404948, 0.1124961, 64.11668, 489.3986, 739.433, 290.6942, 20.35023, 0.4971667, 1531.128, 0.02860371, 345.4267, 18.87443, 2064.546, 923.8278, 1388.387, 246.1039, 838.813, 23.52932, 148.0102, 241.0133, 0.8922914, 14.72225, 367.475, 1189.041, 4.255636e-05, 144.1535, 0.0001675477, 5.861457e-05
374.2, 1163.726, 189.2267, 1931.175, 1501.854, 7.158472, 0.08577108, 1061.022, 6.072294, 1401.362, 89.12649, 0.01328403, 0.1071395, 60.19149, 465.1927, 768.7035, 276.1994, 19.40771, 0.4763298, 1453.428, 0.02694063, 376.5883, 17.72479, 1937.528, 869.2476, 1328.791, 230.8159, 842.0232, 22.57545, 141.9436, 230.314, 0.8557853, 14.10914, 349.7258, 1127.277, 4.051682e-05, 137.2632, 0.0001597928, 5.622939e-05
374.3, 1249.084, 177.4551, 2080.656, 1594.505, 6.820184, 0.08179593, 1180.246, 5.790456, 1489.921, 84.17445, 0.01256027, 0.1020378, 56.50659, 442.1841, 729.4232, 262.4274, 18.50885, 0.4563663, 1398.658, 0.02537424, 349.5404, 16.64517, 1944.832, 882.0642, 1453.053, 216.4775, 799.1793, 21.66025, 136.1256, 220.0898, 0.8207726, 13.52156, 332.8339, 1068.722, 3.857504e-05, 130.7023, 0.0001523968, 5.394128e-05
374.4, 1192.622, 166.4158, 1991.982, 1534.641, 6.497883, 0.07800502, 1201.196, 5.521699, 1484.848, 79.49755, 0.01187595, 0.09717917, 53.04729, 420.3134, 692.1501, 249.342, 17.65162, 0.4372394, 1365.97, 0.02389892, 324.4352, 15.63131, 1825.179, 829.9514, 1412.424, 203.0299, 758.5153, 20.78215, 130.5462, 210.3194, 0.7871925, 12.95845, 316.7579, 1182.447, 3.672631e-05, 124.4549, 0.0001453431, 5.174627e-05
374.5, 1378.542, 156.0632, 2166.332, 1623.246, 6.190813, 0.07438979, 1141.056, 5.265417, 1447.222, 75.08051, 0.01122892, 0.09255183, 49.79976, 399.5245, 656.7816, 328.7537, 16.83409, 0.4189142, 1408.591, 0.02250939, 319.2924, 14.6792, 1811.401, 863.2538, 1404.585, 190.4176, 719.9204, 19.93965, 125.1954, 200.9827, 0.7549863, 12.41879, 301.4584, 1121.026, 3.496619e-05, 118.5062, 0.0001386159, 4.964058e-05
374.6, 1515.658, 146.3546, 2076.046, 1551.483, 5.898253, 0.07094213, 1311.544, 5.021029, 1532.067, 70.90889, 0.01061713, 0.08814484, 46.75104, 379.7639, 623.2205, 320.8408, 16.05442, 0.401357, 1345.123, 0.02120064, 296.3597, 13.78509, 1699.957, 1024.515, 1344.294, 178.5888, 781.6827, 19.1313, 120.0639, 232.437, 0.7240977, 11.9016, 286.8979, 1062.796, 3.329042e-05, 112.8418, 0.0001322001, 4.762059e-05
374.7, 1473.043, 137.2501, 2006.909, 1677.709, 5.61952, 0.06765424, 1310.916, 4.787983, 1436.322, 66.96906, 0.01003868, 0.08394769, 43.88897, 360.9806, 591.3743, 350.3782, 15.31086, 0.3845356, 1429.415, 0.01996799, 275.0742, 12.94544, 1734.393, 963.986, 1441.727, 167.4948, 741.9091, 18.35572, 115.1428, 222.1185, 0.6944728, 11.40596, 273.0406, 1007.59, 3.169496e-05, 107.4481, 0.0001260812, 4.568278e-05
374.8, 1455.578, 128.7119, 2081.663, 1775.715, 5.353958, 0.06451874, 1283.713, 4.565755, 1444.825, 102.1174, 0.009491743, 0.07995039, 41.2021, 343.1263, 561.1554, 401.446, 14.60175, 0.3684193, 1356.876, 0.01880701, 442.9412, 12.15693, 1627.687, 1076.265, 1488.645, 157.09, 704.1591, 17.61159, 110.4233, 256.0248, 0.66606, 10.93095, 259.8527, 955.2516, 3.017597e-05, 102.3123, 0.0001202456, 4.382384e-05
374.9, 1687.702, 120.7048, 2030.054, 1697.212, 5.100946, 0.06152856, 1326.976, 4.353841, 1463.56, 96.44351, 0.008974604, 0.07614344, 38.67973, 326.1551, 532.4807, 381.4288, 13.92547, 0.3529784, 1431.558, 0.01771353, 411.1276, 11.41645, 1729.418, 1012.679, 1506.133, 147.3315, 726.6406, 16.89762, 105.8973, 244.6591, 0.6388096, 10.47573, 247.3017, 905.632, 2.872977e-05, 97.42194, 0.00011468, 4.204054e-05
375, 1645.303, 113.1959, 2147.937, 1895.604, 4.85989, 0.05867695, 1436.615, 4.151762, 1450.184, 91.08492, 0.008485641, 0.07251775, 36.31178, 310.0233, 505.2712, 362.4097, 13.28052, 0.3381847, 1358.911, 0.01668363, 381.599, 10.72107, 2038.978, 952.8492, 1516.305, 138.1792, 802.1165, 16.2126, 101.5569, 249.3162, 0.6126741, 10.03946, 235.3569, 945.8151, 2.735289e-05, 92.76534, 0.000109372, 4.03298e-05
375.1, 1587.462, 106.1541, 2226.29, 1811.8, 4.630227, 0.05595751, 1364.688, 3.959064, 1359.556, 86.02406, 0.008023319, 0.06906471, 34.08879, 294.6894, 479.4521, 344.339, 12.66543, 0.3240109, 1326.706, 0.0157136, 354.1912, 10.06805, 2217.84, 1085.992, 1451.219, 129.5955, 761.3031, 15.55534, 97.39428, 253.0513, 0.5876079, 9.621368, 223.9891, 896.6857, 2.604199e-05, 88.33131, 0.0001043098, 3.868868e-05
375.2, 1921.904, 99.55034, 2189.208, 1972.506, 4.411416, 0.05336411, 1356.22, 3.775308, 1464.393, 81.2444, 0.007586185, 0.06577609, 32.00189, 280.114, 454.9524, 327.1693, 12.07884, 0.3104312, 1343.909, 0.01479998, 328.752, 9.454802, 2190.097, 1162.715, 1441.665, 121.545, 722.5663, 14.92474, 93.40231, 254.3416, 0.5635672, 9.220683, 213.1704, 883.2456, 2.479392e-05, 84.10921, 9.94818e-05, 3.711434e-05
375.3, 1914.482, 117.4389, 2341.317, 2378.49, 4.202946, 0.05089089, 1288.318, 3.600082, 1389.176, 76.7303, 0.007172867, 0.06264407, 30.04275, 266.2594, 550.9942, 310.8558, 11.51941, 0.2974207, 1476.847, 0.01393948, 305.1399, 8.878908, 2279.025, 1165.831, 1482.46, 113.9945, 685.8006, 14.31969, 89.57397, 391.7006, 0.5405101, 8.836684, 202.8742, 837.3663, 2.360566e-05, 80.08894, 9.487729e-05, 3.560407e-05
375.4, 2281.989, 341.7893, 2528.521, 2582.53, 4.004327, 0.0485323, 1263.717, 3.432989, 1456.623, 72.46702, 0.006782068, 0.05966118, 28.20354, 253.0901, 588.5934, 295.3557, 10.98589, 0.2849554, 1766.914, 0.01312901, 283.2237, 8.338093, 2138.811, 1096.953, 1510.658, 106.9132, 769.9161, 13.73917, 85.90254, 374.3119, 0.5183963, 8.468678, 193.0753, 939.616, 2.247435e-05, 76.26082, 9.04859e-05, 3.415525e-05
375.5, 2315.269, 320.5269, 2559.793, 2615.639, 3.815095, 0.04628303, 1200.446, 3.273651, 1365.592, 83.03947, 0.006412562, 0.05682033, 26.47694, 240.5721, 656.8836, 280.6285, 10.47708, 0.2730126, 1732.46, 0.01236566, 262.8816, 7.830218, 2486.744, 1042.169, 1718.802, 100.2717, 853.2303, 13.18219, 82.3816, 357.6952, 0.4971872, 8.115996, 183.7497, 890.8085, 2.139725e-05, 72.61568, 8.629777e-05, 3.276539e-05
375.6, 2382.714, 300.5872, 2450.698, 2525.631, 3.634805, 0.04413799, 1140.343, 3.121708, 1429.299, 78.42564, 0.006063187, 0.05411474, 112.089, 228.6733, 623.3173, 266.6356, 9.991839, 0.2615703, 1644.543, 0.01164669, 244.0005, 7.353279, 2534.343, 1066.533, 1645.023, 187.8024, 809.8161, 12.64779, 79.00497, 454.1585, 0.4768459, 7.778003, 174.8745, 844.5364, 2.037178e-05, 69.14477, 8.230349e-05, 3.143208e-05
375.7, 2555.338, 281.888, 2473.508, 2696.43, 3.463035, 0.04209237, 1231.657, 2.976818, 1411.859, 106.2154, 0.005732846, 0.05153799, 105.2269, 217.363, 591.4661, 253.3404, 9.52907, 0.2506076, 1631.415, 0.01096953, 226.4755, 6.905389, 2524.959, 1003.522, 1574.411, 176.1361, 1032.659, 12.13505, 75.76674, 462.6941, 0.4573368, 7.454085, 166.428, 861.5845, 1.939545e-05, 65.83976, 7.849408e-05, 3.015303e-05
375.8, 3103.783, 264.352, 2401.38, 2581.659, 3.299382, 0.04014156, 1189.12, 2.838652, 1469.636, 100.3138, 0.005420504, 0.04908393, 98.78498, 206.6122, 561.2426, 240.7082, 9.087733, 0.2401043, 1548.626, 0.01033173, 210.2093, 6.484781, 2536.659, 1053.243, 1661.686, 165.1945, 980.1149, 11.6431, 72.66124, 542.1324, 0.4386258, 7.143657, 158.3895, 816.8303, 1.846592e-05, 62.69273, 7.486099e-05, 2.892603e-05
375.9, 3660.122, 247.9069, 2516.28, 2576.424, 3.143463, 0.03828116, 1201.159, 2.7069, 1566.067, 94.74021, 0.005125179, 0.04674673, 92.73741, 196.393, 532.5634, 228.7058, 8.666838, 0.2300413, 1604.773, 0.009731025, 195.1113, 6.089792, 2380.594, 1033.732, 1800.678, 154.9325, 1041.547, 11.17109, 69.68302, 731.4567, 0.4206804, 6.846157, 150.7392, 774.4009, 1.758093e-05, 59.69612, 7.139605e-05, 2.774896e-05
376, 3539.279, 232.4849, 2471.675, 2746.488, 2.994912, 0.03650698, 1261.423, 2.581262, 1468.197, 89.47626, 0.004845944, 0.04452081, 87.06007, 186.6793, 505.3497, 217.302, 8.265435, 0.2204, 2137.283, 0.009165241, 181.0977, 5.718862, 2465.198, 972.6589, 1756.215, 237.484, 988.5506, 10.71822, 66.82687, 698.9852, 0.4034692, 6.561046, 143.4585, 870.2177, 1.673836e-05, 56.84275, 6.80915e-05, 2.661978e-05
376.1, 3577.143, 218.0222, 2476.983, 2625.068, 2.853382, 0.03481502, 1209.556, 2.461456, 1561.936, 84.50478, 0.004581923, 0.04240089, 136.4986, 177.4461, 479.5266, 206.4667, 7.882624, 0.2111628, 2315.506, 0.008632354, 168.0907, 5.370525, 2313.53, 1119.196, 1869.77, 222.7314, 1119.832, 10.28371, 64.0878, 749.0914, 0.3869621, 6.287809, 136.5294, 825.0151, 1.593617e-05, 54.12576, 6.493989e-05, 2.553656e-05
376.2, 3500.801, 232.6332, 2481.11, 2647.79, 2.718539, 0.03320149, 1268.903, 2.347211, 1464.324, 86.14158, 0.004332286, 0.04038191, 128.1422, 168.6695, 513.9702, 196.1717, 7.517543, 0.2023127, 2198.001, 0.008130451, 156.0178, 5.043406, 2214.796, 1198.807, 1789.511, 303.9703, 1062.852, 9.866811, 61.46099, 752.158, 0.3711304, 6.025951, 129.935, 782.1605, 1.517242e-05, 51.53864, 6.193415e-05, 2.449741e-05
376.3, 3837.558, 341.774, 2416.696, 2663.842, 2.59007, 0.03166273, 1205.372, 2.238268, 1372.812, 116.0083, 0.004096251, 0.03845906, 120.2974, 160.3271, 487.7066, 186.3901, 7.16937, 0.1938335, 2244.101, 0.007657729, 144.8121, 4.736211, 2102.595, 1161.442, 1838.533, 285.0876, 1180.699, 9.466813, 58.94185, 894.8604, 0.3559465, 5.774998, 123.6591, 741.5319, 1.444527e-05, 49.07518, 5.906753e-05, 2.350055e-05
376.4, 4603.655, 320.5125, 2386.12, 2824.466, 2.467671, 0.03019529, 1161.788, 2.134382, 1287.018, 109.5627, 0.003873075, 0.03662778, 142.1429, 152.3972, 462.7851, 177.0961, 6.837323, 0.1857097, 2165.315, 0.007212492, 134.4112, 4.447727, 1973.235, 1165.081, 1759.615, 267.3779, 1227.471, 9.083032, 56.52596, 888.4495, 0.3413837, 5.534496, 117.6863, 703.0138, 1.375298e-05, 46.72947, 5.63336e-05, 2.254425e-05
376.5, 5446.2, 300.5738, 2361.624, 2755.066, 2.351056, 0.02879586, 1247.934, 2.035317, 1292.552, 103.4752, 0.003662058, 0.03488369, 244.8663, 144.8596, 439.137, 168.2657, 6.520654, 0.1779264, 2298.77, 0.006793142, 124.7573, 4.176816, 2160.817, 1096.248, 1819.314, 250.7683, 1165.015, 8.714808, 54.20909, 929.2607, 0.3274167, 5.30401, 112.002, 666.4965, 1.309386e-05, 44.49588, 5.37262e-05, 2.162687e-05
