 , C001, C002, C011, C012, C014, C016, C017, C021, C022, C023, C025, C026, C028, C031, C035, C036, C039, C040, C042, C044, C049, C050, C051, C055, C058, C059, C061, C064, C069, C075, C079, C080, C081, C084, C085, C088, C094, C099, C100, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
192.2, 1083.714, 1574.304, 2870.788, 12.40069, 1158.449, 266.8521, 2986.172, 2528.635, 0.1885332, 665.9056, 1823.828, 8327.447, 3712.507, 7508.016, 1178.164, 1007.509, 303.0037, 192.5968, 5.804553e-08, 1685.807, 2061.829, 28.47843, 1438.824, 5.288335, 492.4799, 11.25461, 0.3194849, 536.3843, 1221.139, 0.009560982, 1412.167, 415.9637, 717.8993, 1096.536, 29.63717, 533.4348, 231.1875, 1908.009, 3089.788, 2.488449
192.3, 1037.156, 1659.343, 2849.986, 11.86157, 1103.066, 255.3645, 3068.787, 2469.969, 0.1803597, 637.8422, 1744.744, 8531.845, 3765.894, 7498.622, 1230.798, 980.1371, 286.8351, 183.8622, 5.557055e-08, 1683.165, 2010.732, 27.13563, 1378.172, 5.061646, 542.3222, 10.74363, 0.3048488, 564.8973, 1245.492, 0.009147337, 1375.253, 397.1189, 745.3781, 1130.502, 28.2658, 507.9715, 221.627, 1829.678, 3194.206, 2.380674
192.4, 1064.62, 1678.143, 2972.106, 11.34589, 1174.616, 302.3281, 3097.314, 2362.82, 0.1725405, 610.9615, 1829.237, 8535.176, 3886.297, 7712.66, 1175.76, 1005.267, 286.6806, 366.6739, 5.32011e-08, 1738.087, 2132.62, 25.85614, 1430.452, 4.844674, 606.9794, 10.25586, 0.2908832, 539.157, 1335.524, 0.008751587, 1376.125, 439.0269, 798.4341, 1081.716, 26.95789, 483.7237, 212.4619, 1921.777, 3166.799, 2.277568
192.5, 1079.668, 1718.67, 3066.814, 10.85263, 1118.46, 289.3133, 3057.291, 2479.374, 0.1650604, 708.4511, 1767.476, 8584.505, 4001.544, 7691.011, 1175.908, 961.5226, 271.3831, 350.0446, 5.093267e-08, 1784.911, 2044.328, 24.63698, 1370.153, 4.637002, 597.4635, 9.790225, 0.2775574, 514.5895, 1276.53, 0.008372959, 1351.144, 419.1372, 909.9338, 1215.832, 25.7105, 460.6333, 203.6758, 1842.881, 3173.93, 2.178927
192.6, 1107.23, 1888.946, 3235.876, 10.38082, 1182.517, 285.3202, 2961.571, 2530.133, 0.1579045, 704.0673, 1879.14, 8528.193, 4068.192, 7703.261, 1302.888, 992.9518, 298.4734, 334.1694, 4.876097e-08, 1819.496, 1959.692, 23.47531, 1475.966, 4.438232, 568.126, 9.345734, 0.2648421, 491.1416, 1220.143, 0.008010712, 1286.626, 484.5966, 907.7651, 1380.563, 24.52083, 438.6451, 195.253, 1767.224, 3400.244, 2.084558
192.7, 1148.842, 1806.161, 3235.297, 9.929518, 1125.983, 273.0375, 3224.735, 2520.671, 0.1510588, 811.6975, 1867.544, 8666.502, 4121.556, 7902.897, 1244.626, 982.6801, 282.5466, 319.0143, 4.668187e-08, 1740.947, 1929.411, 22.36841, 1512.262, 4.247983, 805.9899, 8.921423, 0.2527092, 468.762, 1289.468, 0.007664137, 1333.68, 515.6955, 997.9279, 1320.986, 23.3862, 417.7066, 187.1785, 1866.387, 3290.027, 1.994276
192.8, 1110.538, 1860.082, 3098.912, 9.497836, 1124.533, 261.2836, 3091.761, 2488.841, 0.1445099, 777.49, 1786.565, 8517.247, 4256.218, 7726.723, 1188.97, 1018.275, 267.4697, 304.5464, 4.469142e-08, 1814.017, 1956.021, 21.31371, 1448.515, 4.06589, 766.413, 8.516376, 0.2411322, 514.7737, 1319.931, 0.007332556, 1442.358, 557.9769, 953.8223, 1295.004, 22.30408, 397.7675, 179.438, 1935.111, 3211.242, 1.907905
192.9, 1251.72, 1778.562, 3370.142, 9.084921, 1070.771, 354.9536, 2964.27, 2459.846, 0.1382449, 798.6547, 1955.512, 8555.39, 4351.812, 7853.795, 1287.887, 973.9646, 291.5087, 290.7347, 4.278584e-08, 1761.173, 2086.09, 20.30873, 1387.454, 3.891602, 728.7795, 8.12972, 0.2300856, 491.3174, 1261.626, 0.007015321, 1408.993, 532.6983, 988.8748, 1290.507, 21.27203, 378.7802, 172.0175, 1950.931, 3189.065, 1.825274
193, 1267.483, 1902.514, 3270.909, 8.689958, 1019.58, 339.6733, 3020.042, 2353.136, 0.1322516, 764.9968, 1979.648, 8854.064, 4206.289, 7819.857, 1230.296, 1018.331, 275.9535, 277.5494, 4.096151e-08, 1852.864, 2106.166, 19.35114, 1364.875, 3.724784, 692.9939, 7.760618, 0.219545, 468.9298, 1304.821, 0.006711811, 1341.713, 508.5649, 992.4438, 1449.145, 20.28773, 360.6993, 164.9039, 1963.981, 3393.271, 1.746221
193.1, 1213.031, 1819.135, 3133.023, 8.312165, 1105.106, 325.0508, 3185.683, 2595.404, 0.126518, 732.7574, 1893.808, 8817.115, 4370.285, 7792.767, 1175.281, 974.0186, 364.9071, 264.962, 3.921496e-08, 1772.875, 2035.625, 18.43871, 1468.646, 3.565118, 658.9655, 7.408274, 0.2094873, 447.5624, 1312.102, 0.006421431, 1356.23, 485.5248, 948.5806, 1430.932, 19.34898, 343.4815, 158.0845, 2066.372, 3282.182, 1.670593
193.2, 1238.964, 1859.985, 3259.004, 7.950797, 1052.272, 311.0578, 3211.547, 2482.813, 0.1210331, 785.7555, 2001.687, 8850.136, 4188.621, 7881.53, 1331.376, 1058.024, 437.1607, 252.9455, 3.754289e-08, 1843.185, 1954.355, 17.56929, 1470.429, 3.412296, 626.608, 7.071928, 0.1998904, 427.1686, 1295.618, 0.006143615, 1325.869, 463.5286, 1057.699, 1369.181, 18.45367, 327.0855, 151.5471, 2012.114, 3376.874, 1.59824
193.3, 1287.426, 1814.731, 3153.41, 7.605139, 1038.288, 297.6671, 3354.482, 2413.946, 0.1157859, 801.1151, 2185.7, 8993.902, 4444.517, 8041.266, 1271.841, 1045.875, 413.8335, 241.474, 3.594211e-08, 1892.296, 2300.428, 16.74087, 1553.493, 3.266025, 595.8394, 6.750851, 0.1907331, 470.721, 1238.388, 0.005877818, 1435.084, 620.8376, 1010.952, 1310.095, 17.59978, 311.4722, 145.28, 2029.203, 3235.488, 1.52902
193.4, 1232.117, 1789.612, 3293.387, 7.274509, 1126.383, 284.853, 3433.408, 2487.544, 0.1107662, 767.3536, 2090.926, 8978.479, 4413.187, 7946.453, 1214.967, 1000.364, 516.4418, 230.5228, 3.440959e-08, 1946.801, 2205.189, 15.95152, 1488.007, 3.126024, 566.5817, 6.444352, 0.1819953, 449.2719, 1308.276, 0.005623521, 1412.585, 592.7112, 966.2706, 1334.585, 16.78541, 296.6042, 139.2722, 2001.396, 3100.022, 1.462799
193.5, 1395.918, 1935.04, 3154.553, 6.958252, 1072.533, 272.5904, 3382.94, 2698.337, 0.1059642, 735.0149, 2000.261, 8807.413, 4406.611, 7796.854, 1257.044, 1085.54, 488.884, 220.0681, 3.294241e-08, 1991.539, 2124.854, 15.19938, 1524.604, 2.992024, 538.7606, 6.151769, 0.1736579, 428.8002, 1441.668, 0.005380225, 1345.133, 565.8589, 1005.746, 1392.542, 16.00871, 282.4459, 133.5127, 1967.467, 3362.741, 1.399445
193.6, 1357.886, 1927.522, 3293.906, 6.655745, 1021.257, 260.8558, 3357.517, 2699.335, 0.1013703, 704.0391, 2078.824, 9021.517, 4464.881, 7885.712, 1301.592, 1038.303, 462.7968, 210.0877, 3.153779e-08, 2192.495, 2242.676, 14.4827, 1460.336, 2.863768, 512.3055, 5.872469, 0.1657023, 556.9114, 1377.986, 0.005147456, 1280.902, 540.2233, 1121.141, 1332.447, 15.26796, 268.9634, 127.9914, 1952.053, 3318.658, 1.338835
193.7, 1299.549, 1910.527, 3397.549, 6.366389, 972.4327, 356.0406, 3320.535, 2780.317, 0.09697554, 776.6155, 2150.43, 9108.004, 4439.834, 8033.043, 1243.388, 993.1212, 438.1015, 200.5598, 3.019306e-08, 2097.844, 2301.761, 13.79982, 1572.243, 2.74101, 487.1496, 5.60585, 0.1581112, 531.535, 1355.74, 0.004924756, 1219.739, 597.1707, 1071.59, 1301.645, 14.56148, 256.1246, 122.6985, 2067.686, 3220.401, 1.280851
193.8, 1327.611, 1988.976, 3391.488, 6.089613, 925.9424, 340.7135, 3367.532, 2659.704, 0.09277134, 743.8865, 2127.43, 9053.029, 4487.691, 7901.44, 1234.689, 1108.502, 414.724, 191.4641, 2.890567e-08, 2007.279, 2206.467, 13.14914, 1505.967, 2.623514, 463.2289, 5.351336, 0.1508679, 507.3148, 1295.853, 0.004711692, 1234.999, 570.1164, 1024.229, 1372.51, 13.8877, 243.8986, 117.6244, 2065.213, 3291.187, 1.225377
193.9, 1291.355, 1982.46, 3423.669, 5.824869, 998.9999, 326.0462, 3340.158, 2544.323, 0.08874941, 788.9615, 2092.492, 9085.374, 4551.186, 8019.121, 1232.451, 1084.856, 392.594, 182.7809, 2.767317e-08, 1972.592, 2158.218, 12.52913, 1446.304, 2.511054, 440.4827, 5.108377, 0.1439564, 484.1983, 1383.68, 0.004507846, 1176.028, 544.2878, 1015.112, 1313.281, 13.24509, 232.2561, 112.7602, 1980.429, 3153.389, 1.172306
194, 1344.589, 1895.578, 3599.619, 5.571635, 951.2395, 312.0103, 3418.901, 2460.148, 0.08490184, 755.7122, 2198.343, 9105.11, 4465.61, 8039.74, 1293.65, 1102.657, 510.1014, 297.8029, 2.649322e-08, 2029.061, 2108.9, 11.93836, 1448.112, 2.403416, 418.8535, 4.876449, 0.1373616, 488.0274, 1322.559, 0.004312819, 1168.419, 519.6293, 994.9443, 1380.66, 12.63221, 221.1695, 108.0971, 2081.422, 3259.794, 1.121534
194.1, 1475.478, 2152.843, 3529.917, 5.329411, 905.7625, 298.5787, 3464.697, 2353.425, 0.08122107, 723.8641, 2103.021, 9014.4, 4527.917, 7975.712, 1235.801, 1123.521, 513.5399, 284.297, 2.536359e-08, 2041.484, 2122.669, 11.37545, 1599.952, 2.300391, 398.2864, 4.655051, 0.1310688, 542.4672, 1342.773, 0.00412623, 1112.626, 619.402, 1126.175, 1321.078, 12.0477, 210.6121, 103.6269, 2066.308, 3161.908, 1.072961
194.2, 1412.09, 2058.493, 3569.815, 5.097716, 929.6246, 285.7253, 3416.023, 2579.845, 0.07769988, 693.3582, 2195.393, 9159.222, 4687.072, 8121.535, 1180.54, 1108.36, 510.6312, 271.4036, 2.428212e-08, 1953.352, 2251.709, 10.83908, 1576.931, 2.201782, 378.7292, 4.443705, 0.1250644, 580.8503, 1432.582, 0.003947713, 1202.969, 591.3406, 1112.544, 1319.934, 11.49023, 200.5586, 99.34152, 2101.026, 3271.79, 1.026491
194.3, 1351.425, 2057.717, 3419.328, 4.876095, 933.6619, 273.4252, 3275.162, 2762.031, 0.07433134, 723.9734, 2100.198, 9167.207, 4648.719, 8077.15, 1127.749, 1060.13, 483.3834, 259.095, 2.324676e-08, 2041.31, 2380.121, 10.328, 1516.497, 2.107401, 360.1323, 4.241954, 0.119335, 554.3831, 1464.119, 0.003776919, 1145.527, 564.5505, 1165.379, 1403, 10.95855, 190.985, 95.23337, 2129.908, 3183.53, 0.9820339
194.4, 1293.366, 2084.285, 3473.562, 4.664109, 889.0252, 261.6546, 3369.622, 2642.212, 0.07110883, 693.4629, 2208.967, 9097.047, 4662.815, 8200.988, 1167.691, 1033.206, 457.5897, 247.3446, 2.225555e-08, 1953.185, 2367.922, 9.841021, 1468.041, 2.017065, 342.4485, 4.049363, 0.1138681, 529.1218, 1399.445, 0.003613515, 1090.828, 709.7551, 1113.872, 1468.158, 10.45148, 181.8684, 91.2951, 2042.467, 3050.24, 0.9395022
194.5, 1415.165, 1992.94, 3559.052, 4.461339, 846.5225, 250.3907, 3370.66, 2614.116, 0.06802604, 664.2382, 2113.184, 9333.309, 4730.323, 8127.027, 1115.475, 1200.875, 470.6334, 236.1271, 2.13066e-08, 2122.067, 2339.827, 9.377001, 1442.114, 1.930602, 325.6331, 3.865515, 0.1086516, 505.0117, 1337.628, 0.00345718, 1038.74, 677.6003, 1124.218, 1404.8, 9.967872, 173.187, 87.51969, 2100.908, 3177.82, 0.8988125
194.6, 1381.473, 2066.869, 3546.586, 4.267384, 1233.924, 268.2356, 3369.162, 2754.614, 0.06507689, 636.2451, 2147.539, 9307.07, 4665.17, 8080.017, 1142.714, 1148.62, 510.8338, 225.4183, 2.039812e-08, 2030.456, 2334.839, 8.93486, 1460.835, 1.847845, 309.6434, 3.690015, 0.1036741, 482.0001, 1474.576, 0.003307609, 1160.06, 646.9023, 1074.531, 1432.115, 9.506639, 164.92, 83.90041, 2173.173, 3075.445, 0.8598852
194.7, 1322.123, 1976.287, 3606.792, 4.081861, 1174.933, 256.6884, 3517.598, 2778.566, 0.06225559, 729.0414, 2212.367, 9120.402, 4697.623, 8233.287, 1248.526, 1151.572, 516.9747, 215.1952, 1.952837e-08, 2095.776, 2312.604, 8.513568, 1488.797, 1.768635, 294.4388, 3.522483, 0.09892461, 541.3618, 1409.44, 0.003164509, 1104.666, 617.595, 1205.702, 1370.313, 9.06675, 157.0476, 80.43081, 2255.94, 3254.776, 0.8226437
194.8, 1366.778, 2068.554, 3599.942, 3.904403, 1118.761, 245.6384, 3536.535, 2716.425, 0.05955661, 794.3219, 2256.534, 9310.191, 4692.532, 8253.979, 1283.468, 1210.416, 489.3885, 205.4357, 1.869571e-08, 2125.447, 2385.124, 8.11214, 1426.039, 1.692821, 279.9809, 3.362557, 0.09439272, 516.6938, 1465.634, 0.0030276, 1051.918, 635.6984, 1235.205, 1361.48, 8.647214, 149.551, 77.10468, 2278.767, 3344.266, 0.7870151
194.9, 1308.06, 2287.322, 3560.05, 3.734661, 1065.275, 243.514, 3453.693, 2737.819, 0.05697465, 760.8467, 2158.688, 9235.57, 4765.371, 8430.467, 1226.075, 1201.192, 463.2743, 196.1189, 1.789855e-08, 2033.69, 2398.763, 7.72964, 1504.342, 1.620257, 266.2329, 3.209892, 0.09006845, 493.15, 1431.076, 0.002896614, 1136.816, 630.4756, 1180.613, 1302.726, 8.247091, 142.4122, 73.91611, 2348.711, 3311.025, 0.7529297
195, 1251.864, 2278.103, 3409.975, 3.572298, 1014.346, 273.6271, 3516.657, 2780.114, 0.05450461, 825.215, 2173.31, 9439.479, 4798.387, 8410.08, 1208.916, 1148.923, 438.5536, 187.2245, 1.713538e-08, 2125.102, 2299.453, 7.365175, 1514.23, 1.550803, 253.1599, 3.064158, 0.08594228, 470.6789, 1420.312, 0.002771295, 1082.533, 825.5732, 1169.579, 1292.753, 7.865483, 135.6142, 70.85939, 2287.844, 3242.407, 0.7203205
195.1, 1351.193, 2178.263, 3468.565, 3.416994, 965.8524, 303.1656, 3532.854, 2749.674, 0.05214167, 790.4378, 2273.376, 9474.707, 4816.779, 8546.797, 1154.856, 1254.312, 415.152, 258.9986, 1.640475e-08, 2033.36, 2331.788, 7.017895, 1450.4, 1.484326, 240.7289, 2.92504, 0.08200513, 518.8322, 1439.209, 0.002651398, 1030.841, 810.4272, 1208.815, 1305.406, 7.501532, 129.1407, 67.92908, 2259.67, 3358.664, 0.6891235
195.2, 1293.144, 2363.081, 3509.757, 3.268441, 919.6768, 290.1147, 3495.715, 2649.855, 0.04988116, 871.1655, 2174.8, 9309.887, 4659.074, 8490.406, 1227.307, 1253.189, 413.3739, 247.2525, 1.570527e-08, 1945.579, 2235.25, 6.68699, 1389.26, 1.420699, 228.9083, 2.792239, 0.07824834, 495.1909, 1375.635, 0.002536688, 1104.325, 773.7115, 1155.388, 1398.355, 7.154422, 122.9762, 65.11995, 2357.07, 3250.905, 0.6592777
195.3, 1237.589, 2259.518, 3491.237, 3.126347, 875.7087, 277.6257, 3563.078, 2534.901, 0.04771865, 928.7544, 2108.573, 9201.046, 4519.624, 8563.249, 1172.425, 1198.657, 472.3004, 236.0392, 1.503562e-08, 1861.587, 2142.71, 6.371688, 1365.27, 1.3598, 217.6681, 2.665467, 0.07466367, 472.6269, 1465.661, 0.002426941, 1051.593, 893.0395, 1213.547, 1435.054, 6.823374, 117.106, 62.42699, 2260.303, 3510.58, 0.6307245
195.4, 1184.421, 2250.566, 3344.063, 2.99043, 833.8427, 265.6743, 3416.152, 2716.199, 0.04564989, 889.6138, 2269.419, 9053.807, 4681.266, 8378.357, 1119.998, 1290.446, 568.9196, 225.3344, 1.439452e-08, 1953.289, 2160.85, 6.071253, 1307.719, 1.301511, 206.9798, 2.544451, 0.07124321, 451.091, 1400.919, 0.002321942, 1095.744, 948.4248, 1159.912, 1373.125, 6.507644, 111.516, 59.84539, 2387.011, 3363.596, 0.6034079
195.5, 1183.324, 2151.933, 3223.626, 2.860423, 793.9781, 254.2373, 3275.285, 2615.735, 0.04367083, 852.1226, 2171.014, 9093.909, 4560.628, 8415.934, 1069.915, 1234.292, 538.5616, 215.1151, 1.378076e-08, 1868.964, 2176.653, 5.784984, 1316.212, 1.24572, 196.8164, 2.428929, 0.06797945, 502.6853, 1480.297, 0.002221486, 1043.422, 905.4573, 1164.216, 1425.823, 6.206523, 106.1928, 57.37055, 2429.152, 3340.024, 0.5772744
195.6, 1151.326, 2057.623, 3374.594, 2.736067, 756.0195, 243.2928, 3310.272, 2643.825, 0.04177755, 816.2115, 2076.877, 8861.054, 4466.712, 8287.122, 1197.075, 1243.234, 509.8235, 205.3593, 1.319316e-08, 1861.365, 2261.015, 5.512213, 1306.635, 1.192321, 187.1521, 2.318652, 0.0648652, 621.6278, 1628.915, 0.002125376, 993.5981, 864.4365, 1241.113, 1445.628, 5.919335, 101.1237, 54.99806, 2368.779, 3293.032, 0.5522728
195.7, 1121.885, 1969.918, 3232.337, 2.617117, 719.8756, 232.8193, 3405.146, 2618.895, 0.03996636, 781.8137, 1986.821, 8986.175, 4329.257, 8346.067, 1143.545, 1189.135, 642.79, 228.581, 1.263063e-08, 1781.009, 2167.408, 5.252304, 1251.556, 1.141211, 177.9622, 2.213382, 0.06189363, 643.0369, 1556.962, 0.002033424, 1042.348, 825.274, 1287.91, 1383.243, 5.645437, 96.29665, 52.72367, 2513.057, 3155.156, 0.528354
195.8, 1073.687, 2073.169, 3209.355, 2.503339, 685.4597, 295.5954, 3406.091, 2590.954, 0.03823369, 900.9135, 2025.234, 8620.982, 4301.31, 8266.535, 1110.342, 1137.391, 608.4901, 251.3302, 1.209207e-08, 1704.122, 2117.753, 5.004649, 1291.801, 1.092292, 169.2237, 2.112891, 0.05905819, 687.2815, 1567.306, 0.00194545, 1086.429, 830.0998, 1306.685, 1323.55, 5.384212, 91.69996, 50.54335, 2409.887, 3345.277, 0.5054711
195.9, 1157.399, 2081.163, 3152.237, 2.394508, 652.6891, 282.8704, 3265.639, 2478.556, 0.03657614, 922.2267, 1937.417, 8683.027, 4294.936, 8237.535, 1060.691, 1087.897, 702.0563, 239.932, 1.157648e-08, 1630.554, 2030.078, 4.768672, 1237.347, 1.04547, 160.9142, 2.016962, 0.05635264, 655.9645, 1498.074, 0.001861282, 1034.552, 943.9178, 1248.933, 1341.893, 5.135075, 87.32269, 48.45318, 2310.953, 3234.943, 0.4835792
196, 1113.278, 1989.954, 3199.221, 2.290407, 621.4852, 270.6932, 3130.978, 2513.468, 0.03499045, 883.3611, 1853.409, 8677.483, 4222.522, 8258.406, 1013.26, 1252.284, 761.8036, 229.0506, 1.108288e-08, 1684.903, 2219.162, 4.543822, 1281.338, 1.000655, 153.0128, 1.925389, 0.05377104, 698.4881, 1613.743, 0.001780756, 1033.025, 1100.141, 1193.734, 1351.829, 4.897465, 83.15438, 46.44946, 2325.292, 3133.684, 0.4626355
196.1, 1065.45, 1994.709, 3064.357, 2.190833, 591.7731, 259.0402, 3185.333, 2610.558, 0.0334735, 846.1335, 1893.515, 8364.557, 4118.598, 8122.562, 1083.662, 1197.791, 721.1531, 281.604, 1.061032e-08, 1639.001, 2127.288, 4.329574, 1227.325, 0.9577612, 145.4993, 1.837974, 0.05130771, 744.1616, 1661.82, 0.001703713, 983.6974, 1050.3, 1140.974, 1409.159, 4.67085, 79.18504, 44.52859, 2372.114, 3142.271, 0.4425988
196.2, 1019.677, 2030.678, 3022.815, 2.095587, 563.4816, 247.8889, 3086.775, 2497.31, 0.03202232, 810.4747, 1811.41, 8202.66, 4121.604, 8007.735, 1035.204, 1145.67, 810.6895, 268.8328, 1.015791e-08, 1568.245, 2148.66, 4.125427, 1187.412, 0.9167058, 138.3548, 1.754527, 0.04895722, 710.2528, 1588.414, 0.001630004, 1009.301, 1002.717, 1090.546, 1374.243, 4.454721, 75.40517, 42.68716, 2274.729, 3183.395, 0.4234299
196.3, 1009.222, 1941.682, 2910.697, 2.004483, 536.5425, 237.2176, 3063.15, 2395.631, 0.03063405, 776.3188, 1732.865, 8359.685, 3979.892, 8155.171, 988.9124, 1128.938, 831.7927, 372.0201, 9.724789e-09, 1500.543, 2084.234, 3.930907, 1137.358, 0.8774104, 131.5611, 1.674869, 0.04671442, 677.8892, 1518.25, 0.001559484, 961.1061, 957.2902, 1122.694, 1314.939, 4.248593, 71.80573, 40.92188, 2392.29, 3102.217, 0.4050913
196.4, 1000.503, 1856.586, 2926.959, 1.917338, 510.8914, 227.0057, 3130.766, 2594.063, 0.02930596, 743.6022, 1780.39, 8156.731, 4022.6, 8157.617, 944.691, 1149.788, 787.4075, 355.1483, 9.310137e-09, 1435.764, 2042.53, 3.745559, 1151.391, 0.8397994, 125.101, 1.598827, 0.04457436, 647.0002, 1451.185, 0.001492014, 915.2129, 913.9211, 1073.074, 1258.194, 4.052003, 68.37811, 39.2296, 2337.665, 3019.721, 0.3875468
196.5, 957.5203, 1775.22, 2880.419, 1.833983, 486.4666, 217.2334, 3054.183, 2553.379, 0.02803545, 781.9771, 1703.19, 8081.822, 3926.991, 7978.405, 902.447, 1099.755, 786.0449, 339.0417, 8.913165e-09, 1474.307, 1957.968, 3.568949, 1126.486, 0.8038006, 118.9581, 1.526238, 0.04253234, 617.5187, 1432.718, 0.001427464, 871.5111, 872.5167, 1089.581, 1334.554, 3.864509, 65.11411, 37.6073, 2330.964, 3074.21, 0.3707623
196.6, 1095.762, 1705.189, 2758.994, 1.754251, 463.2096, 207.8818, 3018.135, 2472.839, 0.02682003, 749.0221, 1629.338, 7888.13, 3858.35, 8001.458, 862.092, 1051.9, 744.1009, 323.6656, 8.53312e-09, 1410.66, 1948.398, 3.400668, 1079, 0.769345, 113.1169, 1.456944, 0.04058387, 589.3806, 1369.431, 0.001365706, 829.8961, 832.9882, 1118.533, 1276.962, 3.685691, 62.00592, 36.0521, 2235.27, 3118.638, 0.3547046
196.7, 1048.687, 1674.972, 2704.498, 1.677986, 441.0644, 198.9328, 2893.68, 2376.694, 0.02565729, 717.4559, 1558.688, 8291.46, 3697.966, 7965.55, 823.5416, 1006.127, 704.395, 308.9868, 8.169279e-09, 1349.761, 2035.774, 3.240321, 1033.516, 0.7363663, 107.5624, 1.390797, 0.03872466, 620.3672, 1415.745, 0.001306621, 790.2682, 795.2504, 1069.097, 1221.855, 3.515147, 59.04609, 34.5612, 2143.504, 3071.87, 0.3393424
196.8, 1003.634, 1601.565, 2676.154, 1.605036, 419.9779, 190.369, 2861.109, 2444.317, 0.02454497, 687.2201, 1533.766, 8049.889, 3624.131, 7793.156, 786.7151, 992.1494, 761.159, 294.9737, 7.820953e-09, 1291.491, 2077.549, 3.087535, 1005.137, 0.7048013, 102.2807, 1.327653, 0.03695062, 592.0994, 1438.77, 0.001250091, 798.83, 884.369, 1098.292, 1169.127, 3.352495, 56.22755, 33.13196, 2251.306, 2943.254, 0.3246455
196.9, 1064.693, 1623.449, 2787.671, 1.535258, 399.8995, 182.1738, 2851.596, 2338.28, 0.02348087, 856.9455, 1477.973, 7905.818, 3710.745, 7866.639, 790.428, 948.9763, 738.7287, 281.5961, 7.487478e-09, 1235.737, 2031.087, 2.941953, 1064.47, 0.6745893, 97.25841, 1.267375, 0.03525786, 565.1196, 1493.691, 0.001196007, 879.178, 844.3035, 1060.24, 1267.835, 3.197369, 53.54354, 31.76183, 2259.329, 2995.452, 0.3105852
197, 1018.952, 1552.3, 2670.156, 1.468513, 380.781, 174.3315, 2734.009, 2258.766, 0.0224629, 820.8311, 1574.231, 7908.9, 3556.497, 7856.99, 755.0822, 924.2836, 699.3095, 268.8252, 7.168222e-09, 1288.099, 1946.999, 2.803235, 1019.599, 0.6456724, 92.48269, 1.209834, 0.03364264, 539.3691, 1449.29, 0.001144263, 837.1968, 933.4377, 1088.618, 1223.898, 3.049421, 50.98766, 30.44835, 2252.568, 2894.099, 0.2971338
197.1, 1060.759, 1484.269, 2573.158, 1.40467, 362.5766, 166.8267, 2766.999, 2168.522, 0.02148906, 786.2387, 1505.971, 7791.53, 3475.512, 7908.572, 746.3497, 937.0721, 747.1268, 347.3929, 6.862579e-09, 1232.491, 2094.629, 2.671058, 1021.622, 0.617995, 87.94147, 1.154906, 0.03210142, 592.7179, 1385.271, 0.001094758, 797.2203, 891.1492, 1172.527, 1171.082, 2.908318, 278.3546, 29.1892, 2304.6, 2884.572, 0.284265
197.2, 1015.188, 1472.249, 2654.538, 1.343603, 345.2425, 214.2571, 2827.355, 2261.365, 0.02055744, 839.3477, 1440.67, 7583.302, 3491.302, 7806.903, 712.975, 896.2957, 707.2595, 331.638, 6.569967e-09, 1179.283, 2007.91, 2.545114, 1066.719, 0.5915041, 83.62324, 1.102472, 0.03063081, 565.7099, 1351.674, 0.001047394, 849.3235, 850.7766, 1120.704, 1162.635, 2.773745, 265.0674, 27.98211, 2268.286, 2948.073, 0.2719535
197.3, 971.5739, 1493.272, 2663.066, 1.28519, 328.7371, 205.0336, 2745.612, 2163.265, 0.01966621, 852.6929, 1378.201, 7615.448, 3372.613, 7786.607, 681.0928, 857.2936, 842.0343, 316.5977, 6.289833e-09, 1128.373, 1962.15, 2.425107, 1021.753, 0.5661487, 79.51705, 1.052418, 0.02922756, 539.9326, 1393.454, 0.00100208, 808.768, 872.4245, 1110.171, 1346.237, 2.645399, 355.8024, 26.82494, 2207.937, 2897.649, 0.2601753
197.4, 943.1673, 1427.829, 2609.779, 1.229317, 313.0208, 204.8443, 2668.507, 2208.983, 0.01881361, 816.7578, 1318.441, 7505.869, 3431.344, 7715.375, 650.6362, 819.9888, 797.1026, 302.2394, 6.021643e-09, 1174.392, 1907.969, 2.31076, 1008.613, 0.5418802, 75.61249, 1.004637, 0.0278886, 515.3298, 1390.39, 0.0009587262, 770.149, 832.9001, 1141.77, 1288.141, 2.522991, 338.8183, 25.71562, 2183.396, 3026.236, 0.2489071
197.5, 907.5491, 1417.58, 2499.762, 1.175873, 298.0558, 208.7951, 2757.193, 2242.698, 0.01799798, 782.337, 1377.55, 7474.134, 3288.709, 7733.844, 687.2084, 853.0374, 754.5685, 288.5323, 5.764888e-09, 1123.693, 1836.978, 2.201804, 966.0961, 0.518652, 71.89966, 0.9590245, 0.02661098, 564.8668, 1328.973, 0.0009172479, 733.3741, 795.1664, 1154.556, 1296.912, 2.406248, 322.6449, 24.65218, 2111.659, 2899.531, 0.238127
