 , C000, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C014, C015, C017, C018, C019, C020, C022, C023, C024, C025, C029, C030, C031, C035, C036, C037, C038, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C055, C056, C057, C059, C060, C062, C063, C066, C068, C069, C071, C073, C074, C075, C079, C080, C086, C088, C091, C092, C106, C107, C111, C137, C148
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
31.2, 610.5236, 0.7842335, 1553.821, 683.5403, 674.9286, 387.0207, 1231.698, 359.0259, 845.9932, 73.32453, 257.6156, 341.9979, 555.5287, 411.3227, 488.2571, 1.524488, 212.2877, 449.071, 22.25586, 64.96451, 375.8785, 854.7311, 230.5686, 1092.397, 13.91488, 517.2886, 471.5564, 592.5847, 580.9534, 30.41212, 52.18865, 25.24316, 1234.802, 0.0002672539, 410.6288, 317.9771, 344.3287, 593.7639, 0.004689854, 192.9819, 24.24862, 19.80722, 469.2141, 1955.986, 1370.608, 136.6686, 1099.076, 21.7954, 1338.082, 1360.905, 1169.942, 652.4969, 4.862788, 2059.568, 1461.131, 955.3918, 796.1765, 1077.116, 269.1328, 948.1763, 648.6085, 852.4963, 1850.546, 1955.124, 1390.348
31.3, 587.3296, 0.7522147, 1517.071, 768.1151, 731.7545, 367.3568, 1198.771, 342.7208, 808.0576, 70.14124, 297.7104, 326.4553, 587.3678, 392.6763, 538.7623, 1.444854, 202.7136, 472.3432, 21.29416, 62.12696, 360.4547, 922.5452, 220.0204, 1043.279, 13.34461, 683.3358, 502.1666, 563.5326, 553.3002, 28.9443, 49.83296, 24.1382, 1183.979, 0.0002556018, 429.8758, 303.8076, 330.4169, 567.8417, 0.004492463, 185.0267, 23.19086, 18.9927, 450.1009, 1987.78, 1386.483, 130.8964, 1138.317, 20.8291, 1281.924, 1378.919, 1122.304, 625.0771, 4.655686, 2035.647, 1568.343, 1067.09, 940.5547, 1040.811, 255.4384, 954.6179, 616.7824, 845.095, 1773.447, 1976.256, 1332.385
31.4, 558.8504, 0.7215031, 1532.433, 735.5617, 698.9568, 348.692, 1265.237, 327.1562, 771.8231, 67.09615, 284.8979, 311.619, 665.5943, 446.8932, 528.4916, 1.36938, 193.5713, 520.7877, 20.37402, 59.41334, 345.6638, 884.0887, 209.9548, 1064.679, 12.79771, 794.2721, 566.5801, 535.9048, 526.9632, 27.54731, 47.5836, 23.0816, 1314.39, 0.0002444577, 411.2005, 290.2695, 417.8219, 543.0513, 0.00430338, 177.3995, 22.17923, 18.21167, 537.2531, 2035.05, 1474.097, 125.3679, 1171.709, 19.90563, 1256.296, 1434.033, 1076.605, 598.8096, 4.457404, 2020.543, 1740.657, 1071.681, 964.0441, 991.8691, 338.3135, 912.5657, 586.5181, 831.0289, 1868.087, 1974.455, 1338.055
31.5, 566.8192, 0.6920455, 1610.364, 795.6196, 787.7571, 330.9756, 1284.585, 456.4411, 869.3224, 64.18325, 453.337, 297.4569, 636.3571, 453.7415, 505.2093, 1.297848, 184.8413, 498.7316, 19.49363, 56.81825, 331.4798, 847.2352, 200.3496, 1140.631, 12.27322, 922.1149, 717.935, 509.6315, 501.8799, 26.21776, 45.43576, 22.07125, 1448.647, 0.0002337996, 393.3365, 277.3347, 400.9407, 519.3431, 0.004122255, 170.0866, 21.21174, 17.46277, 582.3975, 1948.887, 1512.179, 120.073, 1114.824, 19.02311, 1294.731, 1362.55, 1158.975, 573.6459, 4.267566, 2099.809, 1825.361, 1022.564, 918.9933, 979.7693, 365.7048, 872.3659, 684.2442, 922.5275, 1868.036, 2012.434, 1274.924
31.6, 589.2704, 0.6637905, 1551.785, 805.377, 833.5026, 314.1592, 1231.489, 435.7119, 886.4919, 61.39681, 433.8268, 468.3826, 608.4041, 433.1722, 604.0782, 1.230054, 176.5051, 518.9533, 18.65129, 54.33652, 317.8779, 936.3297, 191.1839, 1203.345, 11.77023, 974.6812, 680.1467, 484.6463, 477.9905, 24.95237, 43.38488, 21.10512, 1389.023, 0.0002236061, 376.2485, 264.9763, 384.7416, 566.2245, 0.003948754, 163.0752, 20.28645, 16.74466, 558.6739, 2005.13, 1576.089, 115.0017, 1110.221, 18.17971, 1240.393, 1337.175, 1204.733, 549.5396, 4.085814, 2033.742, 1743.869, 975.6978, 876.0478, 933.6977, 347.0966, 833.9371, 650.6696, 882.366, 2146.077, 2013.288, 1308.878
31.7, 626.1113, 0.6366891, 1557.489, 771.2444, 796.1445, 298.1973, 1314.826, 415.924, 846.7403, 58.73135, 415.1561, 447.0961, 581.6791, 413.5354, 577.466, 1.1658, 217.7809, 496.9749, 17.84534, 51.96318, 304.834, 923.4458, 182.4374, 1149.238, 11.28786, 1047.668, 644.3474, 571.5082, 455.2383, 23.74805, 258.8462, 20.18129, 1331.853, 0.000213857, 386.7744, 253.1686, 369.1971, 634.8234, 0.003782555, 156.3529, 19.40153, 16.05608, 535.9166, 2305.283, 1580.664, 110.1446, 1120.895, 17.37371, 1188.335, 1403.734, 1296.382, 526.4464, 3.911803, 2024.892, 1726.296, 1056.058, 835.1093, 940.2183, 329.4353, 890.4009, 618.7424, 893.876, 2218.352, 2048.832, 1407.645
31.8, 595.7516, 0.6106942, 1616.374, 808.3843, 760.461, 283.0464, 1331.091, 397.0349, 808.7712, 56.1816, 397.289, 426.7771, 556.128, 394.7887, 572.4031, 1.104903, 207.959, 519.9309, 17.07423, 49.6935, 292.3255, 926.6302, 174.0912, 1097.565, 10.82525, 1124.602, 610.4323, 543.4894, 581.9372, 22.60187, 247.1624, 19.2979, 1386.594, 0.000204533, 428.7849, 241.8871, 354.2805, 684.0522, 0.003623351, 149.9076, 18.5552, 15.39581, 514.0864, 2368.65, 1676.22, 105.4926, 1066.478, 16.60344, 1228.683, 1508.05, 1243.595, 504.3235, 3.745202, 2060.512, 1805.076, 1173.83, 796.0837, 922.283, 312.6726, 932.9026, 588.3818, 1011.743, 2180.15, 2117.307, 1341.231
31.9, 571.8439, 0.5857606, 1588.933, 774.1243, 726.3768, 268.6653, 1318.116, 379.0036, 772.5046, 53.74255, 380.1909, 407.3815, 531.6993, 447.5471, 547.1862, 1.047186, 198.5802, 497.911, 16.33643, 47.52296, 280.3302, 919.6909, 166.1267, 1170.741, 10.3816, 1136.17, 645.4789, 516.8443, 585.1102, 21.511, 236.006, 18.45317, 1373.618, 0.0001956155, 410.157, 231.1083, 339.9666, 654.1883, 0.003470849, 143.7281, 17.74579, 14.7627, 560.9199, 2444.526, 1818.675, 101.0371, 1040.186, 15.86732, 1177.116, 1451.272, 1192.958, 609.5853, 3.585697, 1971.022, 1763.215, 1197.104, 758.882, 936.5145, 370.4907, 891.8071, 606.9079, 967.6979, 2153.291, 2068.151, 1388.83
32, 589.5107, 0.561845, 1559.037, 765.6221, 746.7112, 255.0148, 1310.902, 361.7912, 786.7842, 51.40938, 363.8286, 388.8674, 508.3436, 427.2586, 585.9425, 0.9924852, 189.6243, 476.8238, 15.63051, 45.44723, 268.8271, 966.4061, 158.5266, 1154.348, 9.956134, 1083.838, 611.5043, 491.5055, 557.2591, 20.47278, 225.3531, 17.64542, 1317.082, 0.0001870868, 392.3383, 220.8098, 376.5272, 625.6282, 0.003324764, 137.8033, 16.97169, 14.15563, 538.071, 2375.115, 1771.957, 96.76977, 1103.028, 15.16384, 1127.714, 1402.191, 1144.382, 583.9688, 3.432985, 1885.419, 1763.583, 1219.972, 723.4186, 1004.935, 351.639, 906.1161, 652.4708, 925.5701, 2182.579, 2005.346, 1323.303
32.1, 597.6646, 0.5389059, 1519.438, 753.733, 735.2404, 242.0579, 1343.226, 345.3604, 860.2749, 49.17751, 348.1705, 371.1946, 486.0139, 407.8898, 560.1292, 0.9406413, 181.0723, 456.6295, 14.9551, 43.46216, 257.796, 926.1213, 151.2743, 1201.001, 9.548104, 1100.199, 579.3179, 547.4116, 530.7336, 19.48467, 275.6794, 16.87303, 1262.873, 0.0001789299, 375.2937, 347.6659, 397.6167, 652.3537, 0.003184828, 132.1227, 16.23136, 13.57351, 579.2847, 2274.553, 1691.696, 92.68269, 1145.324, 14.49155, 1265.829, 1387.894, 1161.08, 559.4287, 3.286777, 1915.514, 1812.211, 1164.059, 781.819, 1064.899, 333.7465, 897.2555, 679.7322, 885.2761, 2305.148, 2038.778, 1260.868
32.2, 568.6842, 0.5169033, 1508.632, 814.7143, 702.2866, 229.7594, 1298.452, 329.6759, 821.6989, 47.04253, 333.1863, 354.3251, 605.7721, 389.3991, 535.4531, 0.8915055, 172.906, 437.2906, 14.30887, 41.5638, 247.2176, 998.3076, 144.3537, 1147, 9.156797, 1116.018, 548.8257, 571.9959, 505.4709, 18.54425, 365.3302, 16.13445, 1255.965, 0.0001711287, 358.9896, 332.1734, 381.5519, 623.8737, 0.003050782, 126.6762, 15.52333, 13.01534, 555.6878, 2264.85, 1650.705, 88.76821, 1089.72, 13.84906, 1212.704, 1344.555, 1196.667, 535.9199, 3.146796, 1897.215, 1731.306, 1308.942, 802.7066, 1112.865, 316.7645, 899.6455, 689.3776, 930.9211, 2340.161, 2078.44, 1201.379
32.3, 570.2853, 0.4957991, 1511.078, 780.186, 802.0143, 218.0856, 1364.544, 314.7037, 784.8526, 45.00023, 318.8469, 338.2222, 579.1626, 371.7466, 511.864, 0.8449365, 165.108, 456.3922, 13.69057, 39.74835, 237.0733, 956.6929, 137.7496, 1095.426, 8.781527, 1064.613, 519.9385, 543.9532, 580.9014, 17.64923, 348.8399, 15.42819, 1262.775, 0.0001636676, 343.3938, 317.3713, 368.1309, 596.637, 0.002922378, 121.4543, 14.84617, 12.48012, 533.0522, 2426.863, 1644.516, 85.01907, 1184.768, 13.23506, 1161.808, 1405.113, 1147.94, 513.399, 3.012777, 2006.143, 1654.013, 1248.951, 791.1982, 1090.714, 526.9273, 922.7863, 655.551, 979.4958, 2242.663, 2093.177, 1339.474
32.4, 586.3454, 0.4755565, 1601.369, 747.1212, 766.0676, 207.0051, 1308.143, 300.4114, 828.6971, 43.0466, 305.1247, 322.8511, 553.722, 354.8944, 489.3142, 0.8008, 157.6617, 558.0554, 13.09898, 38.0122, 227.3452, 916.813, 131.4478, 1046.172, 8.421637, 1101.423, 492.5716, 517.2853, 553.2505, 16.7974, 333.094, 14.75286, 1210.801, 0.0001565318, 328.4756, 303.2289, 353.2574, 570.5894, 0.002799378, 116.4477, 14.19856, 11.96691, 677.2958, 2380.415, 1620.185, 81.42827, 1145.439, 12.64828, 1152.68, 1335.071, 1101.198, 491.8245, 2.884465, 1919.014, 1580.17, 1256.295, 827.1987, 1116.344, 500.1156, 882.1363, 623.3843, 936.8544, 2321.355, 2092.778, 1356.748
32.5, 596.7299, 0.4561403, 1566.291, 764.129, 776.9578, 196.4875, 1347.641, 286.7683, 829.9853, 41.17779, 291.993, 308.1786, 618.7548, 338.8061, 467.7578, 0.7589691, 150.5512, 534.4209, 12.53296, 36.35189, 218.0163, 878.5955, 125.4342, 1046.924, 8.076494, 1050.691, 466.6453, 491.9248, 526.916, 15.98668, 318.0587, 14.10708, 1160.967, 0.0001497071, 314.2054, 289.7166, 344.4456, 545.679, 0.002681555, 111.6474, 13.5792, 11.4748, 649.7065, 2366.97, 1587.507, 77.98913, 1089.83, 12.08751, 1153.286, 1268.52, 1158.21, 471.1566, 2.761618, 1835.67, 1633.31, 1198.717, 788.5428, 1112.665, 474.6682, 928.305, 592.7959, 896.0692, 2234.384, 2127.498, 1292.735
32.6, 567.7949, 0.437517, 1501.172, 731.7446, 773.8193, 186.5043, 1291.939, 368.7329, 848.2708, 39.39011, 279.4265, 294.1729, 591.5751, 323.4471, 447.1511, 0.7193232, 143.7614, 511.7874, 11.9914, 34.76409, 209.0702, 841.971, 119.6958, 1171.129, 7.745498, 1078.11, 442.0835, 467.8076, 501.8349, 15.21509, 303.7022, 13.48957, 1302.185, 0.00014318, 300.5552, 276.8064, 330.5291, 589.9869, 0.002568692, 107.0451, 12.98685, 11.00293, 659.4924, 2406.995, 1613.936, 74.69524, 1064.422, 11.55161, 1104.884, 1305.602, 1262.604, 568.001, 2.644003, 1843.438, 1589.233, 1293.086, 751.6934, 1060.344, 450.5156, 887.4119, 563.7084, 857.0596, 2254.636, 2036.783, 1255.865
32.7, 540.2629, 0.4196539, 1438.76, 700.7327, 739.1364, 177.0283, 1238.539, 351.9869, 810.233, 37.68003, 267.4008, 280.8037, 565.5893, 308.7844, 427.4521, 0.6817484, 137.2778, 490.1124, 11.47324, 33.24564, 200.4912, 894.6508, 114.2198, 1118.471, 7.428066, 1069.014, 418.8146, 444.8729, 477.9477, 14.48074, 289.9937, 12.8991, 1248.589, 0.0001369375, 287.498, 264.4715, 317.1748, 564.2297, 0.002460578, 102.6324, 12.42035, 10.55046, 719.7975, 2392.545, 1681.512, 71.54047, 1130.739, 11.03946, 1108.678, 1240.52, 1211.192, 544.132, 2.531397, 1837.487, 1527.563, 1233.822, 716.566, 1065.931, 427.5919, 929.7999, 720.9869, 934.0266, 2295.974, 1949.936, 1253.135
32.8, 539.3479, 0.4025202, 1548.628, 813.1156, 706.0079, 168.0338, 1318.672, 336.0015, 838.0121, 36.0442, 255.8927, 268.0421, 540.7449, 294.7864, 408.621, 0.6461363, 131.0867, 469.3554, 10.97746, 31.79353, 192.2642, 857.3571, 108.9944, 1068.18, 7.123644, 1019.775, 396.7704, 515.8204, 455.1974, 13.78183, 276.9039, 12.33446, 1197.199, 0.0001309671, 275.0081, 252.6863, 304.36, 539.5969, 0.002357015, 98.40163, 11.87855, 10.1166, 690.4769, 2291.246, 1681.09, 68.51895, 1099.083, 10.55003, 1062.148, 1235.958, 1161.874, 521.266, 2.423587, 1915.303, 1511.237, 1204.127, 768.2105, 1050.482, 405.8347, 888.8409, 685.6094, 893.3645, 2258.458, 2087.169, 1226.639
32.9, 540.4148, 0.386086, 1545.299, 778.6551, 674.3643, 159.4962, 1264.167, 320.742, 854.41, 34.47939, 244.8798, 255.8605, 516.9919, 281.423, 390.6195, 0.6123844, 125.1747, 449.4775, 10.50311, 30.40483, 184.3749, 924.6452, 104.0081, 1020.151, 6.831697, 972.8033, 375.8865, 490.5318, 433.5302, 13.11666, 264.405, 11.79455, 1147.924, 0.000125257, 263.0608, 241.4263, 292.0631, 583.9003, 0.002257811, 94.34528, 11.36039, 9.700586, 662.3507, 2194.235, 1669.527, 65.62504, 1152.451, 10.08229, 1017.57, 1436.656, 1114.564, 499.3608, 2.320368, 1832.12, 1557.423, 1148.94, 732.3113, 1139.931, 385.1846, 849.6863, 651.9678, 906.3112, 2215.357, 1998.174, 1269.189
33, 595.2778, 0.3703228, 1481.053, 816.8474, 644.139, 151.3925, 1286.767, 306.1755, 816.097, 32.98251, 234.3409, 244.2325, 494.2823, 268.6653, 373.411, 0.5803956, 119.5294, 430.4415, 10.04926, 29.07679, 176.8092, 886.1012, 99.24983, 1090.379, 6.551716, 927.9954, 356.1018, 507.8233, 515.7172, 12.48359, 252.4703, 11.27827, 1100.677, 0.0001197959, 296.6499, 379.0448, 280.2629, 558.4088, 0.002162782, 90.45613, 10.86483, 9.301675, 635.3702, 2249.451, 1593.906, 62.85336, 1109.604, 9.635286, 1034.421, 1365.042, 1069.181, 478.3763, 2.221546, 1752.549, 1505.303, 1096.282, 698.0897, 1086.328, 365.5852, 812.2565, 619.9769, 866.8557, 2177.196, 2047.111, 1209.307
33.1, 566.4133, 0.3552032, 1482.415, 782.2288, 683.0714, 143.7005, 1288.882, 292.2706, 895.0494, 31.55061, 224.2555, 233.1329, 472.5702, 256.486, 356.9606, 0.5500778, 114.1386, 412.2116, 9.615022, 27.80676, 169.554, 849.1639, 94.70928, 1041.352, 6.283208, 942.0656, 337.3585, 503.5794, 548.5011, 11.88108, 241.0743, 10.78458, 1177.629, 0.0001145729, 295.4578, 362.154, 268.9395, 567.0132, 0.002071753, 86.7273, 10.39089, 8.919169, 609.4888, 2224.34, 1620.513, 60.19873, 1118.499, 9.208102, 1053.975, 1296.997, 1025.645, 679.1313, 2.126932, 1864.181, 1438.1, 1174.914, 716.3461, 1100.271, 346.9831, 776.4755, 688.5543, 927.3271, 2163.944, 2006.509, 1181.403
33.2, 586.6467, 0.3407008, 1420.783, 772.8473, 687.2132, 136.3993, 1344.124, 278.9971, 854.9141, 30.18088, 214.6042, 222.5378, 528.2074, 244.8589, 424.3869, 0.5213437, 131.6682, 394.7539, 276.2727, 26.5922, 162.5965, 942.5994, 90.37645, 994.5288, 6.025706, 898.6735, 319.6017, 532.6685, 522.3926, 11.30764, 230.1926, 10.31251, 1177.475, 0.0001095776, 282.6221, 367.4836, 296.186, 610.298, 0.001984555, 83.1522, 9.937625, 8.552392, 584.6616, 2175.153, 1652.325, 57.65623, 1064.198, 8.799858, 1066.089, 1232.345, 1169.416, 650.5923, 2.036348, 1843.446, 1373.897, 1283.167, 739.4675, 1048.533, 329.3275, 847.5918, 654.7682, 886.9567, 2096.379, 2019.075, 1186.654
33.3, 558.2006, 0.3267906, 1544.565, 740.0934, 656.4119, 129.4691, 1288.568, 266.3265, 816.5784, 28.87062, 205.3683, 212.4242, 587.1237, 233.7588, 504.8588, 0.4941106, 227.7887, 378.0355, 264.3346, 25.4307, 155.9245, 984.9261, 86.24184, 949.8113, 5.778756, 857.2801, 399.18, 572.0925, 538.8352, 10.76189, 219.8022, 9.861102, 1129.012, 0.0001048001, 289.79, 351.108, 284.2193, 674.2691, 62.7012, 160.4919, 9.50413, 8.200698, 647.4785, 2259.858, 1577.483, 55.22111, 1012.533, 8.409714, 1156.678, 1256.658, 1121.799, 623.2525, 1.949621, 1763.383, 1342.065, 1224.358, 704.9114, 999.2283, 312.5703, 888.6646, 622.6399, 965.2033, 2230.998, 2061.443, 1186.51
33.4, 531.1339, 0.3134483, 1500.949, 813.5588, 626.9912, 122.891, 1235.307, 254.2313, 779.9619, 27.61724, 196.5299, 202.7702, 561.3335, 326.0173, 482.6176, 0.4683, 573.424, 362.0251, 252.9124, 24.31992, 149.5263, 943.8693, 82.29639, 984.7674, 5.541927, 956.2865, 378.1693, 569.4458, 513.1868, 10.24247, 209.8807, 9.429453, 1131.137, 0.0001002308, 277.2005, 335.4622, 272.7361, 644.8323, 60.06218, 215.5751, 9.089546, 7.863466, 621.1039, 2303.732, 1533.216, 52.88883, 1085.488, 8.036867, 1108.133, 1348.699, 1076.121, 627.4421, 1.866589, 1755.674, 1391.87, 1168.243, 782.0377, 1067.827, 296.6657, 849.5177, 621.387, 995.8381, 2282.129, 1973.544, 1203.081
33.5, 505.3795, 0.3006508, 1467.201, 779.0795, 672.472, 116.6471, 1184.248, 242.6854, 812.7355, 26.41827, 188.0718, 193.555, 536.6761, 497.3748, 461.3561, 0.4438377, 960.5658, 346.6928, 241.9838, 23.25766, 143.3907, 1010.347, 78.53143, 1040.32, 5.314803, 912.2394, 427.6935, 596.565, 488.7592, 9.748121, 200.4071, 9.016698, 1084.581, 9.586085e-05, 265.1579, 335.312, 264.7375, 616.6806, 57.53423, 206.6885, 8.693046, 7.540102, 595.8035, 2206.192, 1565.536, 50.65506, 1032.79, 7.68055, 1183.297, 1281.469, 1137.631, 650.9404, 1.787092, 1715.286, 1329.731, 1114.701, 745.4922, 1170.886, 281.5705, 812.0953, 670.3426, 952.4851, 2211.622, 1889.394, 1167.83
33.6, 480.8741, 0.2883758, 1410.425, 746.0615, 642.3315, 110.7204, 1211.365, 231.6639, 807.4072, 25.27135, 179.9777, 184.7585, 674.2366, 474.8275, 537.1984, 0.4206532, 1176.47, 332.0098, 231.5274, 22.2418, 137.5068, 1019.009, 74.93873, 993.5438, 5.096989, 892.5562, 405.1819, 591.4658, 465.4944, 9.277633, 191.3611, 8.62201, 1039.941, 9.168139e-05, 253.6385, 399.2911, 256.5402, 589.7579, 86.994, 246.7793, 8.313842, 7.230035, 571.5338, 2226.302, 1575.85, 48.51564, 982.6496, 7.34003, 1217.637, 1318.235, 1230.553, 623.586, 1.710981, 1719.074, 1320.696, 1207.644, 710.6547, 1115.828, 267.2433, 848.8912, 637.4501, 1021.12, 2195.854, 1959.874, 1139.891
33.7, 476.989, 0.2766019, 1351.786, 813.5519, 671.6034, 105.0949, 1190.454, 221.1429, 921.256, 24.17423, 172.232, 176.3619, 644.6198, 453.3023, 513.5325, 0.3986798, 1590.946, 370.2583, 221.5228, 21.27032, 131.8643, 1022.057, 71.51038, 1078.321, 4.8881, 891.8826, 383.8553, 562.4685, 443.3369, 8.829852, 182.7235, 8.244599, 1112.218, 8.768414e-05, 281.9578, 381.4982, 267.4662, 564.0107, 171.4711, 236.6065, 7.951179, 6.93272, 669.1697, 2370.752, 1538.33, 46.46657, 1120.746, 7.014607, 1178.068, 1252.524, 1242.36, 597.3811, 1.638112, 1750.053, 1295.913, 1208.194, 732.982, 1201.469, 253.6451, 880.6974, 606.1716, 1106.205, 2239.761, 1876.306, 1234.587
33.8, 453.8601, 0.2653087, 1436.015, 807.6727, 641.5018, 99.7552, 1196.533, 211.0997, 879.9454, 23.12473, 164.8197, 168.3468, 756.2593, 432.753, 596.2556, 0.3778541, 1938.136, 354.5773, 211.9505, 20.34126, 126.4534, 979.4528, 68.23888, 1093.319, 4.687772, 850.8021, 363.6512, 612.8636, 422.2342, 8.403685, 174.4757, 7.883709, 1066.441, 8.386117e-05, 310.1678, 364.4981, 256.6599, 644.419, 164.2541, 238.3935, 7.604336, 6.64763, 641.9114, 2270.375, 1574.379, 44.50405, 1094.708, 6.703613, 1192.517, 1282.002, 1253.576, 572.2775, 1.568346, 1804.184, 1318.906, 1152.821, 698.729, 1242.091, 240.7389, 961.1453, 576.4278, 1197.515, 2146.446, 1925.45, 1176.337
33.9, 449.0478, 0.2544766, 1436.935, 773.4429, 691.5099, 94.68681, 1222.578, 283.556, 840.4873, 22.1208, 157.7263, 160.696, 723.0395, 413.1351, 628.6174, 0.3581164, 2145.677, 420.6442, 202.7919, 19.45278, 121.2645, 1028.209, 65.11703, 1077.099, 4.495655, 811.6136, 344.5105, 582.8173, 402.1359, 7.998085, 166.6002, 7.538616, 1055.551, 8.020488e-05, 296.693, 447.2979, 351.2634, 730.6525, 157.3408, 228.5664, 7.272624, 6.374264, 716.0845, 2174.248, 1533.349, 42.62441, 1041.562, 6.406406, 1142.468, 1218.097, 1202.532, 548.2287, 1.501552, 1725.826, 1260.024, 1116.982, 666.0767, 1183.684, 228.4893, 918.8055, 548.1435, 1145.382, 2057.018, 2007.795, 1218.48
34, 427.2738, 0.2440868, 1377.194, 740.6638, 660.5161, 89.87593, 1172.045, 334.3024, 802.7986, 21.16045, 150.9382, 153.3929, 836.6802, 579.9759, 600.9241, 0.3394097, 2214.49, 415.6653, 194.029, 18.60311, 116.2885, 1066.114, 62.13801, 1063.698, 4.31141, 872.0092, 421.7964, 554.2441, 448.5247, 7.612061, 159.0802, 7.208628, 1071.186, 7.670801e-05, 283.8036, 438.649, 363.1517, 925.677, 150.7185, 305.4021, 6.95538, 6.11214, 732.431, 2216.179, 1494.176, 40.82416, 990.996, 6.122376, 1094.52, 1208.621, 1180.146, 525.1906, 1.437602, 1681.097, 1203.771, 1185.607, 692.4543, 1245.611, 216.8631, 878.3309, 521.2471, 1145.17, 2186.128, 1922.183, 1160.991
34.1, 406.5556, 0.2341212, 1319.937, 820.873, 630.9114, 85.30948, 1140.375, 343.5507, 854.2512, 20.2418, 144.4423, 146.4217, 799.9278, 553.6841, 600.2302, 0.3216801, 2195.253, 398.0612, 185.6448, 17.79056, 111.5167, 1047.661, 59.29528, 1045.971, 4.134717, 831.844, 424.28, 527.0717, 427.175, 7.244669, 151.8996, 6.893085, 1027.098, 7.336358e-05, 271.4742, 493.4138, 348.4794, 938.6109, 144.3749, 292.8127, 6.651976, 5.860795, 702.5958, 2228.888, 1448.033, 39.09994, 1020.605, 5.850938, 1150.563, 1148.374, 1176.458, 557.091, 1.376376, 1736.679, 1201.707, 1162.094, 660.0953, 1218.128, 205.8284, 839.6393, 495.6704, 1164.521, 2293.161, 2088.968, 1182.741
34.2, 386.842, 0.2245624, 1265.06, 849.4828, 602.6337, 80.97504, 1223.124, 327.9484, 875.5179, 19.36303, 138.2259, 139.7673, 818.1064, 528.5841, 634.9762, 0.3048767, 2185.169, 381.2028, 177.6229, 17.01349, 106.9407, 1003.989, 56.5826, 1181.854, 3.965265, 873.8932, 401.9482, 501.2314, 406.8416, 6.895009, 145.0432, 6.591355, 984.8242, 7.016498e-05, 259.6804, 471.4267, 334.3999, 918.1413, 138.2983, 289.8528, 6.361806, 5.619785, 752.7113, 2134.518, 1417.479, 37.44855, 1061.816, 5.591535, 1102.276, 1170.078, 1128.555, 592.4078, 1.317757, 1691.947, 1148.057, 1108.833, 629.2484, 1306.49, 195.3552, 802.652, 471.3487, 1204.192, 2239.875, 2123.268, 1126.938
34.3, 397.7147, 0.2153939, 1252.538, 813.4811, 575.6234, 76.86083, 1172.569, 313.0546, 836.2583, 18.52241, 132.2771, 133.4153, 782.1699, 571.5472, 607.0027, 0.288951, 2091.348, 386.1678, 169.9476, 16.27037, 102.5525, 1006.808, 53.99401, 1128.714, 3.802758, 833.6412, 380.7917, 476.658, 423.7337, 6.562224, 138.4962, 6.302832, 1065.507, 6.710584e-05, 248.3989, 450.4193, 341.3579, 980.3606, 132.4775, 297.5565, 6.084294, 5.388687, 826.1291, 2177.659, 1457.198, 35.8669, 1010.267, 5.343633, 1172.057, 1170.341, 1158.15, 567.5131, 1.261635, 1714.46, 1096.803, 1078.943, 681.8282, 1245.055, 185.4149, 767.2941, 448.2205, 1187.073, 2200.393, 2032.733, 1073.767
34.4, 378.4298, 0.2065998, 1330.72, 819.6755, 549.8236, 72.95566, 1124.103, 406.2674, 798.7592, 17.71828, 126.5843, 127.3521, 747.812, 545.6375, 580.2617, 0.2738573, 2065.936, 369.813, 162.604, 15.5597, 98.34438, 1033.469, 51.52386, 1077.963, 3.64691, 795.2432, 360.7488, 521.1092, 480.2423, 6.245502, 132.2448, 6.026938, 1021.652, 6.418007e-05, 237.6076, 430.348, 340.9947, 937.5606, 126.9017, 285.2905, 5.818888, 5.167091, 792.4771, 2151.014, 1413.488, 34.35206, 1014.504, 5.106721, 1122.867, 1135.094, 1110.992, 543.6646, 1.207903, 1754.692, 1124.801, 1219.308, 743.2751, 1186.509, 175.9804, 733.4938, 426.2271, 1154.785, 2232.651, 2024.054, 1069.816
34.5, 374.9063, 0.1981647, 1275.395, 784.937, 612.7538, 69.2489, 1077.64, 387.8168, 829.6391, 16.94906, 121.1365, 121.5643, 714.9633, 520.9023, 554.6987, 0.2595519, 2044.838, 407.7344, 155.5777, 14.88008, 94.30891, 990.3887, 49.16671, 1029.494, 3.49745, 758.6139, 365.6678, 495.5612, 457.3829, 385.3541, 126.2755, 5.763122, 1038.448, 6.138186e-05, 227.285, 479.7646, 340.1884, 896.6292, 121.5605, 295.0059, 5.565059, 4.954608, 760.196, 2221.331, 1349.464, 32.90119, 1173.704, 4.880313, 1075.742, 1078.512, 1126.487, 520.8182, 1.156459, 1748.534, 1148.253, 1163.426, 708.5411, 1274.969, 167.026, 701.1824, 481.4387, 1266.643, 2169.839, 2003.465, 1019.341
