 , C000, C001, C003, C004, C005, C006, C007, C008, C010, C012, C013, C015, C016, C018, C021, C026, C029, C032, C033, C034, C037, C038, C040, C041, C042, C043, C044, C047, C050, C051, C053, C054, C061, C062, C065, C066, C068, C070, C071, C074, C076, C084, C086, C093, C100, C108, C111, C122
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 70.60614, 0, 0, 127.5587, 0, 91.62207, 0, 87.92175, 0, 0, 0, 0, 0, 0, 16.69727, 0, 0, 73.86693, 0, 276.3469, 60.76685, 0, 0, 45.55774, 0, 0, 100.5812, 0, 0, 0, 0, 0, 221.7113, 23.05121, 0, 0, 0, 0, 0, 0, 208.487, 0, 0, 0, 0, 0, 85.5592
0.2, 48.17273, 72.66956, 46.92651, 22.34253, 136.8501, 136.4061, 175.0801, 3.051758e-05, 175.4669, 0, 91.61357, 0, 100.4433, 0, 195.8571, 125.7209, 199.3224, 0, 174.1004, 127.9208, 331.5547, 186.6064, 0, 0, 43.39133, 93.70322, 0, 95.79968, 0, 90.4967, 0, 108.8019, 0, 211.826, 22.0885, 0, 6.103516e-05, 101.7559, 84.10251, 0, 0, 199.5825, 3.051758e-05, 0, 0, 36.84827, 0, 81.73804
0.3, 167.8469, 69.31064, 284.3851, 120.2627, 178.2435, 240.6398, 266.5906, 0, 167.4198, 139.0371, 229.0123, 0, 299.9703, 0, 313.5156, 296.3914, 379.106, 0, 188.3489, 148.9306, 433.7046, 345.2815, 0, 127.1974, 41.32797, 99.60535, 151.6016, 184.3381, 0, 429.201, 0, 151.8021, 0, 314.4685, 93.71008, 244.1631, 207.8265, 299.7658, 97.43323, 113.3174, 0, 191.0584, 3.051758e-05, 0, 0, 215.371, 176.0128, 78.08752
0.4, 160.0803, 77.11201, 272.106, 261.538, 226.3563, 344.9371, 254.598, -3.051758e-05, 214.1561, 132.5558, 343.454, 25.68604, 300.4128, 0, 298.4151, 318.7222, 427.1042, 32.49809, 180.4787, 392.4218, 570.783, 449.5229, 192.2077, 206.7502, 39.3627, 183.8581, 202.7248, 175.575, 21.9255, 570.0406, 73.33481, 159.6132, 0, 474.1537, 237.3339, 232.9492, 198.4894, 463.1706, 143.5691, 123.0782, 0, 248.5677, 238.8905, 0, 0, 205.5386, 271.8375, 74.60004
0.5, 273.8698, 86.30266, 357.3148, 325.4104, 214.3876, 340.6452, 298.3636, 117.8932, 204.3347, 126.3766, 334.9716, 82.18781, 286.9636, 0, 284.0421, 372.9052, 408.599, 39.68535, 245.7835, 500.839, 711.433, 708.6197, 184.0103, 198.2737, 245.9952, 263.0234, 340.3686, 319.7607, 145.3231, 684.4958, 70.10065, 300.0529, 0, 555.7111, 227.4214, 222.2503, 189.572, 502.7539, 170.5023, 220.2572, -6.103516e-05, 295.4453, 336.1433, 0, 0, 343.2906, 259.7441, 71.26837
0.6, 261.1973, 84.32799, 352.1516, 353.1898, 203.0519, 471.5823, 434.8112, 151.5571, 249.4192, 292.985, 318.9961, 110.1405, 520.5063, 0, 634.8395, 523.2838, 622.8384, 399.3342, 534.9136, 558.881, 801.9189, 891.2214, 176.1624, 190.1448, 234.2975, 545.2751, 514.7006, 442.354, 228.4694, 730.7799, 67.00916, 444.0648, 0, 530.9341, 390.1612, 488.2157, 331.5261, 746.5981, 286.2044, 265.4028, -6.103516e-05, 349.4416, 390.4174, 6.103516e-05, 0, 327.6183, 421.3934, 345.1511
0.7, 361.9114, 117.6553, 336.9465, 513.5909, 192.3155, 518.8021, 454.2621, 462.788, 367.8423, 279.3272, 467.452, 182.5433, 497.2037, 0, 919.0309, 602.1818, 721.1684, 470.1737, 574.0039, 715.2584, 971.8014, 1384.629, 168.6493, 471.773, 354.8651, 922.3429, 492.7131, 486.6492, 259.0148, 735.1533, 282.6641, 617.3815, 0, 597.3862, 560.0126, 825.8226, 316.6316, 714.5425, 432.6061, 281.0156, -3.051758e-05, 401.9796, 612.9853, 6.103516e-05, 0, 379.0806, 554.4445, 329.7363
0.8, 416.7985, 144.3789, 322.398, 491.2416, 182.1468, 495.2589, 592.8818, 440.3278, 350.9727, 266.3062, 449.3491, 173.431, 474.9444, 0, 1116.606, 807.925, 801.4512, 450.2783, 888.8841, 792.7474, 1147.28, 1588.119, 161.4566, 690.7057, 428.3234, 881.4438, 471.6648, 463.5146, 248.2877, 937.0286, 270.1982, 834.6339, 0, 570.7512, 536.623, 967.2444, 302.4063, 683.8631, 414.1582, 269.2045, -3.051758e-05, 441.1808, 892.4259, 0, 28.96015, 361.7743, 673.8376, 315.0101
0.9, 397.5125, 137.7054, 308.4776, 640.8895, 297.5667, 472.7842, 628.4505, 418.9576, 334.8767, 253.8922, 495.1613, 297.0446, 453.6815, 0, 1361.272, 905.8299, 766.7262, 431.2247, 1162.985, 830.9768, 1477.322, 1708.247, 154.5706, 780.5937, 407.9554, 842.3583, 451.5157, 538.9628, 320.5384, 920.39, 258.2821, 799.0601, 0, 664.0733, 514.2102, 1201.481, 346.2646, 654.501, 396.4971, 274.4888, -3.051758e-05, 627.6096, 927.3513, -6.103516e-05, 27.63353, 370.8505, 721.4464, 443.6193
1, 379.119, 131.3404, 499.9821, 613.0006, 281.8329, 491.2951, 600.1794, 398.6245, 319.5189, 242.0568, 471.546, 282.2167, 433.3707, 0, 1295.707, 865.978, 733.5059, 412.9774, 1201.913, 786.6084, 1660.76, 1637.6, 249.3499, 748.5903, 388.5561, 805.0059, 432.2274, 513.3413, 395.0675, 968.7761, 246.8915, 788.4058, 0, 634.4649, 492.7336, 1146.3, 330.708, 626.3995, 379.5891, 262.952, -6.103516e-05, 751.8973, 887.2335, 0, 26.36767, 442.2512, 689.3513, 480.847
1.1, 447.4845, 125.2696, 478.3941, 621.2542, 266.9309, 580.8871, 573.1802, 379.2782, 304.8654, 230.7731, 492.5621, 313.4471, 413.9691, 0, 1233.3, 831.6249, 762.0374, 395.5023, 1307.828, 744.6089, 1750.013, 1791.651, 352.3684, 717.8992, 370.0792, 769.3098, 413.763, 562.6561, 378.7057, 927.9471, 236.0033, 1012.979, 0, 606.1766, 472.154, 1093.652, 349.2696, 599.5047, 363.4021, 251.9001, -3.051758e-05, 719.7839, 936.308, 0, 25.1598, 504.5659, 713.7166, 487.2076
1.2, 434.1802, 124.7643, 457.7382, 594.2197, 270.4037, 554.5265, 547.3956, 360.8709, 290.884, 220.0155, 597.1015, 297.8004, 494.2645, 0, 1424.101, 830.9061, 729.0202, 378.7666, 1253.179, 704.8519, 1760.094, 1717.555, 507.7163, 688.4663, 432.8845, 735.1965, 396.0874, 535.9083, 363.0215, 1037.741, 225.5952, 969.8041, 0, 579.1497, 452.4339, 1111.185, 333.578, 573.7646, 347.9054, 241.3128, -3.051758e-05, 689.0422, 895.8027, 6.103516e-05, 24.00727, 481.5308, 802.1894, 541.8701
1.3, 488.2471, 118.9975, 437.9741, 674.9863, 256.1061, 529.3622, 522.7709, 343.3569, 345.7281, 209.7593, 699.5172, 316.2965, 472.1368, 0, 1355.509, 794.3505, 777.452, 362.7391, 1200.815, 667.2178, 1910.908, 1795.2, 688.0925, 660.2401, 412.2997, 702.5961, 379.1669, 510.4321, 347.9869, 1119.314, 215.6461, 928.4689, 0, 553.3276, 433.5374, 1060.151, 318.5914, 549.1296, 333.0695, 231.1704, -3.051758e-05, 723.0533, 857.0498, 6.103516e-05, 22.90753, 459.5474, 766.5022, 517.6697
1.4, 561.2031, 113.4972, 419.0634, 808.4745, 242.5645, 576.9794, 656.7932, 326.6929, 329.8727, 261.3748, 733.9133, 323.0266, 450.9996, 0, 1330.747, 759.4031, 743.7668, 347.3898, 1246.325, 631.5929, 1861.007, 1832.444, 658.7462, 648.6744, 433.1213, 671.441, 362.9692, 486.1669, 333.575, 1284.337, 206.1359, 888.8956, 0, 528.657, 415.4302, 1239.675, 438.3716, 525.5524, 318.8662, 221.4544, -3.051758e-05, 692.172, 819.9732, 0, 21.85816, 520.1023, 778.7029, 494.5502
1.5, 535.2354, 108.2511, 400.9692, 847.3303, 253.2663, 588.5671, 652.1818, 310.8377, 314.7444, 249.1906, 816.0182, 344.457, 518.5247, 0, 1427.077, 725.9932, 750.3655, 332.69, 1194.247, 655.4923, 1866.166, 1756.66, 668.186, 640.5294, 412.5252, 641.6676, 347.4634, 621.7729, 319.7599, 1509.837, 197.045, 851.009, 0, 553.8031, 398.0793, 1182.74, 418.677, 583.8836, 305.2687, 391.2945, -3.051758e-05, 662.6096, 886.3992, 6.103516e-05, 20.85687, 496.3578, 832.4006, 598.4595
1.6, 510.4691, 103.2475, 383.6563, 810.4579, 286.5028, 782.788, 773.9085, 295.752, 300.3099, 237.5744, 835.663, 327.2623, 495.3108, 0, 1358.343, 694.0532, 717.8539, 318.6122, 1147.374, 620.4935, 2003.273, 1722.885, 651.9279, 712.8743, 392.9086, 613.2144, 332.6201, 592.2147, 306.517, 1462.963, 188.3551, 814.7372, 0, 568.1155, 381.453, 1156.846, 516.8987, 646.7676, 292.251, 384.7368, -3.051758e-05, 634.3098, 865.5176, 0.0001220703, 19.90144, 473.6975, 893.2588, 657.895
1.7, 501.4509, 98.47525, 367.0909, 952.5935, 271.3539, 747.2651, 739.0941, 281.3984, 328.7455, 226.4997, 799.0965, 310.9259, 473.1362, 0, 1292.918, 663.5184, 759.5168, 305.1301, 1099.431, 627.1431, 1974.856, 1723.304, 694.9632, 683.6474, 465.0833, 586.0228, 318.4109, 669.1616, 293.8226, 1541.096, 180.0483, 780.0115, 0, 542.7855, 365.5211, 1158.635, 493.6761, 618.9982, 279.7884, 368.5663, -3.051758e-05, 650.3406, 869.7164, 0.0001220703, 18.98978, 452.0716, 853.5202, 628.5129
1.8, 576.3604, 93.92355, 399.7175, 915.5507, 257.006, 755.134, 705.8458, 267.7414, 313.6689, 215.9412, 821.0845, 295.405, 451.9543, 0, 1367.095, 634.327, 726.6088, 292.2185, 1053.49, 593.658, 2080.736, 1652.035, 665.3238, 655.6188, 442.9673, 560.037, 304.8087, 790.0035, 281.6539, 1476.147, 172.108, 746.7657, 0, 518.5848, 350.2547, 1105.421, 471.4968, 592.4211, 267.8572, 353.0755, -3.051758e-05, 726.6488, 902.8078, 0.0001220703, 18.11989, 526.7476, 815.5494, 600.443
1.9, 700.1451, 89.58222, 382.4586, 875.7096, 243.4167, 720.8662, 674.0931, 254.7472, 299.2838, 205.875, 786.8882, 280.6589, 496.5563, 0, 1301.249, 606.4198, 773.2798, 279.8533, 1009.47, 561.9607, 2064.695, 1726.433, 636.9485, 628.7393, 421.903, 535.2035, 291.7875, 752.448, 269.9891, 1513.409, 164.5178, 714.9369, 0, 495.4632, 335.6259, 1054.651, 450.3139, 566.985, 256.4349, 338.2358, -3.051758e-05, 749.931, 863.7518, 0.0001220703, 17.28984, 582.0645, 779.2679, 573.6267
2, 667.7482, 85.44157, 365.9449, 1058.924, 230.5461, 928.8292, 679.8313, 242.3837, 430.5318, 196.278, 1055.365, 266.6489, 637.9484, 0, 1316.442, 579.7405, 770.7187, 268.0113, 967.2883, 676.7732, 2011.428, 1706.612, 609.7833, 604.2789, 401.8404, 511.4711, 279.3226, 716.6778, 258.8075, 1599.344, 157.2623, 684.4648, 0, 473.3724, 321.6081, 1006.213, 430.0828, 542.6412, 245.4996, 441.3811, -3.051758e-05, 717.9017, 862.7849, 9.155273e-05, 16.49782, 708.7195, 744.6005, 701.8571
2.1, 647.0623, 81.49229, 350.1443, 1072.097, 218.3559, 1024.269, 722.7321, 230.6202, 410.7872, 187.1283, 1005.032, 450.8907, 666.5004, 0, 1253.036, 554.2349, 919.5388, 256.6704, 1110.38, 640.6382, 2064.755, 1682.478, 583.7767, 579.5043, 417.5632, 488.7912, 267.3902, 682.608, 248.0889, 1551.835, 150.3269, 655.2914, 0, 536.3816, 308.1758, 959.9996, 410.7605, 519.3425, 235.0307, 422.8299, 0, 687.2404, 884.131, 0.0001220703, 15.74207, 676.364, 888.799, 670.5115
2.2, 685.5585, 87.01936, 455.5638, 1044.492, 251.4221, 977.7873, 690.2198, 219.4276, 391.9481, 230.3416, 1002.114, 428.383, 745.3973, 0, 1257.435, 529.8513, 942.9994, 245.8094, 1063.983, 710.7095, 2087.903, 1722.151, 558.8793, 555.7454, 513.8529, 467.1169, 255.9675, 780.5581, 237.8143, 1649.936, 143.6973, 627.3615, 0, 512.4665, 295.3044, 1028.337, 392.3064, 497.0442, 225.0081, 405.0584, 0, 771.0372, 845.8829, 9.155273e-05, 15.02095, 733.4415, 849.2587, 673.1703
2.3, 653.8366, 82.99716, 502.3092, 1042.092, 238.1281, 933.4154, 710.5378, 208.7782, 373.973, 249.4849, 1008.896, 406.9989, 740.8504, 0, 1196.871, 598.381, 970.8772, 235.408, 1019.523, 672.7626, 2099.888, 1767.786, 670.4183, 620.9985, 489.4178, 446.4037, 245.0328, 835.0099, 227.9652, 1580.4, 137.36, 600.622, 0, 489.6177, 366.0033, 981.1076, 374.6813, 475.7032, 215.413, 406.5112, 0, 767.455, 900.5279, 6.103516e-05, 14.33286, 699.9575, 811.4775, 807.8438
2.4, 693.1902, 79.16087, 480.6207, 1128.454, 311.4842, 891.057, 678.574, 198.6457, 356.8222, 237.8549, 960.7795, 386.6822, 707.6832, 0, 1224.837, 648.8166, 943.6426, 225.4467, 1056.028, 636.8417, 2099.369, 1694.677, 641.8257, 595.5385, 466.1447, 426.6089, 234.5652, 795.3147, 218.524, 1645.429, 131.3022, 575.0222, 0, 495.9116, 350.7167, 936.0472, 445.6703, 455.2786, 206.227, 389.4255, 0, 792.1121, 887.637, 6.103516e-05, 13.67629, 668.0021, 835.6077, 771.7648
2.5, 698.5979, 126.0414, 459.8686, 1079.348, 295.0144, 850.621, 678.5662, 189.0049, 340.458, 226.7672, 1282.088, 367.3796, 676.0009, 0, 1323.525, 657.0966, 924.1416, 215.9069, 1011.901, 651.3483, 2163.541, 1680.288, 614.4526, 571.1222, 571.2202, 407.6919, 224.5448, 784.0081, 209.4738, 1601.281, 125.5117, 550.5135, 0, 500.8126, 366.8671, 893.0564, 425.6477, 435.7309, 197.4328, 373.058, 0, 811.4214, 849.2372, 6.103516e-05, 13.0498, 665.1492, 881.8763, 737.2971
2.6, 725.5278, 122.6185, 440.0126, 1032.379, 279.4154, 854.8096, 670.4509, 179.832, 324.8442, 216.1962, 1220.942, 349.0406, 738.0313, 0, 1335.37, 628.1877, 1032.635, 206.7708, 1085.384, 774.7273, 2123.167, 1610.797, 588.2468, 547.707, 544.0572, 389.6138, 214.9525, 862.1498, 200.7984, 1742.647, 119.9764, 527.0494, 0, 505.2593, 407.2656, 852.04, 406.5247, 417.0225, 189.0136, 357.3784, 0, 882.6973, 812.4987, 3.051758e-05, 12.452, 656.447, 935.0358, 704.3689
2.7, 691.9564, 116.9509, 475.0325, 1034.223, 264.6412, 1003.663, 818.4965, 171.1043, 309.9465, 206.1181, 1180.225, 331.6171, 819.7037, 0, 1359.712, 600.5506, 1109.165, 198.0213, 1062.956, 733.3622, 2267.577, 1769.121, 563.1588, 552.0482, 518.1858, 372.3373, 205.7699, 865.2198, 192.4823, 1771.868, 114.6853, 504.5854, 0, 623.6127, 438.9324, 931.7115, 388.2608, 578.426, 273.6436, 472.7346, 0, 915.513, 777.3495, 3.051758e-05, 11.88159, 854.5006, 893.4387, 763.1229
2.8, 659.9385, 111.5452, 454.5217, 989.2175, 271.2123, 958.1169, 884.1156, 162.8002, 295.7321, 258.2612, 1123.938, 315.0634, 783.0063, 0, 1294.222, 574.1295, 1216.76, 189.642, 1022.653, 805.4595, 2228.375, 1720.938, 579.5917, 663.1636, 493.5447, 355.8268, 196.9796, 824.0886, 184.5106, 1736.283, 109.6275, 483.0789, 0, 595.8083, 430.4264, 888.9199, 415.209, 553.5908, 296.2935, 452.8657, 1.525879e-05, 876.4118, 767.8524, 3.051758e-05, 11.33731, 850.9875, 853.692, 729.0411
2.9, 629.4021, 106.3894, 516.3198, 946.1707, 256.8719, 914.6377, 1147.673, 154.8991, 282.1695, 246.2222, 1132.14, 299.3359, 747.9519, 0, 1286.001, 548.8706, 1210.716, 181.6173, 979.9212, 762.4535, 2321.42, 1694.342, 554.8727, 635.9747, 549.5281, 340.0486, 188.5648, 784.9126, 176.8691, 1766.495, 104.7928, 462.489, 0, 569.2436, 495.7825, 848.0934, 396.555, 529.822, 283.6586, 433.8317, 3.051758e-05, 838.9806, 758.8632, 3.051758e-05, 10.81797, 812.1372, 815.7136, 696.4816
3, 600.2787, 101.4718, 501.1263, 904.9971, 243.2897, 873.1316, 1139.131, 147.3814, 269.2289, 234.7443, 1270.515, 284.3936, 752.9463, 0, 1240.679, 524.7231, 1177.622, 173.9322, 938.9746, 721.7437, 2314.624, 1624.27, 531.208, 609.9006, 523.3965, 324.9699, 180.5095, 747.5991, 169.544, 1784.907, 100.1713, 442.7768, 0, 543.8633, 475.0756, 1103.761, 547.4186, 507.0738, 271.5624, 455.6394, 3.051758e-05, 803.148, 726.0343, 6.103516e-05, 10.32241, 775.0604, 908.4415, 665.3761
3.1, 572.5028, 96.78163, 536.8861, 918.4757, 364.2136, 833.5089, 1227.233, 140.2286, 256.8818, 223.8015, 1209.921, 270.1971, 755.8989, 0, 1180.922, 501.638, 1126.599, 166.5722, 999.7828, 683.2076, 2358.799, 1557.096, 508.5526, 584.8956, 498.5076, 310.5599, 172.7982, 766.311, 162.5223, 1743.613, 95.75365, 423.9047, 0, 519.6147, 455.2334, 1053.067, 522.8248, 485.3022, 259.982, 436.489, 1.525879e-05, 768.8459, 694.6256, 6.103516e-05, 9.849555, 739.6763, 964.9747, 635.6599
3.2, 546.0122, 138.8389, 513.7047, 915.9335, 388.6181, 841.5909, 1184.835, 133.423, 245.1009, 260.3285, 1152.217, 256.7094, 722.058, 0, 1192.003, 512.1697, 1194.748, 159.5237, 958.0063, 646.729, 2343.614, 1574.821, 570.2545, 560.9157, 474.8023, 296.7888, 165.4165, 744.4039, 155.7914, 1694.947, 91.53078, 405.8369, 0, 496.4471, 436.22, 1004.702, 499.3359, 464.4655, 248.8955, 418.1433, 1.525879e-05, 736.0087, 746.1152, 3.051758e-05, 9.39836, 705.9077, 974.4197, 672.6348
3.3, 572.9541, 132.4215, 512.2893, 921.9763, 368.0698, 825.2872, 1131.535, 126.9476, 233.8604, 248.1931, 1216.099, 243.8949, 689.7322, 0, 1134.59, 555.0721, 1142.983, 152.7735, 1071.19, 612.1981, 2314.303, 1531.666, 545.9337, 537.9189, 494.9171, 402.7192, 158.35, 709.0162, 149.3393, 1750.274, 87.49415, 388.5393, 0, 474.3125, 558.3146, 958.5577, 476.9023, 444.5233, 238.2817, 400.5688, 1.525879e-05, 804.3579, 713.8378, 1.525879e-05, 8.967834, 786.7845, 954.2606, 688.7363
3.4, 642.4479, 126.3007, 490.1699, 915.8677, 348.6081, 947.153, 1222.15, 120.7866, 272.1776, 236.6234, 1487.574, 231.7201, 999.5262, 0, 1110.974, 530.6518, 1266.585, 146.3089, 1026.429, 579.5109, 2437.628, 1486.633, 522.6502, 548.3522, 580.2676, 444.7067, 151.5854, 675.3107, 143.1544, 1760.251, 83.63554, 371.9789, 0, 453.1648, 534.996, 941.9421, 539.7054, 425.4374, 228.1205, 383.733, 1.525879e-05, 783.0574, 682.9567, 3.051758e-05, 8.557029, 808.9977, 911.8082, 718.6474
3.5, 612.7208, 120.4629, 492.1474, 889.1935, 330.1753, 904.1713, 1368.536, 114.9245, 259.6953, 225.593, 1588.464, 220.153, 954.7783, 0, 1072.911, 507.3058, 1230.201, 140.1178, 983.5394, 933.3934, 2463.472, 1693.472, 550.3655, 607.9749, 552.6744, 424.9873, 145.1098, 785.1596, 137.2256, 1709.969, 79.94711, 356.1244, 0, 432.96, 512.6512, 1012.478, 556.9373, 407.171, 218.3927, 433.7485, 1.525879e-05, 749.6133, 653.4116, 252.5923, 8.165043, 772.0642, 970.9421, 686.552
3.6, 657.142, 115.6234, 516.4059, 925.8434, 312.7172, 1008.369, 1306.972, 109.3469, 247.7854, 215.0768, 1512.707, 321.6796, 912.0338, 0, 1031.97, 484.9869, 1202.042, 134.1887, 942.4416, 883.5566, 2662.834, 1667.969, 526.8931, 641.3344, 526.3933, 406.1422, 138.9109, 785.2668, 131.5424, 1687.802, 76.42133, 531.1401, 0, 413.656, 491.2397, 965.9764, 531.9159, 389.6888, 250.8797, 415.5181, 2.288818e-05, 741.7764, 625.1445, 241.2871, 7.791013, 736.817, 1014.678, 655.89
3.7, 709.1213, 110.2791, 494.1086, 973.856, 296.1823, 962.609, 1275.102, 104.04, 260.6964, 205.0508, 1472.649, 305.6219, 871.2029, 0, 1129.637, 463.65, 1304.439, 128.5105, 903.0611, 836.3808, 2628.798, 1598.988, 518.3752, 615.0405, 501.3619, 388.1328, 132.9767, 839.9583, 126.0946, 1694.084, 73.05106, 508.5018, 0, 395.2128, 470.7225, 957.8187, 557.2595, 372.9573, 240.1813, 398.0539, 2.288818e-05, 821.5556, 598.1005, 230.4879, 7.434117, 703.1789, 1008.04, 677.7405
3.8, 704.2971, 105.1818, 472.7742, 931.4775, 280.5215, 918.9259, 1324.647, 98.99068, 310.6165, 261.5633, 1408.252, 290.3658, 964.4594, 0, 1155.706, 443.2517, 1247.921, 123.0726, 902.0824, 791.7238, 2624.164, 1608.35, 568.7081, 589.8247, 477.5209, 370.9219, 127.2961, 823.9764, 120.8723, 1622.687, 69.82941, 486.8284, 0, 377.5918, 451.0622, 1000.59, 532.2236, 356.9441, 229.9391, 381.3238, 1.525879e-05, 786.4673, 572.2262, 271.4505, 7.09357, 671.0764, 963.1954, 757.1979
3.9, 671.7081, 100.3201, 452.3609, 890.9434, 265.6889, 971.1874, 1445.801, 94.18642, 318.7851, 249.3704, 1341.09, 275.8712, 921.2814, 0, 1100.041, 423.7509, 1270.783, 117.8648, 947.7322, 884.1825, 2581.055, 1541.835, 544.4533, 575.4888, 454.8135, 354.4743, 121.8581, 784.8059, 115.8664, 1681.296, 66.74986, 466.0787, 0, 360.7565, 432.2231, 1038.902, 508.3125, 341.6185, 220.1337, 376.2827, 1.525879e-05, 752.8776, 547.4714, 274.6595, 6.768623, 640.4396, 1028.661, 849.9568
4, 699.3068, 95.68312, 432.829, 965.9574, 251.6405, 948.9904, 1380.761, 89.61531, 304.1653, 237.7458, 1512.689, 377.8895, 880.0365, 0, 1080.278, 405.108, 1215.723, 112.8773, 908.1307, 1058.184, 2615.588, 1496.36, 557.2357, 551.8945, 433.1859, 338.756, 116.6524, 805.8879, 111.0678, 1610.438, 63.80609, 446.2134, 0, 344.6718, 414.1707, 1023.235, 485.4756, 326.9509, 249.3712, 480.1323, 1.525879e-05, 720.7224, 523.7874, 520.7125, 6.458562, 697.5492, 1039.126, 811.9971
4.1, 666.9487, 138.0149, 414.1405, 954.5815, 277.8372, 1151.638, 1369.54, 85.26606, 372.6126, 226.6631, 1495.336, 359.0258, 961.8156, 0, 1049.077, 387.2853, 1196.306, 108.1009, 870.1839, 1001.684, 2589.714, 1517.969, 533.4702, 529.2676, 497.0599, 323.7347, 111.6691, 842.8177, 106.4679, 1738.203, 60.99216, 427.1949, 0, 329.3043, 396.8724, 996.6749, 512.8816, 312.913, 238.7372, 492.4068, 7.629395e-06, 811.1097, 501.128, 497.4072, 6.162704, 665.7038, 992.8983, 823.0332
4.2, 636.0879, 131.6356, 396.2589, 928.1851, 281.1985, 1099.377, 1330.733, 81.12787, 389.7583, 216.097, 1639.006, 341.1039, 918.7559, 0, 998.5485, 370.2468, 1144.473, 103.5266, 833.8228, 948.201, 2575.068, 1529.349, 510.7182, 507.5683, 496.0133, 309.3794, 106.8987, 802.7515, 102.0585, 1664.946, 58.30233, 476.0674, 0, 314.6219, 380.2965, 950.8995, 549.2097, 299.4779, 228.5566, 471.711, 0, 825.4341, 548.3429, 475.145, 5.880398, 676.2471, 1002.351, 786.2759
4.3, 760.0715, 125.5511, 407.7979, 887.7941, 344.5421, 1049.487, 1307.44, 77.19054, 371.8836, 319.1563, 1805.97, 324.0766, 1000.049, 0, 1079.263, 353.9578, 1209.609, 99.1459, 806.0385, 1068.852, 2562.58, 1527.486, 488.9366, 486.7587, 513.9046, 295.6607, 102.3321, 764.5899, 97.83172, 1594.777, 55.73112, 571.8734, 0, 300.5942, 364.413, 986.9403, 600.4398, 286.6196, 270.8025, 650.7109, 0, 790.1801, 524.6212, 453.8791, 5.611025, 745.5376, 957.7594, 792.1616
4.4, 724.9017, 119.7479, 464.9272, 849.1609, 326.3243, 1001.862, 1248.625, 73.44428, 354.8286, 304.2786, 1719.84, 481.7477, 1027.239, 0, 1098.89, 338.3854, 1232.188, 94.95055, 863.0224, 1054.478, 2649.052, 1464.314, 513.783, 496.7097, 538.1103, 282.5503, 97.96056, 728.2425, 93.78001, 1728.745, 53.2733, 547.499, 0, 287.1919, 349.1928, 941.612, 664.995, 274.3134, 259.2546, 623.3616, 0, 756.4317, 501.9258, 433.565, 5.353991, 817.0309, 946.2307, 803.5106
4.5, 691.3593, 114.213, 535.1453, 812.2088, 309.0698, 1124.484, 1224.742, 69.87984, 385.4968, 354.424, 1637.817, 457.6997, 1024.916, 0, 1223.212, 446.4771, 1220.935, 90.93272, 826.9605, 1060.084, 2644.476, 1446.896, 491.8707, 476.3452, 512.5217, 270.0213, 93.77577, 863.0656, 89.8961, 1655.887, 50.92387, 524.1633, 0, 274.3871, 334.6084, 946.9172, 690.7874, 262.5356, 248.1991, 597.1617, 0, 763.3001, 562.0999, 414.1602, 5.108732, 822.3112, 935.5018, 792.192
4.6, 659.369, 108.9338, 521.8231, 776.8647, 328.985, 1171.914, 1334.098, 66.48839, 415.4701, 337.9023, 1559.705, 434.8521, 1015.193, 0, 1242.974, 426.8344, 1168.034, 87.0849, 832.1707, 1003.483, 2562.469, 1438.355, 501.6472, 456.8157, 488.15, 314.1587, 89.76976, 822.0367, 86.17303, 1645.624, 48.67807, 501.8224, 0, 262.1533, 320.6331, 903.4271, 659.7525, 251.2634, 237.615, 655.7263, 0, 799.4053, 537.7831, 395.6238, 4.874708, 903.2777, 1054.344, 1034.57
4.7, 628.8589, 103.8987, 565.4024, 820.3843, 317.613, 1118.732, 1363.176, 63.26154, 442.4196, 322.1508, 1485.32, 413.1451, 969.7434, 0, 1183.107, 408.0559, 1232.004, 83.3999, 866.3409, 1084.539, 2526.334, 1494.465, 603.4722, 438.0869, 569.8044, 368.3776, 85.93488, 782.9584, 110.1277, 1688.027, 46.5313, 480.4337, 0, 250.465, 307.2414, 977.0968, 630.1119, 240.4753, 227.4823, 628.1662, -7.629395e-06, 765.2631, 514.5183, 377.917, 4.651404, 862.0402, 1007.439, 1025.186
