 , C000, C001, C002, C003, C004, C005, C006, C007, C011, C013, C016, C017, C018, C021, C022, C025, C029, C031, C033, C035, C037, C039, C040, C041, C042, C043, C044, C046, C047, C050, C054, C055, C058, C059, C062, C068, C071, C075, C076, C080, C081, C088, C094, C096, C103, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 20.28735, 65.62242, 0, 165.3948, 0, 0, 0, 411.3524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.559, 0, 28.07073, 0, 0, 0, 0, 320.0628, 0, 131.2964, 0, 0, 224.1439, 0, 0, 89.70361, 0, 0, 7.956299, 0, 0, 643.9747, 51.0127, 200.9243, 0
0.2, -1.525879e-05, 93.13733, 61.62028, 3.051758e-05, 257.3037, 0, 0, 6.103516e-05, 436.0144, 42.9079, 2.384186e-07, 0, 0, 0, 0, -1.525879e-05, 0, 54.40482, 0, 70.45486, 0, 0, 100.5637, 28.76044, 80.93726, 0, 0, 227.693, 0, 304.1506, 3.051758e-05, 125.475, 0, 0, 213.863, -7.629395e-06, 0, 85.5509, 0, 0, 7.571503, 0, 6.103516e-05, 1173.457, 178.9229, 191.496, 20.12329
0.3, -1.525879e-05, 117.1924, 57.86222, 3.051758e-05, 244.4195, 210.2269, 3.814697e-06, 6.103516e-05, 410.532, 40.70642, 2.384186e-07, 0, 115.038, 0, 0, 109.3532, 0, 51.80948, 0, 67.22751, 0, 0, 95.80487, 46.79745, 77.07326, 0, 0, 230.8912, 0, 289.0295, 3.051758e-05, 119.9117, 0, 0, 204.0538, 0, 0, 81.59033, 57.20836, 0, 77.84201, 76.50677, 0, 1472.662, 170.0222, 182.5101, 116.3702
0.4, 50.85266, 196.0933, 54.33336, 3.051758e-05, 232.1804, 200.5651, 3.814697e-06, 3.051758e-05, 386.539, 38.61792, 2.384186e-07, -3.814697e-06, 141.4135, 0, 0, 102.5021, 0, 101.9644, 0, 64.14801, 0, 0, 181.2471, 80.49997, 73.39374, 0, 0, 219.3831, 0, 369.6866, 135.1117, 114.595, 0, 0, 194.6945, 0, 0, 77.81323, 154.5754, 0, 74.07742, 73.03059, 6.103516e-05, 1574.646, 287.7782, 173.9458, 110.9654
0.5, 48.19971, 184.5882, 51.01971, 3.051758e-05, 220.5542, 191.3474, 3.814697e-06, 0, 363.9482, 114.4343, 1.192093e-07, -3.814697e-06, 134.2433, 0, 0, 96.08023, 3.814697e-06, 97.10028, 0, 101.0791, 0, 0, 257.5674, 76.10672, 69.88988, 0, 0, 208.4487, 0, 395.8492, 302.5268, 109.5141, 0, 0, 185.7645, 0, 0, 141.6017, 146.7816, 0, 79.85428, 69.71234, 6.103516e-05, 1541.89, 586.1436, 165.7835, 105.8116
0.6, 45.68517, 173.7582, 47.90816, 3.051758e-05, 294.4122, 182.5534, 3.814697e-06, 0, 342.6776, 162.266, 1.192093e-07, 0, 162.4137, 0, 0, 184.6084, 0, 92.46817, 0, 208.1006, 0, 0, 245.3786, 71.95325, 66.55331, 7.629395e-06, 95.47087, 198.0592, 0, 376.1693, 286.6847, 114.0795, -1.525879e-05, 0, 177.244, 7.629395e-06, 0, 172.0782, 139.3809, 0, 115.1086, 66.54487, 6.103516e-05, 1470.428, 556.9858, 158.0041, 100.8972
0.7, 43.3018, 163.5636, 44.98637, 163.7443, 374.8064, 174.1635, 0, 0, 498.1653, 153.9406, 2.384186e-07, 42.80342, 154.1787, 0, 0, 173.0425, 0, 88.05707, 0, 198.5681, 0, 0, 262.5621, 87.61105, 63.37602, 0, 90.59282, 319.3777, -1.525879e-05, 357.4677, 271.6721, 109.0215, -1.525879e-05, 0, 169.1144, 0, 0, 220.1481, 281.2658, 0, 222.6855, 63.52131, 6.103516e-05, 1431.547, 529.2788, 150.5898, 96.21104
0.8, 41.04277, 256.4046, 42.24277, 155.8147, 356.0383, 166.1591, 0, -3.051758e-05, 522.3741, 193.1202, 1.192093e-07, 162.981, 146.3613, 0, 0, 162.2012, 0, 183.2208, 0, 240.753, 210.754, 7.629395e-06, 365.2599, 125.6169, 278.2368, 0, 114.5608, 338.177, -1.525879e-05, 651.1937, 257.4458, 104.1877, 0, 0, 161.3576, -7.629395e-06, 0, 209.9565, 267.0843, 0, 211.916, 139.8829, 6.103516e-05, 1488.959, 556.7461, 143.5234, 91.74251
0.9, 38.9016, 241.361, 118.9744, 248.9489, 390.1472, 158.5227, 29.71416, -3.051758e-05, 491.8446, 220.0635, 2.384186e-07, 293.7356, 138.9402, 0, 0, 391.1298, 271.2641, 174.4804, 0, 229.7248, 201.0399, 7.629395e-06, 457.4747, 118.7613, 292.9088, 7.629395e-06, 108.7074, 321.3217, 70.10114, 618.819, 424.8485, 99.56816, 0, 0, 153.9566, -7.629395e-06, 49.46852, 200.2368, 253.6178, 0, 287.4871, 311.6069, 6.103516e-05, 1416.802, 581.2056, 136.7886, 87.48152
1, 36.87213, 227.2, 111.7185, 275.3213, 370.6109, 151.2372, 28.23939, -6.103516e-05, 463.0994, 208.7725, 2.384186e-07, 279.6954, 184.298, 0, 0, 366.625, 253.7951, 166.157, 0, 326.5423, 191.7734, 7.629395e-06, 435.8259, 112.28, 409.2969, 0, 103.153, 305.3065, 65.80905, 588.0538, 402.6009, 95.1535, 0, 0, 146.8951, 0, 46.71523, 190.9669, 262.5107, 0, 273.5837, 297.4487, 6.103516e-05, 1506.145, 602.0654, 130.3699, 83.41843
1.1, 34.94855, 328.8785, 189.6583, 315.9922, 352.053, 144.2865, 26.83781, -6.103516e-05, 436.0341, 214.8775, 1.192093e-07, 266.3264, 260.3679, 0, 80.80682, 387.1904, 349.2263, 158.2306, 0, 311.5844, 182.9341, 7.629395e-06, 539.994, 106.1523, 389.7569, 0, 97.88239, 290.0894, 85.8842, 558.8182, 381.5183, 90.93459, 0, 0, 140.1575, 0, 87.21985, 182.1263, 249.2749, 0, 314.6164, 369.4549, 6.103516e-05, 1433.155, 572.1158, 124.2523, 79.54405
1.2, 33.1253, 309.5828, 208.8659, 370.1896, 334.4243, 137.6553, 25.5058, -3.051758e-05, 478.0142, 242.7834, 1.192093e-07, 253.5964, 247.1663, 0, 76.30322, 362.9324, 326.7367, 150.6823, 0, 297.3116, 174.5022, 7.629395e-06, 514.4401, 100.3591, 410.6732, -7.629395e-06, 92.88109, 275.6309, 101.5511, 531.0361, 361.5397, 86.90272, 0, 0, 133.7289, -7.629395e-06, 82.3654, 173.695, 305.4244, 0, 299.4009, 352.6682, 6.103516e-05, 1363.702, 700.2454, 224.4499, 75.84962
1.3, 31.39717, 291.4191, 196.1278, 438.3233, 317.6783, 131.3289, 24.2399, -3.051758e-05, 511.5387, 230.3268, 1.192093e-07, 241.4749, 234.634, 0, 106.3887, 340.1942, 305.6953, 143.4941, 0, 283.6926, 166.459, 1.525879e-05, 490.0956, 94.88205, 391.0674, -7.629395e-06, 88.13535, 261.8929, 95.33339, 504.6351, 442.9079, 83.04962, 0, 0, 127.5951, -7.629395e-06, 77.78114, 472.9697, 467.5748, 0, 284.9213, 336.6443, 320.8705, 1323.246, 842.5763, 213.9176, 72.32679
1.4, 29.7592, 274.3212, 184.1665, 597.8652, 301.7709, 125.2932, 23.03683, 0, 481.6425, 218.5093, 1.192093e-07, 229.9327, 328.9072, 0, 100.4593, 318.8806, 286.009, 136.6488, 0, 270.6974, 158.7864, 1.144409e-05, 564.9873, 89.70392, 372.3976, -7.629395e-06, 158.0977, 248.8397, 89.49638, 479.5467, 419.7145, 79.36736, 0, 0, 121.7427, -7.629395e-06, 73.45203, 513.6597, 443.9996, 0, 379.6744, 321.3484, 303.0343, 1366.097, 800.6626, 203.8796, 68.96757
1.5, 28.20669, 258.2264, 172.9346, 904.5701, 359.5831, 119.5349, 21.89347, 0, 469.016, 316.4225, 73.4363, 271.8303, 331.1283, 0, 94.86043, 298.9023, 267.5905, 130.1301, 0, 433.0533, 151.4676, 7.629395e-06, 577.1345, 84.80838, 483.5111, -7.629395e-06, 150.0197, 236.4371, 84.01677, 455.7056, 493.3459, 75.84837, 0, 0, 116.1587, -7.629395e-06, 69.36388, 517.8906, 421.613, 0, 361.3126, 368.5524, 286.1896, 1299.894, 856.2709, 194.3126, 65.76437
1.6, 91.76365, 243.0759, 162.3878, 987.6489, 341.5773, 114.0412, 20.80685, -3.051758e-05, 441.6049, 300.1877, 69.72152, 258.8372, 314.3389, 0, 89.57358, 280.1758, 314.7191, 123.9223, 0, 413.2164, 144.4861, 7.629395e-06, 549.8231, 80.17999, 566.1075, -1.525879e-05, 142.3545, 224.6527, 78.87263, 433.0497, 618.334, 72.4854, 0, 0, 110.8309, -3.814697e-06, 65.50325, 553.399, 400.3552, 0, 343.8387, 351.8067, 270.2812, 1236.899, 910.8875, 185.1945, 62.70993
1.7, 86.9764, 228.8143, 169.4009, 966.1801, 324.4731, 108.8, 19.77417, -3.051758e-05, 442.7784, 350.9865, 66.19465, 246.4652, 318.4995, 0, 84.58138, 289.2574, 423.261, 118.0107, 0, 394.2881, 137.8264, 7.629395e-06, 658.7201, 388.5302, 646.2603, -1.525879e-05, 135.0809, 213.4556, 74.04349, 411.5203, 664.2638, 69.27155, 0, 0, 105.7474, -3.814697e-06, 61.8575, 527.7798, 380.1692, 0, 327.21, 446.0864, 255.2572, 1317.07, 865.5757, 176.5043, 59.79736
1.8, 208.8064, 215.3894, 159.0696, 1025.325, 394.2078, 103.7997, 18.79274, 76.94453, 416.9008, 332.9782, 184.3031, 234.6845, 314.7767, 0, 79.8674, 315.3773, 571.2819, 112.3811, 0, 376.227, 131.4736, 7.629395e-06, 773.1885, 367.3263, 615.4075, -1.525879e-05, 152.0654, 202.8166, 126.1847, 391.0612, 629.479, 97.68816, 0, 0, 100.8971, 0, 58.41466, 697.0401, 361.001, 0, 331.8676, 425.8179, 338.61, 1268.262, 1089.235, 168.2219, 57.02007
1.9, 197.9131, 202.7522, 228.4018, 1137.666, 420.3736, 99.02924, 17.86002, 167.4937, 450.9142, 349.0316, 294.2309, 223.4669, 617.8583, 0, 75.41615, 295.6186, 774.1312, 107.0201, 51.73945, 399.1795, 125.4136, 7.629395e-06, 1110.587, 561.3474, 819.6096, -1.525879e-05, 348.6486, 192.7079, 256.7441, 371.6192, 673.8157, 93.35685, -7.629395e-06, 0, 96.26921, 0, 178.012, 664.7712, 342.7993, 0, 450.3331, 507.9079, 341.7798, 1390.135, 1084.198, 160.3281, 54.37177
2, 199.9745, 190.8565, 214.4721, 1290.646, 454.5272, 94.47799, 121.2485, 260.0284, 485.8815, 386.121, 279.3472, 212.7855, 586.5305, 0, 71.21299, 277.0977, 978.7322, 101.9147, 49.62339, 569.1447, 300.2274, 3.814697e-06, 1303.759, 530.7122, 844.8461, -1.525879e-05, 624.3547, 183.1029, 400.2524, 353.1438, 707.4875, 89.2176, -7.629395e-06, 0, 91.85362, 0, 380.8529, 633.9962, 409.721, 0, 428.5541, 484.8304, 496.717, 1915.253, 1072.699, 152.8047, 51.84647
2.1, 334.1974, 250.6133, 201.392, 1290.516, 431.7672, 90.13591, 115.2307, 283.3711, 571.3011, 366.3101, 265.2164, 202.6147, 602.986, 982.5089, 67.24408, 259.7371, 915.7034, 97.05296, 76.9974, 543.0738, 286.3891, 3.814697e-06, 1294.253, 501.7487, 804.5126, -1.525879e-05, 592.4533, 173.9768, 452.1406, 335.5869, 844.5599, 85.26186, 308.0485, 0, 87.64058, 279.7239, 443.4824, 798.754, 461.0262, 0, 407.8284, 462.8015, 770.8784, 1896.766, 1086.387, 145.6344, 49.43845
2.2, 316.7625, 235.9095, 189.1097, 1295.966, 460.3385, 85.99339, 109.5116, 267.0845, 537.9121, 347.5156, 251.8004, 192.93, 665.4034, 1207.713, 63.49637, 316.3689, 1036.237, 92.42313, 103.3763, 518.1971, 273.1887, 3.814697e-06, 1256.257, 594.6358, 766.1047, 154.4721, 562.182, 165.3055, 495.2526, 318.9029, 866.6793, 109.3873, 294.3936, 0, 83.62076, 266.5488, 608.8762, 761.7762, 535.8222, 0, 388.105, 441.7735, 728.0277, 1952.032, 1061.566, 138.8005, 47.14228
2.3, 300.2372, 222.0683, 191.3385, 1233.207, 513.1635, 82.04125, 122.3949, 251.7341, 506.4745, 482.415, 239.063, 183.7082, 631.6649, 1369.436, 59.95753, 296.5479, 1022.485, 88.01416, 99.14836, 494.46, 260.5968, 0, 1196.808, 771.2568, 729.5304, 160.348, 533.4573, 157.0663, 535.0115, 303.0483, 821.2947, 104.5373, 281.3441, 0, 79.78532, 253.9942, 617.3704, 726.5104, 508.8059, 0, 369.3354, 421.7009, 784.5488, 1973.264, 1112.917, 132.2874, 44.95275
2.4, 284.5741, 237.0994, 179.6693, 1173.486, 487.4673, 78.27074, 217.2888, 265.6717, 476.8742, 457.6635, 226.97, 174.9272, 599.637, 1277.689, 56.61592, 277.9688, 956.6382, 83.81551, 95.09334, 471.8102, 248.5852, 0, 1182.325, 729.1658, 694.7022, 197.8855, 506.2004, 149.2379, 502.2542, 287.982, 778.2867, 99.9023, 547.5393, 0, 76.12582, 296.0335, 583.009, 1025.005, 483.1518, 0, 351.4736, 402.5403, 740.9382, 1877.637, 1204.206, 126.0798, 42.86492
2.5, 269.728, 223.1885, 168.7118, 1116.658, 463.0578, 74.67353, 284.9303, 454.5982, 449.0038, 434.1818, 215.4887, 166.5659, 584.8611, 1243.153, 53.46054, 260.5537, 895.0322, 79.81714, 91.20416, 450.1979, 389.1509, 0, 1170.579, 689.3719, 661.5367, 253.5158, 515.3256, 206.6922, 471.5024, 273.6647, 833.2916, 95.47282, 523.2686, 0, 72.63417, 282.0901, 677.7844, 977.5534, 458.7912, 0, 364.9998, 384.2503, 808.6821, 1878.66, 1144.303, 120.1635, 40.87406
2.6, 329.6526, 210.0937, 189.6349, 1062.582, 439.8707, 71.24164, 333.1228, 776.1268, 422.7624, 710.2781, 204.5882, 158.6043, 555.2064, 1159.867, 50.48103, 244.2297, 837.3935, 76.00954, 87.47405, 429.5757, 371.214, 0, 1115.185, 820.2122, 629.9546, 242.9826, 496.4509, 196.3903, 524.1281, 260.0592, 789.6554, 91.23975, 500.0737, 0, 69.30267, 268.8035, 640.0606, 932.2983, 435.6588, 0, 347.3477, 366.7914, 802.8737, 1787.618, 1130.312, 114.5249, 38.97566
2.7, 312.4548, 334.3539, 178.0695, 1011.125, 417.8446, 67.96747, 316.5893, 935.4685, 398.0545, 822.5491, 194.2391, 151.0233, 527.0553, 1152.379, 47.66757, 228.9284, 783.4666, 72.38356, 83.89649, 409.898, 354.1038, 3.814697e-06, 1102.706, 775.4495, 599.8802, 232.887, 690.6411, 186.6018, 696.927, 247.1301, 748.3043, 87.19435, 477.907, 0, 66.12396, 256.1427, 604.4364, 889.1383, 413.6928, 0, 330.5493, 350.1257, 758.2446, 1700.987, 1137.66, 109.1508, 37.16543
2.8, 296.1542, 314.7369, 167.2096, 962.1592, 396.9214, 64.84378, 300.8763, 958.531, 374.7907, 825.3452, 184.4135, 263.4625, 500.3315, 1262.768, 45.01092, 214.5858, 733.0126, 68.93056, 80.46525, 391.1218, 337.7823, 1.907349e-06, 1093.115, 733.1297, 571.2416, 291.6794, 655.3529, 221.7318, 654.256, 234.8438, 709.1186, 83.32832, 456.7228, 0, 282.5984, 244.0783, 570.7949, 998.0051, 392.8344, 0, 314.5633, 334.2173, 908.3612, 1618.555, 1081.068, 104.029, 35.43928
2.9, 280.7041, 296.2708, 214.6547, 915.5649, 377.046, 61.86365, 285.9433, 916.8576, 352.8865, 782.9987, 175.0849, 250.8693, 652.9772, 1395.925, 42.50233, 201.1417, 685.8077, 65.64229, 77.17434, 373.2056, 377.5625, 1.907349e-06, 1041.386, 693.1195, 543.9702, 279.5605, 621.8677, 210.6803, 614.1977, 223.1683, 671.9849, 79.6337, 436.4777, 0, 269.6364, 304.514, 539.0259, 951.8032, 373.0276, 0, 299.3503, 319.0316, 857.8683, 1540.117, 1158.184, 99.14742, 33.7933
3, 266.0599, 278.8882, 201.5635, 871.2271, 358.1657, 59.02048, 298.6246, 864.162, 332.2625, 742.8249, 166.2283, 238.8781, 619.8687, 1383.418, 40.13354, 188.5399, 792.8504, 62.51088, 74.01802, 356.1101, 360.1597, 0, 992.1056, 655.2928, 518.0007, 267.9451, 590.0934, 200.1796, 582.3723, 212.0733, 636.7957, 76.10291, 417.1299, 0, 257.269, 290.1713, 509.025, 907.7403, 354.2194, 0, 284.8732, 304.536, 889.5709, 1486.992, 1196.998, 94.49494, 32.22377
3.1, 252.1798, 278.0283, 189.2707, 829.0364, 340.2309, 56.30798, 322.1517, 814.4951, 406.4486, 704.7123, 238.3546, 227.4601, 588.439, 1290.734, 37.89678, 176.7276, 741.792, 59.52884, 202.3812, 339.7977, 373.0247, 0, 945.1567, 619.5305, 493.2711, 256.8124, 559.9427, 190.2023, 578.2091, 201.5299, 603.4493, 72.72865, 398.6399, 0, 345.5654, 276.5041, 480.6939, 934.5499, 336.3596, 0, 370.8654, 290.699, 908.5519, 1470.51, 1137.454, 90.06079, 30.72713
3.2, 371.5842, 347.8685, 177.7276, 788.8889, 323.1942, 53.72014, 321.048, 767.6827, 631.4991, 668.5552, 393.7652, 216.5878, 662.0315, 1359.163, 35.78468, 165.6554, 694.0218, 56.68906, 413.2744, 324.2325, 355.831, 0, 900.4296, 585.7199, 469.722, 246.1422, 531.3325, 180.7223, 740.666, 191.5106, 571.849, 69.50401, 380.9694, 0, 404.3564, 368.2308, 632.1671, 1109.586, 319.4003, 0, 352.9296, 277.4907, 922.8015, 1621.936, 1124.925, 85.83471, 29.30001
3.3, 700.3152, 546.0477, 688.9573, 1153.043, 437.7151, 266.8682, 843.347, 779.3199, 924.151, 634.2532, 515.3679, 389.0097, 749.8644, 1368.194, 304.4012, 356.5457, 740.027, 53.98476, 415.057, 309.3804, 866.1448, 0, 991.9043, 553.7545, 645.4346, 235.9153, 504.1841, 203.0679, 878.2561, 181.9895, 541.9036, 66.42233, 364.0821, 0, 639.2943, 350.8869, 1031.713, 1566.244, 555.1492, 0, 492.5978, 264.8825, 950.2543, 1671.696, 1068.966, 81.80693, 27.93916
3.4, 717.2919, 855.1211, 2271.336, 1097.205, 544.2, 254.6033, 1782.201, 890.2578, 1031.199, 601.7112, 741.8778, 370.4156, 1137.589, 1423.023, 287.436, 334.2077, 692.3704, 51.40945, 398.0818, 295.2086, 1033.938, -1.907349e-06, 944.9649, 523.5336, 804.8815, 226.1134, 508.7672, 192.9467, 1011.355, 172.9417, 513.5262, 63.4773, 347.9435, 0, 721.9778, 492.0316, 1043.828, 1733.83, 527.1584, 0, 468.7748, 252.8472, 959.8454, 1792.578, 1015.791, 77.96816, 26.64153
3.5, 679.8712, 804.95, 3225.094, 1201.921, 516.9497, 385.0419, 2165.009, 866.4792, 1013.384, 570.8389, 898.6482, 352.7103, 1079.909, 1351.936, 271.4163, 313.2692, 647.7828, 48.95701, 396.2802, 281.6859, 1056.602, -1.907349e-06, 960.6121, 668.7149, 774.5405, 216.7187, 615.6224, 183.3299, 1124.161, 164.3438, 486.6349, 60.66284, 332.5202, 0, 688.8628, 468.8567, 985.7307, 1850.157, 500.579, 0, 548.1407, 241.3587, 906.4907, 1809.927, 990.2718, 74.30952, 25.40416
3.6, 836.8751, 757.7225, 3212.52, 1228.851, 491.0639, 635.7645, 2261.655, 816.6791, 954.1577, 541.5504, 977.6797, 345.8612, 1025.153, 1433.172, 304.1968, 293.6425, 690.2144, 46.62156, 660.699, 268.7827, 1007.901, -1.907349e-06, 980.5186, 632.2201, 972.6467, 207.7143, 584.1673, 174.1924, 1055.332, 156.1733, 461.1518, 57.97316, 317.7806, 0, 657.2668, 446.7733, 1065.808, 1764.506, 475.3397, 0, 542.5515, 230.3923, 856.1018, 1722.216, 941.0111, 70.82257, 24.22426
3.7, 817.1092, 733.5674, 3305.906, 1221.651, 466.4744, 606.5455, 2149.405, 871.5955, 898.3931, 513.7648, 928.2236, 343.4716, 973.174, 1605.468, 287.243, 275.2454, 645.7656, 44.39752, 652.4641, 256.4705, 1028.872, -3.814697e-06, 934.1181, 597.717, 971.0737, 199.0841, 554.3193, 165.5103, 1093.198, 148.409, 660.3326, 55.40275, 303.6943, 0, 627.1199, 529.6916, 1006.488, 1725.911, 451.373, 0, 596.5084, 219.9241, 808.5139, 1783.977, 973.4885, 67.49924, 23.09916
3.8, 774.4812, 690.528, 3184.548, 1237.551, 443.1161, 739.6931, 2314.165, 901.5339, 897.5049, 547.5166, 933.0788, 439.6175, 923.8303, 1771.457, 271.2341, 258.0009, 604.1793, 42.27957, 625.7792, 244.7223, 981.4489, -3.814697e-06, 968.4634, 565.0968, 1043.681, 190.8124, 525.9965, 218.1832, 1069.173, 141.0307, 645.8362, 52.9463, 290.2325, 36.32137, 825.9482, 504.7429, 950.4694, 1646.012, 487.7094, 0, 567.6601, 368.3576, 763.5713, 1790.223, 925.0627, 64.33186, 22.02632
3.9, 734.077, 839.0627, 3035.348, 1379.191, 420.9275, 747.1521, 2215.501, 849.7191, 845.0513, 560.6102, 885.8789, 418.6044, 876.9885, 1652.776, 256.1174, 241.8369, 565.2711, 133.351, 600.1858, 233.5123, 936.2115, -1.907349e-06, 1005.987, 652.7924, 993.8548, 182.8844, 615.7892, 311.8692, 1003.711, 134.0192, 717.7629, 50.59876, 277.3673, 34.85184, 788.0645, 480.9692, 897.5685, 1569.811, 516.3754, 0, 691.8951, 446.8182, 721.1268, 1703.466, 879.0457, 195.2201, 21.00331
4, 744.2617, 789.8338, 3130.779, 1312.401, 451.5596, 846.9079, 2105.541, 877.5881, 1001.887, 531.8467, 841.0667, 398.5957, 832.5217, 1645.315, 343.991, 226.6855, 528.8685, 218.1283, 575.6391, 222.8158, 893.0591, -3.814697e-06, 958.3813, 617.1666, 946.4076, 175.2858, 584.3256, 296.3251, 1040.485, 127.3563, 680.1766, 48.35532, 265.0725, 33.44177, 990.789, 489.6014, 847.6121, 1664.864, 490.3396, 0, 658.4337, 426.5164, 796.2631, 1620.913, 878.3042, 186.0594, 20.02781
4.1, 705.4341, 828.4698, 2974.232, 1248.846, 428.9482, 1108.042, 2052.605, 967.7614, 951.6911, 663.2426, 798.5212, 379.5434, 790.3096, 1561.069, 324.8194, 333.6873, 591.6578, 207.7226, 552.0963, 212.6092, 1001.299, -1.907349e-06, 913.0284, 583.485, 901.2255, 168.0029, 554.4695, 281.5557, 976.7791, 121.0247, 644.5585, 46.21133, 253.3226, 32.08875, 945.3445, 599.2812, 800.436, 1587.79, 487.519, 0, 626.5905, 461.0564, 752.0015, 1559.509, 887.0211, 177.3286, 19.09762
4.2, 668.6321, 925.9052, 2931.781, 1188.369, 407.469, 1057.117, 2115.914, 1036.655, 1039.793, 629.2132, 862.4982, 379.5187, 750.2379, 1456.483, 306.7162, 312.7814, 553.556, 340.4779, 529.5164, 202.8702, 955.1467, -2.861023e-06, 869.8217, 551.6415, 858.2005, 161.0227, 526.1389, 367.5929, 916.9735, 115.0078, 610.8055, 44.16241, 242.0936, 33.92503, 901.9844, 571.0547, 755.8857, 1514.285, 462.9382, 0, 596.2874, 440.1077, 710.2001, 1506.118, 883.1263, 169.0075, 18.21062
4.3, 633.75, 871.5811, 2928.389, 1130.82, 387.0653, 1008.534, 2010.897, 1011.077, 979.0239, 596.9297, 899.0674, 386.6004, 712.1979, 1430.189, 338.7612, 293.1853, 517.9079, 324.2357, 507.86, 193.5773, 911.1216, -2.861023e-06, 828.6596, 521.5359, 817.2295, 154.3324, 499.2559, 349.2714, 860.8297, 109.2901, 1156.008, 42.20435, 231.3623, 32.55246, 860.6132, 544.1577, 713.815, 1556.906, 439.5968, 0, 567.4497, 420.1107, 702.0756, 1502.98, 971.7828, 161.0769, 17.36483
4.4, 600.6877, 903.7415, 2777.142, 1076.058, 461.4109, 962.1829, 1911.092, 952.9662, 983.3597, 719.3074, 885.0252, 368.1214, 676.0867, 1479.933, 390.2976, 389.5463, 484.5554, 308.7682, 487.0893, 184.7101, 869.1257, -2.861023e-06, 789.4454, 493.0734, 778.2145, 147.9201, 473.7465, 331.8631, 808.1234, 103.8566, 1480.049, 40.33308, 221.1068, 31.23542, 821.1394, 518.5276, 674.0858, 1672.426, 468.2086, 0, 540.0067, 401.0225, 836.0951, 1445.482, 1011.784, 153.5184, 16.55832
4.5, 569.3503, 850.7178, 2772.585, 1023.948, 580.5627, 917.9622, 1870.815, 1114.558, 925.8885, 945.7241, 952.4559, 350.5258, 641.8065, 1489.797, 424.3456, 420.6798, 535.2134, 294.0387, 467.168, 176.249, 929.5903, -2.861023e-06, 752.087, 466.1641, 861.7848, 141.7742, 449.5405, 349.3824, 758.6442, 98.6933, 1462.081, 38.54479, 211.3058, 29.97166, 783.4763, 799.0292, 636.5678, 1878.852, 544.4414, 0, 540.845, 645.5232, 1330.863, 1583.404, 1128.383, 146.3145, 15.78927
4.6, 749.5508, 927.011, 2744.999, 974.3613, 764.7701, 875.7739, 1840.271, 1153.191, 987.9943, 1027.921, 948.4794, 436.7174, 640.6205, 1389.986, 549.7343, 443.979, 500.7465, 280.0118, 448.0616, 168.1756, 1099.368, -2.861023e-06, 901.7242, 440.7234, 1020.641, 135.8837, 426.5712, 347.1884, 712.1944, 93.78667, 1601.892, 36.83579, 201.9392, 28.75904, 747.5406, 957.4949, 601.138, 1824.939, 619.626, 0, 707.0397, 616.1929, 1481.128, 1506.67, 1072.252, 139.4488, 15.05593
4.7, 752.7979, 1005.11, 2718.064, 927.1761, 799.0391, 835.5245, 1930.607, 1086.912, 1176.868, 1098.57, 1073.218, 715.5889, 608.1385, 1296.862, 519.096, 416.1631, 491.7454, 266.6541, 429.7365, 160.4719, 1048.695, -2.861023e-06, 1136.935, 481.2964, 971.9154, 130.2379, 404.7756, 370.3187, 668.5886, 89.12397, 1518.007, 35.20256, 192.9879, 27.59547, 713.2531, 912.3964, 567.6801, 1740.455, 897.877, 0, 769.5072, 614.4979, 1750.393, 1433.655, 1018.913, 132.9052, 14.35666
4.8, 713.525, 946.1393, 2552.296, 882.276, 759.0281, 797.1249, 1906.366, 1286.859, 1137.37, 1042.205, 1018.929, 681.3848, 616.9855, 1288.216, 490.1653, 390.09, 498.5417, 253.9335, 412.1609, 153.1212, 1079.928, -2.861023e-06, 1083.133, 455.0299, 925.5156, 124.8267, 384.0937, 351.8614, 627.6528, 84.69309, 1499.365, 33.64175, 184.4333, 26.47899, 680.5384, 869.422, 536.0844, 1820.952, 940.9105, 0, 732.2923, 608.6195, 1832.43, 1510.211, 968.2274, 126.6686, 13.68986
4.9, 676.3009, 890.6279, 2509.788, 839.5503, 770.8206, 760.4902, 1811.749, 1222.51, 1241.962, 1056.621, 1196.842, 725.7371, 830.176, 1201.91, 462.8469, 365.6504, 646.4697, 241.8198, 395.3042, 146.1071, 1030.152, 353.7484, 1084.612, 553.0399, 881.3309, 119.6403, 364.4684, 345.0495, 589.2233, 80.4825, 1481.863, 32.15014, 176.2579, 25.40767, 649.3241, 828.4717, 506.2473, 1790.594, 893.4695, 0, 771.0058, 580.966, 1826.729, 1437.024, 1001.83, 120.7247, 13.05404
