 , C000, C002, C004, C005, C006, C008, C009, C011, C013, C014, C018, C019, C022, C023, C024, C025, C029, C030, C031, C033, C034, C035, C036, C037, C040, C041, C043, C045, C046, C049, C053, C054, C055, C056, C057, C058, C061, C066, C068, C069, C070, C071, C073, C074, C076, C079, C080, C082, C088, C090, C091, C092, C098, C111, C132, C141
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
75.7, 254.5289, 358.179, 300.0719, 5.87013e-07, 474.933, 208.9914, 433.6063, 272.7046, 1234.266, 119.1695, 253.2585, 2.113574e-05, 246.5139, 383.3838, 391.5396, 1323.863, 99.08118, 1414.919, 451.7531, 483.6085, 383.641, 2536.005, 1174.063, 581.3765, 1274.99, 744.0069, 188.2099, 237.1335, 283.6745, 129.7651, 307.4542, 963.1033, 402.5126, 60.32126, 813.2839, 1070.697, 410.7913, 1509.409, 76.24349, 96.07072, 1733.002, 1037.536, 120.444, 303.8549, 559.173, 344.4562, 1281.701, 0.03486884, 1253.894, 1052.147, 1793.423, 3120.103, 1714.836, 536.0434, 2079.176, 2466.081
75.8, 243.3549, 342.5736, 287.2179, 5.627669e-07, 454.8334, 199.0469, 414.3266, 261.2033, 1180.536, 113.3954, 240.9258, 2.02029e-05, 235.8519, 421.5186, 371.719, 1403.331, 94.78346, 1408.957, 443.9813, 460.1441, 389.4312, 2588.024, 1194.102, 566.8807, 1221.452, 775.2557, 180.1326, 227.2024, 270.5817, 123.9547, 294.7692, 1042.045, 385.9949, 57.64936, 797.5719, 1025.491, 391.8256, 1500.394, 72.40201, 91.77891, 1674.938, 1018.266, 115.3312, 291.1414, 534.0914, 329.3554, 1225.49, 0.03331861, 1200.368, 1071.008, 1807.335, 3106.553, 1676.156, 511.3362, 1992.396, 2458.574
75.90000000000001, 232.6715, 327.6481, 366.5725, 5.395223e-07, 435.5844, 214.7649, 395.9041, 250.187, 1152.811, 107.9011, 229.1936, 1.931124e-05, 290.6042, 402.7319, 352.9016, 1342.561, 90.67216, 1350.318, 435.1114, 437.8182, 372.3217, 2511.745, 1175.175, 542.4852, 1170.161, 735.4168, 338.998, 217.6872, 258.0931, 118.4045, 282.6076, 998.0898, 370.1551, 55.09582, 840.8129, 1088.491, 373.7354, 1437.449, 68.75407, 87.67883, 1759.881, 1064.584, 110.4355, 278.9598, 541.9006, 314.9166, 1171.744, 0.0318373, 1246.181, 1038.269, 1766.475, 3150.282, 1699.765, 487.7679, 2114.584, 2407.796
76, 222.4571, 313.3729, 350.8698, 5.172377e-07, 463.5283, 204.5456, 378.3008, 392.4901, 1102.626, 102.673, 218.0327, 1.845893e-05, 278.0353, 410.3624, 335.0369, 1325.954, 86.7392, 1294.12, 424.4249, 416.5755, 355.9638, 2555.038, 1122.96, 519.1395, 1239.493, 697.6251, 385.5041, 208.5705, 246.181, 113.1029, 270.9478, 955.9885, 354.9652, 52.65538, 806.3457, 1042.534, 470.2775, 1417.968, 65.28994, 83.7619, 1694.34, 1063.063, 105.7476, 267.288, 517.5938, 301.1107, 1120.355, 0.03042185, 1322.762, 989.8671, 1691.048, 3144.218, 1697.438, 537.2049, 2026.327, 2307.44
76.09999999999999, 212.6911, 299.7196, 335.8398, 4.958736e-07, 443.9113, 194.8126, 361.4802, 389.9202, 1114.667, 97.69829, 207.4154, 1.764424e-05, 278.7222, 392.073, 318.0765, 1268.535, 82.97683, 1240.26, 404.7137, 396.3635, 340.3246, 2450.681, 1128.753, 496.7986, 1187.445, 757.9483, 368.9595, 199.8356, 234.8187, 108.0386, 259.769, 915.6631, 340.3987, 50.32303, 773.2914, 998.5166, 448.5653, 1401.215, 62.00034, 80.01997, 1675.292, 1037.954, 101.2587, 256.1044, 494.3772, 287.9102, 1071.22, 0.02906932, 1266.296, 1026.72, 1618.842, 3080.55, 1710.092, 512.4442, 2112.912, 2362.505
76.2, 203.3538, 286.6612, 321.4536, 4.753919e-07, 425.1246, 244.7298, 345.4075, 373.4753, 1093.347, 92.96457, 197.315, 1.68655e-05, 333.5106, 374.5987, 392.6916, 1246.156, 79.37766, 1354.028, 385.9178, 377.1322, 325.3725, 2549.026, 1267.325, 475.419, 1210.476, 771.85, 353.1249, 191.4665, 223.9808, 103.2011, 249.0514, 877.0388, 326.4299, 48.094, 741.592, 956.3581, 445.7125, 1342.432, 58.87648, 76.44519, 1602.021, 1003.538, 96.96033, 245.3888, 472.202, 275.2883, 1066.607, 0.02777693, 1212.241, 978.8564, 1690.415, 3041.442, 1743.684, 488.8248, 2074.494, 2366.289
76.3, 194.4264, 274.1718, 307.6837, 4.557562e-07, 407.1329, 233.0847, 330.0494, 357.7239, 1055.249, 88.46021, 187.7065, 1.612113e-05, 342.066, 357.9032, 482.4619, 1192.193, 75.93459, 1297.675, 379.9698, 358.8339, 344.0712, 2462.532, 1211.016, 582.2466, 1159.647, 732.1861, 337.9699, 183.448, 213.6431, 98.58016, 238.776, 1000.014, 313.0344, 45.9637, 711.1921, 915.9796, 441.5436, 1331.602, 55.91002, 73.03011, 1550.682, 1017.545, 92.84443, 235.1216, 554.3422, 263.2198, 1067.156, 0.026542, 1277.818, 1047.049, 1618.235, 3021.508, 1668.62, 466.294, 2049.596, 2373.735
76.40000000000001, 185.891, 262.2264, 294.5036, 4.369316e-07, 389.9027, 221.9937, 315.3742, 342.6369, 1115.182, 84.1741, 178.5659, 1.540962e-05, 327.2713, 341.9518, 458.0386, 1140.566, 72.64088, 1314.936, 390.7, 341.4235, 328.9545, 2451.329, 1157.208, 557.1899, 1235.306, 751.894, 323.4653, 243.0016, 203.7825, 94.16615, 228.9245, 957.8317, 300.1885, 43.92776, 682.0385, 877.3058, 528.7319, 1398.85, 53.09303, 69.7676, 1586.33, 1065.731, 88.90325, 225.2839, 529.4772, 251.6804, 1037.511, 0.02536197, 1223.271, 998.2381, 1622.078, 3015.337, 1596.787, 444.8017, 2024.863, 2498.656
76.5, 177.7303, 250.8016, 281.8881, 4.188844e-07, 373.4017, 211.4305, 301.3515, 351.9648, 1130.452, 80.09566, 218.3352, 1.472951e-05, 330.089, 326.7113, 434.8516, 1126.64, 69.49003, 1387.116, 372.555, 379.6266, 367.0742, 2476.39, 1223.017, 575.4406, 1215.391, 787.7573, 354.3458, 246.9398, 194.3771, 89.94978, 247.0034, 998.3895, 287.8698, 41.98201, 654.0798, 950.6683, 564.6823, 1443.73, 50.41796, 66.65084, 1540.391, 1118.85, 85.12937, 215.8579, 535.9555, 240.6468, 1035.537, 0.02423441, 1273.935, 1013.974, 1552.817, 3059.193, 1622.909, 424.3, 2059.637, 2394.513
76.59999999999999, 169.9278, 239.8745, 269.813, 4.015828e-07, 372.2227, 201.3699, 287.9524, 360.7906, 1081.241, 76.21484, 207.7031, 1.407941e-05, 373.9022, 312.1501, 412.8383, 1077.852, 66.47585, 1329.387, 355.2527, 427.1752, 350.9469, 2466.325, 1168.676, 550.6768, 1164.355, 773.6629, 339.1384, 306.9717, 185.4057, 85.9222, 236.8125, 956.2756, 276.0567, 40.12244, 702.7648, 910.53, 538.6116, 1464.932, 47.87768, 63.67331, 1552.18, 1069.701, 81.51569, 206.8262, 511.9153, 230.097, 1137.334, 0.02315697, 1249.171, 966.7043, 1562.634, 3022.208, 1595.458, 404.7433, 2012.654, 2345.349
76.7, 162.4679, 229.4234, 258.2551, 3.849957e-07, 464.7652, 191.788, 275.149, 345.5742, 1046.61, 72.52204, 197.5888, 1.345801e-05, 357.7305, 298.2379, 391.9395, 1096.69, 63.59242, 1323.45, 338.754, 429.3449, 335.5281, 2515.172, 1243.757, 526.9786, 1201.483, 733.9058, 324.5836, 319.4695, 176.8484, 82.07497, 240.4999, 960.8424, 264.7283, 38.34523, 673.9566, 872.0864, 513.7445, 1550.486, 45.46539, 60.8288, 1530.976, 1064.45, 78.0554, 198.1725, 609.8492, 220.0096, 1122.541, 0.02212744, 1195.847, 1052.898, 1562.365, 3027.557, 1647.636, 386.088, 1928.651, 2375.732
76.8, 326.8779, 219.4278, 247.1924, 3.690937e-07, 445.0959, 182.662, 262.9148, 330.9996, 1057.53, 69.00817, 187.9669, 1.286404e-05, 342.2583, 284.9457, 372.0985, 1108.848, 60.83405, 1431.166, 323.0215, 445.1874, 320.7868, 2617.145, 1188.495, 504.3003, 1254.191, 696.1918, 405.7166, 306.0902, 168.6861, 78.39999, 230.5773, 1103.72, 253.8647, 36.64675, 646.3293, 872.2538, 512.9042, 1592.36, 43.17464, 58.11137, 1609.774, 1161.448, 74.742, 189.8808, 582.4945, 210.3645, 1129.084, 0.02114368, 1373.184, 1080.102, 1554.868, 3020.375, 1658.238, 368.2925, 1906.357, 2513.872
76.90000000000001, 312.5278, 209.8676, 236.6035, 3.538486e-07, 426.2591, 173.9703, 251.2247, 324.9042, 1011.493, 65.66456, 178.8137, 1.229628e-05, 327.4552, 272.246, 353.262, 1060.83, 58.19534, 1371.603, 308.0197, 423.5871, 306.6931, 2510.251, 1178.949, 533.3712, 1240.106, 736.7835, 388.3046, 293.2712, 160.9005, 74.88956, 276.2254, 1057.163, 243.447, 35.0235, 690.1371, 835.4263, 552.9828, 1619.713, 40.99931, 55.51533, 1621.049, 1110.427, 71.56926, 181.9361, 556.3668, 201.1422, 1160.163, 0.02020365, 1314.567, 1029.75, 1632.478, 2994.683, 1674.615, 351.3172, 1841.264, 2517.943
77, 298.8076, 200.7239, 226.4683, 3.392332e-07, 456.4081, 165.6922, 240.0543, 314.8489, 1019.905, 62.48295, 170.1061, 1.175358e-05, 313.2924, 260.1123, 443.2939, 1014.892, 55.67107, 1314.518, 293.7146, 403.0349, 293.2186, 2506.387, 1265.601, 510.4177, 1215.988, 698.9216, 371.6398, 280.989, 153.4742, 71.53632, 264.8289, 1012.57, 233.4568, 33.47216, 661.8465, 866.985, 600.3594, 1551.762, 38.93358, 53.03527, 1550.15, 1082.037, 68.5312, 174.3237, 592.5674, 192.3242, 1109.283, 0.01930542, 1258.451, 1060.905, 1677.279, 3018.718, 1698.767, 335.1244, 1938.274, 2528.691
77.09999999999999, 285.6898, 191.9786, 216.7672, 3.252214e-07, 437.0925, 157.808, 229.3806, 301.5701, 975.5061, 59.4555, 161.8226, 1.123483e-05, 299.7422, 248.5193, 544.8477, 1137.797, 53.2563, 1259.81, 280.0738, 383.4799, 280.3361, 2478.224, 1289.606, 488.4521, 1192.809, 663.0054, 355.6902, 269.2213, 146.3907, 68.33322, 253.9026, 969.8576, 223.8766, 31.98952, 634.7156, 830.3799, 572.6415, 1592.766, 36.97193, 50.666, 1543.315, 1121.406, 65.62209, 167.0299, 624.3393, 183.8928, 1060.633, 0.01844712, 1204.731, 1075.088, 1708.509, 2919.414, 1625.636, 460.9951, 1904.677, 2531.998
77.2, 273.1478, 183.6144, 207.4816, 3.117884e-07, 418.5944, 150.2989, 219.1815, 308.4248, 957.1011, 56.57474, 153.9424, 1.073897e-05, 286.778, 237.4431, 517.2662, 1106.395, 50.94627, 1207.378, 267.0666, 446.9513, 268.0196, 2557.569, 1232.307, 467.4317, 1219.236, 628.9348, 340.425, 340.6093, 139.6341, 65.27354, 308.2188, 1028.398, 214.6895, 30.57257, 702.6732, 838.6542, 546.2032, 1616.827, 35.10912, 48.40257, 1475.816, 1124.048, 62.83648, 160.0412, 596.3347, 175.831, 1141.897, 0.01762698, 1212.42, 1245.297, 1635.557, 2970.702, 1555.654, 439.7471, 1861.903, 2503.981
77.3, 261.1565, 175.6145, 198.5938, 2.989102e-07, 400.8791, 143.1472, 209.4359, 295.417, 1010.776, 53.83355, 146.446, 1.0265e-05, 294.5673, 246.8396, 491.0809, 1202.563, 48.73645, 1373.79, 335.4793, 425.2655, 256.2442, 2467.248, 1177.553, 447.316, 1168.039, 627.4072, 325.8151, 352.3189, 133.1894, 62.35086, 326.8675, 985.0179, 205.8794, 29.21837, 673.8687, 803.2453, 520.9857, 1548.998, 33.34016, 46.24026, 1509.238, 1155.137, 60.16912, 153.345, 569.5862, 168.1227, 1131.719, 0.01684331, 1205.11, 1187.245, 1621.93, 2887.124, 1596.087, 419.4784, 1784.192, 2613.053
77.40000000000001, 249.6915, 167.9632, 190.0868, 2.86564e-07, 383.9135, 191.4906, 200.1236, 282.9577, 1101.783, 51.22519, 139.3147, 9.811953e-06, 281.8269, 235.8382, 466.2212, 1216.384, 46.62247, 1316.615, 319.8989, 404.6318, 244.9862, 2594.081, 1158.128, 461.4106, 1200.569, 648.5605, 311.8322, 452.894, 127.0421, 59.55905, 351.6314, 943.468, 197.4308, 27.92416, 646.245, 853.1422, 531.938, 1484.015, 31.66034, 44.17454, 1562.113, 1145.641, 57.61498, 146.9289, 544.0375, 160.7522, 1082.085, 0.01609447, 1153.667, 1131.898, 1613.111, 2848.326, 1600.175, 400.1439, 1709.725, 2590.649
77.5, 238.7299, 160.6453, 181.9441, 2.747277e-07, 367.6659, 182.3788, 191.2254, 271.0239, 1111.439, 48.7432, 132.5306, 9.378898e-06, 300.975, 225.3271, 442.62, 1214.828, 44.60019, 1261.819, 305.0421, 384.9993, 234.2228, 2495.906, 1132.234, 477.8978, 1150.155, 615.2322, 298.4493, 433.9268, 121.1786, 56.89225, 340.7044, 903.6708, 189.3289, 26.68727, 619.7537, 855.347, 588.7146, 1496.037, 30.06515, 42.20111, 1623.607, 1095.315, 55.16926, 140.7813, 519.6348, 153.7049, 1034.629, 0.01537893, 1104.419, 1134.689, 1594.743, 2932.636, 1598.605, 381.7006, 1781.933, 2482.671
77.59999999999999, 228.2495, 153.6461, 174.1503, 2.633802e-07, 352.106, 279.4366, 182.7228, 259.5935, 1063.055, 46.38147, 126.0768, 8.964956e-06, 287.9576, 215.2845, 420.2135, 1250.756, 42.66563, 1282.566, 290.8752, 366.3194, 223.9323, 2573.553, 1081.926, 457.3316, 1101.859, 583.6166, 285.6408, 415.7541, 115.5857, 54.34485, 326.6476, 865.5522, 181.5595, 25.50517, 645.8914, 883.1653, 561.5343, 1433.275, 28.55033, 40.31584, 1602.479, 1047.199, 52.82737, 134.8909, 496.3266, 146.9666, 1115.855, 0.0146952, 1243.139, 1081.793, 1686.083, 2874.553, 1529.787, 364.1073, 1841.05, 2480.942
77.7, 218.2292, 146.952, 166.6903, 2.525015e-07, 337.2045, 266.14, 174.5983, 248.6451, 1106.866, 44.13418, 119.9374, 8.569284e-06, 442.6835, 205.6895, 398.9413, 1196.593, 40.81498, 1319.891, 277.3664, 348.5457, 214.0939, 2534.066, 1077.683, 487.3271, 1150.389, 693.6703, 273.382, 398.3423, 110.2509, 51.91151, 421.1555, 883.2474, 174.109, 24.37543, 619.4145, 845.8771, 579.7913, 1478.298, 27.11184, 38.51479, 1532.393, 1001.197, 50.58488, 129.247, 515.7316, 140.5236, 1143.005, 0.01404186, 1190.072, 1031.362, 1614.088, 2756.836, 1502.68, 347.325, 1764.209, 2455.63
77.8, 208.6488, 140.5495, 300.1176, 2.420721e-07, 442.8536, 335.8681, 166.835, 238.1585, 1085.712, 41.99577, 114.0969, 8.191075e-06, 514.161, 196.5221, 378.7459, 1224.82, 39.0446, 1324.948, 264.4849, 429.742, 204.6877, 2462.262, 1065.706, 466.3552, 1256.048, 658.0239, 261.6493, 510.9436, 105.1623, 49.58713, 403.7795, 918.8987, 166.9642, 23.29574, 619.0796, 810.1633, 553.023, 1478.118, 25.74582, 36.7942, 1551.568, 1012.802, 48.43759, 123.8392, 492.5986, 134.3631, 1092.877, 0.01341758, 1244.146, 1035.598, 1545.168, 2745.755, 1512.725, 419.2326, 1690.576, 2386.044
77.90000000000001, 250.8709, 134.4259, 287.2616, 2.320735e-07, 438.8119, 336.4676, 159.4169, 228.1141, 1055.183, 39.96097, 155.5234, 7.829558e-06, 591.9322, 187.7633, 359.5728, 1195.299, 37.35101, 1387.971, 252.2016, 467.6928, 195.6948, 2601.422, 1079.648, 446.2857, 1325.512, 624.2094, 250.4202, 489.5453, 100.3086, 47.36682, 387.1203, 880.1379, 160.1125, 22.26387, 610.0703, 913.0084, 527.4905, 1416.108, 299.0389, 35.15047, 1483.709, 968.3114, 46.38145, 118.6577, 491.0464, 128.4727, 1044.947, 0.01282105, 1230.528, 987.3207, 1571.805, 2876.011, 1615.304, 399.9095, 1710.254, 2460.476
78, 239.8575, 128.5691, 274.9563, 2.224879e-07, 420.241, 320.4573, 152.3287, 237.2495, 1051.912, 38.02477, 147.95, 7.483996e-06, 566.3304, 179.3949, 418.67, 1254.903, 35.73089, 1330.206, 240.4888, 445.0006, 187.097, 2628.063, 1107.647, 427.08, 1358.647, 592.1324, 239.6729, 469.0433, 95.67892, 45.24593, 479.9782, 843.012, 153.5421, 21.2777, 585.0619, 874.4602, 503.1369, 1356.699, 296.4662, 33.58018, 1496.346, 925.7749, 44.41259, 113.6929, 559.8157, 122.8405, 999.1192, 0.01225104, 1231.703, 1080.395, 1530.069, 2897.235, 1545.766, 381.4769, 1638.873, 2557.352
78.09999999999999, 229.3276, 122.9675, 263.1782, 2.132982e-07, 491.7268, 305.2088, 145.5556, 227.2435, 1037.903, 36.18237, 140.7454, 7.153687e-06, 569.9667, 171.3994, 465.99, 1200.56, 34.18104, 1274.844, 229.32, 423.4094, 178.8769, 2588.504, 1096.505, 464.7921, 1301.595, 611.0309, 229.3869, 480.3954, 91.26292, 43.22001, 460.1752, 894.5311, 363.4084, 20.33522, 612.5615, 837.5395, 479.9077, 1492.744, 320.7124, 32.08004, 1430.901, 885.107, 42.5273, 108.936, 534.7053, 117.4552, 1029.622, 0.01170637, 1179.124, 1030.029, 1464.736, 2907.425, 1615.086, 467.0416, 1641.066, 2599.349
78.2, 219.26, 117.61, 251.9045, 2.044881e-07, 470.9164, 290.6859, 139.0837, 281.2384, 992.721, 34.42925, 167.1649, 6.837956e-06, 545.315, 163.7603, 442.4004, 1148.571, 32.69841, 1348.326, 218.6698, 402.8658, 171.018, 2523.966, 1169.217, 444.7899, 1246.94, 579.6312, 300.4167, 460.2766, 87.05074, 41.2848, 441.1892, 870.8549, 348.4954, 19.43448, 587.4509, 823.7616, 457.7509, 1430.12, 405.6156, 30.64691, 1439.481, 922.3525, 40.72205, 104.378, 510.7212, 112.3061, 984.466, 0.01118592, 1187.224, 1005.34, 1546.037, 2836.482, 1587.851, 445.5149, 1714.255, 2526.307
78.3, 209.6343, 112.4859, 241.1138, 1.960419e-07, 495.5336, 276.854, 132.8995, 269.3772, 949.5056, 32.76107, 159.0246, 6.53616e-06, 667.6179, 252.0286, 435.7039, 1098.833, 31.2801, 1292.21, 208.5143, 383.319, 163.5044, 2585.805, 1117.266, 437.4414, 1194.579, 686.2675, 287.5237, 441.0003, 83.03297, 39.43624, 422.9866, 876.6701, 334.1943, 18.57364, 678.5096, 836.8607, 436.617, 1370.124, 385.1789, 29.2778, 1430.869, 901.217, 38.99342, 100.0107, 487.8129, 107.3826, 941.2906, 0.0106886, 1169.438, 1070.241, 1480.022, 2841.203, 1605.146, 424.9803, 1664.256, 2624.537
78.40000000000001, 267.1849, 107.585, 312.4217, 1.879445e-07, 480.5418, 263.6804, 126.9903, 258.0161, 1047.873, 31.17371, 151.2807, 6.247684e-06, 638.7427, 380.2728, 447.2484, 1175.916, 29.9233, 1397.432, 198.8304, 364.7206, 156.3208, 2677.585, 1107.125, 418.6163, 1338.795, 755.8461, 418.2565, 422.5312, 79.20063, 37.67045, 484.9173, 839.6906, 320.4802, 17.75093, 735.4572, 801.5275, 519.2496, 1483.408, 410.2472, 27.96986, 1479.593, 942.6934, 37.33818, 195.288, 546.9111, 102.675, 985.1587, 0.0102134, 1183.021, 1020.349, 1480.391, 2897.031, 1610.47, 405.3922, 1722.461, 2635.18
78.5, 255.4553, 102.8977, 323.8094, 1.801816e-07, 515.7308, 251.1335, 121.3439, 352.1777, 1002.256, 29.66327, 143.9139, 5.97194e-06, 611.1163, 363.3244, 424.6076, 1136.833, 28.62536, 1385.24, 189.5963, 501.5656, 236.9672, 2697.85, 1057.933, 456.7774, 1282.577, 717.0046, 400.3062, 504.4863, 75.54517, 276.9524, 470.2392, 832.9659, 307.3288, 16.96466, 806.0843, 767.6862, 495.2764, 1517.522, 448.3503, 26.72035, 1427.163, 901.2823, 35.7532, 220.555, 522.3795, 98.17377, 1026.592, 0.009759322, 1160.715, 972.7824, 1417.18, 2914.822, 1650.482, 462.8394, 1786.442, 2525.346
78.59999999999999, 244.2406, 98.41456, 450.9782, 1.727393e-07, 537.9858, 239.1837, 115.9485, 337.3246, 1041.314, 28.22601, 160.3017, 5.708365e-06, 584.6849, 347.1313, 403.1129, 1087.603, 27.38372, 1327.588, 180.791, 477.2299, 226.5561, 2672.407, 1109.872, 437.1201, 1324.905, 794.8188, 383.1264, 483.3585, 72.05843, 321.6862, 450.838, 842.676, 332.9628, 16.21322, 773.0407, 900.7501, 472.41, 1594.655, 491.0406, 25.52666, 1491.771, 962.1204, 34.2355, 224.6627, 498.9483, 93.86987, 981.5694, 0.009325433, 1174.43, 985.6173, 1538.616, 2836.382, 1718.891, 507.9063, 1839.914, 2601.48
78.7, 233.5183, 94.12676, 487.3311, 1.656045e-07, 515.2178, 227.8025, 110.793, 323.0978, 995.9834, 26.85839, 266.6202, 5.456424e-06, 559.3966, 409.9802, 382.7064, 1077.877, 26.19593, 1418.14, 172.3947, 454.075, 241.703, 2668.792, 1250.013, 418.3088, 1269.271, 902.0883, 366.6838, 463.1155, 68.73262, 429.972, 551.4559, 845.634, 319.2991, 15.49506, 741.3517, 883.4973, 450.5994, 1577.96, 646.8918, 24.38629, 1426.527, 919.8559, 32.78223, 237.4368, 476.568, 89.75466, 938.5211, 0.008910834, 1124.297, 1137.129, 1472.918, 2846.746, 1644.894, 533.3209, 2002.013, 2493.051
78.8, 223.2667, 90.02578, 466.4556, 1.587643e-07, 577.4006, 308.1572, 105.8667, 309.4712, 952.6259, 25.55704, 267.9724, 5.215602e-06, 535.2021, 391.7078, 470.1892, 1031.201, 25.05966, 1359.119, 164.3883, 432.0435, 294.3611, 2658.637, 1397.475, 400.3071, 1496.595, 935.2077, 350.9469, 443.7203, 65.56031, 489.919, 586.3839, 809.9636, 306.1962, 14.80872, 710.9617, 953.3536, 429.7957, 1594.237, 614.2985, 23.29687, 1436.243, 879.448, 31.39065, 318.7258, 455.1917, 85.81985, 897.3607, 0.008514668, 1200.237, 1084.118, 1410.026, 2827.546, 1574.083, 508.7392, 1918.454, 2525.721
78.90000000000001, 213.4652, 86.10347, 446.4742, 1.522067e-07, 606.7226, 293.494, 101.1595, 296.4192, 911.1559, 24.31874, 336.6406, 4.985409e-06, 561.4972, 374.2498, 446.3871, 986.5457, 23.97268, 1302.554, 156.7538, 411.081, 299.229, 2599.483, 1349.959, 383.08, 1498.056, 887.1492, 335.8854, 471.9003, 62.53442, 505.9208, 562.1909, 943.8215, 328.0664, 14.15277, 741.6469, 913.1019, 409.9526, 1623.858, 583.3474, 22.25612, 1373.427, 840.8152, 30.05814, 305.3901, 523.5082, 82.05755, 858.0055, 0.008136115, 1149.002, 1033.579, 1431.154, 2819.972, 1684.015, 530.0103, 1838.383, 2420.449
79, 204.0939, 82.35205, 427.3488, 1.459199e-07, 581.0455, 319.7104, 96.66158, 283.9177, 900.3049, 23.14044, 320.2475, 4.765376e-06, 537.2119, 422.4084, 423.7899, 943.8243, 22.93285, 1391.222, 149.4738, 391.1356, 499.3588, 2794.739, 1388.969, 366.5943, 1435.15, 841.5603, 321.4702, 485.2236, 59.64818, 499.1956, 592.2389, 904.0094, 314.6037, 13.52588, 746.0308, 874.5497, 391.0255, 1654.497, 618.7845, 21.26186, 1391.979, 881.1453, 28.78219, 314.1383, 575.0469, 78.46018, 965.3081, 0.007774392, 1099.954, 985.3959, 1370.045, 2800.014, 1611.519, 586.9117, 1761.654, 2421.685
79.09999999999999, 195.1341, 78.76408, 409.0427, 1.398928e-07, 599.0211, 324.9627, 92.36366, 271.9434, 861.1125, 22.01923, 319.4552, 4.555054e-06, 526.1326, 465.1873, 402.3366, 902.9528, 21.93812, 1407.329, 142.5319, 372.1579, 477.4196, 2764.105, 1341.034, 350.8181, 1480.71, 798.3141, 307.6738, 464.9025, 56.89515, 523.5994, 567.8043, 865.8766, 301.6935, 12.92676, 782.8171, 837.6252, 372.9724, 1682.357, 622.2283, 20.31202, 1441.906, 855.7517, 27.56041, 300.9945, 549.2533, 75.02052, 1049.625, 0.007428751, 1177.94, 1108.779, 1414.633, 2789.494, 1542.145, 571.9237, 1819.207, 2471.146
79.2, 186.5676, 75.33243, 438.6089, 1.341146e-07, 573.67, 309.4998, 88.25683, 260.4742, 823.6263, 20.95234, 303.8989, 4.354014e-06, 503.3768, 444.4544, 381.9694, 931.4761, 20.98654, 1483.327, 135.9124, 354.101, 456.4443, 2651.209, 1327.729, 335.7208, 1459.14, 757.2903, 294.4694, 445.4325, 54.26919, 500.1548, 544.3777, 829.3523, 359.0195, 12.35418, 750.7272, 802.2598, 355.7527, 1611.779, 590.8777, 19.40461, 1436.684, 948.5778, 26.39049, 288.4007, 557.8149, 71.73166, 1003.592, 0.007098476, 1174.226, 1057.09, 1354.229, 2675.26, 1552.767, 627.6467, 1791.577, 2606.646
79.3, 178.3772, 72.05029, 419.8204, 1.285751e-07, 591.9667, 294.7727, 84.33261, 249.4886, 787.772, 19.93715, 313.3345, 4.161848e-06, 525.0046, 424.6455, 362.6332, 1006.366, 20.07624, 1523.119, 129.6003, 336.9202, 436.3905, 2715.491, 1288.989, 321.2732, 1523.368, 718.3746, 281.8317, 561.2966, 51.76443, 477.7599, 566.8956, 794.3687, 367.2341, 159.2428, 719.9529, 815.2693, 339.328, 1544.161, 599.1088, 18.53774, 1421.169, 906.9082, 25.27023, 343.3788, 532.7943, 68.58698, 959.5781, 0.006782886, 1267.403, 1064.41, 1296.405, 2791.208, 1645.378, 598.7174, 1768.548, 2498.002
79.40000000000001, 170.5463, 68.91116, 401.8368, 1.232644e-07, 566.9142, 333.8688, 80.58288, 238.9664, 863.3141, 18.97115, 298.0763, 179.4268, 600.691, 453.5569, 344.2758, 1001.553, 19.20542, 1511.827, 123.5814, 320.5731, 417.2178, 2722.171, 1259.089, 307.4473, 1459.4, 681.4587, 269.7364, 537.7896, 49.37527, 456.3678, 693.7725, 760.8607, 352.1641, 162.112, 690.4401, 780.8477, 398.2238, 1479.381, 568.923, 17.70959, 1407.65, 1089.373, 24.19753, 346.3265, 616.9108, 65.58015, 917.4942, 0.006481326, 1235.957, 1169.379, 1440.662, 2759.29, 1574.546, 571.1215, 1756.889, 2484.363
79.5, 163.0592, 65.90878, 443.6679, 1.181731e-07, 542.9219, 388.6368, 76.99987, 228.888, 825.7321, 18.05195, 327.7477, 213.6841, 574.7104, 433.3423, 326.8477, 958.1819, 18.37237, 1598.244, 117.842, 305.019, 398.8875, 2839.467, 1275.335, 294.2164, 1398.118, 721.7115, 434.9315, 533.9423, 47.09639, 435.9336, 685.4595, 728.7662, 381.6354, 154.9314, 662.137, 875.3558, 405.7295, 1593.213, 672.1093, 16.91844, 1474.266, 1041.518, 23.17036, 331.836, 589.2394, 62.70515, 1044.969, 0.006193173, 1339.873, 1363.582, 1424.633, 2773.057, 1594.898, 544.7975, 1853.59, 2462.321
