 , C000, C001, C002, C004, C005, C007, C009, C010, C011, C012, C015, C016, C017, C018, C019, C021, C022, C024, C025, C030, C040, C042, C045, C047, C049, C050, C053, C060, C062, C065, C067, C068, C074, C092, C094, C100, C110
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
34.4, 417.5592, 283.4458, 650.6771, 581.5682, 94.69468, 43.54393, 1143.586, 239.3481, 352.4639, 64.3343, 0.5438741, 40.50513, 645.1011, 331.0133, 832.5504, 1087.837, 400.0559, 729.8277, 1051.695, 0.6417254, 1930.448, 2281.227, 52.88881, 777.3616, 690.2294, 1802.552, 739.5032, 486.851, 613.5048, 1816.378, 618.64, 343.7216, 366.5976, 2315.32, 603.6032, 1113.573, 918.5085
34.5, 399.5769, 270.9378, 616.5286, 635.1322, 89.37448, 41.39471, 1100.629, 228.4605, 337.9682, 61.54126, 0.5197937, 38.40047, 618.0422, 317.244, 796.903, 1246.654, 391.4273, 699.9274, 1122.546, 0.6104275, 2104.281, 2283.911, 50.6543, 743.8737, 660.8947, 1777.93, 704.7034, 462.7093, 774.1875, 1807.444, 586.5007, 344.12, 348.8149, 2360.19, 576.2479, 1118.062, 877.8152
34.6, 382.369, 264.7152, 695.0479, 604.6285, 84.35319, 39.35158, 1045.416, 218.0682, 324.0686, 58.86948, 0.4967795, 36.40517, 689.7834, 304.0475, 762.7819, 1195.482, 374.2424, 720.564, 1077.082, 0.580656, 2162.407, 2209.394, 48.5142, 711.8284, 862.6905, 1845.663, 806.6282, 439.7647, 735.7711, 1804.815, 556.0311, 327.1015, 331.8948, 2260.479, 743.5267, 1231.503, 838.9247
34.7, 365.9021, 292.0524, 658.5707, 630.2189, 79.61401, 37.40929, 1042.682, 208.1486, 310.7407, 56.31369, 0.4747842, 34.51355, 755.7161, 291.4, 835.0369, 1222.276, 357.812, 755.5062, 1033.458, 0.5523365, 2112.545, 2208.727, 46.46451, 775.9279, 826.0262, 1799.658, 768.6696, 417.9579, 699.2609, 1725.317, 580.5861, 350.1154, 315.7955, 2297.701, 709.83, 1175.136, 870.694
34.8, 350.1444, 279.1647, 655.5758, 619.2764, 75.14108, 35.56286, 990.3764, 198.6802, 297.9609, 53.86886, 0.4537628, 32.72021, 745.2444, 279.2785, 799.2831, 1250.647, 342.1029, 724.5538, 1064.623, 0.5253981, 2070.292, 2196.052, 44.50142, 742.5017, 790.9203, 1880.605, 843.0386, 397.2325, 664.5624, 1649.321, 550.4238, 332.8004, 300.4771, 2471.073, 891.4828, 1121.349, 883.0652
34.9, 349.8748, 266.8457, 621.1702, 589.5342, 70.91946, 33.80757, 1008.557, 189.6425, 285.7068, 51.53017, 0.4336721, 31.02006, 713.985, 267.6613, 865.5165, 1240.938, 349.1899, 723.4672, 1084.195, 0.4997737, 1984.985, 2112.472, 74.77845, 876.4576, 757.3063, 1875.087, 803.3666, 377.5347, 675.2847, 1576.673, 521.8285, 316.3417, 285.9018, 2366.677, 851.0807, 1117.776, 931.3109
35, 334.8073, 255.0703, 612.1251, 564.9476, 66.93501, 32.13892, 957.9631, 181.016, 318.8923, 49.29302, 0.414471, 29.40825, 684.0367, 256.5273, 882.7541, 1291.565, 333.8593, 693.8275, 1180.967, 0.4753989, 2048.736, 2163.837, 71.61912, 838.7007, 725.1208, 1857.355, 765.5615, 358.8138, 641.776, 1644.48, 535.496, 300.6971, 272.0334, 2354.222, 812.5096, 1066.615, 890.0504
35.1, 320.3887, 259.2737, 579.9998, 599.218, 63.17443, 30.55262, 909.9073, 172.7818, 305.7773, 47.15299, 0.39612, 27.88019, 655.3447, 245.8565, 844.9572, 1238.55, 338.382, 794.4521, 1133.136, 0.452213, 1964.317, 2075.36, 68.59327, 802.5704, 694.3033, 1776.656, 729.5354, 341.0211, 609.93, 1632.288, 507.6762, 285.8261, 258.8378, 2254.762, 775.6866, 1136.287, 850.6179
35.2, 306.5911, 247.8324, 549.5604, 607.0504, 59.62512, 29.04462, 1002.148, 164.9223, 293.2017, 45.10587, 0.3785816, 26.43152, 669.2451, 235.6295, 960.4252, 1187.71, 356.8579, 832.2992, 1087.242, 0.4301578, 1921.86, 2152.941, 65.69526, 767.9966, 664.7955, 1786.705, 795.7336, 324.1107, 652.947, 1626.137, 639.6577, 271.6906, 246.2823, 2347.158, 740.5325, 1163.577, 890.2827
35.3, 293.3876, 236.8961, 576.4257, 577.8953, 56.27523, 27.61106, 1032.323, 157.4202, 281.1432, 43.14762, 0.3618196, 25.05813, 641.1735, 225.828, 919.3027, 1138.958, 341.1907, 798.2006, 1043.207, 0.4091784, 2029.75, 2122.347, 62.91969, 734.9122, 760.8093, 1799.661, 758.2877, 308.0389, 620.5466, 1615.067, 606.4266, 258.2541, 234.3358, 2373.528, 706.9715, 1110.318, 850.8398
35.4, 280.7528, 226.4423, 603.035, 553.9329, 110.3607, 26.24825, 980.5374, 150.2594, 269.5807, 41.27439, 0.3457998, 23.75611, 614.2793, 216.4341, 879.9408, 1092.207, 326.2114, 844.8771, 1000.956, 0.3892221, 1946.114, 2035.566, 91.59056, 703.2529, 766.0496, 1754.773, 755.0975, 292.7641, 663.297, 1654.632, 621.5315, 245.4821, 222.9688, 2332.566, 674.9315, 1059.498, 813.1446
35.5, 268.6621, 216.4498, 571.3868, 577.8307, 104.1604, 24.9527, 984.4907, 143.4243, 352.7164, 39.48248, 0.3304892, 22.52173, 588.5132, 207.4311, 933.5354, 1047.375, 311.8896, 810.2634, 960.416, 0.3702391, 1950.718, 1952.334, 87.72093, 672.9576, 781.8652, 1678.53, 719.5638, 278.2466, 630.3831, 1713.582, 589.242, 259.0294, 212.1531, 2272.613, 644.3435, 1011.004, 777.1193
35.6, 257.0921, 244.742, 541.3995, 550.079, 126.2737, 23.7211, 993.1553, 136.9001, 338.2103, 37.76837, 0.3158566, 21.3515, 563.8279, 198.8025, 893.5642, 1093.578, 298.1967, 777.0676, 921.5178, 0.352182, 1892.514, 1915.216, 84.01479, 643.9673, 748.6361, 1660.094, 685.7023, 264.4491, 599.1025, 1638.103, 581.257, 246.2191, 201.8622, 2265.604, 670.9049, 964.7289, 850.272
35.7, 246.0203, 250.0338, 614.6385, 527.1215, 119.1793, 22.55029, 943.334, 130.6727, 360.9536, 36.12868, 0.3018718, 20.24207, 540.178, 190.5329, 901.6158, 1048.69, 295.7178, 807.083, 1003.915, 0.3350055, 1869.965, 1958.007, 80.46523, 616.2259, 740.8217, 1664.738, 691.3844, 251.3357, 696.1075, 1631.255, 657.7227, 234.0423, 192.0704, 2243.597, 640.4995, 1005.469, 812.6018
35.8, 235.4254, 239.0003, 582.3813, 536.4729, 151.1564, 21.43727, 896.0121, 124.7286, 346.1087, 34.56017, 0.2885062, 19.19028, 565.6252, 182.6072, 863.0112, 1118.571, 337.0569, 774.0176, 1004.658, 0.3186668, 1849.438, 1921.195, 139.1841, 702.2703, 747.8237, 1680.58, 658.849, 238.8726, 661.5655, 1559.402, 655.5093, 222.4677, 182.7535, 2148.811, 634.9359, 1028.18, 854.8037
35.9, 225.2867, 228.4537, 551.817, 536.287, 142.664, 20.37918, 977.5939, 119.0549, 392.5764, 33.05976, 0.2757324, 18.19315, 604.3243, 175.0112, 826.0596, 1072.656, 322.259, 742.3068, 1005.663, 0.3031249, 1898.754, 1842.639, 144.8487, 725.5164, 716.0413, 1661.357, 627.8447, 227.0276, 628.7375, 1490.715, 621.4547, 211.4656, 173.8887, 2297.454, 637.7906, 981.119, 816.9328
36, 215.5847, 218.3725, 522.8568, 523.2162, 134.6488, 19.37331, 928.5533, 113.6393, 376.431, 31.62449, 0.2635242, 17.24783, 578.9758, 167.7312, 790.6902, 1028.627, 308.1108, 761.2596, 964.9323, 0.288341, 1891.394, 1823.647, 138.729, 694.262, 685.6096, 1589.173, 654.0007, 215.7698, 597.5386, 1538.955, 687.1042, 201.0076, 165.4538, 2243.752, 608.8859, 936.2121, 921.4359
36.1, 292.2408, 208.7361, 495.4164, 498.0876, 127.0839, 18.4171, 964.8879, 108.47, 360.9496, 30.25152, 0.2518565, 16.35162, 554.6906, 160.7541, 791.1599, 986.4045, 294.5838, 739.1307, 1023.958, 0.2742782, 1813.459, 1923.869, 132.8678, 664.3539, 656.4713, 1616.652, 623.2245, 205.0704, 748.7839, 1471.168, 651.4082, 191.0667, 157.4281, 2263.522, 670.4692, 893.3607, 880.6129
36.2, 279.6554, 199.5249, 543.5453, 548.7198, 119.944, 17.50808, 916.4847, 103.5359, 346.1049, 28.93817, 195.0131, 15.50199, 531.424, 154.0671, 757.2848, 945.9152, 281.6506, 762.5369, 982.4866, 0.2609012, 1790.443, 1867.899, 127.2542, 721.2647, 761.449, 1546.41, 593.8965, 194.9014, 804.6813, 1492.592, 735.031, 181.6175, 149.7917, 2167.895, 640.0835, 852.4706, 956.8539
36.3, 267.6119, 190.7203, 515.0192, 522.3663, 113.2052, 16.64392, 870.5096, 98.82616, 331.8707, 27.68183, 193.4898, 14.6965, 606.9037, 147.6584, 724.86, 907.0879, 269.2852, 731.2965, 942.6945, 0.2481766, 1881.782, 1820.707, 121.8779, 719.5239, 729.0875, 1585.158, 671.9518, 185.2368, 764.7517, 1525.865, 696.8451, 172.6356, 142.5257, 2076.307, 737.2991, 813.4521, 914.4618
36.4, 256.0872, 182.3042, 487.9901, 562.1877, 106.845, 15.82242, 826.8408, 94.3307, 365.3146, 26.48004, 209.7825, 13.93287, 581.447, 141.5162, 693.8237, 869.8543, 257.4628, 701.3359, 904.514, 0.2360727, 1854.037, 1814.587, 116.7286, 688.5276, 808.7532, 1516.285, 640.3309, 176.0514, 807.4088, 1458.654, 660.6429, 164.0979, 135.6121, 2273.09, 703.8846, 776.2195, 873.9478
36.5, 245.0587, 174.2594, 524.4921, 535.1873, 100.8422, 15.04147, 785.3627, 90.03973, 350.2904, 25.33043, 200.4943, 13.20891, 557.0581, 135.6295, 664.1162, 834.1492, 246.1593, 773.3237, 867.88, 0.224559, 1777.641, 1930.944, 111.7969, 658.8666, 774.3812, 1508.942, 610.198, 167.3214, 767.3439, 1394.404, 626.3216, 155.9824, 129.0339, 2261.866, 671.9845, 865.5098, 835.2287
36.6, 234.5052, 166.5697, 496.9659, 590.8406, 95.17661, 14.29906, 864.9567, 85.94395, 347.9227, 24.23072, 191.6173, 12.52257, 533.6922, 129.9876, 667.5892, 799.9095, 235.3522, 829.9066, 881.751, 0.213607, 1704.393, 1851.99, 107.0736, 682.1895, 741.4701, 1514.314, 581.4831, 159.0244, 729.267, 1386.65, 593.7833, 148.2683, 122.7748, 2293.891, 641.5301, 825.8945, 798.225
36.7, 224.4061, 159.2193, 470.8843, 592.9409, 89.82934, 13.5933, 877.2081, 82.03449, 333.6137, 23.17875, 183.1333, 11.87189, 511.3064, 124.5805, 690.465, 845.2516, 225.0195, 795.9061, 904.9214, 0.203189, 1769.185, 1776.264, 102.5498, 722.0223, 709.9578, 1535.405, 554.1194, 151.1388, 740.0447, 1441.697, 562.9354, 140.9357, 116.8194, 2196.981, 612.4559, 788.0925, 762.8607
36.8, 214.742, 152.1933, 446.1715, 564.4636, 84.78249, 12.92237, 983.2622, 78.30286, 456.2965, 22.17246, 175.0249, 11.25503, 489.8595, 119.3983, 776.0931, 861.5688, 215.1404, 763.2986, 896.8011, 0.1932792, 1857.51, 1807.522, 98.21717, 690.9183, 679.7846, 1493.235, 528.0435, 143.6442, 763.0502, 1423.263, 675.3148, 133.9657, 111.1528, 2181.168, 617.4205, 752.0206, 793.7859
36.9, 231.192, 145.4772, 422.7557, 559.1734, 80.01919, 12.28455, 933.9373, 74.74098, 437.5305, 21.20985, 167.2756, 10.67021, 469.3123, 114.4316, 742.863, 826.2037, 205.6951, 747.2503, 860.4794, 0.1838526, 1864.319, 1740.088, 142.226, 661.1544, 714.1698, 1494.176, 503.1947, 136.5213, 725.1863, 1383.5, 640.2312, 152.9007, 105.761, 2089.02, 589.439, 717.5999, 758.6183
37, 221.2356, 139.0576, 400.5688, 532.3178, 75.5235, 11.67822, 887.0867, 71.34113, 419.5362, 20.28904, 159.8693, 10.11579, 449.6268, 109.6716, 735.3378, 792.2903, 196.6644, 722.3022, 974.759, 0.1748859, 1787.5, 1668.938, 136.2171, 632.6725, 786.9391, 1495.139, 479.5152, 129.7515, 689.2014, 1358.501, 606.9703, 145.339, 100.6309, 2000.765, 584.9872, 684.7545, 790.0312
37.1, 211.708, 132.9213, 379.5464, 506.752, 71.28039, 11.10181, 842.5864, 68.09592, 402.282, 19.4082, 213.9996, 9.590167, 430.7672, 105.1096, 807.6859, 815.712, 188.0302, 809.2864, 935.2799, 0.1663564, 1713.845, 1656.442, 130.462, 605.4177, 774.6091, 1498.754, 456.95, 123.3175, 683.7951, 1298.662, 575.4373, 138.1513, 95.74952, 2000.11, 625.0391, 653.4126, 755.03
37.2, 202.5907, 127.0557, 359.6272, 482.4141, 67.27567, 10.55385, 924.6107, 64.99834, 444.2965, 18.56561, 204.5246, 9.091859, 412.6985, 100.7373, 773.1031, 782.2292, 179.7751, 776.1307, 897.3997, 0.158243, 1643.226, 1692.794, 124.9501, 579.337, 817.2337, 1433.636, 435.4467, 117.2025, 675.7711, 1241.459, 545.5424, 131.319, 91.10497, 2121.193, 596.7123, 623.5052, 769.5433
37.3, 193.8661, 126.1794, 340.7534, 459.245, 63.49594, 10.03294, 878.228, 62.04166, 426.024, 17.75959, 195.4692, 8.619443, 395.3878, 96.54688, 769.6108, 750.1207, 171.8824, 744.3333, 861.0538, 0.1505252, 1575.517, 1710.583, 119.671, 554.3798, 782.5013, 1371.346, 414.9553, 111.3907, 642.2382, 1220.85, 517.2007, 124.8246, 86.68571, 2073.591, 569.6693, 594.9667, 923.97
37.4, 185.5172, 120.6114, 322.8701, 437.1887, 59.92857, 9.537743, 834.1721, 59.21947, 408.503, 16.98857, 186.8146, 8.171575, 378.8032, 92.53078, 736.6583, 719.3303, 164.3362, 713.8387, 826.1799, 0.1431838, 1615.755, 1696.82, 114.615, 530.4977, 749.2451, 1360.531, 476.8271, 105.8671, 610.3693, 1167.075, 490.3314, 143.0009, 82.48081, 2066.165, 603.8313, 649.5872, 883.0347
37.5, 177.5278, 115.289, 305.9254, 429.3904, 56.56163, 9.066984, 792.3262, 56.52567, 391.7026, 16.25102, 178.5433, 7.746977, 362.9142, 88.68176, 705.1168, 689.8037, 157.1213, 718.578, 863.9089, 0.1362005, 1601.177, 1627.439, 109.7726, 507.6444, 717.4023, 1301.418, 539.7936, 100.6174, 580.0817, 1330.139, 464.8579, 135.9287, 78.4799, 1978.875, 611.2814, 619.8549, 843.9131
37.6, 169.8826, 110.372, 289.8699, 408.7679, 91.80736, 8.619462, 778.299, 53.9544, 375.5931, 15.54549, 170.6382, 7.344442, 347.6917, 84.99283, 726.6025, 792.2383, 150.2232, 689.1385, 828.9194, 0.1295578, 1535.2, 1727.561, 105.1348, 646.7098, 807.7145, 1313.225, 514.3918, 95.62808, 650.8636, 1271.55, 440.7079, 129.2064, 74.67304, 1895.274, 601.7419, 655.2563, 806.5247
37.7, 162.5665, 105.5015, 274.6571, 389.1359, 86.64938, 8.194027, 799.5939, 51.50009, 475.2855, 14.87059, 200.7464, 6.962822, 333.1077, 81.45736, 788.1439, 759.7191, 176.8668, 760.6329, 795.3469, 0.1232391, 1471.942, 1656.923, 167.2546, 618.8503, 773.3867, 1321.243, 542.9919, 90.88613, 618.5667, 1215.541, 417.8125, 122.8165, 71.05085, 1937.949, 672.3267, 625.2646, 770.7927
37.8, 170.5984, 100.8459, 384.3149, 391.5286, 81.78119, 7.789591, 759.4827, 49.15742, 507.2906, 14.22499, 260.7505, 6.601032, 319.1354, 78.06895, 754.3979, 728.5347, 169.1018, 749.9866, 866.368, 0.1172285, 1703.894, 1681.699, 160.1882, 592.1909, 793.8469, 1373.612, 556.2993, 86.37932, 600.9493, 1162, 565.0845, 116.7426, 67.60436, 1982.008, 641.8568, 717.6318, 736.6437
37.9, 189.5994, 119.9994, 364.1454, 372.7245, 77.18651, 7.405117, 861.7744, 46.92133, 486.4274, 13.60742, 249.2056, 6.25804, 305.7492, 74.8215, 722.0968, 800.9429, 161.6777, 719.2603, 831.2788, 0.1115111, 1633.685, 1612.936, 153.4204, 566.6799, 760.1085, 1392.459, 530.1208, 82.096, 678.0553, 1358.039, 535.7275, 110.9691, 64.32506, 1898.273, 612.7678, 684.785, 704.0078
38, 181.4343, 155.2849, 345.0345, 354.8236, 141.688, 7.03962, 818.5439, 44.78695, 466.4222, 13.01666, 413.5751, 5.932871, 292.9245, 71.70912, 785.2343, 768.0663, 154.5795, 770.1582, 923.1218, 0.1060725, 1710.941, 1646.404, 146.9385, 542.268, 727.804, 1331.958, 505.1742, 78.02507, 861.0844, 1298.22, 619.1508, 194.3051, 61.20482, 1864.196, 584.9971, 653.4417, 814.2331
38.1, 173.6208, 149.1, 326.9265, 337.7823, 133.7276, 6.692163, 849.2838, 42.74965, 447.2398, 12.45155, 401.7679, 5.624597, 280.6377, 68.72622, 751.6129, 736.5392, 147.793, 738.6055, 885.734, 0.1008992, 1640.442, 1657.598, 140.7305, 568.272, 696.8724, 1274.087, 481.4015, 74.15601, 818.356, 1285.097, 733.1681, 184.6957, 58.23594, 1917.611, 558.485, 623.533, 957.6484
38.2, 166.1437, 142.5205, 309.7689, 359.8661, 126.2145, 6.361855, 806.6798, 40.80503, 428.8463, 11.91097, 451.0344, 5.332342, 268.8663, 65.86739, 719.431, 706.3063, 141.3044, 708.3455, 849.8605, 0.0959782, 1737.83, 1589.821, 134.7847, 659.7088, 877.9843, 1218.729, 594.6099, 70.4788, 777.7478, 1268.084, 730.0673, 294.3616, 55.41106, 1921.362, 566.9345, 594.9932, 915.2211
38.3, 158.9887, 136.2313, 293.5117, 447.9638, 119.1234, 6.04785, 766.2131, 38.94887, 411.2092, 11.39386, 431.0645, 5.055272, 257.5886, 63.12749, 817.879, 762.6872, 135.1007, 679.3253, 883.0262, 0.09129719, 1735.846, 1524.815, 129.0901, 631.2892, 840.67, 1243.234, 566.6285, 66.98393, 772.7514, 1287.411, 692.1392, 279.8039, 52.72322, 1840.19, 597.1641, 567.7598, 938.1997
38.4, 152.1418, 130.2197, 379.9069, 505.525, 112.4307, 5.749344, 736.3703, 37.17714, 525.834, 10.8992, 411.9788, 4.792598, 246.784, 60.50156, 782.8599, 854.6755, 129.1694, 651.4939, 847.2625, 171.5016, 1664.32, 1462.467, 123.6362, 643.2973, 877.7068, 1286.649, 539.9639, 63.66237, 734.4062, 1317.69, 734.1043, 265.9662, 50.16576, 1915.661, 570.1006, 541.7728, 896.634
38.5, 145.5898, 124.4734, 359.9688, 503.6086, 106.1141, 5.465571, 851.3629, 35.48601, 554.5366, 10.42602, 393.7382, 4.543573, 236.4326, 57.98485, 805.3688, 819.5934, 123.4984, 624.8028, 812.9471, 270.8372, 1595.742, 1481.224, 118.4127, 615.5848, 840.4044, 1322.316, 514.5541, 60.50552, 697.9637, 1259.649, 723.5566, 252.8128, 47.73235, 1834.73, 630.3198, 516.9753, 904.4075
38.6, 139.3199, 118.9806, 341.077, 479.4216, 100.1523, 5.195805, 808.6546, 33.8718, 531.7302, 9.973379, 376.3051, 4.307488, 226.5154, 55.57284, 770.8853, 785.9512, 159.0068, 599.2053, 1000.086, 268.2467, 1529.989, 1516.249, 151.1677, 589.066, 962.0262, 1264.863, 490.34, 57.5052, 733.3278, 1204.164, 734.0647, 240.31, 45.41698, 1757.218, 601.7536, 493.3127, 864.3389
38.7, 133.3201, 113.7302, 323.1768, 456.3963, 94.5255, 4.939353, 768.0888, 32.33102, 509.8618, 9.54039, 359.644, 168.1187, 343.8271, 53.26116, 877.9268, 944.1495, 152.0259, 772.0225, 959.5814, 339.4726, 1513.045, 1454.251, 144.781, 563.6897, 921.1402, 1209.907, 620.1663, 308.9305, 761.5264, 1331.267, 695.929, 328.1554, 43.21392, 1793.408, 574.4821, 470.7333, 826.0455
38.8, 140.7987, 108.7115, 306.2159, 434.4768, 89.21481, 4.69556, 797.2556, 30.86033, 488.8929, 9.126199, 343.7205, 187.1894, 437.7971, 51.04564, 840.3365, 931.6672, 164.4141, 862.3133, 920.7169, 322.916, 1450.699, 1501.439, 138.6641, 587.7885, 881.9918, 1300.243, 590.9823, 338.1003, 764.9395, 1272.628, 659.7744, 311.9265, 41.11773, 1875.948, 548.4465, 449.1874, 959.0421
38.9, 201.6678, 103.9143, 290.1452, 413.61, 84.20248, 4.463799, 766.0592, 29.45654, 468.7863, 8.72999, 328.502, 257.3363, 508.3703, 48.92228, 804.3558, 982.712, 157.1958, 1027.859, 883.4266, 342.5121, 1504.536, 1440.047, 152.1725, 622.2086, 978.0349, 1272.625, 621.6904, 584.9004, 726.9819, 1216.572, 625.4982, 339.3625, 39.12323, 1911.495, 523.5908, 428.6276, 916.553
39, 266.4912, 99.32873, 274.9179, 393.7455, 79.47177, 4.243477, 832.653, 28.1166, 449.5066, 8.350982, 313.9573, 243.965, 651.1379, 46.88724, 769.9157, 960.7045, 150.2944, 1275.818, 847.6466, 325.8073, 1456.218, 1501.612, 145.7433, 595.4045, 936.4684, 1297.896, 743.486, 555.8967, 690.9078, 1288.673, 593.0026, 322.5793, 37.22546, 1876.358, 499.8616, 409.0089, 875.9464
39.1, 255.0147, 94.94553, 260.4898, 421.0695, 75.00684, 4.03403, 866.35, 26.83762, 524.5402, 7.988428, 300.0566, 231.2885, 623.8257, 44.93686, 808.551, 957.6648, 143.696, 1344.647, 813.3157, 309.9171, 1518.846, 1465.886, 139.5858, 569.7551, 896.6686, 1241.504, 936.8262, 528.3312, 656.6238, 1231.91, 562.1953, 367.3359, 35.41975, 2014.68, 477.2079, 580.4022, 975.7021
39.2, 254.6719, 90.75577, 246.8189, 505.5785, 70.79276, 3.834921, 868.8208, 25.61682, 536.2238, 7.641615, 286.7714, 219.2707, 648.5624, 43.0676, 773.9312, 1045.343, 137.3873, 1289.558, 968.9059, 294.802, 1535.763, 1601.839, 133.6884, 545.2107, 934.3593, 1256.25, 892.7407, 502.1326, 803.7934, 1342.244, 773.046, 349.1693, 33.70164, 2057.573, 455.5807, 605.782, 1046.265
39.3, 243.7044, 121.5469, 233.8654, 481.2969, 66.81543, 3.645639, 848.6721, 24.45154, 514.1707, 7.309858, 274.0744, 207.8773, 621.3583, 41.2761, 740.7938, 1002.435, 131.3556, 1328.541, 929.6638, 329.6709, 1569.185, 1536.342, 128.0402, 668.3215, 894.6491, 1400.481, 878.2273, 477.2331, 763.9078, 1283.121, 791.5763, 331.9011, 32.06686, 2199.931, 434.9338, 578.0547, 1062.348
39.4, 233.2092, 116.1833, 221.5918, 458.1815, 63.06157, 3.4657, 815.1434, 23.33928, 493.0244, 6.992505, 261.9396, 197.076, 595.2953, 39.55913, 779.829, 1104.974, 125.5887, 1274.112, 892.0111, 313.5923, 1562.399, 1592.353, 122.6306, 639.5309, 856.6266, 1392.564, 887.0912, 453.5684, 726.0015, 1226.603, 750.4528, 315.4869, 30.51138, 2176.96, 415.2225, 646.2754, 1151.506
39.5, 223.166, 173.6313, 209.9623, 452.9463, 59.5186, 3.294642, 774.2521, 22.27761, 472.7479, 6.688929, 250.342, 380.5066, 629.6558, 37.91358, 746.439, 1059.617, 120.0749, 1265.227, 932.2384, 298.2979, 1498.02, 1527.243, 117.4495, 652.6363, 820.22, 1359.8, 985.4058, 431.0771, 689.9761, 1172.574, 816.2666, 299.8845, 29.03136, 2354.577, 396.4046, 616.6947, 1184.159
39.6, 213.5553, 165.9693, 198.9432, 431.1925, 196.2803, 3.132027, 735.412, 21.26423, 453.3053, 6.398532, 239.258, 360.7353, 603.2447, 36.33648, 777.3263, 1108.779, 114.8033, 1213.392, 894.4814, 283.7495, 1488.154, 1464.796, 112.4874, 624.5214, 953.35, 1423.704, 1035.042, 409.701, 790.1343, 1288.463, 998.6715, 526.1193, 27.62312, 2295.849, 511.2383, 738.532, 1213.721
39.7, 204.3584, 158.6454, 188.5023, 410.4835, 303.6082, 2.977438, 834.3722, 20.29696, 505.3371, 6.120743, 228.6647, 341.9914, 577.9415, 34.82497, 767.4598, 1276.649, 109.763, 1163.68, 858.2537, 269.9106, 1426.835, 1563.571, 107.7349, 597.6177, 982.7988, 1445.864, 1022.348, 389.385, 750.9266, 1231.709, 992.7159, 628.6301, 26.2832, 2198.855, 488.0689, 795.0244, 1236.789
39.8, 195.5577, 166.6947, 235.6615, 410.3798, 286.5507, 2.830479, 792.5162, 19.37368, 556.8705, 5.855014, 218.5404, 324.2215, 553.6996, 33.37635, 803.1399, 1224.246, 104.9441, 1189.426, 823.4932, 308.6425, 1514.625, 1641.907, 103.1832, 700.0392, 941.0299, 1479.605, 974.2376, 370.0764, 713.6644, 1231, 1073.766, 621.7802, 25.00827, 2184.012, 492.891, 758.6353, 1181.995
39.9, 187.1359, 210.2708, 267.5216, 539.3057, 362.0798, 2.690774, 777.882, 18.4924, 533.9682, 5.600822, 208.8643, 307.3748, 530.4745, 31.98798, 801.1272, 1173.994, 100.3367, 1240.527, 912.1699, 293.5896, 1570.882, 1574.771, 98.82377, 669.8823, 1101.297, 1479.284, 961.472, 351.7253, 678.2512, 1176.778, 1017.983, 591.03, 23.79519, 2243.509, 524.8488, 723.9117, 1129.628
40, 179.0769, 200.992, 253.4817, 513.4043, 370.3244, 2.557965, 880.804, 17.6512, 512.0078, 5.357665, 199.6167, 291.4035, 508.2237, 30.65737, 823.2107, 1264.208, 95.93161, 1189.704, 875.2258, 279.2708, 1506.153, 1558.583, 94.64854, 671.4293, 1071.068, 1415.011, 1048.777, 334.2841, 644.5952, 1159.489, 965.097, 561.8006, 22.64095, 2293.966, 501.0626, 690.7775, 1177.09
40.1, 171.3649, 192.1226, 240.1786, 545.8463, 555.6414, 2.43171, 855.5427, 16.84828, 490.9506, 5.125065, 190.7786, 276.2621, 605.5134, 29.3821, 811.3583, 1212.316, 91.71991, 1140.963, 986.8596, 327.6909, 1444.092, 1559.849, 90.64972, 642.5049, 1074.469, 1408.862, 999.4233, 317.7079, 657.6483, 1223.177, 914.9589, 575.0748, 21.54269, 2293.777, 641.4841, 719.3771, 1124.941
40.2, 163.985, 200.2831, 227.5736, 519.6307, 524.424, 2.311687, 867.6604, 16.08187, 496.5016, 4.902563, 182.3317, 261.9075, 580.115, 28.15989, 776.6183, 1216.226, 87.69312, 1195.48, 946.8903, 311.709, 1417.322, 1551.998, 86.81984, 664.8594, 1028.805, 1413.669, 1010.155, 301.9536, 644.5187, 1216.38, 963.5585, 891.2452, 20.49771, 2196.872, 612.4119, 686.4505, 1207.428
40.3, 156.9229, 191.4449, 215.6302, 494.6743, 494.9604, 2.197588, 824.1346, 15.35033, 524.5018, 4.689721, 174.2589, 248.2987, 555.7819, 26.98851, 743.3658, 1203.608, 83.84311, 1166.677, 908.5399, 296.5064, 1461.481, 1488.538, 83.15177, 636.218, 1230.669, 1411.14, 962.6187, 452.431, 665.7831, 1162.802, 913.5002, 847.1686, 19.50343, 2104.06, 584.6573, 721.0225, 1153.934
40.4, 150.165, 182.9968, 238.9751, 470.9164, 467.1523, 2.089121, 823.9849, 14.65207, 632.6362, 4.486119, 166.5434, 235.397, 532.4695, 25.86586, 776.1149, 1231.389, 170.2374, 1209.113, 871.7427, 282.0453, 1432.606, 1473.574, 79.63867, 661.847, 1178.365, 1349.827, 917.3195, 429.9961, 760.2277, 1111.583, 951.9661, 835.8495, 18.55737, 2243.479, 558.1606, 743.5745, 1102.811
