 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C016, C018, C020, C021, C022, C023, C026, C027, C030, C031, C032, C034, C035, C036, C037, C038, C039, C040, C044, C045, C046, C049, C050, C060, C062, C063, C064, C072, C081, C082, C083, C086, C093
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
5, 124.0618, 383.8529, 563.6569, 719.0267, 1206.699, 756.7704, 497.9518, 654.1437, 1090.982, 284.504, 1019.676, 2522.554, 617.2427, 810.3092, 92.3176, 924.2958, 181.0814, 1258.906, 753.4987, 489.6649, 1639.128, 1556.628, 1493.178, 388.8506, 1340.878, 17.2989, 1237.283, 951.5823, 389.2851, 800.9098, 1166.714, 574.1906, 754.5358, 1707.702, 0, 1283.454, 1528.138, 2769.308, 584.7916, 1005.959, 1829.859, 2179.705, 0, 1501.106, 1123.662, 498.6231
5.1, 118.8887, 399.7406, 641.4528, 737.2465, 1236.613, 723.8444, 469.6834, 625.2843, 1045.327, 271.1039, 1041.381, 2538.45, 586.6492, 878.8008, 103.0708, 958.3461, 172.9594, 1195.728, 721.0136, 555.3922, 1566.546, 1616.828, 1430.814, 372.3267, 1382.805, 16.56657, 1183.308, 912.8109, 370.6012, 762.4818, 1118.958, 550.4769, 718.9164, 1676.364, 4.768372e-07, 1252.59, 1599.248, 2788.191, 558.424, 994.8669, 1897.576, 2078.552, 0, 1435.389, 1075.004, 475.7639
5.2, 113.9312, 378.0492, 610.3107, 796.6697, 1338.179, 779.3859, 443.0199, 597.6981, 1023.906, 258.335, 1215.004, 2419.245, 557.572, 835.1431, 98.31642, 917.4514, 165.2017, 1259.242, 689.9291, 529.3984, 1516.246, 1549.051, 1371.055, 356.505, 1368.113, 15.86523, 1131.687, 875.6191, 352.8141, 859.6431, 1258.53, 527.7427, 684.9786, 1754.67, 0, 1190.198, 1622.104, 2876.177, 533.2452, 951.9959, 1873.757, 2053.154, 0, 1449.593, 1288.81, 575.637
5.3, 109.1805, 357.5348, 580.6804, 761.3939, 1279.972, 745.4758, 417.87, 571.329, 1031.285, 246.1675, 1168.432, 2305.638, 571.267, 793.6541, 93.78135, 911.1105, 157.792, 1272.047, 746.5242, 547.4224, 1499.8, 1498.524, 1313.791, 341.3557, 1354.28, 15.19359, 1082.319, 839.9427, 335.8807, 818.3969, 1207.016, 505.9474, 772.4247, 1675.749, 0, 1155.1, 1595.921, 2786.625, 509.2018, 910.9722, 1871.39, 1957.873, 0, 1386.131, 1233.001, 572.5363
5.4, 104.6279, 447.7339, 552.4887, 727.6802, 1296.763, 713.0411, 394.1478, 546.1232, 988.129, 234.5731, 1078.913, 2443.436, 542.9521, 754.2263, 89.45547, 907.6834, 257.8921, 1208.21, 714.3398, 521.8017, 1433.388, 1550.739, 1258.919, 455.6459, 1347.139, 14.55038, 1114.057, 805.72, 319.76, 779.1298, 1157.609, 485.0522, 735.9608, 1697.096, 0, 1271.534, 1592.67, 2942.359, 486.2424, 975.4763, 1909.84, 2036.398, 0, 1325.448, 1207.239, 580.83
5.5, 100.2651, 423.4382, 540.6967, 695.4592, 1258.923, 682.0177, 371.7724, 639.5452, 965.5072, 255.0694, 1182.521, 2505.256, 543.1677, 716.7572, 85.32912, 868.9507, 263.4706, 1147.576, 683.5429, 497.3801, 1512.082, 1485.733, 1233.334, 436.2837, 1292.037, 13.93441, 1065.457, 897.6583, 304.4131, 1100.464, 1119.405, 465.0199, 701.2183, 1620.764, 2.384186e-07, 1270.931, 1551.717, 3086.332, 773.4327, 953.4309, 1904.349, 2026.192, 0, 1267.421, 1154.963, 554.2021
5.6, 96.08423, 400.4608, 595.7499, 794.0729, 1204.162, 761.8372, 350.6671, 627.9592, 968.1772, 264.8147, 1167.895, 2441.035, 516.2457, 681.1495, 81.39312, 941.5726, 264.9907, 1185.305, 780.5785, 474.1015, 1529.138, 1423.452, 1181.822, 417.7442, 1298.529, 13.34451, 1018.978, 869.7086, 289.8027, 1442.525, 1077.972, 445.815, 775.6127, 1547.866, 2.384186e-07, 1207.625, 1645.585, 3042.159, 738.5594, 945.1004, 1818.881, 2005.822, 0, 1336.766, 1144.302, 755.0915
5.7, 92.0777, 378.7303, 643.4124, 758.9122, 1380.857, 811.3676, 394.2876, 638.5294, 927.6617, 289.3362, 1165.45, 2486.972, 644.6862, 647.3108, 77.63867, 901.3937, 253.1052, 1211.409, 746.926, 505.2302, 1507.533, 1363.782, 1251.704, 399.9925, 1308.872, 12.77958, 1010.076, 834.2731, 275.8935, 1450.643, 1033.848, 427.4033, 783.2819, 1582.472, 2.384186e-07, 1345.967, 1791.04, 2916.213, 705.2586, 904.3739, 1756.339, 2135.608, 0, 1400.03, 1196.268, 720.4746
5.8, 88.23822, 358.179, 678.6396, 725.3083, 1362.146, 893.8204, 398.4157, 610.3588, 969.1727, 290.2002, 1076.16, 2534.847, 612.7324, 615.1531, 74.05741, 862.9294, 268.5546, 1150.615, 714.7242, 558.2361, 1496.026, 1306.613, 1199.425, 519.0491, 1255.335, 12.23857, 1029.301, 800.2813, 444.1729, 1541.299, 991.5302, 409.7519, 746.3055, 1595.251, 2.384186e-07, 1278.923, 1703.524, 2999.122, 673.4592, 904.4084, 1677.513, 2167.918, 0, 1436.013, 1157.851, 687.4448
5.9, 84.55885, 338.7428, 645.6921, 693.1924, 1302.896, 854.9314, 375.798, 646.1008, 928.6155, 276.5318, 993.7108, 2415.812, 582.3624, 584.593, 70.64134, 941.8085, 256.5092, 1092.872, 711.3113, 581.2803, 1471.756, 1425.398, 1163.235, 496.9926, 1203.987, 11.72046, 997.7958, 854.7963, 422.8546, 1622.75, 958.6889, 392.8295, 711.0747, 1742.201, 4.768372e-07, 1283.001, 1620.285, 3024.812, 643.0936, 865.4354, 1834.224, 2112.085, 0, 1387.135, 1163.86, 655.9291
6, 81.0329, 383.6948, 614.3442, 662.4985, 1442.618, 1084.855, 476.7835, 676.9034, 1092.848, 318.2782, 1108.673, 2302.366, 553.4976, 555.5511, 87.32908, 901.6196, 245.0041, 1109.166, 680.645, 558.1193, 1476.772, 1387.857, 1335.802, 574.8282, 1345.966, 11.22428, 1000.96, 819.9683, 402.5596, 1544.889, 979.7416, 376.6059, 677.507, 1663.84, 4.768372e-07, 1219.094, 1541.112, 3040.783, 614.0972, 828.1418, 1751.902, 2014.07, 0, 1429.177, 1218.143, 625.8583
6.1, 77.65398, 567.725, 655.6395, 633.1638, 1473.941, 1037.655, 449.7169, 784.4896, 1303.993, 303.2874, 1110.958, 2287.819, 767.2844, 605.7555, 177.5454, 939.5272, 280.7841, 1196.89, 780.188, 574.0681, 1524.577, 1648.268, 1359.684, 656.3173, 1290.912, 10.74911, 957.2941, 786.5593, 383.2386, 1630.724, 939.6384, 361.0524, 645.5239, 1749.698, 2.384186e-07, 1158.37, 1639.2, 3041.169, 586.4083, 1004.496, 1778.183, 2086.96, 0, 1366.61, 1165.394, 597.1661
6.2, 74.41594, 536.9182, 679.8611, 605.1279, 1661.142, 992.5077, 486.647, 850.5715, 1360.31, 309.4321, 1090.427, 2180.384, 765.8047, 662.6957, 323.8222, 1082.185, 401.5831, 1136.824, 746.5523, 601.5262, 1648.889, 1805.875, 1302.895, 677.5779, 1358.02, 10.29406, 940.1888, 1049.735, 364.845, 1552.481, 901.1768, 346.1412, 615.0507, 1769.962, 4.768372e-07, 1352.334, 1878.376, 2995.624, 559.9677, 961.2103, 1758.052, 2266.718, 0, 1369.327, 1114.929, 569.7893
6.3, 71.31293, 507.7829, 707.0172, 578.3334, 1778.26, 949.325, 459.0204, 813.0461, 1406.727, 326.0989, 1006.885, 2112.819, 727.8477, 629.7738, 308.8851, 1609.005, 383.5711, 1079.773, 714.3667, 573.3733, 1707.796, 1940.767, 1248.478, 648.7848, 1473.021, 9.858267, 939.3696, 1006.964, 368.6645, 1477.992, 1020.672, 331.8459, 821.2876, 1845.697, 2.384186e-07, 1325.377, 1879.937, 3110.142, 534.7194, 954.1437, 1724.349, 2345.778, 0, 1331.338, 1308.58, 543.6675
6.4, 68.33932, 480.2287, 672.692, 614.139, 2093.603, 998.7451, 432.9622, 808.5743, 1347.859, 310.7398, 929.7433, 2199.209, 782.3933, 598.4873, 443.7268, 2211.149, 454.4661, 1025.584, 683.5686, 602.2618, 1825.976, 1859.411, 1196.334, 685.5449, 1487.237, 9.440924, 898.3905, 1195.187, 350.9703, 1407.077, 1248.288, 318.1409, 1238.954, 1829.104, 4.768372e-07, 1259.359, 1877.824, 3120.129, 510.6094, 1132.682, 1727.914, 2236.917, 0, 1405.295, 1507.647, 518.7433
6.5, 65.48969, 454.1697, 656.3552, 586.9456, 2445.679, 1020.587, 408.3833, 858.1337, 1342.523, 296.1041, 858.5118, 2199.897, 743.6141, 568.7552, 655.8256, 2572.163, 434.0821, 974.1157, 654.0984, 811.7593, 1745.121, 1781.466, 1146.368, 847.9677, 1426.404, 9.04125, 1025.059, 1146.49, 445.6578, 1339.565, 1197.193, 305.002, 1180.467, 1873.63, 4.768372e-07, 1196.63, 1994.342, 3057.202, 487.5865, 1083.873, 1764.909, 2238.354, 0, 1466.974, 1579.368, 494.9617
6.6, 62.7589, 429.5247, 669.9214, 595.1299, 2524.32, 1179.557, 385.1997, 835.7608, 1286.342, 411.3424, 978.0737, 2160.197, 746.2953, 540.5001, 625.5742, 2592.245, 414.6124, 925.23, 625.8987, 927.2681, 1799.062, 1706.788, 1098.489, 991.0058, 1490.795, 8.658497, 980.342, 1099.778, 424.2683, 1275.292, 1192.404, 292.4057, 1124.74, 1863.596, 2.384186e-07, 1137.025, 2114.537, 3034.718, 465.6018, 1037.166, 1771.097, 2224.214, 0, 1466.219, 1534.947, 472.2703
6.7, 60.14197, 406.2171, 668.0989, 622.9759, 2551.04, 1128.236, 503.9117, 894.9374, 1232.512, 391.9683, 1027.279, 2058.754, 754.7465, 513.6486, 596.7181, 2626.531, 396.016, 878.7975, 598.9147, 883.8697, 1719.399, 1635.241, 1052.609, 1078.48, 1429.816, 8.291946, 946.9914, 1054.968, 403.9055, 1214.103, 1143.596, 280.3296, 1071.645, 1834.324, 2.384186e-07, 1210.65, 2329.173, 2909.08, 444.6083, 1070.478, 1745.859, 2170.835, 0, 1402.029, 1633.83, 450.6193
6.8, 57.63416, 384.1742, 736.0272, 727.2214, 2440.075, 1079.148, 475.305, 855.4547, 1180.935, 373.5067, 1097.743, 2107.531, 800.1642, 488.1311, 569.1931, 2600.349, 561.5558, 834.6953, 631.5629, 842.5024, 1643.262, 1566.693, 1008.646, 1149.781, 1371.332, 7.940914, 983.6014, 1011.984, 384.5199, 1155.849, 1096.786, 268.7522, 1167.244, 1780.269, 1.192093e-07, 1150.347, 2215.362, 3084.751, 424.5614, 1024.349, 1748.988, 2162.368, 0, 1340.65, 1597.282, 429.9608
6.9, 55.23092, 490.8956, 700.2936, 695.0208, 2496.609, 1032.196, 448.3223, 868.3958, 1212.733, 355.9146, 1013.64, 2227.985, 760.5042, 463.8813, 542.9377, 2547.113, 536.3685, 792.8063, 729.373, 937.2377, 1570.497, 1626.718, 966.5187, 1100.922, 1315.24, 7.604742, 988.4365, 970.7518, 366.0648, 1100.391, 1051.892, 257.6529, 1112.142, 1782.347, 316.4899, 1093.047, 2107.113, 2957.041, 405.4183, 980.2072, 1670.492, 2062.019, 0, 1336.328, 1528.115, 410.2494
7, 52.92789, 464.2578, 666.2948, 664.246, 2494.958, 987.2862, 422.8715, 900.6438, 1170.723, 339.1512, 935.9808, 2123.36, 722.8099, 440.8362, 517.8934, 2577.79, 512.3109, 866.8053, 697.928, 929.215, 1500.955, 1872.027, 926.1511, 1054.14, 1261.442, 568.5926, 945.317, 931.1993, 348.4954, 1047.594, 1094.747, 247.0121, 1111.688, 1782.702, 300.131, 1038.602, 2004.152, 3035.076, 387.1385, 937.9679, 1747.335, 1966.327, 0, 1277.825, 1665.657, 391.4417
7.1, 50.7209, 439.0654, 633.9466, 634.8339, 2559.488, 944.3307, 398.8654, 944.9231, 1221.265, 323.1772, 864.2714, 2204.746, 686.9839, 418.936, 494.0044, 2467.79, 489.3324, 861.6931, 667.8387, 885.7254, 1434.491, 1901.549, 887.4694, 1143.752, 1209.845, 1030, 904.0784, 893.2584, 331.7693, 1168.314, 1198.313, 236.8107, 1059.208, 1877.732, 284.6176, 1025.665, 1906.223, 3047.128, 369.6828, 1018.518, 1668.913, 1875.075, 0, 1269.092, 1720.547, 373.4962
7.2, 48.60593, 415.2401, 603.1689, 606.7241, 2539.089, 1037.984, 376.2221, 912.6938, 1170.158, 307.9557, 798.056, 2101.211, 652.9337, 398.1237, 471.2173, 2475.39, 467.3846, 818.4492, 665.0974, 844.2712, 1370.971, 1871.725, 850.4033, 1095.149, 1456.766, 1643.156, 882.1094, 856.8633, 315.8459, 1228.476, 1149.264, 227.0306, 1056.399, 1871.5, 269.9061, 1044.957, 1813.079, 2959.325, 353.0142, 1068.797, 1594.011, 1788.058, 0, 1345.803, 1807.665, 356.3734
7.3, 46.57915, 533.1552, 573.8854, 579.859, 2648.456, 992.8232, 354.8643, 904.8129, 1224.716, 293.451, 736.9136, 2095.942, 620.571, 378.3454, 449.4813, 2488.849, 446.4212, 777.3755, 700.4479, 804.7573, 1310.263, 1916.159, 814.8853, 1157.623, 1397.179, 2110.342, 875.6268, 821.9511, 300.6868, 1169.533, 1102.221, 217.6544, 1043.968, 1862.978, 255.9551, 992.907, 1724.486, 2909.07, 337.0971, 1022.74, 1522.471, 1952.114, 0, 1378.758, 1729.388, 340.0356
7.4, 44.63689, 504.2242, 546.0237, 554.1834, 2533.254, 1009.453, 334.719, 924.2094, 1173.465, 279.6296, 789.309, 2038.385, 704.4688, 359.5496, 428.7479, 2382.645, 426.398, 738.3631, 670.2499, 767.0927, 1252.244, 1835.835, 780.8508, 1260.912, 1340.03, 2433.467, 837.4284, 788.4614, 286.2552, 1113.418, 1057.105, 208.6655, 1031.975, 1798.166, 242.7251, 943.4496, 1640.222, 2819.24, 321.8978, 978.6683, 1638, 1905.237, 0, 1467.03, 1721.788, 621.8392
7.5, 42.77561, 476.8631, 519.5146, 529.6447, 2549.588, 1113.359, 315.7172, 901.3777, 1124.359, 266.4591, 926.4839, 2208.093, 669.5518, 341.6876, 408.9709, 2351.303, 407.2729, 701.3085, 641.3539, 731.1909, 1196.793, 1898.453, 748.2377, 1207.331, 1285.218, 2508.925, 800.8964, 756.3361, 272.5164, 1059.996, 1013.835, 200.0477, 1044.065, 1717.289, 230.179, 896.4557, 1682.248, 2855.247, 307.3837, 936.4953, 1618.072, 1881.227, 0, 1418.967, 1647.229, 593.3312
7.6, 40.99195, 450.9867, 534.2249, 506.1926, 2482.408, 1064.918, 297.7942, 861.6108, 1077.308, 253.909, 855.5022, 2104.402, 636.3655, 324.7129, 390.1062, 2307.018, 389.0057, 705.2909, 751.0799, 775.7421, 1143.799, 1818.871, 779.784, 1284.599, 1232.648, 2558.104, 765.958, 725.5198, 259.4369, 1009.137, 972.3363, 191.7859, 994.7781, 1799.87, 218.2814, 851.8027, 1663.86, 2880.366, 293.5241, 896.1396, 1545.452, 1793.924, 0, 1381.037, 1575.9, 566.1302
7.7, 39.28266, 426.5145, 547.5316, 587.4512, 2397.927, 1018.585, 280.8887, 848.9692, 1112.654, 346.0744, 1113.436, 2005.58, 604.8242, 308.5815, 372.1116, 2361.351, 433.7552, 754.8499, 718.699, 739.4354, 1093.15, 1742.626, 774.9406, 1261.868, 1182.229, 2608.486, 732.5438, 695.9591, 246.9851, 960.7179, 932.5363, 183.8654, 947.8176, 1718.916, 206.9987, 931.1478, 1627.715, 2965.727, 280.2894, 899.7274, 1476.091, 1710.673, 0, 1320.577, 1507.659, 540.1761
7.8, 37.64465, 403.3702, 520.9493, 593.6484, 2293.622, 974.2676, 264.9428, 811.5145, 1115.004, 404.108, 1232.3, 2064.365, 648.3956, 293.2516, 354.9471, 2390.042, 414.3001, 716.9679, 797.6276, 748.5311, 1044.745, 1791.794, 742.5744, 1235.92, 1133.872, 2569.392, 700.5873, 667.6028, 235.131, 914.6221, 894.3653, 176.2719, 903.074, 1641.603, 196.2993, 930.3812, 1583.643, 2998.082, 267.6515, 860.9561, 1604.136, 1883.413, 0, 1262.763, 1442.373, 576.5514
7.9, 36.07494, 381.4818, 565.0284, 649.6959, 2442.577, 931.8785, 249.9023, 934.7327, 1068.344, 385.0746, 1137.888, 1967.424, 658.5948, 278.6832, 338.5743, 2288.054, 395.7177, 680.987, 817.9946, 713.498, 998.4827, 1716.683, 727.1176, 1229.886, 1087.492, 2463.751, 670.0248, 640.4019, 223.8458, 948.7451, 857.7568, 168.992, 860.4426, 1588.611, 186.1528, 946.3475, 1588.321, 2988.918, 255.5834, 866.8846, 1621.258, 1874.344, 0, 1239.554, 1379.914, 636.7173
8, 34.57068, 360.7812, 537.5966, 620.928, 2336.331, 891.3337, 235.7155, 946.8466, 1023.637, 366.9377, 1122.767, 2042.038, 625.9517, 264.8385, 322.9568, 2190.418, 449.1136, 762.2022, 782.7289, 685.0298, 954.2691, 1644.721, 696.7488, 1220.606, 1043.01, 2549.813, 724.2887, 614.3093, 213.1023, 938.759, 822.6467, 162.0128, 873.8446, 1525.701, 176.5309, 899.2092, 1538.221, 2923.039, 244.0594, 945.5547, 1671.087, 1787.361, 0, 1240.949, 1450.608, 607.5273
8.1, 33.12914, 341.2038, 511.4967, 593.434, 2311.69, 852.553, 222.3341, 905.0737, 992.2657, 349.6551, 1067.67, 1979.706, 671.6642, 464.0923, 308.0597, 2348.268, 428.9697, 723.9512, 748.9836, 652.9688, 912.0133, 1591.497, 667.6484, 1168.737, 1000.348, 2491.366, 829.6323, 589.2797, 202.8744, 996.028, 788.9738, 155.3218, 926.3797, 1503.776, 167.4062, 854.419, 1463.058, 2980.482, 233.055, 904.8086, 1596.087, 1734.727, 0, 1186.622, 1581.628, 579.6754
8.199999999999999, 31.74772, 322.6888, 486.6639, 567.1573, 2359.002, 881.5222, 327.8471, 903.3213, 980.2896, 333.1864, 1065.554, 2016.024, 784.8298, 492.4665, 293.8497, 2485.871, 409.7293, 687.6199, 716.6932, 635.0892, 871.6287, 1535.265, 659.1177, 1209.164, 959.43, 2452.847, 793.4404, 565.27, 193.1374, 948.238, 756.6792, 148.9071, 882.6481, 1545.734, 158.7533, 811.8597, 1391.568, 3317.475, 222.5468, 1004.061, 1585.506, 1780.078, 0, 1134.673, 1578.676, 617.7086
8.300000000000001, 30.42389, 440.9382, 463.0367, 542.0442, 2256.39, 843.1684, 419.6714, 914.7996, 939.2673, 317.4934, 983.9171, 2047.325, 745.9297, 507.4681, 280.2952, 2441.303, 391.3518, 653.1119, 685.7949, 653.2892, 833.0323, 1647.88, 631.589, 1157.781, 920.186, 2425.261, 758.8273, 569.4514, 183.8677, 1030.421, 725.7065, 142.7574, 840.9809, 1673.535, 150.5475, 771.4204, 1366.241, 3340.113, 212.5124, 960.7941, 1610.601, 1744.506, 0, 1362.652, 1601.333, 697.0916
8.4, 29.15527, 417.0113, 440.5565, 518.043, 2322.085, 806.4833, 395.847, 874.4406, 899.9616, 390.6248, 1104.195, 1951.183, 708.9578, 532.0891, 267.366, 2337.127, 373.7987, 620.3356, 656.2287, 740.0735, 912.7874, 1578.802, 605.21, 1155.275, 882.5473, 2413.7, 725.7242, 546.2495, 175.0429, 980.9806, 696.0016, 136.8616, 801.2807, 1598.263, 142.7659, 814.9233, 1329.034, 3201.831, 202.9304, 919.3914, 1538.316, 1663.549, 0, 1302.996, 1531.991, 665.1338
8.5, 27.93955, 394.3827, 419.1678, 605.9906, 2221.079, 771.3943, 373.3751, 835.8621, 891.5541, 372.2265, 1089.595, 1968.274, 673.8184, 515.624, 255.0331, 2324.455, 357.0328, 589.2042, 627.9371, 705.4363, 872.3684, 1613.078, 579.9328, 1343.98, 846.4481, 2311.518, 772.3063, 523.993, 166.6417, 1003.756, 667.5126, 131.2093, 818.9896, 1607.768, 135.3866, 879.8293, 1264.093, 3183.849, 193.7805, 917.2337, 1469.276, 1642.54, 0, 1245.953, 1575.231, 634.6409
8.6, 26.77453, 372.982, 398.8175, 579.158, 2196.374, 775.7004, 352.1789, 798.9857, 924.1677, 354.6947, 1058.368, 1928.472, 672.1213, 529.4739, 243.2691, 2341.728, 341.019, 633.7015, 600.8653, 672.4202, 833.7393, 1545.459, 555.7113, 1339.721, 811.8255, 2311.69, 770.0479, 502.6434, 158.6437, 955.595, 640.1897, 125.7905, 835.173, 1546.459, 128.3886, 836.0044, 1223.036, 3277.295, 185.0432, 877.7081, 1485.249, 1605.329, 0, 1226.275, 1683.027, 605.5461
8.699999999999999, 25.65808, 352.7426, 413.1777, 616.45, 2272.327, 741.9507, 440.061, 823.1566, 932.0455, 337.9887, 1011.45, 1936.425, 683.4467, 503.1703, 232.0477, 2320.027, 325.7234, 654.0326, 574.9606, 683.7177, 834.9663, 1531.008, 575.1072, 1389.672, 778.6191, 2308.375, 754.981, 482.1636, 151.0295, 909.7451, 613.9852, 120.5955, 795.7469, 1646.076, 121.7524, 794.3624, 1242.432, 3325.129, 176.6998, 839.8856, 1418.59, 1643.942, 0, 1235.968, 1737.63, 577.785
8.800000000000001, 24.58818, 333.6014, 393.1182, 589.1542, 2173.486, 764.2911, 415.0792, 786.8406, 943.537, 379.1047, 978.7075, 1869.856, 846.4232, 630.5895, 221.344, 2389.499, 363.1919, 621.2101, 777.5861, 744.3791, 797.9933, 1483.141, 551.0873, 1330.619, 1076.011, 2295.361, 722.0457, 462.5182, 143.7808, 866.095, 588.8533, 115.615, 813.4075, 1572.039, 115.4592, 754.7947, 1198.262, 3276.326, 168.7325, 973.9468, 1577.3, 1567.651, 0, 1181.858, 1662.385, 551.2967
8.9, 23.5629, 315.4989, 374.0326, 563.0671, 2116.786, 752.0988, 493.9065, 769.192, 949.4078, 374.6703, 1040.776, 1802.335, 804.4703, 599.2625, 211.134, 2438.38, 493.916, 655.4777, 744.0626, 860.9461, 762.6576, 1451.713, 528.0706, 1480.862, 1031.999, 2256.43, 749.8615, 443.6733, 136.88, 824.5393, 564.7501, 110.8402, 775.009, 1587.416, 109.4913, 717.1978, 1168.228, 3294.161, 161.1246, 1163.518, 1506.51, 1613.132, 0, 1130.118, 1590.4, 526.0227
9, 22.58037, 298.3788, 368.5199, 538.135, 2205.621, 719.3759, 490.4132, 735.2569, 978.8984, 449.7792, 961.0378, 1717.698, 764.5969, 569.4918, 201.395, 2446.24, 539.1843, 622.5827, 711.9843, 840.4702, 728.8865, 1390.858, 535.4672, 1479.558, 989.7865, 2224.228, 717.1495, 476.0818, 130.3104, 901.7233, 541.6335, 106.2626, 738.4231, 1524.924, 103.8318, 789.8564, 1225.765, 3247.328, 153.8596, 1183.736, 1464.992, 1569.913, 0, 1131.798, 1521.531, 501.9074
9.1, 21.63881, 335.8169, 497.8879, 514.3069, 2109.681, 789.4696, 462.5729, 702.8189, 937.9343, 517.1732, 1023.621, 1770.369, 726.6996, 541.2001, 192.1051, 2445.755, 515.0005, 591.3385, 681.289, 801.1342, 748.8395, 1464.672, 513.1028, 1416.686, 949.3008, 2189.981, 685.8646, 529.223, 124.0561, 902.2795, 519.4631, 101.874, 703.5643, 1579.726, 98.46492, 750.5131, 1165.87, 3151.585, 146.9223, 1232.429, 1443.961, 1613.115, 0, 1082.249, 1455.644, 478.8976
9.199999999999999, 20.73651, 351.6577, 473.7157, 491.534, 2269.36, 755.1208, 474.9121, 671.812, 898.6844, 492.8145, 1121.006, 1880.897, 690.6808, 514.314, 183.2439, 2502.547, 584.7756, 561.6623, 651.917, 783.3618, 715.6803, 1441.887, 491.6725, 1356.485, 910.4712, 2195.286, 655.9444, 526.5499, 118.102, 858.9876, 531.5512, 97.66669, 762.4382, 1508.673, 93.37541, 761.9033, 1108.902, 3162.744, 140.2977, 1403.546, 1548.722, 1538.255, 0, 1034.87, 1392.611, 673.1666
9.300000000000001, 19.87184, 381.5928, 466.4851, 517.8937, 2244.46, 776.5577, 447.9518, 669.9389, 940.5823, 495.792, 1035.121, 1820.846, 656.4473, 488.7634, 174.7913, 2421.511, 581.2692, 616.8546, 623.8113, 1011.108, 683.9894, 1400.969, 495.6122, 1539.799, 873.2299, 2209.437, 627.3295, 505.096, 112.4337, 817.7729, 531.2169, 93.63314, 726.4458, 1493.026, 233.0546, 723.9523, 1189.395, 3212.225, 133.9718, 1343.064, 1479.214, 1535.555, 0, 1117.928, 1431.305, 642.3055
9.4, 19.04322, 400.2123, 443.8376, 494.9619, 2377.651, 847.3624, 522.9359, 640.3826, 901.2216, 497.0897, 1091.146, 1790.834, 623.9106, 464.4822, 166.7287, 2489.614, 585.8494, 670.6304, 596.9174, 963.7853, 653.7018, 1415.647, 474.9125, 1474.366, 837.5118, 2143.328, 599.9628, 484.5163, 107.0374, 778.5358, 509.4729, 89.76617, 692.1525, 1444.564, 221.0084, 687.8917, 1164.006, 3152.138, 127.9312, 1343.211, 1536.947, 1657.032, 0, 1068.986, 1369.325, 612.8593
9.5, 18.24915, 378.4953, 422.2896, 473.0455, 2274.228, 810.4948, 531.4944, 632.8427, 863.5081, 473.6769, 1007.549, 1747.151, 592.9865, 441.4073, 159.0379, 2383.376, 591.7932, 636.975, 571.1829, 918.6778, 624.7554, 1419.54, 455.0773, 1503.911, 803.2547, 2204.537, 573.79, 464.7751, 101.9001, 831.1309, 497.6982, 86.0589, 726.9794, 1379.59, 243.6285, 749.1489, 1107.129, 3184.194, 122.1629, 1355.403, 1467.968, 1712.183, 0, 1022.187, 1310.03, 584.763
9.6, 17.4882, 357.9567, 512.4936, 584.6802, 2313.681, 775.2313, 589.348, 604.923, 892.5128, 604.276, 1210.513, 1820.005, 563.5952, 419.4786, 151.7019, 2464.808, 565.2497, 605.0085, 546.5579, 875.6814, 597.0908, 1360.034, 508.6509, 1440.004, 971.9312, 2119.258, 597.7812, 445.8382, 97.0094, 878.0419, 675.8552, 82.50474, 851.0563, 1442.482, 357.1947, 786.5394, 1053.031, 3189.406, 116.6547, 1296.995, 1402.085, 1721.875, 0, 977.4368, 1411.817, 557.9548
9.699999999999999, 16.75897, 338.5326, 487.6124, 619.3687, 2357.859, 741.5021, 555.8912, 578.2351, 1061.432, 586.1208, 1117.77, 1788.079, 535.6606, 398.6394, 156.1739, 2420.661, 577.2001, 608.0651, 522.9944, 993.5395, 631.4592, 1421.251, 487.4066, 1378.812, 932.1759, 2062.674, 571.7036, 569.6103, 92.35341, 835.9129, 648.1908, 79.09737, 1015.694, 1377.603, 462.7198, 785.2272, 1001.576, 3133.369, 111.3949, 1357.625, 1563.173, 1667.821, 0, 934.6458, 1350.681, 532.3756
9.800000000000001, 23.53685, 393.694, 470.899, 607.1176, 2265.455, 709.2403, 524.3337, 594.3557, 1017.014, 574.3656, 1157.12, 2066.079, 625.3665, 378.8354, 178.613, 2512.454, 597.5516, 671.4459, 500.4469, 958.3833, 603.4977, 1492.527, 554.5848, 1381.411, 998.3514, 2102.191, 546.7636, 546.402, 87.92088, 795.8054, 696.4245, 75.8307, 1170.416, 1338.022, 438.8025, 821.5044, 1005.834, 3177.486, 106.3722, 1442.641, 1614.377, 1698.947, 0, 1099.427, 1292.193, 507.9691
