 , C000, C001, C002, C003, C004, C006, C008, C009, C010, C011, C012, C013, C014, C022, C024, C025, C029, C030, C031, C033, C034, C035, C038, C039, C040, C043, C050, C051, C053, C054, C055, C057, C059, C062, C068, C070, C074, C076, C080, C090, C095, C096, C100, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 149.8725, 0, 0, 0, 177.7259, 0, 156.4265, 0, 0, 0, 0, 0, 0, 0, 71.03125, 74.81763, 0, 225.4642, 0, 0, 0, 0, 19.70605, 72.78169, 0, 0, 0, 47.77417, 0, 56.59094, 0, 0, 0, 52.12726, 0, 65.5744, 307.8628, 0, 0, 0, 0, 0, 116.2915, 0
0.2, 142.7515, 0, 43.93146, 0, 236.3259, 0, 230.877, 6.103516e-05, 0, 0, 0, 40.54608, 0, 0, 67.86243, 71.48511, 0, 212.4639, 57.3446, 0, 166.4471, 81.34424, 95.34253, 240.0933, 0, 0, 0, 45.7052, 0, 76.18274, 0, 36.95001, 0, 205.8853, 0, 62.45593, 565.1348, 147.5723, 0, 115.9812, 0, 97.38617, 199.5367, 0
0.3, 135.9688, 0, 195.3285, 0, 302.3066, -3.051758e-05, 220.1614, 37.88495, -6.103516e-05, -3.051758e-05, 36.1525, 38.65277, 0, 0, 177.3136, 149.3607, 0, 241.5892, 54.89539, 0, 197.5964, 263.0139, 113.1069, 288.3032, 0, 0, 0, 43.72577, 6.103516e-05, 179.8704, 0, 35.30408, 0, 278.4569, 0, 254.2424, 697.3271, 210.9213, 0, 213.1266, 0, 148.9814, 281.5231, 0
0.4, 223.7552, 0, 185.3146, 0, 365.4622, 0, 362.3661, 36.07129, 0, -3.051758e-05, 34.31876, 40.51355, 3.051758e-05, 0, 284.8096, 142.708, 0, 227.6591, 255.4896, 0, 292.2898, 249.2837, 151.6912, 275.9749, 0, 0, 0, 123.8629, 6.103516e-05, 171.2521, 0, 33.73148, -3.051758e-05, 282.5501, 0, 242.1519, 1081.211, 216.1129, 0, 202.3354, 0, 141.7082, 267.5917, 159.0648
0.5, 213.1238, 0, 203.7627, 0, 403.8688, 0, 417.3929, 214.8675, -6.103516e-05, 0, 158.6099, 38.62177, 3.051758e-05, 0, 272.1039, 136.3517, 0, 308.0753, 244.5774, 0, 277.3364, 236.2703, 145.3629, 303.6022, 0, 0, 0, 118.4987, 0.0001220703, 163.0466, 0, 97.55185, -3.051758e-05, 350.0716, 0, 230.6362, 1169.08, 333.2931, 0, 192.0906, 0, 233.123, 254.3496, 151.6448
0.6, 227.0485, 0, 218.2561, 0, 384.7659, 0, 398.0208, 204.5812, 40.16156, 0, 150.5648, 36.8183, 3.051758e-05, 0, 259.9651, 315.218, 0, 449.9537, 293.9517, 0, 291.7509, 223.9362, 162.9131, 309.6652, 0, 0, 3.051758e-05, 113.3666, 0.0001220703, 155.2343, 0, 114.3144, -6.103516e-05, 452.6083, 0, 219.6682, 1365.243, 349.2765, 0, 182.3646, 48.35542, 221.7419, 328.6144, 207.5437
0.7, 287.3189, 1.525879e-05, 207.0668, 0, 544.6777, 3.051758e-05, 454.2429, 194.7872, 38.25854, 0, 142.9279, 35.099, 3.051758e-05, -6.103516e-05, 248.3678, 344.6365, 0, 424.0094, 356.7275, 0, 401.1538, 212.2459, 346.1704, 407.4009, 0, 0, 3.051758e-05, 108.457, 0.0001220703, 147.7964, 0, 138.913, -3.051758e-05, 525.579, 39.63349, 446.6947, 1642.662, 461.2013, 0, 173.131, 122.2383, 379.2249, 419.3212, 226.0447
0.8, 338.9827, 0, 342.523, 0, 518.9145, 3.051758e-05, 433.1604, 287.1311, 36.44574, 0, 135.6783, 33.46002, 3.051758e-05, -6.103516e-05, 237.2878, 361.9532, 0, 399.561, 341.4913, -1.525879e-05, 411.5063, 201.166, 349.5266, 410.6361, 0, 0, 0, 103.7599, 6.103516e-05, 167.478, 0, 132.7252, -6.103516e-05, 535.6777, 226.2615, 683.2456, 1764.459, 667.3744, 6.103516e-05, 164.3649, 296.1024, 360.7109, 583.6697, 313.5184
0.9, 322.8763, 1.525879e-05, 324.963, 0, 590.0822, 3.051758e-05, 487.7395, 273.3853, 76.07825, 0, 171.0185, 31.89764, 48.77045, -0.0001220703, 366.668, 373.2924, 13.94169, 376.5223, 374.996, 0, 475.4637, 190.6645, 452.6351, 425.3349, 0, 0, 0, 99.2662, 6.103516e-05, 159.4534, 0, 163.3482, -4.577637e-05, 613.6809, 265.5343, 837.7509, 2003.445, 636.9297, 6.103516e-05, 156.0425, 423.4414, 343.101, 554.7862, 298.8934
1, 307.5352, 0, 308.3031, 0, 562.1713, 1.525879e-05, 650.0903, 260.2975, 81.13202, 0, 162.3441, 30.4082, 46.47961, -0.0001220703, 350.3104, 374.1093, 13.28854, 354.812, 403.8573, 0, 451.1394, 180.7111, 433.752, 407.147, 0, 0, 0, 94.96719, 6.103516e-05, 213.3983, 0, 246.1181, -4.577637e-05, 754.1023, 424.0531, 797.9112, 2137.641, 678.6477, 6.103516e-05, 148.1417, 474.073, 326.3507, 527.332, 425.9254
1.1, 292.923, 1.525879e-05, 292.4973, 0, 562.909, 1.525879e-05, 746.0435, 247.8364, 89.48175, 0, 154.1097, 91.4292, 44.29636, -0.0001220703, 405.7284, 371.9413, 12.66598, 334.3535, 386.6082, 0, 428.0593, 171.2774, 415.6565, 466.9443, 0, 0, 0, 90.85431, 6.103516e-05, 306.0924, 0, 345.1771, -6.103516e-05, 760.0952, 685.3868, 820.9282, 2358.798, 767.4496, 0, 140.6408, 475.7036, 310.4182, 501.2364, 460.8826
1.2, 279.0051, 1.525879e-05, 337.5088, 0, 596.2244, 1.525879e-05, 730.94, 235.9716, 140.9625, 0, 146.2929, 89.51355, 130.1079, -0.0001220703, 387.6285, 450.6864, 75.93517, 315.0747, 370.0957, 0, 406.1602, 162.3362, 534.2761, 490.8649, 0, 0, 0, 86.91953, 9.155273e-05, 291.4261, 0, 329.8013, -4.577637e-05, 825.7578, 801.9858, 781.8885, 2399.907, 836.9065, 0, 133.5198, 477.0937, 295.2635, 476.4323, 519.9484
1.3, 265.7485, 7.629395e-06, 320.2058, 0, 568.0229, 0, 736.8794, 224.6749, 215.001, 0, 201.5246, 133.0466, 123.9964, -0.0001220703, 370.336, 430.6122, 117.8391, 296.9075, 354.2886, -1.525879e-05, 508.1809, 153.8616, 599.8136, 469.8748, 0, 0, 0, 83.15521, 6.103516e-05, 277.4626, 0, 315.1105, -4.577637e-05, 791.1741, 897.1162, 802.0314, 2734.06, 856.6278, 0, 126.7593, 681.5369, 280.8487, 452.8555, 511.6089
1.4, 294.3907, 7.629395e-06, 303.7898, 0, 541.1555, 0, 702.6791, 213.9191, 204.8138, 0, 191.3028, 126.834, 118.172, -0.0001220703, 473.6578, 458.0095, 112.3184, 279.7878, 339.1566, -1.525879e-05, 649.1343, 145.8296, 574.7903, 449.7823, 0, 0, 0, 79.55389, 3.051758e-05, 452.7714, 0, 301.074, -4.577637e-05, 879.7624, 1062.832, 791.4329, 2709.801, 817.5494, 0, 120.3411, 651.8356, 423.7974, 430.4455, 613.3153
1.5, 280.403, 1.525879e-05, 288.2155, 0, 515.5588, 0, 853.2296, 203.6782, 195.1093, 0, 257.5306, 141.2694, 112.6212, -0.0001220703, 486.6337, 437.6092, 107.0564, 263.6552, 452.1185, -1.525879e-05, 615.925, 138.2168, 567.6821, 578.1414, 0, 0, 1.525879e-05, 76.10855, 3.051758e-05, 475.656, 0, 347.7604, -4.577637e-05, 881.7776, 1182.241, 796.2886, 2963.688, 1008.308, 0, 114.248, 701.7378, 403.1075, 707.3845, 584.7053
1.6, 267.08, 1.525879e-05, 273.4396, 0, 616.792, 0, 838.8387, 193.9275, 214.2656, 0, 244.4682, 150.4266, 107.3312, -0.0001220703, 464.9245, 470.0583, 102.0409, 248.4528, 499.8056, 0, 677.8738, 131.0014, 661.7179, 626.9966, 0, 0, 3.051758e-05, 234.0229, 3.051758e-05, 497.4753, 0, 332.2696, -3.051758e-05, 929.7852, 1322.82, 880.7896, 2965.011, 962.3097, -6.103516e-05, 108.4633, 729.3856, 531.8087, 672.3788, 617.8867
1.7, 297.2458, 7.629395e-06, 259.4212, 0, 690.2152, 0, 961.2449, 184.6436, 204.1133, 1.525879e-05, 232.0682, 143.4024, 102.2896, -0.0001220703, 532.7643, 449.1214, 157.9673, 234.127, 478.4584, 0, 673.3554, 124.1628, 649.0017, 678.4247, 0, 0, 1.525879e-05, 223.8878, 3.051758e-05, 473.639, 0, 328.9855, -1.525879e-05, 936.6748, 1434.523, 838.9032, 3182.016, 918.4102, -6.103516e-05, 102.9715, 1057.552, 530.213, 639.1055, 668.0214
1.8, 283.1225, 7.629395e-06, 246.1215, 0, 695.7375, 0, 916.6313, 175.8042, 306.0592, 1.525879e-05, 239.9276, 136.7061, 97.48486, -0.0001220703, 531.8035, 543.5558, 150.5667, 314.8335, 524.2463, 0, 767.086, 117.681, 693.2716, 681.9188, 0, 0, 1.525879e-05, 365.985, 3.051758e-05, 487.6023, 0, 385.7729, -3.051758e-05, 930.1708, 1622.122, 799.0087, 3143.606, 937.2989, -6.103516e-05, 97.75775, 1073.678, 585.9845, 727.6628, 679.6356
1.9, 314.4673, 7.629395e-06, 359.0756, 0, 769.3166, 1.525879e-05, 1042.676, 167.3879, 291.5575, 1.525879e-05, 312.2951, 131.7279, 92.90578, -9.155273e-05, 508.0792, 519.3452, 143.5128, 296.6802, 546.0173, 7.629395e-06, 727.8423, 111.5377, 691.999, 689.9218, 0, 0, 1.525879e-05, 350.1348, 3.051758e-05, 464.2391, 0, 424.1475, -3.051758e-05, 891.2142, 1810.855, 840.5175, 3412.219, 958.5251, -6.103516e-05, 272.6165, 1242.181, 693.732, 691.6537, 647.9318
2, 299.5257, 7.629395e-06, 340.6669, 0, 885.4185, 1.525879e-05, 1036.637, 255.0057, 277.7429, 1.525879e-05, 296.4549, 125.5768, 88.54181, -9.155273e-05, 518.978, 496.2129, 136.7893, 279.5736, 522.6964, 7.629395e-06, 768.9778, 105.715, 663.13, 768.2357, 0, 0, 1.525879e-05, 334.971, 0, 441.9954, 0, 405.254, -3.051758e-05, 1008.801, 1871.436, 895.2703, 3363.384, 1084.7, -6.103516e-05, 258.8132, 1276.497, 779.1261, 933.8419, 764.5057
2.1, 352.6189, 7.629395e-06, 356.0119, 0, 860.6232, 0, 1056.906, 376.7497, 285.8043, 1.525879e-05, 281.4181, 279.551, 84.3828, -9.155273e-05, 495.8257, 581.712, 202.9878, 263.4534, 500.3715, 0, 836.7938, 100.1963, 635.4653, 758.8529, 0, 0, 0, 320.464, 0, 708.3615, 0, 387.2021, -1.525879e-05, 1011.304, 2005.219, 908.5336, 3523.632, 1183.409, 0, 266.165, 1357.524, 798.0444, 887.6298, 786.2044
2.2, 361.9191, 7.629395e-06, 413.0779, 0, 949.6442, 0, 1155.238, 378.1996, 272.2623, 1.525879e-05, 461.5251, 266.4973, 80.41914, -9.155273e-05, 495.2863, 555.8019, 333.7308, 311.8008, 479.0002, 0, 964.2244, 94.96576, 634.9939, 772.8007, 0, 0, 99.48717, 306.5853, 0, 674.4208, 0, 369.9543, -1.525879e-05, 1120.497, 1947.719, 1006.574, 3621.057, 1129.423, 0, 252.6883, 1644.76, 759.0836, 1027.866, 817.2548
2.3, 625.5001, 0, 391.9007, 0, 1597.205, 7.629395e-06, 1101.621, 360.0941, 294.013, 297.9603, 438.1156, 254.053, 76.64169, -9.155273e-05, 473.191, 531.0459, 351.1975, 351.0216, 651.2728, 0, 1108.813, 90.00824, 608.503, 788.6588, 0, 111.5194, 94.32945, 293.3076, 0, 717.6379, 0, 495.289, -1.525879e-05, 1073.57, 2170.154, 1019.197, 3772.77, 1124.745, 384.3329, 296.2579, 1686.816, 1048.357, 1087.385, 779.1313
2.4, 863.1401, 0, 556.3834, 0, 2285.531, 0, 1050.492, 477.5799, 313.3954, 451.8091, 563.215, 242.1899, 73.04167, -9.155273e-05, 476.9355, 544.2694, 334.7442, 436.0835, 835.7136, -7.629395e-06, 1052.087, 85.30951, 702.0196, 754.9346, 0, 231.6275, 89.43913, 280.6049, 0, 736.5571, 0, 532.4734, -1.525879e-05, 1028.607, 2077.927, 1209.081, 3961.381, 1073.435, 368.2375, 470.0125, 1869.079, 997.1763, 1071.101, 776.8921
2.5, 852.2753, 7.629395e-06, 684.0586, 0, 2255.759, 0, 1186.758, 532.2604, 513.4017, 429.7012, 620.3583, 230.8807, 69.61075, -9.155273e-05, 455.6589, 520.027, 319.0618, 410.9389, 800.0195, 0, 1215.695, 80.85608, 743.7175, 774.7257, 0, 221.8278, 84.80235, 361.8325, 1.525879e-05, 701.2654, 0, 519.3632, -1.525879e-05, 1104.595, 2109.982, 1218.815, 4076.895, 1057.181, 352.8161, 522.5779, 1787.625, 1121.907, 1098.341, 740.6516
2.6, 811.7803, 1.525879e-05, 648.9891, 0, 2192.737, 0, 1131.678, 506.7795, 512.0172, 446.2168, 588.8924, 235.073, 161.049, -6.103516e-05, 435.3315, 496.8644, 386.8748, 438.2328, 765.8499, 0, 1153.501, 76.6351, 808.5944, 741.5974, 0, 212.4428, 80.40593, 346.1621, 3.051758e-05, 667.6647, 0, 496.2284, -2.288818e-05, 1106.666, 2144.7, 1300.394, 4188.917, 1115.885, 338.0406, 496.1184, 1895.667, 1067.135, 1043.988, 743.5082
2.7, 773.2095, 1.525879e-05, 615.7174, 0, 2349.644, 7.629395e-06, 1175.047, 482.5185, 530.834, 464.9689, 559.0226, 224.0961, 153.4841, -9.155273e-05, 539.767, 474.7335, 368.75, 412.9643, 765.9136, 0, 1245.259, 72.63449, 774.8611, 709.8857, 0, 261.354, 97.22829, 377.4427, 1.525879e-05, 635.674, 0, 489.5162, -3.051758e-05, 1149.818, 2156.278, 1238.553, 4248.82, 1086.992, 323.8838, 470.9985, 1951.455, 1137.497, 992.3252, 882.1885
2.8, 736.4713, 1.144409e-05, 584.1516, 0, 2238.506, 7.629395e-06, 1281.77, 494.8032, 742.4739, 442.217, 578.0339, 213.6318, 146.2747, -9.155273e-05, 515.6874, 453.5883, 351.4744, 389.1527, 845.0939, 105.612, 1231.896, 68.84274, 742.5352, 679.53, 0, 250.2967, 138.5257, 424.0278, 0, 673.8508, 0, 488.2772, -2.288818e-05, 1157.903, 2251.153, 1236.105, 4237.693, 1195.899, 310.3199, 447.1506, 2043.304, 1122.281, 1090.46, 922.637
2.9, 729.4578, 7.629395e-06, 554.2039, 0, 2190.98, 0, 1222.28, 531.2154, 839.6692, 484.3681, 703.8414, 203.6562, 139.4038, -9.155273e-05, 492.682, 433.3849, 335.0081, 446.2043, 876.7898, 101.081, 1168.873, 65.24892, 711.5579, 650.4724, 0, 355.9463, 241.7335, 499.4008, 0, 641.5637, 0, 517.7108, -2.288818e-05, 1224.286, 2457.932, 1177.322, 4417.174, 1485.203, 297.324, 424.5101, 1954.257, 1067.491, 1144.475, 1104.753
3, 890.2211, 7.629395e-06, 525.7916, 0, 2586.703, 0, 1326.012, 676.6722, 925.6693, 743.6111, 810.1305, 194.1463, 132.8557, -9.155273e-05, 470.7029, 559.7727, 612.2957, 555.8196, 1048.967, 96.74445, 1504.264, 61.84273, 681.8729, 709.9097, 0, 677.6152, 352.9536, 477.7726, 1.525879e-05, 610.8235, 0, 494.6497, -2.288818e-05, 1262.679, 2545.806, 1265.964, 4467.147, 1573.128, 284.8724, 403.0159, 1869.091, 1342.606, 1300.341, 1202.814
3.1, 923.9799, 7.629395e-06, 498.836, 0, 2837.963, 0, 1264.469, 906.1428, 1008.06, 793.8099, 909.6507, 185.0806, 257.2975, -9.155273e-05, 449.7043, 594.2557, 631.5143, 703.8312, 1076.613, 353.8424, 1604.278, 294.7618, 653.4263, 749.9702, 0, 1387.176, 457.1973, 457.0812, 0, 581.5563, 0, 494.0754, -2.288818e-05, 1324.726, 2823.552, 1539.358, 4507.453, 1706.042, 272.9424, 458.2208, 2170.146, 1312.067, 1235.992, 1176.321
3.2, 966.5038, 7.629395e-06, 473.2622, 0, 2917.049, 0, 1275.471, 1168.27, 987.4557, 860.1874, 863.5114, 176.4382, 245.2117, -9.155273e-05, 429.6425, 770.4421, 625.559, 774.8029, 1030.63, 338.6618, 1801.059, 279.3742, 731.3915, 730.2396, 0, 1414.235, 445.7946, 437.2858, 0, 553.6914, 0, 472.0671, -2.288818e-05, 1269.245, 2998.487, 1774.508, 4632.088, 1730.535, 261.5119, 435.0198, 2204.99, 1331.552, 1174.828, 1189.933
3.3, 920.5815, 3.814697e-06, 448.9996, 0, 2787.612, -7.629395e-06, 1315.557, 1553.857, 1201.994, 850.0928, 819.7123, 168.1993, 233.6935, -7.629395e-05, 410.4757, 736.1257, 666.0406, 785.9616, 1105.875, 324.1325, 1810.833, 264.79, 827.3339, 782.0828, 0, 1354.402, 503.1969, 418.3477, 0, 622.5734, 0, 711.9217, -2.288818e-05, 1357.822, 2939.544, 2049.857, 4620.836, 1668.611, 250.5601, 412.9936, 2108.896, 1417.286, 1116.69, 1169.613
3.4, 876.8411, 3.814697e-06, 425.9808, 0, 2725.799, 0, 1254.5, 1593.02, 1145.041, 808.4962, 778.1348, 199.1822, 248.0416, -7.629395e-05, 447.0708, 703.3378, 634.8372, 797.6312, 1058.642, 310.2265, 1895.704, 308.9735, 887.4531, 748.6398, 0, 1310.688, 534.5353, 400.2298, 0, 592.7432, 0, 680.2095, -2.288818e-05, 1300.954, 3130.773, 2266.396, 4600, 1723.855, 240.0669, 392.0826, 2016.991, 1372.505, 1061.429, 1291.924
3.5, 939.0646, 3.814697e-06, 404.1421, 0, 2642.388, 0, 1237.395, 1516.758, 1090.787, 768.9349, 738.6661, 189.8813, 322.6151, -7.629395e-05, 427.1266, 693.7921, 605.0956, 751.6397, 1013.426, 296.9171, 1893.982, 292.8441, 850.4299, 716.627, 0, 1349.268, 506.8234, 382.8965, 1.525879e-05, 564.3423, 0, 649.9098, -3.051758e-05, 1280.755, 3063.202, 2495.052, 4701.904, 1750.499, 230.0132, 372.2303, 2174.491, 1305.499, 1008.903, 1348.669
3.6, 894.446, 0, 383.423, 0, 2542.567, 0, 1267.385, 1600.329, 1039.103, 731.3094, 701.1995, 181.0147, 307.4612, -7.629395e-05, 408.0719, 662.8898, 576.7474, 734.5993, 970.1419, 284.1786, 1848.594, 277.5567, 814.9514, 685.983, 0, 1333.408, 480.5481, 366.314, 0, 656.0493, 0, 663.6884, -2.288818e-05, 1387.514, 3341.134, 2581.836, 4761.394, 1812.785, 220.3805, 353.3833, 2101.464, 1330.462, 958.9768, 1285.756
3.7, 851.9474, 3.814697e-06, 363.7661, 0, 2474.125, 0, 1208.563, 1523.717, 1108.948, 740.5609, 665.6332, 172.5621, 358.8649, -7.629395e-05, 431.2616, 695.1599, 635.72, 692.2422, 928.7062, 271.9868, 1872.549, 263.0673, 780.953, 711.1064, 0, 1276.995, 455.635, 350.4496, 0, 678.359, 0, 634.1246, -2.288818e-05, 1398.319, 3379.039, 2573.55, 4713.697, 1862.695, 211.1512, 335.4905, 2198.032, 1298.73, 911.5209, 1225.778
3.8, 912.0333, 3.814697e-06, 345.1169, 0, 2444.681, -3.814697e-06, 1206.274, 1450.772, 1056.404, 704.3239, 631.8709, 164.5042, 342.0082, -7.629395e-05, 412.0225, 664.1966, 744.9128, 748.1453, 889.0403, 260.3179, 1861.712, 249.3343, 802.64, 680.6985, 0, 1302.727, 432.0135, 335.2722, 0, 729.6571, 0, 605.8779, -2.288818e-05, 1395.862, 3373.399, 2582.907, 4739.577, 1885.842, 202.3085, 318.5037, 2149.644, 1282.074, 866.4133, 1219.063
3.9, 868.699, 0, 327.4239, 0, 2412.963, 0, 1279.168, 1480.382, 1093.384, 728.4102, 599.8211, 156.8226, 325.9434, -7.629395e-05, 423.343, 670.18, 832.5875, 705.0073, 963.3293, 249.1497, 1923.253, 534.0233, 812.8769, 651.5908, 0, 1247.611, 409.6166, 320.7521, 0, 694.696, 0, 578.8893, -1.525879e-05, 1374.981, 3494.211, 2771.696, 4742.6, 1818.12, 193.836, 347.8745, 2055.963, 1353.259, 823.538, 1234.314
4, 898.9778, 0, 310.6379, 0, 2451.147, 0, 1219.799, 1502.804, 1175.367, 692.7677, 627.5183, 149.4997, 310.6331, -6.103516e-05, 528.1754, 699.4037, 793.5815, 664.3565, 922.1847, 238.4606, 1824.86, 506.1455, 843.5987, 683.3743, 0, 1404.209, 388.3808, 306.8609, 0, 661.4101, 0, 553.1029, -1.525879e-05, 1339.942, 3569.365, 2888.182, 4906.255, 1831.681, 185.7184, 345.3779, 2232.638, 1371.36, 994.6172, 1253.46
4.1, 856.2639, 0, 406.9164, 0, 2335.208, 0, 1256.754, 1460.029, 1119.676, 658.8693, 595.6893, 173.3224, 296.042, -6.103516e-05, 504.6129, 696.8576, 756.403, 626.0497, 882.7972, 228.2301, 1993.284, 479.723, 852.4536, 708.3925, 0, 1566.482, 396.5896, 293.5713, 0, 629.7191, 0, 528.4651, -1.525879e-05, 1406.248, 3551.783, 2959.066, 4843.186, 1748.122, 177.9408, 327.8904, 2135.34, 1516.147, 945.3975, 1194.988
4.2, 851.9083, 0, 386.0551, 0, 2224.752, 0, 1278.186, 1523.241, 1066.623, 626.6295, 624.2211, 181.2804, 282.1363, -4.577637e-05, 482.1016, 800.8984, 720.9661, 589.9517, 845.0922, 218.4386, 1983.807, 454.6799, 816.8906, 719.233, 0, 1606.357, 450.7816, 280.8573, -7.629395e-06, 599.5464, 0, 504.9249, -1.144409e-05, 1347.352, 3659.751, 2905.412, 4805.882, 1771.994, 170.4888, 451.4103, 2256.559, 1477.686, 998.2251, 1139.244
4.3, 844.2275, 0, 366.2632, 0, 2218.625, 0, 1249.719, 1450.319, 1016.084, 595.9673, 592.5594, 172.8154, 268.8837, -4.577637e-05, 501.6118, 765.2255, 687.1895, 672.2087, 808.9974, 209.067, 2003.631, 430.9441, 782.8113, 761.131, 0, 1598.315, 427.4117, 268.6938, -7.629395e-06, 570.8196, 0, 704.2059, -7.629395e-06, 1355.904, 3654.934, 2838.869, 4731.776, 1733.555, 163.3489, 428.5541, 2158.218, 1542.388, 948.8269, 1198.94
4.4, 827.3837, 0, 381.471, 0, 2327.249, 0, 1359.247, 1535.29, 967.9402, 566.8055, 644.3231, 164.7457, 256.2537, -4.577637e-05, 479.2343, 731.1415, 862.7189, 703.1979, 774.4443, 200.0976, 1901.127, 408.4474, 836.9362, 807.752, 0, 1530.694, 505.6199, 257.0572, 0, 543.4691, 0, 672.8374, -7.629395e-06, 1400.455, 3684.377, 2703.866, 4677.954, 1755.237, 156.5081, 406.8553, 2206.744, 1467.088, 901.8732, 1143.012
4.5, 802.9076, 0, 361.9142, 0, 2385.05, -3.814697e-06, 1339.684, 1505.389, 922.0772, 539.0707, 611.6417, 157.0528, 244.2169, -4.577637e-05, 494.3683, 698.5756, 822.3013, 752.7858, 741.3671, 191.513, 2102.399, 387.1251, 923.8157, 773.2114, 0, 1465.933, 479.407, 245.9245, 0, 517.4291, 0, 642.8662, -3.814697e-06, 1341.802, 3623.957, 2687.571, 4957.805, 1823.376, 149.9537, 427.3495, 2189.363, 1561.427, 982.7109, 1089.692
4.6, 846.9196, 0, 343.36, 0, 2410.873, -3.814697e-06, 1396.707, 1530.113, 916.2793, 512.6929, 623.8177, 155.8383, 232.7455, -4.577637e-05, 472.314, 667.4602, 951.2042, 709.3801, 871.8984, 183.2966, 2168.254, 366.9159, 885.2756, 740.1478, 0, 1546.694, 454.5531, 235.2739, 7.629395e-06, 492.6368, 0, 614.23, -3.814697e-06, 1341.041, 3469.946, 2642.64, 4898.68, 1771.74, 143.6738, 496.5552, 2291.205, 1629.335, 1067.437, 1038.86
4.7, 806.6791, 0, 358.9661, 0, 2333.07, -3.814697e-06, 1439.087, 1568.971, 902.2037, 487.6059, 667.8895, 148.5613, 221.8129, -4.577637e-05, 589.1331, 737.3362, 919.5958, 668.4772, 903.2443, 175.4328, 2057.328, 347.7617, 848.3434, 708.498, 0, 1504.807, 430.9877, 225.0846, 7.629395e-06, 469.0324, 0, 586.8693, -7.629395e-06, 1284.877, 3597.253, 2592.097, 4949.505, 1771.012, 137.6569, 471.4132, 2384.277, 1549.791, 1014.614, 1074.474
4.8, 768.3506, 0, 381.6369, 0, 2295.421, -3.814697e-06, 1372.295, 1541.937, 994.5328, 463.7464, 634.0127, 141.6242, 211.3939, -4.577637e-05, 562.8512, 730.1378, 876.5135, 629.9328, 864.6659, 167.9064, 2189.855, 329.6074, 812.952, 678.2017, 0, 1441.142, 408.644, 215.3366, 1.525879e-05, 446.559, 0, 560.7275, -3.814697e-06, 1361.668, 3541.823, 2554.614, 4923.625, 1774.424, 131.892, 447.5443, 2280.371, 1688.352, 964.4048, 1080.148
4.9, 731.8433, 0, 362.0716, 0, 2209.932, -3.814697e-06, 1359.008, 1501.999, 1030.316, 544.7052, 601.8543, 135.011, 201.4643, -4.577637e-05, 537.7418, 751.8599, 923.7308, 593.6108, 901.5, 160.7028, 2098.604, 312.4008, 779.037, 649.2009, 0, 1380.17, 446.6837, 206.0107, 1.525879e-05, 425.1624, 0, 535.7501, -3.814697e-06, 1458.189, 3457.453, 2550.682, 4946.597, 1693.477, 126.3685, 424.8839, 2363.832, 1629.048, 987.6048, 1053.137
5, 783.2576, 0, 441.5944, 0, 2432.428, -3.814697e-06, 1407.489, 1453.519, 981.4974, 518.0518, 892.3843, 221.9773, 192.0011, -4.577637e-05, 513.7526, 718.3712, 1035.517, 559.3832, 862.996, 153.8083, 2132.381, 296.0924, 746.5369, 621.4402, 0, 1442.728, 492.0332, 197.0888, 7.629395e-06, 404.791, 0, 511.8853, -7.629395e-06, 1397.118, 3471.278, 2488.946, 5020.019, 1711.229, 121.0764, 507.8525, 2438.898, 1797.196, 1271.347, 1063.9
5.1, 816.3734, 0, 418.9552, 0, 2629.469, -5.722046e-06, 1452.845, 1383.935, 1263.342, 699.0898, 1011.82, 327.3395, 261.4724, -3.814697e-05, 490.8336, 686.374, 1002.674, 527.1292, 826.1367, 147.2096, 2334.929, 280.6354, 776.8343, 594.8665, 0, 1484.59, 466.5247, 188.5532, 1.525879e-05, 385.3957, 0, 489.0836, -7.629395e-06, 1476.769, 3596.954, 2370.583, 5082.488, 1658.923, 116.0058, 658.2352, 2549.37, 2252.641, 1208.433, 1116.098
5.2, 777.5844, 1.907349e-06, 397.4767, 0, 2582.391, -7.629395e-06, 1385.416, 1388.845, 1203.482, 678.3497, 1192.42, 312.0542, 279.491, -3.814697e-05, 468.937, 655.8021, 1051.084, 496.7349, 894.5886, 140.894, 2276.709, 265.9853, 744.426, 636.7333, 0, 1455.442, 545.8203, 180.3873, 7.629395e-06, 366.9297, 0, 467.2976, -7.629395e-06, 1458.286, 3598.244, 2334.514, 5145.346, 1740.62, 111.1476, 624.9069, 2438.269, 2374.353, 1195.43, 1064.034
