 , C000, C001, C002, C003, C004, C006, C008, C009, C010, C011, C012, C013, C014, C022, C024, C025, C029, C030, C031, C033, C034, C035, C038, C039, C040, C043, C050, C051, C053, C054, C055, C057, C059, C062, C068, C070, C074, C076, C080, C090, C095, C096, C100, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
83.09999999999999, 613.0602, 649.4109, 472.6028, 799.6236, 555.0024, 109.1871, 872.6625, 4.963132, 1238.494, 2.603014, 172.6882, 31.88971, 558.5867, 232.3359, 868.027, 1717.858, 746.393, 882.2354, 1203.375, 312.5271, 436.6501, 395.1754, 1241.745, 4285.258, 612.9768, 124.3079, 600.5615, 81.20512, 792.451, 2.727214, 531.5289, 1.156617, 1144.988, 9.599085, 1258.931, 1704.503, 2257.178, 1558.951, 0.4066072, 418.7225, 1435.24, 416.059, 2216.642, 767.9691
83.2, 609.756, 618.989, 587.9432, 761.3545, 528.7508, 103.8414, 867.8097, 4.725532, 1179.811, 2.475644, 163.9291, 30.4006, 567.9251, 222.3588, 892.2986, 1661.857, 776.3057, 886.4629, 1218.249, 299.119, 414.3114, 374.5459, 1429.619, 4338.43, 578.2324, 119.0487, 569.4266, 77.68826, 789.2885, 2.596541, 557.2382, 1.105096, 1139.244, 9.197064, 1265.869, 1677.089, 2256.043, 1592.207, 0.3895789, 496.9324, 1372.692, 395.7469, 2173.395, 822.5997
83.3, 695.0667, 589.9921, 597.6095, 836.0402, 503.7409, 98.75739, 827.5327, 4.499307, 1123.909, 2.354506, 346.492, 28.98103, 622.4577, 212.8102, 864.9615, 1735.862, 739.9364, 835.3494, 1166.217, 286.2861, 393.1155, 354.9934, 1404.847, 4330.416, 545.4573, 114.012, 653.515, 74.32372, 887.1205, 2.472129, 723.7863, 1.05587, 1091.519, 8.811881, 1212.072, 1618.37, 2199.345, 1583.693, 0.3732638, 471.7713, 1312.87, 376.4264, 2167.158, 784.227
83.40000000000001, 741.5194, 637.2805, 566.9719, 796.0282, 479.914, 93.92233, 789.1249, 4.283912, 1241.872, 2.239296, 328.9172, 27.62774, 727.3227, 203.6716, 869.3613, 1831.415, 705.271, 958.6496, 1203.504, 274.0038, 373.004, 336.4616, 1437.149, 4387.057, 514.5399, 109.1884, 716.0576, 162.7576, 896.2019, 2.353679, 947.3708, 1.008836, 1152.933, 8.442829, 1282.772, 1599.623, 2256.852, 1511.446, 0.357632, 447.8842, 1255.656, 358.0492, 2229.258, 747.6442
83.5, 706.2869, 607.4268, 537.905, 781.483, 457.2141, 312.3852, 810.9045, 4.078828, 1183.029, 2.129723, 312.2338, 26.33765, 894.8873, 194.9254, 830.5781, 1749.841, 672.2297, 903.3738, 1269.806, 262.2484, 741.5945, 318.8972, 1426.67, 4259.334, 485.375, 104.5688, 678.935, 155.7089, 857.8964, 2.240904, 1126.118, 0.9638982, 1151.344, 8.089233, 1418.684, 1577.856, 2293.317, 1543.472, 0.3426547, 425.2066, 1200.934, 340.5691, 2118.94, 753.5656
83.59999999999999, 712.901, 578.9715, 548.9376, 744.082, 435.5878, 468.6715, 773.2686, 3.883563, 1126.975, 2.025512, 296.3967, 25.1078, 910.856, 186.5548, 832.8908, 1767.174, 684.3558, 851.2853, 1253.37, 250.9974, 703.6551, 302.2497, 1367.152, 4309.613, 457.8633, 100.1448, 643.7369, 148.9654, 908.8434, 2.133532, 1079.171, 0.9209617, 1103.112, 7.750447, 1400.068, 1570.61, 2354.665, 1473.06, 0.3283048, 403.6772, 1148.598, 323.9424, 2141.929, 771.6392
83.7, 702.2916, 657.4293, 520.7953, 740.0957, 481.1274, 727.3854, 788.2211, 3.697645, 1073.576, 1.926399, 281.3628, 23.93538, 1001.81, 178.5437, 795.7346, 1728.368, 702.0003, 853.6558, 1315.805, 240.229, 667.6566, 286.4713, 1310.116, 4305.632, 431.9109, 95.90786, 623.754, 142.514, 991.6041, 2.031305, 1034.181, 0.8799379, 1104.205, 7.425849, 1340.568, 1495.919, 2271.686, 1480.675, 0.3145558, 383.2379, 1170.779, 308.1275, 2240.613, 735.6437
83.8, 668.923, 626.6317, 494.0958, 740.3065, 471.7643, 732.6558, 892.2018, 3.520628, 1140.48, 1.832137, 267.0915, 22.8177, 954.7526, 170.8766, 787.4907, 1651.384, 669.1122, 967.9838, 1270.28, 229.9227, 633.4997, 271.5165, 1474.556, 4289.587, 407.4295, 91.8502, 591.4167, 136.3419, 949.2208, 1.933976, 991.0671, 0.8407414, 1208.16, 7.114846, 1341.428, 1504.047, 2174.582, 1413.128, 0.3013825, 581.8593, 1119.756, 592.0543, 2129.734, 701.3273
83.90000000000001, 637.1398, 597.2767, 513.6339, 704.8763, 568.9182, 790.7522, 1036.165, 3.352085, 1086.442, 1.742487, 253.5441, 21.75222, 909.9058, 163.5387, 766.7042, 1577.829, 637.7648, 912.1699, 1313.324, 220.0585, 601.0903, 257.3424, 1448.442, 4160.098, 384.3358, 87.96422, 560.7559, 130.4372, 947.8927, 1.841311, 949.7505, 0.8032909, 1177.676, 6.816868, 1337.963, 1493.367, 2200.896, 1411.264, 0.288761, 552.3981, 1205.877, 652.6777, 2024.342, 945.6239
84, 639.1394, 604.5756, 561.1589, 705.5784, 542.0084, 752.0377, 988.0746, 3.191611, 1119.889, 1.657224, 240.6838, 20.73648, 867.1656, 156.5159, 732.5007, 1632.394, 607.8861, 859.5741, 1364.717, 210.6175, 570.3389, 243.9083, 1388.015, 4221.699, 362.5511, 84.24264, 619.2411, 124.7882, 981.7525, 1.753086, 975.9672, 0.7675086, 1162.828, 6.53137, 1281.102, 1527.419, 2106.818, 1501.636, 0.276668, 524.4287, 1153.325, 620.8138, 2138.931, 973.4554
84.09999999999999, 722.9611, 636.0962, 574.6798, 671.8102, 539.894, 715.2186, 942.2158, 3.038819, 1175.494, 1.576133, 228.4758, 19.76818, 826.4329, 149.7947, 730.6216, 1559.685, 654.6375, 857.8666, 1306.429, 201.5815, 541.1608, 231.1755, 1382.5, 4158.635, 342.0011, 80.67851, 598.3931, 119.3838, 979.4838, 1.669088, 1019.565, 0.7333203, 1152.641, 6.257829, 1349.172, 1454.781, 2152.349, 1433.133, 0.2650815, 522.1056, 1103.063, 642.9084, 2033.084, 928.0455
84.2, 688.6104, 606.2979, 545.2178, 639.6581, 514.357, 680.2022, 898.4854, 2.893342, 1119.797, 1.49901, 216.8871, 18.8451, 787.6136, 143.3622, 721.263, 1604.877, 623.9683, 808.402, 1250.63, 317.1445, 513.4753, 219.1074, 1356.886, 4163.067, 322.616, 77.26517, 567.3705, 114.2135, 1112.635, 1.589114, 1041.556, 0.7006549, 1236.711, 5.995744, 1291.835, 1534.035, 2116.567, 1367.755, 0.2539802, 555.1674, 1085.468, 611.5214, 2015.663, 884.7539
84.3, 655.8918, 577.8956, 517.2662, 609.0447, 490.0279, 832.8464, 945.6415, 2.754829, 1104.566, 1.42566, 205.8861, 17.96511, 909.194, 137.2058, 786.7313, 1555.79, 594.7359, 761.7895, 1339.182, 303.5383, 487.2063, 207.6692, 1365.49, 4059.782, 304.3296, 73.99625, 596.538, 257.657, 1065.079, 1.512973, 998.1346, 0.6694445, 1223.764, 5.744635, 1392.854, 1461.084, 2090.903, 1374.429, 0.2433438, 566.799, 1123.175, 656.847, 2041.168, 843.4818
84.40000000000001, 624.7278, 668.4967, 490.7476, 689.6204, 466.8496, 792.071, 932.8796, 2.622947, 1123.167, 1.3559, 195.4431, 17.12622, 866.4872, 131.3139, 751.6344, 1525.45, 566.873, 870.0251, 1281.984, 290.5159, 462.2812, 196.8282, 1419.084, 4059.126, 287.0797, 70.86563, 565.6116, 246.4983, 1019.555, 1.44048, 981.9391, 0.6396244, 1258.307, 5.504043, 1333.66, 1391.601, 2001.527, 1396.057, 0.2331529, 538.1004, 1238.64, 703.4335, 1940.158, 866.8717
84.5, 595.0446, 713.7151, 465.5885, 656.616, 650.4903, 864.0794, 889.5826, 2.497379, 1139.648, 1.289553, 185.5299, 16.32651, 860.0377, 125.6749, 718.1031, 1535.703, 540.3156, 834.4571, 1265.402, 308.4361, 438.6312, 186.5531, 1415.677, 4154.586, 270.8076, 67.86746, 596.9778, 235.8229, 1062.983, 1.37146, 941.0031, 0.6111326, 1205.595, 5.273528, 1374.524, 1419.558, 2152.62, 1332.37, 0.2233887, 510.8549, 1184.66, 669.0917, 1951.837, 919.5975
84.59999999999999, 656.2394, 680.2807, 567.9134, 625.191, 619.7221, 821.7749, 1001.858, 2.377822, 1110.834, 1.226453, 176.1194, 15.56413, 819.6398, 120.2781, 686.0678, 1581.105, 515.0023, 855.4529, 1278.525, 364.1385, 416.1911, 176.8144, 1532.488, 4012.583, 255.4578, 64.99613, 566.0286, 225.6098, 1017.549, 1.305747, 931.1788, 0.5839099, 1246.615, 5.052666, 1316.109, 1375.756, 2159.693, 1341.359, 361.4068, 543.7725, 1133.033, 636.4265, 1855.248, 876.7
84.7, 683.3764, 648.4126, 538.7983, 595.2701, 590.4092, 781.5416, 955.3599, 2.263988, 1110.477, 1.16644, 167.1863, 14.83736, 859.2755, 115.1131, 655.4615, 1533.833, 490.8748, 854.4981, 1223.918, 414.9178, 394.899, 167.5841, 1468.555, 4029.332, 240.9781, 62.24628, 547.664, 215.8391, 974.0567, 1.243183, 892.3589, 0.5578999, 1280.059, 4.841055, 1260.177, 1376.868, 2067.376, 1280.168, 346.2715, 516.2397, 1142.776, 735.3665, 1955.199, 872.2786
84.8, 650.9065, 618.0374, 576.678, 566.7811, 562.4829, 743.278, 911.0194, 2.155605, 1099.673, 1.109364, 158.7062, 14.14452, 818.9135, 110.1698, 626.2207, 1549.694, 467.8778, 833.0185, 1251.458, 397.1169, 374.6963, 158.8357, 1426.66, 3964.276, 227.3191, 59.61278, 739.6089, 206.4914, 932.4235, 1.183617, 855.1573, 0.5330485, 1226.435, 4.638306, 1206.622, 1411.236, 2045.334, 1221.768, 331.7701, 490.1011, 1251.811, 699.4658, 2009.957, 874.2772
84.90000000000001, 632.0133, 589.085, 653.8981, 757.4293, 535.8775, 706.8878, 923.6816, 2.052409, 1047.569, 1.055081, 150.6563, 13.48403, 883.8696, 105.4389, 732.5389, 1505.42, 512.2249, 846.3032, 1198.007, 380.0797, 355.5271, 150.5439, 1479.307, 3978.824, 214.4343, 57.09069, 701.2653, 197.5487, 892.5698, 1.126904, 819.5066, 0.509304, 1192.479, 4.444048, 1155.343, 1344.124, 2167.373, 1251.52, 317.8759, 465.2859, 1197.257, 735.455, 1995.801, 833.4938
85, 681.5095, 561.489, 620.3748, 721.1795, 510.5305, 672.2792, 969.0172, 1.954154, 997.9327, 1.003454, 143.0147, 12.85439, 842.3523, 100.9111, 699.8596, 1614.852, 488.2276, 853.1979, 1267.376, 363.7735, 337.3385, 142.6851, 1417.593, 3926.472, 321.1846, 54.6753, 734.3929, 188.9932, 931.382, 1.07291, 887.0459, 0.4866173, 1242.782, 4.257926, 1106.244, 1320.322, 2227.682, 1243.239, 304.5637, 441.7272, 1145.081, 699.5499, 2030.157, 794.6129
85.09999999999999, 678.8026, 535.1857, 588.5701, 686.6647, 486.3824, 639.3651, 924.0428, 1.860603, 950.6486, 0.9543529, 135.7607, 12.25414, 802.7852, 96.57768, 668.6381, 1542.924, 632.5798, 954.0777, 1213.245, 348.1668, 320.0805, 135.2364, 1536.982, 3875.277, 302.9794, 52.36211, 696.3198, 180.8082, 1045.379, 1.021502, 1032.969, 0.4649412, 1190.72, 4.0796, 1059.23, 1257.533, 2132.459, 1307.577, 291.8089, 419.3613, 1177.272, 665.3976, 1929.693, 858.0269
85.2, 694.7144, 510.1147, 558.3959, 653.8016, 463.3766, 608.0623, 940.2043, 1.771531, 905.6049, 0.9076546, 128.8747, 11.68193, 765.0767, 92.43039, 638.8094, 1494.945, 602.944, 1131.73, 1161.426, 333.2296, 303.7054, 128.1767, 1472.862, 3730.508, 359.591, 50.14678, 672.5508, 172.9777, 1020.098, 0.9725571, 1055.263, 0.4442306, 1232.043, 3.908741, 1149.652, 1265.621, 2066.156, 1247.926, 279.5883, 505.1976, 1173.661, 768.22, 1834.2, 818.0015
85.3, 661.7057, 486.218, 529.7687, 622.5114, 441.4589, 642.163, 937.5241, 1.686722, 862.6954, 0.8632413, 122.3379, 11.13644, 729.1393, 88.4612, 666.5787, 1456.32, 574.6967, 1066.475, 1111.82, 318.9333, 288.1681, 121.4854, 1411.416, 3797.089, 339.2088, 48.02518, 783.1064, 165.4864, 998.2701, 0.9259577, 1011.27, 0.4244425, 1180.431, 3.745039, 1158.51, 1205.433, 2042.326, 1309.932, 267.8795, 479.618, 1155.25, 730.7153, 1743.432, 779.8433
85.40000000000001, 630.2655, 463.4409, 502.6092, 592.7187, 420.5779, 727.6882, 990.433, 1.605974, 821.8192, 0.8210013, 116.1326, 10.61642, 694.8901, 84.66245, 685.5533, 1487.075, 547.7726, 1004.982, 1163.841, 305.2504, 273.4256, 115.1435, 1404.61, 3786.955, 319.9819, 45.99334, 742.5078, 158.3194, 955.602, 0.881591, 992.7937, 0.4055359, 1175.032, 3.588192, 1109.276, 1148.108, 2095.187, 1250.174, 256.661, 455.3336, 1178.389, 720.4105, 1931.72, 743.465
85.5, 660.4671, 441.7307, 476.842, 564.3518, 400.6845, 795.2578, 944.4647, 1.529091, 782.8797, 0.7808281, 110.2422, 10.12068, 696.6639, 81.02683, 765.5198, 1420.839, 522.11, 969.2914, 1114.132, 292.1545, 259.4373, 109.1326, 1498.421, 3728.416, 301.8449, 44.04746, 704.0139, 151.4629, 947.2115, 0.83935, 951.4051, 0.3874715, 1273.276, 3.437915, 1062.134, 1118.673, 2158.708, 1193.142, 245.9123, 473.7924, 1127.035, 874.6824, 1836.127, 708.7838
85.59999999999999, 629.0858, 421.0376, 452.3958, 537.3425, 381.7322, 783.1969, 929.5272, 1.455889, 814.4461, 0.7426207, 104.6504, 9.648086, 663.9401, 77.54733, 731.3691, 1415.642, 497.6496, 977.2366, 1168.682, 279.6204, 246.1647, 103.4355, 1435.909, 3751.887, 284.7358, 42.18391, 722.7115, 144.9033, 906.7258, 0.7991331, 1050.763, 0.3702117, 1261.624, 3.293931, 1102.696, 1169.549, 2066.434, 1225.578, 235.6138, 503.6953, 1077.919, 831.9802, 1896.315, 832.2062
85.7, 599.1954, 555.0107, 429.2029, 511.6259, 363.6762, 744.8523, 977.4363, 1.386191, 799.7864, 0.7062829, 99.34236, 9.197563, 690.8602, 74.21725, 841.3076, 1426.615, 474.3351, 920.8891, 1251.062, 267.6241, 233.5711, 98.03584, 1376.005, 3663.78, 268.5966, 40.3992, 685.244, 138.6278, 867.9705, 0.7608432, 1096.137, 0.3537208, 1305.272, 3.155977, 1135.189, 1113.931, 2219.135, 1189.438, 225.7466, 532.8481, 1067.859, 791.3627, 1844.696, 793.3853
85.8, 570.7253, 529.0109, 474.2033, 487.1401, 346.4744, 708.385, 932.0712, 1.31983, 840.528, 0.6717231, 94.30351, 8.768078, 687.8275, 71.03018, 803.7759, 1363.072, 452.1129, 914.1917, 1197.628, 311.8773, 221.6217, 92.91805, 1446.881, 3701.539, 253.3721, 38.68999, 668.0731, 132.6241, 830.8716, 0.7243878, 1083.068, 0.3379644, 1250.592, 3.023802, 1086.945, 1060.957, 2213.909, 1179.903, 216.2926, 583.1019, 1080.195, 752.7281, 1823.359, 756.3754
85.90000000000001, 564.3445, 576.402, 568.4429, 534.3781, 330.0861, 673.7031, 888.8116, 1.256646, 800.7021, 0.6388544, 89.52024, 8.358647, 675.7225, 67.97997, 804.9772, 1406.177, 430.9319, 917.1908, 1146.476, 333.5369, 210.2837, 88.06741, 1386.52, 3675.286, 239.0106, 37.0531, 670.3798, 126.8803, 833.3669, 0.6896792, 1056.39, 0.32291, 1245.993, 2.897161, 1222.115, 1124.705, 2119.275, 1246.108, 207.2345, 553.5778, 1226.743, 715.9798, 1944.753, 721.0919
86, 550.1174, 549.4001, 539.3006, 600.8114, 314.4731, 731.1589, 847.5599, 1.196487, 762.7632, 0.607594, 84.97959, 7.968336, 828.9129, 65.06074, 824.694, 1397.837, 410.7431, 947.9552, 1097.509, 319.2274, 199.5257, 83.47, 1406.302, 3649.019, 225.4631, 35.48547, 718.5823, 121.3854, 847.3684, 0.6566337, 1058.168, 0.3085261, 1193.796, 2.775825, 1271.961, 1071.219, 2084.221, 1266.91, 198.5558, 525.5486, 1236.116, 681.0255, 1848.515, 740.0917
86.09999999999999, 586.8199, 523.6631, 511.6523, 572.0573, 299.5985, 695.3621, 808.2227, 1.139207, 749.9828, 0.5778633, 80.66925, 7.596251, 917.5029, 62.26686, 787.9035, 1375.858, 391.5001, 893.2961, 1050.633, 305.5319, 189.3181, 79.11259, 1362.554, 3641, 308.7109, 33.98415, 681.3289, 116.1284, 849.9588, 0.6251715, 1014.054, 0.2947829, 1235.401, 2.65957, 1217.905, 1104.543, 2097.333, 1503.562, 190.2405, 498.9387, 1326.201, 647.7776, 1940.534, 705.5677
86.2, 610.7061, 499.1319, 485.4215, 615.43, 285.4275, 724.9381, 849.9836, 1.08467, 866.0718, 0.5495873, 76.57754, 7.241539, 888.7198, 59.59297, 752.7543, 1314.575, 373.1587, 841.7886, 1005.76, 350.8597, 179.6328, 74.98266, 1411.274, 3620.452, 440.0052, 32.54636, 646.0067, 111.0991, 1008.949, 0.5952168, 1023.942, 0.2816519, 1183.648, 2.548184, 1358.835, 1118.188, 2191.558, 1581.26, 182.2734, 473.676, 1268.405, 616.1529, 1923.388, 672.6543
86.3, 655.5786, 475.7498, 584.1097, 605.5716, 271.9268, 724.5561, 810.5339, 1.032744, 878.7601, 0.5226949, 72.69337, 6.903392, 926.5704, 57.0339, 719.1731, 1323.161, 355.6765, 793.251, 1079.89, 335.807, 170.4429, 71.06831, 1390.787, 3594.349, 436.5139, 31.16939, 612.5157, 106.2876, 1073.387, 0.5666973, 981.2545, 0.2691059, 1134.063, 2.441463, 1390.171, 1142.128, 2218.098, 1601.817, 174.64, 449.6925, 1213.128, 586.0721, 1931.836, 798.3872
86.40000000000001, 690.288, 453.463, 554.1642, 576.5896, 259.0647, 812.578, 772.9152, 0.9833033, 939.5772, 0.4971185, 69.00621, 6.581034, 883.0474, 54.58472, 743.2462, 1341.283, 339.0134, 747.5121, 1052.49, 321.4002, 161.7231, 67.35831, 1332.766, 3619.686, 450.7215, 29.85068, 580.761, 101.6844, 1115.325, 0.5395443, 978.6913, 0.2571186, 1086.555, 2.339212, 1346.469, 1185.884, 2179.325, 1560.473, 167.3263, 426.9233, 1160.26, 557.46, 2076.55, 822.9228
86.5, 695.3696, 432.2202, 525.754, 754.3353, 246.8109, 772.7949, 904.556, 0.9362296, 895.0581, 0.4727935, 65.50607, 6.273729, 896.6151, 52.24071, 710.0891, 1344.538, 323.1309, 704.4106, 1050.246, 307.6114, 153.4495, 63.84199, 1521.233, 3508.563, 425.1739, 28.58776, 550.6526, 97.28065, 1067.654, 0.5136924, 937.8906, 0.2456654, 1041.037, 2.241243, 1390.148, 1129.488, 2274.105, 1533.191, 160.3189, 405.307, 1109.696, 530.2446, 1973.789, 784.535
86.59999999999999, 662.3299, 411.9727, 498.8002, 718.2336, 235.1368, 734.9596, 862.5735, 0.8914096, 936.7711, 0.4496589, 62.18347, 5.980774, 866.0328, 49.99736, 678.4113, 1284.651, 307.9925, 663.7943, 1031.87, 370.1518, 145.5991, 60.50922, 1513.619, 3529.232, 401.0744, 27.37827, 522.1052, 93.0676, 1223.844, 0.4890791, 898.7908, 0.2347223, 997.4261, 2.147377, 1388.223, 1103.63, 2331.997, 1463.249, 359.8038, 384.7852, 1061.336, 504.3579, 1988.719, 747.9379
86.7, 630.86, 392.6736, 473.2283, 683.8598, 224.0148, 698.9766, 874.1495, 0.8487352, 892.3849, 0.4276562, 59.0294, 5.701499, 887.9103, 47.85035, 648.1466, 1250.9, 293.5634, 625.5198, 1017.134, 354.2714, 138.1503, 57.35044, 1450.474, 3561.071, 448.8141, 26.21996, 495.0376, 89.037, 1288.06, 0.4656452, 861.3211, 0.2242667, 1161.52, 2.057443, 1329.227, 1121.309, 2264.246, 1507.839, 417.1221, 365.3025, 1015.083, 479.735, 2021.988, 713.048
86.8, 648.6925, 374.2785, 448.9674, 680.4501, 213.4189, 664.7554, 833.5782, 0.8081037, 975.6031, 0.4067302, 56.03531, 5.435265, 861.3648, 45.79554, 708.7725, 1195.183, 279.8102, 726.5629, 973.6909, 339.0724, 131.0827, 54.35656, 1511.894, 3538.779, 423.3746, 25.11065, 469.3734, 85.18096, 1233.005, 0.4433341, 894.1918, 0.2142769, 1129.337, 1.971275, 1434.438, 1085.323, 2241.758, 1551.177, 399.6535, 346.8062, 970.8458, 456.3143, 2048.908, 777.2805
86.90000000000001, 617.8706, 356.7452, 425.9502, 688.2924, 203.3242, 632.2095, 794.89, 0.7694173, 929.3771, 0.3868281, 53.19308, 5.181462, 820.9047, 43.82896, 677.1534, 1193.503, 266.7013, 684.6693, 974.9818, 324.5254, 124.3766, 51.51897, 1468.238, 3527.392, 503.6409, 24.04827, 445.0396, 81.49192, 1296.299, 0.422092, 856.9138, 0.204732, 1082.027, 1.888715, 1426.069, 1093.121, 2145.933, 1551.865, 525.1581, 329.2464, 998.9959, 576.9727, 1980.867, 741.0218
87, 650.4546, 458.955, 404.1131, 702.6114, 193.707, 601.2571, 815.6722, 0.732583, 885.3412, 0.3678999, 50.49501, 4.939511, 819.8813, 41.94683, 693.3907, 1253.722, 254.2066, 645.1912, 995.3808, 310.6026, 118.0135, 48.82951, 1550.512, 3602.519, 475.0938, 23.03084, 421.9674, 77.96265, 1350.787, 0.4018677, 1025.513, 0.1956123, 1184.836, 1.809614, 1365.464, 1041.137, 2238.36, 1481.07, 503.1651, 312.5758, 993.0027, 548.8047, 2104.45, 706.4545
87.09999999999999, 650.0123, 437.455, 495.5579, 724.4681, 184.5446, 571.8201, 777.815, 0.6975121, 869.1028, 0.3498978, 47.9338, 4.708858, 781.3697, 40.14553, 662.4578, 1197.88, 242.2972, 607.9894, 987.5786, 297.277, 111.9761, 46.28045, 1516.944, 3959.513, 448.1648, 22.05645, 400.0914, 74.58622, 1293.051, 0.3826125, 982.7599, 0.1868988, 1237.868, 1.733825, 1307.435, 1053.294, 2226.142, 1479.477, 482.0931, 424.6316, 1004.096, 522.0119, 2000.309, 673.4997
87.2, 636.3545, 688.01, 470.1522, 689.7959, 175.8157, 652.4683, 817.5425, 0.6641202, 1052.965, 0.3327767, 45.5025, 4.488975, 744.6671, 38.42158, 632.9048, 1144.525, 230.9458, 572.9327, 1033.539, 284.5232, 106.2474, 492.8079, 1479.974, 4385.586, 422.7621, 21.12329, 379.3494, 71.35602, 1298.457, 0.3642799, 941.7896, 0.1785735, 1186.012, 1.661211, 1311.065, 1003.204, 2162.215, 1411.985, 461.9036, 403.1313, 960.3372, 496.5272, 2008.148, 642.0822
87.3, 660.237, 655.7798, 538.6168, 771.5201, 167.4996, 620.524, 779.5985, 0.6323268, 1020.137, 0.3164933, 43.19452, 4.27936, 709.6884, 36.77166, 604.6703, 1145.365, 220.1262, 539.8974, 989.3958, 345.6248, 100.8119, 467.0817, 1432.89, 4434.432, 475.1155, 20.22961, 359.6828, 68.26572, 1313.9, 0.3468256, 1033.073, 0.170619, 1193.876, 1.591637, 1292.666, 1063.155, 2202.624, 1408.609, 442.5597, 382.7196, 918.4858, 651.1161, 1908.773, 612.1302
87.40000000000001, 628.8666, 625.0594, 511.0036, 734.5961, 159.5769, 890.9008, 743.4156, 0.6020554, 971.8011, 0.3010066, 41.00361, 4.079533, 792.0573, 35.19259, 694.4964, 1186.736, 209.8135, 630.8384, 1050.846, 369.4775, 95.65442, 442.6985, 1422.504, 4528.514, 448.1852, 19.37374, 341.0357, 65.30925, 1373.824, 0.3302077, 990.0051, 0.1630189, 1196.455, 1.524978, 1237.731, 1012.596, 2143.392, 1344.349, 424.0258, 363.3415, 956.8652, 619.3285, 2122.293, 583.5754
87.5, 598.9867, 595.7781, 484.8061, 699.4391, 152.0289, 1084.353, 831.5542, 0.5732332, 1066.017, 0.2862778, 38.92382, 3.889037, 754.8526, 33.68134, 704.8608, 1133.878, 199.9839, 594.4643, 1005.963, 353.6261, 90.7608, 419.5881, 1363.16, 4436.192, 422.7814, 18.55408, 323.3554, 62.48082, 1358.018, 0.314386, 948.7327, 0.1557572, 1241.388, 1.46111, 1301.01, 964.4415, 2102.45, 1353.523, 406.2681, 484.442, 960.0233, 716.7279, 2017.269, 556.3527
87.59999999999999, 608.939, 567.8686, 459.9516, 665.9647, 144.8379, 1031.264, 792.9598, 0.5457909, 1015.507, 0.2722697, 36.94952, 3.707436, 738.1733, 32.23497, 673.4161, 1150.023, 190.6148, 560.1874, 962.9976, 338.4547, 86.11754, 397.6843, 1393.43, 4418.139, 398.8175, 17.7691, 306.5917, 59.77488, 1329.633, 0.2993224, 909.181, 0.1488191, 1189.384, 1.399917, 1345.178, 918.577, 2139.898, 1364.823, 389.2541, 459.9133, 918.1856, 681.7371, 1917.442, 530.3999
87.7, 667.5999, 541.2665, 436.3713, 634.0924, 137.9871, 980.7739, 756.1567, 0.5196622, 967.3906, 0.258947, 35.07537, 3.534315, 835.4689, 30.85072, 729.9986, 1098.799, 181.6847, 527.887, 1149.406, 349.5497, 81.71182, 376.9238, 1335.299, 4372.383, 433.7277, 17.01732, 397.7693, 57.18614, 1272.802, 0.2849805, 871.2781, 0.14219, 1203.74, 1.341287, 1306.121, 968.944, 2084.988, 1369.964, 372.9525, 436.6266, 878.1712, 648.4545, 2013.676, 605.4576
87.8, 635.8796, 515.9105, 414, 603.7454, 131.4603, 932.7562, 721.0618, 0.4947844, 921.5536, 0.2462763, 33.29627, 3.369279, 796.2251, 29.52592, 747.4771, 1087.839, 173.1729, 497.449, 1100.313, 377.6664, 77.5315, 357.2472, 1365.398, 4333.084, 409.1434, 16.29736, 377.1478, 54.70951, 1218.4, 0.2713259, 834.9553, 0.1358562, 1268.067, 1.285112, 1454.48, 922.8654, 2166.802, 1438.32, 357.3337, 659.178, 839.9006, 616.7968, 1973.492, 577.2141
87.90000000000001, 605.6664, 491.7424, 542.2972, 574.8508, 125.2422, 887.0893, 687.5956, 0.4710976, 877.8885, 0.2342255, 31.60742, 3.211948, 799.3036, 28.258, 782.6805, 1142.283, 165.0599, 468.7661, 1104.205, 361.4637, 73.56504, 338.5977, 1308.436, 4321.541, 385.9525, 15.60785, 357.5953, 52.34013, 1198.669, 0.2583255, 800.1469, 0.1298046, 1275.083, 1.23129, 1392.668, 878.978, 2074.181, 1499.292, 342.369, 651.9883, 803.2979, 586.6846, 2081.792, 550.2881
88, 576.8889, 468.7065, 534.2665, 547.3391, 119.3183, 843.6582, 655.6827, 0.4485448, 836.2923, 0.2227644, 30.00422, 3.061965, 761.7586, 27.04453, 747.7643, 1091.405, 157.327, 619.3847, 1115.376, 381.9502, 69.80151, 320.9218, 1253.85, 4255.551, 364.0761, 14.94752, 418.9928, 50.07337, 1171.093, 0.245948, 766.7895, 0.1240225, 1221.668, 1.179722, 1505.397, 837.1778, 2132.202, 1504.047, 328.031, 679.7396, 974.89, 558.0425, 2127.094, 636.7853
