 , C000, C001, C002, C006, C008, C009, C010, C011, C013, C016, C017, C018, C020, C026, C030, C033, C034, C038, C039, C040, C045, C053, C055, C056, C063, C064, C083, C085, C086, C089, C091, C094, C095, C098, C107, C121, C125
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
265.5, 5135.986, 1417.713, 1749.923, 12.9536, 696.2883, 2828.744, 1029.483, 965.114, 6.6862, 491.0679, 785.0535, 3293.011, 1043.024, 1420.604, 363.6807, 1439.107, 942.2635, 98.20249, 399.149, 1501.859, 3323.272, 1227.084, 379.3568, 1315.888, 2280.531, 2356.413, 2560.852, 1316.608, 4768.582, 410.8383, 2720.317, 2535.083, 1501.883, 1181.002, 2498.106, 3102.714, 3685.498
265.6, 5165.272, 1441.907, 1676.354, 12.4233, 666.9042, 2890.505, 983.0823, 922.6478, 6.39316, 470.7999, 995.7026, 3224.021, 1026.667, 1362.61, 347.334, 1629.564, 899.8615, 281.1598, 381.2425, 1679.98, 3216.383, 1237.517, 440.6972, 1257.852, 2179.289, 2248.268, 2451.699, 1259.365, 4823.308, 390.3169, 2778.779, 2536.868, 1433.874, 1266.183, 2469.166, 2974.709, 3727.423
265.7, 5074.682, 1381.062, 1613.283, 11.9147, 638.7601, 2786.746, 976.3478, 882.0502, 6.112964, 451.3684, 954.2512, 3121.792, 1128.399, 1306.984, 453.7852, 1555.842, 859.3674, 268.7337, 364.1393, 1793.251, 3395.562, 1220.794, 422.2949, 1275.619, 2149.68, 2151.714, 2415.757, 1334.822, 4708.072, 370.8206, 2657.424, 2607.709, 1368.945, 1211.512, 2515.317, 2993.982, 3778.323
265.8, 4986.217, 1322.784, 1545.459, 11.42693, 611.8036, 2709.839, 957.5352, 1089.051, 5.845048, 460.3785, 924.3696, 3156.294, 1079.53, 1281.72, 433.3885, 1485.456, 820.6957, 256.8568, 347.8035, 1714.568, 3342.422, 1167.625, 404.6611, 1288.34, 2336.58, 2147.57, 2312.789, 1276.787, 4725.793, 352.298, 2679.896, 2514.879, 1337.06, 1159.201, 2427.685, 3290.479, 3605.493
265.9, 4912.614, 1266.965, 1516.313, 10.95913, 585.9848, 2644.987, 1001.893, 1068.252, 5.588875, 529.5945, 885.8878, 3284.701, 1032.778, 1229.396, 413.9085, 1573.547, 783.7642, 245.5047, 332.2004, 1639.337, 3310.756, 1116.772, 428.8562, 1337.111, 2274.62, 2169.514, 2257.391, 1369.87, 4681.41, 334.7007, 2562.86, 2408.667, 1533.469, 1171.434, 2355.592, 3154.728, 3737.146
266, 4756.807, 1286.646, 1509.329, 10.51048, 561.2556, 2698.999, 956.7364, 1235.419, 5.343928, 507.7364, 853.9924, 3171.738, 988.051, 1217.336, 395.3042, 1751.048, 748.4946, 234.6544, 317.2974, 1567.407, 3177.182, 1175.812, 410.9484, 1278.139, 2173.641, 2089.843, 2189.77, 1310.311, 4621.41, 363.6201, 2647.195, 2413.729, 1464.03, 1143.121, 2455.157, 3151.518, 3607.04
266.1, 4723.884, 1282.008, 1445.875, 10.08019, 537.5699, 2658.927, 913.6149, 1181.059, 5.109717, 486.7805, 818.4404, 3174.069, 1147.59, 1167.641, 377.536, 1707.997, 714.8121, 267.6733, 303.0629, 1498.634, 3214.537, 1220.318, 393.7884, 1310.253, 2111.084, 1993.932, 2213.013, 1316.608, 4677.843, 345.4572, 2566.809, 2515.157, 1587.804, 1093.764, 2382.75, 3087.888, 3624.981
266.2, 4742.34, 1304.831, 1477.313, 9.667521, 514.8839, 2573.065, 872.437, 1129.091, 4.885771, 510.5114, 784.3685, 3111.182, 1097.891, 1206.908, 419.0916, 1777.983, 682.6454, 255.8432, 289.467, 1463.024, 3141.266, 1167.17, 377.3449, 1252.465, 2279.116, 1902.422, 2118.686, 1259.365, 4585.905, 353.8297, 2609.52, 2414.656, 1549.917, 1077.524, 2279.636, 3290.735, 3639.15
266.3, 4563.775, 1281.991, 1464.762, 9.271746, 493.1552, 2616.635, 833.1151, 1209.983, 4.67164, 489.4409, 778.7171, 3053.177, 1050.344, 1157.638, 400.2543, 1953.404, 867.1387, 277.4634, 382.1043, 1516.397, 3014.53, 1180.208, 513.1884, 1197.226, 2177.938, 1970.564, 2028.38, 1204.61, 4459.954, 336.1558, 2687.52, 2373.451, 1638.533, 1079.813, 2508.787, 3154.974, 3709.438
266.4, 4696.796, 1250.476, 1497.712, 8.892173, 472.3434, 2687.753, 927.0646, 1285.862, 4.466894, 491.358, 746.2988, 2957.325, 1004.856, 1151.613, 382.2636, 1942.58, 866.9159, 265.2007, 364.9625, 1449.862, 2993.524, 1128.807, 491.7592, 1283.245, 2107.194, 1939.587, 1941.923, 1152.236, 4464.353, 374.5506, 2570.151, 2385.041, 1707.057, 1033.189, 2400.218, 3180.089, 3650.761
266.5, 4677.037, 1268.092, 1477.843, 8.528139, 452.41, 2668.818, 885.2805, 1229.282, 4.271122, 582.1425, 791.8425, 2829.856, 1040.278, 1130.654, 365.0816, 1854.698, 827.9045, 315.8607, 348.5897, 1406.451, 3099.324, 1079.644, 471.2247, 1226.648, 2112.824, 1863.336, 1962.593, 1290.042, 4616.133, 355.8417, 2617.367, 2395.3, 1702.075, 1130.998, 2296.348, 3247.862, 3731.076
266.6, 4664.193, 1252.985, 1477.607, 8.179008, 433.3178, 2540.619, 845.3796, 1175.35, 4.083929, 569.5702, 839.7332, 2707.881, 995.2256, 1115.499, 348.6719, 1770.791, 843.4602, 301.901, 332.9514, 1514.283, 3146.415, 1119.851, 451.5477, 1172.548, 2164.688, 1870.061, 1974.272, 1258.203, 4534.077, 369.6593, 2521.251, 2426.485, 1904.764, 1129.04, 2196.973, 3308.031, 3699.677
266.7, 4522.231, 1200.112, 1453.064, 7.844171, 415.0313, 2635.495, 904.4393, 1207.11, 3.904941, 546.0621, 804.7748, 2745.89, 1046.987, 1265.57, 392.6676, 2012.658, 834.0593, 288.5582, 362.506, 1458.958, 3133.282, 1148.236, 432.6924, 1120.833, 2098.659, 1831.809, 1949.325, 1203.498, 4444.113, 351.1947, 2518.315, 2380.021, 1818.512, 1141.561, 2271.314, 3236.612, 3530.445
266.8, 4495.235, 1167.874, 1391.976, 7.523041, 397.5165, 2525.81, 971.7408, 1346.056, 3.733797, 523.5244, 784.5133, 2761.51, 1001.645, 1213.906, 450.3934, 2104.104, 796.5264, 275.8051, 378.2992, 1479.653, 3103.121, 1130.235, 414.6244, 1153.039, 2244.305, 1747.74, 1951.532, 1183.125, 4479.812, 333.6525, 2515.34, 2279.505, 1784.613, 1151.058, 2173.022, 3207.816, 3620.707
266.9, 4593.608, 1118.592, 1333.456, 7.215057, 380.7408, 2546.385, 927.9431, 1442.62, 3.570154, 501.9168, 751.8538, 2840.588, 958.2657, 1194.128, 556.5541, 2039.209, 902.7314, 376.9936, 361.3281, 1414.729, 3074.152, 1118.153, 436.7195, 1102.185, 2144.672, 1740.83, 1962.065, 1131.685, 4372.212, 443.8397, 2405.49, 2247.274, 1703.801, 1154.281, 2296.502, 3252.23, 3671.032
267, 4562.112, 1071.39, 1454.729, 6.919683, 364.6731, 2424.067, 886.1194, 1379.143, 3.413683, 481.201, 811.5666, 2718.15, 1108.738, 1145.38, 531.5381, 1958.621, 872.58, 369.3611, 345.1183, 1669.078, 2950.124, 1069.454, 418.4833, 1053.574, 2152.825, 1920.529, 1878.434, 1224.32, 4439.673, 421.6699, 2539.188, 2473.625, 1626.649, 1145.501, 2197.121, 3163.778, 3640.138
267.1, 4482.075, 1026.18, 1464.558, 6.6364, 349.2835, 2540.092, 975.0222, 1318.459, 3.26407, 568.0596, 799.4242, 2846.79, 1060.721, 1273.625, 507.6465, 2014.261, 898.7545, 353.0369, 366.7061, 1667.792, 3065.693, 1224.64, 401.0087, 1120.655, 2244.932, 1965.33, 2065.844, 1256.213, 4399.316, 565.3596, 2453.909, 2387.553, 1552.991, 1225.926, 2102.04, 3133.734, 3809.53
267.2, 4334.24, 1180.9, 1402.987, 6.364714, 334.5433, 2681.57, 931.0765, 1369.14, 3.121014, 544.6139, 822.2487, 2977.555, 1014.783, 1276.285, 484.8288, 2142.041, 858.3103, 337.4341, 462.9125, 1612.746, 3029.776, 1259.689, 509.3636, 1090.352, 2246.56, 1913.248, 2048.807, 1303.308, 4213.194, 537.1198, 2382.853, 2374.804, 1482.667, 1330.532, 2106.878, 3209.773, 3796.495
267.3, 4467.83, 1131.069, 1494.11, 6.104151, 320.4252, 2577.029, 889.1116, 1365.365, 2.984228, 541.7943, 878.6193, 3014.002, 1081.423, 1283.496, 463.0367, 2261.922, 819.6861, 322.5209, 442.1455, 1582.886, 3025.213, 1204.826, 488.094, 1042.263, 2248.655, 1851.136, 2013.219, 1361.73, 4189.911, 670.7197, 2461.847, 2394.286, 1415.529, 1273.083, 2248.084, 3114.793, 3794.656
267.4, 4376.899, 1083.34, 1431.296, 5.854255, 306.9029, 2547.481, 883.8528, 1420.554, 2.853437, 519.4326, 842.0421, 2884.09, 1034.589, 1356.547, 442.2241, 2181.283, 911.1801, 308.2668, 422.3102, 1513.433, 2999.345, 1152.353, 531.7025, 1095.945, 2241.269, 1788.713, 1983.411, 1302.524, 4223.544, 637.2172, 2592.236, 2293.167, 1596.319, 1218.114, 2150.798, 3208.99, 3978.831
267.5, 4508.663, 1037.625, 1371.123, 5.61459, 293.9512, 2519.811, 864.708, 1443.822, 2.728378, 558.6201, 806.9876, 2801.662, 1011.53, 1317.805, 422.347, 2177.11, 870.1768, 294.6427, 403.3646, 1629.546, 2993.369, 1102.165, 535.0361, 1047.609, 2420.046, 1920.962, 1954.401, 1305.797, 4254.856, 645.8769, 2618.281, 2196.319, 1524.034, 1285.825, 2057.722, 3341.255, 4320.132
267.6, 4393.47, 993.8397, 1501.828, 5.384736, 281.5461, 2465.01, 943.0362, 1380.292, 2.6088, 535.564, 773.3925, 2925.991, 1030.709, 1387.09, 403.3633, 2242.94, 937.062, 281.6207, 462.5129, 1606.673, 2928.002, 1094.797, 558.9776, 1001.405, 2381.791, 1883.882, 1967.121, 1249.023, 4202.973, 728.2657, 2531.779, 2284.407, 1455.022, 1343.246, 2111.339, 3498.672, 4513.521
267.7, 4290.101, 1096.24, 1438.69, 5.164292, 269.6646, 2458.152, 900.5322, 1356.407, 2.494463, 513.4595, 741.1959, 2932.884, 986.0714, 1352.914, 385.2329, 2236.133, 894.894, 269.1742, 441.7638, 1577.62, 3021.672, 1131.41, 535.6363, 957.239, 2412.94, 1797.423, 1883.275, 1194.718, 4173.083, 798.926, 2547.916, 2328.601, 1639.478, 1285.247, 2019.97, 3387.032, 4494.897
267.8, 4277.408, 1049.981, 1472.572, 4.952873, 258.2844, 2410.506, 859.944, 1400.755, 2.385137, 492.2674, 710.3397, 2912.293, 943.3668, 1335.358, 391.0003, 2237.137, 1054.182, 257.2778, 421.9456, 1584.366, 3059.625, 1098.072, 606.8373, 1009.402, 2406.696, 1880.765, 1988.663, 1142.774, 4157.064, 852.5864, 2574.56, 2247.339, 1581.808, 1259.47, 2051.9, 3401.367, 4462.857
267.9, 4351.381, 1005.674, 1545.411, 4.750109, 247.3845, 2423.126, 821.1851, 1354.834, 2.280602, 471.9499, 680.768, 2786.764, 943.6562, 1289.815, 373.4256, 2135.929, 1006.743, 245.9072, 470.1342, 1657.359, 2936.183, 1064.949, 581.4975, 964.8832, 2392.845, 1885.297, 2020.38, 1093.088, 4193.515, 809.9996, 2554.519, 2152.426, 1752.724, 1275.88, 2060.809, 3394.122, 4450.339
268, 4321.209, 963.2369, 1485.217, 4.555646, 236.9446, 2485.49, 784.1731, 1297.635, 2.180649, 452.4709, 652.4274, 2838.398, 902.7886, 1463.26, 451.2641, 2039.299, 1151.321, 235.0391, 449.0432, 1711.196, 3143.186, 1073.57, 557.2158, 922.3278, 2286.618, 1921.728, 1958.358, 1208.376, 4110.967, 769.54, 2547.98, 2313.04, 1673.356, 1312.482, 1971.627, 3397.58, 4315.817
268.1, 4209.47, 931.7349, 1422.777, 4.369144, 226.9453, 2462.382, 748.8293, 1387.444, 2.085077, 433.796, 625.2667, 2732.813, 863.6909, 1441.133, 500.6586, 2071.172, 1099.511, 224.6514, 428.8984, 1636.113, 3022.118, 1076.591, 533.9481, 881.6492, 2308.494, 1864.403, 1874.885, 1203.752, 4140.856, 731.1014, 2436.704, 2363.877, 1606.56, 1471.149, 1886.304, 3453.161, 4162.23
268.2, 4200.048, 960.7717, 1494.95, 4.190277, 217.3679, 2469.909, 786.0739, 1326.395, 1.993693, 415.8918, 698.4514, 2802.079, 1028.216, 1382.301, 478.1549, 2055.318, 1050.033, 214.7227, 409.6573, 1731.759, 2926.615, 1029.702, 511.652, 842.7648, 2288.335, 1778.838, 1840.197, 1177.653, 4077.115, 763.2088, 2356.958, 2264.042, 1533.811, 1407.628, 1886.721, 3310.698, 4263.077
268.3, 4181.459, 920.2292, 1432.101, 4.018733, 208.1947, 2381.554, 783.2794, 1428.247, 1.906315, 398.7266, 669.3746, 2681.301, 983.6866, 1325.871, 456.6628, 1962.335, 1002.781, 205.2328, 391.2794, 1659.139, 3012.322, 1112.814, 490.2869, 805.5953, 2220.783, 1697.2, 1761.761, 1271.642, 3979.715, 725.0864, 2453.765, 2324.297, 1505.926, 1346.85, 2011.618, 3344.245, 4178.412
268.4, 4195.178, 881.3975, 1429.64, 3.854211, 199.4087, 2432.635, 747.9758, 1370.637, 1.822766, 401.04, 641.5084, 2756.598, 1012.305, 1464.217, 436.9357, 1873.559, 957.6559, 196.1624, 373.726, 1704.88, 3053.498, 1064.348, 469.8139, 885.3617, 2166.693, 1705.672, 1851.626, 1216.354, 4046.553, 688.8683, 2346.604, 2226.134, 1437.734, 1392.613, 1924.564, 3422.424, 3987.281
268.5, 4182.197, 847.4343, 1369.537, 3.696424, 190.9934, 2406.597, 714.2635, 1481.956, 1.742879, 473.0352, 666.2693, 2766.299, 968.4648, 1404.443, 466.3239, 2160.624, 914.5611, 187.4928, 356.9601, 1650.992, 2958.421, 1017.992, 450.1958, 846.3135, 2240.247, 1672.755, 1847.471, 1271.995, 3985.06, 748.2826, 2392.663, 2132.116, 1532.072, 1400.603, 1942.165, 3281.23, 4066.913
268.6, 4202.488, 811.6743, 1323.784, 3.545098, 182.9333, 2384.023, 781.2595, 1475.022, 1.666493, 453.5115, 750.8476, 2647.063, 926.5228, 1347.109, 474.2564, 2062.877, 1088.044, 179.2064, 340.9463, 1578.551, 3015.627, 973.656, 513.241, 808.9875, 2241.733, 1599.817, 1768.725, 1305.963, 3901.641, 710.9058, 2369.68, 2198.487, 1631.604, 1340.128, 2052.757, 3215.995, 4058.86
268.7, 4019.868, 777.4234, 1275.835, 3.399966, 175.2133, 2306.237, 746.0471, 1410.12, 1.593454, 494.3398, 719.5895, 2803.643, 974.5683, 1393.164, 452.9395, 1969.553, 1039.081, 171.2862, 325.6508, 1676.683, 3049.602, 931.2506, 496.5754, 860.6431, 2232.752, 1663.517, 1755.298, 1249.182, 3953.689, 1024.443, 2286.121, 2178.326, 1676.094, 1399.797, 2035.787, 3442.904, 3873.197
268.8, 4147.279, 839.3862, 1298.62, 3.260776, 167.8191, 2380.608, 712.4216, 1391.753, 1.523617, 473.9367, 689.6328, 2737.077, 1024.48, 1336.291, 459.9377, 1957.972, 992.3225, 163.7161, 311.0416, 1603.114, 3020.659, 1012.118, 475.8398, 822.6851, 2338.681, 1587.172, 1843.461, 1310.195, 3865.608, 1018.157, 2261.833, 2182.358, 1822.738, 1394.614, 1947.688, 3300.864, 3981.766
268.9, 4035.745, 803.9658, 1293.82, 3.127284, 160.7369, 2266.252, 680.3118, 1330.515, 1.456841, 464.0966, 660.9232, 2675.292, 980.1118, 1439.696, 474.2778, 2068.852, 1017.298, 156.4805, 297.0878, 1707.5, 2898.789, 968.0374, 455.9702, 786.4012, 2301.724, 1580.19, 1764.886, 1289.052, 3958.678, 967.2997, 2268.143, 2090.19, 1783.07, 1366.336, 1863.401, 3164.685, 3980.688
269, 4190.241, 808.4836, 1310.531, 2.999257, 153.9536, 2481.844, 831.9951, 1373.948, 1.392991, 444.9419, 633.4087, 2612.796, 937.6653, 1380.923, 468.6389, 2052.01, 1012.156, 149.5647, 283.7599, 1632.58, 3084.315, 925.8767, 436.9301, 898.2776, 2306.839, 1682.056, 1689.66, 1416.972, 3791.198, 918.983, 2321.395, 2222.595, 1702.328, 1375.921, 1922.944, 3187.262, 3834.466
269.1, 4043.524, 837.2106, 1274.722, 2.876472, 147.4566, 2396.89, 794.4958, 1313.493, 1.33194, 426.5776, 607.0397, 2500.176, 1127.376, 1324.55, 447.5745, 1959.177, 1073.604, 142.9546, 271.03, 1610.138, 3069.487, 979.0627, 418.6852, 858.6598, 2316.339, 1604.86, 1777.942, 1355.364, 3745.464, 1035.553, 2238.17, 2128.728, 1743.544, 1381.678, 1900.672, 3222.756, 3838.618
269.2, 4045.708, 801.8821, 1240.884, 2.758713, 141.2338, 2301.729, 758.6868, 1255.698, 1.273565, 414.6462, 653.4584, 2644.845, 1078.552, 1455.184, 427.4569, 1977.853, 1025.291, 136.6366, 258.8712, 1816.068, 2945.647, 936.4218, 412.0387, 904.9932, 2213.508, 1586.522, 1702.16, 1371.782, 3772.66, 983.8271, 2259.819, 2124.195, 1664.592, 1322.02, 1948.497, 3215.422, 3853.792
269.3, 4009.448, 768.0444, 1341.438, 2.645775, 135.2735, 2191.163, 825.7278, 1200.445, 1.217747, 397.5324, 746.609, 2583.307, 1031.842, 1395.779, 408.2436, 2007.012, 979.1528, 130.5978, 398.9152, 1743.654, 2928.292, 995.2991, 497.4496, 865.0792, 2198.939, 1627.067, 1629.608, 1353.929, 3705.21, 934.6848, 2334.1, 2034.483, 1589.215, 1450.033, 1899.202, 3166.913, 3823.547
269.4, 3935.847, 735.6346, 1387.746, 2.53746, 129.5648, 2234.936, 819.4332, 1147.624, 1.164377, 381.1249, 715.5274, 2563.903, 1067.227, 1338.799, 389.8938, 1996.237, 935.0906, 124.8259, 381.0192, 1743.499, 2971.618, 951.951, 476.6775, 826.9256, 2326.068, 1552.394, 1761.335, 1295.063, 3636.369, 887.9972, 2365.866, 2004.352, 1517.252, 1387.424, 1862.344, 3100.42, 3830.967
269.5, 3942.037, 704.5923, 1354.668, 2.43358, 124.097, 2127.578, 935.6783, 1097.128, 1.113345, 365.3947, 685.7397, 2453.391, 1021.008, 1284.145, 372.3689, 1905.927, 893.0113, 119.3091, 363.9261, 1732.503, 2911.245, 910.491, 456.7728, 833.6222, 2222.805, 1528.828, 1686.261, 1238.756, 3584.331, 843.6416, 2262.543, 1936.63, 1448.547, 1327.518, 1848.67, 3125.181, 3690.802
269.6, 3846.223, 674.86, 1324.844, 2.333952, 118.86, 2094.165, 893.506, 1048.853, 1.06455, 350.3136, 657.1922, 2519.08, 1079.478, 1484.53, 355.6316, 1819.703, 852.8256, 114.0361, 347.5998, 1656.485, 2967.027, 870.8365, 437.6993, 796.856, 2124.126, 1458.665, 1724.572, 1184.897, 3608.312, 921.062, 2163.734, 2065.103, 1382.953, 1440.783, 1905.531, 3260.522, 3677.33
269.7, 3792.289, 646.3824, 1281.64, 2.238404, 113.844, 1993.57, 853.2344, 1002.702, 1.017893, 335.855, 629.8331, 2582.639, 1032.729, 1423.927, 339.6467, 1865.032, 906.2428, 108.9962, 332.0059, 1835.064, 2855.034, 832.9092, 419.4222, 798.2737, 2144.195, 1391.721, 1699.424, 1219.642, 3607.718, 917.4753, 2214.752, 2055.319, 1320.33, 1463.411, 1875.876, 3126.007, 3660.736
269.8, 3627.495, 619.1064, 1244.545, 2.146766, 109.0396, 2086.126, 991.0509, 958.5818, 0.9732816, 321.9932, 603.6129, 2522.14, 988.0035, 1412.584, 324.3802, 1820.294, 918.7618, 104.179, 317.1116, 1754.546, 2935.332, 849.1936, 401.9084, 903.1284, 2074.173, 1327.849, 1626.989, 1191.323, 3639.791, 923.5895, 2208.38, 1968.516, 1354.952, 1400.224, 1794.697, 3125.807, 3493.284
269.9, 3734.411, 592.9814, 1239.126, 2.05888, 104.438, 1985.917, 946.3828, 968.1656, 0.9306251, 360.4089, 632.1691, 2511.946, 1058.382, 1455.133, 309.8, 1737.944, 877.4173, 99.57473, 302.8854, 1755.098, 2977.749, 812.2089, 385.1259, 937.8746, 2090.63, 1266.909, 1557.641, 1317.824, 3633.744, 877.4561, 2226.904, 2045.479, 1350.008, 1415.498, 1819.894, 3035.128, 3486.936
270, 3683.046, 567.9589, 1187.032, 1.974592, 100.0306, 1957.529, 903.728, 934.174, 0.8898382, 420.7402, 605.8517, 2527.918, 1047.976, 1395.73, 295.8751, 1779.921, 837.9333, 95.17393, 289.2975, 1686.268, 2965.729, 797.6935, 369.0441, 938.2521, 1997.819, 1208.766, 1491.248, 1324.248, 3661.948, 890.6322, 2273.164, 2048.216, 1288.876, 1389.934, 2008.162, 3137.073, 3401.972
270.1, 3765.869, 606.8701, 1137.129, 1.893755, 95.80921, 1863.497, 862.9957, 893.0692, 0.8508388, 500.4434, 646.856, 2454.037, 1048.266, 1520.651, 282.576, 1699.398, 906.2651, 90.96764, 276.3192, 1751.259, 3038.307, 857.6979, 353.6339, 896.8713, 1972.205, 1298.324, 1601.829, 1266.672, 3631.581, 846.145, 2280.92, 1961.712, 1397.374, 1329.92, 1921.259, 3007.65, 3367.886
270.2, 3602.223, 581.2615, 1151.763, 1.816227, 91.76595, 1865.427, 824.0992, 1027.139, 0.8135487, 479.7885, 719.0053, 2486.336, 1002.868, 1458.573, 269.8748, 1714.302, 865.4829, 86.94724, 263.923, 1674.419, 2960.614, 820.3428, 338.8672, 933.5858, 2020.3, 1443.618, 1533.553, 1211.6, 3918.557, 991.7, 2274.453, 1981.465, 1334.097, 1438.752, 1951.703, 3028.031, 3300.862
270.3, 3611.363, 556.7335, 1180.968, 1.741873, 87.89333, 1775.819, 786.9559, 1064.285, 0.7778929, 459.986, 689.0729, 2450.174, 959.4364, 1399.03, 257.7445, 1699.206, 826.5359, 83.10453, 252.083, 1615.479, 2861.165, 863.4795, 324.717, 916.749, 1982.549, 1381.562, 1468.188, 1158.922, 4235.96, 942.1645, 2386.636, 2035.026, 1435.966, 1452.764, 2033.004, 2931.081, 3363.643
270.4, 3643.461, 533.2405, 1131.319, 1.670563, 84.18413, 1758.168, 849.1117, 1017.455, 0.7437999, 441.0009, 660.3865, 2468.365, 917.8854, 1341.917, 246.1594, 1622.333, 823.0104, 79.43165, 240.7742, 1710.821, 2941.053, 950.4058, 367.3776, 1013.343, 1894.536, 1456.482, 1506.091, 1108.534, 4291.264, 1019.399, 2343.082, 1949.08, 1379.731, 1390.036, 2192.64, 2900.786, 3336.09
270.5, 3485.134, 510.7389, 1083.757, 1.602173, 80.63146, 1760.09, 846.7023, 972.6856, 0.711201, 422.7993, 632.8944, 2399.516, 1037.954, 1345.625, 235.095, 1757.691, 785.9747, 75.9211, 229.9727, 1635.754, 2883.635, 992.856, 352.037, 968.6507, 1940.503, 1389.638, 1507.057, 1154.559, 4249.266, 1045.587, 2240.754, 1912.643, 1317.253, 1431.427, 2236.619, 3067.041, 3246.81
270.6, 3487.526, 489.1868, 1038.195, 1.536582, 77.22872, 1824.333, 808.5402, 1128.835, 0.6800309, 405.349, 678.9223, 2435.317, 993.0026, 1290.693, 224.5279, 1763.236, 771.2211, 72.5657, 219.6557, 1563.982, 2890.358, 983.736, 337.3369, 973.4683, 1953.468, 1325.862, 1442.821, 1238.689, 4230.391, 1016.002, 2258.225, 1919.628, 1298.087, 1369.622, 2139.829, 3097.81, 3244.244
270.7, 3490.692, 468.5441, 1057.715, 1.473676, 73.96958, 1825.43, 772.0981, 1079.165, 0.6502268, 388.6189, 650.6586, 2341.813, 949.9979, 1238.003, 214.4358, 1683.467, 807.7099, 69.35859, 209.8016, 1495.359, 2880.249, 940.8916, 323.2507, 1053.624, 1866.746, 1459.025, 1470.151, 1184.833, 4120.825, 965.2525, 2312.48, 1838.555, 1239.307, 1368.976, 2047.227, 3005.649, 3130.03
270.8, 3379.681, 448.7726, 1013.248, 1.413346, 70.84798, 1797.114, 737.2986, 1031.68, 0.621729, 372.5793, 655.105, 2370.276, 908.8556, 1187.464, 204.7974, 1676.642, 771.3627, 66.29323, 200.3896, 1495.859, 2764.044, 925.6437, 309.7527, 1007.155, 1941.612, 1467.633, 1407.488, 1198.286, 4022.366, 1116.461, 2211.489, 1958.196, 1327.866, 1309.867, 2176.424, 2912.96, 3249.92
270.9, 3298.72, 488.8451, 1065.703, 1.355485, 67.85811, 1784.522, 838.725, 986.2852, 0.5944802, 373.2064, 627.8328, 2268.11, 869.4951, 1138.988, 195.5921, 1787.792, 776.0012, 63.36334, 191.3998, 1490.494, 2759.257, 931.5233, 296.8183, 1026.184, 1855.417, 1420.131, 1464.137, 1146.187, 4100.908, 1210.224, 2236.447, 1875.495, 1267.737, 1275.242, 2082.239, 2976.169, 3179.434
271, 3405.744, 468.2169, 1059.409, 1.299994, 64.99442, 1698.801, 800.9224, 977.4605, 0.5684257, 357.8029, 601.6959, 2175.596, 831.8393, 1092.491, 186.8006, 1706.912, 741.0809, 60.56294, 182.8133, 1583.423, 2690.379, 890.9529, 284.424, 1006.505, 1861.848, 1387.356, 1401.731, 1096.353, 4086.558, 1149.774, 2138.776, 1874.419, 1210.331, 1220.18, 1992.129, 3080.94, 3249.372
271.1, 3257.748, 448.4591, 1014.871, 1.246773, 62.25158, 1778.573, 764.8237, 978.1437, 0.543513, 343.0352, 728.1082, 2187.798, 795.8142, 1125.406, 178.4043, 1797.448, 707.7321, 57.88631, 174.612, 1613.885, 2830.291, 958.7407, 300.3723, 962.114, 1951.058, 1323.685, 1404.662, 1100.608, 3984.322, 1121.556, 2045.372, 1795.256, 1249.833, 1412.503, 1981.202, 3189.059, 3233.001
271.2, 3317.601, 429.5351, 972.2046, 1.195732, 59.62449, 1693.137, 730.3521, 945.3896, 0.5196922, 328.877, 697.7968, 2151.568, 909.7219, 1079.464, 170.3854, 1823.027, 814.2689, 55.32797, 166.7786, 1543.072, 2853.896, 916.9849, 287.8296, 980.6917, 2040.623, 1262.936, 1344.791, 1052.755, 3996.833, 1091.595, 2172.836, 1795.422, 1193.237, 1351.514, 2008.856, 3368.312, 3675.323
271.3, 3334.112, 411.4096, 931.3323, 1.14678, 57.10826, 1706.265, 820.2857, 1027.917, 0.4969154, 326.7078, 668.7473, 2159.754, 870.3239, 1153.474, 162.7269, 1740.553, 777.6266, 52.8827, 159.2966, 1475.366, 2798.928, 950.9014, 275.8107, 937.439, 1964.738, 1269.295, 1352.38, 1006.984, 3997.106, 1071.064, 2178.939, 1725.697, 1175.503, 1293.159, 1921.922, 3435.761, 3824.077
271.4, 3328.206, 406.2084, 973.0284, 1.099833, 54.69823, 1733.717, 783.3143, 1041.678, 0.4751368, 338.2272, 640.9072, 2262.779, 832.6321, 1294.188, 155.4126, 1850.881, 742.6332, 50.5455, 152.1503, 1649.652, 2716.628, 909.4871, 264.2936, 896.094, 2045.699, 1211.042, 1430.543, 963.202, 3827.999, 1017.565, 2231.214, 1720.801, 1225.687, 1377.403, 1867.14, 3588.427, 4179.764
271.5, 3187.223, 389.0672, 932.1215, 1.054807, 52.3899, 1775.452, 769.1711, 1146.138, 0.4543128, 395.4712, 614.226, 2243.428, 877.8128, 1354.051, 148.4272, 1958.757, 709.2145, 48.3116, 236.8658, 1584.274, 2688.927, 932.532, 253.2575, 856.5724, 2198.355, 1423.663, 1369.568, 1050.22, 3912.496, 966.7371, 2151.548, 1762.92, 1230.864, 1317.93, 1955.961, 3440.384, 4455.674
