 , C000, C005, C006, C007, C008, C010, C015, C016, C018, C019, C020, C021, C027, C028, C030, C031, C032, C033, C036, C044, C048, C049, C053, C057, C059, C063, C064, C066, C069, C070, C075, C076, C077, C078, C083, C102, C103, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 111.6272, 0, 0, 0, 0, 0, 31.24237, 19.43909, 0.4499207, 20.08267, 0, 0, 0, 0, 142.7983, 113.6821, 0, 0, 0, 0, 81.57336, 0, 107.7867, 238.6783, 86.3717, 0, 47.05322, 96.89282, 115.4323, 0, 76.46387, 28.43958, 73.08701, 60.97833, 0, 72.6748
0.2, 38.47095, 55.82028, 106.7012, 0, 32.12842, 0, 0, -3.051758e-05, 118.9991, 18.60498, 51.35638, 43.02374, 0, 49.15086, 0, 0, 171.9591, 213.9939, 0, 0, 6.103516e-05, 156.876, 77.46375, 61.70264, 162.8496, 227.6692, 82.82336, 0, 44.97894, 126.9935, 172.4675, 0, 72.78461, 27.27356, 113.3272, 110.4122, 79.38171, 69.4967
0.3, 51.4281, 53.4472, 241.7777, 0, 78.21289, 47.22986, 0, -3.051758e-05, 114.1919, 17.80664, 49.21912, 41.09509, 52.32385, 47.02454, 7.629395e-06, 0, 290.0355, 205.2975, 83.96135, 106.0707, 81.91498, 150.3336, 73.56122, 125.2145, 234.3525, 217.1678, 213.5918, 0, 42.99609, 121.4923, 185.9142, 53.83124, 69.28235, 63.27954, 107.8658, 153.6678, 117.5002, 137.9034
0.4, 71.22171, 51.17502, 231.1084, 0, 128.769, 45.27957, 6.103516e-05, -4.577637e-05, 109.5789, 123.6296, 47.17078, 39.25287, 53.89099, 44.99022, 7.629395e-06, 0, 378.0649, 196.9547, 79.27402, 100.5603, 77.77722, 144.064, 69.85522, 119.701, 367.7781, 207.1509, 204.817, 0, 84.03717, 226.1825, 177.6714, 60.60657, 65.94861, 60.6853, 205.134, 145.6996, 111.7569, 131.8728
0.5, 68.12482, 48.99944, 350.3275, 0, 149.57, 43.40982, 0, -4.577637e-05, 147.4179, 183.2412, 45.20767, 37.49326, 51.49045, 43.04389, 7.629395e-06, -3.814697e-06, 400.7731, 188.9507, 74.84836, 95.33614, 73.84839, 233.8629, 66.33594, 157.6568, 384.4849, 197.596, 245.5323, 0, 80.33252, 331.8041, 291.5644, 103.4144, 135.3091, 158.787, 195.2484, 138.1445, 232.0915, 154.2427
0.6, 102.6586, 96.20541, 388.5243, 102.6088, 183.8325, 41.61728, 86.22626, -3.051758e-05, 141.4627, 212.5952, 231.8981, 35.81248, 49.19682, 121.3057, 7.629395e-06, -3.814697e-06, 384.2766, 181.2721, 70.66978, 260.7899, 70.11804, 240.3846, 62.99402, 223.7878, 409.156, 188.4818, 325.9789, 0, 138.2322, 317.4307, 309.2741, 98.79327, 182.498, 152.2772, 237.8221, 130.9812, 250.2711, 214.5676
0.7, 98.19476, 92.11547, 433.7905, 97.34667, 175.462, 39.89875, 182.9672, -3.051758e-05, 200.3907, 277.6534, 222.2473, 104.2769, 212.6981, 130.1381, 7.629395e-06, 0, 657.8099, 282.6859, 66.72448, 247.2417, 185.0966, 292.2697, 203.267, 310.5734, 404.0041, 179.7881, 472.832, 0, 151.4547, 332.3127, 325.5132, 246.868, 173.7167, 270.9461, 226.3612, 124.1894, 274.9518, 205.1844
0.8, 93.92505, 88.19939, 438.0773, 92.35444, 167.4727, 38.25119, 175.4271, -3.051758e-05, 192.2956, 265.7405, 212.9981, 124.3022, 203.2236, 124.5082, 7.629395e-06, -3.814697e-06, 630.7335, 271.198, 93.42139, 234.3974, 199.0682, 280.0806, 193.0266, 296.898, 449.6127, 171.4953, 453.4071, 0, 209.628, 508.8396, 430.0069, 292.4352, 165.3578, 259.8383, 294.3058, 168.6938, 312.851, 196.2115
0.9, 89.84097, 84.44982, 516.5173, 97.40027, 335.8635, 36.67167, 168.1978, -3.051758e-05, 184.5275, 375.6296, 204.1339, 118.73, 194.1711, 119.1218, 7.629395e-06, -3.814697e-06, 604.7716, 260.177, 233.4503, 222.2204, 189.0125, 289.5621, 183.302, 283.8248, 603.2789, 163.585, 434.7804, 0, 320.8652, 550.7639, 410.942, 293.2401, 176.7146, 249.1857, 280.1229, 268.7073, 297.5589, 254.3718
1, 214.9316, 80.85964, 569.6348, 92.40529, 384.5499, 35.15736, 168.4492, -3.051758e-05, 177.0732, 359.5129, 271.0878, 113.4075, 337.3364, 113.9685, 0, -7.629395e-06, 579.8784, 249.6039, 370.0255, 210.6759, 179.4648, 326.1936, 174.0674, 406.1639, 576.0787, 156.0396, 562.1316, 0, 306.7203, 526.9055, 392.7223, 374.5463, 211.1235, 277.6677, 297.5748, 254.7738, 283.0143, 372.3599
1.1, 212.3744, 86.33569, 561.7228, 87.66647, 367.0402, 33.70559, 161.5074, -3.051758e-05, 169.9201, 496.4269, 259.806, 170.634, 322.3099, 109.0381, 0, -7.629395e-06, 671.7097, 239.4604, 355.0255, 199.7312, 278.8284, 312.5898, 165.298, 446.2365, 550.105, 148.8422, 662.01, 0, 293.1991, 540.8344, 375.3104, 431.5836, 200.9647, 266.2842, 448.4489, 241.5628, 325.4083, 424.9065
1.2, 203.1399, 152.5693, 714.1594, 89.32629, 366.5243, 32.31377, 255.3655, -3.051758e-05, 163.0558, 728.4646, 282.3538, 162.9848, 425.02, 104.321, 0, -7.629395e-06, 841.291, 334.1927, 335.2054, 189.3551, 291.7328, 450.7471, 274.0548, 426.5875, 525.3022, 311.0828, 880.5469, 0, 280.2738, 517.4061, 442.8673, 423.2988, 191.2947, 255.3674, 547.2666, 364.3781, 309.5024, 481.7894
1.3, 267.1248, 149.5208, 702.8356, 207.5761, 349.8354, 30.97942, 244.842, -3.051758e-05, 357.5057, 908.3364, 278.9351, 386.6874, 495.9324, 99.80798, 7.629395e-06, -5.722046e-06, 1211.113, 320.6117, 433.7047, 298.7521, 276.9963, 532.2349, 260.2481, 407.8037, 501.6178, 440.7714, 1004.769, 0, 267.9184, 667.6097, 423.2321, 555.7913, 182.09, 244.8983, 645.5709, 493.9472, 294.3741, 475.4438
1.4, 386.0663, 143.1642, 707.3575, 196.931, 333.9064, 29.70017, 296.3789, -1.525879e-05, 409.8745, 1148.486, 267.3268, 369.3529, 473.8413, 95.49017, 0, -5.722046e-06, 1455.345, 307.5826, 490.7857, 349.5733, 384.939, 622.208, 314.5904, 389.847, 681.5801, 480.4392, 1206.664, 0, 256.1077, 788.1735, 470.3282, 683.5607, 173.3283, 384.9755, 796.3253, 684.249, 456.09, 508.1144
1.5, 403.7132, 255.8552, 868.0699, 186.8318, 318.7027, 28.47375, 284.1652, -1.525879e-05, 442.9494, 1364.112, 435.0981, 352.7955, 452.7343, 91.35918, 0, -5.722046e-06, 1589.152, 295.0829, 463.3865, 331.4128, 365.4944, 730.308, 492.1002, 372.6809, 719.7297, 458.2788, 1336.471, 0, 296.4613, 859.5698, 449.4755, 838.4357, 164.9881, 369.1928, 1039.025, 728.6677, 433.7965, 485.8942
1.6, 386.1588, 244.9781, 908.4259, 199.3931, 304.1912, 27.29797, 272.4549, -1.525879e-05, 425.0557, 1420.814, 462.3539, 336.9803, 602.3858, 87.40689, 0, -5.722046e-06, 1865.914, 283.0913, 437.5169, 314.1958, 399.2407, 787.5566, 568.8278, 447.8901, 687.2791, 504.4849, 1499.073, 0, 357.9219, 822.3344, 429.5474, 800.9699, 157.0493, 354.0571, 1006.789, 1020.162, 481.8039, 505.7321
1.7, 369.3677, 234.5635, 1082.381, 208.5968, 290.3405, 215.9976, 361.7464, -1.525879e-05, 476.6095, 1560.042, 443.1124, 321.8741, 575.5529, 83.62558, 0, -3.814697e-06, 2157.088, 271.5869, 413.0915, 297.8732, 414.6193, 870.7057, 690.7333, 428.1683, 714.9114, 481.2154, 1545.771, 0, 342.1435, 791.8013, 410.5028, 765.1783, 149.4924, 416.6673, 1091.463, 1076.931, 458.2535, 517.436
1.8, 353.3067, 224.5916, 1034.617, 197.8993, 277.1205, 207.0783, 346.839, -1.525879e-05, 457.356, 1493.107, 447.1116, 307.4451, 656.4388, 80.00785, 0, -5.722046e-06, 2280.854, 423.4342, 390.0298, 282.3985, 452.0285, 834.3931, 655.9347, 551.2358, 740.7489, 459.0192, 1688.037, 0, 327.0607, 757.5015, 392.3026, 831.7772, 142.2992, 399.5853, 1038.864, 1021.088, 435.8542, 513.7981
1.9, 337.9441, 297.1171, 988.9611, 187.7505, 264.5024, 198.5273, 332.5459, -2.288818e-05, 438.8804, 1429.043, 428.5043, 293.6629, 674.8699, 76.54663, 0, -5.722046e-06, 2186.971, 406.2265, 368.2555, 341.5471, 429.1949, 799.5948, 622.8892, 526.9634, 765.428, 437.8468, 1639.213, 0, 312.6427, 724.6874, 452.1685, 811.7067, 135.452, 501.9276, 1087.091, 1074.641, 414.5498, 643.1783
2, 323.2495, 284.4859, 1057.842, 188.286, 392.5749, 190.3294, 318.8419, 8.427963, 421.1511, 1491.609, 435.7729, 280.4985, 644.8082, 73.23514, 0, -5.722046e-06, 2132.649, 389.7181, 347.6968, 323.8036, 407.5147, 766.2479, 591.5084, 562.235, 890.3962, 537.5428, 1571.871, 0, 298.8603, 773.9357, 499.5648, 835.9822, 128.9344, 481.3502, 1034.703, 1018.917, 545.5092, 615.0517
2.1, 309.1938, 272.3917, 1034.381, 188.69, 374.6998, 182.47, 322.8571, 8.039848, 404.1379, 1491.147, 417.6376, 267.9243, 638.8304, 70.06691, 3.814697e-06, -3.814697e-06, 2096.371, 373.8806, 355.7882, 306.9818, 386.9297, 734.2917, 561.7086, 628.9994, 850.2507, 559.2967, 1507.296, 0, 411.8276, 951.7708, 477.4159, 890.3257, 122.7303, 461.6165, 1017.767, 1001.166, 696.8431, 657.3763
2.2, 295.7494, 260.8116, 1085.346, 179.0134, 357.6387, 174.9352, 351.5857, 7.669601, 516.2185, 1507.551, 400.257, 255.9138, 610.374, 67.03575, 3.814697e-06, -5.722046e-06, 2058.043, 378.1671, 335.9256, 381.8271, 367.3845, 895.7526, 533.4102, 622.7209, 811.9152, 555.9533, 1618.607, 0, 445.4576, 938.677, 456.249, 932.0761, 194.4655, 442.6917, 990.7318, 949.2521, 662.7816, 628.6287
2.3, 282.8895, 249.7238, 1068.908, 169.8331, 341.3544, 167.7115, 337.097, 58.04208, 635.6562, 1561.152, 551.7201, 244.4416, 583.1852, 64.13571, 3.814697e-06, -3.814697e-06, 2123.637, 443.5558, 367.2045, 361.991, 348.8265, 937.7295, 506.5373, 629.6481, 1064.384, 530.3098, 1590.188, 0, 544.6461, 898.0146, 436.0206, 1070.268, 185.1083, 424.5428, 942.9875, 900.0299, 791.0182, 601.1382
2.4, 372.5529, 239.1074, 1109.348, 290.4844, 325.8115, 160.7861, 323.2054, 55.36917, 609.9778, 1494.169, 528.7595, 233.4837, 571.5074, 61.36114, 0, -3.814697e-06, 2333.547, 597.7577, 432.6072, 415.7803, 413.333, 898.6216, 481.0183, 711.723, 1083.37, 505.8491, 1524.86, 0, 540.2709, 974.9319, 679.1669, 1022.442, 176.2013, 407.1379, 966.9984, 1015.763, 762.1199, 723.1526
2.5, 446.533, 228.9424, 1159.684, 472.3065, 359.4705, 154.1467, 309.8862, 52.81937, 585.3367, 1430.06, 578.9575, 223.0171, 546.0499, 58.7066, 0, -3.814697e-06, 2237.495, 595.6007, 408.456, 394.1803, 564.1226, 861.1448, 456.785, 749.1992, 1034.524, 643.5289, 1667.593, 0, 516.4539, 932.6992, 699.8966, 976.7542, 167.7229, 599.4836, 1045.062, 963.0918, 842.7031, 776.674
2.6, 427.1167, 219.2094, 1108.509, 448.0852, 343.1027, 147.7814, 297.116, 50.38699, 561.691, 1368.702, 615.9462, 213.0197, 521.7264, 56.16689, 3.814697e-06, -1.907349e-06, 2233.758, 571.3965, 415.696, 373.7025, 594.1343, 936.9056, 433.7725, 716.2099, 1117.109, 769.0518, 1599.085, 0, 673.3588, 892.2958, 668.8657, 933.1075, 159.6525, 628.2991, 1207.53, 966.9084, 801.512, 742.7094
2.7, 408.5446, 209.8903, 1171.625, 497.1977, 343.6696, 141.679, 284.872, 48.0666, 539.0005, 1397.422, 590.3126, 203.4704, 621.6086, 53.73706, 0, -3.814697e-06, 2227.191, 651.3805, 660.6425, 467.2568, 672.6078, 1090, 411.9194, 684.6732, 1066.742, 782.9863, 1649.516, 0, 643.6748, 995.0411, 781.3767, 891.4114, 151.9703, 642.4238, 1149.338, 916.7706, 820.0083, 710.23
2.8, 402.9966, 200.9673, 1119.922, 471.6999, 328.0213, 135.8286, 273.1326, 45.85308, 517.2267, 1337.464, 606.9357, 194.3492, 632.4354, 51.41234, -3.814697e-06, 27.06055, 2393.846, 624.9095, 920.0943, 442.9826, 651.4973, 1064.568, 391.1671, 654.5251, 1018.646, 938.3864, 1680.544, 0, 615.2994, 951.9371, 746.7333, 851.5784, 144.6579, 731.6023, 1093.95, 1022.044, 779.9265, 857.882
2.9, 399.2153, 192.4236, 1070.502, 447.5097, 313.0855, 130.2198, 261.8769, 43.7415, 496.3324, 1280.079, 581.6771, 185.6369, 604.2639, 49.18818, -1.907349e-06, 65.30754, 2415.365, 599.5142, 873.9437, 419.9695, 776.9467, 1020.171, 371.4604, 625.7046, 1000.138, 992.4849, 1634.254, 0, 672.207, 940.0172, 713.6259, 813.5254, 160.9189, 701.6089, 1101.612, 969.0474, 741.804, 978.8142
3, 381.8564, 184.2432, 1023.262, 424.56, 298.8298, 124.8425, 251.0851, 41.72716, 476.2822, 1225.156, 557.4698, 177.3151, 577.3472, 47.06026, -1.907349e-06, 62.50221, 2315.945, 598.6016, 825.1537, 398.1519, 781.9671, 1081.561, 352.7465, 598.1531, 1059.274, 1075.365, 1567.116, 0, 680.5936, 1043.582, 681.9863, 777.1727, 153.1759, 760.3619, 1193.282, 1075.994, 705.5448, 936.0099
3.1, 389.817, 196.6495, 1046.787, 402.7873, 291.2544, 119.6874, 240.738, 39.80557, 457.042, 1172.59, 534.2698, 169.3664, 551.6296, 45.02438, -3.814697e-06, 68.60103, 2421.74, 595.5576, 786.3621, 452.6026, 742.4671, 1112.826, 334.9754, 571.8148, 1011.514, 1025.763, 1670.196, 0, 673.323, 1115.845, 651.7495, 742.4446, 145.8054, 857.059, 1135.777, 1020.199, 671.058, 1295.389
3.2, 372.8668, 203.1676, 1122.326, 382.1312, 286.8971, 114.745, 230.8173, 155.4409, 568.4142, 1173.596, 563.2828, 161.774, 527.0575, 43.07658, -5.722046e-06, 65.65422, 2530.705, 606.5646, 742.4617, 429.0897, 891.7502, 1103.547, 318.0996, 632.1189, 965.9078, 1072.018, 1658.43, 0, 643.6407, 1190.328, 622.8532, 709.2682, 138.7896, 821.9224, 1081.042, 967.2982, 638.257, 1438.177
3.3, 398.0148, 194.5305, 1111.604, 362.5344, 273.8338, 110.0068, 221.3054, 148.2827, 545.4521, 1214.019, 539.8409, 154.5219, 503.58, 41.21305, -3.814697e-06, 62.834, 2538.344, 669.011, 751.5311, 406.7983, 846.7048, 1195.12, 302.074, 664.1665, 922.3577, 1069.934, 1590.298, 0, 615.2668, 1140.522, 595.2382, 677.5743, 132.1114, 811.3953, 1028.946, 963.9599, 660.033, 1580.609
3.4, 380.7082, 186.2605, 1062.55, 343.9425, 287.4758, 105.4643, 212.1855, 141.4541, 523.4177, 1161.93, 611.9769, 147.595, 481.1483, 39.43013, -3.814697e-06, 60.13493, 2433.863, 641.8235, 709.5752, 443.0224, 830.1215, 1217.554, 286.8557, 634.9214, 880.7711, 1041.769, 1620.723, 0, 632.391, 1091.116, 568.8474, 682.0314, 125.7545, 981.6243, 979.36, 965.7007, 627.7708, 1756.936
3.5, 364.1541, 178.342, 1015.661, 326.3041, 351.5741, 101.1093, 203.4415, 167.9441, 502.2733, 1256.696, 586.5085, 140.9786, 459.7158, 37.72434, -3.814697e-06, 57.55179, 2458.629, 657.7744, 669.9615, 420.0072, 788.189, 1166.776, 272.4041, 652.0918, 841.0595, 1124.01, 1723.175, 0, 694.9836, 1043.85, 543.6268, 651.5546, 119.7034, 962.1936, 932.1637, 936.6725, 597.0855, 1831.938
3.6, 348.3198, 170.7603, 1044.864, 309.5703, 335.5659, 96.93411, 212.4899, 160.2101, 481.9832, 1234.872, 562.1001, 134.6588, 472.6372, 36.09235, -3.814697e-06, 55.07962, 2390.147, 631.0436, 632.5594, 398.1877, 914.673, 1118.116, 258.6806, 623.3784, 803.1384, 1072.165, 1747.798, 0, 705.3759, 1005.694, 519.5244, 695.0224, 207.5443, 922.7467, 887.2418, 922.2964, 567.9001, 1835.41
3.7, 393.943, 218.6572, 998.7559, 293.6945, 320.2866, 92.93137, 226.1156, 152.8322, 462.5126, 1181.889, 577.0616, 128.6223, 451.5838, 34.53096, -3.814697e-06, 52.71364, 2333.358, 605.399, 610.3483, 465.1436, 868.4696, 1213.327, 245.6485, 595.9294, 766.9271, 1051.992, 1675.995, 0, 674.2804, 1037.663, 496.4905, 682.6754, 213.4214, 922.3157, 844.4848, 963.1455, 540.1414, 1910.507
3.8, 394.3445, 225.3376, 954.6821, 278.633, 311.23, 89.0939, 253.2053, 145.7941, 603.5302, 1189.533, 553.0463, 268.1429, 693.4731, 33.03712, -1.907349e-06, 50.44929, 2528.854, 604.0621, 605.1157, 440.9792, 893.8721, 1235.633, 233.2729, 656.9892, 732.3485, 1003.468, 1799.226, 0, 644.5558, 1033.157, 474.4779, 812.4147, 203.152, 1003.693, 890.7405, 1010.701, 648.059, 1896.736
3.9, 392.2214, 266.1975, 1001.235, 264.3439, 380.1752, 85.4149, 242.7708, 139.0801, 579.1495, 1347.938, 530.0305, 320.7667, 687.7612, 31.6079, -1.907349e-06, 48.28221, 2535.399, 640.3666, 571.3337, 449.3156, 976.6502, 1217.506, 221.5208, 628.0602, 921.7382, 1039.675, 1725.31, 0, 680.6973, 1134.117, 453.4413, 799.1973, 193.3768, 1035.232, 937.5466, 958.2922, 616.3821, 1883.274
4, 506.1053, 254.8808, 1105.238, 250.7876, 362.8647, 81.88783, 306.0048, 132.6753, 614.7238, 1374.165, 507.9724, 306.3873, 670.6058, 30.24051, 302.7663, 46.20822, 2445.09, 614.3431, 574.8284, 425.9735, 966.4575, 1281.907, 210.3607, 724.9894, 955.2915, 1175.942, 1825.686, 0, 670.0306, 1084.988, 433.3373, 896.4166, 198.0674, 1052.757, 892.3653, 908.6012, 586.2535, 1856.606
4.1, 484.0987, 344.4671, 1148.802, 237.9264, 346.3425, 78.50639, 293.4864, 126.5655, 624.6251, 1339.866, 492.8628, 325.8837, 726.0182, 28.93228, 287.7838, 44.22332, 2473.51, 589.3773, 542.7373, 502.6293, 946.5711, 1363.693, 199.7629, 693.066, 987.6555, 1177.004, 1798.621, 0, 663.4019, 1052.591, 414.1247, 917.4578, 188.5369, 1107.711, 849.3613, 1087.944, 557.5977, 1927.923
4.2, 463.049, 329.8229, 1135.502, 225.7248, 391.5427, 75.26459, 281.392, 120.737, 648.5569, 1425.974, 472.3516, 311.2749, 747.7269, 27.68064, 273.5427, 42.32367, 2470.424, 565.4259, 581.8737, 476.5175, 1163.122, 1353.89, 189.699, 662.5485, 1029.049, 1221.518, 1816.054, 0, 659.9751, 1006.994, 395.7639, 933.8384, 179.4649, 1062.298, 862.9077, 1031.53, 530.3425, 1843.614
4.3, 442.9145, 315.8013, 1085.394, 214.149, 373.7147, 72.15665, 269.796, 115.1769, 622.3573, 1474.927, 487.7117, 297.321, 714.4198, 26.48315, 260.0063, 40.50563, 2368.738, 542.4479, 549.3893, 451.7622, 1215.151, 1297.427, 180.1421, 668.0479, 982.6524, 1303.124, 1826.342, 0, 652.8639, 1048.186, 378.2172, 920.5024, 170.8295, 1151.464, 870.2795, 978.0412, 609.5485, 1787.232
4.4, 423.6555, 302.3757, 1078.164, 203.1668, 610.3975, 69.17705, 262.0078, 109.8729, 597.2161, 1451.154, 467.4148, 283.9927, 682.5964, 25.33746, 247.1398, 38.76569, 2423.176, 520.4038, 518.7184, 428.293, 1153.769, 1243.318, 171.0666, 698.5733, 984.52, 1326.62, 1914.191, 0, 624.0834, 1002.78, 361.4484, 879.3694, 162.6096, 1104.258, 923.8517, 927.3262, 625.0828, 1812.09
4.5, 405.234, 289.521, 1030.586, 192.7478, 582.6044, 66.32049, 251.2106, 104.8131, 573.0905, 1470.821, 514.6561, 271.2618, 652.1905, 24.24133, 234.9099, 37.10049, 2407.606, 543.0992, 536.3291, 406.043, 1095.488, 1348.973, 162.4484, 667.8132, 1057.405, 1344.011, 1939.692, 0, 728.0705, 996.0746, 345.4231, 894.8638, 154.7852, 1082.727, 928.2307, 987.6274, 701.5193, 1732.846
4.6, 387.6135, 277.2127, 1122.473, 182.8631, 567.9908, 63.58188, 384.4783, 99.98636, 549.9396, 1521.508, 493.238, 259.1017, 623.139, 51.65037, 223.2853, 35.50681, 2419.825, 589.4982, 506.3873, 384.9489, 1040.151, 1292.714, 154.2644, 638.4075, 1009.73, 1527.894, 1860.006, 0, 810.6144, 976.1768, 330.1083, 908.6739, 147.3372, 1038.339, 991.1465, 1085.779, 779.5544, 1888.681
4.7, 411.3878, 265.4276, 1149.68, 173.4853, 542.1287, 60.95636, 379.5899, 95.38187, 527.7238, 1456.226, 472.7111, 310.6483, 627.0682, 49.41592, 212.2359, 33.98159, 2361.587, 572.546, 482.7316, 364.9506, 1055.755, 1397.648, 146.4926, 701.5739, 964.2036, 1834.465, 1931.679, 0, 817.5619, 933.8899, 315.4725, 1197.416, 284.6184, 995.7706, 995.3137, 1029.478, 741.45, 1872.842
4.8, 493.6328, 352.9372, 1098.946, 164.5885, 554.0366, 58.43926, 398.4811, 90.98943, 506.4055, 1443.031, 453.0385, 337.5817, 599.1359, 47.27814, 201.7334, 32.52189, 2264.381, 646.6714, 487.6407, 345.9912, 1270.898, 1437.852, 364.92, 670.6817, 920.7303, 1780.369, 1852.322, 0, 781.521, 940.7448, 301.4856, 1434.336, 270.9232, 982.1273, 966.5262, 1120.775, 742.3749, 1790.941
4.9, 523.5516, 337.933, 1050.451, 156.1479, 528.8097, 56.0261, 382.0598, 200.0573, 485.9484, 1381.116, 434.1846, 322.4485, 575.4297, 45.23284, 191.7505, 31.1249, 2290.594, 620.3917, 460.417, 328.0168, 1206.701, 1377.887, 346.5356, 738.1012, 879.217, 1854.359, 1925.521, 0, 747.0688, 1094.762, 521.9751, 1370.242, 257.887, 941.8633, 1052.279, 1100.307, 750.1049, 1789.297
5, 500.7863, 323.5665, 1086.146, 148.1401, 504.7314, 53.71259, 366.3153, 190.8444, 572.3121, 1404.617, 416.1154, 374.6664, 549.7975, 43.27603, 182.2616, 29.78791, 2429.141, 647.0731, 506.2778, 310.9762, 1145.746, 1398.038, 329.0774, 812.8046, 839.5756, 1768.826, 1969.534, 0, 714.1356, 1047.338, 498.8326, 1376.138, 245.4781, 990.5364, 1001.568, 1043.252, 713.4401, 1863.269
5.1, 637.4462, 309.8109, 1128.02, 140.543, 514.0913, 51.49461, 351.2197, 204.7811, 549.1926, 1344.351, 398.7981, 366.149, 641.6902, 42.96756, 173.2423, 28.50835, 2351.141, 622.1062, 478.0137, 294.8209, 1087.87, 1412.28, 506.7195, 777.0145, 801.7214, 1687.239, 1995.813, 0, 759.7162, 1102.234, 476.7162, 1346.661, 233.6662, 949.9277, 979.5134, 1144.027, 678.5673, 1872.682
5.2, 807.669, 296.64, 1221.563, 133.3356, 534.183, 49.36821, 399.4873, 295.7212, 527.0071, 1386.094, 584.3375, 391.3422, 613.1064, 41.10874, 164.6694, 27.28376, 2254.365, 767.1827, 459.2953, 279.5048, 1128.403, 1382.545, 481.1913, 742.8005, 829.1318, 1813.793, 2049.429, 0, 726.2253, 1191.78, 455.5803, 1286.485, 222.4227, 1038.964, 1081.753, 1153.434, 645.3992, 1806.796
5.3, 932.8258, 342.0119, 1167.657, 126.4977, 558.4776, 47.32963, 444.2554, 478.5143, 505.7177, 1507.651, 655.5628, 469.4037, 585.796, 39.33034, 156.5206, 26.11176, 2568.425, 736.0057, 433.6541, 264.9844, 1071.403, 1406.322, 456.9493, 710.093, 977.3094, 1747.636, 2254.45, 0, 694.2108, 1220.516, 435.3815, 1409.452, 211.7202, 1121.662, 1029.623, 1219.837, 674.9651, 1957.733
5.4, 1054.863, 355.1764, 1116.13, 120.0105, 666.186, 45.37522, 453.5854, 456.4781, 590.0638, 1463.652, 628.2806, 448.3612, 559.702, 37.62886, 148.7751, 24.99012, 2484.209, 706.0956, 409.4444, 346.69, 1017.283, 1368.63, 433.9285, 678.8256, 953.8252, 1800.041, 2549.11, 0, 663.6075, 1344.554, 416.0782, 1346.47, 201.5327, 1075.678, 1088.809, 1156.584, 641.9731, 1924.268
5.5, 1229.376, 352.5088, 1127.205, 113.856, 635.8526, 43.50152, 605.1978, 435.4568, 682.8395, 1546.237, 603.016, 465.8414, 534.7704, 36.001, 254.7437, 103.0631, 2653.609, 765.0058, 386.5863, 328.6793, 996.0914, 1599.527, 412.0675, 648.9351, 910.8198, 1759.75, 2636.571, 0, 634.3535, 1471.444, 397.6309, 1286.303, 191.8354, 1436.552, 1036.339, 1209.462, 661.2736, 2003.905
5.6, 1290.793, 399.7719, 1123.832, 108.0172, 736.7565, 41.70519, 580.2578, 607.1014, 655.2551, 1579.462, 814.3131, 444.9586, 510.9493, 34.44357, 270.2207, 141.242, 2566.546, 921.6203, 365.0042, 556.4339, 945.7752, 1596.113, 391.3078, 620.3607, 903.3354, 1725.472, 2870.594, 0, 606.389, 1501.016, 380.0013, 1372.708, 182.6047, 1377.658, 986.3963, 1218.876, 628.9507, 2009.399
5.7, 1362.638, 589.0735, 1074.239, 102.4777, 940.3758, 39.98304, 611.9808, 674.4133, 628.785, 1562.6, 780.4243, 425.0119, 488.1894, 116.1998, 256.8487, 135.1749, 2555.978, 884.1672, 367.9965, 527.5269, 1012.914, 1639.956, 371.594, 593.0445, 862.6065, 1795.454, 3159.65, 0, 579.6573, 1544.629, 514.8609, 1311.368, 173.8182, 1436.372, 1043.265, 1155.673, 807.2335, 2006.405
5.8, 1303.387, 564.0305, 1075.742, 97.22235, 897.5577, 38.332, 627.3593, 643.3558, 708.8487, 1549.472, 747.9457, 469.9275, 466.4432, 111.1729, 244.1384, 129.3683, 2450.771, 848.2361, 347.4522, 500.1216, 1004.094, 1723.708, 352.8734, 566.9311, 823.7139, 1741.69, 3144.965, 0, 554.1041, 1707.313, 492.0338, 1316.015, 165.4545, 1377.485, 1040.725, 1150.338, 785.9924, 1918.663
5.9, 1246.713, 540.052, 1119.532, 92.2365, 856.6893, 36.74913, 601.506, 613.7285, 680.2136, 1632.868, 716.8188, 458.7381, 445.6658, 122.3314, 232.0571, 123.8112, 2349.894, 840.9739, 414.4102, 474.1401, 953.3735, 1673.168, 335.0959, 647.1945, 965.4528, 1758.582, 3015.764, 0, 529.6772, 1763.71, 470.2188, 1270.045, 157.4932, 1414.846, 990.5712, 1090.689, 747.5734, 1983.497
