 , C000, C005, C006, C007, C008, C010, C015, C016, C018, C019, C020, C021, C027, C028, C030, C031, C032, C033, C036, C044, C048, C049, C053, C057, C059, C063, C064, C066, C069, C070, C075, C076, C077, C078, C083, C102, C103, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
208.8, 420.8689, 857.0533, 554.2382, 920.3195, 311.8068, 1924.281, 3631.105, 645.8921, 8562.614, 847.6149, 2859.279, 946.7092, 974.6653, 1238.888, 534.814, 2066.348, 4413.591, 4353.501, 103.1253, 578.3218, 549.3992, 1372.868, 1449.884, 604.5623, 562.2156, 424.7785, 3061.08, 1570.544, 393.3093, 972.7042, 1054.686, 1255.345, 619.3539, 2596.934, 965.7153, 152.5457, 125.793, 1256.1
208.9, 402.5685, 820.6177, 529.7804, 937.4706, 297.6093, 1844.821, 3481.469, 616.148, 8407.221, 811.2472, 2917.831, 904.2699, 962.9241, 1195.035, 508.3484, 1986.018, 4451.076, 4216.193, 97.3681, 548.2778, 521.647, 1315.613, 1376.84, 577.9417, 536.8668, 485.739, 3003.907, 1496.924, 375.9709, 930.5678, 1066.139, 1279.517, 712.3929, 2490.469, 919.1765, 153.5614, 119.6442, 1201.169
209, 389.5117, 789.3738, 506.4019, 889.3943, 284.0583, 1768.642, 3337.999, 720.0351, 8324.236, 776.4398, 2796.401, 903.1194, 976.2119, 1143.337, 483.1926, 1976.278, 4286.646, 4324.461, 91.9323, 519.7945, 495.2968, 1260.745, 1416.3, 552.4933, 512.6609, 463.3342, 2880.501, 1426.756, 359.3968, 964.5651, 1018.87, 1222.341, 757.1594, 2486.101, 874.8805, 284.9221, 113.7961, 1148.641
209.1, 372.5749, 755.8154, 484.0551, 843.7835, 271.1243, 1695.609, 3537.205, 686.8766, 8253.273, 743.1259, 2930.933, 862.6342, 932.7271, 1299.919, 490.1566, 2104.403, 4110.202, 4226.257, 86.79997, 492.7909, 470.2775, 1287.304, 1386.637, 528.1655, 657.5554, 441.9627, 2839.044, 1569.802, 343.5534, 922.7814, 973.6974, 1167.72, 727.5701, 2477.963, 1152.842, 270.1478, 108.2337, 1202.503
209.2, 371.0885, 723.6838, 462.6944, 923.2759, 258.7793, 1807.436, 3391.438, 655.2452, 8392.938, 839.0003, 2850.043, 823.9639, 891.1792, 1243.683, 507.9346, 2129.191, 4067.776, 4315.291, 81.95417, 467.1902, 446.5221, 1306.925, 1356.151, 548.9711, 627.908, 421.5771, 2819.859, 1496.218, 328.4084, 882.8076, 930.5272, 1296.109, 838.1736, 2490.118, 1097.286, 256.1396, 102.9433, 1180.813
209.3, 354.9527, 692.9181, 442.2763, 875.9275, 246.9963, 1732.8, 3297.626, 634.7108, 8266.47, 803.0022, 2731.434, 787.0271, 977.4347, 1189.88, 482.7992, 2041.778, 4177.14, 4205.282, 77.37889, 531.3559, 423.9666, 1252.42, 1374.367, 755.4375, 629.1246, 402.1317, 2704.014, 1426.082, 313.931, 844.5655, 956.4648, 1238.193, 810.2324, 2453.914, 1044.407, 242.8578, 97.91148, 1177.064
209.4, 339.5185, 663.4603, 422.7592, 831.0073, 235.7498, 1857.24, 3314.904, 605.4816, 8305.374, 805.6721, 2770.579, 898.8063, 990.3841, 1138.405, 458.9077, 1954.072, 4167.67, 4276.254, 73.05904, 533.9092, 402.5505, 1295.54, 1390.731, 1048.776, 704.2814, 383.5833, 2673.654, 1359.235, 300.0919, 807.98, 914.0587, 1300.835, 771.2458, 2478.377, 1033.024, 230.2648, 93.1256, 1278.084
209.5, 324.7555, 635.2549, 404.1034, 836.6039, 225.0155, 1780.548, 3306.621, 577.5984, 8193.354, 771.1039, 2655.278, 858.5144, 946.2679, 1089.156, 436.1984, 2041.828, 4169.957, 4234.688, 68.98035, 612.9287, 382.2162, 1241.51, 1320.667, 1257.127, 672.5272, 365.8904, 2611.149, 1295.521, 286.8628, 789.2128, 873.5326, 1406.847, 734.1353, 2406.665, 1313.984, 218.3247, 88.57365, 1304.061
209.6, 310.6343, 608.2485, 478.283, 793.7003, 214.7699, 1707.023, 3428.164, 550.9994, 8227.57, 738.0189, 2768.043, 820.0287, 918.4627, 1042.038, 414.6129, 2044.238, 4196.158, 4110.97, 65.12936, 609.7913, 362.9091, 1219.78, 1417.843, 1376.111, 642.2048, 349.0136, 2503.878, 1337.434, 274.2169, 821.903, 834.8033, 1343.981, 698.8103, 2603.77, 1531.226, 207.0037, 84.2442, 1274.912
209.7, 306.9243, 591.5999, 802.0311, 864.6497, 204.9908, 1636.534, 3375.065, 680.8328, 8152.417, 706.3535, 2901.552, 823.4299, 877.5503, 1035.265, 394.0956, 1956.427, 4023.438, 4093.335, 61.49337, 654.5648, 344.5773, 1213.828, 1417.901, 1496.225, 613.2495, 517.4633, 2658.988, 1317.632, 262.1285, 786.2991, 797.7912, 1504.97, 665.1851, 2497.024, 1643.824, 196.2698, 80.12637, 1264.99
209.8, 293.5785, 566.4495, 766.6385, 878.6825, 195.657, 1626.313, 3348.025, 649.4797, 8242.699, 676.0467, 2953.937, 898.9724, 843.374, 1105.469, 374.5937, 1872.387, 3924.486, 4022.272, 58.06036, 620.5598, 327.1714, 1163.205, 1421.164, 1733.656, 585.5997, 493.5952, 2640.051, 1327.885, 250.573, 752.2376, 762.42, 1529.057, 633.1779, 2484.849, 1649.217, 186.0925, 76.20982, 1240.642
209.9, 280.813, 556.9465, 732.8077, 833.621, 186.7481, 1726.086, 3305.006, 619.5704, 8184.211, 647.0402, 2848.371, 858.6731, 805.8064, 1057.645, 356.0567, 1791.958, 3762.948, 4038.796, 54.81901, 588.3215, 310.6448, 1114.694, 1485.46, 1686.517, 559.1967, 470.828, 2606.231, 1353.202, 239.5269, 795.4515, 728.6171, 1494.08, 602.7108, 2462.86, 1672.592, 176.4429, 72.48471, 1264.943
210, 268.6026, 533.2692, 700.4699, 790.8704, 178.2449, 1689.419, 3285.88, 591.0385, 8219.503, 706.5894, 2897.773, 839.4027, 832.7017, 1073.196, 338.4371, 2044.174, 3803.771, 3874.666, 51.75862, 557.7579, 294.953, 1127.894, 1410.624, 1722.946, 533.984, 449.1109, 2625.535, 1289.77, 228.9677, 760.9935, 696.3129, 1427.316, 650.3109, 2506.18, 1705.09, 167.2937, 68.94168, 1288.923
210.1, 256.9231, 510.5986, 669.5591, 828.1445, 170.1289, 1708.447, 3243.604, 683.2076, 8056.868, 676.2725, 2857.309, 812.9271, 926.4039, 1026.769, 399.9709, 1956.365, 3799.109, 3971.168, 48.86908, 528.7822, 280.0539, 1219.654, 1339.557, 1830.187, 509.9081, 428.3955, 2517.673, 1282.719, 218.874, 728.0283, 781.438, 1607.024, 632.1489, 2403.435, 1622.921, 158.6189, 65.57183, 1232.557
210.2, 323.5483, 539.6314, 640.0124, 785.6748, 162.3825, 1700.151, 3447.136, 651.7451, 7985.989, 724.8322, 2939.486, 813.96, 948.4072, 1067.097, 398.8003, 1887.91, 3874.293, 4012.885, 46.14085, 501.3117, 265.9073, 1168.788, 1272.071, 1749.599, 486.9178, 408.6357, 2457.038, 1222.592, 209.2253, 717.2107, 828.3519, 1605.009, 601.7313, 2484.774, 1787.247, 150.3939, 62.3667, 1216.88
210.3, 309.4797, 516.6902, 611.7695, 745.3831, 244.7218, 1879.828, 3345.687, 670.2986, 8161.101, 693.7325, 3031.681, 777.4716, 906.1609, 1020.934, 379.0655, 2039.662, 4028.458, 4069.964, 43.56493, 475.2683, 252.4754, 1120.044, 1207.985, 2122.21, 464.964, 389.7872, 2472.366, 1314.292, 200.0019, 842.5112, 827.1281, 1589.965, 682.2043, 2409.017, 1701.118, 142.5954, 59.31823, 1163.665
210.4, 296.0228, 581.9242, 584.7729, 738.4455, 233.5789, 1812.099, 3434.394, 639.4306, 8188.088, 663.9673, 3116.255, 742.619, 865.7964, 976.767, 424.0341, 2211.39, 4104.677, 4288.482, 41.13282, 601.3841, 239.7219, 1073.333, 1314.57, 2028.763, 444, 371.8082, 2647.888, 1313.605, 191.1852, 950.4143, 813.6227, 1588.174, 649.3782, 2405.155, 1681.544, 135.2013, 56.41878, 1234.16
210.5, 324.945, 755.7901, 558.9677, 741.6337, 249.33, 1956.115, 3466.826, 609.9841, 8218.647, 700.7781, 3062.088, 804.4478, 827.23, 948.3007, 403.0506, 2193.764, 4250.774, 4307.388, 109.5506, 570.1419, 227.6127, 1097.581, 1348.001, 1939.431, 546.7932, 354.6584, 2671.242, 1252.03, 182.7571, 975.4673, 890.4346, 1537.867, 699.0773, 2398.409, 1618.533, 128.1906, 53.66105, 1287.025
210.6, 310.8157, 723.6595, 534.3012, 703.6005, 388.553, 2006.441, 3721.112, 581.8936, 8319.659, 699.5273, 2934.655, 794.1075, 907.459, 1028.601, 529.9702, 2099.529, 4415.182, 4283.124, 103.4347, 540.5228, 216.1152, 1087.773, 1346.605, 1854.033, 522.1397, 338.2997, 2723.915, 1214.883, 174.7005, 944.2868, 850.956, 1512.801, 665.4393, 2359.639, 1600.537, 121.5435, 51.03811, 1230.743
210.7, 425.2843, 728.3879, 510.7232, 667.5178, 370.8611, 2110.25, 3646.073, 764.4459, 8316.801, 669.5134, 2944.721, 758.5092, 872.2554, 1101.975, 503.7444, 2142.872, 4608.281, 4564.399, 97.66021, 512.4424, 537.1611, 1042.408, 1295.143, 1772.395, 498.5978, 322.6955, 2774.906, 1157.935, 166.9991, 903.3815, 888.3171, 1629.288, 633.4198, 2333.099, 1764.606, 115.241, 48.54338, 1211.664
210.8, 406.7919, 868.8845, 488.1857, 649.1644, 440.7117, 2076.765, 3712.773, 729.2423, 8468.866, 640.7873, 3149.139, 724.5066, 926.3409, 1139.309, 478.8163, 2211.657, 4609.608, 4387.304, 92.20811, 485.8208, 510.0272, 1081.66, 1296.147, 1694.351, 476.1174, 307.8111, 2689.44, 1147.383, 159.6372, 968.8643, 848.9323, 1556.482, 748.7685, 2594.739, 1692.446, 109.2653, 46.1706, 1259.932
210.9, 389.1036, 840.2213, 466.6427, 615.8734, 430.2281, 2271.577, 3560.747, 704.0852, 8318.751, 785.2562, 3283.029, 692.0283, 1019.323, 1219.451, 455.1219, 2116.654, 4571.017, 4488.57, 87.06038, 460.5822, 484.2639, 1088.297, 1348.88, 1619.744, 524.7008, 293.6132, 2767.602, 1218.672, 152.5999, 926.8943, 873.1346, 1548.929, 712.7394, 2488.364, 1702.37, 103.5995, 43.91379, 1204.834
211, 372.1845, 899.0158, 446.0504, 584.2895, 413.1281, 2281.032, 3584.761, 796.9331, 8443.86, 751.564, 3206.415, 661.0059, 973.9181, 1166.697, 432.6, 2025.732, 4659.728, 4438.581, 82.20004, 436.6547, 459.8019, 1162.061, 1280.924, 1548.422, 501.0435, 280.0702, 2653.904, 1402.11, 145.8727, 1020.922, 962.4822, 1540.192, 678.444, 2499.008, 1620.331, 98.22749, 41.7673, 1152.146
211.1, 356.001, 860.7963, 426.3668, 554.3254, 499.0517, 2402.625, 3765.783, 760.2334, 8326.268, 719.3174, 3204.171, 872.9562, 930.5355, 1116.224, 470.6754, 2056.891, 4898.318, 4619.143, 77.61103, 413.9703, 436.5757, 1113.597, 1384.256, 1480.241, 478.4528, 267.1519, 2870.535, 1428.849, 139.4422, 976.6971, 1003.166, 1471.368, 645.7988, 2625.599, 1572.067, 93.13403, 39.72573, 1198.874
211.2, 340.5212, 1032.842, 407.5518, 601.0958, 476.3284, 2347.347, 3692.377, 725.2238, 8416.031, 688.4544, 3256.765, 833.8231, 932.847, 1067.935, 492.6889, 2174.338, 4954.742, 4488.999, 73.27822, 392.4643, 414.5227, 1203.653, 1314.519, 1415.062, 456.8806, 254.8294, 2752.608, 1361.871, 133.2951, 934.3878, 1083.429, 1484.725, 742.2786, 2562.301, 1496.307, 88.30468, 37.78395, 1259.852
211.3, 325.7146, 1024.428, 389.5671, 570.2698, 629.9562, 2465.694, 3761.981, 902.2536, 8360.986, 658.9156, 3224.89, 796.4443, 891.2938, 1286.237, 468.308, 2247.556, 4847.934, 4306.574, 69.1873, 372.0756, 393.5836, 1203.667, 1248.294, 1352.753, 488.0354, 243.0753, 2770.033, 1437.862, 127.419, 936.9072, 1035.394, 1534.972, 723.3189, 2457.255, 1566.783, 83.72575, 35.93708, 1204.758
211.4, 405.0465, 1024.13, 372.376, 541.0247, 601.2725, 2385.49, 3736.957, 861.9998, 8393.77, 630.6442, 3090.681, 760.7412, 851.5916, 1230.594, 546.8184, 2159.672, 4967.498, 4575.394, 65.32476, 352.7461, 373.7023, 1236.32, 1250.356, 1293.188, 466.0312, 231.8634, 2820.027, 1475.757, 121.8019, 1150.732, 989.4881, 1466.382, 694.333, 2416.101, 1670.104, 79.38426, 34.18049, 1152.073
211.5, 387.4342, 1038.17, 355.9435, 531.2236, 573.8948, 2467.253, 3918.406, 838.362, 8474.949, 603.5858, 3445.671, 726.6385, 891.2329, 1281.397, 519.7588, 2108.281, 4775.288, 4568.273, 61.67786, 334.4208, 354.8252, 1184.759, 1336.821, 1236.245, 445.0192, 221.1687, 2910.847, 1406.581, 116.4325, 1100.884, 945.6178, 1627.146, 660.9233, 2451.642, 1589.62, 75.26789, 32.50976, 1180.251
211.6, 370.5876, 1303.374, 340.2362, 507.3294, 690.8867, 2528.088, 3966.034, 874.1716, 8520.185, 577.6883, 3338.699, 747.4052, 907.2002, 1225.962, 494.0383, 2055.35, 4859.014, 4672.517, 58.23455, 317.0475, 336.9017, 1260.449, 1269.473, 1181.81, 473.6732, 210.9672, 2791.264, 1340.647, 111.2997, 1053.195, 981.4407, 1659.871, 629.1212, 2560.004, 1577.375, 71.36497, 30.92069, 1169.436
211.7, 354.4736, 1247.964, 325.2221, 481.3121, 659.4286, 2423.694, 4142.805, 833.915, 8621.688, 552.902, 3363.323, 728.3384, 866.7894, 1174.751, 469.5906, 2403.046, 5188.301, 4577.242, 54.98347, 300.5767, 319.8836, 1207.883, 1283.632, 1129.771, 452.3166, 201.2363, 2681.033, 1387.925, 106.3932, 1007.572, 937.9272, 1585.699, 598.8492, 2678.111, 1501.359, 67.66443, 29.4093, 1118.296
211.8, 389.1271, 1194.91, 310.8705, 578.2333, 722.8284, 2369.825, 4146.355, 936.8284, 8489.078, 529.1792, 3374.398, 756.9389, 863.6472, 1123.93, 446.3527, 2299.822, 5230.538, 4612.345, 51.9139, 284.9616, 303.7251, 1255.228, 1218.964, 1080.024, 431.9229, 191.9542, 2867.749, 1415.246, 101.7031, 1028.371, 896.3429, 1514.841, 747.6635, 2568.317, 1614.952, 64.15578, 27.97178, 1069.392
211.9, 372.207, 1652.359, 297.1522, 548.5798, 689.916, 2335.677, 3996.026, 893.6864, 8489.694, 506.4742, 3306.226, 723.0067, 911.6504, 1474.053, 424.2647, 2312.147, 5124.434, 4719.233, 49.01569, 415.6335, 288.3828, 1202.879, 1157.553, 1032.468, 509.6854, 183.1002, 2926.829, 1348.907, 97.21965, 983.8232, 950.558, 1574.489, 711.6876, 2620.725, 1564.044, 60.82906, 26.60453, 1169.028
212, 356.0225, 1582.113, 284.0392, 520.447, 937.3871, 2464.265, 4099.463, 1008.189, 8585.912, 484.7435, 3441.763, 690.5956, 871.0414, 1410.284, 403.2698, 2212.827, 4957.082, 4932.382, 46.27927, 394.0411, 273.8156, 1152.713, 1140.283, 987.0055, 486.7051, 174.6547, 2846.382, 1512.462, 92.93388, 1258.179, 983.6686, 1504.133, 859.1054, 2638.909, 1661.063, 57.67485, 25.30411, 1117.906
212.1, 424.2605, 1514.854, 271.505, 582.249, 913.6566, 2362.507, 4082.388, 1115.339, 8516.39, 463.9451, 3311.713, 659.6375, 875.1782, 1470.992, 383.3138, 2343.853, 5305.251, 4760.307, 43.69563, 373.5705, 259.9842, 1205.466, 1123.292, 943.5449, 464.7609, 166.5987, 2936.034, 1481.729, 88.83704, 1245.916, 1030.457, 1436.92, 817.7672, 2530.722, 1581.015, 54.6842, 24.06725, 1208.084
212.2, 405.8126, 1450.453, 259.5238, 637.1569, 1028.537, 2611.955, 4224.615, 1063.976, 8446.995, 444.0391, 3229.858, 630.0671, 836.1938, 1407.356, 364.3454, 2434.626, 5351.476, 4888.252, 41.25622, 354.1634, 246.8514, 1155.193, 1131.692, 901.998, 443.8061, 158.9143, 2890.618, 1486.397, 84.9208, 1191.945, 984.7702, 1449.747, 778.4181, 2510.632, 1538.224, 51.84862, 22.89085, 1155.254
212.3, 388.1669, 1711.83, 248.0714, 701.5835, 1058.459, 2504.098, 4224.722, 1014.979, 8720.157, 424.9871, 3373.232, 601.8224, 1010.316, 1346.472, 346.3156, 2335.379, 5608.935, 4929.392, 38.953, 335.7644, 234.3821, 1270.164, 1217.561, 862.2806, 423.7961, 151.5843, 3028.166, 1416.722, 81.1772, 1140.311, 1046.54, 1401.891, 760.9036, 2670.171, 1630.49, 49.16007, 21.77195, 1104.734
212.4, 371.2885, 1689.21, 237.1243, 665.6042, 1058.376, 2669.383, 4074.043, 968.2379, 8557.208, 406.7526, 3604.039, 660.7704, 965.3116, 1494.37, 329.178, 2312.176, 5378.063, 5033.896, 36.77836, 318.3213, 222.5426, 1253.065, 1156.221, 824.312, 404.6882, 144.5924, 2906.345, 1388.251, 77.59863, 1353.766, 1000.141, 1492.929, 750.6686, 2624.15, 1551.916, 46.61094, 20.70775, 1056.423
212.5, 355.144, 1768.241, 226.6604, 631.47, 1010.185, 2612.569, 4257.465, 975.972, 8747.985, 389.3005, 3534.723, 671.5977, 975.4217, 1429.722, 312.8885, 2212.855, 5575.345, 5083.53, 34.72512, 437.3849, 211.3011, 1273.479, 1146.562, 788.0153, 386.442, 137.923, 3013.991, 1354.703, 74.17782, 1295.123, 1020.101, 1426.217, 714.5481, 2601.53, 1538.522, 44.19399, 19.69556, 1010.225
212.6, 339.7015, 1812.819, 216.6582, 624.0112, 1015.253, 2531.135, 4165.975, 1020.6, 8673.987, 372.5972, 3387.62, 801.2041, 931.972, 1367.87, 297.4051, 2206.59, 5683.348, 5137.312, 32.78651, 414.6626, 200.6276, 1220.369, 1088.799, 753.3168, 369.0183, 131.5613, 3162.74, 1481.124, 70.90781, 1355.032, 1089.904, 1456.745, 780.2094, 2494.875, 1464.379, 41.90237, 18.73285, 1106.004
212.7, 371.6938, 1764.497, 207.0973, 592.01, 969.0259, 2426.615, 4260.285, 1088.716, 8764.806, 356.6105, 3298.119, 765.2876, 890.4579, 1527.495, 282.6878, 2247.189, 5552.232, 4972.474, 30.95613, 393.1207, 190.4931, 1258.538, 1095.388, 720.1462, 352.3803, 125.493, 3040.503, 1448.013, 67.78194, 1332.704, 1041.581, 1445.957, 742.6675, 2592.665, 1531.238, 39.72957, 17.81719, 1057.637
212.8, 481.6325, 1689.484, 197.9584, 579.7118, 929.3915, 2614.135, 4527.335, 1065.46, 8654.78, 341.3098, 3483.846, 730.9811, 850.7929, 1461.414, 338.6722, 2373.136, 5913.922, 5013.175, 29.22794, 372.6979, 180.8706, 1206.051, 1069.441, 688.4362, 336.4924, 119.7046, 3179.933, 1573.286, 64.79388, 1274.973, 995.4012, 1457.259, 706.932, 2651.756, 1457.446, 37.66945, 16.94629, 1090.945
212.9, 460.69, 1903.543, 189.2227, 549.9824, 998.0067, 2831.198, 4417.482, 1149.875, 8935.38, 326.6656, 3338.86, 698.2126, 843.5094, 1511.296, 321.9129, 2271.196, 5670.497, 5044.685, 27.59622, 353.3361, 171.7342, 1405.076, 1035.973, 658.1224, 321.3209, 114.1832, 3049.295, 1529.003, 61.93755, 1267.947, 951.2687, 1537.895, 672.916, 2543.042, 1462.364, 35.71614, 16.11796, 1078.29
213, 478.1186, 1822.619, 180.8726, 521.7776, 1140.185, 2795.762, 4431.326, 1096.922, 8918.407, 312.6497, 3441.521, 798.3212, 994.6307, 1445.915, 305.9829, 2173.635, 5725.437, 5044.149, 26.0556, 334.9801, 163.0593, 1365.709, 1017.475, 629.1435, 306.8334, 108.9165, 3262.014, 1719.342, 59.20713, 1382.396, 909.093, 1469.173, 735.4868, 2638.299, 1407.845, 33.86413, 15.33012, 1031.135
213.1, 499.7418, 1745.134, 172.8909, 495.0193, 1209.715, 2759.974, 4430.151, 1203.537, 8926.009, 299.2351, 3528.951, 839.7196, 988.323, 1383.364, 290.8412, 2213.051, 5989.027, 5041.27, 24.60099, 317.5778, 154.8226, 1308.753, 1017.576, 601.4406, 292.9991, 290.1378, 3186.403, 1726.433, 56.59708, 1322.512, 1001.447, 1403.523, 700.0969, 2721.511, 1479.064, 32.10815, 14.58079, 986.043
213.2, 478.0118, 1828.193, 165.2615, 469.6332, 1154.633, 2781.853, 4762.449, 1148.113, 8982.685, 286.3961, 3382.089, 846.2812, 994.5962, 1355.482, 369.5168, 2171.282, 6099.958, 5135.114, 23.22758, 421.3582, 147.0019, 1409.077, 966.3108, 574.9575, 442.4475, 276.7551, 3233.935, 1881.548, 54.10209, 1485.761, 957.0464, 1468.959, 844.6224, 2609.938, 1407.786, 30.44322, 13.86808, 1302.121
213.3, 457.2267, 1801.231, 157.9687, 497.0485, 1211.104, 2716.271, 4657.169, 1095.241, 8959.778, 274.108, 3703.183, 808.3439, 1139.016, 1380.756, 351.2311, 2112.497, 6048.927, 5181.772, 63.99622, 446.2936, 139.5763, 1403.863, 976.7762, 549.6405, 422.4987, 263.9897, 3167.687, 1858.69, 51.71708, 1421.4, 1050.268, 1403.319, 803.981, 2628.398, 1339.944, 28.86463, 13.19022, 1245.178
213.4, 437.3454, 1880.352, 150.9978, 501.1066, 1217.476, 2859.408, 4544.914, 1279.72, 8959.812, 262.3472, 3597.417, 772.1074, 1088.28, 1434.874, 450.6802, 2336.299, 6121.867, 5203.969, 60.42348, 423.1084, 132.5258, 1345.315, 927.567, 525.4383, 403.4494, 251.8131, 3270.323, 1771.563, 49.43721, 1431.192, 1003.703, 1395.332, 765.2952, 2520.642, 1389.973, 27.36789, 12.54548, 1190.726
213.5, 418.3286, 2002.849, 144.3345, 490.3584, 1162.041, 2741.333, 4785.083, 1220.787, 9011.81, 251.0909, 3839.65, 737.4952, 1039.803, 1406.044, 428.3781, 2312.95, 5978.228, 5210.298, 57.05021, 401.1277, 125.8315, 1474.795, 983.1984, 502.3018, 385.259, 285.0811, 3255.013, 1688.521, 47.25785, 1462.31, 959.2023, 1332.981, 728.4709, 2683.091, 1593.92, 25.94876, 11.93226, 1138.654
213.6, 400.1387, 1917.703, 137.9652, 465.2114, 1282.215, 2899.562, 4800.88, 1210.483, 9122.236, 240.3176, 3708.204, 735.4749, 1166.486, 1355.319, 407.1796, 2456.64, 6144.081, 5288.338, 71.72529, 489.0567, 119.4753, 1413.289, 933.6656, 480.1841, 367.8887, 271.9316, 3175.594, 1609.372, 45.17457, 1398.964, 1036.301, 1431.978, 824.1681, 2639.008, 1517.107, 24.60322, 11.34902, 1088.86
213.7, 397.5782, 2020.93, 131.877, 597.652, 1319.527, 2951.194, 4806.7, 1260.644, 9078.494, 230.0065, 3872.322, 739.4611, 1124.822, 1361.859, 478.8379, 2606.241, 6183.562, 5463.868, 67.72106, 463.65, 113.4401, 1523.287, 886.6282, 459.0402, 351.3016, 259.3887, 3255.833, 1848.654, 43.18312, 1447.948, 1113.49, 1367.989, 784.511, 2703.185, 1534.54, 23.32745, 10.79428, 1041.243
213.8, 391.4362, 1935.015, 126.0574, 680.6995, 1259.445, 2861.858, 4821.402, 1371.743, 9259.138, 220.1379, 3865.157, 856.5169, 1265.3, 1577.856, 455.1424, 2535.918, 6567.661, 5499.562, 63.94038, 439.5631, 107.7099, 1540.138, 841.9605, 438.8274, 335.4624, 247.4243, 3348.212, 1761.998, 41.27946, 1416.369, 1064.121, 1429.48, 884.6173, 2592.364, 1460.589, 22.11784, 10.26666, 1183.234
213.9, 421.5312, 1959.983, 120.4947, 667.311, 1490.678, 2784.879, 4973.971, 1309.431, 9270.124, 210.6926, 4018.953, 818.1208, 1208.938, 1509.596, 432.6194, 2790.428, 6339.594, 5504.621, 60.37077, 660.1592, 102.2691, 1475.906, 1014.189, 419.5046, 320.3373, 236.0118, 3358.427, 1820.412, 39.45972, 1529.073, 1016.942, 1420.675, 934.8663, 2727.859, 1390.202, 20.97095, 9.764831, 1285.161
214, 403.2021, 2074.74, 115.1774, 802.1989, 1422.803, 2837.927, 5009.739, 1249.13, 9289.733, 201.6527, 3851.698, 845.649, 1155.086, 1444.29, 411.2111, 2681.48, 6333.473, 5501.773, 57.00043, 625.8636, 97.10308, 1414.354, 993.4374, 401.0327, 447.998, 288.8949, 3251.448, 1735.08, 37.7202, 1464.443, 1043.079, 1379.501, 889.8827, 2742.829, 1387.765, 19.88352, 9.287529, 1333.397
214.1, 525.0875, 2165.607, 110.0948, 895.6172, 1457.557, 2720.739, 4978.937, 1560.842, 9257.638, 193.0006, 3845.465, 807.7402, 1274.675, 1441.072, 390.8621, 2673.648, 6647.104, 5593.5, 53.81825, 593.3497, 92.19805, 1418.205, 943.3887, 383.3741, 427.799, 275.5695, 3243.298, 1713.561, 36.05737, 1408.376, 1082.573, 1487.145, 878.4267, 2941.271, 1516.417, 18.85249, 8.833557, 1275.087
214.2, 502.2554, 2166.562, 105.2364, 849.6873, 1391.191, 2845.689, 4952.073, 1497.499, 9315.487, 184.7197, 3889.719, 771.5306, 1217.895, 1378.73, 371.5201, 2558.8, 6575.882, 5579.195, 83.94585, 562.5249, 87.54079, 1451.005, 895.8615, 366.4931, 408.5107, 358.0457, 3115.517, 1633.238, 34.46783, 1581.236, 1121.957, 1469.825, 933.0551, 2820.688, 1533.261, 17.87492, 8.401775, 1219.326
214.3, 500.4939, 2074.456, 100.5925, 806.1127, 1579.33, 2888.534, 5056.368, 1454.156, 9551.066, 176.7941, 3727.843, 761.7407, 1226.969, 1319.084, 404.9657, 2448.885, 6675.974, 5466.155, 79.25938, 533.3015, 83.11879, 1390.491, 924.4154, 350.3554, 390.092, 480.3819, 3326.371, 1708.798, 32.94838, 1512.739, 1072.214, 1404.145, 888.1585, 2822.694, 1487.629, 16.94804, 7.991099, 1238.925
214.4, 478.7313, 1986.265, 96.15347, 764.7728, 1546.908, 2923.889, 4947.699, 1496.463, 9409.066, 169.2086, 3572.703, 727.5933, 1352.158, 1469.439, 384.9258, 2571.25, 6514.69, 5573.525, 74.83454, 505.5962, 78.92016, 1332.501, 894.595, 334.9283, 372.5038, 458.2242, 3423.135, 1652.757, 31.4959, 1447.209, 1024.676, 1489.915, 982.2393, 2783.228, 1415.938, 16.06922, 7.600497, 1210.522
214.5, 457.9149, 1936.958, 91.91035, 725.553, 1591.911, 2939.34, 5080.194, 1427.549, 9580.146, 161.9485, 3865.581, 694.9766, 1291.927, 1494.206, 365.8776, 2460.8, 6525.733, 5456.107, 109.2699, 479.3302, 74.93362, 1378.714, 849.526, 320.1805, 355.7086, 437.0884, 3360.914, 1850.415, 30.10745, 1490.694, 979.2451, 1423.338, 965.4962, 2793.706, 1573.3, 15.23597, 7.228987, 1349.66
214.6, 536.5526, 1854.613, 87.85447, 688.3444, 1567.992, 3057.14, 5107.314, 1445.682, 9568.464, 155, 3913.657, 693.7938, 1310.526, 1429.565, 347.7719, 2355.094, 6703.938, 5443.075, 147.268, 454.4288, 71.14845, 1415.276, 884.168, 306.0821, 339.6707, 416.9276, 3358.816, 1864.692, 28.78021, 1426.119, 1088.014, 1560.076, 1038.801, 2679.173, 1497.481, 14.44593, 6.875636, 1290.638
