 , C000, C001, C002, C003, C005, C006, C007, C008, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C023, C025, C028, C029, C030, C031, C033, C039, C045, C046, C051, C054, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
404.3, 397.0042, 855.8431, 477.4449, 116.026, 713.5515, 754.7613, 490.049, 377.204, 679.7328, 433.0901, 385.5809, 2.228392, 22.29019, 31.17683, 471.5189, 222.2489, 117.6983, 80.38704, 355.2282, 497.7057, 4.183775, 475.0832, 601.7026, 108.1852, 284.93, 535.9244, 260.4695, 480.3248, 269.1032, 704.4835, 605.4223, 600.0197, 1545.926
404.4, 377.4859, 812.6346, 455.4463, 217.6193, 925.1049, 818.9574, 703.898, 354.4952, 739.7781, 408.0297, 367.5808, 2.097404, 21.13083, 29.8297, 448.5733, 263.5516, 110.8239, 76.67575, 337.823, 472.4448, 4.012079, 450.9734, 572.4963, 102.877, 298.7782, 508.8523, 248.0441, 478.3572, 255.9773, 736.6488, 574.8865, 612.2102, 1673.942
404.5, 358.9272, 771.6075, 434.4613, 274.865, 1034.318, 925.6265, 689.4693, 333.1536, 698.231, 384.4194, 350.4211, 1.974117, 20.03177, 28.54078, 448.9113, 318.1559, 104.351, 73.1358, 416.8109, 448.4661, 3.847429, 487.6865, 544.7078, 97.82919, 317.7493, 483.1477, 281.1194, 519.8316, 243.4916, 696.771, 545.8908, 674.438, 1592.167
404.6, 341.281, 732.6517, 414.4432, 262.7512, 980.1483, 996.0327, 749.8345, 313.0967, 659.0173, 387.9922, 334.0623, 1.858076, 18.98987, 27.30755, 427.0659, 300.5329, 98.25609, 69.75928, 396.3882, 425.7044, 3.689536, 597.6142, 518.2681, 93.02908, 387.3238, 458.7416, 267.709, 491.6985, 231.615, 1029.875, 518.3576, 671.1152, 1514.386
404.7, 422.8444, 733.8489, 395.3474, 251.1713, 1068.019, 951.4272, 714.2028, 294.2474, 622.0059, 365.5414, 318.4673, 1.748857, 48.88839, 26.12761, 511.7687, 283.886, 92.51721, 66.53865, 376.9662, 404.098, 3.538122, 580.8131, 493.1117, 88.46449, 368.8225, 435.5684, 293.9037, 557.0277, 220.3176, 974.1238, 492.2131, 804.7887, 1440.406
404.8, 402.0557, 756.4777, 377.1315, 240.1017, 1012.084, 971.7354, 709.2806, 302.351, 587.0731, 385.3807, 303.6003, 1.646057, 58.29359, 24.99865, 486.8645, 268.1613, 87.11353, 63.46671, 358.4959, 383.5882, 3.392923, 574.5704, 469.1764, 84.12387, 427.2341, 413.5657, 387.3499, 526.8815, 209.5713, 921.3905, 848.2436, 768.119, 1407.352
404.9, 417.5506, 718.2857, 359.7549, 229.52, 959.0792, 998.4346, 701.0508, 284.1486, 554.1021, 452.0685, 289.4273, 1.5493, 55.26161, 23.91847, 553.5858, 253.3075, 82.02545, 60.53659, 340.9305, 364.1193, 3.253682, 689.2255, 446.4029, 79.99622, 814.7719, 392.6745, 368.8719, 498.3669, 199.3491, 871.5119, 805.4606, 733.1201, 1373.242
405, 455.0964, 682.0219, 343.179, 219.4046, 908.8502, 949.7308, 687.4308, 267.042, 522.9829, 528.9699, 275.916, 1.458231, 52.38733, 22.88497, 526.6466, 239.2766, 77.23456, 57.74175, 324.2258, 345.6386, 3.120155, 654.2483, 424.7348, 76.07111, 859.2438, 372.8386, 351.2754, 471.3954, 189.6256, 824.3334, 764.8354, 699.7159, 1415.802
405.1, 475.353, 682.508, 327.3668, 209.735, 861.2517, 903.4029, 673.0683, 250.9653, 493.6114, 498.3615, 263.0354, 1.372514, 68.87606, 21.89613, 501.0183, 226.0228, 72.72349, 55.07594, 308.3396, 328.0959, 2.992108, 621.0461, 404.1185, 72.33858, 818.2003, 354.0048, 334.5183, 445.8836, 180.3763, 779.7089, 726.2592, 667.8337, 1408.825
405.2, 451.9828, 773.9971, 312.2831, 200.4916, 816.1461, 859.3348, 684.1168, 235.8564, 465.8894, 469.5242, 250.7561, 1.291837, 65.29366, 20.95001, 476.6372, 213.5031, 68.4759, 52.5332, 293.2317, 311.4435, 2.869316, 589.5289, 384.5029, 68.78921, 779.1174, 336.1223, 318.5606, 421.7525, 171.5782, 737.5001, 689.6287, 637.4043, 1340.001
405.3, 522.3889, 813.8526, 297.8944, 191.6556, 876.2789, 817.4164, 674.0263, 221.6572, 439.7244, 442.3556, 239.0501, 1.215901, 61.89759, 20.04477, 453.4425, 201.677, 64.4764, 50.10786, 278.8641, 295.6364, 2.751563, 632.1539, 365.8394, 65.41398, 741.9013, 319.1431, 312.8885, 398.9274, 163.2092, 697.5762, 654.8458, 608.3613, 1274.539
405.4, 496.7062, 839.9493, 284.1687, 183.209, 830.3863, 869.4069, 641.997, 208.3128, 505.7643, 566.9995, 227.8905, 1.144429, 58.67817, 19.17865, 431.3766, 190.5059, 191.8132, 47.79449, 265.2005, 280.6315, 2.638643, 600.073, 348.0818, 62.20436, 706.4629, 303.0217, 297.9626, 377.3375, 155.2484, 659.8136, 621.8172, 580.6417, 1324.885
405.5, 552.4602, 855.3528, 271.0755, 175.1346, 786.8972, 826.9972, 611.4897, 195.7718, 502.1067, 559.0418, 217.2519, 1.077158, 55.62619, 18.34995, 410.3845, 179.9536, 180.6099, 45.58792, 252.2064, 266.3882, 2.530357, 569.6201, 331.1862, 59.15222, 672.7173, 287.7146, 283.7487, 447.1475, 147.6759, 624.0952, 590.4545, 554.1851, 1260.162
405.6, 556.7697, 812.1689, 258.5855, 167.4161, 787.1049, 786.6562, 582.4322, 183.9857, 546.6567, 526.6933, 207.1099, 1.013842, 52.73294, 17.55706, 390.4139, 169.9857, 170.0609, 43.48323, 239.8489, 252.8677, 2.426514, 640.8781, 315.1107, 56.24984, 640.5836, 273.1807, 270.2129, 502.8365, 140.4728, 590.3104, 560.6736, 528.934, 1317.477
405.7, 529.3967, 771.1653, 246.671, 160.0378, 858.0468, 766.9736, 573.1808, 172.9093, 515.9556, 496.2166, 197.4414, 0.9542473, 49.99019, 16.79843, 371.4151, 160.57, 253.4417, 41.4757, 228.097, 240.0336, 2.326934, 608.3544, 299.8154, 53.48988, 609.9849, 259.381, 257.3228, 475.6232, 133.621, 558.3545, 532.3948, 504.8335, 1253.115
405.8, 555.2639, 732.2319, 235.3054, 152.9846, 864.4861, 729.5605, 553.6232, 162.4996, 486.9788, 467.5034, 188.2242, 0.8981556, 47.39009, 16.07258, 353.3409, 151.6759, 238.6388, 39.56086, 216.9208, 227.8508, 61.71199, 577.4813, 285.2626, 50.86533, 580.8477, 246.2785, 245.0476, 449.8826, 127.1035, 528.1285, 505.5423, 481.831, 1308.685
405.9, 527.965, 695.264, 224.4636, 146.2423, 891.1106, 710.9966, 527.3154, 152.7167, 459.6293, 487.7617, 179.4373, 0.8453611, 44.92522, 15.3781, 336.1462, 143.2744, 224.7006, 37.73442, 206.2923, 216.2863, 72.56239, 548.1749, 271.4161, 48.36956, 553.1024, 233.8378, 233.358, 425.5351, 120.9038, 499.5387, 480.0441, 459.8767, 1244.753
406, 521.8035, 702.4227, 214.1213, 139.7971, 844.4412, 721.2864, 502.2578, 143.5227, 433.8158, 506.2128, 171.0607, 0.7956699, 42.58857, 14.71362, 319.7883, 135.3383, 211.5764, 35.99231, 196.1845, 205.3088, 69.58453, 526.5917, 258.2418, 45.99625, 526.6823, 222.0255, 222.226, 402.5052, 115.0066, 472.4967, 455.832, 438.9227, 1183.944
406.1, 609.155, 666.9598, 204.2555, 133.636, 904.9901, 686.102, 478.3908, 134.8822, 409.4521, 476.9212, 163.075, 0.7488996, 40.37344, 14.07785, 304.2264, 127.8417, 199.2188, 34.33062, 186.5719, 194.8884, 66.72888, 550.2719, 245.7069, 43.73938, 501.5243, 210.8099, 211.625, 380.7217, 109.3969, 446.9185, 432.8411, 418.9234, 1126.106
406.2, 595.3425, 635.5258, 194.8443, 127.7464, 904.8492, 652.6339, 455.658, 126.7619, 386.4566, 449.3246, 155.4622, 0.7048786, 38.27353, 13.46956, 289.4218, 120.7605, 187.5829, 32.74566, 177.4304, 184.9969, 63.99042, 522.3463, 233.7805, 41.59326, 477.568, 200.1609, 201.5298, 360.1172, 104.0609, 422.725, 411.0098, 399.8354, 1071.094
406.3, 566.0731, 603.4402, 185.8667, 122.1164, 857.4603, 628.2907, 457.2503, 119.1305, 364.7526, 423.3248, 148.2048, 0.6634451, 36.28284, 12.88755, 275.3376, 114.0714, 176.6267, 31.23386, 168.7368, 175.6075, 61.36434, 495.838, 222.433, 39.55243, 544.7062, 190.0498, 191.9161, 340.6277, 98.98521, 399.8412, 390.2796, 381.6171, 1018.768
406.4, 640.1075, 572.9746, 177.3027, 116.7345, 901.1451, 597.6426, 435.5221, 191.6514, 344.2675, 398.8294, 141.2861, 0.624447, 34.39569, 12.33068, 261.9388, 107.7529, 166.3104, 29.79186, 160.4691, 166.6946, 58.84603, 511.356, 278.5182, 37.61174, 518.6872, 180.4495, 195.8739, 322.1931, 94.15705, 378.1962, 370.595, 364.229, 968.9995
406.5, 630.8232, 657.1216, 169.1334, 111.5898, 853.9502, 609.8472, 414.8264, 226.7224, 324.933, 375.7515, 134.6905, 0.5877414, 32.60669, 11.79788, 249.192, 101.7843, 156.5966, 28.41644, 152.6065, 158.2341, 56.43107, 519.8049, 264.9991, 35.76628, 493.9111, 171.3341, 203.4037, 304.7561, 89.5644, 357.7229, 351.9032, 347.6331, 921.6619
406.6, 599.8095, 623.9458, 161.3405, 106.6718, 966.7123, 638.8756, 417.2741, 244.8893, 394.3083, 354.0089, 128.4027, 0.5531934, 30.91075, 11.2881, 237.0656, 96.14639, 147.4503, 27.10451, 145.1292, 150.203, 54.11522, 530.3281, 252.1362, 34.01136, 470.3184, 162.6792, 193.7006, 364.8826, 85.19576, 338.3579, 334.1542, 331.7934, 876.6369
406.7, 658.5181, 592.4449, 153.9066, 101.9706, 916.0835, 607.7112, 397.4455, 230.1462, 465.7571, 333.5245, 122.4085, 0.5206761, 29.30301, 10.80035, 225.5292, 90.82073, 138.8381, 25.85316, 138.0182, 142.5795, 97.40117, 503.4147, 247.0693, 32.34255, 447.8527, 154.4615, 184.4604, 345.1353, 81.04021, 320.0412, 317.3004, 316.6754, 833.8114
406.8, 626.1428, 591.1427, 296.4294, 97.47656, 868.1062, 578.067, 378.5592, 216.2907, 439.5995, 360.2344, 116.6941, 0.4900703, 27.7789, 10.33368, 214.5543, 85.79008, 130.7289, 24.65957, 131.2557, 135.343, 93.40396, 477.8671, 240.1693, 30.75562, 426.4601, 146.6589, 178.2569, 414.2923, 77.08736, 302.7161, 301.2966, 302.2463, 873.8173
406.9, 595.3591, 561.2979, 282.7712, 93.18059, 915.8931, 549.8688, 419.7928, 203.2694, 414.9109, 339.3897, 111.2465, 0.4612634, 26.33405, 9.887163, 204.1134, 81.03807, 123.0934, 23.5211, 124.8245, 128.4737, 89.57079, 466.0131, 343.461, 29.24656, 406.0894, 139.2504, 169.7534, 451.3695, 73.3273, 286.3288, 286.1001, 288.4746, 854.7941
407, 566.089, 532.9599, 269.7424, 89.07394, 906.9659, 541.4274, 399.8445, 191.032, 391.6089, 319.7512, 106.0531, 0.4341499, 24.96436, 9.459946, 194.1806, 76.54929, 115.9038, 22.43518, 118.7084, 121.9531, 85.89493, 458.9916, 326.7897, 27.81154, 450.2159, 132.2162, 161.6556, 488.476, 69.75065, 270.8286, 271.67, 275.3304, 813.0356
407.1, 538.2579, 558.9971, 257.3138, 85.14829, 859.4662, 515.0165, 451.4338, 179.5313, 369.6155, 331.2602, 101.1023, 0.4086301, 23.66591, 9.051188, 184.7311, 72.30914, 109.1342, 21.3994, 112.892, 115.7634, 82.36992, 435.6985, 310.9276, 26.44694, 428.7105, 125.5374, 153.944, 534.5453, 66.34846, 256.1676, 257.9677, 262.7852, 811.0692
407.2, 511.795, 530.7753, 245.4579, 81.39565, 869.9641, 526.9841, 429.9819, 168.723, 348.8574, 312.0921, 96.3825, 0.3846104, 22.43499, 8.660091, 175.7415, 68.30386, 102.7599, 20.41144, 107.3606, 109.8879, 78.98957, 413.5874, 381.7777, 25.14928, 408.2323, 119.1959, 146.6004, 505.6158, 63.11221, 242.3002, 244.9565, 250.8115, 794.3566
407.3, 486.6332, 549.1064, 234.1483, 77.8084, 932.1946, 663.3481, 433.288, 158.5654, 461.5399, 294.0332, 91.88307, 0.3620026, 21.2681, 8.285893, 167.1894, 64.52043, 96.75801, 19.46909, 102.1002, 104.3106, 113.6795, 443.8463, 363.2465, 23.9153, 388.7322, 113.1747, 139.607, 478.2521, 60.03382, 229.1835, 232.6016, 239.3835, 809.6119
407.4, 664.319, 521.384, 223.3597, 74.37923, 883.3736, 678.902, 500.0469, 149.0193, 444.9275, 277.0192, 87.5937, 0.3407237, 20.1619, 7.927865, 159.0535, 60.94658, 91.10663, 18.57024, 97.09758, 99.01635, 109.0142, 423.8004, 345.6148, 22.74187, 402.2619, 107.4577, 132.9473, 452.3692, 57.10558, 216.7768, 220.8698, 228.4761, 770.0607
407.5, 631.6585, 495.0611, 213.0683, 71.1012, 837.1094, 645.7852, 476.285, 140.0479, 419.9397, 260.9897, 83.50456, 0.3206956, 19.11324, 7.585308, 151.3134, 57.57068, 85.78533, 17.71289, 92.34005, 93.99082, 104.5404, 421.2812, 328.8389, 21.62601, 383.047, 102.0295, 209.4523, 427.8871, 54.32017, 205.0418, 209.7298, 218.0657, 732.4417
407.6, 600.6037, 470.0672, 203.251, 67.96764, 793.2682, 614.2837, 453.6523, 131.6166, 396.3553, 278.7447, 79.60632, 0.3018448, 18.11911, 7.257551, 143.95, 54.38178, 80.77483, 16.89513, 87.81563, 89.22036, 100.2502, 490.8823, 312.8773, 20.5649, 447.8936, 96.87549, 214.7785, 404.73, 51.67062, 193.9421, 199.1516, 208.1297, 696.6604
407.7, 571.0757, 446.3351, 193.886, 64.97218, 751.723, 675.4111, 432.095, 123.6929, 423.0263, 364.8877, 75.89005, 0.2841021, 17.1767, 6.943957, 136.945, 51.36951, 76.05699, 16.11512, 83.51289, 84.69202, 96.1361, 465.9707, 297.6905, 19.55586, 426.4991, 91.98184, 204.5328, 487.6553, 49.15031, 183.4432, 189.1069, 198.6464, 662.6271
407.8, 542.9994, 423.8011, 184.9526, 62.10874, 774.16, 642.4645, 411.5621, 116.2463, 413.2195, 343.7738, 72.34727, 0.2674022, 16.2833, 6.643913, 130.2808, 48.5241, 71.6147, 15.37112, 79.42098, 80.39352, 92.1908, 458.6477, 283.2408, 18.59633, 406.1265, 87.3354, 194.7759, 621.4562, 46.75293, 173.5127, 179.5689, 189.5952, 682.2455
407.9, 516.3034, 434.5005, 176.4308, 59.37149, 947.02, 616.1677, 462.3672, 109.2479, 390.0124, 323.8816, 68.96989, 0.251684, 15.43637, 6.356833, 123.9409, 45.8363, 67.43188, 14.66147, 75.52956, 76.31318, 88.40742, 435.372, 269.4925, 17.68388, 386.7271, 82.92367, 185.4844, 587.8232, 44.47248, 164.1197, 170.512, 180.9564, 687.7618
408, 490.9199, 477.2901, 168.3016, 56.75488, 897.4225, 586.111, 440.3958, 102.6709, 385.3622, 305.1404, 65.75017, 0.2368898, 14.63349, 6.082159, 117.9096, 43.29738, 63.49336, 13.98458, 71.82881, 72.43994, 84.7793, 413.2775, 256.4115, 16.81619, 368.2543, 78.73479, 176.6361, 556.0104, 42.30327, 155.2353, 161.9118, 172.7112, 654.1632
408.1, 466.7844, 453.1933, 160.547, 54.25359, 907.0698, 561.6613, 443.3237, 96.48977, 375.2146, 287.4837, 62.68075, 0.2229652, 13.87237, 5.819352, 112.1717, 40.89909, 59.78488, 13.33894, 68.30939, 68.76328, 81.30007, 504.3204, 243.9655, 15.99109, 350.6639, 74.75752, 168.21, 525.9193, 40.23986, 146.8317, 153.7454, 164.8417, 753.6271
408.2, 443.8354, 430.3131, 153.1497, 51.86253, 944.3217, 736.1448, 422.2573, 90.68081, 374.1483, 373.671, 59.75463, 0.209859, 13.15084, 5.567902, 106.7131, 38.63364, 56.293, 12.72311, 64.9624, 65.27323, 77.96363, 478.7268, 232.1236, 15.20646, 411.4753, 70.98116, 160.1858, 497.4567, 38.2771, 138.8831, 145.991, 157.3308, 716.8109
408.3, 422.0148, 426.7444, 146.0932, 49.57685, 962.4235, 700.2357, 402.1919, 85.22157, 366.8803, 352.0488, 56.9651, 0.1975233, 12.46683, 5.327316, 101.5201, 36.49369, 53.00507, 12.13572, 61.77942, 61.96032, 74.76411, 539.3746, 220.8565, 14.46034, 391.8204, 67.39556, 152.5443, 470.5345, 36.41008, 131.3648, 138.6276, 150.1621, 681.7933
408.4, 401.2669, 448.9541, 139.3619, 47.39191, 912.0193, 740.0595, 383.08, 80.09098, 970.1401, 465.5009, 54.3058, 0.1859127, 11.81841, 5.097126, 96.57981, 34.47226, 49.90919, 11.57544, 58.75238, 58.81555, 71.69589, 512.0021, 210.1363, 13.75082, 373.1043, 63.99109, 145.2674, 445.0693, 34.63412, 124.2535, 131.6356, 288.8795, 719.1628
408.5, 381.539, 426.2879, 132.9407, 45.30326, 1062.911, 703.9594, 364.8763, 75.26927, 1224.686, 498.2164, 51.77064, 55.57315, 11.2037, 4.876883, 91.87994, 32.56281, 46.99412, 11.04103, 55.87367, 55.83039, 68.75359, 519.4922, 199.9364, 13.07612, 476.6839, 60.75859, 138.3377, 420.9823, 32.94479, 117.5272, 124.9963, 378.9651, 684.0302
408.6, 362.7811, 445.3989, 126.8153, 43.30666, 1007.244, 669.6202, 347.5377, 70.73785, 1233.857, 469.3875, 49.35383, 159.1567, 10.62098, 4.666156, 87.40877, 30.75912, 44.24932, 10.53129, 53.13601, 52.99675, 65.93204, 940.9746, 190.2316, 12.43453, 550.1622, 57.68938, 131.7385, 398.1988, 31.33786, 111.165, 118.6918, 490.134, 650.614
408.7, 344.9454, 507.1789, 120.9722, 41.39806, 1000.086, 681.2784, 331.0229, 66.47923, 1206.679, 480.3303, 47.04984, 332.9194, 10.06855, 4.464534, 83.15518, 29.05534, 41.66483, 10.04508, 50.53248, 50.30692, 63.22628, 1316.11, 180.9979, 11.82441, 571.4633, 54.77521, 125.4541, 376.6484, 29.80931, 105.1471, 112.7053, 467.8014, 618.8301
408.8, 327.9865, 481.5732, 115.3983, 39.57357, 947.7096, 717.1865, 338.028, 62.47698, 1138.911, 452.5363, 44.85341, 313.3501, 9.544868, 4.271625, 79.10859, 27.44593, 39.2313, 9.58132, 48.05652, 47.75362, 60.63156, 1418.188, 172.2124, 11.24423, 544.1662, 52.00825, 119.4695, 356.2643, 28.35532, 99.4551, 107.0208, 446.4863, 588.5991
408.9, 311.8614, 457.2602, 110.0813, 37.82949, 898.076, 699.9774, 321.9652, 137.7013, 1074.948, 426.3507, 42.75952, 337.5297, 9.048418, 4.08705, 75.25892, 25.92567, 36.9399, 9.138971, 45.70187, 45.3299, 58.14332, 1434.245, 163.8534, 10.69252, 518.173, 49.38106, 113.7704, 336.9834, 26.97224, 94.07119, 101.6229, 426.1424, 559.8448
409, 296.5291, 465.4434, 105.0092, 36.16227, 903.1432, 665.8325, 306.6656, 129.4113, 1027.104, 441.3639, 40.76338, 331.0259, 8.57779, 3.910451, 71.59658, 24.48962, 34.78234, 8.717045, 43.4626, 43.02921, 55.7572, 1384.973, 155.9, 10.16788, 493.4215, 46.88659, 108.3431, 318.7459, 25.65663, 88.97874, 96.49736, 406.7255, 596.2195
409.1, 281.9506, 464.56, 100.1708, 34.56853, 944.9183, 652.5201, 322.2552, 183.4146, 969.4199, 415.8247, 38.86042, 340.9251, 8.13164, 3.741483, 68.11246, 23.13312, 32.75079, 8.314598, 41.33305, 40.84528, 53.469, 1415.551, 148.3328, 9.668977, 469.8522, 44.51812, 103.1748, 301.4955, 24.40519, 419.941, 91.6303, 388.1933, 567.093
409.2, 268.0888, 441.106, 95.5554, 33.04503, 895.4308, 620.6901, 306.9418, 172.3725, 986.872, 391.7634, 37.0463, 320.8852, 7.708696, 3.579816, 182.1388, 21.85175, 30.83791, 7.930731, 39.30783, 38.77219, 51.2747, 1385.748, 141.1328, 9.194557, 447.4088, 42.26929, 98.25299, 285.1787, 23.21479, 610.8034, 87.00873, 370.5055, 591.2422
409.3, 254.9085, 418.8361, 91.15262, 31.58868, 848.5352, 596.8707, 292.3562, 255.7142, 931.4478, 369.0943, 35.31687, 419.0757, 7.30775, 3.425135, 191.4883, 20.64136, 29.03675, 7.564587, 148.9432, 36.80433, 49.17046, 1315.423, 134.2823, 8.743414, 426.0374, 40.13407, 163.5791, 269.7449, 22.08246, 738.2716, 82.62025, 425.5432, 578.2652
409.4, 242.3762, 397.6905, 86.9527, 30.1965, 804.0956, 567.7552, 278.4636, 278.7999, 879.1362, 347.737, 33.66817, 394.442, 6.927658, 3.277137, 182.1699, 19.49801, 27.34079, 7.215347, 141.6454, 34.93634, 47.15257, 1248.667, 127.7644, 8.314408, 405.6869, 38.1067, 155.7758, 255.1464, 21.00535, 838.54, 78.45311, 624.551, 845.1328
409.5, 230.4601, 377.6124, 82.94629, 181.2439, 858.1397, 540.0601, 342.7, 262.0153, 829.7626, 327.6154, 32.09644, 435.0449, 6.567335, 3.135534, 173.3049, 18.418, 25.74388, 6.88223, 134.7051, 33.16316, 45.21749, 1286.196, 121.5628, 7.906451, 627.5417, 36.18175, 148.3447, 241.338, 19.98078, 793.1464, 74.49615, 596.0937, 803.8464
409.6, 219.1298, 358.5481, 79.12448, 173.2562, 956.9755, 513.7159, 326.4151, 246.2412, 783.1619, 308.6582, 30.59808, 409.4725, 6.225753, 3.000049, 225.166, 17.3978, 24.24025, 6.564493, 128.1049, 31.47998, 43.36183, 1220.924, 115.6622, 7.518511, 597.5659, 34.35403, 141.2681, 228.2768, 19.00619, 750.2102, 70.73878, 568.933, 764.5768
409.7, 208.3565, 340.4462, 75.47877, 165.6204, 906.8566, 488.6568, 310.9041, 285.303, 756.1684, 352.6487, 29.16967, 385.4033, 5.901938, 2.870419, 214.2088, 16.43412, 22.82444, 6.261425, 121.8281, 29.88223, 41.58232, 1226.137, 110.048, 7.149606, 569.022, 32.61865, 280.4453, 215.9225, 18.07914, 709.5983, 67.17091, 543.0099, 727.2257
409.8, 198.1129, 323.2582, 72.00103, 158.3212, 859.3626, 464.8201, 296.1302, 268.127, 747.9396, 332.243, 27.80794, 362.7489, 5.594965, 2.74639, 203.7847, 15.52382, 21.49133, 5.972348, 115.8588, 28.36557, 39.87584, 1163.912, 104.7064, 6.798801, 541.8415, 30.97092, 267.0671, 204.2369, 17.1973, 710.4115, 63.783, 518.268, 691.6993
409.9, 188.3729, 306.938, 68.68353, 151.3437, 854.9006, 442.1461, 282.0583, 251.985, 741.8835, 347.1009, 26.50978, 341.4261, 5.303958, 2.62772, 193.8679, 14.66394, 20.23608, 5.696618, 110.1821, 26.92589, 38.23939, 1104.845, 99.62401, 6.46521, 515.9594, 29.40643, 254.327, 193.1836, 16.35847, 701.1073, 60.56596, 494.6534, 657.9084
410, 179.1118, 291.4418, 65.51889, 144.6737, 911.0565, 420.5782, 268.655, 338.8342, 700.2183, 327.0162, 25.27223, 321.3568, 5.028088, 2.514178, 184.4337, 13.85169, 19.05414, 5.433618, 104.7834, 25.55928, 36.67009, 1048.776, 94.78833, 6.147986, 491.3135, 27.92097, 242.1947, 182.7286, 15.56056, 663.1535, 57.51118, 472.1148, 625.7682
410.1, 170.3059, 276.7279, 62.50006, 138.2977, 890.9014, 402.1241, 255.8887, 328.7599, 660.8929, 308.0937, 24.09244, 302.4671, 4.766566, 2.405542, 175.4585, 13.08443, 17.94124, 5.182759, 99.64931, 24.26203, 35.1652, 995.552, 90.18737, 5.846328, 467.845, 26.51055, 275.037, 172.8394, 14.80157, 627.2543, 54.61048, 450.6032, 595.1982
410.2, 161.933, 262.7569, 59.62033, 132.2027, 844.243, 382.5085, 243.7291, 308.9676, 658.9881, 290.2661, 22.96774, 284.6878, 4.518646, 2.3016, 166.9202, 12.35967, 16.89334, 4.943483, 94.76675, 23.03062, 33.72207, 993.5161, 85.80974, 5.55947, 445.4974, 25.17137, 261.9167, 163.4853, 14.07961, 816.0522, 51.85608, 430.0717, 566.1215
410.3, 153.9718, 250.3748, 56.87328, 126.3763, 947.215, 364.9769, 232.1472, 290.3668, 621.9783, 273.4701, 21.89553, 267.9535, 4.283621, 2.202149, 158.7973, 11.67505, 15.90664, 4.715253, 90.12343, 21.86171, 32.33817, 943.0965, 81.64459, 5.286688, 424.2174, 23.89985, 249.4224, 154.6376, 13.39285, 771.876, 49.2406, 410.4758, 538.4653
410.4, 146.4019, 289.2928, 54.2528, 120.8066, 897.6074, 347.1733, 221.1157, 272.8859, 587.0471, 257.6459, 20.87338, 252.2029, 4.060821, 2.106996, 151.0697, 11.02836, 14.97758, 4.497561, 85.70761, 20.75213, 31.01105, 931.0935, 77.68163, 5.02729, 403.9538, 22.69255, 237.5241, 146.2686, 12.7396, 730.0912, 46.75705, 391.7727, 512.1602
410.5, 139.2042, 498.456, 51.75307, 115.4824, 924.5724, 330.2382, 210.6085, 256.4574, 554.0776, 305.7072, 19.89895, 237.3782, 3.849608, 2.015954, 143.7182, 10.41749, 14.10278, 4.289918, 81.50816, 19.69886, 29.7384, 883.8418, 73.91102, 4.78062, 384.6581, 21.54624, 226.1933, 138.3526, 12.1182, 690.5684, 44.39875, 373.9218, 487.1402
410.6, 132.3604, 577.6356, 49.36851, 110.3929, 949.5239, 314.1291, 200.6005, 241.0179, 571.8545, 364.9897, 18.97001, 223.4249, 11.41207, 1.928846, 136.7244, 9.840449, 13.27907, 4.091862, 77.51447, 18.69906, 28.51798, 980.1356, 70.32343, 4.546052, 366.2842, 20.45783, 215.4031, 270.4745, 11.52712, 653.1851, 42.1594, 356.8842, 463.3424
410.7, 125.8531, 598.8557, 47.09382, 105.5277, 922.7831, 298.8059, 191.0681, 226.5079, 539.7383, 343.8699, 18.08443, 210.2917, 92.33562, 1.845502, 130.071, 9.295376, 12.50348, 3.90295, 73.71647, 17.74999, 27.34764, 930.3951, 66.90998, 4.322995, 348.7879, 19.42441, 205.1276, 266.7891, 10.96487, 617.8256, 40.033, 340.623, 440.7072
410.8, 119.6656, 568.6215, 44.92394, 100.8769, 938.8199, 284.2301, 181.9887, 225.839, 719.6567, 377.6419, 17.24019, 197.9305, 117.8012, 1.765759, 123.7413, 8.780495, 11.77318, 3.722759, 70.10455, 16.8491, 26.22533, 883.1788, 63.66222, 4.110881, 332.1273, 18.44319, 195.3423, 410.9809, 10.43004, 584.3801, 38.01384, 325.1027, 419.1777
410.9, 113.7824, 539.9138, 42.85404, 96.43107, 972.0083, 270.3653, 173.3407, 212.2429, 1514.642, 411.3892, 16.43537, 186.296, 169.6379, 1.689461, 117.7197, 8.294134, 11.08554, 3.550887, 66.66961, 15.99393, 25.14908, 950.9811, 60.5721, 3.909176, 316.2626, 17.51154, 186.0238, 388.7388, 9.921297, 552.7452, 36.09653, 310.2896, 398.7
411, 108.1884, 633.7573, 40.87951, 92.18118, 921.1021, 257.1769, 165.1037, 204.8379, 1836.558, 520.9145, 15.66812, 175.3453, 160.8147, 1.616461, 111.9911, 7.834713, 10.43806, 3.386951, 113.1165, 15.18217, 24.11699, 1063.784, 168.8574, 3.717367, 301.1557, 16.62694, 177.1498, 367.7003, 9.437371, 522.8229, 34.27592, 296.1515, 379.2227
