 , C000, C003, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C029, C031, C034, C035, C036, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C058, C059, C060, C062, C063, C064, C065, C066, C068, C072, C074, C075, C080, C081, C083, C085, C088, C089, C090, C093, C095, C096, C099, C100, C101, C103, C105, C106, C109, C111, C114, C115, C121, C122, C130, C132, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
67.09999999999999, 210.1316, 316.9656, 861.5641, 48.14029, 320.0902, 1122.059, 656.2585, 756.1735, 872.6673, 507.1, 338.6982, 338.3905, 767.0132, 296.868, 219.644, 408.8708, 892.7127, 873.1495, 1096.156, 434.9599, 632.7023, 260.7678, 401.4095, 489.5759, 4.800131, 81.18546, 672.8055, 341.6573, 1069.702, 290.9783, 342.9301, 617.3056, 24.06704, 403.0334, 129.8953, 326.0818, 179.5997, 179.0355, 728.4074, 912.9567, 136.6696, 755.4357, 0.4678139, 1150.016, 382.3278, 854.3876, 2.554794, 227.4696, 287.5145, 746.0659, 1050.998, 712.6686, 448.5599, 589.1857, 498.8818, 344.5995, 1059.399, 903.2797, 179.3082, 611.4213, 731.7706, 72.91237, 66.25876, 846.5372, 545.7175, 52.82924, 951.3779, 330.5975, 816.3749, 1062.876, 1128.236, 1458.125, 886.7397, 1733.37, 1726.697, 1362.47
67.2, 200.9474, 301.3533, 828.3959, 45.85934, 305.1735, 1074.133, 626.7049, 722.9922, 871.8506, 486.1732, 324.5173, 346.1838, 843.8539, 282.5638, 226.0466, 391.8653, 881.4238, 832.7141, 1076.988, 415.6115, 604.5723, 247.4795, 383.5879, 496.2917, 4.584745, 76.8206, 728.7048, 326.1607, 1047.748, 277.4714, 327.4945, 588.8477, 23.05996, 450.3199, 124.0615, 350.5738, 170.9773, 171.5899, 694.8873, 875.8121, 130.7923, 784.4774, 0.4484783, 1291.458, 364.8737, 816.5435, 2.430533, 216.7914, 273.3625, 714.7533, 1004.886, 678.6545, 426.575, 562.9129, 477.2776, 328.9796, 1011.962, 970.9912, 170.8542, 625.9182, 800.5652, 69.14111, 63.4213, 883.898, 519.1626, 50.48916, 1019.818, 316.5036, 822.17, 1194.201, 1079.077, 1427.974, 847.1183, 1677.063, 1653.352, 1392.984
67.3, 192.1646, 286.51, 826.6539, 43.68647, 290.952, 1028.254, 598.4822, 730.4602, 825.2753, 545.2276, 310.9301, 330.7343, 804.2626, 268.9489, 262.3202, 462.725, 910.8777, 794.1512, 1076.405, 397.1237, 577.693, 234.8683, 366.5575, 514.4327, 4.379024, 72.69041, 697.3069, 377.0798, 1089.994, 304.1629, 312.7537, 561.7016, 22.09502, 426.9276, 118.4897, 334.6136, 162.7688, 164.4538, 662.9098, 840.1787, 125.1677, 865.3188, 0.4299418, 1406.246, 348.2164, 780.3755, 2.312316, 206.6146, 259.907, 701.6085, 1013.021, 646.2638, 474.0118, 537.8117, 456.609, 314.0676, 1050.538, 971.1921, 162.7988, 598.076, 764.2246, 65.56492, 60.70535, 844.164, 493.8999, 48.25274, 1017.502, 303.0106, 901.103, 1171.28, 1148.484, 1402.085, 872.0016, 1618.468, 1671.468, 1401.826
67.40000000000001, 183.7657, 272.3978, 830.8627, 41.61655, 277.3932, 1070.865, 602.9785, 731.9642, 781.1882, 522.7273, 297.9117, 315.9743, 766.5287, 255.9899, 251.252, 450.3159, 894.5178, 757.3742, 1029.582, 379.4584, 552.0087, 272.1661, 350.2831, 491.3247, 4.182534, 68.78228, 667.2618, 384.5039, 1077.125, 307.9094, 298.6764, 535.807, 21.17046, 404.7504, 113.1682, 376.0442, 154.9544, 157.6146, 632.4038, 925.6415, 119.785, 826.4902, 0.4121715, 1382.559, 332.3195, 849.1478, 2.199849, 203.5484, 384.0153, 672.1617, 968.575, 668.6161, 450.7794, 513.8298, 436.8354, 299.8315, 1003.498, 943.8081, 155.1232, 588.6862, 729.5336, 62.17369, 58.1057, 864.2926, 469.8665, 46.11538, 992.552, 290.0928, 858.5029, 1113.827, 1112.762, 1417.142, 833.0387, 1662.755, 1658.324, 1344.418
67.5, 175.7339, 352.7189, 786.4125, 39.6447, 264.4662, 1084.363, 575.8242, 699.8452, 739.4562, 501.1555, 285.4385, 353.6856, 849.853, 243.6554, 240.6509, 505.0919, 878.9189, 722.3004, 1082.118, 362.5789, 527.4664, 258.297, 334.7314, 469.2547, 3.99486, 65.08427, 683.9412, 367.0638, 1030.314, 351.6609, 285.2328, 511.1062, 20.28459, 475.3895, 108.0856, 388.2056, 147.5152, 151.0597, 603.3016, 896.3629, 114.6338, 789.4039, 0.3951356, 1352.327, 317.1483, 831.6375, 2.092852, 193.9932, 365.1133, 643.9509, 969.8695, 636.7045, 450.7882, 490.9172, 492.5634, 286.2408, 1021.223, 1013.381, 195.083, 592.315, 770.9476, 58.95788, 55.61739, 825.4399, 447.0026, 44.0727, 948.0803, 277.7257, 817.9167, 1059.192, 1064.277, 1368.896, 805.4196, 1642.194, 1633.868, 1388.118
67.59999999999999, 168.0532, 335.3456, 744.3404, 37.76628, 252.1417, 1084.844, 587.9979, 669.1356, 768.5998, 530.261, 273.4875, 337.9013, 809.9802, 231.9152, 230.4971, 484.0845, 839.5093, 688.8508, 1045.97, 346.4502, 504.0152, 245.1346, 319.8701, 538.0739, 3.815608, 61.58507, 654.472, 537.958, 985.538, 429.1995, 272.3942, 487.544, 19.43579, 450.6948, 103.2314, 370.5322, 357.1762, 144.7775, 575.5387, 902.1193, 109.7041, 753.9817, 0.3788039, 1368.441, 302.6698, 794.801, 1.991059, 184.8866, 347.1417, 648.9274, 977.1368, 689.0964, 551.047, 469.0264, 471.2329, 273.2661, 1041.658, 1064.836, 226.4188, 565.9675, 805.7657, 55.90839, 53.23563, 832.7332, 490.2829, 42.12049, 905.6011, 265.8858, 929.1761, 1007.237, 1046.419, 1464.35, 778.2629, 1588.77, 1687.516, 1331.271
67.7, 160.7081, 318.828, 704.519, 35.97687, 240.3915, 1082.866, 561.5183, 639.7736, 727.5403, 508.3784, 262.0368, 344.6648, 771.9781, 220.7407, 220.7717, 515.8789, 801.8669, 656.9502, 1107.364, 367.3152, 481.6067, 232.6429, 305.6686, 513.9039, 3.644398, 58.27401, 649.0603, 513.5577, 1026.106, 409.2766, 260.1335, 465.0681, 18.62251, 427.283, 98.59509, 353.6633, 423.4773, 138.7565, 549.0534, 876.9762, 104.9864, 756.0333, 0.3631472, 1323.757, 288.8522, 890.8438, 1.894218, 210.2398, 330.0547, 621.6917, 934.2653, 656.2073, 524.039, 448.1118, 450.826, 260.8795, 1044.502, 1035.179, 244.7438, 594.0842, 780.2937, 53.01664, 50.95587, 814.3881, 466.4255, 40.25476, 913.2431, 254.5507, 904.0847, 1084.856, 1023.784, 1443.852, 803.2692, 1612.079, 1615.837, 1276.752
67.8, 153.6841, 303.1239, 666.8281, 34.27224, 229.1889, 1114.352, 536.2311, 684.0862, 688.6743, 487.3988, 251.0656, 411.8678, 842.0966, 210.1046, 211.4566, 494.4229, 830.636, 626.5269, 1059.194, 350.9759, 460.1944, 220.7878, 292.0976, 490.8197, 3.480871, 55.14096, 686.015, 490.2641, 998.9805, 390.2785, 248.4247, 443.6284, 17.84325, 405.0873, 94.16705, 392.9154, 403.1465, 132.986, 523.7869, 916.4109, 100.4716, 722.1085, 0.3481376, 1369.786, 329.4916, 851.3848, 1.802086, 223.9385, 313.8088, 595.5991, 893.2747, 670.1505, 498.3547, 428.1297, 619.759, 249.0543, 997.7326, 1028.732, 256.0418, 567.6581, 744.8733, 50.27445, 48.77374, 851.4208, 586.4893, 38.47168, 872.3248, 243.6988, 873.1515, 1050.543, 1046.86, 1383.125, 847.4517, 1544.009, 1582.538, 1370.128
67.90000000000001, 146.967, 288.1934, 780.6715, 32.64838, 218.5083, 1066.755, 561.228, 654.0681, 819.3671, 467.2849, 240.5537, 393.4869, 802.5876, 199.981, 202.5346, 478.8656, 931.0898, 597.5126, 1046.469, 340.594, 439.7341, 209.5368, 279.1291, 569.5093, 3.324682, 52.17636, 716.6275, 468.027, 1044.301, 372.1622, 237.2429, 423.177, 17.09661, 384.0446, 89.93788, 375.0276, 383.7918, 127.4554, 499.6831, 879.1258, 96.15093, 689.7061, 0.3337484, 1384.694, 314.4496, 813.6736, 1.714436, 213.4261, 298.3625, 570.6016, 914.1424, 768.9541, 473.9293, 409.0387, 592.9202, 237.7652, 953.0572, 1062.486, 243.97, 593.0522, 762.0645, 47.6741, 46.68505, 813.1468, 557.9504, 36.76757, 927.7785, 233.3096, 957.7592, 1033.302, 1022.812, 1451.716, 809.5858, 1510.759, 1673.252, 1314.018
68, 140.5436, 273.9983, 767.3807, 31.10145, 208.3255, 1115.963, 535.9539, 625.3672, 775.5955, 448.0012, 230.482, 375.9264, 764.9324, 190.3452, 257.8333, 574.9638, 889.3409, 569.8419, 1000.948, 360.1147, 420.1835, 289.4761, 266.7364, 543.9273, 3.175501, 49.37115, 685.75, 446.7986, 998.9172, 395.6553, 226.5644, 403.6684, 16.3812, 364.095, 85.89864, 357.9541, 477.7416, 122.1548, 476.6886, 924.5417, 92.01608, 691.9387, 0.3199539, 1385.796, 345.0797, 880.1548, 1.631049, 203.4072, 375.7384, 546.6533, 874.0347, 755.0163, 450.701, 390.799, 567.2437, 226.9878, 1085.329, 1039.873, 232.4673, 607.2906, 727.4716, 45.20824, 44.68581, 835.0485, 530.8003, 35.13895, 886.209, 223.3633, 981.3807, 1038.866, 978.2463, 1390.657, 861.338, 1488.041, 1602.178, 1345.788
68.09999999999999, 134.4009, 260.5024, 726.3268, 29.62783, 198.6172, 1092.755, 511.818, 597.9258, 734.1624, 429.5132, 220.8319, 359.1496, 743.1674, 270.4165, 246.9545, 551.0503, 849.4641, 543.4526, 1015.108, 344.0956, 401.5021, 274.7249, 254.8939, 519.4944, 3.033013, 46.71676, 715.5564, 426.5331, 955.5057, 377.2895, 216.3666, 385.0592, 15.69574, 345.1817, 82.04082, 341.6579, 454.8056, 117.0747, 454.7522, 886.9257, 88.05903, 678.6266, 0.3067296, 1387.364, 357.7282, 841.1693, 1.551717, 193.8587, 436.5773, 523.7101, 887.3929, 718.981, 428.6112, 373.3726, 542.6791, 216.6989, 1052.305, 1011.426, 276.7185, 580.277, 694.4489, 42.86993, 42.77219, 797.5104, 504.9713, 33.58247, 846.502, 213.8409, 934.9854, 1006.826, 991.4872, 1384.133, 822.8516, 1425.208, 1534.123, 1290.675
68.2, 128.5266, 247.6712, 687.4692, 28.22402, 189.3614, 1046.081, 488.7691, 688.5117, 694.9426, 472.232, 211.5859, 343.1215, 708.3, 257.3869, 236.5347, 540.1969, 872.6061, 518.2854, 1008.095, 350.6498, 383.6513, 260.7253, 243.5772, 496.1591, 2.89692, 44.20508, 710.7718, 407.1867, 1040.532, 359.7762, 206.6277, 367.3079, 15.03896, 327.2508, 78.35625, 326.1036, 432.9708, 112.2058, 433.8253, 850.8402, 84.27215, 648.1753, 0.2940519, 1388.188, 341.3971, 803.9105, 1.476244, 184.7583, 415.0881, 541.1434, 917.2187, 774.639, 495.3917, 356.7233, 519.1782, 206.8764, 1005.186, 1037.429, 263.6718, 554.465, 757.618, 40.65257, 40.94051, 793.6522, 480.3992, 32.09493, 865.2874, 204.7246, 890.7834, 1073.079, 1041.313, 1325.917, 786.0848, 1448.445, 1468.958, 1237.818
68.3, 122.9092, 235.4721, 650.6904, 26.88673, 180.5368, 1081.365, 512.7636, 658.2994, 657.8179, 452.7441, 202.7271, 327.8087, 683.2644, 286.9581, 226.5545, 517.7294, 833.4796, 494.2837, 1049.59, 335.0517, 366.5942, 247.4392, 232.763, 473.8719, 2.766933, 41.82843, 680.1466, 388.7178, 995.3123, 343.0758, 197.3273, 350.3749, 14.40966, 310.2514, 74.83716, 311.2574, 412.1843, 107.5394, 413.8614, 816.2228, 80.64812, 619.0903, 0.2818981, 1326.037, 325.8115, 893.9492, 1.404442, 176.0852, 394.6567, 518.4315, 876.976, 737.6672, 471.1115, 340.8164, 496.6951, 197.4991, 1111.267, 991.3199, 251.2402, 631.753, 723.2269, 38.54989, 39.18727, 877.9677, 457.0227, 30.67328, 920.2711, 195.9969, 964.2742, 1053.31, 995.9417, 1345.428, 750.9608, 1457.779, 1509.811, 1246.577
68.40000000000001, 117.5372, 223.8738, 711.3502, 25.6128, 172.1235, 1055.095, 509.8782, 629.4128, 622.6766, 482.7582, 194.2391, 313.1793, 666.087, 273.1314, 264.8463, 496.1964, 796.1075, 471.3935, 1003.934, 320.1476, 350.2954, 234.8301, 222.4288, 452.5859, 2.642778, 39.57957, 650.8409, 371.0866, 994.7245, 327.1506, 188.4454, 334.2225, 13.80669, 294.135, 71.47612, 297.0871, 392.3957, 103.0671, 394.8162, 804.5248, 77.17994, 636.3656, 0.2702467, 1266.669, 310.9375, 879.5017, 1.336133, 167.8192, 375.231, 496.6727, 838.499, 729.8578, 448.0213, 325.6188, 475.1856, 188.5469, 1061.508, 947.2598, 239.3948, 614.5648, 690.3969, 36.55597, 37.50912, 838.5003, 434.7838, 29.31461, 879.038, 187.6412, 918.6876, 1001.643, 963.8942, 1387.81, 717.4062, 1457.41, 1445.679, 1234.008
68.5, 112.4, 212.8468, 673.2938, 24.39924, 164.1023, 1047.94, 486.9166, 601.7938, 654.5261, 462.8359, 186.1065, 299.2027, 675.5928, 259.971, 253.6716, 475.559, 760.4111, 449.5634, 960.2634, 305.9063, 334.7212, 222.8635, 212.5535, 503.4214, 2.524195, 37.45161, 622.798, 354.2551, 1012.227, 311.9647, 179.9633, 318.8148, 13.22895, 278.8559, 68.26603, 283.5619, 522.2479, 98.78079, 376.6474, 779.8163, 73.8609, 653.9108, 0.2590769, 1316.883, 296.7425, 840.5451, 1.271145, 159.9413, 356.7614, 475.8272, 943.7969, 764.1976, 426.0628, 311.0989, 454.6076, 218.5438, 1045.838, 1027.758, 272.7729, 642.3726, 738.8083, 34.66518, 35.90283, 800.8071, 413.627, 28.01611, 839.6523, 179.6418, 935.4693, 1018.061, 974.5286, 1399.458, 719.4233, 1395.87, 1533.711, 1183.472
68.59999999999999, 107.4874, 202.3629, 637.2734, 23.24317, 156.4549, 1088.647, 464.989, 651.4802, 638.7548, 443.7357, 178.3144, 285.8499, 643.8958, 247.4446, 242.9684, 492.968, 726.3152, 428.7441, 975.1749, 292.2986, 319.8395, 211.5068, 203.1166, 480.808, 2.410932, 35.43806, 656.7668, 338.1871, 968.2372, 349.8178, 171.863, 304.1173, 12.67539, 264.3704, 65.2001, 270.6525, 497.1753, 94.67272, 359.3147, 755.4824, 70.6846, 646.5524, 0.2483687, 1328.358, 283.1955, 872.7512, 1.209319, 152.4332, 339.2009, 455.8566, 902.3881, 727.7241, 405.1806, 297.2265, 434.9207, 208.6377, 1023.127, 982.0785, 259.9122, 613.7985, 766.6823, 32.87219, 34.36533, 764.8082, 393.4998, 26.77514, 868.2607, 171.9834, 925.3773, 968.123, 932.0667, 1431.945, 703.1022, 1336.93, 1468.564, 1202.209
68.7, 102.7895, 192.3954, 603.18, 22.14188, 149.1639, 1042.148, 444.0489, 622.8929, 604.6318, 425.4238, 170.8486, 273.093, 670.006, 288.9667, 232.7168, 472.4648, 693.7482, 408.8891, 932.7555, 355.2297, 305.6194, 200.7287, 194.0987, 459.2104, 2.302752, 33.53277, 628.4686, 322.8478, 926.159, 333.5797, 164.1273, 290.0974, 12.14499, 338.6639, 62.27188, 258.3308, 473.3063, 90.7355, 342.7797, 791.2378, 67.64489, 671.5241, 0.2381032, 1281.594, 270.267, 932.7723, 1.1505, 145.2775, 373.5706, 436.7242, 862.7961, 753.0676, 385.3218, 283.9727, 416.0864, 199.1806, 977.3148, 938.4291, 279.1872, 586.4954, 731.8797, 31.17194, 32.89367, 837.0937, 374.3519, 25.58913, 865.0624, 164.6515, 899.7471, 920.635, 891.455, 1395.374, 698.9567, 1411.219, 1406.184, 1245.54
68.8, 98.29686, 182.9189, 570.9106, 21.09277, 142.2126, 997.6349, 424.0518, 595.56, 572.3317, 407.8676, 163.6953, 260.9054, 669.074, 275.0432, 222.8977, 478.7035, 716.5864, 389.9535, 978.7798, 339.4279, 292.0316, 190.4999, 185.4811, 497.2735, 2.199425, 31.72991, 622.6574, 308.2043, 978.0881, 365.9204, 156.7398, 276.7238, 11.63679, 321.0716, 59.47516, 296.7627, 493.9175, 86.96201, 327.0055, 759.0454, 64.7359, 641.3914, 0.2282619, 1257.017, 257.9287, 891.4561, 1.094542, 176.1789, 355.1828, 453.8252, 852.1324, 762.0099, 366.4364, 271.3099, 398.0677, 190.1521, 991.7303, 947.992, 324.9247, 590.1876, 698.657, 29.55963, 31.48503, 799.4637, 356.1357, 24.45566, 826.3029, 157.6321, 919.2403, 957.5053, 852.6127, 1368.478, 667.7258, 1411.81, 1497.988, 1194.532
68.90000000000001, 94.00062, 173.9091, 540.3676, 20.09336, 135.5853, 1010.92, 542.7305, 682.4323, 640.4527, 391.0358, 273.3321, 249.2617, 637.6829, 261.7906, 213.493, 458.7936, 697.0206, 371.8948, 984.3041, 328.2102, 279.0478, 180.7923, 177.2462, 474.9363, 2.100735, 30.02398, 673.5091, 294.225, 953.8972, 348.9348, 149.6848, 263.9668, 11.14985, 304.3932, 56.80405, 283.2523, 488.4885, 83.34546, 311.9573, 757.5059, 61.95201, 649.4514, 0.2188274, 1272.293, 246.1537, 885.8783, 1.041305, 189.3733, 376.8457, 503.4034, 814.7454, 725.6408, 427.6334, 259.2117, 380.8293, 181.5329, 947.3237, 935.1943, 309.6052, 676.8596, 666.9424, 28.03071, 30.13672, 763.5253, 338.806, 23.37239, 789.28, 150.912, 921.4148, 976.7253, 936.9055, 1395.511, 719.8037, 1352.197, 1434.359, 1145.613
69, 89.89215, 165.3431, 511.4585, 19.14132, 129.2668, 1037.236, 518.2894, 652.4868, 606.239, 488.958, 261.8879, 238.1377, 634.1791, 249.1766, 204.485, 439.7118, 766.7897, 354.6724, 989.1028, 375.9821, 266.6413, 171.5795, 169.3769, 453.6024, 2.006474, 28.40977, 644.4894, 280.8798, 939.8809, 332.7377, 142.9474, 251.7979, 10.68329, 288.5812, 54.2529, 293.214, 497.9919, 79.87931, 297.6015, 791.5289, 264.5044, 620.3091, 0.2097829, 1244.667, 234.9162, 926.5994, 0.9906577, 180.4835, 358.2966, 482.2754, 846.0198, 691.0076, 406.6742, 247.653, 364.3374, 173.3044, 904.9055, 893.6287, 295.008, 646.7514, 636.6674, 26.58087, 28.84614, 729.2024, 322.3195, 22.33711, 785.5685, 144.4784, 920.1313, 928.8154, 934.274, 1406.409, 687.6414, 1328.89, 1448.669, 1229.15
69.09999999999999, 85.96326, 157.1991, 663.991, 18.23438, 123.2428, 1074.118, 494.949, 623.8553, 629.647, 468.7799, 275.5535, 227.5101, 704.2935, 237.1704, 195.8571, 421.4236, 812.0704, 338.2476, 946.0776, 359.2572, 254.7864, 162.836, 161.8569, 494.559, 1.916441, 26.88235, 616.7202, 268.1398, 990.5631, 338.6963, 136.5132, 240.1899, 10.23625, 273.5905, 51.81633, 376.6412, 474.0838, 340.8439, 283.9064, 759.3246, 283.9763, 622.7765, 0.2011121, 1270.478, 224.1918, 885.5567, 0.9424738, 172.0111, 340.6606, 462.0341, 808.901, 658.0273, 386.7422, 236.6098, 348.5597, 165.4489, 864.3866, 853.9106, 281.099, 617.9825, 673.9341, 25.20603, 27.61084, 696.4224, 306.6353, 21.34769, 750.3707, 138.3191, 937.3353, 978.0865, 893.5661, 1364.25, 707.575, 1347.183, 1387.135, 1178.814
69.2, 82.20608, 149.4561, 628.4683, 17.37041, 117.4995, 1061.516, 472.6597, 639.6237, 596.0105, 449.4344, 288.1173, 217.3568, 671.2499, 225.7427, 187.5933, 403.8961, 775.6583, 322.5834, 1043.517, 343.2763, 243.4586, 154.5382, 154.6709, 472.3437, 1.830449, 25.43705, 590.1474, 255.9777, 947.5146, 353.8089, 130.3687, 229.1171, 9.80792, 286.7658, 49.48919, 359.4942, 489.3586, 326.669, 270.8415, 728.4307, 271.7642, 594.8312, 0.1927998, 1265.359, 213.9569, 846.3319, 0.8966334, 163.9363, 323.8926, 472.9163, 773.4107, 663.6619, 417.7489, 226.059, 333.4652, 179.8048, 825.682, 869.2914, 293.7705, 630.8261, 658.7082, 23.90229, 26.42843, 753.4746, 291.7143, 20.40209, 716.75, 132.4223, 914.0801, 951.5865, 960.5095, 1368.517, 675.959, 1359.025, 1473.926, 1130.538
69.3, 78.61311, 142.0946, 594.8459, 16.54737, 112.0238, 1039.291, 492.013, 646.2286, 657.3941, 430.8873, 276.0541, 276.6178, 639.7567, 214.8656, 179.6781, 387.0975, 740.8788, 307.6447, 1064.556, 328.0062, 232.6344, 277.569, 147.8038, 451.1263, 1.748316, 24.06945, 564.7196, 244.3673, 906.3369, 337.3856, 124.5007, 218.5547, 9.397511, 283.2855, 47.26656, 343.1279, 481.4338, 444.2858, 258.3779, 737.0471, 293.5519, 637.465, 0.184831, 1296.314, 204.1893, 943.2576, 0.8530228, 156.2407, 381.3761, 489.4089, 739.4775, 631.9868, 421.9095, 215.9786, 319.0244, 171.6546, 845.9019, 871.0658, 293.5771, 602.7656, 645.4788, 22.66599, 25.29666, 719.6035, 350.7536, 19.49838, 758.7304, 126.777, 870.8665, 963.2293, 918.6585, 1310.958, 699.6434, 1420.266, 1488.472, 1084.24
69.40000000000001, 75.17719, 135.0957, 563.0224, 15.76334, 106.8033, 1058.424, 508.873, 617.8718, 622.2754, 491.844, 296.1934, 264.2729, 609.741, 204.5126, 172.0969, 394.3041, 707.6588, 293.3977, 1018.249, 313.4154, 222.2915, 263.4246, 141.2417, 430.862, 1.669867, 160.3418, 540.3874, 233.2834, 885.6388, 321.7245, 118.8968, 208.4793, 9.004274, 295.0707, 45.14375, 327.5067, 589.6219, 425.809, 246.4878, 775.1332, 365.1646, 608.8607, 0.1771916, 1316.611, 194.8676, 1035.749, 0.8115332, 178.2459, 362.604, 468.8682, 707.0332, 601.8235, 401.2308, 206.3478, 305.209, 163.8739, 808.025, 866.6613, 422.1245, 575.9533, 616.1781, 21.49364, 24.21336, 734.8873, 389.7619, 18.6347, 790.7396, 121.3723, 867.5186, 947.5276, 878.631, 1358.753, 675.4393, 1388.164, 1425.247, 1157.463
69.5, 71.89143, 128.4415, 532.9014, 15.01645, 101.8261, 1030.151, 520.5794, 609.4397, 713.0665, 471.5468, 283.7921, 252.479, 581.1335, 232.086, 164.8356, 422.4609, 799.111, 279.8105, 1047.735, 299.4737, 212.4084, 250.0009, 134.9709, 452.2324, 1.594939, 151.7212, 517.1036, 222.7023, 923.5363, 323.4166, 113.5451, 198.8684, 8.627494, 356.0945, 43.11628, 312.5966, 561.3148, 408.1006, 235.1448, 743.5961, 365.2864, 581.5399, 0.1698679, 1319.955, 185.9714, 989.8715, 0.7720616, 169.8785, 344.756, 527.8142, 799.2358, 643.124, 432.1918, 197.1464, 291.9919, 156.4458, 840.5461, 852.0041, 415.1497, 550.3337, 657.0732, 20.38192, 23.17645, 701.8517, 370.7959, 17.80927, 793.3289, 116.198, 826.5062, 969.6352, 956.5996, 1399.554, 669.8825, 1329.548, 1518.013, 1110.062
69.59999999999999, 68.74929, 122.115, 504.3918, 14.30495, 97.08088, 1045.259, 565.7795, 618.5909, 674.9737, 470.5556, 271.91, 341.1039, 553.8683, 220.9033, 157.8807, 468.9427, 763.2799, 266.8525, 1002.16, 286.1521, 202.9647, 237.2612, 128.9785, 449.0426, 1.523373, 198.0515, 494.823, 212.6012, 883.4007, 308.404, 108.4344, 189.7005, 8.266479, 337.5968, 41.17987, 298.3654, 534.3665, 391.1286, 224.3239, 713.342, 406.8777, 555.4449, 0.1628469, 1302.86, 177.4814, 1045.702, 0.7345099, 178.0255, 327.7864, 505.6617, 764.1696, 612.4291, 411.0091, 188.3553, 279.3471, 149.3544, 922.4305, 881.9496, 395.5763, 525.8536, 718.2862, 19.3277, 22.18394, 722.8976, 352.7528, 17.02041, 804.2767, 111.2443, 845.2949, 1070.52, 977.9966, 1409.732, 719.4038, 1389.262, 1559.056, 1064.602
69.7, 65.74448, 116.1002, 477.4074, 13.62717, 92.55676, 1000.614, 553.6254, 657.7238, 638.9158, 451.1368, 315.88, 325.8811, 527.8823, 210.2594, 218.297, 465.8553, 729.0555, 254.4946, 958.5666, 273.4232, 193.9409, 225.1708, 123.2521, 428.8719, 1.455018, 187.4034, 550.7943, 202.9582, 845.0093, 322.2383, 103.5537, 180.9553, 7.920571, 320.06, 39.33042, 284.782, 566.9431, 374.8625, 214.0009, 684.319, 389.3803, 530.521, 0.1561161, 1363.166, 197.3749, 1183.012, 0.6987846, 169.6684, 358.5077, 484.4389, 730.6418, 583.1992, 463.1981, 179.9562, 267.2499, 142.5845, 947.6107, 842.7505, 393.6861, 582.2186, 716.0163, 18.32801, 21.23393, 746.8785, 335.5877, 16.26649, 829.5644, 106.5018, 805.3331, 1018.009, 935.3836, 1350.439, 687.2593, 1532.954, 1543.09, 1021.004
69.8, 62.87101, 110.3816, 451.8667, 12.98149, 88.24348, 1010.465, 667.9804, 628.8625, 711.4324, 516.2252, 302.6544, 311.3377, 503.1155, 200.1283, 209.0864, 446.4798, 696.3656, 242.709, 961.7772, 261.2604, 185.3183, 213.6964, 117.78, 475.339, 1.38973, 177.3279, 553.3428, 193.7525, 904.2489, 335.8963, 98.89263, 172.6132, 7.589138, 303.4341, 37.56404, 271.817, 539.7246, 359.2728, 204.1529, 706.1137, 372.6355, 550.8494, 0.1496636, 1324.493, 188.3643, 1203.975, 0.6647969, 161.7037, 340.8613, 464.1068, 698.5851, 555.3644, 440.4958, 171.9317, 255.6766, 136.1215, 905.1796, 805.2936, 429.6825, 593.185, 929.7303, 17.38003, 20.32461, 713.304, 319.2578, 15.54596, 792.3954, 101.9615, 945.1307, 968.0738, 894.6273, 1293.64, 656.5511, 1579.986, 1477.545, 1082.344
69.90000000000001, 60.12312, 104.9447, 427.6924, 12.36641, 84.1312, 967.3057, 637.8989, 714.0519, 673.4269, 494.9217, 289.9826, 297.4433, 479.5107, 190.4854, 200.2643, 454.5332, 665.1415, 231.4692, 975.4031, 249.6387, 177.079, 248.5053, 112.5508, 453.987, 1.327372, 167.794, 529.5008, 356.0862, 951.5577, 443.5357, 94.44139, 164.6557, 7.271573, 287.6719, 35.87698, 259.4423, 609.5897, 344.3315, 194.7581, 677.3847, 356.6107, 554.327, 0.1434777, 1356.295, 179.765, 1259.335, 0.6324623, 200.6234, 324.0834, 491.036, 667.9349, 599.0138, 418.9062, 164.2649, 244.6044, 129.9514, 864.6485, 926.2291, 409.4239, 581.0428, 906.351, 16.48108, 19.45423, 681.2387, 303.7226, 14.85735, 811.8341, 97.61469, 900.4491, 964.9566, 906.3765, 1321.707, 682.6967, 1531.447, 1506.961, 1038.019
