 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C012, C013, C015, C016, C017, C020, C021, C024, C028, C032, C034, C036, C037, C038, C039, C043, C045, C046, C047, C050, C052, C053, C055, C061, C063, C064, C065, C070, C071, C076, C078, C087, C089, C097, C108
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
151.4, 200.9079, 438.9833, 635.9512, 670.9291, 865.2502, 1668.193, 2014.626, 335.7946, 927.2607, 3447.943, 1107.945, 625.3864, 419.7162, 719.3791, 0.01213527, 741.9015, 118.4101, 281.9763, 1579.001, 3112.359, 2937.753, 1501.688, 1915.313, 343.089, 3156.146, 309.033, 4303.685, 515.2778, 821.6358, 46.81481, 7974.861, 957.5981, 1435.32, 14.80882, 316.7666, 1063.938, 1486.295, 2677.114, 959.5132, 2108.38, 0.0001757796, 1229.791, 1624.944, 47.91504
151.5, 192.0307, 587.9304, 791.6291, 638.5522, 828.9847, 1598.094, 2071.826, 323.9369, 918.0283, 3357.693, 1060.543, 667.0063, 399.0209, 686.1395, 0.01159237, 707.8676, 113.0819, 270.4358, 1604.518, 3218.58, 2814.161, 1488.814, 1857.467, 324.765, 3122.596, 460.4007, 4630.358, 493.7021, 787.0995, 44.82435, 8169.066, 914.4938, 1371.525, 14.15288, 300.2154, 1017.14, 1582.238, 2777.532, 913.5182, 2431.495, 0.0001674191, 1353.976, 1736.693, 45.85918
151.6, 183.5457, 559.1876, 757.5584, 746.2825, 794.2391, 1607.337, 2225.032, 308.5586, 871.9535, 3406.193, 1035.867, 637.0262, 379.3462, 700.1567, 0.01107376, 675.395, 107.9935, 316.5603, 1536.66, 3265.146, 2864.029, 1562.748, 1777.23, 307.4197, 3203.921, 438.8689, 4486.968, 473.0298, 793.8588, 42.91852, 8028.194, 873.3298, 1484.688, 13.52599, 284.529, 972.4011, 1513.331, 2733.376, 869.7279, 2324.71, 0.0001594563, 1344.766, 1664.457, 43.89153
151.7, 175.4356, 531.85, 820.5225, 710.2692, 760.9499, 1646.903, 2124.341, 293.9103, 925.1811, 3307.475, 991.5488, 608.3937, 431.9234, 700.3864, 0.01057835, 731.9911, 103.134, 412.6317, 1664.005, 3128.852, 3055.103, 1527.821, 1700.459, 291.0007, 3157.738, 418.3441, 4614.016, 495.383, 776.6757, 41.09372, 8106.012, 834.0186, 1418.698, 12.92687, 269.6622, 929.6298, 1447.426, 2716.337, 885.1312, 2248.082, 0.0001518722, 1300.032, 1688.154, 42.0083
151.8, 167.6838, 507.4791, 809.5027, 795.4755, 754.2691, 1759.089, 2097.793, 279.9575, 878.7473, 3469.718, 949.1265, 581.048, 410.6263, 668.0244, 0.01010511, 712.7932, 98.49319, 395.7437, 1593.631, 3386.895, 3043.658, 1644.948, 1627.004, 275.4587, 3131.698, 487.813, 4554.783, 474.6403, 739.3146, 39.3465, 8049.66, 796.477, 1355.641, 12.35428, 255.5722, 888.7397, 1384.391, 2628.458, 842.7017, 2226.912, 0.0001446488, 1269.843, 1647.104, 40.20588
151.9, 160.2746, 482.6694, 844.9718, 788.0439, 779.8727, 1685.17, 2056.468, 266.667, 858.106, 3483.723, 953.1382, 670.1662, 390.3793, 694.574, 0.009653032, 733.741, 94.06122, 564.8684, 1635.016, 3293.701, 3141.043, 1621.569, 1811.682, 260.7468, 3206.433, 464.9992, 4604.423, 482.7175, 703.7507, 37.67358, 8007.006, 760.6252, 1423.424, 11.80706, 242.2184, 849.6483, 1324.101, 2650.917, 907.1447, 2328.34, 0.000137769, 1222.976, 1768.278, 38.48079
152, 153.1928, 459.0726, 852.0453, 898.4197, 760.8846, 1614.357, 2232.88, 254.0075, 815.0387, 3337.967, 912.3593, 731.3091, 436.4895, 662.4806, 0.009221182, 700.0814, 89.82867, 605.3101, 1746.145, 3197.233, 3008.899, 1727.417, 1818.993, 246.8206, 3265.964, 482.6861, 4539.331, 462.5051, 824.7079, 36.07178, 8096.241, 726.3872, 1605.709, 11.28408, 229.5623, 874.5787, 1541.991, 2550.32, 863.66, 2407.533, 0.0001312164, 1302.625, 1694.728, 36.82971
152.1, 146.4238, 486.9517, 815.3744, 855.0649, 803.5042, 1546.52, 2131.833, 241.9489, 774.1329, 3486.066, 987.2899, 698.4387, 482.9355, 631.8701, 0.008808652, 689.8743, 85.78658, 580.5363, 1695.312, 3293.188, 3076.324, 1648.303, 1740.417, 268.4448, 3355.336, 460.112, 4741.861, 443.139, 785.0363, 34.53809, 8033.374, 730.2764, 1534.341, 10.78426, 217.5676, 958.2718, 1537.148, 2788.361, 928.2901, 2347.35, 0.0001249755, 1249.504, 1624.237, 35.24948
152.2, 139.954, 463.1456, 945.6929, 848.9958, 806.1722, 1556.223, 2268.844, 326.7011, 775.3409, 3486.976, 945.0499, 667.0458, 459.1231, 642.9871, 0.008414578, 728.6349, 81.92637, 556.7764, 1623.615, 3427.369, 3207.283, 1655.221, 1805.236, 254.1074, 3313.474, 479.5168, 4544.993, 424.5839, 747.2729, 33.06961, 8072.191, 849.1495, 1466.144, 10.30658, 239.3878, 944.1395, 1470.206, 2671.535, 883.7917, 2244.26, 0.0001190313, 1331.079, 1556.678, 33.73705
152.3, 133.77, 440.5033, 904.9915, 808.0259, 772.3828, 1532.623, 2242.859, 311.1916, 846.6817, 3574.237, 1009.839, 637.064, 436.4849, 613.2773, 0.008038132, 750.698, 78.23986, 533.9889, 1773.361, 3294.213, 3226.015, 1579.414, 1816.711, 240.5358, 3358.554, 483.523, 4582.97, 504.9284, 711.3262, 31.66356, 7966.218, 862.6099, 1427.859, 9.850059, 226.8797, 944.9417, 1406.178, 2559.604, 841.4265, 2276.041, 0.0001133699, 1317.713, 1742.586, 32.28952
152.4, 127.8593, 546.2458, 866.0417, 769.0332, 740.0096, 1650.784, 2141.36, 296.4183, 804.1877, 3579.725, 966.6342, 608.4297, 414.9628, 584.9402, 0.007678529, 748.1213, 74.71924, 523.4468, 1698.363, 3464.909, 3287.713, 1507.078, 1738.234, 227.6891, 3438.136, 460.9098, 4679.064, 483.786, 677.1087, 30.3173, 8100.716, 823.7812, 1364.395, 9.413759, 215.0251, 903.3782, 1493.597, 2773.225, 801.092, 2313.253, 0.0001079778, 1401.819, 1697.24, 30.90409
152.5, 122.2098, 519.541, 828.7684, 742.6985, 722.6879, 1778.651, 2206.656, 282.3464, 763.8265, 3490.623, 949.3323, 581.0825, 394.502, 557.9126, 0.007335013, 713.8021, 71.35703, 597.0287, 1626.536, 3409.106, 3149.398, 1576.844, 1722.107, 215.5285, 3441.516, 439.3541, 4766.583, 463.5288, 711.0395, 29.02827, 8248.178, 803.7629, 1476.66, 8.996785, 203.7899, 977.3576, 1502.748, 2813.814, 762.691, 2264.981, 0.0001028421, 1340.713, 1709.074, 29.57811
152.6, 116.8098, 560.4342, 793.0993, 842.2399, 693.1808, 1703.91, 2106.796, 268.9425, 758.6573, 3709.049, 997.0455, 604.9938, 406.0151, 600.8825, 0.007006865, 681.0573, 68.14613, 611.1581, 1705.149, 3396.532, 3244.144, 1504.626, 1750.163, 204.0174, 3341.322, 418.8066, 4667.848, 506.8204, 676.8358, 27.79405, 8254.353, 824.3468, 1411.027, 8.598281, 331.6442, 934.3683, 1437.303, 2804.945, 775.8315, 2341.314, 9.795075e-05, 1319.847, 1637.986, 28.30902
152.7, 111.6485, 533.0356, 758.9653, 930.4647, 664.1273, 1640.57, 2201.173, 256.175, 748.0189, 3850.61, 954.3881, 577.801, 401.8276, 707.8208, 0.006693397, 808.3192, 65.0797, 586.1449, 1633.035, 3284.539, 3226.017, 1491.062, 1822.986, 220.6958, 3379.2, 399.22, 4733.104, 485.5988, 644.2773, 26.61231, 8194.06, 787.2405, 1369.147, 8.217427, 314.3156, 944.8759, 1374.709, 2699.946, 738.6414, 2238.489, 9.329199e-05, 1262.315, 1596.562, 27.09438
152.8, 221.5344, 565.3403, 942.1732, 885.5634, 636.2914, 1737.869, 2101.561, 389.0985, 813.9862, 3740.856, 913.5557, 551.8304, 382.0144, 675.1153, 0.006393953, 828.1422, 62.15125, 562.1555, 1563.971, 3577.89, 3266.49, 1497.344, 1793.206, 271.5481, 3454.553, 437.4501, 4681.63, 465.2657, 712.175, 25.48082, 8283.44, 950.5657, 1359.513, 7.853444, 297.8924, 903.3152, 1545.69, 2586.825, 740.0394, 2212.624, 8.885481e-05, 1281.162, 1634.038, 25.93186
152.9, 211.7457, 591.5049, 901.6233, 842.8289, 695.1418, 1865.621, 2006.457, 370.6268, 783.3708, 3650.456, 874.4702, 538.8012, 363.1782, 643.921, 0.006107905, 821.5685, 59.35458, 539.1478, 1656.353, 3487.607, 3489.483, 1428.767, 1858.479, 257.045, 3411.131, 416.9916, 4616.944, 540.7705, 765.1085, 24.39743, 8347.037, 907.778, 1437.821, 7.505582, 282.3274, 863.5827, 1500.432, 2652.154, 704.565, 2231.703, 8.462868e-05, 1225.316, 1729.904, 24.81921
153, 202.3896, 562.5874, 862.8186, 990.6471, 666.0061, 1787.225, 2044.992, 353.0319, 744.0543, 3624.458, 837.057, 595.1437, 636.7091, 767.6785, 0.005834654, 783.88, 56.68376, 517.0818, 1700.729, 3459.163, 3368.636, 1428.631, 1848.544, 243.3165, 3475.993, 523.9402, 4618.095, 518.1273, 728.3038, 23.3601, 8307.981, 1024.301, 1373.914, 7.173129, 267.5756, 825.5978, 1435.089, 2676.913, 670.7911, 2376, 8.060355e-05, 1440.11, 1738.068, 23.75431
153.1, 193.4469, 535.0836, 1066.19, 942.8416, 708.6766, 1800.694, 2018.705, 336.2724, 706.7111, 3941.39, 801.2445, 568.3936, 605.3145, 732.2073, 0.005573628, 853.8149, 92.76718, 559.4153, 1641.719, 3433.27, 3226.917, 1582.943, 1768.692, 230.3213, 3579.932, 499.4368, 4619.379, 496.4323, 693.2696, 22.36688, 8243.33, 995.9549, 1312.848, 6.855402, 275.0814, 870.4001, 1554.536, 2681.626, 749.7851, 2374.769, 7.676986e-05, 1484.574, 1665.775, 22.7351
153.2, 184.8993, 508.9243, 1020.303, 990.5243, 705.0159, 1782.016, 2237.979, 320.3084, 671.2421, 3776.485, 830.0103, 612.196, 575.4678, 698.375, 0.005324279, 814.6471, 88.59286, 536.5198, 1725.358, 3456.082, 3315.922, 1616.504, 1747.885, 218.0201, 3551.255, 476.0794, 4637.638, 475.6456, 705.4683, 21.41589, 8351.484, 951.124, 1329.275, 6.551747, 260.7083, 950.8388, 1605.234, 2881.234, 713.8435, 2270.475, 7.311851e-05, 1488.799, 1596.488, 21.75962
153.3, 176.7294, 527.387, 976.3904, 1074.968, 675.4663, 1858.928, 2201.266, 312.0227, 637.5533, 3779.109, 886.0817, 584.6795, 547.0929, 666.106, 0.005086086, 794.8318, 84.60638, 514.5614, 1652.39, 3522.162, 3196.363, 1542.47, 1764.252, 206.3759, 3427.316, 453.8143, 4715.828, 455.7293, 671.5326, 20.50534, 8289.37, 925.6461, 1270.193, 6.261543, 247.0861, 909.0159, 1543.579, 2760.517, 759.972, 2320.156, 6.964083e-05, 1598.13, 1633.148, 20.82599
153.4, 168.9205, 526.9395, 934.3679, 1023.093, 647.1552, 1780.814, 2482.198, 351.0241, 691.67, 3683.391, 848.1718, 558.3998, 520.117, 698.2012, 0.004858548, 837.6667, 80.79928, 494.1846, 1582.508, 3508.256, 3396.562, 1471.827, 1896.264, 195.3536, 3513.103, 456.1812, 4520.041, 436.647, 752.7637, 19.6335, 8153.795, 1041.201, 1268.252, 5.984194, 458.3615, 944.392, 1500.161, 2751.254, 739.8062, 2267.126, 6.632856e-05, 1528.467, 1603.62, 19.93242
153.5, 161.4566, 693.7364, 894.1539, 1032.121, 620.0308, 1705.982, 2636.589, 334.3599, 656.9559, 3712.911, 849.1387, 533.3012, 494.4713, 665.9402, 0.00464119, 799.2397, 77.16349, 547.3721, 1719.764, 3477.445, 3371.572, 1697.453, 1828.099, 184.92, 3555.053, 453.2953, 4624.19, 462.5442, 716.5529, 18.79872, 8254.202, 994.3334, 1254.883, 5.719129, 434.4119, 940.9074, 1434.829, 2824.117, 818.5688, 2478.383, 6.317383e-05, 1469.171, 1536.918, 19.07719
153.6, 154.3225, 659.8209, 855.6707, 1067.104, 594.0432, 1634.295, 2571.064, 348.7477, 750.7237, 3768.143, 936.7858, 509.3308, 470.09, 635.1699, 0.004433556, 1002.279, 73.6913, 583.1079, 1647.032, 3402.556, 3450.558, 1619.711, 1749.13, 175.0436, 3515.869, 432.0958, 4615.141, 443.1765, 819.829, 17.99944, 8425.28, 951.0835, 1199.107, 5.465806, 411.7136, 899.5214, 1372.342, 2784.303, 779.3301, 2369.538, 6.016914e-05, 1405.129, 1652.821, 18.25866
153.7, 147.5037, 663.3713, 818.8437, 1015.609, 610.6326, 1649.922, 2587.887, 332.1916, 713.0457, 3610.487, 968.1514, 538.9039, 446.911, 605.8213, 0.004235211, 956.3001, 70.37535, 559.2427, 1763.737, 3449.322, 3328.93, 1545.53, 1683.736, 165.6947, 3546.608, 535.6736, 4708.943, 424.6198, 799.7452, 17.23415, 8433.796, 908.2724, 1189.743, 5.223702, 390.2013, 927.0795, 1335.16, 2973.839, 741.9722, 2427.917, 5.730736e-05, 1343.879, 1708.25, 17.47525
153.8, 140.9861, 634.3577, 783.6017, 1087.574, 634.7717, 1729.174, 2583.864, 316.4214, 742.6574, 3501.981, 926.7302, 558.6594, 424.8748, 771.5574, 0.004045739, 912.4309, 67.20861, 573.8211, 1689.146, 3393.857, 3347.567, 1550.328, 1657.046, 156.8452, 3606.679, 510.6215, 4513.441, 406.84, 784.3737, 16.50139, 8233.759, 867.3884, 1178.929, 4.992323, 369.8131, 886.3017, 1419.433, 2908.6, 706.4052, 2485.547, 5.458169e-05, 1498.672, 1771.911, 16.72545
153.9, 134.7565, 640.798, 749.8765, 1035.091, 608.1663, 1861.827, 2466.934, 301.3998, 705.3843, 3594.664, 887.0811, 533.5491, 403.9253, 735.9069, 0.003864744, 870.5742, 124.7583, 550.336, 1851.704, 3627.918, 3377.741, 1650.442, 1655.065, 148.4682, 3649.054, 486.741, 4556.405, 389.8048, 746.6423, 15.79979, 8403.785, 828.3447, 1246.711, 4.771193, 350.4901, 847.3175, 1603.726, 2926.578, 672.543, 2454.758, 5.198567e-05, 1433.344, 1698.209, 16.00782
154, 128.8022, 609.4706, 717.6027, 985.1406, 582.676, 1802.897, 2355.295, 287.0914, 729.152, 3794.208, 961.1406, 509.5676, 384.0087, 701.9036, 0.003691846, 916.9528, 119.1445, 527.8121, 1874.221, 3681.792, 3375.216, 1677.145, 1760.154, 140.5387, 3493.843, 463.9773, 4647.408, 373.4828, 710.726, 15.12801, 8475.863, 821.4193, 1191.299, 4.559857, 347.2395, 987.643, 1533.884, 2938.637, 841.142, 2441.581, 4.951311e-05, 1370.864, 1678.379, 15.32098
154.1, 123.111, 579.6748, 787.0718, 937.6009, 558.254, 1727.137, 2390.375, 273.4622, 692.5567, 3800.359, 1035.677, 486.6639, 365.0741, 669.4716, 0.003526683, 874.8886, 113.7832, 547.1425, 1794.957, 3760.819, 3346.587, 1652.285, 1684.12, 133.0327, 3601.949, 442.2782, 4496.98, 357.8443, 797.6317, 14.48481, 8467.259, 887.8869, 1138.35, 4.357882, 362.1827, 963.5508, 1557.63, 2818.89, 800.8212, 2334.352, 4.715816e-05, 1311.107, 1608.568, 14.66361
154.2, 117.6713, 759.3621, 753.1973, 1024.508, 534.8557, 1654.561, 2282.201, 260.4801, 657.7981, 3706.454, 991.3668, 464.7897, 347.0732, 702.7808, 0.003368909, 1039.016, 113.9359, 562.5419, 1762.005, 3797.101, 3349.053, 1596.943, 1611.371, 125.9276, 3702.811, 421.5939, 4557.326, 418.2589, 773.1288, 13.86894, 8256.698, 913.0494, 1087.754, 4.164854, 343.2585, 961.6537, 1489.795, 2953.13, 762.4331, 2346.636, 4.491521e-05, 1253.956, 1541.661, 14.03445
154.3, 112.4719, 722.2383, 789.8136, 1103.536, 534.7891, 1736.997, 2237.769, 280.8623, 683.7031, 3599.771, 1054.41, 443.8987, 329.9598, 670.3082, 0.003218194, 993.8829, 108.809, 697.1835, 1687.487, 3802.85, 3417.524, 1548.801, 1716.236, 119.2019, 3550.901, 401.877, 4603.116, 400.7455, 735.9383, 13.27927, 8280.135, 955.9153, 1039.406, 3.980375, 345.9894, 1095.336, 1515.615, 2997.615, 725.8853, 2530.518, 4.277894e-05, 1321.489, 1566.664, 13.43228
154.4, 107.5022, 757.0956, 823.0088, 1050.283, 602.889, 1758.06, 2407.926, 267.5289, 702.2738, 3775.183, 1009.298, 454.9631, 313.6902, 639.3361, 0.003074221, 948.2896, 103.9128, 668.6495, 1742.34, 3720.722, 3363.226, 1618.365, 1722.154, 199.5965, 3521.918, 383.0821, 4661.586, 383.9654, 700.5368, 12.71466, 8571.803, 912.8867, 993.2081, 3.804068, 327.9113, 1047.157, 1449.61, 2991.656, 691.0894, 2579.216, 4.074427e-05, 1320.426, 1501.5, 12.85595
154.5, 102.7522, 752.918, 847.5172, 1237.527, 577.6199, 1802.433, 2405.67, 254.8284, 688.199, 3617.232, 966.1165, 434.5138, 298.2229, 609.795, 0.002936688, 904.7879, 99.23699, 641.2834, 1668.654, 3967.534, 3317.576, 1611.53, 1647.762, 188.9363, 3489.64, 365.1663, 4690.125, 458.3607, 666.8383, 12.17406, 8244.559, 871.795, 1103.995, 3.63557, 310.7777, 1001.098, 1424.561, 2866.312, 657.9614, 2465.943, 3.880639e-05, 1471.137, 1439.046, 12.30435
154.6, 98.212, 716.1093, 811.0411, 1177.808, 553.4099, 1730.953, 2296.804, 242.7309, 689.6282, 3812.363, 924.7823, 414.9836, 283.5182, 581.6189, 0.002805309, 863.2818, 130.3103, 651.5199, 1690.691, 3801.92, 3474.62, 1623.855, 1680.297, 178.8454, 3510.726, 348.0883, 4861.428, 439.1682, 634.7607, 11.65645, 8344.382, 954.1464, 1129.591, 3.474536, 381.5596, 957.0641, 1442.071, 2894.426, 700.2679, 2496.254, 3.696067e-05, 1407.01, 1529.467, 11.77641
154.7, 93.87243, 681.1001, 776.1349, 1120.971, 670.7387, 1856.467, 2192.864, 231.2077, 668.5374, 3652.856, 1015.696, 396.3312, 269.5386, 554.7447, 0.002679807, 823.6797, 124.4466, 624.8548, 1677.842, 3698.296, 3359.334, 1598.134, 1662.389, 276.9713, 3461.751, 331.8091, 4659.595, 420.7793, 656.9632, 11.16084, 8349.576, 991.2451, 1079.384, 3.320634, 361.6229, 914.9675, 1477.729, 2996.112, 728.3499, 2499.395, 3.520273e-05, 1345.678, 1465.849, 11.27113
154.8, 89.72461, 647.8024, 742.731, 1066.876, 642.6258, 1778.457, 2361.321, 241.6378, 634.9843, 3562.751, 972.241, 378.5172, 256.2483, 655.6927, 0.00255992, 865.2612, 118.8468, 725.6985, 1606.883, 3719.488, 3400.375, 1572.05, 1729.362, 262.1786, 3491.917, 316.2912, 4788.701, 418.0565, 748.1937, 10.68631, 8373.013, 946.6262, 1046.635, 3.17355, 342.7279, 874.7224, 1591.851, 2893.535, 693.4359, 2429.301, 3.352841e-05, 1287.019, 1458.118, 10.78753
154.9, 85.76006, 616.1326, 710.7648, 1085.553, 668.8712, 1869.522, 2254.461, 230.1665, 683.9379, 3660.303, 930.6448, 361.5039, 243.6133, 720.5394, 0.002445397, 986.428, 113.499, 695.9974, 1719.961, 3668.604, 3405.839, 1500.052, 1841.807, 257.5983, 3655.852, 301.499, 4870.166, 400.5516, 712.2026, 10.23195, 8366.327, 904.0158, 1083.047, 3.03298, 405.9547, 836.2476, 1571.777, 2969.677, 660.1954, 2523.485, 3.193373e-05, 1230.918, 1477.619, 10.32467
155, 81.9707, 632.3389, 680.1744, 1106.911, 1267.091, 1801.375, 2152.438, 240.5491, 649.6118, 3680.879, 890.8282, 345.2553, 231.6013, 687.2462, 0.002335996, 941.1767, 108.3918, 720.5729, 1647.221, 3646.376, 3487.576, 1489.804, 1762.246, 243.8403, 3552.083, 287.3986, 4909.67, 429.4459, 677.9429, 9.79691, 8296.866, 1034.378, 1071.986, 2.898637, 407.2851, 799.465, 1689.951, 2977.15, 628.5484, 2493.604, 3.041489e-05, 1177.262, 1451.976, 9.881679
155.1, 78.34876, 601.425, 650.9006, 1069.214, 1863.179, 1725.679, 2243.184, 229.1295, 669.2454, 3594.606, 878.3841, 329.737, 220.1816, 655.4914, 0.00223149, 898.0013, 103.5144, 766.0726, 1577.557, 3627.72, 3652.609, 1421.573, 1807.654, 230.817, 3414.557, 273.9577, 4828.481, 411.4641, 645.3312, 9.380367, 8369.34, 987.8176, 1024.34, 2.770244, 437.9082, 764.3004, 1683.572, 2852.414, 598.4184, 2458.872, 2.896829e-05, 1305.021, 1558.167, 9.457691
155.2, 74.88687, 572.0225, 978.2753, 1156.968, 2301.224, 1653.164, 2141.671, 218.252, 635.6567, 3628.159, 840.8034, 314.9162, 209.325, 625.2039, 0.00213166, 963.6935, 98.85645, 815.4903, 1695.984, 3723.343, 3614.028, 1487.369, 1729.568, 218.4894, 3461.874, 261.1453, 4781.042, 394.2352, 614.2883, 8.981535, 8378.809, 943.353, 999.8577, 2.647539, 415.0273, 730.6824, 1610.253, 2835.053, 569.7327, 2596.967, 2.759049e-05, 1462.087, 1540.181, 9.051896
155.3, 71.57794, 564.5107, 936.1716, 1101.137, 2325.629, 1583.696, 2044.751, 207.8908, 603.7538, 3561.834, 804.8306, 300.7616, 199.0036, 596.3157, 0.002036295, 964.9592, 94.40812, 793.3717, 1624.258, 3608.24, 3566.932, 1419.249, 1784.038, 206.8201, 3314.625, 248.9322, 4632.657, 377.7278, 683.9852, 8.59966, 8283.927, 946.3057, 967.228, 2.530268, 393.3419, 792.1744, 1540.126, 2800.218, 542.4221, 2482.914, 2.627822e-05, 1398.354, 1640.685, 8.663512
155.4, 68.41522, 536.9129, 895.8799, 1058.344, 2410.475, 1754.429, 1952.218, 198.0216, 573.4521, 3508.358, 952.5851, 287.2432, 189.1912, 628.5262, 0.001945197, 957.7681, 90.15996, 760.9009, 1618.443, 3565.439, 3480.996, 1448.634, 1706.973, 195.7741, 3291.528, 237.2902, 4711.46, 361.9115, 651.0828, 8.234021, 8356.058, 919.2233, 954.0085, 2.418192, 372.7895, 949.2235, 1601.438, 2837.551, 516.4207, 2552.298, 2.502837e-05, 1504.153, 1572.442, 8.291792
155.5, 65.39225, 519.0212, 857.3224, 1007.271, 2408.052, 1680.706, 1992.214, 188.6209, 544.6713, 3449.111, 911.8298, 274.3324, 179.8627, 599.4846, 0.001858174, 913.8315, 86.10296, 729.7592, 1626.743, 3416.609, 3458.045, 1382.288, 1633.236, 185.318, 3338.55, 226.1927, 4751.948, 346.7575, 619.7632, 7.883929, 8308.175, 1041.474, 1090.632, 2.311081, 353.3111, 907.4717, 1531.696, 2966.084, 541.3234, 2510.519, 2.383797e-05, 1779.584, 1674.692, 7.936021
155.6, 62.50285, 493.6473, 820.4243, 1234.944, 2307.122, 1625.385, 1902.058, 179.6664, 556.2369, 3368.128, 872.8182, 262.0019, 170.9941, 571.7849, 0.001775045, 892.7617, 176.6806, 843.6214, 1557.945, 3273.992, 3512.933, 1318.981, 1562.685, 175.4204, 3328.344, 215.6143, 4607.653, 332.2381, 589.9503, 7.548722, 7971.226, 1311.625, 1042.157, 2.208713, 334.8504, 1140.768, 1712.792, 2889.928, 667.5567, 2776.191, 2.270418e-05, 1913.979, 1605.034, 262.6185
155.7, 59.74112, 469.5138, 785.1143, 1529.178, 2258.685, 1565.799, 1815.983, 171.1371, 528.3201, 3563.119, 853.8472, 250.2256, 162.5627, 545.3651, 0.001695634, 949.1663, 172.5965, 914.1428, 1544.337, 3137.328, 3494.976, 1258.573, 1495.182, 166.0514, 3234.06, 205.5305, 4685.26, 458.7914, 589.4532, 7.227767, 7780.981, 1376.957, 995.8363, 2.11088, 468.0443, 1561.944, 1803.485, 2923.92, 635.5568, 3188.965, 2.162432e-05, 2019.634, 1621.769, 251.3505
155.8, 57.10142, 446.5602, 751.324, 1455.385, 2213.8, 1564.501, 1733.802, 163.0127, 501.8043, 3508, 817.3163, 238.9787, 154.5472, 520.166, 0.001619776, 905.6244, 164.83, 1028.104, 1490.764, 3132.492, 3347.942, 1248.994, 1509.905, 306.8182, 3174.9, 195.9183, 4721.835, 519.1823, 561.0982, 6.920458, 8012.313, 1314.976, 951.5745, 2.017381, 443.5887, 1493.241, 1825.719, 2884.833, 605.0909, 3087.945, 2.059582e-05, 1946.688, 1698.393, 240.566
155.9, 54.57835, 497.1849, 718.988, 1619.044, 2256.054, 1498.759, 1823.873, 155.2739, 476.6193, 3567.902, 1140.261, 228.2372, 146.9268, 635.3758, 0.001547312, 879.7748, 166.6832, 986.0264, 1578.285, 3001.735, 3341.431, 1269.461, 1444.681, 290.4314, 3039.858, 186.7557, 4713.603, 497.443, 534.1072, 6.626216, 7687.363, 1255.785, 1178.745, 1.928023, 420.4109, 1571.628, 1746.209, 2867.432, 576.0853, 3196.955, 1.961623e-05, 1861.832, 1809.61, 230.2441
156, 52.16677, 505.1072, 688.0436, 1608.223, 2298.013, 1435.779, 1741.335, 147.9026, 503.9898, 3481.88, 1165.763, 217.9786, 139.6822, 701.9113, 0.00147809, 839.4161, 279.1583, 945.6707, 1511.536, 2992.61, 3512.095, 1211.321, 1509.927, 317.4534, 2910.559, 178.0216, 4625.263, 526.6715, 532.9023, 6.344484, 7785.344, 1505.453, 1270.399, 1.842623, 398.4442, 1595.565, 1670.162, 2992.945, 680.9556, 3056.552, 1.868324e-05, 1847.526, 1734.34, 220.3652
156.1, 49.86174, 480.4135, 822.8791, 1605.095, 2201.695, 1377.582, 1736.799, 140.8812, 478.6952, 3426.724, 1205.888, 208.181, 132.7948, 669.4788, 0.001411964, 1027.026, 266.5968, 906.9667, 1542.858, 3105.258, 3364.341, 1277.024, 1444.702, 300.4986, 2802.509, 169.696, 4688.566, 504.6187, 507.2676, 6.07473, 7730.759, 1437.688, 1229.305, 1.761005, 377.6253, 1634.981, 1681.712, 2929.143, 691.6338, 3070.96, 1.779463e-05, 1807.047, 1856.872, 210.9101
156.2, 47.65857, 594.0795, 787.4634, 1561.79, 2300.731, 1319.694, 1680.828, 134.1931, 620.4388, 3586.124, 1154.295, 198.8239, 126.247, 638.545, 0.001348797, 979.9125, 254.6005, 902.1634, 1567.458, 3094.578, 3222.803, 1251.026, 1395.215, 284.4493, 2683.306, 161.7597, 4800.711, 524.1686, 572.1007, 5.816446, 7824.203, 1372.973, 1174.666, 1.683003, 472.3002, 1613.545, 1608.474, 3028.3, 658.4797, 3120.532, 1.694827e-05, 1851.951, 1846.701, 201.8607
156.3, 45.55274, 565.0361, 785.5327, 1486.423, 2255.955, 1499.6, 1681.45, 127.8225, 589.2997, 3563.386, 1109.437, 292.886, 120.022, 609.0405, 0.001288455, 934.9601, 243.1441, 951.101, 1557.847, 3138.935, 3157.601, 1261.868, 1334.946, 269.2572, 2652.302, 154.1946, 4601.399, 502.2206, 585.7951, 5.569144, 7839.309, 1392.544, 1227.582, 1.608456, 447.6223, 1684.452, 1538.425, 2901.421, 781.8406, 2983.486, 1.614218e-05, 1814.666, 1769.889, 193.1996
