 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C012, C013, C015, C016, C017, C020, C021, C024, C028, C032, C034, C036, C037, C038, C039, C043, C045, C046, C047, C050, C052, C053, C055, C061, C063, C064, C065, C070, C071, C076, C078, C087, C089, C097, C108
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
118.4, 1195.086, 3.479862, 1264.542, 251.3317, 4.26094, 153.8292, 1099.935, 1.447635, 1125.924, 126.1079, 172.9714, 373.3645, 857.504, 989.7018, 5.262385, 615.7747, 832.2218, 0.187588, 270.8937, 385.2086, 19.33641, 328.8918, 108.0957, 725.7142, 2321.378, 498.08, 2776.838, 488.095, 1023.278, 366.3262, 3253.721, 303.9136, 1327.044, 844.2238, 693.0928, 851.5483, 18.02068, 1214.583, 897.0685, 0.4703137, 606.3281, 754.3793, 964.3502, 1097.122
118.5, 1154.414, 3.309738, 1210.117, 239.2032, 4.08235, 147.3651, 1050.159, 1.378911, 1069.415, 207.2763, 165.571, 356.5828, 1051.248, 961.8932, 5.026961, 587.5267, 794.7736, 0.1799105, 259.4372, 369.1291, 18.52293, 313.8289, 103.4263, 698.1233, 2391.726, 519.3386, 2766.766, 467.6575, 974.054, 350.7509, 3145.461, 290.2335, 1400.523, 806.8296, 821.4431, 843.4737, 17.23588, 1225.637, 980.4215, 0.4496586, 577.4897, 721.4956, 924.2386, 1100.833
118.6, 1234.966, 3.147931, 1158.035, 245.6103, 3.911245, 141.1727, 1186.395, 1.31345, 1015.742, 198.604, 158.4872, 340.5554, 1129.258, 958.6543, 4.802069, 574.2503, 759.0106, 0.1725472, 248.4652, 353.7208, 17.74367, 299.4559, 98.95856, 943.7393, 2348.317, 525.2033, 2700.969, 448.0757, 978.8267, 470.0456, 3122.447, 283.9512, 1359.894, 771.0918, 778.5222, 849.5051, 16.48526, 1174.286, 933.4242, 0.4299107, 595.6209, 727.2208, 982.1779, 1172.4
118.7, 1233.694, 2.994035, 1224.107, 233.7579, 3.747311, 135.2404, 1132.705, 1.251096, 1019.01, 190.2946, 151.7065, 368.9691, 1104.532, 914.3588, 4.587237, 547.9072, 724.8568, 0.1654852, 237.9572, 338.9556, 16.99719, 285.7411, 94.68383, 992.8907, 2248.432, 500.6408, 2605.109, 478.6023, 931.7414, 493.8781, 3144.949, 271.1697, 1299.451, 888.9512, 764.614, 834.245, 15.76733, 1146.546, 888.6797, 0.41103, 567.2919, 695.5209, 1013.098, 1267.297
118.8, 1179.183, 2.847662, 1171.423, 222.4775, 3.590249, 129.5575, 1081.446, 1.191703, 990.021, 182.3328, 145.2159, 352.385, 1050.07, 872.11, 4.382017, 522.7726, 692.2398, 0.1587123, 227.8936, 403.8961, 16.28212, 272.6544, 115.4608, 957.4644, 2304.678, 523.1398, 2676.54, 604.0186, 919.4517, 516.8609, 3185.633, 258.9636, 1304.957, 898.3896, 724.6625, 921.8923, 15.08066, 1098.508, 846.0801, 0.3929785, 561.9489, 734.4777, 1161.41, 1212.922
118.9, 1208.438, 2.708446, 1163.744, 211.7414, 3.439769, 124.1133, 1032.506, 1.135129, 985.126, 174.7041, 139.0031, 391.1696, 1139.9, 831.8134, 4.185978, 508.9623, 791.9713, 0.1522166, 350.248, 387.0366, 15.59713, 260.1671, 110.4733, 990.7668, 2297.014, 533.4869, 2608.929, 659.9207, 967.2449, 494.8851, 3086.51, 374.1852, 1331.129, 858.5963, 686.7985, 881.3427, 14.4239, 1052.483, 805.5226, 0.3757198, 561.0247, 775.2494, 1113.102, 1160.879
119, 1155.043, 2.576035, 1187.913, 201.5235, 3.295597, 118.898, 985.781, 1.081241, 935.6837, 167.3946, 133.056, 373.5876, 1083.695, 793.3787, 3.998709, 624.3922, 914.4991, 0.1459868, 375.5219, 370.8808, 14.94095, 248.2517, 105.7011, 937.8511, 2236.242, 619.247, 2554.591, 778.6475, 1118.276, 662.0595, 3086.788, 357.342, 1307.543, 820.5655, 650.9128, 842.5766, 13.79574, 1028.729, 766.9092, 0.359219, 566.2956, 741.456, 1182.541, 1111.07
119.1, 1298.986, 2.450097, 1136.787, 191.7986, 3.157467, 113.9017, 1117.236, 1.029911, 1056.278, 160.391, 127.3633, 480.8755, 1030.26, 756.72, 3.819818, 595.7489, 1007.046, 0.1400119, 359.6404, 355.3994, 14.31239, 236.882, 101.1351, 941.3391, 2255.334, 590.2863, 2569.971, 970.3687, 1077.057, 633.9102, 3133.614, 341.6243, 1249.427, 895.7239, 663.5262, 877.0779, 13.19494, 1065.223, 844.1478, 0.3434429, 657.5366, 709.1357, 1153.452, 1063.398
119.2, 1358.534, 2.330317, 1135.085, 182.543, 3.025127, 109.1154, 1066.677, 0.9810175, 1056.674, 240.4524, 217.2844, 528.6722, 1011.932, 778.4411, 3.64893, 673.0628, 1104.358, 0.1342816, 344.4306, 340.5642, 13.71026, 226.0331, 96.7664, 907.8543, 2286.802, 562.6801, 2594.218, 929.7373, 1145.205, 606.9578, 3188.711, 422.3648, 1238.09, 856.0486, 698.1768, 923.0097, 12.6203, 1139.847, 838.5009, 0.3283597, 626.2627, 728.3461, 1267.73, 1082.014
119.3, 1328.299, 2.216392, 1140.706, 173.734, 2.898333, 104.5303, 1078.591, 0.9344455, 1003.641, 230.3921, 225.4645, 504.9098, 962.0358, 761.3591, 3.485687, 642.1868, 1125.497, 0.1287857, 329.8641, 326.3482, 13.13347, 215.681, 92.58636, 859.3668, 2240.998, 590.8168, 2693.506, 936.3817, 1090.116, 581.1512, 3288.165, 403.3529, 1219.817, 818.1307, 661.6967, 882.4109, 12.07069, 1200.363, 798.3066, 0.3139389, 596.4763, 805.6079, 1215, 1162.451
119.4, 1339.862, 2.108037, 1091.611, 165.3502, 2.776854, 100.1378, 1074.246, 0.8900844, 1070.279, 220.7527, 215.8183, 529.4526, 1063.129, 751.7855, 3.329747, 612.7272, 1128.516, 0.1235149, 315.9136, 312.7257, 12.58094, 205.803, 88.5869, 813.469, 2234.818, 563.1857, 2702.161, 950.4878, 1037.677, 556.442, 3247.772, 397.5347, 1165.6, 878.7139, 648.0558, 843.5978, 11.54501, 1150.071, 760.0391, 0.3001514, 568.1065, 785.7497, 1164.463, 1134.605
119.5, 1280.659, 2.004979, 1044.63, 157.3709, 2.660467, 95.92989, 1025.632, 0.8478292, 1016.562, 211.5165, 206.5847, 505.6551, 1010.709, 788.1725, 3.180783, 654.7083, 1127.906, 0.1184597, 302.5531, 299.6718, 12.05166, 196.3774, 84.7602, 770.0225, 2222.11, 574.9849, 2847.637, 939.2519, 987.761, 532.7833, 3160.161, 409.1356, 1113.792, 839.7921, 676.975, 840.4296, 11.04223, 1121.587, 723.606, 0.2869695, 625.5504, 751.4986, 1116.028, 1085.923
119.6, 1236.526, 1.906959, 1238.356, 149.7767, 2.548958, 91.8988, 979.2177, 0.8075801, 1092.733, 240.9057, 197.7462, 482.9273, 960.873, 751.7543, 3.038484, 624.6743, 1108.855, 0.1136114, 289.7576, 287.1628, 11.54465, 258.5401, 81.0988, 759.409, 2136.682, 548.0942, 3045.607, 899.9235, 1068.464, 510.1305, 3240.707, 422.2422, 1064.288, 802.5942, 691.7037, 839.731, 10.56134, 1136.804, 839.8601, 0.2743664, 943.9044, 808.0685, 1069.607, 1039.33
119.7, 1388.329, 1.813732, 1207.015, 142.5489, 2.442122, 111.4614, 934.9041, 0.7692416, 1074.327, 259.8007, 189.2859, 461.221, 999.5148, 756.1252, 2.90255, 596.0181, 1058.959, 0.1089616, 277.5033, 350.4467, 11.05896, 246.6992, 77.59557, 718.8499, 2182.608, 522.4612, 3251.833, 899.5689, 1039.221, 488.4409, 3139.501, 538.7015, 1016.984, 767.0439, 655.5618, 897.614, 10.10139, 1089.175, 799.6007, 0.2623169, 899.0102, 772.8445, 1025.118, 994.7363
119.8, 1326.985, 1.725062, 1155.067, 197.228, 2.339765, 106.7776, 892.5959, 0.7327233, 1077.835, 248.9308, 181.1875, 440.4904, 950.2311, 836.8027, 2.772698, 568.6764, 1011.308, 0.1045021, 265.7672, 335.8183, 10.59371, 289.0218, 74.24366, 680.4569, 2163.709, 498.0269, 3330.029, 861.9021, 1015.059, 467.6735, 3221.451, 514.453, 1064.561, 740.7688, 621.3083, 858.1323, 9.661479, 1043.541, 761.2712, 0.2507965, 856.2513, 832.9598, 982.4785, 1064.565
119.9, 1268.351, 1.640727, 1130.455, 187.7104, 2.241697, 102.2907, 888.1541, 0.6979386, 1023.74, 277.2498, 173.4356, 472.7941, 903.3774, 798.1375, 2.648656, 542.589, 969.655, 0.1002251, 254.5275, 321.8005, 10.14803, 275.7849, 71.03654, 706.2236, 2121.956, 474.7354, 3216.976, 825.8124, 1047.416, 447.789, 3202.657, 491.296, 1198.544, 777.9494, 588.8447, 820.3871, 9.240723, 1057.106, 724.779, 0.2397821, 815.5261, 844.3791, 941.6129, 1018.889
120, 1248.224, 1.560515, 1193.947, 178.6521, 2.14774, 97.99234, 847.9615, 0.6648052, 972.3593, 265.6498, 166.0154, 451.5433, 858.834, 761.2589, 2.530162, 517.6983, 1073.43, 0.0961231, 243.7631, 308.3678, 9.721105, 263.1542, 67.96797, 668.505, 2100.326, 452.5331, 3292.554, 809.8854, 997.0309, 428.75, 3279.372, 469.1813, 1145.273, 743.4908, 603.9982, 909.1703, 132.944, 1012.815, 690.0361, 0.2292514, 776.7378, 817.6784, 902.4471, 1017.745
120.1, 1313.544, 1.484224, 1142.561, 179.4038, 2.057721, 93.87459, 967.6205, 0.6332448, 962.2028, 381.9854, 158.9126, 431.2477, 816.4869, 726.0842, 2.41697, 493.9495, 1025.128, 0.09218902, 233.4539, 325.9828, 9.312137, 251.102, 131.7432, 632.8009, 2282.797, 529.3155, 3286.881, 819.6541, 967.2035, 410.5205, 3366.724, 500.0334, 1113.822, 710.5586, 744.6819, 974.0507, 177.2392, 998.4785, 736.3781, 0.2191832, 739.7944, 782.0355, 864.9105, 974.0771
120.2, 1280.463, 1.411663, 1093.387, 209.9753, 1.971475, 113.5462, 1144.716, 0.6031826, 913.9109, 446.0401, 152.1137, 411.8643, 776.2279, 692.5349, 2.308841, 706.6999, 978.9991, 0.08841595, 293.2754, 492.1497, 344.5727, 239.6017, 225.1312, 664.5377, 2307.619, 504.5607, 3427.037, 785.3335, 1012.802, 393.0661, 3553.436, 615.7743, 1082.7, 744.9813, 705.7719, 931.2068, 349.6782, 1367.447, 891.024, 0.2095572, 704.6081, 803.4551, 943.4585, 975.1381
120.3, 1223.885, 1.34265, 1325.241, 266.5031, 1.888844, 108.7749, 1267.987, 0.5745476, 870.6973, 867.562, 180.4282, 503.2549, 737.9539, 660.5356, 2.20555, 674.2808, 934.9463, 0.08479731, 352.6212, 520.1621, 330.0765, 318.2001, 215.4062, 629.0455, 2515.614, 480.9636, 3564.992, 752.45, 964.0826, 376.3538, 3814.231, 628.2592, 1034.578, 722.9182, 668.895, 984.9236, 334.4497, 1427.882, 870.0517, 0.2003539, 671.0953, 768.4322, 948.9887, 1039.566
120.4, 1169.806, 1.27701, 1268.204, 361.3077, 1.809676, 129.4572, 1240.535, 0.547272, 917.7449, 1037.252, 271.582, 480.635, 701.5671, 712.1572, 2.10688, 767.9282, 967.6162, 0.08132676, 519.6793, 758.5628, 518.6133, 371.0929, 206.1013, 618.7435, 2648.826, 458.4701, 3560.996, 720.9433, 983.4536, 360.3521, 3930.494, 599.9794, 1011.78, 774.4742, 744.3013, 941.6016, 330.4172, 1550.527, 828.345, 284.1772, 639.1765, 894.8006, 997.9296, 1180.116
120.5, 1203.974, 1.21458, 1213.622, 448.6783, 1.733826, 373.6168, 1440.617, 0.5212912, 896.5848, 1216.525, 305.6517, 459.0317, 852.5662, 713.1006, 2.012624, 732.7004, 1030.314, 0.07799826, 522.1954, 855.0751, 707.058, 369.9091, 197.1983, 585.6971, 2769.791, 437.0286, 3688.854, 690.7559, 936.1456, 345.0307, 3930.381, 762.3784, 966.8093, 740.1696, 705.4112, 958.2789, 316.0276, 1644.069, 881.1793, 312.8775, 608.7758, 894.201, 956.4214, 1129.482
120.6, 1260.923, 1.155201, 1161.39, 427.0266, 1.661156, 357.917, 1375.423, 0.4965438, 851.5862, 1371.724, 316.5511, 438.3995, 982.4152, 777.779, 1.922585, 711.0389, 983.9526, 0.07480598, 500.1109, 939.1677, 677.312, 385.3002, 276.0378, 554.4157, 2887.01, 509.4674, 3780.509, 661.8325, 891.1134, 412.076, 4334.061, 827.4209, 1023.177, 798.869, 668.553, 1098.437, 302.2646, 1760.828, 905.5759, 467.6791, 579.821, 898.9618, 958.2291, 1156.371
120.7, 1205.208, 1.098726, 1111.405, 406.4196, 1.591531, 342.8769, 1567.772, 0.4729713, 808.8461, 1668.915, 433.2919, 431.8369, 1008.922, 775.8317, 1.836574, 765.1409, 943.644, 0.07174436, 490.4547, 1049.125, 724.2177, 367.6538, 333.3093, 617.5419, 2998.174, 485.6408, 3745.657, 634.1202, 848.2474, 394.5555, 4519.621, 790.1763, 977.6996, 854.4566, 633.6208, 1050.121, 330.4798, 1757.583, 862.1663, 447.1397, 552.2435, 859.7757, 1024.698, 1315.531
120.8, 1151.956, 1.045011, 1063.571, 386.8071, 1.524825, 568.2665, 1794.829, 0.4505178, 829.8916, 1599.089, 469.8266, 412.427, 1037.529, 811.4471, 1.754411, 833.4482, 901.1821, 0.06880804, 553.3509, 1182.823, 693.7498, 350.8156, 411.7544, 584.5597, 3028.241, 488.9682, 3765.981, 751.9014, 807.4434, 377.7798, 4620.131, 816.4114, 934.244, 816.6092, 600.5137, 1003.932, 440.1195, 1778.084, 820.8376, 427.5023, 525.9775, 831.6456, 1004.951, 1259.086
120.9, 1127.911, 0.9939224, 1017.797, 397.898, 1.460914, 544.3873, 1937.34, 0.4291303, 900.8943, 1818.87, 472.6201, 393.8895, 986.3707, 773.9535, 1.675923, 933.5973, 970.6757, 0.0659919, 529.9488, 1359.551, 946.4443, 440.4999, 429.6825, 604.1971, 3311.722, 544.5692, 3824.99, 881.9633, 768.6023, 450.504, 4863.916, 831.48, 980.2, 780.4382, 569.1365, 959.7734, 457.961, 1977.621, 821.0731, 584.1656, 500.9609, 879.6696, 1175.925, 1205.063
121, 1078.073, 0.9453314, 973.9919, 479.9499, 1.399682, 724.3925, 1849.668, 0.4087581, 855.6795, 1921.76, 452.3996, 376.1852, 1134.958, 738.1923, 1.600947, 890.7695, 926.9974, 0.06329101, 507.5364, 1419.591, 1001.156, 581.277, 435.212, 673.9548, 3348.467, 519.101, 3973.245, 868.6672, 731.6296, 497.2154, 4931.536, 890.5894, 936.6332, 765.4428, 539.3988, 917.5575, 611.7354, 2003.756, 781.7142, 558.5104, 477.1341, 841.3245, 1127.013, 1153.358
121.1, 1030.438, 0.899116, 932.0726, 459.6602, 1.341017, 879.0283, 1941.901, 57.70546, 814.7346, 2031.659, 433.0442, 481.2974, 1078.996, 918.2144, 1.529325, 849.9065, 885.2846, 0.06070067, 486.0718, 1536.392, 1187.211, 554.6552, 475.239, 659.4427, 3400.775, 540.4344, 3988.875, 832.2943, 823.7701, 629.2576, 5063.481, 850.5013, 1024.19, 731.5382, 511.2149, 877.1985, 660.3456, 2151.579, 877.3539, 729.6415, 454.4405, 874.0242, 1080.135, 1197.455
121.2, 984.9073, 25.70985, 891.9573, 505.9165, 1.28481, 842.0905, 2068.832, 54.966, 892.7081, 2172.37, 414.5169, 476.5092, 1025.793, 875.7875, 1.460907, 924.6481, 845.4487, 0.05821634, 663.7952, 1540.866, 1137.265, 577.9512, 454.7101, 676.9561, 3473.871, 515.1595, 4005.522, 797.4443, 810.1599, 602.503, 5114.568, 919.4338, 1098.913, 834.0034, 484.5036, 838.6147, 634.4809, 2173.348, 835.2972, 767.3814, 432.8263, 1092.573, 1035.208, 1146.077
121.3, 941.3885, 73.45168, 853.5686, 481.5026, 1.23096, 806.7048, 2173.508, 83.02154, 847.9041, 2360.135, 448.4451, 455.0915, 1013.493, 835.321, 1.39555, 1068.419, 823.0872, 0.05583369, 635.7222, 1546.785, 1204.024, 551.4816, 446.5947, 640.8007, 3414.055, 567.5934, 4111.506, 764.0536, 771.188, 727.7587, 5360.507, 970.6137, 1050.07, 839.0549, 459.188, 896.2486, 606.8493, 2082.29, 1027.137, 733.6797, 412.2401, 1212.298, 1205.828, 1152.05
121.4, 946.9039, 307.111, 976.6686, 579.1635, 1.179366, 772.8062, 2075.148, 79.08024, 805.3488, 2442.33, 637.0794, 434.6364, 1053.989, 796.7242, 1.333117, 1044.193, 793.6139, 0.05354856, 608.8365, 1663.596, 1153.37, 552.3672, 643.6658, 606.5762, 3618.134, 583.6732, 4006.002, 732.0612, 734.0909, 783.0272, 5514.118, 962.2635, 1129.588, 906.4472, 435.1952, 856.8269, 792.3708, 2147.653, 1043.409, 770.1054, 392.6331, 1276.821, 1249.546, 1169.882
121.5, 905.0643, 292.0969, 934.634, 551.2148, 1.129935, 820.782, 2309.848, 75.32605, 940.5765, 2505.197, 728.4874, 650.7679, 1032.02, 918.106, 1.273477, 1078.438, 798.8517, 23.65393, 588.038, 1594.154, 1416.96, 527.0694, 714.8918, 574.1797, 3643.321, 603.111, 4376.527, 815.6531, 799.3518, 894.9903, 5578.711, 1119.389, 1166.145, 866.2969, 532.6055, 918.246, 757.8631, 2241.421, 1005.337, 876.8011, 373.9586, 1237.148, 1197.572, 1119.687
121.6, 865.0734, 277.8168, 894.4086, 707.8404, 1.082575, 847.6871, 2296.705, 108.1554, 893.3701, 2735.229, 697.3199, 621.5177, 1186.287, 875.6841, 1.216506, 1160.941, 849.7342, 44.95386, 603.5469, 1720.155, 1521.919, 563.6979, 684.0106, 543.5134, 3713.251, 574.9049, 4242.361, 808.0961, 760.8999, 992.9816, 5719.603, 1069.002, 1114.314, 909.3611, 573.5598, 877.8567, 724.8582, 2198.333, 1043.591, 838.294, 356.1722, 1205.925, 1147.76, 1311.941
121.7, 826.8495, 264.2349, 946.2752, 673.6823, 1.037201, 812.0663, 2429.775, 103.021, 848.5328, 2671.325, 688.263, 601.3236, 1172.607, 947.2399, 1.162083, 1107.685, 931.3648, 147.373, 630.3658, 1730.142, 1758.527, 687.8805, 686.3171, 553.5819, 3649.621, 548.018, 4187.214, 774.2595, 724.2977, 995.4185, 5709.936, 1102.628, 1064.786, 1055.644, 623.0168, 839.244, 693.2907, 2320.999, 993.5659, 1046.364, 339.2319, 1361.17, 1100.02, 1255.65
121.8, 790.3146, 383.8044, 905.5487, 641.1725, 0.9937283, 777.9423, 2450.429, 98.13023, 805.946, 2667.243, 818.3691, 578.6747, 1114.789, 903.4719, 1.110094, 1056.871, 889.4554, 221.9794, 723.6622, 1831.927, 1869.24, 656.3762, 812.1597, 524.0157, 3581.993, 699.4866, 4288.088, 819.8174, 689.4562, 1119.654, 5808.786, 1052.996, 1131.766, 1008.885, 590.4638, 802.3296, 694.6793, 2223.754, 945.9384, 1000.41, 323.0973, 1301.836, 1190.482, 1201.775
121.9, 790.7512, 408.2491, 866.5751, 762.6625, 0.9520778, 913.1966, 2349.241, 93.47168, 765.4965, 2838.041, 796.6548, 647.7539, 1219.003, 1027.961, 1.060432, 1163.818, 904.9683, 212.8943, 693.0573, 1755.458, 1910.648, 671.1852, 777.0767, 496.0287, 3769.996, 704.1889, 4479.2, 785.4899, 656.2906, 1213.511, 5909.453, 1081.24, 1081.463, 975.8365, 559.6118, 929.3451, 664.426, 2288.655, 900.5941, 1060.012, 307.73, 1416.419, 1187.923, 1369.236
122, 755.8113, 388.2906, 829.2788, 725.8588, 0.912173, 913.5254, 2242.928, 89.03428, 727.0771, 3045.671, 872.746, 625.0051, 1158.897, 980.463, 1.012991, 1110.429, 864.2466, 204.1811, 663.7468, 1682.182, 1830.267, 640.4456, 743.5092, 469.5363, 3870.683, 789.9978, 4462.028, 872.0888, 832.4667, 1161.915, 5891.266, 1301.21, 1033.395, 1049.389, 635.7991, 924.1262, 668.5637, 2225.23, 1012.217, 1013.459, 293.0937, 1354.677, 1234.242, 1310.487
122.1, 722.4152, 369.3078, 793.5877, 785.4171, 0.8739407, 896.9482, 2299.86, 170.4728, 696.8282, 2932.216, 835.4066, 659.7958, 1307.668, 935.1599, 0.9676725, 1059.489, 847.6549, 195.8245, 657.6602, 1695.484, 1910.733, 720.3721, 711.3917, 444.4589, 3880.78, 753.0515, 4506.287, 835.5726, 792.4218, 1152.577, 5989.194, 1242.638, 1084.505, 1002.907, 621.1935, 993.7255, 639.4478, 2333.146, 963.6955, 1071.109, 279.1535, 1301.768, 1215.202, 1254.259
122.2, 690.4948, 351.253, 759.4327, 747.5153, 0.8373109, 859.2574, 2400.668, 189.8772, 801.6615, 3200.94, 822.1508, 645.8848, 1393.341, 1007.453, 0.9243816, 1102.138, 857.0636, 187.8098, 737.6902, 1658.749, 1830.348, 724.656, 680.6616, 456.1395, 3839.284, 717.8331, 4461.587, 904.4602, 821.7271, 1167.856, 6142.277, 1186.703, 1036.302, 1074.591, 588.7358, 950.0162, 611.5999, 2322.466, 917.4999, 1147.111, 265.8764, 1308.04, 1206.587, 1284.99
122.3, 682.9568, 334.0809, 726.7477, 860.5931, 0.8022164, 930.5862, 2292.029, 196.4161, 858.3406, 3262.313, 807.6031, 616.8541, 1324.638, 1011.424, 0.8830273, 1143.705, 818.4976, 180.1232, 708.0433, 1766.565, 2153.521, 792.4255, 651.2589, 431.7776, 3937.37, 684.2618, 4442.169, 866.5886, 782.1989, 1118.201, 6232.581, 1288.232, 990.2421, 1115.899, 591.7147, 908.2295, 654.8056, 2296.71, 873.5188, 1214.452, 253.2307, 1260.392, 1378.99, 1229.856
122.4, 652.7798, 317.7484, 695.4694, 819.0636, 0.7685927, 891.4819, 2272.791, 187.0916, 815.2615, 3214.078, 773.0508, 589.1282, 1522.778, 964.69, 0.8435231, 1207.855, 781.667, 172.7513, 890.6444, 1692.824, 2138.151, 756.1332, 747.4837, 408.7169, 3891.38, 652.2605, 4428.927, 852.4302, 744.5721, 1278.404, 6313.336, 1230.245, 946.229, 1066.471, 568.5255, 868.2808, 726.4416, 2220.447, 831.6459, 1161.116, 241.1865, 1205.451, 1321.632, 1242.146
122.5, 623.9363, 302.2142, 665.5372, 779.5382, 0.7363784, 965.1391, 2169.938, 178.2098, 774.3445, 3283.073, 739.9767, 708.8076, 1447.693, 920.1157, 0.8057863, 1215.96, 925.7085, 165.681, 906.8824, 1763.851, 2048.199, 721.5031, 715.1945, 386.8878, 3932.142, 621.7559, 4436.457, 834.488, 718.0062, 1224.049, 6357.598, 1268.233, 926.043, 1101.2, 538.8198, 830.0893, 694.8051, 2382.094, 791.7803, 1332.296, 229.7151, 1167.206, 1266.659, 1220.573
122.6, 596.3672, 287.4395, 752.166, 741.9202, 0.7055143, 952.6703, 2318.687, 169.7496, 735.481, 3171.73, 708.3176, 707.9946, 1495.253, 1018.942, 0.7697376, 1160.179, 884.0536, 158.9001, 879.7446, 1962.316, 2024.111, 779.2692, 953.476, 366.2245, 3940.295, 592.6779, 4417.688, 799.5463, 857.7276, 1305.565, 6556.928, 1414.384, 924.4808, 1077.1, 597.5834, 793.5776, 664.5464, 2282.29, 753.8256, 1273.784, 218.7893, 1165.377, 1213.974, 1209.203
122.7, 570.0164, 273.3872, 719.7937, 786.065, 0.6759437, 922.4066, 2256.919, 161.6911, 698.5681, 3278.963, 678.0131, 744.7889, 1554.558, 1087.284, 0.7353017, 1183.22, 844.2732, 152.3967, 842.5387, 1880.405, 2116.311, 832.3336, 912.2885, 346.6649, 3918.445, 564.9597, 4540.481, 766.0676, 816.4676, 1250.055, 6541.928, 1350.718, 883.3906, 1039.763, 566.3593, 758.6719, 803.1971, 2186.667, 717.6904, 1217.843, 208.3832, 1184.575, 1163.479, 1157.321
122.8, 618.5052, 351.2027, 688.8147, 748.132, 0.6476126, 1007.535, 2282.726, 154.0151, 675.5505, 3404.632, 649.0051, 711.3127, 1496.36, 1148.181, 0.7024063, 1128.941, 821.701, 146.1595, 852.2477, 1959.103, 2124.921, 794.2136, 872.8802, 328.1499, 4168.371, 538.5379, 4505.648, 733.9907, 855.1025, 1196.905, 6618.513, 1395.259, 877.256, 993.7079, 536.7667, 725.3016, 911.9273, 2287.081, 683.2873, 1194.35, 198.472, 1132.939, 1328.733, 1107.664
122.9, 591.1761, 334.0331, 659.169, 712.0295, 0.620469, 1033.176, 2349.067, 233.4879, 641.6454, 3262.185, 621.2381, 679.3411, 1422.578, 1095.129, 0.6709827, 1199.071, 784.7263, 140.1775, 816.2048, 1964.651, 2332.772, 928.152, 919.7771, 310.6238, 4039.784, 709.5295, 4604.202, 738.3042, 813.9688, 1234.883, 6646.854, 1332.455, 900.0582, 949.6924, 508.7204, 789.1486, 872.213, 2271.31, 650.5333, 1141.896, 189.0323, 1083.554, 1273.465, 1109.616
123, 565.0546, 394.6986, 630.7992, 677.6693, 0.594463, 989.7608, 2398.338, 222.4035, 616.053, 3481.846, 594.6591, 675.7009, 1394.899, 1044.527, 0.6409647, 1144.065, 822.3771, 134.4404, 781.6862, 2082.817, 2369.49, 914.0567, 880.0453, 294.0337, 3998.675, 718.8112, 4667.295, 707.3899, 774.8137, 1298.731, 6693.994, 1272.477, 860.0535, 917.8793, 482.1394, 848.3714, 834.2281, 2459.007, 619.3495, 1200.044, 180.0415, 1152.877, 1268.195, 1200.756
123.1, 540.0873, 375.4026, 603.6504, 644.9671, 0.5695471, 948.1699, 2395.857, 213.6544, 585.134, 3401.399, 730.7561, 645.33, 1446.954, 1060.379, 0.6122898, 1156.75, 785.3719, 128.9381, 781.8461, 2011.987, 2269.805, 872.1938, 871.1088, 278.3297, 4086.441, 741.2474, 4691.477, 796.4188, 737.5422, 1243.512, 6840.692, 1277.008, 821.8268, 926.9295, 456.9474, 811.0556, 797.8976, 2355.98, 589.6605, 1147.341, 171.4783, 1102.623, 1259.589, 1149.236
123.2, 516.2231, 408.4254, 577.67, 807.6213, 0.5456754, 925.0028, 2353.679, 203.5115, 658.5154, 3428.845, 699.4915, 805.6127, 1397.625, 1066.586, 0.5848976, 1224.167, 811.4614, 123.6609, 748.7805, 2010.435, 2289.94, 832.2482, 833.4794, 263.4644, 3992.957, 706.5811, 4715.182, 799.8376, 899.395, 1190.641, 6815.782, 1283.555, 785.2993, 894.9952, 433.0716, 775.3811, 763.1492, 2257.271, 561.3946, 1294.765, 163.3224, 1089.703, 1237.725, 1206.469
123.3, 493.4135, 405.2385, 552.8079, 808.242, 0.5228043, 933.7535, 2422.444, 193.8502, 712.1761, 3477.89, 741.7144, 769.4026, 1365.402, 1017.304, 0.558731, 1168.009, 774.9474, 118.5998, 813.5964, 2104.624, 2193.602, 886.532, 840.9778, 315.2206, 3995.354, 673.5359, 4787.458, 766.3467, 856.1306, 1231.879, 6899.877, 1253.697, 750.3952, 855.3522, 556.08, 741.2758, 736.1307, 2314.345, 534.4836, 1387.34, 155.5544, 1042.203, 1186.242, 1154.704
123.4, 496.1898, 403.3715, 613.3801, 769.2388, 0.5008918, 1018.034, 2424.378, 184.6475, 745.2087, 3558.809, 709.981, 734.8201, 1484.038, 1022.458, 0.5337349, 1245.868, 740.0765, 113.7458, 931.7751, 2051.011, 2277.287, 902.9657, 832.1147, 298.385, 4128.346, 642.0363, 4636.223, 734.2582, 814.9474, 1280.263, 6889.706, 1397.167, 717.0425, 833.2333, 527.0245, 708.6705, 765.9588, 2439.598, 599.6467, 1326.411, 148.1559, 1129.237, 1136.901, 1105.16
