 , C000, C001, C003, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C022, C023, C024, C025, C027, C029, C030, C032, C033, C034, C035, C036, C037, C038, C039, C040, C042, C043, C044, C045, C046, C047, C051, C055, C061, C062, C064, C066, C070, C072, C074, C076, C080, C081, C082, C084, C086, C088, C090, C091, C093, C094, C099, C100, C101, C103, C115, C119, C122, C125, C129, C134
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0, 0, 215.9615, 0, 0, 0, 0, 89.82671, 0, 0, 0, 0, 0, 0, 15.66562, 96.00024, 0, 0, 0, 0, 0, 0, 48.23218, 22.75006, 0, 0, 0, 0, 0, 173.2372, 0, 0, 68.34134, 0, 117.5038, 0, 13.97528, 0, 0, 0, 62.54575, 114.929, 89.11603, 0, 0, 0, 88.45633, 0, 141.9319, 0, 0, 148.6831, 0, 0, 0, 0, 0, 0, 0, 0, 123.9507, 0, 99.61511, 86.34875, 0, 0, 0
0.2, 0, 127.8931, 0, 0, 365.3883, 0, 0, 0, 103.1933, 161.1748, 0, 0, 0, 0.0001220703, 0, 3.051758e-05, 20.66957, 269.6549, 0, 0, 0, 74.05039, 0, 0, 60.11795, 21.75793, 3.051758e-05, 0, 57.20865, 173.9181, 0, 354.0548, 0, -3.051758e-05, 71.47009, 31.97, 150.9623, -0.0001220703, 87.24887, 28.58881, 0, 0, 131.8212, 110.174, 84.85175, 0, 0, 0, 141.2932, 6.103516e-05, 135.3622, 0, 0, 341.4993, 41.25317, 0, 143.5831, 0, 0, 0, 0, 86.32581, 177.5068, 43.62634, 182.0074, 81.8205, 0, 3.051758e-05, 78.93579
0.3, 0, 122.0416, -1.525879e-05, 0, 349.0651, 0, 0, 0, 98.3356, 153.6598, 102.9346, 0, 0, 97.32861, 0, 3.051758e-05, 19.6546, 452.5025, 0, 0, 0, 70.39825, 0, 0, 57.44283, 20.80908, 3.051758e-05, 0, 54.57184, 165.1122, 0, 577.5073, 0, 0, 68.02438, 30.48717, 144.1525, -0.0001220703, 83.51019, 27.39816, 119.9929, 0, 210.9479, 105.6157, 80.7915, 0, 0, 53.35345, 192.9803, 6.103516e-05, 129.0965, 0, 23.04047, 440.8066, 79.44052, 0, 272.751, -1.907349e-06, 0, 0, 0, 82.48914, 169.7526, 165.7325, 238.127, 77.5296, 0, 3.051758e-05, 75.5661
0.4, 0, 116.4578, 0, 0, 333.471, 0, 0, 0, 93.70657, 146.4952, 98.37927, 0, 0, 171.0251, 0, 3.051758e-05, 18.68947, 428.8602, 1.525879e-05, -3.814697e-06, 0, 106.4813, 0, 0, 75.98443, 19.90161, 3.051758e-05, 91.1727, 52.05658, 156.7523, 0, 549.1235, 0, 0, 143.7108, 29.07311, 187.846, 156.0649, 103.9962, 26.25708, 179.5413, 53.92194, 200.8102, 101.246, 151.0556, 0, 0, 50.91479, 196.8929, 70.4873, 146.9099, 0, 21.96283, 452.3044, 75.65591, 0, 314.7183, -1.907349e-06, 0, 0, 0, 109.1381, 229.4749, 229.142, 335.5358, 193.3166, 0, 3.051758e-05, 98.06451
0.5, 41.31509, 111.1294, -1.525879e-05, 0, 392.4384, 0, 0, 0, 89.29541, 139.6647, 94.02551, 0, 0, 163.6368, 0, 3.051758e-05, 17.77173, 466.5722, 1.525879e-05, -3.814697e-06, 0, 146.7453, 0, 0, 72.60329, 65.18347, 3.051758e-05, 86.39462, 98.29855, 148.8156, 0, 522.1348, 0, 0, 136.7823, 27.72465, 179.3724, 148.7619, 141.2564, 25.16351, 221.6682, 51.68188, 219.9465, 97.05714, 143.8274, 0, 0, 48.58765, 188.0937, 67.26624, 140.1097, 0, 115.824, 499.501, 119.1308, 0, 325.3759, -9.536743e-07, 0, 0, 0, 120.8367, 219.4504, 244.7844, 349.2656, 274.7782, 0, 6.103516e-05, 93.8783
0.6, 39.28055, 168.9518, -1.525879e-05, 109.1183, 374.9067, 0, 0, 0, 85.09195, 133.1526, 89.86438, 0, 0, 156.5677, 0, 3.051758e-05, 46.40102, 442.1948, 3.051758e-05, -5.722046e-06, 0, 139.5078, 126.6979, 0, 82.14159, 62.34088, 0, 81.86694, 93.76788, 141.2807, 0, 557.5881, 0, 0, 130.1878, 78.40819, 171.281, 141.8005, 135.2035, 94.82697, 314.3853, 101.8693, 209.3763, 93.04156, 136.9451, 0, 0, 46.36688, 179.6878, 111.9723, 133.6243, 0, 110.4067, 566.4817, 158.3597, 0, 366.4584, -1.907349e-06, 0, 0, 0, 282.5717, 296.6295, 348.2773, 421.7795, 260.3683, 0, 4.577637e-05, 149.1785
0.7, 37.34622, 193.8617, -1.525879e-05, 103.8592, 370.2757, 0, 0, 0, 81.08633, 126.9442, 140.5109, 0, 0, 202.4838, 0, 6.103516e-05, 44.1225, 505.3101, 3.051758e-05, -3.814697e-06, 0, 132.6274, 120.9796, 0, 78.48647, 74.01709, 44.61002, 77.57657, 143.9442, 134.1274, 0, 545.7544, 0, 0, 129.0818, 119.9601, 277.3929, 154.3016, 129.4098, 90.87759, 327.0936, 170.1519, 199.3141, 89.19211, 252.6328, 0, 0, 67.07379, 215.2509, 106.8555, 165.0044, 0, 256.9462, 635.0531, 150.8153, 0, 361.168, -1.907349e-06, 0, 0, 0, 270.0129, 308.0472, 332.1376, 601.0731, 296.0973, 0, 91.49657, 262.0848
0.8, 60.37302, 184.9919, 0, 98.85357, 440.0823, 0, 41.41774, 0, 149.4301, 121.0252, 157.6439, 0, 0, 263.5986, 0, 3.051758e-05, 97.40337, 592.9682, 4.577637e-05, -5.722046e-06, 0, 126.0862, 115.5193, 0, 74.99399, 171.3499, 42.54568, 73.51102, 137.3096, 127.3362, 0, 621.2062, 0, 0, 170.3789, 126.037, 264.8798, 171.9619, 189.0523, 87.09274, 411.1221, 179.8164, 229.9083, 85.50192, 240.544, 0, 0, 114.8812, 218.1523, 155.3821, 179.573, 0, 244.9284, 799.7601, 143.6303, 0, 377.613, -1.907349e-06, 0, 0, 0, 301.2034, 294.5904, 435.3478, 573.2496, 333.7955, 0, 130.0921, 350.6464
0.9, 57.39999, 176.5279, 1.525879e-05, 94.08921, 420.4223, 0, 111.2971, 0, 142.3959, 115.3823, 291.3101, 0, 0, 330.0226, 0, 3.051758e-05, 92.62041, 632.3334, 4.577637e-05, -5.722046e-06, 0, 256.9241, 110.3055, 0, 71.65691, 163.8776, 40.57687, 117.8509, 156.3891, 120.8889, 0, 682.09, 0, 161.1695, 162.1646, 120.1912, 339.6498, 239.8593, 180.9512, 83.46555, 394.067, 172.3466, 250.9885, 130.793, 344.3969, 0, 0, 109.6302, 208.403, 179.2335, 171.2609, 0, 296.1207, 882.3304, 136.7876, 0, 444.0547, -1.907349e-06, 0, 0, 0, 333.1774, 337.8875, 429.8363, 644.8635, 316.2906, 0, 267.4102, 393.1349
1, 119.9356, 261.8582, 1.525879e-05, 89.55447, 401.6405, 0, 106.1849, 0, 135.6927, 110.0024, 278.418, 0, 0, 315.7656, 0, 3.051758e-05, 140.7878, 638.7916, 4.577637e-05, -5.722046e-06, 0, 244.2527, 105.3271, 0, 68.46834, 191.165, 38.69916, 111.6747, 149.181, 114.7681, 0, 723.136, 0, 154.0802, 154.3464, 114.6165, 334.3817, 237.7834, 198.7142, 120.6699, 494.9751, 187.1031, 295.9623, 125.3816, 355.7071, 0, 0, 104.6194, 269.7116, 171.0431, 163.3335, 0, 282.2707, 923.1654, 130.2709, 0, 421.0626, -2.861023e-06, 0, 0, 0, 370.9026, 346.6627, 537.2324, 791.86, 380.8389, 0, 255.0793, 376.3527
1.1, 114.0294, 249.8773, 0, 85.2383, 383.6977, 0, 101.3075, 0, 129.3051, 104.8734, 266.0965, 0, 0, 302.1246, 0, 3.051758e-05, 151.1633, 605.416, 4.577637e-05, -7.629395e-06, 0, 232.2062, 100.5733, 0, 153.2276, 274.668, 57.73135, 186.1024, 222.171, 108.9571, 0, 687.5947, 0, 147.3028, 209.2848, 112.8672, 377.2884, 252.9113, 193.8584, 115.6442, 581.566, 193.2137, 281.7389, 120.1942, 338.6861, 0, 0, 99.83752, 303.4272, 163.2269, 169.1708, 0, 269.0684, 971.6418, 193.5116, 0, 619.5978, -2.861023e-06, 0, 0, 0, 479.3878, 368.7673, 544.4811, 755.205, 389.2419, 0, 243.317, 450.3798
1.2, 108.4141, 238.4446, 0, 81.13014, 366.5565, 0, 158.8375, 0, 123.2182, 99.98353, 299.7456, 0, 0, 289.0728, 0, 3.051758e-05, 143.7405, 718.8464, 3.051758e-05, -9.536743e-06, 0, 220.7539, 96.03406, 0, 146.4093, 379.5452, 76.97705, 176.3493, 211.9309, 103.4404, 0, 773.6773, 0, 140.8234, 199.1948, 107.6322, 360.2691, 329.8372, 235.8363, 110.8279, 557.4402, 185.1873, 268.1991, 115.9534, 322.4796, 0, 0, 162.9681, 289.8671, 209.7067, 301.2006, 0, 256.4837, 1027.795, 184.2925, 0, 587.5165, -3.814697e-06, 0, 0, 0, 528.4492, 352.6581, 579.3063, 863.1497, 400.4211, 0, 232.097, 452.7913
1.3, 170.1351, 255.6876, 0, 77.21999, 480.2647, 0, 151.5417, 0, 117.4179, 95.32166, 380.765, 0, 0, 357.5836, 0, 3.051758e-05, 146.4638, 681.2881, 1.525879e-05, -9.536743e-06, 0, 222.8571, 91.6997, 0, 152.1085, 370.7453, 73.41493, 167.1073, 202.1628, 98.20299, 0, 783.5894, 0, 134.6291, 189.5913, 119.0108, 344.0175, 357.6956, 234.5147, 106.2122, 653.7202, 177.4944, 255.3099, 111.156, 307.0485, 0, 0, 220.217, 331.9089, 200.1237, 300.3803, 0, 244.4875, 1173.342, 175.5126, 0, 557.0962, -3.814697e-06, 0, 0, 0, 504.9627, 389.082, 649.8037, 875.5668, 424.4229, 0, 221.3944, 531.5672
1.4, 161.7569, 300.4461, 1.525879e-05, 73.49828, 458.8095, 0, 144.5809, 0, 111.8906, 90.87714, 391.8309, 0, 0, 402.7406, 0, 3.051758e-05, 179.1642, 645.6921, 3.051758e-05, -9.536743e-06, 0, 258.8668, 147.2732, 0, 145.34, 368.4089, 180.711, 185.2226, 192.8448, 93.23076, 0, 762.3797, 0, 128.7072, 192.1675, 113.4908, 377.7221, 340.9572, 224.4655, 245.0156, 786.1185, 292.6212, 243.0402, 106.5571, 429.6504, 0, 0, 210.1515, 364.5746, 211.9709, 286.4763, 0, 279.1869, 1123.715, 167.1509, 0, 618.3133, -3.814697e-06, 0, 0, 0, 552.9771, 372.0853, 776.0403, 835.037, 443.568, 0, 211.1854, 549.1873
1.5, 232.6753, 286.6997, 0, 69.95595, 497.0423, 0, 160.5289, 0, 123.3767, 86.63988, 374.4904, 0, 0, 484.004, 0, 3.051758e-05, 170.3664, 711.3087, 87.13623, -9.536743e-06, 0, 246.0996, 200.0276, 0, 151.9921, 503.0954, 172.3486, 245.4821, 242.5289, 88.51028, 0, 898.9807, 0, 123.0458, 182.9028, 108.2269, 451.498, 389.2365, 214.8468, 234.8113, 753.5068, 280.4653, 231.3602, 102.1485, 480.9664, 0, 0, 237.3768, 348.2817, 225.0344, 273.2159, 0, 266.1289, 1128.338, 189.3965, 0, 650.1256, -3.33786e-06, 0, 0, 0, 528.4006, 383.0652, 848.6714, 972.1897, 544.1067, 0, 201.4471, 525.7433
1.6, 221.2173, 273.5823, 1.525879e-05, 66.58434, 512.5428, 0, 197.0167, 0, 125.7128, 82.60017, 357.9171, 0, 0, 463.095, 0, 1.525879e-05, 162.0006, 785.0161, 118.6419, -7.629395e-06, 0, 233.962, 190.9996, 0, 155.1936, 558.0855, 164.3731, 232.6171, 231.3505, 84.02882, 0, 854.7968, 0, 117.6335, 181.5043, 103.2071, 431.1311, 439.5903, 205.6404, 225.0319, 815.7213, 268.8144, 220.2415, 97.92223, 457.9516, 0, 0, 373.9874, 332.717, 214.751, 299.2201, 0, 253.6816, 1280.849, 192.7222, 0, 684.1895, -2.861023e-06, 0, 0, 0, 583.257, 366.3314, 809.3427, 939.3712, 515.5726, 0, 192.1579, 503.3002
1.7, 243.1397, 261.065, 0, 63.37524, 489.6456, 0, 216.3681, 0, 119.795, 179.335, 438.895, 0, 0, 521.9698, 0, 1.525879e-05, 201.5251, 804.9982, 113.4266, -7.629395e-06, 0, 246.9761, 182.3792, 0, 148.2879, 533.7484, 156.7668, 285.4232, 220.6873, 79.77426, 0, 812.7844, 0, 112.4592, 220.4305, 98.4202, 482.4238, 419.0196, 240.4754, 215.6599, 939.1959, 290.8115, 209.6571, 226.1464, 459.6565, 0, 0, 387.0934, 317.8478, 204.9375, 310.8712, 0, 334.1475, 1255.263, 209.9463, 0, 736.6001, -2.861023e-06, 0, 0, 0, 597.6538, 469.6395, 888.3969, 987.3018, 488.5349, 0, 292.692, 513.705
1.8, 231.1664, 249.1204, 1.525879e-05, 60.32079, 525.4332, 0, 223.5448, 0, 155.0377, 170.9733, 419.4715, 0, 0, 517.2709, 0, 1.525879e-05, 240.7292, 822.6106, 108.4405, -7.629395e-06, 0, 243.7944, 174.1478, 0, 151.786, 572.8467, 149.5124, 287.0132, 287.9935, 75.73512, 0, 814.726, 0, 107.5125, 222.9495, 93.85529, 460.6619, 451.2546, 230.1707, 206.6781, 989.6627, 278.7307, 199.5814, 216.7899, 456.4081, 81.67965, 0, 410.4713, 337.8505, 238.9342, 352.4285, 0, 318.5188, 1424.954, 199.9442, 0, 698.4606, -2.384186e-06, 0, 0, 0, 729.0036, 480.6993, 847.2272, 1048.703, 462.9151, 0, 324.0266, 560.9171
1.9, 219.7828, 237.7224, 7.629395e-06, 57.41356, 642.3572, 0, 285.2628, 0, 204.0574, 163.0014, 400.9076, 0, 0, 530.2029, 0, 1.525879e-05, 228.9083, 779.6309, 103.6736, 49.46049, 0, 231.7706, 334.6511, 0, 186.5083, 685.3344, 142.5937, 308.6771, 298.5919, 71.9005, 0, 885.0881, 0, 102.7834, 212.2008, 89.50211, 439.8816, 444.272, 220.3076, 198.0705, 1045.028, 316.7093, 189.9899, 207.8206, 434.5684, 78.17023, 0, 391.7098, 335.5432, 269.2992, 385.2021, 0, 327.0948, 1364.686, 190.4186, 0, 706.6086, -2.384186e-06, 0, 0, 0, 733.8901, 478.8438, 902.1216, 1000.159, 604.3278, 0, 520.083, 536.9724
2, 208.9597, 226.8458, 7.629395e-06, 54.64645, 779.1746, 0, 272.1599, 0, 194.4516, 155.4012, 383.1653, 0, 0, 570.8091, 0, 0, 217.6678, 836.0018, 99.11633, 47.2393, 0, 220.3397, 319.5471, 0, 178.2091, 730.8538, 135.9951, 304.8954, 284.8295, 68.26003, 0, 892.6912, 0, 98.26227, 201.9702, 85.35083, 460.261, 423.4823, 242.4825, 189.8213, 1039.764, 303.5527, 180.8594, 199.2223, 413.7738, 74.81158, 0, 373.8058, 451.1953, 256.993, 367.3718, 0, 356.7042, 1486.882, 202.3837, 0, 704.3833, -2.384186e-06, 0, 0, 0, 701.273, 554.2637, 960.8864, 1093.158, 617.5193, 0, 595.9703, 514.0499
2.1, 260.9667, 216.4669, 7.629395e-06, 52.0127, 763.0901, 0, 259.6588, 0, 185.298, 148.1554, 366.2081, 0, 0, 599.7721, 0, -1.525879e-05, 218.1856, 792.3223, 94.75933, 80.05689, 0, 231.9469, 305.1248, 0, 170.2792, 885.252, 129.702, 305.828, 334.5934, 64.80387, 0, 848.8165, 0, 93.94005, 192.2328, 81.3921, 523.2937, 437.8379, 232.0918, 181.9156, 1111.515, 309.7936, 225.5942, 257.9072, 492.7864, 71.59725, 0, 492.5247, 461.3318, 320.325, 350.3669, 0, 388.249, 1423.994, 228.3725, 0, 667.912, -2.861023e-06, 0, 0, 0, 713.1701, 671.7823, 1023.522, 1042.556, 585.1353, 0, 568.4886, 601.0018
2.2, 248.1155, 206.5628, 7.629395e-06, 49.50589, 784.0369, 0, 247.7319, 0, 224.8884, 141.2475, 350.0015, 0, 0, 573.8619, 0, -1.525879e-05, 207.4717, 762.5247, 90.59386, 76.46167, 0, 220.5073, 291.3535, 0, 162.7021, 935.1763, 123.7, 305.6634, 319.1716, 61.52272, 0, 839.0189, 0, 89.80794, 182.965, 77.61697, 516.7983, 481.2638, 242.5373, 174.3393, 1065.405, 316.7235, 265.2342, 247.2366, 486.1516, 68.52103, 0, 470.0128, 440.7148, 305.6871, 334.1491, 0, 370.09, 1587.488, 217.4925, 0, 690.0641, -2.384186e-06, 0, 0, 0, 748.7932, 760.6066, 1020.774, 1141.033, 554.4496, 0, 542.2742, 575.3461
2.3, 235.8972, 256.2906, 59.81113, 47.1199, 749.0112, 0, 236.3529, 0, 214.302, 134.6616, 389.9733, 0, 0, 592.1124, 0, -1.525879e-05, 260.1319, 810.6131, 86.61151, 73.02789, 0, 209.632, 278.2037, 0, 202.5057, 894.3948, 117.9758, 319.6319, 304.4607, 58.4077, 0, 856.4255, 0, 85.85759, 174.1439, 74.01696, 493.4858, 534.5844, 271.101, 167.0785, 1126.892, 303.5664, 252.4875, 237.0076, 570.3434, 65.57697, 0, 574.2948, 421.0193, 306.3054, 405.1951, 0, 409.9077, 1520.345, 340.0062, 0, 654.3341, -2.384186e-06, 0, 0, 0, 731.0941, 815.1981, 992.0793, 1117.42, 593.2027, 0, 517.2686, 550.7855
2.4, 318.005, 254.7512, 119.3658, 44.8489, 827.4713, 0, 266.4894, 0, 204.214, 128.3828, 394.8596, 0, 0, 566.5331, 0, -1.525879e-05, 247.3582, 768.2601, 82.80421, 69.74833, 0, 199.293, 326.6655, 0, 193.4947, 966.9429, 112.5164, 394.6516, 309.3723, 55.45039, 0, 814.3331, 0, 82.08101, 165.7482, 70.58391, 585.9696, 509.5684, 527.645, 160.12, 1080.144, 316.2736, 240.3535, 227.2018, 543.0518, 62.75941, 0, 548.0453, 402.2039, 292.3081, 386.4395, 0, 390.7357, 1596.981, 323.8079, 0, 829.6347, -2.384186e-06, 0, 0, 0, 746.913, 779.5868, 1058.739, 1210.011, 617.9496, 0, 555.6123, 613.09
2.5, 302.345, 327.2116, 135.179, 42.68736, 790.5052, 0, 254.2487, 0, 203.912, 122.3968, 377.385, 0, 11.10052, 542.0589, 0, -1.525879e-05, 245.4213, 728.1201, 79.16428, 66.61604, 0, 189.4639, 311.922, 0, 184.8846, 946.7642, 107.3097, 373.9691, 371.8676, 52.64282, 0, 817.8815, 0, 78.47055, 197.2601, 67.3101, 559.5368, 536.9884, 577.9649, 153.4514, 1183.445, 327.7999, 228.8026, 271.7289, 602.0731, 60.06291, 0, 551.8719, 384.2293, 415.1728, 488.4752, 0, 372.4604, 1614.763, 308.3813, 0, 786.6781, -2.384186e-06, 0, 0, 0, 871.733, 745.5312, 1084.364, 1240.507, 667.9835, 0, 529.9917, 586.9182
2.6, 287.4562, 312.2407, 165.9512, 40.62999, 898.0785, 0, 242.5704, 0, 220.8988, 220.9468, 360.6837, 0, 10.51837, 574.1876, 0, 0, 233.3699, 731.9636, 75.68434, 63.62442, 0, 258.8245, 297.8438, 0, 176.6576, 966.4606, 102.344, 354.3705, 354.7278, 49.9774, 0, 777.6835, 0, 75.01891, 187.7499, 64.18813, 534.2964, 584.4172, 585.0359, 147.0605, 1134.351, 339.1804, 217.8068, 286.6573, 573.2632, 57.48226, 0, 526.6473, 367.0581, 396.2006, 465.8646, 0, 411.9032, 1718.548, 293.6896, 0, 745.9457, -2.384186e-06, 0, 0, 0, 877.4286, 712.9634, 1113.276, 1183.084, 667.0673, 0, 505.5524, 561.8636
2.7, 273.3006, 297.9546, 158.8952, 38.67178, 966.8953, 0, 231.4284, 0, 221.0833, 210.6448, 344.7215, 0, 9.966741, 584.2001, 0, 0, 227.5339, 796.8931, 72.35739, 60.76715, 0, 246.0593, 354.4911, 0, 207.661, 1096.654, 97.60799, 376.101, 382.2716, 47.44694, 0, 739.4612, 0, 71.71908, 178.6981, 121.2218, 510.1946, 557.0693, 559.9664, 140.9357, 1271.999, 325.0903, 207.3394, 274.7974, 578.318, 55.0125, 0, 502.5758, 350.6543, 378.0955, 483.9726, 0, 482.5794, 1709.112, 279.6979, 0, 707.3223, -1.907349e-06, 0, 0, 0, 893.2436, 681.8181, 1204.853, 1198.604, 750.2938, 0, 595.8359, 537.8787
2.8, 259.8421, 284.3222, 152.1392, 36.80795, 941.0858, 0, 220.7982, 0, 210.6761, 200.8232, 372.1087, 0, 9.444045, 558.9626, 0, -7.629395e-06, 227.5983, 767.6325, 69.17667, 58.03819, 0, 233.9238, 368.6583, 0, 217.6392, 1048.831, 93.09118, 452.3564, 364.6523, 45.0446, 0, 775.9884, 0, 68.56441, 170.0828, 115.5993, 487.1799, 531.0012, 535.9711, 135.0661, 1219.231, 311.5856, 197.3751, 263.428, 599.7639, 52.64885, 0, 479.6044, 393.0695, 360.8176, 492.2765, 0, 460.0084, 1682.488, 266.3727, 0, 900.7, -1.907349e-06, 0, 0, 0, 853.5442, 737.8243, 1149.018, 1284.289, 757.5832, 0, 598.1823, 544.7963
2.9, 247.0463, 271.3135, 145.6705, 35.03395, 1030.922, 0, 279.1193, 0, 244.602, 274.8456, 355.6409, 0, 36.94146, 618.2211, 0, -7.629395e-06, 260.1945, 832.0747, 66.13579, 55.43179, 0, 222.3867, 375.913, 0, 207.9547, 1042.34, 88.78339, 464.9183, 374.2895, 42.7639, 0, 794.8343, 0, 65.54848, 185.5322, 110.2376, 517.6256, 506.1529, 546.786, 129.4409, 1168.653, 367.7545, 232.809, 327.4407, 571.0645, 50.38675, 0, 457.683, 375.5031, 344.3293, 602.6876, 0, 483.6302, 1857.521, 253.6824, 0, 870.4824, -1.907349e-06, 0, 0, 0, 926.7371, 705.5932, 1162.262, 1247.935, 782.6918, 0, 614.1665, 633.2885
3, 234.8807, 258.9001, 139.4768, 33.34545, 984.8672, 0, 300.4315, 0, 233.0876, 262.0305, 413.7014, 0, 35.0041, 615.0872, 0, 0, 247.4178, 925.1935, 63.22856, 52.94244, 0, 211.4187, 358.9467, 0, 198.7012, 1081.301, 84.67493, 465.6427, 373.432, 40.59867, 0, 956.9684, 0, 62.66523, 187.1372, 105.1245, 547.1992, 482.4674, 523.3556, 124.05, 1193.675, 352.4774, 221.6206, 313.8934, 543.7383, 48.22185, 0, 461.5356, 358.7219, 328.5944, 598.6747, 0, 461.0101, 1924.324, 241.5967, 0, 947.7227, -1.907349e-06, 0, 0, 0, 885.5491, 674.77, 1237.189, 1292.173, 858.5921, 0, 585.8458, 633.8968
3.1, 223.3141, 247.0546, 133.5465, 31.73833, 940.8696, 0, 286.6318, 0, 233.1701, 249.813, 478.8723, 0, 33.16835, 588.5154, 0, -7.629395e-06, 235.2684, 915.9357, 60.44914, 50.56488, 0, 273.4388, 368.2303, 0, 218.1419, 1034.147, 80.75659, 574.684, 356.2202, 38.54308, 0, 989.4498, 0, 59.90879, 258.4506, 100.2487, 522.5153, 504.9528, 529.4062, 118.8836, 1243.602, 337.835, 210.97, 300.9065, 517.7198, 46.14996, 0, 465.0224, 342.6906, 313.5786, 582.9082, 0, 439.4479, 1899.852, 230.0867, 0, 911.6226, -1.907349e-06, 0, 0, 0, 899.7111, 675.976, 1179.856, 1307.281, 813.5657, 0, 558.831, 654.8243
3.2, 284.0044, 235.751, 127.8683, 30.20866, 994.3, 0, 273.466, 0, 423.4442, 289.9492, 457.6796, 0, 31.42887, 578.7046, 0, 0, 223.7156, 937.4088, 96.56226, 48.29409, 0, 280.6595, 442.0096, 0, 208.435, 1132.93, 77.01958, 544.5665, 381.3148, 36.59156, 0, 1011.172, 0, 57.27361, 245.9902, 95.59895, 498.9449, 494.9284, 563.379, 113.9324, 1223.653, 362.7135, 200.8311, 299.377, 492.9463, 44.1671, 0, 491.7759, 359.6363, 299.249, 618.9772, 0, 585.7133, 1847.026, 219.1251, 0, 926.7358, -1.907349e-06, 0, 0, 0, 905.751, 646.4465, 1258.667, 1340.06, 770.9006, 0, 597.2715, 626.8711
3.3, 270.0188, 224.9646, 122.4315, 28.75272, 1097.851, 0, 260.9049, 0, 459.6515, 345.1862, 437.4248, 0, 83.33501, 618.5453, 0, 0, 212.7302, 888.431, 92.31755, 46.12528, 0, 300.6902, 422.0602, 0, 199.1601, 1090.938, 73.4555, 516.0274, 363.7396, 34.73885, 0, 961.4737, 0, 54.75433, 234.1306, 91.16489, 510.0446, 545.0289, 544.822, 109.1873, 1270.064, 347.6459, 191.1796, 286.9907, 469.3582, 42.26943, 0, 482.5099, 350.3394, 285.5742, 649.1755, 0, 582.9602, 1908.068, 208.6857, 0, 919.7015, -1.907349e-06, 0, 0, 0, 930.7858, 618.207, 1200.338, 1278.029, 797.5911, 0, 569.7298, 600.111
3.4, 256.7219, 214.6718, 141.3965, 27.36695, 1081.402, 0, 286.4814, 0, 496.33, 329.0915, 431.2809, 0, 78.96458, 591.8241, 0, 0, 202.2841, 842.0122, 88.25943, 44.05386, 0, 285.8603, 403.0112, 61.39445, 214.7492, 1142.86, 70.05634, 488.9839, 449.9191, 32.97995, 0, 1085.047, 0, 52.34587, 252.1808, 86.93649, 487.0367, 519.5242, 574.0526, 104.6399, 1244.314, 333.2042, 311.8544, 275.1169, 501.4573, 40.45329, 0, 494.4294, 397.7623, 272.5243, 644.7191, 0, 555.6942, 1827.365, 198.7437, 0, 918.3312, -1.66893e-06, 0, 0, 0, 955.2449, 652.907, 1249.993, 1344.669, 883.5504, 0, 543.4581, 659.3657
3.5, 244.0797, 204.8498, 149.9876, 26.04797, 1033.092, 0, 293.1018, 0, 501.1085, 415.9266, 468.2132, 0, 74.82336, 688.6138, 0, 0, 192.351, 949.5754, 99.87551, 42.07548, 0, 271.7617, 384.8219, 152.3451, 205.1933, 1093.022, 66.81448, 463.3578, 429.1818, 31.31011, 0, 1155.543, 0, 230.2634, 240.0227, 82.90421, 465.0668, 495.2129, 575.78, 100.2819, 1279.745, 319.3624, 296.8673, 263.7344, 477.462, 38.71519, 0, 471.8304, 379.9863, 260.0708, 614.8763, 0, 529.7036, 1919.11, 189.2753, 0, 1050.752, -1.66893e-06, 0, 0, 0, 912.7899, 624.3853, 1192.066, 1333.183, 837.2151, 0, 546.2967, 669.4327
3.6, 232.0602, 195.4773, 143.6104, 24.79256, 1017.866, 0, 279.6388, 0, 549.2625, 396.5334, 467.9995, 0, 70.89933, 658.8657, 0, -7.629395e-06, 182.9057, 1039.287, 95.48515, 40.18594, 0, 306.6565, 367.4536, 145.9185, 196.0627, 1045.357, 63.72263, 439.0746, 409.4004, 29.72481, 0, 1272.297, 0, 220.1349, 289.9447, 79.05896, 468.6852, 538.6332, 587.9489, 96.10541, 1337.395, 394.6136, 282.6005, 272.551, 454.6148, 37.05176, 0, 450.2643, 445.5244, 248.1863, 586.4149, 0, 519.511, 1954.229, 180.258, 0, 996.3466, -1.66893e-06, 0, 0, 0, 907.2437, 665.5669, 1136.824, 1271.47, 918.6698, 0, 658.4711, 640.8557
