 , C000, C001, C002, C003, C004, C006, C007, C009, C010, C011, C012, C014, C016, C019, C022, C024, C025, C026, C027, C028, C029, C030, C034, C035, C041, C043, C046, C047, C048, C055, C057, C060, C061, C077, C086, C088, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
81.90000000000001, 3643.668, 255.8799, 928.3261, 342.1448, 311.2081, 856.1203, 475.3145, 116.0538, 311.7308, 715.6384, 470.8352, 141.9863, 607.2998, 407.972, 661.4874, 1596.603, 33.41597, 501.0646, 1370.351, 1544.415, 37.32897, 635.5034, 823.139, 1129.826, 1790.649, 387.5397, 1130.487, 681.873, 527.9047, 1179.166, 926.2067, 268.992, 9.413601, 334.9673, 790.9971, 538.5998, 19.33273
82, 3472.132, 309.6705, 928.0998, 326.8167, 353.9249, 840.9639, 455.4916, 110.5834, 296.8289, 679.1306, 447.3271, 135.4642, 580.2233, 449.2819, 632.4639, 1524.001, 31.94306, 479.143, 1312.804, 1469.381, 35.56445, 609.4865, 785.0294, 1120.161, 1809.398, 368.4347, 1082.311, 652.1074, 502.91, 1127.916, 885.8928, 257.1856, 8.968182, 321.0804, 778.618, 536.8875, 138.878
82.09999999999999, 3308.672, 383.6631, 965.6061, 338.4856, 346.0251, 868.1838, 436.4954, 105.3708, 282.6394, 644.4851, 445.9737, 129.2417, 778.0622, 425.699, 667.7406, 1506.649, 30.53508, 532.8489, 1326.668, 1397.993, 33.88334, 767.5714, 748.6842, 1138.321, 1847.999, 350.2716, 1308.042, 623.6412, 479.0987, 1121.862, 847.3336, 245.8975, 8.543839, 307.7693, 939.8867, 512.767, 132.4401
82.2, 3305.935, 365.5817, 923.1011, 323.3214, 329.8709, 825.306, 418.2914, 100.4039, 269.1282, 707.7841, 443.2649, 246.7594, 743.3722, 403.354, 638.4427, 1575.523, 29.18915, 509.5367, 1284.236, 1425.723, 32.2817, 756.8398, 831.9661, 1141.147, 1813.219, 401.6371, 1311.957, 703.165, 654.2792, 1184.421, 906.62, 235.1048, 8.139573, 295.0099, 895.4084, 533.0322, 126.3007
82.3, 3284.248, 348.3525, 882.4672, 308.8366, 314.4709, 799.3751, 505.152, 95.6711, 256.2629, 743.0491, 421.1333, 235.4246, 747.4251, 382.1819, 662.0031, 1554.51, 27.90255, 487.2445, 1313.089, 1356.456, 30.75576, 756.915, 793.4478, 1139.398, 1727.802, 381.8372, 1353.321, 672.4699, 727.0156, 1132.943, 911.2388, 224.7858, 7.754436, 282.7795, 886.3069, 509.0849, 120.4459
82.40000000000001, 3267.316, 426.1185, 843.6219, 333.0571, 299.7899, 759.8955, 484.0847, 91.16143, 244.0126, 705.1429, 414.66, 224.6104, 741.7747, 473.5667, 674.9808, 1512.564, 26.67266, 465.9276, 1277.662, 1383.947, 29.30195, 773.4997, 850.0074, 1184.792, 1766.373, 444.3288, 1431.863, 709.6696, 692.5936, 1109.044, 871.5764, 214.9198, 7.387523, 271.0562, 844.3641, 486.2135, 114.8625
82.5, 3126.594, 457.9102, 944.5447, 318.1361, 285.7942, 722.3658, 463.8961, 86.86433, 232.3479, 940.2887, 414.0186, 214.293, 811.5534, 448.7091, 702.1642, 1443.783, 25.49698, 445.5432, 1386.327, 1364.391, 27.91687, 782.0176, 810.6538, 1134.506, 1798.569, 422.4243, 1417.613, 678.6906, 818.3723, 1145.906, 939.0173, 205.4867, 7.037971, 259.8189, 949.412, 464.3697, 109.538
82.59999999999999, 3126.78, 436.3297, 902.9669, 303.8836, 272.4519, 686.6896, 444.5494, 82.76978, 221.2409, 904.0681, 393.3472, 204.4496, 775.3702, 425.1563, 671.356, 1447.232, 24.37313, 426.0507, 1328.108, 1437.657, 26.59725, 750.0026, 773.1223, 1280.799, 1802.348, 401.5996, 1391.912, 649.0638, 815.1477, 1171.35, 919.8883, 196.4677, 6.704958, 249.0475, 1006.261, 443.5072, 104.4602
82.7, 3145.461, 415.7663, 863.2193, 336.4326, 259.7325, 786.2524, 426.0095, 78.86824, 210.6647, 881.6341, 373.7079, 195.0583, 799.4657, 427.2492, 690.7637, 1470.171, 23.29881, 407.411, 1290.934, 1553.576, 25.34002, 760.8386, 813.4008, 1226.438, 1717.443, 381.8015, 1449.865, 698.7137, 776.5529, 1128.569, 879.8494, 282.8652, 6.387703, 238.7226, 995.1017, 579.2872, 99.61786
82.8, 2997.38, 455.1353, 825.2213, 321.3604, 247.6068, 1512.347, 480.3524, 75.1506, 200.5942, 836.658, 400.3532, 186.0983, 763.8214, 404.8228, 670.0612, 1403.319, 22.27185, 389.5868, 1348.416, 1478.097, 24.14221, 729.6906, 775.7421, 1208.641, 1842.104, 362.9794, 1414.332, 668.213, 739.7855, 1091.292, 940.7859, 270.45, 6.085459, 228.8258, 1064.066, 553.2618, 94.99997
82.90000000000001, 2950.081, 449.1267, 872.2789, 306.9635, 236.0473, 1751.565, 491.8535, 71.60821, 191.0051, 793.9764, 380.3641, 177.55, 805.1443, 383.5736, 738.5255, 1544.449, 21.29015, 538.5718, 1291.79, 1406.286, 23.00102, 775.3605, 739.8268, 1231.46, 1788.638, 345.0853, 1398.17, 639.0437, 704.7589, 1150.905, 899.8374, 258.5797, 5.797516, 219.3392, 1013.711, 595.4887, 90.59615
83, 2950.538, 427.9602, 833.8821, 324.5991, 225.0275, 1815.954, 471.3409, 68.2328, 181.8743, 753.4721, 361.373, 169.3943, 769.2468, 393.8369, 706.1218, 1474.219, 20.35172, 648.032, 1237.542, 1373.338, 21.91378, 773.5813, 728.8262, 1179.193, 1723.756, 328.0732, 1418.807, 711.3388, 744.5484, 1100.883, 916.118, 247.2303, 5.523198, 210.246, 965.7388, 595.9346, 86.39647
83.09999999999999, 2858.182, 474.1838, 797.1755, 310.057, 214.522, 1726.267, 451.6837, 65.01649, 173.1801, 804.9839, 343.3302, 161.6132, 734.9499, 403.9828, 701.6375, 1497.146, 19.45466, 619.6806, 1319.026, 1306.616, 20.87793, 741.9116, 819.796, 1190.881, 1778.06, 351.3175, 1425.519, 680.2869, 761.6754, 1090.031, 904.6818, 236.3791, 5.261859, 201.5297, 996.4498, 569.1613, 82.39147
83.2, 2844.368, 451.8364, 762.0847, 296.1664, 204.5071, 1684.09, 432.8463, 61.95179, 164.9014, 763.9181, 403.891, 154.1896, 702.1821, 452.6193, 670.8524, 1518.884, 18.59714, 592.5696, 1263.634, 1295.694, 19.89104, 806.9129, 781.8411, 1140.337, 1813.521, 333.9982, 1422.299, 650.5906, 819.826, 1085.082, 865.3047, 226.0042, 5.012886, 193.1748, 949.2947, 543.5909, 78.57213
83.3, 2795.762, 430.5422, 840.6868, 354.6734, 194.9597, 1678.306, 414.7945, 59.03155, 157.0186, 724.9473, 383.7253, 147.1069, 670.8752, 445.055, 661.7364, 1449.817, 17.77741, 566.6447, 1210.568, 1415.668, 18.9508, 810.5022, 782.0203, 1124.819, 1752.552, 389.8046, 1441.788, 622.1906, 813.5352, 1037.921, 937.2056, 216.0847, 4.775693, 193.3334, 966.1011, 565.1975, 74.92984
83.40000000000001, 2875.445, 410.2515, 803.6807, 338.784, 185.858, 1658.819, 397.4955, 56.24897, 149.5125, 687.9645, 364.5664, 140.3496, 640.9641, 421.694, 632.7019, 1397.805, 16.99382, 574.5223, 1159.731, 1469.599, 18.05501, 777.321, 811.6871, 1251.053, 1752.906, 422.1298, 1380.347, 595.0303, 784.5292, 1091.792, 896.4129, 206.6005, 4.549724, 189.2336, 920.3822, 539.8052, 71.45639
83.5, 2779.953, 429.7235, 768.3035, 381.9473, 177.1812, 1721.837, 380.9181, 53.59755, 142.3652, 722.8065, 346.3641, 133.9027, 612.3867, 440.665, 632.5372, 1396.743, 16.24476, 564.6063, 1235.925, 1665.62, 17.20156, 767.5904, 787.9424, 1221.838, 1670.33, 401.3196, 1402.4, 569.0556, 786.306, 1044.34, 857.3958, 197.5326, 4.334447, 181.3884, 929.1127, 515.5536, 68.14396
83.59999999999999, 2811.858, 421.1268, 781.3359, 383.4352, 168.9095, 1741.16, 418.857, 51.07111, 135.5597, 711.6552, 367.3206, 127.752, 585.0833, 453.5128, 722.8233, 1333.23, 15.52873, 539.9047, 1237.991, 1702.885, 16.38845, 780.9523, 780.5602, 1197.809, 1591.645, 413.5192, 1342.637, 544.2148, 749.0768, 998.9496, 820.077, 188.8627, 4.129356, 173.8685, 885.1442, 492.3916, 64.98508
83.7, 2706.24, 471.8897, 770.6932, 372.8971, 161.024, 1655.167, 492.0202, 48.66375, 129.0794, 740.985, 480.4866, 121.8837, 760.8001, 441.8124, 833.2222, 1303.763, 14.84425, 545.2598, 1186.002, 1682.086, 15.61378, 748.9809, 744.4219, 1146.971, 1641.587, 466.3017, 1285.421, 520.4583, 713.6102, 1276.5, 784.3824, 180.5733, 3.933969, 190.0742, 961.5461, 577.8959, 140.0193
83.8, 2672.394, 449.6504, 754.8504, 384.0263, 153.5066, 1600.97, 471.5006, 46.36988, 122.909, 764.3195, 456.4966, 188.1373, 726.8798, 505.6367, 908.6784, 1314.973, 14.18995, 575.2751, 1193.06, 1645.73, 14.87573, 718.3184, 751.9681, 1098.29, 1640.814, 545.1097, 1320.427, 497.7389, 679.8229, 1385.991, 842.4756, 172.6478, 3.747827, 182.1942, 966.7399, 765.4998, 133.5285
83.90000000000001, 2546.583, 428.4592, 847.2333, 366.8219, 146.3401, 1628.55, 451.8367, 44.18413, 117.0335, 725.3281, 433.7043, 179.4953, 694.4717, 479.0957, 1097.059, 1370.401, 13.56448, 683.8367, 1142.958, 1628.721, 14.17256, 688.9111, 776.9017, 1051.676, 1658.978, 650.3745, 1330.336, 476.0112, 732.7479, 1439.344, 830.1931, 165.0701, 3.570493, 315.7513, 957.128, 798.3683, 127.3387
84, 2566.582, 408.2667, 882.0458, 370.1752, 139.5083, 1548.12, 449.2702, 42.10141, 111.4389, 688.3259, 412.0501, 171.2503, 698.4297, 453.9479, 1292.753, 1443.938, 12.96659, 653.9189, 1213.486, 1549.592, 13.50263, 660.7077, 740.9327, 1007.039, 1580.827, 629.6388, 1273.644, 455.2321, 698.0544, 1376.786, 809.9507, 157.825, 3.40155, 302.6611, 945.4542, 783.419, 121.4358
84.09999999999999, 2474.394, 389.0259, 843.2191, 353.5913, 132.9953, 1512.784, 482.5639, 40.11686, 106.1117, 775.4811, 391.477, 163.384, 667.2902, 430.1201, 1297.5, 1378.279, 12.39505, 681.8463, 1162.526, 1474.307, 12.86437, 633.659, 791.5785, 1118.803, 1645.405, 628.1336, 1275.746, 435.36, 665.0037, 1390.542, 819.3798, 150.8979, 3.2406, 290.1135, 1004.269, 878.9583, 115.8065
84.2, 2394.923, 370.6918, 806.1015, 337.7504, 126.7864, 1438.071, 567.3674, 38.22586, 101.0391, 765.0117, 444.44, 155.879, 637.5389, 447.2821, 1240.57, 1429.964, 11.8487, 652.0155, 1187.487, 1402.679, 12.25628, 691.2186, 799.6996, 1071.318, 1682.522, 597.1678, 1221.381, 416.3553, 757.4854, 1347.337, 783.7156, 144.2748, 3.087266, 318.1763, 1119.396, 879.4898, 110.4381
84.3, 2427.128, 353.2218, 800.9192, 335.2707, 120.8674, 1394.373, 543.7054, 36.424, 96.20911, 835.7502, 422.2497, 148.7187, 609.1142, 423.8042, 1212.663, 1451.171, 11.32643, 623.4898, 1137.619, 1334.532, 11.67693, 662.9208, 850.4547, 1025.849, 1690.698, 656.1712, 1169.332, 398.1803, 721.6207, 1392.473, 969.8898, 137.9425, 2.941187, 315.5763, 1066.423, 1007.488, 105.3187
84.40000000000001, 2424.215, 336.5751, 781.4671, 354.5454, 115.2247, 1453.341, 521.0303, 34.70708, 91.60996, 814.9268, 401.1674, 141.8874, 746.1462, 574.2784, 1315.371, 1566.214, 10.82719, 596.2122, 1089.845, 1375.827, 11.12497, 684.3562, 811.0804, 1108.053, 1611.053, 623.8232, 1192.179, 467.2857, 687.4542, 1369.701, 950.2413, 131.888, 2.80202, 302.4933, 1015.957, 1187.105, 100.4365
84.5, 2372.036, 320.713, 852.8015, 338.6617, 109.8455, 1431.232, 499.3008, 33.07108, 87.23067, 773.3538, 381.1376, 135.3698, 712.8792, 544.1344, 1269.171, 1702.927, 10.34995, 590.3104, 1167.742, 1308.984, 10.5991, 656.3393, 773.5291, 1061.024, 1613.577, 593.0699, 1312.009, 507.3465, 654.9053, 1407.35, 908.8813, 208.2757, 2.669438, 289.9526, 1035.118, 1152.852, 95.78068
84.59999999999999, 2442.857, 305.5984, 815.2621, 323.4897, 104.7173, 1389.87, 478.4775, 31.5122, 83.06073, 775.4752, 362.108, 129.1517, 681.0953, 515.5727, 1213.485, 1752.008, 9.893741, 612.2813, 1202.117, 1378.53, 10.09809, 710.8943, 819.9681, 1195.196, 1663.866, 563.8328, 1491.837, 485.1994, 623.8975, 1346.183, 995.8901, 324.0579, 2.54313, 340.6707, 986.1329, 1129.632, 117.8369
84.7, 2438.267, 373.6376, 831.9495, 335.3027, 99.82859, 1348.069, 458.5227, 30.0268, 79.09013, 735.9148, 344.0284, 123.2192, 650.7286, 488.5102, 1182.509, 1793.848, 9.457644, 635.6383, 1151.635, 1413.497, 9.620756, 681.791, 782.0052, 1160.042, 1683.04, 536.0369, 1428.262, 492.7897, 594.3578, 1404.847, 993.4916, 309.8346, 2.422797, 326.5473, 939.4661, 1217.826, 112.3745
84.8, 2431.476, 356.0287, 795.328, 320.2811, 95.16809, 1281.491, 439.4001, 28.61142, 75.30933, 698.3725, 326.8516, 167.9893, 621.7158, 538.6711, 1143.388, 1712.277, 9.040771, 671.9286, 1103.272, 1375.205, 9.165989, 653.8792, 745.8, 1151.07, 1603.755, 509.6114, 1367.397, 471.2781, 566.2167, 1343.788, 1088.57, 335.0696, 2.308159, 328.2962, 1041.181, 1163.113, 107.1652
84.90000000000001, 2317.007, 339.2498, 782.4833, 355.7144, 90.72517, 1218.201, 475.1615, 27.26276, 71.70927, 662.7454, 356.1367, 223.4554, 593.9966, 527.6652, 1104.363, 1762.75, 8.642271, 736.7149, 1128.502, 1392.734, 8.732718, 672.6317, 788.1843, 1178.895, 1647.784, 613.1459, 1356.56, 488.7908, 539.4081, 1285.383, 1041.189, 361.8408, 2.198945, 387.5563, 991.9088, 1173.488, 102.1975
85, 2271.567, 441.8395, 748.0392, 339.7783, 86.48967, 1265.747, 455.345, 25.97766, 68.28131, 806.2015, 435.2679, 213.1911, 567.5132, 536.3558, 1071.893, 1792.516, 8.261337, 775.3605, 1120.763, 1325.069, 8.319928, 731.2015, 817.2523, 1128.86, 1730.375, 643.0334, 1488.902, 609.0641, 513.8687, 1346.712, 995.8707, 345.9592, 2.094898, 371.4892, 944.9686, 1171.909, 97.46001
85.09999999999999, 2164.626, 421.0164, 715.1113, 324.5562, 131.571, 1280.784, 436.3549, 24.75315, 65.01722, 765.0736, 413.5356, 203.3982, 542.2106, 508.2024, 1183.052, 1711.006, 7.897194, 741.4385, 1073.697, 1260.692, 7.92665, 701.2668, 805.5565, 1165.844, 1825.297, 611.3331, 1425.453, 582.4768, 600.1032, 1336.536, 1037.345, 330.7747, 1.995775, 396.1265, 1021.584, 1185.25, 246.8196
85.2, 2151.158, 609.8633, 766.1526, 351.4025, 125.4286, 1217.528, 418.1568, 23.58635, 61.90916, 726.0438, 392.8883, 194.0552, 518.0361, 582.5908, 1177.581, 1852.154, 7.549101, 774.6958, 1054.325, 1199.443, 7.551962, 717.8172, 768.2609, 1197.859, 1776.212, 581.1956, 1526.504, 713.7187, 571.6901, 1299.969, 1061.099, 316.2567, 1.901342, 385.5281, 1088.221, 1229.85, 235.3781
85.3, 2141.057, 581.1216, 832.9695, 335.6597, 155.8118, 1157.397, 485.204, 22.47456, 58.94968, 689.0051, 463.1021, 185.1414, 494.9394, 629.0222, 1191.208, 1872.451, 7.216352, 790.1292, 1010.049, 1229.365, 7.194985, 845.1069, 784.618, 1315.938, 1796.06, 814.1021, 1484.759, 682.5629, 544.6223, 1327.854, 1163.652, 302.3758, 1.811377, 458.032, 1291.718, 1231.846, 224.4669
85.40000000000001, 2040.261, 553.7344, 840.9918, 320.6221, 175.5188, 1100.235, 464.9687, 21.41517, 56.13167, 653.856, 439.98, 176.637, 472.8725, 697.0639, 1138.942, 2004.156, 6.89827, 755.5611, 992.3295, 1213.19, 165.9269, 853.4968, 748.2918, 1392.305, 1797.643, 856.6494, 1421.486, 699.0536, 616.83, 1270.142, 1141.429, 289.1042, 1.725669, 439.0431, 1230.59, 1277.015, 253.0899
85.5, 2074.317, 669.5078, 835.3421, 306.2582, 167.3247, 1075.015, 445.5772, 20.40572, 53.44837, 760.5732, 435.108, 168.5232, 590.6918, 713.8621, 1212.262, 1942.455, 6.594208, 722.5053, 1020.281, 1199.183, 158.0836, 818.5555, 713.6475, 1462.386, 1780.922, 978.1973, 1405.4, 701.5151, 587.6249, 1356.009, 1110.234, 276.4152, 1.644016, 465.6201, 1172.354, 1219.643, 288.8593
85.59999999999999, 1976.663, 637.9551, 815.31, 355.2131, 215.8926, 1041.84, 426.9945, 19.44385, 50.89334, 721.7729, 475.695, 160.7822, 667.9116, 720.858, 1310.61, 1988.676, 6.303548, 726.8259, 1030.253, 1178.086, 177.7191, 927.0262, 680.6071, 1460.814, 1842.724, 929.9741, 1401.824, 751.2967, 634.6021, 1304.083, 1096.726, 264.283, 1.566227, 446.3167, 1116.875, 1164.849, 275.469
85.7, 1948.074, 643.287, 885.354, 339.2996, 205.8137, 990.3857, 551.4718, 18.52732, 48.46046, 684.9521, 451.9442, 153.3967, 673.7432, 774.7109, 1253.106, 1930.205, 6.025701, 695.0272, 986.9877, 1120.85, 186.2549, 889.0746, 818.0047, 1449.956, 1775.59, 884.1282, 1453.082, 790.2758, 604.5555, 1320.771, 1048.99, 252.6834, 1.492118, 486.8177, 1178.962, 1240.575, 262.6993
85.8, 1923.723, 644.5321, 937.9393, 366.3148, 199.5414, 1011.703, 528.4728, 17.65399, 46.14387, 833.7965, 429.3792, 146.3505, 643.7043, 965.0737, 1198.124, 1842.434, 5.7601, 709.0394, 945.5394, 1066.395, 177.4508, 852.6768, 780.1328, 1388.416, 1691.946, 840.5424, 1454.391, 755.7781, 595.695, 1329.845, 1024.26, 241.5928, 1.421517, 515.754, 1123.17, 1184.84, 250.5216
85.90000000000001, 2049.599, 643.0264, 918.6578, 349.9038, 190.2258, 1072.327, 506.4329, 196.1988, 43.93803, 791.2609, 407.9409, 326.4771, 615.0046, 1164.194, 1198.118, 1821.578, 5.506206, 702.807, 905.8318, 1094.289, 353.9904, 895.749, 744.0143, 1352.471, 1709.39, 926.5472, 1534.576, 722.7864, 567.4906, 1296.59, 1083.046, 230.9891, 1.354255, 494.3721, 1174.274, 1193.139, 238.9084
86, 2112.152, 612.7217, 905.0294, 334.2281, 181.3452, 1036.546, 485.3122, 186.9505, 41.83763, 750.8951, 387.573, 311.4805, 587.5846, 1148.055, 1166.17, 1775.821, 5.263504, 672.0592, 950.2517, 1041.124, 517.5416, 963.9108, 709.568, 1295.068, 1628.864, 880.8702, 1498.575, 691.2348, 584.2682, 1315.059, 1054.982, 220.8507, 1.290177, 473.8767, 1118.704, 1139.536, 313.6479
86.09999999999999, 2012.716, 583.8453, 889.9636, 360.0531, 172.8791, 985.3526, 465.0724, 178.1382, 39.83764, 768.7209, 486.8027, 297.1727, 608.799, 1156.382, 1164.888, 1805.491, 5.031499, 642.6566, 910.3462, 1054.119, 606.541, 924.4492, 676.7165, 1392.511, 1654.757, 935.1315, 1434.713, 661.0605, 556.6049, 1302.151, 1027.01, 211.1574, 1.22913, 553.0905, 1243.448, 1155.106, 316.4107
86.2, 1917.962, 556.3297, 1061.614, 412.0771, 222.9943, 936.688, 445.6766, 246.4978, 235.1164, 729.5051, 462.4973, 283.5222, 581.6556, 1400.395, 1173.396, 1723.391, 4.809721, 614.5404, 872.1165, 1058.888, 577.8702, 886.6031, 645.3859, 1380.62, 1750.937, 1147.831, 1493.466, 734.8622, 530.2513, 1387.002, 1271.292, 272.3503, 1.170972, 530.1607, 1184.604, 1263.543, 341.3948
86.3, 1827.668, 583.942, 1044.698, 393.616, 236.6333, 890.4269, 560.0267, 234.8785, 413.9883, 775.3053, 507.9663, 270.4987, 555.7224, 1416.173, 1121.911, 1811, 4.597718, 660.2386, 899.9529, 1007.444, 550.5546, 850.3065, 695.4387, 1322.023, 1795.472, 1397.281, 1429.822, 702.7834, 608.8945, 1326.719, 1215.958, 303.329, 1.115565, 508.1816, 1128.545, 1300.085, 325.5691
86.40000000000001, 1933.882, 556.4219, 998.7113, 375.982, 233.0087, 846.4505, 536.6708, 223.807, 412.6406, 834.194, 482.6042, 258.0735, 604.6188, 1624.952, 1104.289, 1773.129, 4.39506, 686.8964, 862.1597, 1006.896, 586.3717, 902.3714, 751.4326, 1333.977, 1710.891, 1554.514, 1368.89, 711.5861, 580.0652, 1269.056, 1163.032, 290.0156, 1.062781, 487.1136, 1075.139, 1315.737, 310.477
86.5, 1842.839, 530.1987, 954.7491, 359.138, 222.1307, 981.5861, 556.3325, 213.2574, 392.9149, 791.6381, 526.4528, 246.2189, 602.9496, 1650.034, 1129.948, 1779.87, 4.201334, 656.8447, 854.9156, 957.9774, 558.6542, 911.801, 772.4857, 1277.359, 1682.1, 1534.394, 1382.611, 680.5234, 662.633, 1298.482, 1182.614, 277.2865, 1.012494, 508.2574, 1024.26, 1256.626, 325.6562
86.59999999999999, 1940.822, 505.2115, 912.722, 343.0486, 211.7605, 933.1075, 533.1307, 203.205, 392.0897, 826.6089, 566.9732, 234.909, 576.0671, 1581.348, 1200.599, 1759.573, 4.016148, 653.915, 866.6363, 1111.886, 590.6883, 947.9611, 736.7212, 1381.811, 1720.613, 1572.516, 1323.692, 650.8167, 693.8773, 1263.001, 1131.139, 265.1161, 0.9645859, 600.3665, 1113.354, 1200.17, 393.5685
86.7, 1952.119, 481.4018, 947.3487, 348.7466, 201.8745, 887.0233, 510.8966, 193.6265, 373.3464, 784.4399, 538.665, 224.1185, 625.4901, 1498.343, 1147.921, 1733.495, 3.839124, 702.8721, 863.717, 1092.756, 655.1411, 909.1525, 830.7407, 1431.055, 1825.457, 1534.081, 1362.714, 765.7929, 661.0242, 1419.084, 1081.906, 253.4799, 0.918945, 575.4768, 1060.666, 1230.227, 375.3242
86.8, 1860.217, 614.5402, 905.6474, 404.8241, 225.8737, 957.5189, 489.5898, 184.4995, 388.8304, 744.4222, 605.0115, 213.8237, 619.0062, 1419.694, 1097.555, 1730.071, 3.669903, 672.1215, 851.3526, 1060.901, 624.1729, 871.9326, 792.2792, 1390.362, 1837.447, 1552.69, 1304.643, 761.5256, 629.7267, 1460.416, 1034.815, 242.3544, 0.8754637, 551.619, 1030.11, 1174.957, 357.9257
86.90000000000001, 1772.642, 585.578, 972.2383, 386.688, 215.3288, 910.229, 500.9899, 175.8027, 370.2429, 706.4459, 574.8041, 204.0018, 670.4532, 1423.521, 1117.131, 1744.799, 3.508141, 642.7161, 877.157, 1009.359, 594.6686, 916.5202, 773.2945, 1331.351, 1802.839, 1542.462, 1318.715, 802.3117, 599.911, 1396.942, 1113.644, 231.7173, 0.8340398, 528.7503, 1168.596, 1200.406, 341.3336
87, 1689.19, 557.9808, 929.4415, 369.3643, 205.2762, 865.2746, 505.252, 167.5158, 352.5439, 670.407, 546.105, 194.6311, 640.561, 1348.8, 1075.954, 1800.836, 3.353509, 634.4589, 929.6959, 1041.046, 598.2586, 918.145, 809.0405, 1315.201, 1766.468, 1561.133, 1262.518, 767.2886, 571.507, 1420.522, 1065.171, 221.547, 0.7945759, 506.8297, 1113.295, 1247.905, 325.5108
87.09999999999999, 1841.271, 531.6842, 1038.528, 397.3271, 235.9569, 822.5404, 518.7032, 159.6196, 335.6911, 636.2065, 518.8387, 185.6908, 612.0015, 1415.064, 1070.477, 1718.947, 3.205693, 684.9478, 890.6536, 990.4677, 608.9786, 993.0914, 771.5836, 1292.273, 1740.234, 1484.172, 1243.612, 733.7944, 544.4479, 1358.782, 1018.809, 211.823, 0.7569793, 485.8178, 1060.61, 1246.261, 310.4214
87.2, 1944.018, 506.6269, 992.8132, 379.5268, 232.8575, 781.9168, 535.3505, 152.0955, 359.521, 702.3547, 492.9338, 177.1611, 584.7153, 1373.694, 1056.042, 1749.706, 3.064393, 654.9813, 853.2509, 966.1168, 580.1926, 952.4352, 802.2243, 1237.426, 1942.482, 1474.031, 1249.517, 701.7623, 575.2287, 1392.738, 1087.493, 303.1439, 0.7211617, 516.1842, 1010.419, 1212.015, 296.0315
87.3, 1852.498, 482.7505, 1014.993, 362.5239, 301.6141, 743.2995, 513.0237, 282.4818, 354.6309, 666.5245, 468.3223, 169.0233, 592.9854, 1301.589, 1087.931, 1701.25, 2.929321, 651.2664, 817.4188, 975.9003, 638.1641, 983.8316, 765.083, 1184.906, 2246.952, 1438.502, 1196.269, 724.9868, 547.9933, 1387.76, 1040.159, 289.8386, 0.6870388, 494.7845, 962.6026, 1230.904, 282.3087
87.40000000000001, 1785.208, 543.7358, 1016.692, 346.2828, 287.5333, 706.5894, 509.1969, 269.1664, 382.8796, 632.5222, 444.9396, 161.2593, 686.5699, 1339.247, 1070.16, 1623.889, 2.800202, 622.7735, 852.7104, 969.6975, 661.6378, 1038.879, 729.6613, 1255.792, 2568.227, 1479.254, 1215.03, 693.3391, 522.0475, 1345.766, 1015.52, 277.1173, 0.6545305, 474.272, 917.0493, 1175.604, 269.222
87.5, 1798.483, 518.1106, 1058.423, 330.7693, 274.1098, 671.6924, 487.9609, 256.4786, 432.6318, 600.2544, 422.7244, 153.8519, 655.9591, 1298.787, 1052.457, 1550.047, 2.676775, 722.5085, 816.9011, 1023.806, 649.08, 1056.76, 805.6496, 1202.492, 2447.243, 1517.338, 1163.252, 663.073, 534.3713, 1318.779, 1051.525, 264.9543, 0.6235604, 454.6099, 873.6516, 1277.091, 256.7419
87.59999999999999, 1819.03, 493.693, 1011.833, 315.9508, 261.313, 638.5189, 503.2469, 244.3889, 411.9504, 609.6393, 401.6184, 146.7848, 626.7131, 1296.56, 1069.88, 1628.14, 2.558788, 690.8988, 825.424, 1044.452, 676.7515, 1013.497, 768.3497, 1202.495, 2470.599, 1487.342, 1255.502, 699.4725, 548.1115, 1278.086, 1005.756, 288.3514, 0.5940557, 435.7629, 832.3077, 1230.398, 244.8403
87.7, 1892.876, 470.4261, 1002.148, 363.1194, 249.1136, 606.9837, 482.259, 232.8691, 431.524, 646.3044, 381.5661, 140.0423, 598.771, 1228.504, 1022.937, 1583.8, 2.446001, 660.672, 790.7606, 1066.975, 644.7618, 996.2626, 783.0178, 1197.299, 2428.81, 1435.341, 1201.999, 744.8888, 522.16, 1361.055, 961.9798, 275.6954, 325.5192, 417.6973, 860.3618, 1203.043, 233.4905
87.8, 1878.81, 448.2558, 995.2845, 346.8517, 237.4837, 577.006, 522.8001, 221.8923, 410.8956, 613.3336, 362.5151, 133.6095, 612.8878, 1218.954, 978.0547, 1610.432, 2.338187, 668.2025, 757.5528, 1015.137, 614.2844, 981.0438, 746.7657, 1226.28, 2409.433, 1364.582, 1228.985, 712.3724, 497.4373, 1301.899, 964.8828, 414.9224, 310.1168, 429.3003, 819.6469, 1282.11, 222.6668
