 , C000, C001, C003, C004, C005, C007, C009, C010, C011, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C026, C027, C030, C032, C033, C034, C036, C037, C038, C040, C042, C043, C049, C051, C052, C054, C055, C058, C059, C070, C072, C075, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 94.12817, 0, 98.93436, 44.14066, 62.10126, 0, 0, 11.88164, 0, 0, 0, 0, 57.00195, 18.45114, 0, 51.82251, 0, 0, 0, 0, 83.14813, 0, 370.8953, 353.1317, 0, 213.2144, 207.5811, 161.9171, 42.24744, 48.43774, 0, 0, 0, 55.03741, 39.42822, 156.0748, 0, 0, 0, 60.62598
0.2, 0, 128.9088, 89.7287, 0, 106.0361, 42.23669, 110.3428, 151.988, 0, 159.4436, 0, 0, 0, 0, 54.3736, 17.68826, 0, 219.2339, -3.051758e-05, 0, 9.77951, -3.051758e-05, 157.0921, 0, 723.1807, 530.8748, 0, 599.3474, 197.4438, 154.3801, 40.32849, 46.04932, 0, 0, 0, 149.755, 202.0276, 237.9931, 3.051758e-05, 0, 0, 95.22534
0.3, 0, 123.3149, 85.53491, 50.63613, 242.3305, 88.04391, 105.06, 246.7109, 0, 151.5236, 0, 0, 0, 0, 51.86646, 139.9029, 0, 327.9343, 0, 0, 85.91858, 0, 224.2861, 0, 1019.844, 806.8882, 0, 1003.284, 499.3356, 200.612, 93.41516, 81.15063, 0, 0, 0, 166.1284, 371.7946, 294.021, 0, 0, 0, 297.1416
0.4, 0, 117.9639, 81.53705, 48.28681, 231.4445, 84.24625, 260.2391, 234.7327, 0, 143.9971, 0, 0, 0, 31.66463, 116.5442, 179.729, 0, 352.457, -3.051758e-05, 33.29999, 111.4668, 0, 214.5632, 0, 1259.87, 919.0975, 0, 1159.493, 509.7365, 191.2737, 158.9209, 172.7841, 0, 0, 0, 361.5231, 538.7659, 383.9182, 0, 0, 196.4685, 498.8467
0.5, 0, 112.845, 77.72607, 46.04649, 302.2739, 80.6124, 247.78, 384.7781, 0, 136.8444, 0, 0, 0, 201.8585, 180.0214, 195.3023, 0, 432.4883, -3.051758e-05, 78.66229, 126.6376, 3.051758e-05, 286.4838, 0, 1554.939, 1067.839, 0, 1316.781, 555.7449, 182.3701, 227.0183, 164.2637, 0, 0, 0, 416.0062, 705.5731, 537.4169, 3.051758e-05, 6.103516e-05, 231.5094, 478.0564
0.6, 0, 107.9482, 74.0932, 43.91012, 288.6951, 77.13528, 341.1403, 402.8749, 0, 130.047, 0, 0, 3.469982, 213.8211, 208.2046, 187.2274, 0, 510.8911, -3.051758e-05, 75.34531, 288.9489, 0, 274.0646, 0, 1632.267, 1017.871, 6.438441, 1503.848, 528.6047, 173.881, 298.4801, 156.1635, 0, 0, 0, 447.3962, 790.8989, 723.9198, 0, 6.103516e-05, 375.9636, 561.4485
0.7, 0, 103.2639, 215.156, 41.87286, 275.7263, 98.27228, 375.213, 468.3984, 0, 308.7318, 0, 0, 3.313261, 203.9545, 249.4992, 179.4863, 0, 486.7661, -3.051758e-05, 72.16821, 276.6833, 3.051758e-05, 262.1838, 0, 1743.77, 1104.233, 6.165925, 1502.349, 740.5525, 342.4682, 284.9226, 148.4628, 0, 0, 0, 428.1622, 758.6554, 875.4896, 3.051758e-05, 6.103516e-05, 358.7442, 538.0493
0.8, 0, 98.7829, 205.0998, 204.5497, 308.8549, 130.175, 357.2493, 539.4481, 0, 293.3963, 0, 0, 46.61847, 194.5431, 291.8134, 172.0652, 0, 614.0896, 0, 69.12507, 264.9384, 3.051758e-05, 301.7317, 0, 2347.738, 1310.884, 74.22287, 2216.827, 902.033, 415.5702, 377.5016, 305.8995, 0, 0, 0, 409.7551, 763.6139, 989.2792, 1.525879e-05, 6.103516e-05, 342.3135, 780.9897
0.9, 68.59926, 94.49634, 237.4725, 195.0594, 294.9804, 124.5601, 392.7914, 566.4417, 0, 278.8226, 0, -6.103516e-05, 44.51295, 212.4454, 400.9797, 164.951, 3.051758e-05, 814.0737, -3.051758e-05, 66.21025, 253.692, 3.051758e-05, 347.0083, 0, 2385.318, 1398.646, 109.2869, 2203.257, 857.9817, 396.2258, 439.1271, 415.7644, 0, 0, 0, 443.7743, 1045.154, 1103.212, 1.525879e-05, 6.103516e-05, 472.4178, 768.1597
1, 65.53604, 90.39581, 226.3733, 186.0094, 281.7293, 119.1873, 438.2558, 815.3425, 0, 264.9728, -7.629395e-06, -6.103516e-05, 49.26579, 333.7554, 382.4906, 158.131, 3.051758e-05, 795.9836, -3.051758e-05, 63.41834, 242.923, 0, 331.9654, 0, 2518.268, 1517.499, 104.6612, 2270.09, 959.269, 483.6968, 513.5039, 410.7347, 0, 0, 0, 562.4234, 1210.003, 1221.098, 0, 6.103516e-05, 450.7807, 806.0312
1.1, 107.5395, 86.47318, 215.7928, 177.3793, 269.0734, 136.1965, 579.1423, 1232.35, 0, 251.811, -7.629395e-06, -6.103516e-05, 70.05283, 414.6737, 364.8541, 151.5929, 3.051758e-05, 872.9795, -3.051758e-05, 60.74416, 305.1484, -3.051758e-05, 317.5746, 0, 2676.771, 1491.29, 100.2312, 2390.499, 912.4227, 471.6471, 586.3405, 439.6297, 0, 0, 0, 538.2443, 1606.923, 1207.776, 0, 6.103516e-05, 430.1347, 956.4713
1.2, 210.7451, 82.72076, 271.6618, 169.1496, 256.9861, 171.3626, 592.4932, 1656.361, 0, 239.3029, -7.629395e-06, -6.103516e-05, 91.69187, 473.0334, 463.3478, 145.3252, 3.051758e-05, 946.5424, -3.051758e-05, 58.18275, 292.1951, -1.525879e-05, 303.8076, 0, 2700.219, 1478.311, 95.98881, 2415.754, 989.0442, 449.6924, 633.7451, 417.9506, 0, 0, 0, 581.4839, 1639.181, 1247.436, 0, 3.051758e-05, 514.6791, 1043.75
1.3, 236.941, 79.1312, 362.2136, 161.3017, 245.4417, 163.9711, 564.127, 2026.217, 0, 227.4161, -7.629395e-06, -6.103516e-05, 106.2297, 451.2056, 441.983, 183.5543, 3.051758e-05, 966.6106, -3.051758e-05, 101.0513, 279.7917, -3.051758e-05, 290.6375, 0, 2893.974, 1727.805, 158.7686, 2592.238, 1301.736, 529.8885, 662.1361, 459.2842, 0, 0, 0, 598.829, 1614.585, 1413.169, 0, 3.051758e-05, 491.1065, 1030.423
1.4, 226.3607, 75.69739, 447.6556, 153.8179, 234.416, 156.8983, 570.6898, 2367.297, 0, 240.0436, -7.629395e-06, -0.0001220703, 101.4318, 508.277, 421.6033, 187.6901, 3.051758e-05, 1073.178, -3.051758e-05, 186.2467, 427.015, -1.525879e-05, 324.846, 0, 2978.419, 1646.955, 152.0486, 2513.306, 1238.165, 505.2228, 671.1195, 436.6359, 0, 0, 0, 661.6843, 1870.148, 1673.715, 0, 6.103516e-05, 510.7236, 1088.198
1.5, 216.2528, 72.41257, 426.7325, 146.6814, 223.8855, 253.7015, 596.7933, 2328.74, 0, 265.607, -7.629395e-06, -0.0001220703, 210.8324, 484.823, 506.6396, 197.2951, 4.577637e-05, 1069.638, -3.051758e-05, 225.0066, 408.8885, -1.525879e-05, 310.7638, 0, 3133.503, 1821.929, 212.2054, 2766.222, 1310.416, 496.8589, 787.2761, 453.6068, 0, 0, 0, 740.6302, 1981.037, 1767.364, 0, 6.103516e-05, 558.5261, 1114.978
1.6, 206.5963, 69.27029, 459.8624, 139.876, 213.8281, 268.0493, 710.9725, 2341.317, 0, 252.4137, -7.629395e-06, -0.0001220703, 354.8748, 462.4511, 578.4821, 307.4333, 4.577637e-05, 1019.128, -3.051758e-05, 215.5187, 391.5316, -3.051758e-05, 354.2902, 0, 3221.006, 1754.897, 203.2235, 2878.996, 1373.713, 564.6575, 900.3873, 431.2384, 0, 0, 0, 760.264, 2053.826, 1890.997, 0, 6.103516e-05, 532.9453, 1216.33
1.7, 197.371, 66.26437, 481.4906, 133.3863, 204.2225, 281.1432, 724.7859, 2420.503, 0, 254.3015, -7.629395e-06, -0.0001220703, 420.0187, 505.5975, 580.7089, 322.2795, 77.19785, 1072.543, -3.051758e-05, 277.5211, 374.9115, -3.051758e-05, 380.2643, 0, 3461.612, 1791.757, 251.4693, 2949.021, 1306.627, 538.3733, 1062.884, 433.1866, 0, 0, 0, 858.7809, 2140.331, 1810.388, 0, 6.103516e-05, 576.1669, 1175.643
1.8, 247.2165, 63.38892, 473.6944, 127.1977, 258.1866, 269.0165, 690.0861, 2365.146, 0, 241.6697, -1.144409e-05, -0.0001220703, 765.3583, 491.543, 594.093, 312.8853, 136.6806, 1068.96, -3.051758e-05, 265.8188, 358.9968, -3.051758e-05, 432.9437, 0, 3646.926, 1882.567, 240.8256, 3067.645, 1377.442, 604.8743, 1217.434, 411.8253, 0, 0, 0, 859.1645, 2053.074, 1832.743, -1.525879e-05, 9.155273e-05, 574.4875, 1262.41
1.9, 236.1774, 60.63821, 522.1482, 121.2962, 246.5883, 257.4128, 769.7386, 2470.419, 0, 361.9012, -1.144409e-05, -0.0001220703, 913.6622, 662.4385, 670.5694, 378.9726, 301.788, 1154.126, 174.0978, 354.321, 343.7577, -4.577637e-05, 414.1754, 0, 3675.988, 1821.025, 230.6323, 3106.722, 1310.174, 649.0514, 1355.31, 442.7042, 0, 0, 0, 857.7681, 2280.687, 1858.352, -1.525879e-05, 6.103516e-05, 585.8551, 1342.956
2, 225.6312, 58.00687, 573.2703, 115.6685, 235.511, 246.3096, 732.8867, 2350.478, 0, 394.3977, -1.525879e-05, -0.0001220703, 1074.416, 668.7001, 639.6497, 435.0612, 303.0665, 1099.626, 165.5943, 339.3802, 329.1655, -4.577637e-05, 396.2208, 0, 3969.207, 2026.754, 274.4856, 3245.225, 1436.978, 657.7023, 1457.66, 420.8734, 0, 0, 0, 831.3502, 2291.657, 1888.086, -1.525879e-05, 6.103516e-05, 595.4443, 1286.986
2.1, 215.5559, 55.48972, 574.7393, 110.302, 224.9313, 262.8062, 718.8861, 2389.628, 0, 374.807, -1.525879e-05, -0.0001220703, 1271.044, 637.8434, 749.0186, 417.0732, 288.9678, 1077.61, 217.8517, 325.0695, 315.1927, -4.577637e-05, 379.0445, 0, 3929.133, 2002.098, 262.8676, 3307.048, 1485.253, 686.1937, 1459.755, 429.7906, 0, 0, 0, 859.0065, 2288.08, 1988.184, 0, 6.103516e-05, 568.1726, 1376.449
2.2, 205.9305, 53.08179, 547.8764, 105.1844, 327.6362, 251.4704, 811.3104, 2361.06, 0, 397.5614, -1.525879e-05, -0.0001220703, 1312.606, 703.9746, 714.4816, 399.8289, 390.2246, 1148.692, 207.2111, 472.2235, 301.813, -4.577637e-05, 362.6129, 0, 4148.936, 2112.721, 251.7414, 3366.554, 1412.719, 666.178, 1529.591, 450.922, 0, 0, 0, 822.077, 2313.11, 1968.515, 0, 6.103516e-05, 542.1499, 1394.891
2.3, 196.7349, 50.77838, 522.2692, 100.3042, 312.9181, 240.6235, 772.4682, 2346.083, 0, 377.8135, -1.525879e-05, -0.0001220703, 1253.322, 671.4902, 681.5371, 383.2975, 372.0713, 1094.449, 197.0903, 452.3111, 289.0013, -4.577637e-05, 390.0933, 0, 4299.59, 2045.918, 350.7692, 3541.985, 1550.073, 723.3511, 1483.918, 428.686, 0, 0, 0, 881.4279, 2321.285, 2159.608, 7.629395e-06, 6.103516e-05, 517.3191, 1336.757
2.4, 187.95, 48.57492, 497.8587, 95.65051, 298.8611, 230.2445, 776.8295, 2275.337, 0, 370.9072, -1.525879e-05, -0.0001220703, 1196.716, 725.8499, 683.4673, 367.4498, 354.7625, 1091.756, 187.4637, 561.0789, 276.7335, -3.051758e-05, 409.4733, 0, 4361.917, 2053.718, 335.9224, 3529.253, 1474.375, 810.2589, 1586.944, 407.5465, 0, 0, 0, 902.2433, 2442.747, 2187.046, 1.525879e-05, 6.103516e-05, 493.6256, 1389.847
2.5, 179.5573, 46.46706, 474.5892, 91.21271, 285.4357, 220.3132, 739.6381, 2363.048, 0, 449.087, -1.525879e-05, -0.0001220703, 1351.925, 692.3561, 767.7281, 352.2572, 338.2588, 1158.936, 178.3074, 537.4197, 264.9864, -3.051758e-05, 391.7225, 0, 4499.286, 2099.013, 321.7041, 3602.454, 1471.519, 772.5421, 1514.863, 498.2417, 0, 0, 0, 863.4552, 2372.009, 2367.82, 1.525879e-05, 6.103516e-05, 471.0172, 1343.69
2.6, 171.5394, 44.45065, 452.4073, 86.9808, 272.6133, 241.2015, 875.5622, 2248.32, 0, 426.7798, -1.144409e-05, -9.155273e-05, 1290.865, 698.8776, 763.8737, 363.7581, 322.5229, 1281.864, 169.5983, 631.3399, 253.7379, -3.051758e-05, 467.1331, 0, 4495.171, 2011.824, 308.0875, 3658.47, 1433.016, 736.581, 1446.055, 507.0754, 0, 0, 0, 854.2522, 2589.458, 2499.063, 1.525879e-05, 6.103516e-05, 553.8253, 1533.145
2.7, 163.8795, 42.52177, 431.2622, 82.94523, 260.3669, 278.2022, 850.1699, 2396.454, 0, 415.5579, -1.144409e-05, -9.155273e-05, 1232.563, 712.2588, 728.6518, 348.7181, 307.519, 1270.437, 161.3146, 604.718, 242.967, -2.288818e-05, 446.8828, 0, 4691.046, 2266.857, 295.0473, 3692.769, 1441.989, 718.6115, 1532.262, 482.0703, 0, 0, 0, 817.5272, 2483.89, 2492.369, 2.288818e-05, 6.103516e-05, 528.4597, 1494.476
2.8, 156.5617, 40.67659, 500.677, 79.09689, 248.6707, 266.2023, 886.1306, 2386.918, 0, 419.7042, -1.144409e-05, -9.155273e-05, 1176.894, 765.9962, 695.054, 334.3, 293.2131, 1210.445, 153.4354, 579.2187, 232.6533, -2.288818e-05, 427.5103, 0, 4755.663, 2280.25, 282.559, 3643.758, 1371.569, 698.9749, 1531.261, 458.2983, 0, 0, 0, 822.0618, 2541.454, 2588.901, 2.288818e-05, 6.103516e-05, 551.3461, 1465.861
2.9, 149.5706, 38.9115, 477.2758, 75.42711, 237.4998, 331.7927, 843.7063, 2366.617, 0, 398.8565, -1.144409e-05, -6.103516e-05, 1123.74, 766.4764, 663.0052, 320.4781, 279.5728, 1351.926, 145.9412, 650.5933, 222.7773, -1.525879e-05, 408.9776, 0, 4817.717, 2301.206, 270.5993, 3857.326, 1304.587, 711.4649, 1518.355, 553.9786, 0, 0, 0, 841.8771, 2495.992, 2488.728, 2.288818e-05, 7.629395e-05, 526.094, 1481.474
3, 142.8917, 37.22298, 454.9683, 71.92759, 226.8308, 317.4812, 842.1584, 2341.834, 0, 379.0443, -7.629395e-06, -6.103516e-05, 1140.718, 926.7396, 632.4343, 307.2277, 266.567, 1325.902, 332.6761, 623.1595, 213.3206, -1.525879e-05, 440.7411, 0, 4899.794, 2280.444, 259.1458, 3767.884, 1337.879, 678.3469, 1544.249, 526.6607, 0, 0, 0, 950.8618, 2628.373, 2543.177, 2.288818e-05, 6.103516e-05, 535.9752, 1419.732
3.1, 136.511, 35.60773, 502.323, 68.59043, 216.6411, 309.1129, 801.8393, 2276.406, 0, 489.6422, -1.144409e-05, -6.103516e-05, 1159.505, 883.9759, 603.273, 294.525, 254.1662, 1263.291, 316.4272, 596.8826, 204.2654, -1.525879e-05, 421.6349, 0, 4938.439, 2207.754, 248.1772, 3900.724, 1272.543, 798.3058, 1518.021, 500.6898, 0, 0, 0, 1009.115, 2619.796, 2635.803, 1.525879e-05, 4.577637e-05, 511.4272, 1498.611
3.2, 130.4153, 34.06256, 485.8711, 65.4081, 206.9091, 295.7797, 805.6235, 2311.049, 0, 465.3205, -1.144409e-05, -4.577637e-05, 1179.914, 843.1854, 636.3188, 282.3476, 242.3423, 1339.528, 300.9719, 612.1642, 195.5945, -7.629395e-06, 423.1423, 0, 5087.668, 2153.578, 237.6727, 3960.097, 1343.837, 761.1454, 1616.863, 475.9997, 0, 0, 0, 965.7319, 2531.657, 2720.158, 1.525879e-05, 4.577637e-05, 517.6633, 1612.242
3.3, 124.5918, 32.58446, 508.9904, 62.37342, 197.6143, 339.3589, 813.8406, 2280.633, 0, 442.2069, -9.536743e-06, -3.051758e-05, 1126.623, 831.8638, 606.9785, 270.6736, 231.0685, 1298.584, 286.2714, 681.5624, 187.2917, -1.525879e-05, 432.8196, 0, 5185.188, 2112.999, 227.6129, 3837.294, 1278.21, 725.7148, 1543.423, 556.3634, 0, 0, 0, 984.1382, 2590.778, 2735.096, 1.525879e-05, 4.577637e-05, 493.954, 1571.099
3.4, 119.0283, 31.17049, 568.2133, 59.47954, 188.737, 324.721, 792.5063, 2211.762, 0, 460.4707, -9.536743e-06, -3.051758e-05, 1075.739, 849.988, 614.6956, 259.4824, 220.3191, 1284.276, 272.289, 652.8228, 179.3413, -7.629395e-06, 414.0567, 0, 5211.116, 2212.737, 253.9879, 3991.644, 1215.788, 691.9335, 1498.619, 558.6299, 0, 0, 0, 941.8292, 2485.157, 2770.024, 2.288818e-05, 4.577637e-05, 488.7748, 1555.431
3.5, 113.7132, 29.81787, 572.694, 56.71992, 180.2585, 310.7146, 800.634, 2184.376, 0, 437.598, -7.629395e-06, 244.5676, 1042.821, 839.5162, 603.948, 248.7538, 210.0698, 1280.694, 258.9896, 625.295, 171.7284, 0, 396.1073, 0, 5198.9, 2176.388, 283.6703, 3968.243, 1156.414, 659.7247, 1594.661, 673.7172, 0, 0, 0, 979.7341, 2595.669, 2733.709, 1.525879e-05, 4.577637e-05, 466.3886, 1584.336
3.6, 108.6355, 113.4926, 545.9268, 54.08834, 172.1609, 297.3123, 762.3029, 2121.044, 0, 415.8615, -9.536743e-06, 403.6544, 1034.687, 800.7773, 603.5912, 238.4689, 281.6226, 1338.339, 246.3397, 598.928, 164.4387, 0, 378.9359, 0, 5300.307, 2279.677, 271.6636, 4030.619, 1276.131, 629.0151, 1563.981, 695.2938, 0, 0, 0, 937.6144, 2494.703, 2806.06, 2.288818e-05, 3.814697e-05, 499.8192, 1633.236
3.7, 103.7845, 131.9115, 520.4105, 51.57886, 164.4271, 284.4881, 785.3619, 2228.96, 0, 395.2046, -9.536743e-06, 490.0034, 987.9556, 763.8259, 593.5593, 228.6092, 268.5214, 1365.68, 234.3077, 692.6016, 157.4584, 0, 362.5089, 0, 5313.126, 2173.002, 260.1651, 4034.952, 1213.81, 599.7351, 1551.648, 661.0072, 0, 0, 0, 945.5152, 2561.437, 2686.443, 2.288818e-05, 4.577637e-05, 476.9272, 1620.983
3.8, 99.15015, 189.3173, 534.6449, 49.1858, 285.0055, 272.2171, 747.762, 2223.729, 0, 375.5738, -7.629395e-06, 502.8656, 1012.239, 728.5797, 566.1906, 219.1571, 256.0297, 1368.314, 222.8633, 663.3965, 150.7744, 0, 346.7941, 0, 5463.008, 2185.659, 339.8812, 3991.074, 1294.221, 669.6144, 1578.219, 663.267, 0, 0, 0, 904.8667, 2522.875, 2786.698, 1.525879e-05, 3.814697e-05, 455.0836, 1701.074
3.9, 94.72272, 238.5055, 509.6561, 46.90377, 322.1712, 297.3422, 749.7437, 2198.895, 0, 419.8688, -9.536743e-06, 479.1057, 981.2934, 694.9599, 629.6729, 210.0958, 244.1191, 1303.7, 211.978, 768.4626, 144.3742, 0, 369.0664, 0, 5498.46, 2129.834, 404.1727, 3921.599, 1231.017, 638.4445, 1573.135, 630.5597, 0, 0, 0, 888.1945, 2454.358, 2913.245, 1.525879e-05, 3.814697e-05, 434.2405, 1733.944
4, 90.49299, 228.1558, 630.4431, 44.72762, 337.6723, 315.8339, 713.849, 2102.653, 0, 422.9624, -9.536743e-06, 456.4683, 1011.109, 662.8915, 600.6389, 249.0618, 312.7126, 1294.61, 201.6243, 736.0586, 138.2456, 0, 383.8034, 0, 5552.626, 2174.734, 387.0656, 4107.59, 1255.169, 725.0311, 1574.605, 599.4654, 0, 0, 0, 850.0102, 2363.891, 2845.289, 1.525879e-05, 3.051758e-05, 414.3521, 1747.874
4.1, 86.45213, 218.2552, 600.9767, 42.65244, 416.8848, 366.0089, 679.6729, 2094.384, 0, 401.9528, -9.536743e-06, 434.9005, 965.442, 666.6254, 651.4867, 264.8393, 298.1652, 1313.16, 191.7763, 800.8828, 132.3772, 0, 367.1654, 0, 5660.644, 2193.723, 370.6825, 4097.686, 1208.844, 720.1761, 1503.084, 569.9043, 0, 0, 0, 970.5955, 2267.52, 2724, 1.144409e-05, 3.051758e-05, 395.3745, 1675.029
4.2, 82.59172, 275.4911, 572.8876, 40.67353, 499.1442, 350.2216, 647.1329, 2023.961, 0, 593.6477, -9.536743e-06, 414.3518, 921.8378, 635.8644, 664.2845, 286.7629, 284.2944, 1271.852, 182.4093, 767.1118, 126.7579, -3.814697e-06, 351.2487, 0, 5754.663, 2300.64, 354.9929, 4113.631, 1473.067, 861.8675, 1434.812, 541.801, 0, 0, 0, 928.8688, 2175.077, 2801.98, 7.629395e-06, 3.051758e-05, 377.2661, 1605.22
4.3, 78.90369, 263.5365, 546.1112, 38.78644, 476.7216, 335.1152, 616.1508, 1984.978, 0, 564.1598, -9.536743e-06, 394.774, 1035.697, 796.3701, 718.0991, 355.3073, 271.069, 1274.632, 173.4999, 801.9033, 121.3772, -3.814697e-06, 355.6423, 0, 6093.939, 2213.123, 356.2391, 4046.979, 1401.129, 821.7484, 1492.765, 596.5543, 0, 0, 0, 888.9359, 2320.413, 3040.657, 3.814697e-06, 3.051758e-05, 359.9871, 1788.504
4.4, 75.38034, 252.1006, 566.8132, 36.9869, 455.3062, 320.6605, 735.6418, 2014.272, 0, 536.1366, -9.536743e-06, 435.1151, 988.9193, 866.3292, 750.0726, 340.6168, 258.4588, 1301.345, 165.0256, 768.0892, 116.2248, -3.814697e-06, 340.2251, 0, 5844.195, 2109.562, 341.1608, 3875.743, 1332.704, 817.9252, 1564.897, 567.1368, 0, 0, 0, 850.7198, 2585.883, 3036.402, 3.814697e-06, 3.051758e-05, 343.4995, 1757.146
4.5, 72.01432, 241.161, 540.3208, 35.27085, 687.0355, 306.8292, 700.4222, 2117.382, 0, 509.5055, -9.536743e-06, 414.5562, 1032.909, 826.3531, 932.8695, 326.5337, 246.4352, 1267.577, 156.9652, 735.7009, 111.2912, -7.629395e-06, 325.4762, 0, 6028.044, 2314.662, 388.0823, 3728.869, 1435.019, 891.1754, 1508.368, 623.0511, 0, 0, 0, 814.1466, 2480.461, 3129.845, 3.814697e-06, 2.288818e-05, 327.7669, 1825.619
4.6, 68.79861, 230.6961, 541.3406, 33.63443, 656.1724, 293.5945, 738.4456, 2014.582, 124.6938, 484.1971, -7.629395e-06, 394.9688, 993.4595, 819.237, 931.6255, 350.676, 294.4935, 1222.852, 149.2985, 704.6784, 106.567, -3.814697e-06, 362.1911, 0, 6174.938, 2206.35, 495.0548, 3901.835, 1493.086, 849.692, 1537.926, 592.327, 0, 0, 0, 779.1458, 2696.651, 3036.764, 3.814697e-06, 2.288818e-05, 504.5114, 1873.352
4.7, 65.72649, 245.6061, 516.0388, 32.07392, 626.6957, 280.9307, 703.0919, 1983.133, 129.8659, 460.1458, -7.629395e-06, 376.3068, 1001.978, 851.5671, 1013.264, 336.1769, 441.2724, 1272.216, 142.0063, 674.964, 102.0433, 192.5734, 346.4901, 0, 6226.608, 2232.503, 521.1118, 4083.025, 1564.869, 810.1396, 1468.071, 563.118, 0, 0, 0, 745.6495, 2623.533, 3098.763, 0, 2.288818e-05, 654.8989, 1795.277
4.8, 62.79155, 234.9483, 491.9196, 30.58582, 598.5432, 268.8131, 812.9266, 1955.546, 124.0023, 437.2893, -6.67572e-06, 358.5266, 1038.214, 812.2721, 966.5431, 411.1342, 420.7443, 1253.759, 135.0703, 716.7474, 97.71167, 195.2529, 331.4696, 0, 6280.993, 2201.862, 499.055, 4059.319, 1510.212, 772.4284, 1492.71, 597.4561, 0, 0, 0, 713.5934, 2787.877, 3150.295, 0, 2.288818e-05, 624.9041, 1948.936
4.9, 59.98767, 306.5115, 468.9277, 29.16676, 571.6553, 257.2182, 774.007, 1936.674, 118.4035, 415.5681, -6.67572e-06, 341.5865, 1072.526, 883.657, 994.9963, 465.3664, 426.3954, 1269.52, 128.473, 730.7724, 93.56389, 186.1819, 317.1003, 0, 6279.664, 2168.954, 477.9318, 4119.696, 1496.638, 808.944, 1424.909, 567.9941, 0, 0, 0, 682.9154, 2674.221, 3023.032, 0, 1.525879e-05, 596.2831, 1886.324
5, 57.30899, 337.3926, 593.6216, 27.81353, 545.9753, 279.7538, 779.8162, 1928.47, 113.0574, 394.9258, -6.67572e-06, 395.0334, 1049.736, 1011.244, 963.9291, 446.1254, 406.5593, 1275.124, 122.198, 732.3082, 89.59219, 219.1765, 303.3539, 0, 6339.84, 2067.46, 457.7027, 3945.383, 1423.549, 771.2885, 1610.392, 595.951, 0, 0, 0, 812.3141, 2709.224, 3055.643, 0, 1.907349e-05, 568.9729, 1846.731
5.1, 54.74993, 322.7518, 655.6461, 26.52309, 521.449, 267.687, 751.9766, 1874.793, 107.9527, 375.3089, -5.722046e-06, 376.3683, 1131.144, 1177.022, 1084.814, 427.6799, 416.8775, 1214.911, 238.7409, 701.4287, 85.78908, 283.6021, 290.2034, 0, 6406.351, 2129.762, 438.3299, 4072.642, 1478.132, 813.6984, 1537.246, 566.5633, 0, 0, 0, 777.392, 2795.061, 3129.23, -3.814697e-06, 1.907349e-05, 542.9136, 1931.212
5.2, 52.30514, 308.7463, 625.0018, 25.29252, 560.4843, 256.1406, 838.0175, 1950.193, 103.0785, 356.6664, -4.768372e-06, 358.5852, 1080.056, 1146.113, 1034.793, 409.9971, 440.5779, 1157.541, 253.485, 766.2459, 82.1474, 270.4267, 277.623, 0, 6377.458, 2071.543, 419.777, 4166.327, 1405.947, 797.1225, 1610.226, 538.6248, 0, 0, 0, 743.9713, 2879.883, 3126.755, -3.814697e-06, 1.907349e-05, 518.0478, 2055.785
5.3, 49.96952, 295.3486, 595.7897, 24.11905, 544.4146, 291.0663, 994.7057, 1855.51, 98.42439, 338.9499, -4.768372e-06, 341.6424, 1031.275, 1093.226, 1046.891, 393.0453, 420.0821, 1102.88, 272.5299, 802.4403, 78.66032, 257.8635, 265.588, 0, 6409.761, 2031.185, 402.0094, 4219.314, 1337.287, 760.0172, 1537.087, 606.8733, 0, 0, 0, 805.0875, 2944.311, 3119.708, -1.907349e-06, 1.525879e-05, 494.3209, 1970.107
5.4, 47.73819, 377.3444, 805.9641, 23.00002, 611.1429, 342.5539, 1130.17, 1822.794, 244.448, 572.8173, -4.768372e-06, 325.5, 1072.667, 1188.084, 1063.506, 376.7945, 400.5398, 1050.801, 259.2187, 768.6036, 75.32126, 245.8838, 254.0747, 0, 6478.644, 2029.921, 384.9938, 4310.399, 1271.98, 804.5925, 1515.771, 576.947, 0, 0, 0, 796.2856, 2943.886, 2986.721, -1.907349e-06, 1.525879e-05, 471.6807, 1968.795
5.5, 45.6065, 360.97, 809.2442, 21.93291, 678.9507, 327.7783, 1216.991, 1734.295, 258.6444, 551.4798, 243.8133, 310.1204, 1024.22, 1133.261, 1048.87, 361.2156, 381.9066, 1099.966, 246.5576, 800.3385, 72.12394, 346.7771, 243.0605, 0, 6530.085, 1964.867, 368.6984, 4242.454, 1209.862, 767.1395, 1550.401, 576.1641, 0, 0, 0, 861.2099, 2978.231, 2988.395, -1.907349e-06, 1.907349e-05, 495.7034, 1932.37
