 , C000, C003, C005, C009, C010, C012, C014, C015, C023, C024, C027, C030, C033, C035, C037, C041, C043, C044, C047, C049, C050, C055, C057, C058, C059, C063, C068, C069, C074, C075, C082
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
58.3, 170.9288, 1550.825, 37.85617, 331.2711, 233.5624, 209.6064, 1490.547, 291.5051, 0.08639417, 0.2584105, 968.6528, 0.03615497, 316.4118, 832.1091, 1767.011, 980.6828, 0.07755233, 427.8858, 2475.767, 301.2484, 807.7979, 1.086568, 444.102, 893.6262, 191.3595, 343.6844, 3123.747, 0.108563, 21.80442, 644.3693, 1710.442
58.4, 163.1978, 1485.568, 71.51964, 315.7244, 222.8398, 199.1419, 1425.716, 275.8967, 0.08081522, 0.2449226, 928.0742, 0.03435317, 302.0376, 824.4045, 1812.883, 932.8439, 0.07370646, 407.5116, 2374.532, 288.4616, 832.5618, 1.0288, 421.6048, 947.6854, 181.2734, 325.2593, 3062.221, 0.1031246, 104.3052, 612.9023, 1629.143
58.5, 155.8164, 1423.057, 81.62756, 300.9073, 212.6095, 189.1998, 1363.705, 261.124, 0.07559653, 0.2321387, 927.686, 0.03264116, 303.4415, 785.3814, 1720.274, 887.3386, 3.294084, 388.1076, 2384.849, 276.2177, 797.8562, 0.9741035, 538.7433, 904.1781, 171.7189, 307.8221, 3112.361, 0.09795863, 97.66818, 582.972, 1551.708
58.6, 148.769, 1442.198, 77.20611, 286.7856, 202.8489, 179.754, 1367.327, 247.1423, 0.07071485, 0.2200221, 890.7077, 0.03101448, 289.6566, 783.2477, 1632.396, 896.6769, 3.130728, 369.6275, 2425.656, 264.4934, 764.5973, 0.9223149, 511.4518, 862.6682, 162.668, 291.3197, 2982.107, 0.09305144, 147.6435, 679.6997, 1550.286
58.7, 142.0402, 1465.846, 73.02415, 379.6435, 194.4841, 170.7798, 1398.142, 233.9093, 0.06614839, 0.208538, 853.3943, 0.02946886, 276.4978, 746.1728, 1565.281, 965.3694, 2.975473, 373.5101, 2357.298, 253.2668, 735.0436, 0.8732796, 593.901, 958.405, 222.8629, 275.702, 3008.831, 0.08839007, 269.9519, 646.5074, 1607.679
58.8, 135.6158, 1404.165, 69.06873, 443.1742, 185.5556, 162.2537, 1364.554, 221.3848, 0.06187682, 0.1976532, 817.6441, 0.02800026, 263.9369, 710.8528, 1485.32, 930.5932, 105.3368, 355.725, 2381.979, 242.5166, 918.3193, 0.8268514, 563.8154, 944.3884, 211.1164, 405.1505, 2994.986, 0.08396222, 252.7747, 614.9361, 1666.834
58.9, 193.421, 1367.025, 232.5918, 517.4089, 177.037, 154.1532, 1438.88, 209.5309, 35.59857, 207.7506, 783.3915, 0.02660486, 251.9466, 677.2047, 1576.851, 931.0557, 100.113, 429.9165, 2506.081, 403.1002, 880.0389, 0.7828915, 601.0995, 1108.352, 199.9889, 392.6622, 3057.823, 0.07975617, 274.0329, 584.9065, 1587.608
59, 282.2047, 1453.431, 277.4118, 554.2222, 168.9094, 146.4572, 1482.694, 198.3117, 33.29977, 230.2975, 1054.319, 0.02527899, 240.5009, 783.7683, 1521.682, 885.6376, 199.0264, 409.4456, 2403.606, 522.2706, 876.9758, 0.7412687, 570.6492, 1158.163, 496.0676, 412.1868, 3096.924, 0.07576082, 256.5961, 556.3433, 1654.591
59.1, 284.7531, 1444.129, 277.9636, 583.2394, 161.155, 139.1453, 1418.205, 187.6933, 31.14942, 322.911, 1010.152, 138.4901, 229.5753, 800.1239, 1443.949, 884.8652, 205.2055, 403.8792, 2398.424, 834.3717, 840.4188, 0.7018588, 579.6609, 1520.847, 490.3035, 390.0893, 2967.316, 0.07196561, 360.7904, 529.175, 1575.946
59.2, 326.2273, 1451.104, 336.9858, 555.8677, 153.7565, 132.1985, 1810.432, 177.6434, 200.1705, 306.0565, 967.8345, 131.5884, 219.146, 836.5457, 1370.186, 1031.916, 195.0292, 384.6481, 2531.917, 798.9562, 805.3856, 0.6645442, 590.503, 1453.741, 565.718, 369.1765, 2932.326, 0.06836053, 455.9917, 503.3334, 1528.643
