 , C000, C001, C002, C003, C004, C009, C010, C011, C012, C013, C014, C015, C017, C021, C022, C025, C032, C035, C039, C040, C041, C044, C045, C049, C056, C057, C058, C059, C060, C068, C075
3.3, 75.63905, 12.00757, 360.2339, 230.2619, 836.4551, 1062.773, 911.5236, -1.525879e-05, 1557.42, 236.9546, 1984.036, 1149.051, 437.6904, 1218.823, 350.3308, 1079.813, 268.9694, 443.1135, 705.3364, 600.6855, 561.7806, 501.0406, 54.55518, 631.0539, 321.6614, 1114.415, 242.8105, 254.3872, 1498.213, 209.8669, 1990.263
3.4, 72.46289, 11.38776, 445.6584, 255.4143, 790.7066, 1012.854, 869.8317, 255.0652, 1488.008, 226.4366, 1892.601, 1099.386, 420.09, 1267.699, 356.9165, 1234.525, 257.7552, 423.6917, 956.5878, 573.6768, 537.8802, 525.5289, 143.3831, 600.0911, 304.9766, 1068.872, 232.5397, 424.3229, 1513.624, 200.0345, 2086.112
3.5, 69.42012, 10.79995, 438.5576, 276.2747, 931.7562, 1036.473, 830.0469, 298.1136, 1593.421, 216.3854, 1929.459, 1088.153, 401.4868, 1231.513, 445.6221, 1178.499, 247.0086, 405.1211, 915.3253, 673.6958, 514.9966, 503.5151, 411.4684, 582.659, 289.1573, 1025.19, 222.7034, 401.1675, 1515.034, 190.6628, 2156.756
3.6, 66.5051, 10.24247, 419.0564, 533.813, 914.5625, 1004.87, 798.6471, 343.5603, 1522.404, 206.7805, 1958.859, 1161.171, 435.7849, 1339.051, 524.3904, 1125.016, 280.3432, 471.6089, 893.2585, 662.33, 493.0866, 482.4236, 389.3665, 647.2539, 274.1586, 1125.176, 213.2832, 379.2757, 1460.181, 181.7301, 2114.142
3.7, 63.7125, 9.713773, 400.4224, 564.6622, 933.0483, 957.6713, 990.0678, 323.5954, 1671.803, 368.0834, 1868.585, 1110.983, 502.2475, 1279.522, 591.6262, 1073.959, 300.6375, 450.9382, 958.1208, 759.21, 472.1088, 462.2154, 368.4519, 731.7044, 259.9378, 1079.193, 204.2614, 358.5786, 1661.937, 328.4183, 2165.473
3.8, 61.03715, 9.212364, 578.2054, 530.3604, 886.0319, 951.2088, 944.7836, 323.6084, 1743.081, 384.1741, 1887.461, 1062.964, 480.006, 1222.639, 583.468, 1041.122, 288.103, 471.3966, 1084.063, 756.8168, 506.4556, 467.8658, 409.2827, 722.0788, 246.4547, 1035.09, 195.6213, 339.0108, 1603.307, 416.8253, 2110.108
3.9, 58.47415, 8.736837, 552.4946, 509.7067, 943.2831, 1169.135, 901.5704, 412.8504, 1850.776, 367.1213, 1904.641, 1017.02, 458.7495, 1351.889, 553.0206, 1004.927, 301.5107, 450.7352, 1246.438, 796.9464, 484.909, 509.0204, 387.2982, 686.6498, 233.671, 992.7889, 187.3466, 423.8641, 1719.822, 601.6905, 2159.955
4, 56.01876, 8.285857, 527.9269, 478.7433, 1030.331, 1114.22, 903.8031, 454.9445, 1851.628, 350.8254, 2035.981, 973.0627, 438.4342, 1575.582, 615.803, 983.4478, 288.9398, 685.1986, 1298.453, 859.7145, 464.2791, 487.6982, 682.0202, 652.9592, 221.5504, 952.2166, 179.4219, 400.7337, 1724.534, 573.5009, 2154.546
4.1, 80.78699, 7.858156, 823.8484, 643.2729, 1047.387, 1214.372, 862.4644, 567.1388, 1769.103, 335.2529, 1942.152, 1131.621, 530.7282, 1513.041, 808.4937, 938.8163, 276.893, 745.2719, 1350.546, 821.0591, 563.0042, 478.6512, 645.3857, 858.0889, 210.0584, 967.9677, 171.8325, 378.8656, 1727.88, 715.3311, 2183.326
4.2, 78.1577, 57.57529, 787.2147, 704.0762, 1023.01, 1238.697, 989.418, 963.7737, 2176.866, 320.3716, 2100.738, 1082.71, 521.3337, 1587.932, 767.7385, 896.2104, 265.3485, 907.0837, 1292.29, 888.6249, 741.8755, 458.6011, 916.0823, 835.2337, 199.1626, 928.4097, 164.5641, 563.6451, 2125.708, 681.8173, 2416.952
4.3, 152.7104, 54.60336, 951.2192, 665.1767, 1340.938, 1222.286, 944.1635, 948.4663, 2431.024, 306.1508, 2021.8, 1397.184, 498.247, 1888.263, 773.6118, 884.3146, 302.0771, 1267.719, 1236.547, 848.6696, 857.056, 439.3909, 904.2754, 997.5438, 188.8319, 1055.505, 157.6031, 547.6458, 2320.951, 775.5226, 2460.963
4.4, 146.2979, 56.4483, 908.9217, 637.4094, 1267.598, 1378.295, 900.9787, 937.3423, 2525.899, 292.5613, 2315.7, 1336.795, 476.1826, 1804.318, 797.3779, 904.3782, 369.2616, 1255.115, 1264.862, 810.5109, 820.5934, 482.1531, 864.097, 1020.755, 179.0371, 1012.37, 150.9366, 576.7546, 2265.297, 739.1889, 2660.303
4.5, 140.1548, 53.53453, 976.6619, 723.2552, 1448.569, 1362.325, 859.7692, 1038.254, 2413.323, 279.575, 2208.98, 1279.016, 588.5267, 1816.977, 755.7679, 932.7271, 353.866, 1234.105, 1436.009, 896.2065, 785.6821, 461.9564, 1210.058, 1091.803, 169.7504, 1013.722, 144.552, 621.1824, 2243.321, 857.3444, 2670.722
4.6, 134.2695, 50.77118, 933.233, 709.1821, 1382.088, 1348.326, 820.4446, 977.9194, 2619.371, 267.1652, 2471.21, 1311.885, 605.2318, 1810.581, 716.3293, 962.2679, 339.1122, 1201.65, 1374.066, 855.9104, 752.2561, 442.6056, 1145.06, 1043.483, 160.9453, 1001.834, 150.626, 622.5156, 2148.939, 870.3917, 2678.95
4.7, 128.6314, 48.15046, 975.1747, 666.1011, 1306.497, 1284.995, 782.9187, 921.0909, 2611.343, 255.3062, 2589.853, 1389.102, 578.4297, 1771.528, 797.6714, 1105.027, 324.9736, 1211.275, 1314.796, 817.426, 720.2522, 424.0655, 1083.554, 1031.394, 152.597, 994.0869, 144.2546, 684.9713, 2275.345, 829.6133, 2564.952
4.8, 123.2301, 139.0646, 1038.349, 625.6371, 1413.955, 1224.639, 1067.683, 867.5649, 2756.93, 243.9735, 2470.499, 1329.062, 594.1257, 1984.931, 812.6731, 1054.878, 311.4244, 1197.424, 1308.556, 888.8375, 689.6098, 406.3019, 1025.351, 980.7885, 144.6817, 990.7942, 138.1527, 743.2755, 2356.611, 790.7454, 2484.059
4.9, 118.0555, 150.9185, 992.1773, 587.6312, 1336.621, 1167.117, 1089.128, 817.1494, 2754.25, 233.144, 2417.907, 1271.617, 567.8154, 1951.48, 770.265, 1056.159, 298.4402, 1144.941, 1377.605, 933.8227, 660.2711, 389.2824, 970.2748, 932.6658, 137.177, 1230.864, 132.3089, 721.1661, 2257.463, 753.6984, 2520.804
5, 113.0983, 143.1283, 956.7078, 649.723, 1263.517, 1232.036, 1039.313, 769.6636, 2631.496, 222.7951, 2336.706, 1216.656, 542.6703, 1864.724, 730.0699, 1008.228, 285.9973, 1094.758, 1318.182, 891.8352, 632.1805, 372.9759, 918.1569, 996.4499, 130.0616, 1180.562, 126.7123, 754.2995, 2270.176, 718.3871, 2418.01
5.1, 108.3492, 135.7403, 914.1661, 610.2539, 1264.064, 1199.855, 1101.205, 724.9373, 2602.528, 212.9056, 2229.018, 1164.069, 518.6388, 1781.826, 692.3753, 1013.324, 274.0732, 1046.774, 1261.322, 913.6227, 605.285, 357.3524, 868.8384, 983.0444, 241.1984, 1132.316, 121.3525, 713.1372, 2174.665, 724.4277, 2356.579
5.2, 103.7995, 128.7336, 873.5162, 573.1825, 1194.928, 1143.498, 1050.837, 682.81, 2643.769, 203.4551, 2152.929, 1113.756, 495.6714, 1919.109, 673.2984, 967.3364, 280.2104, 1000.894, 1295.278, 872.5434, 662.1526, 342.3834, 822.1691, 934.8111, 335.457, 1086.042, 190.4475, 674.2211, 2202.148, 692.2805, 2464.572
5.3, 99.44089, 122.0886, 834.6739, 538.3631, 1129.574, 1183.36, 1014.439, 643.1308, 2678.274, 194.4241, 2249.396, 1065.617, 473.7212, 1833.792, 638.1633, 927.7073, 301.2169, 957.0244, 1471.283, 833.3112, 633.982, 328.0414, 778.0065, 888.9443, 381.302, 1101.725, 182.3917, 637.4287, 2109.499, 790.9666, 2359.696
5.4, 95.26527, 115.7866, 797.5587, 505.6589, 1067.794, 1168.221, 983.6249, 605.7574, 2558.907, 185.7939, 2145.732, 1019.559, 454.2731, 1903.731, 616.7819, 954.2273, 288.6582, 915.0778, 1487.964, 795.843, 655.2446, 314.3001, 845.6252, 845.3281, 361.5237, 1132.108, 174.6766, 602.644, 2020.747, 753.9093, 2325.301
5.5, 91.265, 109.8099, 762.0939, 474.9414, 1009.392, 1113.35, 997.4711, 570.556, 2761.566, 177.5468, 2046.845, 1058.578, 434.1561, 1819.099, 584.5961, 948.777, 276.6232, 962.7031, 1779.61, 778.0493, 627.368, 316.7648, 800.2028, 803.8519, 342.7712, 1085.842, 178.0676, 569.7576, 2091.549, 869.699, 2226.352
5.6, 87.43271, 104.1417, 795.7471, 446.0899, 954.1853, 1061.055, 991.8845, 537.4001, 2709.567, 169.6658, 1956.319, 1060.34, 414.93, 1836.545, 610.9245, 920.7061, 331.52, 920.5075, 1855.947, 796.2081, 738.3334, 303.496, 945.7114, 764.4107, 389.1203, 1041.467, 170.5355, 538.6658, 2003.553, 828.9531, 2131.613
5.7, 83.76133, 98.76609, 760.3629, 418.991, 901.9977, 1011.217, 948.4924, 506.1709, 2750.74, 209.0734, 1866.162, 1014.51, 396.5552, 1754.899, 579.0444, 1121.376, 317.6979, 901.2607, 1875.797, 924.321, 706.9218, 290.7829, 894.9129, 726.9047, 368.9364, 998.905, 224.2678, 624.0756, 1919.259, 790.1161, 2213.505
5.8, 80.24411, 93.66795, 726.5521, 393.5384, 915.0439, 1012.553, 905.1097, 476.7565, 2750.148, 249.2843, 1926.84, 1143.075, 378.9942, 1676.883, 562.938, 1074.662, 340.1885, 883.5778, 1794.884, 888.2376, 676.8465, 293.1697, 846.843, 691.239, 349.7995, 1143.773, 214.7814, 590.0196, 1970.85, 753.0986, 2119.313
5.9, 76.8746, 88.83298, 714.1118, 384.8615, 908.4943, 964.9932, 925.6277, 449.0515, 2674.667, 287.7625, 1849.652, 1219.243, 362.2109, 1602.335, 592.5457, 1025.891, 326.005, 844.8503, 1772.068, 861.4576, 648.0508, 280.8892, 801.3551, 780.3856, 331.6552, 1097.031, 205.6962, 557.8221, 2014.018, 760.8182, 2035.677
6, 73.64656, 84.24757, 693.99, 426.7025, 935.2501, 945.9003, 883.2908, 671.2025, 2635.412, 346.4387, 1882.281, 1166.544, 424.6328, 1698.644, 561.6246, 979.3333, 312.4129, 807.8203, 1782.772, 833.3457, 844.6152, 269.1231, 758.3106, 742.0958, 314.4521, 1052.198, 196.9954, 527.3816, 1973.556, 946.2759, 2097.492
6.1, 70.55408, 79.89886, 663.1306, 400.7814, 884.0981, 901.4712, 853.4071, 774.6243, 2537.685, 331.0609, 1988.139, 1116.124, 405.8283, 1623.129, 532.3172, 1103.54, 299.3874, 785.6092, 1757.032, 955.4618, 808.6819, 257.8499, 717.5782, 776.231, 298.1413, 1009.198, 188.6626, 498.6023, 1945.236, 975.9222, 2106.427
6.2, 67.59145, 75.77461, 643.8234, 376.4349, 835.7438, 928.4667, 814.3734, 760.7563, 2442.286, 436.134, 1896.515, 1111.771, 387.8567, 1550.97, 582.3457, 1053.458, 324.4442, 751.1757, 1863.568, 912.5013, 774.2773, 434.3464, 679.0338, 738.1451, 282.6765, 996.0305, 180.6823, 471.3934, 1863.395, 930.1996, 2016.792
6.3, 64.75323, 71.86326, 615.1948, 353.5674, 1066.807, 916.0032, 854.5682, 716.5475, 2384.46, 494.1906, 1933.086, 1063.718, 370.6808, 1620.456, 643.5945, 1174.201, 310.9172, 718.2515, 2066.911, 871.4724, 741.3365, 416.1522, 642.5598, 722.991, 268.0139, 1088.088, 173.0395, 517.1469, 1926.75, 1133.276, 2094.632
6.4, 62.03418, 68.1538, 587.8391, 332.0891, 1129.337, 872.9783, 815.4814, 674.9078, 2507.884, 592.9095, 2000.578, 1287.923, 354.2657, 1548.417, 759.4982, 1120.913, 297.954, 686.7703, 1977.755, 832.2883, 709.7972, 455.6919, 608.0449, 687.5173, 254.1119, 1192.492, 165.72, 632.2598, 1845.694, 1269.299, 2183.729
6.5, 59.42931, 64.63582, 561.6998, 311.9155, 1478.837, 840.0027, 850.1329, 757.2037, 2488.56, 566.5913, 2016.14, 1232.257, 524.0349, 1479.58, 719.8649, 1104.405, 285.5314, 883.1453, 2049.79, 794.8661, 679.5996, 518.691, 575.384, 675.209, 240.931, 1352.847, 158.7102, 597.7573, 2027.52, 1449.056, 2160.647
6.6, 56.93382, 61.29943, 536.7229, 292.9674, 1829.749, 814.0458, 1032.999, 881.423, 2476.526, 551.8698, 2119.718, 1392.052, 554.8514, 1541.218, 682.2999, 1054.284, 273.6267, 844.4368, 1961.372, 867.694, 650.6868, 496.9637, 769.8336, 930.9938, 228.4338, 1297.56, 151.9968, 617.3997, 2051.237, 1499.12, 2118.241
6.7, 54.54312, 58.13526, 512.8566, 275.1704, 1753.756, 855.4719, 985.7509, 1080.986, 2545.618, 594.8165, 2213.6, 1388.08, 570.6205, 1472.701, 646.6951, 1006.438, 262.2184, 854.9705, 1876.768, 1106.162, 623.004, 505.5516, 813.1387, 1040.672, 216.5848, 1382.943, 145.5674, 583.7081, 2051.718, 1639.459, 2165.355
6.8, 52.2528, 129.3767, 490.0516, 388.2949, 1657.837, 906.0186, 940.6641, 1018.168, 2432.163, 889.0836, 2159.213, 1328.084, 545.3512, 1407.23, 669.7097, 960.7634, 260.7448, 937.8483, 1980.421, 1166.963, 596.4989, 567.9897, 931.2839, 989.6108, 205.3504, 1326.426, 174.8306, 630.3997, 2060.804, 1787.708, 2320.668
6.9, 50.05866, 122.6985, 468.2606, 364.7069, 1688.992, 863.4626, 1003.77, 959.0011, 2415.515, 874.5044, 2370.045, 1308.503, 521.2009, 1344.67, 634.762, 940.7927, 320.0233, 923.3243, 1894.995, 1182.391, 571.1215, 544.1974, 1121.942, 1170.323, 194.6988, 1272.219, 167.4354, 662.3538, 2025.16, 1755.178, 2283.451
7, 47.95665, 134.8229, 447.4386, 342.5519, 1842.166, 822.9056, 957.8593, 962.1246, 2453.415, 1124.002, 2361.208, 1251.947, 669.0041, 1284.891, 601.6379, 1133.795, 310.7583, 882.8547, 1839.2, 1129.227, 546.8237, 521.4016, 1271.344, 1150.182, 184.5997, 1309.621, 160.3529, 626.2089, 2104.767, 1731.783, 2248.454
7.1, 45.94291, 127.8636, 427.5425, 321.7427, 1741.412, 784.2535, 914.0482, 906.214, 2384.234, 1074.11, 2371.186, 1197.836, 657.4504, 1227.769, 898.413, 1082.34, 297.8018, 844.1589, 1871.964, 1312.423, 523.5598, 609.0944, 1234.371, 1093.748, 175.0244, 1256.101, 153.5701, 592.0366, 2183.888, 1650.648, 2152.775
