 , C000, C001, C002, C003, C004, C009, C010, C011, C012, C013, C014, C015, C017, C021, C022, C025, C032, C035, C039, C040, C041, C044, C045, C049, C056, C057, C058, C059, C060, C068, C075
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 44.70776, 0, 200.8768, 0, 34.37643, 0, 37.34991, 0, 0, 0, 119.4384, 141.1208, 0, 32.33447, 0, 0, 0, 0, 0, 78.97223, 13.60352, 0, 0, 171.5006, 37.91946, 228.7251, 59.65935, 0, 98.18262, 0, 70.99707
0.2, 42.83043, 0, 191.9446, 0, 32.49628, 0, 35.6416, -1.525879e-05, 304.6731, 6.103516e-05, 204.4586, 301.4766, 0, 30.89673, 0, 175.6888, 6.103516e-05, 0, 0, 131.4001, 13.02478, 0, 30.05125, 184.1941, 35.95256, 219.3777, 57.13578, 0, 157.5363, 0, 67.97607
0.3, 41.03195, 58.87894, 205.4916, -1.525879e-05, 95.90869, 0, 79.47662, 0, 291.0942, 43.57721, 195.036, 288.4462, 0, 216.3179, 72.2428, 167.7157, 9.963562, 6.103516e-05, 156.7001, 125.492, 52.03284, 0, 28.43706, 175.1566, 60.40729, 210.4124, 54.71898, 0, 150.9084, -3.051758e-05, 137.0964
0.4, 39.30898, 55.83971, 274.1633, 123.1618, 103.9696, 4.768372e-07, 75.84149, 0, 442.1392, 41.64282, 210.4695, 275.9789, 0, 234.3533, 68.4729, 208.4045, 9.548157, 6.103516e-05, 224.2421, 282.6649, 49.81909, 7.629395e-06, 51.33493, 166.5625, 57.27393, 201.8135, 52.4044, 3.051758e-05, 268.861, 0, 181.8848
0.5, 37.65837, 52.95736, 265.2396, 270.7949, 184.8601, 4.768372e-07, 155.0289, 1.525879e-05, 422.4333, 39.7944, 200.77, 400.1978, 6.103516e-05, 324.2153, 64.89978, 198.9465, 9.150085, 30.13293, 214.5694, 269.9553, 47.69965, 20.49506, 48.57749, 181.6997, 54.3031, 195.5046, 50.18772, 3.051758e-05, 257.5493, -3.051758e-05, 401.5496
0.6, 36.07706, 50.2238, 272.5347, 254.3447, 174.7495, 4.768372e-07, 180.3842, 1.525879e-05, 568.1255, 38.02802, 210.5569, 382.9005, 5.543396, 355.2042, 61.51306, 189.9178, 8.768616, 28.81219, 270.819, 257.8173, 45.67029, 19.63654, 45.96817, 333.4551, 51.48636, 403.9059, 48.06481, 3.051758e-05, 330.3912, 0, 384.4624
0.7, 34.56215, 47.63133, 260.416, 238.8939, 165.1919, 4.768372e-07, 172.1337, 0, 677.5403, 168.1749, 200.8534, 462.8765, 116.3062, 339.413, 58.30304, 328.1456, 81.34454, 205.8351, 259.1372, 342.6941, 43.72736, 18.814, 229.2243, 317.0941, 48.81573, 517.1924, 46.03169, 6.103516e-05, 443.835, -3.051758e-05, 487.041
0.8, 33.11086, 45.17268, 321.2736, 224.3817, 156.157, 4.768372e-07, 220.1475, 0, 673.179, 210.5122, 411.49, 557.1269, 111.1556, 431.2057, 138.7968, 313.2535, 152.1086, 221.0391, 247.9592, 327.2856, 72.42706, 115.8281, 216.9117, 338.7554, 46.28365, 496.0563, 44.08458, 6.103516e-05, 455.1, 0, 466.3157
0.9, 31.72049, 42.84095, 306.9877, 210.7511, 147.6162, 4.768372e-07, 231.4313, 0, 815.9896, 259.4268, 514.242, 533.0468, 106.2332, 505.4895, 131.5539, 371.701, 145.7668, 289.9741, 237.2635, 312.5698, 349.4515, 129.2239, 205.2603, 325.7068, 43.88288, 611.9626, 42.21982, 4.577637e-05, 435.9529, -3.051758e-05, 526.8346
1, 30.38851, 40.62957, 293.337, 197.9485, 204.7647, 54.72707, 266.6771, 1.525879e-05, 855.1764, 247.9113, 490.543, 554.3179, 124.9265, 638.0177, 237.2141, 468.8564, 139.6893, 277.2644, 227.0291, 298.5157, 346.9905, 134.0461, 194.2348, 309.726, 41.60665, 693.0677, 40.43394, 6.103516e-05, 417.6115, -6.103516e-05, 563.6061
1.1, 29.11246, 38.53234, 390.5807, 248.0419, 193.5654, 52.15652, 254.4796, 0, 922.8081, 236.907, 697.7106, 720.8332, 119.3942, 609.6537, 333.8181, 451.5952, 133.8652, 323.4789, 300.9922, 285.0935, 332.2282, 195.2375, 183.8016, 335.1491, 39.44849, 682.4703, 38.72362, 4.577637e-05, 543.1548, -3.051758e-05, 690.7594
1.2, 27.89001, 36.54337, 373.2129, 232.974, 230.7645, 49.70671, 242.8401, -1.525879e-05, 962.6798, 226.3911, 665.5564, 723.2584, 114.107, 823.2678, 316.3982, 476.0035, 216.109, 317.8785, 373.049, 272.2749, 457.6462, 187.0592, 173.9287, 318.705, 37.40228, 654.5797, 37.08562, 4.577637e-05, 622.6339, -3.051758e-05, 661.3655
1.3, 26.71889, 34.65706, 356.6174, 230.5249, 218.1432, 47.37198, 342.0436, 0, 1048.422, 316.2992, 849.0538, 691.9977, 109.0538, 855.9866, 299.8875, 722.7172, 222.2025, 303.9458, 372.4836, 284.1941, 438.1761, 179.2235, 164.5862, 303.0676, 69.71671, 627.829, 35.51692, 4.577637e-05, 596.4383, -3.051758e-05, 721.0908
1.4, 90.77174, 32.86813, 340.7598, 216.5211, 206.2122, 45.1469, 399.7503, -7.629395e-06, 1100.557, 369.488, 907.2351, 662.0882, 104.2245, 1041.226, 284.2383, 689.9183, 212.9382, 290.6237, 363.5692, 271.4158, 419.5344, 286.5433, 155.7455, 288.1976, 87.2922, 778.5605, 34.01457, 219.2893, 580.0925, -3.051758e-05, 954.4916
1.5, 86.96014, 31.17153, 478.4188, 203.368, 194.9338, 43.02634, 381.4662, -7.629395e-06, 1138.956, 353.087, 1004.617, 688.1985, 99.60904, 994.9365, 269.4058, 741.8986, 204.0601, 372.1933, 476.5668, 274.5912, 401.6857, 274.5404, 147.3797, 274.0571, 82.76431, 746.743, 32.57578, 207.3226, 640.1785, -3.051758e-05, 913.8749
1.6, 96.83231, 29.56251, 525.0699, 191.0139, 378.869, 41.00539, 383.9326, -7.629395e-06, 1188.6, 337.4141, 958.3187, 872.726, 95.19794, 950.7053, 255.3472, 708.2292, 195.5522, 355.8799, 464.213, 262.2447, 475.9385, 305.5126, 139.4633, 288.2423, 78.47128, 716.2258, 31.19784, 196.0089, 666.9494, -3.051758e-05, 874.9866
1.7, 92.76623, 28.03654, 501.7218, 179.4102, 358.1474, 39.07935, 421.8593, -7.629395e-06, 1269.009, 322.4369, 915.6047, 835.005, 90.98221, 1000.697, 242.0223, 676.088, 187.399, 340.2816, 444.1891, 250.4534, 474.3445, 372.7849, 131.9721, 274.0996, 74.40093, 751.2103, 29.87819, 185.3127, 725.1814, -3.051758e-05, 884.646
1.8, 88.8709, 26.58934, 479.4119, 168.5115, 621.0404, 37.24379, 430.9815, -7.629395e-06, 1215.095, 350.4777, 1087.241, 798.9146, 86.95316, 1003.927, 266.7435, 746.1227, 179.5858, 439.0498, 460.3277, 390.9417, 562.8689, 357.1694, 124.8832, 260.6509, 185.5807, 790.9963, 28.61436, 354.4338, 694.6714, -3.051758e-05, 928.9266
1.9, 137.9021, 25.21685, 458.094, 158.2749, 629.9223, 35.49443, 492.8425, -7.629395e-06, 1323.263, 372.2184, 1372.802, 764.3839, 242.0381, 1037.081, 252.8239, 911.0756, 172.0983, 465.114, 440.4713, 425.9073, 538.9223, 364.3708, 118.1752, 247.862, 175.9545, 793.8262, 27.40398, 385.3357, 989.0984, -3.051758e-05, 1258.621
2, 132.1115, 23.9152, 530.2063, 148.6601, 745.108, 33.82725, 567.6991, -7.629395e-06, 1466.474, 355.6962, 1543.186, 1024.585, 231.3197, 990.9764, 239.6307, 876.4468, 164.923, 444.728, 421.4716, 416.9394, 607.0638, 442.8716, 111.8274, 235.7006, 166.8277, 761.3849, 26.24481, 422.6583, 1186.597, -1.525879e-05, 1205.062
2.1, 126.564, 22.68074, 506.6298, 196.5614, 803.3597, 32.23838, 541.7333, -1.525879e-05, 1405.857, 339.9075, 1707.559, 980.3007, 255.7047, 967.5167, 357.9339, 836.6713, 194.9747, 425.2355, 555.8121, 498.2238, 581.237, 487.1983, 105.8207, 224.1359, 158.1742, 823.5718, 25.13466, 399.5937, 1338.547, -1.525879e-05, 1302.557
2.2, 121.2495, 21.51, 484.1017, 184.6208, 906.8109, 105.8559, 516.9553, -1.525879e-05, 1368.622, 324.8196, 1628.865, 937.9302, 244.381, 970.4448, 339.2557, 858.4549, 342.8807, 406.5973, 559.6246, 475.8221, 556.5089, 466.7902, 100.1366, 213.1386, 149.9696, 971.3321, 24.07148, 471.5996, 1282.232, -1.525879e-05, 1464.404
2.3, 116.1581, 20.39969, 462.5753, 173.4055, 857.2144, 245.1824, 493.3105, -2.288818e-05, 1341.258, 310.4014, 1897.188, 897.391, 233.5589, 989.065, 321.5522, 1041.814, 333.1386, 388.776, 535.4851, 541.2844, 532.8328, 531.4424, 94.75776, 301.8179, 348.8775, 931.6366, 23.05327, 445.8643, 1335.442, -1.525879e-05, 1504.297
2.4, 111.2805, 19.34669, 510.8124, 162.8716, 810.3304, 306.455, 513.6699, -2.288818e-05, 1321.337, 296.6232, 1809.755, 1151.66, 223.216, 945.0948, 304.7725, 994.5343, 319.249, 371.7359, 677.6435, 516.9465, 510.164, 509.1809, 89.66788, 355.4183, 330.781, 893.5634, 22.07813, 421.5334, 1305.719, 21.07712, 1440.284
2.5, 106.6078, 18.34805, 488.0983, 152.9775, 910.3248, 292.0607, 754.8521, -1.525879e-05, 1308.26, 283.4566, 2142.979, 1101.883, 274.0097, 1205.158, 352.0088, 949.3997, 351.5923, 355.4426, 648.4132, 493.703, 488.4596, 495.703, 84.8514, 337.9796, 315.8275, 857.046, 21.14423, 398.5302, 1477.212, 20.08965, 1617.89
2.6, 102.1312, 17.40095, 466.3942, 143.6845, 875.2862, 278.3426, 720.3262, -1.525879e-05, 1490.677, 270.8744, 2084.474, 1073.7, 261.8755, 1151.581, 333.6398, 906.3134, 346.3809, 339.8634, 734.8441, 471.5046, 467.6786, 474.9386, 80.29364, 397.5467, 363.004, 888.8228, 20.24985, 376.7823, 1415.062, 19.14842, 1666.676
2.7, 97.84264, 16.50275, 445.6552, 165.3255, 827.4139, 284.5384, 687.3795, -1.525879e-05, 1583.731, 258.8508, 1988.41, 1027.293, 250.2786, 1166.821, 429.6076, 1027.408, 347.2763, 446.1879, 703.1465, 485.5172, 447.7818, 484.8265, 75.9807, 378.041, 344.1748, 992.3134, 19.39329, 356.2212, 1424.96, 18.2513, 1595.753
2.8, 93.73414, 15.6509, 425.8384, 155.2824, 782.1598, 638.4667, 752.4349, -1.525879e-05, 1513.146, 247.3608, 1926.286, 1090.834, 239.1953, 1217.004, 407.1892, 1086.6, 332.7973, 464.5884, 744.7296, 463.6869, 428.7314, 464.5177, 71.89942, 359.4923, 326.3222, 951.7604, 18.57297, 336.7821, 1403.933, 17.39622, 1584.045
2.9, 89.79816, 14.84303, 432.1169, 145.8494, 996.8959, 771.532, 878.506, -1.525879e-05, 1445.707, 236.3809, 2050.675, 1043.686, 228.6028, 1204.901, 385.9407, 1037.287, 318.922, 451.5096, 712.6055, 442.8381, 523.0595, 594.5782, 68.03737, 481.2428, 309.3957, 948.656, 17.78734, 318.4038, 1344.866, 16.5812, 1653.164
3, 86.02745, 14.07686, 412.9021, 136.9894, 942.3723, 922.7481, 860.4757, -1.144409e-05, 1504.321, 225.8883, 2114.915, 998.5759, 273.5802, 1251.181, 365.801, 1027.322, 305.6251, 475.2213, 763.3677, 535.1296, 535.1625, 569.6721, 64.38277, 648.6665, 293.3472, 927.1559, 17.03495, 301.0284, 1417.447, 88.53503, 1770.419
3.1, 82.41508, 13.35023, 394.5417, 166.9589, 936.046, 981.5407, 861.1974, -1.525879e-05, 1579.494, 215.8615, 2121.89, 959.5536, 356.0279, 1269.413, 346.7122, 980.6993, 292.8827, 454.3923, 730.4396, 511.0685, 512.3945, 545.8093, 60.92447, 616.8396, 278.1312, 1021.572, 150.9099, 284.6012, 1427.198, 117.4477, 1918.449
3.2, 78.95441, 12.66112, 376.9977, 245.1544, 884.8505, 935.4375, 821.8074, -1.525879e-05, 1509.098, 247.9612, 2024.102, 1081.429, 340.2616, 1212.979, 335.6694, 936.1926, 280.6714, 463.4255, 698.932, 493.773, 586.7429, 522.946, 57.65193, 586.5742, 263.7043, 1012.423, 144.5265, 269.0704, 1564.015, 121.5159, 2078.72
