 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C016, C017, C018, C019, C022, C023, C024, C026, C027, C028, C030, C032, C037, C038, C041, C043, C044, C047, C048, C052, C053, C054, C056, C060, C061, C063, C064, C067, C068, C072, C074, C076, C080, C085, C089, C091, C094, C095, C100, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
171, 741.0551, 1.14437, 965.3153, 361.5233, 713.9865, 642.2697, 314.7968, 358.3819, 119.8091, 358.9073, 491.4708, 338.0345, 1279.924, 248.9307, 29.81159, 2199.181, 404.1734, 529.9053, 803.7911, 378.3351, 613.5393, 1177.894, 1181.108, 816.3806, 348.8354, 678.5029, 486.5585, 496.3901, 543.9823, 188.1911, 485.6003, 327.7971, 290.8254, 560.352, 333.0176, 446.7343, 624.9834, 1734.917, 607.6041, 1395.65, 448.5018, 3234.168, 651.3976, 87.5824, 733.064, 880.3868, 2113.42, 2464.742, 867.223, 1204.232, 203.5408, 827.9493, 1536.362
171.1, 695.9691, 1.079426, 911.8376, 344.9495, 722.8574, 609.8737, 403.6728, 371.1032, 113.8726, 340.6893, 461.6221, 457.8587, 1217.584, 237.4766, 28.33557, 2096.072, 385.1448, 503.0623, 769.0011, 394.7732, 584.8672, 1116.562, 1205.52, 774.9631, 330.5273, 650.0029, 462.7623, 473.148, 519.4265, 179.9013, 467.7564, 310.6948, 275.7136, 576.3173, 318.7379, 425.82, 594.7536, 1692.766, 573.6305, 1367.983, 426.3936, 3275.721, 932.6334, 83.32748, 696.2898, 836.4324, 2125.395, 2464.417, 826.7896, 1149.073, 193.5058, 924.3325, 1469.819
171.2, 653.6262, 1.018167, 861.3226, 375.0692, 737.7198, 579.1118, 380.5285, 362.4967, 108.2302, 346.9857, 433.5862, 509.2865, 1278.186, 226.5496, 26.93263, 2062.659, 367.0121, 477.5791, 735.7169, 374.4914, 624.0828, 1058.423, 1389.12, 735.6469, 432.0674, 622.7, 440.1299, 450.9942, 517.4471, 171.9767, 543.2468, 342.6857, 261.3871, 547.8262, 305.0705, 498.1082, 618.1797, 1647.478, 541.5565, 1305.592, 405.3753, 3375.896, 957.819, 79.27928, 661.3604, 794.6724, 2207.251, 2498.019, 788.2414, 1096.441, 183.9656, 879.9043, 1474.2
171.3, 613.8594, 0.9603847, 813.606, 465.9516, 743.5521, 549.9016, 445.4897, 443.6586, 102.8674, 349.4018, 407.2531, 472.2485, 1279.253, 291.1262, 25.59915, 2228.311, 349.7331, 613.7902, 730.3978, 355.2516, 594.9181, 1003.312, 1362.412, 807.4791, 479.8596, 596.5439, 556.974, 429.8777, 670.5274, 164.4012, 509.1861, 324.8066, 247.8049, 520.7437, 445.42, 474.7888, 588.2791, 1796.009, 600.5252, 1371.69, 385.393, 3236.245, 908.9385, 75.42775, 628.1832, 754.9974, 2287.437, 2491.161, 839.2281, 1046.219, 300.0326, 1023.37, 1584.718
171.4, 576.512, 0.9058816, 768.5329, 444.5904, 736.2238, 522.1646, 419.9479, 465.3698, 97.77039, 331.6663, 382.5192, 437.9041, 1216.946, 323.3951, 24.3317, 2163.892, 333.2675, 582.6979, 698.7844, 357.0203, 567.1163, 951.0702, 1369.889, 766.5132, 454.675, 571.4865, 529.734, 409.7499, 640.2592, 157.1593, 508.9717, 336.4326, 234.9286, 494.9999, 503.4064, 452.5612, 729.7048, 1723.617, 596.1154, 1309.13, 366.3957, 3365.297, 935.9438, 71.76333, 665.0421, 774.8036, 2271.058, 2509.924, 888.7327, 1064.487, 285.2404, 974.1812, 1516.08
171.5, 541.4369, 0.8544717, 725.9568, 424.2085, 769.6173, 495.8268, 395.8704, 443.5292, 92.9259, 314.8311, 359.2875, 406.0573, 1157.673, 308.5147, 23.12699, 2100.627, 317.5772, 553.1806, 783.5776, 338.6781, 540.6137, 901.5486, 1311.889, 875.2701, 430.8121, 674.007, 503.8263, 390.5646, 611.3574, 150.2365, 477.06, 318.8798, 222.7213, 470.5289, 481.8205, 510.0583, 694.4098, 1770.145, 674.6625, 1282.768, 348.3348, 3374.185, 888.1796, 68.27693, 651.2527, 736.1205, 2434.938, 2486.652, 963.3894, 1065.266, 271.1774, 927.3569, 1482.717
171.6, 508.4957, 0.8059793, 685.7394, 453.0037, 779.7862, 470.8174, 373.1734, 422.7137, 88.32145, 298.8503, 337.4668, 376.5267, 1101.288, 294.319, 21.98194, 2137.461, 302.6256, 525.1586, 749.6625, 335.8211, 515.3497, 947.376, 1256.344, 830.8649, 408.2016, 645.6958, 479.1856, 372.2775, 583.7601, 143.6186, 447.1492, 382.9532, 211.1483, 447.2676, 461.1601, 525.342, 660.822, 1722.579, 636.9394, 1294.43, 331.1642, 3460.984, 842.853, 64.95992, 618.5826, 778.6725, 2460.298, 2445.523, 918.4724, 1016.472, 257.8078, 970.0131, 1456.554
171.7, 477.5587, 0.7602389, 647.75, 432.2361, 738.9681, 561.3685, 351.7778, 402.8751, 83.94514, 283.6808, 316.9713, 349.1437, 1047.648, 280.7765, 20.89358, 2037.246, 288.3779, 498.556, 717.2153, 393.2799, 491.2663, 898.0467, 1203.151, 896.7474, 386.7778, 700.8513, 455.75, 354.8467, 557.4087, 137.2922, 419.1137, 395.0581, 200.1767, 466.7661, 441.3857, 568.9045, 628.8587, 1682.506, 669.4259, 1235.394, 314.84, 3526.54, 799.8396, 61.80404, 663.0684, 739.7963, 2378.055, 2518.544, 875.6496, 1176.481, 245.0973, 1050.265, 1452.997
171.8, 448.5039, 0.7170944, 611.8652, 453.0384, 700.2866, 578.807, 331.6088, 383.9675, 79.78569, 269.2813, 297.7206, 323.7521, 1086.093, 267.8571, 19.8591, 2042.128, 274.801, 473.3011, 686.1725, 494.3378, 536.147, 851.2859, 1309.76, 927.4997, 366.4784, 671.4125, 488.0047, 338.232, 532.2468, 131.2445, 392.836, 374.4466, 189.7751, 443.6908, 422.4592, 542.2708, 598.4415, 1742.825, 631.9956, 1237.611, 299.3205, 3427.893, 891.1735, 58.80149, 629.8055, 702.861, 2641.323, 2417.979, 869.4803, 1122.593, 233.0135, 1061.732, 1477.17
171.9, 421.2169, 0.6763983, 577.9683, 493.6425, 663.6299, 549.6121, 312.5963, 365.9473, 75.83234, 255.6127, 279.639, 300.2071, 1033.194, 255.5322, 18.87585, 1992.924, 261.8633, 449.3254, 679.5449, 468.9408, 511.0917, 854.9173, 1267.111, 880.4448, 347.2444, 643.2103, 464.1378, 462.0155, 508.2207, 125.4632, 368.2058, 462.5941, 179.9141, 459.1439, 404.3442, 516.8839, 569.4955, 1751.667, 619.8251, 1181.166, 284.566, 3328.724, 885.8307, 55.9448, 598.2112, 697.8651, 2615.345, 2416.681, 947.2598, 1139.637, 221.5254, 1010.7, 1601.842
172, 395.5899, 0.6380119, 545.9493, 471.0118, 628.892, 521.8898, 294.6737, 348.7729, 72.07487, 242.6379, 262.6556, 278.3745, 982.8709, 243.7744, 17.94127, 1929.585, 249.5347, 426.5643, 650.1326, 444.8486, 487.2073, 810.4023, 1273.711, 835.7771, 329.0198, 616.1927, 441.4382, 440.383, 485.2791, 119.9366, 345.1199, 487.681, 170.5654, 436.4455, 387.006, 492.6855, 541.9496, 1825.633, 614.2143, 1127.296, 270.5388, 3546.963, 840.624, 53.2269, 568.202, 725.9101, 2632.835, 2575.865, 961.6432, 1087.437, 210.6038, 1037.594, 1532.463
172.1, 371.5221, 0.6018038, 515.7042, 555.3145, 595.9725, 587.0273, 277.7788, 332.4044, 68.50358, 230.3217, 246.7036, 258.1296, 1022.093, 232.5576, 17.05297, 1942.696, 237.7865, 404.9562, 640.2558, 421.9941, 464.439, 894.8523, 1283.531, 793.3755, 311.7518, 590.3099, 502.8491, 419.7633, 463.3732, 114.6534, 379.5903, 540.3254, 161.7026, 428.3443, 370.4113, 541.9063, 515.7361, 1850.951, 579.8711, 1213.969, 257.203, 3629.95, 947.2897, 50.64104, 539.6981, 790.1316, 2650.611, 2453.357, 943.5835, 1037.627, 200.2206, 1092.914, 1466.088
172.2, 348.9186, 0.5676507, 487.1346, 529.8565, 564.7761, 557.4178, 261.8525, 316.8041, 65.10925, 307.0543, 231.7205, 239.3571, 1060.119, 221.8569, 16.20865, 1908.424, 226.5914, 384.4427, 612.544, 400.3138, 524.48, 848.2579, 1229.187, 811.6933, 295.39, 565.5144, 478.2562, 400.1091, 442.4562, 109.603, 412.5258, 512.1348, 153.3002, 422.3139, 354.5281, 600.4272, 490.7905, 1866.966, 574.016, 1158.602, 244.5246, 3577.992, 1320.223, 48.1808, 597.2203, 750.6833, 2537.27, 2473.263, 899.5899, 1064.957, 190.3493, 1040.383, 1529.183
172.3, 327.6903, 0.5354357, 460.1478, 505.5656, 535.2128, 529.3018, 346.3509, 301.936, 61.8831, 291.4683, 217.6473, 221.9497, 1008.485, 320.9681, 15.40613, 1818.947, 215.9235, 364.9683, 649.4821, 492.8895, 499.9699, 804.0896, 1277.141, 839.5115, 279.8869, 541.7604, 519.9155, 381.3752, 422.4833, 104.775, 396.0029, 485.415, 145.3345, 401.4362, 339.326, 572.3177, 467.0515, 1873.747, 590.134, 1105.761, 232.4712, 3444.022, 1432.926, 45.84009, 652.31, 872.6753, 2582.396, 2474.96, 881.3524, 1016.178, 180.9646, 990.3767, 1639.046
172.4, 307.7536, 0.505049, 434.656, 482.3884, 597.1603, 546.5791, 326.493, 287.7657, 58.81681, 276.6735, 204.4288, 357.6699, 986.1476, 327.3297, 14.64335, 1846.458, 205.7577, 346.4803, 650.4116, 467.5669, 476.6052, 762.2212, 1240.434, 796.9205, 265.1975, 519.0041, 559.361, 363.5184, 403.4121, 100.1597, 371.1742, 460.0892, 137.7827, 503.498, 324.7758, 545.5241, 444.4607, 2000.285, 674.3453, 1055.329, 221.0119, 3353.451, 1604.063, 43.61309, 636.0064, 922.041, 2610.889, 2549.597, 885.0164, 1133.438, 172.0427, 1065.65, 1568.055
172.5, 289.0298, 0.4763868, 410.5764, 460.2736, 565.9018, 519.0098, 307.7738, 274.2604, 55.90246, 274.3691, 192.0132, 331.6582, 938.1163, 348.8294, 13.91834, 1759.887, 196.0706, 328.929, 711.55, 443.5453, 481.3663, 943.6575, 1207.358, 756.4903, 370.5211, 628.2965, 532.0043, 346.4977, 385.2017, 95.74764, 347.9022, 436.0848, 130.6232, 478.6068, 418.1399, 519.9849, 422.9626, 1935.692, 636.64, 1007.198, 210.1175, 3371.015, 1653.939, 41.49429, 742.5255, 925.3369, 2757.781, 2517.867, 877.081, 1081.521, 163.5606, 1014.429, 1500.139
172.6, 271.4451, 0.4493513, 387.8308, 439.1727, 536.2795, 520.3221, 290.1277, 261.3889, 53.13251, 260.4423, 180.3516, 307.5383, 1040.761, 373.7409, 13.22922, 1677.375, 186.8395, 312.2667, 791.3027, 420.7578, 458.871, 894.5219, 1196.053, 718.1112, 351.075, 601.9053, 593.6715, 330.2739, 367.8134, 91.52998, 326.0893, 413.3327, 123.8358, 454.9462, 400.2101, 495.6413, 402.5043, 2074.606, 601.0428, 1069.785, 199.7601, 3417.826, 1833.692, 39.47842, 740.0588, 902.4303, 2670.678, 2465.849, 935.5342, 1031.983, 155.4967, 1091.363, 1552.065
172.7, 254.9303, 0.42385, 366.3453, 419.0392, 531.0382, 726.9988, 314.8913, 249.1216, 50.49981, 280.4331, 169.3982, 285.1725, 990.07, 356.544, 12.57422, 1598.731, 178.0431, 296.4484, 757.0532, 399.141, 437.427, 893.3914, 1205.456, 681.6792, 332.6494, 576.6227, 685.4658, 314.8098, 351.21, 87.4981, 338.2603, 391.7677, 117.4011, 432.4553, 393.2132, 472.4374, 383.0356, 1989.606, 839.8596, 1020.994, 189.9133, 3390.201, 1896.061, 37.56048, 702.9337, 980.1556, 2556.48, 2453.645, 891.9159, 1068.559, 147.8304, 1038.906, 1484.842
172.8, 239.4203, 0.3997959, 346.05, 399.8286, 552.9825, 690.3292, 406.1589, 237.4299, 47.99756, 266.1984, 159.1101, 264.4332, 941.8477, 340.1383, 11.95165, 1661.987, 169.6607, 281.4315, 724.2861, 378.6348, 474.3677, 924.7684, 1166.488, 647.0955, 315.1908, 552.4021, 673.5834, 300.0697, 335.356, 83.64383, 341.7065, 412.2019, 111.3007, 411.0762, 452.0233, 450.3198, 364.5086, 2002.559, 792.8997, 974.4285, 180.5518, 3455.468, 1924.79, 35.73573, 768.287, 1318.856, 2664.123, 2581.246, 850.3312, 1200.104, 140.5421, 988.9711, 1488.977
172.9, 224.8539, 0.377107, 326.8792, 381.4988, 524.0364, 655.5091, 382.872, 226.2869, 45.61929, 252.6863, 149.4468, 368.5517, 895.974, 374.9356, 11.3599, 1605.262, 161.6731, 267.1752, 756.5321, 556.8916, 452.1994, 876.6163, 1147.341, 614.2664, 298.6485, 529.1989, 835.0695, 286.0198, 320.2178, 79.95934, 320.282, 390.696, 105.5174, 390.7541, 432.6406, 429.2376, 346.8777, 2101.258, 748.5654, 929.9868, 171.6518, 3462.999, 1971.789, 33.99962, 729.7458, 1442.562, 2635.88, 2532.584, 810.6854, 1198.155, 133.6131, 941.436, 1594.976
173, 211.1737, 0.3557057, 308.7703, 364.0093, 496.6056, 657.5492, 360.9203, 215.6669, 43.35887, 273.042, 140.3704, 341.7487, 852.3347, 357.6837, 10.79745, 1614.358, 154.0614, 253.6411, 723.7876, 528.2808, 431.0672, 1018.82, 1157.034, 772.9775, 387.3305, 506.9702, 794.2287, 272.6278, 305.7629, 76.43714, 300.2009, 370.312, 100.0345, 371.4366, 414.0891, 409.1425, 330.0996, 2038.672, 706.7101, 887.572, 163.1905, 3625.961, 2000.75, 32.34785, 693.1381, 1451.316, 2748.712, 2448.227, 892.1343, 1168.99, 127.0257, 949.7359, 1568.863
173.1, 198.3259, 0.3355189, 291.6647, 384.8439, 521.2991, 624.3826, 340.2271, 205.5453, 41.21045, 275.0082, 131.8452, 316.8949, 810.8209, 387.5745, 10.26286, 1626.819, 146.8082, 240.7926, 692.4603, 501.14, 440.1444, 999.5717, 1150.809, 733.762, 501.8615, 485.6753, 755.3853, 330.1822, 291.9605, 73.0701, 281.3788, 350.9915, 94.83652, 353.074, 396.3331, 472.1411, 314.1331, 2019.261, 712.7731, 847.0917, 155.1463, 3600.961, 2026.086, 30.77634, 658.3668, 1378.857, 2631.177, 2424.912, 850.5395, 1414.619, 120.763, 1053.009, 1500.912
173.2, 186.2597, 0.3164778, 275.5067, 367.201, 494.0116, 592.8889, 320.7204, 195.8988, 39.16849, 389.4091, 123.8378, 293.8487, 771.3291, 471.5959, 9.754725, 1679.025, 139.8964, 228.595, 662.489, 512.5163, 419.5755, 1342.158, 1102.085, 882.374, 475.5221, 465.2749, 718.4415, 383.5841, 278.7811, 69.85138, 288.4709, 366.3951, 89.90865, 335.6193, 379.3384, 450.0373, 298.9388, 2060.056, 863.7459, 808.4576, 147.4986, 3765.131, 1966.94, 29.28117, 625.3398, 1393.83, 2518.667, 2666.261, 912.9289, 1349.823, 114.8092, 1174.293, 1435.904
173.3, 174.9276, 0.2985173, 260.2439, 350.367, 622.1245, 562.9837, 302.3321, 239.8405, 37.2277, 369.6428, 116.3167, 272.4784, 733.7607, 644.6274, 9.271753, 1600.304, 133.3101, 217.0152, 633.8149, 505.2985, 399.9678, 1485.096, 1133.073, 837.6084, 450.5651, 445.7313, 683.3046, 365.6239, 266.1967, 66.77444, 281.6624, 347.279, 85.23685, 319.0275, 363.0725, 428.9684, 284.4794, 1975.652, 906.7518, 771.5855, 140.2279, 3677.658, 1866.561, 27.85863, 593.9696, 1434.054, 2546.687, 2590.228, 870.3646, 1287.996, 109.1488, 1117.85, 1455.291
173.4, 164.2849, 0.281576, 245.8266, 334.3047, 589.5592, 609.925, 284.9981, 240.4445, 35.38308, 350.8799, 109.2524, 252.6624, 698.0222, 614.9661, 8.812694, 1646.806, 127.0338, 206.0221, 636.3733, 479.3384, 447.6354, 1407.768, 1085.099, 862.5287, 426.9179, 427.0087, 649.8862, 348.5046, 254.1804, 63.83303, 264.0026, 369.2621, 80.80779, 303.2559, 347.504, 408.8859, 270.7195, 1940.824, 935.1699, 736.3951, 133.3156, 3645.538, 1895.996, 26.50521, 564.1731, 1362.457, 2716.624, 2577.363, 901.3318, 1331.979, 103.7676, 1109.107, 1479.81
173.5, 154.2898, 0.2655962, 232.208, 318.9787, 558.6985, 579.1605, 268.6579, 229.1601, 33.62986, 333.0694, 102.6172, 234.2874, 664.0244, 586.6697, 8.376363, 1613.256, 121.053, 195.5858, 608.8295, 454.712, 426.7164, 1334.466, 1061.013, 818.77, 404.5118, 409.0725, 618.1021, 366.4515, 242.7065, 61.0212, 247.4501, 349.9964, 76.60888, 288.264, 332.6031, 653.1961, 257.625, 1861.305, 942.3125, 702.8096, 126.744, 3759.467, 1799.238, 25.21754, 535.8713, 1294.435, 2688.532, 2538.693, 975.2651, 1270.969, 98.6516, 1203.041, 1415.716
173.6, 144.9028, 0.2505233, 219.3438, 304.3553, 581.8662, 549.9478, 253.2546, 238.2596, 31.96351, 316.1629, 96.38487, 217.2488, 631.6824, 559.6752, 7.961636, 1537.618, 115.3538, 185.6781, 643.1467, 431.3508, 406.775, 1264.981, 1016.091, 915.8777, 383.2817, 596.9681, 587.8726, 349.2935, 231.7505, 58.33323, 231.9354, 331.7359, 72.62815, 274.0133, 359.84, 622.6161, 245.164, 1910.492, 889.624, 775.9426, 120.4964, 3754.218, 1776.185, 23.99242, 508.9893, 1229.808, 2573.57, 2527.072, 978.6932, 1299.28, 508.3839, 1289.994, 1354.398
173.7, 136.0869, 0.2363057, 207.1924, 290.4024, 551.4083, 522.2086, 238.7344, 296.5557, 30.37973, 300.1146, 90.53109, 201.4493, 600.9156, 533.9229, 7.567442, 1565.231, 109.9229, 176.2724, 615.3098, 504.9373, 470.0475, 1311.875, 1140.976, 960.4, 363.1658, 571.8929, 679.4152, 332.9388, 221.2891, 55.76366, 254.1566, 314.4281, 68.85427, 413.3441, 442.1479, 593.4678, 233.3057, 2051.479, 890.417, 740.5534, 114.5567, 3812.915, 1685.541, 22.82683, 483.4558, 1168.408, 2725.665, 2615.274, 933.0626, 1239.768, 561.1244, 1227.99, 1364.599
173.8, 127.8073, 0.2228951, 195.7141, 277.0891, 534.478, 495.8685, 225.0467, 282.6379, 28.87442, 284.8809, 85.03283, 377.5206, 704.764, 509.3554, 7.192766, 1491.845, 104.7477, 167.3431, 588.6777, 619.4058, 448.0811, 1243.567, 1092.668, 911.676, 344.1056, 547.8709, 646.187, 513.1077, 211.2999, 53.30728, 249.2442, 321.5512, 65.27648, 392.9098, 423.1887, 565.684, 222.0209, 1967.426, 840.6302, 706.7783, 108.9099, 3688.31, 1599.522, 21.71786, 459.2032, 1176.804, 2884.682, 2589.279, 889.5596, 1182.981, 617.6482, 1168.966, 1405.505
173.9, 120.0315, 0.2102455, 184.8717, 288.6878, 535.0601, 470.857, 212.1438, 269.3732, 27.4437, 270.4204, 79.8685, 404.9881, 706.9944, 485.9184, 6.836641, 1517.354, 99.81615, 158.8661, 610.3485, 587.5834, 427.1413, 1211.779, 1046.405, 895.701, 326.0458, 524.858, 614.5838, 489.0829, 201.7616, 50.95911, 271.8865, 331.8459, 61.8846, 373.4857, 405.0425, 539.201, 211.282, 2029.128, 793.6271, 674.5436, 103.5413, 3796.032, 1660.585, 20.66276, 525.1208, 1149.609, 2761.333, 2520.236, 935.2789, 1128.796, 623.6376, 1112.78, 1392.662
174, 112.7287, 0.1983138, 174.6299, 275.4531, 581.3192, 504.4015, 199.9807, 286.3534, 26.08388, 256.694, 75.01781, 375.5352, 672.5596, 463.5598, 6.498148, 1446.213, 95.11678, 150.8186, 583.9312, 557.3958, 461.7352, 1277.875, 1026.267, 889.8085, 308.9338, 502.8117, 584.5263, 466.183, 192.6539, 48.71437, 254.8397, 314.5323, 58.66897, 355.0219, 387.6743, 513.9578, 201.0625, 2006.83, 953.2329, 721.4504, 98.43743, 3808.555, 1575.841, 19.65893, 498.7781, 1139.561, 2713.03, 2565.166, 922.2308, 1202.93, 592.891, 1059.294, 1332.342
174.1, 105.8703, 0.1870592, 164.9556, 292.6376, 550.8898, 495.9972, 188.5149, 288.5787, 24.79143, 243.6643, 70.46173, 348.2243, 741.3878, 442.23, 6.176414, 1378.407, 90.63865, 143.1787, 558.6572, 528.7592, 531.527, 1211.337, 1051.564, 975.0872, 292.7199, 481.6914, 555.9388, 444.3553, 183.9574, 46.56851, 238.8617, 374.7574, 55.62043, 337.4709, 371.051, 489.8964, 191.3373, 1951.583, 932.7239, 754.3276, 93.58512, 3886.256, 1495.421, 18.70386, 533.0506, 1147.805, 2685.694, 2566.869, 879.2327, 1147.831, 563.6602, 1008.379, 1274.635
174.2, 99.42912, 0.1764434, 155.8172, 279.2219, 522.0533, 470.9792, 177.7065, 275.0353, 23.56302, 231.296, 66.18235, 322.8996, 705.2777, 421.8817, 5.87061, 1489.553, 86.37135, 135.9258, 577.3469, 501.5937, 506.6876, 1148.263, 1007.041, 925.618, 277.357, 461.4583, 528.7495, 423.5497, 175.6534, 44.51717, 223.8854, 355.205, 52.7303, 320.7876, 355.1404, 466.9614, 182.0826, 1916.986, 880.5715, 719.9243, 88.972, 3908.367, 1583.235, 17.79519, 571.6603, 1284.817, 2639.238, 2631.668, 883.9714, 1203.932, 610.4329, 959.9108, 1325.651
174.3, 93.37983, 0.16643, 147.185, 274.4265, 494.7263, 530.5422, 167.5179, 262.1274, 22.39548, 219.5555, 62.16287, 299.4167, 670.9265, 402.4696, 5.579947, 1419.715, 82.30496, 129.0403, 595.486, 475.8239, 518.1792, 1088.474, 981.3229, 878.6585, 262.8003, 442.0751, 502.8899, 403.7182, 167.7242, 42.5562, 209.8482, 336.6728, 49.99034, 304.929, 339.912, 445.1002, 173.2754, 1932.831, 831.3352, 687.0901, 84.58627, 3746.688, 1567.102, 16.93067, 542.983, 1220.671, 2576.091, 2506.507, 842.7572, 1228.786, 651.4707, 913.7725, 1378.636
174.4, 87.69858, 0.1569849, 139.0311, 261.8457, 468.8297, 536.1581, 157.9133, 249.8254, 21.28579, 208.411, 58.38751, 277.6415, 638.2483, 383.9507, 5.303674, 1353.152, 78.43002, 122.5036, 588.124, 451.3781, 520.2439, 1269.093, 939.7744, 834.0814, 249.0077, 423.506, 478.295, 384.8152, 160.153, 40.68161, 196.6911, 319.1074, 47.39276, 289.8543, 325.3367, 424.2624, 164.8943, 1914.272, 864.9523, 695.2349, 80.41673, 4005.458, 1487.128, 16.10815, 515.7442, 1159.727, 2650.292, 2599.001, 803.4645, 1195.082, 619.3518, 1112.842, 1318.924
174.5, 82.36298, 0.1480758, 131.3289, 340.9438, 546.4372, 550.8356, 148.8595, 359.7088, 20.23108, 197.8321, 54.84144, 318.035, 607.1617, 366.284, 5.041081, 1317.391, 74.73752, 116.2981, 621.6249, 428.1882, 495.9318, 1203.012, 964.4606, 791.7659, 235.9389, 405.717, 454.903, 366.7973, 152.9236, 38.8896, 184.3589, 302.4585, 44.93015, 275.525, 311.3864, 404.4001, 156.9185, 1862.814, 911.8699, 689.3295, 76.45272, 4066.519, 1451.401, 15.32558, 518.6639, 1181.052, 2536.965, 2647.586, 815.01, 1200.109, 588.8165, 1059.353, 1261.798
174.6, 77.35199, 0.1396723, 124.0534, 325.3135, 517.8338, 523.0516, 140.3247, 403.6097, 19.22864, 187.7902, 51.51073, 343.7006, 577.5894, 349.4301, 4.791489, 1339.038, 71.21886, 110.4069, 594.7195, 406.1897, 562.4506, 1140.372, 923.6261, 751.5972, 223.556, 388.6751, 432.655, 349.6231, 146.0205, 37.17652, 172.7999, 286.6782, 42.5955, 261.904, 298.0342, 385.4678, 149.3285, 1863.514, 976.739, 763.2966, 72.68411, 3983.658, 1492.16, 14.58104, 512.4637, 1154.038, 2730.268, 2676.963, 777.011, 1145.139, 612.1964, 1008.435, 1324.607
174.7, 72.64587, 0.1317457, 117.1809, 310.3997, 490.7277, 536.819, 132.2793, 384.6676, 18.27587, 178.2581, 48.38231, 318.7048, 639.2006, 333.3518, 4.554255, 1276.257, 67.86585, 104.8141, 623.5865, 464.0706, 573.0504, 1080.994, 900.7252, 843.9755, 337.3189, 372.3491, 411.4951, 333.253, 139.429, 35.5389, 161.9656, 271.7212, 40.38216, 323.6143, 285.2545, 367.4218, 142.1057, 1994.359, 922.1255, 728.4842, 69.10127, 3818.864, 1537.039, 13.87266, 571.72, 1096.421, 2795.588, 2549.646, 800.791, 1321.865, 582.0138, 959.9643, 1419.35
174.8, 68.22608, 0.124269, 110.6892, 296.1697, 465.0404, 529.9907, 124.6951, 519.0379, 17.3703, 169.2097, 45.44389, 295.5269, 608.0677, 318.0133, 4.328766, 1288.169, 64.67071, 99.50459, 659.3852, 440.2285, 594.5692, 1132.127, 917.424, 801.158, 319.6153, 356.7089, 391.3701, 317.6494, 133.135, 33.97342, 151.8107, 257.5446, 38.28384, 307.616, 273.0229, 350.2206, 135.2322, 1912.646, 870.5658, 695.2595, 65.69504, 4077.465, 1504.062, 13.1987, 543.0396, 1041.681, 2817.592, 2574.306, 830.5011, 1324.754, 666.2776, 987.5916, 1357.875
174.9, 64.07519, 0.1172165, 104.5571, 282.592, 545.0219, 503.2581, 117.5458, 494.6786, 16.50961, 160.6207, 42.68393, 274.0346, 578.4512, 303.3805, 4.114442, 1227.773, 61.62599, 94.46406, 630.8454, 417.6115, 566.7836, 1110.175, 878.5809, 760.5128, 302.8408, 341.7256, 372.2293, 302.7764, 127.1252, 32.47689, 142.2924, 244.1076, 36.29454, 292.4085, 261.3157, 333.8246, 128.6911, 1860.601, 821.8889, 663.5502, 62.45671, 3919.899, 1427.305, 12.55749, 515.798, 1061.25, 2869.198, 2567.727, 791.7798, 1356.17, 633.4287, 940.1229, 1540.572
175, 60.17684, 0.1105643, 98.76473, 269.6368, 516.4926, 563.8064, 110.8064, 471.4626, 15.69156, 152.4677, 40.09159, 317.924, 550.2772, 289.4211, 3.91073, 1170.209, 58.72462, 89.67887, 603.5409, 435.9177, 594.8844, 1148.856, 849.6501, 721.9296, 286.9467, 327.3716, 354.0246, 288.5998, 121.3867, 31.04629, 133.3709, 268.0933, 34.40862, 277.9529, 250.1106, 318.1963, 122.4665, 1916.389, 775.9338, 633.287, 59.37801, 4019.269, 1387.837, 11.94742, 489.9229, 1069.894, 2866.468, 2573.708, 754.864, 1294.052, 602.1993, 992.9216, 1623.034
175.1, 56.51566, 0.1042897, 93.29325, 257.2755, 538.1829, 535.3681, 104.4534, 449.3362, 14.91405, 144.7285, 37.65669, 294.8029, 523.4753, 276.1039, 3.717103, 1208.915, 55.95985, 85.13608, 577.4182, 480.3358, 567.0842, 1089.036, 908.2654, 685.3039, 271.8867, 313.6206, 336.7103, 275.0869, 115.9072, 29.67871, 125.0088, 308.9818, 32.62069, 264.2119, 239.3859, 303.2997, 340.5149, 1839.647, 779.609, 604.4041, 56.45107, 3940.014, 1406.045, 11.36699, 465.3459, 1231.864, 2876.748, 2489.255, 719.6692, 1234.779, 572.5096, 1036.849, 1552.737
