 , C000, C005, C006, C008, C011, C014, C015, C016, C018, C019, C020, C022, C023, C025, C028, C030, C032, C033, C035, C037, C038, C040, C041, C043, C044, C045, C047, C049, C053, C055, C056, C057, C061, C062, C067, C069
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 55.27608, 0, 0, 0, 53.58719, 0, 0, 0, 0, 65.00897, 0, 0, 0, 128.737, 74.42804, 0, 0, 0, 0, 0, 28.0249, 0, 0, 0, 0, 0, 154.9052, 0, 80.99481, 0, 19.40363, 0, 0, 24.33533, 104.3805, 0
0.2, 52.86031, 0, 0, 0, 131.6443, 14.05356, 59.95056, 0, 0, 61.95508, 29.66321, 176.9003, 0, 123.4173, 71.21463, 0, 72.8429, 0, 22.51163, 1.525879e-05, 241.6632, 0, 0, -6.103516e-05, 0, 0, 148.5853, 0, 77.22675, 0, 18.51965, 0, 0, 144.9857, 99.59454, 0
0.3, 50.55011, 0, 61.93399, 75.10383, 126.1626, 13.46375, 57.25815, 0, 0, 59.04462, 28.38153, 169.0117, 144.4888, 118.3174, 68.13998, 0, 69.44631, 215.609, 21.5914, 1.525879e-05, 230.2172, 0, 0, 42.73914, 0, 0, 142.5233, 0, 472.4479, 0, 17.67596, 3.051758e-05, 0, 194.4404, 95.02802, 0
0.4, 48.34088, 0, 117.5549, 71.83522, 120.9091, 12.89868, 81.78616, 152.1818, 0, 160.8574, 27.15521, 161.4749, 219.3092, 113.4282, 126.3195, 0, 66.2081, 206.0524, 50.50412, 0, 288.6122, 0, 0, 78.50037, -7.629395e-06, 0, 136.7086, 0, 475.0137, 0, 16.87073, 96.04358, 0, 185.9146, 90.6709, 0
0.5, 46.2282, 2.909714, 112.5968, 68.70886, 115.8744, 12.35736, 173.795, 211.0931, 0, 153.3008, 95.21936, 154.2742, 295.8279, 108.741, 120.8657, 0, 63.1209, 196.9194, 81.99646, 0, 274.9424, 0, 0, 75.24188, 0, 0, 131.131, 0, 468.2277, 0, 90.42941, 130.7755, 0, 253.806, 86.51349, 0
0.6, 89.19492, 2.785995, 160.2878, 65.71857, 111.0493, 74.00244, 165.9898, 202.2201, 0, 177.5658, 91.10519, 161.4648, 282.7653, 104.2476, 115.6474, 0, 60.17764, 188.1911, 78.64462, 0, 261.9201, 0, 0, 190.3494, 0, 0, 245.541, 0, 446.4445, 0, 103.2871, 141.5899, 0, 242.6769, 82.54681, 0
0.7, 111.8978, 2.667542, 153.5274, 62.85842, 106.4252, 70.89668, 158.5352, 238.3291, 0, 259.7963, 174.0676, 154.2645, 270.2794, 99.9398, 133.0451, 38.29547, 105.0825, 179.8498, 112.0392, 0, 296.6624, -7.629395e-06, 0, 227.9453, 0, 0, 316.7906, 0, 526.9255, -3.814697e-06, 98.58182, 159.8296, 0, 357.35, 78.7619, 0
0.8, 107.0074, 103.2346, 147.052, 91.31331, 101.9936, 67.9213, 151.4153, 318.7948, 0, 309.4165, 194.8203, 147.3854, 258.345, 95.81004, 127.301, 36.70943, 100.1826, 171.8782, 127.1737, 0, 418.9468, -7.629395e-06, 0, 218.4838, 0, 7.629395e-06, 303.866, 0, 502.4117, 0, 94.09085, 294.3442, 0, 359.2424, 168.884, 0
0.9, 102.3308, 98.84549, 140.8499, 133.7039, 97.74652, 65.07077, 144.6151, 344.7151, 0, 339.0529, 186.4026, 211.8833, 360.1774, 91.85092, 121.8048, 73.72634, 95.51115, 164.2599, 121.9751, 0, 399.1039, -7.629395e-06, 0, 209.415, 0, 7.629395e-06, 291.4688, 0, 479.0382, 3.814697e-06, 89.8045, 282.1506, 0, 481.3982, 343.1722, 0
1, 194.0377, 94.64299, 134.9092, 127.8849, 93.67632, 62.33986, 138.1204, 330.2255, 0, 323.1252, 178.3485, 202.4347, 344.2734, 88.05542, 188.0765, 81.49453, 91.05756, 156.9792, 158.984, 0, 446.7769, -7.629395e-06, 0, 200.7226, -7.629395e-06, 1.525879e-05, 279.5774, 0, 456.7522, 3.814697e-06, 103.4192, 312.433, 0, 460.2894, 392.2979, 0
1.1, 185.5576, 91.61168, 129.2192, 122.3192, 89.77559, 59.72357, 131.9174, 316.3449, 0, 351.3213, 206.8906, 193.4075, 529.2366, 84.41675, 179.9563, 85.00938, 86.81164, 150.0213, 159.071, 0, 425.6159, -3.814697e-06, 0, 192.391, -7.629395e-06, 1.525879e-05, 268.171, 0, 489.4575, 0, 168.2863, 299.4901, 0, 440.1061, 374.3105, 0
1.2, 177.448, 141.7956, 123.7691, 116.9958, 86.03728, 57.21707, 125.9929, 379.0557, 0, 334.8172, 197.9514, 184.7828, 505.8675, 80.92844, 234.1867, 81.48865, 114.7897, 143.3718, 231.5266, -7.629395e-06, 439.5868, -7.629395e-06, 0, 310.5001, 0, 1.525879e-05, 257.23, 0, 466.6868, 3.814697e-06, 160.6199, 287.0833, 0, 474.3442, 439.962, 0
1.3, 241.8646, 148.1712, 118.5489, 111.9039, 82.45464, 54.81578, 188.5419, 478.9745, 0, 393.985, 217.7463, 176.5427, 483.5303, 77.58426, 224.0758, 78.11373, 145.0421, 137.0171, 241.6114, -7.629395e-06, 458.967, -3.814697e-06, 0, 297.6118, -3.814697e-06, 45.88496, 368.2308, 0, 444.9753, 3.814697e-06, 222.1659, 332.3039, 0, 529.6074, 538.1085, 9.299644
1.4, 231.2942, 141.8716, 113.5489, 107.0338, 79.02119, 52.51526, 180.0744, 458.8416, 0, 409.2339, 208.338, 168.6701, 502.073, 74.37828, 242.1808, 74.87859, 263.5778, 356.3932, 257.8513, -7.629395e-06, 541.1715, -3.814697e-06, 0, 352.9443, -7.629395e-06, 43.78827, 518.7671, 0, 526.5229, 3.814697e-06, 212.045, 318.5378, 0, 572.3975, 513.4355, 72.52581
1.5, 221.1858, 135.8399, 159.7248, 102.3755, 75.73072, 50.31129, 171.9872, 439.5549, 0, 447.3297, 251.5921, 161.1486, 570.1727, 71.30478, 231.7248, 71.77743, 251.2874, 340.5965, 300.6723, -7.629395e-06, 515.5396, -3.814697e-06, 0, 338.2943, -7.629395e-06, 41.78739, 497.6022, 0, 502.0278, 3.814697e-06, 202.3853, 305.3419, 0, 727.7365, 489.8939, 69.42754
1.6, 316.0074, 130.0645, 152.9881, 97.92001, 72.57726, 48.19983, 164.2632, 496.2411, 0, 426.3154, 240.7214, 212.1953, 617.1871, 68.35829, 253.9612, 68.80471, 239.5702, 325.5, 288.3815, -7.629395e-06, 620.3124, -7.629395e-06, 0, 479.3819, -7.629395e-06, 39.87794, 477.3008, 0, 569.496, 3.814697e-06, 193.1655, 382.7564, 0, 695.8259, 680.697, 66.46163
1.7, 302.1967, 144.5623, 210.5834, 93.65841, 69.55511, 46.17697, 156.886, 627.2855, 0, 464.0995, 230.3203, 229.1457, 607.0345, 65.53355, 285.244, 119.7346, 228.3993, 372.9802, 365.6602, -7.629395e-06, 648.7727, -7.629395e-06, 0, 459.4837, -7.629395e-06, 81.18363, 624.9005, 0, 543.0016, 0, 334.5113, 420.8312, 0, 773.5713, 682.2119, 177.7734
1.8, 288.9895, 184.346, 202.128, 89.58228, 66.6588, 44.239, 149.8402, 646.1036, 0, 442.2974, 220.3688, 280.3962, 613.9677, 62.82554, 321.4169, 114.7757, 217.7493, 356.4483, 380.7062, -7.629395e-06, 618.0443, -1.144409e-05, 0, 440.4115, -7.629395e-06, 151.1842, 631.7061, 0, 517.7397, 0, 424.085, 403.3977, 0, 739.6509, 650.9317, 224.9917
1.9, 276.3596, 222.6563, 243.0378, 85.68355, 63.88309, 42.38237, 143.1108, 618.9456, 0, 421.5195, 210.8472, 267.8925, 685.0756, 60.22943, 307.5399, 110.0221, 207.5958, 392.1631, 365.1438, 0, 588.7712, -1.144409e-05, 0, 422.1309, -7.629395e-06, 144.2759, 762.0615, 0, 597.1191, 0, 404.7657, 386.6864, 0, 748.0955, 771.6164, 215.3801
2, 264.2816, 213.1899, 232.7872, 81.9545, 61.22297, 40.60367, 136.6836, 592.9292, 0, 434.9102, 279.0569, 255.9463, 654.8253, 57.7406, 294.262, 105.4655, 197.9159, 374.781, 450.9085, 0, 560.8848, -1.144409e-05, 0, 483.2632, -7.629395e-06, 137.6833, 730.9707, 0, 569.3396, 0, 386.3264, 445.0547, 0, 885.9547, 736.2368, 277.7325
2.1, 252.7315, 204.126, 272.1618, 78.38774, 58.67361, 38.8996, 130.5451, 706.8705, 0, 414.4793, 266.9995, 267.4742, 683.5506, 55.35461, 364.2625, 101.0975, 188.6873, 358.1693, 432.4764, 7.629395e-06, 534.3192, -1.144409e-05, 0, 552.2885, -7.629395e-06, 131.3919, 880.5161, 0, 542.8525, 0, 484.9838, 426.6178, 0, 847.1064, 763.2917, 392.742
2.2, 241.6862, 195.4474, 260.6828, 74.97621, 56.23042, 37.26707, 124.6823, 677.1581, 0, 472.2657, 255.4631, 255.5466, 653.3677, 53.06722, 348.5356, 96.91051, 179.889, 441.935, 578.6136, 0, 509.0117, -1.144409e-05, 0, 529.364, -3.814697e-06, 125.388, 844.5924, 0, 517.5977, 1.907349e-06, 462.8903, 509.3709, 0, 809.9616, 779.8619, 375.9642
2.3, 231.1236, 187.1378, 249.688, 71.71316, 53.88896, 35.70304, 119.0827, 737.5348, 0, 535.0791, 244.4251, 244.151, 644.5624, 50.87435, 333.4877, 92.89688, 171.5009, 494.4039, 554.9612, 0, 484.903, -1.144409e-05, 0, 507.3912, -3.814697e-06, 119.6585, 891.8844, 0, 520.5314, 1.907349e-06, 468.4783, 682.5526, 0, 774.4456, 803.7581, 359.9032
2.4, 221.0226, 179.1815, 239.157, 68.59211, 51.645, 34.20464, 113.7347, 706.5336, 0, 509.9427, 233.8641, 233.2635, 734.5322, 48.77209, 319.0895, 89.04948, 163.504, 472.4901, 532.2757, -3.814697e-06, 542.4577, -1.144409e-05, 0, 486.3305, -3.814697e-06, 114.1908, 971.7542, 0, 563.4453, 0, 447.1366, 890.5142, 0, 740.4869, 766.9048, 344.5283
2.5, 211.3631, 171.5635, 273.1703, 65.6069, 49.49448, 32.76913, 108.6268, 712.0294, 0, 485.987, 223.7594, 222.8615, 717.152, 46.75671, 390.3496, 85.36143, 155.88, 451.5475, 587.1716, -3.814697e-06, 516.7648, -1.144409e-05, 0, 466.1439, -3.814697e-06, 108.9729, 932.1082, 0, 616.4728, 1.907349e-06, 442.0475, 1115.494, 0, 708.0172, 731.7413, 329.8102
2.6, 202.1257, 164.2693, 261.6488, 62.7516, 47.43351, 31.39389, 103.7483, 682.1002, 0, 463.1568, 214.0913, 245.6013, 685.4855, 44.8246, 396.7682, 81.82611, 148.6115, 431.5333, 563.1694, -3.814697e-06, 492.2889, -9.536743e-06, 0, 506.8413, -3.814697e-06, 103.9934, 952.4576, 0, 587.7929, 1.907349e-06, 421.9099, 1262.716, 0, 676.9712, 698.19, 315.7209
2.7, 193.292, 204.4287, 250.6132, 60.02057, 45.45835, 30.07635, 99.08894, 770.5687, 0, 494.1183, 204.8409, 234.6491, 716.2659, 42.97234, 379.6379, 78.43722, 141.6819, 412.4061, 540.1484, -7.629395e-06, 522.4518, -9.536743e-06, 0, 485.8033, -3.814697e-06, 99.24148, 974.9956, 0, 560.4473, 1.907349e-06, 402.6897, 1478.971, 0, 647.2866, 759.566, 302.2334
2.8, 184.8444, 222.0402, 309.204, 57.4084, 43.56544, 28.81411, 94.63882, 760.4679, 0, 470.9061, 195.9902, 224.1853, 753.0548, 41.19661, 398.3714, 75.18867, 183.276, 394.1266, 518.0684, -7.629395e-06, 511.1576, -9.536743e-06, 0, 465.6387, -3.814697e-06, 94.7067, 935.2173, 0, 710.9832, 1.907349e-06, 384.345, 1674.621, 0, 618.9037, 724.739, 289.3221
2.9, 176.766, 299.5101, 316.199, 54.90992, 41.75136, 27.60483, 90.38857, 728.5028, 0, 448.7843, 187.5219, 214.1882, 737.7093, 39.49427, 381.1718, 190.5927, 202.6568, 458.7325, 496.8909, -7.629395e-06, 508.0051, -9.536743e-06, 0, 446.3109, -3.814697e-06, 90.37912, 1052.178, 0, 677.9065, 1.907349e-06, 390.5687, 1777.731, 0, 727.0129, 788.3372, 437.7027
3, 169.0407, 286.7762, 405.3309, 52.52017, 40.01282, 26.44631, 86.32918, 876.8837, 0, 474.8272, 256.8645, 208.6776, 813.6439, 37.86226, 364.7149, 182.6992, 200.8967, 506.0672, 544.0566, -7.629395e-06, 560.5397, -9.536743e-06, 0, 427.7855, -3.814697e-06, 151.0486, 1052.066, 0, 646.3685, 1.907349e-06, 483.2626, 1891.929, 0, 759.7931, 807.7446, 452.4886
3.1, 161.653, 305.3219, 388.2353, 50.23443, 38.34666, 182.405, 82.45209, 1108.816, 0, 452.5212, 245.766, 199.372, 929.7046, 36.2977, 348.9684, 175.1325, 327.3221, 594.5798, 595.3647, 440.6507, 710.3044, 133.0453, 0, 614.9946, -3.814697e-06, 189.451, 1040.548, 0, 650.43, 339.8577, 645.0125, 1942.052, 0, 726.4769, 1111.135, 433.1585
3.2, 154.5881, 405.6778, 455.5255, 48.04816, 36.74989, 270.5214, 78.74914, 1362.611, 0, 575.4362, 235.147, 190.4814, 1170.67, 34.79778, 333.9019, 167.8793, 353.4092, 733.0856, 571.0276, 584.9447, 1034.434, 264.4639, 0, 589.4675, -3.814697e-06, 387.8413, 1107.168, 0, 742.0327, 460.5956, 718.4159, 1962.897, 0, 728.8694, 1226.851, 621.0562
3.3, 147.832, 388.4301, 436.3128, 45.95705, 35.21961, 305.9609, 129.5806, 1544.447, 0, 548.4038, 304.0784, 218.8498, 1441.024, 33.35985, 319.4858, 160.9264, 336.9301, 898.136, 547.6853, 557.2802, 1208.907, 253.5274, 26.67313, 610.8061, -3.814697e-06, 370.1191, 1235.737, 0, 707.5115, 472.8977, 698.5814, 1940.045, 0, 752.0905, 1449.735, 594.525
3.4, 141.3712, 371.9157, 417.9104, 43.95694, 33.75305, 293.1204, 123.7611, 1479.528, 0, 522.6414, 290.9399, 209.0906, 1848.233, 31.98133, 305.6921, 154.2615, 342.0564, 1010.258, 525.2972, 653.3295, 1180.087, 243.0432, 113.8917, 663.2872, -1.907349e-06, 415.7593, 1282.566, 0, 674.5963, 583.8135, 723.603, 1961.269, 0, 764.1558, 1557.189, 569.1271
3.5, 135.1928, 356.1034, 400.2842, 42.04388, 32.34756, 325.1649, 149.5184, 1662.601, 0, 498.0892, 331.1684, 199.7666, 2024.222, 30.65978, 292.494, 147.8727, 346.3781, 1058.666, 584.2317, 676.3704, 1224.267, 232.9926, 109.284, 746.0924, -1.907349e-06, 407.2589, 1230.24, 0, 643.2124, 559.4596, 749.1494, 1916.206, 0, 780.7595, 1689.725, 544.8143
3.6, 129.2843, 340.9634, 383.4014, 40.21408, 31.00059, 311.5183, 168.3766, 1759.904, 0, 474.6904, 316.8594, 190.8583, 2307.92, 29.39284, 279.8657, 141.7484, 395.841, 1059.902, 560.3497, 644.3819, 1239.411, 223.3576, 104.8627, 780.9417, -1.907349e-06, 388.6494, 1300.294, 56.88405, 613.2885, 536.1216, 715.0217, 2019.813, 0, 746.5239, 1612.249, 521.54
3.7, 123.6341, 326.4671, 399.3123, 38.46391, 29.70971, 397.7148, 160.8148, 1818.186, 0, 452.3908, 303.1687, 218.2316, 2522.368, 28.17826, 267.7826, 135.8778, 377.3834, 1101.918, 537.4438, 613.9063, 1180.708, 214.121, 131.3003, 802.9191, -3.814697e-06, 370.8903, 1406.355, 189.716, 584.7568, 622.8172, 682.4487, 1936.14, 0, 713.7894, 1592.186, 499.2601
3.8, 118.2308, 336.5659, 382.4705, 36.78991, 28.47259, 433.0796, 153.5925, 1741.761, 0, 477.8866, 338.5881, 208.4999, 2647.26, 27.01386, 256.2211, 130.2503, 359.7864, 1053.077, 515.4744, 584.872, 1184.581, 205.2664, 125.9883, 903.9857, -1.907349e-06, 375.2493, 1404.968, 180.8167, 557.5524, 636.5209, 651.3595, 1909.105, 0, 784.0863, 1572.238, 477.9319
3.9, 113.0637, 322.2565, 421.3192, 35.18877, 78.72533, 474.3111, 146.6946, 1707.645, 0, 455.4369, 403.9409, 199.2022, 2637.965, 25.89758, 245.1589, 124.8559, 343.0099, 1059.271, 606.7344, 557.2109, 1128.475, 196.7779, 120.8912, 866.4631, -1.907349e-06, 358.1024, 1383.266, 172.3349, 531.6137, 609.9683, 621.6866, 1830.018, 0, 749.7048, 1630.363, 457.5149
4, 108.1224, 308.5555, 530.0585, 33.65731, 75.44717, 515.3729, 140.1065, 1707.705, 0, 471.3719, 386.4875, 190.3192, 2644.784, 24.82742, 234.5743, 119.6848, 327.0158, 1012.32, 581.9326, 572.7753, 1135.795, 188.6405, 116.0003, 871.5351, -2.861023e-06, 356.5491, 1413.902, 164.251, 571.2195, 613.1869, 593.3655, 1754.207, 0, 833.0857, 1555.609, 437.9701
4.1, 103.397, 295.4371, 507.7022, 32.19251, 98.83614, 493.7437, 133.8143, 1635.924, 0, 449.2282, 369.7883, 199.7399, 2739.013, 23.80149, 224.4466, 114.728, 311.7673, 1060.495, 558.1445, 630.9912, 1132.473, 180.8396, 111.3073, 864.1019, -1.907349e-06, 340.2568, 1398.321, 156.5462, 565.7941, 660.2932, 637.3479, 1830.489, 0, 873.7798, 1484.282, 419.2602
4.2, 98.87818, 282.8763, 486.2889, 30.79145, 94.72055, 473.0222, 127.8046, 1567.16, 0, 496.5187, 353.8107, 190.8328, 2618.069, 22.81795, 214.7562, 109.9764, 297.2299, 1013.49, 666.6953, 601.1489, 1240.455, 173.3613, 106.8041, 874.3115, -1.907349e-06, 324.709, 1398.391, 149.2029, 539.472, 632.7489, 745.2627, 1952.032, 0, 925.74, 1416.226, 401.3496
4.3, 94.55683, 270.8497, 465.7787, 29.45137, 90.77634, 453.1703, 122.0648, 1691.556, 0, 549.0439, 338.5233, 191.999, 2661.081, 21.87506, 205.4842, 105.4217, 283.3704, 968.5685, 639.4423, 572.7181, 1181.703, 166.1922, 102.4831, 838.0206, -1.907349e-06, 481.928, 1341.339, 142.204, 514.3745, 708.3727, 711.312, 1921.001, 0, 885.1471, 1567.63, 384.2041
4.4, 90.42434, 259.3343, 446.1335, 28.16961, 86.99638, 497.2213, 116.5829, 1620.454, 0, 523.2514, 323.8965, 197.5723, 2575.837, 20.97112, 196.6125, 101.0555, 270.1572, 925.6379, 632.781, 545.6318, 1151.066, 159.3196, 98.33694, 803.2361, -1.907349e-06, 459.9065, 1286.614, 135.5335, 526.4177, 678.8228, 678.908, 1965.712, 0, 912.8281, 1548.366, 367.7911
4.5, 86.47245, 248.3085, 427.317, 26.94363, 83.37381, 476.3539, 111.3471, 1697.429, 0, 517.2449, 309.9018, 188.7619, 2486.982, 20.10454, 188.1238, 96.87025, 345.8018, 908.1475, 606.9144, 519.8265, 1165.303, 152.7312, 94.35851, 799.5881, -1.907349e-06, 438.8913, 1234.122, 129.1758, 501.9275, 650.5056, 712.2727, 1975.88, 0, 872.8015, 1477.371, 352.0793
4.6, 82.69328, 237.7515, 409.294, 25.77101, 79.90208, 456.3622, 106.3464, 1676.185, 0, 506.7155, 296.5116, 180.3444, 2534.128, 19.27377, 180.0016, 92.85829, 329.6774, 905.0224, 582.1051, 495.2417, 1110.109, 146.4152, 112.1555, 809.2926, -1.907349e-06, 418.8364, 1443.064, 123.1164, 478.5765, 623.3696, 745.4492, 1894.027, 0, 834.5299, 1546.53, 542.5006
4.7, 79.07926, 227.6433, 392.0312, 24.64943, 76.57492, 461.3909, 174.6334, 1605.729, 0, 482.9115, 283.7, 172.3023, 2599.545, 18.47733, 172.2301, 89.01249, 356.7895, 864.9084, 607.134, 471.8196, 1057.53, 140.3605, 159.3457, 775.7006, -9.536743e-07, 399.6979, 1384.189, 117.3412, 578.6345, 645.2316, 711.4901, 1950.312, 0, 917.8834, 1475.62, 519.3253
4.8, 75.6232, 217.9649, 375.4966, 23.57665, 88.94648, 446.5833, 166.7906, 1538.235, 0, 489.4379, 389.337, 235.8486, 2597.775, 17.7138, 164.7942, 85.32597, 357.308, 826.5724, 618.5142, 590.0847, 1007.442, 134.5561, 152.8991, 796.1953, -9.536743e-07, 381.4339, 1327.717, 111.8369, 590.8054, 672.2149, 707.616, 1869.518, 0, 877.6351, 1407.961, 497.1399
4.9, 72.31818, 208.6979, 396.6994, 22.55057, 85.24271, 427.841, 159.2999, 1534.477, 0, 466.4455, 399.5604, 225.3313, 2494.432, 16.98182, 229.4681, 81.79212, 340.6471, 882.5258, 593.2307, 562.1771, 1016.031, 128.9918, 146.7132, 763.1469, 0, 364.0045, 1470.515, 106.5908, 605.2789, 644.1733, 683.7624, 1908.164, 0, 839.1516, 1390.922, 568.1451
5, 69.1576, 199.825, 379.9678, 21.56914, 86.98409, 409.8853, 152.1457, 1632.863, 0, 444.5332, 382.2963, 215.2831, 2562.963, 16.28009, 219.5609, 78.40463, 324.7631, 903.7473, 568.9808, 535.5894, 967.9083, 123.6575, 140.7776, 731.4702, -9.536743e-07, 347.3715, 1410.521, 101.5908, 577.1198, 617.3015, 689.8253, 1904.219, 0, 802.3555, 1379.387, 543.8743
5.1, 66.13515, 191.3293, 363.942, 20.63042, 112.3891, 494.2608, 145.3128, 1643.893, 0, 455.397, 365.7782, 226.4515, 2482.464, 15.60735, 210.0814, 75.15744, 309.6198, 863.6899, 545.7222, 574.0832, 922.0645, 118.5439, 135.0822, 701.1084, 0, 331.4986, 1508.477, 96.82536, 550.2707, 645.5627, 733.2002, 1907.612, 0, 767.173, 1420.443, 520.6402
5.2, 63.24479, 183.1947, 348.592, 19.73256, 107.7092, 473.5176, 197.8936, 1599.091, 0, 482.0381, 349.9738, 216.3533, 2498.403, 14.96242, 201.0112, 72.04473, 295.1825, 825.4079, 523.4142, 546.9324, 952.6099, 113.6417, 129.6171, 672.0068, 0, 316.3509, 1581.853, 92.28344, 576.924, 671.9732, 707.2748, 1828.587, 0, 804.8918, 1407.381, 563.7845
5.3, 60.48075, 175.4061, 416.0842, 18.87378, 103.2242, 453.645, 241.3454, 1531.875, 0, 521.0118, 334.8522, 206.7054, 2411.562, 14.34413, 192.3327, 69.06094, 313.2033, 878.9381, 502.0183, 521.0656, 907.4907, 108.9422, 124.3732, 644.1132, -9.536743e-07, 301.8954, 1517.316, 87.95457, 550.084, 643.9417, 805.6083, 1788.462, 0, 791.0761, 1367.772, 553.3166
5.4, 115.4867, 167.9486, 398.5351, 18.05237, 98.92585, 434.6064, 230.5065, 1467.485, 0, 496.5363, 434.3722, 219.8451, 2493.53, 13.7514, 208.6292, 66.20073, 358.8532, 872.5358, 481.4969, 496.4222, 864.5084, 104.4371, 119.3414, 739.1055, -4.768372e-07, 288.1005, 1545.343, 83.82877, 524.4928, 617.0795, 840.7819, 1747.903, 0, 784.9124, 1362.283, 551.2634
5.5, 124.9073, 160.8081, 381.7261, 17.2667, 94.80653, 416.3668, 220.1543, 1693.187, 0, 473.2104, 415.604, 210.0415, 2503.989, 13.18316, 239.5801, 63.45897, 342.1202, 872.6759, 461.8145, 472.9442, 929.7239, 100.1183, 114.5132, 708.4267, 0, 274.9359, 1589.045, 79.89649, 500.0921, 591.338, 923.3307, 1751.766, 0, 750.4946, 1299.82, 583.1032
5.6, 191.3439, 153.9712, 365.626, 16.51524, 90.85875, 398.8926, 210.2671, 1741.59, 0, 450.9804, 483.8911, 200.675, 2393.423, 12.63839, 229.2363, 60.83077, 326.1675, 867.694, 491.9312, 450.5767, 939.0225, 95.97804, 109.8804, 761.295, 0, 262.3728, 1524.214, 161.5991, 497.5557, 672.5492, 930.1661, 1808.988, 0, 803.1497, 1402.631, 558.1933
5.7, 278.4453, 147.425, 350.205, 15.79647, 252.6686, 445.1036, 200.8239, 1696.655, 0, 571.0614, 462.9833, 191.7263, 2436.05, 12.11614, 219.3391, 58.31141, 337.3694, 913.5127, 471.8222, 578.2767, 894.5468, 92.00903, 105.4349, 729.6953, 0, 435.9274, 1530.067, 154.0188, 558.3691, 644.4937, 887.7921, 1865.986, 0, 767.9323, 1338.319, 534.3475
5.8, 266.2762, 141.1571, 335.4344, 15.10899, 242.1474, 478.2034, 191.8048, 1759.317, 0, 641.2631, 442.9789, 183.1766, 2328.483, 11.61547, 209.8692, 55.8964, 351.3014, 940.0252, 452.5352, 550.9276, 941.022, 88.20414, 101.1693, 789.5044, 0, 527.7314, 1467.642, 249.6445, 532.3925, 693.5864, 847.3484, 1815.768, 175.1141, 734.2592, 1339.583, 607.7931
5.9, 254.6389, 135.1557, 321.2868, 14.45143, 232.0642, 554.7768, 183.1908, 1821.756, 0, 656.4107, 423.8388, 175.0081, 2433.351, 11.13549, 212.1043, 53.5814, 334.9206, 898.3598, 504.267, 524.8718, 969.8494, 84.55661, 123.5513, 756.7337, 0, 624.8268, 1407.765, 237.9341, 507.6242, 664.6533, 972.2639, 1869.865, 513.6367, 755.0596, 1278.162, 581.8284
6, 243.5102, 129.4095, 307.7359, 13.82248, 262.7175, 531.4938, 323.8757, 1745.181, 0, 680.6785, 462.6099, 167.204, 2457.262, 10.67535, 202.9468, 51.36229, 319.3036, 1003.093, 483.6537, 583.2945, 923.9136, 81.05991, 167.4238, 773.5634, 4.768372e-07, 596.2756, 1529.029, 226.773, 484.0082, 677.8132, 927.972, 1792.404, 491.7909, 721.9509, 1407.517, 614.3639
6.1, 232.8679, 123.9075, 294.7566, 13.22091, 348.0026, 509.1881, 463.9134, 1671.825, 0, 648.7022, 544.4568, 159.7478, 2438.521, 10.23421, 194.1846, 49.23507, 319.7219, 958.6319, 531.1514, 650.4294, 900.6213, 77.70781, 160.6503, 904.782, 4.768372e-07, 744.7035, 1466.647, 216.1354, 461.491, 678.7645, 885.698, 1773.405, 470.8743, 690.2941, 1342.98, 691.4611
6.2, 222.6907, 118.6395, 282.3246, 12.64552, 333.5115, 550.7393, 610.4405, 1601.552, 0, 618.228, 540.5427, 152.6241, 2480.051, 9.811311, 185.8008, 47.19596, 386.7937, 916.1417, 543.8439, 619.6678, 937.3935, 74.49433, 154.1509, 1062.531, 4.768372e-07, 710.6747, 1597.437, 205.9968, 440.0213, 650.4497, 866.165, 1699.939, 450.8474, 733.3027, 1281.403, 661.9222
6.3, 212.9582, 113.5955, 270.417, 12.09517, 319.624, 527.6259, 630.4043, 1654.423, 0, 589.1855, 517.1872, 145.8181, 2478.515, 9.405883, 242.9015, 45.2413, 368.758, 875.535, 521.6129, 590.3611, 920.7369, 71.41374, 147.9144, 1121.213, 0, 678.2007, 1532.264, 196.3339, 630.5316, 714.5674, 826.7066, 1694.168, 431.6721, 701.1481, 1222.649, 775.8957
6.4, 226.3715, 108.7659, 259.0116, 11.56878, 306.3147, 521.1141, 714.1995, 1612.724, 0, 561.5073, 514.3195, 221.1388, 2448.682, 9.017208, 251.4949, 43.3676, 351.5632, 836.728, 500.2905, 562.4404, 1011.297, 68.46055, 141.9302, 1097.08, 0, 647.2108, 1469.75, 187.1242, 601.1976, 684.759, 789.0457, 1660.611, 413.3125, 670.4033, 1166.589, 742.7498
6.5, 216.4782, 104.1416, 248.0873, 11.06529, 315.0839, 499.2439, 682.1245, 1544.936, 0, 535.1293, 492.097, 214.3796, 2536.51, 8.644594, 240.6367, 41.57149, 407.6098, 878.9229, 479.8398, 535.8402, 963.3986, 65.62948, 136.1882, 1067.186, 0, 617.6368, 1409.786, 178.3465, 689.8632, 710.9476, 753.1005, 1704.085, 395.7337, 780.634, 1113.099, 711.0198
