 , C000, C005, C006, C008, C011, C014, C015, C016, C018, C019, C020, C022, C023, C025, C028, C030, C032, C033, C035, C037, C038, C040, C041, C043, C044, C045, C047, C049, C053, C055, C056, C057, C061, C062, C067, C069
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
404.9, 2535.874, 476.1526, 1774.149, 291.01, 42.32521, 627.9573, 1006.241, 322.6589, 1329.454, 9.998934, 1371.566, 27.99044, 21.29493, 10.81818, 61.13792, 2680.392, 9.234529, 491.9564, 530.2845, 2057.193, 975.6374, 198.4791, 539.7068, 1481.535, 792.1099, 702.3195, 2134.365, 775.7412, 117.1116, 1373.526, 1211.721, 2922.739, 1162.991, 1837.913, 1361.614, 1293.26
405, 2458.64, 455.9086, 1699.321, 394.9119, 40.56277, 601.6031, 961.0499, 309.0964, 1294.511, 9.529213, 1312.304, 26.74226, 20.35463, 10.37115, 58.49832, 2760.256, 8.803932, 470.151, 508.6077, 1983.456, 970.4243, 190.2713, 517.8718, 1482.271, 752.7491, 778.9817, 2111.901, 784.0772, 111.6633, 1410.725, 1215.688, 2877.511, 1258.3, 1784.106, 1299.183, 1238.012
405.1, 2392.1, 436.5254, 1644.269, 377.7248, 38.87372, 576.3549, 1018.718, 296.104, 1240.417, 9.081558, 1255.602, 25.54973, 19.45585, 9.942586, 55.97268, 2735.726, 8.393414, 449.3122, 487.817, 1933.208, 924.4612, 182.403, 541.5776, 1420.745, 750.0814, 743.3865, 2025.739, 747.2974, 106.4685, 1351.876, 1160.307, 2810.135, 1242.342, 1705.874, 1239.614, 1185.125
405.2, 2453.655, 417.9661, 1681, 377.8191, 37.255, 552.1664, 986.9321, 283.6577, 1253.916, 8.654933, 1270.729, 24.41039, 18.59675, 9.531734, 53.55608, 2622.424, 8.002038, 429.397, 467.8762, 1889.007, 880.6752, 174.86, 519.667, 1410.58, 832.4808, 709.4179, 2041.983, 712.2429, 277.8694, 1341.51, 1107.449, 2760.446, 1189.503, 1727.602, 1182.776, 1134.497
405.3, 2393.628, 400.196, 1671.519, 361.3759, 35.70369, 528.993, 942.6086, 271.7346, 1265.664, 8.248349, 1215.823, 238.0518, 17.77559, 9.137858, 51.24381, 2585.692, 7.628911, 410.3645, 448.7505, 1942.024, 881.9322, 167.629, 498.6428, 1352.03, 791.114, 708.1357, 2118.598, 726.825, 264.9423, 1285.549, 1161.731, 2684.794, 1199.664, 1728.993, 1128.544, 1086.032
405.4, 2419.539, 383.1814, 1669.891, 345.6484, 34.21697, 506.7921, 900.2756, 260.3126, 1212.775, 7.860866, 1253.099, 260.1795, 16.99069, 8.760259, 49.03138, 2478.604, 7.273183, 392.1756, 430.4066, 1945.943, 840.1605, 160.6969, 478.4692, 1314.88, 751.8027, 675.7778, 2173.125, 692.7308, 294.8085, 1272.117, 1175.114, 2655.214, 1167.729, 1653.178, 1076.799, 1089.819
405.5, 2339.127, 366.8901, 1599.46, 330.6054, 32.79216, 618.2216, 906.5142, 249.3708, 1213.842, 7.491585, 1268.291, 248.5773, 16.24045, 8.398263, 46.91447, 2534.271, 6.934042, 374.7929, 505.4224, 1853.911, 800.3673, 154.0516, 459.1117, 1273.574, 755.2611, 644.8985, 2084.465, 660.2359, 281.0933, 1402.84, 1121.582, 2649.884, 1143.807, 1580.688, 1027.426, 1191.671
405.6, 2298.534, 351.2915, 1609.027, 333.3019, 31.42668, 592.276, 865.8022, 238.8889, 1219.682, 7.139652, 1342.159, 237.4924, 15.52333, 8.051226, 44.88895, 2497.382, 6.610715, 358.1807, 484.7619, 1766.231, 806.7744, 147.681, 538.0288, 1242.76, 747.7651, 615.4302, 2089.788, 629.2653, 268.0161, 1344.32, 1070.488, 2654.404, 1123.199, 1651.099, 980.3176, 1168.43
405.7, 2424.503, 336.3561, 1595.972, 318.7962, 30.11806, 567.4193, 922.231, 228.8475, 1179.739, 6.804252, 1284.168, 226.9018, 14.83788, 7.718529, 42.95089, 2393.951, 6.302464, 399.914, 464.9459, 1798.466, 812.0297, 141.5739, 562.6861, 1231.737, 710.6079, 587.3084, 2004.528, 633.2318, 289.943, 1338.344, 1170.56, 2665.439, 1109.723, 1607.167, 935.3688, 1132.054
405.8, 2318.543, 322.0557, 1528.659, 304.9218, 158.4924, 543.6058, 934.7329, 219.2283, 1206.416, 6.484608, 1228.682, 216.7835, 14.1827, 7.39958, 41.0965, 2454.789, 6.008587, 499.7921, 490.5044, 1819.506, 773.5688, 135.7194, 539.9214, 1243.739, 695.5568, 560.4717, 1971.371, 696.4073, 276.4541, 1282.515, 1117.235, 2659.724, 1131.13, 1568.423, 892.481, 1208.024
405.9, 2294.543, 308.3632, 1564.936, 291.6513, 151.8927, 629.3825, 892.7537, 210.0133, 1211.452, 6.17998, 1244.139, 207.1165, 13.55644, 7.09381, 39.32217, 2558.479, 5.728414, 477.6395, 470.4537, 1733.454, 736.9297, 130.1069, 518.0778, 1250.53, 660.9938, 654.8945, 1972.669, 669.1772, 263.5928, 1301.233, 1214.637, 2678.507, 1200.993, 1572.956, 851.5597, 1293.083
406, 2355.525, 295.2529, 1656.347, 278.9583, 145.5678, 602.9685, 1004.35, 201.1857, 1274.107, 5.889662, 1190.383, 197.8804, 12.95784, 240.4711, 37.62445, 2568.956, 5.461304, 532.5539, 451.2226, 1809.568, 702.0259, 260.7147, 551.3478, 1384.687, 678.6121, 624.9694, 1940.178, 690.9445, 330.8883, 1316.418, 1159.304, 2652.677, 1210.285, 1666.106, 1052.985, 1432.632
406.1, 2450.66, 282.7, 1586.488, 266.8177, 139.5063, 613.6247, 1150.107, 192.7292, 1220.865, 5.612983, 1479.543, 189.0563, 12.38567, 368.3996, 36.00003, 2740.028, 5.206649, 569.7014, 540.7338, 1741.486, 738.1899, 249.9333, 529.0419, 1450.728, 644.8912, 645.3061, 2114.339, 901.7821, 315.4946, 1261.503, 1221.424, 2542.787, 1302.853, 1893.08, 1181.108, 1515.303
406.2, 2360.723, 270.6808, 1648.791, 255.2054, 133.6972, 685.1302, 1098.455, 184.6281, 1310.854, 5.349301, 1415.615, 180.6257, 11.83877, 401.803, 34.44575, 2824.789, 4.963868, 582.1788, 526.8111, 1718.993, 743.8693, 325.5628, 568.2235, 1390.511, 644.4546, 857.4371, 2097.134, 978.1913, 300.817, 1457.023, 1165.782, 2769.146, 1367.884, 1934.456, 1200.212, 1492.425
406.3, 2515.325, 259.1726, 1579.25, 244.0986, 128.13, 656.3766, 1165.109, 176.8676, 1256.077, 5.098007, 1412.422, 172.571, 11.31602, 519.2067, 32.95856, 2759.946, 4.732408, 625.3369, 505.2763, 1674.611, 708.6368, 333.1993, 559.9761, 1433.739, 612.431, 1002.899, 2011.574, 1016.296, 308.3618, 1511.115, 1163.755, 2654.43, 1512.73, 1978.374, 1216.437, 1610.101
406.4, 2502.654, 248.1537, 1514.88, 268.028, 122.7946, 628.8297, 1112.784, 169.4332, 1203.588, 4.858517, 1473.042, 164.8755, 10.81634, 497.7517, 31.53559, 2756.171, 4.511741, 597.6196, 537.4652, 1595.411, 675.0731, 366.0997, 537.3212, 1503.066, 581.9987, 1063.609, 2007.923, 1012.084, 394.0334, 1448.078, 1110.74, 2600.882, 1633.964, 2064.881, 1160.662, 1737.438
406.5, 2514.823, 237.6032, 1565.114, 272.2056, 117.6814, 639.6102, 1073.151, 433.0784, 1229.431, 4.630278, 1409.395, 157.5231, 10.33874, 477.1834, 30.17405, 2642.022, 4.301363, 571.1309, 515.4949, 1715.52, 643.0991, 370.4629, 515.5827, 1440.677, 553.0786, 1015.008, 2050.845, 1064.172, 389.7958, 1454.435, 1218.849, 2625.253, 1904.001, 2102.011, 1107.444, 1772.593
406.6, 2452.859, 227.5014, 1499.102, 260.3589, 112.7811, 644.3349, 1060.759, 414.8746, 1178.056, 4.412761, 1471.564, 150.4987, 9.882218, 457.465, 28.8713, 2669.388, 4.100795, 545.8162, 494.4226, 1669.467, 657.969, 355.143, 494.7237, 1380.877, 626.7078, 1205.935, 2029.104, 1014.254, 401.8093, 1393.763, 1163.324, 2609.963, 2031.104, 2009.84, 1214.283, 1803.684
406.7, 2398.877, 217.829, 1449.974, 249.0278, 108.0848, 617.2934, 1096.814, 397.436, 1185.328, 4.205462, 1490.797, 143.7874, 9.445858, 455.3464, 27.62479, 2558.833, 3.909579, 521.6236, 474.2118, 1710.212, 626.8051, 340.4566, 474.7086, 1323.56, 595.566, 1304.251, 2090.959, 1057.931, 425.5764, 1456.045, 1138.529, 2501.842, 2257.034, 1998.425, 1264.688, 1808.759
406.8, 2339.557, 208.5678, 1468.823, 238.1898, 103.5841, 591.3868, 1156.291, 380.7304, 1210.063, 4.007902, 1426.384, 137.3755, 9.028766, 552.6353, 26.4321, 2598.905, 3.72728, 498.5033, 545.8088, 1629.328, 703.8774, 463.518, 455.5033, 1520.349, 604.0491, 1244.654, 2110.774, 1023.222, 405.7775, 1448.562, 1086.663, 2496.408, 2245.692, 2037.18, 1206.7, 1815.344
406.9, 2377.318, 199.7004, 1518.055, 227.8234, 99.27082, 566.5674, 1120.173, 364.727, 1209.109, 3.819623, 1364.753, 131.2495, 8.630091, 572.2723, 25.29091, 2528.209, 3.553481, 476.4078, 523.4974, 1769.915, 715.8666, 444.35, 437.075, 1457.243, 619.8436, 1187.78, 2024.658, 975.2244, 386.8997, 1388.135, 1065.511, 2553.616, 2150.179, 1999.294, 1151.372, 1898.997
407, 2284.396, 191.21, 1545.226, 268.1963, 95.13714, 542.7896, 1077.588, 349.3962, 1158.583, 3.640188, 1525.426, 125.3966, 8.24902, 548.6245, 24.19898, 2607.292, 3.387785, 455.2916, 502.0981, 1686.208, 681.9604, 425.9746, 449.3804, 1419.648, 589.0429, 1213.733, 2118.39, 964.545, 398.3956, 1409.253, 1281.195, 2605.232, 2153.412, 2134.247, 1294.056, 1972.973
407.1, 2384.042, 183.0805, 1569.57, 256.5241, 91.17558, 732.0798, 1167.252, 502.0908, 1192.63, 3.469182, 1470.671, 119.8048, 7.884775, 592.3156, 23.1542, 2529.034, 3.229817, 435.1114, 481.5734, 1665.305, 742.2395, 436.7607, 431.1998, 1643.714, 685.7745, 1184.349, 2087.913, 1046.291, 404.5649, 1441.453, 1409.594, 2534.786, 2129.212, 2103.082, 1234.722, 1936.53
407.2, 2279.851, 175.2967, 1503.37, 245.3598, 87.37899, 896.8209, 1442.374, 564.652, 1187.648, 3.30621, 1666.878, 114.4623, 239.1798, 567.8397, 22.15453, 2530.176, 3.079214, 544.0125, 543.878, 1716.289, 707.0842, 418.6992, 579.8331, 1694.487, 651.6977, 1173.853, 2151.334, 1034.12, 427.5109, 1529.637, 1345.379, 2556.009, 2038.654, 2010.864, 1178.109, 2004.091
407.3, 2285.951, 167.8439, 1439.963, 234.6815, 83.74049, 1055.808, 1581.902, 540.9177, 1138.019, 3.150894, 1870.634, 109.358, 315.5932, 689.3442, 21.19801, 2517.288, 2.935633, 519.8998, 596.0347, 1777.387, 734.2014, 401.3846, 556.3748, 1701.208, 619.3141, 1120.214, 2220.664, 985.6112, 517.5616, 1519.828, 1376.854, 2500.162, 2105.547, 1922.689, 1311.63, 1918.477
407.4, 2436.428, 160.7078, 1379.23, 224.4678, 80.25349, 1211.033, 1575.447, 518.181, 1097.764, 3.002874, 2013.146, 104.4814, 440.6908, 740.5355, 20.2828, 2442.614, 2.798748, 528.3005, 588.5181, 1795.317, 735.4691, 521.142, 533.8655, 1663.246, 588.5398, 1069.027, 2269.713, 1041.521, 493.4834, 1456.429, 1386.508, 2494.634, 2034.753, 1838.381, 1251.49, 1836.52
407.5, 2398.966, 153.8752, 1355.44, 214.6987, 76.91171, 1334.545, 1538.069, 496.4001, 1162.483, 2.861808, 1951.977, 99.82224, 446.5983, 709.9347, 19.40709, 2449.572, 2.668245, 595.2855, 681.2443, 1786.293, 700.6345, 527.0699, 559.0771, 1594.208, 559.2947, 1020.178, 2299.316, 1024.906, 494.4422, 1506.391, 1527.412, 2391.291, 1948.212, 1757.77, 1260.744, 1883.131
407.6, 2350.224, 147.3331, 1337.131, 205.3548, 73.70907, 1296.635, 1468.994, 510.9888, 1113.906, 2.727368, 2073.041, 95.37083, 503.5015, 721.9468, 18.5692, 2402.922, 2.543828, 588.7576, 653.3966, 1745.914, 667.4498, 505.2738, 536.4585, 1786.19, 531.5027, 973.5615, 2458.519, 1129.354, 471.4395, 1486.347, 1541.633, 2391.381, 1985.586, 1772.346, 1202.937, 2009.246
407.7, 2463.959, 141.0691, 1361.828, 196.4175, 70.63979, 1280.539, 1511.992, 674.4318, 1067.358, 2.599245, 1983.469, 91.11794, 580.8948, 709.1852, 17.76748, 2487.574, 2.425211, 562.6617, 626.6873, 1684.89, 635.8368, 514.3798, 577.3505, 1816.217, 505.0918, 929.0751, 2358.215, 1154.013, 449.507, 1551.104, 1581.752, 2412.502, 1901.136, 1795.275, 1222.351, 2272.985
407.8, 2356.275, 135.0715, 1504.609, 187.8692, 67.69831, 1226.797, 1529.556, 646.0831, 1144.712, 2.47714, 2068.95, 87.05469, 555.2447, 679.8799, 17.00038, 2384.549, 2.312126, 578.7941, 896.1354, 1652.99, 675.4451, 493.1085, 553.9926, 1753.068, 479.9933, 923.8432, 2553.462, 1155.936, 428.5948, 1486.399, 1682.584, 2361.892, 1925.481, 1716.553, 1202.753, 2247.561
407.9, 2539.921, 129.3288, 1460.569, 179.6929, 64.87932, 1257.695, 1552.276, 618.926, 1130.932, 2.360771, 2107.465, 83.17263, 530.7272, 651.7855, 16.26639, 2412.736, 2.204314, 553.1398, 859.5035, 1670.946, 643.4534, 472.7168, 587.3199, 1748.956, 456.1419, 948.0577, 2639.42, 1184.321, 530.9289, 1585.762, 1680.723, 2373.171, 1965.724, 1753.08, 1288.674, 2177.723
408, 2476.067, 123.8303, 1398.966, 171.8724, 62.17772, 1384.634, 1536.127, 592.9103, 1154.038, 2.249869, 2177.78, 79.46369, 507.2924, 624.8521, 15.5641, 2383.774, 2.101529, 843.7347, 824.369, 1620.723, 612.977, 453.1684, 563.5587, 1772.128, 433.4758, 904.7368, 2636.068, 1128.766, 506.2288, 1674.245, 1604.157, 2417.437, 1882.119, 1754.322, 1257.962, 2221.766
408.1, 2492.723, 118.5655, 1431.85, 164.3923, 59.58861, 1326.524, 1572.024, 567.9882, 1105.814, 2.144176, 2125.612, 75.92014, 517.8617, 599.0316, 14.89212, 2369.414, 2.003537, 806.3373, 821.8506, 1719.704, 638.3029, 600.272, 540.7588, 1871.461, 476.9272, 863.3953, 2613.954, 1162.808, 482.6777, 1639.812, 1692.87, 2442.75, 1847.583, 1730.288, 1269.23, 2258.622
408.2, 2383.782, 113.5246, 1382.411, 261.9119, 57.10731, 1290.02, 1570.544, 544.1137, 1121.556, 2.043449, 2262.88, 72.53461, 629.145, 574.2781, 14.24916, 2367.019, 1.910115, 770.5974, 825.0978, 2258.165, 677.4097, 575.4488, 518.8813, 1837.733, 453.2282, 823.9429, 2679.915, 1175.547, 460.2224, 1743.418, 1615.751, 2341.555, 1946.377, 1861.257, 1245.847, 2259.28
408.3, 2305.217, 108.6981, 1324.106, 250.5132, 54.72934, 1343.005, 1555.63, 521.2427, 1074.688, 1.947454, 2165.106, 101.3493, 665.9879, 550.5475, 13.63396, 2452.738, 1.821048, 736.4417, 905.0063, 2703.739, 645.325, 551.652, 497.8889, 1761.452, 430.7068, 1010.909, 2570.578, 1200.632, 438.8116, 1727.648, 1742.672, 2348.149, 1863.595, 1860.123, 1275.393, 2220.741
408.4, 2436.953, 104.0767, 1401.303, 239.6105, 52.45038, 1286.642, 1485.766, 499.3331, 1119.76, 1.855968, 2197.506, 96.82979, 636.5804, 527.7975, 13.04532, 2351.156, 1.736134, 703.7998, 868.0118, 2917.12, 684.1583, 528.8394, 511.4695, 1830.712, 409.3046, 984.374, 2515.066, 1185.413, 418.397, 1655.578, 1687.934, 2344.203, 1784.333, 1980.453, 1240.401, 2174.006
408.5, 2358.726, 99.65178, 1427.234, 245.0692, 50.26632, 1232.644, 1419.04, 551.4446, 1096.365, 1.76878, 2131.458, 92.51183, 634.0433, 548.9022, 12.48209, 2370.999, 1.65518, 672.6047, 832.5295, 2834.162, 651.7539, 506.9701, 490.7769, 1754.723, 388.9658, 939.3936, 2602.79, 1129.807, 426.3362, 1629.437, 1639.819, 2318.61, 1922.787, 1893.612, 1278.028, 2259.295
408.6, 2310.731, 95.41501, 1505.206, 234.4035, 48.17321, 1217.491, 1406.02, 528.2655, 1111.066, 1.685688, 2271.927, 88.38643, 606.0464, 526.2202, 11.94318, 2272.802, 1.578001, 642.7924, 798.4976, 2844.033, 620.8843, 486.0052, 470.9215, 1681.888, 455.1958, 896.4684, 2755.968, 1143.703, 517.5955, 1606.093, 1565.116, 2303.632, 1841.008, 1843.197, 1312.067, 2162.779
408.7, 2315.987, 91.35837, 1478.79, 224.202, 46.16726, 1166.395, 1351.49, 588.9952, 1232.796, 1.606499, 2290.16, 84.44499, 579.2857, 540.8079, 11.42754, 2185.914, 1.504421, 614.3014, 839.0291, 3095.418, 591.4769, 493.2312, 466.7853, 1703.506, 527.538, 855.5048, 2643.529, 1194.327, 493.5157, 1667.887, 1584.312, 2331.265, 1837.9, 1848.047, 1251.907, 2235.295
408.8, 2214.769, 87.47419, 1424.512, 214.4444, 44.24483, 1221.601, 1376.507, 599.7244, 1347.083, 1.531031, 2191.207, 80.67931, 604.3458, 518.4604, 10.93416, 2333.061, 1.434271, 587.0732, 804.7315, 3162.032, 656.6805, 689.1788, 480.3783, 1778.242, 532.2908, 922.7851, 2623.674, 1138.303, 470.5561, 1742.829, 1512.138, 2316.248, 1897.285, 1785.763, 1359.528, 2139.804
408.9, 2326.024, 83.75516, 1494.139, 205.1116, 42.40245, 1170.333, 1427.495, 635.6147, 1511.933, 1.459107, 2189.783, 77.08156, 587.605, 497.0363, 10.46208, 2267.83, 1.367392, 561.0519, 771.8359, 3174.779, 625.5776, 660.6789, 460.9436, 1704.43, 505.8408, 880.6189, 2587.39, 1084.907, 448.6646, 1830.908, 1652.585, 2335.867, 1816.591, 1783.816, 1297.192, 2183.979
409, 2224.368, 80.19424, 1541.343, 199.2793, 40.6368, 1155.193, 1456.834, 608.8976, 1638.329, 1.390563, 2193.047, 73.64424, 652.2366, 476.4975, 10.01039, 2176.861, 1.303632, 536.184, 740.285, 3275.859, 595.9478, 633.3577, 506.4303, 1633.683, 480.705, 857.7053, 2578.923, 1115.462, 427.7917, 1754.531, 1593.126, 2486.533, 1826.786, 1750.306, 1237.714, 2090.68
409.1, 2373.267, 76.78472, 1516.498, 259.4511, 38.94466, 1187.334, 1391.407, 628.8878, 1569.867, 1.325238, 2160.566, 70.36021, 623.4364, 456.8074, 9.578192, 2259.661, 1.242845, 512.4183, 710.0239, 3195.668, 567.7214, 607.1662, 485.9417, 1628.076, 456.8183, 860.086, 2780.986, 1063.138, 407.8897, 1762.538, 1541.552, 2416.608, 1875.275, 1722.807, 1180.963, 2166.849
409.2, 2269.546, 73.52016, 1452.536, 248.1595, 37.32299, 1191.518, 1328.918, 602.4534, 1617.208, 1.262982, 2130.817, 67.22262, 595.9078, 437.931, 9.164657, 2323.311, 1.184893, 489.706, 757.705, 3154.197, 540.832, 582.0579, 466.2819, 1748.687, 493.1785, 820.7849, 2723.05, 1020.16, 388.9137, 1689.014, 1481.341, 2429.233, 1795.517, 1787.528, 1126.815, 2143.738
409.3, 2275.76, 70.39439, 1400.974, 237.3593, 35.76884, 1190.138, 1350.837, 693.9103, 1669.466, 1.203651, 2102.99, 64.22495, 569.5948, 419.8346, 8.768976, 2227.089, 1.129642, 468.0004, 855.3618, 3061.083, 515.2161, 557.9878, 447.4174, 1676.102, 468.672, 830.6125, 2667.043, 1069.216, 370.8204, 1675.732, 1490.987, 2433.106, 1768.848, 1709.147, 1166.874, 2052.158
409.4, 2176.301, 67.40152, 1440.853, 227.0291, 34.27941, 1140.19, 1322.162, 664.7429, 1599.703, 1.147107, 2108.905, 61.36094, 544.4437, 402.4859, 8.390379, 2257.78, 1.076968, 447.2569, 841.7856, 2964.435, 583.894, 534.9131, 453.8711, 1689.986, 445.3832, 792.6581, 2751.424, 1074.353, 353.5689, 1648.535, 1504.627, 2404.08, 1775.503, 1730.549, 1113.371, 1985.639
409.5, 2207.719, 64.53589, 1545.319, 217.1485, 32.852, 1092.339, 1262.783, 636.8014, 1806.946, 1.093219, 2017.784, 246.2784, 520.4032, 385.8542, 8.028128, 2217.421, 1.02675, 427.4328, 858.1875, 3010.784, 556.2385, 512.7927, 449.5042, 1698.973, 423.2516, 837.6147, 2704.884, 1023.957, 337.12, 1629.362, 1436.083, 2426.823, 1769.933, 1753.824, 1123.699, 1952.215
409.6, 2155.665, 61.7921, 1491.491, 241.5105, 31.48403, 1128.688, 1219.912, 610.0344, 1787.473, 1.041863, 2114.085, 320.759, 497.4242, 369.9097, 7.681516, 2283.931, 0.9788741, 408.4874, 823.1068, 3025.454, 529.8929, 491.587, 434.3676, 1696.412, 402.2198, 799.3404, 2736.528, 999.6245, 321.4364, 1621.741, 1486.908, 2446.852, 1828.214, 1676.92, 1072.176, 2061.121
409.7, 2240.01, 59.16496, 1615.796, 230.9996, 30.17302, 1081.319, 1293.557, 584.3925, 1919.393, 0.9929191, 2088.796, 461.3326, 475.4599, 435.8979, 7.34987, 2273.251, 0.9332302, 390.3817, 789.46, 2882.367, 504.7952, 471.2582, 463.4828, 1625.998, 382.2331, 762.8149, 2836.272, 995.9983, 306.4824, 1694.865, 1476.277, 2400.09, 1750.457, 1656.664, 1143.116, 2039.857
409.8, 2142.113, 56.64952, 1547.646, 220.9462, 28.9166, 1084.877, 1298.686, 559.8284, 1977.11, 0.9462747, 1998.544, 440.7603, 454.4654, 417.8855, 7.032542, 2242.894, 0.8897147, 373.0785, 757.1887, 2973.005, 539.4843, 451.7701, 444.7316, 1660.388, 363.2396, 979.7985, 2720.557, 977.0573, 338.5767, 1689.734, 1471.148, 2407.668, 1843.542, 1773.533, 1090.703, 1952.715
409.9, 2133.363, 54.24102, 1485.177, 211.3304, 27.7125, 1168.323, 1240.361, 536.2969, 1894.491, 0.9018214, 2073.007, 462.7468, 434.3979, 400.6174, 6.728914, 2150.003, 0.8482282, 356.5423, 827.102, 2862.884, 513.9323, 433.0879, 426.7391, 1617.496, 345.1898, 935.0271, 2609.562, 1037.957, 390.4605, 1659.885, 1488.743, 2431.471, 1765.133, 1695.765, 1040.693, 1942.813
410, 2122.615, 51.93493, 1564.547, 207.6914, 26.55854, 1136.941, 1184.656, 513.7545, 1890.675, 0.8594565, 2070.672, 442.1114, 415.2166, 384.0629, 6.438396, 2127.709, 0.8086762, 340.739, 793.292, 2845.103, 489.5905, 415.1783, 409.4745, 1669.585, 476.7838, 892.3015, 2672.298, 989.2677, 372.2953, 1750.016, 1420.923, 2330.744, 1737.61, 1621.407, 992.9756, 1859.817
410.1, 2050.603, 49.72687, 1498.559, 198.6524, 25.45263, 1089.226, 1207.762, 492.1595, 1821.229, 0.8190817, 1981.203, 422.3962, 396.8823, 368.1924, 6.16042, 2090.142, 0.7709686, 325.6362, 760.864, 2710.546, 527.8651, 398.0093, 478.3274, 1600.284, 453.092, 851.5283, 2618.444, 942.8627, 354.9752, 1677.014, 1356.192, 2234.19, 1735.491, 1715.526, 947.4464, 1780.366
410.2, 1960.983, 47.6127, 1441.273, 190.0068, 24.39277, 1167.272, 1259.155, 471.4724, 1845.878, 0.7806036, 1978.24, 403.5602, 379.3575, 396.1533, 5.894446, 2059.475, 0.7350191, 311.2028, 729.7617, 2731.415, 502.8634, 381.5502, 458.9756, 1615.146, 450.9976, 812.6181, 2635.138, 938.0182, 458.7674, 1792.556, 1320.286, 2279.612, 1724.016, 1823.3, 904.0048, 1801.002
410.3, 1875.281, 45.58841, 1500.198, 268.7817, 23.37704, 1149.176, 1225.089, 451.6547, 1931.188, 0.7439331, 1985.72, 385.5641, 362.6065, 518.4582, 5.639956, 2074.912, 0.7007459, 297.4091, 835.0699, 2881.387, 479.0459, 365.7719, 440.4068, 1675.852, 500.7692, 878.4715, 2625.423, 1006.218, 437.4243, 1717.779, 1443.804, 2336.176, 1755.691, 1776.423, 1053.155, 1749.28
410.4, 1793.324, 43.65018, 1436.924, 257.084, 22.40361, 1100.947, 1207.736, 432.6701, 1850.488, 0.7089853, 1988.495, 368.3705, 346.5952, 497.0342, 5.396453, 2100.562, 0.6680709, 284.2268, 800.9342, 2745.114, 456.3564, 350.646, 474.8147, 1620.702, 557.1673, 917.874, 2857.187, 993.7688, 479.4379, 1646.122, 1545.364, 2239.397, 1681.019, 1886.318, 1548.337, 1807.823
410.5, 1880.301, 41.79436, 1514.192, 252.0424, 21.47072, 1130.835, 1198.614, 414.4835, 1860.155, 0.6756793, 1902.577, 351.9437, 331.2909, 636.8572, 5.163463, 2138.062, 0.6369194, 271.6288, 768.1938, 2810.534, 503.4239, 336.1456, 465.783, 1693.978, 529.4811, 890.72, 2740.618, 991.9813, 497.1552, 1752.176, 1491.734, 2260.73, 1829.628, 1803.604, 1477.344, 1843.847
410.6, 1809.893, 40.01744, 1459.272, 241.0732, 20.57667, 1083.376, 1172.626, 397.0613, 1949.032, 0.6439378, 1906.012, 336.2494, 316.6624, 610.5406, 4.940533, 2052.438, 0.6072205, 259.5892, 736.7919, 2724.904, 479.5798, 322.2449, 446.9388, 1726.288, 503.1706, 890.902, 2628.805, 952.7742, 474.0263, 1776.561, 1423.778, 2332.948, 1751.811, 1768.294, 1409.606, 1765.078
410.7, 1855.659, 38.31607, 1427.084, 230.5814, 19.71984, 1181.375, 1119.963, 546.4055, 1867.586, 0.6136875, 1935.956, 321.2549, 302.6798, 598.6915, 4.727227, 1967.434, 0.5789065, 248.0832, 706.6735, 2728.56, 456.8651, 308.919, 467.7946, 1654.633, 588.5117, 936.6031, 2668.899, 908.0811, 451.9734, 1804.334, 1410.172, 2332.63, 1736.421, 1753.662, 1344.974, 1736.516
410.8, 1774.559, 36.68703, 1366.894, 220.5462, 18.8987, 1187.877, 1103.813, 523.4382, 1933.357, 0.5848582, 1852.308, 306.9291, 469.2269, 573.9521, 4.523131, 1942.026, 0.5519127, 237.0873, 677.7863, 2633.034, 435.2262, 296.1442, 448.869, 1585.953, 632.4788, 893.8055, 2673.721, 865.4845, 430.9465, 1729.066, 1402.146, 2257.812, 1682.302, 1783.235, 1283.305, 1662.333
410.9, 1864.261, 35.12726, 1346.837, 210.9478, 18.11175, 1138.024, 1054.241, 537.8613, 1914.052, 0.5573833, 1772.274, 322.2347, 448.5077, 615.1561, 4.327847, 1861.595, 0.5261775, 226.5787, 650.08, 2712.32, 414.6122, 283.8976, 482.5626, 1520.123, 601.0502, 852.9636, 2564.637, 860.0031, 410.8978, 1656.937, 1338.271, 2289.463, 1654.608, 1762.961, 1224.464, 1740.802
411, 1782.786, 33.6338, 1369.266, 201.7671, 17.35757, 1101.911, 1081.073, 566.3135, 1856.983, 0.531199, 1751.44, 396.5877, 428.7033, 589.7363, 4.140994, 1908.892, 0.5016424, 216.5359, 623.5062, 2728.771, 394.9746, 272.1575, 463.0395, 1641.039, 571.1834, 813.9879, 2568.445, 819.6617, 391.7818, 1794.594, 1277.306, 2194.619, 1849.83, 1685.657, 1168.321, 1666.436
