 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C024, C025, C026, C027, C028, C029, C030, C031, C032, C034, C036, C037, C038, C039, C041, C045, C046, C048, C049, C053, C055, C057, C061, C064, C068, C072, C073, C074, C075, C079, C084, C085, C086, C087, C095, C105, C106, C107, C108, C114, C116, C122, C126, C140
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
312.7, 104.6383, 900.3223, 452.6483, 50.12417, 364.483, 330.9686, 0.1796919, 587.3289, 689.2419, 318.3918, 367.475, 978.3098, 394.9791, 1846.542, 522.4037, 837.1828, 496.2649, 690.6995, 395.8956, 1751.847, 269.7294, 777.306, 554.4278, 4.372833, 464.6124, 944.5364, 510.6579, 741.7139, 725.3632, 233.4978, 310.2867, 404.7566, 888.9838, 818.3548, 665.6817, 233.2914, 788.3818, 7.654968, 615.9488, 1468.75, 506.0673, 672.7306, 739.4774, 592.7202, 868.0848, 0.0002511928, 577.1027, 2585.609, 38.50488, 225.5645, 681.4225, 536.7956, 1265.169, 642.7491, 1615.466, 1.722338, 65.80311, 1103.582, 473.3134, 924.3876, 871.149, 1234.894, 16.4809
312.8, 99.13033, 945.5702, 474.1231, 47.5562, 346.903, 313.5761, 0.1716534, 558.6727, 650.5692, 305.0444, 438.8588, 915.8907, 510.9526, 1780.956, 626.2005, 876.3866, 472.4276, 657.6929, 374.3351, 1706.434, 255.4187, 778.7209, 518.6107, 4.183796, 441.0729, 902.3765, 580.5035, 832.4326, 828.5587, 223.6467, 296.7139, 385.7101, 848.5364, 845.8297, 636.4398, 218.9366, 964.6411, 7.323928, 582.9162, 1528.678, 484.9549, 630.4564, 705.8593, 564.8302, 928.812, 0.0002394571, 549.3281, 2686.339, 36.71254, 214.1008, 680.7274, 551.3271, 1233.385, 614.1259, 1623.625, 1.646915, 63.06158, 1120.084, 450.3945, 883.5584, 829.3362, 1157.199, 15.79285
312.9, 93.91227, 981.0753, 453.7517, 45.11979, 330.171, 297.0976, 0.1639744, 531.4146, 614.0662, 292.2565, 414.9865, 857.4542, 523.6039, 1703.289, 596.884, 995.462, 488.6063, 626.2635, 353.9488, 1692.761, 241.8673, 759.3908, 485.1075, 4.002932, 418.7261, 862.0983, 606.6281, 926.686, 785.3326, 214.2113, 352.7086, 367.5598, 809.9293, 802.4319, 608.4824, 205.465, 919.2585, 7.007204, 713.78, 1494.944, 464.7233, 590.8386, 707.5298, 538.2526, 888.9943, 0.0002282697, 522.8901, 2779.123, 35.00364, 258.5628, 714.2986, 557.0373, 1179.25, 586.7772, 1537.18, 1.574795, 60.43428, 1125.568, 428.5854, 844.5326, 789.5303, 1084.392, 15.13353
313, 88.96888, 937.152, 434.2556, 42.8082, 314.246, 281.485, 0.156639, 534.0156, 579.6115, 280.0048, 486.4365, 802.7461, 494.7241, 1724.854, 568.94, 1067.785, 465.1369, 596.3362, 334.6727, 1624.302, 229.0349, 723.9364, 453.7687, 3.829886, 397.5115, 823.618, 621.3114, 916.8331, 744.3616, 205.174, 337.28, 350.2635, 773.0788, 761.2607, 662.9108, 297.673, 876.0109, 6.704176, 675.5008, 1426.781, 445.3358, 553.7104, 757.3689, 512.9255, 850.8835, 0.0002176049, 497.7246, 2651.25, 33.37428, 245.422, 678.6949, 596.1868, 1144.176, 560.6465, 1455.337, 1.505833, 57.91644, 1066.867, 407.8323, 940.4639, 751.6349, 1016.166, 14.50173
313.1, 84.28571, 904.9164, 421.3231, 40.61504, 299.0891, 266.6929, 0.1496317, 507.9606, 547.0899, 268.2666, 459.9762, 751.5285, 467.4371, 1749.986, 575.9452, 1019.782, 442.7948, 712.3399, 316.4464, 1721.37, 216.8832, 690.1373, 424.4544, 3.664321, 377.3717, 857.4477, 591.5178, 869.39, 705.528, 196.5179, 322.5264, 333.7812, 789.6716, 722.202, 666.4612, 279.3567, 883.766, 6.414253, 649.3751, 1405.593, 426.757, 576.0059, 722.9373, 488.7903, 814.4066, 0.0002074384, 473.7702, 2841.716, 31.82077, 232.949, 672.9379, 571.4106, 1177.921, 535.6794, 1465.286, 1.439891, 55.50349, 1070.838, 455.9003, 999.9346, 715.5585, 952.2327, 13.89631
313.2, 79.84904, 977.1919, 452.2747, 38.53424, 284.6633, 252.6781, 0.1429379, 532.1749, 516.3931, 257.0205, 434.9551, 703.5787, 441.6551, 1673.669, 548.9814, 973.9365, 496.758, 758.5835, 299.2127, 1693.684, 205.3763, 657.9161, 397.0338, 11.74801, 358.2522, 819.175, 563.1528, 830.4991, 668.7204, 246.5612, 385.9758, 318.0746, 908.646, 753.2739, 653.3939, 262.1673, 842.1882, 6.136868, 614.5499, 1415.011, 408.9534, 662.0557, 709.4085, 465.7906, 779.4934, 0.0001977469, 450.9687, 2846.313, 30.33957, 239.7878, 651.1332, 547.6641, 1319.097, 619.2776, 1427.105, 1.376837, 53.19107, 1132.173, 433.8246, 955.7686, 681.2137, 982.2877, 13.31617
313.3, 75.64592, 1020.556, 496.3473, 36.56004, 270.9332, 287.0782, 0.1365436, 579.0782, 547.571, 246.2459, 411.2952, 939.8578, 417.2952, 1663.576, 523.2801, 1013.733, 472.897, 722.3329, 282.9176, 1706.713, 194.4799, 627.1994, 442.6897, 65.06661, 340.1015, 1008.014, 536.1481, 858.0895, 785.4085, 397.8465, 369.0921, 303.107, 867.304, 801.7063, 624.6917, 246.0357, 847.8936, 5.871478, 581.5923, 1501.724, 484.1311, 620.4522, 677.1573, 443.8732, 1040.052, 132.7632, 524.83, 2715.349, 28.92732, 368.6885, 783.4688, 524.9045, 1449.611, 591.6995, 1412.778, 1.316544, 50.975, 1120.525, 439.5101, 913.5533, 716.7566, 1177.092, 12.76024
313.4, 71.66404, 974.8647, 573.3654, 34.68699, 268.67, 507.1886, 0.1304353, 829.604, 516.8473, 235.923, 388.9222, 879.8921, 394.2789, 1606.969, 586.578, 1123.386, 450.1822, 905.621, 267.5099, 1798.982, 184.1617, 614.3039, 414.0912, 88.57357, 322.8703, 1004.864, 510.4383, 813.6862, 998.6136, 448.1555, 367.2555, 515.1993, 1038.866, 760.5724, 859.8632, 468.1637, 955.2057, 5.617565, 814.5766, 1590.137, 463.9339, 581.4631, 715.3586, 690.1459, 995.4651, 126.5605, 611.9951, 2939.455, 27.5808, 349.9508, 744.4174, 503.0907, 1385.986, 565.3496, 1358.832, 1.258891, 48.85126, 1171.318, 502.0828, 928.8945, 796.4159, 1103.034, 12.22753
313.5, 67.89176, 1139.963, 843.2263, 32.90989, 349.8883, 1050.571, 0.1246002, 789.1271, 487.8474, 226.0328, 367.7663, 823.7524, 414.4538, 1675.16, 559.1165, 1301.252, 428.5584, 862.3439, 252.9413, 1884.36, 174.3909, 585.6233, 651.4229, 100.814, 306.5122, 1064.582, 485.9613, 950.5158, 946.5157, 429.2484, 351.1906, 490.9557, 991.5994, 721.549, 822.0913, 641.1507, 910.267, 5.374633, 770.8918, 1517.634, 456.0206, 578.3364, 682.837, 891.3001, 952.79, 120.6476, 582.5411, 3205.501, 26.29697, 332.1654, 707.3124, 890.5698, 1392.975, 734.6639, 1407.567, 1.203763, 46.81599, 1110.231, 477.7708, 887.8662, 758.1901, 1452.337, 11.71705
313.6, 64.31805, 1088.926, 1135.336, 31.22384, 333.0123, 1320.779, 0.1190262, 750.625, 460.4747, 216.5572, 347.7611, 771.1945, 391.5941, 1602.106, 606.7422, 1242.753, 543.569, 821.1349, 239.1661, 1832.04, 165.1384, 558.2817, 609.3397, 96.45588, 290.9828, 1100.59, 462.6581, 913.0065, 897.1357, 411.1389, 335.8285, 467.8528, 946.4832, 762.2111, 785.9786, 601.6995, 867.4424, 5.142206, 962.5038, 1448.436, 534.9791, 591.9385, 651.7938, 849.3607, 911.9444, 115.011, 554.5047, 3058.011, 25.07289, 315.2839, 672.0569, 853.5598, 1572.453, 701.9474, 1420.261, 1.151049, 44.86552, 1240.773, 561.2347, 848.6501, 767.7295, 1511.652, 11.22789
313.7, 60.93246, 1065.666, 1360.526, 29.62418, 316.9503, 1444.263, 0.1137016, 714.0015, 434.6378, 207.4789, 328.8442, 721.9901, 369.9954, 1680.347, 647.4672, 1186.883, 560.0054, 781.8952, 226.1411, 1737.252, 156.3769, 532.2167, 569.9753, 92.28612, 276.2403, 1112.643, 440.4723, 1121.466, 850.3318, 393.7934, 321.1384, 445.8372, 903.4197, 723.1036, 751.4523, 564.6758, 826.6326, 4.919831, 964.0502, 1382.394, 512.6605, 554.7411, 684.4421, 809.3948, 926.2598, 109.6377, 572.0264, 3031.017, 23.9058, 299.2603, 729.1214, 818.0878, 1526.387, 670.6879, 1375.172, 1.100643, 42.99631, 1252.808, 590.9454, 811.1661, 903.2415, 1416.544, 10.75914
313.8, 57.72507, 1017.955, 1349.789, 28.10646, 301.663, 1403.653, 0.1086151, 679.1649, 410.2507, 198.7811, 310.9563, 675.9249, 349.5879, 1607.067, 635.9921, 1133.526, 533.1064, 744.5306, 213.8254, 1647.368, 148.0802, 507.3686, 533.1538, 88.29661, 262.2447, 1106.623, 419.3504, 1063.434, 805.9698, 377.1797, 307.0909, 424.8575, 862.3156, 686.0026, 718.4427, 529.9303, 1048.755, 4.707072, 918.3858, 1319.363, 491.2731, 519.8813, 653.326, 771.3094, 899.3539, 104.5154, 544.4961, 3229.802, 22.79302, 284.0512, 692.7788, 784.09, 1472.95, 640.8204, 1396.829, 1.052445, 41.20498, 1229.485, 562.3305, 775.3377, 910.7382, 1327.421, 10.30997
313.9, 54.68652, 1109.869, 1397.221, 26.6665, 287.113, 1329.891, 0.1037562, 646.028, 387.2318, 190.4479, 294.0414, 632.7989, 330.3061, 1663.353, 606.2172, 1082.567, 507.4995, 708.9516, 202.1805, 1562.135, 140.2237, 483.6806, 498.7111, 84.47957, 248.9581, 1057.228, 399.2414, 1028.822, 763.9221, 361.2669, 293.6578, 404.865, 823.0815, 789.5018, 686.8831, 547.3586, 999.4155, 4.503514, 908.3649, 1362.999, 470.7779, 487.2121, 623.6245, 735.0161, 860.799, 99.63245, 518.2907, 3158.028, 21.73205, 269.615, 658.2477, 751.5051, 1514.313, 612.283, 1457.199, 1.006357, 39.48827, 1253.02, 580.9878, 741.0919, 926.3153, 1243.904, 9.879547
314, 51.80791, 1060.18, 1337.187, 25.30032, 302.5602, 1300.124, 0.09911467, 614.5078, 365.5046, 182.4641, 278.0466, 592.4244, 312.0877, 1633.418, 596.0083, 1177.397, 513.3869, 675.0728, 191.1697, 1649.337, 132.784, 510.8462, 466.4934, 80.82754, 236.3447, 1010.038, 422.3557, 975.5837, 724.0681, 346.0254, 280.8123, 385.8133, 785.6326, 748.9941, 656.7099, 516.7661, 952.3969, 4.308759, 865.4625, 1362.631, 451.1378, 456.5958, 595.2732, 700.4305, 892.8812, 94.97763, 563.1738, 3012.721, 20.72046, 255.9124, 625.4378, 720.2743, 1447.849, 585.0165, 1584.501, 0.9622878, 37.84309, 1187.672, 621.2239, 751.6689, 881.8547, 1165.642, 9.467094
314.1, 49.08083, 1012.715, 1283.047, 24.00413, 364.853, 1375.469, 0.09468076, 584.5256, 344.9964, 174.815, 262.9219, 554.626, 294.8742, 1562.185, 615.4042, 1124.466, 510.4814, 642.813, 180.7586, 1564.002, 125.7391, 515.2056, 436.3571, 77.33338, 224.3704, 997.7888, 605.5329, 1094.749, 686.2933, 331.427, 268.5287, 367.6582, 749.8876, 710.5647, 627.8621, 533.4141, 907.5903, 4.122427, 938.0176, 1300.501, 432.317, 427.9034, 568.2108, 667.4723, 854.6038, 189.9524, 536.0695, 2934.103, 19.75596, 242.9063, 594.2633, 690.3414, 1384.301, 558.9642, 1583.884, 0.9201483, 36.26646, 1125.732, 927.4768, 805.5111, 897.5784, 1150.44, 9.071861
314.2, 46.4973, 967.3752, 1227.919, 22.77434, 386.9322, 1303.188, 0.09044521, 556.0062, 325.6389, 167.4865, 248.6199, 519.2393, 278.6101, 1528.18, 725.3455, 1158.389, 485.9613, 612.0948, 170.9145, 1639.45, 119.0679, 494.2502, 408.1676, 73.99028, 213.0027, 982.4971, 952.3367, 1060.004, 650.4891, 365.8615, 256.7825, 350.3573, 715.7689, 674.1071, 600.2814, 500.5921, 864.8917, 3.944152, 887.7128, 1241.204, 414.2814, 401.014, 542.3788, 636.0649, 884.1439, 260.5448, 548.6105, 2799.1, 18.83636, 230.5612, 651.3526, 661.6524, 1323.543, 534.072, 1830.445, 0.8798541, 34.7555, 1270.53, 1083.763, 791.2946, 1027.155, 1164.834, 8.693129
314.3, 406.5246, 1049.052, 1175.16, 21.60756, 368.2695, 1234.705, 0.08639913, 528.8782, 307.3676, 160.4653, 235.0959, 486.1103, 263.2431, 1511.114, 691.3874, 1132.243, 462.619, 582.8445, 263.3104, 1554.626, 112.7507, 500.5391, 381.7993, 70.79169, 202.211, 1004.531, 906.6694, 1005.152, 616.5529, 350.4262, 245.5501, 333.8706, 683.2025, 639.52, 573.9124, 525.0461, 824.2018, 3.773586, 840.1058, 1478.529, 438.8404, 401.4384, 517.7211, 606.1354, 923.9292, 387.2534, 595.6852, 2738.284, 17.95956, 218.8435, 618.8864, 634.1557, 1364.783, 510.2884, 1870.968, 0.8413245, 33.3075, 1233.868, 1031.285, 836.6614, 1021.196, 1091.547, 8.330207
314.4, 385.1259, 1090.294, 1250.17, 20.50056, 350.5069, 1250.481, 0.08253405, 503.0739, 290.1214, 153.7384, 222.3075, 455.095, 269.5371, 1529.167, 714.1592, 1211.599, 440.3978, 554.992, 290.298, 1499.372, 106.7686, 477.1699, 357.1343, 67.73138, 191.966, 1036.848, 863.1921, 1203.532, 584.3872, 357.2896, 234.809, 318.1597, 652.1179, 606.7075, 548.7017, 492.739, 785.4263, 3.610397, 869.6575, 1429.828, 420.5326, 461.6751, 571.0131, 577.6143, 901.4734, 382.3217, 567.0162, 2612.291, 17.12358, 207.7213, 588.0384, 607.8017, 1304.881, 487.564, 1939.037, 0.8044821, 31.91983, 1228.399, 1164.08, 915.0219, 972.1814, 1022.871, 7.982437
314.5, 364.8535, 1041.481, 1196.455, 19.45026, 333.601, 1267.189, 0.07884188, 478.5286, 273.843, 147.2935, 210.2148, 426.0586, 254.6705, 1497.561, 680.7248, 1157.13, 501.0482, 528.4705, 427.3791, 1494.855, 101.1039, 454.8918, 448.5515, 64.80338, 182.2401, 990.5673, 821.7996, 1152.703, 553.8995, 342.216, 224.5378, 303.1881, 622.4475, 575.5786, 524.5984, 527.2383, 748.475, 3.454265, 823.0189, 1386.084, 402.9886, 432.6636, 545.0536, 550.4351, 880.4858, 385.2202, 595.7181, 2652.479, 16.3265, 197.1644, 558.728, 582.5428, 1326.093, 465.8515, 1887.786, 0.769253, 30.58997, 1258.113, 1117.802, 874.6064, 925.5193, 958.5157, 7.649185
314.6, 345.6482, 994.8536, 1145.047, 18.45378, 317.5106, 1474.452, 0.07531488, 455.1808, 258.4778, 141.1187, 198.7799, 398.8748, 240.6239, 1510.682, 648.8557, 1319.29, 559.3176, 503.2164, 424.286, 1505.53, 95.73978, 433.6539, 480.6685, 62.00194, 173.007, 1006.584, 782.392, 1093.054, 525.0024, 327.7783, 214.7158, 288.921, 594.1271, 546.0468, 501.554, 494.7964, 713.2622, 3.304885, 778.8813, 1341.049, 386.1766, 405.4751, 556.9432, 524.5349, 842.7399, 367.2227, 567.0475, 2611.226, 15.56653, 187.144, 530.8786, 558.3337, 1267.89, 445.1059, 1787.276, 0.7355667, 29.31551, 1192.499, 1063.676, 864.2915, 940.7952, 974.3693, 7.329846
314.7, 327.4538, 959.2378, 1174.033, 17.50835, 302.1963, 1404.584, 0.07194566, 432.9723, 243.9749, 135.2029, 187.967, 373.4254, 294.0633, 1444.801, 618.4785, 1259.98, 532.4517, 479.1691, 429.8802, 1520.153, 90.66024, 413.4074, 449.6165, 59.32161, 164.2416, 1008.937, 744.8741, 1120.11, 497.6129, 313.9497, 205.3235, 275.3253, 567.0953, 518.0302, 479.5219, 478.6028, 679.706, 3.161964, 737.1109, 1348.953, 370.0659, 379.9951, 531.6235, 499.8533, 818.8505, 350.0661, 585.6851, 2491.079, 14.84194, 177.6328, 504.4173, 535.1307, 1212.241, 425.2842, 1692.118, 0.7033554, 28.09416, 1130.308, 1081.154, 826.1166, 895.6395, 913.0655, 7.023839
314.8, 310.2172, 939.8345, 1123.589, 16.61136, 334.9458, 1382.052, 0.06872716, 411.8472, 230.2856, 129.535, 177.7423, 349.5997, 290.0328, 1451.022, 589.5236, 1203.336, 545.2123, 456.271, 406.469, 1441.502, 85.8502, 394.1063, 420.5704, 56.75715, 155.9204, 963.9028, 709.1553, 1170.645, 471.6523, 409.7535, 196.342, 262.3694, 541.2933, 491.4511, 458.4575, 449.1535, 647.7285, 3.025225, 697.5805, 1335.602, 450.6887, 356.1163, 553.3568, 476.3331, 844.5513, 360.9186, 557.4974, 2592.416, 14.15108, 168.6051, 536.642, 512.8919, 1299.066, 406.3452, 1718.326, 0.6725548, 26.92368, 1223.026, 1028.802, 813.4903, 852.6512, 1053.683, 6.730607
314.9, 293.8879, 897.7576, 1075.312, 15.76032, 318.7905, 1369.104, 0.06565264, 391.7529, 307.1866, 124.1047, 168.0738, 327.2942, 274.0358, 1387.743, 561.9241, 1187.946, 585.6992, 434.4671, 384.3326, 1366.92, 81.29536, 481.4863, 393.4008, 54.30355, 148.0207, 920.8784, 675.1493, 1110.068, 447.0461, 392.4665, 187.7535, 250.0231, 516.6653, 466.2358, 438.3185, 421.5163, 617.2554, 2.894399, 737.066, 1450.444, 431.8867, 333.738, 528.2, 453.9197, 808.3458, 364.7404, 530.6663, 2521.791, 13.49237, 160.0361, 509.8935, 491.5773, 1242.049, 388.2496, 1626.839, 0.6431029, 25.80198, 1159.242, 978.9853, 795.0627, 889.0035, 1062.089, 6.449617
315, 278.4181, 857.5645, 1197.708, 14.95289, 330.1222, 1297.157, 0.06271566, 372.639, 289.9506, 118.9021, 158.9312, 535.5529, 258.9211, 1342.64, 637.5333, 1134.541, 557.566, 413.7051, 575.9957, 1356.111, 76.98218, 459.0067, 367.9864, 51.95602, 140.5213, 1111.751, 732.5536, 1052.625, 423.7236, 375.9088, 244.8029, 238.2578, 493.1579, 442.3142, 419.0641, 395.5796, 588.2159, 2.76923, 697.538, 1503.884, 476.8027, 361.5373, 514.7184, 432.5609, 788.4263, 481.6735, 612.7879, 2448.177, 12.86432, 151.9027, 484.4782, 471.1485, 1401.152, 621.2923, 1578.352, 0.6149408, 24.727, 1178.835, 931.5806, 822.8708, 846.3338, 995.2665, 6.180357
315.1, 263.7626, 819.1708, 1146.247, 14.18682, 314.1996, 1296.513, 0.05991006, 354.4577, 273.6817, 113.9176, 150.2859, 501.3831, 244.64, 1322.332, 615.9277, 1255.739, 530.7843, 393.9353, 544.627, 1393.521, 72.89783, 437.5766, 439.0209, 49.70998, 133.4018, 1062.127, 697.4256, 1035.174, 401.6178, 360.0496, 261.1668, 227.0461, 470.72, 419.6199, 400.6556, 371.2389, 560.5426, 2.649474, 660.1299, 1464.26, 456.9112, 338.8183, 582.415, 412.2071, 852.5274, 466.4707, 583.2958, 2400.74, 12.26551, 144.1826, 505.5852, 451.5687, 1339.654, 715.2222, 1514.283, 0.5880119, 23.69681, 1135.856, 999.8315, 977.3604, 872.4401, 1074.637, 5.922339
315.2, 249.8786, 782.4961, 1096.997, 13.45999, 299.0449, 1274.621, 0.05722998, 337.1635, 388.1163, 109.142, 142.1109, 469.3933, 231.1466, 1405.34, 725.4883, 1250.064, 505.2889, 375.1102, 514.9666, 1336.849, 180.7722, 487.9279, 410.6594, 47.56103, 126.643, 1014.719, 699.3719, 981.607, 555.1451, 344.8595, 249.7426, 216.362, 449.3029, 398.0901, 383.0557, 361.7814, 534.1713, 2.534898, 624.7279, 1450.943, 437.8496, 317.527, 555.9372, 392.811, 815.98, 444.6772, 555.223, 2290.278, 11.69458, 136.8549, 480.3846, 432.8025, 1384.102, 683.3715, 1833.655, 0.5622623, 22.70954, 1076.619, 999.5234, 934.1914, 830.5654, 1007.024, 5.675093
315.3, 236.7254, 747.4633, 1087.366, 12.77041, 284.6212, 1236.021, 0.05466979, 320.713, 394.0632, 104.5666, 134.3806, 439.4447, 218.3975, 1344.054, 691.5235, 1267.238, 481.0182, 357.1848, 486.9214, 1363.827, 204.0332, 522.7949, 384.13, 45.50497, 120.2267, 969.426, 715.924, 1004.907, 526.183, 350.7737, 258.2293, 206.1807, 428.8604, 377.6649, 366.2289, 454.267, 509.0406, 2.425276, 591.2245, 1489.63, 419.5832, 297.5737, 530.6631, 374.3276, 780.9993, 584.4343, 603.1628, 2237.5, 11.15021, 129.8996, 456.4402, 414.8163, 1466.284, 750.1833, 1906.357, 0.5376403, 21.7634, 1220.376, 1169.412, 955.8367, 790.7005, 943.6661, 5.438169
315.4, 224.2646, 803.0389, 1040.646, 12.11615, 270.8932, 1171.068, 0.05222413, 305.0652, 410.8734, 100.1831, 127.0708, 411.4068, 206.3516, 1355.529, 659.1488, 1210.268, 481.5963, 340.1159, 460.4037, 1293.264, 266.0162, 498.3867, 359.3145, 43.5378, 114.1355, 926.1551, 681.5934, 1085.905, 498.7319, 459.6959, 246.9336, 196.4785, 409.3479, 358.2877, 350.1413, 426.3152, 485.0922, 2.320394, 657.4067, 1508.611, 402.0788, 358.7849, 506.5381, 356.7139, 788.1349, 669.4108, 606.7485, 2424.519, 10.63119, 123.2977, 527.5402, 397.5775, 1434.487, 716.7758, 1993.706, 0.5140964, 20.85669, 1156.73, 1184.681, 925.6773, 752.749, 884.2941, 5.211136
315.5, 212.4597, 865.5554, 995.9327, 11.49541, 257.8274, 1128.136, 0.04988787, 290.1809, 387.8196, 95.98326, 120.1586, 385.1578, 194.9701, 1328.099, 752.408, 1155.859, 502.25, 323.8627, 435.3301, 1339.778, 251.9025, 475.118, 549.3803, 41.65567, 108.3528, 997.5367, 648.9091, 1085.322, 472.713, 565.7415, 271.5871, 187.2328, 390.7232, 339.9046, 334.7603, 464.7126, 462.2705, 2.220048, 731.6166, 1439.825, 385.3047, 397.0468, 483.5098, 339.929, 754.348, 638.1359, 577.547, 2312.963, 10.13633, 117.0314, 501.2453, 381.0551, 1371.526, 774.3125, 1903.72, 0.4915837, 19.98775, 1096.404, 1127.316, 1023.017, 787.2255, 884.6592, 4.993581
315.6, 201.2761, 826.804, 1086.266, 10.90648, 245.3917, 1222.335, 0.04765613, 276.0228, 366.0593, 91.95952, 113.6224, 360.5836, 209.0025, 1304.201, 717.1829, 1142.783, 478.1253, 308.3862, 411.622, 1270.46, 238.5377, 477.6565, 513.8893, 39.85491, 102.8632, 1094.316, 760.7455, 1132.857, 448.0514, 541.8735, 259.707, 178.4223, 372.9459, 322.4648, 320.0551, 436.118, 440.5224, 2.124042, 692.3809, 1517.291, 369.2303, 452.956, 461.5285, 323.934, 722.0095, 661.4123, 549.751, 2282.923, 9.664502, 111.0836, 476.2611, 365.2193, 1387.191, 855.033, 1917.634, 0.4700567, 19.15501, 1039.224, 1072.729, 977.8316, 749.4409, 828.9996, 4.785108
315.7, 190.6813, 789.7875, 1167.462, 10.34771, 233.5558, 1158.101, 0.04552423, 262.5554, 377.5445, 88.10446, 107.4417, 337.5773, 197.4748, 1291.015, 683.6069, 1158.766, 455.1593, 293.6493, 389.205, 1246.742, 225.8819, 470.0801, 480.6912, 38.13199, 97.65162, 1045.47, 724.2656, 1099.5, 424.6764, 519.0125, 248.3467, 170.0263, 355.9775, 305.9198, 305.9957, 438.9624, 419.7975, 2.032187, 673.0505, 1448.109, 353.8266, 424.4924, 440.5464, 308.6915, 727.9307, 630.5111, 523.2927, 2177.882, 9.214637, 105.438, 486.9434, 350.0416, 1326.306, 816.9561, 1981.811, 0.4494725, 18.35696, 1111.346, 1272.618, 934.6418, 713.4697, 910.6083, 4.585339
315.8, 180.6441, 880.6462, 1117.301, 9.817575, 222.2908, 1097.242, 0.0434877, 249.7452, 356.3608, 84.41101, 101.5973, 316.0389, 186.5829, 1272.539, 673.6085, 1106.672, 433.2965, 279.6166, 464.0547, 1280.546, 213.8976, 488.2137, 449.6376, 36.48355, 92.70412, 1026.273, 689.535, 1130.51, 402.5209, 497.116, 237.4833, 162.0254, 339.7811, 290.2237, 292.554, 411.9522, 400.0477, 1.944305, 671.6466, 1382.082, 339.0655, 397.8174, 420.5182, 294.1663, 696.7246, 653.0542, 539.7328, 2098.954, 8.785712, 100.0794, 462.672, 335.4947, 1268.093, 780.575, 1901.226, 0.4297896, 17.59216, 1082.762, 1210.995, 893.3596, 679.2251, 853.3162, 4.39391
315.9, 171.1353, 906.4835, 1081.705, 9.314599, 211.5692, 1039.582, 0.04154227, 237.5599, 336.3657, 80.8724, 96.07079, 295.8747, 176.2917, 1342.432, 642.0726, 1056.921, 467.9559, 266.2545, 438.7822, 1214.292, 202.5491, 465.42, 420.5902, 34.90638, 88.00729, 980.4648, 656.4698, 1072.01, 437.5614, 476.1432, 227.095, 154.401, 324.3216, 275.3329, 279.7028, 386.604, 381.227, 1.860223, 717.352, 1426.099, 324.9202, 372.8186, 401.4006, 280.3246, 666.8564, 622.5435, 513.7567, 2197.498, 8.376753, 94.99313, 439.6104, 321.5523, 1313.13, 745.8139, 1855.984, 0.4109688, 16.85923, 1026.294, 1152.356, 932.8425, 813.8035, 799.6287, 4.210473
316, 162.127, 916.839, 1035.228, 8.837391, 201.3647, 1039.677, 0.03968387, 225.9692, 365.2591, 77.48212, 90.84489, 276.997, 199.9447, 1312.013, 612.013, 1061.495, 445.4784, 253.531, 414.8861, 1151.466, 191.8027, 443.6905, 437.4174, 33.39738, 83.54843, 1077.016, 757.6609, 1061.515, 414.7337, 456.0552, 217.1612, 147.1353, 309.5654, 261.2061, 267.416, 476.7373, 363.2917, 1.779778, 678.8813, 1361.075, 311.3651, 400.5485, 383.1521, 267.1341, 681.3441, 676.8217, 489.0308, 2139.235, 7.98683, 90.16533, 440.0551, 308.1894, 1331.222, 712.6009, 1793.95, 0.392972, 16.15683, 1174.962, 1096.556, 915.5934, 810.7168, 749.319, 4.034693
316.1, 153.5929, 875.7916, 1001.387, 8.384631, 202.9256, 985.0419, 0.03790861, 214.944, 344.7647, 74.23398, 85.90327, 259.3238, 226.1038, 1373.662, 682.5901, 1097.716, 473.3011, 241.4155, 445.6985, 1211.292, 181.6265, 467.7181, 471.6719, 84.92654, 79.31548, 1028.943, 751.9737, 1006.585, 472.854, 436.8148, 207.662, 140.2116, 295.4807, 247.8042, 255.669, 458.0533, 346.2003, 1.702811, 693.9351, 1299.016, 298.3754, 375.3781, 365.7332, 254.5643, 693.8235, 704.2679, 465.4948, 2040.805, 7.615058, 85.58289, 445.9273, 295.3817, 1415.796, 680.8669, 1860.352, 0.3757634, 15.4837, 1185.774, 1249.326, 945.9792, 771.8046, 905.5153, 3.866252
