 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C024, C025, C026, C027, C028, C029, C030, C031, C032, C034, C036, C037, C038, C039, C041, C045, C046, C048, C049, C053, C055, C057, C061, C064, C068, C072, C073, C074, C075, C079, C084, C085, C086, C087, C095, C105, C106, C107, C108, C114, C116, C122, C126, C140
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 55.38135, 23.33502, 0, 90.2193, 0, 89.33661, 0, 121.6752, 0, 0, 0, 0, 40.01721, 0, 0, 113.4941, 0, 0, 0, 132.4631, 91.59839, 80.8042, 80.55811, 0, 102.9767, 0, 99.23823, 0, 0, 208.9441, 107.8319, 99.39404, 0, 82.06543, 0, 0, 34.17894, 0, 119.0527, 85.05927, 143.5474, 0, 82.83606, 0, 129.8749, 177.503, 79.24268, 79.82886, 0, 51.15735, 0, 71.81995, 143.0028, 155.1594, 0, 0, 0, 96.67194, 0, 37.83887, 15.53601
0.2, 0, 0, 69.37708, 22.13953, 23.9639, 85.47827, 27.06915, 84.97781, 0, 116.5743, 0, 3.051758e-05, 0, 0, 130.9799, 38.77954, 0, 151.1288, 0, 0, 0, 239.3487, 85.68091, 205.96, 104.1755, 0, 98.03867, 0, 119.2915, 0, 0, 199.1118, 102.9257, 105.6592, 6.103516e-05, 77.01578, 0, 0, 102.3614, 0, 372.2275, 79.71414, 219.1709, 125.3903, 99.84741, 0, 123.6243, 169.3358, 229.5366, 105.7649, -3.051758e-05, 188.5928, 0, 68.62158, 282.0969, 212.4319, 0, 71.03223, 0, 92.40198, 0, 106.535, 281.0293
0.3, 0, 0, 127.8476, 21.00525, 25.12589, 80.98639, 51.38147, 80.83167, -1.525879e-05, 183.0454, 0, 3.051758e-05, -6.103516e-05, 0, 124.848, 121.54, 0, 143.9066, 0, 34.68823, 0, 230.3121, 80.14587, 197.0562, 183.0519, 0, 151.212, 0, 113.0681, 0, 0, 189.7423, 98.24272, 183.1912, 6.103516e-05, 162.0665, 0, 0, 96.87185, 0, 480.145, 74.7049, 354.3765, 119.4902, 95.56702, 0, 202.4188, 161.5443, 218.8521, 158.8961, -3.051758e-05, 284.4037, 0, 168.5377, 267.0775, 269.6934, 0, 67.32773, 0, 88.32068, 0, 99.83228, 269.2969
0.4, -6.103516e-05, 0, 122.3544, 35.01324, 63.76283, 114.3731, 49.08289, 236.7166, 9.800888, 291.1161, 0, 3.051758e-05, -6.103516e-05, 0, 119.003, 244.8904, 0, 323.5551, 0, 32.89355, 3.051758e-05, 259.5181, 74.96826, 440.167, 317.4608, 0, 143.961, 0, 203.4745, 0, 0, 227.1273, 227.4835, 256.5771, 164.9673, 152.0942, 0, 0, 91.67672, 0, 622.4844, 70.01047, 403.7627, 113.8676, 231.0216, 3.814697e-06, 192.677, 154.1114, 208.6649, 150.8206, -1.525879e-05, 272.5845, 0, 269.0084, 252.8577, 385.072, 0, 63.81644, 0, 121.3536, 0, 171.5833, 378.2729
0.5, -6.103516e-05, 122.4915, 166.0346, 61.21405, 60.68739, 108.3628, 70.53693, 225.1671, 156.8855, 339.2966, 0, 0, 188.7628, 0, 113.4318, 266.7209, 0, 374.0005, 0, 93.35846, 3.051758e-05, 247.4018, 154.0338, 438.8154, 334.213, 0, 207.9837, 0, 192.8592, 0, -1.525879e-05, 290.6525, 217.1333, 243.4127, 265.4818, 204.4298, 0, 0, 137.3214, 0, 768.6675, 65.61104, 385.4067, 108.5096, 298.731, 1.907349e-06, 504.0255, 147.0204, 368.5306, 194.575, 0, 335.7356, 0, 291.9482, 239.3951, 557.3926, 0, 60.48825, 0, 115.9935, 46.32001, 199.1319, 470.8082
0.6, -6.103516e-05, 117.0075, 158.9006, 108.6531, 57.76028, 134.7674, 67.38141, 321.3982, 214.3456, 435.2766, 0, 3.051758e-05, 178.3514, 0, 108.1213, 277.4997, 0, 514.7899, 0, 177.1876, 49.16525, 257.9929, 323.8304, 547.9402, 415.4617, 0, 198.0103, 0, 182.7977, 0, -1.525879e-05, 340.1201, 207.2541, 230.9237, 421.5242, 280.7369, 0, 0, 129.957, 0, 995.4692, 135.8033, 524.4286, 155.8134, 413.9205, 1.907349e-06, 590.135, 140.2557, 398.3013, 267.5161, 0, 367.1349, 0, 393.2667, 226.6492, 718.938, 0, 57.33368, 0, 315.8934, 162.6049, 251.2245, 451.1528
0.7, -6.103516e-05, 129.702, 186.5172, 161.5826, 54.97437, 225.8214, 64.36713, 456.7993, 202.3188, 517.8488, 0, 3.051758e-05, 353.5416, 0, 103.0594, 361.4363, 0, 535.9221, 0, 168.0201, 286.3245, 304.1388, 353.0366, 697.0906, 592.6011, 0, 188.5151, 0, 173.2611, 0, -1.525879e-05, 324.1151, 197.8244, 219.0754, 441.0879, 263.4626, 0, 0, 122.9875, 0, 1157.538, 127.2694, 603.024, 516.491, 484.3346, 3.814697e-06, 701.4259, 227.7565, 550.8717, 423.8506, -1.525879e-05, 530.2524, 0, 617.601, 214.5819, 814.084, 0, 54.3436, 0, 301.9407, 383.2451, 235.4184, 737.4283
0.8, -6.103516e-05, 123.8952, 253.0606, 153.3044, 52.3228, 213.9544, 83.98901, 434.5117, 271.1459, 573.1322, 0, 1.525879e-05, 369.8178, 0, 140.7845, 453.5223, 0, 510.3119, 0, 159.3269, 311.9094, 289.9391, 583.8712, 716.5537, 808.945, 0, 179.4753, 0, 164.222, 0, -1.525879e-05, 335.8081, 188.8237, 207.8351, 570.6456, 403.0197, 0, 0, 223.5809, 0, 1474.149, 119.2718, 575.6094, 582.6808, 595.6708, 3.814697e-06, 667.6678, 217.277, 525.2296, 655.1345, 71.9509, 508.2164, 0, 745.8856, 203.1571, 818.4707, 0, 51.50949, 0, 288.6043, 364.8504, 305.2969, 788.9248
0.9, -9.155273e-05, 130.7559, 288.9674, 145.4503, 49.79915, 286.1161, 80.23175, 413.3116, 494.239, 651.5995, 0, 0, 349.4202, 0, 134.1935, 462.6151, 0, 618.2827, 0, 151.0836, 390.8035, 325.3745, 546.1521, 729.0883, 812.3962, 0, 196.9544, 0, 155.6545, 0, -1.525879e-05, 349.5356, 180.2325, 197.1716, 598.4409, 455.8106, 0, 0, 211.5905, 0, 1660.312, 122.0929, 549.441, 710.1776, 570.1346, 3.814697e-06, 635.5344, 207.2798, 500.7811, 693.1785, 68.36455, 633.6176, 0, 756.7387, 192.3406, 945.4896, 0, 48.82312, 0, 275.8569, 432.8506, 286.0887, 1000.288
1, -6.103516e-05, 153.0025, 276.5515, 206.2712, 47.3972, 271.0806, 76.64258, 393.1458, 466.5077, 624.2836, 0, 0, 330.1476, 0, 160.8112, 441.8177, 0, 721.3577, 0, 143.2667, 370.0691, 310.1833, 755.0215, 847.1307, 771.2364, 0, 187.5099, 0, 244.7391, 0, -1.525879e-05, 344.8601, 172.0322, 187.0551, 572.1528, 427.7638, 0, 0, 213.047, 0, 1637.172, 212.6856, 548.3253, 700.2114, 667.4457, 5.722046e-06, 643.0769, 197.7425, 678.8514, 657.9493, 64.95697, 607.2859, 0, 723.0392, 182.1, 930.481, 0, 46.27689, 0, 394.5591, 495.8951, 318.9263, 1098.241
1.1, -3.051758e-05, 146.1525, 322.3716, 195.7035, 45.11111, 256.8352, 104.6436, 431.2519, 440.3323, 682.0839, 0, 0, 339.502, 0, 153.2826, 421.9553, 0, 686.886, 0, 301.5988, 350.4348, 295.7016, 706.2457, 900.4246, 779.5272, 0, 200.1057, 0, 231.971, 0, -1.525879e-05, 389.6754, 164.205, 177.4577, 580.619, 401.4427, 0, 0, 221.3495, 0, 1809.467, 199.3205, 523.3975, 786.5341, 756.5824, 3.814697e-06, 658.9881, 428.1373, 858.9927, 624.5107, 142.1292, 669.6105, 0, 781.3981, 172.4047, 1059.292, 0, 43.86343, 0, 377.1319, 571.1636, 298.8606, 1052.392
1.2, -6.103516e-05, 148.9468, 398.7491, 185.6771, 42.93529, 243.3384, 99.9624, 503.1764, 415.6257, 731.5548, 0, 0, 380.7365, 0, 146.1064, 681.3653, 0, 737.8997, 0, 285.9944, 353.4741, 281.8959, 660.621, 953.922, 924.9929, 0, 267.2113, 0, 219.869, 0, -7.629395e-06, 371.3386, 156.7339, 306.2413, 555.1138, 376.7411, 0, 0, 209.4788, 0, 2065.845, 194.7232, 551.2582, 782.5682, 737.0341, 3.814697e-06, 627.2725, 408.4379, 819.0081, 614.031, 135.0448, 641.7829, 0, 896.7097, 163.2255, 1084.593, 0, 41.57588, 0, 435.5886, 543.7493, 280.0574, 1155.308
1.3, -6.103516e-05, 166.1556, 381.6163, 253.7691, 40.8644, 327.3234, 196.0863, 478.626, 392.3052, 730.8024, 0, 0, 359.7365, 0, 231.8295, 650.7338, 0, 702.6376, 0, 353.3798, 465.0266, 268.7347, 679.8774, 1067.917, 971.4266, -3.814697e-06, 386.8061, 0, 208.3983, 0, -7.629395e-06, 353.8646, 149.6028, 361.0134, 673.1224, 364.7366, 0, 0, 198.2447, 0, 2112.78, 182.4869, 526.1969, 745.7452, 824.284, 3.814697e-06, 597.0833, 389.645, 837.6284, 697.1698, 128.3136, 615.112, 0, 1005.216, 154.535, 1390.335, 0, 39.40761, 0, 587.9216, 738.4893, 307.0345, 1107.076
1.4, -3.051758e-05, 158.7168, 409.1853, 240.768, 38.8934, 310.1225, 187.3144, 583.9366, 370.2933, 700.1663, 0, -1.525879e-05, 355.7623, 0, 220.976, 621.4795, 0, 777.0981, 0, 335.0963, 440.3542, 256.188, 723.0188, 1102.498, 1036.791, 0, 368.2576, 0, 339.0242, 0, -1.525879e-05, 393.8582, 259.1655, 365.3945, 654.9022, 342.2936, 0, 0, 276.6879, 0, 2219.85, 244.6335, 820.2046, 913.0677, 890.0359, 5.722046e-06, 679.3801, 371.7168, 798.6384, 705.8104, 191.7751, 630.98, 0, 1036.644, 146.3072, 1378.839, 0, 37.3524, 0, 607.5021, 703.0437, 394.6565, 1248.118
1.5, -3.051758e-05, 151.6109, 500.9635, 239.7506, 37.01748, 293.8254, 178.9348, 555.446, 444.3237, 716.8551, 0, -1.525879e-05, 382.8374, 0, 375.7131, 807.5156, 0, 818.9939, 0, 317.7588, 547.9572, 244.2272, 676.3105, 1059.834, 1017.581, 0, 350.5986, 0, 321.3372, 0, -2.288818e-05, 428.5361, 247.3739, 346.6469, 716.7168, 365.3714, 0, 0, 261.8495, 0, 2418.274, 251.7976, 816.2236, 955.3224, 851.8806, 3.814697e-06, 716.7522, 354.6134, 933.4418, 786.8604, 182.2162, 637.569, 0, 990.4798, 138.5175, 1400.197, 0, 35.40439, 0, 580.6693, 669.2995, 490.5161, 1196.011
1.6, -3.051758e-05, 175.7267, 538.624, 244.4179, 35.23203, 278.3848, 170.9302, 528.3455, 419.3931, 686.8036, 0, -1.525879e-05, 361.7216, 0, 370.348, 771.2129, 0, 841.8755, 0, 301.3182, 518.8849, 287.9475, 824.3145, 1172.08, 966.0258, -3.814697e-06, 333.7864, 0, 304.5729, 0, 26.35372, 408.3705, 366.1815, 347.1173, 751.7177, 342.8894, 0, 0, 247.8068, 0, 2494.387, 285.3691, 941.5492, 910.3705, 815.3608, 3.814697e-06, 789.0604, 338.297, 946.7888, 746.8702, 173.1337, 626.767, 0, 1113.906, 131.1425, 1381.725, 0, 33.55797, 0, 600.1121, 750.3652, 459.6546, 1474.922
1.7, 0, 249.6504, 515.4813, 238.1895, 33.53268, 263.7556, 163.2836, 502.5671, 395.8613, 816.0679, 0, -2.288818e-05, 464.5891, 0, 353.0096, 772.2538, 0, 875.1393, 0, 434.2901, 491.3552, 274.5038, 877.8538, 1316.119, 989.8737, 0, 317.7804, 4.857957, 288.6833, 0, 25.20094, 548.0522, 380.9809, 387.7993, 754.902, 321.7908, 0, 0, 279.9954, 0, 2539.481, 300.3184, 951.644, 934.0927, 921.2208, 3.814697e-06, 771.9124, 322.7314, 1059.049, 942.1448, 164.504, 638.2289, 0, 1064.301, 124.1602, 1584.894, 0, 31.80785, 0, 624.8036, 803.9671, 482.0059, 1413.347
1.8, -3.051758e-05, 305.0912, 493.3329, 225.9865, 31.91532, 249.8952, 155.9791, 478.0464, 373.6498, 781.8572, 0, -2.288818e-05, 454.7671, 0, 336.4829, 900.7318, 0, 922.6709, 0, 411.8204, 465.2859, 261.6877, 838.927, 1286.357, 1113.597, 0, 394.4032, 4.606574, 273.6226, 0, 24.09857, 522.2626, 444.0981, 436.9845, 721.7408, 372.1673, 0, 0, 264.9796, 0, 2527.063, 281.4465, 1029.943, 890.1396, 974.0155, 3.814697e-06, 759.6992, 307.882, 1009.753, 945.1862, 156.3044, 813.3053, 0, 1016.904, 117.5497, 1676.784, 0, 30.149, 0, 731.5117, 765.3788, 451.6798, 1354.342
1.9, 132.6842, 368.8167, 575.5829, 277.5869, 30.37596, 236.7631, 149.0013, 454.7223, 352.6846, 749.0808, 0, -1.525879e-05, 429.684, 0, 320.73, 885.0706, 0, 928.3569, 0, 390.5132, 440.5999, 340.3528, 859.7825, 1380.355, 1057.177, 0, 375.4904, 4.368199, 437.8643, 0, 23.04443, 497.6866, 423.8923, 568.923, 743.907, 349.2672, 0, 0, 250.769, 0, 2619.691, 263.7604, 983.1194, 895.8166, 932.2599, 3.814697e-06, 932.3941, 293.7158, 962.7504, 897.1494, 148.5135, 779.5062, 0, 1069.921, 111.2911, 1734.809, 0, 28.57664, 0, 737.8195, 728.6427, 448.6082, 1486.584
2, 125.7, 370.1862, 590.2808, 302.4261, 28.91085, 316.9013, 247.758, 432.5361, 332.8958, 848.4836, 0, -1.525879e-05, 405.9843, 0, 305.7145, 961.4852, 0, 994.5194, 0, 491.3753, 417.2236, 324.4624, 950.7738, 1418.503, 1028.845, 0, 357.4846, 4.142159, 415.0208, 0, 83.31424, 474.267, 404.6059, 552.7982, 711.2288, 327.7761, 0, 0, 327.9146, 0, 2760.226, 247.1858, 1128.853, 882.038, 1078.15, 3.814697e-06, 953.3093, 280.2014, 979.2106, 910.1394, 141.1109, 824.4066, 0, 1022.275, 331.2787, 1806.473, 0, 27.0863, 0, 705.2307, 788.3104, 502.5777, 1558.837
2.1, 135.8367, 385.1886, 564.9185, 292.9557, 27.51641, 300.248, 236.6745, 411.4324, 314.2173, 812.914, 0, -7.629395e-06, 430.7635, 0, 366.734, 918.2607, 0, 946.9941, 0, 465.9521, 395.0875, 309.314, 889.3521, 1480.37, 1252.427, 0, 340.3422, 41.46289, 393.369, 0, 79.66984, 734.8097, 386.197, 524.4353, 705.3162, 307.6075, 0, 0, 329.165, 0, 2833.611, 231.6527, 1084.06, 840.5344, 1166.552, 3.814697e-06, 952.17, 267.3088, 1106.447, 863.8838, 134.0774, 790.1461, 0, 1056.367, 313.6407, 1823.164, 0, 124.7247, 0, 947.2842, 899.8691, 470.9573, 1493.759
2.2, 198.9804, 367.9435, 559.4194, 371.7706, 26.18922, 284.4699, 263.9652, 391.3583, 296.5868, 818.6858, 0, -7.629395e-06, 465.5982, 0, 349.5648, 938.0624, 0, 1166.015, 0, 476.2528, 374.1258, 322.6183, 914.8021, 1515.317, 1188.973, 1.907349e-06, 324.0219, 39.31733, 372.8469, 0, 76.18484, 746.1368, 368.6256, 541.3304, 784.7429, 288.6798, 0, 0, 311.5123, 0, 2780.066, 253.4274, 1139.544, 895.1025, 1116.543, 2.861023e-06, 950.217, 255.0095, 1150.137, 899.7706, 127.3944, 937.9152, 0, 1009.324, 296.9419, 1810.426, 0, 118.22, 0, 905.4436, 856.6779, 441.3264, 1594.725
2.3, 247.4413, 351.4705, 562.6082, 396.7459, 24.92604, 275.7906, 252.1567, 372.2637, 279.9456, 784.3655, 0, -7.629395e-06, 488.6823, 0, 333.1994, 992.3877, 0, 1294.978, 0, 451.6119, 354.2763, 307.5559, 957.926, 1449.81, 1264.223, 0, 425.9155, 37.28278, 353.3953, 0, 72.85229, 711.0259, 351.8537, 620.0079, 750.2708, 270.9168, 0, 0, 294.8063, 0, 2846.515, 237.5021, 1087.738, 917.9384, 1105.966, 2.861023e-06, 1135.937, 243.2761, 1096.601, 854.042, 121.0445, 898.9376, 0, 964.3765, 519.7964, 1790.226, 0, 112.0546, 0, 892.0465, 815.5596, 413.5598, 1528.148
2.4, 234.4163, 335.735, 568.66, 376.4197, 23.72379, 335.9221, 240.8764, 354.1006, 264.238, 779.8915, 0, -7.629395e-06, 490.3239, 0, 317.6002, 1039.992, 0, 1464.829, 0, 428.246, 398.7686, 293.1967, 896.0422, 1465.932, 1200.172, 1.907349e-06, 405.4917, 85.77313, 488.2537, 0, 69.66552, 677.5673, 335.8449, 588.1965, 717.313, 409.0419, 0, 0, 308.4125, 0, 2974.771, 258.8302, 1038.287, 948.2291, 1058.553, 2.861023e-06, 1081.267, 428.2039, 1045.556, 895.8096, 174.9536, 939.795, 0, 968.0211, 492.1213, 1870.09, 0, 106.2107, 0, 878.4705, 834.136, 451.8942, 1664.365
2.5, 222.0771, 386.1708, 599.8246, 357.1349, 22.57954, 318.2693, 230.1008, 336.8238, 249.4119, 943.6416, 0, -7.629395e-06, 585.4636, 0, 302.7313, 1030.271, 72.4142, 1556.765, 0, 545.7527, 377.6116, 395.6635, 933.6216, 1412.801, 1326.806, 0, 386.0472, 81.33466, 462.7814, 0, 66.61815, 645.6831, 320.5645, 597.0173, 685.8031, 383.8728, 0, 0, 361.5076, 0, 2942.425, 242.5654, 991.0845, 903.6109, 1085.766, 2.861023e-06, 1088.634, 408.5015, 1070.224, 863.4222, 257.9924, 900.7393, 0, 954.8394, 465.9197, 1886.491, 0, 123.8806, 0, 893.9226, 862.3535, 423.4626, 1594.881
2.6, 210.3873, 368.8817, 574.0522, 338.8381, 21.49047, 352.4209, 219.8072, 320.39, 335.7176, 904.083, 0, -7.629395e-06, 620.658, 0, 288.5584, 983.9547, 68.93591, 1482.371, 0, 573.506, 357.5772, 414.1084, 908.1661, 1490.566, 1415.885, 0, 367.5352, 178.2112, 438.638, 0, 63.70406, 615.2993, 305.9793, 566.3855, 685.8076, 388.1763, 0, 0, 342.1204, 0, 3041.652, 286.2457, 1087.278, 861.0923, 1073.875, 2.861023e-06, 1036.24, 389.7056, 1039.526, 819.5409, 245.1329, 919.912, 0, 959.0361, 441.1132, 2005.022, 0, 117.4199, 0, 854.439, 893.9131, 449.4891, 1528.298
2.7, 270.6726, 352.3667, 556.5859, 338.4392, 20.45392, 333.9011, 209.9741, 304.7579, 316.8807, 882.4938, 0, -7.629395e-06, 586.425, 0, 275.0491, 996.7709, 65.62468, 1470.77, 0, 543.8334, 338.6057, 394.7745, 986.8478, 1455.227, 1344.15, 0, 393.4694, 168.9894, 415.7541, 0, 60.91746, 586.3453, 292.0577, 570.9041, 704.5255, 364.2911, 0, 0, 323.7729, 0, 3072.345, 268.2581, 1066.859, 820.5742, 1121.74, 2.861023e-06, 986.3685, 371.7746, 1091.646, 777.8897, 232.9144, 881.6826, 0, 916.3279, 417.6274, 1953.801, 0, 111.2962, 0, 816.6993, 921.3097, 421.2089, 1525.112
2.8, 324.2327, 336.5911, 532.6714, 332.9062, 19.46738, 356.1917, 200.5809, 289.8886, 299.1008, 901.8279, 0, -3.814697e-06, 554.0802, 0, 262.1723, 965.36, 62.47251, 1455.221, 0, 562.5348, 320.6407, 376.3433, 961.3655, 1395.047, 1276.048, 0, 443.1467, 160.2447, 394.0641, 0, 58.25275, 558.7537, 278.7696, 541.6121, 717.2648, 341.8756, 0, 0, 306.4093, 0, 3066.351, 251.4008, 1126.685, 893.9561, 1218.004, 2.861023e-06, 1063.473, 354.6685, 1102.724, 862.4749, 221.305, 845.0418, 0, 932.2844, 395.392, 1996.434, 0, 171.5363, 0, 804.1364, 877.0892, 453.1111, 1684.195
2.9, 307.1656, 321.5217, 602.4163, 362.3354, 18.52842, 391.1645, 191.6078, 363.8754, 282.3185, 899.759, 0, -3.814697e-06, 707.472, 0, 249.8983, 974.5048, 140.308, 1431.058, 0, 533.4297, 340.0214, 358.7726, 899.2596, 1401.427, 1463.089, 1.907349e-06, 421.8966, 151.9526, 458.267, 0, 55.70461, 605.1237, 266.086, 513.8231, 711.4139, 320.8394, 0, 0, 289.977, 0, 3085.126, 235.6028, 1075.463, 911.1848, 1181.197, 3.814697e-06, 1133.718, 338.3496, 1117.297, 818.6417, 210.2741, 894.4673, 0, 890.7673, 374.3406, 2042.26, 94.65599, 162.5903, 0, 857.0707, 834.9913, 450.64, 1647.14
3, 290.997, 307.127, 576.5327, 385.2545, 17.63474, 402.2949, 183.0363, 360.001, 332.6923, 913.6279, 0, 0, 668.4507, 0, 238.199, 930.6949, 201.0098, 1391.272, 0, 505.8306, 421.6805, 342.0222, 1055.809, 1555.736, 1467.014, 1.907349e-06, 401.6654, 144.0895, 434.3591, 0, 53.26793, 804.1349, 253.9795, 487.4599, 755.0829, 301.0975, 0, 0, 274.4259, 0, 3254.272, 246.9118, 1074.326, 912.1476, 1130.56, 2.861023e-06, 1310.284, 322.7815, 1065.288, 777.0363, 199.7932, 1007.458, 0, 1144.684, 354.4099, 2119.535, 240.6005, 154.1108, 0, 911.5515, 903.8773, 455.0962, 1578.375
3.1, 275.6794, 293.3768, 584.9662, 365.517, 16.78418, 381.1542, 211.3391, 422.0524, 314.0252, 944.6598, 0, -3.814697e-06, 631.5817, 0, 227.0473, 956.162, 191.3546, 1448.766, 0, 596.2345, 399.3079, 326.0539, 987.6021, 1607.503, 1583.921, 1.907349e-06, 382.4044, 175.7132, 411.6985, 0, 50.93783, 766.2948, 355.0205, 524.1589, 955.0402, 386.0984, 0, 0, 259.7087, 0, 3214.364, 231.3959, 1040.858, 1049.493, 1095.944, 2.861023e-06, 1426.461, 416.4021, 1015.701, 737.5453, 314.9886, 1051.835, 0, 1213.195, 335.5403, 2026.719, 230.5765, 146.0736, 0, 871.2892, 860.4937, 426.4632, 1915.662
3.2, 261.1681, 280.2421, 600.9841, 346.7907, 15.97463, 388.4732, 201.8848, 491.4608, 296.4055, 1036.468, 0, -3.814697e-06, 596.7462, 0, 244.0706, 1003.458, 182.1632, 1379.534, 0, 565.3859, 378.1224, 310.8311, 923.8011, 1558.19, 1634.063, 1.907349e-06, 364.067, 166.6206, 390.22, 0, 48.70966, 730.2354, 482.3745, 497.2654, 1070.494, 379.5515, 0, 0, 245.7809, 0, 3429.608, 292.8907, 1191.942, 1305.185, 1173.881, 2.861023e-06, 1371.253, 397.2427, 1091.791, 751.3301, 299.2881, 1085.463, 0, 1284.294, 317.6755, 2122.386, 220.9701, 138.4555, 0, 910.5518, 819.1924, 399.6318, 1835.687
3.3, 247.4206, 267.6956, 687.9392, 329.0238, 15.20414, 368.0588, 238.4597, 467.4821, 279.7744, 1038.718, 0, -3.814697e-06, 707.404, 0, 246.6974, 1086.217, 173.4133, 1313.61, 0, 590.7689, 358.0609, 296.319, 909.0266, 1607.148, 1855.258, 3.814697e-06, 346.609, 166.8726, 369.8622, 0, 46.57895, 695.8728, 460.4272, 471.7517, 1044.08, 384.364, 0, 0, 232.5999, 0, 3426.818, 274.4855, 1137.754, 1319.16, 1263.191, 2.861023e-06, 1559.282, 378.9649, 1040.97, 713.1456, 284.3703, 1120.181, 0, 1396.22, 300.7618, 2182.684, 211.7639, 131.2348, 0, 870.3336, 875.5533, 471.3694, 1957.179
3.4, 297.8615, 255.7107, 671.6037, 312.1672, 14.47081, 348.7172, 227.7922, 444.6733, 304.8535, 1114.95, 0, -3.814697e-06, 668.3864, 0, 235.1478, 1102.55, 231.6107, 1346.676, 0, 560.2031, 339.0637, 433.7974, 909.3229, 1603.317, 1931.297, 3.814697e-06, 423.6924, 158.2375, 447.751, 0, 44.54145, 663.1273, 439.4785, 447.5471, 1031.455, 360.7134, 0, 0, 220.1259, 0, 3527.445, 257.2368, 1180.869, 1457.264, 1243.865, 1.907349e-06, 1484.238, 424.3117, 1111.047, 676.9017, 270.1961, 1127.051, 0, 1467.442, 284.7486, 2177.051, 202.9413, 124.3906, 0, 864.2071, 906.5667, 441.7125, 2110.01
3.5, 282.1825, 244.2624, 703.8798, 296.1742, 13.77284, 330.392, 217.6019, 422.9774, 409.1707, 1089.577, 0, 0, 631.5209, 0, 224.1391, 1086.524, 220.4856, 1282.322, 0, 600.6705, 402.8117, 413.5443, 941.6275, 1586.578, 1985.498, 3.814697e-06, 403.3751, 178.1906, 447.0093, 0, 42.59307, 797.5084, 419.4829, 424.5844, 986.1456, 350.9763, 0, 0, 208.3208, 0, 3522.286, 320.3758, 1143.505, 1388.694, 1263.307, 1.907349e-06, 1412.805, 404.7884, 1102.038, 783.1793, 256.7283, 1145.508, 0, 1462.387, 269.588, 2148.876, 382.9791, 117.9033, 0, 826.0359, 919.5973, 413.9216, 2161.172
3.6, 267.3289, 233.3266, 719.3741, 281.0005, 13.10854, 313.0298, 207.8675, 520.3672, 386.2125, 1043.9, 0, 0, 780.13, 0, 213.6457, 1053.435, 261.3777, 1353.905, 0, 724.6722, 381.4402, 443.9408, 985.7175, 1751.047, 1959.782, 1.907349e-06, 470.7443, 222.4424, 467.2849, 0, 40.72992, 759.9802, 400.3971, 402.7998, 1028.034, 380.4173, 0, 0, 197.1488, 0, 3527.148, 300.2434, 1180.983, 1323.35, 1238.979, 1.907349e-06, 1344.809, 386.1633, 1119.569, 743.3761, 243.9319, 1164.929, 0, 1513.82, 255.2346, 2305.497, 367.0232, 151.0825, 0, 893.1484, 875.4591, 473.3776, 2070.947
3.7, 354.3907, 222.8805, 688.4652, 266.6042, 12.47628, 296.58, 198.5685, 494.9781, 364.5424, 1124.855, 0, 0, 737.1012, 0, 236.9103, 1188.539, 248.8229, 1392.712, 0, 747.1585, 361.2027, 437.0549, 962.1158, 1705.052, 1958.639, 9.536743e-07, 448.1708, 219.4862, 442.9065, 0, 38.94828, 724.2179, 382.1796, 382.133, 1015.89, 357.0095, 0, 0, 186.5759, 0, 3544.37, 281.3762, 1293.394, 1261.081, 1317.382, 1.907349e-06, 1406.267, 368.3953, 1067.455, 764.6301, 372.3687, 1116.518, 0, 1446.406, 241.6454, 2344.811, 351.7321, 216.4213, 0, 877.6556, 833.4395, 443.5944, 2012.722
3.8, 335.7362, 212.902, 724.8783, 252.9455, 11.87452, 280.9946, 234.326, 470.8278, 344.0883, 1077.7, 0, 1.907349e-06, 862.3532, 0, 295.1981, 1135.107, 236.8711, 1326.158, 0, 708.5013, 342.0388, 483.3151, 1032.25, 1631.343, 2106.517, 1.907349e-06, 426.6797, 208.1285, 419.8, 0, 37.24456, 690.1385, 364.791, 362.5265, 998.4341, 393.8569, 0, 0, 432.278, 0, 3650.188, 263.6945, 1234.594, 1201.742, 1260.906, 1.907349e-06, 1566.732, 351.4448, 1092.033, 725.7696, 353.8083, 1177.569, 0, 1544.286, 400.7771, 2318.96, 409.2885, 284.139, 0, 950.5253, 793.4366, 468.0529, 1928.695
