 , C000, C001, C003, C004, C005, C006, C009, C011, C012, C013, C015, C017, C018, C019, C021, C023, C024, C025, C026, C027, C028, C029, C031, C033, C034, C041, C043, C044, C045, C046, C048, C049, C052, C053, C054, C057, C062, C063, C065, C067, C068, C069, C070, C071, C072, C073, C081, C084, C086, C087, C090, C092, C096, C100, C106, C110, C118, C119, C123, C124
174.6, 511.7041, 488.6056, 233.9858, 972.3438, 348.6302, 323.3167, 1020.184, 0.9094043, 943.9159, 627.4142, 813.2194, 1494.033, 688.726, 294.0059, 396.0392, 1815.454, 1504.72, 2287.466, 1756.686, 19.66496, 11.28829, 731.813, 521.064, 1636.198, 3030.067, 5098.955, 3810.577, 1260.913, 2032.383, 1931.113, 433.2216, 5725.212, 2908.659, 1551.062, 4873.031, 4.541359, 3032.284, 1260.56, 0.003459462, 1592.349, 0.000898878, 16.92829, 1432.313, 1102.171, 2039.249, 4187.702, 1408.367, 387.5804, 2814.526, 1381.557, 376.6721, 906.7614, 207.5617, 2861.4, 4.328568, 1.912112e-06, 966.0314, 10.78929, 97.26231, 7.566077
174.7, 489.2027, 511.9435, 299.8169, 931.1014, 332.549, 309.7805, 978.6842, 0.8692952, 903.6317, 597.8741, 776.6559, 1430.721, 706.7937, 281.8669, 379.2902, 1739.141, 1688.679, 2345.424, 1690.438, 18.82484, 10.77976, 749.8658, 648.5529, 1641.201, 3023.135, 5122.484, 3824.39, 1207.888, 1948.17, 1945.04, 452.8312, 5600.169, 2816.017, 1521.275, 5251.88, 4.343865, 3037.915, 1284.89, 0.003307989, 1819.214, 0.0008553905, 16.18614, 1378.153, 1255.181, 2057.248, 4126.622, 1359.971, 368.8428, 2858.082, 1460.955, 359.7708, 865.7221, 197.4566, 2744.145, 4.136859, 1.831624e-06, 1022.338, 10.34133, 93.13927, 7.252182
174.8, 543.0049, 489.9737, 285.7745, 918.7302, 317.2096, 296.8109, 1002.615, 0.8309552, 893.0894, 569.7248, 741.7364, 1397.792, 721.8698, 270.229, 363.2496, 1666.035, 1673.697, 2325.188, 1717.405, 18.02062, 10.29414, 714.0742, 628.8867, 1687.309, 3015.445, 5053.579, 3883.982, 1157.093, 2042.497, 1860.523, 449.4833, 5636.139, 2949.861, 1564.914, 5421.476, 4.154959, 3087.049, 1228.755, 0.003163148, 1742.176, 0.0008140069, 15.47652, 1450.914, 1212.864, 2062.028, 4144.956, 1299.423, 351.0112, 2831.117, 1397.893, 343.6279, 835.3597, 187.8435, 2701.7, 3.953641, 1.754525e-06, 978.6431, 9.911965, 89.19101, 6.95131
174.9, 519.1271, 538.3699, 272.3897, 879.7618, 302.5777, 284.3844, 989.0518, 0.7943062, 854.9743, 542.9008, 708.3869, 1338.558, 684.9387, 259.0717, 347.8874, 1816.532, 1602.573, 2397.207, 1643.402, 17.25075, 9.830387, 679.9908, 718.7742, 1615.735, 2996.464, 5021.275, 3754.363, 1108.434, 1957.865, 1779.679, 511.7361, 5618.391, 3052.944, 1492.792, 6186.521, 3.974269, 3184.642, 1175.073, 0.00302465, 1692.179, 0.0007746254, 14.79801, 1506.536, 1208.144, 1976.604, 4167.004, 1363.161, 334.0416, 2948.133, 1482.309, 328.2093, 940.0864, 178.6984, 2590.99, 3.778537, 1.68067e-06, 1202.406, 9.500427, 85.41012, 6.66292
175, 496.2992, 515.2661, 259.6319, 842.4464, 288.6208, 272.4782, 948.8183, 0.7592735, 818.4859, 517.3398, 676.5369, 1301.45, 649.8969, 248.375, 333.1749, 1884.782, 1534.472, 2463.567, 1667.61, 16.51378, 9.387531, 839.538, 773.2605, 1623.654, 2973.336, 4981.888, 3668.952, 1154.164, 1876.74, 1861.313, 485.9102, 5581.228, 2927.039, 1453.025, 6520.31, 3.801436, 3239.315, 1123.736, 0.002892215, 1754.817, 0.0007371492, 14.14925, 1527.464, 1155.023, 2045.307, 4275.885, 1442.926, 317.8924, 2950.6, 1418.326, 313.4826, 897.5388, 278.2136, 2526.586, 3.611188, 1.609925e-06, 1151.015, 9.105976, 81.78951, 6.386494
175.1, 526.3168, 597.9489, 247.4716, 888.7554, 275.3076, 377.4188, 1039.138, 0.7257859, 894.8768, 492.9822, 646.1188, 1282.241, 616.6479, 238.1199, 319.0845, 1840.556, 1505.44, 2434.285, 1595.753, 15.80829, 8.964625, 852.6818, 902.9556, 1623.124, 3095.018, 4858.241, 3739.344, 1105.629, 1867.826, 1780.434, 461.3876, 5537.399, 2950.5, 1386.06, 6752.763, 3.636119, 3179.939, 1248.736, 0.002765579, 1728.518, 0.0007014861, 13.52893, 1464.744, 1104.238, 1982.628, 4219.2, 1378.685, 302.5239, 3034.343, 1357.104, 356.3189, 856.9169, 392.0614, 2434.834, 3.451252, 1.542157e-06, 1101.82, 8.727902, 78.32237, 6.121537
175.2, 510.1691, 572.2883, 235.8809, 893.3281, 368.1227, 361.6175, 1027.446, 0.6937753, 938.2751, 469.7715, 617.0684, 1227.903, 585.1, 228.2883, 305.5901, 1906.305, 1441.466, 2404.753, 1728.676, 15.13293, 8.560771, 811.9826, 862.5149, 1595.848, 3080.756, 4789.895, 3610.325, 1059.134, 1815.281, 1703.07, 438.1027, 5501.912, 2828.82, 1447.293, 6460.061, 3.477992, 3302.669, 1194.181, 0.002644487, 1685.169, 0.0006675483, 12.9358, 1523.005, 1131.252, 2080.422, 4117.142, 1343.787, 287.8984, 3003.48, 1298.524, 340.3309, 818.1335, 372.974, 2335.059, 3.298398, 1.477242e-06, 1054.727, 8.365526, 75.00221, 5.867571
175.3, 584.5367, 547.7288, 224.833, 1030.116, 351.1423, 346.4777, 985.6509, 0.6631765, 939.5967, 447.6536, 589.3242, 1276.223, 555.166, 218.8626, 292.6664, 1826.172, 1380.211, 2303.756, 1654.188, 14.48643, 8.175111, 829.3832, 823.8854, 1615.803, 2954.45, 4800.667, 3678.311, 1038.303, 1880.642, 1738.302, 415.9929, 5404.322, 2885.412, 1487.289, 6180.046, 3.326741, 3167.527, 1142.009, 0.002528698, 1626.68, 0.0006352525, 12.36868, 1460.469, 1157.479, 1994.236, 3948.371, 1283.959, 273.98, 2878.977, 1242.473, 468.4989, 781.1054, 354.8158, 2471.45, 3.152314, 1.41506e-06, 1009.648, 8.018195, 610.757, 5.624143
175.4, 610.5961, 608.2219, 214.3026, 1018.985, 334.9453, 331.9718, 945.5558, 0.6339273, 1135.807, 426.577, 562.8273, 1340.317, 526.7635, 311.9483, 280.2892, 1749.409, 1321.559, 2207, 1672.978, 13.86755, 7.806824, 789.7961, 786.986, 1646.804, 2985.913, 4671.855, 3563.978, 994.6395, 1802.717, 1662.769, 394.9989, 5202.449, 2794.793, 1473.818, 5912.168, 3.182068, 3097.64, 1306.359, 0.002417979, 1617.889, 0.0006045192, 11.82642, 1522.493, 1149.484, 2033.926, 4264.248, 1283.503, 260.7344, 2854.258, 1188.842, 447.4774, 745.7532, 337.5417, 2370.175, 3.012701, 1.355495e-06, 1060.553, 7.685286, 584.8664, 5.390813
175.5, 583.746, 673.7454, 204.2653, 1441.511, 319.4953, 457.597, 1082.35, 0.6059681, 1294.534, 406.4928, 537.5219, 1460.241, 499.8141, 424.1179, 268.4354, 1744.099, 1265.4, 2114.308, 1621.186, 13.27511, 7.455129, 871.2551, 751.7392, 1684.575, 3050.895, 4479.575, 3658.164, 1061.876, 1965.318, 1621.489, 375.0644, 5356.938, 2830.762, 1405.894, 5655.902, 3.043687, 3020.603, 1507.862, 0.002312107, 1737.552, 0.0005752727, 11.30794, 1459.977, 1199.976, 2126.134, 4342.198, 1226.359, 248.1293, 3077.693, 1137.526, 427.3991, 712.001, 321.1086, 2273.05, 2.87927, 1.298437e-06, 1015.224, 7.366198, 560.0734, 5.167163
175.6, 558.0767, 644.832, 194.6982, 1642.958, 304.758, 482.2314, 1038.321, 0.579242, 1239.286, 387.3542, 513.3541, 1616.835, 474.2434, 406.6067, 257.083, 1670.785, 1211.627, 2025.508, 1682.398, 12.70798, 7.119277, 895.2112, 718.071, 1669.445, 3108.99, 4415.44, 3666.563, 1097.152, 1951.393, 1551.031, 356.136, 5304.525, 2861.37, 1341.101, 5410.744, 2.911323, 3054.343, 1441.986, 0.002210871, 1663.972, 0.0005474411, 10.81219, 1400.028, 1156.321, 2096.562, 4374.478, 1194.792, 236.1335, 3113.463, 1088.424, 408.2217, 679.7764, 305.4755, 2179.905, 2.751749, 1.243781e-06, 971.8331, 7.060359, 536.3313, 4.952793
175.7, 533.5361, 617.1594, 185.5792, 1573.271, 290.7004, 462.0419, 1062.591, 0.5536947, 1186.396, 369.1166, 490.273, 1650.531, 449.9809, 389.8185, 246.2107, 1808.277, 1187.348, 1940.439, 1609.904, 12.16508, 6.798556, 852.4821, 685.9108, 1598.629, 3178.298, 4276.856, 3662.996, 1077.204, 2105.671, 1483.635, 338.1628, 5281.865, 2819.903, 1357.493, 5176.213, 2.784716, 2929.362, 1378.988, 0.002114068, 1593.509, 0.000520956, 10.33817, 1387.783, 1202.853, 2169.535, 4274.354, 1141.598, 224.7176, 3049.741, 1041.442, 389.9048, 649.0102, 290.6035, 2460.771, 2.629876, 1.191426e-06, 930.2964, 6.767218, 513.5957, 4.747315
175.8, 510.0746, 590.6744, 176.8873, 1506.54, 277.2914, 442.6977, 1045.618, 0.5292741, 1135.763, 351.7378, 827.2662, 1580.587, 426.9597, 373.7234, 235.7982, 1986.951, 1519.6, 2057.307, 1540.533, 11.64537, 6.492283, 973.236, 655.1909, 1530.816, 3317.326, 4323.441, 3630.359, 1061.516, 2151.802, 1419.167, 321.0967, 5281.202, 2742.164, 1294.93, 4951.847, 2.663615, 3014.806, 1318.742, 0.002021503, 1526.029, 0.0004957523, 9.884931, 1367.128, 1210.905, 2193.149, 4130.027, 1183.406, 213.8537, 3186.948, 1034.605, 372.4098, 619.6365, 276.4556, 2771.71, 2.513401, 1.141274e-06, 890.5352, 6.486248, 491.8239, 4.550363
175.9, 487.6448, 565.3259, 168.6025, 1442.64, 264.5008, 424.1634, 1003.083, 0.5059306, 1087.292, 335.1771, 872.4894, 1513.606, 483.7641, 358.293, 225.826, 1903.429, 1679.262, 2181.518, 1474.152, 11.14786, 6.199807, 926.7827, 625.8468, 1465.88, 3181.321, 4392.436, 3546.015, 1097.146, 2172.8, 1357.501, 304.8918, 5449.125, 2707.338, 1280.942, 4737.207, 2.54778, 2995.2, 1261.129, 0.001932991, 1461.406, 0.0004717679, 9.451564, 1411.223, 1171.454, 2102.293, 4025.202, 1202.144, 203.5149, 3151.942, 1181.121, 355.6998, 659.7126, 262.9964, 2888.621, 2.402084, 1.093234e-06, 852.4733, 6.216944, 556.4771, 4.361581
176, 517.2889, 541.0652, 160.7057, 1381.45, 252.3002, 406.405, 986.3177, 0.4836167, 1065.45, 319.3962, 833.2611, 1522.957, 459.0146, 343.4996, 216.2756, 2148.498, 1695.522, 2199.747, 1410.631, 10.67161, 5.920507, 882.5466, 597.817, 1403.699, 3373.679, 4271.813, 3423.221, 1051.008, 2111.932, 1298.514, 289.5048, 5410.372, 2760.941, 1221.907, 4531.871, 2.436982, 2910.748, 1206.032, 0.001848355, 1546.585, 0.0004489438, 9.037196, 1471.383, 1119.946, 2089.102, 4031.647, 1176.223, 193.676, 3148.005, 1130.138, 339.7396, 629.8545, 250.1925, 2800.228, 2.295697, 1.047216e-06, 816.0381, 5.958821, 630.0471, 4.180631
176.1, 494.5419, 517.8457, 153.1788, 1322.855, 240.6624, 389.3902, 961.4747, 0.4622869, 1061.192, 304.3583, 795.7965, 1458.418, 461.5967, 329.317, 207.129, 2199.392, 1623.471, 2233.699, 1390.982, 10.2157, 5.65379, 840.422, 571.0425, 1390.761, 3235.363, 4251.708, 3448.665, 1006.81, 2024.423, 1242.09, 274.8943, 5372.674, 2711.857, 1165.593, 4335.435, 2.331003, 2924.996, 1153.343, 0.001767425, 1631.646, 0.000427224, 8.640995, 1563.099, 1159.052, 2043.859, 4155.066, 1281.252, 184.3128, 3125.516, 1207.03, 324.4955, 601.3478, 238.0119, 2781.477, 2.194023, 1.003135e-06, 913.366, 5.711415, 702.2798, 4.007189
176.2, 472.7951, 495.6227, 146.0044, 1266.745, 284.1339, 373.0876, 922.363, 0.4418978, 1015.903, 290.0284, 760.0164, 1396.615, 437.9812, 315.72, 198.3693, 2136.924, 1587.039, 2266.91, 1388.743, 9.779276, 5.399088, 800.308, 649.3167, 1342.45, 3102.718, 4139.324, 3408.03, 1058.897, 1940.54, 1188.118, 261.0212, 5288.392, 2775.446, 1149.887, 4565.233, 2.229632, 2879.278, 1102.955, 0.001690038, 1654.359, 0.000406555, 8.262163, 1498.915, 1108.09, 1995.822, 4057.505, 1224.208, 175.4022, 3022.281, 1368.256, 309.9354, 629.4373, 226.4244, 2788.421, 2.096851, 9.609091e-07, 1036.791, 5.474281, 672.5095, 3.840942
176.3, 452.0047, 474.3533, 139.166, 1213.016, 318.0072, 386.8306, 918.612, 0.422408, 972.5461, 276.3732, 725.845, 1337.431, 459.7126, 302.6844, 189.9801, 2198.522, 1672.588, 2277.831, 1462.006, 9.361491, 5.155861, 859.2889, 620.2357, 1351.462, 3127.325, 4160.753, 3267.01, 1041.078, 1990.548, 1191.503, 247.8482, 5404.251, 2660.985, 1126.073, 4406.723, 2.13267, 2885.143, 1054.769, 0.001616039, 1584.302, 0.000386886, 7.89994, 1475.515, 1059.368, 2097.776, 4124.973, 1313.568, 260.9876, 3115.785, 1377.6, 296.0286, 600.9495, 215.401, 2816.116, 2.003983, 9.204609e-07, 992.4785, 5.246993, 644.0012, 3.681592
176.4, 432.1284, 453.9967, 132.648, 1161.565, 303.3385, 370.6352, 881.2439, 0.4037778, 931.04, 263.3609, 693.21, 1280.755, 469.1682, 290.187, 181.9456, 2156.186, 1601.512, 2182.164, 1413.423, 8.961555, 4.923591, 818.2744, 592.4572, 1294.134, 3116.607, 3989.509, 3242.754, 1063.029, 1998.537, 1139.729, 341.368, 5457.873, 2551.244, 1176.664, 4254.749, 2.039925, 2802.798, 1063.508, 0.00154528, 1560.398, 0.0003681685, 7.553597, 1424.295, 1101.542, 2116.299, 4183.869, 1279.272, 248.3702, 2986.627, 1370.016, 282.7458, 588.7925, 204.9142, 2700.717, 1.915228, 8.817154e-07, 950.0594, 5.029141, 616.7014, 3.528853
176.5, 413.1263, 498.0676, 126.4352, 1112.297, 289.3465, 473.8411, 857.8219, 0.3859693, 891.3054, 250.9613, 662.0424, 1268.887, 445.1654, 278.2056, 174.2509, 2107.807, 1573.895, 2139.985, 1453.245, 8.578706, 4.701784, 779.2175, 593.7742, 1257.342, 3139.736, 3875.332, 3133.875, 1029.822, 2061.898, 1090.205, 324.1401, 5407.681, 2637.038, 1220.451, 4106.865, 1.951213, 2725.629, 1017.045, 0.00147762, 1670.464, 0.0003503566, 7.222439, 1494.39, 1207.603, 2093.583, 4177.014, 1222.317, 236.3628, 2959.406, 1419.691, 270.059, 562.1442, 194.938, 2724.028, 1.830404, 8.446008e-07, 909.4535, 4.820335, 590.5588, 3.382451
176.6, 394.9597, 476.6933, 120.5134, 1065.118, 295.3774, 454.0029, 842.4496, 0.3689462, 853.2664, 239.1454, 632.276, 1240.792, 422.3906, 266.7189, 166.8816, 2111.794, 1677.089, 2308.801, 1441.492, 8.212212, 4.48997, 742.0248, 589.6973, 1334.516, 3035.131, 3832.32, 3156.895, 1048.653, 1976.462, 1094.108, 307.7816, 5368.249, 2614.239, 1164.204, 4233.696, 1.866359, 2646.205, 972.6122, 0.001412922, 1734.002, 0.0003334064, 6.905798, 1472.188, 1154.506, 2134.525, 4154.036, 1275.302, 224.9358, 2970.805, 1358.41, 257.9415, 557.7593, 185.4475, 2670.38, 1.749336, 8.090485e-07, 974.7505, 4.620198, 651.9114, 3.242123
176.7, 377.5919, 456.2362, 114.8689, 1019.941, 349.0785, 434.9953, 808.1797, 0.3526739, 899.4193, 227.8859, 603.848, 1188.211, 400.7809, 255.7065, 159.824, 2178.094, 1645.899, 2250.036, 1416.367, 7.861374, 4.287698, 782.3203, 578.2817, 1433.758, 2980.361, 3924.717, 3155.524, 1004.554, 1894.566, 1046.567, 292.2488, 5239.87, 2599.723, 1189.865, 4107.464, 1.785195, 2762.077, 930.1205, 0.001351057, 1753.137, 0.0003172763, 6.60304, 1522.107, 1179.649, 2046.098, 4130.484, 1332.115, 238.5522, 3107.603, 1368.03, 246.3676, 557.8065, 176.4191, 2737.721, 1.67186, 7.749927e-07, 954.4614, 4.428371, 624.2762, 3.107616
176.8, 360.9879, 436.6571, 109.4888, 976.6795, 332.9766, 416.7834, 796.4844, 0.3371193, 861.0341, 217.1565, 669.6285, 1137.859, 540.8557, 245.1488, 153.0649, 2086.537, 1686.189, 2183.382, 1457.94, 7.525526, 4.094539, 744.9795, 563.7614, 1372.939, 3054.321, 3936.126, 3024.952, 1048.685, 1860.547, 1032.623, 277.4998, 5329.766, 2526.261, 1135.028, 4226.17, 1.707561, 2784.572, 889.4851, 0.001291901, 1678.897, 0.0003019265, 6.313555, 1466.691, 1178.773, 2091.501, 4005.72, 1272.807, 227.0194, 2994.517, 1461.624, 235.3131, 532.5606, 167.8302, 2625.534, 1.597814, 7.423704e-07, 989.5409, 4.244508, 597.8126, 2.97869
176.9, 345.114, 485.8967, 104.3607, 935.2532, 317.6174, 399.3341, 807.882, 0.3222508, 824.2871, 206.9323, 639.5211, 1089.64, 513.1852, 235.0269, 146.5916, 2073.839, 1614.535, 2163.567, 1416.013, 7.204025, 3.910081, 709.421, 538.5122, 1325.334, 2929.099, 3827.13, 2940.529, 1004.585, 1783.454, 987.7531, 263.4952, 5196.941, 2422.076, 1082.718, 4297.7, 1.633302, 2726.562, 850.625, 0.001235335, 1633.796, 0.0002873194, 6.036761, 1525.23, 1126.944, 2004.856, 4105.524, 1216.139, 343.7079, 2955.843, 1495.547, 224.7547, 508.4573, 159.6594, 2600.142, 1.527048, 7.111213e-07, 947.2474, 4.068279, 664.7612, 2.855113
177, 329.9381, 487.7628, 99.47284, 895.584, 302.9667, 382.6152, 775.0182, 0.308038, 789.1084, 197.1894, 610.7673, 1061.986, 486.9305, 225.323, 140.3921, 1986.665, 1545.925, 2208.757, 1414.476, 6.896259, 3.733933, 722.6769, 559.9374, 1380.199, 2981.517, 3744.152, 2988.192, 1043.816, 1709.555, 992.3994, 250.1973, 5355.204, 2448.354, 1044.593, 4152.619, 1.562273, 2645.699, 813.4626, 0.001181246, 1753.945, 0.0002734189, 5.772102, 1522.835, 1166.11, 1954.907, 3967.17, 1210.718, 340.3454, 2833.315, 1430.991, 214.6699, 485.4449, 151.8864, 2654.423, 1.459416, 6.811877e-07, 906.7617, 3.899367, 755.9324, 2.736662
177.1, 315.4295, 520.1946, 94.81387, 857.5975, 288.9918, 366.5964, 743.4914, 0.294452, 755.431, 187.9053, 634.8481, 1066.424, 462.0189, 216.0198, 134.4548, 2008.5, 1480.231, 2165.958, 1419.102, 6.601641, 3.56572, 688.1829, 534.8594, 1402.616, 2925.078, 3785.632, 2984.626, 1087.241, 1796.386, 949.277, 237.5706, 5266.121, 2366.017, 1003.905, 4086.431, 1.494333, 2650.119, 777.9238, 0.001129525, 1679.672, 0.000260191, 5.519047, 1582.965, 1194.502, 2001.031, 3935.118, 1194.292, 356.4963, 2890.567, 1369.222, 340.2905, 463.4741, 144.4919, 2565.515, 1.39478, 6.52514e-07, 919.7156, 3.737468, 723.8877, 2.623126
177.2, 301.559, 497.8708, 90.3731, 821.2221, 275.6615, 351.2482, 809.7943, 0.2814653, 723.1909, 179.0583, 709.2378, 1021.232, 465.8375, 207.1007, 128.7685, 1942.885, 1599.787, 2109.081, 1384.064, 6.31961, 3.405085, 655.3354, 510.9047, 1397.612, 2970.26, 3682.914, 2957.618, 1041.519, 1721.951, 908.0285, 225.581, 5216.071, 2396.096, 967.3091, 4196.896, 1.429348, 2686.458, 776.8037, 0.001080068, 1749.269, 0.000247603, 5.277085, 1517.966, 1141.981, 2023.316, 3899.085, 1244.061, 409.3747, 2883.906, 1310.12, 371.3802, 644.028, 137.4573, 2577.109, 1.333006, 6.250473e-07, 1005.461, 3.582291, 693.2014, 2.5143
177.3, 288.2984, 532.9348, 86.14033, 786.3896, 262.9461, 336.5425, 776.8528, 0.2690513, 692.3267, 170.6278, 737.8069, 1017.306, 578.1409, 198.5498, 123.3228, 2060.178, 1623.062, 2214.665, 1412.1, 6.049628, 3.251687, 654.4848, 488.0227, 1433.181, 2848.484, 3677.746, 2890.885, 997.7204, 1667.81, 868.5723, 214.1966, 5079.706, 2431.744, 1027.017, 4434.728, 1.367189, 2682.906, 742.8665, 0.001032777, 1711.102, 0.000235624, 5.045732, 1565.165, 1163.245, 1959.325, 3853.494, 1300.177, 389.5835, 2788.956, 1370.187, 421, 614.8798, 130.7653, 2497.696, 1.273968, 5.987368e-07, 962.4871, 3.433557, 663.816, 2.409989
177.4, 275.6209, 510.0641, 82.1058, 753.0345, 250.8173, 322.4526, 745.2513, 0.2571849, 771.579, 162.5942, 704.634, 1005.613, 548.5629, 190.352, 118.1073, 2171.875, 1640.369, 2121.651, 1351.253, 5.791179, 3.105199, 715.0552, 466.1656, 1393.039, 2947.346, 3663.829, 2929.558, 990.83, 1610.03, 900.2083, 203.3867, 5054.088, 2476.338, 1006.551, 4341.639, 1.307732, 2662.267, 710.4119, 0.000987557, 1638.642, 0.0002242246, 4.824521, 1694.695, 1126.984, 2071.915, 4070.604, 1271.321, 370.7491, 2780.66, 1311.043, 402.1097, 587.0508, 124.399, 2451.583, 1.217545, 5.735338e-07, 921.3499, 3.290998, 635.6762, 2.310005
177.5, 263.5009, 579.202, 78.26024, 721.0942, 239.2478, 340.6832, 714.9353, 0.2458418, 778.8483, 154.9389, 672.9527, 1009.554, 520.4982, 182.4926, 113.1124, 2096.034, 1570.662, 2127.252, 1293.028, 5.543772, 2.965311, 680.925, 445.2875, 1333.947, 2965.278, 3567.101, 2817.038, 949.1629, 1572.277, 861.0919, 193.1223, 5133.088, 2453.968, 960.1624, 4293.261, 1.250862, 2553.329, 786.1115, 0.0009443167, 1569.251, 0.0002133767, 4.613008, 1686.204, 1235.726, 2006.842, 4026.629, 1266.789, 379.8401, 2864.612, 1294.026, 384.0671, 560.4813, 118.3427, 2507.203, 1.163621, 5.493917e-07, 902.356, 3.154359, 608.7293, 2.21417
177.6, 251.9138, 630.1329, 74.59479, 690.5087, 228.2121, 377.3113, 685.8525, 0.234999, 762.713, 147.6441, 642.6958, 993.5477, 493.8693, 174.9578, 108.3288, 2067.627, 1578.723, 2204.091, 1377.995, 5.306934, 2.831725, 648.424, 425.3444, 1277.362, 2856.292, 3530.837, 2808.455, 924.259, 1634.828, 967.4224, 267.8994, 5151.443, 2503.787, 1085.695, 4213.573, 1.196465, 2587.763, 751.7676, 265.6089, 1553.189, 0.0002030535, 4.410769, 1646.48, 1181.392, 2108.844, 4102.675, 1262.401, 387.8281, 2745.865, 1362.247, 366.834, 553.4376, 112.5812, 2550.026, 1.112085, 5.262658e-07, 952.9499, 3.023392, 582.9247, 2.12231
177.7, 276.9744, 603.0911, 71.10101, 773.1737, 217.6854, 399.8177, 657.9528, 0.2246344, 730.162, 140.6926, 613.7993, 951.4442, 468.6028, 241.3444, 103.7474, 2084.569, 1595.622, 2156.001, 1348.791, 5.080215, 2.704156, 617.4742, 469.1294, 1450.521, 2819.454, 3589.466, 2809.021, 950.7503, 1567.088, 925.3854, 254.3793, 5014.137, 2454.092, 1072.306, 4132.749, 1.144433, 2614.634, 718.9242, 472.7368, 1723.053, 0.0001932298, 4.217395, 1635.582, 1229.879, 2026.817, 4091.439, 1206.196, 394.9054, 2726.569, 1395.631, 350.3742, 555.9954, 107.1002, 2445.531, 1.062831, 5.041134e-07, 947.4344, 2.897863, 558.2139, 2.034261
177.8, 264.7948, 577.2097, 67.77088, 784.3521, 207.6443, 430.4839, 631.188, 0.214727, 763.2958, 134.0685, 586.202, 911.125, 519.3116, 244.201, 99.35983, 2155.155, 1604.574, 2150.71, 1331.438, 4.863181, 2.582335, 664.7766, 527.3229, 1388.991, 2790.206, 3503.168, 2692.787, 927.6976, 1587.968, 926.1094, 241.5415, 4820.021, 2352.884, 1022.886, 4401.266, 1.094664, 2546.639, 714.9303, 452.0379, 1650.087, 0.0001838814, 4.0325, 1669.026, 1175.802, 1942.852, 4064.585, 1227.925, 430.1255, 2719.321, 1335.389, 334.6529, 530.8314, 101.8861, 2345.318, 1.015759, 4.828934e-07, 935.0273, 2.777546, 638.4713, 1.949865
177.9, 259.4069, 552.4391, 64.59672, 831.7022, 352.1948, 412.4609, 605.512, 0.2052565, 752.9115, 127.7563, 585.7521, 905.3682, 492.7434, 287.6879, 95.1578, 2305.212, 1590.322, 2159.193, 1430.167, 4.655419, 2.466001, 633.0462, 503.7057, 1330.071, 2800.317, 3474.441, 2833.954, 939.1525, 1585.921, 907.3338, 264.2769, 4829.952, 2410.274, 975.7443, 4210.491, 1.047059, 2539.723, 709.6232, 432.2454, 1580.211, 0.0001749853, 3.85571, 1665.345, 1305.992, 1923.497, 4031.841, 1253.537, 447.8964, 2822.96, 1312.613, 319.6371, 506.8064, 96.92576, 2412.895, 0.9707718, 4.625666e-07, 951.6481, 2.662224, 699.5359, 1.868971
178, 269.4912, 528.7314, 61.57122, 796.4252, 335.9492, 395.1925, 580.8805, 0.1962037, 720.7789, 121.7412, 559.4159, 1035.961, 467.5345, 275.8097, 91.13347, 2289.263, 1522.741, 2095.646, 1447.812, 4.456533, 2.354909, 661.8073, 481.1462, 1427.239, 2778.019, 3379.169, 2716.689, 969.6529, 1549.029, 974.704, 250.9395, 4868.587, 2444.973, 930.775, 4196.928, 1.001525, 2435.799, 678.621, 413.3194, 1589.902, 0.0001665195, 3.686671, 1616.14, 1248.568, 1843.812, 3987.538, 1277.85, 470.6637, 2728.118, 1255.954, 305.295, 573.826, 364.6452, 2373.083, 0.9277771, 4.430955e-07, 954.4796, 2.55169, 710.3878, 1.791433
178.1, 310.7263, 506.0412, 58.68743, 762.6445, 320.4529, 378.647, 557.2509, 0.1875502, 690.0177, 116.0093, 567.1072, 992.0599, 443.6152, 300.8638, 87.27934, 2269.194, 1572.639, 2122.659, 1441.026, 4.266144, 2.248821, 669.4127, 513.166, 1409.115, 2839.484, 3403.243, 2651.485, 928.8763, 1593.588, 949.2289, 238.2753, 4908.974, 2389.293, 970.7795, 4249.641, 0.9579705, 2470.026, 648.9732, 395.2222, 1757.035, 0.0001584634, 3.525043, 1647.351, 1342.132, 1878.368, 3947.781, 1220.958, 447.9095, 2696.783, 1345.569, 291.5964, 610.7414, 439.9092, 2463.417, 0.8866864, 4.24444e-07, 1012.184, 2.445746, 701.6102, 1.717111
178.2, 297.0626, 484.3247, 55.93871, 730.2966, 305.6714, 362.7943, 534.5826, 0.1792783, 660.5693, 110.5473, 541.6093, 950.0195, 420.9197, 303.849, 83.5882, 2188.268, 1545.69, 2160.764, 1378.933, 4.083888, 2.147512, 637.4611, 490.1828, 1443.991, 2789.897, 3304.827, 2636.283, 889.8145, 1527.557, 907.9825, 226.2502, 4858.607, 2387.514, 926.0391, 4571.914, 0.9163104, 2410.993, 636.147, 377.9173, 1722.141, 0.0001507969, 3.370501, 1605.047, 1283.119, 1832.638, 4036.123, 1183.068, 426.2553, 2715.687, 1418.369, 278.5125, 583.0997, 449.8383, 2362.471, 0.8474157, 4.065776e-07, 1027.485, 2.3442, 716.9346, 1.645873
