 , C001, C003, C006, C007, C009, C010, C011, C012, C014, C015, C016, C018, C019, C021, C022, C025, C028, C029, C030, C037, C040, C041, C042, C046, C047, C048, C053, C055, C056, C058, C059, C063, C066, C069, C070, C071, C073, C074, C075, C084, C087, C097
117.2, 697.8447, 320.7384, 1676.168, 0.4534384, 22.4766, 57.24746, 405.1645, 4.764431e-06, 1126.703, 280.2605, 1184.257, 774.1761, 121.6579, 335.0496, 9.842287, 341.6741, 277.3503, 24.9515, 897.7927, 473.8115, 72.9339, 190.4708, 206.4156, 597.412, 278.9391, 133.2979, 279.8345, 490.218, 41.0425, 172.3952, 657.4736, 636.8164, 1258.823, 1109.248, 0.2819083, 2.616646, 836.2181, 2.181528, 1621.202, 963.8412, 877.1666, 1081.35
117.3, 659.2424, 306.1037, 1678.687, 0.4317616, 21.45941, 54.83177, 575.4418, 4.55569e-06, 1077.994, 318.5021, 1128.553, 741.1214, 168.2677, 319.5356, 9.375009, 454.6464, 261.6898, 23.76992, 857.6196, 451.1757, 69.5021, 273.4958, 196.6202, 572.6138, 266.1561, 127.682, 356.7778, 469.2101, 39.14112, 165.1542, 626.0337, 606.7957, 1343.893, 1048.654, 0.2698613, 2.50439, 798.3979, 2.072566, 1622.033, 1075.086, 837.2439, 1032.452
117.4, 696.0361, 292.1367, 1676.809, 0.411121, 20.48826, 52.51801, 549.4205, 4.356095e-06, 1091.885, 301.1613, 1075.469, 709.478, 159.8795, 309.825, 8.929914, 429.8732, 246.9135, 22.64429, 891.923, 429.6213, 66.23177, 261.566, 187.2897, 548.8448, 356.2578, 122.3027, 585.0266, 449.1025, 37.32783, 158.2173, 596.0972, 578.1902, 1356.017, 1088.543, 0.2583292, 2.39695, 762.2882, 1.969046, 1614.216, 1084.486, 799.1382, 985.7646
117.5, 657.534, 278.807, 1605.456, 0.3914672, 19.56105, 50.30188, 579.3339, 4.165245e-06, 1044.68, 284.7647, 1060.045, 763.0089, 151.9095, 295.4789, 8.505952, 406.45, 232.9716, 21.57197, 852.0125, 409.0966, 63.11533, 307.7816, 178.4019, 554.6148, 353.9458, 117.15, 560.7574, 429.8567, 35.59854, 151.5718, 567.5923, 550.9333, 1295.446, 1078.838, 0.2472898, 2.294119, 727.8116, 1.870698, 1622.56, 1037.382, 762.7668, 1065.15
117.6, 621.1616, 266.0856, 1636.119, 0.3727529, 18.67581, 48.17928, 553.1365, 3.982756e-06, 999.5168, 269.2608, 1010.184, 981.6066, 190.2652, 281.7971, 8.102118, 525.1147, 219.8169, 20.55042, 855.3188, 389.5525, 60.14553, 294.3564, 169.9359, 531.593, 337.7255, 112.2144, 632.9764, 411.4355, 33.94936, 145.2055, 540.4504, 524.9613, 1237.582, 1019.905, 0.2367222, 2.1957, 755.5059, 1.777261, 1643.062, 992.3234, 728.0508, 1016.984
117.7, 691.6901, 255.8966, 1566.497, 0.3549333, 17.83063, 46.14624, 641.4586, 3.808263e-06, 981.8294, 254.6009, 1111.839, 939.6954, 180.7805, 268.7489, 7.717456, 597.7501, 207.405, 19.57725, 866.7128, 414.4843, 57.31546, 291.5932, 161.8716, 509.5269, 322.2485, 107.4868, 719.1246, 393.8039, 32.37658, 139.1065, 514.6065, 500.2137, 1408.457, 1010.032, 0.2266062, 2.101503, 770.3613, 1.688491, 1749.326, 970.8315, 694.9148, 970.9965
117.8, 670.4976, 244.2204, 1559.159, 0.3379655, 17.0237, 44.19899, 672.3124, 3.641415e-06, 939.383, 493.7585, 1123.403, 899.5736, 171.7686, 256.3048, 7.351058, 565.1794, 195.6939, 18.65017, 847.5342, 394.6827, 54.61856, 297.6353, 154.19, 488.3766, 307.4807, 102.9583, 689.2925, 376.9278, 30.87667, 133.2637, 489.9984, 476.6327, 1345.545, 954.8577, 0.2169225, 2.011347, 849.9961, 1.604156, 1931.584, 928.6638, 663.2869, 927.0883
117.9, 657.9747, 233.0771, 1606.74, 0.3218089, 16.25328, 42.3339, 668.121, 3.481876e-06, 898.7716, 483.0667, 1212.455, 861.1649, 163.2059, 290.6205, 7.002054, 534.3834, 184.6441, 17.76699, 809.61, 375.8272, 52.04856, 284.6526, 146.873, 468.1044, 293.3898, 98.62058, 726.4072, 360.7749, 29.44624, 127.6664, 466.567, 454.1633, 1285.442, 902.6977, 0.2076526, 1.925059, 869.9821, 1.524032, 1916.016, 895.0681, 633.0986, 885.1656
118, 621.578, 222.4422, 1556.202, 0.3064247, 15.51773, 40.54752, 637.9087, 3.329328e-06, 979.5646, 488.4, 1211.536, 915.1494, 155.0701, 277.1637, 6.66962, 505.2655, 174.2182, 16.92563, 847.3768, 357.8725, 49.59949, 272.2363, 139.9031, 448.6736, 279.9445, 94.46564, 696.273, 345.3142, 28.08208, 122.3041, 444.2562, 432.7532, 1246.431, 999.636, 0.1987789, 1.842473, 830.6348, 1.447911, 2040.09, 894.3529, 604.2842, 845.1387
118.1, 622.3721, 212.2925, 1489.981, 0.2917759, 14.81547, 38.83652, 609.0626, 3.183462e-06, 948.3282, 622.162, 1154.549, 1121.646, 147.3398, 264.33, 6.352968, 775.9077, 164.3811, 16.12411, 809.4596, 340.7755, 47.26566, 265.9231, 133.2641, 430.0494, 281.2753, 90.48574, 667.3889, 330.5161, 26.78112, 117.167, 423.0122, 412.3524, 1369.587, 945.03, 0.1902843, 1.76343, 844.146, 1.375591, 1949.864, 895.3103, 576.7812, 915.4517
118.2, 700.2996, 202.606, 1486.676, 0.2778274, 14.14499, 37.19772, 581.5209, 3.043988e-06, 969.0201, 701.9014, 1156.04, 1269.851, 139.9949, 252.0906, 6.051351, 853.0913, 155.0993, 15.36055, 806.5032, 324.4953, 45.04165, 254.3237, 126.9401, 412.1982, 322.6232, 86.67352, 722.8434, 316.3521, 25.54043, 112.2458, 402.7841, 392.9134, 1308.411, 893.4069, 0.1821527, 1.687777, 926.1217, 1.306884, 1941.24, 983.3207, 550.53, 904.3981
118.3, 661.5616, 263.9813, 1475.039, 0.2645457, 13.50486, 35.62807, 637.7855, 2.910624e-06, 1018.05, 663.6866, 1191.731, 1215.632, 133.0161, 240.4178, 5.764053, 889.3534, 146.3417, 14.63315, 770.415, 361.8929, 42.92228, 243.2303, 120.9161, 395.0881, 307.8383, 83.02192, 692.8571, 302.7951, 24.35721, 107.5312, 430.1663, 374.3907, 1305.718, 844.6037, 0.1743687, 1.615371, 965.9513, 1.241609, 2002.725, 951.8378, 525.4736, 911.6423
118.4, 624.9664, 251.9363, 1412.272, 0.251899, 12.89369, 34.12466, 608.9449, 2.783103e-06, 974.0377, 736.4575, 1135.676, 1289.825, 126.3853, 229.2856, 5.490395, 878.4443, 138.0785, 13.9402, 735.9416, 344.6039, 40.90263, 232.6207, 115.1781, 378.6882, 293.7309, 79.52415, 664.1147, 390.0429, 23.22882, 103.0146, 409.596, 356.7412, 1311.941, 1046.065, 116.1497, 1.54607, 922.2635, 1.179593, 2154.662, 919.4376, 501.5576, 974.7901
118.5, 590.3956, 240.4409, 1436.17, 0.2398568, 12.31018, 32.68469, 581.4086, 2.661169e-06, 994.5482, 696.3613, 1249.451, 1258.733, 154.7694, 218.6688, 5.22973, 830.5789, 130.282, 13.28006, 820.9277, 328.1408, 38.97802, 222.474, 109.7123, 362.9691, 302.2915, 76.17375, 795.5286, 373.3279, 22.15269, 98.68777, 390.0095, 339.9238, 1418.529, 988.9225, 111.1862, 1.479743, 949.1007, 1.120676, 2059.369, 921.3148, 478.7301, 930.7104
118.6, 557.7371, 229.47, 1375.057, 0.2283904, 11.75308, 31.30548, 621.3179, 2.544577e-06, 1036.608, 703.1483, 1190.681, 1221.573, 147.0541, 208.5437, 4.98144, 785.3216, 122.9256, 12.65118, 784.1941, 425.788, 37.14396, 212.7698, 104.506, 347.9024, 339.8568, 72.96451, 762.527, 357.3293, 21.12642, 94.54266, 440.3953, 323.8991, 1355.166, 934.9017, 106.4348, 1.416261, 906.175, 1.064701, 2007.09, 958.3186, 456.9415, 888.6239
118.7, 556.1952, 218.9997, 1372.36, 0.217472, 11.22119, 29.98447, 593.222, 2.433094e-06, 1015.96, 664.8655, 1134.675, 1241.828, 139.7235, 198.8873, 4.744937, 807.5967, 115.9847, 12.05208, 749.1041, 405.4464, 35.3962, 203.4889, 99.54667, 333.4611, 348.4369, 72.59608, 730.8944, 342.0163, 20.1477, 90.57166, 419.3359, 308.6299, 1294.634, 883.8318, 101.8864, 1.355503, 1007.48, 1.011522, 2030.649, 916.6944, 436.1446, 949.5738
118.8, 525.4285, 209.0071, 1313.963, 0.2070757, 10.71337, 28.7192, 566.3966, 2.326495e-06, 1062.397, 628.6671, 1081.303, 1188.806, 132.7582, 212.0693, 4.519664, 763.5917, 109.4356, 11.48135, 758.8251, 386.0767, 33.73068, 194.6129, 94.8227, 319.6193, 332.469, 69.53756, 700.5741, 327.3595, 19.21431, 86.76744, 431.358, 294.0806, 1331.372, 935.2149, 97.53244, 1.297351, 961.9142, 0.9609989, 2082.746, 930.0144, 416.2943, 919.283
118.9, 677.5103, 199.4705, 1396.414, 0.1971763, 10.22853, 27.50733, 540.7842, 2.224566e-06, 1059.455, 622.875, 1128.063, 1255.476, 126.1402, 202.2497, 4.305085, 721.9845, 103.2564, 10.93765, 724.8704, 435.075, 32.14353, 186.124, 90.32291, 306.3521, 335.4018, 125.1383, 713.6108, 313.3308, 18.32417, 83.12301, 410.7307, 280.2171, 1345.779, 884.1279, 93.36452, 1.241693, 918.409, 0.9129995, 1990.633, 889.6196, 397.3474, 982.2714
119, 640.0329, 190.369, 1381.315, 0.1877502, 9.765636, 26.34659, 516.3301, 2.127103e-06, 1019.67, 610.2678, 1075.003, 1218.084, 119.8521, 192.8848, 4.100694, 682.6444, 97.42603, 10.41969, 692.4349, 448.9553, 30.63106, 178.0054, 86.03666, 293.6356, 354.8318, 157.5701, 684.0075, 299.9033, 17.47526, 79.63165, 391.0899, 267.0071, 1285.666, 835.8316, 89.37472, 1.188424, 876.8715, 0.8673975, 1902.595, 878.6409, 379.2628, 1133.846
119.1, 604.6286, 202.1159, 1322.536, 0.1787747, 9.323689, 25.23483, 492.9817, 2.03391e-06, 1077.369, 577.0419, 1024.438, 1228.846, 113.8775, 183.9535, 3.906007, 645.4479, 91.92489, 28.94461, 704.7996, 484.4175, 260.0374, 170.2409, 81.95381, 281.4469, 338.5708, 150.9316, 655.6322, 287.0512, 16.66568, 76.28694, 372.3883, 254.4199, 1372.319, 1010.997, 85.5554, 1.13744, 837.2126, 0.8240732, 1903.035, 840.4774, 362.0013, 1082.574
119.2, 571.1827, 275.7484, 1275.673, 0.1702283, 8.901743, 24.16999, 470.6892, 1.9448e-06, 1030.792, 545.6251, 976.2512, 1176.379, 108.2007, 175.4358, 3.720563, 610.5571, 86.73438, 27.57393, 673.2623, 461.275, 403.8962, 162.8151, 78.06471, 386.8778, 323.0551, 189.2411, 628.434, 274.7499, 15.89361, 73.08272, 354.5809, 242.4261, 1501.021, 990.7394, 81.89931, 1.088643, 888.1808, 0.7829129, 1818.87, 940.5587, 345.5254, 1097.829
119.3, 552.9623, 263.1665, 1376.133, 0.1620905, 8.498891, 23.15008, 449.4047, 1.859594e-06, 986.2293, 515.9186, 930.3312, 1250.551, 102.8069, 167.3125, 3.543923, 582.8074, 81.83694, 26.26817, 643.1361, 439.2381, 396.196, 155.7132, 74.36017, 370.8187, 372.8291, 181.2682, 602.3641, 262.9758, 15.15731, 70.01308, 390.4971, 230.9977, 1433.974, 1053.782, 78.39945, 1.04194, 948.5765, 0.7438083, 1906.309, 899.7059, 329.7994, 1133.314
119.4, 522.3745, 281.5135, 1412.544, 0.1543416, 8.11427, 22.1732, 513.0026, 1.778121e-06, 943.5927, 487.8296, 886.5712, 1197.156, 114.5282, 159.5653, 3.375669, 551.0509, 77.21604, 25.02423, 614.358, 418.254, 377.5536, 148.9211, 70.83142, 355.4262, 355.7434, 173.6313, 577.3757, 251.7062, 14.45511, 67.07237, 371.8239, 220.108, 1369.921, 1051.382, 75.04916, 0.9972398, 960.1787, 0.706657, 2015.645, 860.6275, 314.7892, 1193.776
119.5, 493.4786, 268.6686, 1405.762, 0.1469633, 7.747056, 21.23755, 489.8047, 1.700217e-06, 1010.048, 523.4913, 948.3833, 1271.915, 213.0454, 152.1768, 3.215404, 521.0248, 72.85606, 23.83921, 586.8677, 398.2723, 405.9936, 142.4253, 67.47013, 340.6726, 339.4407, 166.3161, 553.424, 240.9196, 13.78545, 64.25518, 354.0435, 209.7317, 1378.005, 993.9496, 71.84203, 0.9544576, 936.5474, 0.6713613, 2014.986, 823.2465, 300.4621, 1139.794
119.6, 466.1812, 295.414, 1345.943, 0.1399376, 7.39646, 20.34138, 467.6558, 1.625727e-06, 966.3815, 494.99, 903.7742, 1217.609, 211.1412, 145.1305, 3.062747, 492.6347, 68.74226, 22.7103, 618.3733, 379.2453, 395.7502, 136.2128, 64.26835, 326.5315, 323.8851, 159.3091, 583.9418, 230.5952, 321.0172, 61.55632, 337.1134, 199.8446, 1316.453, 962.4006, 68.77196, 0.9135107, 894.1895, 0.6378285, 1935.046, 787.4891, 286.7871, 1088.253
119.7, 475.4144, 281.9348, 1487.861, 0.1332478, 7.06173, 19.48303, 446.5085, 1.5545e-06, 924.603, 468.0404, 861.2634, 1165.621, 258.3733, 138.4104, 2.917339, 667.3469, 64.86074, 21.63485, 639.5905, 361.1273, 377.1288, 130.2713, 61.21851, 312.9773, 309.0423, 152.5973, 627.798, 220.7133, 306.1454, 58.97081, 320.9929, 190.4235, 1445.466, 909.8286, 65.83308, 0.8743206, 902.8486, 0.6059706, 1919.67, 808.4505, 273.7345, 1039.042
119.8, 449.1162, 269.0706, 1424.548, 0.1268778, 6.742149, 18.66089, 426.3175, 1.486394e-06, 920.6807, 442.5581, 820.7521, 1185.576, 245.4934, 132.0015, 2.778833, 653.5511, 61.19839, 20.61032, 610.9711, 343.8748, 359.3835, 124.5889, 58.3134, 299.9857, 405.4482, 146.1683, 679.6678, 211.2548, 291.9625, 56.49391, 337.7099, 181.4466, 1380.9, 1059.651, 63.01979, 0.8368117, 862.0148, 0.5757039, 1866.886, 811.4299, 261.2759, 992.0571
119.9, 424.2727, 256.7934, 1579.297, 0.1208124, 6.437031, 17.87345, 407.0395, 1.421272e-06, 891.2535, 418.4631, 897.0872, 1134.956, 282.3331, 125.8893, 2.646904, 617.9399, 57.74284, 19.63432, 612.1433, 327.4466, 342.4732, 119.1544, 55.54615, 339.5931, 386.8677, 140.0102, 651.4726, 202.2017, 278.4367, 54.12104, 321.5609, 172.8929, 1319.219, 1082.462, 60.32672, 0.8009119, 823.0279, 0.5469489, 1842.476, 842.0616, 249.3844, 947.1965
120, 400.8035, 391.9744, 1924.025, 0.1150369, 6.14572, 174.8483, 388.6332, 1.359003e-06, 852.7229, 395.68, 854.8909, 1115.62, 355.4807, 120.0602, 2.521237, 584.269, 54.48241, 36.25166, 651.3412, 360.724, 430.9056, 113.957, 52.91022, 358.428, 369.1387, 254.2524, 624.447, 193.5365, 265.5376, 51.84783, 306.1841, 164.7424, 1260.292, 1023.331, 57.74874, 0.7665523, 785.8042, 0.5196302, 1808.851, 869.6886, 238.0341, 986.0245
120.1, 378.6325, 374.0893, 2298.269, 0.1095375, 5.867594, 167.4702, 371.0593, 1.299462e-06, 815.858, 374.1373, 1051.088, 1180.295, 347.8513, 114.501, 2.401537, 654.4864, 51.40607, 34.53496, 636.4258, 343.4908, 410.63, 108.9863, 50.39938, 379.8013, 352.2221, 272.0894, 598.5425, 185.2427, 253.236, 49.6701, 346.2693, 156.9761, 1264.36, 1083.857, 55.28092, 0.7336667, 750.2641, 0.493676, 1890.21, 931.2933, 227.2004, 1068.175
120.2, 451.7964, 392.1113, 2427.272, 0.104301, 5.602054, 302.0455, 354.28, 1.24253e-06, 955.3729, 353.7675, 1001.648, 1258.259, 330.5108, 156.1387, 2.28752, 686.8598, 48.50344, 118.5527, 675.9042, 327.0809, 391.3084, 104.2324, 48.00769, 522.8744, 336.0808, 270.1739, 775.5453, 177.3043, 400.332, 47.58385, 329.711, 344.5762, 1325.156, 1181.903, 52.91856, 198.3347, 755.3876, 0.4690182, 1944.623, 982.3566, 216.8597, 1019.872
120.3, 426.8047, 374.2199, 2373.475, 0.09931485, 5.348531, 438.67, 501.6314, 1.188092e-06, 939.3235, 334.5067, 954.5335, 1321.825, 363.5358, 148.909, 2.178917, 933.3487, 45.76471, 139.6935, 704.1724, 311.455, 372.8959, 99.68581, 45.7295, 562.1407, 320.6792, 703.9841, 743.3727, 169.7061, 381.7858, 45.58522, 313.9445, 470.6365, 1373.96, 1276.125, 151.0413, 316.0999, 721.2231, 0.4455919, 1879.873, 1098.068, 206.9897, 1107.891
120.4, 403.1954, 357.1449, 2330.987, 103.8204, 5.106481, 490.1741, 553.6679, 1.136039e-06, 1053.514, 316.2946, 909.6351, 1368.009, 345.4135, 280.1974, 425.4759, 1199.207, 43.18062, 278.3878, 681.1355, 296.5756, 355.3499, 95.33759, 43.55941, 538.8066, 305.9834, 716.403, 712.5347, 162.4335, 364.0987, 43.67054, 298.9319, 575.3008, 1312.588, 1206.416, 191.077, 324.6265, 701.9384, 0.4233357, 1796.733, 1050.374, 197.569, 1154.021
120.5, 504.4492, 409.6032, 2344.444, 98.85726, 4.875385, 648.739, 528.6312, 1.086266e-06, 1065.087, 299.074, 895.0723, 1444.187, 328.1946, 267.2233, 491.8166, 1247.736, 40.74244, 283.1968, 760.8652, 282.407, 338.6294, 91.17902, 41.49231, 516.441, 291.961, 760.1316, 954.1093, 155.4725, 347.2311, 41.83627, 284.6371, 733.1434, 1351.259, 1140.514, 246.5599, 475.7373, 837.7943, 252.88, 1780.623, 1142.183, 188.577, 1101.837
120.6, 541.3232, 390.9138, 2412.293, 94.13134, 4.654748, 818.3611, 504.7266, 1.038675e-06, 1032.36, 282.791, 887.1653, 1676.675, 339.8456, 307.996, 721.3936, 1179.748, 38.44193, 337.3451, 778.0839, 268.9153, 322.6956, 87.20186, 39.5233, 616.4879, 278.5813, 1125.995, 967.3446, 148.8099, 331.1449, 83.8707, 271.026, 811.9821, 1290.901, 1178.62, 356.8857, 455.3279, 799.9028, 240.2493, 1789.475, 1340.008, 179.9942, 1052.012
120.7, 511.3792, 418.0793, 2309.644, 89.63135, 4.444096, 840.9765, 531.3408, 9.931681e-07, 997.0505, 364.69, 930.2228, 1804.796, 322.9043, 360.778, 880.4485, 1226.311, 152.272, 321.3701, 743.2674, 566.0485, 307.5117, 83.39817, 37.64774, 590.8978, 265.8147, 1078.556, 927.2154, 142.4328, 315.8039, 104.1072, 334.6595, 902.8435, 1233.24, 1271.517, 472.5556, 572.0576, 829.3353, 362.4748, 1767.269, 1373.385, 171.8021, 1125.635
120.8, 513.1164, 573.889, 2437.276, 85.34647, 4.242977, 894.3094, 664.3415, 9.496552e-07, 991.5268, 344.8346, 886.468, 1776.542, 321.7963, 380.144, 871.9922, 1281.403, 201.2924, 306.1516, 808.2971, 637.7572, 293.0421, 79.7604, 35.86117, 566.3699, 253.6332, 1306.741, 1097.738, 136.329, 301.1736, 111.6761, 318.6563, 1036.866, 1178.154, 1202.059, 573.5864, 724.8723, 791.8264, 399.0406, 1892.587, 1368.052, 163.9828, 1097.229
120.9, 649.8999, 547.7034, 2333.563, 81.26644, 4.050959, 970.3328, 634.3, 9.080487e-07, 971.8317, 404.7256, 844.7712, 1745.284, 353.5406, 395.1573, 830.593, 1278.412, 242.4583, 291.6537, 772.1286, 733.5095, 279.2535, 76.2813, 34.15939, 554.3756, 242.0099, 1370.119, 1052.2, 130.4867, 287.2211, 318.9125, 303.4184, 1140.651, 1217.459, 1136.396, 549.075, 731.4838, 756.0139, 379.1095, 1926.836, 1483.409, 156.5194, 1047.613
121, 613.9498, 522.7127, 2368.015, 131.1711, 130.1623, 1032.89, 649.0816, 8.682651e-07, 986.1348, 531.292, 826.0886, 1871.359, 335.9166, 427.8015, 896.7804, 1257.944, 228.768, 398.0371, 841.2409, 698.4669, 266.1136, 72.95396, 32.53836, 768.3622, 230.9193, 1403.857, 1009.153, 124.8948, 273.915, 346.1983, 377.415, 1289.177, 1237.395, 1074.319, 711.5927, 828.0741, 816.2378, 397.9066, 1941.553, 1643.148, 149.3957, 1050.584
121.1, 579.9884, 498.8622, 2331.9, 124.9004, 124.2717, 1056.308, 619.7302, 8.302245e-07, 1065.793, 517.7623, 787.2319, 1791.458, 344.8263, 407.9927, 854.2043, 1394.666, 215.8507, 379.188, 803.5983, 665.0984, 253.592, 69.77176, 30.99426, 736.4679, 220.3369, 1646.56, 1128.25, 119.5426, 261.2253, 331.6572, 359.3673, 1291.395, 1182.124, 1015.633, 681.1837, 802.6033, 779.3212, 544.8263, 2056.083, 1676.574, 142.5962, 1190.186
121.2, 547.9056, 476.1, 2307.4, 173.9822, 118.6478, 1120.607, 762.1194, 7.938505e-07, 1051.455, 489.5729, 809.8817, 1832.288, 327.6367, 389.1011, 856.1086, 1318.672, 308.9714, 361.2315, 767.6401, 700.0255, 241.6596, 66.72836, 29.52344, 747.2928, 210.2395, 1687.123, 1193.127, 114.4197, 249.1235, 323.1601, 342.1826, 1416.544, 1129.321, 960.1534, 781.0601, 768.1711, 1020.404, 524.3636, 2096.22, 1815.893, 136.1062, 1229.274
121.3, 517.5975, 454.3764, 2209.214, 239.485, 113.2783, 1112.27, 835.5989, 7.590701e-07, 1005.999, 631.6478, 771.7873, 1895.198, 311.3039, 404.9259, 916.178, 1247.912, 363.95, 344.1253, 733.2908, 666.5825, 230.2887, 63.81771, 28.12241, 716.273, 200.6048, 1616.044, 1256.011, 109.5163, 237.5823, 422.2061, 325.8197, 1461.9, 1106.081, 1016.791, 846.8839, 801.4303, 974.2538, 801.9922, 2251.7, 1822.057, 129.9116, 1173.687
121.4, 488.9659, 534.1867, 2181.062, 228.0363, 108.1519, 1155.534, 797.8132, 7.258136e-07, 962.5074, 597.2579, 779.1351, 1828.77, 295.7854, 448.9342, 1064.558, 1364.908, 343.3996, 445.3819, 700.4786, 733.9893, 219.4528, 61.03403, 26.78787, 686.5409, 191.4117, 1547.959, 1203.906, 104.8231, 308.3157, 476.9948, 322.3216, 1492.816, 1134.402, 961.2477, 810.6935, 826.4379, 1023.293, 761.9348, 2280.782, 2051.183, 123.9989, 1120.613
121.5, 497.7567, 509.8127, 2216.716, 217.1349, 103.2574, 1184.513, 835.1669, 6.940141e-07, 957.8973, 749.2702, 742.4869, 1840.318, 281.0405, 428.1469, 1091.924, 1290.876, 324.0097, 475.529, 697.0505, 698.9238, 209.1267, 58.37177, 25.51666, 790.916, 182.6398, 1832.806, 1153.964, 100.331, 294.0323, 456.96, 369.2075, 1422.442, 1083.731, 908.7386, 776.0496, 859.4197, 977.0123, 771.3237, 2248.644, 2055.742, 118.3553, 1069.939
121.6, 470.2227, 565.2778, 2175.01, 206.7546, 98.58446, 1152.066, 797.4008, 6.636078e-07, 916.4855, 708.4764, 707.5626, 1880.652, 267.0306, 408.3221, 1040.083, 1220.538, 305.7146, 453.0102, 665.8599, 665.5334, 199.2866, 55.82563, 24.30577, 778.0494, 174.2699, 1816.775, 1203.113, 96.03144, 373.4443, 466.8491, 351.5522, 1613.98, 1035.323, 989.1995, 813.9995, 832.3479, 966.7531, 807.8095, 2252.241, 2065.613, 112.9685, 1021.557
121.7, 444.2117, 539.4851, 2105.389, 196.8706, 94.12298, 1353.811, 761.3424, 6.345337e-07, 1025.946, 669.9036, 786.5607, 1896.334, 253.7191, 492.9945, 990.7032, 1284.813, 288.4525, 431.5578, 636.065, 653.418, 189.9094, 53.39055, 23.15234, 745.7529, 166.2836, 1814.314, 1241.411, 91.9161, 356.1437, 447.2404, 334.7413, 1537.894, 1099.863, 935.1636, 779.2144, 905.8581, 923.0291, 849.7079, 2485.445, 2117.304, 107.827, 1164.056
121.8, 419.6395, 671.3325, 2015.799, 187.4591, 89.86341, 1373.094, 787.4026, 6.067334e-07, 981.5925, 633.4308, 749.5632, 1963.149, 241.0712, 473.8395, 943.668, 1214.805, 272.1651, 411.1213, 607.6033, 622.2017, 180.9735, 51.06169, 22.05365, 804.8121, 158.6633, 2034.152, 1299.75, 87.97712, 339.6446, 466.5926, 318.7342, 1566.108, 1203.56, 884.0794, 828.761, 866.9962, 881.2827, 807.2672, 2409.474, 2240.477, 102.9194, 1111.417
121.9, 396.4266, 640.7007, 2116.716, 178.4976, 85.79661, 1315.153, 751.7964, 5.80151e-07, 939.1564, 598.9438, 740.8517, 2111.497, 229.0537, 451.899, 1146.223, 1381.008, 256.7974, 391.6526, 580.4152, 670.1163, 172.458, 48.83441, 21.0071, 915.0054, 151.3923, 1948.452, 1245.831, 84.20694, 323.9099, 446.9947, 303.4926, 1670.775, 1149.8, 835.7858, 807.0595, 872.8516, 841.4243, 803.1647, 2545.982, 2307.103, 98.23521, 1061.159
122, 475.5817, 611.4667, 2097.006, 203.2914, 81.91385, 1328.562, 869.1765, 5.547333e-07, 898.5548, 566.3345, 706.0043, 2223.477, 217.6354, 430.9744, 1180.769, 1646.359, 365.3022, 373.1058, 554.4437, 677.4349, 164.3433, 46.70429, 20.01022, 877.024, 144.4544, 1866.362, 1194.15, 80.59833, 354.4562, 428.2199, 288.9798, 1749.88, 1300.712, 790.1302, 842.0665, 867.4784, 889.8548, 810.2402, 2623.119, 2388.373, 93.76421, 1091.356
122.1, 449.2742, 596.564, 2159.89, 193.573, 78.20681, 1615.573, 851.4153, 5.304292e-07, 927.1366, 584.9048, 693.0818, 2140.183, 206.7862, 620.9141, 1124.71, 1663.347, 344.6756, 355.4373, 529.6342, 645.0712, 156.6103, 44.66708, 19.06063, 840.6191, 137.8344, 2068.216, 1178.502, 77.14436, 338.0353, 532.9634, 385.6324, 1667.388, 1242.612, 746.9686, 806.0818, 973.5157, 849.6087, 769.7708, 2602.18, 2379.38, 89.49669, 1042.005
122.2, 424.422, 569.3438, 2215.351, 184.3191, 74.66753, 1721.063, 812.9144, 5.0719e-07, 887.0547, 553.0599, 739.6452, 2231.133, 196.4779, 592.1635, 1132.933, 1572.713, 325.2136, 338.6056, 505.9349, 700.2501, 149.2413, 42.71873, 18.15612, 907.3346, 131.5179, 2172.221, 1236.105, 73.83842, 322.3751, 510.5778, 367.1918, 1840.838, 1313.497, 1017.232, 889.4953, 931.7513, 811.1829, 811.7874, 2737.205, 2416.943, 85.4234, 1092.941
122.3, 444.154, 547.7882, 2167.475, 175.5077, 71.28843, 1818.981, 787.8065, 4.849688e-07, 929.9744, 522.9487, 704.8545, 2297.355, 186.6835, 564.7441, 1079.145, 1776.65, 306.8505, 322.5708, 483.2961, 687.7938, 142.2189, 40.85537, 17.29452, 869.6716, 125.4908, 2097.802, 1281.261, 70.67414, 307.4404, 493.5466, 349.633, 1754.057, 1298.671, 985.2879, 851.4839, 909.2166, 774.4949, 771.2407, 2616.148, 2520.398, 81.5355, 1043.519
122.4, 419.585, 531.4525, 2078.963, 167.1174, 68.06225, 1742.225, 814.7925, 4.637213e-07, 889.7698, 561.024, 671.7003, 2508.184, 177.3773, 538.5944, 1027.911, 1767.757, 289.5242, 307.2954, 509.1908, 654.9352, 135.527, 39.07328, 16.47381, 877.6973, 119.7399, 2270.832, 1228.109, 67.64547, 562.2029, 558.6942, 332.9138, 2123.771, 1240.662, 931.4656, 1026.204, 928.9104, 739.4663, 1059.579, 2672.712, 2583.995, 77.82455, 1250.315
