 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
147.9, 126.638, 497.0735, 212.9625, 20.29034, 1.616524, 1652.527, 1270.887, 455.448, 166.3551, 777.0507, 597.3965, 649.6745, 29.61256, 0.4034041, 1.371245, 1792.898, 984.2964, 761.412, 1445.282, 1935.746, 2960.278, 0.01386803, 108.5488, 3726.094, 332.6875, 3160.517, 368.4623, 81.20625, 362.6128, 1913.861, 2.912453, 1346.984, 904.3443, 1864.552, 1716.114, 2227.229, 3236.098, 111.8204, 3464.727, 1410.315, 4659.872, 1735.178, 684.9019
148, 121.1904, 474.4815, 203.1954, 19.28892, 1.526569, 1570.899, 1398.622, 433.2491, 158.5635, 736.2368, 566.2498, 616.5317, 28.22074, 0.3832928, 1.31261, 1980.02, 933.5067, 879.3717, 1403.812, 2281.494, 3039.821, 0.01328609, 101.7294, 3795.103, 317.1848, 3149.397, 351.9496, 77.64895, 345.2028, 1932.341, 2.748107, 1285.855, 854.0881, 1833.634, 1898.413, 2130.611, 3102.232, 106.7633, 3323.868, 1347.139, 4633.225, 1770.572, 650.1827
148.1, 137.8314, 452.9164, 193.8762, 18.33693, 1.441619, 1529.843, 1337.068, 412.1321, 151.1369, 697.5666, 536.7269, 628.563, 26.89433, 0.3641842, 1.256483, 1933.326, 885.3376, 942.894, 1340.834, 2275.662, 2912.491, 0.01272857, 95.33839, 3639.265, 302.4044, 3044.435, 336.1769, 74.24747, 328.6287, 1853.15, 2.593035, 1227.5, 1082.383, 1959.951, 1852.355, 2110.1, 3329.296, 101.9349, 3382.511, 1286.792, 4528.392, 1690.249, 617.2234
148.2, 187.788, 432.3314, 184.9844, 17.43192, 1.361396, 1437.104, 1386.694, 392.0444, 144.0581, 660.9275, 614.9666, 698.8118, 25.63026, 0.3460282, 1.202755, 1845.574, 996.7723, 896.4241, 1488.047, 2496.147, 2790.494, 0.01219444, 89.34891, 3489.827, 312.9462, 2934.47, 321.1111, 70.995, 312.8504, 2120.716, 2.446714, 1171.793, 1591.268, 2126.927, 1772.266, 2018.564, 3299.949, 97.3248, 3407.009, 1229.149, 4457.052, 1613.57, 751.3071
148.3, 197.44, 412.682, 176.5004, 16.57158, 1.285637, 1369.051, 1437.915, 372.9359, 137.3109, 626.2128, 582.9037, 802.5345, 24.42561, 0.3287774, 1.151325, 1761.804, 945.3387, 852.2444, 1421.291, 2374.136, 2764.482, 0.01168273, 83.73569, 3581.784, 411.3315, 2845.508, 306.7204, 67.88501, 297.8297, 2033.805, 2.30865, 1165.872, 1502.838, 2036.611, 1695.64, 1930.998, 3163.442, 92.92323, 3433.115, 1174.088, 4390.622, 1678.758, 713.2216
148.4, 252.0306, 393.9257, 168.4055, 15.7537, 1.214095, 1286.059, 1374.631, 354.7586, 130.8796, 593.3215, 552.5125, 761.5936, 23.27757, 0.3123865, 1.102094, 1702.822, 896.5591, 869.7675, 1357.529, 2389.793, 2703.196, 0.01119249, 78.47513, 3691.319, 392.1641, 2950.64, 292.9746, 64.91125, 283.5301, 1950.456, 2.178376, 1136.131, 1527.495, 2045.507, 1622.327, 1847.232, 3259.26, 88.72073, 3345.722, 1121.494, 4422.507, 1602.6, 677.0668
148.5, 311.7545, 376.0218, 160.6818, 14.97618, 1.146533, 1332.047, 1314.132, 337.4674, 124.7496, 562.1578, 553.8073, 754.0778, 22.1835, 0.2968129, 1.054968, 1625.532, 884.3583, 842.6482, 1432.272, 2499.875, 2851.565, 0.01072282, 73.54505, 3539.743, 474.5936, 2995.04, 279.8449, 62.06777, 334.9034, 1973.973, 2.055453, 1121.413, 1605.48, 2050.621, 1660.802, 1767.099, 3189.515, 84.7083, 3404.241, 1071.256, 4433.267, 1628.48, 769.2828
148.6, 315.1275, 358.9316, 153.3124, 14.23704, 115.5232, 1356.484, 1314.834, 321.019, 118.9067, 532.631, 576.9918, 715.6089, 21.14085, 0.2820156, 1.009858, 1551.751, 838.7253, 889.6745, 1470.193, 2480.637, 2823.795, 0.01027287, 68.9247, 3531.655, 452.4783, 2882.152, 267.3036, 59.34884, 318.8238, 1989.337, 1.939467, 1070.52, 1740.814, 2180.008, 1729.729, 1690.442, 3193.69, 80.87732, 3275.462, 1023.268, 4312.3, 1554.603, 920.6376
148.7, 469.0548, 388.0809, 146.281, 13.53438, 164.2076, 1274.254, 1540.323, 305.3722, 113.3375, 504.655, 558.5848, 679.1024, 66.15494, 0.267956, 0.9666759, 1481.318, 896.415, 1174.016, 1404.238, 2898.305, 2965, 0.009841789, 64.59461, 3476.895, 431.3935, 2854.39, 255.3243, 56.74902, 303.5162, 2068.097, 1.830025, 1241.553, 1710.583, 2087.438, 1738.004, 1617.11, 3118.406, 77.2196, 3240.919, 977.4294, 4292.516, 1484.078, 940.3687
148.8, 448.8775, 370.4427, 139.5721, 12.8664, 155.0699, 1197.009, 1538.999, 290.4881, 108.0291, 478.1484, 573.3423, 672.0388, 63.04557, 345.0815, 0.9253406, 1532.902, 1082.49, 1116.155, 1341.241, 2756.636, 3010.727, 0.009428802, 60.53655, 3613.438, 411.2912, 2803.596, 243.8819, 54.26308, 288.9436, 2034.869, 1.72676, 1277.036, 1840.474, 2043.479, 1662.859, 1577.483, 3102.278, 73.72731, 3253.416, 933.6446, 4284.682, 1416.751, 892.6992
148.9, 429.5682, 374.548, 133.1708, 12.23138, 189.8239, 1124.446, 1488.763, 443.5748, 102.9694, 453.0341, 543.4497, 637.755, 60.08236, 367.7741, 0.8857728, 1575.121, 1026.633, 1202.86, 1281.071, 2621.892, 3119.969, 0.009033144, 56.73344, 3605.471, 392.1256, 2784.047, 232.9523, 51.88605, 275.0707, 2138.196, 387.9031, 1219.081, 1738.195, 2072.056, 1590.964, 1509.052, 3016.919, 70.39295, 3121.147, 891.8211, 4206.21, 1619.924, 996.7438
149, 411.0894, 365.7792, 127.0632, 11.62771, 179.2606, 1056.282, 1430.847, 421.9546, 98.14659, 429.2389, 515.1155, 605.2202, 57.25841, 349.4391, 0.8478969, 1559.034, 973.6589, 1214.239, 1223.6, 2614.276, 2989.281, 0.00865409, 53.16925, 3660.786, 373.8531, 2669.023, 222.5125, 49.61314, 261.8638, 2050.569, 366.0143, 1236.686, 1841.441, 1984.07, 1522.177, 1523.898, 2930.438, 67.2094, 3089.865, 851.8712, 4189.234, 1546.435, 1148.9
149.1, 466.5793, 349.1546, 121.2356, 11.05383, 169.2852, 992.2504, 1524.155, 489.2578, 93.54971, 406.6935, 582.9474, 574.3452, 54.5672, 332.0182, 0.8116406, 1611.554, 1040.524, 1154.396, 1292.874, 2727.83, 3174.629, 0.008290941, 49.82897, 3601.203, 356.4322, 2664.532, 212.5405, 47.4398, 249.2911, 1966.533, 345.3606, 1180.562, 1835.774, 1945.848, 1456.364, 1457.791, 3079.91, 64.16982, 3048.964, 813.7108, 4121.039, 1476.28, 1360.237
149.2, 446.5085, 333.2856, 115.6754, 10.50828, 167.8058, 1011.601, 1528.193, 465.4109, 89.16812, 385.3322, 575.3716, 545.0452, 52.00247, 315.4658, 0.7769347, 1538.407, 1066.067, 1097.502, 1286.447, 2728.866, 3041.653, 0.00794303, 46.69854, 3789.363, 339.823, 2835.151, 203.0154, 45.36166, 290.3533, 1885.941, 588.3893, 1209.764, 1831.047, 1962.485, 1441.591, 1558.143, 2952.505, 61.2677, 3053.769, 777.2599, 4177.812, 1409.308, 1291.283
149.3, 427.3011, 318.1378, 110.3701, 9.989646, 170.983, 993.4636, 1460.936, 442.7264, 84.99176, 365.093, 545.3732, 517.24, 69.34317, 299.7386, 0.7437128, 1468.58, 1011.058, 1124.662, 1310.639, 2595.479, 3026.238, 0.007609719, 43.76477, 3806.049, 323.9877, 2736.765, 193.9173, 43.37456, 387.9107, 2029.774, 592.5847, 1154.862, 1886.821, 1929.231, 1379.262, 1590.089, 2940.252, 58.49684, 3102.185, 807.0088, 4137.949, 1524.999, 1315.811
149.4, 408.9199, 395.379, 105.3082, 9.496613, 161.4682, 944.3208, 1396.639, 421.1476, 81.011, 345.9167, 516.9387, 490.8532, 66.08395, 379.9558, 0.7119114, 1471.138, 1064.189, 1069.234, 1340.484, 2586.855, 2899.477, 0.007290395, 41.01532, 3724.455, 308.8904, 2639.491, 185.2268, 41.4745, 369.2861, 1946.591, 612.3572, 1102.452, 1781.967, 1878.383, 1459.118, 1521.11, 2975.915, 285.5022, 2976.065, 770.8581, 4186.827, 1455.817, 1426.371
149.5, 391.3294, 380.6916, 100.4784, 9.027912, 152.4829, 1146.969, 1478.527, 400.6205, 77.21669, 327.7478, 489.9868, 530.0333, 62.97792, 361.0135, 0.6814699, 1488.345, 1035.581, 1016.537, 1280.348, 2505.034, 2880.083, 0.00698447, 38.43859, 3883.769, 294.4966, 2634.078, 176.9258, 39.65768, 365.0228, 1918.02, 601.9152, 1158.636, 1821.511, 1919.266, 1525.141, 1609.43, 2852.812, 272.5902, 2938.834, 736.3268, 4017.927, 1448.918, 1354.065
149.6, 418.1587, 363.3893, 95.87011, 8.582345, 143.9975, 1077.439, 1413.456, 489.5325, 73.6001, 310.5331, 464.4401, 502.9939, 60.01788, 343.0156, 0.6523301, 1559.413, 1122.174, 1158.2, 1350.836, 2602.302, 2834.67, 0.006691383, 273.0901, 3873.592, 280.7735, 2573.666, 168.9969, 37.92044, 347.4971, 1995.613, 755.9045, 1106.055, 1930.016, 1837.768, 1483.1, 1539.613, 2860.397, 260.2622, 3168.327, 798.2137, 4036.021, 1443.052, 1557.086
149.7, 423.0807, 442.5834, 91.47319, 8.158769, 191.4651, 1012.125, 1351.249, 465.6723, 70.15289, 294.2226, 440.2253, 477.3339, 57.19697, 325.9149, 0.6244363, 1488.632, 1064.27, 1101.119, 1394.249, 2668.837, 2800.981, 0.006410595, 255.9337, 3896.341, 267.6898, 2641.845, 161.4232, 36.25931, 330.8129, 1957.067, 713.2498, 1055.859, 1822.761, 1844.661, 1418.977, 1472.824, 2834.275, 248.4917, 3195.126, 850.4001, 4105.26, 1619.718, 1478.153
149.8, 437.5327, 441.5974, 87.27792, 7.756097, 180.8105, 950.7699, 1362.771, 513.2875, 66.86714, 278.7688, 417.273, 452.9829, 137.7134, 309.6668, 0.5977353, 1562.109, 1009.353, 1046.851, 1331.7, 2538.384, 2683.656, 0.006141589, 239.855, 3807.32, 255.2159, 2532.697, 154.189, 34.67094, 314.9297, 1939.167, 737.5887, 1007.942, 1764.415, 1963.769, 1357.626, 1524.634, 2829.42, 287.7053, 3065.228, 856.8012, 4047.258, 1797.436, 1403.222
149.9, 518.1551, 421.5268, 83.27507, 7.3733, 194.8138, 893.1342, 1337.595, 488.2694, 63.73529, 264.1267, 431.1901, 481.4341, 131.2407, 294.2288, 0.572176, 1491.206, 957.2707, 1024.535, 1271.958, 2414.308, 2801.123, 0.005883872, 224.7865, 3870.776, 243.3232, 2545.502, 343.6503, 33.15216, 386.671, 1979.432, 803.5656, 996.538, 1685.312, 1880.381, 1489.568, 1458.495, 2861.132, 360.369, 2969.743, 818.42, 4027.574, 1812.295, 1332.09
150, 524.1893, 515.6818, 79.4558, 7.009395, 215.5473, 838.9924, 1278.726, 464.4707, 60.75012, 250.2537, 408.7089, 582.1429, 125.0722, 279.5603, 0.5477096, 1423.521, 907.8754, 992.3099, 1214.896, 2296.297, 2706.423, 0.005636969, 210.6646, 3849.037, 231.9847, 2467.791, 365.5267, 31.6999, 368.1059, 2005.578, 758.2215, 1241.548, 1687.504, 1839.294, 1425.165, 1449.435, 2742.777, 344.0711, 2923.792, 798.1183, 4005.601, 2096.421, 1264.563
150.1, 552.1844, 515.6736, 75.81169, 6.66345, 203.5526, 788.1327, 1222.449, 441.832, 57.90477, 359.3129, 489.0941, 681.9045, 155.5259, 401.4091, 0.5242894, 1483.323, 861.029, 1126.573, 1224.548, 2315.932, 2593.058, 0.005400427, 358.0104, 4056.457, 221.1746, 2819.25, 349.1455, 30.31126, 350.4322, 1923.386, 715.4361, 1185.204, 1593.726, 1841.823, 1654.479, 1597.846, 2738.362, 456.206, 2979.258, 908.4622, 3946.174, 2001.315, 1200.459
150.2, 528.4312, 577.1057, 72.33472, 6.334579, 192.2254, 740.3561, 1168.648, 420.2968, 55.19268, 468.9466, 463.5939, 710.0024, 148.216, 381.3973, 0.5018706, 1486.303, 816.5998, 1071.051, 1248.129, 2260.674, 2554.905, 0.00517381, 335.519, 4088.702, 210.8682, 2984.465, 333.4985, 28.98345, 643.9974, 2087.548, 675.065, 1202.182, 1555.302, 2014.827, 1892.602, 1801.043, 2807.652, 435.5739, 3187.811, 875.5639, 3945.394, 2051.715, 1139.605
150.3, 592.1036, 556.5717, 69.0172, 6.021939, 181.5285, 695.4757, 1196.232, 469.3323, 52.60762, 444.3156, 439.4232, 731.3658, 141.2496, 362.3832, 0.4804105, 1591.106, 774.4631, 1042.669, 1279.736, 2298.045, 2783.204, 0.004956703, 434.4604, 4281.73, 288.1911, 3073.627, 318.5527, 27.71381, 613.0774, 2145.049, 736.5103, 1202.383, 1598.334, 2002.267, 1810.773, 1722.914, 2856.382, 415.8748, 3246.307, 951.3033, 3893.055, 2010.375, 1081.836
150.4, 566.6331, 531.2756, 65.85184, 5.72473, 171.4269, 653.316, 1143.585, 446.4566, 50.14364, 420.9783, 416.5128, 694.0555, 134.6107, 344.317, 0.459868, 1529.592, 734.5007, 1115.251, 1306.671, 2353.482, 2965.176, 0.004748707, 543.8557, 4282.522, 351.4102, 3174.763, 629.0611, 26.49979, 583.642, 2108.758, 694.95, 1211.637, 1595.724, 1980.944, 1794.198, 1735.145, 2738.223, 458.7394, 3612.375, 925.6353, 3883.524, 1950.922, 1026.995
150.5, 542.2583, 580.7267, 62.83166, 5.442189, 161.8874, 613.712, 1093.255, 424.6959, 47.79507, 398.8668, 408.5077, 680.3761, 128.2839, 327.1515, 0.440204, 1511.521, 696.6004, 1177.505, 1248.051, 2512.232, 3072.223, 0.004549438, 529.8824, 4352.624, 335.035, 3256.803, 600.8696, 25.33894, 592.3043, 2318.666, 724.0603, 1258.381, 1507.046, 2122.802, 1859.234, 1749.022, 2923.359, 437.9927, 3513.983, 966.9109, 3710.702, 1862.417, 974.9343
150.6, 518.932, 554.3328, 59.94999, 5.173593, 215.7746, 576.5087, 1114.483, 636.7217, 45.55649, 377.9166, 415.5226, 696.2334, 122.2544, 310.8417, 0.4213807, 1606.606, 660.6558, 1159.267, 1192.062, 2424.758, 3087.775, 0.004358531, 496.5934, 4239.235, 319.4229, 3137.824, 573.9415, 24.22895, 598.1572, 2288.509, 748.3258, 1201.273, 1556.325, 2219.636, 1928.794, 1673.15, 2802.429, 464.9844, 3371.121, 971.1503, 3658.265, 1886.941, 925.5126
150.7, 496.6091, 561.4182, 57.20049, 4.918253, 203.7672, 541.5608, 1065.434, 605.6873, 43.42276, 358.0669, 393.8583, 891.6948, 116.5082, 375.3778, 0.4033624, 1661.662, 712.1282, 1278.911, 1244.632, 2306.236, 2958.436, 0.004175636, 555.0118, 4560.112, 304.5383, 3387.074, 548.2202, 23.16758, 569.4381, 2353.077, 706.0988, 1146.756, 1469.837, 2125.383, 1984.589, 1816.515, 2955.045, 602.6304, 3509.369, 1008.382, 3554.552, 1892.069, 878.5963
150.8, 475.2465, 535.9018, 54.57708, 4.675516, 192.428, 508.7314, 1059.79, 632.8211, 317.1723, 339.2597, 373.3235, 938.7289, 111.0322, 356.6638, 0.3861145, 1586.241, 769.3635, 1467.222, 1279.032, 2411.468, 3166.066, 0.004000415, 608.1385, 4651.008, 290.3473, 3291.663, 523.6516, 22.15271, 644.6847, 2256.643, 666.2546, 1094.714, 1469.4, 2495.473, 1898.783, 1896.193, 2865.839, 651.136, 3860.525, 1184.183, 3670.14, 1806.234, 834.0582
150.9, 454.8029, 511.5451, 52.07399, 4.444758, 181.7198, 477.8921, 1024.471, 601.9769, 334.6548, 448.9327, 386.7961, 890.84, 105.8136, 338.8827, 0.3696041, 1514.242, 817.8292, 1394.911, 1221.653, 2349.625, 3273.038, 0.003832547, 601.9179, 4617.06, 312.8705, 3417.057, 500.184, 21.18229, 706.2192, 2457.909, 628.6588, 1045.033, 1387.743, 2389.507, 2021.877, 1901.508, 2948.402, 621.6881, 3914.625, 1189.286, 3695.168, 1799.423, 791.7778
151, 435.2386, 488.2955, 49.68571, 4.22539, 171.6076, 448.9223, 979.3837, 640.6005, 383.0069, 569.5879, 418.7357, 845.3942, 100.8402, 321.9881, 0.3537998, 1457.484, 775.6291, 1350.934, 1333.05, 2234.776, 3257.777, 0.003671723, 564.1033, 4746.453, 374.7198, 3682.283, 477.7681, 20.25438, 672.3118, 2434.312, 788.2311, 997.6069, 1469.033, 2494.694, 2112.456, 2106.204, 2826.437, 622.2022, 4165.432, 1136.011, 3530.728, 1717.791, 751.6407
151.1, 464.9543, 466.1025, 47.40696, 4.016848, 162.058, 421.7086, 1129.043, 609.3771, 390.9168, 539.6708, 462.7024, 884.7436, 96.10058, 468.1455, 0.3386712, 1462.478, 787.0718, 1513.535, 1316.509, 2448.005, 3508.348, 0.003517648, 528.6644, 4551.55, 382.1671, 4029.976, 456.3568, 19.36713, 640.0324, 2472.726, 743.7524, 952.3331, 1608.583, 2388.761, 2251.348, 2014.837, 2850.773, 640.4357, 4117.858, 1085.123, 3373.605, 1772.258, 713.5383
151.2, 526.3058, 444.9182, 45.23272, 3.818599, 153.0399, 396.1446, 1125.295, 731.7798, 419.9539, 648.2487, 438.5782, 940.5309, 91.58373, 444.8066, 0.3241895, 1396.097, 875.7334, 1614.924, 1257.448, 2423.207, 3739.427, 0.003370038, 699.3076, 4687.292, 364.3586, 3953.913, 435.9051, 18.51873, 618.0886, 2503.46, 701.7834, 909.114, 1658.542, 2455.785, 2259.976, 2070.822, 2732.847, 611.4717, 4053.109, 1065.027, 3422.108, 1766.897, 1180.315
151.3, 503.6657, 424.6967, 43.15819, 3.630134, 144.5235, 372.1303, 1118.437, 894.1137, 515.0896, 614.2, 415.7118, 1000.895, 87.27918, 536.6376, 0.3103271, 1380.264, 830.5455, 1535.334, 1256.948, 2465.677, 3744.648, 0.003228622, 788.6229, 4972.645, 347.3801, 3941.69, 416.3699, 17.70751, 868.2639, 2400.864, 662.1828, 867.8562, 1780.232, 2351.504, 2216.612, 2117.836, 2762.954, 652.3353, 4101.905, 1017.318, 3421.938, 1868.487, 1280.126
151.4, 481.9995, 405.3943, 41.17881, 3.450971, 136.4811, 349.5718, 1120.59, 980.2579, 490.9644, 581.9396, 394.0376, 949.835, 83.17696, 509.8842, 0.2970574, 1413.884, 787.6893, 1459.666, 1218.698, 2445.257, 3643.83, 0.00309314, 739.0789, 5080.119, 331.1927, 3911.62, 397.7102, 16.93181, 826.5763, 2434.274, 624.8168, 934.3351, 1963.311, 2597.308, 2226.692, 2045.55, 2817.621, 622.8331, 4057.351, 971.7462, 3269.656, 1783.722, 1327.494
151.5, 505.7554, 431.1232, 39.29021, 3.28065, 128.8863, 328.3808, 1250.495, 1137.727, 577.038, 551.3738, 373.4934, 901.3796, 79.26753, 484.4645, 0.2843552, 1394.563, 747.0444, 1636.234, 1204.75, 2603.596, 3717.865, 0.002963344, 836.6184, 5221.169, 431.1294, 3916.607, 379.8867, 16.1901, 938.3484, 2359.573, 589.5592, 891.9328, 1949.268, 2820.107, 2312.372, 2014.772, 2868.676, 677.1346, 4052.404, 928.2159, 3203.071, 1814.324, 1260.2
151.6, 540.2198, 427.5882, 37.48824, 3.118735, 121.7141, 308.4743, 1195.46, 1082.273, 550.0113, 522.4133, 354.0204, 855.3962, 75.54186, 460.312, 0.2721961, 1523.305, 708.4969, 1631.483, 1150.703, 2665.057, 3645.846, 0.002838994, 784.0591, 5285.313, 411.0394, 3877.519, 362.862, 15.48088, 893.2959, 2532.844, 556.2912, 851.4548, 2090.011, 2700.356, 2286.482, 2134.214, 2776.013, 646.5108, 4123.596, 982.7902, 3328.319, 1732.016, 1817.985
151.7, 516.9811, 408.1544, 35.7689, 2.964812, 140.3219, 289.7746, 1157.187, 1142.261, 524.2504, 494.974, 335.5627, 1004.573, 71.9913, 437.3637, 0.2605569, 1515.937, 671.9384, 1686.175, 1099.08, 2685.191, 3833.95, 0.002719862, 734.8018, 5221.886, 391.8856, 3717.319, 346.6002, 14.80273, 850.4064, 2471.162, 524.9005, 812.8137, 2069.237, 2585.69, 2284.544, 2215.044, 2819.486, 617.272, 4158.89, 1085.664, 3273.211, 1759.507, 1725.827
151.8, 494.7422, 389.6038, 34.12842, 2.818485, 132.5133, 272.2085, 1259.032, 1164.296, 499.6961, 468.9759, 318.0672, 953.3254, 68.60762, 415.5594, 0.2494154, 1636.787, 637.2663, 1871.287, 1049.774, 2621.816, 3924.419, 0.002605729, 688.639, 5423.846, 373.6243, 3794.721, 331.0673, 14.15429, 809.5762, 2582.141, 495.281, 829.0203, 2077.016, 2830.554, 2185.77, 2158.307, 2702.853, 589.3556, 4088.257, 1088.656, 3247.131, 1710.054, 1638.341
151.9, 473.4599, 371.8964, 32.56318, 2.67938, 125.1392, 255.7072, 1206.877, 1397.46, 476.2919, 444.3434, 301.484, 904.692, 65.38298, 394.8422, 0.2387504, 1562.494, 604.3833, 1779.062, 1002.679, 2660.64, 3760.036, 0.002496386, 696.0804, 5313.362, 356.214, 3942.558, 316.2304, 13.53425, 770.7063, 2486.787, 467.333, 791.3974, 2224.544, 2820.261, 2332.506, 2064.68, 2619.313, 562.7017, 4161.515, 1039.888, 3366.024, 1748.11, 1555.29
152, 453.093, 369.864, 31.06972, 2.547141, 118.1755, 240.2062, 1201.456, 1329.346, 453.9838, 560.4646, 332.7112, 929.6389, 62.3099, 375.1578, 0.2285413, 1491.574, 573.1971, 1691.382, 1099.79, 2734.975, 4012.061, 0.002391631, 698.8201, 5290.643, 339.6149, 3805.793, 302.0585, 12.94137, 790.5128, 2450.012, 440.9621, 817.3231, 2100.922, 2805.936, 2337.308, 2046.068, 2731.761, 537.2532, 4141.123, 993.3054, 3249.648, 1668.806, 1476.448
152.1, 433.6024, 354.6786, 29.64476, 2.421428, 111.5993, 225.6449, 1148.579, 1264.553, 432.7206, 531.0267, 341.7769, 1008.096, 59.38126, 356.4547, 0.2187688, 1423.872, 543.6201, 1727.261, 1050.451, 2743.451, 3929.396, 0.002291271, 824.3255, 5294.989, 323.7894, 3976.878, 288.5216, 12.37446, 752.5582, 2473.269, 416.0792, 780.2311, 1984.169, 2782.978, 2357.387, 2084.8, 2806.581, 512.9556, 4207.495, 948.8094, 3245.46, 1762.886, 1401.604
152.2, 414.9501, 372.9727, 28.28515, 2.30192, 105.3891, 211.9663, 1179.838, 1202.917, 412.4532, 547.8452, 362.9762, 1142.04, 194.9033, 338.6841, 0.2094142, 1457.492, 515.5692, 1663.672, 1003.326, 2609.352, 4012.118, 0.002195124, 866.7587, 5349.995, 308.7013, 3953.876, 275.5915, 11.83239, 754.8932, 2496.505, 392.6004, 744.8223, 1873.905, 3047.57, 2446.479, 2176.381, 2765.362, 489.757, 4133.013, 906.3066, 3240.319, 1682.912, 1330.553
152.3, 397.1002, 356.0211, 26.9879, 2.18831, 114.07, 199.1169, 1241.341, 1144.286, 494.7698, 568.6703, 344.0515, 1268.523, 227.8838, 321.7994, 0.2004596, 1656.077, 488.9658, 1754.07, 958.3152, 2481.807, 3925.729, 0.00210301, 991.4048, 5753.993, 294.3163, 3958.229, 263.2408, 11.31406, 754.6177, 2394.194, 370.4465, 854.1888, 1769.768, 3072.368, 2340.703, 2192.288, 2762.439, 467.6075, 4273.307, 1227.267, 3224.259, 1720.642, 1263.104
152.4, 430.4438, 478.4023, 25.75015, 2.080307, 107.7222, 187.0465, 1186.708, 1088.513, 471.5963, 667.8158, 437.2746, 1203.81, 217.1729, 305.7564, 0.1918879, 1580.909, 463.7351, 1667.622, 915.3235, 2360.496, 4031.413, 0.002014762, 950.3444, 5643.705, 340.7735, 4121.959, 251.4436, 10.81844, 867.3021, 2506.063, 349.5428, 815.4237, 1671.419, 2941.905, 2464.363, 2313.658, 2648.167, 613.7527, 4132.975, 1298.468, 3233.147, 1669.176, 1199.075
152.5, 445.5925, 456.659, 24.56916, 1.977635, 101.7278, 175.7077, 1134.48, 1168.177, 449.5082, 632.7393, 414.4762, 1207.254, 509.8882, 290.5133, 0.1836828, 1509.152, 664.6951, 1585.434, 970.4969, 2282.51, 3923.037, 0.001930217, 890.6405, 5506.125, 324.894, 4093.175, 240.175, 10.34453, 896.6925, 2528.47, 329.8185, 778.4178, 1629.152, 3058.109, 2533.377, 2357.858, 2866.542, 585.9954, 4336.381, 1257.8, 3213.91, 1621.592, 1138.291
152.6, 426.4245, 435.9039, 23.44234, 1.88003, 96.06684, 165.0563, 1084.551, 1304.874, 428.4546, 599.5052, 392.8664, 1145.666, 485.9228, 276.0301, 0.1758284, 1594.012, 630.3967, 1788.382, 987.3007, 2427.322, 4113.55, 0.00184922, 857.5628, 5757.187, 336.3019, 4113.604, 229.4115, 9.891379, 853.64, 2758.428, 311.2073, 743.0914, 1812.845, 2928.251, 2462.834, 2255.574, 2767.175, 559.4935, 4450.922, 1201.455, 3144.91, 1678.8, 1080.588
152.7, 408.081, 416.0921, 22.36719, 1.787242, 90.72095, 155.0506, 1225.248, 1241.273, 408.3871, 663.1788, 372.3833, 1087.22, 463.0838, 262.2689, 0.16831, 1521.661, 597.8682, 1753.888, 943.0087, 2413.229, 4300.657, 0.001771622, 846.9764, 5828.019, 359.2674, 4139.855, 219.1304, 9.458079, 860.9517, 2818.84, 293.6463, 709.3681, 1723.008, 3131.275, 2570.484, 2378.115, 2735.538, 534.1901, 4392.321, 1270.138, 3167.569, 1725.919, 1025.811
152.8, 390.5266, 451.7794, 21.34136, 1.699034, 85.67254, 145.6514, 1171.324, 1274.45, 599.6525, 628.3459, 352.9681, 1031.756, 441.3183, 249.1938, 0.161113, 1570.568, 567.0182, 1837.047, 900.7037, 2295.271, 4145.735, 0.00169728, 793.7664, 5819.102, 342.526, 4298.792, 209.31, 9.043761, 952.3687, 2703.318, 277.0763, 677.1753, 1930.307, 3211.612, 2523.993, 2504.336, 2760.75, 654.9568, 4314.563, 1349.117, 3026.608, 1709.984, 973.8099
152.9, 373.7273, 439.9216, 20.36257, 1.615179, 80.90506, 136.822, 1119.773, 1212.332, 739.8206, 595.3426, 334.5652, 1208.516, 420.5758, 236.7705, 0.1542238, 1499.281, 537.76, 1746.51, 914.1685, 2397.517, 4151.836, 0.001626058, 807.4373, 5999.525, 326.5648, 4325.182, 199.9297, 8.647593, 906.643, 2762.335, 261.4412, 694.3159, 1823.036, 3075.236, 2654.271, 2445.143, 2820.595, 643.8171, 4460.345, 1316.492, 3038.537, 1632.41, 924.4453
153, 357.6507, 579.8926, 19.42868, 1.535463, 76.40289, 128.5279, 1141.779, 1349.785, 705.1696, 564.0728, 317.1218, 1165.886, 400.8082, 224.9666, 0.1476291, 1627.143, 510.0115, 1660.434, 873.1573, 2577.805, 4220.255, 0.001557824, 914.8219, 6000.049, 311.3474, 4190.196, 190.9698, 8.268778, 863.1127, 2768.739, 246.6885, 662.8062, 1721.727, 3301.792, 2677.861, 2339.073, 2785.701, 846.4384, 4619.704, 1257.519, 3016.538, 1606.302, 877.5829
