 , C000, C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C014, C016, C017, C018, C019, C020, C022, C024, C025, C032, C036, C038, C040, C042, C043, C044, C045, C048, C051, C055, C062, C063
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 90.47018, 0, 46.39011, 65.4068, 0, 0, 0, 0, 0, 0, 0, 198.0742, 0, 0, 0, 28.55361, 1.757343, 210.6677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.07559, 0, 0
0.2, 0, 0, 85.99335, 0, 136.5445, 62.24902, 0, 0, 0, 0, 200.5755, 0, 0, 229.6913, 0, 0, 0, 27.32257, 102.9192, 201.1143, 110.1432, 0, 48.05682, 0, 0, 0, 0, 0, 0, -3.051758e-05, 111.7302, 0.0001220703, 52.35989
0.3, 0, 24.07005, 81.73805, 0, 166.264, 141.1071, -3.051758e-05, 77.1759, 0, 117.971, 190.2144, 0, 0, 319.5771, 0, 0, 0, 182.2289, 98.28749, 191.9942, 105.5504, 0, 46.04962, 72.67618, 0, 0, 0, 0, 0, -3.051758e-05, 106.9219, 48.45728, 49.93274
0.4, 0, 22.89152, 77.69332, 0, 158.0873, 213.8003, -3.051758e-05, 151.0433, 0, 177.0005, 182.4509, 0, 0, 304.493, 0, -3.051758e-05, 0, 174.3724, 93.86427, 300.7715, 101.149, 0, 257.1751, 68.73749, 0, 0, 0, 0, 0, -3.051758e-05, 102.3205, 199.7169, 47.6181
0.5, 0, 21.7707, 85.01872, 0, 244.7667, 220.1397, -3.051758e-05, 256.7572, 0, 223.5916, 173.0261, 0, 0, 290.121, 0, -1.525879e-05, 0, 166.8547, 89.6401, 287.1322, 114.0418, 0, 246.4335, 65.0123, 0, 0, 0, 0, 0, 0, 134.8792, 199.9286, 45.41071
0.6, 0, 20.70476, 80.81165, 0, 337.0687, 209.5117, -3.051758e-05, 242.3927, 0, 224.7832, 257.2018, 0, 0, 276.4273, 0, -1.525879e-05, 0, 159.661, 85.60603, 274.1113, 109.2864, 0, 277.2848, 61.48898, 0, 0, 0, 3.051758e-05, 0, 70.27234, 228.0917, 191.4048, 247.3947
0.7, 0, 19.69101, 86.96709, 0, 342.9944, 302.5079, -3.051758e-05, 228.8318, 0, 345.5906, 243.9155, 0, 0, 263.3799, 0, 0, 0, 152.7775, 81.75351, 407.0912, 104.7293, 0, 283.1327, 58.15662, 0, 0, 0, 3.051758e-05, 0, 67.05946, 218.2758, 183.2445, 273.7163
0.8, 0, 18.72689, 82.6636, 0, 326.1263, 287.9032, -1.525879e-05, 216.0296, 0, 373.9597, 231.3156, 0, 0, 250.9485, 0, -1.525879e-05, 0, 146.1908, 78.07436, 388.6304, 100.3622, 0, 554.5333, 55.00482, 0, 0, 0, 3.051758e-05, 0, 63.99352, 208.8822, 197.6771, 276.8081
0.9, 0, 17.80998, 78.57307, 0, 310.0876, 274.0035, -1.525879e-05, 203.9436, 0, 355.6902, 223.1677, 0, 0, 239.1037, 0, -1.525879e-05, 0, 160.428, 74.56079, 400.1294, 166.6437, 0, 531.3717, 52.0239, 0, 0, 0, 6.103516e-05, 0, 61.06772, 199.893, 189.2494, 263.9765
1, 0, 16.93797, 74.68496, 0, 294.8378, 260.775, 0, 192.5339, 0, 338.3133, 211.6396, 0, 0, 227.818, 0, -1.525879e-05, 0, 153.5114, 71.20534, 566.3806, 160.0527, 0, 509.1776, 49.20447, 0, 0, 0, 3.051758e-05, 0, 58.2757, 191.2905, 292.7581, 251.7398
1.1, 0, 16.10864, 70.98924, 0, 280.3379, 248.1852, -1.525879e-05, 181.7624, 0, 321.7853, 200.7069, 0, 0, 217.0651, 0, -1.525879e-05, 0, 146.893, 68.00089, 540.6964, 153.3787, 0, 527.8159, 46.53784, 0, 0, 0, 3.051758e-05, 0, 55.61131, 183.0583, 496.5651, 240.0703
1.2, 0, 15.31993, 67.4764, 0, 349.156, 236.2031, -1.525879e-05, 232.3781, 0, 306.0648, 192.851, 0, 0, 206.8196, 0, -1.525879e-05, 0, 140.56, 64.94064, 516.1769, 146.9829, 0, 505.7703, 44.01575, 0, 0, 0, 3.051758e-05, 0, 161.4728, 175.1804, 484.1725, 228.9417
1.3, 0, 14.56983, 64.1374, 0, 331.9848, 224.7995, -1.525879e-05, 219.3775, 0, 291.1122, 312.1282, 0, 0, 197.0577, 0, 0, 0, 134.5, 62.01812, 492.7693, 140.8539, 0, 516.919, 41.63034, 0, 0, 0, 6.103516e-05, 0, 154.0902, 167.6415, 562.8028, 218.329
1.4, 0, 56.97794, 60.96362, 0, 368.0804, 213.9464, 0, 207.1042, 0, 404.8073, 296.0046, 0, 0, 187.7567, 0, 0, 0, 128.7013, 59.22713, 504.9607, 134.9805, 0, 557.5488, 39.37418, 0, 0, 0, 94.88301, 0, 147.0452, 160.427, 584.3199, 208.2083
1.5, 0, 54.18817, 96.02904, 0, 362.6096, 203.6173, 0, 195.5176, 0, 385.0308, 378.3202, 0, 0, 178.8946, 0, 0, 0, 123.1526, 56.56173, 489.45, 129.3519, 0, 571.5279, 95.83893, 0, 0, 0, 90.98247, 0, 140.3222, 153.523, 559.408, 221.7398
1.6, 0, 65.99389, 91.27713, 0, 349.6806, 284.7268, 0, 184.5792, 0, 397.4167, 358.7774, 0, 0, 170.4508, 0, 58.83272, 0, 117.8431, 54.01629, 467.2545, 313.3184, 0, 558.2816, 90.64496, 0, 0, 0, 87.24226, 0, 216.8229, 146.9161, 535.5583, 225.982
1.7, 0, 62.76268, 86.76037, 0, 332.4836, 270.9806, 0, 174.2528, 0, 378.0013, 340.2441, 0, 0, 162.4055, 0, 241.1989, 0, 112.7625, 51.5854, 446.0654, 300.2534, 0, 640.0661, 106.3412, 0, 0, 0, 83.65582, 0, 206.9097, 140.5935, 771.5739, 222.4277
1.8, 0, 59.68968, 82.46711, 0, 327.0341, 351.4978, 0, 198.873, 0, 426.7055, 322.6681, 0, 0, 154.74, 0, 230.1691, 0, 127.8093, 49.2639, 511.5462, 287.7332, 0, 624.8617, 259.9496, 0, 0, 0, 187.9668, 0, 197.4498, 134.5431, 738.6787, 212.117
1.9, 0, 56.76714, 78.3863, 0, 370.1803, 334.5279, 0, 223.509, 0, 405.8592, 306.0001, 0, 0, 147.4363, 0, 219.6437, 0, 178.2067, 47.04688, 488.3487, 275.735, 0, 694.1356, 286.0578, 0, 0, 0, 277.7458, 0, 233.5815, 128.753, 712.2654, 202.2842
2, 0, 53.98769, 74.50742, 0, 351.9752, 318.3773, 0, 223.655, 0, 553.6794, 290.193, 0, 0, 140.4773, 0, 209.5997, 0, 170.5236, 44.92963, 613.6804, 264.2371, 0, 665.1432, 270.555, 0, 0, 0, 266.3279, 0, 222.9021, 123.2121, 681.8988, 305.2069
2.1, 0, 51.34434, 70.8205, 0, 334.6653, 303.0065, 0, 211.1424, 0, 573.3869, 275.2025, 0, 0, 175.6613, 0, 200.0149, 0, 163.1718, 42.90767, 585.8513, 253.2188, 0, 669.8893, 255.8923, 0, 0, 0, 306.8332, 0, 275.5135, 117.9097, 787.0471, 319.7129
2.2, 0, 90.01115, 67.31601, 0, 392.7502, 340.4482, 0, 199.3299, 0, 545.3746, 260.9865, 0, 0, 289.0131, 0, 190.8684, 0, 156.1369, 40.9767, 559.2842, 242.6598, 0, 675.5978, 242.0243, 0, 14.31023, 0, 297.3687, 0, 262.917, 112.8354, 754.0577, 340.7096
2.3, 0, 85.604, 63.98494, 0, 373.4351, 324.0118, 260.0719, 356.7227, 0, 643.3695, 247.5047, 0, 0, 275.3718, 0, 182.1402, 0, 267.3521, 39.13263, 533.9218, 249.7301, 0, 816.4653, 228.9079, 0, 44.22314, 0, 285.1442, 0, 331.9823, 107.9795, 856.9817, 324.9158
2.4, 0, 81.41264, 60.8187, 0, 355.0698, 486.4382, 248.4875, 336.7655, 0, 676.8024, 234.7194, 0, 0, 262.3742, 0, 173.8111, 0, 255.8257, 37.37154, 678.0965, 382.7397, 0, 871.7651, 309.8878, 0, 42.18108, 0, 273.4221, 0, 316.804, 103.3326, 871.9641, 352.0291
2.5, 0, 77.42649, 57.80915, 0, 381.3324, 462.9536, 237.4191, 317.9249, 0, 766.2172, 222.5945, 0, 0, 249.9902, 0, 165.8629, 0, 329.1113, 35.68972, 647.3463, 366.7798, 0, 835.3535, 304.5416, 0, 40.2333, 0, 346.7412, 0, 398.1965, 98.88566, 834.7888, 335.7106
2.6, 0, 73.63551, 126.4969, 0, 362.5788, 521.1114, 281.6384, 363.5659, 0, 728.7843, 211.0959, 0, 0, 238.1907, 0, 158.2782, 0, 314.9223, 34.08357, 689.2035, 354.0024, 0, 858.9957, 288.037, 0, 38.37547, 0, 332.487, 0, 405.6791, 94.6301, 830.9174, 320.1486
2.7, 0, 70.03015, 120.2373, 0, 344.7474, 495.9528, 269.0933, 343.226, 0, 747.4144, 200.1914, 0, 0, 251.9028, 0, 151.0403, 0, 301.345, 32.54971, 657.9495, 339.2409, 0, 843.2786, 272.427, 0, 36.60342, 0, 318.8188, 0, 387.1314, 90.55769, 961.0552, 382.551
2.8, 0, 66.60132, 114.2875, 0, 390.2354, 472.0088, 257.1071, 324.0239, 0, 710.9002, 189.8501, 0, 0, 240.013, 0, 144.1334, 0, 297.7954, 31.08488, 632.0906, 325.095, 0, 808.0569, 274.8568, 0, 39.88212, 0, 305.7125, 0, 410.8436, 86.66051, 920.0817, 364.8177
2.9, 0, 113.062, 108.6321, 0, 401.8748, 449.2208, 245.6547, 380.1279, 0, 676.1699, 180.043, 0, 0, 228.6844, 0, 137.5423, 0, 366.9646, 29.68597, 675.6036, 317.4913, 0, 916.0681, 259.961, 0, 38.0405, 0, 293.1449, 0, 392.0598, 82.93106, 880.855, 347.9064
3, 0, 107.5263, 103.2565, 0, 382.1109, 427.533, 234.7124, 358.8613, 0, 698.3884, 170.7426, 0, 0, 217.8905, 0, 131.2527, 0, 351.1436, 28.35001, 654.9142, 304.2523, 0, 877.806, 266.1273, 0, 81.47266, 0, 281.094, 0, 374.1348, 79.36211, 843.3007, 337.2808
3.1, 1.425896, 102.2616, 98.14699, 0, 439.3943, 658.222, 224.2576, 338.7845, 39.16251, 664.2693, 163.4416, 0, 0, 207.6061, 0, 125.2506, 0, 503.2216, 27.07418, 770.9346, 308.462, 0, 958.8297, 298.4039, 0, 77.71053, 0, 269.5385, 0, 357.0293, 75.94675, 891.1953, 476.4296
3.2, 1.357745, 256.6098, 93.29028, 0, 417.7852, 626.4439, 303.0682, 319.8309, 103.2066, 702.3406, 154.9987, 0, 0, 269.5217, 0, 119.5231, 0, 484.9094, 25.85576, 770.7371, 295.5995, 0, 1017.35, 282.232, 0, 127.5808, 0, 286.2082, 0, 428.4145, 72.67837, 853.2002, 454.3445
3.3, 1.29285, 291.6351, 88.67389, 0, 397.2389, 596.2, 334.2965, 351.8944, 97.77117, 668.0284, 146.992, 0, 0, 264.3366, 0, 114.0574, 0, 464.0034, 24.69218, 875.3138, 283.2734, 0, 974.8574, 266.9365, 0, 121.6896, 0, 274.4424, 0, 420.4651, 69.55064, 896.7802, 496.4715
3.4, 1.231057, 277.356, 84.28594, 0, 377.703, 567.4162, 319.4059, 448.5259, 92.62201, 635.3926, 139.3989, 0, 0, 296.8372, 0, 108.8417, 0, 453.9819, 23.58096, 835.6201, 336.5179, 0, 934.1399, 252.47, 0, 192.8156, 0, 263.1604, 0, 444.4913, 66.55752, 1094.167, 473.4574
3.5, 1.172218, 267.8301, 80.11513, 0, 359.1279, 540.0221, 344.2256, 423.4327, 87.74403, 670.1375, 132.1979, 0, 0, 282.8265, 0, 103.8645, 0, 499.8174, 22.51974, 842.1713, 341.8019, 0, 998.8378, 238.7874, 0, 183.912, 0, 262.4371, 0, 424.1691, 63.69321, 1146.129, 451.5101
3.6, 1.116191, 254.7165, 76.1507, 0, 341.4662, 513.9505, 328.8927, 506.0237, 83.12295, 690.4051, 125.369, 0, 0, 269.4771, 0, 99.11484, 0, 478.2686, 21.50629, 803.9805, 388.9885, 0, 1053.594, 225.8465, 0, 175.4196, 0, 251.6486, 0, 404.776, 60.95216, 1097.265, 430.5802
3.7, 1.062842, 242.245, 72.38245, 0, 324.6732, 489.1376, 343.0067, 477.7138, 115.6152, 752.3543, 213.3605, 26.07374, 0, 256.7578, 0, 94.58243, 0, 457.649, 20.53844, 871.9057, 540.8969, 0, 1082.238, 289.9957, 0, 167.3193, 0, 295.2122, 0, 389.6476, 58.32908, 1242.747, 410.6205
3.8, 1.012042, 315.7424, 68.80067, 0, 308.706, 465.5226, 432.8102, 566.7386, 109.5263, 715.5988, 202.339, 24.82333, 0, 244.6389, 0, 90.25728, 0, 437.9182, 19.61415, 941.8322, 518.3421, 0, 1037.035, 274.2795, 0, 159.5931, 0, 283.0763, 0, 678.7294, 55.81888, 1280.519, 391.586
3.9, 0.963671, 300.283, 65.39613, 0.6639269, 293.5241, 443.0479, 413.5314, 555.1404, 103.758, 680.6389, 191.8868, 23.63288, 0, 233.0919, 0, 86.12991, 0, 524.1558, 18.73146, 899.1221, 496.7278, 0, 1023.253, 326.1981, 0, 152.2236, 0, 369.1615, 0, 647.6978, 53.41671, 1225.925, 493.2217
4, 0.9176116, 285.5804, 112.318, 0.6343152, 279.0888, 421.6581, 395.1114, 524.0826, 184.4309, 746.5482, 181.9745, 22.49953, 0, 306.6246, 0, 82.19128, 0, 515.4445, 17.88849, 872.397, 504.8694, 0, 980.5145, 399.09, 0, 145.1945, 0, 518.071, 0, 845.5698, 51.11791, 1277.476, 475.4714
4.1, 0.8737537, 329.1995, 106.76, 0.6060242, 292.7456, 401.3009, 377.5119, 494.7624, 174.7178, 710.0763, 172.5743, 21.42052, 0, 292.152, 0, 78.43277, 0, 493.2221, 17.08345, 919.5284, 483.8169, 0, 1033.101, 444.188, 0, 138.4899, 0, 496.7736, 0, 806.9102, 48.91805, 1223.012, 453.4308
4.2, 0.8319919, 313.0812, 101.4771, 5.069312, 278.3486, 381.9266, 360.6963, 508.0685, 165.5162, 675.3862, 184.3916, 20.39326, 0, 278.3624, 0, 74.84613, 0, 542.4255, 16.31465, 900.2049, 463.6423, 0, 989.9509, 420.1154, 0, 132.0949, 0, 476.3517, 0, 770.0181, 46.81285, 1302.104, 519.5505
4.3, 0.7922262, 297.752, 96.45561, 4.843216, 282.1509, 363.4877, 344.6297, 653.1382, 156.7992, 642.3909, 174.8665, 19.41527, 0, 265.2238, 0, 71.42349, 0, 581.1056, 15.58044, 864.2178, 444.3089, 0, 948.603, 397.3474, 0, 125.9953, 0, 456.7693, 0, 795.5109, 44.79825, 1404.782, 526.8571
4.4, 0.7543612, 283.1734, 91.68259, 4.627204, 268.2749, 345.939, 329.2788, 616.5978, 148.5413, 611.0074, 241.4588, 18.48418, 0, 252.7052, 0, 68.15738, 0, 556.0522, 14.87928, 825.0273, 425.7818, 0, 1088.345, 375.8132, 0, 120.1772, 0, 437.992, 0, 759.14, 42.87035, 1344.89, 502.4344
4.5, 0.7183059, 269.3086, 87.94653, 4.420827, 255.0814, 329.2375, 314.6117, 582.1017, 145.6171, 581.1573, 228.9858, 17.59773, 0, 240.7776, 0, 65.04062, 0, 577.4328, 14.20966, 787.614, 513.7177, 0, 1126.641, 355.4461, 0, 114.6279, 0, 419.9865, 0, 802.2648, 41.02542, 1287.552, 479.1438
4.6, 0.6839739, 256.1227, 83.59457, 4.223655, 242.5367, 313.3423, 300.5978, 549.5356, 137.9481, 552.7654, 217.1571, 16.7538, 0, 229.4129, 0, 62.06638, 0, 641.545, 13.57019, 751.8973, 492.2963, 0, 1158.952, 336.1828, 0, 109.3348, 0, 402.7213, 0, 765.5851, 39.25989, 1232.659, 514.9667
4.7, 0.6512828, 243.5823, 79.45798, 38.94812, 230.6089, 437.1144, 287.2083, 518.7914, 130.683, 525.7606, 282.9264, 60.49645, 0, 218.5846, 0, 59.22815, 0, 613.8859, 12.95949, 785.588, 510.7241, 0, 1118.226, 317.9635, 0, 104.2861, 0, 386.1658, 0, 730.5824, 37.57034, 1253.556, 491.0953
4.8, 0.6201543, 231.656, 75.52607, 37.211, 219.2678, 416.011, 274.4151, 489.7671, 123.8005, 500.075, 268.3113, 57.59523, 0, 208.2674, 0, 56.51971, 0, 587.4193, 12.37627, 749.9632, 489.4275, 0, 1114.067, 300.7315, 0, 99.4705, 0, 411.2613, 0, 759.1714, 35.95349, 1200.112, 468.3303
4.9, 0.5905135, 220.3136, 71.78873, 35.55136, 296.3322, 395.9265, 262.1917, 462.3667, 117.2805, 475.6443, 254.4512, 54.83315, 0, 198.4372, 0, 53.93513, 0, 603.1114, 11.81931, 794.6075, 471.014, 0, 1200.161, 284.4335, 0, 94.8773, 0, 394.3547, 0, 743.4938, 34.40623, 1148.946, 558.6869
5, 0.5622895, 209.5265, 102.6146, 33.96574, 281.7588, 376.8117, 250.5129, 436.4992, 111.1038, 496.6951, 241.307, 52.20353, 0, 189.071, 0, 51.46873, 0, 577.1093, 11.2874, 910.7351, 451.3733, 0, 1150.033, 269.0187, 0, 90.4962, 0, 378.1432, 0, 709.5011, 32.92555, 1099.962, 532.7888
5.1, 6.939693, 199.2677, 97.5368, 32.45084, 267.9021, 358.6197, 239.3542, 412.0789, 105.2525, 472.4295, 228.8418, 66.58306, 0, 180.1469, 0, 49.11512, 0, 561.3185, 10.77944, 914.1914, 533.0414, 0, 1101.999, 254.4393, 0, 86.31741, 0, 362.5981, 0, 677.0626, 31.50859, 1267.106, 538.9751
5.2, 6.608006, 189.5111, 92.71028, 31.00351, 254.7269, 341.306, 355.7519, 389.0247, 99.70933, 449.3494, 262.1414, 63.38995, 0, 171.644, 0, 46.86914, 0, 663.7393, 10.29433, 872.7347, 510.8142, 0, 1095.34, 240.6501, 0, 82.33157, 0, 347.692, 0, 646.1072, 30.15262, 1213.084, 513.9907
5.3, 23.09904, 206.0026, 102.169, 29.62072, 242.1996, 324.8281, 339.9056, 465.144, 94.45809, 427.3969, 248.6001, 60.34998, 0, 163.5424, 0, 44.72587, 0, 635.1234, 9.831055, 833.158, 489.5138, 0, 1207.203, 227.6081, 0, 78.52979, 0, 432.7882, 0, 711.8691, 28.855, 1161.365, 490.1644
5.4, 21.99501, 195.9162, 97.11325, 28.29961, 230.2884, 309.1459, 324.7651, 439.1211, 89.48341, 406.5168, 235.7581, 57.45579, 0, 155.8232, 0, 42.6806, 0, 607.7411, 9.388628, 875.4945, 469.1017, 0, 1187.976, 215.2729, 0, 74.90356, 0, 434.3414, 0, 689.9833, 27.61322, 1111.852, 467.4426
5.5, 20.94374, 186.3237, 92.30769, 27.03743, 218.963, 294.2207, 310.299, 414.5541, 84.77073, 386.6568, 253.1408, 54.70039, 0, 148.4683, 0, 40.72887, 0, 581.5396, 8.966112, 905.8381, 449.5406, 0, 1138.357, 345.4428, 0, 71.44478, 0, 416.4861, 0, 779.9786, 26.42488, 1300.741, 445.7741
5.6, 19.94272, 177.2009, 87.73993, 25.83154, 208.1946, 280.0161, 296.4773, 391.3615, 85.74803, 367.7671, 240.0643, 52.07714, 0, 141.4606, 0, 38.86638, 0, 627.7795, 8.562611, 864.7602, 468.4456, 0, 1116.23, 326.7216, 0, 68.14571, 0, 425.8962, 0, 744.3179, 25.28768, 1245.286, 425.11
5.7, 61.14531, 168.5247, 83.3982, 24.67943, 197.9557, 419.8192, 283.2712, 369.4664, 81.23207, 349.8002, 227.6634, 123.6985, 0, 134.7837, 0, 37.08906, 0, 600.7139, 8.177268, 825.545, 448.912, 0, 1186.945, 309.015, 0, 64.99898, 0, 408.388, 0, 773.0364, 24.19942, 1215.384, 452.9552
5.8, 58.22282, 160.2734, 79.27132, 45.08029, 188.2204, 428.289, 270.6534, 449.364, 76.95395, 332.711, 215.903, 117.7663, 0, 128.4219, 0, 35.39302, 0, 614.3149, 7.809267, 788.1083, 535.3366, 0, 1137.369, 292.2681, 0, 61.99755, 0, 403.7921, 0, 737.6931, 23.15799, 1388.273, 431.9583
5.9, 55.44002, 152.4261, 75.34865, 43.06967, 178.9639, 407.6118, 258.5977, 424.224, 125.1722, 316.4567, 204.7501, 112.1186, 0, 122.3604, 0, 203.6696, 0, 595.0515, 7.457827, 852.8845, 513.0137, 0, 1124.089, 276.4287, 0, 59.13472, 0, 387.1926, 0, 703.9656, 22.16138, 1394.413, 411.9347
6, 52.79022, 167.4782, 71.62009, 41.14873, 170.1626, 387.9327, 333.2972, 400.4904, 118.5799, 300.9965, 194.1733, 106.7418, 0, 116.585, 0, 194.356, 0, 675.9266, 7.122203, 814.2079, 491.6216, 0, 1169.552, 315.0145, 0, 56.40409, 0, 373.9416, 0, 793.9651, 21.20766, 1334.964, 392.8393
6.1, 50.26707, 159.2781, 68.07603, 39.31346, 161.7941, 369.2039, 420.8401, 445.5433, 112.3348, 286.2916, 184.1429, 101.6228, 0, 224.285, 0, 338.5606, 0, 716.2528, 6.801683, 902.9706, 471.1215, 0, 1129.454, 297.9424, 0, 53.79955, 0, 358.5692, 0, 813.2202, 20.29499, 1437.786, 479.1765
6.2, 47.86452, 151.4795, 64.70735, 37.56005, 153.8372, 415.4092, 472.9588, 420.617, 106.4187, 272.3051, 174.6307, 96.74928, 0, 236.648, 0, 441.4259, 0, 774.6585, 6.495587, 973.3696, 499.769, 0, 1082.28, 281.7955, 0, 51.31527, 0, 554.0201, 0, 866.173, 19.42159, 1376.488, 514.8345
6.3, 64.46211, 144.0627, 61.50537, 35.88484, 146.2717, 440.9335, 451.8917, 397.0852, 181.8981, 259.0019, 165.6098, 105.9161, 0, 240.4119, 0, 421.24, 0, 772.6867, 6.203267, 929.2293, 489.3788, 0, 1241.312, 266.5237, 0, 48.94571, 0, 531.2449, 0, 826.5715, 18.58578, 1368.57, 490.9692
6.4, 69.20671, 137.0091, 58.46183, 101.4872, 139.0781, 419.6458, 431.763, 374.8699, 172.3183, 246.3486, 194.6751, 100.8367, 0, 229.0645, 0, 501.3166, 0, 823.3108, 5.924101, 887.0907, 587.123, 0, 1277.821, 312.6754, 0, 154.9928, 0, 509.4059, 0, 788.7805, 21.57398, 1350.598, 468.2101
6.5, 83.50636, 130.3008, 55.5689, 96.96083, 132.2384, 399.3858, 412.5309, 353.8975, 163.2431, 281.0314, 184.6188, 96.00089, 0, 262.3348, 0, 499.2241, 0, 787.8152, 5.657499, 995.4014, 562.6407, 0, 1336.374, 352.8524, 0, 223.3353, 0, 488.4647, 0, 806.1917, 20.64554, 1293.017, 527.493
6.6, 79.51511, 123.921, 52.81913, 92.6363, 125.735, 380.104, 394.1554, 392.6926, 154.6458, 267.3019, 175.0819, 91.397, 0, 249.9527, 0, 476.3951, 0, 753.8499, 5.402895, 950.262, 616.0648, 0, 1280.557, 333.7297, 0, 213.0225, 0, 564.8279, 0, 769.3325, 19.75706, 1237.89, 503.0409
6.7, 95.95028, 117.8536, 50.20542, 88.50464, 119.5515, 361.7531, 376.5985, 378.7631, 146.5013, 254.2431, 166.0377, 200.0953, 0, 238.1549, 0, 478.0699, 0, 786.622, 5.15975, 907.1696, 590.3756, 0, 1227.071, 315.6433, 0, 203.1859, 0, 675.8386, 0, 926.0478, 18.90681, 1185.114, 479.7222
6.8, 91.36426, 112.0832, 47.72105, 84.55726, 113.672, 344.2881, 359.8236, 509.8958, 138.7858, 241.8223, 190.7807, 194.8317, 0, 295.0555, 0, 589.3408, 0, 752.7082, 4.927546, 977.8065, 603.074, 0, 1236.479, 400.6548, 0, 193.8035, 0, 648.0555, 0, 942.4767, 18.09315, 1354.62, 457.4845
6.9, 100.704, 106.5954, 45.35962, 167.7868, 108.0817, 440.9339, 343.7959, 481.3692, 131.4765, 230.0083, 180.9256, 185.4882, 0, 352.1616, 0, 660.476, 0, 761.3792, 4.705791, 933.465, 620.1423, 0, 1223.149, 408.0076, 0, 187.992, 0, 621.4146, 0, 971.8326, 17.31451, 1341.156, 569.3
7, 226.2719, 101.3762, 57.74796, 160.3034, 102.7663, 419.6462, 328.4821, 454.4386, 124.5523, 218.7715, 171.5795, 193.8795, 0, 335.5396, 0, 659.2844, 0, 799.087, 4.494017, 891.1343, 616.8495, 0, 1172.061, 412.4534, 0, 185.5413, 0, 595.8688, 0, 1004.461, 16.56938, 1283.978, 557.5584
7.1, 215.4571, 96.4126, 54.89035, 153.1537, 97.71237, 399.3862, 313.8505, 429.0146, 117.9927, 296.6069, 162.7162, 184.5816, 0, 319.7022, 0, 629.136, 0, 764.6358, 4.291773, 997.1646, 593.062, 0, 1123.106, 390.1006, 0, 254.7176, 0, 571.3732, 0, 1068.847, 15.85632, 1229.237, 531.7126
7.2, 205.1591, 91.69202, 52.17415, 146.3229, 92.90695, 380.1043, 380.5098, 484.2034, 118.4715, 282.1164, 154.3108, 180.2677, 0, 304.6122, 0, 769.569, 0, 802.2117, 4.098631, 997.4303, 713.6442, 0, 1076.197, 368.9592, 0, 278.9633, 0, 841.9276, 0, 1019.979, 15.17394, 1210.984, 507.0648
7.3, 359.897, 87.20258, 49.59236, 139.7968, 88.33786, 361.7534, 410.6915, 457.1142, 112.3921, 338.1761, 327.028, 219.5647, 0, 380.763, 0, 854.7169, 0, 997.5056, 3.914181, 952.1989, 683.8861, 0, 1292.06, 483.8385, 0, 266.0817, 0, 807.3168, 0, 1124.453, 14.52092, 1448.855, 541.334
7.4, 424.384, 82.93295, 47.13833, 175.1885, 83.99347, 344.2884, 392.3979, 431.5406, 279.9617, 321.6548, 373.1532, 286.1188, 0, 362.791, 0, 839.2588, 0, 954.4999, 3.738031, 1041.529, 723.5839, 0, 1393.947, 477.1941, 0, 309.6945, 0, 774.1288, 0, 1282.194, 13.89601, 1421.023, 516.2402
7.5, 479.1852, 78.87236, 86.16691, 208.0904, 79.86275, 327.6666, 374.9193, 407.3977, 271.0882, 388.015, 406.1697, 272.3975, 0, 345.6673, 0, 859.8635, 0, 962.3631, 3.569808, 994.2975, 709.4357, 0, 1383.816, 451.3327, 0, 295.394, 0, 795.3828, 0, 1223.572, 13.298, 1360.439, 492.3097
7.6, 456.2822, 75.01059, 81.90302, 207.8111, 75.93516, 401.0646, 358.2192, 384.6054, 256.8112, 385.0949, 385.1883, 259.3342, 0, 329.3518, 0, 820.5428, 0, 920.8725, 3.409157, 949.2083, 709.3679, 0, 1326.017, 426.8729, 0, 281.7537, 0, 867.679, 0, 1167.63, 12.72572, 1302.438, 548.8457
7.7, 434.4739, 100.3965, 98.22875, 198.5425, 72.20073, 381.7017, 342.263, 363.0883, 243.2862, 430.5135, 365.2906, 316.5057, 0, 313.8065, 0, 783.0203, 0, 881.1707, 3.255734, 1029.644, 679.7881, 0, 1333.259, 438.7308, 0, 268.7433, 0, 832.0095, 0, 1114.246, 137.829, 1288.7, 635.0687
7.8, 413.7079, 95.48084, 125.2571, 189.6874, 68.64995, 481.6657, 327.0175, 342.7751, 230.4734, 437.0716, 346.4209, 301.3271, 0, 298.9949, 0, 789.4053, 0, 1040.893, 3.109217, 1051.696, 651.4417, 0, 1277.572, 458.7109, 0, 256.3336, 0, 797.8065, 0, 1063.302, 175.4917, 1338.93, 690.3327
