 , C000, C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C014, C016, C017, C018, C019, C020, C022, C024, C025, C032, C036, C038, C040, C042, C043, C044, C045, C048, C051, C055, C062, C063
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
95.90000000000001, 809.6384, 234.8561, 2286.462, 2029.988, 412.6436, 809.0801, 1834.234, 496.3642, 70.85332, 959.7489, 498.3441, 456.6035, 212.5201, 2199.433, 261.5065, 0.01386095, 922.6669, 2103.612, 734.4901, 487.233, 0.02677575, 1498.549, 2166.481, 1200.814, 131.1028, 532.6575, 1991.173, 607.8231, 2055.63, 453.4702, 1597.999, 289.8632, 1251.814
96, 770.9411, 223.357, 2303.909, 1939.448, 392.3501, 770.0187, 1752.532, 468.5946, 67.1218, 912.8613, 596.0411, 434.7063, 203.6376, 2210.784, 306.7047, 0.0132271, 877.9322, 2012.919, 716.8906, 465.138, 0.02565924, 1429.228, 2087.658, 1333.728, 125.5462, 540.3609, 1900.574, 582.8361, 1971.239, 432.7375, 1529.229, 380.7114, 1193.785
96.09999999999999, 734.0934, 212.4209, 2315.609, 1885.495, 373.0546, 732.8431, 1839.643, 442.3787, 63.5868, 868.2643, 579.153, 413.8592, 195.1263, 2190.463, 299.4751, 0.01262224, 835.3665, 1987.799, 691.63, 444.045, 0.02458928, 1445.533, 2124.164, 1261.447, 120.2252, 515.4089, 1814.096, 558.8762, 1890.313, 412.9526, 1481.888, 376.1165, 1138.447
96.2, 861.0513, 290.6457, 2201.024, 1801.4, 386.4364, 815.3353, 1757.699, 417.6294, 60.23797, 825.8461, 663.5276, 394.0119, 186.9708, 2092.964, 286.6816, 0.01204504, 794.8645, 2024.44, 660.5046, 423.9085, 0.02356393, 1378.664, 2035.443, 1193.083, 115.1297, 558.7645, 1731.554, 535.9014, 1919.992, 394.0724, 1609, 360.0812, 1085.674
96.3, 819.8967, 276.415, 2186.065, 1888.866, 367.4318, 775.972, 1795.23, 394.2648, 57.06551, 785.5001, 629.2518, 375.1163, 179.1561, 2107.137, 274.4347, 0.01149423, 756.3262, 1937.16, 630.78, 404.6851, 0.02258134, 1314.889, 1950.427, 1226.61, 110.2501, 640.2228, 1652.767, 513.871, 1857.774, 399.2868, 1622.682, 399.9741, 1035.347
96.40000000000001, 780.709, 262.8811, 2123.47, 1949.793, 349.3618, 738.509, 1715.264, 372.2073, 54.06012, 747.1252, 596.7466, 357.127, 171.6681, 2099.514, 262.711, 0.01096862, 730.6747, 1891.345, 663.0444, 386.3335, 0.02163973, 1254.064, 1931.149, 1195.465, 105.5773, 656.4155, 1577.565, 492.7462, 1879.429, 381.0313, 1552.85, 382.9216, 1013.037
96.5, 743.3945, 250.0099, 2018.392, 1862.831, 415.8896, 775.7539, 1658.748, 351.3838, 51.21302, 710.6251, 735.0228, 340.0003, 164.4931, 2000.417, 251.4881, 0.01046703, 695.2486, 1851.096, 639.2265, 457.0162, 0.02073737, 1215.918, 1944.137, 1130.677, 101.1026, 626.1046, 1551.43, 472.4899, 1917.26, 363.6105, 1571.717, 485.2752, 969.0006
96.59999999999999, 707.8633, 237.7688, 2132.281, 1971.552, 395.4365, 997.7138, 1765.408, 331.7253, 48.51586, 675.9082, 697.0538, 323.695, 157.6179, 1986.436, 299.0349, 0.009988386, 661.5401, 1962.29, 624.3028, 436.2915, 0.01987265, 1159.671, 1862.935, 1123.645, 96.81756, 597.1932, 1480.839, 465.646, 1838.55, 483.5566, 1504.078, 464.5861, 1099.35
96.7, 781.6645, 226.1272, 2026.768, 1952.088, 463.0888, 949.5454, 1686.771, 313.1667, 45.96075, 642.8873, 661.0461, 308.1716, 151.0301, 2188.972, 286.7643, 0.009531628, 629.4659, 1935.397, 596.2073, 416.5066, 0.01904398, 1106.026, 1798.911, 1062.75, 92.71412, 684.5331, 1527.391, 446.5038, 1937.083, 501.043, 1514.577, 444.779, 1048.389
96.8, 747.1226, 215.0555, 2014.345, 1865.023, 440.3145, 1099.434, 1611.637, 295.6463, 43.54021, 611.4797, 626.8986, 293.3927, 144.7176, 2085.653, 274.5138, 0.009095757, 598.9468, 2043.14, 603.1508, 464.0099, 0.01824987, 1113.333, 1779.914, 1163.922, 88.78459, 808.5864, 1457.894, 507.8218, 1857.559, 478.1352, 1549.5, 425.8163, 1105.507
96.90000000000001, 821.8517, 204.5259, 1914.667, 1869.803, 606.0074, 1181.226, 1613.885, 279.1061, 41.24714, 581.6064, 826.7541, 279.3225, 138.669, 2323.997, 270.0916, 0.008679818, 576.171, 1955.053, 576.0072, 530.1517, 0.01748887, 1061.832, 1705.571, 1184.137, 85.02161, 771.2487, 1562.908, 538.5198, 1781.3, 456.2748, 1482.817, 407.6621, 1054.261
97, 826.5496, 194.5118, 1879.607, 1786.408, 576.2044, 1124.198, 1615.341, 263.4913, 39.07484, 553.1926, 784.0465, 265.9271, 132.8732, 2214.305, 258.5533, 0.0082829, 560.5637, 2028.779, 735.7839, 506.1104, 0.0167596, 1012.713, 1634.333, 1195.872, 81.41812, 797.8317, 1491.795, 516.3818, 1792.317, 435.4138, 1850.05, 390.2819, 1097.825
97.09999999999999, 809.1353, 184.9881, 1795.597, 1706.733, 661.6517, 1149.23, 1543.388, 248.75, 37.01695, 584.5237, 743.5451, 253.1741, 127.3196, 2397.452, 277.8575, 0.007904132, 534.8353, 1941.311, 732.9175, 483.1594, 0.01606075, 1123.064, 1646.696, 1155.998, 77.96735, 769.624, 1595.389, 502.9045, 1879.05, 415.5066, 1780.688, 373.6427, 1296.91
97.2, 770.462, 175.9307, 2006.339, 1828.592, 648.3522, 1093.747, 1767.053, 234.8335, 35.06743, 642.4801, 705.1359, 241.0327, 121.9981, 2332.78, 304.4306, 275.8514, 508.9043, 1962.809, 699.934, 461.2491, 0.01539103, 1145.627, 1577.918, 1118.35, 74.66284, 734.0855, 1551.836, 625.8775, 1839.14, 396.5096, 1704.056, 357.7128, 1287.534
97.3, 747.2893, 167.3167, 1952.463, 1825.588, 616.4667, 1040.942, 1757.352, 221.6955, 33.22059, 611.0923, 746.3587, 229.4736, 116.8991, 2222.673, 291.4255, 263.2371, 568.4568, 1900.358, 668.4349, 440.3324, 0.01474924, 1349.49, 1512.012, 1073.899, 71.49839, 700.188, 1481.227, 600.1483, 1827.933, 378.3811, 1630.721, 342.4621, 1227.85
97.40000000000001, 729.1974, 159.1245, 1900.272, 1896.064, 586.1494, 990.687, 1679.074, 209.2926, 31.47101, 609.1252, 707.8041, 218.4688, 112.0132, 2219.675, 278.9759, 251.1995, 540.8958, 1818.427, 638.3534, 522.5688, 0.01413422, 1289.224, 1652.125, 1079.99, 68.46806, 695.9086, 1443.797, 575.4768, 1752.89, 361.0815, 1775.113, 327.8616, 1170.933
97.5, 694.3449, 151.3334, 1835.693, 1811.498, 557.3231, 942.8579, 1604.283, 197.5835, 29.81357, 579.3669, 671.2411, 207.9917, 107.3315, 2175.445, 267.0582, 239.7124, 570.6359, 1740.029, 609.6256, 498.8714, 0.01354483, 1259.618, 1583.12, 1021.461, 65.56615, 744.9795, 1470.921, 551.8195, 1680.928, 344.5728, 1698.721, 313.8836, 1116.654
97.59999999999999, 661.1581, 143.9238, 1934.92, 1730.704, 529.9144, 897.3379, 1670.852, 186.5295, 28.24343, 551.0625, 745.9977, 198.0171, 102.8454, 2161.887, 255.6496, 228.7506, 542.9692, 1665.011, 582.1907, 476.2486, 0.01298003, 1214.872, 1516.996, 966.1029, 62.78725, 710.579, 1403.993, 529.1348, 1682.124, 328.8188, 1625.616, 300.5015, 1131.08
97.7, 629.5576, 136.877, 1861.064, 1653.513, 567.5624, 854.0156, 1627.265, 176.0939, 26.75597, 524.1409, 733.6202, 188.5208, 98.54688, 2059.847, 244.7283, 218.2901, 567.2459, 1650.037, 555.9904, 552.5262, 0.01243878, 1159.753, 1530.235, 933.304, 60.12612, 677.7669, 1340.11, 507.3825, 1750.126, 313.7852, 1592.974, 287.69, 1078.648
97.8, 642.2982, 130.1752, 1768.971, 1733.801, 539.6501, 948.9409, 1554.781, 166.2422, 25.34686, 498.5345, 695.7236, 179.48, 94.428, 1962.622, 258.0646, 208.3079, 542.3425, 1587.672, 530.9692, 527.4703, 0.01192009, 1106.104, 1521.116, 903.6844, 57.57778, 727.6152, 1279.135, 486.5245, 1678.278, 299.4389, 1651.935, 275.4246, 1028.647
97.90000000000001, 611.5991, 123.8015, 1681.435, 1656.472, 513.1106, 903.1273, 1485.526, 156.9417, 24.01195, 562.7794, 659.7847, 170.8727, 90.48128, 1910.051, 247.0402, 198.7822, 518.7534, 1519.222, 523.5971, 503.5507, 0.01142304, 1217.022, 1593.619, 854.7095, 55.13744, 694.0165, 1248.592, 466.524, 1609.379, 285.7485, 1580.843, 263.6822, 1164.492
98, 582.3672, 117.7399, 1641.551, 1582.592, 487.8762, 859.5254, 1522.248, 148.1614, 22.74735, 535.2853, 625.7023, 162.6782, 86.69952, 1895.338, 236.4868, 189.6921, 603.3724, 1587.31, 546.0423, 480.7157, 0.01094671, 1160.724, 1669.089, 808.3888, 52.80054, 661.9692, 1233.565, 447.3456, 1543.308, 272.684, 1521.885, 252.4404, 1110.511
98.09999999999999, 554.5325, 111.9751, 1817.887, 1615.753, 463.8829, 818.0286, 1454.443, 139.8724, 21.54935, 509.1344, 593.3804, 154.8767, 83.07581, 1879.271, 226.3841, 181.0177, 574.1185, 1537.181, 521.4688, 458.9162, 0.01049025, 1107.03, 1632.385, 821.3762, 50.56268, 655.4316, 1177.437, 428.9557, 1546.901, 260.2169, 1487.731, 241.6779, 1130.269
98.2, 528.0281, 106.4925, 1776.286, 1543.689, 441.0695, 778.5352, 1475.48, 132.0471, 20.41445, 484.2611, 623.2508, 147.4493, 79.60357, 1790.57, 216.7131, 172.74, 546.2828, 1503.885, 498.0012, 438.1053, 0.01005282, 1055.82, 1587.304, 776.8619, 48.41967, 625.1661, 1146.203, 411.3217, 1483.396, 248.3197, 1541.357, 231.3742, 1077.875
98.3, 530.8041, 101.2784, 1688.388, 1492.919, 419.3781, 800.9465, 1409.757, 124.6596, 19.33931, 460.603, 591.0556, 140.3781, 76.27645, 1808.361, 207.4552, 164.8408, 519.7968, 1439.048, 475.5897, 418.2381, 0.009633624, 1017.387, 1521.006, 734.7601, 46.36749, 596.2981, 1094.05, 406.9349, 1452.721, 236.9665, 1489.097, 221.5098, 1038.405
98.40000000000001, 505.4339, 133.5984, 1639.766, 1426.334, 398.7534, 762.2778, 1346.962, 117.6854, 18.3208, 438.1007, 560.5235, 133.646, 73.08839, 1800.61, 198.5928, 157.3028, 494.5949, 1377.006, 454.1867, 466.0286, 0.009231913, 970.3243, 1510.654, 803.3541, 44.40228, 596.9831, 1044.27, 390.2062, 1393.082, 226.1323, 1458.191, 212.066, 1231.139
98.5, 481.2763, 143.7814, 1558.623, 1362.718, 407.4188, 803.8643, 1286.964, 111.1014, 17.35592, 416.6977, 537.007, 127.2368, 70.03358, 1715.622, 190.109, 150.1095, 487.6445, 1317.638, 526.7572, 478.5491, 0.008846953, 925.4383, 1651.887, 759.8165, 42.52037, 576.128, 996.7549, 374.1652, 1411.368, 225.4023, 1395.437, 203.0248, 1174.069
98.59999999999999, 481.6811, 190.9064, 1623.387, 1301.94, 437.3724, 788.8676, 1290.169, 104.8857, 16.44186, 396.3404, 569.2883, 121.1349, 67.10645, 1668.393, 181.9876, 143.2451, 464.0015, 1431.623, 503.0516, 456.8479, 0.008478045, 959.7975, 1664.644, 718.6385, 40.71822, 560.0049, 1029.812, 358.7836, 1499.833, 215.0968, 1335.385, 223.7997, 1119.644
98.7, 458.6588, 181.5592, 1637.203, 1243.872, 415.8628, 750.782, 1286.223, 99.01781, 15.57594, 376.9775, 539.8806, 115.3257, 64.30167, 1589.645, 174.2132, 136.6947, 441.5048, 1369.901, 480.4128, 565.0925, 0.00812452, 915.3984, 1595.116, 716.6083, 38.99245, 705.6747, 988.7351, 365.7006, 1446.039, 234.7498, 1305.694, 328.455, 1067.743
98.8, 436.7368, 172.6696, 1651.99, 1188.394, 395.411, 714.5352, 1279.959, 93.47818, 14.75563, 358.5607, 511.9921, 109.795, 61.61411, 1587.585, 166.7708, 130.4438, 451.0202, 1310.841, 587.1392, 539.4667, 0.007785737, 873.0532, 1669.629, 677.772, 37.33982, 717.8263, 963.9471, 362.8742, 1386.674, 224.017, 1420.064, 330.171, 1018.247
98.90000000000001, 415.8627, 164.2154, 1846.308, 1135.391, 551.4078, 858.9313, 1301.86, 88.24846, 13.97852, 341.0435, 512.0545, 104.5296, 59.03888, 1531.818, 159.6465, 124.4787, 429.1529, 1254.326, 560.7162, 515.003, 0.00746108, 933.1375, 1599.892, 641.0403, 35.75724, 684.6796, 920.0869, 364.1384, 1488.5, 213.7749, 1532.304, 316.0945, 971.0458
99, 484.7285, 156.175, 1995.578, 1163.468, 524.29, 981.5004, 1387.733, 83.31133, 13.24233, 324.3822, 485.6034, 99.51672, 56.57129, 1459.516, 152.8264, 118.7865, 441.1318, 1200.248, 565.2422, 491.6487, 0.007149962, 889.9717, 1638.672, 693.5464, 34.24173, 674.3871, 891.6638, 349.169, 1468.349, 312.3807, 1466.361, 328.5858, 926.0326
99.09999999999999, 582.6521, 148.5283, 2478.835, 1111.576, 616.4327, 991.9211, 1325.919, 78.6504, 12.54492, 308.5348, 460.5186, 94.74422, 54.20683, 1390.627, 146.2977, 113.3545, 474.1107, 1218.381, 539.8047, 549.6355, 0.006851817, 848.8027, 1578.331, 655.9598, 32.79046, 643.2463, 886.1631, 334.815, 1497.896, 298.0986, 1516.495, 314.5769, 1026.357
99.2, 554.8038, 141.2561, 2657.25, 1225.351, 586.117, 944.0323, 1266.858, 74.25024, 11.88424, 293.4616, 436.7296, 90.20059, 51.94119, 1353.39, 140.0479, 108.1709, 455.7623, 1186.844, 515.5119, 524.7107, 0.006566104, 809.5382, 1558.351, 620.4103, 31.40069, 613.5434, 957.9343, 386.8574, 1436.402, 284.4695, 1451.232, 301.1653, 1032.649
99.3, 528.2865, 218.9403, 2582.918, 1307.683, 557.2922, 1185.302, 1210.428, 70.09624, 11.25835, 279.1248, 414.1695, 85.87486, 49.77025, 1289.51, 134.0652, 103.2244, 433.6651, 1314.174, 535.1068, 500.9161, 0.006292304, 772.09, 1542.352, 708.2195, 30.06983, 585.2121, 1020.597, 370.954, 1538.203, 309.8568, 1709.006, 288.3254, 984.7803
99.40000000000001, 503.0367, 208.2205, 2567.157, 1249.359, 529.8851, 1178.376, 1355.902, 66.17465, 10.66542, 379.15, 410.9625, 81.75658, 47.69005, 1358.13, 128.338, 98.50402, 412.6393, 1326.395, 511.0254, 478.2006, 0.006029923, 792.6153, 1635.998, 775.7325, 28.79537, 558.189, 1002.72, 540.4847, 1503.023, 295.6901, 1722.445, 276.033, 939.1304
99.5, 478.9936, 257.0535, 2440.123, 1336.749, 607.5663, 1384.523, 1295.506, 62.47245, 10.10372, 360.627, 389.7335, 195.3671, 45.69679, 1294.026, 133.3982, 93.99953, 392.6328, 1269.209, 488.0277, 476.0814, 0.005778482, 879.5391, 1567.667, 751.7283, 147.7645, 594.1149, 957.0961, 537.4252, 1684.473, 282.1711, 1791.117, 294.358, 895.5966
99.59999999999999, 592.7104, 244.4676, 2492.832, 1370.894, 577.6866, 1317.68, 1379.864, 58.97738, 9.571604, 343.0089, 369.601, 244.3236, 43.78685, 1232.949, 127.6994, 89.70103, 373.5964, 1253.69, 489.0902, 586.3296, 0.005537526, 923.2631, 1619.225, 710.9886, 157.1177, 566.6808, 1085.267, 515.3322, 1615.32, 269.2702, 1947.074, 403.7342, 922.1484
99.7, 564.3814, 232.4979, 2545.073, 1312.813, 549.2765, 1428.271, 1318.401, 155.2474, 9.067511, 326.2515, 350.5086, 241.9178, 41.95673, 1174.754, 122.2442, 85.59911, 408.5453, 1408.293, 467.0797, 707.796, 0.005306617, 880.5541, 1551.594, 672.4568, 150.4586, 540.5134, 1035.886, 570.9649, 1622.416, 256.9591, 1863.282, 386.5214, 952.6644
99.8, 537.4064, 282.5282, 2440.333, 1300.069, 522.2635, 1359.316, 1259.675, 342.6491, 8.589966, 310.3127, 332.4024, 230.3163, 40.2031, 1140.662, 117.022, 81.68475, 388.7374, 1347.577, 492.3991, 810.9453, 0.005085337, 839.8208, 1567.449, 636.0132, 184.6501, 515.5544, 988.753, 609.616, 1581.013, 245.2109, 1807.441, 370.0425, 960.4111
99.90000000000001, 511.7206, 268.6949, 2387.801, 1476.461, 496.579, 1293.689, 1203.565, 323.4793, 8.137571, 295.1527, 315.2315, 270.3817, 38.52277, 1126.99, 135.1832, 77.94939, 369.8898, 1377.338, 470.2397, 774.1706, 0.004873285, 878.1077, 1502.799, 601.5447, 199.2436, 491.748, 943.7641, 584.5553, 1724.035, 233.9998, 1861.208, 354.2661, 915.8909
100, 514.2532, 255.539, 2422.188, 1410.61, 472.1576, 1231.232, 1149.954, 305.382, 7.709002, 280.7333, 298.9477, 257.415, 36.91267, 1119.66, 157.3844, 74.38485, 351.956, 1317.957, 471.2738, 739.0635, 0.004670074, 837.4875, 1624.514, 670.5332, 253.7721, 492.4593, 949.7643, 560.5248, 1653.257, 223.3013, 1781.111, 339.1624, 933.6383
100.1, 489.674, 274.1294, 2302.917, 1448.581, 448.9373, 1254.134, 1098.732, 288.2971, 7.303004, 324.0594, 283.5049, 245.0702, 35.36986, 1066.812, 178.5059, 70.98331, 334.8918, 1261.135, 570.5399, 705.5485, 0.004475337, 798.7463, 1574.384, 682.2158, 243.0164, 473.2977, 906.5494, 542.9351, 1585.385, 213.0919, 1912.41, 324.7026, 890.3591
100.2, 466.2697, 260.7074, 2354.359, 1383.973, 426.8589, 1193.586, 1205.113, 272.1681, 6.918388, 341.8242, 268.86, 233.3174, 33.89154, 1016.459, 170.8802, 67.73732, 318.6548, 1334.239, 585.7264, 758.4194, 0.004288721, 761.7973, 1508.625, 645.2433, 232.7166, 451.4424, 894.3968, 520.6155, 1626.942, 203.3493, 1830.109, 310.8593, 849.0862
100.3, 443.984, 309.4216, 2256.083, 1322.247, 405.8663, 1217.583, 1151.433, 256.9414, 6.554028, 325.1248, 254.9715, 222.1283, 32.47501, 968.4821, 274.0086, 64.63976, 303.2052, 1276.716, 570.3879, 765.9231, 0.004109886, 726.5575, 1445.614, 610.2746, 222.8533, 430.5964, 969.1119, 499.2135, 1704.792, 194.0522, 1924.008, 351.2978, 907.1058
100.4, 422.7634, 331.9107, 2144.443, 1398.227, 451.0695, 1158.8, 1146.24, 242.5666, 6.208857, 424.3238, 241.8004, 211.4757, 31.11768, 1000.982, 262.303, 61.68386, 288.5045, 1221.672, 692.1343, 731.1901, 0.003938508, 711.4595, 1501.526, 733.1606, 213.4081, 410.713, 925.0167, 478.6913, 1653.545, 234.225, 1864.106, 395.5198, 945.7368
100.5, 487.2354, 315.6596, 2212.817, 1335.865, 428.8862, 1102.854, 1134.213, 322.0719, 5.881864, 403.5939, 229.3098, 201.334, 29.81708, 961.6409, 251.0976, 58.86312, 274.5167, 1169.002, 660.9863, 834.287, 0.003774277, 868.0051, 1520.749, 729.7859, 204.3631, 450.8776, 1045.19, 459.0128, 1695.368, 223.5162, 1783.884, 389.0192, 901.8967
100.6, 463.9476, 300.2042, 2219.25, 1276.284, 510.9987, 1266.873, 1143.283, 304.0533, 5.572093, 466.1194, 217.4644, 191.6787, 28.57084, 916.2516, 240.3708, 56.17138, 261.207, 1118.603, 631.2399, 796.4538, 0.003616894, 827.8522, 1457.23, 690.2354, 195.7016, 430.0576, 997.6335, 440.1432, 1632.503, 213.297, 1826.22, 372.4338, 868.166
100.7, 450.9612, 285.5056, 2200.365, 1219.361, 485.8682, 1205.71, 1092.357, 461.6648, 5.278636, 539.8145, 206.2308, 182.4864, 27.37669, 1096.334, 232.6566, 53.60272, 248.5426, 1070.376, 602.8323, 930.0984, 0.003466073, 789.5568, 1687.461, 652.8283, 187.4071, 489.5045, 1240.591, 422.0494, 1651.268, 203.545, 1848.777, 391.8484, 827.9218
100.8, 429.4071, 271.5266, 2183.086, 1164.977, 461.9736, 1484.657, 1043.7, 435.8366, 5.000634, 595.8665, 195.5776, 173.735, 26.23245, 1044.587, 222.7176, 51.15152, 236.4922, 1024.229, 575.7031, 1020.674, 0.003321542, 889.5347, 1653.602, 617.4485, 179.4642, 466.9008, 1211.106, 404.6993, 1630.115, 194.2389, 1769.214, 375.1424, 920.2968
100.9, 408.8833, 258.232, 2075.058, 1267.401, 439.2541, 1641.705, 1106.281, 411.4533, 4.737273, 566.756, 185.4746, 165.4032, 25.13604, 1151.915, 213.2032, 48.81242, 225.0261, 1050.617, 607.8307, 1010.678, 0.003183038, 893.3115, 1584.535, 655.9481, 171.8579, 493.4412, 1156, 388.0625, 1563.193, 185.3583, 1764.971, 453.3763, 877.636
101, 389.3404, 256.4163, 1972.376, 1219.456, 417.6519, 1613.705, 1057.003, 388.4342, 4.487782, 539.0676, 175.8936, 157.471, 24.08545, 1194.083, 204.0952, 46.58028, 214.1159, 1005.321, 580.4765, 1015.006, 0.003050308, 888.1629, 1666.776, 620.3992, 164.574, 470.6558, 1262.83, 372.1096, 1553.162, 176.8837, 1815.085, 441.6838, 836.9529
101.1, 370.7316, 243.8616, 1941.537, 1195.749, 444.9385, 1558.489, 1049.215, 366.7029, 4.251431, 578.562, 166.8075, 149.9192, 23.07877, 1350.702, 212.6735, 44.45021, 203.7347, 961.9785, 563.3915, 1039.422, 0.002923114, 847.0776, 1723.08, 641.6577, 157.5988, 448.9225, 1358.908, 356.8126, 1564.521, 168.7965, 1736.973, 422.8531, 889.856
101.2, 353.0122, 237.3852, 2054.931, 1269.133, 494.1031, 1483.247, 1135.02, 402.6069, 4.027528, 617.3484, 246.4624, 142.7295, 22.11417, 1406.935, 203.5881, 42.41755, 198.778, 920.5045, 538.0372, 1071.845, 0.002801223, 986.3345, 1740.472, 606.8833, 150.9193, 474.2044, 1388.84, 342.1444, 1500.293, 165.9889, 1729.647, 438.6433, 848.6063
101.3, 336.1397, 225.7623, 2002.928, 1279.24, 469.8035, 1698.624, 1084.463, 482.2186, 3.815416, 587.1885, 233.7309, 135.8847, 21.18989, 1360.534, 194.8909, 40.47784, 189.1404, 880.8185, 513.824, 1043.665, 0.002684416, 1023.096, 1827.07, 573.9935, 144.5228, 545.014, 1664.667, 328.0792, 1438.701, 158.3998, 1655.211, 419.9423, 958.1368
101.4, 408.9197, 329.5947, 1925.838, 1452.999, 446.6989, 1616.617, 1036.157, 455.2405, 3.614475, 558.502, 221.6571, 129.3681, 20.30423, 1426.124, 269.9128, 38.62683, 179.9701, 842.8436, 609.9609, 1165.432, 0.002572478, 975.7693, 1750.758, 542.886, 138.3975, 519.8472, 1719.552, 321.7383, 1383.27, 187.3242, 1778.39, 402.0385, 913.722
101.5, 389.3751, 313.457, 1849.292, 1388.194, 424.7306, 1558.935, 990.0037, 429.7717, 3.424117, 556.9158, 210.207, 123.164, 19.4556, 1709.187, 269.5743, 181.2809, 171.2444, 806.5059, 582.5109, 1112.583, 0.002465209, 930.6314, 1731.625, 610.0289, 132.5317, 495.8425, 1641.311, 308.512, 1326.482, 178.7597, 1701.857, 384.898, 871.366
101.6, 370.7646, 298.1094, 1822.726, 1326.28, 470.7327, 1603.482, 1142.697, 405.7277, 3.243785, 535.6744, 199.3483, 117.2575, 18.64243, 1628.513, 258.0582, 172.9911, 162.9418, 771.7349, 564.6066, 1173.982, 0.002362413, 957.7023, 1659.299, 576.9686, 126.9146, 472.9462, 1600.026, 295.8294, 1272.025, 170.5868, 1628.617, 368.4883, 914.8903
101.7, 353.0436, 283.5133, 1736.177, 1267.126, 447.5824, 1676.196, 1091.797, 383.0289, 3.072949, 611.7816, 189.0506, 111.6342, 17.86325, 1659.284, 247.0341, 165.0804, 155.0417, 738.4629, 539.1976, 1175.379, 0.002263903, 913.4001, 1757.213, 545.7, 121.5355, 451.1072, 1698.398, 283.6681, 1274.385, 192.0748, 1612.901, 352.7782, 872.4801
101.8, 336.1696, 269.6319, 1775.454, 1210.612, 425.5707, 1595.271, 1043.165, 361.6, 2.911111, 581.8936, 179.2849, 106.2806, 17.11663, 1795.366, 320.626, 157.5314, 147.5246, 706.6254, 514.9321, 1122.078, 0.002169501, 871.1474, 1683.819, 516.126, 116.3845, 430.2767, 1621.12, 272.0068, 1222.067, 207.2534, 1719.416, 337.7379, 949.9144
101.9, 389.6279, 256.4301, 1687.598, 1172.859, 503.9683, 1572.259, 996.6993, 341.37, 2.757796, 626.958, 170.0235, 101.1837, 16.40122, 1710.625, 306.929, 150.3277, 140.372, 676.1605, 491.7587, 1113.948, 0.002079035, 853.9492, 1749.88, 488.1547, 111.4517, 418.6613, 1664.52, 314.1423, 1192.937, 197.7777, 1645.421, 323.3388, 905.8807
102, 371.0053, 243.8747, 1624.094, 1120.549, 515.8778, 1496.353, 952.3032, 322.2718, 2.612555, 596.3286, 161.2407, 159.3877, 15.71572, 1629.883, 302.4213, 143.4534, 133.5662, 647.009, 469.6281, 1063.432, 0.001992342, 814.4465, 1676.792, 461.6993, 106.728, 399.329, 1627.998, 301.2282, 1241.158, 188.7353, 1704.411, 309.5536, 863.8882
102.1, 358.6927, 231.9341, 1718.227, 1186.458, 490.5074, 1424.11, 909.8845, 304.242, 2.474964, 567.1955, 152.9115, 151.744, 15.05886, 1552.953, 289.502, 136.8934, 127.0904, 721.4687, 460.0171, 1015.208, 0.001909263, 776.7712, 1606.756, 503.6732, 102.2046, 380.8894, 1553.923, 288.845, 1400.175, 188.1017, 1631.062, 296.3562, 823.8423
102.2, 341.5487, 220.5781, 1633.202, 1306.277, 466.3846, 1426.857, 869.3553, 287.2209, 2.344619, 539.4857, 257.681, 149.5833, 14.42946, 1479.654, 277.1346, 130.6334, 120.9285, 690.3638, 670.7677, 969.1704, 0.001829649, 740.8387, 1539.646, 476.3768, 97.87279, 423.6939, 1483.219, 276.9708, 1342.693, 179.5016, 1560.869, 283.7213, 785.6527
102.3, 325.2241, 209.7781, 1552.385, 1248.016, 443.4482, 1357.971, 830.6315, 271.1521, 2.221138, 513.1296, 244.37, 142.4098, 13.82637, 1437.335, 265.2955, 124.6597, 115.0654, 660.6, 640.5812, 925.2205, 0.001753355, 706.5685, 1602.205, 450.5597, 93.72462, 404.1292, 1415.731, 265.5848, 1361.008, 274.7958, 1693.344, 271.6252, 854.0281
102.4, 309.6797, 199.5069, 1585.892, 1192.353, 515.923, 1292.409, 793.6325, 255.9822, 2.104161, 488.0612, 231.7466, 194.2487, 13.24848, 1369.493, 253.9622, 118.9591, 109.4866, 632.1194, 696.8919, 945.2227, 0.001680242, 673.8835, 1535.284, 426.1418, 89.75227, 385.468, 1452.77, 319.2955, 1361.199, 364.7094, 1644.747, 260.0448, 883.6633
102.5, 370.682, 189.7386, 1508.632, 1139.173, 540.4534, 1230.014, 961.8646, 363.2283, 1.993344, 464.2174, 219.7753, 184.9332, 12.69474, 1304.853, 243.113, 113.5193, 104.1782, 604.8668, 665.5297, 902.3588, 0.001610178, 642.7104, 1521.24, 403.0471, 85.94827, 367.6684, 1386.668, 407.2731, 1329.785, 348.0348, 1573.965, 248.9581, 842.7007
102.6, 352.9649, 180.4485, 1433.979, 1088.365, 539.2175, 1211.714, 919.02, 342.9072, 1.888364, 441.5385, 220.5407, 176.0644, 12.16415, 1300.867, 232.7273, 108.3281, 99.12724, 665.8019, 661.2225, 861.4387, 0.001543035, 612.9795, 1537.156, 381.2041, 82.3055, 372.94, 1323.574, 390.5305, 1436.615, 396.6127, 1841.572, 238.344, 903.6072
