 , C001, C002, C003, C004, C005, C009, C011, C012, C013, C014, C015, C018, C021, C022, C025, C028, C029, C030, C031, C032, C033, C034, C036, C037, C038, C041, C042, C043, C045, C047, C048, C049, C050, C051, C052, C053, C055, C056, C057, C058, C059, C060, C067, C071, C072, C074, C077, C078, C084, C085, C087, C088, C089, C090, C094, C102, C107, C129, C134, C136
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
22.8, 397.2305, 450.0882, 198.8893, 296.3166, 222.5595, 63.77309, 345.0087, 367.0041, 649.0665, 349.6898, 381.7458, 546.4642, 1439.66, 454.5332, 1160.194, 645.8755, 4.59957, 325.143, 1508.86, 387.0484, 409.9591, 882.4789, 504.304, 679.0024, 1827.675, 608.3188, 1194.091, 784.5252, 667.9217, 322.8544, 6.872092, 417.147, 1396.121, 168.041, 618.6806, 761.8104, 1038.41, 276.6908, 422.2721, 911.3226, 1136.814, 883.3176, 21.37204, 278.4295, 90.30336, 1153.79, 641.396, 460.9972, 873.5075, 11.78977, 2541.953, 549.7036, 453.441, 777.2621, 50.73119, 1881.709, 1842.005, 1779.197, 1049.248, 572.109
22.9, 480.5909, 426.4499, 189.8352, 282.7548, 212.475, 60.87936, 328.4825, 350.3724, 618.5181, 335.2314, 391.2854, 518.0851, 1376.478, 434.5187, 1199.911, 781.0316, 4.394981, 311.1246, 1479.559, 370.0183, 390.5807, 872.8807, 480.6186, 736.9492, 1844.386, 654.3765, 1220.464, 749.8735, 638.6121, 308.1486, 6.593664, 399.0204, 1334.953, 161.1402, 593.5983, 712.8069, 993.1853, 264.3078, 402.2442, 1136.804, 1232.62, 844.2684, 20.30582, 266.2517, 85.97919, 1185.491, 643.3345, 437.991, 902.4791, 11.21265, 2461.402, 522.8512, 431.6657, 740.3826, 62.60405, 2016.504, 1873.738, 1680.422, 998.7772, 542.9401
23, 510.7528, 404.0531, 181.1932, 269.8137, 202.8474, 58.11694, 312.7479, 334.4944, 626.8981, 321.3708, 370.6833, 491.1798, 1362.16, 415.3856, 1206.157, 744.6387, 4.199493, 297.7106, 1417.359, 353.7376, 372.1183, 835.6026, 458.0456, 799.691, 1777.691, 623.0018, 1220.373, 805.4946, 621.9091, 325.5474, 6.326517, 441.6137, 1276.464, 164.4253, 569.533, 666.9556, 949.93, 252.479, 383.1662, 1073.621, 1257.676, 1014.251, 19.2928, 254.6066, 81.86208, 1133.804, 645.8657, 466.2225, 860.8163, 10.66378, 2423.797, 497.3106, 410.936, 705.2529, 59.96664, 2012.754, 1791.595, 1728.971, 950.7344, 515.2584
23.1, 487.6591, 382.8325, 172.9447, 257.4648, 193.6561, 55.47986, 297.7669, 319.3359, 597.3931, 308.0833, 351.166, 587.2128, 1323.6, 431.7722, 1228.17, 830.7068, 4.012701, 284.875, 1380.14, 338.1732, 487.6838, 799.9165, 482.927, 765.0717, 1753.633, 593.1315, 1166.377, 867.5013, 594.6187, 359.3722, 10.7172, 422.424, 1220.538, 157.6729, 546.4432, 624.0537, 1011.066, 241.1796, 540.2266, 1013.949, 1284.634, 969.4133, 18.33031, 243.4708, 77.94212, 1235.312, 617.293, 457.8401, 821.0768, 10.14178, 2344.229, 473.0176, 455.2815, 671.7902, 57.44033, 1923.223, 1776.777, 1632.985, 1003.791, 612.9599
23.2, 465.6096, 429.4193, 265.9301, 245.6812, 184.8812, 52.96244, 417.6337, 304.8644, 696.8703, 295.3452, 332.6764, 713.1636, 1396.857, 462.966, 1173.59, 876.887, 3.834216, 289.3662, 1390.084, 378.2511, 578.1765, 859.6332, 460.2456, 731.951, 1784.098, 564.6933, 1114.77, 829.1847, 568.5258, 343.0031, 13.11487, 487.3459, 1167.063, 151.1979, 524.2896, 583.9115, 1161.018, 230.3859, 686.8885, 1086.2, 1228.914, 926.558, 17.41585, 232.822, 74.20987, 1181.453, 589.9843, 571.6141, 996.6384, 9.645327, 2374.701, 593.6494, 482.4326, 639.9151, 105.7966, 1938.574, 1740.375, 1598.899, 1094.576, 581.7083
23.3, 477.7469, 452.5789, 253.824, 234.4368, 176.504, 50.55925, 450.0237, 291.0487, 882.8143, 283.1337, 315.1602, 676.1276, 1448.465, 453.6331, 1325.77, 1052.274, 3.663671, 399.4418, 1331.645, 391.4337, 569.6612, 995.7291, 572.45, 700.2642, 1762.391, 690.6448, 1215.063, 792.5605, 543.5778, 348.5785, 140.4539, 513.3358, 1115.93, 187.9888, 503.0341, 546.3514, 1180.951, 220.0753, 1039, 1178.625, 1175.611, 885.5973, 16.547, 222.639, 70.65633, 1129.942, 633.1617, 824.7986, 950.6287, 9.173179, 2383.744, 612.5284, 785.6017, 609.5524, 138.2708, 2138.899, 1790.386, 1637.778, 1265.789, 635.7923
23.4, 477.4854, 428.8098, 272.3217, 223.7071, 168.5063, 48.26511, 591.933, 277.8592, 962.0236, 271.4272, 298.5664, 725.3289, 1466.007, 488.3649, 1266.853, 1154.964, 3.500712, 429.5801, 1471.888, 426.2411, 619.8591, 1022.798, 545.564, 669.9491, 1856.824, 674.6361, 1268.272, 799.2996, 519.7247, 383.1179, 566.718, 491.0294, 1067.038, 235.0261, 482.6404, 511.2073, 1276.875, 210.2261, 1141.668, 1113.118, 1176.073, 846.4473, 15.7215, 343.2586, 188.5186, 1080.677, 789.3545, 886.3927, 906.743, 8.724143, 2326.514, 685.1074, 815.6429, 580.6304, 273.9865, 2082.734, 1874.012, 1604.362, 1323.665, 696.6302
23.5, 544.1872, 406.289, 282.7152, 213.4685, 160.871, 46.07507, 563.5789, 265.2673, 1051.373, 260.2047, 282.8462, 835.5479, 1469.906, 466.8608, 1210.554, 1320.658, 3.345001, 411.059, 1410.01, 407.4866, 846.3516, 1021.509, 519.9408, 640.9464, 1881.098, 642.2901, 1318.287, 763.9953, 496.9182, 432.1818, 543.757, 542.0484, 1020.288, 225.3744, 463.0734, 478.3239, 1467.884, 200.8176, 1224.378, 1112.231, 1149.445, 809.028, 14.93718, 328.2454, 179.4914, 1033.56, 754.4339, 972.1735, 987.9081, 8.297088, 2308.311, 651.6408, 776.4737, 553.0806, 295.4761, 2121.654, 1791.858, 1515.294, 1426.021, 852.0119
23.6, 549.9154, 384.951, 269.845, 203.6985, 187.8154, 43.98439, 624.3837, 253.246, 1001.89, 249.4462, 267.9537, 792.1562, 1428.643, 446.3035, 1210.811, 1259.121, 3.196215, 393.3364, 1350.734, 389.5572, 853.345, 1109.25, 495.521, 613.1992, 1800.94, 660.2029, 1259.959, 820.1923, 475.1126, 412.4962, 521.7263, 574.308, 975.5856, 216.1191, 444.2997, 447.5558, 1636.391, 191.8303, 1166.307, 1133.098, 1146.564, 773.2629, 14.19199, 313.8888, 170.8965, 988.4972, 721.0581, 923.657, 942.3015, 66.69527, 2342.587, 619.809, 860.1905, 526.838, 283.0282, 2080.406, 1713.304, 1431.171, 1357.427, 874.062
23.7, 525.051, 449.9208, 257.5607, 194.3756, 179.3052, 41.98859, 594.4751, 241.7696, 954.7362, 239.1325, 253.8454, 751.0179, 1365.945, 447.0267, 1238.087, 1200.451, 3.054048, 376.3779, 1293.949, 372.4168, 813.0081, 1061.877, 556.6013, 763.835, 1865.788, 628.549, 1204.211, 783.9651, 458.6284, 393.7073, 500.5882, 590.3973, 1058.687, 207.2438, 426.2871, 418.7668, 1624.554, 183.2451, 1110.991, 1257.428, 1121.367, 739.0789, 13.48397, 300.1601, 162.7131, 945.3992, 689.1589, 960.3055, 926.6306, 63.43047, 2281.618, 589.5322, 907.9219, 501.8406, 271.1047, 1987.865, 1724.277, 1351.718, 1387.036, 886.8059
23.8, 561.0864, 499.8637, 245.8356, 185.4794, 171.1806, 40.08334, 565.9991, 230.8132, 1064.589, 229.2452, 274.9421, 804.8282, 1356.954, 427.3428, 1275.832, 1144.515, 2.918205, 360.1505, 1239.552, 448.6362, 834.1896, 1068.629, 613.4699, 750.9592, 1850.43, 598.4127, 1344.029, 838.0945, 438.503, 375.7742, 590.2544, 564.7423, 1012.303, 198.733, 409.0048, 391.8296, 1598.449, 175.0442, 1182.016, 1187.541, 1072.728, 706.4061, 12.81128, 287.0319, 154.9216, 904.1802, 658.6708, 1002.26, 949.4962, 60.32549, 2263.374, 668.0985, 864.3212, 478.0293, 259.6834, 1998.218, 1725.739, 1276.676, 1320.317, 841.5923
23.9, 583.0886, 492.8878, 234.6443, 176.9904, 197.7767, 38.26455, 591.8125, 220.3533, 1259.167, 219.7667, 260.4659, 898.603, 1425.948, 512.444, 1219.134, 1384.378, 2.788403, 388.4269, 1328.979, 463.2469, 916.2969, 1022.991, 610.0027, 760.3917, 1852.19, 569.7212, 1330.326, 801.0767, 419.2608, 499.9808, 812.2028, 540.2021, 1044.067, 190.5718, 392.4231, 366.6252, 1705.786, 167.2103, 1602.204, 1234.381, 1026.199, 675.1777, 12.17215, 319.0428, 147.5032, 864.7584, 776.3153, 1081.58, 905.6628, 274.9563, 2282.518, 635.4628, 846.9736, 455.3478, 354.4971, 2102.755, 1925.231, 1538.704, 1256.807, 881.7625
24, 587.119, 467.0017, 223.9625, 168.8899, 258.0277, 36.52827, 563.4641, 210.3675, 1234.589, 210.6802, 246.7518, 851.9367, 1363.368, 489.8796, 1510.515, 1319.871, 2.664376, 371.6801, 1273.109, 442.8641, 980.1678, 999.3322, 581.353, 727.4736, 1953.105, 542.4055, 1271.465, 765.6938, 400.8629, 477.2071, 893.5098, 602.0002, 998.3229, 182.7457, 376.5137, 343.042, 1678.7, 159.727, 1633.292, 1292.113, 1026.637, 645.3299, 11.5649, 384.9753, 140.44, 827.0553, 764.3088, 1374.661, 915.8542, 261.4969, 2183.718, 659.4913, 1103.604, 567.2, 401.8672, 2063.877, 1840.83, 1453.282, 1461.041, 873.3624
24.1, 665.4328, 442.4751, 213.7669, 161.1601, 246.3361, 34.8708, 648.9731, 200.8342, 1283.396, 201.9693, 233.7597, 807.6938, 1493.403, 468.3087, 1443.387, 1561.403, 2.545865, 510.1286, 1392.098, 628.6196, 933.8362, 1146.232, 588.866, 695.9807, 1869.88, 714.2413, 1215.208, 731.8739, 383.2723, 560.0742, 857.3085, 682.8298, 954.5833, 175.241, 361.2492, 320.9758, 2001.345, 152.5786, 1654.874, 1298.865, 1050.701, 616.8015, 10.98795, 399.5413, 133.7151, 790.996, 735.7919, 1390.374, 910.3363, 261.3983, 2173.91, 627.2761, 1050.606, 540.2875, 463.3252, 2135.118, 1760.13, 1372.601, 1390.762, 873.2443
24.2, 690.7814, 502.876, 204.0355, 153.7841, 235.1742, 33.28852, 658.0195, 191.7329, 1222.992, 193.6186, 221.4518, 765.7486, 1427.863, 447.6877, 1379.243, 1488.648, 2.432625, 488.1347, 1333.574, 600.9604, 889.6945, 1097.28, 561.209, 665.851, 1812.309, 754.3199, 1274.268, 873.6868, 366.4537, 534.5632, 822.5741, 653.1582, 971.4056, 168.0444, 346.6036, 300.3291, 1965.525, 145.7501, 1576.385, 1339.252, 1050.48, 589.5342, 10.43978, 382.0664, 127.3121, 756.509, 703.2408, 1359.554, 964.7787, 248.6026, 2325.992, 596.6345, 1114.657, 514.652, 536.8589, 2054.684, 1682.968, 1296.4, 1323.864, 828.7221
24.3, 659.5477, 476.4653, 194.7471, 146.7457, 224.5181, 31.77804, 626.4997, 183.044, 1165.432, 185.6132, 209.7919, 764.8316, 1413.382, 427.9747, 1317.95, 1419.283, 2.324422, 467.0891, 1374.307, 574.5182, 889.6271, 1050.418, 559.8358, 637.0257, 1789.904, 796.492, 1217.887, 997.5323, 350.3731, 510.2143, 789.2469, 624.776, 1032.429, 161.1434, 332.5518, 281.0104, 2011.992, 139.2272, 1501.619, 1303.302, 1004.916, 563.4725, 9.918953, 365.3559, 121.2158, 723.5255, 689.9545, 1291.705, 1166.642, 318.5126, 2360.769, 567.4897, 1061.129, 490.2328, 608.1452, 1995.297, 1609.188, 1224.429, 1260.184, 843.6312
24.4, 629.7263, 451.4416, 185.8815, 140.0295, 214.3448, 30.3361, 596.4897, 174.7489, 1110.581, 177.9388, 239.096, 725.1123, 1402.182, 409.1297, 1259.38, 1353.15, 2.221032, 446.9507, 1316.531, 549.2396, 905.962, 1059.587, 533.5422, 690.2001, 1764.977, 758.3035, 1224.582, 953.4722, 364.6228, 486.9744, 757.27, 597.6271, 987.1954, 154.5258, 319.0696, 262.9344, 1924.365, 132.9963, 1430.399, 1230.865, 1091.941, 692.7307, 9.424113, 410.0734, 115.4114, 691.9801, 659.4312, 1313.233, 1192.021, 302.9211, 2258.582, 695.722, 1010.171, 490.5113, 606.995, 1990.276, 1538.643, 1156.453, 1199.567, 800.6189
24.5, 670.6138, 520.6564, 204.4354, 133.6206, 204.6325, 28.95959, 669.0179, 166.8297, 1058.311, 170.5816, 335.1676, 687.4557, 1428.39, 391.1146, 1203.413, 1472.16, 2.122241, 427.6807, 1261.184, 525.0731, 863.1379, 1014.335, 562.2323, 714.7565, 1689.768, 721.946, 1170.4, 911.3583, 548.0678, 464.7931, 726.5887, 571.6579, 943.9433, 193.3373, 306.1341, 246.0212, 1884.257, 127.0442, 1412.032, 1354.302, 1044.579, 662.1068, 8.95396, 392.1378, 109.8849, 661.8101, 630.2584, 1260.22, 1136.991, 308.3293, 2292.254, 661.737, 961.66, 487.8978, 581.4233, 1901.745, 1471.191, 1092.252, 1141.866, 759.7994
24.6, 653.4544, 493.3119, 195.1288, 127.5051, 195.3603, 27.64554, 713.8423, 159.2694, 1128.719, 163.5287, 317.5203, 692.114, 1365.702, 373.8926, 1149.933, 1403.563, 2.027844, 409.2415, 1208.165, 501.97, 822.3381, 1054.559, 664.1678, 683.814, 1730.167, 687.3317, 1156.379, 871.1045, 524.0176, 443.6221, 697.1504, 546.8172, 902.5862, 185.3977, 293.7229, 230.1959, 1888.368, 121.3585, 1387.393, 1279.031, 999.2709, 674.0786, 8.507262, 374.9868, 104.6231, 632.9554, 602.376, 1227.887, 1084.502, 311.2864, 2193.033, 629.412, 915.4787, 526.7603, 556.9288, 1857.065, 1406.695, 1031.614, 1199.703, 721.0612
24.7, 674.4747, 467.4034, 186.2459, 121.6694, 186.5082, 26.39111, 717.5257, 152.0518, 1108.033, 156.7674, 300.8022, 656.1711, 1350.008, 357.429, 1098.83, 1338.162, 1.937646, 391.5972, 1157.374, 479.8834, 920.9418, 1049.917, 632.9742, 654.2111, 1656.441, 654.377, 1155.989, 892.1273, 507.8534, 423.4154, 668.9048, 523.0559, 1035.365, 177.784, 281.8149, 215.3885, 1806.125, 115.9272, 1396.584, 1248.109, 995.6859, 683.5699, 8.08285, 369.2383, 99.61321, 750.4841, 575.7273, 1226.49, 1086.907, 297.0322, 2353.163, 598.666, 871.5152, 501.7666, 586.3588, 1833.685, 1345.027, 974.3429, 1141.995, 760.9022
24.8, 643.9783, 442.8557, 246.5625, 116.1008, 178.0572, 25.19361, 683.1555, 145.1611, 1055.884, 150.2856, 284.9643, 622.0947, 1345.523, 341.6904, 1049.998, 1275.81, 1.85146, 374.7137, 1108.718, 458.7686, 1061.299, 1065.056, 603.2455, 876.6089, 1783.466, 677.3517, 1174.547, 852.723, 555.1831, 559.738, 641.8036, 500.3271, 990.0024, 170.4831, 270.3897, 201.5337, 1757.937, 110.739, 1370.55, 1178.74, 1104.72, 714.0907, 7.67961, 449.5125, 94.84325, 769.8409, 647.6506, 1200.754, 1102.702, 282.4922, 2267.046, 569.422, 829.6629, 477.9588, 561.6564, 1947.466, 1286.062, 1087.519, 1087.063, 722.1077
24.9, 703.2519, 419.5973, 235.3381, 110.7871, 169.9892, 24.05044, 684.5671, 138.5828, 1006.188, 144.0719, 269.9603, 589.788, 1311.025, 326.6448, 1003.336, 1216.362, 1.769107, 358.5581, 1266.873, 438.5828, 1011.132, 1053.001, 574.9132, 927.7565, 1707.469, 644.8755, 1122.579, 815.059, 570.8978, 534.2424, 615.8005, 478.586, 946.6273, 197.2864, 259.4277, 188.57, 1743.961, 105.783, 1305.547, 1113.226, 1056.804, 682.5226, 7.296487, 429.852, 90.30168, 767.1494, 618.9989, 1291.537, 1214.477, 270.9552, 2288.917, 541.6064, 789.8204, 455.2806, 537.9948, 1860.84, 1229.683, 1027.144, 1034.774, 685.2912
25, 671.4543, 397.5603, 224.6247, 105.7166, 162.2867, 22.95914, 651.7756, 132.3026, 958.832, 138.115, 294.6507, 559.1591, 1253.488, 312.2617, 958.748, 1159.685, 1.690418, 343.0991, 1213.614, 419.2852, 1001.846, 1008.031, 714.235, 982.5417, 1634.71, 613.9564, 1096.971, 779.0587, 591.6972, 509.908, 590.851, 457.7896, 905.1526, 242.3136, 248.9101, 176.4403, 1792.899, 101.0488, 1243.626, 1141.372, 1030.625, 711.1174, 6.932477, 411.0515, 85.97759, 733.7021, 591.6147, 1253.714, 1158.411, 289.7681, 2340.756, 515.1497, 751.8913, 533.2367, 521.1851, 1864.367, 1175.775, 1103.407, 1050.204, 650.3518
25.1, 641.0945, 376.6807, 252.938, 100.8782, 215.7393, 21.91736, 722.4312, 126.307, 944.2299, 132.4045, 350.5351, 572.3682, 1276.663, 298.5119, 916.1412, 1105.648, 1.615228, 328.3065, 1225.481, 400.8368, 1143.275, 1055.346, 680.6899, 940.0066, 1565.052, 584.5197, 1048.435, 862.127, 585.981, 486.6821, 566.9122, 437.8969, 1033.298, 243.0348, 238.8189, 390.18, 1843.731, 96.52651, 1270.191, 1135.923, 1091.765, 735.6368, 6.586628, 393.0732, 81.86056, 780.6425, 565.442, 1191.148, 1161.823, 441.8876, 2396.278, 489.9853, 798.6461, 540.5706, 499.2284, 1781.437, 1124.23, 1042.151, 999.6875, 665.7441
25.2, 654.9476, 356.8977, 241.4234, 96.26118, 205.9638, 20.92286, 687.826, 185.4655, 899.7896, 126.93, 370.8952, 571.6237, 1367.869, 285.3675, 875.4279, 1122.259, 1.543383, 314.1518, 1275.763, 383.2, 1128.397, 1010.275, 648.7203, 899.3128, 1680.84, 556.4944, 1002.046, 858.363, 560.2672, 464.5141, 543.9433, 418.8687, 1007.722, 233.0542, 229.1369, 365.0817, 1763.433, 92.20657, 1315.637, 1090.117, 1122.38, 703.1162, 6.258032, 439.8623, 77.94067, 781.9561, 540.4271, 1343.679, 1186.369, 420.2568, 2324.22, 466.0502, 814.0063, 533.9573, 490.7802, 1817.772, 1314.938, 1124.221, 1044.046, 732.577
25.3, 704.0118, 338.1537, 230.433, 91.8555, 204.1593, 19.97347, 725.0435, 218.1331, 857.4409, 121.6819, 351.3667, 541.938, 1307.838, 272.8019, 836.5238, 1198.04, 1.474733, 300.6073, 1334.613, 366.3393, 1115.3, 967.1292, 650.7842, 860.3807, 1609.217, 529.8129, 1173.326, 845.4798, 535.6816, 443.3558, 521.9051, 415.6128, 1027.061, 223.4835, 219.8473, 341.5978, 1764.967, 88.07997, 1297.274, 1187.716, 1073.698, 791.8226, 5.945829, 449.2943, 74.20849, 747.8631, 547.3179, 1298.983, 1131.601, 455.0002, 2300.308, 443.2842, 841.8713, 622.0856, 476.0471, 1736.914, 1388.925, 1214.456, 993.8253, 695.2267
25.4, 672.1799, 471.0644, 219.9429, 87.65145, 257.222, 19.06717, 690.3132, 208.2479, 890.3134, 116.6508, 332.8665, 628.3307, 1250.441, 306.8787, 799.3487, 1278.856, 1.409138, 287.6468, 1278.506, 350.2204, 1164.856, 925.8259, 638.9082, 942.0239, 1598.15, 578.5588, 1133.984, 808.1358, 512.175, 423.1612, 500.7597, 397.5528, 1023.366, 214.3058, 210.9343, 523.5604, 1902.212, 84.13806, 1307.665, 1256.36, 1093.205, 756.8182, 5.649202, 429.6433, 70.65501, 851.7334, 523.1048, 1481.68, 1133.895, 503.3191, 2280.776, 421.6304, 888.046, 592.5689, 550.1726, 1753.973, 1328.036, 1147.034, 988.3005, 752.5515
25.5, 641.7873, 446.3244, 222.2504, 83.63982, 338.5337, 18.20199, 657.2465, 237.1732, 848.4106, 111.8277, 315.3404, 673.4391, 1195.564, 293.3659, 763.8256, 1219.267, 1.346459, 275.245, 1224.758, 334.8107, 1109.794, 961.7374, 608.9009, 918.0551, 1557.865, 588.8101, 1111.53, 874.4191, 489.6999, 403.8865, 506.318, 380.2776, 978.5292, 205.505, 202.3827, 553.2031, 1834.146, 80.37256, 1299.51, 1186.532, 1129.003, 723.3611, 5.367373, 555.3406, 67.27171, 814.5982, 499.963, 1407.737, 1277.874, 478.6811, 2182.051, 401.0343, 919.5615, 564.4527, 526.9947, 1696.204, 1334.239, 1083.355, 1081.136, 714.1827
25.6, 612.7689, 422.8838, 212.1328, 79.8118, 323.1942, 17.37607, 704.0056, 233.3227, 1043.911, 107.2041, 324.8787, 771.4495, 1143.094, 329.4453, 729.8812, 1211.343, 1.286569, 263.378, 1349.131, 320.0791, 1057.335, 1062.242, 767.6081, 878.3117, 1550.901, 594.8747, 1153.927, 835.7969, 468.211, 591.9886, 485.8041, 363.7531, 1031.348, 197.0656, 194.1778, 556.054, 1851.849, 76.77557, 1252.614, 1120.585, 1080.033, 691.3832, 5.099604, 531.0515, 64.0504, 835.2291, 628.09, 1427.704, 1218.881, 510.5634, 2087.6, 381.4443, 875.4019, 619.0196, 504.7932, 1749.571, 1338.737, 1148.032, 1081.867, 677.7703
25.7, 725.9506, 400.6742, 202.4757, 76.15897, 308.5498, 16.58763, 670.2831, 222.7491, 1080.364, 102.7716, 307.7731, 731.3864, 1217.287, 314.9388, 697.4453, 1240.629, 1.229343, 252.0226, 1292.414, 305.9957, 1007.356, 1104.491, 787.1539, 917.4523, 1560.175, 566.353, 1177.815, 826.5618, 518.4807, 565.024, 529.7776, 373.3851, 1225.101, 188.9728, 186.3056, 520.2858, 1849.627, 73.33957, 1313.893, 1120.03, 1046.702, 723.7066, 4.845193, 507.8247, 60.98335, 820.6, 600.3036, 1416.388, 1162.612, 485.5709, 2071.323, 362.8112, 833.363, 589.6484, 483.5271, 1773.361, 1418.681, 1352.071, 1092.41, 713.3583
25.8, 733.7493, 379.631, 193.2583, 72.67332, 294.5689, 15.83496, 752.2765, 230.3854, 1029.516, 98.52233, 291.5682, 693.404, 1187.827, 301.0712, 918.4884, 1182.821, 1.174662, 241.1567, 1268.144, 292.5319, 959.7388, 1121.157, 750.1839, 877.7349, 1592.19, 596.278, 1172.081, 876.9963, 506.5292, 539.2876, 508.3133, 357.1601, 1171.425, 181.2124, 178.7524, 534.7559, 1855.081, 70.05734, 1251.577, 1175.866, 1170.959, 739.4099, 4.603475, 589.6634, 76.69703, 858.1494, 609.1964, 1345.703, 1211.036, 508.2738, 2151.574, 486.3708, 793.3428, 631.9304, 463.1568, 1694.479, 1356.487, 1277.01, 1039.864, 828.5294
25.9, 727.7184, 421.1497, 284.5934, 69.34721, 281.2215, 15.11644, 716.2417, 219.9449, 1014.963, 94.44878, 276.2165, 719.946, 1269.186, 299.5215, 877.6708, 1127.706, 1.122413, 230.7594, 1214.831, 279.6605, 1085.54, 1073.275, 821.8552, 945.8447, 1568.661, 609.0997, 1225.354, 928.3139, 487.4071, 514.7234, 503.3557, 341.6402, 1148.373, 173.7706, 171.5055, 500.3578, 1774.288, 66.92201, 1192.216, 1147.825, 1146.044, 706.7224, 4.373815, 563.873, 73.0244, 820.7344, 582.2458, 1360.253, 1155.129, 483.3933, 2122.657, 462.6122, 755.2446, 601.9465, 443.6447, 1688.847, 1469.088, 1300.593, 989.8444, 786.287
26, 749.1875, 399.0312, 271.6377, 66.17332, 350.254, 14.43053, 681.933, 209.9776, 992.9541, 90.54367, 261.6731, 736.6003, 1338.507, 286.3327, 944.7557, 1075.159, 1.072488, 220.8103, 1279.297, 267.3555, 1107.451, 1149.974, 783.2554, 904.8983, 1627.94, 623.8019, 1171.137, 887.3112, 466.0189, 533.0243, 482.9619, 326.7946, 1176.051, 166.6345, 164.5524, 468.1723, 1715, 63.92699, 1135.67, 1084.029, 1171.676, 675.48, 4.155613, 539.2108, 69.52763, 815.4167, 599.9771, 1329.038, 1210.709, 459.7307, 2160.477, 440.0143, 718.9759, 573.3854, 477.2226, 1725.751, 1404.684, 1296.963, 1009.963, 855.4368
26.1, 715.313, 378.0744, 259.2718, 63.1447, 334.3834, 13.77574, 649.2678, 212.1396, 1112.779, 86.80002, 247.8954, 769.1408, 1635.557, 354.6682, 998.9348, 1025.061, 1.024784, 211.2902, 1225.516, 255.5919, 1112.613, 1100.862, 746.4686, 865.7244, 1607.558, 729.5778, 1236.768, 848.1196, 445.5692, 508.7455, 463.3944, 337.5694, 1124.525, 308.1153, 157.8812, 556.0782, 1699.566, 61.06601, 1081.807, 1023.779, 1159.248, 686.3613, 3.948296, 515.6271, 66.1983, 810.5783, 573.4344, 1262.712, 1154.817, 543.5427, 2090.221, 464.1524, 684.4489, 750.4019, 489.4513, 1648.986, 1343.104, 1268.052, 1161.489, 885.301
26.2, 682.9701, 477.2426, 247.4688, 60.25469, 319.232, 13.15066, 618.1672, 407.4169, 1162.313, 83.21115, 333.5664, 729.1978, 1878.575, 405.4194, 954.5422, 1122.795, 0.9792017, 216.18, 1173.995, 244.3459, 1156.552, 1159.385, 881.8296, 1015.331, 1539.057, 751.5309, 1265.612, 879.7468, 559.2248, 580.8492, 444.6197, 363.3244, 1126.085, 363.3678, 151.4805, 520.3085, 1719.243, 58.33307, 1030.498, 1126.492, 1241.15, 695.8707, 3.751323, 565.1235, 129.1953, 968.4097, 740.0576, 1297.378, 1212.994, 642.9185, 2124.422, 517.9648, 651.58, 714.7969, 558.8112, 1770.469, 1476.141, 1197.655, 1105.619, 926.23
26.3, 652.0896, 452.1781, 284.5183, 57.49695, 417.716, 21.3771, 588.5565, 480.4332, 1221.112, 79.77068, 329.8025, 841.1351, 2263.467, 390.9674, 1087.957, 1109.189, 0.935647, 206.8595, 1317.451, 233.5947, 1312.511, 1109.871, 951.4124, 971.3763, 1574.703, 812.0994, 1263.839, 840.8892, 535.4547, 554.392, 426.6056, 359.957, 1215.504, 403.5848, 145.3392, 662.2592, 1644.367, 55.72245, 981.6227, 1063.882, 1207.8, 665.108, 3.564175, 546.4814, 254.4858, 1019.453, 780.6931, 1259.206, 1156.996, 706.866, 2095.935, 492.6629, 620.2896, 725.2313, 535.2693, 1691.716, 1555.848, 1131.166, 1151.732, 1003.02
26.4, 698.3428, 428.43, 271.566, 54.86543, 398.7886, 105.8203, 560.3641, 536.3846, 1276.8, 76.47244, 312.4377, 797.4532, 2274.73, 394.866, 1039.608, 1274.891, 0.8940295, 344.6502, 1262.066, 223.3166, 1359.907, 1224.447, 906.7278, 929.3246, 1583.788, 773.1625, 1252.267, 803.748, 682.5162, 529.1398, 409.3214, 495.1728, 1162.25, 499.8168, 139.447, 764.885, 1572.751, 53.22865, 935.0654, 1004.752, 1216.281, 769.6817, 3.386365, 610.684, 242.2998, 991.1592, 845.8558, 1196.365, 1103.583, 672.2643, 2005.211, 555.5214, 590.5018, 753.4597, 560.325, 1616.466, 1567.061, 1399.101, 1245.068, 951.8814
