 , C001, C002, C003, C004, C005, C009, C011, C012, C013, C014, C015, C018, C021, C022, C025, C028, C029, C030, C031, C032, C033, C034, C036, C037, C038, C041, C042, C043, C045, C047, C048, C049, C050, C051, C052, C053, C055, C056, C057, C058, C059, C060, C067, C071, C072, C074, C077, C078, C084, C085, C087, C088, C089, C090, C094, C102, C107, C129, C134, C136
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 115.1078, 0, 0, 0, 49.65277, 0, 0, 0, 0, 0, 130.9567, 13.68079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112.2103, 0, 122.2271, 107.011, 60.72629, 0, 12.77304, 155.8643, 0, 0, 0, 0, 0, 0, 49.03455, 0, 62.33325, 0, 17.22809, 0, 147.8335, 0, 0, 88.39124, 0, 0, 0, 0, 0, 92.43671, 34.17444, 32.03699, 0, 0, 183.9624, 65.06165, 42.45508, 0
0.2, 109.9033, 0, 0, 3.051758e-05, 47.40295, 0, 0, 0, 0, 6.103516e-05, 139.96, 62.56018, 0, 0, 0, 0, 0, 219.9032, -6.103516e-05, 0, -6.103516e-05, 25.09723, 106.9402, 78.55212, 167.1184, 101.8803, 58.03946, 0, 12.21255, 148.7649, -6.103516e-05, 0, 3.051758e-05, 0, 0, 0, 46.89899, 0, 111.5329, 0, 76.87592, -6.103516e-05, 140.4583, 160.2924, 69.17944, 84.53741, 38.20715, 0, -3.051758e-05, -3.051758e-05, 0, 87.92133, 32.53333, 74.22995, 0, 26.15076, 175.8977, 61.44971, 40.41284, 167.991
0.3, 171.7311, 7.629395e-06, 0, 25.09793, 45.25507, -7.629395e-06, 0, 0, 0, 6.103516e-05, 132.5908, 59.31128, 74.61578, 0, 0, 41.94781, -1.525879e-05, 465.5363, -6.103516e-05, 0, 0, 53.19577, 287.8503, 75.15161, 211.4666, 96.99556, 55.47147, 40.38165, 11.67664, 141.9887, -6.103516e-05, 0, 0, 0, 0, 0, 163.4733, 0, 106.243, 1.525879e-05, 73.54144, -6.103516e-05, 133.4511, 153.2816, 65.86682, 275.1465, 36.51691, 0, -6.103516e-05, 0, 3.051758e-05, 83.62646, 107.4429, 70.7079, 78.52805, 24.98755, 168.1865, 206.4257, 82.04724, 251.1954
0.4, 189.0276, 0, 32.2424, 85.65231, 103.1794, -7.629395e-06, 0, 0, 0, 6.103516e-05, 168.5704, 56.2312, 71.34113, 1.525879e-05, 0, 39.99329, -7.629395e-06, 698.1703, 81.07941, 0, 178.0682, 50.92395, 332.4351, 71.89832, 437.7156, 92.34503, 53.01709, 38.59802, 11.16425, 135.5212, 0, 0, 0, 0, 0, 3.051758e-05, 156.3536, 0, 101.2039, 51.89194, 225.2736, -6.103516e-05, 126.7935, 146.5775, 62.71277, 263.1503, 34.90143, 0, 63.20377, 0, 62.34058, 261.2419, 102.2833, 67.35295, 75.21977, 92.11475, 160.8134, 194.9658, 78.10059, 238.3882
0.5, 180.4808, 7.629395e-06, 30.7746, 81.73218, 98.50415, -7.629395e-06, 47.98544, 0, 0, 6.103516e-05, 188.5078, 53.31094, 68.21027, 1.525879e-05, 6.103516e-05, 38.12976, -7.629395e-06, 828.4755, 77.67084, 0, 169.6511, 48.74911, 316.8217, 68.78577, 554.4316, 87.91745, 50.67133, 68.29999, 10.67435, 174.8019, 0, 0, 3.051758e-05, 22.45975, 0, 3.051758e-05, 149.5441, -3.051758e-05, 96.40399, 93.54308, 343.667, 84.80359, 120.4679, 140.1665, 59.70978, 251.677, 58.54846, 6.103516e-05, 155.4491, 54.88626, 59.64212, 248.4806, 116.8853, 64.1572, 72.05089, 88.01733, 153.7634, 306.3332, 235.1565, 256.9277
0.6, 210.1921, 0, 29.37363, 98.7914, 94.04077, -7.629395e-06, 45.68689, 0, 0, 6.103516e-05, 220.3938, 139.2566, 110.8361, 1.525879e-05, 6.103516e-05, 36.35309, -7.629395e-06, 873.7424, 92.75665, 0, 161.6318, 46.66721, 388.7042, 65.80798, 584.6101, 133.7213, 190.6013, 65.28323, 41.54904, 237.7244, 68.49631, 0, 3.051758e-05, 21.53741, 0, 0, 143.0311, -3.051758e-05, 91.8316, 88.34399, 328.7606, 128.4308, 114.458, 222.9217, 56.85052, 240.704, 70.38068, 43.69849, 148.2728, 76.83762, 57.06049, 236.3427, 131.1934, 61.11307, 117.0368, 228.0385, 147.0226, 289.3268, 223.8452, 243.8283
0.7, 227.3708, 3.814697e-06, 28.03644, 94.2699, 89.77963, 0, 169.8744, 0, 0, 6.103516e-05, 208.7895, 139.4989, 105.9719, 13.6958, 0, 94.95068, 0, 836.0714, 164.664, -6.103516e-05, 153.9916, 44.67419, 379.3806, 240.8412, 733.4951, 127.3099, 182.1681, 62.39978, 39.7258, 226.8963, 93.25684, 0, 0, 69.13898, 0, 0, 136.8018, -3.051758e-05, 144.1407, 83.43388, 314.5009, 163.2512, 108.7479, 213.1717, 54.1283, 230.2095, 152.8829, 41.5177, 209.357, 99.77469, 94.36185, 260.326, 124.8932, 58.21337, 127.8111, 217.8949, 281.3298, 381.415, 282.1353, 266.5909
0.8, 282.4374, 0, 33.89746, 90.69568, 111.2566, 0, 161.7373, 0, 0, 6.103516e-05, 197.7963, 176.4576, 179.0193, 13.09273, 0, 90.52631, 162.076, 800.0246, 157.7416, 160.9009, 146.7126, 74.47031, 436.6046, 230.4149, 889.5864, 190.5437, 195.6056, 204.0629, 37.98254, 216.5614, 89.47849, 0, 0, 66.29967, 0, 1.525879e-05, 130.8438, -3.051758e-05, 211.5352, 331.2934, 311.896, 156.0342, 103.3227, 203.8481, 94.70056, 320.4949, 169.983, 89.53137, 199.692, 146.7184, 169.5301, 301.1179, 190.4044, 55.45127, 122.4266, 269.5721, 375.5583, 579.3436, 383.4723, 252.9988
0.9, 269.667, 0, 32.35432, 102.6706, 177.0449, 25.18085, 153.9899, 0, 0, 6.103516e-05, 187.3819, 220.7166, 171.1628, 99.79494, -6.103516e-05, 113.2789, 154.8669, 820.9625, 187.1146, 153.8214, 139.7776, 71.28992, 479.4081, 220.4401, 851.6792, 181.408, 186.9509, 195.0496, 36.31583, 258.3923, 85.85321, 0, 182.8937, 164.797, 0, 0, 125.1453, -3.051758e-05, 201.5023, 517.4869, 387.9687, 149.1364, 215.9436, 194.9323, 204.5546, 329.7206, 162.463, 85.06335, 334.244, 139.5364, 162.1919, 349.9965, 181.2607, 52.82022, 117.269, 376.5156, 359.0943, 631.1303, 365.0266, 518.9933
1, 365.9006, 0, 30.88144, 97.9716, 169.0227, 28.21362, 146.6136, 0, -3.051758e-05, 88.18317, 258.4813, 209.2543, 163.6511, 95.4007, -6.103516e-05, 217.7915, 147.9784, 881.6572, 202.9728, 147.0532, 133.1705, 68.24533, 456.892, 210.897, 955.1501, 172.7102, 178.6792, 186.4345, 55.89285, 314.1066, 105.5542, 0, 174.8805, 158.0293, 0, -1.525879e-05, 119.695, -3.051758e-05, 191.9453, 488.7252, 446.7683, 338.907, 205.1705, 186.4065, 194.7596, 385.4235, 155.2758, 80.81824, 318.8137, 132.7059, 155.1713, 406.6443, 172.5562, 50.31401, 112.3286, 593.2708, 464.5625, 596.0924, 347.4681, 492.5326
1.1, 349.3564, 0, 29.4756, 93.48764, 161.364, 26.93342, 139.5907, 1.525879e-05, -3.051758e-05, 84.53711, 262.133, 198.3873, 156.469, 91.19992, 0, 207.6433, 141.3964, 843.645, 194.4399, 185.8384, 126.8756, 82.11926, 435.4333, 254.8716, 1100.334, 164.4295, 230.1559, 324.5636, 53.44019, 299.7993, 107.2256, 0, 167.2184, 151.5396, 0, -1.525879e-05, 114.482, -1.525879e-05, 182.8416, 461.562, 493.5883, 323.9248, 194.9349, 178.2536, 185.4335, 368.6192, 281.7831, 76.78503, 304.0956, 126.2099, 148.4547, 386.7803, 213.9396, 105.2301, 107.5964, 566.8812, 444.1965, 562.9997, 502.6857, 467.4209
1.2, 364.7741, 0, 52.05577, 89.20889, 154.0524, 25.71131, 132.9042, 30.71524, -3.051758e-05, 81.04181, 248.3311, 188.0846, 149.6021, 87.18414, -6.103516e-05, 197.968, 135.1071, 812.7556, 250.9471, 177.6616, 120.8783, 96.31155, 414.9825, 243.838, 1079.923, 205.9538, 234.8158, 310.228, 51.09515, 286.1437, 102.8813, 0, 159.8921, 145.3165, 0, 0, 109.4961, -1.525879e-05, 174.1696, 478.6892, 472.1791, 510.1061, 185.2099, 170.4572, 277.1761, 386.4203, 269.3171, 142.311, 414.6846, 120.0318, 197.6661, 453.3674, 203.6656, 100.2372, 103.0635, 615.8583, 492.2866, 720.737, 478.5056, 443.5896
1.3, 348.2808, 0, 49.68602, 85.12599, 147.0721, 24.54465, 126.5379, 29.3233, -3.051758e-05, 77.69104, 246.3197, 178.317, 143.0365, 145.0094, -6.103516e-05, 270.9951, 129.0975, 864.5695, 240.3974, 221.5377, 115.1645, 92.19839, 395.4923, 233.2821, 1084.006, 196.0791, 442.8439, 363.4043, 48.85303, 397.5463, 98.71298, 0, 152.8867, 139.3488, 0, 0, 104.7273, -1.525879e-05, 165.909, 452.0839, 596.568, 573.2882, 219.337, 163.0019, 263.9035, 369.5726, 306.7184, 135.2089, 466.0032, 114.1561, 189.11, 500.8722, 232.9416, 95.48112, 98.7216, 588.4639, 542.2967, 726.6215, 455.4886, 420.9733
1.4, 362.2285, -3.814697e-06, 47.42414, 117.8822, 180.3846, 111.8692, 120.4766, 27.99443, 0, 74.47882, 233.3505, 169.0566, 263.069, 138.6242, -6.103516e-05, 267.0909, 123.3553, 827.2939, 230.2912, 211.7902, 109.7208, 88.26089, 681.5962, 411.8209, 1203.514, 186.6779, 423.2501, 390.7684, 46.70926, 379.4383, 94.71353, 0, 255.1836, 133.6263, 0, -1.525879e-05, 100.1662, 1.525879e-05, 158.0401, 504.9667, 570.6923, 547.9446, 208.3947, 263.6169, 251.2665, 407.5847, 293.1494, 128.4613, 444.4902, 121.8183, 180.9243, 476.4052, 221.7552, 90.95073, 94.56262, 562.288, 518.5229, 686.2823, 555.9837, 399.51
1.5, 434.4077, -3.814697e-06, 84.03182, 112.4869, 219.1906, 106.7931, 181.9069, 141.131, 321.8168, 256.8258, 221.0641, 160.2771, 350.2002, 132.5202, -6.103516e-05, 460.3431, 117.8685, 996.6479, 329.2602, 235.5432, 321.8612, 84.49152, 649.584, 467.9133, 1334.03, 177.7275, 560.2244, 373.5086, 98.16789, 362.1552, 107.3358, 0, 244.0032, 128.1387, 0, 0, 95.80379, 231.6787, 346.1724, 476.9009, 581.571, 654.33, 197.9982, 332.394, 239.2346, 621.9185, 337.6973, 122.0505, 423.9703, 115.8552, 173.0929, 570.8033, 211.106, 86.6353, 90.57886, 567.4174, 763.5069, 648.1826, 529.2399, 379.1411
1.6, 414.7659, 0, 80.2064, 107.3386, 209.2587, 101.9474, 322.9995, 488.2943, 640.157, 246.207, 209.4246, 151.9536, 401.5562, 126.6849, -6.103516e-05, 446.354, 112.6257, 1070.185, 327.7743, 459.9607, 306.6472, 80.88312, 619.0753, 447.6569, 1443.253, 302.3458, 535.437, 357.0111, 195.262, 531.3466, 137.4891, 31.9757, 294.801, 122.8765, 0, 182.5584, 91.63135, 221.3102, 379.3639, 450.3949, 742.7999, 625.4036, 188.1204, 424.733, 227.7789, 689.2066, 322.7577, 152.9547, 404.3978, 110.184, 297.3853, 542.9203, 412.6276, 178.0456, 86.7629, 652.9893, 730.0356, 684.7425, 503.7825, 359.8106
1.7, 429.0523, 0, 136.3167, 102.426, 199.7769, 97.32147, 344.3966, 471.7303, 610.0278, 236.0272, 198.3979, 144.0623, 383.9333, 121.1066, -9.155273e-05, 435.4756, 107.6161, 1087.957, 338.7974, 471.3557, 292.1522, 77.42883, 589.9995, 428.2773, 1500.273, 396.6453, 659.5776, 341.2422, 186.6935, 602.4613, 131.9186, 30.58623, 382.2204, 117.8304, 0, 170.8153, 186.1799, 211.4057, 603.4478, 425.3622, 710.5814, 597.7562, 178.7354, 406.1563, 281.5878, 659.1575, 308.4791, 145.3215, 385.7288, 139.9856, 390.2688, 516.3993, 392.8122, 188.3895, 111.0598, 641.0074, 698.0316, 747.6174, 793.9594, 539.0645
1.8, 467.3741, -3.814697e-06, 130.1111, 97.73813, 190.7247, 139.3992, 460.476, 490.9234, 606.292, 226.2684, 205.8327, 136.5809, 514.8674, 115.7739, -9.155273e-05, 539.0236, 102.8294, 1055.502, 324.5544, 450.6161, 278.3424, 113.8979, 604.2786, 409.7368, 1511.033, 391.4119, 630.3943, 364.7519, 178.5011, 670.6022, 126.5739, 29.25714, 415.7169, 112.9915, 0, 159.8276, 247.7175, 201.9445, 574.827, 401.7207, 757.1298, 706.7866, 169.8186, 430.4975, 327.2309, 844.1226, 294.8321, 185.7794, 367.9216, 234.379, 373.3758, 491.1739, 373.9484, 179.4508, 106.3811, 707.7457, 667.4306, 706.1126, 851.3875, 642.8306
1.9, 467.6977, -3.814697e-06, 124.1879, 93.26483, 224.0616, 133.0739, 460.5021, 478.3489, 577.7568, 216.913, 194.9952, 129.4879, 492.2717, 110.6761, -9.155273e-05, 513.9072, 98.25554, 1085.147, 310.9102, 487.6237, 265.1854, 162.9851, 676.4749, 501.1081, 1578.882, 401.7444, 602.5022, 348.6411, 232.6997, 670.0516, 121.4456, 27.98581, 397.5031, 108.3514, 0, 149.5467, 392.8817, 192.9067, 647.0424, 379.3932, 791.3229, 675.5414, 161.3466, 411.6687, 311.5615, 807.3192, 302.1308, 176.5081, 350.9366, 222.9059, 357.2141, 543.9378, 412.0055, 170.9362, 157.3275, 722.2054, 638.1712, 666.9121, 810.4343, 648.5925
2, 508.7101, -1.907349e-06, 118.5345, 88.99629, 213.909, 127.0356, 459.8601, 456.6714, 597.5703, 207.9444, 184.7283, 122.7633, 470.6675, 105.8027, -9.155273e-05, 602.5513, 93.88515, 1087.107, 453.5175, 534.4309, 252.6503, 156.0245, 681.4988, 496.015, 1559.54, 394.0131, 695.5215, 389.2547, 222.4884, 666.2659, 116.5252, 26.76972, 499.7824, 103.9018, 0, 139.9271, 375.7709, 184.2734, 616.3538, 358.3067, 812.5234, 713.7994, 153.2973, 402.5334, 296.6423, 772.1204, 288.7646, 167.6993, 334.7357, 253.364, 341.7518, 619.5275, 392.22, 162.8256, 150.6995, 705.9476, 610.1944, 817.9534, 924.918, 615.5242
2.1, 514.1882, -3.814697e-06, 113.1384, 84.92311, 204.2164, 176.757, 437.8324, 507.5774, 569.4456, 199.3466, 234.7283, 116.388, 450.0115, 181.2498, -9.155273e-05, 712.8786, 89.70915, 1122.987, 434.4518, 539.386, 240.7077, 149.3612, 663.1349, 546.5003, 1575.168, 428.8544, 679.4117, 400.1243, 212.7253, 716.1317, 111.8041, 25.60647, 477.8854, 99.6349, 0, 223.1781, 359.4053, 176.0264, 587.1208, 399.6754, 777.2806, 682.2441, 145.6496, 439.9027, 356.9009, 738.4563, 275.9899, 159.3303, 409.284, 265.8286, 326.9589, 589.2644, 432.1879, 217.1235, 144.3508, 838.9551, 583.4442, 811.1661, 880.4279, 584.1418
2.2, 538.8143, -1.907349e-06, 107.9879, 81.03635, 194.9631, 280.1453, 416.8597, 484.5752, 542.6446, 191.1044, 285.6531, 110.3437, 430.2621, 173.2688, -9.155273e-05, 679.6613, 85.71892, 1127.612, 454.8453, 580.0776, 229.3296, 142.9824, 631.9897, 522.8418, 1641.321, 521.3866, 752.1884, 439.5786, 203.3905, 704.8214, 107.2742, 24.49377, 456.9478, 95.54326, 0, 208.8221, 343.7525, 168.1486, 708.4766, 398.8242, 834.9678, 760.2789, 201.4832, 637.4371, 445.2738, 762.6027, 339.1435, 215.908, 390.3894, 252.8161, 312.8063, 560.4796, 411.4332, 206.8215, 138.2695, 856.9691, 557.8666, 821.5811, 838.0778, 702.4672
2.3, 548.1392, -3.814697e-06, 103.0719, 77.32748, 186.129, 267.4336, 473.3031, 478.3842, 598.1909, 183.2029, 270.6129, 104.6133, 411.3793, 218.4202, -9.155273e-05, 759.6018, 81.90614, 1124.403, 522.4043, 554.5542, 218.4894, 136.876, 667.6992, 582.4925, 1667.239, 496.3882, 718.9074, 492.4963, 194.4654, 672.7174, 102.928, 23.42943, 436.9274, 91.61961, 0, 280.6023, 328.7813, 160.6233, 674.8743, 376.6578, 798.7515, 726.6689, 205.2412, 609.5574, 423.9518, 729.3535, 324.14, 205.133, 439.1759, 240.4405, 299.2663, 576.7236, 575.6102, 197.0082, 132.4444, 818.8497, 533.4103, 775.9702, 941.7562, 695.0843
2.4, 688.0698, -1.907349e-06, 98.37973, 154.0333, 200.899, 255.2987, 450.6314, 456.7051, 659.2021, 175.6281, 256.3645, 208.7455, 393.3253, 219.2341, -9.155273e-05, 724.2075, 78.26297, 1075.925, 500.4426, 530.1539, 208.1616, 131.0305, 703.0624, 557.2758, 1596.195, 472.5885, 687.099, 470.7432, 185.9319, 695.463, 98.75777, 22.41133, 417.7843, 87.85712, 0, 262.5526, 314.4622, 153.4348, 642.8658, 374.856, 764.1062, 740.6423, 195.0021, 582.8969, 403.6509, 697.5541, 309.8002, 310.2459, 418.9014, 228.6707, 388.2748, 548.5515, 754.0538, 187.6606, 126.8647, 902.8155, 510.0261, 832.3221, 917.6104, 742.2641
2.5, 656.9587, -3.814697e-06, 93.90113, 201.8279, 213.0645, 243.7144, 606.2902, 436.0084, 628.1766, 168.3665, 242.8664, 197.9049, 376.0636, 209.5805, -9.155273e-05, 690.4624, 74.78185, 1063.003, 566.301, 506.8272, 198.3219, 125.4345, 793.1274, 566.4562, 1605.717, 449.9298, 656.698, 529.5448, 177.7729, 663.7852, 94.75655, 21.43747, 399.4799, 84.24915, 0, 245.6639, 300.7667, 146.568, 719.5801, 779.7833, 778.178, 707.9004, 272.3361, 557.4026, 384.3221, 667.141, 376.4936, 294.763, 630.5646, 217.477, 415.7423, 647.2703, 717.8423, 178.7564, 121.5201, 942.2259, 487.6671, 786.1149, 917.0571, 704.4199
2.6, 627.2543, -3.814697e-06, 89.62642, 281.177, 203.4102, 272.899, 577.2483, 438.1861, 598.6115, 161.4052, 230.0789, 187.6272, 359.5594, 200.3521, -0.0001220703, 702.9915, 71.45556, 1017.172, 542.4938, 484.5269, 188.9474, 120.0776, 755.877, 818.6663, 1832.067, 428.3575, 627.6421, 506.1553, 169.9719, 633.5502, 90.91742, 20.50593, 461.0849, 80.78934, 0, 267.1885, 287.6677, 140.0085, 751.6116, 1009.843, 869.056, 699.1136, 258.7497, 533.0233, 365.9189, 679.0648, 359.8377, 280.0528, 601.4546, 206.8313, 420.771, 709.8107, 683.3698, 170.2748, 116.4007, 930.9153, 466.2883, 742.4729, 1015.346, 668.5052
2.7, 598.8931, -3.814697e-06, 103.6625, 268.308, 194.1934, 260.5161, 549.5975, 418.3287, 570.4377, 154.7317, 217.9648, 177.8833, 343.7796, 191.53, -0.0001220703, 670.2349, 68.27723, 1126.12, 519.6876, 572.5681, 180.0161, 114.9495, 788.3096, 889.3685, 1812.473, 407.8195, 599.8718, 483.799, 259.4219, 604.6924, 87.23384, 19.61487, 440.8833, 77.47161, 0, 458.6734, 275.1392, 133.7426, 715.9635, 1184.279, 872.96, 744.9261, 245.8411, 509.7102, 348.3969, 744.4921, 455.7918, 454.7246, 573.6885, 196.7067, 402.5577, 767.9767, 650.5527, 162.1956, 111.4969, 990.0256, 445.8466, 812.7565, 1008.71, 634.4216
2.8, 571.8141, -3.814697e-06, 98.94339, 256.0281, 185.3942, 248.6951, 523.2712, 422.6728, 543.59, 291.5156, 206.4884, 168.6455, 328.6923, 207.8532, -9.155273e-05, 691.038, 65.24026, 1105.837, 497.84, 547.3752, 300.1801, 110.0403, 751.2854, 850.8671, 1867.518, 446.0747, 621.1166, 507.5671, 252.6327, 577.149, 83.69951, 55.26171, 421.5668, 74.29012, 76.87107, 619.4672, 263.1563, 127.7571, 682.0062, 1201.579, 923.3647, 757.912, 233.5765, 487.4169, 331.7139, 916.1002, 574.3413, 432.0315, 547.2042, 187.0777, 502.2597, 730.462, 619.3115, 304.3091, 106.7997, 1026.686, 734.2758, 801.7106, 1094.777, 739.0118
2.9, 545.9595, -1.907349e-06, 119.0382, 244.3102, 176.9937, 237.4104, 535.4322, 403.5183, 575.4133, 485.9497, 389.2867, 292.3091, 314.2671, 206.0422, -9.155273e-05, 658.8385, 62.33839, 1058.159, 476.9109, 579.1995, 285.9908, 105.3408, 716.0001, 1007.8, 1958.491, 424.6873, 613.8252, 485.1483, 419.9095, 785.2852, 80.30838, 52.86038, 403.0967, 71.2393, 73.7546, 579.62, 251.6953, 122.0394, 707.5803, 1225.576, 883.3143, 724.4067, 221.9238, 466.0985, 438.8121, 876.1586, 561.0062, 410.4709, 521.9425, 177.9201, 523.6509, 721.7044, 589.5707, 336.3235, 102.3004, 1292.639, 875.64, 817.1171, 1042.116, 871.9268
3, 521.274, 0, 153.9103, 233.1286, 168.9738, 226.6379, 538.7887, 385.2319, 548.3314, 465.8575, 368.7899, 277.1288, 300.4749, 196.9696, -9.155273e-05, 628.1393, 59.56559, 1072.089, 456.8617, 553.7147, 365.9278, 100.842, 682.372, 964.1716, 2098.889, 442.5857, 678.7842, 463.7198, 401.4832, 749.516, 77.05461, 50.5634, 517.6956, 68.31375, 229.8261, 739.5225, 240.7334, 116.5777, 740.9754, 1204.945, 845.0011, 692.3825, 243.2363, 445.7126, 515.8051, 837.9584, 691.257, 389.9863, 589.2629, 169.2107, 500.9844, 898.7996, 561.2581, 384.2715, 97.99065, 1235.14, 837.2528, 941.4422, 1241.924, 864.1914
3.1, 497.7045, 0, 146.9038, 308.1554, 161.3174, 216.3541, 512.9802, 367.7741, 522.524, 446.5959, 349.3723, 409.692, 287.2881, 188.2964, -6.103516e-05, 598.8705, 56.91611, 1042.784, 437.6553, 529.3513, 499.5204, 96.53535, 650.3234, 1059.681, 2158.367, 421.3655, 648.7511, 482.8467, 586.7008, 715.376, 73.93271, 48.36622, 531.509, 65.50835, 245.2529, 691.9527, 230.249, 111.3604, 705.8318, 1202.215, 948.1957, 746.9694, 231.1016, 426.2183, 491.1057, 848.2899, 694.5447, 370.524, 562.0596, 160.9277, 479.299, 854.8943, 534.3051, 451.1534, 93.86245, 1338.763, 800.5485, 889.177, 1270.704, 834.7684
3.2, 475.2008, 0, 140.2162, 294.0517, 154.0078, 206.537, 488.4079, 351.1075, 497.9314, 469.9584, 345.9436, 388.4158, 274.68, 229.7381, -6.103516e-05, 570.9656, 54.38449, 1012.363, 504.8668, 506.06, 475.9085, 92.41261, 619.7799, 1086.477, 2205.459, 443.7239, 687.9489, 512.9518, 560.9553, 682.7912, 70.93727, 46.26453, 508.222, 62.81815, 364.4391, 694.1294, 220.2212, 106.3766, 731.0262, 1135.396, 907.0682, 713.9478, 219.5724, 407.5767, 467.5892, 954.6111, 729.1639, 352.0329, 536.1122, 153.0501, 534.2288, 813.1339, 508.6465, 537.7482, 89.90816, 1464.469, 765.4534, 891.7178, 1316.124, 904.23
3.3, 453.7146, 0, 133.8331, 418.4153, 147.0295, 197.1653, 531.2493, 335.1962, 474.4962, 516.4295, 347.4227, 442.5952, 262.6252, 219.6221, -6.103516e-05, 544.3609, 51.96548, 1141.856, 483.6423, 543.3065, 453.4127, 88.46594, 590.671, 1062.968, 2239.016, 422.4492, 731.9344, 490.2952, 536.3397, 651.6906, 68.06319, 74.88173, 519.223, 60.23843, 349.6642, 853.0103, 210.6301, 101.6158, 696.3545, 1072.292, 1016.67, 682.386, 208.6183, 389.7504, 503.9625, 912.9905, 819.122, 334.4646, 609.6376, 145.5582, 546.9528, 773.4134, 552.2565, 512.2332, 86.12048, 1399.327, 731.8966, 842.2131, 1355.085, 858.1281
3.4, 433.1999, 0, 127.7405, 399.2653, 179.0482, 188.2188, 505.8019, 359.8479, 452.164, 580.9903, 329.1301, 441.2219, 251.0995, 209.9515, -6.103516e-05, 518.9958, 49.65407, 1102.322, 568.2192, 519.4011, 431.9803, 84.68782, 654.756, 1016.951, 2190.363, 402.1945, 706.7822, 468.6393, 560.3693, 622.0065, 65.30557, 71.62783, 496.4743, 57.76466, 430.0007, 798.1404, 201.4567, 97.06814, 663.3273, 1068.142, 972.5725, 652.2194, 198.2107, 372.7037, 511.6234, 909.7163, 782.8845, 317.7731, 581.4937, 138.433, 523.2776, 735.6331, 525.7358, 487.9287, 82.49236, 1395.414, 806.772, 941.2752, 1289.903, 993.5164
3.5, 413.6127, 0, 121.9253, 380.9917, 170.9352, 179.6783, 526.2967, 343.5405, 430.8828, 677.9221, 311.8007, 644.6496, 240.0796, 220.742, -6.103516e-05, 494.8128, 47.44546, 1054.796, 544.3315, 496.5475, 505.601, 81.07106, 637.3847, 1002.203, 2327.875, 382.911, 691.8473, 447.94, 535.7794, 593.6746, 62.65967, 68.51533, 581.9193, 55.39246, 412.5678, 746.8, 192.6828, 92.72397, 667.025, 1142.929, 962.6445, 663.1746, 188.3223, 356.4026, 487.1243, 1019.27, 809.7585, 301.9146, 554.649, 131.6565, 531.1677, 760.2462, 500.4886, 464.7775, 79.01708, 1377.67, 888.4824, 958.8652, 1297.934, 942.8622
3.6, 394.9112, 0, 116.3749, 370.299, 182.6146, 171.5254, 501.0866, 327.9721, 410.6032, 683.5786, 295.3837, 665.8763, 229.5433, 241.949, -4.577637e-05, 471.7565, 45.33509, 1073.68, 521.4479, 474.6995, 650.8077, 77.60876, 607.449, 1149.219, 2367.541, 483.418, 754.0488, 428.155, 512.2684, 566.6332, 60.12096, 65.53808, 711.666, 53.1177, 480.1488, 835.8991, 184.2911, 88.5742, 669.0582, 1079.406, 920.8904, 726.0925, 178.9272, 340.8145, 463.7983, 1017.646, 773.9353, 286.8475, 529.0437, 125.2118, 508.1758, 934.5054, 476.454, 442.7247, 75.68822, 1419.408, 916.531, 905.6329, 1383.187, 894.7905
3.7, 377.0553, -9.536743e-07, 111.0771, 356.3752, 174.3401, 163.7423, 477.084, 313.1093, 391.2781, 697.9838, 279.8311, 790.8463, 219.4695, 268.0963, -4.577637e-05, 449.7747, 43.31859, 1108.841, 499.5263, 641.1729, 620.0446, 74.29432, 636.3627, 1210.185, 2424.474, 460.2401, 720.6856, 409.2438, 618.0577, 540.8234, 57.68512, 62.6902, 680.4857, 50.93634, 743.1682, 983.3367, 176.2648, 195.2581, 712.0214, 1318.278, 915.9769, 693.9938, 170.0008, 325.9082, 573.1679, 1089.854, 824.9351, 272.5323, 504.6204, 119.0826, 572.8965, 907.7489, 531.2637, 421.7184, 72.49959, 1497.72, 1015.771, 1034.848, 1490.534, 849.1698
