 , C000, C001, C003, C005, C006, C007, C009, C015, C016, C017, C019, C023, C024, C026, C027, C028, C030, C032, C034, C036, C039, C042, C043, C045, C048, C051, C055, C058, C059, C060, C063, C066, C067, C068, C069, C075, C079, C088, C089, C101, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
232.7, 1867.35, 0.02196973, 314.9743, 1185.534, 1576.409, 1132.412, 519.1366, 762.8107, 3653.679, 1334.371, 7493.772, 7654.698, 3070.715, 6154.073, 3032.699, 9068.04, 3198.204, 1936.951, 1270.103, 5247.86, 2778.924, 1887.33, 3303.785, 1772.53, 10.61375, 961.9809, 792.877, 1088.145, 1424.94, 1276.021, 2634.169, 569.2696, 0.08680709, 2.151024e-06, 0.001184653, 1270.673, 430.042, 2144.888, 1911.309, 232.9126, 4.183863
232.8, 1794.079, 0.02101764, 300.4801, 1134.491, 1685.268, 1080.143, 592.5532, 730.9096, 3802.108, 1276.02, 7461.88, 7881.623, 3093.132, 6246.062, 3236.701, 9008.278, 3326.461, 1854.872, 1353.859, 5454.141, 2832.134, 1805.484, 3399.376, 1981.052, 10.12558, 914.6927, 757.1798, 1121.666, 1430.673, 1243.957, 2524.948, 611.4113, 0.08310348, 2.059239e-06, 0.001133235, 1216.45, 408.7179, 2077.894, 1888.237, 222.9649, 4.003705
232.9, 1888.84, 0.02010681, 286.653, 1246.516, 1659.947, 1048.424, 565.2926, 760.3224, 3851.297, 1220.22, 7522.863, 7863.21, 3106.796, 6073.553, 3252.961, 9048.117, 3317.784, 2062.935, 1294.228, 5261.27, 2990.491, 1727.187, 3256.652, 1899.414, 292.1736, 869.729, 723.0898, 1207.36, 1370.429, 1202.099, 2549.443, 610.944, 0.07955788, 1.971369e-06, 0.001084049, 1294.121, 388.4511, 2142.151, 1998.532, 213.4421, 3.831304
233, 1803.53, 0.01923545, 273.4621, 1281.676, 1714.456, 1227.463, 539.2861, 728.5253, 3992.266, 1245.327, 7690.749, 7907.1, 3243.91, 6259.907, 3232.927, 9271.907, 3311.627, 2001.412, 1297.055, 5105.371, 2868.168, 1841.838, 3444.979, 1961.854, 387.708, 826.9756, 690.5345, 1202.205, 1435.836, 1151.342, 2529.951, 623.1122, 0.07616355, 1.88725e-06, 0.001036998, 1330.105, 369.1892, 2123.736, 2005.946, 204.326, 3.666327
233.1, 1918.509, 0.01840185, 260.8782, 1283.306, 1642.291, 1248.23, 514.4761, 880.4432, 3859.892, 1381.752, 7832.714, 8064.976, 3111.502, 6171.85, 3442.68, 9290.067, 3420.85, 1963.139, 1319.507, 5208.116, 2860.803, 1761.964, 3489.431, 2131.455, 397.0539, 913.0552, 659.4451, 1204.781, 1375.375, 1201.869, 2585.048, 690.3098, 0.07291404, 1.806719e-06, 0.0009919895, 1273.346, 350.8825, 2033.376, 1922.942, 195.5992, 3.508454
233.2, 2113.256, 0.01760438, 248.8734, 1228.054, 1656.212, 1251.86, 490.8074, 843.6226, 4012.132, 1330.976, 7801.957, 8259.005, 3197.33, 5999.838, 3320.348, 9350.41, 3460.653, 1962.849, 1341.182, 4995.74, 3169.142, 1685.555, 3390.973, 2226.674, 378.7917, 891.7508, 629.7553, 1175.728, 1466.391, 1151.122, 2594.861, 659.8041, 0.06980317, 1.729625e-06, 0.0009489342, 1284.36, 333.4836, 2160.977, 1903.652, 187.2451, 3.357378
233.3, 2017.811, 0.01684147, 237.421, 1334.726, 1825.142, 1222.241, 539.5352, 850.3248, 4166.094, 1356.802, 7871.589, 8066.439, 3131.642, 6232.481, 3184.138, 9369.812, 3438.996, 1940.346, 1345.336, 4815.516, 3066.019, 1707.623, 3597.033, 2207.503, 361.3696, 936.9423, 601.4022, 1125.254, 1404.643, 1102.517, 2487.269, 770.7028, 0.06682502, 1.655821e-06, 0.0009077475, 1229.554, 316.9474, 2069.033, 1957.756, 179.2479, 3.212809
233.4, 2335.013, 0.01611162, 226.4956, 1345.451, 1748.317, 1224.904, 597.347, 851.9185, 4153.014, 1397.518, 7951.255, 8446.593, 3095.003, 6145.561, 3243.947, 9252.66, 3329.352, 1942.846, 1286.08, 5014.468, 3124.875, 1686.881, 3505.24, 2458.508, 632.6202, 890.8849, 574.3257, 1203.25, 1466.203, 1070.576, 2532.831, 736.6445, 0.06397394, 1.585166e-06, 0.0008683485, 1247.16, 370.6576, 2086.495, 1980.028, 171.5922, 3.074464
233.5, 2381.467, 0.0154134, 216.073, 1424.692, 1674.726, 1258.517, 569.8658, 972.1143, 4108.505, 1358.429, 8072.66, 8308.478, 3328.999, 6102.108, 3110.872, 9318.011, 3332.244, 2065.645, 1295.802, 4809.989, 3250.679, 1680.704, 3502.339, 2599.704, 603.5234, 865.9623, 651.9125, 1191.694, 1404.463, 1196.695, 2489.474, 704.0913, 0.0612445, 1.517526e-06, 0.0008306596, 1193.941, 429.4665, 2143.479, 1898.096, 164.2635, 2.942077
233.6, 2367.218, 0.01474543, 206.1299, 1363.353, 1658.228, 1200.427, 543.649, 931.46, 4321.615, 1456.269, 8026.417, 8119.703, 3193.118, 6297.225, 3106.115, 9512.721, 3437.555, 2005.298, 1266.371, 4708.256, 3248.702, 1726.865, 3514.027, 2658.787, 575.765, 952.2941, 622.5618, 1156.771, 1445.794, 1218.773, 2560.233, 707.0305, 0.05863151, 1.452772e-06, 0.0007946065, 1142.993, 554.2581, 2079.034, 1868.213, 157.2478, 2.81539
233.7, 2260.302, 0.01410642, 196.6445, 1420.425, 1663.828, 1295.336, 579.659, 983.0397, 4151.022, 1392.587, 7974.458, 8346.054, 3072.685, 6356.508, 3155.404, 9329.891, 3557.281, 2249.35, 1210.593, 4904.245, 3256.722, 1651.977, 3482.33, 2740.304, 549.2832, 905.482, 594.5326, 1191.515, 1450.534, 1194.469, 2454.078, 675.7859, 0.05613, 1.390781e-06, 0.0007601181, 1186.203, 526.7745, 2155.474, 1934.628, 150.5317, 2.694159
233.8, 2296.002, 0.01349509, 292.7429, 1359.269, 1593.793, 1283.403, 589.2695, 941.9285, 4177.177, 1444.865, 8076.843, 8252.194, 3088.869, 6156.07, 3221.904, 9450.909, 3516.934, 2154.032, 1157.272, 4829.664, 3400.262, 1580.337, 3630.151, 2862.004, 524.0195, 860.9711, 567.7653, 1140.363, 1626.46, 1144.034, 2503.563, 721.6974, 0.05373522, 1.331435e-06, 0.0007271267, 1182.293, 500.6538, 2063.763, 1854.575, 144.1025, 2.578147
233.9, 2293.565, 0.01291026, 539.951, 1300.746, 1595.899, 1408.175, 562.16, 969.5981, 4221.27, 1518.866, 8039.755, 8352.049, 3209.081, 6180.04, 3328.13, 9445.224, 3453.883, 2062.754, 1175.367, 4632.721, 3416.025, 1655.375, 3568.648, 2802.315, 499.9177, 818.6482, 542.2032, 1126.577, 1640.476, 1095.728, 2616.318, 689.8047, 0.05144262, 1.274622e-06, 0.0006955672, 1219.846, 475.8282, 2114.18, 1862.013, 137.9479, 2.467131
234, 2241.264, 0.01235078, 515.1041, 1341.469, 1635.823, 1358.563, 536.2976, 1033.39, 4357.745, 1475.758, 8015.503, 8412.562, 3292.634, 6319.469, 3293.552, 9434.985, 3517.83, 2317.993, 1123.598, 4619.374, 3295.974, 1625.788, 3619.858, 2686.832, 476.9245, 778.4058, 517.7919, 1178.353, 1571.397, 1076.546, 2569.729, 659.3215, 0.04924782, 1.220233e-06, 0.0006653775, 1167.792, 452.2337, 2146.956, 1884.506, 132.0561, 2.360896
234.1, 2373.099, 0.01181554, 491.4006, 1520.26, 1566.968, 1359.144, 511.625, 1062.28, 4294.133, 1514.009, 8004.154, 8367.077, 3483.757, 6288.545, 3248.729, 9539.133, 3603.63, 2219.767, 1110.527, 4808.948, 3213.86, 1555.284, 3467.876, 2900.463, 454.9888, 825.5155, 753.6439, 1192.677, 1584.39, 1054.224, 2543.142, 738.7767, 0.04714667, 1.168165e-06, 0.0006364981, 1271.75, 429.8091, 2233.662, 1902.895, 126.416, 2.259235
234.2, 2265.917, 0.01130349, 468.7878, 1454.806, 1634.859, 1343.393, 549.6696, 1017.855, 4631.311, 1447.802, 8088.87, 8280.393, 3341.56, 6228.638, 3407.416, 9683.767, 3684.906, 2228.58, 1142.704, 4704.049, 3272.822, 1566.198, 3527.185, 2921.616, 434.062, 847.6035, 719.7131, 1206.425, 1571.709, 1009.71, 2565.329, 706.1293, 0.04513516, 1.118318e-06, 0.0006088722, 1277.021, 408.4965, 2138.625, 1824.155, 121.0167, 2.161952
234.3, 2298.079, 0.01081364, 447.2157, 1392.171, 1566.044, 1471.661, 524.3818, 1043.218, 4539.091, 1463.484, 8418.937, 8341.968, 3459.528, 6157.838, 3267.634, 9711.511, 3745.344, 2134.143, 1135.412, 4691.743, 3138.951, 1604.303, 3635.263, 2904.313, 414.0977, 818.9623, 687.3099, 1210.971, 1505.526, 994.4755, 2495.239, 684.6078, 0.04320947, 1.070599e-06, 0.0005824452, 1222.528, 388.2407, 2181.626, 1913.156, 115.8481, 2.068857
234.4, 2213.836, 0.01034501, 426.6362, 1516.775, 1521.94, 1403.733, 554.3245, 1015.763, 4616.115, 1614.242, 8465.284, 8497.985, 3318.319, 6317.505, 3357.513, 9651.705, 3845.003, 2043.708, 1154.932, 4881.116, 3130.781, 1691.564, 3620.981, 2889.292, 395.0517, 778.7044, 656.3655, 1158.985, 1599.91, 1057.635, 2494.284, 662.728, 0.04136595, 1.024915e-06, 0.0005571654, 1177.583, 368.9893, 2131.913, 1853.588, 110.9002, 1.979772
234.5, 2407.785, 0.009896697, 407.0037, 1577.524, 1584.617, 1338.94, 688.3994, 1080.928, 4663.129, 1543.652, 8246.968, 8491.661, 3524.035, 6265.914, 3361.46, 9610.152, 3961.493, 2234.543, 1195.432, 4682.074, 3301.622, 1618.207, 3687.276, 3017.711, 376.8817, 794.6653, 695.6021, 1265.513, 1604.872, 1012.977, 2502.223, 633.4412, 0.03960107, 9.811816e-07, 0.0005329827, 1481.195, 350.6925, 2041.205, 1937.785, 106.1637, 1.894522
234.6, 2299.037, 0.009467809, 388.2746, 1509.604, 1517.916, 1314.585, 656.7293, 1132.9, 4619.579, 1630.703, 8223.616, 8760.479, 3380.193, 6328.662, 3523.279, 9623.242, 3963.918, 2258.496, 1142.778, 4610.658, 3166.573, 1548.031, 3574.936, 2893.352, 359.5474, 755.6019, 664.2845, 1320.937, 1651.696, 970.2053, 2542.331, 605.4487, 0.0379115, 9.393139e-07, 0.0005098496, 1468.212, 333.303, 2160.236, 1857.601, 101.6294, 1.812943
234.7, 2195.2, 0.009057508, 370.4074, 1541.477, 1766.801, 1441.703, 626.5162, 1085.521, 4633.074, 1559.393, 8304.613, 8408.245, 3330.752, 6507.786, 3454.811, 9564.099, 3904.385, 2162.791, 1123.763, 4770.568, 3037.047, 1762.748, 3633.056, 2987.765, 343.0103, 857.8305, 634.3768, 1264.229, 1582.145, 929.2393, 2647.904, 578.6932, 0.03629401, 8.992327e-07, 0.0004877206, 1431.667, 316.7758, 2068.323, 1943.76, 97.28881, 1.734877
234.8, 2141.017, 0.008664987, 353.3624, 1475.109, 1782.08, 1375.158, 597.6931, 1040.124, 4776.633, 1491.202, 8395.193, 8614.665, 3407.595, 6265.771, 3513.871, 9614.661, 4101.656, 2206.864, 1109.196, 4576.035, 3113.974, 1686.304, 3563.781, 3027.751, 327.2339, 844.9617, 605.8157, 1209.956, 1515.522, 1036.665, 2538.114, 553.1201, 0.03474553, 8.608618e-07, 0.0004665521, 1407.722, 301.0681, 2141.174, 1878.685, 93.1336, 1.660173
234.9, 2131.971, 0.008289477, 337.1017, 1462.508, 1770.416, 1311.684, 570.196, 996.6257, 4618.443, 1512.125, 8432.627, 8749.653, 3367.337, 6436.675, 3672.601, 9761.4, 3931.626, 2113.347, 1152.61, 4623.77, 3020.257, 1613.175, 3748.83, 2902.978, 312.1831, 803.4258, 578.5404, 1224.535, 1451.705, 992.8929, 2432.875, 528.6771, 0.03326311, 8.241282e-07, 0.0004463023, 1445.038, 286.1392, 2110.085, 1903.367, 89.15585, 1.588686
235, 2080.155, 0.00793024, 321.5894, 1425.713, 1833.207, 1447.853, 673.9404, 954.9464, 4657.21, 1459.592, 8226.877, 8467.579, 3715.205, 6175.536, 3629.649, 9548.886, 3816.898, 2267.344, 1101.843, 5048.743, 3041.334, 1543.218, 3626.2, 2968.608, 297.8245, 834.3389, 651.0983, 1198.043, 1390.576, 1041.593, 2902.827, 537.0541, 0.03184395, 7.889621e-07, 0.0004269314, 1430.613, 271.9507, 2160.357, 2029.89, 85.348, 1.520276
235.1, 2105.541, 0.007586571, 306.7908, 1516.502, 1756.043, 1492.787, 642.9355, 915.01, 4605.491, 1395.765, 8267.686, 8123.502, 3563.561, 6815.769, 3632.5, 9704.384, 4109.429, 2171.264, 1053.312, 5101, 2916.931, 1574.165, 3912.349, 2846.272, 284.1264, 965.3835, 732.6268, 1146.611, 1332.02, 1028.722, 2850.892, 513.3211, 0.03048533, 7.552965e-07, 0.0004084013, 1582.414, 258.4656, 2147.801, 1945.895, 81.70278, 1.454813
235.2, 2010.443, 0.007257795, 292.6732, 1451.21, 1711.88, 1647.85, 613.3571, 981.1458, 4531.368, 1367.891, 8001.987, 7811.551, 3460.474, 6587.604, 3807.107, 9632.64, 4217.888, 2079.256, 1006.918, 5308.435, 2979.89, 1505.9, 4128.188, 2879.715, 271.0583, 917.928, 699.6422, 1224.28, 1275.93, 985.2852, 2844.61, 490.6368, 0.02918467, 7.230675e-07, 0.0003906754, 1538.579, 245.6493, 2193.558, 2181.577, 78.21325, 1.392168
235.3, 1919.641, 0.006943268, 279.2053, 1388.729, 1639.823, 1571.79, 585.1393, 964.7158, 4376.011, 1308.074, 7991.855, 8054.945, 3606.344, 6320.341, 3650.929, 9286.727, 4193.992, 1991.147, 962.568, 5617.247, 2921.792, 1440.594, 3954.865, 2914.658, 258.5912, 965.6918, 668.1426, 1171.722, 1222.202, 1109.759, 2779.318, 468.955, 0.02793951, 6.922137e-07, 0.0003737189, 1472.924, 233.4685, 2194.078, 2231.507, 74.87276, 1.332221
235.4, 1884.386, 0.006642371, 266.3571, 1366.67, 1816.361, 1499.24, 558.2198, 1008.463, 4358.312, 1250.873, 8065.688, 8546.288, 3545.499, 6063.921, 3501.158, 9346.765, 4020.134, 1906.771, 920.1712, 5388.188, 2957.153, 1443.867, 3788.818, 2839.818, 246.6975, 918.2211, 638.0613, 1121.42, 1170.737, 1062.901, 2664.079, 448.2314, 0.02674748, 6.626764e-07, 0.0003574984, 1455.417, 221.8916, 2100.725, 2139.169, 71.67493, 1.274855
235.5, 1799.277, 0.006354514, 254.1002, 1307.829, 1739.906, 1430.039, 532.5387, 966.2887, 4260.717, 1196.173, 8253.887, 8199.013, 3400.781, 6316.631, 3357.531, 9412.953, 3977.206, 1825.971, 901.4475, 5279.655, 2836.194, 1381.252, 3629.743, 2832.369, 235.3509, 976.2458, 609.3342, 1073.277, 1260.864, 1018.021, 2611.357, 428.4235, 0.0256063, 6.343996e-07, 0.0003419819, 1393.311, 210.8889, 2011.344, 2050.652, 68.61369, 1.219959
235.6, 1757.367, 0.006079131, 242.4073, 1251.521, 1777.843, 1364.032, 508.0391, 925.878, 4194.349, 1174.177, 8066.29, 8677.385, 3293.552, 6060.362, 3219.796, 9146.334, 3812.334, 1748.594, 964.7926, 5140.654, 2720.183, 1321.353, 3477.347, 3045.838, 224.5262, 1082.393, 581.9006, 1052.968, 1207.77, 1061.935, 2573.068, 409.491, 0.02451381, 6.073292e-07, 0.0003271389, 1333.855, 200.4317, 1925.766, 2103.236, 65.6832, 1.167428
235.7, 1859.272, 0.005815683, 231.2524, 1197.637, 1703.009, 1301.072, 484.6665, 988.3956, 4215.947, 1295.131, 7919.179, 8880.354, 3159.118, 5814.49, 3310.206, 9091.704, 3780.759, 1780.983, 966.6714, 4931.029, 2912.923, 1300.093, 3425.645, 2920.32, 214.1993, 1087.224, 555.702, 1007.764, 1272.16, 1017.096, 2466.38, 391.3951, 0.02346793, 5.81414e-07, 0.00031294, 1291.53, 190.493, 1913.336, 2016.206, 62.87786, 1.117158
235.8, 1775.297, 0.005563652, 220.6109, 1146.074, 1775.701, 1241.018, 462.3693, 966.048, 4195.575, 1238.496, 7931.242, 9094.312, 3030.171, 5629.272, 3264.32, 9291.755, 3624.031, 1729.302, 924.0939, 4729.952, 2809.849, 1243.713, 3281.818, 2889.911, 204.3474, 1033.779, 530.683, 964.5012, 1290.127, 974.1498, 2364.116, 374.0989, 0.02246667, 5.566047e-07, 0.0002993575, 1236.417, 181.0472, 1831.928, 2059.102, 60.19235, 1.069053
235.9, 1695.116, 0.005322543, 210.4591, 1096.73, 1700.958, 1183.735, 441.0978, 980.6052, 4092.071, 1184.337, 7769.718, 9409.333, 2998.165, 5689.636, 3405.931, 8945.308, 3639.318, 1668.743, 883.3917, 4590.134, 2914.648, 1189.777, 3144.03, 2967.18, 194.9486, 1002.111, 506.7904, 923.0953, 1235.801, 1019.985, 2353.825, 357.567, 0.02150813, 5.32854e-07, 0.0002863645, 1290.513, 172.0697, 1844.454, 1985.532, 57.62153, 1.023019
236, 1618.555, 0.005091882, 200.7744, 1049.511, 1644.209, 1129.097, 420.8049, 939.5958, 3979.443, 1132.547, 7727.399, 9161.046, 2951.462, 5678.297, 3266.21, 9146.56, 3520.142, 1703.7, 915.6152, 4402.958, 2917.324, 1138.181, 3100.231, 2844.903, 185.9822, 952.85, 483.9735, 883.467, 1343.453, 976.9175, 2279.488, 341.7657, 0.02059049, 5.101167e-07, 0.0002739354, 1235.444, 163.5375, 1765.977, 1978.381, 55.16051, 0.9789673
236.1, 1545.453, 0.004871218, 191.5354, 1038.411, 1629.653, 1076.981, 401.4456, 956.6779, 4042.472, 1083.021, 7625.75, 8981.09, 2830.991, 5874.604, 3257.292, 8856.154, 3409.9, 1631.505, 875.2865, 4300.368, 2888.825, 1173.244, 3179.847, 2942.759, 177.4281, 964.9807, 462.1838, 845.5399, 1286.882, 1090.66, 2239.886, 395.6969, 0.019712, 4.883497e-07, 0.0002620458, 1185.867, 155.4283, 1690.839, 1896.517, 52.8046, 0.9368127
236.2, 1475.652, 0.004660117, 182.7215, 993.703, 1561.057, 1027.27, 382.977, 916.6691, 3907.148, 1035.661, 7533.938, 8616.146, 2726.838, 5649.082, 3139.102, 8703.524, 3442.407, 1562.369, 836.7341, 4722.864, 2770.661, 1172.75, 3104.291, 2847.983, 169.2675, 1035.039, 441.3752, 868.1733, 1232.693, 1044.608, 2313.571, 378.2106, 0.01887099, 4.675114e-07, 0.0002506722, 1385.313, 147.7211, 1618.898, 1899.479, 50.54932, 0.8964733
236.3, 1409.004, 0.004458163, 174.3132, 950.9197, 1495.348, 979.8541, 365.358, 923.5391, 3813.151, 990.3722, 7276.192, 8266.032, 3019.162, 6018.119, 3150.197, 8856.854, 3615.072, 1536.425, 799.8797, 5071.129, 2657.33, 1248.321, 3397.057, 2765.786, 161.4822, 1106.139, 728.2839, 830.9028, 1180.786, 1103.273, 2578.984, 431.4223, 0.01806586, 4.475624e-07, 0.0002397923, 1337.299, 140.3962, 1663.347, 1864.668, 48.39035, 0.8578709
236.4, 1345.366, 0.004264962, 166.2919, 986.4116, 1432.405, 934.6266, 348.5496, 952.2726, 3803.768, 947.0637, 7273.337, 7930.145, 3022.709, 6001.908, 3129.23, 8946.283, 3465.213, 1584.256, 764.6486, 4864.339, 2650.583, 1241.009, 3273.53, 2651.808, 154.0549, 1051.764, 695.4948, 861.9542, 1131.064, 1056.688, 2542.61, 412.3572, 0.01729509, 4.284645e-07, 0.0002293846, 1428.507, 133.4345, 1743.711, 1926.554, 46.3236, 0.8209307
236.5, 1284.602, 0.004080134, 158.6396, 943.9421, 1481.14, 891.4866, 332.5144, 912.4481, 3686.989, 905.6491, 7099.808, 7961.101, 2899.331, 5912.983, 3093.216, 8765.282, 3345.151, 1517.123, 730.9693, 4937.556, 2542.164, 1187.192, 3346.543, 2654.737, 146.9693, 1030.686, 756.531, 856.4641, 1083.436, 1012.071, 2480.137, 394.1346, 0.01655719, 4.101817e-07, 0.0002194286, 1367.549, 126.818, 1758.211, 1921.295, 44.34511, 0.7855812
236.6, 1226.583, 0.003903315, 151.3395, 1085.386, 1418.795, 850.3379, 317.2169, 874.289, 3753.686, 866.0455, 7157.083, 7883.736, 3038.72, 5856.489, 3120.879, 8569.758, 3267.793, 1452.834, 795.3753, 5088.372, 2505.281, 1135.708, 3209.151, 2610.025, 140.2096, 1070.682, 722.4702, 843.5413, 1037.814, 1040.547, 2452.91, 400.7091, 0.01585078, 3.926789e-07, 0.0002099047, 1339.578, 120.5295, 1683.404, 1992.742, 42.45113, 0.7517538
236.7, 1171.184, 0.003734159, 144.3753, 1038.655, 1462.317, 811.0885, 302.6233, 837.7258, 3631.731, 899.2313, 7068.795, 7642.582, 2914.688, 5703.123, 2992.852, 8732.675, 3418.528, 1523.753, 771.3781, 4947.639, 2639.122, 1169.003, 3295.423, 2605.549, 133.7608, 1018.05, 689.9429, 807.3282, 1134.967, 996.6113, 2513.11, 383.0013, 0.01517451, 3.75923e-07, 0.0002007942, 1287.083, 114.5529, 1748.738, 1910.284, 40.63804, 0.7193831
236.8, 1118.287, 0.003572333, 137.7316, 993.9364, 1400.765, 773.6508, 288.701, 802.6917, 3572.029, 859.9083, 6781.546, 7332.028, 2908.851, 6009.246, 2974.295, 8657.32, 3396.753, 1474.368, 737.4023, 5149.415, 2531.171, 1118.307, 3516.077, 2669.445, 127.6086, 968.006, 982.1072, 825.9194, 1295.965, 954.5303, 2540.517, 366.076, 0.01452709, 3.598821e-07, 0.0001920791, 1287.665, 108.8727, 1705.072, 1909.218, 38.90239, 0.6884062
236.9, 1067.779, 0.003417521, 131.3936, 951.143, 1341.803, 737.941, 275.4192, 769.1227, 3557.262, 822.305, 6916.726, 7340.554, 2790.119, 5765.448, 2907.65, 8596.327, 3255.944, 1433.322, 704.9231, 4939.433, 2568.84, 1145.643, 3368.453, 2559.438, 121.7394, 977.0754, 937.8904, 818.1376, 1241.394, 1010.441, 2515.243, 349.8987, 0.0139073, 3.445257e-07, 0.0001837423, 1279.545, 103.4741, 1632.525, 1830.216, 37.24086, 0.6587632
237, 1019.553, 0.003269417, 125.3473, 957.9529, 1285.323, 703.8796, 262.7484, 736.9576, 3550.807, 786.346, 6883.914, 7069.113, 2781.475, 5830.961, 2973.561, 8608.53, 3294.066, 1464.403, 696.9552, 4899.245, 2515.735, 1095.961, 3320.405, 2578.177, 116.1401, 929.0452, 895.6644, 783.0151, 1189.12, 967.7758, 2426.575, 334.4362, 0.01331394, 3.298245e-07, 0.0001757673, 1337.799, 98.34321, 1629.995, 1870.707, 35.6503, 0.6303967
237.1, 973.5043, 0.003127732, 119.5792, 916.7088, 1260.607, 671.3903, 393.6779, 849.4547, 3403.133, 805.8878, 6792.562, 7390.384, 2845.31, 5676.511, 2960.209, 8457.468, 3236.321, 1402.348, 666.2574, 4959.158, 2442.627, 1079.668, 3180.996, 2561.463, 110.7983, 883.376, 917.0089, 749.4005, 1139.047, 926.9124, 2443.988, 319.6571, 0.01274591, 3.157507e-07, 0.0001681385, 1341.304, 93.46674, 1615.251, 2005.196, 34.12768, 0.6032516
237.2, 929.5358, 0.002992187, 114.0765, 877.2404, 1207.545, 640.4007, 409.5235, 836.8735, 3508.6, 770.6467, 6764.836, 7366.62, 2729.172, 5452.223, 2914.324, 8528.815, 3152.806, 1342.923, 636.9118, 4756.934, 2373.618, 1032.847, 3199.049, 2532.815, 105.7023, 839.9518, 993.4091, 734.4362, 1091.083, 965.2231, 2342.652, 305.531, 0.0122021, 3.022774e-07, 0.0001608408, 1299.895, 88.83207, 1546.526, 1989.562, 32.67008, 0.5772754
237.3, 887.553, 0.002862516, 108.8271, 839.4713, 1238.333, 610.8414, 390.6832, 801.875, 3362.681, 776.9976, 6558.433, 7221.26, 2814.007, 5688.825, 2810.165, 8470.343, 3185.061, 1360.081, 674.1177, 4772.61, 2357.2, 1099.642, 3265.698, 2461.961, 100.8406, 937.5602, 948.6834, 813.9209, 1045.139, 924.4675, 2331.754, 318.8745, 0.0116815, 2.89379e-07, 0.0001538598, 1244.425, 84.42722, 1480.725, 1914.514, 31.27474, 0.5524178
237.4, 847.4665, 0.002738465, 103.8192, 803.3283, 1186.208, 582.6465, 432.0807, 827.2926, 3299.501, 743.0199, 6511.76, 7110.019, 2699.147, 5518.069, 3111.881, 8364.167, 3133.159, 1302.447, 786.1295, 4910.479, 2309.684, 1051.954, 3128.586, 2470.784, 96.20253, 891.4724, 905.9714, 800.1965, 1001.129, 906.0124, 2431.449, 304.7831, 0.01118311, 2.770309e-07, 0.0001471818, 1312.739, 80.24079, 1587.918, 1871.376, 29.93899, 0.5286305
237.5, 809.1905, 0.002619789, 99.04176, 790.7013, 1205.57, 555.7531, 442.9227, 792.6948, 3190.2, 710.528, 6544.07, 6821.106, 2834.961, 5668.707, 2984.224, 8544.981, 3003.277, 1326.099, 751.504, 4710.24, 2215.209, 1006.335, 3061.348, 2447.714, 91.77779, 925.4136, 932.9413, 782.074, 958.973, 928.8647, 2387.619, 291.3144, 0.01070599, 2.652098e-07, 0.0001407937, 1294.263, 76.26196, 1520.356, 1894.598, 468.0384, 0.5058675
237.6, 772.6432, 0.002506257, 94.48417, 756.6581, 1198.544, 530.101, 422.5458, 759.5438, 3147.102, 748.918, 6405.85, 6932.708, 2768.84, 5694.258, 2861.803, 8353.404, 2995.543, 1309.851, 718.4036, 4987.357, 2274.568, 1077.209, 2932.816, 2346.844, 87.55656, 879.923, 890.938, 748.4998, 918.5917, 999.4869, 2308.422, 278.4409, 0.01024922, 2.538931e-07, 0.0001346828, 1277.159, 72.48042, 1590.357, 1899.039, 448.0485, 0.4840847
237.7, 737.7466, 0.002397644, 90.1363, 724.0806, 1200.793, 505.6329, 467.4984, 814.271, 3042.758, 716.1682, 6396.688, 7036.451, 2655.823, 5565.286, 2744.404, 8315.145, 2975.595, 1275.27, 686.7611, 4879.592, 2260.439, 1067.583, 3047.885, 2515.826, 83.52948, 836.6685, 850.8259, 716.3668, 879.9108, 997.5932, 2333.493, 266.1362, 0.009811934, 2.430593e-07, 0.0001288372, 1222.66, 68.88638, 1522.691, 1820.458, 428.9123, 0.4632398
237.8, 704.4261, 0.002293739, 85.9885, 692.9056, 1150.249, 482.2942, 445.9909, 820.8314, 3141.157, 716.271, 6385.67, 6855.767, 2649.015, 5590.876, 2855.393, 8339.871, 2924.946, 1241.526, 656.5124, 4683.234, 2231.451, 1021.286, 2923.181, 2412.15, 79.68762, 795.5402, 812.5197, 697.7354, 842.8587, 963.1746, 2375.601, 254.3754, 0.009393309, 2.326878e-07, 0.0001232453, 1187.243, 65.47057, 1490.751, 1820.841, 410.5934, 0.4432926
237.9, 672.6105, 0.002194336, 82.03158, 663.0729, 1101.832, 460.0327, 425.4729, 786.5038, 3010.52, 816.4448, 6361.33, 6977.342, 2778.008, 5367.706, 2799.453, 8371.026, 2853.223, 1232.859, 627.5959, 4846.726, 2249.149, 1066.717, 2895.646, 2388.58, 76.02247, 792.5542, 775.9382, 667.7817, 807.3669, 942.8398, 2290.603, 243.1342, 0.008992544, 2.227589e-07, 0.000117896, 1183.139, 62.22413, 1465.154, 1805.75, 487.6484, 0.4242043
