 , C000, C001, C003, C005, C006, C007, C009, C015, C016, C017, C019, C023, C024, C026, C027, C028, C030, C032, C034, C036, C039, C042, C043, C045, C048, C051, C055, C058, C059, C060, C063, C066, C067, C068, C069, C075, C079, C088, C089, C101, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 69.39902, 72.90619, 0, 68.78381, 27.38234, 0, 71.6286, 0, 6.974182, 0, 0, 0, 0, 17.06555, 0, 0, 0, 0, 0, 16.98047, 0, 0, 85.07672, 0, 0, 0, 44.06647, 67.16187, 0, 0, 44.71226, 119.5596, 110.9765, 0, 0, 0, 0, 25.24265, 45.57776, 91.42029
0.2, 32.66806, 66.39148, 69.55121, 0, 65.88855, 60.97702, 88.78192, 79.53754, 3.814697e-06, 6.66922, 0, 0, 0, 0, 119.8973, 0, 60.39508, 74.18361, 0, 0, 116.3833, 0, 0, 166.7076, 3.814697e-06, 103.7778, 0, 42.17471, 140.1971, 65.73726, 0, 42.73637, 114.4586, 154.8149, 45.92114, 0, 37.58514, 0, 24.19812, 43.6311, 202.0895
0.3, 31.1926, 63.51428, 157.2458, 1.525879e-05, 63.11517, 58.16249, 84.69745, 93.77075, 3.814697e-06, 6.377594, 142.0397, 0, 0, 0, 114.9789, 0, 57.89145, 71.04005, 0, 0, 111.6227, 0, 0, 159.8376, 3.814697e-06, 98.67636, 0, 40.36415, 257.8339, 62.96159, 0, 70.58691, 319.9618, 182.3189, 130.2205, 0, 72.55585, 0, 80.36366, 234.9995, 302.7773
0.4, 29.78378, 105.7891, 150.0099, 31.39908, 60.4585, 55.47784, 151.6073, 167.2974, 3.814697e-06, 20.32297, 141.463, 0, 0, 0, 110.2621, 0, 81.50922, 68.02968, 0, 0, 107.0569, 29.35043, 0, 153.2508, 3.814697e-06, 93.82571, 0, 38.63133, 246.9768, 60.3031, 0, 67.46761, 306.3107, 228.4526, 202.6195, 0, 97.99011, 0, 77.03827, 325.0353, 335.6534
0.5, 28.43857, 101.2046, 143.1069, 30.04721, 103.3236, 95.06865, 194.1486, 261.2003, 7.629395e-06, 45.29269, 154.0593, 1.525879e-05, 0, 0, 162.0737, 0, 78.13028, 65.1469, 51.66331, 0, 102.6779, 39.15649, 0, 202.2314, 3.814697e-06, 89.21353, -1.525879e-05, 36.97289, 236.5769, 57.75685, 0, 67.49976, 293.2419, 287.7988, 193.8252, 0, 177.5259, 3.051758e-05, 112.2896, 350.9196, 321.2002
0.6, 56.67816, 149.057, 179.7526, 28.75354, 98.97449, 115.193, 185.2167, 329.0231, 3.814697e-06, 43.31207, 147.799, 1.525879e-05, 0, 0, 155.425, 0, 152.4828, 98.86444, 49.38777, 0, 135.8022, 37.4584, 0, 211.0991, 3.814697e-06, 205.2711, -1.525879e-05, 35.38565, 346.1919, 55.31812, 0, 64.51686, 415.7557, 309.0692, 244.7981, 0, 235.2097, 3.051758e-05, 107.6431, 418.3126, 382.9548
0.7, 90.80884, 187.2551, 171.4809, 96.22224, 94.80835, 109.876, 251.2577, 350.7772, 3.814697e-06, 53.97266, 196.774, 1.436386, 0, 0, 187.6763, 0, 199.5276, 99.30347, 58.52408, 0, 243.2133, 65.17172, 0, 291.4196, 3.814697e-06, 195.1805, 0, 33.86655, 382.277, 164.3253, 0, 61.66579, 532.5939, 295.8809, 385.8727, 51.63823, 279.1417, 3.051758e-05, 147.1518, 400.4464, 435.5081
0.8, 86.70743, 191.4705, 348.7186, 105.5802, 110.0238, 172.3207, 239.6985, 456.7533, 3.814697e-06, 51.61243, 188.7778, 1.378006, 0, 0, 279.3975, 0, 247.3943, 95.09543, 63.50223, 0, 233.2649, 62.34549, 0, 314.704, 0, 185.586, 1.525879e-05, 32.41267, 427.5043, 182.6668, 0, 62.74495, 509.8707, 329.3624, 422.324, 49.43471, 350.9554, 3.051758e-05, 141.0627, 437.8616, 509.5779
0.9, 111.4396, 246.8281, 332.6716, 101.0345, 158.7973, 164.3669, 228.6711, 437.6516, 105.7219, 49.35544, 290.5975, 1.322006, 0, 0, 286.1627, 0, 308.4643, 91.06573, 82.98964, 0, 251.9308, 59.64178, 0, 318.2395, 0, 176.4631, 1.525879e-05, 31.0212, 479.2047, 174.9539, 0, 127.1067, 488.1173, 407.1463, 428.9229, 47.3252, 333.5528, 3.051758e-05, 171.2481, 419.1605, 607.4073
1, 106.4064, 236.1314, 354.8337, 96.68454, 212.0934, 156.7801, 260.518, 492.6191, 101.3251, 47.19714, 278.7887, 1.268288, 0, 0, 299.6389, 0, 322.8857, 87.20678, 159.2797, 0, 420.7327, 80.11389, 0, 414.0494, 0, 167.7887, 0, 29.68946, 671.5443, 167.5666, 0, 121.4897, 584.2005, 503.3805, 478.2759, 45.30572, 317.0132, 120.3253, 200.7232, 514.7367, 676.6104
1.1, 101.6005, 225.8983, 507.3899, 92.52183, 241.9153, 149.5435, 331.9302, 472.0175, 97.11105, 45.13324, 325.2624, 1.216751, 0, 0, 287.347, 0, 309.5007, 103.8114, 152.2642, 0, 403.5231, 97.3952, 0, 396.9866, 0, 159.5406, 0, 28.4149, 832.3972, 172.994, 0, 116.1209, 587.315, 481.9009, 510.8185, 43.37241, 301.2937, 115.2058, 192.4174, 558.0973, 697.0706
1.2, 97.01172, 216.1087, 626.9716, 88.53835, 231.7325, 142.641, 374.7599, 484.6227, 93.07232, 43.15958, 312.045, 1.167313, 0, 0, 338.969, 0, 347.2554, 99.41239, 193.255, 0, 409.4627, 93.17154, 0, 411.3115, 0, 151.6981, 0, 27.19506, 1050.5, 165.6895, 1.525879e-05, 143.6155, 643.0498, 584.4657, 488.6475, 41.52161, 335.8139, 110.304, 184.4554, 665.766, 817.2454
1.3, 92.63017, 322.3948, 620.9883, 84.72638, 221.9783, 136.057, 382.3666, 464.3556, 89.20155, 41.27222, 352.2658, 1.119881, 0, 0, 325.0635, 0, 378.6889, 95.19975, 184.743, 0, 463.151, 154.3295, 0, 394.3614, 3.814697e-06, 144.241, 0, 26.02758, 1213.924, 158.6934, 1.525879e-05, 137.269, 615.6142, 592.6066, 608.1064, 103.9175, 319.1622, 105.6108, 176.8228, 637.3311, 869.6002
1.4, 139.9045, 351.8012, 700.0675, 81.07854, 212.6347, 129.777, 364.7757, 517.4661, 85.49176, 79.10426, 426.5457, 1.074387, 0, 0, 311.7286, 0, 394.8732, 91.16561, 176.6059, 0, 444.2063, 196.0625, 0, 458.6962, 3.814697e-06, 137.1505, -1.525879e-05, 24.91022, 1323.028, 208.2555, 7.629395e-06, 131.2029, 735.6029, 567.3197, 581.7127, 99.48306, 303.3362, 212.4744, 260.4944, 610.1106, 832.155
1.5, 133.5857, 391.0048, 667.8525, 77.58775, 203.6844, 123.7868, 347.9941, 510.6302, 81.93626, 75.64508, 483.0031, 1.030731, 0, 0, 298.9406, 0, 378.5041, 87.30244, 168.8272, 0, 481.9972, 187.56, 0, 485.2509, 3.814697e-06, 130.4086, -3.051758e-05, 23.84083, 1368.008, 199.4621, 7.629395e-06, 130.9627, 704.2185, 619.8749, 645.7581, 95.23787, 372.9811, 203.4341, 283.6856, 732.7856, 796.3221
1.6, 136.0621, 447.445, 678.925, 99.22598, 251.3719, 118.0732, 331.9845, 521.254, 78.52863, 72.33717, 463.3758, 0.9888458, 0, 0, 383.9315, 0, 387.8625, 83.60295, 161.3911, 0, 470.9175, 179.4262, 0, 465.2538, 3.814697e-06, 123.9981, -1.525879e-05, 22.81734, 1410.339, 216.6836, 0, 170.281, 738.9675, 646.3044, 617.7302, 91.17384, 394.1795, 194.7784, 271.9469, 761.2296, 885.2536
1.7, 166.0768, 428.0543, 647.683, 109.6655, 274.141, 112.6232, 373.1403, 543.4227, 75.26271, 69.17392, 477.8239, 0.9486618, 0, 20.20676, 399.3282, 0, 505.0254, 80.06024, 154.2826, 0, 497.8218, 171.6451, 0, 446.0809, 3.814697e-06, 117.9027, -2.288818e-05, 21.8378, 1544.669, 289.613, 0, 162.7561, 720.2438, 762.6905, 633.7786, 87.28322, 374.6336, 186.4911, 260.694, 784.6631, 896.7432
1.8, 158.5759, 461.2722, 658.3256, 104.9439, 262.6017, 201.1693, 355.9738, 549.5372, 72.13262, 174.2981, 458.4069, 0.9101181, 0, 19.38696, 442.4871, 0, 539.9543, 76.66766, 147.4871, 0, 535.8344, 260.393, 0, 427.698, 3.814697e-06, 112.1069, -2.288818e-05, 20.90031, 1479.624, 277.3843, 0, 166.5684, 807.9512, 762.1718, 637.7601, 83.55862, 356.0569, 265.6328, 249.9067, 751.1501, 932.1989
1.9, 151.4138, 469.1368, 694.4541, 100.4256, 251.5482, 191.8839, 339.5971, 596.952, 69.13271, 166.6761, 560.6877, 0.8731384, 0, 18.60042, 483.4941, 0, 549.7661, 73.41882, 140.991, 0, 513.9167, 281.4636, 0, 473.7399, 3.814697e-06, 106.5961, -2.288818e-05, 20.00306, 1524.73, 289.5412, 0, 217.4817, 804.2711, 762.6925, 672.9332, 79.99297, 416.2217, 254.3307, 239.5657, 798.2199, 934.445
2, 144.5751, 448.806, 662.4974, 125.8519, 337.1727, 183.027, 323.9738, 644.5707, 66.25756, 159.3874, 537.9036, 0.8376617, 0, 29.20223, 548.6602, 0, 591.8793, 70.30766, 134.7809, 0, 492.8955, 269.2575, 0, 454.2172, 1.907349e-06, 101.3562, -2.288818e-05, 19.14433, 1510.692, 419.5326, 0, 207.8709, 769.957, 786.3254, 722.9075, 76.57948, 395.5828, 243.5095, 229.6527, 811.6567, 989.6414
2.1, 138.0454, 478.319, 675.8435, 120.4334, 322.9803, 260.8836, 410.8684, 617.6145, 63.50199, 152.4175, 594.2599, 0.8036194, 0, 55.38475, 551.6497, 0, 606.3032, 67.32834, 128.8445, 0, 491.3959, 257.5808, 0, 435.499, 1.907349e-06, 96.37376, -1.525879e-05, 18.32247, 1447.079, 447.8175, 0, 198.6849, 878.3272, 892.8011, 691.5311, 73.31165, 375.9674, 233.1488, 220.1498, 915.0323, 1069.846
2.2, 131.8105, 457.5903, 731.9207, 115.2482, 309.3853, 248.8419, 433.1886, 699.5848, 127.4177, 145.7523, 627.6848, 0.7709656, 0, 53.13776, 529.0195, 0, 612.3343, 64.47527, 123.1694, 0, 583.2181, 317.4135, 0, 514.1704, 1.907349e-06, 91.63631, -2.288818e-05, 119.7217, 1430.987, 553.4733, 0, 189.9048, 840.8535, 868.0579, 661.5165, 70.18326, 357.3246, 223.2288, 211.0402, 875.9512, 1115.8
2.3, 125.8573, 504.5184, 736.4069, 110.2863, 296.3625, 237.356, 413.2595, 702.917, 122.1185, 211.8336, 721.1467, 0.7396393, 0, 59.17844, 640.9486, 0, 586.9506, 61.74311, 117.7444, 0, 602.9647, 303.6484, 0, 492.9815, 1.907349e-06, 87.13171, -2.288818e-05, 156.2167, 1532.955, 530.1034, -7.629395e-06, 181.5126, 804.9786, 917.0739, 719.3738, 67.18836, 389.5287, 346.085, 202.3075, 888.1013, 1158.215
2.4, 171.9248, 482.6544, 702.5197, 105.538, 283.8879, 226.4003, 394.2474, 685.7321, 117.0397, 216.7591, 691.842, 17.28603, 0, 56.77754, 614.6552, 0, 562.619, 59.12671, 112.5583, 0, 578.3011, 290.4803, 0, 550.9091, 0, 82.84857, -2.288818e-05, 149.5104, 1571.019, 507.7203, -7.629395e-06, 181.726, 794.2388, 887.4144, 688.1509, 64.32127, 581.539, 352.7881, 193.9362, 850.1704, 1307.361
2.5, 164.1598, 461.7378, 670.1919, 134.8015, 315.8491, 267.9577, 506.0251, 657.0544, 112.1722, 207.2804, 809.8841, 57.92944, 0, 54.47404, 589.4404, 0, 673.2067, 56.62119, 164.9633, 0, 694.5193, 361.9813, 0, 528.2062, 0, 78.77597, -2.288818e-05, 165.1509, 1628.134, 510.2171, -7.629395e-06, 173.6953, 927.7448, 948.175, 721.83, 61.57653, 552.7026, 374.6457, 185.9113, 868.4082, 1305.225
2.6, 199.9671, 441.7277, 709.9445, 128.9977, 345.7529, 323.9434, 493.3604, 675.8516, 185.9139, 198.2161, 826.7581, 55.57549, 0, 122.7344, 565.26, 0, 645.2994, 54.22184, 236.366, 0, 771.2827, 364.365, 0, 639.9266, -1.907349e-06, 74.90358, -3.051758e-05, 158.061, 1692.686, 488.6737, -1.525879e-05, 229.5096, 919.7928, 907.7157, 825.0584, 58.94891, 546.8135, 358.7054, 220.0101, 917.457, 1377.144
2.7, 223.3608, 422.5848, 709.28, 159.0432, 331.1993, 308.9911, 559.6807, 647.5872, 230.6123, 189.5482, 861.4086, 125.2914, 0, 117.755, 661.0125, 0, 618.5492, 122.7447, 326.1109, 0, 868.6356, 408.5558, 0, 661.1141, -1.907349e-06, 71.22153, -2.288818e-05, 160.1482, 1621.409, 468.0399, -1.525879e-05, 315.3736, 960.4257, 1006.663, 863.9914, 56.43341, 519.699, 405.5294, 226.6752, 954.6289, 1352.254
2.8, 307.2213, 404.2714, 774.0575, 171.3138, 411.7463, 344.6331, 583.0881, 695.7137, 221.0214, 230.3362, 841.046, 132.0258, 0, 112.9776, 633.896, 0, 592.9078, 202.9341, 311.7472, 0, 1014.022, 421.454, 0, 655.436, -3.814697e-06, 67.72048, -1.525879e-05, 234.8542, 1757.183, 526.6378, -7.629395e-06, 301.4369, 919.4493, 1010.05, 933.4187, 54.02526, 518.8192, 435.2638, 217.2956, 971.74, 1501.272
2.9, 293.3455, 452.9657, 788.3604, 163.9379, 394.415, 364.4783, 602.7461, 666.6186, 224.0856, 220.2638, 868.8253, 126.661, 0, 122.154, 607.8918, 0, 607.8338, 194.3347, 298.0162, 0, 1036.716, 403.1771, 0, 688.7319, -3.814697e-06, 64.39155, -1.525879e-05, 224.772, 1683.19, 521.7955, -1.144409e-05, 334.219, 1067.34, 988.1758, 918.7615, 51.71987, 493.0929, 416.7444, 228.7495, 1002.633, 1475.802
3, 280.0965, 433.3358, 752.0825, 167.5149, 377.8131, 347.6549, 617.182, 638.7402, 264.4106, 309.8344, 961.9517, 133.4556, 0, 170.4634, 582.9545, 0, 665.6329, 246.8186, 343.4041, 0, 1034.132, 385.6928, 0, 685.1179, -3.814697e-06, 61.22624, -1.525879e-05, 266.6653, 1752.826, 521.3369, -1.144409e-05, 319.4495, 1078.334, 946.0096, 952.3687, 49.51286, 513.2473, 399.0129, 219.284, 959.8108, 1546.228
3.1, 267.4459, 457.9408, 776.0446, 160.3026, 416.7955, 358.7668, 702.6497, 705.2181, 299.3032, 296.2855, 964.9597, 128.0327, 0, 163.5476, 671.8337, 64.03905, 691.2148, 236.3595, 328.2787, 0, 991.832, 454.2444, 0, 743.3713, -3.814697e-06, 58.21654, -2.288818e-05, 255.2174, 1719.764, 499.324, -7.629395e-06, 305.3326, 1054.104, 1096.582, 999.7396, 47.40002, 487.7973, 510.8987, 210.2102, 918.8172, 1570.156
3.2, 269.4697, 438.0953, 762.6525, 153.4009, 399.2516, 393.1011, 670.324, 694.822, 414.2534, 283.3291, 986.1731, 122.8301, 0, 156.9124, 644.2733, 71.90794, 662.5611, 226.3437, 313.8195, 3.311474, 1014.59, 473.9349, 0, 758.2357, -3.814697e-06, 55.35477, -1.907349e-05, 244.2609, 1792.136, 487.9708, -7.629395e-06, 291.8396, 1104.522, 1065.963, 1023.568, 45.37734, 463.6093, 599.1686, 201.5119, 962.7098, 1556.522
3.3, 359.4348, 419.1097, 812.8864, 146.7963, 455.4431, 374.9566, 639.4855, 681.9538, 397.0251, 270.9393, 1014.459, 152.6877, 0.2870381, 150.5464, 617.8434, 69.00379, 768.5613, 288.523, 299.9971, 3.176439, 1096.736, 453.3821, 0, 726.989, -3.814697e-06, 52.63369, -1.907349e-05, 271.5667, 1763.96, 523.2217, -7.629395e-06, 374.3057, 1141.344, 1036.302, 1075.443, 43.44098, 481.1077, 694.1913, 193.1734, 969.5059, 1635.711
3.4, 343.2008, 430.7978, 857.0981, 140.476, 436.2724, 388.0292, 806.0391, 695.5276, 556.4669, 350.8342, 1019.82, 146.4833, 0.275322, 217.3047, 692.3317, 151.9199, 736.7014, 289.7606, 286.7836, 3.046911, 1164.871, 433.7206, 52.49929, 720.5092, -2.861023e-06, 50.04637, 145.5318, 328.8194, 1948.818, 501.1292, -7.629395e-06, 371.5689, 1092.648, 1104.515, 1093.04, 41.58725, 457.2514, 664.6552, 185.1801, 1017.11, 1765.349
3.5, 500.2025, 561.7366, 954.1191, 134.4279, 491.3799, 460.1635, 918.8389, 764.4237, 633.8035, 335.4924, 1022.807, 140.531, 0.2640841, 208.4885, 663.9303, 145.7843, 797.731, 342.0197, 341.2602, 81.54975, 1199.176, 480.1909, 75.18332, 736.8179, 253.6123, 194.1149, 173.9727, 319.3046, 1917.432, 584.0677, -3.814697e-06, 355.1488, 1117.664, 1057.384, 1250.937, 39.81262, 434.578, 886.1282, 380.2804, 1075.548, 1910.982
3.6, 553.9275, 537.3929, 952.7738, 128.6402, 470.6965, 488.5759, 962.298, 732.4551, 660.944, 320.8215, 1061.256, 188.8789, 0.2533049, 294.6563, 636.6941, 139.8965, 796.4106, 378.1149, 326.2292, 78.22433, 1162.913, 459.3668, 72.02672, 762.0059, 327.0295, 248.0363, 166.14, 324.2982, 1911.234, 573.7753, -7.629395e-06, 440.3089, 1093.972, 1072.479, 1260.788, 38.11372, 436.8481, 968.6065, 364.5447, 1085.157, 2011.282
3.7, 528.9092, 514.1042, 938.8249, 123.1017, 450.8837, 689.835, 992.6812, 701.8235, 700.2853, 306.7921, 1118.207, 181.2039, 0.2429657, 325.8164, 610.5752, 134.2465, 894.4775, 362.0921, 311.8603, 75.03451, 1203.845, 439.4458, 139.5684, 799.5023, 311.9881, 235.8435, 237.984, 391.9082, 2012.534, 549.5482, -3.814697e-06, 420.8511, 1177.43, 1220.146, 1206.066, 36.48731, 415.1864, 1032.856, 349.4601, 1159.388, 2009.984
3.8, 505.0208, 491.8247, 922.7976, 117.8016, 431.905, 657.994, 1210.314, 672.4728, 671.1612, 338.4275, 1072.767, 173.8407, 27.64856, 312.5978, 585.5278, 128.8247, 857.3978, 356.7804, 298.1242, 71.97476, 1427.83, 420.3887, 195.6121, 864.5704, 389.6572, 309.2328, 227.2694, 457.1347, 1927.788, 559.0563, 153.8354, 420.6036, 1127.195, 1168.081, 1349.165, 34.93031, 538.283, 1046.141, 432.3636, 1109.871, 2011.641
3.9, 482.2115, 531.6501, 993.0544, 139.9307, 569.2746, 627.6226, 1264.495, 644.3496, 643.2484, 362.6735, 1096.314, 166.7768, 87.18653, 299.9156, 561.5078, 123.6218, 821.8552, 381.368, 284.9932, 182.0978, 1374.191, 402.158, 187.3992, 828.9417, 610.7415, 408.2084, 217.0372, 437.51, 1976.813, 547.2014, 190.4271, 463.8362, 1220.75, 1118.239, 1336.271, 33.43975, 511.5916, 1088.324, 414.4727, 1221.088, 2140.683
4, 501.5103, 555.9196, 970.4126, 226.0735, 651.0079, 598.6532, 1398.091, 617.4026, 660.214, 346.8139, 1097.97, 159.9999, 83.62781, 287.7478, 538.4732, 118.6291, 787.7859, 365.2073, 272.4406, 204.5563, 1388.539, 384.7179, 221.5493, 794.7812, 582.6509, 388.142, 207.2657, 418.7278, 2101.072, 547.405, 182.5314, 443.3388, 1191.099, 1127.377, 1544.83, 32.01279, 486.2237, 1140.479, 397.3222, 1256.653, 2181.846
4.1, 499.4545, 543.812, 925.7571, 250.9859, 623.6055, 571.0209, 1428.102, 669.8098, 632.7565, 375.5028, 1166.51, 153.4983, 80.21435, 276.0737, 516.3835, 113.8381, 838.7533, 349.7315, 260.4408, 196.2149, 1388.625, 368.0341, 212.2475, 762.0284, 555.8525, 369.0621, 197.9341, 400.7518, 2104.571, 524.2914, 174.9631, 423.7471, 1177.822, 1079.271, 1477.779, 30.64673, 462.1137, 1183.472, 380.8813, 1442.795, 2255.565
4.2, 543.0011, 665.2077, 883.1567, 240.1798, 597.3564, 544.6641, 1655.553, 641.798, 606.4409, 441.2496, 1119.108, 147.261, 76.94022, 264.8732, 598.9169, 109.2405, 821.8055, 334.9115, 248.9695, 188.2137, 1331.825, 352.0739, 203.3362, 776.2477, 530.2866, 395.0211, 189.0226, 383.5476, 2072.631, 502.1537, 167.7085, 405.0212, 1273.285, 1033.218, 1413.639, 29.33896, 439.1992, 1133.118, 365.1207, 1525.244, 2158.44
4.3, 518.4763, 636.3799, 923.1704, 229.839, 572.2123, 519.5238, 1579.389, 668.5225, 581.2197, 421.954, 1073.632, 141.2771, 114.4435, 254.1272, 574.3478, 104.8286, 907.0518, 320.7195, 238.0035, 180.5387, 1277.348, 336.8057, 194.799, 776.916, 505.8966, 396.5303, 180.5124, 367.082, 2063.329, 480.9507, 160.7548, 489.7264, 1264.91, 989.13, 1445.891, 28.08699, 417.421, 1140.16, 350.0123, 1575.977, 2141.475
4.4, 495.0592, 608.8014, 912.845, 299.1514, 654.8799, 495.5439, 1522.124, 661.512, 557.0474, 422.1496, 1030.003, 135.5363, 109.7722, 243.8171, 721.4194, 100.5949, 869.4507, 307.1288, 227.5205, 173.1767, 1242.68, 322.1997, 186.6203, 744.8994, 482.6284, 377.0381, 172.3853, 351.3232, 2114.72, 460.6431, 154.0894, 468.0848, 1210.943, 1060.702, 1383.135, 26.88845, 396.7227, 1091.649, 335.5291, 1553.452, 2049.262
4.5, 472.6997, 659.5881, 889.9967, 286.2716, 627.3145, 472.6709, 1532.857, 633.8472, 606.5829, 411.6966, 988.1481, 154.1157, 105.2916, 233.9253, 691.8248, 96.53217, 833.4084, 294.1141, 217.4993, 166.1149, 1200.881, 308.2271, 178.785, 714.2023, 544.5322, 414.9084, 164.6241, 336.241, 2060.629, 441.1929, 147.7003, 447.3996, 1218.476, 1015.441, 1323.102, 25.74105, 377.0507, 1045.202, 321.6451, 1636.042, 2045.939
4.6, 451.3502, 631.0038, 945.0556, 294.0915, 600.9093, 450.8536, 1587.61, 607.3393, 581.3558, 447.5957, 1031.474, 147.8533, 100.9939, 224.4348, 663.4442, 92.63352, 798.8603, 281.6508, 207.9194, 159.3411, 1182.37, 294.8605, 171.2786, 781.8914, 519.487, 408.4293, 157.2123, 321.8062, 2032.384, 460.0981, 141.5762, 427.6285, 1268.001, 1001.351, 1336.521, 24.64262, 358.3542, 1104.581, 308.3357, 1616.106, 2115.409
4.7, 553.1598, 603.6584, 968.2041, 281.4296, 627.7227, 430.0434, 1609.492, 692.266, 827.4824, 510.3174, 1002.499, 141.8453, 123.0848, 215.3294, 703.1133, 88.89233, 765.7443, 269.7158, 246.7689, 152.8435, 1166.395, 486.5716, 188.2473, 799.5001, 567.6211, 476.0887, 150.1342, 307.9911, 2137.29, 484.0067, 135.706, 454.2752, 1213.902, 1062.845, 1422.099, 23.59106, 340.5847, 1134.126, 295.577, 1596.758, 2073.336
4.8, 528.1763, 577.4979, 977.6559, 296.3725, 637.9586, 410.1937, 1535.447, 663.3151, 836.9037, 519.4471, 1039.865, 215.2763, 118.0608, 206.5933, 674.2697, 85.30224, 734.0011, 258.2865, 235.8999, 146.6109, 1234.625, 465.4708, 180.3436, 801.6628, 541.5139, 504.2119, 334.7218, 294.7691, 2122.387, 512.2408, 130.0792, 502.1707, 1276.795, 1064.919, 1440.997, 22.58438, 323.6964, 1085.871, 283.3463, 1621.513, 2099.37
4.9, 566.0002, 552.4712, 988.3201, 283.6124, 611.1054, 391.2602, 1588.281, 635.5749, 802.0978, 505.3138, 997.6093, 206.5286, 161.799, 198.2117, 646.6093, 81.85714, 783.8912, 247.3415, 225.5096, 171.9015, 1184.124, 445.2851, 172.7718, 803.1674, 572.7175, 507.2585, 319.6519, 282.1147, 2087.292, 490.6119, 239.8005, 479.9792, 1222.321, 1019.478, 1503.851, 21.62064, 403.9578, 1122.412, 271.6216, 1635.13, 2154.412
5, 540.4366, 592.9203, 1112.955, 271.6415, 585.3826, 373.2006, 1713.72, 608.9948, 768.7395, 489.7169, 957.0704, 198.1364, 175.3439, 231.5012, 650.8885, 78.55118, 847.8892, 236.8603, 244.2722, 164.8917, 1259.017, 425.9748, 165.5179, 849.2007, 588.7736, 482.3232, 305.2604, 287.9251, 2146.254, 550.4623, 229.8576, 458.7683, 1170.17, 1009.713, 1471.682, 20.69804, 383.9271, 1074.656, 260.3822, 1611.147, 2176.578
5.1, 566.5233, 567.2252, 1112.272, 267.9445, 560.7424, 355.9746, 1634.879, 583.5263, 954.7219, 579.6798, 918.1787, 230.3623, 168.1869, 318.0619, 735.8068, 75.37873, 812.7407, 226.8232, 288.9161, 158.1678, 1207.518, 407.5019, 158.5686, 917.7669, 702.9262, 528.7905, 291.5168, 296.8241, 2136.812, 592.9534, 234.9165, 440.9362, 1231.56, 1019.455, 1407.806, 19.8148, 448.4565, 1074.346, 249.6077, 1734.037, 2249.315
5.2, 540.936, 596.3038, 1116.087, 268.4423, 537.1394, 339.5438, 1699.2, 559.1229, 969.355, 554.3307, 914.3768, 302.3949, 161.3219, 305.1579, 705.6219, 72.33441, 779.0493, 217.2115, 276.1906, 151.718, 1158.126, 389.83, 151.911, 973.3206, 719.8049, 502.7968, 278.3921, 284.0815, 2161.917, 567.9164, 363.922, 448.8936, 1179.015, 1086.681, 1346.703, 18.96926, 490.9128, 1028.635, 239.2792, 1659.977, 2262.748
5.3, 516.5045, 570.4621, 1064.728, 278.7321, 514.5299, 323.8713, 1718.117, 535.7401, 929.0406, 534.1389, 896.241, 317.8068, 154.7372, 292.7775, 676.6754, 69.41304, 746.7545, 208.007, 264.0256, 164.8374, 1155.378, 372.9246, 145.533, 933.2103, 686.6982, 478.0807, 265.8582, 271.8859, 2149.674, 551.5406, 348.8327, 429.0565, 1144.946, 1068.894, 1464.95, 18.15979, 513.1549, 1037.655, 229.378, 1646.84, 2206.36
5.4, 493.1765, 565.09, 1015.733, 266.7314, 579.0046, 308.9223, 1704.872, 513.3352, 951.8431, 529.1252, 910.3912, 316.6136, 148.4212, 344.8145, 648.9163, 66.60966, 715.7985, 199.1926, 252.3965, 158.1157, 1167.159, 356.7522, 139.4227, 956.0967, 855.6554, 454.5796, 253.8886, 260.2139, 2136.613, 528.2523, 334.369, 452.558, 1165.813, 1023.284, 1549.554, 17.38487, 487.7095, 993.5052, 219.8865, 1576.503, 2286.935
5.5, 512.6374, 563.7581, 1030.192, 255.2475, 554.6329, 294.6632, 1699.071, 491.8672, 1113.184, 505.9868, 873.3964, 303.7481, 142.3631, 330.8251, 792.3809, 63.91949, 686.1257, 190.7518, 241.2796, 151.668, 1163.357, 341.2812, 133.569, 916.6962, 867.8562, 432.2338, 242.4579, 249.0429, 2152.597, 505.9474, 320.5049, 500.3562, 1144.374, 1071.245, 1501.703, 16.64301, 463.5258, 1015.989, 210.7878, 1617.905, 2242.364
5.6, 680.1099, 627.0409, 1078.798, 244.2579, 575.5649, 281.0623, 1696.25, 564.0855, 1261.684, 573.6954, 903.2659, 333.5483, 136.5522, 317.4034, 759.8753, 61.33798, 657.683, 236.9273, 277.66, 145.4834, 1115.772, 326.4811, 127.9611, 1060.582, 858.2935, 410.9864, 231.5419, 238.3515, 2061.954, 613.7623, 307.2158, 490.49, 1194.477, 1025.534, 1645.727, 15.93282, 440.5413, 1036.77, 202.0656, 1548.804, 2264.295
