 , C001, C002, C003, C004, C009, C010, C014, C016, C017, C021, C023, C025, C028, C032, C033, C034, C035, C036, C040, C041, C044, C045, C047, C048, C050, C056, C061, C066, C067, C068, C071, C075, C078, C082, C084, C085, C086, C087, C089, C091, C096
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 61.81632, 83.12936, 28.93781, 0, 0, 0, 0, 85.25461, 0, 0, 91.95322, 46.37491, 15.92401, 0, 0, 0, 0, 0, 0, 17.55106, 0, 32.308, 0, 87.67761, 15.18089, 133.1934, 0, 42.69519, 7.273254, 0, 113.7236, 47.30615, 0, 135.6477, 54.83875, 16.85077, 33.84573, 64.97583, 6.176147, 0, 137.9617
0.2, 59.04955, 86.23553, 59.65872, 0, 75.45593, 0, 0, 170.9355, 0, 5.097229, 88.07523, 44.40073, 15.20056, -7.629395e-06, 0, 0, 0, 0, 0, 16.84012, 0, 108.2942, 0, 83.9606, 42.84068, 127.548, 44.08289, 40.65051, 32.38245, 0, 255.9979, 79.62659, 0, 165.3042, 154.6414, 16.16333, 32.43916, 106.274, 5.924194, 44.32764, 132.0236
0.3, 56.40662, 82.27506, 145.8629, 0, 72.2879, 1.232722, 0, 163.5666, 0, 4.886368, 84.36079, 66.31998, 167.2866, 0, -1.525879e-05, 42.95407, 0, 0, 0, 16.15799, 0, 130.9054, 0, 117.4783, 41.11132, 122.1418, 42.28564, 78.78436, 95.30109, 0, 252.7372, 194.7577, 3.051758e-05, 158.3812, 223.9799, 95.51379, 31.09104, 205.7253, 37.599, 85.77954, 126.341
0.4, 62.93448, 129.7602, 139.0693, 0, 118.2162, 73.17195, 0, 179.5693, 0, 4.684204, 80.80299, 98.09372, 159.6868, 0, -1.525879e-05, 49.80841, 0, 0, 0, 20.51672, -3.814697e-06, 142.0073, 0, 112.4979, 39.45176, 116.9649, 40.56171, 75.01135, 91.29889, 0, 311.4411, 186.4602, 66.63873, 353.5277, 222.2454, 91.61713, 77.98076, 223.1967, 90.68335, 217.3199, 120.903
0.5, 60.11766, 123.8008, 173.9673, 0, 119.5591, 69.96219, 0, 284.4523, 0, 4.490425, 77.39525, 93.91791, 293.9868, 0, -2.288818e-05, 47.77304, 0, 0, 0, 19.68567, -3.814697e-06, 244.4479, 0, 111.1641, 37.8592, 116.9481, 95.09839, 179.1331, 87.46475, 0, 325.7469, 266.2716, 83.93472, 338.7218, 248.8931, 87.87946, 74.73999, 298.3337, 122.8114, 284.4377, 115.6991
0.6, 57.42691, 118.1151, 180.1242, 0, 114.5393, 66.89323, 0, 272.1897, 0, 4.304657, 74.13121, 89.91986, 280.6309, 0, -2.288818e-05, 45.82083, 0, 0, 2.384186e-07, 66.69107, -3.814697e-06, 233.762, 0, 106.4514, 36.33092, 156.1726, 158.1413, 170.5544, 100.3481, 0, 310.57, 268.8347, 80.32834, 340.6111, 293.4703, 84.29434, 71.63392, 361.4579, 150.4263, 315.2676, 110.7192
0.7, 54.8566, 163.0934, 171.7348, 0, 133.4254, 94.10563, 0, 260.4558, 0, 87.72095, 71.00483, 86.09198, 267.8817, 0, -2.288818e-05, 43.94839, 0, 0, 0, 77.80368, 0, 251.4889, 0, 135.9973, 34.86433, 149.5532, 151.694, 162.3865, 96.13394, 0, 360.6918, 465.389, 76.87689, 326.3461, 299.2227, 80.85544, 68.65693, 423.96, 172.8131, 438.506, 105.9536
0.8, 98.62247, 155.6032, 297.2884, 0, 180.7952, 89.97759, 0, 249.2278, 0, 84.09195, 68.01031, 82.42708, 346.0971, 0, -2.288818e-05, 124.0241, 0, 0, 0, 74.65213, -1.907349e-06, 240.4952, 0, 130.2319, 33.45695, 143.2144, 173.3229, 154.6097, 92.09674, 0, 421.6336, 477.9402, 78.5509, 338.0857, 286.9088, 89.79852, 65.80366, 451.7746, 182.4869, 482.6716, 101.3932
0.9, 94.20834, 171.2923, 283.442, 0, 173.2043, 86.03064, 0, 238.4837, 0, 95.98868, 65.14206, 78.9182, 330.3738, 7.629395e-06, -2.288818e-05, 118.956, 0, 0, 2.384186e-07, 71.62833, -1.907349e-06, 229.9821, 0, 124.7108, 32.10638, 137.1443, 238.3109, 147.2054, 118.9194, 0, 401.989, 629.1764, 98.2261, 507.7538, 275.1017, 86.13507, 63.06896, 471.4426, 175.0414, 462.6567, 97.02896
1, 89.99176, 192.0916, 270.2405, 0, 165.9322, 82.25682, 0, 290.7723, 0, 92.01763, 62.39478, 109.097, 366.2985, 0, -1.525879e-05, 120.7204, 0, 0, 0, 68.72696, -1.907349e-06, 219.9285, 0, 123.9961, 30.81034, 131.3314, 228.5952, 140.1558, 128.3671, 0, 415.3967, 602.3705, 146.2035, 486.4888, 263.7805, 123.2165, 60.44792, 451.8036, 167.8997, 512.0881, 92.85263
1.1, 85.96391, 183.2696, 282.4426, 0, 177.3315, 78.64854, 0, 346.0942, 0, 88.21085, 59.76337, 104.4528, 349.6574, 0, -1.525879e-05, 115.7872, 0, 0, -2.384186e-07, 65.94308, 0, 242.8708, 0, 118.7394, 29.5666, 125.765, 219.2755, 133.4437, 151.2006, 0, 450.4108, 726.4836, 139.9215, 467.2036, 305.9271, 170.2787, 57.9358, 533.5884, 161.0494, 559.8447, 88.85608
1.2, 82.11634, 222.9494, 350.1086, 0, 169.886, 158.0441, 0, 331.1743, 0, 84.56158, 57.24295, 100.0063, 358.713, 0, -1.525879e-05, 111.0557, 0, 0, -2.384186e-07, 63.272, -1.907349e-06, 232.2538, 0, 212.8054, 28.37308, 120.4344, 210.3358, 169.4487, 162.4373, 0, 429.4255, 768.6682, 133.9095, 538.8216, 354.9915, 201.6443, 55.52808, 538.5666, 205.729, 664.2554, 85.03156
1.3, 99.46783, 212.7102, 333.8021, 0, 162.7532, 151.1114, 0, 316.8976, 0, 81.06327, 110.6065, 95.74908, 371.2986, -3.814697e-06, -1.525879e-05, 106.5175, 0, 0, 0, 101.5226, 0, 222.101, 0, 203.7837, 27.22773, 115.3298, 214.9051, 161.3338, 155.6156, 0, 553.8023, 757.9629, 129.4816, 614.3822, 340.3826, 193.4179, 53.22043, 538.8633, 197.3354, 636.7107, 81.37161
1.4, 144.7846, 202.9412, 348.7235, 0, 247.6032, 144.4827, 0, 303.2363, 0, 77.70967, 105.9419, 91.67308, 426.8322, 39.11901, -7.629395e-06, 151.0062, 0, 0, 2.384186e-07, 97.41031, 0, 212.3919, 0, 195.1445, 26.12862, 126.6567, 206.1436, 153.6075, 149.0804, 0, 527.9999, 803.2281, 150.4698, 588.6515, 374.1721, 203.4579, 51.00867, 567.7476, 284.8722, 730.7352, 77.86923
1.5, 138.3044, 193.6209, 370.3468, 0, 249.8254, 138.1449, 0, 346.9721, 0, 74.49483, 101.4739, 87.7706, 521.4087, 37.5156, -1.525879e-05, 144.8355, 0, 0, 0, 93.46465, 0, 322.0193, 0, 186.8715, 25.07387, 121.2884, 266.6696, 204.3489, 183.2559, 0, 652.3047, 836.8057, 144.0046, 563.9984, 413.7615, 226.4996, 48.88883, 576.577, 273.2494, 826.9369, 74.51756
1.6, 164.9675, 184.7286, 353.0977, 0, 239.3362, 132.085, 0, 332.0143, 0, 71.41299, 97.1944, 84.03424, 497.7209, 35.97791, -1.525879e-05, 138.9169, 0, 0, 0, 89.67877, 0, 311.2946, 0, 193.031, 24.06171, 116.1475, 330.6635, 260.7426, 175.5599, 0, 621.913, 818.0469, 137.8171, 626.3579, 396.7341, 222.3363, 46.85709, 649.1906, 278.8557, 868.2913, 71.31017
1.7, 171.9763, 176.2448, 336.6519, 0, 277.5089, 126.291, 0, 355.3407, 0, 68.45863, 93.09537, 80.45694, 541.4752, 49.75573, -1.525879e-05, 133.2402, 0, 0, 0, 98.79836, 1.907349e-06, 361.9748, 0, 184.8477, 23.0904, 117.3031, 319.0585, 248.2556, 168.1872, 0, 656.8838, 939.2825, 131.8955, 710.8417, 526.3636, 213.2657, 44.90979, 675.3582, 267.4784, 902.4351, 68.24084
1.8, 210.6814, 168.1505, 360.348, 0, 279.4813, 120.7511, 0, 491.4362, 0, 65.6265, 89.1692, 77.03191, 621.3016, 64.89632, -1.525879e-05, 127.7955, 0, 0, 2.384186e-07, 94.79646, 1.907349e-06, 439.7487, 0, 177.0112, 22.1583, 112.3313, 415.3774, 258.8271, 161.1241, 0, 626.2786, 981.6922, 136.7715, 760.5319, 504.7023, 241.1499, 43.04341, 647.2247, 256.5653, 934.7556, 65.30362
1.9, 201.2518, 160.428, 343.5645, 0, 267.747, 115.4542, 0, 470.2507, 0, 80.82959, 85.40862, 73.75269, 593.0758, 69.17247, -2.288818e-05, 122.5733, 0, 0, 2.384186e-07, 90.95665, 0, 420.5253, 0, 208.1635, 21.26383, 107.5701, 453.0468, 303.8484, 162.3849, 0, 672.3608, 999.7061, 153.2766, 784.108, 483.9324, 321.024, 41.25459, 704.3207, 311.8696, 895.9941, 151.3829
2, 192.2442, 153.0602, 327.5628, 0, 298.0948, 110.3897, 0, 449.9785, 0, 93.10136, 81.80663, 70.61307, 635.319, 66.33723, -2.288818e-05, 117.5644, 0, 0, 2.384186e-07, 87.27238, 1.907349e-06, 402.1422, 0, 199.3387, 20.40546, 115.783, 434.5765, 289.2971, 166.9858, 0, 724.2842, 957.1141, 152.7201, 842.7385, 623.7108, 307.9273, 39.54012, 674.9808, 299.1454, 858.8399, 144.867
2.1, 183.6397, 146.0307, 345.9389, 0, 285.579, 105.5474, 0, 430.5801, 0, 89.24975, 78.35656, 67.6071, 677.8752, 63.61821, -1.907349e-05, 112.7603, 0, 0, 2.384186e-07, 156.7116, 1.907349e-06, 384.5627, 0, 198.5763, 19.58175, 120.0565, 464.6604, 324.016, 194.211, 0, 710.1329, 1172.804, 146.1582, 818.9782, 605.8899, 295.365, 37.8969, 677.1776, 329.0126, 1049.67, 236.5043
2.2, 175.4203, 139.3241, 356.7959, 0, 318.5976, 100.9174, 0, 494.3778, 0, 137.9643, 120.3681, 64.7291, 700.7684, 61.01064, -2.288818e-05, 160.904, 0, 0, 1.192093e-07, 174.046, 1.907349e-06, 367.7518, 0, 190.1579, 18.79129, 115.99, 445.7166, 308.4988, 186.055, 0, 748.1207, 1226.558, 139.8782, 784.679, 605.3116, 356.4952, 36.32197, 725.7909, 361.6637, 1130.14, 226.3247
2.3, 167.5689, 132.9254, 377.4599, 0, 409.1081, 96.49058, 0, 473.0655, 0, 132.2567, 115.2917, 61.97359, 729.8584, 58.50994, -1.907349e-05, 154.3288, 0, 0, 1.192093e-07, 225.2329, 1.907349e-06, 351.6757, 0, 274.6683, 18.03273, 204.8009, 427.5451, 335.2522, 189.3628, 0, 740.1125, 1202.146, 133.8681, 903.7729, 609.6893, 341.9515, 34.81248, 821.5642, 346.9079, 1225.911, 252.3391
2.4, 160.0688, 304.9279, 359.8795, 0, 436.0044, 92.25793, 0, 535.6981, 0, 126.7853, 110.4294, 59.3354, 696.7007, 56.11174, -1.907349e-05, 148.0223, 0, 0, 0, 216.1096, 0, 336.3023, 0, 286.4461, 17.3048, 196.1204, 451.9168, 390.114, 183.7935, 0, 841.3989, 1289.093, 128.1162, 865.9224, 663.3578, 328.001, 33.36574, 787.3402, 344.9453, 1175.076, 241.4779
2.5, 152.9045, 403.7556, 343.1179, 0, 459.2455, 88.21095, 0, 512.6045, 0, 121.5402, 105.7722, 56.80951, 753.8364, 64.47018, -2.288818e-05, 141.9735, 0, 0, 1.192093e-07, 207.3559, 0, 321.601, 0, 274.3025, 16.60625, 187.8078, 458.6098, 371.4314, 176.075, 0, 867.7036, 1371.232, 122.6114, 864.2147, 636.0587, 377.3889, 31.97911, 874.1769, 367.6903, 1228.511, 282.8803
2.6, 146.0608, 385.2126, 327.137, 0, 439.9637, 84.34148, 0, 490.5064, 0, 116.5121, 140.3416, 54.39114, 792.8088, 61.82769, -1.907349e-05, 151.4833, 0, 0, 0, 198.9568, 0, 307.5424, 0, 292.0281, 15.9359, 179.8476, 439.9127, 414.7996, 168.6806, 0, 827.276, 1312.812, 117.3432, 897.2533, 609.8832, 361.9928, 30.65011, 929.4763, 352.6886, 1177.569, 270.7046
2.7, 139.5234, 367.5213, 342.2016, 0, 456.179, 80.64176, 0, 469.361, 0, 111.692, 134.4229, 52.07574, 828.9623, 59.2935, -1.907349e-05, 145.2931, 0, 0, 0, 230.4939, 0, 294.0983, 0, 279.6479, 15.29261, 172.2248, 523.3507, 394.9348, 161.5968, 0, 847.9933, 1402.991, 112.3013, 946.4758, 597.2723, 347.2248, 29.37634, 890.757, 345.8942, 1274.894, 259.0529
2.8, 133.2787, 396.6449, 326.2634, 0, 471.7546, 121.215, 17.28884, 449.1271, 0, 107.0713, 128.7538, 49.85889, 791.3022, 56.86318, -1.907349e-05, 141.4447, 0, 0, 1.192093e-07, 221.1576, 0, 281.2419, 0, 267.7925, 14.67528, 164.925, 531.493, 376.0214, 170.0151, 0, 853.3488, 1343.217, 107.476, 1014.057, 572.6929, 333.0593, 28.15551, 920.711, 331.7818, 1258.334, 247.9028
2.9, 127.3134, 378.4285, 311.0674, 0, 451.9476, 115.8978, 16.57533, 429.7654, 0, 102.6417, 123.3238, 47.73642, 755.3531, 67.95158, -1.907349e-05, 160.0418, 0, 0, 1.192093e-07, 253.2931, 9.536743e-07, 268.9476, 0, 256.4397, 14.08288, 157.9347, 559.7936, 358.0137, 180.8145, 0, 813.59, 1285.99, 102.8581, 971.588, 687.5466, 319.4716, 26.98541, 882.3569, 318.2451, 1260.793, 237.2325
3, 183.2495, 361.0488, 331.4811, 0, 461.0651, 110.8139, 65.4157, 411.2385, 0, 98.39546, 118.1228, 87.23308, 765.3943, 65.16638, -1.525879e-05, 153.5019, 0, 0, 1.192093e-07, 243.0332, 9.536743e-07, 257.1907, 0, 316.9838, 13.51439, 151.2406, 536.9713, 340.8683, 173.2211, 0, 775.6836, 1295.713, 98.43858, 1096.777, 689.5062, 353.7293, 25.86394, 874.384, 305.2607, 1208.512, 227.0216
3.1, 175.0477, 344.4672, 473.9663, 0, 528.5206, 105.9529, 77.89685, 501.8694, 0, 94.32485, 142.0048, 94.96339, 881.1569, 62.49535, -1.525879e-05, 147.2292, 0, 0, 2.384186e-07, 233.189, 9.536743e-07, 245.9477, 0, 303.5456, 12.96885, 144.8303, 515.0795, 469.7058, 224.5646, 0, 824.3212, 1477.527, 165.1458, 1057.786, 717.3218, 468.5667, 24.78908, 837.9597, 331.5127, 1358.918, 217.2501
3.2, 167.2129, 328.6471, 451.8911, 0, 529.8284, 101.3052, 74.68206, 480.2342, 0, 90.42264, 136.0159, 97.28718, 841.1257, 118.8559, -1.525879e-05, 167.8753, 0, 0, 2.384186e-07, 223.7434, 9.536743e-07, 235.1962, 0, 290.6771, 12.44533, 138.6917, 505.843, 447.2116, 215.1339, 0, 785.9148, 1574.308, 179.1478, 1030.271, 734.277, 449.4508, 23.75888, 998.0717, 329.3576, 1400.197, 207.8992
3.3, 159.7288, 313.5536, 430.844, 0, 604.0958, 96.86133, 86.39378, 550.6115, 0, 86.68185, 252.522, 93.14571, 963.2321, 113.9842, -1.525879e-05, 161.0152, 0, 0, 2.384186e-07, 281.1465, 0, 224.9147, 0, 278.3541, 11.94295, 132.8132, 527.8791, 563.212, 206.0993, 0, 783.9258, 1716.999, 293.9754, 1210.329, 779.4708, 470.0568, 22.7715, 956.4949, 315.9198, 1488.251, 237.6153
3.4, 152.5796, 299.1533, 410.7772, 0, 660.2416, 210.6259, 159.7444, 670.7111, 0, 83.09583, 284.3069, 89.18053, 1095.562, 109.3122, -1.525879e-05, 170.8839, 0, 0, 1.788139e-07, 269.7585, 0, 215.0827, 0, 266.5536, 11.46084, 133.486, 652.7977, 708.6767, 197.444, 0, 747.4016, 1875.18, 414.3426, 1278.46, 905.4091, 531.7709, 21.82515, 987.5813, 425.3234, 1537.25, 413.714
3.5, 145.7505, 285.4144, 391.645, 0, 740.8111, 201.3866, 153.1518, 641.7971, 51.6714, 79.65814, 294.7051, 162.9503, 1045.79, 104.8318, 7.092861, 317.8129, 0, 0, 1.788139e-07, 294.9294, 0, 205.6805, 0, 255.2533, 51.43557, 127.8282, 672.8141, 724.3177, 286.5507, 0, 727.5505, 1926.439, 421.9881, 1325.586, 986.3022, 594.2723, 20.91814, 1009.819, 407.9703, 1473.505, 395.9069
3.6, 139.227, 272.3064, 373.4039, 0, 709.7075, 192.5526, 174.7241, 642.6929, 106.2584, 76.36269, 336.4602, 156.0136, 998.2797, 148.0415, 6.802177, 304.8257, 0, 0, 1.788139e-07, 282.983, 0, 196.6892, 0, 244.4321, 117.783, 153.8428, 645.384, 708.0576, 274.5168, 0, 771.3707, 1997.256, 464.3217, 1503.821, 973.9967, 625.0361, 20.04881, 1061.292, 391.3252, 1412.403, 378.8663
3.7, 132.9955, 259.8004, 356.0124, 0, 766.0463, 184.1061, 167.5133, 749.5607, 133.8053, 73.20357, 322.2704, 235.7234, 1089.286, 141.9736, 13.86508, 295.5558, 0, 0, 1.192093e-07, 271.5205, -9.536743e-07, 188.091, 0, 234.0697, 113.0284, 147.3222, 722.7328, 852.6282, 323.9267, 0, 754.0939, 1969.668, 444.3712, 1558.414, 1071.734, 599.5369, 19.21562, 1028.07, 375.3592, 1579.533, 362.5591
3.8, 127.0429, 247.8688, 339.4309, 0, 801.024, 275.0849, 284.4389, 717.2476, 195.582, 70.17514, 387.5299, 227.7516, 1258.998, 136.1544, 72.08589, 283.4782, 0, 0, 1.192093e-07, 260.5224, 17.30388, 179.8687, 0, 224.1465, 163.2471, 141.0779, 693.2675, 858.7303, 310.3232, 0, 761.2521, 2098.685, 522.7085, 1785.924, 1210.074, 575.0779, 18.41705, 1156.106, 360.0446, 1574.985, 346.9539
3.9, 145.3307, 236.4851, 323.6217, 0, 767.3924, 290.0502, 272.7002, 686.3274, 187.0026, 67.272, 400.5653, 218.0563, 1262.688, 130.5737, 69.13164, 271.8941, 0, 0, 79.37179, 316.4033, 47.17832, 172.0059, 0, 274.5988, 176.2325, 163.9238, 854.9164, 900.0826, 301.3927, 0, 756.111, 2115.782, 629.4262, 1711.129, 1261.804, 551.6168, 17.65166, 1169.018, 345.3548, 1548.403, 332.0203
4, 160.6245, 225.6243, 412.2926, 0, 735.1728, 277.3269, 286.0621, 715.4902, 250.9647, 64.48896, 383.672, 241.12, 1276.772, 125.2218, 66.29845, 260.7834, 0, 0, 75.76635, 303.5871, 45.11823, 164.4867, 0, 262.9574, 216.7429, 156.9759, 905.9088, 1196.632, 322.3199, 0, 759.9001, 2157.379, 626.9466, 1861.291, 1220.64, 529.1128, 16.91809, 1120.32, 331.2644, 1568.784, 317.7295
4.1, 153.4352, 215.2622, 393.0898, 0, 808.9229, 363.8462, 310.3354, 822.3559, 239.9559, 61.82105, 468.0989, 230.8556, 1544.181, 120.0892, 92.04808, 250.1268, 0, 0, 143.5911, 291.2901, 114.2679, 157.2962, 0, 251.8096, 207.9935, 150.3225, 987.5363, 1167.634, 308.784, 0, 751.7519, 2375.859, 600.0086, 1958.877, 1209.591, 596.5, 16.215, 1269.118, 345.4642, 1589.041, 405.976
4.2, 146.5678, 205.376, 374.7814, 0, 1007.628, 355.3583, 297.528, 835.3361, 347.8857, 59.26352, 630.7488, 221.0282, 1588.814, 115.167, 88.27573, 262.2856, 0, 0, 221.7714, 279.4911, 109.2783, 150.4201, 0, 241.1344, 276.4646, 143.9511, 1068.146, 1162.963, 295.8165, 15.93662, 759.4937, 2625.881, 944.2827, 2280.365, 1248.861, 600.5304, 15.54113, 1434.664, 331.3694, 1666.358, 388.502
4.3, 140.0077, 195.9439, 357.3257, 0, 969.597, 402.3289, 344.3225, 846.2974, 332.6253, 56.81179, 746.4846, 211.6191, 1802.885, 110.4465, 84.65797, 251.5676, 0, 0, 211.6975, 268.1701, 126.8301, 143.8446, 0, 238.2309, 301.5342, 170.484, 1198.124, 1399.029, 325.4385, 15.23338, 791.409, 2725.938, 903.7098, 2549.07, 1197.467, 576.0309, 14.89527, 1474.409, 330.7987, 1630.357, 371.7801
4.4, 133.7413, 186.9449, 379.301, 0, 1133.556, 403.1228, 364.4017, 809.814, 333.6222, 54.46149, 715.0027, 202.6105, 1881.482, 105.9196, 81.18848, 261.4283, 0, 0, 221.226, 257.3077, 198.0979, 137.5565, 0, 249.3362, 294.1942, 188.3599, 1320.364, 1332.029, 311.7716, 57.18362, 754.5361, 2808.763, 982.3838, 2505.182, 1308.092, 565.3634, 14.27625, 1580.375, 317.3022, 1626.755, 355.778
4.5, 127.7553, 178.3593, 361.6349, 0, 1085.962, 392.7414, 349.3629, 774.9034, 367.9725, 52.20841, 684.8485, 193.9855, 1982.165, 101.5781, 77.86118, 250.7453, 0, 0, 245.1901, 246.8852, 189.4477, 131.5433, 0, 251.4201, 324.6704, 180.3763, 1311.525, 1508.181, 298.6786, 54.66024, 719.3812, 2800.896, 940.1737, 2541.894, 1254.261, 542.2986, 13.68295, 1582.077, 304.3563, 1752.404, 340.4645
4.6, 122.0372, 170.1679, 395.0356, 0, 1092.582, 391.6971, 413.5745, 783.468, 351.831, 50.04855, 655.9661, 185.7276, 2164.957, 97.41466, 74.67023, 240.4988, 0, 0, 234.0525, 236.8849, 181.1753, 125.7929, 0, 305.2243, 311.5643, 179.9806, 1409.03, 1435.954, 286.1354, 52.24821, 775.5403, 2928.44, 976.8736, 2651.215, 1301.701, 520.1748, 13.11431, 1663.054, 291.9386, 1679.737, 325.8103
4.7, 156.1964, 162.3528, 376.6366, 0, 1046.709, 491.931, 396.5064, 749.6931, 367.9441, 47.97804, 628.3016, 177.8213, 2432.591, 93.42184, 71.61007, 230.671, 0, 0, 316.3588, 227.2897, 173.264, 120.2939, 0, 292.2846, 311.6311, 172.3521, 1351.585, 1399.926, 344.1294, 49.94262, 773.5408, 3031.66, 934.9003, 2664.93, 1248.133, 498.9536, 12.5693, 1593.776, 280.0276, 1706.746, 311.7867
4.8, 149.2054, 154.8965, 378.1666, 0, 1002.763, 470.352, 380.1426, 910.1619, 363.0239, 45.99319, 601.8039, 170.2515, 2452.04, 94.35507, 68.67532, 297.1767, 0, 0, 332.7792, 218.0832, 165.6983, 115.0353, 0, 279.8935, 299.0514, 165.047, 1395.458, 1411.506, 329.6776, 47.73877, 737.5004, 2999.439, 949.4345, 2715.242, 1231.24, 560.0438, 12.04694, 1596.925, 268.6025, 1738.893, 298.3668
4.9, 142.5273, 147.7827, 360.5533, 0, 1031.595, 449.7195, 364.4542, 963.6057, 432.7147, 44.09045, 576.4236, 163.0039, 2527.903, 181.2158, 127.4668, 285.0329, 0, 0, 356.4594, 291.0211, 158.4628, 110.0066, 0, 346.6803, 286.9795, 168.33, 1338.566, 1343.909, 315.8326, 135.4825, 825.1804, 2943.017, 1008.104, 2680.934, 1185.376, 537.196, 11.54629, 1672.572, 372.6973, 1799.486, 380.8579
5, 136.148, 140.9956, 374.9418, 0, 988.2828, 429.9922, 349.4132, 922.0652, 413.7332, 76.11832, 552.1138, 156.0649, 2450.205, 173.7882, 122.2429, 293.4264, 0, 0, 358.0077, 279.2331, 151.5434, 105.1977, 0, 331.9831, 276.0627, 161.1954, 1283.994, 1486.103, 302.5691, 157.8087, 786.7339, 3001.695, 1083.482, 2793.718, 1248.983, 515.2803, 11.06644, 1602.898, 454.1317, 1802.718, 364.465
5.1, 130.0543, 134.5202, 381.0135, 0, 970.6364, 411.1301, 346.6967, 927.9487, 395.5844, 124.0334, 528.8292, 149.4213, 2520.976, 166.6649, 117.2331, 331.9061, 0, 0, 363.5487, 295.6055, 144.9261, 100.5991, 0, 317.909, 293.1767, 156.7021, 1421.357, 1414.933, 289.8625, 221.2949, 750.0789, 2993.476, 1152.72, 2689.081, 1197.584, 494.2588, 10.60654, 1811.326, 435.6032, 1770.072, 348.7777
5.2, 124.2334, 128.3423, 363.2675, 0, 1043.031, 393.0955, 379.8369, 1079.049, 463.604, 118.9022, 506.5266, 143.0605, 2675.32, 159.8337, 112.4286, 318.343, 0, 0, 347.0346, 283.6318, 138.5977, 96.20143, 0, 304.4316, 281.3419, 150.0603, 1459.051, 1635.53, 277.6896, 211.5297, 757.5762, 3106.86, 1351.109, 2883.45, 1260.754, 503.7473, 10.16575, 1873.17, 439.1539, 1884.8, 333.7656
5.3, 118.6729, 122.448, 346.3481, 0, 999.239, 375.852, 364.1611, 1141.645, 443.2675, 113.9832, 485.1646, 136.9704, 2870.377, 153.2825, 107.821, 327.2646, 0, 0, 409.3541, 272.143, 132.5457, 91.99603, 0, 291.5255, 269.9849, 155.4317, 1523.806, 1774.606, 266.0279, 259.7797, 722.2796, 3174.342, 1322.405, 3128.224, 1235.787, 578.1554, 9.743275, 1891.645, 542.6411, 1884.117, 319.3997
5.4, 113.3614, 116.8244, 330.2167, 0, 1008.413, 359.3648, 349.1322, 1092.429, 423.8232, 109.2677, 464.7034, 131.1396, 2853.42, 146.9997, 103.4022, 313.8912, 0, 0, 390.7594, 261.1197, 133.8613, 87.97447, 0, 279.1666, 259.0863, 148.8438, 1584.418, 1743.474, 299.3217, 248.3162, 710.6071, 3307.549, 1293.061, 3042.637, 1298.623, 554.5687, 9.33836, 1938.376, 531.3434, 1822.797, 305.6521
5.5, 108.2876, 111.4591, 314.8367, 0, 986.5681, 343.601, 334.7236, 1045.335, 405.2318, 104.7473, 445.1052, 125.5571, 2858.941, 140.9745, 99.16456, 303.5127, 0, 0, 373.0093, 250.5428, 128.0161, 84.12871, 0, 267.3316, 248.6277, 142.535, 1654.68, 1659.979, 344.8061, 249.5232, 677.4988, 3325.276, 1237.502, 3164.341, 1245.181, 531.9443, 8.950274, 1957.181, 514.9796, 2022.458, 292.4962
5.6, 103.4408, 106.3402, 337.1029, 0, 1044.994, 328.5286, 320.9096, 1000.271, 387.4559, 100.4139, 426.3335, 120.2122, 2740.706, 135.1963, 95.10056, 347.5116, 0, 0, 356.0655, 277.9077, 147.7237, 80.45107, 0, 255.9984, 238.5912, 136.4937, 1587.22, 1580.482, 330.3258, 238.5123, 670.9098, 3242.503, 1207.261, 3073.755, 1237.907, 510.2429, 8.578315, 1875.65, 493.9685, 2044.41, 279.9066
5.7, 98.81102, 101.4564, 450.7952, 0, 1001.119, 314.1173, 307.6657, 1014.262, 370.4597, 96.2598, 408.3535, 115.0948, 2791.21, 129.6548, 91.2031, 333.3109, 0, 0, 339.8913, 286.7598, 150.6496, 76.93419, 0, 245.1456, 228.9599, 130.7084, 1570.337, 1504.793, 329.8507, 227.9874, 718.3575, 3284.636, 1262.677, 2967.339, 1186.963, 489.4268, 8.221813, 1858.338, 473.8146, 1998.578, 267.8588
5.8, 94.38844, 96.79694, 429.7991, 0, 995.5912, 300.3383, 294.9684, 1021.372, 354.2092, 92.27754, 391.1318, 110.1952, 2712.448, 124.3406, 87.46538, 319.6905, 0, 0, 324.4519, 275.1444, 144.0713, 73.57104, 0, 256.5701, 219.7174, 125.1683, 1529.315, 1523.696, 357.5905, 241.3885, 684.8882, 3176.05, 1208.424, 2878.019, 1155.488, 469.46, 7.880128, 1814.753, 483.9155, 1915.703, 256.3297
