 , C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C015, C017, C018, C019, C020, C021, C022, C024, C025, C026, C028, C029, C031, C033, C036, C039, C040, C041, C042, C044, C048, C050, C052, C054, C057, C058, C061, C065, C072, C073, C100, C102, C103, C123, C132, C133, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
357.5, 117.9769, 289.2569, 515.7303, 563.4697, 177.4071, 89.52885, 0.6447195, 329.4664, 237.1537, 909.6382, 560.3583, 1002.472, 165.2575, 331.9826, 997.4827, 618.4226, 1118.564, 654.876, 88.84822, 3.856248, 800.6152, 889.4587, 221.4493, 28.39721, 234.6238, 8.86659, 23.60986, 798.8225, 211.8986, 472.8884, 125.0756, 482.724, 2.587749, 561.9349, 861.3177, 71.42284, 19.42895, 309.6081, 1042.3, 59.23387, 454.9703, 665.2913, 898.7669, 2324.677, 462.0351, 630.2275, 757.2267
357.6, 112.4634, 291.7282, 571.9049, 539.5416, 168.9997, 85.43537, 0.6116471, 311.4221, 225.4217, 946.9418, 535.7957, 1003.077, 158.5225, 317.6303, 1012.031, 591.8757, 1072.286, 659.136, 117.7093, 3.699115, 762.5635, 852.5555, 212.25, 27.22897, 225.0296, 8.505135, 22.62618, 762.7662, 203.3081, 451.2906, 119.9514, 461.6158, 2.479249, 534.4039, 857.7075, 68.35381, 18.4203, 437.4024, 1043.881, 56.66768, 434.6993, 635.7439, 858.0346, 2338.949, 437.9987, 599.7754, 895.2372
357.7, 107.2077, 279.1333, 547.278, 516.6296, 160.9908, 81.52905, 0.5802712, 333.4596, 214.2701, 933.4182, 512.3096, 955.7521, 152.0619, 303.8985, 991.0405, 566.4684, 1058.369, 672.937, 112.9321, 3.548385, 726.3203, 881.6657, 203.4328, 26.1088, 215.8277, 8.158414, 21.68348, 728.3374, 195.0658, 430.6792, 115.0371, 441.4306, 2.375298, 585.6901, 879.4714, 65.41666, 17.46401, 418.6677, 1011.79, 54.21267, 415.3314, 607.5088, 863.6276, 2321.302, 492.4517, 570.7947, 852.8614
357.8, 102.1975, 267.0822, 655.9811, 494.6906, 153.3613, 77.80134, 0.5505048, 315.1966, 203.6701, 909.8343, 489.8531, 973.4781, 145.8646, 407.4748, 944.293, 542.1517, 1014.581, 640.8217, 108.3489, 3.403797, 717.7422, 845.0858, 194.9818, 25.03471, 207.0021, 7.825828, 20.78006, 695.4626, 187.1578, 411.0092, 110.3241, 422.128, 2.275706, 685.9161, 841.608, 62.60571, 16.55736, 484.9385, 982.1723, 51.86402, 396.8265, 580.5276, 824.4879, 2268.192, 466.8329, 543.2144, 948.4764
357.9, 97.4215, 255.5514, 627.7336, 473.6832, 146.0935, 74.24406, 0.5222654, 297.9338, 193.5945, 1011.478, 468.3809, 991.6121, 139.9199, 389.8588, 899.7506, 540.28, 1062.402, 680.4114, 103.9516, 3.265101, 714.8291, 872.3394, 186.882, 24.00481, 198.5374, 7.506799, 19.91428, 664.0716, 179.5703, 392.2375, 135.1858, 507.0394, 2.180289, 652.3109, 843.3335, 59.91555, 15.69779, 555.5458, 961.0737, 49.61712, 379.1461, 554.7448, 787.1219, 2330.955, 442.5468, 516.9667, 903.5806
358, 124.6166, 244.5184, 600.7026, 533.2143, 149.3069, 70.84944, 0.4954745, 318.0837, 271.4468, 962.8002, 540.2268, 944.8284, 134.2174, 432.0183, 929.7872, 726.8531, 1038.163, 647.9394, 99.7328, 3.132056, 680.8546, 836.1464, 216.6916, 23.01728, 190.4188, 7.200777, 19.08457, 750.4269, 224.3996, 374.3232, 129.6474, 484.868, 2.088873, 737.1622, 807.0258, 57.34098, 14.88283, 531.7508, 993.9825, 47.46756, 408.3273, 530.1071, 781.092, 2377.5, 473.5563, 622.5989, 860.8098
358.1, 118.7929, 233.9617, 574.8355, 510.571, 142.2312, 67.61003, 0.470058, 300.6628, 258.0183, 916.4648, 516.5466, 900.2521, 128.7474, 413.3412, 885.929, 695.6516, 1109.861, 617.0171, 95.68521, 3.004432, 648.4949, 826.0292, 245.0287, 22.07037, 182.6322, 6.907229, 18.28942, 774.9034, 215.3023, 357.2271, 124.3358, 463.666, 2.00129, 801.7263, 772.2813, 54.87705, 19.5962, 508.9749, 993.0709, 45.41113, 390.1344, 656.9332, 745.6927, 2275.776, 519.5447, 649.1803, 820.0636
358.2, 113.2413, 340.8967, 550.0823, 488.8893, 135.4908, 64.51873, 51.25571, 284.196, 245.2541, 872.3594, 493.9043, 857.7787, 123.5003, 476.563, 912.6602, 665.7896, 1063.943, 622.3385, 91.8019, 2.882009, 712.8401, 791.7576, 234.8499, 21.16242, 175.1641, 6.625649, 17.52741, 739.9268, 206.5739, 340.9117, 119.2419, 443.3912, 1.917379, 762.4471, 806.7517, 52.51899, 18.57886, 487.1746, 949.555, 43.44378, 372.7521, 704.2165, 792.9038, 2196.959, 492.5165, 617.8124, 781.2461
358.3, 107.9492, 326.1791, 633.9814, 479.5378, 129.0698, 61.56878, 48.62643, 410.5545, 233.1214, 899.1664, 558.0951, 864.0563, 118.467, 495.4634, 917.0018, 674.6698, 1019.925, 592.638, 88.07618, 2.764574, 692.9925, 758.9079, 225.0938, 20.29182, 168.0013, 6.355547, 16.79715, 706.5288, 198.1992, 325.3416, 114.3567, 524.9004, 1.836986, 725.0923, 831.5506, 50.26226, 17.61434, 466.308, 907.946, 41.56167, 463.7328, 734.5477, 859.8799, 2176.953, 466.8943, 665.885, 880.6993
358.4, 137.7296, 369.7032, 606.6813, 459.1739, 122.9531, 58.7537, 124.2535, 408.1745, 221.5888, 912.9637, 562.4349, 823.2907, 113.6389, 474.0435, 897.9572, 703.2095, 1027.312, 564.3549, 84.50167, 2.651924, 660.0559, 761.1824, 215.7431, 19.45704, 161.1314, 6.096457, 16.09731, 732.0444, 190.1641, 310.4825, 142.0484, 532.2429, 1.759964, 689.5677, 795.7502, 207.4383, 71.77496, 446.3352, 1046.968, 39.7611, 443.0714, 701.9244, 901.8177, 2217.396, 456.4632, 633.71, 1086.072
358.5, 160.5966, 401.7407, 580.5568, 518.8319, 117.1263, 56.06733, 117.8796, 385.8195, 248.6493, 869.0268, 602.5909, 784.4484, 109.0076, 571.5998, 855.6004, 673.0229, 1030.112, 537.4216, 99.48996, 2.543864, 710.1163, 796.7053, 206.7808, 18.6566, 154.5424, 5.847929, 15.42663, 813.6863, 182.4548, 296.3022, 136.2288, 555.8923, 1.686172, 655.7836, 827.9375, 198.5247, 68.04875, 427.2178, 1024.998, 38.03853, 423.3305, 670.7501, 860.9472, 2140.398, 432.7166, 603.0896, 1121.89
358.6, 153.0914, 384.3962, 555.5573, 496.7994, 220.7961, 53.5038, 153.4466, 435.4078, 273.5479, 827.2043, 576.1769, 982.0211, 104.565, 546.8884, 872.8432, 671.9705, 987.4934, 637.5587, 95.45222, 2.440208, 702.6387, 763.6503, 198.1908, 17.88908, 189.3536, 5.609531, 14.7839, 776.9591, 175.0579, 282.7694, 130.6476, 531.5847, 1.615473, 702.6722, 792.2927, 189.9941, 64.516, 408.9193, 1065.464, 36.39059, 404.4692, 640.9602, 912.0225, 2225.545, 410.2054, 774.8301, 1068.786
358.7, 145.937, 418.1467, 531.6343, 475.7025, 295.3325, 51.05747, 145.5752, 462.3555, 301.3682, 844.1155, 568.0585, 970.8288, 189.887, 523.2453, 831.6711, 643.1249, 999.6205, 793.806, 91.57836, 2.340776, 744.4846, 838.9179, 189.9576, 17.15314, 181.6106, 5.380853, 14.16794, 837.1898, 167.961, 269.8547, 130.5675, 508.3399, 1.547739, 843.4152, 758.1824, 181.8301, 153.2697, 391.4045, 1050.492, 34.81404, 386.4482, 612.4934, 870.6894, 2130.323, 442.323, 737.3909, 1018.195
358.8, 139.1169, 442.0668, 508.7414, 455.5015, 281.3365, 48.723, 138.1076, 437.0331, 359.5993, 849.311, 654.4478, 1040.724, 182.1481, 500.6244, 940.9792, 653.253, 1056.609, 755.9223, 87.86172, 2.245395, 783.6317, 856.3337, 182.0665, 16.44748, 174.1842, 5.161497, 13.57765, 863.1782, 161.1517, 257.5299, 258.4981, 486.1116, 1.482845, 857.3271, 931.7502, 174.0169, 167.8509, 493.0147, 1014.232, 33.3058, 369.2302, 749.26, 919.2035, 2225.545, 419.312, 701.7608, 969.9992
358.9, 183.8394, 422.9813, 486.8343, 514.044, 321.4136, 46.49526, 174.2134, 413.0976, 341.8099, 808.4374, 625.7607, 1006.897, 174.7247, 478.9814, 896.5931, 647.4427, 1012.894, 744.5492, 84.29591, 2.1539, 877.5651, 891.7841, 174.5031, 15.77085, 243.9743, 4.951083, 13.01195, 824.2171, 154.6186, 245.768, 247.9076, 535.5527, 1.420672, 846.548, 929.0812, 166.5394, 159.1369, 471.8979, 1066.603, 31.86289, 352.7793, 715.9833, 903.9338, 2231.755, 397.4982, 667.8523, 924.0845
359, 175.248, 454.4632, 465.8706, 527.81, 306.1816, 44.36938, 192.085, 390.4729, 360.515, 769.5308, 739.1331, 1064.976, 278.1584, 458.274, 859.3797, 619.65, 1062.649, 850.9189, 80.87482, 2.066134, 864.5591, 854.7844, 167.254, 15.12206, 233.9977, 4.749247, 12.46982, 908.0164, 148.3502, 234.5432, 237.7511, 545.3928, 1.361105, 839.8323, 889.0818, 159.3832, 150.8753, 493.6789, 1108.442, 30.4825, 337.0613, 684.1846, 862.9673, 2174.708, 401.8157, 635.5822, 880.3433
359.1, 167.0581, 434.8425, 445.8096, 526.6989, 362.2479, 150.9906, 209.0842, 383.4265, 342.6803, 788.5507, 706.7339, 1207.647, 305.4689, 438.4619, 880.2587, 593.0504, 1018.684, 810.3096, 77.59257, 1.981944, 823.4683, 846.8348, 160.306, 14.49995, 224.4291, 4.555638, 11.95027, 867.0314, 142.336, 223.8311, 228.0106, 521.5442, 1.304036, 798.6862, 888.1094, 194.2169, 143.0426, 472.5337, 1104.729, 29.16191, 322.0437, 780.7091, 823.8575, 2163.286, 424.3525, 604.8714, 1045.055
359.2, 159.2509, 448.584, 426.6125, 583.2578, 381.9345, 144.0869, 286.3101, 398.1836, 325.7279, 857.6397, 675.755, 1208.639, 293.0195, 419.5063, 861.0473, 567.5927, 976.5385, 771.6383, 74.44353, 1.901185, 926.2467, 914.1065, 153.6467, 13.90344, 215.2518, 4.369923, 11.45238, 827.8964, 191.5537, 213.6083, 218.6692, 498.7385, 1.24936, 759.556, 912.632, 185.8714, 135.6166, 452.2942, 1090.045, 27.89853, 307.6952, 776.1691, 786.5201, 2165.653, 402.2764, 575.6445, 995.588
359.3, 170.9245, 479.5927, 408.242, 583.2114, 363.8345, 137.4989, 271.6231, 435.6096, 309.6141, 856.4058, 688.6963, 1195.186, 281.0775, 401.3702, 899.8662, 617.08, 936.1365, 734.8126, 71.42229, 1.823716, 882.224, 895.6714, 147.2639, 13.33146, 206.4498, 4.191779, 10.97522, 790.5278, 233.1009, 203.8524, 209.7105, 507.8874, 1.196976, 800.1926, 873.3409, 177.8846, 128.576, 509.3555, 1087.113, 26.68988, 293.986, 894.082, 881.3669, 2166.344, 381.3488, 547.8298, 948.4621
359.4, 221.2473, 476.2493, 518.1384, 558.445, 346.5922, 131.2121, 276.285, 411.752, 375.7112, 815.1907, 806.0556, 1138.798, 269.6222, 384.0182, 924.5599, 624.1072, 1044.685, 699.7443, 68.52366, 1.749404, 840.2936, 858.5103, 187.776, 12.78302, 198.0076, 4.020896, 10.51795, 754.8459, 223.6509, 194.542, 249.5103, 485.6789, 1.146789, 864.8759, 890.3132, 170.2409, 121.901, 487.5389, 1039.476, 25.5336, 280.8875, 932.3688, 841.4232, 2177.528, 361.5099, 521.3591, 1129.099
359.5, 210.9077, 455.688, 565.3182, 534.7303, 330.167, 148.3117, 414.4605, 389.2011, 579.132, 1190.745, 770.723, 1403.549, 306.87, 367.4163, 967.8657, 597.3163, 1001.463, 666.3497, 65.74268, 1.67812, 907.8072, 920.01, 197.5408, 12.25714, 250.0639, 3.85698, 10.07973, 956.3203, 214.5839, 185.6568, 239.2881, 522.4387, 1.098706, 822.5029, 851.983, 227.4149, 115.5725, 597.5144, 1105.081, 24.42741, 268.3727, 1077.77, 882.9149, 2244.704, 342.7031, 496.1674, 1145.66
359.6, 239.5569, 436.0145, 601.3492, 512.0226, 314.5203, 141.5305, 393.1998, 390.4803, 647.1304, 1179.009, 736.9392, 1353.448, 308.3163, 351.5321, 922.2114, 740.8784, 1005.651, 674.4968, 63.07455, 1.609741, 864.6608, 881.8392, 239.0352, 11.7529, 434.0761, 3.699746, 9.659766, 1091.592, 205.8846, 177.1775, 229.4847, 514.7037, 1.052639, 836.8924, 815.3029, 217.6429, 109.5725, 614.3039, 1101.419, 23.36914, 256.4155, 1065.836, 886.312, 2148.662, 324.8747, 472.193, 1118.144
359.7, 228.3616, 417.1903, 575.4543, 657.529, 324.1071, 135.0594, 417.0485, 442.8593, 732.4752, 1156.525, 704.6363, 1289.593, 295.7509, 336.3347, 878.7106, 709.0749, 1157.489, 805.3405, 60.51472, 1.544148, 861.9327, 845.252, 229.1053, 11.26939, 416.326, 3.548922, 9.257301, 1042.321, 197.5379, 169.0854, 220.0829, 640.9474, 1.008503, 860.4163, 780.202, 208.2908, 103.8841, 587.9921, 1053.155, 22.35672, 342.6014, 1018.5, 925.9526, 2121.37, 307.9737, 449.377, 1135.105
359.8, 217.6895, 438.3104, 550.6744, 629.6066, 415.8975, 181.9168, 395.655, 505.2687, 696.2396, 1168.185, 673.7493, 1358.798, 323.621, 321.7943, 887.8719, 715.4818, 1314.128, 766.9063, 58.05877, 192.2818, 952.572, 886.259, 219.5879, 10.80578, 399.3016, 3.404247, 8.871605, 1028.496, 189.5296, 161.3629, 211.0663, 612.9205, 0.9662185, 867.3156, 789.8215, 199.3406, 98.49092, 562.8074, 1070.963, 21.38816, 366.586, 1125.352, 1154.09, 2055.445, 291.952, 427.6635, 1081.375
359.9, 254.4304, 419.3871, 526.9617, 602.87, 495.0338, 173.5992, 375.359, 530.9321, 661.7965, 1111.966, 644.2162, 1325.05, 310.4318, 489.0956, 932.6326, 684.7685, 1259.759, 730.3064, 55.70249, 279.9242, 976.5075, 858.5276, 210.4659, 10.36125, 428.9012, 3.265469, 8.501978, 1151.478, 181.8459, 153.9932, 202.4191, 586.1192, 0.9257064, 860.5526, 755.8177, 376.1711, 93.37776, 602.521, 1091.649, 20.46157, 350.2529, 1075.372, 1126.354, 2149.992, 276.7638, 406.9991, 1030.189
360, 242.5401, 448.9568, 504.27, 577.2687, 471.5739, 165.6618, 481.6087, 501.8539, 629.0574, 1112.361, 615.9777, 1466.16, 297.7801, 467.951, 930.9032, 695.1612, 1207.639, 695.4532, 53.44184, 268.5179, 1015.772, 879.0729, 201.7228, 9.934995, 430.8511, 3.132349, 8.147751, 1099.504, 174.4738, 146.96, 194.1261, 560.4898, 0.886893, 818.3914, 723.2778, 549.2068, 88.53005, 756.3618, 1043.813, 19.57511, 334.6475, 1083.355, 1217.817, 2145.721, 262.3657, 387.3332, 981.425
360.1, 231.2054, 429.5738, 482.5555, 571.7661, 466.7541, 158.0873, 587.5255, 504.9549, 597.9378, 1139.92, 588.977, 1396.988, 285.6441, 447.7205, 916.7174, 665.3201, 1157.676, 741.6123, 51.27295, 257.5765, 985.8802, 842.6005, 193.3429, 9.526279, 430.8786, 3.004655, 7.808282, 1049.876, 167.4005, 140.248, 186.1729, 535.9811, 0.849707, 831.9101, 692.1389, 730.9011, 83.93401, 723.9655, 998.074, 18.72706, 403.783, 1035.241, 1162.625, 2053.914, 351.6675, 368.6176, 934.9695
360.2, 220.4005, 411.0277, 461.776, 547.4857, 444.6344, 150.8592, 557.387, 554.6658, 568.3577, 1085.06, 563.1599, 1331.079, 274.0026, 428.3647, 873.4758, 668.6208, 1109.78, 769.613, 49.19207, 247.0809, 948.4485, 807.6413, 185.3112, 9.134378, 413.2592, 2.882167, 7.482957, 1039.787, 160.614, 133.8426, 178.5456, 606.0483, 0.8140801, 943.165, 730.7786, 883.2537, 79.57658, 692.9567, 1096.151, 17.91575, 385.7926, 1128.425, 1299.177, 1966.035, 333.3727, 350.8062, 986.8892
360.3, 210.1005, 393.2823, 500.3655, 586.3256, 471.709, 143.9615, 528.7945, 524.2877, 540.241, 1032.841, 642.8719, 1268.279, 262.8356, 409.8456, 832.2738, 690.0798, 1063.865, 732.8839, 47.19564, 237.0129, 1141.001, 904.7635, 177.6131, 8.758599, 396.3602, 2.764673, 7.171187, 1132.112, 154.1026, 127.7297, 171.2307, 663.1295, 0.779947, 940.1481, 699.3167, 868.1166, 75.44535, 663.2761, 1149.619, 17.13959, 368.6038, 1210.114, 1240.298, 1975.568, 438.8489, 333.8556, 940.1751
360.4, 200.2818, 376.303, 478.8191, 561.4269, 449.3545, 137.3792, 501.6687, 495.5734, 513.5153, 1107.357, 681.7876, 1208.443, 252.1238, 392.1271, 793.0154, 660.4569, 1019.85, 831.5833, 45.28024, 227.3552, 1086.772, 867.2253, 170.2347, 8.39828, 427.9994, 2.651968, 6.872406, 1081.012, 147.8552, 121.896, 164.2156, 634.1327, 0.7472451, 894.0872, 781.4106, 830.8138, 71.5286, 634.8667, 1099.243, 16.39705, 352.1808, 1156.369, 1249.666, 1955.982, 461.0154, 317.7239, 895.6722
360.5, 190.922, 439.7035, 541.8419, 537.5856, 428.0594, 131.0979, 475.9344, 468.4317, 488.1116, 1054.065, 651.9022, 1151.429, 241.8484, 375.1747, 755.6088, 632.1056, 1078.335, 791.8968, 43.44257, 218.091, 1035.12, 831.2444, 163.1629, 8.052784, 427.3809, 2.543858, 6.586074, 1032.219, 141.8611, 116.3288, 157.4878, 606.4038, 0.7159142, 850.283, 747.7689, 919.3399, 67.81519, 607.6742, 1085.01, 15.68668, 379.3062, 1105.012, 1308.339, 1917.207, 491.2314, 424.0995, 903.4166
360.6, 181.9996, 420.7201, 518.5095, 566.2477, 458.6209, 125.1038, 466.5544, 463.1159, 463.9647, 1036.8, 623.3267, 1167.901, 231.9919, 358.9551, 795.1135, 604.9713, 1075.025, 754.1042, 41.67948, 209.2043, 985.9222, 869.3349, 156.3849, 7.721501, 409.9044, 2.440155, 6.311671, 985.6277, 136.11, 111.0158, 151.0357, 579.8874, 0.6858971, 808.6249, 760.0884, 985.7698, 64.29456, 581.6464, 1089.335, 15.00709, 362.4063, 1055.935, 1249.045, 1835.177, 465.6761, 403.6073, 860.6536
360.7, 173.4942, 402.5562, 496.1818, 542.2017, 436.8867, 119.3837, 449.9731, 437.7519, 441.0123, 1025.106, 596.0038, 1237.223, 222.5371, 444.4512, 757.6079, 626.0488, 1103.687, 718.1153, 39.98795, 200.6798, 968.6788, 833.2665, 149.8884, 7.403846, 393.1427, 2.340679, 6.048701, 941.1396, 130.592, 105.9455, 144.8479, 554.5305, 0.6571385, 769.0078, 727.3646, 1068.087, 60.95671, 556.7334, 1077.047, 14.35694, 395.5749, 1162.514, 1192.438, 1840.639, 441.4503, 384.1053, 936.6165
360.8, 165.3863, 471.8415, 474.8156, 562.2942, 416.1824, 113.9252, 477.7346, 413.7769, 419.1953, 1083.69, 569.8787, 1225.174, 213.4676, 425.2367, 721.8715, 599.1745, 1073.747, 683.8439, 38.36507, 192.5026, 1110.966, 821.433, 143.6618, 7.09926, 417.8718, 2.245259, 5.796688, 898.6595, 125.2977, 101.1067, 138.9136, 530.2824, 0.6295857, 790.2103, 696.0497, 1097.467, 57.79214, 532.8875, 1098.267, 13.73495, 504.2812, 1110.883, 1187.182, 1906.481, 418.4847, 365.5457, 1047.77
360.9, 157.6573, 451.4706, 656.2758, 538.416, 554.4338, 108.7163, 453.228, 391.1151, 398.4577, 1078.622, 544.8987, 1296.979, 204.7677, 406.8528, 687.8207, 573.4539, 1061.827, 765.2258, 36.80804, 184.6586, 1068.073, 787.3521, 137.6938, 6.807204, 400.7843, 2.153729, 5.555174, 858.0969, 120.2181, 96.48895, 133.2224, 507.0946, 0.6031882, 877.6751, 747.4293, 1050.309, 147.4461, 655.9973, 1050.142, 13.13991, 481.8132, 1061.546, 1133.379, 1824.911, 577.921, 403.4945, 1059.12
361, 150.2895, 431.9791, 628.0157, 515.5518, 543.3453, 103.7455, 429.9786, 424.646, 378.7459, 1101.986, 521.0136, 1235.789, 196.4224, 469.0948, 666.1155, 548.8373, 1017.896, 728.7061, 35.31422, 177.1342, 1097.471, 754.6851, 131.9738, 6.527163, 384.3954, 2.06593, 5.323723, 939.9572, 115.3444, 92.08209, 127.7644, 484.9207, 0.5778975, 834.675, 715.2506, 1118.203, 146.6302, 627.8997, 1087.628, 12.57065, 460.3462, 1093.609, 1168.661, 1890.043, 572.457, 406.5531, 1008.987
361.1, 143.266, 479.3923, 600.9725, 585.3113, 517.5959, 99.00198, 407.9219, 401.3889, 360.0093, 1048.952, 569.5679, 1177.485, 188.4172, 448.8149, 783.7648, 525.2775, 992.3276, 693.9293, 33.88101, 169.9164, 1060.186, 723.3735, 126.4914, 6.258642, 398.524, 1.98171, 5.101915, 965.6287, 110.6682, 87.87651, 122.53, 463.7165, 0.5536672, 793.7816, 684.4572, 1101.518, 139.0179, 601.0056, 1055.801, 12.02606, 494.4236, 1087.804, 1304.962, 1860.792, 542.676, 386.9088, 961.2265
361.2, 136.5707, 458.6953, 575.0939, 658.9374, 493.0668, 94.47536, 428.5647, 411.2579, 384.4075, 1280.643, 559.6769, 1195.093, 180.7382, 583.7993, 746.7945, 502.729, 1026.929, 779.99, 32.50597, 162.9927, 1009.797, 824.4458, 121.2368, 6.001168, 382.2276, 1.900923, 4.889349, 922.0433, 106.1817, 83.86301, 117.51, 544.5676, 0.5304528, 831.9901, 654.9896, 1054.186, 131.8008, 575.2634, 1068.378, 11.50505, 472.3948, 1072.052, 1245.821, 1862.535, 681.7883, 368.2137, 915.7271
361.3, 130.1883, 438.8919, 550.3296, 630.9552, 554.1924, 90.15571, 435.2092, 388.734, 365.3908, 1219.011, 549.3704, 1138.709, 173.3722, 558.5605, 783.0573, 617.7258, 984.4418, 840.0831, 31.18674, 156.3512, 1214.822, 790.2399, 149.634, 5.754286, 437.1963, 1.82343, 4.685638, 1037.582, 101.877, 80.03281, 112.6958, 520.7552, 0.5082117, 942.6804, 726.9284, 1027.383, 143.6873, 613.176, 1021.562, 11.00662, 503.5981, 1091.307, 1189.36, 2023.767, 646.3196, 463.8709, 872.3814
361.4, 124.1042, 419.9435, 526.6317, 604.1613, 549.0622, 86.03356, 503.8622, 367.4438, 347.3149, 1160.346, 707.8964, 1185.801, 166.3064, 534.4128, 790.6439, 591.2089, 1017.032, 866.8571, 29.92105, 149.9802, 1390.926, 757.4531, 143.4179, 5.517561, 542.1221, 1.749096, 4.490416, 1092.772, 97.74686, 76.37754, 108.0787, 555.0863, 0.4869032, 993.2855, 762.1749, 1135.655, 136.2277, 1025.346, 1111.799, 10.52978, 481.1605, 1042.839, 1347.99, 1937.178, 730.2964, 460.7903, 1133.679
361.5, 118.3044, 401.8131, 503.9542, 578.5052, 525.3284, 82.09989, 478.0154, 347.3195, 330.1332, 1104.503, 676.8665, 1290.862, 159.5286, 511.309, 753.3491, 565.8301, 974.9546, 915.7653, 28.70672, 143.8689, 1476.117, 788.0084, 137.4601, 5.290574, 519.9537, 1.677792, 4.303327, 1111.396, 93.78414, 72.88921, 103.6508, 530.8139, 0.4664882, 944.6213, 729.3613, 1146.987, 129.1555, 981.4282, 1063.08, 10.0736, 459.7226, 1080.982, 1410.112, 1925.595, 692.3043, 488.8486, 1080.017
361.6, 112.7757, 384.4655, 482.2533, 553.9387, 500.4329, 78.34608, 557.3071, 328.2974, 335.48, 1051.349, 647.1968, 1489.674, 153.027, 489.2041, 781.6838, 541.5409, 999.2263, 885.3518, 58.60628, 138.0066, 1541.486, 809.3477, 196.0034, 5.072926, 620.1057, 1.609395, 4.124032, 1061.231, 89.98208, 69.56021, 99.40433, 595.7691, 0.446929, 898.3412, 697.9604, 1135.671, 122.4503, 939.3918, 1168.165, 9.637183, 439.2398, 1096.796, 1346.206, 1950.557, 781.0344, 614.6282, 1028.895
361.7, 107.5053, 443.8897, 461.4868, 530.4153, 494.8041, 74.7639, 637.9481, 352.078, 318.8838, 1000.752, 618.8277, 1538.225, 146.7904, 468.0548, 795.7086, 518.2943, 1098.417, 1071.991, 56.22778, 132.3832, 1654.361, 775.7682, 229.3763, 4.864231, 594.7484, 1.543787, 3.952209, 1367.135, 86.33415, 66.38325, 95.33182, 569.7177, 0.42819, 854.3286, 694.7084, 1198.344, 116.0933, 899.1559, 1116.976, 9.219672, 526.8145, 1048.085, 1462.917, 1884.525, 740.4026, 584.9298, 980.1921
361.8, 102.4813, 424.7255, 441.6146, 507.8909, 471.3551, 71.34551, 624.7689, 376.9631, 303.1086, 952.5899, 591.7021, 1465.653, 140.808, 447.8199, 758.1749, 496.0456, 1052.973, 1020.831, 53.94581, 126.9889, 1575.732, 743.5818, 219.8476, 4.664121, 570.428, 1.480853, 3.787544, 1305.427, 82.83411, 63.35138, 91.42616, 628.7382, 0.4102367, 812.4723, 664.7994, 1146.852, 110.0663, 860.6434, 1068.031, 8.820249, 581.0187, 1001.536, 1396.618, 1888.687, 883.1857, 618.746, 933.7949
361.9, 97.692, 406.3887, 422.5981, 492.1521, 479.9451, 68.08342, 592.7199, 356.3175, 288.1137, 906.7459, 565.7654, 1396.504, 135.0693, 428.4597, 741.1349, 474.752, 1009.408, 1035.574, 51.75646, 121.8144, 1500.841, 818.0886, 210.7148, 4.472244, 551.2032, 1.420484, 3.629739, 1246.505, 79.47598, 60.45799, 87.6805, 601.2452, 0.3930361, 772.6666, 671.4186, 1117.866, 104.3522, 823.7805, 1021.23, 8.438129, 618.7512, 991.6959, 1397.376, 1882.884, 837.2397, 619.6328, 889.594
362, 93.12655, 388.8436, 404.4005, 491.2595, 457.2003, 145.0715, 562.3149, 404.4686, 273.8607, 863.1082, 540.9658, 1387.844, 129.5646, 409.9365, 706.1755, 454.3724, 1088.038, 986.1519, 49.65596, 116.8507, 1429.509, 818.0869, 201.9614, 4.288261, 578.6609, 1.362576, 3.478509, 1190.241, 76.25397, 57.69675, 84.08831, 574.9543, 0.3765568, 734.8112, 642.5123, 1069.832, 235.104, 788.4964, 976.4805, 8.072565, 591.183, 1301.462, 1403.77, 1874.875, 793.684, 617.8394, 847.4853
362.1, 88.77445, 372.0559, 386.9865, 483.5734, 532.2759, 138.4385, 633.9335, 413.9887, 276.0302, 821.5706, 517.2531, 1452.838, 124.2841, 392.2141, 672.8651, 434.8676, 1043.023, 978.7645, 47.6407, 112.0894, 1361.567, 784.1448, 193.5716, 4.111846, 554.9984, 1.30703, 3.33358, 1136.518, 73.1626, 55.06161, 80.64329, 549.8132, 0.3607683, 698.8104, 614.8505, 1073.111, 222.8986, 754.7236, 1038.399, 7.722838, 564.8431, 1243.661, 1340.151, 1908.113, 822.4953, 671.0827, 908.8945
362.2, 84.62574, 355.993, 370.3223, 506.0736, 542.9992, 158.8051, 713.2482, 470.2815, 292.0615, 782.032, 494.5799, 1384.294, 119.2189, 375.2579, 641.126, 416.2001, 1102.675, 932.0539, 45.70724, 107.522, 1296.854, 954.4789, 318.4486, 3.942689, 534.0762, 1.253747, 3.19469, 1085.219, 70.19654, 222.0509, 77.3394, 525.7714, 0.3456419, 664.5734, 615.1736, 1086.447, 211.3268, 722.3975, 1111.482, 7.388262, 539.6767, 1188.426, 1418.589, 1899.622, 779.7066, 682.3388, 865.8722
