 , C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C015, C017, C018, C019, C020, C021, C022, C024, C025, C026, C028, C029, C031, C033, C036, C039, C040, C041, C042, C044, C048, C050, C052, C054, C057, C058, C061, C065, C072, C073, C100, C102, C103, C123, C132, C133, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 92.53207, 0, 217.5623, 18.45087, 95.9343, 0, 63.75671, 12.53925, 92.63449, 0, 54.32739, 360.3049, 0, 67.35565, 0, 0, 0, 0, 75.35966, 0, 183.4451, 57.52527, 0, 0, 120.1136, 11.75476, 0, 166.7712, 0, 0, 0, 0, 0, 0, 0, 132.2399, 106.3069, 0, 107.5125, 0, 0, 193.0831, 163.1273, 99.10083, 10.57336, 0, 0
0.2, 88.20776, 0, 208.1937, 135.0016, 319.7286, 0, 105.2004, 11.85248, 88.05185, 0, 51.94598, 618.6499, 0, 64.44373, -3.051758e-05, -7.629395e-06, -3.051758e-05, 173.028, 72.30123, 0, 174.7263, 55.13867, 0, 0, 211.1836, 97.06689, 0, 342.5046, 0, 0, 57.50281, 0, 0, 0, 9.536743e-07, 126.5575, 133.7078, 67.10364, 144.2991, 148.5466, 51.97467, 232.567, 204.9808, 105.4489, 120.8523, 65.93188, 0
0.3, 169.7037, -9.536743e-07, 292.9342, 129.2687, 316.816, 0, 99.80396, 11.20337, 83.69592, 206.3219, 49.66901, 609.0049, 0, 172.9308, -3.051758e-05, -7.629395e-06, -3.051758e-05, 242.1913, 69.36693, 0, 284.5726, 52.85107, 0, 25.4304, 220.7151, 93.10989, 0, 450.6091, 0, 0, 204.3889, -6.103516e-05, 0, 0, 0, 121.1194, 126.7664, 177.7742, 137.9761, 142.1112, 49.659, 385.2006, 364.2087, 161.1735, 114.5652, 62.74615, 119.6319
0.4, 161.7729, -9.536743e-07, 280.3201, 154.9186, 301.8019, 0, 167.7423, 22.26251, 79.55547, 196.3926, 117.7321, 744.478, 0, 226.5971, -3.051758e-05, 0, -6.103516e-05, 230.6328, 82.53581, 0, 502.5098, 184.6891, 0, 24.38422, 211.6896, 89.31418, -9.536743e-07, 640.3115, 0, 0, 196.0154, 149.5421, 0, 203.1085, 0, 115.9149, 262.8192, 332.4601, 369.4432, 135.9545, 165.7452, 437.798, 468.3113, 306.0283, 108.6052, 59.71429, 113.9691
0.5, 154.2127, -9.536743e-07, 268.249, 148.3398, 313.6768, 0, 159.1376, 21.04321, 75.61986, 237.0514, 112.5715, 869.8386, 0, 216.8008, -6.103516e-05, 0, 34.49948, 281.8671, 79.18615, 56.67047, 526.8518, 192.4517, 0, 23.38107, 203.0333, 196.6885, -9.536743e-07, 664.3691, 0, 0, 187.9849, 143.003, 0, 193.1575, 9.536743e-07, 110.9341, 249.175, 350.9271, 381.0665, 130.0645, 158.3605, 418.3542, 567.8976, 388.1881, 102.9553, 229.1379, 177.2393
0.6, 187.2418, -1.907349e-06, 256.6979, 171.8547, 327.4762, 0, 257.8005, 142.8082, 71.87893, 225.6431, 107.637, 854.126, 0, 207.4281, -6.103516e-05, 0, 148.0329, 477.9575, 99.73862, 54.36127, 634.4017, 366.3331, 0, 22.4192, 194.7308, 188.6703, -4.768372e-07, 826.4524, 0, 0, 272.6055, 136.7499, 0, 335.9416, 0, 106.1672, 236.2391, 335.8962, 454.0031, 124.4298, 151.3048, 528.157, 677.4635, 453.6874, 185.2916, 218.0662, 168.8497
0.7, 190.5459, -9.536743e-07, 335.0664, 268.3901, 439.735, 0, 491.3893, 134.9868, 68.32307, 234.3667, 121.0197, 979.1826, 0, 198.4605, -6.103516e-05, -3.814697e-06, 141.9084, 495.2285, 95.6908, 52.14615, 636.5092, 467.1896, 0, 21.49689, 186.7679, 216.1292, -4.768372e-07, 838.5566, 0, 0, 261.437, 192.5304, 1.525879e-05, 319.4828, 0, 101.6052, 223.9747, 459.8, 555.0736, 183.5555, 308.8123, 718.6565, 748.3613, 650.0859, 196.7083, 283.8481, 160.8573
0.8, 181.6411, -1.907349e-06, 479.6378, 256.9928, 481.0062, 0, 484.8439, 127.5938, 64.94312, 335.9535, 135.7726, 1024.558, 0, 189.8807, -4.577637e-05, -3.814697e-06, 136.0372, 564.2727, 91.80725, 50.0213, 606.257, 447.8062, 0, 20.61255, 179.1306, 207.3184, -4.768372e-07, 1023.761, 0, 0, 250.7262, 184.1116, 1.525879e-05, 303.8303, 0, 97.23926, 212.3471, 440.106, 705.9862, 293.1704, 295.0533, 754.2078, 796.7478, 659.4799, 186.4749, 270.1328, 153.2431
0.9, 173.1524, -1.907349e-06, 458.9839, 283.4084, 458.2111, 0, 486.0295, 146.7287, 61.73037, 367.0976, 129.8212, 1013.326, 0, 326.9153, -4.577637e-05, 0, 130.409, 537.3434, 88.08131, 47.98303, 651.6471, 429.2268, 0, 19.76457, 171.8057, 198.8669, 0, 977.5516, 0, 0, 240.4542, 258.1069, 1.525879e-05, 288.9446, 9.536743e-07, 93.06091, 229.3861, 421.2554, 761.1357, 280.4694, 333.3629, 720.7113, 760.639, 631.2634, 176.774, 368.981, 262.6978
1, 242.5729, -1.907349e-06, 439.2195, 271.3733, 436.4962, 0, 461.0974, 187.5399, 58.67656, 349.4308, 241.6207, 1016.817, 0, 312.7821, -4.577637e-05, 0, 125.0136, 511.6992, 84.50659, 46.02786, 706.4082, 515.3671, 0, 18.95147, 164.7802, 190.7599, -4.768372e-07, 990.8376, 0, 0, 230.6029, 246.8205, 3.051758e-05, 274.7883, 0, 89.0621, 217.4775, 403.2122, 886.4005, 268.3187, 394.0496, 850.1631, 726.1666, 738.3096, 167.5776, 351.1522, 250.263
1.1, 231.2368, -9.536743e-07, 497.5632, 294.9894, 415.8105, 0, 437.4443, 193.8899, 55.77383, 332.6142, 291.4226, 1050.621, 0, 299.2599, -4.577637e-05, 0, 119.8415, 487.2789, 81.07695, 44.15231, 672.834, 493.9847, 0, 18.17183, 158.042, 182.9833, 0, 946.1144, 0, 0, 221.1553, 236.0278, 3.051758e-05, 261.3255, 0, 85.23511, 206.1872, 385.9419, 869.3672, 256.6943, 376.4929, 812.4049, 693.2566, 725.1248, 158.8597, 385.5575, 296.6317
1.2, 220.4304, -9.536743e-07, 476.1375, 289.246, 411.2247, 0, 425.2418, 183.2709, 53.01469, 316.6069, 278.6484, 1001.053, 0, 286.3223, -4.577637e-05, 0, 114.8833, 464.0239, 77.7865, 42.35321, 640.8555, 473.4895, 0, 17.42426, 151.5793, 175.5238, -4.768372e-07, 1020.109, 0, 0, 212.0948, 225.707, 3.051758e-05, 248.5224, 0, 81.57257, 266.3264, 369.4113, 831.272, 245.5735, 359.7184, 776.3237, 821.6285, 744.6377, 199.1485, 436.2418, 282.5907
1.3, 230.5982, -1.907349e-06, 478.8683, 320.7586, 391.7366, 0, 403.428, 179.8322, 50.39205, 373.1611, 291.0182, 1227.12, 0, 273.944, -4.577637e-05, 3.814697e-06, 110.1303, 441.8788, 74.62959, 40.62744, 610.3969, 639.7396, 0, 16.70744, 145.3809, 186.792, -4.768372e-07, 974.0643, 0, 0, 203.4054, 215.8374, 1.525879e-05, 236.3465, 0, 78.06741, 320.0606, 353.5887, 900.2142, 234.9346, 391.351, 806.3641, 784.3921, 712.7776, 257.404, 415.1629, 405.7221
1.4, 232.0817, -1.907349e-06, 458.2475, 307.1374, 373.172, 0, 382.7332, 169.9831, 47.89915, 355.2025, 278.2617, 1208.39, 0, 496.3397, -4.577637e-05, 0, 105.5739, 420.7905, 71.60079, 38.97195, 667.8573, 642.8472, 0, 16.02013, 139.436, 203.9444, -4.768372e-07, 930.098, 0, 0, 195.072, 311.6573, 3.051758e-05, 224.7671, 0, 74.71286, 303.4447, 483.1337, 894.1598, 224.7565, 398.0968, 822.8755, 822.8505, 820.9359, 244.0131, 395.1025, 386.5174
1.5, 221.2358, -1.907349e-06, 581.8104, 294.0946, 355.4872, 0, 363.1, 160.6734, 45.52957, 338.1081, 309.0814, 1151.379, 0, 474.8819, -4.577637e-05, 0, 101.206, 400.7086, 68.69492, 37.38394, 636.1154, 616.1758, 0, 15.36107, 133.7342, 195.6304, -4.768372e-07, 1135.979, 0, 0, 245.8204, 298.0294, 3.051758e-05, 213.755, 4.768372e-07, 71.50247, 332.2262, 462.4402, 1011.424, 215.0194, 548.614, 786.3294, 785.5588, 785.8114, 231.3188, 409.4728, 507.4663
1.6, 267.9341, -1.907349e-06, 587.0828, 281.6057, 338.6404, 0, 344.4739, 163.8257, 43.27721, 321.8365, 295.5331, 1097.057, 0, 539.7278, -4.577637e-05, 0, 97.01886, 381.5852, 65.90699, 35.86063, 640.3447, 688.1761, 0, 14.72913, 128.2655, 205.9989, -9.536743e-07, 1084.705, 0, 0, 235.7493, 284.9973, 3.051758e-05, 420.8636, 4.768372e-07, 68.43002, 341.7372, 442.6331, 1053.587, 205.7041, 524.1707, 823.0479, 856.2243, 752.1897, 237.1119, 521.9979, 483.4455
1.7, 255.4126, -1.907349e-06, 592.2488, 281.5788, 322.5921, 0, 441.0261, 194.5941, 41.13628, 306.3479, 404.8453, 1206.618, 0, 516.3942, -4.577637e-05, 0, 93.00493, 363.3743, 63.2322, 34.39941, 620.1781, 701.3057, 0, 14.12319, 123.0205, 228.0458, -9.536743e-07, 1143.903, 0, 0, 226.0908, 272.5352, 3.051758e-05, 400.2441, 9.536743e-07, 65.48959, 323.9958, 423.6742, 1007.42, 196.7924, 500.8164, 833.6728, 916.325, 854.8363, 301.9592, 572.2161, 460.5617
1.8, 326.3339, -1.430511e-06, 647.5509, 309.6541, 307.3043, 0, 418.4026, 183.9365, 39.10126, 291.6048, 432.8149, 1149.69, 0, 494.0695, -4.577637e-05, 0, 89.15706, 346.0327, 60.66596, 32.99768, 755.708, 762.4315, 0, 13.54218, 117.99, 218.7493, -9.536743e-07, 1246.034, 0, 0, 229.4661, 260.618, 3.814697e-05, 380.6348, 9.536743e-07, 62.67552, 309.8558, 447.5191, 963.2751, 188.2668, 520.7365, 796.6471, 874.7969, 818.2614, 286.2503, 609.23, 438.7612
1.9, 311.0833, -1.430511e-06, 662.49, 344.1805, 333.3604, 0, 561.7708, 173.8627, 37.16692, 387.8062, 413.8429, 1276.859, 0, 597.3096, -3.051758e-05, 0, 85.4684, 459.5967, 58.20387, 31.65311, 719.7906, 814.6744, 0, 12.98506, 113.1652, 209.8317, -1.430511e-06, 1189.792, 0, 0, 220.065, 377.3485, 3.051758e-05, 361.9863, 9.536743e-07, 59.98236, 293.7697, 584.5086, 1038.602, 180.1105, 497.5353, 823.8257, 835.1509, 948.7623, 271.3587, 579.7925, 574.0084
2, 322.7258, -1.430511e-06, 665.6896, 368.0839, 335.8757, 0, 532.9535, 240.9898, 35.32827, 369.1428, 467.0714, 1216.618, 0, 571.4867, -3.814697e-05, 0, 229.8232, 583.39, 64.09732, 30.36334, 685.5803, 780.8739, 0, 12.45087, 197.37, 286.7365, 36.65006, 1178.192, 0, 0, 334.3607, 442.4872, 3.814697e-05, 344.2514, 9.536743e-07, 57.40492, 382.3104, 559.473, 1084.936, 172.3076, 475.3678, 901.844, 948.4025, 908.1685, 257.2419, 573.7803, 546.8379
2.1, 307.6438, -1.430511e-06, 709.3893, 379.5158, 340.2525, 0, 512.531, 227.7912, 33.58058, 405.0093, 530.2992, 1220.796, 0, 546.7802, -3.051758e-05, 3.814697e-06, 286.5889, 572.6758, 61.49597, 29.1261, 832.1518, 847.0576, 0, 59.52441, 216.5274, 275.0474, 35.12307, 1377.263, 0, 0, 359.6627, 539.6469, 113.4718, 327.3854, 9.536743e-07, 54.93825, 362.4627, 626.9322, 1037.395, 164.8427, 454.188, 959.4245, 922.6736, 869.3117, 243.8594, 582.2926, 657.5361
2.2, 293.2666, -9.536743e-07, 678.8421, 363.3994, 433.2143, 0, 678.0863, 215.3155, 31.91934, 404.191, 596.5858, 1418.04, 0, 711.1351, -3.814697e-05, 3.814697e-06, 358.7916, 545.3455, 108.7, 111.1681, 792.6012, 811.9135, 0, 57.07564, 256.5143, 310.6531, 33.6597, 1315.098, 0, 0, 344.9276, 516.0496, 108.7141, 311.3457, 4.768372e-07, 52.57756, 343.6454, 662.9719, 1112.759, 157.7012, 604.9291, 916.8137, 1205.101, 1106.202, 321.2294, 554.1567, 707.1891
2.3, 279.5613, -4.768372e-07, 649.6102, 529.8611, 459.7433, 0, 643.3022, 238.1904, 30.34029, 537.9976, 639.3925, 1488.235, 0, 680.3914, -3.814697e-05, 3.814697e-06, 343.9474, 676.83, 130.5288, 106.6383, 754.9304, 778.2275, 0, 54.72762, 246.025, 300.6476, 32.2573, 1348.747, 0, 0, 429.8769, 493.4842, 109.5889, 296.0919, 4.768372e-07, 50.31831, 325.8051, 781.39, 1100.174, 150.8692, 577.9767, 876.0955, 1262.796, 1058.873, 488.9493, 650.5555, 673.7145
2.4, 266.4966, -9.536743e-07, 682.3177, 521.8141, 494.5458, 0, 812.1282, 225.1452, 28.83935, 624.5107, 611.3654, 1520.03, 0, 835.2407, -3.814697e-05, 3.814697e-06, 329.7173, 713.626, 125.2314, 102.293, 739.5726, 745.9391, 0, 52.47617, 235.9646, 417.8002, 30.91333, 1410.659, 0, 0, 476.4588, 471.9054, 160.5331, 281.5854, 4.768372e-07, 48.15613, 308.8909, 863.462, 1169.546, 329.2698, 552.2252, 870.0898, 1332.906, 1115.433, 463.5127, 619.1212, 641.8244
2.5, 265.6238, -9.536743e-07, 681.4963, 499.655, 529.2692, 0, 770.4681, 212.8143, 27.41267, 594.4558, 584.5669, 1615.021, 0, 995.975, -4.577637e-05, 1.907349e-06, 387.2788, 679.5688, 120.149, 98.12482, 744.4207, 714.9905, 0, 50.31736, 226.3156, 400.7681, 29.62536, 1457.115, 0, 0, 456.9387, 451.2703, 153.8022, 267.7896, 0, 46.08687, 316.0578, 826.4784, 1118.297, 315.0049, 527.6211, 952.8219, 1444.307, 1231.961, 471.6623, 614.7572, 611.4438
2.6, 253.2104, -4.768372e-07, 652.1501, 488.6736, 504.1869, 0, 730.9452, 201.1589, 26.05656, 639.1594, 618.4803, 1538.825, 0, 952.917, -3.814697e-05, 1.907349e-06, 371.256, 647.137, 115.2728, 94.12646, 709.0398, 773.3178, 0, 48.24736, 284.2244, 384.4304, 28.39104, 1391.345, 0, 0, 438.2183, 431.5375, 147.3535, 254.6697, 0, 44.10652, 299.6497, 864.1401, 1069.294, 301.3579, 504.1131, 910.5045, 1378.851, 1215.916, 447.125, 585.0526, 582.5013
2.7, 241.3771, -9.536743e-07, 761.8586, 492.746, 480.2933, 0, 693.4496, 190.1418, 24.76753, 608.3994, 660.36, 1497.324, 0, 911.7205, -3.814697e-05, 1.907349e-06, 355.8962, 616.253, 110.5945, 90.29105, 675.3405, 866.4957, 0, 46.26251, 272.6019, 368.7587, 27.20816, 1453.808, 0, 0, 555.3933, 479.9635, 141.1752, 242.1926, 0, 131.6911, 284.0934, 898.269, 1207.551, 288.3022, 481.6525, 914.1545, 1420.686, 1163.892, 471.5538, 610.7905, 665.3768
2.8, 230.0968, -9.536743e-07, 729.052, 548.335, 457.532, 0, 726.9755, 179.728, 23.54228, 579.1198, 631.4139, 1426.681, 0, 872.3049, -4.577637e-05, 0, 341.1718, 655.1528, 106.1061, 86.61188, 690.1067, 951.9556, 0, 44.35932, 267.4105, 353.7258, 26.07455, 1426.54, 0, 0, 532.6393, 458.976, 135.256, 230.3269, 0, 154.4185, 328.0765, 859.7946, 1258.187, 345.7847, 460.1927, 994.4754, 1415.685, 1290.725, 447.0221, 695.2017, 755.9456
2.9, 315.4774, -4.768372e-07, 779.3232, 525.0496, 435.8493, 0, 689.6836, 169.8846, 22.37764, 575.3069, 603.7366, 1459.402, 0, 834.5934, -3.814697e-05, 0, 327.0566, 662.6289, 101.7999, 83.08266, 657.3073, 912.4594, 0, 42.53442, 296.5867, 342.7365, 24.98818, 1476.704, 0, 0, 510.8175, 438.9062, 129.5849, 219.0424, -2.384186e-07, 159.6802, 361.9436, 918.9189, 1203.054, 330.8044, 545.3733, 950.3081, 1351.526, 1235.5, 423.7667, 661.6101, 720.1631
3, 300.7342, -7.152557e-07, 745.7645, 502.753, 415.1942, 0, 654.3046, 170.6981, 21.27062, 578.1726, 577.2725, 1426.427, 0, 798.5123, -4.577637e-05, 0, 360.7968, 631.0056, 97.6684, 79.69722, 626.0668, 874.6017, 0, 40.78461, 284.4587, 383.7474, 23.94707, 1518.288, 0, 0, 496.4191, 419.7141, 124.1516, 208.3108, -2.384186e-07, 152.8188, 352.2341, 945.1498, 1150.337, 316.4729, 521.0745, 1078.18, 1393.145, 1237.438, 460.7128, 629.6416, 686.0744
3.1, 303.8957, -7.152557e-07, 835.8463, 573.7414, 441.2942, 0, 638.0137, 161.3492, 20.21836, 566.3657, 551.9683, 1599.905, 0, 869.3451, -3.814697e-05, 1.907349e-06, 345.8696, 600.8914, 93.7046, 76.44974, 596.311, 838.3148, 0, 39.10676, 297.6229, 369.6572, 22.94934, 1449.757, 0, 0, 490.096, 479.9314, 118.9461, 198.105, -2.384186e-07, 216.1082, 333.9478, 904.6674, 1154.248, 302.7624, 526.3177, 1108.766, 1417.645, 1199.28, 537.8375, 682.3583, 653.5992
3.2, 337.6215, -7.152557e-07, 799.8536, 582.4906, 496.348, 0, 613.8263, 152.5124, 19.21815, 577.11, 527.7734, 1524.422, 0, 831.7616, -3.814697e-05, 1.907349e-06, 331.5601, 572.2144, 89.90166, 73.33459, 635.3411, 803.5335, 0, 183.2348, 335.8561, 354.5877, 21.99318, 1384.32, 0, 0, 470.0171, 512.758, 113.9589, 188.3992, -2.384186e-07, 206.822, 352.6743, 1073.602, 1264.167, 289.6459, 502.8678, 1169.831, 1456.018, 1325.8, 509.8577, 649.3873, 693.4148
3.3, 321.8434, -7.152557e-07, 765.4108, 559.8245, 604.0836, 0, 724.8975, 198.574, 18.26743, 605.2748, 504.639, 1664.268, 0, 959.4781, -3.051758e-05, 1.907349e-06, 415.0259, 544.906, 86.25306, 70.34637, 691.7585, 997.1606, 0, 175.6967, 322.1223, 354.601, 21.07685, 1438.728, 0, 0, 450.7609, 544.5717, 160.9266, 179.1689, -2.384186e-07, 257.3417, 383.3889, 1095.802, 1208.772, 277.0976, 545.6605, 1338.702, 1599.497, 1269.074, 483.3333, 618.0094, 693.3243
3.4, 306.8026, -7.152557e-07, 766.3263, 610.5932, 575.4557, 0, 687.7122, 187.6985, 17.36374, 576.1456, 584.5134, 1831.23, 0, 1019.073, 61.2344, 1.907349e-06, 397.8551, 518.9009, 101.6597, 67.47993, 658.8806, 955.7888, 0, 168.4688, 355.4789, 340.1453, 47.71582, 1547.748, 0, 0, 432.2936, 669.4247, 154.1792, 170.3908, -2.384186e-07, 270.0052, 456.4451, 1213.133, 1360.235, 265.0929, 521.3488, 1279.247, 1561.825, 1288.212, 475.5916, 588.1476, 660.506
3.5, 305.2155, -7.152557e-07, 848.8364, 592.5242, 548.1846, 0, 652.4343, 207.2228, 16.50475, 613.1774, 558.8919, 1744.834, 0, 975.0168, 58.34597, 3.814697e-06, 381.3948, 658.1049, 97.53395, 64.73029, 649.4893, 916.1335, 0, 161.5381, 340.9426, 326.2789, 45.72778, 1493.288, 0, 0, 414.583, 640.1526, 147.7147, 162.0428, -2.384186e-07, 258.4031, 432.7488, 1161.172, 1300.631, 308.7089, 582.6803, 1222.432, 1491.043, 1233.094, 595.0563, 559.7288, 845.249
3.6, 418.5917, -7.152557e-07, 812.2844, 567.3622, 522.2059, 0, 618.9662, 195.8736, 15.68826, 677.5416, 578.535, 1662.513, 0, 932.8649, 55.59378, 3.814697e-06, 428.5267, 626.6974, 93.5756, 62.09268, 687.4031, 1002.625, 0, 154.8926, 327.0009, 312.9778, 43.82258, 1571.375, 0, 0, 397.5978, 612.1605, 141.5213, 154.1039, -2.384186e-07, 247.2996, 439.2885, 1273.44, 1243.638, 295.3347, 556.7192, 1231.288, 1423.469, 1180.335, 675.3665, 580.6449, 908.4365
3.7, 399.0296, -7.152557e-07, 777.3064, 603.951, 517.2625, 0, 587.2148, 233.2048, 14.91216, 712.3981, 553.1755, 1694.566, 0, 1022.855, 98.0285, 3.814697e-06, 410.7974, 687.5945, 89.77789, 59.56256, 654.7322, 961.0269, 0, 148.5205, 416.4386, 300.2189, 41.99675, 1618.712, 0, 0, 400.6318, 585.3923, 155.9836, 146.5538, -2.384186e-07, 236.6732, 459.3021, 1218.896, 1277.655, 282.54, 531.9149, 1176.603, 1479.91, 1151.506, 640.2319, 552.5886, 865.4359
3.8, 380.3817, -7.152557e-07, 743.8345, 578.3039, 492.7491, 0, 557.0923, 220.4326, 14.17445, 678.1135, 600.2325, 1682.448, 0, 978.635, 126.1688, 1.907349e-06, 393.8016, 654.7797, 86.13432, 57.13553, 659.5641, 921.1543, 0, 142.4105, 399.4096, 326.4241, 40.247, 1545.648, 0, 0, 386.5511, 655.3767, 149.4434, 139.3737, -2.384186e-07, 226.5033, 435.4574, 1166.689, 1329.608, 270.2995, 632.7104, 1260.847, 1434.296, 1296.558, 606.9252, 580.9371, 824.4707
3.9, 362.6053, -7.152557e-07, 820.0558, 582.8607, 469.3975, 0, 528.515, 266.4462, 13.47324, 645.4789, 708.0442, 1649.927, 0, 936.3266, 120.2174, 1.907349e-06, 377.5089, 623.5309, 82.63862, 54.8074, 677.3783, 1215.224, 0, 136.5519, 383.077, 313.1171, 38.57014, 1635.133, 0, 0, 370.7144, 740.2888, 216.6199, 132.5453, -2.384186e-07, 315.4415, 412.8506, 1116.717, 1271.346, 258.5894, 604.5203, 1204.849, 1385.342, 1241.084, 575.3511, 663.8752, 785.4446
4, 345.6596, -4.768372e-07, 820.0776, 721.4306, 521.5822, 0, 534.6683, 251.8534, 12.80671, 614.4148, 700.8781, 1729.937, 0, 895.8473, 114.5467, 1.907349e-06, 361.8904, 593.7736, 79.28479, 52.57413, 698.1333, 1164.805, 0, 130.9343, 426.7622, 352.8365, 36.96315, 1578.237, 0, 0, 355.5266, 707.9179, 207.5374, 126.0515, -4.768372e-07, 333.5743, 391.4174, 1198.754, 1364.175, 524.3754, 605.5774, 1298.129, 1466.829, 1293.864, 731.9155, 695.0734, 748.2658
4.1, 380.3203, -4.768372e-07, 784.764, 690.7946, 496.8641, 0, 507.2413, 238.0598, 12.17316, 584.8457, 670.1559, 1648.32, 0, 857.118, 109.1436, 1.907349e-06, 420.1021, 631.8764, 76.06707, 50.43186, 686.157, 1116.478, 0, 125.5478, 482.6377, 338.4528, 35.42311, 1672.763, 0, 0, 340.961, 676.9626, 198.8357, 119.8758, -4.768372e-07, 337.7762, 456.9183, 1237.028, 1304.398, 501.6579, 578.5962, 1275.374, 1503.597, 1238.504, 693.8391, 762.4578, 712.8469
4.2, 362.5467, -4.768372e-07, 875.9871, 661.4596, 473.3175, 0, 591.2296, 229.814, 11.57096, 610.1721, 640.7804, 1570.553, 0, 820.063, 103.9953, 1.907349e-06, 402.7213, 634.7936, 72.97993, 48.37688, 653.5453, 1223.087, 0, 120.3829, 462.9017, 324.6554, 33.94724, 1842.917, 0, 0, 326.9921, 730.368, 200.7356, 114.0027, -2.384186e-07, 409.2254, 433.1974, 1184.044, 1247.24, 479.9246, 626.3854, 1321.456, 1435.454, 1363.046, 753.13, 748.2344, 679.1045
4.3, 345.6038, -4.768372e-07, 896.7437, 718.813, 450.8867, 0, 573.0199, 256.1007, 10.99854, 580.8071, 834.2111, 1694.602, 0, 939.8475, 99.08978, 1.907349e-06, 386.0596, 695.2101, 70.0181, 46.40564, 693.5093, 1172.341, 0, 115.4305, 522.2307, 311.4205, 32.53286, 1759.733, 0, 0, 313.5955, 698.431, 239.0593, 108.4174, -4.768372e-07, 391.6411, 410.7079, 1165.894, 1239.637, 459.1329, 598.477, 1356.014, 1593.542, 1315.366, 713.95, 754.5863, 646.9592
4.4, 329.4526, -2.384186e-07, 858.1287, 688.2881, 548.1089, 0, 759.2463, 277.8082, 10.45444, 682.6264, 797.6444, 1857.782, 0, 899.2159, 94.41571, 1.907349e-06, 370.0873, 662.0319, 67.17646, 200.6364, 768.1127, 1123.701, 0, 110.6818, 500.8757, 298.7251, 31.17741, 1680.304, 0, 0, 300.7478, 667.8905, 229.0359, 103.1056, -5.960464e-07, 374.8123, 389.386, 1282.192, 1334.5, 439.2419, 639.8226, 1364.988, 1521.323, 1394.193, 676.8082, 733.6349, 616.3356
4.5, 322.1267, 0, 1010.033, 729.1389, 522.1338, 0, 720.299, 293.963, 9.93726, 649.7746, 762.6805, 1770.133, 0, 860.341, 89.96211, 9.536743e-07, 354.7758, 844.2353, 64.45015, 192.461, 747.6136, 1198.413, 0, 106.1284, 480.3939, 286.5472, 29.87843, 1953.567, 0, 0, 353.7952, 751.3826, 219.4328, 98.05415, -5.960464e-07, 358.7066, 451.4888, 1227.273, 1362.489, 420.2126, 611.3156, 1507.303, 1485.435, 1369.887, 641.5986, 861.2849, 587.1615
4.6, 307.0727, 0, 1048.771, 770.0128, 573.9712, 0, 683.3495, 277.8632, 9.445662, 713.3728, 880.136, 1852.972, 0, 823.1467, 85.7186, 9.536743e-07, 340.0977, 832.0298, 61.83449, 184.6187, 939.474, 1201.384, 0, 101.7624, 565.8512, 274.8658, 28.63358, 2071.378, 0, 0, 339.3005, 814.2557, 350.8297, 93.25017, -5.960464e-07, 343.2931, 428.0497, 1229.511, 1314.706, 402.0078, 584.0787, 1482.223, 1632.317, 1392.548, 608.2207, 819.6683, 559.3683
4.7, 428.9079, 1.192093e-07, 1003.609, 737.3137, 571.3415, 0, 648.2955, 344.6267, 8.978384, 679.0413, 956.7953, 1765.55, 0, 924.5889, 81.67524, 9.536743e-07, 326.027, 920.008, 59.32497, 177.0959, 894.8226, 1192.124, 0, 97.57603, 593.5565, 263.6606, 27.44058, 2026.636, 0, 0, 424.8282, 896.7117, 336.12, 88.68155, -4.768372e-07, 328.5418, 413.9926, 1216.376, 1352.422, 384.5917, 681.7029, 1416.394, 1710.75, 1489.574, 593.5258, 780.0625, 532.8908
4.8, 408.8637, 0, 1013.271, 825.6964, 592.5305, 0, 654.191, 353.8053, 8.534222, 761.7225, 914.8553, 2139.854, 0, 884.6171, 77.82262, 9.536743e-07, 312.5384, 905.3732, 56.91731, 169.8796, 1048.92, 1320.39, 0, 93.56186, 569.2849, 252.9122, 26.2973, 1954.888, 0, 0, 444.6289, 857.5009, 322.027, 84.33675, -4.768372e-07, 314.4244, 392.5001, 1389.268, 1403.751, 367.93, 675.7549, 1393.02, 1656.141, 1500.398, 569.2218, 742.3705, 763.8543
4.9, 389.7563, 0, 1064.837, 790.6326, 564.4502, 0, 676.5997, 334.428, 8.112034, 725.0641, 917.6394, 2038.897, 0, 846.3732, 74.15171, 1.907349e-06, 399.4047, 862.1652, 54.60736, 162.9574, 1040.414, 1265.608, 0, 89.71283, 723.0707, 242.602, 25.20164, 2229.749, 0, 0, 426.4128, 898.4743, 384.637, 80.20482, -4.768372e-07, 300.9136, 372.1235, 1329.763, 1342.239, 351.9902, 645.6469, 1484.479, 1642.991, 1522.019, 562.579, 706.4998, 727.6975
